,number,value,datetime_start,datetime_complete,duration,params_ADI_INTC_beta_win,params_ADI_INTC_stop_loss,params_ADI_INTC_trade_freq,params_ADI_INTC_z_entry,params_ADI_INTC_z_exit,params_ADI_INTC_z_stop_scaler,params_ADI_INTC_z_win,params_AEP_TXN_beta_win,params_AEP_TXN_stop_loss,params_AEP_TXN_trade_freq,params_AEP_TXN_z_entry,params_AEP_TXN_z_exit,params_AEP_TXN_z_stop_scaler,params_AEP_TXN_z_win,params_AMGN_TXN_beta_win,params_AMGN_TXN_stop_loss,params_AMGN_TXN_trade_freq,params_AMGN_TXN_z_entry,params_AMGN_TXN_z_exit,params_AMGN_TXN_z_stop_scaler,params_AMGN_TXN_z_win,params_CTAS_INTC_beta_win,params_CTAS_INTC_stop_loss,params_CTAS_INTC_trade_freq,params_CTAS_INTC_z_entry,params_CTAS_INTC_z_exit,params_CTAS_INTC_z_stop_scaler,params_CTAS_INTC_z_win,params_GOOG_INTC_beta_win,params_GOOG_INTC_stop_loss,params_GOOG_INTC_trade_freq,params_GOOG_INTC_z_entry,params_GOOG_INTC_z_exit,params_GOOG_INTC_z_stop_scaler,params_GOOG_INTC_z_win,params_ILMN_PANW_beta_win,params_ILMN_PANW_stop_loss,params_ILMN_PANW_trade_freq,params_ILMN_PANW_z_entry,params_ILMN_PANW_z_exit,params_ILMN_PANW_z_stop_scaler,params_ILMN_PANW_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_MDLZ_TXN_beta_win,params_MDLZ_TXN_stop_loss,params_MDLZ_TXN_trade_freq,params_MDLZ_TXN_z_entry,params_MDLZ_TXN_z_exit,params_MDLZ_TXN_z_stop_scaler,params_MDLZ_TXN_z_win,params_MNST_TXN_beta_win,params_MNST_TXN_stop_loss,params_MNST_TXN_trade_freq,params_MNST_TXN_z_entry,params_MNST_TXN_z_exit,params_MNST_TXN_z_stop_scaler,params_MNST_TXN_z_win,params_SIRI_TXN_beta_win,params_SIRI_TXN_stop_loss,params_SIRI_TXN_trade_freq,params_SIRI_TXN_z_entry,params_SIRI_TXN_z_exit,params_SIRI_TXN_z_stop_scaler,params_SIRI_TXN_z_win,params_buffer_capital,params_pairs_to_trade,state
71,71,4.798394255910453,2025-06-15 00:40:38.472282,2025-06-15 00:40:43.210403,0 days 00:00:04.738121,,,,,,,,472.0,0.002,4m,2.0,2.0,0.7,100.0,16.0,0.009000000000000001,1m,3.0,1.0,0.7,348.0,696.0,0.002,3m,1.0,1.0,0.8,618.0,962.0,0.004,2m,1.5,1.5,1.5,982.0,190.0,0.004,3m,4.0,3.5,0.8,816.0,956.0,0.001,3m,1.0,1.0,0.6,416.0,584,0.002,1m,1.0,4.0,1.2000000000000002,508,668.0,0.008,3m,2.0,2.0,0.7,784.0,1022.0,0.01,4m,4.0,2.5,2.0,138.0,0.5,9,COMPLETE
72,72,7.17982845140325,2025-06-15 00:40:43.290911,2025-06-15 00:40:48.015190,0 days 00:00:04.724279,,,,,,,,440.0,0.002,4m,2.0,2.0,0.5,60.0,110.0,0.01,1m,3.0,1.0,0.6,402.0,926.0,0.002,3m,1.0,1.0,0.5,592.0,884.0,0.004,2m,1.0,1.0,1.4,944.0,132.0,0.003,3m,4.0,4.0,0.9,444.0,1010.0,0.002,3m,1.0,1.0,0.7,430.0,550,0.003,1m,1.0,4.0,1.3,478,808.0,0.009000000000000001,3m,2.5,2.0,0.6,730.0,988.0,0.01,4m,4.0,2.5,1.9000000000000001,144.0,0.5,9,COMPLETE
73,73,7.8387571765566495,2025-06-15 00:40:48.215774,2025-06-15 00:40:56.876419,0 days 00:00:08.660645,666.0,0.008,1m,1.5,4.0,1.6,954.0,328.0,0.003,4m,1.5,2.0,0.8,126.0,50.0,0.009000000000000001,1m,3.5,1.0,0.9,354.0,872.0,0.003,3m,1.0,1.0,0.6,764.0,962.0,0.006,4m,2.0,2.0,1.4,780.0,392.0,0.002,1m,3.5,3.5,0.7,720.0,912.0,0.002,3m,1.0,1.0,0.5,496.0,480,0.002,1m,1.0,4.0,1.1,356,776.0,0.009000000000000001,3m,2.0,2.0,0.7,938.0,984.0,0.009000000000000001,4m,3.5,2.0,1.9000000000000001,190.0,0.5,10,COMPLETE
74,74,0.6508510494050955,2025-06-15 00:40:56.990931,2025-06-15 00:41:03.328905,0 days 00:00:06.337974,722.0,0.008,1m,1.5,4.0,1.6,996.0,328.0,0.003,4m,1.5,2.0,0.8,200.0,136.0,0.008,1m,3.5,1.0,1.0,20.0,874.0,0.003,3m,1.0,1.5,0.6,788.0,806.0,0.008,4m,2.0,2.0,1.1,818.0,488.0,0.002,1m,3.5,3.0,0.6,710.0,860.0,0.002,3m,1.0,1.0,0.5,460.0,480,0.01,1m,1.0,4.0,1.1,352,762.0,0.009000000000000001,3m,4.0,1.5,0.9,940.0,870.0,0.009000000000000001,4m,3.5,2.0,1.9000000000000001,246.0,0.1,10,COMPLETE
75,75,6.886658259477743,2025-06-15 00:41:03.439424,2025-06-15 00:41:08.425790,0 days 00:00:04.986366,732.0,0.008,1m,3.0,3.0,1.6,792.0,368.0,0.003,1m,1.0,2.0,1.0,134.0,54.0,0.009000000000000001,1m,4.0,2.5,0.9,478.0,1022.0,0.004,3m,1.0,1.0,0.7,760.0,934.0,0.007,4m,2.0,2.0,1.4,792.0,358.0,0.009000000000000001,1m,3.5,3.5,0.6,856.0,894.0,0.003,3m,1.0,1.0,0.8,250.0,446,0.002,4m,1.0,4.0,1.1,296,918.0,0.01,3m,2.0,2.5,0.8,988.0,976.0,0.008,4m,3.0,2.0,1.7000000000000002,76.0,0.5,10,COMPLETE
76,76,2.7864380289161197,2025-06-15 00:41:08.530746,2025-06-15 00:41:12.526140,0 days 00:00:03.995394,,,,,,,,242.0,0.01,2m,1.5,2.5,0.6,92.0,158.0,0.008,3m,3.5,1.0,0.5,370.0,794.0,0.003,3m,1.0,1.0,0.5,910.0,,,,,,,,412.0,0.002,4m,2.5,4.0,0.7,914.0,922.0,0.001,3m,1.5,1.0,0.5,486.0,510,0.001,1m,1.0,4.0,0.9,444,844.0,0.008,1m,2.5,3.5,0.6,880.0,554.0,0.009000000000000001,3m,3.5,1.5,1.2000000000000002,504.0,0.45,8,COMPLETE
77,77,3.6078418371085994,2025-06-15 00:41:12.615650,2025-06-15 00:41:17.740116,0 days 00:00:05.124466,262.0,0.007,1m,2.0,3.5,1.0,784.0,400.0,0.003,4m,1.5,1.5,0.5,20.0,102.0,0.007,1m,4.0,2.0,0.9,306.0,840.0,0.009000000000000001,4m,1.5,1.5,1.3,990.0,728.0,0.006,4m,2.5,2.5,1.3,636.0,308.0,0.001,1m,3.5,2.0,0.8,766.0,338.0,0.004,3m,2.0,1.5,0.7,638.0,706,0.003,1m,1.5,3.5,1.0,686,784.0,0.009000000000000001,3m,1.5,3.0,2.0,1024.0,234.0,0.006,4m,3.0,3.0,1.3,212.0,0.5,10,COMPLETE
78,78,8.306653329868842,2025-06-15 00:41:17.841621,2025-06-15 00:41:21.417359,0 days 00:00:03.575738,,,,,,,,488.0,0.004,4m,1.0,2.5,0.7,54.0,52.0,0.009000000000000001,1m,2.0,1.0,1.2000000000000002,260.0,750.0,0.001,3m,1.5,1.5,1.5,690.0,,,,,,,,226.0,0.003,1m,3.0,3.5,1.5,978.0,814.0,0.003,1m,1.0,1.0,0.6,572.0,622,0.009000000000000001,1m,1.0,4.0,1.4,16,718.0,0.01,4m,2.0,2.0,0.7,926.0,,,,,,,,0.45,7,COMPLETE
79,79,3.9838666248610424,2025-06-15 00:41:21.509872,2025-06-15 00:41:24.896100,0 days 00:00:03.386228,,,,,,,,486.0,0.005,1m,1.0,2.5,0.7,56.0,286.0,0.01,2m,2.0,1.5,1.4,118.0,760.0,0.001,2m,1.5,2.5,1.7000000000000002,682.0,,,,,,,,,,,,,,,814.0,0.005,1m,1.0,4.0,1.0,598.0,648,0.009000000000000001,1m,1.0,2.5,1.5,90,108.0,0.01,4m,2.5,1.5,1.0,838.0,,,,,,,,0.45,6,COMPLETE
80,80,1.2614065819331994,2025-06-15 00:41:24.960613,2025-06-15 00:41:28.765375,0 days 00:00:03.804762,,,,,,,,514.0,0.002,4m,1.0,2.5,0.6,922.0,220.0,0.008,1m,1.5,1.0,1.2000000000000002,258.0,570.0,0.001,3m,2.0,2.0,1.6,864.0,,,,,,,,40.0,0.003,1m,3.0,3.0,1.5,980.0,772.0,0.003,1m,1.0,1.0,0.8,768.0,792,0.009000000000000001,2m,3.0,3.5,1.4,50,614.0,0.01,4m,2.0,2.5,0.5,992.0,,,,,,,,0.4,7,COMPLETE
81,81,7.292759569000757,2025-06-15 00:41:28.838744,2025-06-15 00:41:32.410107,0 days 00:00:03.571363,,,,,,,,288.0,0.004,4m,1.0,3.0,0.8,76.0,56.0,0.009000000000000001,1m,2.5,1.0,0.8,208.0,926.0,0.001,3m,1.0,1.0,1.5,726.0,,,,,,,,264.0,0.002,1m,3.0,3.5,1.5,1022.0,964.0,0.004,1m,1.0,1.0,0.6,538.0,610,0.01,1m,1.0,4.0,1.6,22,716.0,0.01,4m,2.0,2.0,0.7,920.0,,,,,,,,0.45,7,COMPLETE
82,82,6.596192045877485,2025-06-15 00:41:32.499633,2025-06-15 00:41:35.107729,0 days 00:00:02.608096,,,,,,,,324.0,0.004,4m,1.0,2.5,0.5,40.0,,,,,,,,866.0,0.002,3m,1.0,1.0,1.6,816.0,,,,,,,,,,,,,,,898.0,0.003,1m,1.0,1.0,0.5,564.0,542,0.008,1m,1.0,4.0,1.4,558,644.0,0.009000000000000001,4m,2.0,2.0,0.8,946.0,,,,,,,,0.5,5,COMPLETE
83,83,4.5133451905985185,2025-06-15 00:41:35.192750,2025-06-15 00:41:39.595038,0 days 00:00:04.402288,,,,,,,,578.0,0.003,4m,1.5,2.0,0.6,154.0,110.0,0.009000000000000001,1m,3.5,1.0,1.1,332.0,732.0,0.001,3m,1.5,1.5,1.1,652.0,,,,,,,,414.0,0.002,1m,3.5,3.5,1.4,926.0,486.0,0.002,4m,1.0,1.0,0.7,508.0,502,0.009000000000000001,1m,1.0,4.0,1.3,180,686.0,0.007,3m,2.0,2.0,0.7,890.0,804.0,0.007,4m,1.5,1.0,1.5,310.0,0.45,8,COMPLETE
84,84,4.665699776966892,2025-06-15 00:41:39.675562,2025-06-15 00:41:44.408553,0 days 00:00:04.732991,,,,,,,,538.0,0.003,4m,1.0,2.0,0.9,116.0,40.0,0.009000000000000001,1m,2.0,1.5,0.9,50.0,628.0,0.002,3m,1.0,1.0,1.5,768.0,174.0,0.009000000000000001,3m,2.5,2.5,0.5,526.0,228.0,0.003,1m,2.5,3.5,1.7000000000000002,886.0,936.0,0.003,1m,4.0,1.5,0.6,208.0,372,0.002,1m,1.5,4.0,1.5,930,830.0,0.01,4m,2.5,2.0,0.6,956.0,992.0,0.001,3m,2.5,4.0,0.9,742.0,0.5,9,COMPLETE
85,85,3.400691548632337,2025-06-15 00:41:44.488637,2025-06-15 00:41:47.814491,0 days 00:00:03.325854,,,,,,,,352.0,0.004,3m,1.5,2.5,0.7,228.0,142.0,0.01,1m,3.5,1.0,1.6,274.0,494.0,0.001,3m,3.5,1.5,1.8,692.0,,,,,,,,,,,,,,,980.0,0.002,3m,1.5,1.0,0.9,350.0,424,0.01,1m,1.0,4.0,1.2000000000000002,372,580.0,0.009000000000000001,3m,2.0,2.5,0.7,434.0,,,,,,,,0.45,6,COMPLETE
86,86,4.328401898492535,2025-06-15 00:41:47.898006,2025-06-15 00:41:52.802517,0 days 00:00:04.904511,,,,,,,,404.0,0.003,4m,3.0,3.0,1.2000000000000002,86.0,98.0,0.008,1m,1.5,1.0,0.5,414.0,792.0,0.003,3m,2.5,1.0,0.6,524.0,846.0,0.001,3m,1.5,1.5,1.6,290.0,158.0,0.001,1m,3.0,4.0,1.6,980.0,616.0,0.002,2m,1.0,1.0,1.1,376.0,462,0.008,1m,1.0,4.0,1.7000000000000002,736,730.0,0.01,3m,1.5,2.0,0.6,924.0,920.0,0.002,2m,3.5,2.0,1.1,646.0,0.5,9,COMPLETE
87,87,5.6987871014962,2025-06-15 00:41:52.886022,2025-06-15 00:41:56.767576,0 days 00:00:03.881554,,,,,,,,476.0,0.002,4m,2.0,2.0,0.6,16.0,326.0,0.009000000000000001,1m,2.5,1.0,1.0,160.0,324.0,0.002,1m,1.5,1.5,1.4,750.0,,,,,,,,102.0,0.002,3m,3.5,3.5,1.0,246.0,870.0,0.001,3m,1.0,1.5,0.5,294.0,682,0.006,3m,1.5,4.0,1.1,418,786.0,0.009000000000000001,3m,2.0,1.5,0.8,558.0,,,,,,,,0.4,7,COMPLETE
88,88,4.398287752656886,2025-06-15 00:41:56.828579,2025-06-15 00:42:01.097876,0 days 00:00:04.269297,,,,,,,,644.0,0.001,1m,1.0,2.0,0.8,174.0,892.0,0.007,1m,3.5,1.0,0.6,368.0,888.0,0.001,3m,1.0,1.0,1.2000000000000002,804.0,,,,,,,,16.0,0.004,3m,4.0,3.0,1.3,944.0,838.0,0.004,3m,1.5,1.0,0.6,446.0,562,0.001,1m,1.0,2.0,1.4,530,994.0,0.008,1m,2.5,2.5,1.2000000000000002,792.0,342.0,0.008,4m,4.0,3.0,1.6,188.0,0.5,8,COMPLETE
89,89,1.9282840952123492,2025-06-15 00:42:01.199595,2025-06-15 00:42:06.541938,0 days 00:00:05.342343,836.0,0.003,2m,1.5,2.0,2.0,672.0,432.0,0.003,4m,2.5,2.5,0.5,130.0,62.0,0.008,2m,1.0,1.5,0.8,212.0,826.0,0.003,3m,1.0,1.0,0.8,718.0,628.0,0.01,4m,3.0,3.0,1.1,756.0,204.0,0.001,2m,3.5,4.0,1.2000000000000002,834.0,714.0,0.003,1m,3.5,3.0,0.7,496.0,614,0.002,4m,1.0,3.5,1.3,234,616.0,0.01,2m,2.0,2.0,0.9,996.0,876.0,0.004,1m,3.5,3.5,1.6,600.0,0.45,10,COMPLETE
90,90,7.47208415871876,2025-06-15 00:42:06.648967,2025-06-15 00:42:11.342712,0 days 00:00:04.693745,,,,,,,,266.0,0.002,4m,1.5,1.5,0.7,344.0,180.0,0.009000000000000001,4m,3.0,1.5,1.2000000000000002,106.0,666.0,0.001,3m,1.5,1.5,0.9,840.0,944.0,0.008,4m,2.0,2.0,1.9000000000000001,462.0,124.0,0.002,3m,4.0,3.0,2.0,912.0,906.0,0.001,3m,1.0,1.0,0.6,580.0,524,0.003,1m,1.5,4.0,1.2000000000000002,652,528.0,0.003,4m,3.0,1.5,0.7,850.0,822.0,0.01,3m,3.0,2.5,1.0,950.0,0.25,9,COMPLETE
91,91,6.940963165752938,2025-06-15 00:42:11.422221,2025-06-15 00:42:16.178624,0 days 00:00:04.756403,,,,,,,,450.0,0.002,4m,2.0,2.0,0.7,48.0,16.0,0.009000000000000001,1m,3.0,3.0,0.7,328.0,724.0,0.002,3m,1.0,1.0,1.0,608.0,1010.0,0.005,2m,1.5,1.5,1.6,940.0,178.0,0.003,3m,4.0,3.5,0.9,794.0,1000.0,0.002,3m,1.0,1.0,0.5,402.0,600,0.002,1m,1.0,4.0,1.2000000000000002,504,664.0,0.009000000000000001,3m,2.0,2.0,0.6,882.0,1016.0,0.01,4m,4.0,2.5,2.0,386.0,0.5,9,COMPLETE
92,92,6.690521777810466,2025-06-15 00:42:16.250257,2025-06-15 00:42:20.666235,0 days 00:00:04.415978,,,,,,,,376.0,0.009000000000000001,4m,2.5,2.0,0.6,98.0,40.0,0.01,1m,2.0,1.0,0.7,354.0,774.0,0.002,3m,1.0,1.0,0.7,648.0,,,,,,,,126.0,0.003,3m,3.5,3.5,0.8,730.0,1024.0,0.002,3m,1.0,1.0,0.6,528.0,580,0.007,1m,1.0,4.0,1.3,616,714.0,0.004,3m,2.0,1.5,0.7,828.0,940.0,0.009000000000000001,4m,4.0,2.5,1.9000000000000001,86.0,0.5,8,COMPLETE
93,93,5.9616902952085695,2025-06-15 00:42:20.727747,2025-06-15 00:42:26.160640,0 days 00:00:05.432893,580.0,0.009000000000000001,3m,1.5,3.5,1.6,352.0,526.0,0.002,4m,1.5,2.0,0.5,68.0,88.0,0.009000000000000001,1m,3.5,1.0,0.6,290.0,746.0,0.004,3m,1.0,1.0,0.9,572.0,962.0,0.004,1m,2.0,1.0,1.4,1006.0,74.0,0.002,3m,4.0,3.5,0.9,862.0,958.0,0.002,3m,1.0,1.0,0.7,428.0,662,0.002,1m,1.0,4.0,1.1,450,222.0,0.009000000000000001,3m,2.0,2.0,0.5,906.0,48.0,0.01,4m,3.5,2.0,2.0,302.0,0.45,10,COMPLETE
94,94,7.297507964314587,2025-06-15 00:42:26.264668,2025-06-15 00:42:31.096557,0 days 00:00:04.831889,,,,,,,,446.0,0.003,4m,4.0,2.0,0.9,116.0,588.0,0.007,3m,2.5,1.0,1.5,458.0,804.0,0.002,3m,1.0,1.0,0.6,678.0,32.0,0.005,2m,1.0,4.0,1.5,880.0,284.0,0.004,3m,4.0,4.0,1.1,684.0,934.0,0.001,3m,1.0,1.0,1.0,324.0,488,0.001,1m,1.0,4.0,1.3,582,640.0,0.002,3m,1.5,2.0,0.6,958.0,990.0,0.005,4m,4.0,4.0,1.8,148.0,0.5,9,COMPLETE
95,95,7.907248992750012,2025-06-15 00:42:31.189077,2025-06-15 00:42:36.076991,0 days 00:00:04.887914,,,,,,,,494.0,0.001,4m,2.0,2.0,0.8,412.0,128.0,0.005,1m,4.0,1.0,0.9,62.0,850.0,0.003,2m,2.0,1.0,0.8,780.0,998.0,0.006,4m,2.5,2.0,1.2000000000000002,950.0,334.0,0.001,3m,3.5,3.5,0.7,832.0,1006.0,0.003,3m,1.0,1.0,0.8,380.0,552,0.002,1m,1.0,4.0,1.1,490,746.0,0.01,3m,2.0,3.0,0.8,858.0,898.0,0.008,4m,3.5,2.0,1.9000000000000001,64.0,0.5,9,COMPLETE
96,96,6.0812177894138335,2025-06-15 00:42:36.152998,2025-06-15 00:42:37.487838,0 days 00:00:01.334840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.0,0.003,3m,1.0,2.5,0.8,362.0,470,0.002,1m,1.0,4.0,1.0,488,,,,,,,,,,,,,,,0.5,2,COMPLETE
97,97,2.9742869378181065,2025-06-15 00:42:37.571363,2025-06-15 00:42:39.692258,0 days 00:00:02.120895,,,,,,,,406.0,0.001,1m,3.0,1.5,0.8,434.0,,,,,,,,914.0,0.003,2m,2.0,1.0,1.0,780.0,,,,,,,,,,,,,,,856.0,0.003,3m,1.5,1.0,0.8,456.0,538,0.003,1m,1.5,3.5,1.1,332,,,,,,,,,,,,,,,0.4,4,COMPLETE
98,98,-0.8580715330554795,2025-06-15 00:42:39.748775,2025-06-15 00:42:43.691998,0 days 00:00:03.943223,,,,,,,,102.0,0.001,2m,2.5,1.0,0.7,462.0,142.0,0.005,1m,4.0,1.0,0.9,72.0,854.0,0.003,2m,2.5,2.0,0.8,730.0,,,,,,,,310.0,0.001,3m,3.0,3.0,0.7,958.0,928.0,0.005,1m,2.5,1.0,0.9,268.0,560,0.004,1m,1.0,4.0,1.5,426,754.0,0.01,3m,1.0,3.0,0.8,1004.0,,,,,,,,0.45,7,COMPLETE
99,99,-0.7175171101700016,2025-06-15 00:42:43.751511,2025-06-15 00:42:48.092427,0 days 00:00:04.340916,,,,,,,,198.0,0.003,4m,2.0,2.0,1.1,408.0,116.0,0.005,1m,4.0,1.0,1.0,34.0,960.0,0.004,2m,2.0,1.0,0.7,746.0,,,,,,,,384.0,0.001,4m,3.5,3.5,0.5,900.0,970.0,0.004,4m,1.0,1.5,0.7,388.0,506,0.005,1m,2.0,1.5,1.4,678,810.0,0.01,3m,2.0,3.0,1.4,970.0,894.0,0.008,4m,3.5,2.0,1.9000000000000001,824.0,0.45,8,COMPLETE
100,100,5.5210858340105515,2025-06-15 00:42:48.170940,2025-06-15 00:42:53.084088,0 days 00:00:04.913148,,,,,,,,486.0,0.001,4m,1.5,2.5,0.6,498.0,74.0,0.006,1m,4.0,3.5,1.7000000000000002,146.0,826.0,0.005,2m,1.5,1.0,0.5,702.0,850.0,0.006,4m,2.5,2.0,1.2000000000000002,376.0,340.0,0.001,1m,3.5,4.0,0.8,832.0,890.0,0.004,3m,1.0,1.0,0.9,304.0,630,0.009000000000000001,2m,1.0,4.0,1.2000000000000002,522,692.0,0.01,3m,2.5,3.0,0.9,868.0,150.0,0.007,4m,3.5,1.5,1.8,40.0,0.3,9,COMPLETE
101,101,7.902274837546727,2025-06-15 00:42:53.179602,2025-06-15 00:42:58.007816,0 days 00:00:04.828214,,,,,,,,350.0,0.002,4m,2.0,2.0,0.8,368.0,34.0,0.008,1m,3.5,1.0,0.8,392.0,890.0,0.001,3m,1.0,1.0,0.8,806.0,1012.0,0.007,4m,2.0,2.0,1.3,1022.0,240.0,0.002,3m,2.5,3.5,0.7,790.0,998.0,0.002,3m,1.0,1.0,0.6,414.0,582,0.002,1m,1.0,4.0,1.1,560,598.0,0.009000000000000001,3m,2.0,3.0,0.8,814.0,926.0,0.009000000000000001,4m,3.5,2.0,1.7000000000000002,62.0,0.5,9,COMPLETE
102,102,5.869480135592929,2025-06-15 00:42:58.099331,2025-06-15 00:43:02.997135,0 days 00:00:04.897804,,,,,,,,340.0,0.002,4m,2.0,2.0,0.9,354.0,48.0,0.004,1m,3.5,1.0,0.8,70.0,862.0,0.001,4m,1.0,1.0,0.9,804.0,1006.0,0.007,4m,2.0,2.0,1.2000000000000002,952.0,242.0,0.002,3m,2.5,3.5,0.6,776.0,1004.0,0.003,3m,1.0,1.0,0.7,328.0,592,0.001,1m,1.0,4.0,1.1,566,602.0,0.01,3m,2.0,3.0,0.8,814.0,928.0,0.009000000000000001,4m,3.5,2.0,1.7000000000000002,94.0,0.5,9,COMPLETE
103,103,7.5476346178117355,2025-06-15 00:43:03.082659,2025-06-15 00:43:08.110120,0 days 00:00:05.027461,,,,,,,,366.0,0.004,4m,2.0,2.0,0.8,40.0,68.0,0.008,1m,3.5,1.0,0.5,384.0,990.0,0.001,3m,1.0,1.0,0.8,828.0,958.0,0.008,4m,2.0,2.0,1.3,1018.0,208.0,0.005,3m,2.0,3.5,0.7,872.0,946.0,0.002,3m,1.0,1.0,0.6,416.0,414,0.002,1m,1.0,4.0,1.1,600,564.0,0.008,3m,2.0,3.5,0.8,252.0,786.0,0.008,4m,3.5,2.0,1.7000000000000002,196.0,0.5,9,COMPLETE
104,104,5.029552155045458,2025-06-15 00:43:08.196650,2025-06-15 00:43:13.407002,0 days 00:00:05.210352,576.0,0.006,4m,3.0,4.0,0.8,934.0,302.0,0.002,4m,2.0,2.0,0.8,390.0,386.0,0.006,2m,4.0,1.0,0.9,1008.0,900.0,0.001,3m,1.0,1.0,0.6,892.0,1020.0,0.007,4m,2.5,2.5,1.0,68.0,294.0,0.001,3m,2.5,3.0,0.7,988.0,1000.0,0.002,3m,1.0,1.0,0.5,348.0,522,0.002,1m,1.0,4.0,1.0,628,742.0,0.009000000000000001,3m,2.0,3.0,0.7,744.0,892.0,0.009000000000000001,4m,3.0,1.5,1.8,28.0,0.5,10,COMPLETE
105,105,5.510510250699592,2025-06-15 00:43:13.486541,2025-06-15 00:43:18.082610,0 days 00:00:04.596069,,,,,,,,502.0,0.001,4m,2.5,2.0,0.6,548.0,36.0,0.008,1m,3.5,1.0,2.0,244.0,946.0,0.001,3m,2.5,1.0,0.7,776.0,,,,,,,,444.0,0.002,3m,2.5,3.5,1.6,786.0,978.0,0.003,3m,1.0,1.0,0.8,472.0,450,0.003,1m,1.0,4.0,1.0,546,678.0,0.001,3m,2.0,3.0,1.0,916.0,950.0,0.009000000000000001,4m,3.5,2.0,1.2000000000000002,472.0,0.2,8,COMPLETE
106,106,3.54178975532618,2025-06-15 00:43:18.167614,2025-06-15 00:43:23.068434,0 days 00:00:04.900820,,,,,,,,574.0,0.003,3m,1.5,2.0,0.7,74.0,94.0,0.009000000000000001,1m,4.0,1.5,1.1,302.0,884.0,0.002,2m,1.5,1.5,0.9,758.0,962.0,0.006,4m,4.0,2.0,1.4,698.0,92.0,0.002,3m,3.0,2.5,1.5,952.0,914.0,0.002,2m,1.0,1.0,0.6,380.0,652,0.002,1m,1.0,4.0,0.8,772,502.0,0.005,4m,2.5,2.5,0.7,684.0,840.0,0.003,3m,3.0,2.0,0.8,720.0,0.5,9,COMPLETE
107,107,10.115807223918509,2025-06-15 00:43:23.160972,2025-06-15 00:43:28.659738,0 days 00:00:05.498766,228.0,0.004,1m,2.0,3.0,1.2000000000000002,896.0,402.0,0.002,1m,2.0,3.5,1.0,300.0,196.0,0.007,1m,3.5,1.0,0.9,416.0,780.0,0.001,3m,1.0,1.0,1.1,302.0,756.0,0.007,1m,2.5,2.0,1.2000000000000002,924.0,562.0,0.006,3m,3.5,1.5,1.0,752.0,958.0,0.006,3m,1.0,1.0,0.7,276.0,488,0.001,1m,1.0,3.5,1.2000000000000002,454,472.0,0.009000000000000001,3m,2.0,3.5,1.1,850.0,918.0,0.008,4m,3.5,3.5,0.6,350.0,0.45,10,COMPLETE
108,108,6.135779123445154,2025-06-15 00:43:28.761774,2025-06-15 00:43:31.627316,0 days 00:00:02.865542,,,,,,,,462.0,0.002,1m,2.0,3.5,1.0,262.0,,,,,,,,776.0,0.001,3m,1.0,1.0,1.1,190.0,,,,,,,,,,,,,,,950.0,0.006,3m,1.5,1.5,0.7,162.0,566,0.001,3m,1.5,3.0,1.2000000000000002,460,460.0,0.01,3m,1.5,4.0,0.9,788.0,,,,,,,,0.45,5,COMPLETE
109,109,4.584450934272516,2025-06-15 00:43:31.725342,2025-06-15 00:43:36.028626,0 days 00:00:04.303284,,,,,,,,416.0,0.001,1m,2.0,3.5,1.0,302.0,186.0,0.007,1m,4.0,1.0,0.8,408.0,810.0,0.001,1m,1.0,1.5,1.2000000000000002,308.0,,,,,,,,554.0,0.006,3m,2.5,1.0,1.0,754.0,1004.0,0.006,3m,1.0,1.0,1.0,280.0,736,0.001,1m,3.0,3.5,1.3,488,486.0,0.009000000000000001,2m,2.5,3.5,1.3,852.0,280.0,0.007,4m,2.5,3.5,0.6,356.0,0.45,8,COMPLETE
110,110,0.6292118010413568,2025-06-15 00:43:36.139137,2025-06-15 00:43:39.372112,0 days 00:00:03.232975,,,,,,,,392.0,0.002,1m,2.5,4.0,0.5,396.0,256.0,0.004,1m,1.5,1.0,1.4,542.0,700.0,0.001,3m,2.0,1.0,1.0,264.0,,,,,,,,,,,,,,,966.0,0.007,1m,1.0,1.0,0.8,210.0,626,0.001,4m,1.0,3.5,1.2000000000000002,400,382.0,0.01,3m,2.0,3.5,0.5,804.0,,,,,,,,0.4,6,COMPLETE
111,111,3.743956788353843,2025-06-15 00:43:39.470642,2025-06-15 00:43:44.800870,0 days 00:00:05.330228,206.0,0.003,1m,2.0,3.0,1.2000000000000002,884.0,334.0,0.003,1m,2.0,2.5,0.9,356.0,230.0,0.006,1m,3.5,1.0,0.9,426.0,846.0,0.002,3m,1.0,1.0,1.1,860.0,736.0,0.007,1m,2.5,2.0,1.2000000000000002,922.0,526.0,0.006,3m,3.5,2.0,0.6,708.0,812.0,0.007,3m,1.0,1.0,0.6,626.0,532,0.002,1m,1.0,4.0,1.1,378,538.0,0.008,3m,2.0,3.0,1.1,938.0,914.0,0.008,4m,3.5,3.0,0.7,406.0,0.5,10,COMPLETE
