,number,value,datetime_start,datetime_complete,duration,params_AAPL_FAST_beta_win,params_AAPL_FAST_stop_loss,params_AAPL_FAST_trade_freq,params_AAPL_FAST_z_entry,params_AAPL_FAST_z_exit,params_AAPL_FAST_z_stop_scaler,params_AAPL_FAST_z_win,params_ADSK_MELI_beta_win,params_ADSK_MELI_stop_loss,params_ADSK_MELI_trade_freq,params_ADSK_MELI_z_entry,params_ADSK_MELI_z_exit,params_ADSK_MELI_z_stop_scaler,params_ADSK_MELI_z_win,params_AEP_TMUS_beta_win,params_AEP_TMUS_stop_loss,params_AEP_TMUS_trade_freq,params_AEP_TMUS_z_entry,params_AEP_TMUS_z_exit,params_AEP_TMUS_z_stop_scaler,params_AEP_TMUS_z_win,params_AMZN_FAST_beta_win,params_AMZN_FAST_stop_loss,params_AMZN_FAST_trade_freq,params_AMZN_FAST_z_entry,params_AMZN_FAST_z_exit,params_AMZN_FAST_z_stop_scaler,params_AMZN_FAST_z_win,params_CSX_FAST_beta_win,params_CSX_FAST_stop_loss,params_CSX_FAST_trade_freq,params_CSX_FAST_z_entry,params_CSX_FAST_z_exit,params_CSX_FAST_z_stop_scaler,params_CSX_FAST_z_win,params_CTAS_FAST_beta_win,params_CTAS_FAST_stop_loss,params_CTAS_FAST_trade_freq,params_CTAS_FAST_z_entry,params_CTAS_FAST_z_exit,params_CTAS_FAST_z_stop_scaler,params_CTAS_FAST_z_win,params_DDOG_ILMN_beta_win,params_DDOG_ILMN_stop_loss,params_DDOG_ILMN_trade_freq,params_DDOG_ILMN_z_entry,params_DDOG_ILMN_z_exit,params_DDOG_ILMN_z_stop_scaler,params_DDOG_ILMN_z_win,params_DXCM_FAST_beta_win,params_DXCM_FAST_stop_loss,params_DXCM_FAST_trade_freq,params_DXCM_FAST_z_entry,params_DXCM_FAST_z_exit,params_DXCM_FAST_z_stop_scaler,params_DXCM_FAST_z_win,params_QCOM_MELI_beta_win,params_QCOM_MELI_stop_loss,params_QCOM_MELI_trade_freq,params_QCOM_MELI_z_entry,params_QCOM_MELI_z_exit,params_QCOM_MELI_z_stop_scaler,params_QCOM_MELI_z_win,params_ZM_MELI_beta_win,params_ZM_MELI_stop_loss,params_ZM_MELI_trade_freq,params_ZM_MELI_z_entry,params_ZM_MELI_z_exit,params_ZM_MELI_z_stop_scaler,params_ZM_MELI_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,-5.197631177078726,2025-06-15 01:25:10.328803,2025-06-15 01:25:11.758254,0 days 00:00:01.429451,1000.0,0.002,1m,2.5,2.0,0.6,468.0,342,0.009000000000000001,3m,3.5,2.0,1.3,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.0,0.003,3m,1.0,3.0,1.3,394.0,,,,,,,,,,,,,,,0.5,3,COMPLETE
1,1,-1.2193361791804656,2025-06-15 01:25:11.828179,2025-06-15 01:25:13.227334,0 days 00:00:01.399155,984.0,0.006,3m,2.5,3.0,1.0,592.0,324,0.009000000000000001,2m,4.0,1.5,1.9000000000000001,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,0.009000000000000001,1m,3.0,3.0,1.9000000000000001,948.0,,,,,,,,,,,,,,,0.3,3,COMPLETE
2,2,-12.0353046215348,2025-06-15 01:25:13.291424,2025-06-15 01:25:17.085952,0 days 00:00:03.794528,572.0,0.008,4m,1.5,3.5,2.0,386.0,270,0.008,4m,1.0,1.5,0.5,50,110.0,0.003,4m,1.0,4.0,1.6,146.0,,,,,,,,920.0,0.003,3m,2.5,1.0,1.3,360.0,76.0,0.001,3m,2.5,2.5,0.6,388.0,34.0,0.005,2m,3.0,3.5,0.8,230.0,978.0,0.007,3m,1.5,4.0,0.7,698.0,652.0,0.001,4m,3.0,1.5,0.5,828.0,670.0,0.006,4m,2.0,2.5,0.8,548.0,0.2,9,COMPLETE
3,3,-2.73088215209852,2025-06-15 01:25:17.151461,2025-06-15 01:25:19.325596,0 days 00:00:02.174135,352.0,0.007,2m,1.0,3.5,1.3,856.0,544,0.009000000000000001,1m,1.5,3.5,1.3,326,434.0,0.006,3m,2.5,3.5,0.7,974.0,,,,,,,,,,,,,,,,,,,,,,960.0,0.01,4m,2.5,1.5,1.3,260.0,844.0,0.01,4m,3.5,4.0,1.9000000000000001,582.0,,,,,,,,,,,,,,,0.05,5,COMPLETE
4,4,-0.11548536688284636,2025-06-15 01:25:19.392878,2025-06-15 01:25:21.576377,0 days 00:00:02.183499,754.0,0.009000000000000001,1m,2.5,3.0,1.1,992.0,974,0.009000000000000001,4m,1.5,2.0,1.9000000000000001,702,886.0,0.003,3m,3.5,2.5,1.1,452.0,,,,,,,,,,,,,,,,,,,,,,956.0,0.01,1m,1.5,1.5,1.9000000000000001,592.0,56.0,0.007,4m,3.5,3.0,1.7000000000000002,226.0,,,,,,,,,,,,,,,0.2,5,COMPLETE
5,5,-3.102324736698825,2025-06-15 01:25:21.648406,2025-06-15 01:25:25.090532,0 days 00:00:03.442126,804.0,0.008,1m,2.5,3.5,0.6,550.0,430,0.001,4m,2.5,4.0,0.8,278,32.0,0.006,1m,3.0,3.5,1.5,220.0,,,,,,,,974.0,0.008,4m,3.0,4.0,1.8,922.0,,,,,,,,604.0,0.006,1m,4.0,2.0,1.9000000000000001,106.0,218.0,0.004,2m,1.5,3.0,1.6,72.0,370.0,0.007,1m,2.0,1.0,1.4,490.0,304.0,0.007,4m,1.5,1.0,1.8,648.0,0.15000000000000002,8,COMPLETE
6,6,2.3067934874799048,2025-06-15 01:25:25.161332,2025-06-15 01:25:27.025311,0 days 00:00:01.863979,56.0,0.009000000000000001,3m,2.5,1.5,1.1,276.0,264,0.008,1m,4.0,1.0,0.6,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,0.009000000000000001,2m,2.0,3.5,1.6,890.0,588.0,0.007,2m,2.5,2.5,0.8,598.0,,,,,,,,,,,,,,,0.45,4,COMPLETE
7,7,-2.628793780018236,2025-06-15 01:25:27.098192,2025-06-15 01:25:28.190434,0 days 00:00:01.092242,948.0,0.008,2m,4.0,3.0,1.6,760.0,952,0.004,3m,2.0,2.5,0.8,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.0,0.01,3m,3.5,2.5,1.5,514.0,,,,,,,,,,,,,,,0.1,3,COMPLETE
8,8,-2.8223619240396984,2025-06-15 01:25:28.235909,2025-06-15 01:25:31.448411,0 days 00:00:03.212502,150.0,0.002,2m,4.0,3.0,1.4,444.0,186,0.009000000000000001,3m,3.0,3.0,1.2000000000000002,68,574.0,0.009000000000000001,4m,2.0,1.5,1.2000000000000002,294.0,,,,,,,,338.0,0.005,2m,1.5,3.0,1.4,492.0,,,,,,,,142.0,0.007,1m,3.0,3.0,1.7000000000000002,862.0,172.0,0.001,2m,2.5,4.0,1.8,892.0,,,,,,,,370.0,0.006,3m,2.0,3.0,1.2000000000000002,674.0,0.05,7,COMPLETE
9,9,-7.846214600206302,2025-06-15 01:25:31.539018,2025-06-15 01:25:35.829432,0 days 00:00:04.290414,1010.0,0.007,3m,4.0,1.5,0.8,766.0,90,0.004,2m,4.0,1.5,0.9,844,64.0,0.007,2m,3.0,1.0,1.9000000000000001,316.0,432.0,0.007,4m,4.0,1.5,0.9,224.0,410.0,0.006,4m,1.0,3.5,1.7000000000000002,748.0,678.0,0.01,4m,4.0,4.0,2.0,420.0,1012.0,0.004,4m,4.0,1.5,0.5,248.0,698.0,0.01,4m,2.5,3.5,0.8,766.0,552.0,0.003,1m,2.0,3.5,0.7,384.0,612.0,0.004,2m,1.0,1.5,1.6,82.0,0.45,10,COMPLETE
10,10,-5.741176139895679,2025-06-15 01:25:35.895812,2025-06-15 01:25:36.421213,0 days 00:00:00.525401,,,,,,,,640,0.006,1m,3.0,1.0,0.5,1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
11,11,-3.22436778949548,2025-06-15 01:25:36.485142,2025-06-15 01:25:38.745025,0 days 00:00:02.259883,30.0,0.01,3m,3.0,1.0,1.0,92.0,1018,0.007,4m,1.0,1.0,2.0,702,996.0,0.001,3m,4.0,2.5,0.8,728.0,,,,,,,,,,,,,,,,,,,,,,450.0,0.01,2m,1.0,4.0,1.5,800.0,480.0,0.007,2m,4.0,1.5,1.0,248.0,,,,,,,,,,,,,,,0.4,5,COMPLETE
12,12,-6.062910695485418,2025-06-15 01:25:38.818557,2025-06-15 01:25:41.853057,0 days 00:00:03.034500,592.0,0.01,1m,2.0,2.0,1.1,186.0,780,0.01,1m,2.0,2.5,1.6,828,986.0,0.003,3m,4.0,2.5,1.1,594.0,,,,,,,,16.0,0.01,1m,4.0,1.5,0.5,78.0,,,,,,,,366.0,0.008,3m,1.5,2.5,2.0,534.0,416.0,0.007,4m,2.0,2.0,0.5,244.0,,,,,,,,,,,,,,,0.25,6,COMPLETE
13,13,-4.073992077038426,2025-06-15 01:25:41.914615,2025-06-15 01:25:43.890491,0 days 00:00:01.975876,728.0,0.004,4m,3.0,2.0,1.5,996.0,766,0.007,4m,2.0,2.0,1.7000000000000002,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.0,0.001,1m,2.0,1.0,1.6,1014.0,16.0,0.005,1m,3.0,1.0,1.2000000000000002,34.0,,,,,,,,,,,,,,,0.25,4,COMPLETE
14,14,5.270204676721277,2025-06-15 01:25:43.944400,2025-06-15 01:25:44.465708,0 days 00:00:00.521308,,,,,,,,112,0.005,1m,3.0,2.0,1.6,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
15,15,1.6041959426162242,2025-06-15 01:25:44.515110,2025-06-15 01:25:45.057231,0 days 00:00:00.542121,,,,,,,,30,0.004,1m,3.5,1.0,1.6,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
16,16,4.501450079248363,2025-06-15 01:25:45.100623,2025-06-15 01:25:46.066564,0 days 00:00:00.965941,,,,,,,,164,0.002,1m,3.5,3.0,1.0,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.0,0.002,2m,2.0,2.0,0.5,466.0,,,,,,,,,,,,,,,0.5,2,COMPLETE
17,17,3.8918818137618083,2025-06-15 01:25:46.119594,2025-06-15 01:25:46.768853,0 days 00:00:00.649259,,,,,,,,148,0.001,1m,3.0,3.0,1.1,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
18,18,-0.43346703931817865,2025-06-15 01:25:46.833984,2025-06-15 01:25:47.846135,0 days 00:00:01.012151,,,,,,,,466,0.002,1m,3.5,3.0,1.4,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.0,0.001,2m,1.0,1.0,0.5,398.0,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
19,19,1.8952522884886844,2025-06-15 01:25:47.886589,2025-06-15 01:25:48.995979,0 days 00:00:01.109390,,,,,,,,24,0.003,1m,2.5,4.0,1.0,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.0,0.003,1m,1.5,2.0,1.1,1024.0,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
20,20,3.4873661130326017,2025-06-15 01:25:49.044663,2025-06-15 01:25:50.067288,0 days 00:00:01.022625,,,,,,,,162,0.005,2m,3.0,3.5,1.5,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.0,0.002,2m,2.0,1.5,0.9,392.0,,,,,,,,,,,,,,,0.45,2,COMPLETE
21,21,3.9911734003032358,2025-06-15 01:25:50.138961,2025-06-15 01:25:50.725524,0 days 00:00:00.586563,,,,,,,,146,0.001,1m,3.0,3.0,1.1,918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
22,22,1.9625740405052088,2025-06-15 01:25:50.769902,2025-06-15 01:25:51.390497,0 days 00:00:00.620595,,,,,,,,210,0.002,1m,3.5,3.5,1.1,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
23,23,2.2575916485879057,2025-06-15 01:25:51.461428,2025-06-15 01:25:52.489395,0 days 00:00:01.027967,,,,,,,,112,0.002,1m,3.0,2.5,0.7,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.0,0.005,2m,2.0,2.0,1.4,774.0,,,,,,,,,,,,,,,0.4,2,COMPLETE
24,24,-4.049168823486649,2025-06-15 01:25:52.536975,2025-06-15 01:25:53.042261,0 days 00:00:00.505286,,,,,,,,384,0.003,1m,2.5,3.0,1.0,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
25,25,-1.9820756174576757,2025-06-15 01:25:53.089215,2025-06-15 01:25:54.574037,0 days 00:00:01.484822,350.0,0.004,4m,1.0,4.0,2.0,660.0,244,0.001,1m,3.5,2.0,1.2000000000000002,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.0,0.003,3m,3.0,1.5,0.6,150.0,,,,,,,,,,,,,,,0.5,3,COMPLETE
26,26,-1.6361102218537924,2025-06-15 01:25:54.626514,2025-06-15 01:25:55.652195,0 days 00:00:01.025681,,,,,,,,82,0.003,1m,2.5,2.5,1.4,942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.0,0.002,1m,4.0,3.5,1.0,454.0,,,,,,,,,,,,,,,0.3,2,COMPLETE
27,27,-4.199518086766015,2025-06-15 01:25:55.714588,2025-06-15 01:25:57.736435,0 days 00:00:02.021847,382.0,0.001,4m,3.5,1.0,1.7000000000000002,80.0,560,0.005,1m,3.0,3.5,1.0,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.0,0.001,3m,3.5,2.5,1.0,26.0,616.0,0.004,2m,1.0,2.0,0.7,664.0,,,,,,,,,,,,,,,0.4,4,COMPLETE
28,28,2.4358845480810727,2025-06-15 01:25:57.789423,2025-06-15 01:25:58.386305,0 days 00:00:00.596882,,,,,,,,318,0.002,2m,3.5,3.0,1.7000000000000002,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
29,29,-0.14764860440449243,2025-06-15 01:25:58.432779,2025-06-15 01:25:59.881711,0 days 00:00:01.448932,218.0,0.004,2m,1.5,4.0,1.8,272.0,394,0.006,3m,4.0,2.5,1.3,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.0,0.006,2m,2.0,1.0,2.0,308.0,,,,,,,,,,,,,,,0.5,3,COMPLETE
30,30,1.0909714988800099,2025-06-15 01:25:59.930701,2025-06-15 01:26:00.991433,0 days 00:00:01.060732,,,,,,,,68,0.001,3m,3.5,2.0,1.4,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.0,0.002,3m,1.5,3.5,1.2000000000000002,846.0,,,,,,,,,,,,,,,0.5,2,COMPLETE
31,31,4.000858709722727,2025-06-15 01:26:01.044861,2025-06-15 01:26:01.677206,0 days 00:00:00.632345,,,,,,,,144,0.001,1m,3.0,3.0,1.1,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
32,32,2.3687649481008686,2025-06-15 01:26:01.743132,2025-06-15 01:26:02.305456,0 days 00:00:00.562324,,,,,,,,174,0.002,1m,3.0,3.0,1.1,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
33,33,2.6830696855932423,2025-06-15 01:26:02.371325,2025-06-15 01:26:03.873960,0 days 00:00:01.502635,472.0,0.005,4m,3.5,2.5,0.5,32.0,306,0.001,1m,3.5,3.5,0.9,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0,0.001,1m,3.0,2.5,1.5,536.0,,,,,,,,,,,,,,,0.45,3,COMPLETE
34,34,1.4061782352372458,2025-06-15 01:26:03.949003,2025-06-15 01:26:05.042573,0 days 00:00:01.093570,,,,,,,,228,0.003,1m,3.0,2.5,1.2000000000000002,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926.0,0.004,4m,2.0,1.5,1.0,128.0,,,,,,,,,,,,,,,0.3,2,COMPLETE
35,35,4.1868985726088335,2025-06-15 01:26:05.091088,2025-06-15 01:26:05.733814,0 days 00:00:00.642726,,,,,,,,124,0.001,1m,2.5,1.5,0.9,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
36,36,-3.064998104352055,2025-06-15 01:26:05.814063,2025-06-15 01:26:06.935064,0 days 00:00:01.121001,,,,,,,,348,0.002,2m,2.5,1.5,0.8,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,0.008,2m,2.5,2.5,0.6,338.0,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
37,37,-2.507311397819896,2025-06-15 01:26:07.018474,2025-06-15 01:26:08.743842,0 days 00:00:01.725368,222.0,0.001,2m,1.5,2.5,0.8,884.0,20,0.003,1m,2.5,1.5,0.7,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.0,0.003,3m,1.0,4.0,0.5,682.0,756.0,0.006,3m,1.5,2.0,1.3,476.0,,,,,,,,,,,,,,,0.4,4,COMPLETE
38,38,-3.3823931485077394,2025-06-15 01:26:08.802578,2025-06-15 01:26:10.160398,0 days 00:00:01.357820,852.0,0.003,3m,2.0,1.5,1.9000000000000001,362.0,124,0.004,4m,2.0,1.5,0.9,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.0,0.003,4m,1.0,3.5,1.4,664.0,,,,,,,,,,,,,,,0.3,3,COMPLETE
39,39,5.333685424278355,2025-06-15 01:26:10.232213,2025-06-15 01:26:14.183969,0 days 00:00:03.951756,450.0,0.006,1m,3.5,1.0,0.8,658.0,272,0.001,1m,1.5,2.0,0.6,704,648.0,0.01,2m,1.0,1.5,2.0,906.0,,,,,,,,684.0,0.001,1m,4.0,2.0,0.5,20.0,,,,,,,,496.0,0.003,4m,3.0,1.0,1.0,466.0,152.0,0.002,1m,1.0,2.5,1.1,814.0,82.0,0.01,3m,4.0,4.0,2.0,40.0,970.0,0.001,1m,4.0,4.0,0.5,996.0,0.35000000000000003,8,COMPLETE
40,40,0.6292949873690602,2025-06-15 01:26:14.239938,2025-06-15 01:26:18.078665,0 days 00:00:03.838727,500.0,0.006,1m,3.5,1.0,0.8,650.0,288,0.005,3m,1.5,1.5,0.6,682,676.0,0.01,2m,1.0,1.5,1.9000000000000001,990.0,,,,,,,,662.0,0.001,1m,4.0,2.0,0.5,26.0,,,,,,,,500.0,0.003,4m,3.0,1.0,1.0,386.0,72.0,0.002,1m,1.0,2.5,0.9,778.0,114.0,0.01,3m,4.0,4.0,1.9000000000000001,32.0,976.0,0.001,1m,4.0,4.0,0.5,1016.0,0.2,8,COMPLETE
41,41,-0.7014114105075183,2025-06-15 01:26:18.145545,2025-06-15 01:26:22.501757,0 days 00:00:04.356212,676.0,0.005,1m,3.0,1.5,1.3,742.0,200,0.001,1m,1.0,2.0,0.7,816,320.0,0.008,2m,1.5,1.5,2.0,750.0,1006.0,0.001,1m,1.0,4.0,2.0,1018.0,702.0,0.001,1m,3.0,2.5,0.9,276.0,976.0,0.005,2m,1.0,1.0,1.5,994.0,334.0,0.002,4m,3.5,2.0,0.8,408.0,520.0,0.004,1m,1.0,3.0,0.7,942.0,1004.0,0.01,2m,4.0,2.5,2.0,40.0,970.0,0.01,1m,4.0,4.0,1.0,1008.0,0.35000000000000003,10,COMPLETE
42,42,-3.878129862013539,2025-06-15 01:26:22.604255,2025-06-15 01:26:26.861926,0 days 00:00:04.257671,418.0,0.003,1m,3.5,2.0,0.7,890.0,256,0.001,1m,4.0,2.0,0.5,872,794.0,0.01,1m,2.0,1.0,1.6,832.0,,,,,,,,654.0,0.004,2m,2.5,2.0,0.9,640.0,108.0,0.01,1m,4.0,4.0,0.5,58.0,594.0,0.005,4m,2.5,2.0,1.3,682.0,136.0,0.001,1m,1.5,1.5,1.1,1006.0,48.0,0.006,3m,1.0,3.0,1.4,976.0,24.0,0.001,1m,3.0,3.0,0.5,122.0,0.4,9,COMPLETE
43,43,-1.2702195803454541,2025-06-15 01:26:26.928265,2025-06-15 01:26:30.140650,0 days 00:00:03.212385,638.0,0.006,1m,2.0,1.0,0.5,658.0,68,0.002,1m,1.5,2.0,0.6,734,382.0,0.008,2m,1.5,2.0,0.5,524.0,,,,,,,,156.0,0.003,3m,3.5,1.0,0.9,240.0,,,,,,,,786.0,0.003,4m,3.5,1.0,1.1,426.0,276.0,0.005,1m,2.0,2.5,0.8,838.0,,,,,,,,788.0,0.003,2m,3.0,2.0,1.5,328.0,0.45,7,COMPLETE
44,44,2.600215047418705,2025-06-15 01:26:30.212286,2025-06-15 01:26:33.005241,0 days 00:00:02.792955,276.0,0.007,1m,3.0,2.5,0.9,514.0,116,0.001,1m,2.0,2.5,0.9,820,244.0,0.005,2m,1.5,3.0,1.4,30.0,,,,,,,,810.0,0.007,1m,2.0,2.5,2.0,482.0,,,,,,,,220.0,0.006,4m,2.5,2.5,0.7,652.0,442.0,0.002,1m,1.5,3.0,1.7000000000000002,608.0,,,,,,,,,,,,,,,0.35000000000000003,6,COMPLETE
45,45,-5.614361578981831,2025-06-15 01:26:33.069810,2025-06-15 01:26:36.591474,0 days 00:00:03.521664,98.0,0.005,1m,4.0,1.5,1.2000000000000002,266.0,202,0.002,1m,1.5,2.0,0.8,976,592.0,0.005,1m,2.5,2.0,1.8,886.0,,,,,,,,482.0,0.002,1m,3.5,3.0,0.7,1000.0,,,,,,,,420.0,0.004,2m,2.0,3.0,1.4,476.0,636.0,0.003,3m,1.0,2.0,0.6,404.0,,,,,,,,822.0,0.009000000000000001,3m,3.5,3.5,2.0,830.0,0.25,7,COMPLETE
46,46,-0.8325490109608514,2025-06-15 01:26:36.665096,2025-06-15 01:26:40.755354,0 days 00:00:04.090258,436.0,0.009000000000000001,4m,3.5,1.0,1.5,824.0,64,0.001,4m,2.5,1.5,1.8,650,764.0,0.001,4m,1.0,2.0,0.9,638.0,,,,,,,,262.0,0.01,3m,3.5,2.0,1.1,170.0,470.0,0.001,1m,1.0,1.0,1.2000000000000002,1016.0,52.0,0.007,3m,4.0,1.5,1.1,322.0,112.0,0.008,1m,3.0,3.0,1.4,702.0,304.0,0.008,3m,3.0,2.5,1.0,278.0,448.0,0.003,1m,3.0,3.5,0.8,336.0,0.3,9,COMPLETE
47,47,-3.8020841366160423,2025-06-15 01:26:40.829738,2025-06-15 01:26:41.373811,0 days 00:00:00.544073,,,,,,,,268,0.007,1m,1.0,1.0,1.0,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
48,48,4.262350558318347,2025-06-15 01:26:41.436391,2025-06-15 01:26:45.314488,0 days 00:00:03.878097,882.0,0.002,1m,3.0,2.5,0.6,462.0,490,0.008,2m,4.0,2.5,0.8,880,488.0,0.008,2m,2.0,1.0,1.7000000000000002,418.0,,,,,,,,590.0,0.008,2m,2.0,1.5,1.5,758.0,,,,,,,,866.0,0.002,4m,3.5,1.0,0.7,752.0,348.0,0.004,2m,2.5,4.0,1.6,570.0,818.0,0.003,2m,3.5,4.0,1.7000000000000002,668.0,192.0,0.004,1m,4.0,2.5,1.2000000000000002,816.0,0.45,8,COMPLETE
49,49,2.4808411201948664,2025-06-15 01:26:45.402351,2025-06-15 01:26:49.125194,0 days 00:00:03.722843,924.0,0.002,1m,3.0,2.5,0.6,450.0,594,0.01,2m,4.0,2.5,0.8,808,468.0,0.009000000000000001,2m,2.0,1.0,1.7000000000000002,462.0,,,,,,,,510.0,0.008,2m,2.0,1.5,1.6,794.0,,,,,,,,868.0,0.002,4m,3.5,1.0,0.7,778.0,218.0,0.004,2m,2.5,4.0,1.7000000000000002,550.0,850.0,0.004,2m,3.5,4.0,1.8,662.0,140.0,0.004,1m,4.0,2.5,1.3,838.0,0.4,8,COMPLETE
50,50,0.8131983818972857,2025-06-15 01:26:49.185779,2025-06-15 01:26:53.512978,0 days 00:00:04.327199,852.0,0.003,1m,3.0,2.0,0.7,584.0,506,0.008,2m,4.0,2.0,0.7,872,240.0,0.008,2m,1.5,1.5,2.0,386.0,,,,,,,,794.0,0.008,2m,1.5,1.5,1.5,656.0,982.0,0.006,2m,2.5,2.5,1.1,22.0,642.0,0.002,4m,3.0,1.0,0.9,558.0,346.0,0.003,2m,3.5,3.5,2.0,630.0,728.0,0.003,2m,4.0,3.5,1.6,682.0,232.0,0.002,1m,3.5,2.0,0.8,826.0,0.45,9,COMPLETE
51,51,-1.592795160481579,2025-06-15 01:26:53.576467,2025-06-15 01:26:57.174718,0 days 00:00:03.598251,588.0,0.004,1m,3.5,2.0,0.9,362.0,712,0.008,2m,4.0,3.0,0.6,886,670.0,0.01,2m,2.0,1.0,1.4,660.0,,,,,,,,626.0,0.006,2m,2.0,1.5,1.1,810.0,,,,,,,,552.0,0.004,4m,3.5,1.5,0.6,1002.0,268.0,0.002,2m,2.5,4.0,1.8,484.0,342.0,0.005,4m,3.0,4.0,1.7000000000000002,216.0,518.0,0.004,1m,3.5,3.0,1.1,894.0,0.45,8,COMPLETE
52,52,5.128661447929671,2025-06-15 01:26:57.263103,2025-06-15 01:27:00.291172,0 days 00:00:03.028069,532.0,0.001,1m,2.0,3.5,0.5,484.0,874,0.006,2m,3.5,2.5,0.9,960,502.0,0.007,2m,3.0,2.0,1.8,856.0,,,,,,,,558.0,0.009000000000000001,4m,3.0,2.0,1.2000000000000002,606.0,,,,,,,,702.0,0.001,4m,2.5,2.0,1.2000000000000002,746.0,186.0,0.001,2m,3.5,3.0,1.6,736.0,,,,,,,,,,,,,,,0.45,6,COMPLETE
53,53,4.548566468055062,2025-06-15 01:27:00.361387,2025-06-15 01:27:03.369424,0 days 00:00:03.008037,538.0,0.001,1m,2.0,3.5,0.5,488.0,908,0.006,2m,3.5,2.5,0.9,956,568.0,0.007,2m,3.0,2.0,1.8,870.0,,,,,,,,560.0,0.009000000000000001,4m,3.0,2.0,1.2000000000000002,610.0,,,,,,,,710.0,0.001,4m,2.5,2.0,1.2000000000000002,720.0,182.0,0.001,2m,3.5,3.0,1.6,834.0,,,,,,,,,,,,,,,0.35000000000000003,6,COMPLETE
54,54,3.502794051638514,2025-06-15 01:27:03.437730,2025-06-15 01:27:06.236556,0 days 00:00:02.798826,518.0,0.001,1m,2.0,3.5,0.6,504.0,892,0.006,2m,3.5,2.5,0.8,1002,542.0,0.007,2m,3.0,2.0,1.8,864.0,,,,,,,,570.0,0.009000000000000001,4m,3.0,2.0,1.2000000000000002,638.0,,,,,,,,686.0,0.001,4m,2.5,2.0,1.2000000000000002,766.0,164.0,0.001,2m,3.5,3.0,1.6,730.0,,,,,,,,,,,,,,,0.35000000000000003,6,COMPLETE
