,number,value,datetime_start,datetime_complete,duration,params_ADSK_BIIB_beta_win,params_ADSK_BIIB_stop_loss,params_ADSK_BIIB_trade_freq,params_ADSK_BIIB_z_entry,params_ADSK_BIIB_z_exit,params_ADSK_BIIB_z_stop_scaler,params_ADSK_BIIB_z_win,params_ADSK_ZM_beta_win,params_ADSK_ZM_stop_loss,params_ADSK_ZM_trade_freq,params_ADSK_ZM_z_entry,params_ADSK_ZM_z_exit,params_ADSK_ZM_z_stop_scaler,params_ADSK_ZM_z_win,params_ASML_CPRT_beta_win,params_ASML_CPRT_stop_loss,params_ASML_CPRT_trade_freq,params_ASML_CPRT_z_entry,params_ASML_CPRT_z_exit,params_ASML_CPRT_z_stop_scaler,params_ASML_CPRT_z_win,params_ASML_EBAY_beta_win,params_ASML_EBAY_stop_loss,params_ASML_EBAY_trade_freq,params_ASML_EBAY_z_entry,params_ASML_EBAY_z_exit,params_ASML_EBAY_z_stop_scaler,params_ASML_EBAY_z_win,params_BIIB_ZM_beta_win,params_BIIB_ZM_stop_loss,params_BIIB_ZM_trade_freq,params_BIIB_ZM_z_entry,params_BIIB_ZM_z_exit,params_BIIB_ZM_z_stop_scaler,params_BIIB_ZM_z_win,params_DLTR_EA_beta_win,params_DLTR_EA_stop_loss,params_DLTR_EA_trade_freq,params_DLTR_EA_z_entry,params_DLTR_EA_z_exit,params_DLTR_EA_z_stop_scaler,params_DLTR_EA_z_win,params_FAST_TXN_beta_win,params_FAST_TXN_stop_loss,params_FAST_TXN_trade_freq,params_FAST_TXN_z_entry,params_FAST_TXN_z_exit,params_FAST_TXN_z_stop_scaler,params_FAST_TXN_z_win,params_KLAC_PYPL_beta_win,params_KLAC_PYPL_stop_loss,params_KLAC_PYPL_trade_freq,params_KLAC_PYPL_z_entry,params_KLAC_PYPL_z_exit,params_KLAC_PYPL_z_stop_scaler,params_KLAC_PYPL_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_MRNA_TXN_beta_win,params_MRNA_TXN_stop_loss,params_MRNA_TXN_trade_freq,params_MRNA_TXN_z_entry,params_MRNA_TXN_z_exit,params_MRNA_TXN_z_stop_scaler,params_MRNA_TXN_z_win,params_buffer_capital,params_pairs_to_trade,state
71,71,5.757497224254003,2025-06-15 00:55:34.524997,2025-06-15 00:55:39.143699,0 days 00:00:04.618702,978.0,0.005,4m,1.0,2.0,1.1,400.0,930.0,0.003,4m,3.5,2.0,0.5,398.0,308,0.003,4m,4.0,2.5,1.9000000000000001,216,438.0,0.002,3m,1.5,1.0,1.5,250.0,812.0,0.01,4m,4.0,3.0,1.9000000000000001,746.0,248.0,0.007,3m,1.5,3.5,0.6,664.0,186.0,0.003,3m,2.0,3.0,0.7,948.0,,,,,,,,892.0,0.009000000000000001,1m,3.0,2.5,0.7,270.0,776.0,0.005,3m,1.5,2.5,0.7,894.0,0.25,9,COMPLETE
72,72,5.136468080471176,2025-06-15 00:55:39.238724,2025-06-15 00:55:43.711856,0 days 00:00:04.473132,774.0,0.004,4m,1.0,2.0,1.1,642.0,744.0,0.003,4m,3.5,2.0,0.7,376.0,266,0.002,4m,4.0,3.0,2.0,192,520.0,0.003,3m,1.5,1.0,1.6,202.0,600.0,0.01,4m,4.0,3.0,1.8,876.0,132.0,0.007,3m,1.5,4.0,1.2000000000000002,366.0,486.0,0.002,4m,1.5,2.5,1.3,870.0,,,,,,,,914.0,0.002,1m,3.0,3.0,0.6,418.0,564.0,0.008,2m,1.5,3.5,0.5,794.0,0.25,9,COMPLETE
73,73,7.262287365247515,2025-06-15 00:55:43.791370,2025-06-15 00:55:48.799052,0 days 00:00:05.007682,860.0,0.002,4m,1.0,2.0,1.2000000000000002,464.0,672.0,0.004,4m,3.0,1.5,0.6,426.0,338,0.004,4m,4.0,2.0,1.1,162,234.0,0.001,3m,2.0,1.0,1.5,152.0,698.0,0.01,4m,2.5,2.5,2.0,926.0,310.0,0.008,2m,1.0,3.5,1.0,586.0,580.0,0.001,4m,1.0,3.5,0.9,314.0,284.0,0.003,2m,2.0,1.0,1.7000000000000002,372.0,992.0,0.01,1m,2.5,2.5,0.8,58.0,440.0,0.009000000000000001,1m,3.0,3.0,1.5,838.0,0.2,10,COMPLETE
74,74,7.477994383504689,2025-06-15 00:55:48.880059,2025-06-15 00:55:52.952729,0 days 00:00:04.072670,710.0,0.006,4m,1.5,2.5,1.0,306.0,434.0,0.004,4m,4.0,2.0,0.8,516.0,300,0.003,4m,4.0,2.0,1.9000000000000001,110,366.0,0.002,3m,1.5,1.0,1.4,316.0,742.0,0.009000000000000001,4m,4.0,3.0,2.0,808.0,190.0,0.009000000000000001,4m,2.0,3.0,0.8,466.0,,,,,,,,,,,,,,,834.0,0.008,1m,2.5,2.0,0.7,498.0,270.0,0.007,2m,2.0,3.0,1.8,936.0,0.25,8,COMPLETE
75,75,1.1867342676180175,2025-06-15 00:55:53.034246,2025-06-15 00:55:57.623285,0 days 00:00:04.589039,804.0,0.005,4m,1.0,1.5,1.1,522.0,866.0,0.002,2m,3.5,2.5,0.7,334.0,208,0.002,4m,4.0,3.0,1.7000000000000002,48,52.0,0.005,4m,1.0,1.0,1.5,260.0,542.0,0.008,3m,3.5,2.5,1.8,40.0,72.0,0.006,4m,1.5,4.0,1.1,754.0,370.0,0.004,3m,1.5,3.0,1.5,970.0,,,,,,,,850.0,0.009000000000000001,1m,3.0,2.5,1.0,660.0,506.0,0.01,2m,1.0,3.5,1.7000000000000002,732.0,0.3,9,COMPLETE
76,76,4.572594481051813,2025-06-15 00:55:57.728308,2025-06-15 00:56:02.590303,0 days 00:00:04.861995,586.0,0.01,4m,1.5,3.0,0.9,780.0,714.0,0.003,4m,3.0,2.0,0.5,482.0,396,0.005,4m,3.5,2.5,1.2000000000000002,298,478.0,0.002,3m,2.0,1.5,1.6,214.0,776.0,0.009000000000000001,2m,4.0,3.0,1.9000000000000001,906.0,736.0,0.002,4m,1.0,3.5,0.8,532.0,642.0,0.003,4m,2.5,2.5,1.1,702.0,16.0,0.01,4m,3.5,2.5,1.3,834.0,948.0,0.009000000000000001,3m,2.5,3.0,0.9,180.0,376.0,0.002,2m,1.5,4.0,1.6,986.0,0.25,10,COMPLETE
77,77,3.989596756427704,2025-06-15 00:56:02.663304,2025-06-15 00:56:06.701367,0 days 00:00:04.038063,752.0,0.003,1m,4.0,2.0,1.0,1022.0,802.0,0.005,3m,3.5,1.5,1.1,200.0,448,0.001,2m,4.0,3.0,2.0,338,176.0,0.003,3m,1.0,3.0,1.3,288.0,888.0,0.01,4m,3.5,2.5,1.8,938.0,222.0,0.005,4m,2.0,3.0,1.3,400.0,,,,,,,,,,,,,,,680.0,0.01,1m,3.0,2.5,0.5,606.0,536.0,0.009000000000000001,4m,1.5,3.5,2.0,462.0,0.3,8,COMPLETE
78,78,9.058989026309533,2025-06-15 00:56:06.794887,2025-06-15 00:56:11.161984,0 days 00:00:04.367097,672.0,0.006,4m,2.0,4.0,1.1,600.0,914.0,0.004,4m,4.0,1.0,0.6,554.0,256,0.003,4m,4.0,3.0,0.9,240,114.0,0.001,3m,1.5,1.0,1.8,184.0,388.0,0.01,4m,4.0,3.5,1.3,864.0,324.0,0.004,3m,1.5,2.5,0.6,686.0,302.0,0.002,4m,1.0,2.5,0.8,800.0,,,,,,,,918.0,0.007,4m,3.5,1.5,0.7,236.0,430.0,0.008,2m,1.0,4.0,1.9000000000000001,916.0,0.2,9,COMPLETE
79,79,9.911259881859209,2025-06-15 00:56:11.250012,2025-06-15 00:56:16.224618,0 days 00:00:04.974606,670.0,0.006,4m,2.0,3.0,0.7,596.0,1000.0,0.004,4m,4.0,1.0,0.9,164.0,92,0.002,3m,3.5,3.5,0.8,238,112.0,0.001,2m,1.0,1.5,1.9000000000000001,78.0,362.0,0.007,4m,3.5,4.0,1.2000000000000002,1022.0,390.0,0.004,3m,1.5,2.0,0.6,658.0,226.0,0.003,4m,1.0,2.0,0.6,904.0,572.0,0.002,4m,3.5,3.5,0.5,628.0,794.0,0.007,4m,4.0,1.5,0.6,250.0,446.0,0.009000000000000001,2m,1.0,4.0,1.9000000000000001,878.0,0.15000000000000002,10,COMPLETE
80,80,10.040262284918859,2025-06-15 00:56:16.309140,2025-06-15 00:56:21.251066,0 days 00:00:04.941926,540.0,0.008,3m,2.0,4.0,0.8,604.0,1024.0,0.005,4m,4.0,1.0,1.2000000000000002,704.0,84,0.001,3m,4.0,4.0,0.8,240,108.0,0.001,2m,1.5,1.5,1.9000000000000001,92.0,366.0,0.007,4m,4.0,4.0,1.1,992.0,396.0,0.004,3m,1.5,2.0,0.6,686.0,228.0,0.002,4m,1.0,1.5,0.5,590.0,578.0,0.002,4m,3.5,3.5,0.5,634.0,938.0,0.007,4m,4.0,1.0,0.6,254.0,426.0,0.007,2m,1.0,4.0,1.9000000000000001,882.0,0.1,10,COMPLETE
81,81,10.386082631658011,2025-06-15 00:56:21.320579,2025-06-15 00:56:26.252841,0 days 00:00:04.932262,662.0,0.009000000000000001,3m,2.0,4.0,0.7,580.0,994.0,0.005,4m,4.0,1.0,1.3,656.0,78,0.001,3m,4.0,4.0,0.8,240,18.0,0.001,2m,1.5,2.0,1.9000000000000001,70.0,378.0,0.007,4m,4.0,4.0,1.2000000000000002,1022.0,342.0,0.004,3m,1.5,2.0,0.6,734.0,116.0,0.002,4m,1.0,1.5,0.5,556.0,608.0,0.002,4m,3.5,3.5,0.5,630.0,946.0,0.007,4m,3.5,1.0,0.6,262.0,424.0,0.007,2m,1.0,4.0,1.9000000000000001,876.0,0.1,10,COMPLETE
82,82,8.860326963896918,2025-06-15 00:56:26.350353,2025-06-15 00:56:31.323864,0 days 00:00:04.973511,550.0,0.009000000000000001,3m,2.0,4.0,0.5,596.0,1020.0,0.005,4m,4.0,1.0,1.4,768.0,96,0.001,3m,4.0,4.0,0.8,242,22.0,0.001,2m,1.5,2.0,1.9000000000000001,20.0,368.0,0.007,4m,4.0,4.0,1.0,1024.0,394.0,0.004,3m,1.5,2.0,0.6,686.0,128.0,0.002,4m,1.0,1.5,0.5,558.0,610.0,0.002,4m,3.5,3.5,0.5,624.0,944.0,0.007,4m,4.0,1.0,0.6,246.0,416.0,0.006,2m,1.0,4.0,1.9000000000000001,956.0,0.1,10,COMPLETE
83,83,10.591656984047546,2025-06-15 00:56:31.417389,2025-06-15 00:56:36.195713,0 days 00:00:04.778324,680.0,0.009000000000000001,3m,2.0,4.0,0.7,552.0,986.0,0.005,4m,4.0,1.0,1.3,712.0,62,0.001,3m,4.0,4.0,0.9,212,52.0,0.001,2m,1.5,2.0,1.9000000000000001,68.0,310.0,0.006,4m,4.0,4.0,1.1,996.0,342.0,0.003,3m,1.5,2.0,0.6,816.0,216.0,0.002,4m,1.0,1.5,0.6,514.0,586.0,0.002,4m,3.5,4.0,0.7,638.0,990.0,0.007,4m,4.0,1.0,0.5,318.0,354.0,0.007,2m,1.0,4.0,1.9000000000000001,886.0,0.05,10,COMPLETE
84,84,8.97894217431842,2025-06-15 00:56:36.281727,2025-06-15 00:56:41.114573,0 days 00:00:04.832846,686.0,0.009000000000000001,3m,2.0,4.0,0.6,572.0,988.0,0.006,4m,4.0,1.0,1.3,718.0,74,0.001,3m,4.0,4.0,0.9,216,96.0,0.001,2m,1.5,2.0,1.9000000000000001,46.0,294.0,0.006,4m,4.0,4.0,1.1,956.0,338.0,0.003,3m,2.0,1.5,0.5,832.0,218.0,0.003,4m,1.0,1.5,0.6,476.0,550.0,0.002,4m,3.5,4.0,0.6,646.0,990.0,0.007,4m,4.0,1.0,0.5,310.0,434.0,0.007,2m,1.0,4.0,1.9000000000000001,886.0,0.05,10,COMPLETE
85,85,8.895523197654471,2025-06-15 00:56:41.203083,2025-06-15 00:56:46.197806,0 days 00:00:04.994723,520.0,0.01,3m,2.0,4.0,0.6,530.0,976.0,0.005,4m,4.0,1.0,1.5,680.0,56,0.002,3m,4.0,4.0,0.7,276,64.0,0.001,2m,2.0,2.0,2.0,78.0,242.0,0.007,4m,4.0,4.0,1.1,994.0,402.0,0.003,3m,1.5,2.0,0.6,814.0,114.0,0.002,4m,1.0,1.5,0.5,610.0,704.0,0.003,4m,3.5,3.5,0.7,616.0,1014.0,0.007,4m,4.0,1.0,0.5,202.0,364.0,0.007,2m,1.0,4.0,1.9000000000000001,990.0,0.1,10,COMPLETE
86,86,2.5865385350929704,2025-06-15 00:56:46.296833,2025-06-15 00:56:51.314565,0 days 00:00:05.017732,614.0,0.008,3m,2.5,3.5,0.7,600.0,916.0,0.005,4m,4.0,1.0,1.3,584.0,104,0.001,3m,4.0,4.0,0.7,158,114.0,0.001,2m,1.5,2.5,1.9000000000000001,118.0,384.0,0.006,4m,4.0,4.0,1.2000000000000002,990.0,470.0,0.004,3m,1.5,1.5,0.6,750.0,164.0,0.009000000000000001,4m,1.0,1.0,0.6,526.0,554.0,0.001,4m,3.0,4.0,0.5,722.0,978.0,0.007,4m,4.0,1.0,0.6,234.0,396.0,0.006,2m,1.0,4.0,1.9000000000000001,934.0,0.05,10,COMPLETE
87,87,9.877218736208983,2025-06-15 00:56:51.404618,2025-06-15 00:56:59.306031,0 days 00:00:07.901413,456.0,0.009000000000000001,3m,2.0,4.0,0.7,542.0,960.0,0.006,4m,4.0,1.0,1.2000000000000002,824.0,152,0.001,3m,4.0,4.0,0.9,196,16.0,0.001,2m,1.5,2.0,2.0,78.0,318.0,0.007,2m,4.0,4.0,1.3,968.0,348.0,0.003,3m,1.5,2.0,0.7,902.0,86.0,0.003,4m,1.0,1.5,0.7,366.0,834.0,0.002,4m,3.5,3.5,0.7,582.0,902.0,0.007,4m,4.0,1.0,0.5,270.0,502.0,0.007,2m,1.0,4.0,1.1,828.0,0.1,10,COMPLETE
88,88,3.5887783987844384,2025-06-15 00:56:59.439548,2025-06-15 00:57:05.683296,0 days 00:00:06.243748,404.0,0.009000000000000001,3m,2.0,4.0,0.7,480.0,998.0,0.007,1m,4.0,1.0,1.2000000000000002,852.0,36,0.001,3m,4.0,4.0,0.6,200,18.0,0.008,2m,1.5,2.0,2.0,46.0,178.0,0.007,2m,4.0,4.0,1.0,958.0,412.0,0.002,3m,2.5,2.0,0.7,920.0,58.0,0.003,4m,3.5,1.5,0.7,372.0,854.0,0.002,4m,3.5,3.5,0.7,598.0,898.0,0.008,4m,4.0,1.0,0.5,276.0,510.0,0.007,2m,1.0,4.0,0.9,828.0,0.1,10,COMPLETE
89,89,4.173603938683087,2025-06-15 00:57:05.766319,2025-06-15 00:57:10.650743,0 days 00:00:04.884424,486.0,0.008,3m,2.0,4.0,0.7,546.0,960.0,0.006,4m,2.5,1.0,1.3,818.0,156,0.001,3m,4.0,4.0,0.9,170,72.0,0.001,2m,2.0,2.5,2.0,96.0,304.0,0.007,2m,4.0,4.0,1.2000000000000002,1024.0,336.0,0.003,3m,2.0,1.5,0.7,852.0,94.0,0.004,4m,1.0,1.5,0.5,134.0,634.0,0.002,4m,3.5,4.0,0.6,676.0,830.0,0.007,4m,4.0,1.0,0.5,312.0,342.0,0.006,2m,1.0,4.0,1.1,360.0,0.05,10,COMPLETE
90,90,2.0963137200047606,2025-06-15 00:57:10.736329,2025-06-15 00:57:15.569521,0 days 00:00:04.833192,292.0,0.008,3m,2.5,3.5,0.5,654.0,968.0,0.007,4m,4.0,1.0,1.4,944.0,132,0.001,3m,4.0,4.0,0.8,256,46.0,0.007,2m,1.5,2.0,1.9000000000000001,72.0,446.0,0.007,2m,4.0,4.0,1.3,414.0,512.0,0.002,3m,1.5,2.0,0.5,936.0,254.0,0.003,4m,1.0,1.0,0.6,322.0,508.0,0.003,4m,3.0,3.5,0.7,540.0,1024.0,0.008,4m,4.0,1.0,0.6,340.0,1006.0,0.005,2m,1.0,4.0,1.3,160.0,0.15000000000000002,10,COMPLETE
91,91,8.324719266036803,2025-06-15 00:57:15.656042,2025-06-15 00:57:20.587508,0 days 00:00:04.931466,352.0,0.009000000000000001,3m,2.0,4.0,0.8,688.0,1024.0,0.006,4m,4.0,1.0,1.2000000000000002,642.0,180,0.002,3m,4.0,3.5,0.9,230,130.0,0.001,2m,1.5,2.5,1.8,130.0,342.0,0.008,2m,4.0,3.5,1.3,990.0,342.0,0.004,3m,1.5,2.0,0.7,780.0,18.0,0.002,4m,1.0,2.0,0.6,430.0,826.0,0.001,4m,3.5,3.0,0.6,786.0,952.0,0.007,4m,3.5,1.5,0.5,254.0,466.0,0.007,2m,1.0,4.0,1.8,912.0,0.15000000000000002,10,COMPLETE
92,92,9.061259594401074,2025-06-15 00:57:20.673019,2025-06-15 00:57:25.663196,0 days 00:00:04.990177,556.0,0.009000000000000001,3m,2.0,4.0,0.7,432.0,916.0,0.005,4m,4.0,1.0,1.3,746.0,78,0.008,3m,4.0,4.0,1.0,296,108.0,0.001,2m,1.5,2.0,1.9000000000000001,182.0,312.0,0.008,4m,4.0,4.0,1.1,894.0,304.0,0.004,3m,1.5,2.0,0.6,710.0,204.0,0.003,4m,1.0,1.5,0.8,662.0,668.0,0.002,4m,4.0,4.0,0.5,566.0,928.0,0.007,4m,4.0,1.5,0.6,176.0,432.0,0.008,2m,1.0,4.0,2.0,862.0,0.1,10,COMPLETE
93,93,8.16317156448366,2025-06-15 00:57:25.757241,2025-06-15 00:57:30.871258,0 days 00:00:05.114017,458.0,0.01,3m,2.0,4.0,0.7,370.0,946.0,0.005,4m,4.0,1.0,1.5,786.0,82,0.009000000000000001,3m,4.0,4.0,1.0,206,82.0,0.001,2m,1.5,2.0,1.9000000000000001,16.0,318.0,0.008,3m,4.0,4.0,1.1,958.0,292.0,0.005,3m,1.5,2.0,0.5,718.0,198.0,0.003,4m,1.5,1.5,0.7,654.0,680.0,0.002,4m,4.0,4.0,0.5,448.0,874.0,0.006,4m,4.0,1.0,0.6,308.0,598.0,0.007,2m,1.0,4.0,2.0,872.0,0.1,10,COMPLETE
94,94,3.129456264734676,2025-06-15 00:57:30.964772,2025-06-15 00:57:35.996115,0 days 00:00:05.031343,552.0,0.009000000000000001,3m,1.5,4.0,0.6,428.0,1000.0,0.006,4m,4.0,1.0,1.3,716.0,58,0.008,3m,4.0,4.0,1.0,284,166.0,0.001,2m,1.5,2.0,2.0,54.0,270.0,0.006,1m,4.0,4.0,1.0,896.0,378.0,0.004,3m,1.5,2.0,0.6,1024.0,152.0,0.004,4m,1.0,1.5,1.8,586.0,540.0,0.003,4m,3.5,3.5,0.6,582.0,938.0,0.007,4m,4.0,1.0,0.6,186.0,486.0,0.008,2m,1.0,4.0,2.0,782.0,0.05,10,COMPLETE
95,95,3.503250203502262,2025-06-15 00:57:36.077628,2025-06-15 00:57:41.069306,0 days 00:00:04.991678,598.0,0.009000000000000001,3m,2.0,4.0,0.6,506.0,914.0,0.008,2m,4.0,1.0,1.2000000000000002,752.0,38,0.007,3m,4.0,4.0,0.8,144,30.0,0.002,2m,2.0,2.5,1.8,98.0,208.0,0.008,4m,4.0,4.0,1.1,938.0,894.0,0.003,3m,1.5,2.0,0.7,790.0,782.0,0.003,4m,1.0,2.0,0.8,522.0,606.0,0.002,4m,4.0,4.0,0.5,690.0,976.0,0.008,4m,4.0,1.5,0.5,168.0,550.0,0.007,2m,1.0,4.0,1.7000000000000002,864.0,0.1,10,COMPLETE
96,96,9.428401185432087,2025-06-15 00:57:41.141375,2025-06-15 00:57:46.160867,0 days 00:00:05.019492,574.0,0.009000000000000001,3m,2.5,3.5,0.7,544.0,860.0,0.005,4m,4.0,1.0,1.1,682.0,114,0.001,3m,3.5,3.5,1.0,312,96.0,0.001,2m,1.5,2.0,1.9000000000000001,662.0,414.0,0.007,4m,4.0,4.0,0.9,312.0,294.0,0.004,3m,2.0,1.5,0.6,906.0,244.0,0.003,2m,1.0,1.5,0.5,652.0,748.0,0.001,4m,4.0,3.5,0.8,652.0,886.0,0.006,4m,4.0,1.0,0.6,224.0,298.0,0.006,3m,1.0,4.0,1.8,828.0,0.1,10,COMPLETE
97,97,1.6417563745322103,2025-06-15 00:57:46.246897,2025-06-15 00:57:51.260614,0 days 00:00:05.013717,490.0,0.01,3m,2.5,3.5,0.8,558.0,866.0,0.005,3m,4.0,1.0,1.1,686.0,110,0.001,3m,3.5,3.5,0.8,266,76.0,0.009000000000000001,2m,1.0,1.5,1.1,686.0,412.0,0.007,2m,3.5,4.0,0.5,274.0,442.0,0.003,3m,2.0,1.0,0.7,890.0,272.0,0.005,2m,3.0,1.0,0.5,480.0,774.0,0.001,4m,3.5,3.5,0.8,674.0,806.0,0.006,4m,4.0,1.0,0.5,214.0,292.0,0.006,3m,1.0,4.0,1.8,828.0,0.15000000000000002,10,COMPLETE
98,98,4.806206844481165,2025-06-15 00:57:51.366124,2025-06-15 00:57:56.618641,0 days 00:00:05.252517,630.0,0.008,3m,3.0,3.5,0.7,624.0,890.0,0.006,4m,4.0,1.0,1.2000000000000002,618.0,16,0.001,3m,3.5,3.5,0.9,132,192.0,0.002,2m,1.5,2.0,1.9000000000000001,646.0,382.0,0.006,4m,4.0,3.5,0.9,502.0,224.0,0.005,3m,2.0,1.5,0.5,902.0,82.0,0.007,2m,1.0,2.0,0.6,984.0,496.0,0.001,4m,4.0,3.0,0.8,644.0,848.0,0.006,4m,3.5,1.0,0.7,260.0,390.0,0.006,3m,1.0,4.0,1.7000000000000002,996.0,0.05,10,COMPLETE
99,99,8.854915868694047,2025-06-15 00:57:56.683147,2025-06-15 00:58:01.408483,0 days 00:00:04.725336,576.0,0.009000000000000001,3m,2.5,3.5,0.5,496.0,956.0,0.005,4m,4.0,1.0,1.0,688.0,150,0.001,3m,2.0,3.5,0.7,316,146.0,0.001,2m,1.0,1.5,2.0,130.0,272.0,0.007,4m,4.0,4.0,0.9,460.0,280.0,0.003,3m,2.0,1.5,1.9000000000000001,962.0,240.0,0.004,2m,1.5,1.5,0.5,226.0,,,,,,,,886.0,0.005,4m,4.0,1.0,0.6,380.0,304.0,0.005,3m,1.0,3.5,1.1,808.0,0.1,9,COMPLETE
100,100,5.429390742839464,2025-06-15 00:58:01.504994,2025-06-15 00:58:06.749555,0 days 00:00:05.244561,648.0,0.008,3m,1.5,3.0,0.8,536.0,982.0,0.004,4m,4.0,1.5,1.1,608.0,120,0.002,3m,3.5,3.5,0.9,88,44.0,0.001,2m,1.5,1.5,0.6,864.0,434.0,0.007,4m,1.5,4.0,1.2000000000000002,262.0,352.0,0.005,3m,1.5,2.5,0.8,840.0,326.0,0.002,1m,1.0,1.0,0.6,566.0,914.0,0.004,4m,3.0,3.5,1.1,34.0,734.0,0.006,4m,3.5,1.0,0.7,294.0,362.0,0.006,3m,1.0,4.0,1.9000000000000001,958.0,0.05,10,COMPLETE
101,101,9.256995997728438,2025-06-15 00:58:06.825562,2025-06-15 00:58:11.733478,0 days 00:00:04.907916,532.0,0.009000000000000001,3m,2.0,4.0,0.7,464.0,904.0,0.005,4m,4.0,1.0,1.3,832.0,68,0.008,3m,4.0,4.0,1.0,230,106.0,0.001,2m,1.5,2.0,1.9000000000000001,804.0,332.0,0.008,4m,4.0,4.0,1.1,998.0,390.0,0.004,3m,1.5,2.0,0.6,726.0,202.0,0.003,4m,1.0,1.5,0.7,668.0,678.0,0.002,4m,4.0,4.0,0.7,566.0,962.0,0.007,4m,4.0,1.5,0.6,198.0,458.0,0.007,2m,1.0,4.0,2.0,852.0,0.1,10,COMPLETE
102,102,4.515014671642093,2025-06-15 00:58:11.829995,2025-06-15 00:58:16.682973,0 days 00:00:04.852978,426.0,0.009000000000000001,3m,2.0,4.0,0.6,570.0,998.0,0.005,4m,4.0,1.0,1.2000000000000002,884.0,198,0.001,3m,4.0,4.0,1.0,196,96.0,0.001,2m,1.5,2.0,1.8,764.0,342.0,0.007,4m,4.0,4.0,0.8,1008.0,386.0,0.004,3m,1.5,2.0,0.6,746.0,170.0,0.003,4m,1.0,1.5,0.7,634.0,586.0,0.002,4m,4.0,4.0,0.7,490.0,964.0,0.007,4m,4.0,1.0,0.6,142.0,520.0,0.007,1m,1.0,4.0,1.9000000000000001,754.0,0.1,10,COMPLETE
103,103,0.8503466853045819,2025-06-15 00:58:16.778996,2025-06-15 00:58:21.845413,0 days 00:00:05.066417,530.0,0.01,3m,2.0,4.0,0.7,470.0,822.0,0.006,4m,4.0,1.0,1.4,928.0,94,0.002,3m,4.0,4.0,1.1,230,16.0,0.002,2m,2.0,2.0,2.0,850.0,400.0,0.008,4m,4.0,4.0,1.2000000000000002,970.0,424.0,0.004,1m,1.5,2.0,0.5,660.0,228.0,0.003,4m,1.0,1.5,0.6,708.0,758.0,0.003,4m,4.0,3.5,0.9,606.0,996.0,0.008,4m,4.0,1.0,0.5,212.0,488.0,0.007,2m,1.5,4.0,1.8,902.0,0.15000000000000002,10,COMPLETE
104,104,7.541482982130994,2025-06-15 00:58:21.931419,2025-06-15 00:58:26.404243,0 days 00:00:04.472824,496.0,0.008,3m,2.5,4.0,0.8,444.0,860.0,0.005,4m,4.0,1.0,1.3,830.0,48,0.002,3m,4.0,4.0,0.8,162,1018.0,0.001,2m,1.5,2.0,1.9000000000000001,956.0,254.0,0.006,4m,3.5,4.0,0.6,1000.0,304.0,0.005,3m,1.0,1.5,0.6,858.0,274.0,0.004,2m,1.0,2.0,0.5,754.0,,,,,,,,784.0,0.007,4m,4.0,1.5,0.6,348.0,454.0,0.007,2m,1.0,4.0,1.8,842.0,0.1,9,COMPLETE
105,105,2.3543378045549956,2025-06-15 00:58:26.494758,2025-06-15 00:58:31.496886,0 days 00:00:05.002128,658.0,0.009000000000000001,3m,2.0,4.0,0.6,406.0,932.0,0.004,4m,3.5,1.0,1.2000000000000002,800.0,148,0.01,3m,4.0,4.0,0.9,254,214.0,0.001,2m,1.5,2.5,1.8,42.0,366.0,0.007,4m,4.0,3.5,1.0,924.0,240.0,0.004,2m,2.5,2.0,0.7,806.0,320.0,0.001,4m,1.5,1.5,0.7,550.0,450.0,0.001,4m,4.0,4.0,0.8,778.0,904.0,0.006,4m,3.5,1.5,0.7,226.0,254.0,0.006,2m,1.5,3.5,1.9000000000000001,872.0,0.15000000000000002,10,COMPLETE
106,106,1.931681512603637,2025-06-15 00:58:31.586404,2025-06-15 00:58:35.944263,0 days 00:00:04.357859,694.0,0.007,2m,2.5,3.5,0.7,550.0,778.0,0.005,4m,4.0,1.5,1.4,728.0,176,0.001,3m,2.5,3.5,1.0,176,130.0,0.002,1m,1.5,2.0,2.0,776.0,500.0,0.009000000000000001,4m,3.5,4.0,1.2000000000000002,330.0,476.0,0.003,3m,1.5,2.0,0.7,636.0,132.0,0.002,4m,1.0,1.5,0.5,604.0,,,,,,,,862.0,0.008,4m,4.0,1.0,0.5,288.0,606.0,0.007,2m,1.0,4.0,2.0,946.0,0.05,9,COMPLETE
107,107,6.4495009310293065,2025-06-15 00:58:36.030267,2025-06-15 00:58:40.890260,0 days 00:00:04.859993,600.0,0.009000000000000001,3m,3.0,4.0,0.9,494.0,896.0,0.004,4m,4.0,1.0,1.5,656.0,226,0.002,3m,4.0,4.0,0.9,214,726.0,0.001,2m,1.0,1.5,1.9000000000000001,684.0,324.0,0.008,3m,4.0,4.0,1.4,982.0,366.0,0.002,3m,1.0,2.5,0.6,730.0,104.0,0.003,4m,1.5,2.0,0.7,498.0,824.0,0.002,4m,3.5,3.5,0.6,676.0,468.0,0.007,4m,4.0,1.0,0.6,326.0,550.0,0.008,3m,1.0,2.5,1.0,800.0,0.1,10,COMPLETE
