,number,value,datetime_start,datetime_complete,duration,params_ADSK_DOCU_beta_win,params_ADSK_DOCU_stop_loss,params_ADSK_DOCU_trade_freq,params_ADSK_DOCU_z_entry,params_ADSK_DOCU_z_exit,params_ADSK_DOCU_z_stop_scaler,params_ADSK_DOCU_z_win,params_ALGN_DOCU_beta_win,params_ALGN_DOCU_stop_loss,params_ALGN_DOCU_trade_freq,params_ALGN_DOCU_z_entry,params_ALGN_DOCU_z_exit,params_ALGN_DOCU_z_stop_scaler,params_ALGN_DOCU_z_win,params_AMAT_DOCU_beta_win,params_AMAT_DOCU_stop_loss,params_AMAT_DOCU_trade_freq,params_AMAT_DOCU_z_entry,params_AMAT_DOCU_z_exit,params_AMAT_DOCU_z_stop_scaler,params_AMAT_DOCU_z_win,params_ANSS_DOCU_beta_win,params_ANSS_DOCU_stop_loss,params_ANSS_DOCU_trade_freq,params_ANSS_DOCU_z_entry,params_ANSS_DOCU_z_exit,params_ANSS_DOCU_z_stop_scaler,params_ANSS_DOCU_z_win,params_ASML_DOCU_beta_win,params_ASML_DOCU_stop_loss,params_ASML_DOCU_trade_freq,params_ASML_DOCU_z_entry,params_ASML_DOCU_z_exit,params_ASML_DOCU_z_stop_scaler,params_ASML_DOCU_z_win,params_BIIB_DOCU_beta_win,params_BIIB_DOCU_stop_loss,params_BIIB_DOCU_trade_freq,params_BIIB_DOCU_z_entry,params_BIIB_DOCU_z_exit,params_BIIB_DOCU_z_stop_scaler,params_BIIB_DOCU_z_win,params_CPRT_DOCU_beta_win,params_CPRT_DOCU_stop_loss,params_CPRT_DOCU_trade_freq,params_CPRT_DOCU_z_entry,params_CPRT_DOCU_z_exit,params_CPRT_DOCU_z_stop_scaler,params_CPRT_DOCU_z_win,params_EBAY_DOCU_beta_win,params_EBAY_DOCU_stop_loss,params_EBAY_DOCU_trade_freq,params_EBAY_DOCU_z_entry,params_EBAY_DOCU_z_exit,params_EBAY_DOCU_z_stop_scaler,params_EBAY_DOCU_z_win,params_MTCH_DOCU_beta_win,params_MTCH_DOCU_stop_loss,params_MTCH_DOCU_trade_freq,params_MTCH_DOCU_z_entry,params_MTCH_DOCU_z_exit,params_MTCH_DOCU_z_stop_scaler,params_MTCH_DOCU_z_win,params_SBUX_DOCU_beta_win,params_SBUX_DOCU_stop_loss,params_SBUX_DOCU_trade_freq,params_SBUX_DOCU_z_entry,params_SBUX_DOCU_z_exit,params_SBUX_DOCU_z_stop_scaler,params_SBUX_DOCU_z_win,params_buffer_capital,params_pairs_to_trade,state
80,80,5.97369601128495,2025-06-15 00:56:35.049101,2025-06-15 00:56:39.172179,0 days 00:00:04.123078,450,0.004,4m,1.0,4.0,1.5,694,44.0,0.006,1m,1.0,3.0,1.7000000000000002,722.0,920.0,0.005,4m,2.0,3.5,1.6,40.0,994.0,0.005,2m,3.5,2.0,1.9000000000000001,88.0,418.0,0.004,2m,2.5,3.0,1.5,974.0,536.0,0.002,3m,2.5,1.5,1.6,306.0,,,,,,,,,,,,,,,962.0,0.004,4m,2.0,2.5,1.3,82.0,508.0,0.008,4m,1.5,3.0,0.6,642.0,0.4,8,COMPLETE
81,81,4.352553195632592,2025-06-15 00:56:39.265232,2025-06-15 00:56:43.914000,0 days 00:00:04.648768,524,0.006,4m,1.0,3.5,1.3,558,108.0,0.004,1m,1.0,2.5,1.6,848.0,708.0,0.006,4m,1.5,3.0,1.0,290.0,902.0,0.004,2m,3.0,2.5,1.8,52.0,338.0,0.002,2m,2.0,2.5,1.3,910.0,814.0,0.001,3m,3.0,1.5,1.8,212.0,548.0,0.002,3m,2.5,2.5,1.9000000000000001,850.0,,,,,,,,452.0,0.005,4m,1.5,2.5,1.4,122.0,736.0,0.007,4m,1.0,3.5,0.5,686.0,0.2,9,COMPLETE
82,82,2.337836060036103,2025-06-15 00:56:43.990005,2025-06-15 00:56:48.542847,0 days 00:00:04.552842,410,0.007,4m,1.0,3.5,1.4,520,228.0,0.005,4m,1.5,3.5,1.4,610.0,720.0,0.003,1m,2.5,3.5,1.3,494.0,948.0,0.006,2m,3.5,2.0,1.5,162.0,462.0,0.003,2m,3.0,2.0,1.4,314.0,714.0,0.002,3m,2.0,1.0,1.6,360.0,96.0,0.004,3m,3.0,2.0,1.7000000000000002,686.0,,,,,,,,1018.0,0.003,4m,2.5,3.0,1.2000000000000002,20.0,408.0,0.005,4m,2.0,4.0,0.7,612.0,0.15000000000000002,9,COMPLETE
83,83,1.153763140825982,2025-06-15 00:56:48.642380,2025-06-15 00:56:54.143472,0 days 00:00:05.501092,534,0.006,4m,1.0,3.0,1.6,482,172.0,0.003,1m,2.5,3.5,1.5,782.0,874.0,0.007,4m,2.0,2.5,0.8,590.0,90.0,0.005,3m,2.5,3.5,1.6,16.0,354.0,0.005,3m,1.5,3.0,1.1,236.0,434.0,0.001,4m,2.5,2.0,1.4,988.0,308.0,0.001,3m,3.0,2.5,2.0,400.0,284.0,0.003,1m,1.5,4.0,1.0,18.0,374.0,0.004,4m,2.0,2.0,1.5,194.0,844.0,0.009000000000000001,4m,1.5,3.5,0.5,526.0,0.2,10,COMPLETE
84,84,4.638709960608053,2025-06-15 00:56:54.222496,2025-06-15 00:57:02.560624,0 days 00:00:08.338128,462,0.005,4m,1.5,4.0,1.5,596,374.0,0.009000000000000001,4m,2.0,3.0,0.5,716.0,578.0,0.005,2m,1.5,3.0,1.1,692.0,836.0,0.003,2m,3.0,3.0,1.7000000000000002,76.0,740.0,0.01,1m,2.5,3.5,1.8,858.0,580.0,0.009000000000000001,4m,2.5,1.5,2.0,104.0,594.0,0.003,2m,2.0,2.0,1.1,554.0,,,,,,,,882.0,0.005,3m,1.5,1.0,1.1,676.0,550.0,0.008,3m,2.0,4.0,0.6,584.0,0.1,9,COMPLETE
85,85,2.9601894946623886,2025-06-15 00:57:02.678143,2025-06-15 00:57:06.932535,0 days 00:00:04.254392,684,0.007,4m,1.0,3.5,1.1,432,466.0,0.002,1m,1.5,4.0,1.9000000000000001,182.0,766.0,0.004,3m,2.0,2.0,0.6,870.0,870.0,0.004,2m,4.0,4.0,1.9000000000000001,220.0,1022.0,0.003,3m,2.0,2.0,1.6,432.0,312.0,0.003,3m,3.0,1.0,0.6,274.0,,,,,,,,,,,,,,,726.0,0.007,2m,3.0,1.5,0.5,244.0,786.0,0.007,2m,4.0,3.0,1.6,734.0,0.15000000000000002,8,COMPLETE
86,86,8.727831212920588,2025-06-15 00:57:07.012053,2025-06-15 00:57:12.011061,0 days 00:00:04.999008,258,0.003,3m,2.5,3.0,1.2000000000000002,646,258.0,0.001,2m,1.0,2.5,1.3,960.0,652.0,0.002,4m,1.0,2.5,0.9,978.0,212.0,0.006,4m,3.5,2.5,2.0,126.0,960.0,0.005,2m,2.5,1.0,1.2000000000000002,996.0,654.0,0.007,2m,3.5,2.5,1.9000000000000001,440.0,432.0,0.002,3m,3.5,3.0,1.4,302.0,724.0,0.008,2m,3.0,2.0,0.9,726.0,618.0,0.003,4m,2.5,3.0,1.4,96.0,680.0,0.006,4m,2.5,4.0,0.6,664.0,0.1,10,COMPLETE
87,87,7.055006624770817,2025-06-15 00:57:12.109572,2025-06-15 00:57:17.172121,0 days 00:00:05.062549,608,0.003,3m,2.5,4.0,1.2000000000000002,682,264.0,0.001,2m,1.0,2.5,1.3,958.0,614.0,0.002,4m,1.0,2.5,0.9,980.0,230.0,0.006,4m,3.5,2.5,2.0,132.0,940.0,0.005,2m,2.5,1.0,1.1,980.0,662.0,0.007,2m,4.0,1.5,1.9000000000000001,558.0,390.0,0.002,3m,3.5,3.0,1.4,260.0,730.0,0.008,2m,3.0,2.0,0.8,742.0,614.0,0.003,4m,2.5,3.0,1.4,88.0,686.0,0.006,4m,2.5,4.0,0.6,666.0,0.05,10,COMPLETE
88,88,7.473674835580226,2025-06-15 00:57:17.262823,2025-06-15 00:57:22.469943,0 days 00:00:05.207120,750,0.002,3m,2.5,4.0,1.2000000000000002,734,282.0,0.001,2m,1.0,2.5,1.2000000000000002,954.0,670.0,0.002,4m,1.0,2.5,0.9,988.0,208.0,0.006,4m,3.5,2.5,2.0,124.0,954.0,0.005,2m,2.5,1.0,1.1,1008.0,640.0,0.007,2m,4.0,3.0,1.9000000000000001,608.0,422.0,0.002,3m,3.5,3.0,1.4,244.0,738.0,0.008,2m,3.0,2.0,0.9,794.0,630.0,0.003,4m,2.5,3.0,1.4,58.0,676.0,0.006,4m,2.5,4.0,0.6,688.0,0.05,10,COMPLETE
89,89,7.898219081294955,2025-06-15 00:57:22.566454,2025-06-15 00:57:27.807238,0 days 00:00:05.240784,792,0.002,3m,2.5,4.0,1.2000000000000002,722,290.0,0.001,2m,1.0,2.5,1.2000000000000002,946.0,664.0,0.002,4m,1.0,2.5,0.9,984.0,204.0,0.006,4m,3.5,2.5,2.0,136.0,964.0,0.005,2m,2.5,1.0,1.1,932.0,696.0,0.007,2m,4.0,3.0,1.9000000000000001,556.0,422.0,0.002,3m,3.5,3.0,1.3,230.0,768.0,0.008,2m,3.0,2.0,0.9,774.0,614.0,0.002,4m,2.5,3.0,1.4,64.0,678.0,0.005,4m,2.5,4.0,0.6,664.0,0.05,10,COMPLETE
90,90,6.526715691146399,2025-06-15 00:57:27.896751,2025-06-15 00:57:33.098678,0 days 00:00:05.201927,818,0.002,3m,2.5,4.0,1.4,756,286.0,0.001,2m,1.0,2.5,1.1,966.0,658.0,0.002,4m,1.0,2.5,0.9,988.0,182.0,0.007,4m,3.5,2.5,2.0,144.0,974.0,0.005,2m,2.5,1.0,1.0,944.0,782.0,0.007,2m,4.0,3.0,1.7000000000000002,574.0,452.0,0.002,3m,4.0,3.0,1.3,216.0,742.0,0.008,2m,3.0,2.0,0.9,768.0,624.0,0.002,4m,2.5,3.0,1.4,58.0,650.0,0.005,4m,2.5,4.0,0.6,672.0,0.05,10,COMPLETE
91,91,7.364252415188763,2025-06-15 00:57:33.191192,2025-06-15 00:57:38.290561,0 days 00:00:05.099369,740,0.003,3m,2.5,4.0,1.2000000000000002,676,336.0,0.001,2m,1.0,2.0,1.1,964.0,670.0,0.002,4m,1.0,2.5,0.9,980.0,244.0,0.006,4m,3.5,3.0,2.0,124.0,946.0,0.006,2m,2.5,1.0,1.1,994.0,668.0,0.006,2m,4.0,3.0,1.9000000000000001,560.0,402.0,0.002,3m,3.5,3.0,1.4,198.0,760.0,0.008,2m,3.0,2.0,0.8,698.0,676.0,0.002,4m,2.5,2.5,1.4,94.0,688.0,0.004,4m,2.5,4.0,0.6,710.0,0.05,10,COMPLETE
92,92,6.749826973939832,2025-06-15 00:57:38.360708,2025-06-15 00:57:43.646134,0 days 00:00:05.285426,762,0.003,3m,2.5,4.0,1.2000000000000002,688,314.0,0.001,2m,1.0,2.0,1.1,950.0,662.0,0.002,4m,1.0,2.5,0.9,990.0,238.0,0.006,4m,3.5,2.5,2.0,192.0,960.0,0.006,2m,2.5,1.0,1.1,928.0,686.0,0.006,2m,4.0,3.0,1.8,580.0,416.0,0.002,4m,3.5,3.5,1.4,232.0,736.0,0.008,2m,3.0,2.0,0.8,694.0,682.0,0.002,4m,2.5,3.0,1.4,94.0,598.0,0.004,4m,2.5,4.0,0.7,704.0,0.05,10,COMPLETE
93,93,6.358044235604413,2025-06-15 00:57:43.720141,2025-06-15 00:57:49.020349,0 days 00:00:05.300208,776,0.003,3m,2.5,4.0,1.3,676,334.0,0.001,2m,1.0,2.0,1.1,954.0,670.0,0.002,4m,1.0,2.5,0.9,998.0,268.0,0.006,4m,3.5,3.0,2.0,200.0,960.0,0.006,2m,2.5,1.0,1.1,918.0,696.0,0.006,2m,4.0,3.0,1.8,590.0,408.0,0.001,4m,3.5,3.5,1.3,222.0,738.0,0.008,2m,3.0,2.0,0.8,676.0,664.0,0.002,4m,2.5,3.0,1.4,96.0,600.0,0.004,4m,2.5,4.0,0.7,698.0,0.05,10,COMPLETE
94,94,8.471102288573862,2025-06-15 00:57:49.123375,2025-06-15 00:57:54.546291,0 days 00:00:05.422916,736,0.002,3m,2.5,4.0,1.2000000000000002,738,274.0,0.002,2m,1.0,2.0,1.2000000000000002,994.0,598.0,0.002,4m,1.0,2.5,0.8,974.0,206.0,0.006,4m,3.5,2.5,2.0,238.0,986.0,0.005,2m,2.5,1.0,1.0,952.0,620.0,0.006,2m,4.0,3.5,0.9,554.0,414.0,0.002,4m,4.0,3.5,1.4,222.0,772.0,0.008,2m,3.0,2.0,0.8,664.0,620.0,0.002,4m,2.5,3.0,1.6,66.0,630.0,0.003,4m,3.0,4.0,0.8,654.0,0.05,10,COMPLETE
95,95,7.4240339572465395,2025-06-15 00:57:54.640812,2025-06-15 00:58:00.006724,0 days 00:00:05.365912,738,0.002,3m,2.5,4.0,1.2000000000000002,724,282.0,0.002,2m,1.0,2.0,1.2000000000000002,1018.0,592.0,0.002,4m,1.0,2.5,0.8,1020.0,210.0,0.006,4m,3.5,2.5,2.0,264.0,992.0,0.005,2m,2.5,1.0,1.0,970.0,624.0,0.005,2m,4.0,3.5,0.8,570.0,392.0,0.002,4m,4.0,3.5,1.4,220.0,768.0,0.008,2m,3.0,2.0,0.8,676.0,606.0,0.002,4m,2.5,3.0,1.6,62.0,678.0,0.003,4m,3.0,4.0,0.6,648.0,0.05,10,COMPLETE
96,96,7.058168300979781,2025-06-15 00:58:00.087240,2025-06-15 00:58:05.573848,0 days 00:00:05.486608,862,0.002,3m,2.5,4.0,1.3,736,270.0,0.002,2m,1.0,2.0,1.2000000000000002,1004.0,598.0,0.001,4m,1.0,2.5,0.7,1018.0,204.0,0.007,4m,3.5,2.5,2.0,262.0,998.0,0.005,2m,2.5,1.0,1.0,954.0,608.0,0.005,2m,4.0,3.5,0.8,470.0,366.0,0.001,4m,4.0,3.0,1.4,174.0,852.0,0.008,2m,3.0,2.0,0.7,656.0,612.0,0.001,4m,2.5,3.0,1.6,50.0,674.0,0.003,4m,3.0,4.0,0.6,652.0,0.05,10,COMPLETE
97,97,6.7095645453919355,2025-06-15 00:58:05.690369,2025-06-15 00:58:10.844818,0 days 00:00:05.154449,880,0.002,3m,2.5,4.0,1.3,812,264.0,0.002,2m,1.0,1.5,1.2000000000000002,1022.0,588.0,0.001,4m,1.0,2.5,0.8,1024.0,122.0,0.007,4m,3.5,2.5,2.0,272.0,988.0,0.005,2m,2.5,1.0,1.0,978.0,616.0,0.005,2m,4.0,3.5,0.8,494.0,368.0,0.002,4m,4.0,3.0,1.4,152.0,824.0,0.008,2m,3.0,2.0,0.7,662.0,566.0,0.001,4m,2.5,3.0,1.7000000000000002,66.0,676.0,0.003,4m,3.0,4.0,0.6,652.0,0.05,10,COMPLETE
98,98,6.96063969089661,2025-06-15 00:58:10.932336,2025-06-15 00:58:16.018526,0 days 00:00:05.086190,832,0.002,3m,2.5,4.0,1.2000000000000002,720,242.0,0.002,2m,1.0,2.5,1.3,992.0,616.0,0.002,4m,1.0,2.5,0.7,964.0,196.0,0.007,4m,3.5,3.0,2.0,308.0,994.0,0.005,2m,2.5,1.0,0.9,968.0,588.0,0.005,2m,4.0,3.5,0.8,658.0,466.0,0.001,4m,4.0,3.0,1.2000000000000002,280.0,830.0,0.008,2m,3.0,2.0,1.0,650.0,604.0,0.001,4m,2.5,3.5,1.6,148.0,638.0,0.002,4m,3.5,4.0,0.8,758.0,0.05,10,COMPLETE
99,99,3.4554757148611146,2025-06-15 00:58:16.090812,2025-06-15 00:58:21.389970,0 days 00:00:05.299158,734,0.001,3m,3.0,4.0,1.2000000000000002,736,350.0,0.001,2m,1.0,2.0,1.2000000000000002,930.0,586.0,0.001,1m,1.0,2.5,0.8,958.0,288.0,0.006,4m,4.0,2.5,1.9000000000000001,230.0,882.0,0.005,2m,2.5,1.5,0.9,988.0,636.0,0.007,2m,4.0,3.5,0.9,534.0,374.0,0.002,4m,4.0,3.5,1.4,174.0,648.0,0.009000000000000001,2m,3.0,2.0,0.7,802.0,704.0,0.001,4m,3.0,3.0,1.7000000000000002,34.0,678.0,0.003,4m,3.0,4.0,0.6,590.0,0.05,10,COMPLETE
100,100,5.089076739941345,2025-06-15 00:58:21.501483,2025-06-15 00:58:26.604844,0 days 00:00:05.103361,938,0.002,3m,2.5,4.0,1.2000000000000002,798,268.0,0.001,2m,1.0,2.5,1.0,1000.0,724.0,0.002,4m,1.0,2.5,1.0,994.0,216.0,0.006,4m,3.5,3.0,2.0,250.0,944.0,0.006,2m,3.0,1.0,1.2000000000000002,942.0,732.0,0.006,2m,4.0,4.0,0.7,434.0,450.0,0.001,4m,4.0,4.0,1.3,350.0,824.0,0.007,2m,3.5,1.5,0.9,728.0,742.0,0.002,4m,2.5,3.0,1.6,128.0,622.0,0.003,4m,3.0,4.0,0.6,676.0,0.05,10,COMPLETE
101,101,8.661476384086649,2025-06-15 00:58:26.679880,2025-06-15 00:58:31.871081,0 days 00:00:05.191201,848,0.002,3m,2.5,4.0,1.2000000000000002,722,234.0,0.002,2m,1.0,2.5,1.3,984.0,618.0,0.002,4m,1.0,2.5,0.7,958.0,194.0,0.007,4m,3.5,3.5,2.0,292.0,990.0,0.005,2m,2.5,1.0,0.9,978.0,582.0,0.004,2m,4.0,3.5,0.9,686.0,470.0,0.001,4m,4.0,3.0,1.2000000000000002,272.0,844.0,0.008,2m,3.0,2.0,1.1,610.0,630.0,0.001,4m,2.5,3.5,1.6,72.0,638.0,0.002,4m,3.5,4.0,0.8,750.0,0.05,10,COMPLETE
102,102,8.614259225351956,2025-06-15 00:58:31.927086,2025-06-15 00:58:37.029456,0 days 00:00:05.102370,822,0.002,3m,2.5,4.0,1.0,772,296.0,0.002,2m,1.0,2.0,1.2000000000000002,972.0,628.0,0.002,4m,1.0,2.5,0.6,956.0,138.0,0.007,4m,3.5,3.5,2.0,334.0,996.0,0.005,2m,2.5,1.0,1.0,994.0,562.0,0.004,2m,4.0,3.5,0.9,758.0,404.0,0.002,4m,3.5,3.0,0.7,264.0,852.0,0.009000000000000001,2m,3.0,2.0,1.1,592.0,630.0,0.002,4m,2.5,3.5,1.5,60.0,678.0,0.002,4m,3.5,4.0,0.8,714.0,0.05,10,COMPLETE
103,103,6.163270723336983,2025-06-15 00:58:37.101962,2025-06-15 00:58:42.228761,0 days 00:00:05.126799,830,0.001,3m,2.5,4.0,1.0,764,308.0,0.002,2m,1.0,2.0,1.2000000000000002,1022.0,678.0,0.003,4m,1.0,2.5,0.6,1024.0,146.0,0.008,4m,3.5,3.5,1.9000000000000001,366.0,1012.0,0.006,2m,2.5,1.0,1.0,528.0,564.0,0.004,2m,4.0,3.5,1.0,754.0,480.0,0.001,4m,4.0,3.0,0.7,160.0,938.0,0.009000000000000001,2m,2.5,2.0,1.1,598.0,676.0,0.001,4m,2.5,3.5,1.5,68.0,750.0,0.002,4m,3.5,4.0,0.8,716.0,0.05,10,COMPLETE
104,104,6.638778659979867,2025-06-15 00:58:42.305737,2025-06-15 00:58:47.314133,0 days 00:00:05.008396,898,0.002,3m,3.0,4.0,1.3,776,354.0,0.002,2m,1.0,2.0,1.3,990.0,546.0,0.001,4m,1.0,2.5,0.7,880.0,72.0,0.007,4m,3.5,3.5,2.0,330.0,988.0,0.005,2m,2.5,1.5,0.8,988.0,624.0,0.004,2m,3.5,3.5,0.9,772.0,312.0,0.002,4m,4.0,3.0,0.6,92.0,844.0,0.009000000000000001,2m,3.5,2.5,1.1,576.0,646.0,0.002,4m,2.5,3.5,1.6,20.0,640.0,0.001,4m,3.5,4.0,1.0,768.0,0.05,10,COMPLETE
105,105,5.943747636772622,2025-06-15 00:58:47.399648,2025-06-15 00:58:52.490956,0 days 00:00:05.091308,808,0.002,3m,2.5,4.0,1.3,718,234.0,0.003,2m,1.0,1.5,1.0,920.0,640.0,0.002,4m,1.0,2.5,0.6,956.0,178.0,0.008,4m,3.5,3.5,1.9000000000000001,264.0,1022.0,0.004,2m,2.5,1.0,0.9,934.0,510.0,0.005,2m,4.0,3.0,0.9,648.0,426.0,0.01,4m,3.5,3.5,0.5,354.0,796.0,0.007,2m,3.0,2.0,0.7,878.0,590.0,0.002,4m,2.5,4.0,1.8,48.0,656.0,0.002,4m,3.5,4.0,0.9,730.0,0.05,10,COMPLETE
106,106,0.5361420474879282,2025-06-15 00:58:52.595488,2025-06-15 00:58:57.697774,0 days 00:00:05.102286,748,0.001,3m,2.5,4.0,1.1,832,222.0,0.002,2m,1.0,2.0,1.1,980.0,682.0,0.003,4m,1.0,3.0,0.8,938.0,134.0,0.007,4m,4.0,3.5,2.0,282.0,882.0,0.005,2m,2.5,1.0,1.0,1004.0,566.0,0.005,2m,3.5,2.5,0.7,800.0,814.0,0.001,1m,3.5,3.0,0.9,190.0,664.0,0.009000000000000001,2m,3.0,1.5,1.1,586.0,546.0,0.001,4m,3.0,3.5,1.7000000000000002,138.0,740.0,0.004,4m,3.5,4.0,0.7,652.0,0.05,10,COMPLETE
107,107,6.4306901189811505,2025-06-15 00:58:57.788810,2025-06-15 00:59:02.797470,0 days 00:00:05.008660,704,0.002,3m,2.5,4.0,1.2000000000000002,862,290.0,0.001,2m,1.0,2.0,1.2000000000000002,878.0,600.0,0.002,4m,1.0,2.5,0.7,942.0,328.0,0.007,4m,3.5,2.5,2.0,230.0,28.0,0.005,2m,3.0,1.5,1.2000000000000002,902.0,636.0,0.004,2m,4.0,3.5,1.0,466.0,494.0,0.009000000000000001,4m,4.0,3.0,1.1,274.0,902.0,0.008,2m,3.5,2.0,0.9,638.0,640.0,0.002,4m,2.5,3.0,1.5,100.0,620.0,0.003,4m,3.0,4.0,0.8,686.0,0.05,10,COMPLETE
108,108,0.2430302292903966,2025-06-15 00:59:02.889982,2025-06-15 00:59:08.021512,0 days 00:00:05.131530,858,0.003,3m,2.5,4.0,1.3,792,422.0,0.002,2m,1.0,2.5,1.3,940.0,528.0,0.001,4m,1.0,2.5,0.5,988.0,66.0,0.006,4m,3.5,3.0,1.9000000000000001,168.0,900.0,0.001,2m,2.5,1.0,0.8,852.0,590.0,0.006,2m,4.0,4.0,0.8,706.0,344.0,0.002,4m,3.5,3.5,1.2000000000000002,116.0,770.0,0.009000000000000001,2m,3.0,2.5,0.8,706.0,806.0,0.001,4m,2.5,4.0,1.6,170.0,554.0,0.002,4m,4.0,4.0,0.7,744.0,0.05,10,COMPLETE
109,109,3.688711790365373,2025-06-15 00:59:08.141035,2025-06-15 00:59:13.911894,0 days 00:00:05.770859,670,0.002,3m,3.0,4.0,1.1,638,328.0,0.003,2m,1.5,2.0,1.1,898.0,734.0,0.003,4m,1.0,2.5,0.8,896.0,196.0,0.007,4m,4.0,4.0,2.0,338.0,982.0,0.004,2m,4.0,1.0,1.0,954.0,654.0,0.005,2m,4.0,2.5,1.0,522.0,428.0,0.002,2m,4.0,4.0,0.6,330.0,666.0,0.007,2m,2.5,2.0,1.0,888.0,568.0,0.002,4m,3.0,3.5,1.5,68.0,690.0,0.003,4m,3.0,4.0,1.1,784.0,0.05,10,COMPLETE
110,110,3.8778165415151724,2025-06-15 00:59:14.037409,2025-06-15 00:59:23.035817,0 days 00:00:08.998408,796,0.002,3m,2.5,4.0,1.0,738,282.0,0.001,2m,1.0,2.5,1.2000000000000002,964.0,564.0,0.002,4m,1.0,3.0,0.7,822.0,114.0,0.006,4m,3.5,3.5,1.9000000000000001,292.0,938.0,0.006,2m,2.5,1.5,0.5,106.0,556.0,0.007,2m,3.5,3.5,0.5,608.0,282.0,0.007,4m,3.5,3.0,1.3,252.0,922.0,0.008,2m,3.0,1.5,0.7,606.0,596.0,0.002,4m,2.5,3.0,1.6,118.0,790.0,0.005,4m,4.0,4.0,0.8,546.0,0.05,10,COMPLETE
111,111,7.7072148985829205,2025-06-15 00:59:23.148337,2025-06-15 00:59:28.131283,0 days 00:00:04.982946,912,0.003,3m,2.5,4.0,1.2000000000000002,712,242.0,0.001,2m,1.0,2.5,1.3,980.0,622.0,0.002,4m,1.0,2.5,0.9,984.0,240.0,0.006,4m,3.5,2.5,2.0,138.0,936.0,0.005,2m,2.5,1.0,1.1,1000.0,670.0,0.007,2m,4.0,3.0,1.9000000000000001,562.0,352.0,0.002,1m,3.5,3.0,1.4,272.0,784.0,0.008,2m,3.0,2.0,0.8,748.0,636.0,0.003,4m,2.5,3.0,1.4,84.0,680.0,0.002,4m,2.5,4.0,0.6,664.0,0.05,10,COMPLETE
112,112,3.2616331119100104,2025-06-15 00:59:28.210805,2025-06-15 00:59:33.207382,0 days 00:00:04.996577,1008,0.003,3m,2.5,4.0,1.2000000000000002,652,228.0,0.001,2m,1.0,2.5,1.2000000000000002,980.0,628.0,0.001,4m,1.0,2.5,0.9,934.0,270.0,0.006,4m,3.5,2.5,2.0,152.0,968.0,0.005,2m,2.5,1.0,1.1,1004.0,708.0,0.006,2m,4.0,3.0,1.1,846.0,382.0,0.001,1m,3.5,3.0,1.5,298.0,798.0,0.008,2m,3.0,2.0,0.8,728.0,694.0,0.003,4m,2.5,3.0,1.5,60.0,724.0,0.002,4m,3.0,4.0,0.7,616.0,0.05,10,COMPLETE
113,113,3.5008815770268735,2025-06-15 00:59:33.306394,2025-06-15 00:59:38.561236,0 days 00:00:05.254842,908,0.003,3m,2.5,4.0,1.1,720,174.0,0.002,2m,1.0,1.5,1.4,1002.0,692.0,0.002,4m,1.5,2.5,1.0,1000.0,210.0,0.007,4m,3.5,2.5,0.7,210.0,928.0,0.004,2m,2.5,1.0,1.2000000000000002,1004.0,612.0,0.007,1m,4.0,3.0,0.6,704.0,360.0,0.002,1m,4.0,3.0,1.4,202.0,862.0,0.007,2m,3.5,2.0,0.9,824.0,634.0,0.003,4m,2.5,3.0,1.7000000000000002,20.0,664.0,0.002,4m,2.5,4.0,0.6,638.0,0.05,10,COMPLETE
114,114,2.141982668502151,2025-06-15 00:59:38.638749,2025-06-15 00:59:47.352633,0 days 00:00:08.713884,926,0.002,3m,2.5,4.0,1.3,704,206.0,0.002,2m,1.0,2.0,1.3,1022.0,644.0,0.002,4m,1.0,2.5,0.8,968.0,156.0,0.008,4m,3.0,2.5,1.8,184.0,998.0,0.005,2m,2.5,1.0,0.9,372.0,674.0,0.004,2m,4.0,3.5,1.9000000000000001,546.0,434.0,0.003,1m,3.5,3.5,0.9,240.0,780.0,0.009000000000000001,4m,3.0,2.0,0.9,682.0,668.0,0.001,4m,2.5,3.5,1.4,72.0,602.0,0.001,4m,3.5,4.0,0.6,710.0,0.05,10,COMPLETE
115,115,6.290000673349632,2025-06-15 00:59:47.473656,2025-06-15 00:59:53.382954,0 days 00:00:05.909298,850,0.001,3m,2.5,4.0,1.2000000000000002,770,394.0,0.001,2m,1.5,2.5,1.3,908.0,616.0,0.001,4m,1.0,2.5,0.6,1014.0,246.0,0.006,4m,3.5,3.0,1.0,244.0,900.0,0.006,2m,2.5,1.0,1.1,960.0,776.0,0.006,2m,3.5,3.0,0.9,636.0,510.0,0.002,4m,4.0,2.5,1.5,400.0,690.0,0.007,2m,3.0,2.5,1.2000000000000002,548.0,712.0,0.002,4m,2.5,3.0,1.6,98.0,704.0,0.003,4m,2.5,3.5,1.4,594.0,0.1,10,COMPLETE
116,116,6.441967760471049,2025-06-15 00:59:53.474474,2025-06-15 00:59:58.424047,0 days 00:00:04.949573,792,0.002,3m,2.5,4.0,1.2000000000000002,734,304.0,0.002,2m,1.0,2.0,0.7,936.0,516.0,0.002,3m,1.0,2.0,0.8,846.0,296.0,0.006,4m,3.5,2.5,2.0,390.0,946.0,0.005,2m,3.0,1.0,1.0,1022.0,730.0,0.003,2m,4.0,2.5,0.8,486.0,394.0,0.001,2m,3.5,3.0,1.3,290.0,786.0,0.008,2m,2.5,1.5,0.6,856.0,538.0,0.002,4m,3.0,3.0,1.3,34.0,652.0,0.004,4m,2.5,4.0,2.0,692.0,0.05,10,COMPLETE
