,number,value,datetime_start,datetime_complete,duration,params_AAPL_VRSK_beta_win,params_AAPL_VRSK_stop_loss,params_AAPL_VRSK_trade_freq,params_AAPL_VRSK_z_entry,params_AAPL_VRSK_z_exit,params_AAPL_VRSK_z_stop_scaler,params_AAPL_VRSK_z_win,params_AMD_SPLK_beta_win,params_AMD_SPLK_stop_loss,params_AMD_SPLK_trade_freq,params_AMD_SPLK_z_entry,params_AMD_SPLK_z_exit,params_AMD_SPLK_z_stop_scaler,params_AMD_SPLK_z_win,params_ATVI_DDOG_beta_win,params_ATVI_DDOG_stop_loss,params_ATVI_DDOG_trade_freq,params_ATVI_DDOG_z_entry,params_ATVI_DDOG_z_exit,params_ATVI_DDOG_z_stop_scaler,params_ATVI_DDOG_z_win,params_ATVI_SPLK_beta_win,params_ATVI_SPLK_stop_loss,params_ATVI_SPLK_trade_freq,params_ATVI_SPLK_z_entry,params_ATVI_SPLK_z_exit,params_ATVI_SPLK_z_stop_scaler,params_ATVI_SPLK_z_win,params_CDNS_VRSK_beta_win,params_CDNS_VRSK_stop_loss,params_CDNS_VRSK_trade_freq,params_CDNS_VRSK_z_entry,params_CDNS_VRSK_z_exit,params_CDNS_VRSK_z_stop_scaler,params_CDNS_VRSK_z_win,params_CTSH_DOCU_beta_win,params_CTSH_DOCU_stop_loss,params_CTSH_DOCU_trade_freq,params_CTSH_DOCU_z_entry,params_CTSH_DOCU_z_exit,params_CTSH_DOCU_z_stop_scaler,params_CTSH_DOCU_z_win,params_FISV_VRSK_beta_win,params_FISV_VRSK_stop_loss,params_FISV_VRSK_trade_freq,params_FISV_VRSK_z_entry,params_FISV_VRSK_z_exit,params_FISV_VRSK_z_stop_scaler,params_FISV_VRSK_z_win,params_MSFT_SPLK_beta_win,params_MSFT_SPLK_stop_loss,params_MSFT_SPLK_trade_freq,params_MSFT_SPLK_z_entry,params_MSFT_SPLK_z_exit,params_MSFT_SPLK_z_stop_scaler,params_MSFT_SPLK_z_win,params_QCOM_SPLK_beta_win,params_QCOM_SPLK_stop_loss,params_QCOM_SPLK_trade_freq,params_QCOM_SPLK_z_entry,params_QCOM_SPLK_z_exit,params_QCOM_SPLK_z_stop_scaler,params_QCOM_SPLK_z_win,params_SPLK_SWKS_beta_win,params_SPLK_SWKS_stop_loss,params_SPLK_SWKS_trade_freq,params_SPLK_SWKS_z_entry,params_SPLK_SWKS_z_exit,params_SPLK_SWKS_z_stop_scaler,params_SPLK_SWKS_z_win,params_buffer_capital,params_pairs_to_trade,state
86,86,7.168891374336301,2025-06-15 01:08:34.547288,2025-06-15 01:08:37.054447,0 days 00:00:02.507159,172,0.001,1m,3.5,3.5,1.1,702,804.0,0.009000000000000001,4m,3.5,1.5,1.8,850.0,250.0,0.003,2m,4.0,3.5,1.4,532.0,,,,,,,,516.0,0.004,1m,3.0,2.0,0.7,916.0,,,,,,,,378.0,0.01,4m,1.5,2.0,1.8,950.0,,,,,,,,62.0,0.003,2m,3.0,3.5,2.0,600.0,,,,,,,,0.1,6,COMPLETE
87,87,8.328945160717756,2025-06-15 01:08:37.104336,2025-06-15 01:08:39.693070,0 days 00:00:02.588734,232,0.002,1m,4.0,4.0,1.6,722,738.0,0.009000000000000001,4m,3.5,1.0,1.8,1012.0,182.0,0.001,2m,3.5,3.5,1.8,480.0,,,,,,,,236.0,0.002,1m,3.0,1.5,0.5,804.0,,,,,,,,650.0,0.009000000000000001,4m,1.5,2.5,2.0,998.0,,,,,,,,16.0,0.002,2m,3.5,4.0,1.9000000000000001,702.0,,,,,,,,0.1,6,COMPLETE
88,88,1.2722675106299612,2025-06-15 01:08:39.732726,2025-06-15 01:08:41.880318,0 days 00:00:02.147592,136,0.003,1m,4.0,4.0,1.2000000000000002,650,,,,,,,,380.0,0.002,4m,4.0,4.0,1.8,330.0,,,,,,,,422.0,0.001,1m,3.0,1.0,0.5,958.0,,,,,,,,536.0,0.01,4m,2.0,2.0,1.9000000000000001,910.0,,,,,,,,300.0,0.003,2m,4.0,3.0,1.7000000000000002,278.0,,,,,,,,0.1,5,COMPLETE
89,89,4.373119344281603,2025-06-15 01:08:41.955051,2025-06-15 01:08:43.663830,0 days 00:00:01.708779,198,0.004,1m,3.5,4.0,1.4,604,,,,,,,,346.0,0.003,2m,4.0,2.5,1.7000000000000002,416.0,,,,,,,,332.0,0.002,1m,2.5,2.0,0.7,870.0,,,,,,,,470.0,0.009000000000000001,4m,1.5,2.0,1.8,820.0,,,,,,,,,,,,,,,,,,,,,,0.05,4,COMPLETE
90,90,0.3692045695292688,2025-06-15 01:08:43.715148,2025-06-15 01:08:45.973115,0 days 00:00:02.257967,332,0.003,4m,4.0,3.5,1.3,702,,,,,,,,412.0,0.002,1m,4.0,2.0,2.0,286.0,,,,,,,,300.0,0.009000000000000001,4m,2.5,1.5,0.6,902.0,,,,,,,,438.0,0.008,4m,1.0,2.0,1.7000000000000002,1022.0,,,,,,,,206.0,0.004,1m,3.5,3.5,1.8,456.0,,,,,,,,0.1,5,COMPLETE
91,91,3.0701844149331463,2025-06-15 01:08:46.044059,2025-06-15 01:08:47.654857,0 days 00:00:01.610798,264,0.009000000000000001,2m,4.0,4.0,1.5,570,,,,,,,,150.0,0.004,2m,4.0,3.0,1.9000000000000001,178.0,,,,,,,,378.0,0.002,1m,2.5,2.0,0.5,998.0,,,,,,,,700.0,0.01,4m,1.5,2.5,2.0,962.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
92,92,-1.7991474608250857,2025-06-15 01:08:47.719921,2025-06-15 01:08:49.639571,0 days 00:00:01.919650,298,0.002,1m,4.0,4.0,1.4,542,,,,,,,,222.0,0.005,2m,4.0,3.0,1.8,216.0,,,,,,,,312.0,0.002,1m,2.5,2.0,0.5,982.0,,,,,,,,508.0,0.009000000000000001,4m,1.5,2.0,1.9000000000000001,18.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
93,93,7.0359877229923,2025-06-15 01:08:49.705358,2025-06-15 01:08:50.977426,0 days 00:00:01.272068,228,0.001,2m,4.0,4.0,1.5,506,,,,,,,,296.0,0.003,2m,4.0,2.5,1.9000000000000001,246.0,,,,,,,,262.0,0.003,1m,2.5,2.0,0.5,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
94,94,-5.301559741047763,2025-06-15 01:08:51.037614,2025-06-15 01:08:53.343309,0 days 00:00:02.305695,322,0.009000000000000001,2m,4.0,2.0,1.6,650,,,,,,,,234.0,0.004,2m,4.0,3.5,2.0,386.0,,,,,,,,966.0,0.002,1m,2.5,2.5,0.6,938.0,,,,,,,,590.0,0.01,4m,2.0,1.5,1.8,890.0,,,,,,,,136.0,0.001,2m,4.0,4.0,1.6,808.0,,,,,,,,0.1,5,COMPLETE
95,95,0.3176437752498939,2025-06-15 01:08:53.411778,2025-06-15 01:08:56.134194,0 days 00:00:02.722416,370,0.001,2m,4.0,4.0,1.4,754,1022.0,0.008,4m,4.0,2.0,1.9000000000000001,1008.0,448.0,0.003,2m,4.0,3.0,1.9000000000000001,304.0,,,,,,,,908.0,0.001,1m,3.0,2.0,0.5,998.0,,,,,,,,628.0,0.01,3m,2.0,2.5,1.7000000000000002,924.0,,,,,,,,390.0,0.006,3m,3.0,3.0,1.9000000000000001,578.0,,,,,,,,0.1,6,COMPLETE
96,96,7.883721770568136,2025-06-15 01:08:56.228478,2025-06-15 01:08:57.729875,0 days 00:00:01.501397,274,0.002,2m,4.0,4.0,1.7000000000000002,684,,,,,,,,266.0,0.004,2m,3.5,3.0,1.3,234.0,,,,,,,,350.0,0.002,1m,2.5,1.5,0.6,850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,3,COMPLETE
97,97,9.217823994894236,2025-06-15 01:08:57.794631,2025-06-15 01:09:01.073016,0 days 00:00:03.278385,184,0.009000000000000001,1m,4.0,4.0,1.5,566,938.0,0.009000000000000001,4m,3.0,4.0,0.5,806.0,206.0,0.002,3m,4.0,3.5,1.7000000000000002,90.0,68.0,0.01,1m,4.0,1.0,2.0,24.0,206.0,0.003,1m,3.0,2.0,0.7,962.0,,,,,,,,546.0,0.008,4m,1.5,1.5,1.6,994.0,,,,,,,,206.0,0.002,2m,3.5,3.5,2.0,398.0,,,,,,,,0.15000000000000002,7,COMPLETE
98,98,4.1247649756190325,2025-06-15 01:09:01.141832,2025-06-15 01:09:04.257771,0 days 00:00:03.115939,182,0.008,1m,3.0,4.0,1.5,458,930.0,0.009000000000000001,4m,3.0,4.0,0.5,830.0,486.0,0.002,3m,4.0,3.5,1.5,88.0,42.0,0.01,1m,4.0,1.0,2.0,92.0,158.0,0.004,1m,3.0,2.5,0.7,542.0,,,,,,,,552.0,0.008,4m,1.5,1.5,1.6,998.0,,,,,,,,78.0,0.002,2m,3.5,3.5,2.0,406.0,,,,,,,,0.05,7,COMPLETE
99,99,2.637040732830251,2025-06-15 01:09:04.332520,2025-06-15 01:09:07.394836,0 days 00:00:03.062316,150,0.009000000000000001,1m,3.5,4.0,1.6,580,946.0,0.008,4m,3.5,4.0,0.7,942.0,180.0,0.002,3m,4.0,4.0,1.7000000000000002,56.0,196.0,0.009000000000000001,1m,3.5,1.5,1.8,194.0,202.0,0.003,1m,1.0,2.0,0.8,966.0,,,,,,,,390.0,0.01,4m,1.5,1.5,1.8,964.0,,,,,,,,202.0,0.001,2m,3.5,4.0,1.8,496.0,,,,,,,,0.15000000000000002,7,COMPLETE
100,100,5.858720387759839,2025-06-15 01:09:07.454445,2025-06-15 01:09:09.348252,0 days 00:00:01.893807,76,0.01,1m,4.0,3.5,1.3,640,,,,,,,,134.0,0.001,3m,4.0,3.5,1.6,270.0,,,,,,,,128.0,0.003,3m,3.0,1.5,0.6,744.0,,,,,,,,572.0,0.006,4m,1.5,2.0,2.0,994.0,,,,,,,,,,,,,,,,,,,,,,0.1,4,COMPLETE
101,101,-2.31694034815977,2025-06-15 01:09:09.380057,2025-06-15 01:09:12.920305,0 days 00:00:03.540248,210,0.009000000000000001,1m,4.0,4.0,1.5,552,1020.0,0.01,4m,4.0,4.0,0.6,958.0,208.0,0.003,3m,4.0,3.5,1.8,124.0,144.0,0.009000000000000001,1m,3.5,1.5,1.7000000000000002,16.0,286.0,0.002,1m,2.5,2.0,0.5,930.0,124.0,0.003,3m,1.0,4.0,1.1,268.0,520.0,0.009000000000000001,4m,1.0,1.0,1.5,936.0,,,,,,,,130.0,0.003,2m,4.0,3.0,1.7000000000000002,648.0,,,,,,,,0.15000000000000002,8,COMPLETE
102,102,8.687485291797563,2025-06-15 01:09:12.989686,2025-06-15 01:09:15.291086,0 days 00:00:02.301400,250,0.008,2m,4.0,4.0,1.4,520,,,,,,,,314.0,0.002,2m,4.0,3.0,1.7000000000000002,212.0,,,,,,,,328.0,0.003,1m,3.0,2.0,0.7,890.0,,,,,,,,424.0,0.01,4m,1.5,1.5,1.9000000000000001,294.0,,,,,,,,322.0,0.002,2m,3.0,3.5,1.9000000000000001,448.0,,,,,,,,0.2,5,COMPLETE
103,103,3.9758628989627676,2025-06-15 01:09:15.365812,2025-06-15 01:09:17.544696,0 days 00:00:02.178884,236,0.008,4m,4.0,4.0,1.4,524,,,,,,,,318.0,0.002,3m,4.0,3.0,1.7000000000000002,208.0,,,,,,,,224.0,0.003,1m,3.0,2.0,0.8,944.0,,,,,,,,480.0,0.01,4m,1.5,1.5,1.9000000000000001,202.0,,,,,,,,318.0,0.002,2m,3.0,3.5,1.9000000000000001,378.0,,,,,,,,0.15000000000000002,5,COMPLETE
104,104,8.486994550905907,2025-06-15 01:09:17.604040,2025-06-15 01:09:20.732347,0 days 00:00:03.128307,258,0.009000000000000001,2m,4.0,4.0,1.4,490,836.0,0.007,4m,3.0,2.5,0.7,764.0,266.0,0.002,2m,4.0,2.5,1.5,346.0,110.0,0.008,1m,4.0,1.0,1.6,226.0,250.0,0.004,1m,3.0,2.5,0.7,904.0,,,,,,,,416.0,0.01,4m,1.5,1.5,1.9000000000000001,340.0,,,,,,,,256.0,0.003,2m,3.5,3.5,2.0,548.0,,,,,,,,0.2,7,COMPLETE
105,105,9.201464776616508,2025-06-15 01:09:20.820985,2025-06-15 01:09:23.630144,0 days 00:00:02.809159,98,0.01,1m,4.0,4.0,1.6,610,598.0,0.009000000000000001,4m,3.5,2.0,0.9,842.0,308.0,0.001,2m,4.0,2.5,1.7000000000000002,260.0,,,,,,,,358.0,0.003,1m,3.5,2.0,0.7,880.0,,,,,,,,372.0,0.009000000000000001,4m,1.5,2.0,1.8,470.0,,,,,,,,190.0,0.002,2m,3.0,4.0,1.9000000000000001,442.0,,,,,,,,0.1,6,COMPLETE
106,106,6.89499287581296,2025-06-15 01:09:23.685445,2025-06-15 01:09:25.988977,0 days 00:00:02.303532,92,0.01,2m,4.0,1.5,1.6,606,,,,,,,,364.0,0.001,4m,3.5,2.5,1.8,262.0,,,,,,,,392.0,0.003,1m,3.5,1.5,0.9,880.0,,,,,,,,320.0,0.01,4m,1.5,1.5,1.8,554.0,,,,,,,,218.0,0.001,2m,3.0,4.0,1.9000000000000001,448.0,,,,,,,,0.1,5,COMPLETE
107,107,7.977418375380385,2025-06-15 01:09:26.053866,2025-06-15 01:09:27.922586,0 days 00:00:01.868720,34,0.01,2m,4.0,4.0,1.4,520,,,,,,,,392.0,0.001,2m,4.0,2.5,1.8,200.0,,,,,,,,322.0,0.005,1m,4.0,2.0,0.8,974.0,,,,,,,,370.0,0.01,4m,1.5,2.0,1.6,428.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
108,108,1.193349785948908,2025-06-15 01:09:27.982446,2025-06-15 01:09:30.293767,0 days 00:00:02.311321,158,0.007,2m,4.0,4.0,1.8,568,,,,,,,,306.0,0.001,2m,4.0,2.5,1.7000000000000002,146.0,,,,,,,,570.0,0.004,1m,3.5,1.0,0.7,810.0,,,,,,,,686.0,0.009000000000000001,2m,2.0,2.0,1.7000000000000002,294.0,,,,,,,,164.0,0.002,2m,4.0,4.0,1.8,290.0,,,,,,,,0.1,5,COMPLETE
109,109,-0.23997728367936652,2025-06-15 01:09:30.367107,2025-06-15 01:09:32.203168,0 days 00:00:01.836061,286,0.01,1m,1.5,4.0,1.6,608,,,,,,,,576.0,0.001,2m,3.5,2.5,1.6,314.0,,,,,,,,362.0,0.003,1m,3.5,2.0,1.0,918.0,,,,,,,,258.0,0.01,4m,1.5,1.5,1.8,460.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
110,110,1.756306606518631,2025-06-15 01:09:32.271429,2025-06-15 01:09:34.151697,0 days 00:00:01.880268,54,0.008,2m,4.0,4.0,1.3,436,,,,,,,,338.0,0.002,2m,4.0,3.0,1.1,234.0,,,,,,,,182.0,0.003,4m,4.0,1.5,0.7,1008.0,,,,,,,,624.0,0.009000000000000001,4m,1.0,2.0,1.7000000000000002,218.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
111,111,7.8990136655593854,2025-06-15 01:09:34.199710,2025-06-15 01:09:36.756339,0 days 00:00:02.556629,130,0.009000000000000001,1m,4.0,4.0,1.5,686,584.0,0.009000000000000001,4m,3.5,2.0,0.9,854.0,248.0,0.003,2m,4.0,3.0,1.7000000000000002,288.0,,,,,,,,342.0,0.002,1m,3.0,2.0,0.6,838.0,,,,,,,,436.0,0.008,4m,1.5,2.0,1.9000000000000001,968.0,,,,,,,,116.0,0.002,2m,3.0,4.0,2.0,510.0,,,,,,,,0.1,6,COMPLETE
112,112,2.9263914972480456,2025-06-15 01:09:36.812675,2025-06-15 01:09:39.555030,0 days 00:00:02.742355,200,0.009000000000000001,1m,4.0,4.0,1.5,538,694.0,0.008,4m,4.0,1.0,0.6,704.0,288.0,0.002,2m,4.0,2.5,1.7000000000000002,258.0,,,,,,,,278.0,0.002,1m,2.5,2.0,0.6,888.0,,,,,,,,284.0,0.01,4m,1.5,2.0,2.0,348.0,,,,,,,,174.0,0.003,2m,3.0,3.5,1.9000000000000001,426.0,,,,,,,,0.1,6,COMPLETE
113,113,13.496600270147434,2025-06-15 01:09:39.597841,2025-06-15 01:09:44.452776,0 days 00:00:04.854935,104,0.002,1m,4.0,4.0,1.5,736,888.0,0.01,4m,3.5,1.5,0.9,900.0,418.0,0.002,2m,4.0,3.5,1.8,362.0,,,,,,,,304.0,0.003,1m,3.0,2.0,0.6,944.0,,,,,,,,356.0,0.009000000000000001,4m,1.5,2.0,1.8,1024.0,,,,,,,,62.0,0.004,2m,3.5,3.5,1.7000000000000002,458.0,,,,,,,,0.1,6,COMPLETE
114,114,6.126706084981587,2025-06-15 01:09:44.579000,2025-06-15 01:09:49.294552,0 days 00:00:04.715552,104,0.002,1m,4.0,4.0,1.4,866,970.0,0.008,4m,3.0,1.5,1.1,798.0,438.0,0.002,2m,4.0,3.0,1.8,178.0,1016.0,0.008,1m,3.5,1.5,1.9000000000000001,216.0,302.0,0.003,1m,2.5,2.0,0.7,948.0,,,,,,,,604.0,0.009000000000000001,4m,1.5,2.0,1.8,1022.0,,,,,,,,66.0,0.001,2m,3.5,4.0,1.8,358.0,,,,,,,,0.5,7,COMPLETE
115,115,13.192045844072647,2025-06-15 01:09:49.360503,2025-06-15 01:09:51.614330,0 days 00:00:02.253827,342,0.009000000000000001,3m,4.0,4.0,1.6,736,,,,,,,,460.0,0.008,2m,4.0,2.5,2.0,330.0,,,,,,,,266.0,0.003,1m,3.0,2.0,0.6,980.0,,,,,,,,358.0,0.01,4m,1.5,1.0,0.5,996.0,,,,,,,,44.0,0.002,1m,3.5,3.0,2.0,464.0,,,,,,,,0.1,5,COMPLETE
116,116,13.014236218719873,2025-06-15 01:09:51.686119,2025-06-15 01:09:53.997247,0 days 00:00:02.311128,330,0.009000000000000001,3m,4.0,3.5,1.6,794,,,,,,,,520.0,0.009000000000000001,2m,4.0,2.5,2.0,332.0,,,,,,,,252.0,0.004,1m,3.5,2.5,0.6,986.0,,,,,,,,358.0,0.01,4m,1.5,1.0,0.6,998.0,,,,,,,,44.0,0.002,1m,3.5,2.5,2.0,402.0,,,,,,,,0.05,5,COMPLETE
117,117,12.735783579476072,2025-06-15 01:09:54.057527,2025-06-15 01:09:56.668738,0 days 00:00:02.611211,342,0.005,3m,4.0,3.5,1.7000000000000002,778,748.0,0.009000000000000001,4m,3.5,2.0,0.8,708.0,516.0,0.008,1m,4.0,2.0,2.0,340.0,,,,,,,,230.0,0.004,1m,3.5,2.5,0.6,978.0,,,,,,,,364.0,0.009000000000000001,4m,2.0,1.0,0.5,1002.0,,,,,,,,62.0,0.002,1m,3.5,2.5,2.0,394.0,,,,,,,,0.05,6,COMPLETE
118,118,12.780448416054648,2025-06-15 01:09:56.735562,2025-06-15 01:09:59.478608,0 days 00:00:02.743046,344,0.004,3m,4.0,3.0,1.7000000000000002,784,758.0,0.009000000000000001,4m,3.5,2.0,0.8,706.0,518.0,0.008,1m,4.0,2.5,2.0,334.0,,,,,,,,208.0,0.004,1m,3.5,2.5,0.6,962.0,,,,,,,,352.0,0.009000000000000001,4m,2.0,1.0,0.5,994.0,,,,,,,,44.0,0.002,1m,3.5,2.5,2.0,406.0,,,,,,,,0.05,6,COMPLETE
119,119,12.720804802736774,2025-06-15 01:09:59.529551,2025-06-15 01:10:02.212499,0 days 00:00:02.682948,392,0.009000000000000001,3m,4.0,3.0,1.7000000000000002,780,738.0,0.009000000000000001,4m,3.5,2.0,0.8,896.0,522.0,0.008,1m,4.0,2.0,2.0,336.0,,,,,,,,210.0,0.004,1m,3.5,2.5,0.6,928.0,,,,,,,,356.0,0.009000000000000001,4m,2.0,1.0,0.5,998.0,,,,,,,,46.0,0.002,1m,3.5,2.5,2.0,396.0,,,,,,,,0.05,6,COMPLETE
120,120,3.9951975884732236,2025-06-15 01:10:02.292398,2025-06-15 01:10:04.864078,0 days 00:00:02.571680,400,0.005,3m,4.0,3.0,1.9000000000000001,790,752.0,0.009000000000000001,4m,3.5,2.0,0.8,716.0,508.0,0.008,1m,4.0,2.0,2.0,332.0,,,,,,,,170.0,0.004,3m,3.5,2.5,0.6,930.0,,,,,,,,364.0,0.008,3m,2.0,1.0,0.5,996.0,,,,,,,,48.0,0.001,1m,3.5,2.5,2.0,394.0,,,,,,,,0.05,6,COMPLETE
121,121,10.584722960552515,2025-06-15 01:10:04.920652,2025-06-15 01:10:07.694628,0 days 00:00:02.773976,434,0.005,3m,4.0,2.5,1.8,858,676.0,0.01,4m,3.5,2.0,0.8,892.0,598.0,0.008,1m,4.0,2.0,2.0,360.0,,,,,,,,222.0,0.004,1m,3.5,2.5,0.6,962.0,,,,,,,,312.0,0.009000000000000001,4m,2.0,1.0,0.6,1004.0,,,,,,,,38.0,0.002,1m,3.5,2.5,2.0,312.0,,,,,,,,0.05,6,COMPLETE
122,122,10.368865232188393,2025-06-15 01:10:07.763030,2025-06-15 01:10:10.348950,0 days 00:00:02.585920,432,0.006,3m,4.0,2.5,1.8,874,698.0,0.01,4m,3.5,2.0,0.8,894.0,590.0,0.008,1m,4.0,1.5,2.0,322.0,,,,,,,,206.0,0.005,1m,3.5,2.5,0.6,914.0,,,,,,,,316.0,0.009000000000000001,4m,2.0,1.0,0.6,1002.0,,,,,,,,42.0,0.002,1m,3.5,2.5,2.0,308.0,,,,,,,,0.05,6,COMPLETE
123,123,3.297510246676943,2025-06-15 01:10:10.420953,2025-06-15 01:10:12.983792,0 days 00:00:02.562839,474,0.005,3m,4.0,3.0,1.9000000000000001,868,664.0,0.01,4m,3.5,2.0,0.8,886.0,624.0,0.009000000000000001,1m,4.0,1.5,2.0,342.0,,,,,,,,212.0,0.005,1m,3.5,2.5,0.6,966.0,,,,,,,,228.0,0.009000000000000001,4m,2.0,1.0,0.6,1002.0,,,,,,,,86.0,0.002,1m,3.5,2.0,2.0,308.0,,,,,,,,0.05,6,COMPLETE
124,124,6.080000862615409,2025-06-15 01:10:13.044941,2025-06-15 01:10:15.623088,0 days 00:00:02.578147,432,0.006,3m,4.0,2.5,1.8,926,716.0,0.01,4m,3.5,1.5,0.6,900.0,594.0,0.008,1m,4.0,1.5,2.0,366.0,,,,,,,,136.0,0.005,1m,3.5,2.5,0.6,916.0,,,,,,,,302.0,0.008,4m,2.0,1.0,0.6,984.0,,,,,,,,44.0,0.003,1m,3.5,2.5,2.0,190.0,,,,,,,,0.05,6,COMPLETE
125,125,9.102195007914284,2025-06-15 01:10:15.683067,2025-06-15 01:10:18.728260,0 days 00:00:03.045193,350,0.005,3m,4.0,2.5,1.8,836,798.0,0.01,4m,3.5,2.5,0.7,954.0,664.0,0.009000000000000001,1m,4.0,1.0,2.0,322.0,18.0,0.01,2m,3.0,4.0,1.6,436.0,238.0,0.004,1m,3.5,3.0,0.6,956.0,,,,,,,,348.0,0.009000000000000001,4m,2.0,1.0,0.5,996.0,,,,,,,,44.0,0.003,1m,3.5,2.5,2.0,334.0,,,,,,,,0.05,7,COMPLETE
126,126,7.4898218216363714,2025-06-15 01:10:18.800144,2025-06-15 01:10:21.935055,0 days 00:00:03.134911,382,0.005,3m,4.0,2.5,1.7000000000000002,784,774.0,0.009000000000000001,4m,3.0,2.0,0.8,670.0,558.0,0.007,1m,4.0,2.0,2.0,426.0,842.0,0.009000000000000001,1m,4.0,1.0,1.5,122.0,84.0,0.006,1m,3.5,2.5,0.6,940.0,,,,,,,,324.0,0.009000000000000001,4m,2.5,1.0,0.7,1014.0,,,,,,,,98.0,0.001,1m,3.5,2.5,1.9000000000000001,258.0,,,,,,,,0.05,7,COMPLETE
127,127,-3.0805727824622733,2025-06-15 01:10:21.984033,2025-06-15 01:10:24.751916,0 days 00:00:02.767883,412,0.006,3m,4.0,2.5,1.7000000000000002,906,840.0,0.009000000000000001,4m,3.0,2.0,0.9,808.0,522.0,0.008,1m,4.0,2.0,2.0,362.0,,,,,,,,198.0,0.004,1m,3.5,2.5,0.6,980.0,,,,,,,,288.0,0.009000000000000001,2m,2.0,1.0,0.6,956.0,,,,,,,,78.0,0.002,1m,3.5,2.0,2.0,350.0,,,,,,,,0.05,6,COMPLETE
128,128,6.7636157890648345,2025-06-15 01:10:24.845740,2025-06-15 01:10:27.601696,0 days 00:00:02.755956,448,0.004,3m,4.0,2.5,1.7000000000000002,818,682.0,0.01,4m,3.5,1.5,0.7,744.0,474.0,0.007,1m,4.0,1.5,1.9000000000000001,310.0,,,,,,,,224.0,0.004,1m,4.0,2.5,0.6,642.0,,,,,,,,346.0,0.009000000000000001,4m,2.5,1.0,0.5,980.0,,,,,,,,18.0,0.001,1m,3.5,2.5,1.9000000000000001,400.0,,,,,,,,0.05,6,COMPLETE
129,129,2.388942792743335,2025-06-15 01:10:27.672479,2025-06-15 01:10:30.522340,0 days 00:00:02.849861,368,0.005,3m,4.0,3.0,1.8,726,638.0,0.009000000000000001,4m,3.5,2.0,1.1,882.0,564.0,0.009000000000000001,1m,4.0,2.0,2.0,392.0,,,,,,,,252.0,0.005,1m,3.5,2.5,0.5,922.0,,,,,,,,304.0,0.008,1m,2.0,1.0,0.7,1008.0,,,,,,,,134.0,0.002,1m,3.5,3.0,2.0,314.0,,,,,,,,0.05,6,COMPLETE
130,130,6.326461641816373,2025-06-15 01:10:30.598555,2025-06-15 01:10:33.842881,0 days 00:00:03.244326,520,0.004,3m,4.0,2.5,1.7000000000000002,750,836.0,0.008,4m,3.5,2.5,1.0,928.0,522.0,0.008,1m,3.5,1.5,2.0,460.0,276.0,0.007,1m,3.5,1.0,1.8,312.0,108.0,0.005,1m,3.5,2.5,0.6,1016.0,,,,,,,,280.0,0.007,4m,2.0,1.0,0.6,1024.0,,,,,,,,44.0,0.002,1m,3.5,2.5,2.0,212.0,,,,,,,,0.05,7,COMPLETE
131,131,11.629143000891661,2025-06-15 01:10:33.908745,2025-06-15 01:10:36.737214,0 days 00:00:02.828469,336,0.009000000000000001,3m,4.0,3.0,1.9000000000000001,862,606.0,0.01,4m,3.5,2.0,0.9,812.0,496.0,0.01,1m,4.0,2.0,1.9000000000000001,356.0,,,,,,,,184.0,0.004,1m,3.5,2.5,0.7,954.0,,,,,,,,354.0,0.009000000000000001,4m,2.0,1.0,0.5,966.0,,,,,,,,88.0,0.002,1m,3.5,2.5,1.9000000000000001,472.0,,,,,,,,0.05,6,COMPLETE
132,132,7.787737846980968,2025-06-15 01:10:36.810089,2025-06-15 01:10:39.499194,0 days 00:00:02.689105,336,0.009000000000000001,3m,4.0,3.0,1.9000000000000001,846,636.0,0.01,4m,3.5,2.0,0.8,802.0,488.0,0.01,1m,4.0,2.0,1.9000000000000001,338.0,,,,,,,,160.0,0.004,1m,3.5,2.5,0.7,964.0,,,,,,,,340.0,0.009000000000000001,4m,2.0,1.0,0.5,970.0,,,,,,,,92.0,0.002,1m,3.5,2.5,1.9000000000000001,468.0,,,,,,,,0.05,6,COMPLETE
133,133,3.440161041871159,2025-06-15 01:10:39.560219,2025-06-15 01:10:42.498148,0 days 00:00:02.937929,318,0.009000000000000001,3m,4.0,3.0,1.8,892,568.0,0.01,3m,4.0,2.0,0.9,972.0,598.0,0.008,1m,4.0,2.0,1.9000000000000001,358.0,,,,,,,,192.0,0.004,1m,3.5,2.5,0.7,950.0,,,,,,,,244.0,0.003,4m,2.0,1.0,0.5,942.0,,,,,,,,50.0,0.002,1m,3.5,2.5,2.0,416.0,,,,,,,,0.05,6,COMPLETE
