,number,value,datetime_start,datetime_complete,duration,params_AMD_INTC_beta_win,params_AMD_INTC_stop_loss,params_AMD_INTC_trade_freq,params_AMD_INTC_z_entry,params_AMD_INTC_z_exit,params_AMD_INTC_z_stop_scaler,params_AMD_INTC_z_win,params_ATVI_EXC_beta_win,params_ATVI_EXC_stop_loss,params_ATVI_EXC_trade_freq,params_ATVI_EXC_z_entry,params_ATVI_EXC_z_exit,params_ATVI_EXC_z_stop_scaler,params_ATVI_EXC_z_win,params_CHTR_INTC_beta_win,params_CHTR_INTC_stop_loss,params_CHTR_INTC_trade_freq,params_CHTR_INTC_z_entry,params_CHTR_INTC_z_exit,params_CHTR_INTC_z_stop_scaler,params_CHTR_INTC_z_win,params_COST_INTC_beta_win,params_COST_INTC_stop_loss,params_COST_INTC_trade_freq,params_COST_INTC_z_entry,params_COST_INTC_z_exit,params_COST_INTC_z_stop_scaler,params_COST_INTC_z_win,params_CSX_INTC_beta_win,params_CSX_INTC_stop_loss,params_CSX_INTC_trade_freq,params_CSX_INTC_z_entry,params_CSX_INTC_z_exit,params_CSX_INTC_z_stop_scaler,params_CSX_INTC_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_FAST_INTC_beta_win,params_FAST_INTC_stop_loss,params_FAST_INTC_trade_freq,params_FAST_INTC_z_entry,params_FAST_INTC_z_exit,params_FAST_INTC_z_stop_scaler,params_FAST_INTC_z_win,params_GFS_INTC_beta_win,params_GFS_INTC_stop_loss,params_GFS_INTC_trade_freq,params_GFS_INTC_z_entry,params_GFS_INTC_z_exit,params_GFS_INTC_z_stop_scaler,params_GFS_INTC_z_win,params_INTC_PAYX_beta_win,params_INTC_PAYX_stop_loss,params_INTC_PAYX_trade_freq,params_INTC_PAYX_z_entry,params_INTC_PAYX_z_exit,params_INTC_PAYX_z_stop_scaler,params_INTC_PAYX_z_win,params_INTC_VRSK_beta_win,params_INTC_VRSK_stop_loss,params_INTC_VRSK_trade_freq,params_INTC_VRSK_z_entry,params_INTC_VRSK_z_exit,params_INTC_VRSK_z_stop_scaler,params_INTC_VRSK_z_win,params_buffer_capital,params_pairs_to_trade,state
89,89,1.8450665223633682,2025-06-15 01:16:45.636975,2025-06-15 01:16:50.412951,0 days 00:00:04.775976,320.0,0.007,1m,1.0,3.0,2.0,636.0,790.0,0.006,4m,4.0,4.0,0.6,1000.0,320.0,0.004,1m,1.5,1.5,1.2000000000000002,144.0,16.0,0.005,2m,3.0,3.5,2.0,96.0,936.0,0.003,3m,2.0,3.5,0.6,886.0,202.0,0.003,2m,2.0,4.0,0.7,594.0,386,0.007,4m,2.0,2.5,0.5,44,626.0,0.004,1m,2.5,3.5,1.4,458.0,48.0,0.006,4m,4.0,1.5,1.5,938.0,148.0,0.001,3m,2.5,3.5,1.8,418.0,0.5,10,COMPLETE
90,90,-0.5709646162490911,2025-06-15 01:16:50.494791,2025-06-15 01:16:55.128503,0 days 00:00:04.633712,376.0,0.007,1m,1.5,1.0,1.5,752.0,846.0,0.002,1m,4.0,4.0,0.7,904.0,722.0,0.005,3m,2.5,2.0,1.3,180.0,854.0,0.003,4m,3.5,2.5,0.6,196.0,460.0,0.002,3m,3.0,3.0,2.0,972.0,78.0,0.009000000000000001,2m,3.0,3.5,1.3,920.0,290,0.009000000000000001,3m,4.0,3.5,0.6,80,846.0,0.006,4m,3.0,1.0,1.8,942.0,1024.0,0.002,2m,3.5,2.0,1.7000000000000002,976.0,578.0,0.007,3m,1.5,3.0,1.4,948.0,0.25,10,COMPLETE
91,91,5.622398380121234,2025-06-15 01:16:55.199917,2025-06-15 01:16:59.064461,0 days 00:00:03.864544,236.0,0.004,4m,1.5,1.5,1.6,842.0,96.0,0.001,3m,2.5,3.0,0.8,968.0,86.0,0.003,1m,2.0,1.0,1.0,78.0,558.0,0.002,1m,3.5,1.5,1.3,152.0,408.0,0.001,3m,2.5,3.5,0.5,936.0,,,,,,,,618,0.005,1m,1.0,2.0,0.6,78,,,,,,,,314.0,0.01,2m,4.0,2.5,1.3,72.0,496.0,0.002,4m,3.0,3.0,1.7000000000000002,988.0,0.35000000000000003,8,COMPLETE
92,92,1.146818659191492,2025-06-15 01:16:59.133580,2025-06-15 01:17:03.450769,0 days 00:00:04.317189,900.0,0.003,4m,2.5,2.0,1.7000000000000002,782.0,206.0,0.001,1m,4.0,4.0,1.3,866.0,376.0,0.004,1m,2.0,1.0,0.5,98.0,616.0,0.002,1m,3.5,2.0,1.4,228.0,334.0,0.001,3m,2.0,3.0,0.8,916.0,,,,,,,,452,0.006,1m,1.5,2.5,1.9000000000000001,18,496.0,0.008,2m,4.0,3.0,2.0,560.0,104.0,0.009000000000000001,2m,1.5,3.0,1.4,894.0,546.0,0.002,4m,3.0,2.5,1.9000000000000001,596.0,0.3,9,COMPLETE
93,93,6.695637095566622,2025-06-15 01:17:03.520248,2025-06-15 01:17:06.950576,0 days 00:00:03.430328,188.0,0.006,2m,2.0,2.5,1.0,864.0,876.0,0.001,4m,4.0,4.0,0.7,942.0,346.0,0.005,1m,2.0,1.0,0.8,48.0,94.0,0.001,1m,3.0,1.0,1.4,330.0,542.0,0.001,3m,2.5,4.0,0.6,962.0,,,,,,,,592,0.007,1m,2.0,2.5,0.5,56,,,,,,,,,,,,,,,412.0,0.006,1m,3.0,3.0,1.8,378.0,0.45,7,COMPLETE
94,94,5.996931987041655,2025-06-15 01:17:07.039978,2025-06-15 01:17:08.067496,0 days 00:00:01.027518,,,,,,,,,,,,,,,430.0,0.005,2m,2.0,1.0,0.9,16.0,,,,,,,,,,,,,,,,,,,,,,596,0.007,1m,2.0,2.5,0.5,116,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
95,95,5.437959700896058,2025-06-15 01:17:08.143257,2025-06-15 01:17:13.098782,0 days 00:00:04.955525,128.0,0.006,2m,1.0,2.5,1.0,862.0,980.0,0.001,4m,4.0,4.0,0.7,936.0,806.0,0.005,1m,2.0,1.5,0.8,56.0,70.0,0.001,1m,3.0,1.0,1.3,350.0,540.0,0.002,3m,2.5,4.0,0.6,988.0,556.0,0.006,2m,2.5,2.0,0.6,48.0,670,0.008,1m,2.0,3.0,0.5,52,522.0,0.007,4m,2.5,2.5,1.7000000000000002,830.0,184.0,0.002,2m,3.0,3.5,1.1,268.0,410.0,0.006,1m,3.0,3.0,1.8,360.0,0.45,10,COMPLETE
96,96,6.924679250736196,2025-06-15 01:17:13.174474,2025-06-15 01:17:17.017322,0 days 00:00:03.842848,190.0,0.006,2m,1.5,3.0,0.7,814.0,862.0,0.002,4m,4.0,4.0,0.5,976.0,296.0,0.006,1m,2.5,4.0,0.9,124.0,80.0,0.001,3m,3.0,1.0,1.5,420.0,504.0,0.001,3m,2.0,4.0,0.7,896.0,,,,,,,,712,0.007,1m,2.5,2.5,0.6,140,,,,,,,,418.0,0.003,2m,3.5,1.5,0.9,328.0,374.0,0.006,1m,1.5,3.0,1.7000000000000002,480.0,0.5,8,COMPLETE
97,97,1.9516968189127528,2025-06-15 01:17:17.103887,2025-06-15 01:17:20.965416,0 days 00:00:03.861529,198.0,0.006,2m,1.0,3.0,0.9,814.0,908.0,0.005,4m,4.0,4.0,0.5,1012.0,286.0,0.006,2m,2.5,4.0,0.8,124.0,92.0,0.001,3m,3.0,1.0,1.5,428.0,602.0,0.001,4m,2.5,4.0,0.7,836.0,,,,,,,,552,0.01,1m,3.0,2.0,1.5,32,,,,,,,,418.0,0.003,2m,3.5,1.5,0.9,212.0,372.0,0.006,1m,1.5,3.0,1.6,360.0,0.5,8,COMPLETE
98,98,-2.3496336677642544,2025-06-15 01:17:21.029651,2025-06-15 01:17:24.291897,0 days 00:00:03.262246,90.0,0.005,2m,1.5,3.0,0.6,876.0,866.0,0.002,4m,1.5,4.0,0.5,978.0,228.0,0.006,1m,2.5,3.0,1.0,148.0,60.0,0.001,3m,2.5,1.0,1.2000000000000002,476.0,550.0,0.001,2m,3.0,4.0,1.9000000000000001,906.0,,,,,,,,640,0.007,3m,2.5,2.0,0.6,110,,,,,,,,,,,,,,,342.0,0.007,1m,1.0,2.5,1.7000000000000002,472.0,0.5,7,COMPLETE
99,99,-0.9120546397003227,2025-06-15 01:17:24.357674,2025-06-15 01:17:28.124938,0 days 00:00:03.767264,274.0,0.006,2m,2.0,3.5,0.7,826.0,940.0,0.001,2m,4.0,4.0,0.6,994.0,388.0,0.009000000000000001,4m,3.0,2.5,1.1,106.0,166.0,0.001,3m,3.0,1.0,1.4,312.0,878.0,0.001,3m,2.0,4.0,0.7,768.0,,,,,,,,356,0.008,1m,3.0,2.5,0.7,338,,,,,,,,284.0,0.004,1m,3.0,2.0,0.8,316.0,312.0,0.005,1m,1.0,3.5,1.7000000000000002,304.0,0.45,8,COMPLETE
100,100,-1.7857393532447403,2025-06-15 01:17:28.191479,2025-06-15 01:17:32.115132,0 days 00:00:03.923653,178.0,0.002,2m,1.0,3.0,1.0,976.0,162.0,0.006,4m,3.5,4.0,0.5,962.0,340.0,0.007,2m,3.0,3.5,0.9,272.0,908.0,0.001,3m,3.0,1.0,1.6,398.0,784.0,0.001,3m,1.5,4.0,2.0,720.0,,,,,,,,496,0.006,2m,2.5,3.0,0.8,400,,,,,,,,342.0,0.003,2m,1.0,2.5,1.7000000000000002,230.0,238.0,0.006,1m,1.5,3.0,0.5,514.0,0.5,8,COMPLETE
101,101,2.663801892647436,2025-06-15 01:17:32.188734,2025-06-15 01:17:37.031467,0 days 00:00:04.842733,224.0,0.007,2m,1.5,2.5,0.5,734.0,810.0,0.002,4m,4.0,3.5,0.6,912.0,352.0,0.005,1m,2.0,1.5,0.9,42.0,66.0,0.002,1m,3.0,1.0,1.5,524.0,918.0,0.002,3m,2.0,3.5,0.6,954.0,842.0,0.002,2m,2.5,1.0,0.9,786.0,712,0.007,1m,2.0,2.5,0.5,146,638.0,0.01,1m,3.0,3.0,1.9000000000000001,732.0,144.0,0.003,2m,4.0,1.5,0.6,170.0,328.0,0.008,1m,2.0,3.0,1.8,242.0,0.45,10,COMPLETE
102,102,-2.0589599714428504,2025-06-15 01:17:37.102034,2025-06-15 01:17:41.399106,0 days 00:00:04.297072,150.0,0.005,2m,1.5,3.0,0.8,768.0,876.0,0.003,4m,4.0,4.0,1.6,888.0,468.0,0.005,1m,2.5,1.0,0.9,78.0,150.0,0.002,4m,1.5,1.5,1.4,44.0,490.0,0.002,3m,2.0,4.0,0.5,860.0,,,,,,,,752,0.007,1m,2.0,2.5,0.6,70,344.0,0.004,4m,2.5,3.5,1.5,202.0,424.0,0.005,2m,3.5,1.0,0.9,340.0,294.0,0.007,1m,1.5,3.0,1.9000000000000001,428.0,0.5,9,COMPLETE
103,103,4.313645676545007,2025-06-15 01:17:41.491324,2025-06-15 01:17:44.937122,0 days 00:00:03.445798,302.0,0.006,2m,1.5,3.0,0.6,944.0,646.0,0.001,4m,4.0,3.5,0.8,944.0,300.0,0.004,1m,2.0,4.0,0.8,60.0,202.0,0.005,1m,3.0,3.0,1.9000000000000001,372.0,1022.0,0.002,3m,2.0,3.5,1.8,1000.0,,,,,,,,784,0.007,1m,3.5,2.5,0.5,96,,,,,,,,,,,,,,,360.0,0.006,1m,3.0,3.0,1.6,526.0,0.5,7,COMPLETE
104,104,2.3421213806878867,2025-06-15 01:17:45.031328,2025-06-15 01:17:49.383806,0 days 00:00:04.352478,182.0,0.007,1m,1.5,3.5,1.9000000000000001,796.0,900.0,0.002,4m,4.0,4.0,0.9,976.0,394.0,0.006,1m,3.0,3.5,1.0,96.0,690.0,0.001,3m,3.5,1.0,1.2000000000000002,112.0,518.0,0.003,3m,2.5,4.0,0.6,968.0,,,,,,,,842,0.006,1m,2.0,2.5,0.7,136,208.0,0.006,3m,1.5,3.0,1.8,376.0,220.0,0.007,2m,4.0,1.0,1.5,990.0,250.0,0.007,3m,3.0,2.5,1.8,376.0,0.4,9,COMPLETE
105,105,2.951181747853334,2025-06-15 01:17:49.454430,2025-06-15 01:17:54.261985,0 days 00:00:04.807555,338.0,0.006,1m,2.0,2.5,1.8,910.0,838.0,0.005,1m,4.0,4.0,0.7,1022.0,318.0,0.005,1m,2.0,1.5,0.8,630.0,824.0,0.004,2m,2.5,3.0,1.3,448.0,428.0,0.001,3m,3.5,3.0,0.7,896.0,684.0,0.004,2m,3.5,4.0,0.6,942.0,592,0.008,1m,2.5,2.0,0.6,178,420.0,0.002,3m,2.0,2.0,1.1,486.0,378.0,0.006,4m,3.5,2.0,1.6,418.0,456.0,0.006,2m,3.0,3.0,1.5,466.0,0.5,10,COMPLETE
106,106,2.7887462908867815,2025-06-15 01:17:54.337089,2025-06-15 01:17:57.676837,0 days 00:00:03.339748,250.0,0.008,2m,1.0,3.0,1.7000000000000002,538.0,80.0,0.002,4m,4.0,4.0,0.6,868.0,272.0,0.005,1m,2.5,2.5,0.9,128.0,542.0,0.002,1m,3.5,1.0,1.8,16.0,572.0,0.002,1m,1.5,3.5,0.6,944.0,,,,,,,,892,0.007,1m,2.0,4.0,0.5,256,,,,,,,,,,,,,,,380.0,0.005,3m,3.5,3.0,1.6,882.0,0.4,7,COMPLETE
107,107,3.7040578266926225,2025-06-15 01:17:57.746316,2025-06-15 01:18:02.175491,0 days 00:00:04.429175,216.0,0.007,3m,3.0,2.5,1.1,706.0,40.0,0.003,2m,4.0,3.5,0.8,302.0,448.0,0.004,1m,2.0,1.0,0.7,38.0,112.0,0.001,4m,3.0,1.5,2.0,290.0,958.0,0.005,3m,2.0,4.0,0.5,1018.0,,,,,,,,666,0.006,3m,2.0,2.5,0.6,54,268.0,0.008,2m,3.5,4.0,1.7000000000000002,664.0,190.0,0.002,2m,4.0,1.5,1.4,942.0,194.0,0.008,3m,2.5,2.5,1.8,318.0,0.45,9,COMPLETE
108,108,1.0024051150750668,2025-06-15 01:18:02.252912,2025-06-15 01:18:06.316444,0 days 00:00:04.063532,66.0,0.004,1m,1.0,3.0,1.6,854.0,756.0,0.001,1m,4.0,4.0,0.5,922.0,554.0,0.006,2m,2.5,1.5,1.0,172.0,770.0,0.003,3m,3.0,2.5,1.7000000000000002,404.0,834.0,0.002,3m,3.0,2.5,1.9000000000000001,916.0,,,,,,,,752,0.007,1m,2.0,3.0,0.6,34,,,,,,,,260.0,0.008,2m,3.0,1.5,1.3,268.0,410.0,0.007,1m,2.0,3.0,1.7000000000000002,900.0,0.3,8,COMPLETE
109,109,-1.7590737088274093,2025-06-15 01:18:06.385202,2025-06-15 01:18:11.037328,0 days 00:00:04.652126,108.0,0.005,1m,1.5,3.5,0.8,998.0,410.0,0.001,4m,3.5,4.0,0.7,824.0,590.0,0.005,3m,2.0,2.0,1.0,188.0,440.0,0.002,1m,3.5,1.0,1.9000000000000001,336.0,460.0,0.004,3m,3.0,4.0,2.0,982.0,118.0,0.009000000000000001,3m,3.0,3.5,0.6,734.0,716,0.008,4m,3.0,2.5,1.0,208,528.0,0.005,3m,2.5,2.5,2.0,978.0,114.0,0.004,3m,2.5,3.0,1.2000000000000002,390.0,270.0,0.004,3m,3.0,3.5,1.9000000000000001,830.0,0.3,10,COMPLETE
110,110,1.463327695224075,2025-06-15 01:18:11.093086,2025-06-15 01:18:15.129327,0 days 00:00:04.036241,38.0,0.003,2m,2.0,4.0,0.6,878.0,816.0,0.004,4m,4.0,3.5,0.6,558.0,20.0,0.004,1m,1.5,1.0,1.1,114.0,54.0,0.008,2m,2.5,4.0,1.6,86.0,990.0,0.001,3m,2.5,3.0,0.8,892.0,,,,,,,,538,0.007,2m,1.5,2.0,0.7,128,,,,,,,,168.0,0.001,2m,1.0,2.0,1.0,488.0,222.0,0.005,2m,3.5,2.5,1.3,852.0,0.45,8,COMPLETE
111,111,6.867964486977913,2025-06-15 01:18:15.219393,2025-06-15 01:18:18.446370,0 days 00:00:03.226977,1024.0,0.004,4m,2.5,2.0,1.5,920.0,244.0,0.001,3m,4.0,2.5,0.7,1002.0,254.0,0.004,1m,2.0,1.0,0.6,86.0,480.0,0.002,1m,3.5,2.0,1.4,244.0,368.0,0.001,3m,2.5,2.0,0.7,948.0,,,,,,,,596,0.005,1m,1.5,2.5,2.0,90,,,,,,,,,,,,,,,484.0,0.001,4m,3.0,3.0,1.7000000000000002,694.0,0.35000000000000003,7,COMPLETE
112,112,3.150146444306882,2025-06-15 01:18:18.542862,2025-06-15 01:18:21.827286,0 days 00:00:03.284424,996.0,0.004,4m,2.5,2.0,1.5,836.0,926.0,0.001,3m,4.0,2.5,0.8,1002.0,350.0,0.004,1m,2.0,1.0,0.6,70.0,474.0,0.002,1m,3.5,2.0,1.5,214.0,370.0,0.001,3m,2.5,2.0,0.7,938.0,,,,,,,,518,0.005,1m,1.5,2.5,2.0,82,,,,,,,,,,,,,,,446.0,0.001,4m,3.0,3.0,1.7000000000000002,670.0,0.25,7,COMPLETE
113,113,-2.572740844515693,2025-06-15 01:18:21.908521,2025-06-15 01:18:24.880460,0 days 00:00:02.971939,930.0,0.004,4m,2.5,2.0,1.6,956.0,248.0,0.002,3m,4.0,3.0,0.7,962.0,186.0,0.004,1m,2.0,1.0,0.5,88.0,,,,,,,,314.0,0.001,3m,2.0,2.0,1.2000000000000002,962.0,,,,,,,,628,0.004,1m,1.5,2.5,0.5,494,,,,,,,,,,,,,,,486.0,0.001,4m,3.0,3.0,1.6,1022.0,0.35000000000000003,6,COMPLETE
114,114,6.658539890605399,2025-06-15 01:18:24.961210,2025-06-15 01:18:28.317743,0 days 00:00:03.356533,956.0,0.004,4m,2.5,1.5,1.7000000000000002,896.0,304.0,0.001,3m,4.0,2.5,0.8,938.0,308.0,0.005,1m,2.0,1.0,0.6,32.0,498.0,0.001,1m,3.5,2.0,1.4,236.0,110.0,0.002,3m,2.5,2.0,0.7,916.0,,,,,,,,606,0.005,1m,2.0,2.5,1.3,108,,,,,,,,,,,,,,,540.0,0.001,3m,3.0,3.0,1.8,638.0,0.3,7,COMPLETE
115,115,4.2574634602430255,2025-06-15 01:18:28.406153,2025-06-15 01:18:31.212109,0 days 00:00:02.805956,946.0,0.004,4m,2.5,1.5,1.7000000000000002,908.0,314.0,0.001,3m,4.0,2.5,1.0,984.0,308.0,0.003,1m,3.0,1.5,0.6,142.0,,,,,,,,156.0,0.001,3m,2.5,2.0,0.8,864.0,,,,,,,,570,0.005,1m,2.0,2.0,1.2000000000000002,98,,,,,,,,,,,,,,,312.0,0.001,4m,3.0,3.0,1.7000000000000002,632.0,0.3,6,COMPLETE
116,116,3.0850563905190675,2025-06-15 01:18:31.283119,2025-06-15 01:18:34.604215,0 days 00:00:03.321096,1018.0,0.003,4m,2.5,3.0,1.4,930.0,296.0,0.008,3m,4.0,2.5,0.8,936.0,252.0,0.005,2m,2.0,1.5,0.6,60.0,502.0,0.001,1m,4.0,2.0,1.4,242.0,96.0,0.002,4m,2.5,2.0,0.7,1004.0,,,,,,,,606,0.005,1m,2.0,2.5,1.6,60,,,,,,,,,,,,,,,536.0,0.001,3m,3.0,3.0,1.8,562.0,0.4,7,COMPLETE
117,117,-0.7634236192882651,2025-06-15 01:18:34.668698,2025-06-15 01:18:38.268602,0 days 00:00:03.599904,960.0,0.005,4m,3.0,1.5,1.7000000000000002,894.0,240.0,0.001,3m,4.0,2.0,0.9,1006.0,224.0,0.006,1m,3.5,1.0,0.7,102.0,416.0,0.001,1m,3.0,2.0,1.3,278.0,680.0,0.001,3m,2.5,2.0,1.0,836.0,,,,,,,,468,0.005,3m,2.0,3.0,1.1,16,,,,,,,,,,,,,,,422.0,0.007,1m,3.0,2.5,1.8,688.0,0.3,7,COMPLETE
118,118,-0.24695182226009618,2025-06-15 01:18:38.339755,2025-06-15 01:18:41.833306,0 days 00:00:03.493551,1022.0,0.004,4m,2.5,1.5,1.6,796.0,260.0,0.001,3m,3.5,2.5,0.5,952.0,52.0,0.004,1m,2.5,1.5,0.5,156.0,536.0,0.001,1m,3.0,1.5,1.4,356.0,128.0,0.002,3m,3.0,2.0,0.6,910.0,,,,,,,,24,0.004,1m,2.5,2.5,1.9000000000000001,114,,,,,,,,,,,,,,,340.0,0.001,2m,3.5,3.0,1.7000000000000002,744.0,0.35000000000000003,7,COMPLETE
119,119,2.7219960028618417,2025-06-15 01:18:41.909943,2025-06-15 01:18:45.354267,0 days 00:00:03.444324,988.0,0.004,4m,2.5,3.0,1.5,864.0,208.0,0.001,3m,4.0,2.5,0.6,976.0,158.0,0.005,1m,1.5,2.0,0.5,36.0,584.0,0.001,1m,3.5,2.0,0.5,604.0,242.0,0.001,2m,2.5,2.5,0.8,652.0,,,,,,,,684,0.006,1m,2.0,2.5,2.0,868,,,,,,,,,,,,,,,598.0,0.006,3m,3.0,2.5,1.6,794.0,0.3,7,COMPLETE
120,120,5.655310198073427,2025-06-15 01:18:45.436948,2025-06-15 01:18:49.283219,0 days 00:00:03.846271,954.0,0.001,4m,2.5,1.5,1.7000000000000002,996.0,112.0,0.005,3m,4.0,2.5,0.8,1022.0,282.0,0.004,2m,2.5,3.0,0.7,228.0,484.0,0.002,1m,3.5,2.0,1.3,316.0,196.0,0.003,3m,3.0,1.5,0.9,982.0,,,,,,,,422,0.005,1m,2.0,2.0,1.3,170,,,,,,,,962.0,0.002,3m,3.5,3.5,1.8,784.0,242.0,0.007,4m,3.0,3.0,1.8,604.0,0.5,8,COMPLETE
121,121,0.22171640528301093,2025-06-15 01:18:49.364903,2025-06-15 01:18:53.991255,0 days 00:00:04.626352,284.0,0.003,1m,1.0,2.0,1.8,820.0,338.0,0.002,1m,4.0,4.0,0.7,916.0,380.0,0.005,1m,2.0,1.0,0.6,34.0,736.0,0.002,1m,3.5,2.5,2.0,192.0,36.0,0.002,3m,2.0,2.0,0.7,944.0,1010.0,0.005,4m,2.0,2.5,0.9,630.0,640,0.006,1m,1.5,2.5,0.6,152,818.0,0.007,4m,3.0,1.0,1.6,876.0,208.0,0.003,2m,4.0,1.0,1.9000000000000001,1000.0,502.0,0.001,3m,2.5,3.0,1.9000000000000001,636.0,0.25,10,COMPLETE
122,122,4.649440572590104,2025-06-15 01:18:54.081805,2025-06-15 01:18:58.687173,0 days 00:00:04.605368,1004.0,0.006,1m,2.0,2.0,1.8,762.0,176.0,0.001,2m,4.0,3.0,0.7,904.0,418.0,0.005,1m,2.0,1.0,0.9,58.0,286.0,0.003,4m,3.5,2.5,1.4,142.0,518.0,0.002,3m,2.0,2.5,0.5,1024.0,264.0,0.003,1m,2.5,3.0,0.6,840.0,586,0.007,1m,2.0,2.5,0.5,78,160.0,0.008,3m,3.0,3.5,1.9000000000000001,630.0,282.0,0.009000000000000001,2m,1.5,2.5,1.4,346.0,526.0,0.001,3m,3.0,3.0,1.7000000000000002,482.0,0.3,10,COMPLETE
123,123,2.4301624384889657,2025-06-15 01:18:58.781427,2025-06-15 01:19:02.048371,0 days 00:00:03.266944,204.0,0.004,1m,1.0,1.0,1.7000000000000002,614.0,1024.0,0.002,3m,4.0,2.5,0.9,938.0,364.0,0.005,1m,2.0,1.0,0.8,876.0,100.0,0.001,1m,3.0,2.0,2.0,232.0,586.0,0.006,3m,2.5,2.0,0.6,880.0,,,,,,,,662,0.005,1m,1.5,2.5,0.5,38,,,,,,,,,,,,,,,562.0,0.002,3m,3.0,3.0,1.7000000000000002,578.0,0.3,7,COMPLETE
124,124,6.080731992511524,2025-06-15 01:19:02.117412,2025-06-15 01:19:06.287183,0 days 00:00:04.169771,462.0,0.008,4m,1.5,2.5,1.6,732.0,144.0,0.001,4m,4.0,4.0,0.8,880.0,336.0,0.005,1m,2.0,1.0,0.9,18.0,438.0,0.002,2m,3.5,1.5,1.5,164.0,508.0,0.002,3m,2.0,2.0,2.0,926.0,,,,,,,,554,0.004,1m,2.0,2.5,2.0,130,338.0,0.009000000000000001,4m,2.5,3.0,1.4,786.0,532.0,0.01,1m,4.0,3.0,1.5,852.0,276.0,0.002,3m,2.5,3.5,2.0,772.0,0.35000000000000003,9,COMPLETE
125,125,2.2751429966826984,2025-06-15 01:19:06.367956,2025-06-15 01:19:10.941919,0 days 00:00:04.573963,972.0,0.007,1m,2.5,3.0,1.8,790.0,58.0,0.002,3m,4.0,4.0,0.7,996.0,298.0,0.006,4m,2.0,1.5,0.7,86.0,506.0,0.004,3m,4.0,2.5,0.5,258.0,622.0,0.003,3m,2.0,3.5,0.6,962.0,476.0,0.002,2m,3.0,3.5,1.5,908.0,740,0.009000000000000001,2m,1.0,2.5,0.6,98,54.0,0.005,1m,1.5,2.0,1.8,694.0,78.0,0.008,2m,2.5,1.5,1.7000000000000002,904.0,302.0,0.005,3m,3.0,3.0,1.8,538.0,0.25,10,COMPLETE
126,126,5.7712649896101995,2025-06-15 01:19:11.029472,2025-06-15 01:19:14.751228,0 days 00:00:03.721756,244.0,0.003,3m,1.5,1.5,1.7000000000000002,890.0,24.0,0.001,1m,1.0,4.0,0.6,958.0,402.0,0.005,1m,3.0,1.0,0.5,116.0,38.0,0.003,1m,3.5,1.0,1.4,184.0,474.0,0.001,3m,3.0,3.0,1.3,312.0,,,,,,,,996,0.006,1m,2.0,2.0,0.9,66,,,,,,,,848.0,0.005,2m,3.5,4.0,1.6,604.0,648.0,0.007,3m,3.0,3.0,1.9000000000000001,706.0,0.4,8,COMPLETE
127,127,3.7501794131527135,2025-06-15 01:19:14.845879,2025-06-15 01:19:17.496766,0 days 00:00:02.650887,130.0,0.002,2m,2.0,3.0,1.6,846.0,278.0,0.005,4m,2.0,2.5,0.5,176.0,316.0,0.004,1m,2.0,1.5,1.0,70.0,,,,,,,,558.0,0.002,1m,2.0,3.5,0.7,540.0,,,,,,,,332,0.008,3m,2.5,3.0,1.5,186,,,,,,,,,,,,,,,358.0,0.001,3m,2.0,2.5,1.6,948.0,0.5,6,COMPLETE
128,128,6.021605388408146,2025-06-15 01:19:17.588858,2025-06-15 01:19:21.135747,0 days 00:00:03.546889,264.0,0.005,1m,1.0,2.0,1.7000000000000002,930.0,862.0,0.002,3m,4.0,3.5,0.6,894.0,490.0,0.003,2m,2.0,1.0,0.8,134.0,392.0,0.001,4m,3.0,2.0,1.8,122.0,894.0,0.002,3m,1.0,4.0,0.5,930.0,,,,,,,,392,0.007,1m,1.0,2.5,1.9000000000000001,154,,,,,,,,390.0,0.001,3m,4.0,1.0,1.3,958.0,988.0,0.002,4m,3.0,3.0,1.4,652.0,0.45,8,COMPLETE
129,129,2.936923720596444,2025-06-15 01:19:21.216901,2025-06-15 01:19:25.570033,0 days 00:00:04.353132,158.0,0.009000000000000001,4m,3.0,2.5,1.6,814.0,890.0,0.001,4m,4.0,4.0,0.7,930.0,334.0,0.005,1m,2.0,1.5,0.9,46.0,556.0,0.005,1m,3.0,1.5,1.9000000000000001,502.0,944.0,0.001,3m,2.5,1.5,1.6,984.0,344.0,0.008,4m,3.5,4.0,0.8,432.0,700,0.009000000000000001,1m,1.5,2.5,0.5,54,480.0,0.006,2m,2.0,2.5,0.7,746.0,346.0,0.006,4m,3.0,3.5,1.0,282.0,934.0,0.006,3m,3.5,3.5,1.8,994.0,0.35000000000000003,10,COMPLETE
