,number,value,datetime_start,datetime_complete,duration,params_ADI_AMZN_beta_win,params_ADI_AMZN_stop_loss,params_ADI_AMZN_trade_freq,params_ADI_AMZN_z_entry,params_ADI_AMZN_z_exit,params_ADI_AMZN_z_stop_scaler,params_ADI_AMZN_z_win,params_AMZN_GOOG_beta_win,params_AMZN_GOOG_stop_loss,params_AMZN_GOOG_trade_freq,params_AMZN_GOOG_z_entry,params_AMZN_GOOG_z_exit,params_AMZN_GOOG_z_stop_scaler,params_AMZN_GOOG_z_win,params_ASML_CPRT_beta_win,params_ASML_CPRT_stop_loss,params_ASML_CPRT_trade_freq,params_ASML_CPRT_z_entry,params_ASML_CPRT_z_exit,params_ASML_CPRT_z_stop_scaler,params_ASML_CPRT_z_win,params_ASML_ROST_beta_win,params_ASML_ROST_stop_loss,params_ASML_ROST_trade_freq,params_ASML_ROST_z_entry,params_ASML_ROST_z_exit,params_ASML_ROST_z_stop_scaler,params_ASML_ROST_z_win,params_ATVI_MCHP_beta_win,params_ATVI_MCHP_stop_loss,params_ATVI_MCHP_trade_freq,params_ATVI_MCHP_z_entry,params_ATVI_MCHP_z_exit,params_ATVI_MCHP_z_stop_scaler,params_ATVI_MCHP_z_win,params_BIIB_CMCSA_beta_win,params_BIIB_CMCSA_stop_loss,params_BIIB_CMCSA_trade_freq,params_BIIB_CMCSA_z_entry,params_BIIB_CMCSA_z_exit,params_BIIB_CMCSA_z_stop_scaler,params_BIIB_CMCSA_z_win,params_CPRT_ROST_beta_win,params_CPRT_ROST_stop_loss,params_CPRT_ROST_trade_freq,params_CPRT_ROST_z_entry,params_CPRT_ROST_z_exit,params_CPRT_ROST_z_stop_scaler,params_CPRT_ROST_z_win,params_FISV_INTC_beta_win,params_FISV_INTC_stop_loss,params_FISV_INTC_trade_freq,params_FISV_INTC_z_entry,params_FISV_INTC_z_exit,params_FISV_INTC_z_stop_scaler,params_FISV_INTC_z_win,params_KDP_MRNA_beta_win,params_KDP_MRNA_stop_loss,params_KDP_MRNA_trade_freq,params_KDP_MRNA_z_entry,params_KDP_MRNA_z_exit,params_KDP_MRNA_z_stop_scaler,params_KDP_MRNA_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_buffer_capital,params_pairs_to_trade,state
75,75,5.814063308785396,2025-06-15 00:51:00.985724,2025-06-15 00:51:04.521495,0 days 00:00:03.535771,300.0,0.002,4m,1.5,1.5,1.4,82.0,,,,,,,,780,0.004,1m,3.5,4.0,0.8,990,,,,,,,,,,,,,,,720.0,0.001,2m,4.0,4.0,1.8,242.0,84.0,0.002,3m,1.5,3.0,0.7,758.0,318.0,0.001,3m,2.5,2.0,0.5,130.0,536.0,0.001,3m,1.0,3.0,0.7,646.0,904.0,0.009000000000000001,1m,1.5,4.0,1.6,62.0,0.35000000000000003,7,COMPLETE
76,76,3.699821168641538,2025-06-15 00:51:04.624019,2025-06-15 00:51:08.100635,0 days 00:00:03.476616,404.0,0.002,2m,2.0,2.0,1.4,120.0,,,,,,,,826,0.002,1m,4.0,3.5,0.6,784,,,,,,,,,,,,,,,660.0,0.001,2m,4.0,3.5,1.8,140.0,50.0,0.001,3m,2.5,3.0,0.6,628.0,502.0,0.003,2m,2.0,1.0,0.7,172.0,448.0,0.002,1m,1.5,2.5,0.6,528.0,784.0,0.008,4m,1.0,3.5,1.9000000000000001,222.0,0.3,7,COMPLETE
77,77,1.6326335246211725,2025-06-15 00:51:08.187153,2025-06-15 00:51:11.161934,0 days 00:00:02.974781,452.0,0.003,4m,1.5,1.5,1.3,180.0,,,,,,,,670,0.003,1m,3.5,4.0,0.5,950,,,,,,,,,,,,,,,,,,,,,,178.0,0.002,3m,1.5,1.5,0.7,540.0,218.0,0.001,3m,2.5,1.0,0.6,52.0,606.0,0.002,3m,3.5,2.5,0.8,586.0,1000.0,0.01,4m,1.0,4.0,1.7000000000000002,74.0,0.3,6,COMPLETE
78,78,9.233522124194614,2025-06-15 00:51:11.257485,2025-06-15 00:51:15.179189,0 days 00:00:03.921704,368.0,0.004,4m,2.0,1.0,1.7000000000000002,48.0,,,,,,,,762,0.002,1m,4.0,3.5,0.7,902,,,,,,,,416.0,0.004,2m,2.0,3.5,1.3,990.0,476.0,0.001,3m,4.0,4.0,1.7000000000000002,86.0,250.0,0.003,3m,2.0,2.5,0.8,730.0,424.0,0.004,3m,2.0,1.5,0.7,234.0,488.0,0.001,3m,1.0,3.0,0.5,766.0,854.0,0.009000000000000001,3m,1.5,3.5,1.6,16.0,0.4,8,COMPLETE
79,79,2.8294185416245208,2025-06-15 00:51:15.287705,2025-06-15 00:51:19.099347,0 days 00:00:03.811642,240.0,0.003,4m,2.5,1.0,1.6,272.0,,,,,,,,728,0.003,1m,3.0,3.0,0.8,994,,,,,,,,542.0,0.007,2m,3.5,3.0,1.6,502.0,742.0,0.001,2m,4.0,3.5,1.9000000000000001,242.0,16.0,0.001,3m,2.5,3.0,1.0,496.0,260.0,0.002,3m,2.0,1.0,0.5,112.0,666.0,0.002,3m,1.0,3.5,0.6,722.0,912.0,0.007,4m,1.0,4.0,1.7000000000000002,178.0,0.35000000000000003,8,COMPLETE
80,80,-0.6882234818094269,2025-06-15 00:51:19.170861,2025-06-15 00:51:22.165615,0 days 00:00:02.994754,622.0,0.001,4m,2.0,1.5,1.5,92.0,,,,,,,,984,0.001,1m,3.5,3.5,0.5,720,,,,,,,,,,,,,,,,,,,,,,98.0,0.003,2m,1.5,2.5,0.5,566.0,148.0,0.003,2m,2.0,1.0,0.9,324.0,382.0,0.003,4m,1.5,3.0,0.7,976.0,950.0,0.008,4m,1.5,4.0,1.8,1008.0,0.4,6,COMPLETE
81,81,10.440018581156108,2025-06-15 00:51:22.235627,2025-06-15 00:51:25.687027,0 days 00:00:03.451400,488.0,0.002,4m,2.0,2.0,1.5,40.0,,,,,,,,750,0.004,1m,4.0,3.5,0.6,834,,,,,,,,,,,,,,,926.0,0.002,2m,4.0,4.0,1.7000000000000002,152.0,120.0,0.003,3m,2.5,3.0,0.8,712.0,206.0,0.002,3m,1.5,1.0,0.6,80.0,424.0,0.002,3m,1.0,3.0,0.7,670.0,966.0,0.009000000000000001,4m,1.0,3.5,1.6,114.0,0.4,7,COMPLETE
82,82,4.380607002780898,2025-06-15 00:51:25.764545,2025-06-15 00:51:29.093807,0 days 00:00:03.329262,542.0,0.002,4m,2.0,2.0,1.5,44.0,,,,,,,,930,0.004,1m,4.0,3.5,0.6,874,,,,,,,,,,,,,,,580.0,0.001,2m,4.0,4.0,1.7000000000000002,144.0,132.0,0.002,3m,2.5,3.0,0.7,694.0,294.0,0.002,3m,1.5,1.0,0.6,52.0,564.0,0.002,3m,1.0,3.0,0.5,660.0,992.0,0.009000000000000001,4m,1.0,4.0,1.7000000000000002,128.0,0.35000000000000003,7,COMPLETE
83,83,10.323251616161807,2025-06-15 00:51:29.183913,2025-06-15 00:51:32.519887,0 days 00:00:03.335974,476.0,0.002,4m,2.0,2.0,1.6,158.0,,,,,,,,878,0.003,1m,4.0,3.0,0.7,924,,,,,,,,,,,,,,,934.0,0.002,2m,4.0,4.0,1.9000000000000001,68.0,52.0,0.003,3m,2.0,3.0,0.8,648.0,216.0,0.001,3m,2.0,1.5,0.5,180.0,468.0,0.001,3m,1.0,3.0,0.8,534.0,878.0,0.009000000000000001,4m,1.0,4.0,1.6,68.0,0.4,7,COMPLETE
84,84,5.037269423776433,2025-06-15 00:51:32.613934,2025-06-15 00:51:36.478992,0 days 00:00:03.865058,470.0,0.002,4m,2.0,2.0,1.6,142.0,,,,,,,,882,0.003,1m,4.0,3.0,0.7,830,,,,,,,,,,,,,,,930.0,0.002,2m,4.0,4.0,1.9000000000000001,64.0,72.0,0.003,3m,2.5,3.0,0.8,650.0,220.0,0.001,3m,1.5,1.5,0.6,88.0,444.0,0.001,3m,1.0,2.5,0.8,526.0,892.0,0.01,4m,1.0,3.5,1.6,754.0,0.45,7,COMPLETE
85,85,-0.9742471941432023,2025-06-15 00:51:36.589508,2025-06-15 00:51:43.887944,0 days 00:00:07.298436,508.0,0.002,4m,2.5,2.0,1.7000000000000002,74.0,,,,,,,,846,0.003,1m,4.0,3.0,0.8,930,,,,,,,,1024.0,0.002,1m,2.5,1.0,1.2000000000000002,144.0,840.0,0.003,1m,4.0,4.0,2.0,96.0,156.0,0.003,3m,3.0,3.0,0.6,722.0,142.0,0.001,3m,1.5,1.5,0.5,198.0,472.0,0.001,1m,2.5,3.5,0.7,484.0,656.0,0.008,1m,1.0,4.0,1.5,106.0,0.4,8,COMPLETE
86,86,6.629050936599408,2025-06-15 00:51:44.001456,2025-06-15 00:51:48.276555,0 days 00:00:04.275099,444.0,0.001,2m,1.5,2.0,1.8,110.0,,,,,,,,922,0.004,1m,4.0,3.5,0.7,906,,,,,,,,,,,,,,,792.0,0.002,2m,4.0,4.0,1.7000000000000002,220.0,96.0,0.004,3m,2.5,3.0,0.8,590.0,204.0,0.001,3m,2.0,2.0,0.8,130.0,358.0,0.003,3m,1.0,3.0,0.6,428.0,968.0,0.009000000000000001,4m,1.0,3.5,1.6,150.0,0.4,7,COMPLETE
87,87,6.636673917228451,2025-06-15 00:51:48.373605,2025-06-15 00:51:51.263015,0 days 00:00:02.889410,598.0,0.002,4m,2.5,2.0,1.4,42.0,,,,,,,,816,0.005,1m,4.0,3.5,0.9,972,,,,,,,,,,,,,,,,,,,,,,196.0,0.002,4m,3.0,2.0,1.0,686.0,126.0,0.002,4m,1.5,1.5,0.6,182.0,402.0,0.01,3m,1.0,3.5,0.8,634.0,1022.0,0.009000000000000001,4m,1.5,4.0,1.3,86.0,0.45,6,COMPLETE
88,88,3.1250664452614503,2025-06-15 00:51:51.339020,2025-06-15 00:51:54.726431,0 days 00:00:03.387411,554.0,0.001,4m,2.0,1.5,1.6,16.0,,,,,,,,734,0.004,1m,4.0,3.0,1.3,1024,,,,,,,,,,,,,,,944.0,0.01,2m,3.5,3.5,1.8,48.0,316.0,0.003,3m,2.0,3.0,0.8,604.0,272.0,0.001,3m,2.5,1.0,0.5,456.0,318.0,0.001,3m,1.0,3.0,0.9,596.0,804.0,0.01,4m,1.0,3.5,1.4,940.0,0.4,7,COMPLETE
89,89,7.963530820587389,2025-06-15 00:51:54.795946,2025-06-15 00:51:57.253744,0 days 00:00:02.457798,480.0,0.003,4m,2.0,2.5,1.7000000000000002,92.0,,,,,,,,620,0.003,1m,4.0,3.5,0.6,778,,,,,,,,,,,,,,,,,,,,,,50.0,0.003,3m,2.5,3.0,0.7,652.0,,,,,,,,530.0,0.002,3m,1.5,3.5,0.7,546.0,834.0,0.01,4m,1.5,4.0,1.6,38.0,0.3,5,COMPLETE
90,90,0.8862937885315791,2025-06-15 00:51:57.321743,2025-06-15 00:52:02.357778,0 days 00:00:05.036035,532.0,0.002,4m,2.0,2.0,1.5,162.0,,,,,,,,868,0.004,1m,4.0,3.0,0.5,946,,,,,,,,260.0,0.008,2m,4.0,4.0,0.9,762.0,862.0,0.001,2m,3.0,4.0,1.5,162.0,114.0,0.001,3m,2.5,2.5,0.6,768.0,304.0,0.002,3m,2.0,1.0,0.7,40.0,552.0,0.001,3m,1.0,3.0,0.6,758.0,872.0,0.009000000000000001,4m,1.0,4.0,1.7000000000000002,182.0,0.4,8,COMPLETE
91,91,11.663243539513042,2025-06-15 00:52:02.442289,2025-06-15 00:52:05.955342,0 days 00:00:03.513053,426.0,0.003,4m,2.0,1.0,1.5,122.0,,,,,,,,772,0.002,1m,3.5,4.0,0.6,840,,,,,,,,,,,,,,,642.0,0.001,2m,4.0,4.0,1.8,102.0,36.0,0.002,3m,2.0,3.0,0.7,632.0,344.0,0.002,3m,2.0,1.0,0.5,88.0,502.0,0.002,3m,1.0,3.0,0.5,706.0,932.0,0.009000000000000001,4m,1.0,4.0,1.8,58.0,0.35000000000000003,7,COMPLETE
92,92,10.851063690101808,2025-06-15 00:52:06.036860,2025-06-15 00:52:09.352572,0 days 00:00:03.315712,430.0,0.004,4m,2.0,2.0,1.6,134.0,,,,,,,,850,0.002,1m,3.5,3.5,0.6,846,,,,,,,,,,,,,,,646.0,0.001,2m,4.0,4.0,1.9000000000000001,96.0,16.0,0.002,3m,2.0,3.0,0.8,552.0,378.0,0.003,3m,2.0,1.0,0.6,86.0,436.0,0.003,3m,1.0,3.0,0.6,622.0,932.0,0.008,4m,1.0,4.0,1.6,116.0,0.35000000000000003,7,COMPLETE
93,93,11.70047862017237,2025-06-15 00:52:09.446091,2025-06-15 00:52:12.850442,0 days 00:00:03.404351,430.0,0.004,4m,2.0,1.5,1.4,214.0,,,,,,,,846,0.002,1m,3.5,4.0,0.7,846,,,,,,,,,,,,,,,650.0,0.002,2m,4.0,4.0,1.9000000000000001,84.0,18.0,0.002,3m,2.0,3.0,0.7,466.0,372.0,0.003,3m,2.0,1.0,0.5,90.0,456.0,0.003,3m,1.0,3.0,0.7,622.0,928.0,0.008,4m,1.0,4.0,1.5,112.0,0.35000000000000003,7,COMPLETE
94,94,11.397290843074346,2025-06-15 00:52:12.924960,2025-06-15 00:52:15.761244,0 days 00:00:02.836284,428.0,0.004,4m,1.5,1.5,1.4,120.0,,,,,,,,810,0.001,1m,3.5,4.0,0.6,814,,,,,,,,,,,,,,,,,,,,,,28.0,0.002,3m,2.0,3.0,0.7,472.0,396.0,0.003,3m,2.5,1.0,0.6,90.0,438.0,0.003,3m,1.0,2.5,0.7,626.0,920.0,0.007,4m,1.0,2.5,1.7000000000000002,118.0,0.35000000000000003,6,COMPLETE
95,95,4.540684142697486,2025-06-15 00:52:15.835759,2025-06-15 00:52:18.650392,0 days 00:00:02.814633,420.0,0.004,4m,1.5,1.5,1.4,202.0,,,,,,,,838,0.001,1m,3.5,4.0,0.5,798,,,,,,,,,,,,,,,,,,,,,,20.0,0.002,3m,2.0,3.0,0.6,466.0,416.0,0.004,3m,2.5,1.0,0.5,120.0,516.0,0.003,4m,1.0,2.5,0.5,618.0,922.0,0.006,3m,1.5,2.5,1.7000000000000002,136.0,0.3,6,COMPLETE
96,96,10.130677364958299,2025-06-15 00:52:19.352243,2025-06-15 00:52:22.135414,0 days 00:00:02.783171,386.0,0.004,4m,1.5,1.5,1.2000000000000002,738.0,,,,,,,,810,0.001,1m,3.0,4.0,0.7,728,,,,,,,,,,,,,,,,,,,,,,40.0,0.001,2m,2.0,2.5,0.7,430.0,384.0,0.004,3m,2.0,1.0,0.5,88.0,590.0,0.004,3m,1.5,2.0,0.6,588.0,938.0,0.007,4m,1.0,2.5,1.5,38.0,0.35000000000000003,6,COMPLETE
97,97,2.6782621568789065,2025-06-15 00:52:22.222931,2025-06-15 00:52:25.323592,0 days 00:00:03.100661,434.0,0.004,4m,2.5,1.5,1.3,132.0,,,,,,,,798,0.002,1m,3.5,4.0,0.8,844,,,,,,,,,,,,,,,,,,,,,,74.0,0.002,3m,1.5,3.0,0.5,516.0,360.0,0.003,1m,2.5,1.0,0.7,236.0,450.0,0.003,3m,2.0,2.5,1.2000000000000002,716.0,996.0,0.008,4m,1.0,2.5,1.8,244.0,0.35000000000000003,6,COMPLETE
98,98,6.848094885240522,2025-06-15 00:52:25.389594,2025-06-15 00:52:28.958374,0 days 00:00:03.568780,352.0,0.004,4m,1.0,1.0,1.4,234.0,,,,,,,,994,0.002,1m,3.5,4.0,0.6,892,,,,,,,,,,,,,,,648.0,0.009000000000000001,3m,4.0,3.5,2.0,100.0,34.0,0.002,3m,2.0,3.0,0.6,446.0,554.0,0.003,3m,2.0,1.0,0.6,132.0,488.0,0.004,3m,1.0,3.0,0.6,638.0,900.0,0.007,4m,1.0,2.0,1.7000000000000002,204.0,0.35000000000000003,7,COMPLETE
99,99,4.160695347202024,2025-06-15 00:52:29.071859,2025-06-15 00:52:33.022705,0 days 00:00:03.950846,322.0,0.005,2m,1.5,1.5,1.3,266.0,,,,,,,,950,0.001,4m,3.5,4.0,0.5,798,,,,,,,,,,,,,,,,,,,,,,18.0,0.002,3m,2.0,3.0,0.7,384.0,,,,,,,,548.0,0.003,1m,1.0,2.5,0.5,502.0,852.0,0.008,1m,1.0,2.5,1.5,102.0,0.25,5,COMPLETE
100,100,5.280964179672564,2025-06-15 00:52:33.133220,2025-06-15 00:52:40.100028,0 days 00:00:06.966808,452.0,0.003,4m,1.5,1.0,1.5,110.0,,,,,,,,712,0.002,1m,3.5,4.0,1.1,756,,,,,,,,688.0,0.006,1m,1.0,2.5,1.4,316.0,636.0,0.001,1m,4.0,1.5,2.0,274.0,96.0,0.001,3m,2.0,2.5,0.9,554.0,334.0,0.003,3m,2.5,1.0,0.5,100.0,440.0,0.003,3m,1.5,3.0,0.7,680.0,584.0,0.008,4m,1.5,4.0,1.8,150.0,0.3,8,COMPLETE
101,101,7.821728118718179,2025-06-15 00:52:40.222570,2025-06-15 00:52:44.221893,0 days 00:00:03.999323,504.0,0.003,4m,2.0,1.5,1.4,68.0,,,,,,,,748,0.002,1m,3.5,3.5,0.6,826,,,,,,,,,,,,,,,556.0,0.002,2m,4.0,4.0,1.8,108.0,144.0,0.002,3m,2.0,3.0,0.7,354.0,442.0,0.003,3m,2.0,1.0,0.6,84.0,420.0,0.003,3m,1.0,3.0,0.7,650.0,976.0,0.006,4m,1.0,4.0,1.6,112.0,0.35000000000000003,7,COMPLETE
102,102,10.106995009085013,2025-06-15 00:52:44.299893,2025-06-15 00:52:47.852432,0 days 00:00:03.552539,420.0,0.004,4m,2.0,1.5,1.5,124.0,,,,,,,,840,0.003,1m,3.0,3.5,0.6,846,,,,,,,,,,,,,,,734.0,0.003,2m,4.0,4.0,1.9000000000000001,38.0,120.0,0.002,3m,1.5,3.0,0.7,494.0,410.0,0.003,3m,2.0,1.0,0.6,52.0,506.0,0.002,3m,1.0,3.0,0.7,666.0,946.0,0.008,4m,1.0,4.0,1.7000000000000002,40.0,0.35000000000000003,7,COMPLETE
103,103,10.77367745873139,2025-06-15 00:52:47.931945,2025-06-15 00:52:51.419172,0 days 00:00:03.487227,386.0,0.004,4m,2.0,2.5,1.4,92.0,,,,,,,,790,0.002,1m,3.5,4.0,0.7,882,,,,,,,,,,,,,,,500.0,0.002,2m,4.0,3.5,1.8,152.0,64.0,0.002,3m,2.0,3.0,0.6,528.0,360.0,0.002,3m,2.0,1.0,0.5,74.0,472.0,0.004,3m,1.0,3.0,0.6,604.0,968.0,0.009000000000000001,4m,1.0,4.0,1.7000000000000002,80.0,0.35000000000000003,7,COMPLETE
104,104,11.870176775426883,2025-06-15 00:52:51.500678,2025-06-15 00:52:54.825909,0 days 00:00:03.325231,390.0,0.005,4m,2.0,2.5,1.3,98.0,,,,,,,,798,0.001,1m,3.5,4.0,0.7,874,,,,,,,,,,,,,,,488.0,0.001,2m,4.0,3.5,1.8,88.0,58.0,0.001,3m,2.0,3.0,0.6,522.0,382.0,0.004,3m,2.0,1.0,0.5,160.0,472.0,0.004,3m,1.0,2.5,0.6,608.0,916.0,0.008,4m,1.0,4.0,1.7000000000000002,86.0,0.35000000000000003,7,COMPLETE
105,105,9.050018592821624,2025-06-15 00:52:54.906910,2025-06-15 00:52:57.849988,0 days 00:00:02.943078,366.0,0.005,4m,2.5,2.5,1.2000000000000002,208.0,,,,,,,,862,0.001,1m,3.5,4.0,0.8,808,,,,,,,,,,,,,,,,,,,,,,62.0,0.001,3m,2.0,3.0,0.6,584.0,396.0,0.004,4m,2.0,1.0,0.5,154.0,516.0,0.004,3m,1.0,2.5,0.5,574.0,914.0,0.007,4m,1.0,4.0,1.8,86.0,0.3,6,COMPLETE
106,106,10.335747586051692,2025-06-15 00:52:57.938521,2025-06-15 00:53:01.269646,0 days 00:00:03.331125,446.0,0.005,4m,2.0,1.0,1.3,164.0,,,,,,,,914,0.001,1m,3.5,4.0,0.7,694,,,,,,,,,,,,,,,456.0,0.001,2m,4.0,3.5,1.9000000000000001,72.0,32.0,0.001,3m,2.0,2.5,0.7,404.0,318.0,0.004,3m,2.0,3.5,0.5,212.0,480.0,0.003,3m,1.0,2.0,0.6,734.0,890.0,0.007,4m,1.0,4.0,1.9000000000000001,36.0,0.35000000000000003,7,COMPLETE
107,107,8.158404536167998,2025-06-15 00:53:01.334162,2025-06-15 00:53:05.256532,0 days 00:00:03.922370,398.0,0.003,4m,2.0,1.5,1.4,588.0,,,,,,,,680,0.001,1m,3.0,4.0,1.5,862,,,,,,,,360.0,0.003,4m,2.0,1.5,0.6,440.0,558.0,0.001,2m,3.5,4.0,2.0,698.0,88.0,0.001,1m,2.0,3.0,0.5,482.0,476.0,0.003,3m,3.0,1.5,0.6,118.0,592.0,0.006,3m,1.0,2.5,0.6,634.0,930.0,0.008,4m,1.0,4.0,1.7000000000000002,124.0,0.35000000000000003,8,COMPLETE
108,108,0.6473788001271402,2025-06-15 00:53:05.331054,2025-06-15 00:53:08.742648,0 days 00:00:03.411594,426.0,0.004,4m,1.0,1.0,1.6,66.0,,,,,,,,814,0.002,1m,3.5,4.0,0.5,772,,,,,,,,,,,,,,,412.0,0.001,2m,4.0,4.0,1.8,18.0,178.0,0.002,4m,2.0,3.5,0.6,446.0,430.0,0.003,3m,2.5,1.0,0.5,178.0,454.0,0.009000000000000001,3m,3.0,2.5,0.5,700.0,862.0,0.008,4m,1.0,4.0,1.6,462.0,0.3,7,COMPLETE
109,109,5.639375983827629,2025-06-15 00:53:08.832169,2025-06-15 00:53:11.858288,0 days 00:00:03.026119,350.0,0.004,4m,2.0,1.5,1.7000000000000002,134.0,,,,,,,,772,0.001,1m,3.5,4.0,1.2000000000000002,904,,,,,,,,,,,,,,,,,,,,,,38.0,0.001,3m,2.0,3.0,0.7,562.0,372.0,0.003,3m,2.0,1.0,0.7,256.0,360.0,0.005,3m,1.0,2.5,0.5,790.0,1002.0,0.008,4m,1.5,4.0,1.4,66.0,0.35000000000000003,6,COMPLETE
110,110,3.9162072849620833,2025-06-15 00:53:11.945807,2025-06-15 00:53:15.775284,0 days 00:00:03.829477,520.0,0.003,4m,2.0,2.5,1.3,110.0,,,,,,,,830,0.002,4m,3.0,3.5,0.7,950,,,,,,,,924.0,0.009000000000000001,1m,3.5,3.5,1.1,940.0,622.0,0.005,3m,3.5,3.5,1.6,214.0,16.0,0.002,3m,2.0,3.0,0.8,524.0,278.0,0.009000000000000001,3m,2.0,1.0,0.6,558.0,550.0,0.003,4m,1.0,3.0,0.6,552.0,814.0,0.01,4m,1.0,4.0,1.7000000000000002,158.0,0.35000000000000003,8,COMPLETE
111,111,9.587172931075639,2025-06-15 00:53:15.861799,2025-06-15 00:53:19.024570,0 days 00:00:03.162771,386.0,0.004,4m,2.0,2.5,1.4,94.0,,,,,,,,798,0.002,1m,3.5,4.0,0.7,886,,,,,,,,,,,,,,,478.0,0.002,2m,4.0,3.5,1.8,118.0,52.0,0.002,3m,2.0,3.0,0.6,534.0,362.0,0.006,3m,2.0,1.0,1.9000000000000001,74.0,472.0,0.004,3m,1.0,3.0,0.6,602.0,978.0,0.009000000000000001,4m,1.0,4.0,1.8,82.0,0.35000000000000003,7,COMPLETE
112,112,4.510777483134482,2025-06-15 00:53:19.108078,2025-06-15 00:53:22.478084,0 days 00:00:03.370006,288.0,0.005,4m,2.0,2.5,1.5,188.0,,,,,,,,716,0.002,1m,3.5,4.0,0.6,876,,,,,,,,,,,,,,,498.0,0.001,2m,4.0,4.0,1.9000000000000001,162.0,68.0,0.002,3m,2.0,3.0,0.5,514.0,346.0,0.002,3m,2.0,1.0,0.5,32.0,434.0,0.004,3m,1.0,3.0,0.6,582.0,958.0,0.009000000000000001,4m,1.0,4.0,1.7000000000000002,52.0,0.35000000000000003,7,COMPLETE
113,113,10.695085047240564,2025-06-15 00:53:22.530090,2025-06-15 00:53:25.846994,0 days 00:00:03.316904,390.0,0.004,4m,2.0,2.5,1.4,82.0,,,,,,,,780,0.001,1m,3.5,4.0,0.7,974,,,,,,,,,,,,,,,584.0,0.002,2m,4.0,3.0,1.8,94.0,106.0,0.002,3m,2.0,3.0,0.6,614.0,302.0,0.002,3m,2.0,1.0,0.5,142.0,498.0,0.005,3m,1.0,3.0,0.7,618.0,904.0,0.009000000000000001,4m,1.0,4.0,1.5,98.0,0.3,7,COMPLETE
114,114,7.648357237557791,2025-06-15 00:53:25.903994,2025-06-15 00:53:29.011209,0 days 00:00:03.107215,454.0,0.003,4m,2.0,2.0,1.5,100.0,,,,,,,,892,0.002,1m,3.5,4.0,0.8,998,,,,,,,,,,,,,,,,,,,,,,68.0,0.002,3m,2.0,3.0,0.7,542.0,392.0,0.002,3m,2.0,1.0,1.1,64.0,396.0,0.004,3m,1.0,3.0,0.5,508.0,930.0,0.008,4m,1.0,4.0,1.6,30.0,0.35000000000000003,6,COMPLETE
115,115,7.840419130727078,2025-06-15 00:53:29.091719,2025-06-15 00:53:32.611336,0 days 00:00:03.519617,464.0,0.004,4m,2.0,1.5,1.6,56.0,,,,,,,,850,0.002,1m,3.5,4.0,0.6,930,,,,,,,,,,,,,,,706.0,0.001,2m,4.0,4.0,1.8,456.0,88.0,0.001,3m,1.5,3.5,0.7,448.0,246.0,0.005,1m,2.0,1.0,0.5,106.0,526.0,0.002,3m,1.0,2.5,0.6,684.0,1000.0,0.009000000000000001,4m,1.0,4.0,1.7000000000000002,74.0,0.35000000000000003,7,COMPLETE
116,116,4.672311850052057,2025-06-15 00:53:32.686361,2025-06-15 00:53:36.309271,0 days 00:00:03.622910,322.0,0.004,4m,2.5,2.0,1.3,152.0,,,,,,,,798,0.003,1m,3.5,3.5,0.6,848,,,,,,,,,,,,,,,666.0,0.003,2m,3.5,4.0,1.1,76.0,58.0,0.002,3m,2.0,3.0,0.6,574.0,326.0,0.002,3m,3.0,1.0,1.3,158.0,464.0,0.003,3m,1.5,3.0,0.8,460.0,1024.0,0.009000000000000001,3m,1.0,2.0,1.8,126.0,0.3,7,COMPLETE
117,117,9.452932328787748,2025-06-15 00:53:36.416795,2025-06-15 00:53:39.957069,0 days 00:00:03.540274,430.0,0.003,4m,1.5,1.0,1.4,38.0,,,,,,,,760,0.001,1m,3.5,4.0,0.7,918,,,,,,,,,,,,,,,358.0,0.002,2m,4.0,2.5,1.7000000000000002,130.0,38.0,0.002,3m,2.0,3.0,0.8,342.0,448.0,0.003,3m,2.5,4.0,0.6,676.0,482.0,0.005,3m,1.0,3.0,0.7,612.0,356.0,0.01,4m,1.0,4.0,1.6,184.0,0.35000000000000003,7,COMPLETE
118,118,6.5917996665513545,2025-06-15 00:53:40.022070,2025-06-15 00:53:44.171698,0 days 00:00:04.149628,410.0,0.005,3m,2.0,2.5,1.5,130.0,,,,,,,,862,0.003,1m,3.5,3.5,0.7,822,,,,,,,,590.0,0.001,4m,2.0,3.0,1.8,576.0,518.0,0.001,1m,4.0,3.5,1.9000000000000001,224.0,142.0,0.001,2m,2.0,3.5,0.6,484.0,354.0,0.002,3m,2.0,1.0,0.5,1020.0,574.0,0.002,3m,1.0,2.5,0.5,652.0,882.0,0.009000000000000001,4m,1.0,3.5,1.7000000000000002,58.0,0.35000000000000003,8,COMPLETE
119,119,4.877933359342005,2025-06-15 00:53:44.249206,2025-06-15 00:53:47.421330,0 days 00:00:03.172124,366.0,0.003,4m,2.0,1.5,1.6,84.0,,,,,,,,826,0.002,1m,3.5,4.0,0.6,892,,,,,,,,,,,,,,,,,,,,,,102.0,0.002,3m,2.5,2.5,0.5,586.0,20.0,0.004,3m,2.0,1.0,0.6,38.0,414.0,0.003,3m,1.0,3.5,0.6,724.0,950.0,0.007,4m,4.0,4.0,1.8,16.0,0.35000000000000003,6,COMPLETE
