,number,value,datetime_start,datetime_complete,duration,params_ADI_AMZN_beta_win,params_ADI_AMZN_stop_loss,params_ADI_AMZN_trade_freq,params_ADI_AMZN_z_entry,params_ADI_AMZN_z_exit,params_ADI_AMZN_z_stop_scaler,params_ADI_AMZN_z_win,params_ANSS_GOOGL_beta_win,params_ANSS_GOOGL_stop_loss,params_ANSS_GOOGL_trade_freq,params_ANSS_GOOGL_z_entry,params_ANSS_GOOGL_z_exit,params_ANSS_GOOGL_z_stop_scaler,params_ANSS_GOOGL_z_win,params_ASML_ROST_beta_win,params_ASML_ROST_stop_loss,params_ASML_ROST_trade_freq,params_ASML_ROST_z_entry,params_ASML_ROST_z_exit,params_ASML_ROST_z_stop_scaler,params_ASML_ROST_z_win,params_BIIB_CMCSA_beta_win,params_BIIB_CMCSA_stop_loss,params_BIIB_CMCSA_trade_freq,params_BIIB_CMCSA_z_entry,params_BIIB_CMCSA_z_exit,params_BIIB_CMCSA_z_stop_scaler,params_BIIB_CMCSA_z_win,params_BIIB_MTCH_beta_win,params_BIIB_MTCH_stop_loss,params_BIIB_MTCH_trade_freq,params_BIIB_MTCH_z_entry,params_BIIB_MTCH_z_exit,params_BIIB_MTCH_z_stop_scaler,params_BIIB_MTCH_z_win,params_FISV_INTC_beta_win,params_FISV_INTC_stop_loss,params_FISV_INTC_trade_freq,params_FISV_INTC_z_entry,params_FISV_INTC_z_exit,params_FISV_INTC_z_stop_scaler,params_FISV_INTC_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_MTCH_OKTA_beta_win,params_MTCH_OKTA_stop_loss,params_MTCH_OKTA_trade_freq,params_MTCH_OKTA_z_entry,params_MTCH_OKTA_z_exit,params_MTCH_OKTA_z_stop_scaler,params_MTCH_OKTA_z_win,params_MTCH_SWKS_beta_win,params_MTCH_SWKS_stop_loss,params_MTCH_SWKS_trade_freq,params_MTCH_SWKS_z_entry,params_MTCH_SWKS_z_exit,params_MTCH_SWKS_z_stop_scaler,params_MTCH_SWKS_z_win,params_MTCH_ZM_beta_win,params_MTCH_ZM_stop_loss,params_MTCH_ZM_trade_freq,params_MTCH_ZM_z_entry,params_MTCH_ZM_z_exit,params_MTCH_ZM_z_stop_scaler,params_MTCH_ZM_z_win,params_buffer_capital,params_pairs_to_trade,state
79,79,1.3749449669193734,2025-06-15 00:46:18.060208,2025-06-15 00:46:21.196312,0 days 00:00:03.136104,334.0,0.007,2m,2.0,3.5,1.0,682.0,866.0,0.001,1m,3.0,2.0,1.1,750.0,,,,,,,,,,,,,,,484.0,0.007,1m,2.5,3.5,1.5,66.0,,,,,,,,682.0,0.001,2m,3.5,3.5,0.6,340.0,110.0,0.003,2m,2.5,1.0,1.2000000000000002,150.0,,,,,,,,16,0.009000000000000001,1m,4.0,2.5,1.7000000000000002,586,0.35000000000000003,6,COMPLETE
80,80,2.3593877694080483,2025-06-15 00:46:21.263351,2025-06-15 00:46:24.755366,0 days 00:00:03.492015,406.0,0.005,3m,1.5,3.5,1.3,636.0,926.0,0.002,1m,2.5,2.5,0.8,804.0,,,,,,,,,,,,,,,404.0,0.008,1m,3.0,3.0,1.7000000000000002,180.0,,,,,,,,824.0,0.002,2m,3.5,4.0,0.5,226.0,38.0,0.003,2m,3.0,1.5,1.0,118.0,494.0,0.009000000000000001,2m,1.5,1.5,1.3,822.0,64,0.01,2m,2.0,1.5,1.6,750,0.4,7,COMPLETE
81,81,12.696816759128213,2025-06-15 00:46:24.850012,2025-06-15 00:46:28.225035,0 days 00:00:03.375023,396.0,0.006,3m,2.5,3.0,1.2000000000000002,814.0,846.0,0.001,1m,3.0,2.0,0.9,890.0,,,,,,,,,,,,,,,530.0,0.006,1m,3.0,3.0,1.6,118.0,,,,,,,,642.0,0.003,2m,3.5,3.0,0.5,370.0,186.0,0.004,2m,2.5,1.0,1.0,214.0,456.0,0.009000000000000001,2m,1.5,1.5,1.6,750.0,44,0.01,2m,1.0,2.0,1.6,700,0.5,7,COMPLETE
82,82,2.3561428311508497,2025-06-15 00:46:28.840171,2025-06-15 00:46:32.720205,0 days 00:00:03.880034,370.0,0.007,3m,3.0,3.0,1.2000000000000002,898.0,984.0,0.001,1m,3.5,2.0,1.0,930.0,,,,,,,,636.0,0.009000000000000001,3m,3.0,3.5,0.6,148.0,480.0,0.005,1m,3.5,3.0,1.8,22.0,,,,,,,,592.0,0.004,2m,3.5,3.5,0.6,416.0,102.0,0.004,2m,2.5,1.0,0.8,224.0,350.0,0.01,2m,1.5,1.0,1.6,798.0,108,0.01,2m,1.0,2.0,1.6,684,0.5,8,COMPLETE
83,83,6.677969919880752,2025-06-15 00:46:32.805241,2025-06-15 00:46:36.636504,0 days 00:00:03.831263,480.0,0.007,3m,2.5,3.0,1.0,766.0,842.0,0.001,1m,2.5,2.0,0.9,866.0,,,,,,,,,,,,,,,682.0,0.006,1m,3.0,3.0,1.6,152.0,,,,,,,,736.0,0.002,2m,3.5,3.0,0.5,288.0,184.0,0.004,2m,2.5,1.0,0.7,180.0,456.0,0.008,2m,1.0,1.5,1.5,640.0,42,0.01,2m,1.0,2.5,1.8,622,0.45,7,COMPLETE
84,84,3.747133671338023,2025-06-15 00:46:36.715015,2025-06-15 00:46:37.653020,0 days 00:00:00.938005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.0,0.006,1m,2.5,3.5,1.5,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,0.009000000000000001,2m,1.0,2.0,0.5,534,0.4,2,COMPLETE
85,85,3.7460067564635895,2025-06-15 00:46:37.747544,2025-06-15 00:46:41.094405,0 days 00:00:03.346861,278.0,0.006,3m,2.5,2.5,1.1,716.0,764.0,0.001,1m,2.5,1.5,1.1,834.0,,,,,,,,,,,,,,,644.0,0.007,4m,2.5,3.0,1.6,98.0,,,,,,,,704.0,0.003,2m,3.0,3.0,1.0,344.0,246.0,0.004,2m,2.0,1.0,0.9,240.0,,,,,,,,148,0.01,2m,1.5,2.5,1.5,744,0.45,6,COMPLETE
86,86,6.492286485821453,2025-06-15 00:46:41.190921,2025-06-15 00:46:45.270946,0 days 00:00:04.080025,438.0,0.005,3m,2.5,3.5,1.5,676.0,880.0,0.008,4m,3.0,2.0,0.8,972.0,,,,,,,,738.0,0.007,2m,2.5,3.5,0.7,268.0,758.0,0.008,1m,3.5,3.0,1.8,52.0,,,,,,,,658.0,0.003,2m,3.5,2.5,0.7,204.0,56.0,0.005,2m,3.0,1.0,1.0,294.0,550.0,0.009000000000000001,2m,1.5,2.0,1.8,760.0,38,0.003,3m,4.0,1.5,1.6,620,0.35000000000000003,8,COMPLETE
87,87,3.22706911696254,2025-06-15 00:46:45.354467,2025-06-15 00:46:48.996000,0 days 00:00:03.641533,228.0,0.008,4m,1.5,3.5,0.9,824.0,910.0,0.002,1m,2.5,2.0,0.9,778.0,,,,,,,,,,,,,,,618.0,0.005,1m,3.0,3.0,1.5,172.0,,,,,,,,466.0,0.001,2m,3.5,3.0,0.6,262.0,440.0,0.004,2m,2.5,1.5,0.7,76.0,292.0,0.009000000000000001,2m,2.0,2.0,1.5,712.0,120,0.009000000000000001,2m,3.5,2.5,1.7000000000000002,568,0.35000000000000003,7,COMPLETE
88,88,-0.17227033349495438,2025-06-15 00:46:49.068515,2025-06-15 00:46:52.817981,0 days 00:00:03.749466,514.0,0.006,3m,2.0,3.0,1.3,768.0,710.0,0.001,1m,3.5,1.5,0.7,728.0,,,,,,,,,,,,,,,536.0,0.006,3m,2.0,3.5,1.6,92.0,,,,,,,,526.0,0.004,2m,3.0,3.5,0.5,452.0,16.0,0.003,2m,3.0,1.0,0.8,340.0,634.0,0.01,2m,2.5,1.5,1.7000000000000002,860.0,100,0.01,2m,2.0,2.0,1.8,502,0.5,7,COMPLETE
89,89,6.970956478472088,2025-06-15 00:46:52.856495,2025-06-15 00:46:56.079110,0 days 00:00:03.222615,396.0,0.004,1m,1.0,3.0,1.4,618.0,798.0,0.002,1m,2.5,2.0,1.0,880.0,,,,,,,,,,,,,,,794.0,0.007,1m,2.5,2.5,1.9000000000000001,212.0,,,,,,,,758.0,0.002,2m,3.5,3.0,0.7,312.0,128.0,0.005,2m,2.5,1.0,1.2000000000000002,812.0,,,,,,,,64,0.009000000000000001,2m,1.5,2.0,1.5,672,0.05,6,COMPLETE
90,90,-0.5760614041161705,2025-06-15 00:46:56.175628,2025-06-15 00:47:00.040200,0 days 00:00:03.864572,452.0,0.006,3m,1.5,2.5,1.2000000000000002,704.0,1024.0,0.001,2m,3.0,1.5,1.6,700.0,,,,,,,,,,,,,,,406.0,0.008,1m,3.5,3.0,1.7000000000000002,160.0,,,,,,,,676.0,0.003,2m,3.5,2.5,0.9,156.0,194.0,0.004,4m,2.0,1.0,0.7,192.0,502.0,0.008,2m,1.5,2.5,1.1,958.0,186,0.01,1m,3.5,2.5,1.7000000000000002,660,0.35000000000000003,7,COMPLETE
91,91,4.145839343736232,2025-06-15 00:47:00.106708,2025-06-15 00:47:03.638502,0 days 00:00:03.531794,332.0,0.006,3m,2.0,3.0,1.2000000000000002,828.0,840.0,0.001,1m,3.0,2.0,0.9,896.0,,,,,,,,,,,,,,,522.0,0.006,1m,3.0,3.0,1.6,116.0,,,,,,,,650.0,0.002,2m,3.5,3.0,0.5,356.0,212.0,0.004,2m,2.5,1.0,1.0,218.0,464.0,0.009000000000000001,2m,1.5,1.5,1.6,756.0,48,0.01,2m,1.5,2.0,1.6,694,0.5,7,COMPLETE
92,92,7.793520508225715,2025-06-15 00:47:03.738021,2025-06-15 00:47:07.733660,0 days 00:00:03.995639,386.0,0.005,3m,2.0,3.0,1.1,936.0,870.0,0.001,1m,3.0,2.0,0.8,804.0,,,,,,,,884.0,0.005,1m,3.5,1.0,0.9,502.0,480.0,0.006,1m,3.0,3.0,1.5,46.0,,,,,,,,720.0,0.003,2m,3.5,3.0,0.6,386.0,288.0,0.004,2m,2.5,1.0,1.1,286.0,470.0,0.009000000000000001,2m,2.0,1.0,1.6,678.0,92,0.01,2m,1.0,2.0,2.0,728,0.45,8,COMPLETE
93,93,6.764759970473103,2025-06-15 00:47:07.832688,2025-06-15 00:47:11.414760,0 days 00:00:03.582072,420.0,0.006,3m,2.5,3.5,1.0,806.0,760.0,0.002,1m,3.5,2.5,1.0,846.0,,,,,,,,,,,,,,,576.0,0.007,1m,3.0,3.0,1.7000000000000002,230.0,,,,,,,,624.0,0.004,2m,3.5,3.5,0.5,510.0,364.0,0.005,2m,2.5,1.0,0.9,136.0,372.0,0.009000000000000001,2m,1.5,1.5,1.3,774.0,30,0.01,2m,1.5,1.5,1.6,630,0.45,7,COMPLETE
94,94,10.514260139314274,2025-06-15 00:47:11.487279,2025-06-15 00:47:15.266783,0 days 00:00:03.779504,352.0,0.006,3m,2.0,3.0,1.2000000000000002,896.0,622.0,0.001,1m,3.0,2.0,0.9,946.0,,,,,,,,,,,,,,,532.0,0.005,1m,3.0,2.5,1.5,128.0,,,,,,,,602.0,0.003,2m,3.5,3.0,0.6,428.0,224.0,0.003,2m,3.0,1.0,1.0,196.0,430.0,0.008,2m,1.5,2.5,1.7000000000000002,740.0,56,0.009000000000000001,2m,1.5,1.5,1.6,778,0.5,7,COMPLETE
95,95,2.0054457539791586,2025-06-15 00:47:15.336290,2025-06-15 00:47:19.356939,0 days 00:00:04.020649,360.0,0.004,3m,1.0,3.5,1.1,898.0,676.0,0.002,1m,2.5,1.5,0.8,1020.0,,,,,,,,602.0,0.007,3m,3.5,1.0,1.1,352.0,430.0,0.009000000000000001,1m,2.5,2.5,1.4,192.0,,,,,,,,566.0,0.003,3m,3.0,3.0,0.7,418.0,92.0,0.003,3m,3.0,1.5,0.8,100.0,434.0,0.008,2m,1.0,2.5,1.7000000000000002,856.0,128,0.008,2m,2.0,1.0,1.5,804,0.5,8,COMPLETE
96,96,5.51095141439663,2025-06-15 00:47:19.455449,2025-06-15 00:47:22.376963,0 days 00:00:02.921514,298.0,0.007,3m,3.0,2.5,1.3,592.0,734.0,0.001,1m,2.5,2.0,0.7,942.0,,,,,,,,,,,,,,,714.0,0.004,4m,2.0,2.5,1.5,70.0,,,,,,,,588.0,0.002,2m,3.5,2.5,0.6,82.0,142.0,0.003,2m,1.5,1.0,0.7,172.0,,,,,,,,70,0.009000000000000001,2m,1.0,1.5,1.7000000000000002,778,0.1,6,COMPLETE
97,97,10.342667128769374,2025-06-15 00:47:22.473492,2025-06-15 00:47:26.584136,0 days 00:00:04.110644,468.0,0.003,3m,1.0,3.0,0.9,650.0,636.0,0.002,4m,2.5,1.0,0.9,978.0,,,,,,,,450.0,0.001,1m,2.5,3.0,1.9000000000000001,168.0,632.0,0.005,1m,2.5,4.0,1.4,134.0,,,,,,,,614.0,0.002,2m,3.5,3.0,1.0,112.0,538.0,0.002,2m,3.0,1.0,0.6,310.0,516.0,0.007,2m,1.5,2.5,1.9000000000000001,718.0,160,0.008,2m,2.5,1.5,1.8,524,0.4,8,COMPLETE
98,98,5.63229952080115,2025-06-15 00:47:26.655143,2025-06-15 00:47:30.844065,0 days 00:00:04.188922,476.0,0.003,2m,1.5,3.0,0.9,652.0,622.0,0.002,4m,3.0,1.0,1.2000000000000002,926.0,,,,,,,,446.0,0.001,1m,2.5,3.0,1.9000000000000001,136.0,682.0,0.005,1m,2.5,4.0,1.5,138.0,,,,,,,,406.0,0.002,2m,3.5,3.0,1.2000000000000002,106.0,552.0,0.001,2m,3.0,1.0,0.5,248.0,516.0,0.007,2m,1.5,2.5,2.0,708.0,610,0.009000000000000001,2m,2.5,1.5,1.8,578,0.4,8,COMPLETE
99,99,5.815907960882896,2025-06-15 00:47:30.928201,2025-06-15 00:47:34.894312,0 days 00:00:03.966111,238.0,0.003,3m,1.0,3.0,1.0,948.0,654.0,0.001,4m,2.5,1.0,0.9,876.0,,,,,,,,330.0,0.001,1m,2.0,4.0,1.9000000000000001,104.0,506.0,0.005,1m,2.5,3.5,1.4,104.0,,,,,,,,606.0,0.002,2m,3.5,3.5,1.0,316.0,628.0,0.002,2m,3.0,1.5,0.6,314.0,542.0,0.006,2m,2.0,2.5,1.9000000000000001,594.0,170,0.009000000000000001,2m,1.5,1.5,1.9000000000000001,532,0.5,8,COMPLETE
100,100,0.6346428760798836,2025-06-15 00:47:34.999838,2025-06-15 00:47:37.742981,0 days 00:00:02.743143,928.0,0.003,3m,2.5,3.5,1.1,730.0,626.0,0.001,4m,3.5,2.5,1.3,1006.0,,,,,,,,,,,,,,,604.0,0.01,1m,2.5,4.0,1.5,26.0,,,,,,,,490.0,0.001,2m,3.0,2.5,0.9,388.0,,,,,,,,,,,,,,,450,0.007,3m,3.0,1.0,1.7000000000000002,842,0.45,5,COMPLETE
101,101,10.132959295574125,2025-06-15 00:47:37.803005,2025-06-15 00:47:41.378347,0 days 00:00:03.575342,498.0,0.002,3m,1.0,3.0,0.8,972.0,704.0,0.002,4m,2.5,1.0,0.8,968.0,,,,,,,,,,,,,,,636.0,0.005,1m,2.0,4.0,1.3,274.0,,,,,,,,664.0,0.003,2m,3.5,3.0,1.1,46.0,546.0,0.002,2m,3.5,1.0,0.6,282.0,396.0,0.008,2m,1.5,2.5,1.9000000000000001,804.0,156,0.008,2m,2.5,1.5,1.9000000000000001,464,0.35000000000000003,7,COMPLETE
102,102,7.237756200624354,2025-06-15 00:47:41.442351,2025-06-15 00:47:44.963814,0 days 00:00:03.521463,448.0,0.002,3m,1.0,3.0,0.8,878.0,706.0,0.002,4m,2.5,1.0,1.0,982.0,,,,,,,,,,,,,,,632.0,0.005,1m,2.0,4.0,1.4,162.0,,,,,,,,664.0,0.003,2m,3.5,3.0,1.0,484.0,488.0,0.002,2m,3.0,1.0,0.5,266.0,410.0,0.008,2m,1.5,2.5,1.9000000000000001,786.0,150,0.008,2m,2.5,1.5,1.9000000000000001,452,0.35000000000000003,7,COMPLETE
103,103,4.902361111647137,2025-06-15 00:47:45.049324,2025-06-15 00:47:48.561447,0 days 00:00:03.512123,502.0,0.004,3m,1.0,3.0,0.9,1006.0,748.0,0.01,4m,3.0,1.0,0.8,956.0,,,,,,,,,,,,,,,668.0,0.004,1m,2.0,4.0,1.3,226.0,,,,,,,,632.0,0.003,2m,3.5,3.0,1.0,112.0,536.0,0.001,2m,3.0,1.0,0.6,278.0,602.0,0.007,2m,1.5,2.5,1.8,828.0,110,0.007,2m,2.5,1.5,1.8,500,0.35000000000000003,7,COMPLETE
104,104,11.61197458274564,2025-06-15 00:47:48.637956,2025-06-15 00:47:52.854186,0 days 00:00:04.216230,550.0,0.003,3m,1.0,3.0,0.8,982.0,798.0,0.002,4m,2.5,1.0,0.9,912.0,,,,,,,,698.0,0.002,1m,4.0,3.5,2.0,474.0,634.0,0.005,1m,2.0,4.0,1.4,274.0,,,,,,,,724.0,0.004,2m,3.5,3.0,1.1,542.0,512.0,0.002,2m,3.5,1.0,0.7,192.0,448.0,0.008,2m,1.5,2.0,1.9000000000000001,668.0,58,0.008,2m,2.0,1.5,2.0,712,0.4,8,COMPLETE
105,105,6.741025978209838,2025-06-15 00:47:52.926648,2025-06-15 00:47:57.152019,0 days 00:00:04.225371,422.0,0.003,3m,1.0,3.5,0.8,972.0,786.0,0.002,4m,2.0,1.0,0.9,980.0,,,,,,,,720.0,0.002,1m,4.0,3.5,2.0,484.0,630.0,0.004,1m,2.0,4.0,1.4,280.0,,,,,,,,720.0,0.004,2m,3.5,3.0,1.1,550.0,490.0,0.002,2m,3.0,1.0,0.7,140.0,434.0,0.008,3m,1.5,2.0,1.9000000000000001,660.0,90,0.008,2m,2.0,1.5,2.0,770,0.4,8,COMPLETE
106,106,8.783767026586354,2025-06-15 00:47:57.208535,2025-06-15 00:48:01.404647,0 days 00:00:04.196112,546.0,0.005,4m,1.0,2.5,0.8,972.0,828.0,0.001,4m,2.5,1.0,0.9,964.0,,,,,,,,940.0,0.001,1m,3.0,3.0,1.8,198.0,340.0,0.005,3m,2.5,4.0,1.3,134.0,,,,,,,,688.0,0.004,2m,3.5,3.0,1.1,672.0,450.0,0.002,2m,3.5,1.0,0.8,208.0,510.0,0.008,2m,1.0,2.0,1.8,622.0,62,0.008,2m,2.0,1.5,2.0,726,0.4,8,COMPLETE
107,107,6.503338064151956,2025-06-15 00:48:01.478166,2025-06-15 00:48:05.530270,0 days 00:00:04.052104,480.0,0.003,3m,1.5,3.0,0.9,1024.0,794.0,0.001,4m,2.5,1.0,0.8,920.0,,,,,,,,580.0,0.002,1m,3.5,3.5,1.9000000000000001,366.0,372.0,0.009000000000000001,1m,3.0,4.0,1.5,78.0,,,,,,,,550.0,0.002,2m,3.5,3.0,1.2000000000000002,444.0,594.0,0.002,2m,3.5,1.0,0.7,42.0,400.0,0.01,2m,1.5,2.5,2.0,738.0,26,0.007,2m,2.0,1.0,1.8,712,0.35000000000000003,8,COMPLETE
108,108,6.58731577886154,2025-06-15 00:48:05.615784,2025-06-15 00:48:08.765995,0 days 00:00:03.150211,354.0,0.004,3m,1.5,3.5,0.7,998.0,674.0,0.002,4m,1.0,1.0,2.0,892.0,,,,,,,,,,,,,,,594.0,0.006,1m,2.0,3.5,1.4,198.0,,,,,,,,584.0,0.003,2m,3.0,3.5,1.1,68.0,524.0,0.001,2m,3.0,1.0,0.9,184.0,,,,,,,,130,0.008,2m,2.5,1.5,1.9000000000000001,604,0.4,6,COMPLETE
109,109,5.5934752522745645,2025-06-15 00:48:08.845013,2025-06-15 00:48:12.386839,0 days 00:00:03.541826,518.0,0.004,3m,1.0,3.0,1.2000000000000002,982.0,904.0,0.001,4m,3.0,1.0,1.0,936.0,,,,,,,,,,,,,,,548.0,0.005,1m,2.0,4.0,1.6,248.0,,,,,,,,764.0,0.002,2m,4.0,3.0,1.1,612.0,568.0,0.002,2m,3.0,3.5,0.6,234.0,476.0,0.009000000000000001,4m,1.5,2.0,1.9000000000000001,678.0,198,0.008,2m,2.0,1.5,1.9000000000000001,664,0.35000000000000003,7,COMPLETE
110,110,2.563562508665619,2025-06-15 00:48:12.474885,2025-06-15 00:48:18.829859,0 days 00:00:06.354974,410.0,0.003,1m,4.0,4.0,0.8,916.0,124.0,0.002,4m,2.0,1.0,0.8,998.0,,,,,,,,676.0,0.001,1m,4.0,4.0,2.0,562.0,462.0,0.004,1m,2.5,4.0,1.3,64.0,,,,,,,,704.0,0.004,2m,3.5,3.0,0.8,142.0,628.0,0.002,2m,3.5,1.0,1.0,162.0,448.0,0.008,2m,2.0,2.5,1.7000000000000002,784.0,80,0.007,2m,2.0,1.5,1.5,548,0.4,8,COMPLETE
111,111,5.508283880901299,2025-06-15 00:48:18.958375,2025-06-15 00:48:25.733220,0 days 00:00:06.774845,554.0,0.005,4m,1.0,2.5,0.8,952.0,838.0,0.001,4m,2.5,1.0,0.9,902.0,,,,,,,,968.0,0.001,1m,3.0,3.0,1.8,224.0,698.0,0.005,3m,2.5,4.0,1.3,124.0,,,,,,,,796.0,0.004,2m,3.5,3.0,1.2000000000000002,780.0,460.0,0.002,2m,3.5,1.0,0.8,200.0,494.0,0.008,2m,1.0,2.0,1.9000000000000001,554.0,56,0.008,2m,2.0,1.5,2.0,732,0.4,8,COMPLETE
112,112,6.889268946264919,2025-06-15 00:48:25.840250,2025-06-15 00:48:30.475365,0 days 00:00:04.635115,550.0,0.005,4m,1.0,2.5,0.7,976.0,816.0,0.001,4m,2.5,1.0,0.9,958.0,912.0,0.003,3m,1.5,1.5,1.7000000000000002,814.0,894.0,0.002,1m,3.5,3.0,1.7000000000000002,42.0,354.0,0.005,3m,2.5,4.0,1.3,144.0,,,,,,,,680.0,0.005,2m,3.5,3.0,1.0,778.0,512.0,0.001,2m,3.5,1.0,0.8,214.0,522.0,0.008,2m,1.0,2.0,1.8,624.0,58,0.008,2m,2.0,1.5,2.0,770,0.45,9,COMPLETE
113,113,8.0072242935797,2025-06-15 00:48:30.563875,2025-06-15 00:48:34.588258,0 days 00:00:04.024383,462.0,0.006,4m,1.0,2.5,0.9,866.0,622.0,0.001,4m,2.5,1.0,0.9,978.0,,,,,,,,808.0,0.001,1m,3.0,3.5,1.9000000000000001,188.0,246.0,0.005,3m,2.5,4.0,1.2000000000000002,170.0,,,,,,,,734.0,0.005,2m,3.5,3.0,1.1,832.0,690.0,0.003,2m,3.5,1.0,0.9,124.0,558.0,0.009000000000000001,2m,1.5,2.0,1.8,692.0,36,0.008,2m,2.5,1.0,2.0,826,0.4,8,COMPLETE
114,114,1.915876239456365,2025-06-15 00:48:34.685277,2025-06-15 00:48:38.700741,0 days 00:00:04.015464,492.0,0.01,4m,1.0,3.5,0.8,636.0,776.0,0.001,4m,2.5,1.0,0.7,862.0,,,,,,,,940.0,0.003,1m,4.0,2.5,2.0,306.0,418.0,0.006,3m,3.0,3.5,1.5,122.0,,,,,,,,638.0,0.003,2m,3.5,3.0,1.3,700.0,414.0,0.002,4m,3.5,3.0,0.8,80.0,426.0,0.009000000000000001,2m,1.0,3.0,2.0,738.0,108,0.001,2m,2.0,2.5,1.9000000000000001,472,0.35000000000000003,8,COMPLETE
115,115,1.3930138281322257,2025-06-15 00:48:38.794269,2025-06-15 00:48:42.496077,0 days 00:00:03.701808,320.0,0.006,3m,1.5,3.0,1.0,918.0,726.0,0.002,4m,2.5,1.5,0.8,818.0,,,,,,,,,,,,,,,492.0,0.005,3m,2.5,4.0,1.4,346.0,,,,,,,,610.0,0.003,2m,3.5,3.5,0.9,690.0,454.0,0.003,2m,3.0,1.0,0.7,312.0,348.0,0.008,2m,1.5,2.5,1.5,526.0,80,0.009000000000000001,1m,2.0,1.5,1.8,884,0.35000000000000003,7,COMPLETE
116,116,8.95835170305471,2025-06-15 00:48:42.590592,2025-06-15 00:48:46.006300,0 days 00:00:03.415708,580.0,0.004,4m,1.0,3.0,1.0,948.0,970.0,0.001,4m,2.5,1.0,1.0,846.0,,,,,,,,,,,,,,,518.0,0.007,4m,2.5,4.0,1.4,96.0,,,,,,,,662.0,0.002,3m,3.5,3.0,1.1,528.0,300.0,0.003,2m,3.5,1.0,0.6,162.0,512.0,0.007,2m,1.5,2.0,1.8,622.0,164,0.009000000000000001,2m,2.5,1.5,2.0,696,0.4,7,COMPLETE
117,117,7.370632937227938,2025-06-15 00:48:46.088302,2025-06-15 00:48:49.077887,0 days 00:00:02.989585,582.0,0.003,3m,1.0,3.0,1.8,950.0,984.0,0.001,2m,3.0,2.0,1.0,794.0,,,,,,,,,,,,,,,560.0,0.008,4m,2.0,3.5,1.6,90.0,,,,,,,,662.0,0.002,3m,3.5,2.5,1.0,554.0,316.0,0.003,2m,2.5,1.0,0.6,164.0,,,,,,,,164,0.009000000000000001,2m,2.5,2.0,1.7000000000000002,700,0.45,6,COMPLETE
118,118,2.7349666487906013,2025-06-15 00:48:49.161400,2025-06-15 00:48:52.781479,0 days 00:00:03.620079,372.0,0.004,3m,1.5,3.0,1.0,692.0,954.0,0.002,1m,2.0,1.5,1.1,846.0,,,,,,,,,,,,,,,526.0,0.007,4m,2.5,3.5,1.4,56.0,,,,,,,,360.0,0.002,3m,2.5,3.5,0.6,526.0,238.0,0.003,3m,3.5,1.0,0.6,120.0,586.0,0.007,3m,1.5,2.5,1.7000000000000002,832.0,140,0.009000000000000001,2m,2.5,2.5,1.6,640,0.5,7,COMPLETE
119,119,9.970706586484654,2025-06-15 00:48:52.855508,2025-06-15 00:48:56.335289,0 days 00:00:03.479781,436.0,0.003,3m,1.5,3.0,1.1,662.0,920.0,0.003,1m,2.5,4.0,0.8,834.0,,,,,,,,,,,,,,,636.0,0.007,4m,3.0,3.0,1.5,1014.0,,,,,,,,532.0,0.001,3m,1.5,2.5,1.2000000000000002,484.0,290.0,0.003,2m,3.0,1.0,1.4,242.0,450.0,0.006,2m,1.5,2.0,1.1,654.0,184,0.009000000000000001,2m,2.5,1.5,1.8,520,0.3,7,COMPLETE
120,120,2.044311294225686,2025-06-15 00:48:56.438810,2025-06-15 00:48:58.601862,0 days 00:00:02.163052,442.0,0.002,3m,1.5,3.5,1.1,662.0,,,,,,,,,,,,,,,,,,,,,,734.0,0.006,4m,3.0,3.0,2.0,1024.0,,,,,,,,596.0,0.001,3m,1.5,2.5,1.2000000000000002,462.0,,,,,,,,,,,,,,,124,0.005,3m,2.5,1.0,1.8,426,0.3,4,COMPLETE
121,121,4.124137512998079,2025-06-15 00:48:58.685873,2025-06-15 00:49:02.174535,0 days 00:00:03.488662,632.0,0.003,3m,1.5,3.0,1.2000000000000002,776.0,926.0,0.003,1m,2.5,3.0,0.8,838.0,,,,,,,,,,,,,,,596.0,0.007,4m,3.0,3.0,1.5,954.0,,,,,,,,522.0,0.001,3m,1.0,2.5,1.1,526.0,280.0,0.003,2m,3.0,1.0,1.4,242.0,386.0,0.007,2m,1.5,2.0,1.3,654.0,186,0.009000000000000001,2m,2.5,1.5,1.9000000000000001,514,0.3,7,COMPLETE
122,122,2.004807501368814,2025-06-15 00:49:02.239637,2025-06-15 00:49:05.955030,0 days 00:00:03.715393,526.0,0.004,3m,2.0,3.0,1.1,612.0,888.0,0.002,1m,4.0,4.0,1.0,914.0,,,,,,,,,,,,,,,646.0,0.007,4m,3.0,3.0,1.4,762.0,,,,,,,,624.0,0.001,3m,1.5,3.0,1.1,494.0,352.0,0.003,2m,3.0,2.5,1.4,184.0,454.0,0.006,2m,1.5,2.0,1.4,734.0,16,0.009000000000000001,2m,2.5,1.5,1.7000000000000002,606,0.3,7,COMPLETE
