,number,value,datetime_start,datetime_complete,duration,params_ABNB_INTU_beta_win,params_ABNB_INTU_stop_loss,params_ABNB_INTU_trade_freq,params_ABNB_INTU_z_entry,params_ABNB_INTU_z_exit,params_ABNB_INTU_z_stop_scaler,params_ABNB_INTU_z_win,params_ADBE_ASML_beta_win,params_ADBE_ASML_stop_loss,params_ADBE_ASML_trade_freq,params_ADBE_ASML_z_entry,params_ADBE_ASML_z_exit,params_ADBE_ASML_z_stop_scaler,params_ADBE_ASML_z_win,params_ADBE_NFLX_beta_win,params_ADBE_NFLX_stop_loss,params_ADBE_NFLX_trade_freq,params_ADBE_NFLX_z_entry,params_ADBE_NFLX_z_exit,params_ADBE_NFLX_z_stop_scaler,params_ADBE_NFLX_z_win,params_ADP_INTU_beta_win,params_ADP_INTU_stop_loss,params_ADP_INTU_trade_freq,params_ADP_INTU_z_entry,params_ADP_INTU_z_exit,params_ADP_INTU_z_stop_scaler,params_ADP_INTU_z_win,params_ALGN_INTU_beta_win,params_ALGN_INTU_stop_loss,params_ALGN_INTU_trade_freq,params_ALGN_INTU_z_entry,params_ALGN_INTU_z_exit,params_ALGN_INTU_z_stop_scaler,params_ALGN_INTU_z_win,params_AMGN_INTU_beta_win,params_AMGN_INTU_stop_loss,params_AMGN_INTU_trade_freq,params_AMGN_INTU_z_entry,params_AMGN_INTU_z_exit,params_AMGN_INTU_z_stop_scaler,params_AMGN_INTU_z_win,params_CTAS_GILD_beta_win,params_CTAS_GILD_stop_loss,params_CTAS_GILD_trade_freq,params_CTAS_GILD_z_entry,params_CTAS_GILD_z_exit,params_CTAS_GILD_z_stop_scaler,params_CTAS_GILD_z_win,params_CTAS_TEAM_beta_win,params_CTAS_TEAM_stop_loss,params_CTAS_TEAM_trade_freq,params_CTAS_TEAM_z_entry,params_CTAS_TEAM_z_exit,params_CTAS_TEAM_z_stop_scaler,params_CTAS_TEAM_z_win,params_EA_INTU_beta_win,params_EA_INTU_stop_loss,params_EA_INTU_trade_freq,params_EA_INTU_z_entry,params_EA_INTU_z_exit,params_EA_INTU_z_stop_scaler,params_EA_INTU_z_win,params_FTNT_INTU_beta_win,params_FTNT_INTU_stop_loss,params_FTNT_INTU_trade_freq,params_FTNT_INTU_z_entry,params_FTNT_INTU_z_exit,params_FTNT_INTU_z_stop_scaler,params_FTNT_INTU_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,2.011713382111924,2025-06-15 01:14:56.004155,2025-06-15 01:14:57.285058,0 days 00:00:01.280903,1000.0,0.002,1m,2.5,2.0,0.6,468.0,,,,,,,,876.0,0.003,3m,1.0,3.0,1.3,394.0,,,,,,,,,,,,,,,,,,,,,,342,0.009000000000000001,3m,3.5,2.0,1.3,502,,,,,,,,,,,,,,,,,,,,,,0.5,3,COMPLETE
1,1,-4.784633575438891,2025-06-15 01:14:57.362502,2025-06-15 01:14:58.813045,0 days 00:00:01.450543,984.0,0.006,3m,2.5,3.0,1.0,592.0,,,,,,,,210.0,0.009000000000000001,1m,3.0,3.0,1.9000000000000001,948.0,,,,,,,,,,,,,,,,,,,,,,324,0.009000000000000001,2m,4.0,1.5,1.9000000000000001,320,,,,,,,,,,,,,,,,,,,,,,0.3,3,COMPLETE
2,2,-4.59667846820445,2025-06-15 01:14:58.894588,2025-06-15 01:15:02.793911,0 days 00:00:03.899323,572.0,0.008,4m,1.5,3.5,2.0,386.0,652.0,0.001,4m,3.0,1.5,0.5,828.0,978.0,0.007,3m,1.5,4.0,0.7,698.0,34.0,0.005,2m,3.0,3.5,0.8,230.0,670.0,0.006,4m,2.0,2.5,0.8,548.0,110.0,0.003,4m,1.0,4.0,1.6,146.0,270,0.008,4m,1.0,1.5,0.5,50,920.0,0.003,3m,2.5,1.0,1.3,360.0,,,,,,,,76.0,0.001,3m,2.5,2.5,0.6,388.0,0.2,9,COMPLETE
3,3,3.125225719261132,2025-06-15 01:15:02.874606,2025-06-15 01:15:05.156213,0 days 00:00:02.281607,352.0,0.007,2m,1.0,3.5,1.3,856.0,,,,,,,,844.0,0.01,4m,3.5,4.0,1.9000000000000001,582.0,960.0,0.01,4m,2.5,1.5,1.3,260.0,,,,,,,,434.0,0.006,3m,2.5,3.5,0.7,974.0,544,0.009000000000000001,1m,1.5,3.5,1.3,326,,,,,,,,,,,,,,,,,,,,,,0.05,5,COMPLETE
4,4,3.3658763030764924,2025-06-15 01:15:05.246090,2025-06-15 01:15:07.471248,0 days 00:00:02.225158,754.0,0.009000000000000001,1m,2.5,3.0,1.1,992.0,,,,,,,,56.0,0.007,4m,3.5,3.0,1.7000000000000002,226.0,956.0,0.01,1m,1.5,1.5,1.9000000000000001,592.0,,,,,,,,886.0,0.003,3m,3.5,2.5,1.1,452.0,974,0.009000000000000001,4m,1.5,2.0,1.9000000000000001,702,,,,,,,,,,,,,,,,,,,,,,0.2,5,COMPLETE
5,5,-4.430017811394499,2025-06-15 01:15:07.543270,2025-06-15 01:15:10.991406,0 days 00:00:03.448136,804.0,0.008,1m,2.5,3.5,0.6,550.0,370.0,0.007,1m,2.0,1.0,1.4,490.0,218.0,0.004,2m,1.5,3.0,1.6,72.0,604.0,0.006,1m,4.0,2.0,1.9000000000000001,106.0,304.0,0.007,4m,1.5,1.0,1.8,648.0,32.0,0.006,1m,3.0,3.5,1.5,220.0,430,0.001,4m,2.5,4.0,0.8,278,974.0,0.008,4m,3.0,4.0,1.8,922.0,,,,,,,,,,,,,,,0.15000000000000002,8,COMPLETE
6,6,-6.445371186959506,2025-06-15 01:15:11.056559,2025-06-15 01:15:12.906543,0 days 00:00:01.849984,56.0,0.009000000000000001,3m,2.5,1.5,1.1,276.0,,,,,,,,588.0,0.007,2m,2.5,2.5,0.8,598.0,254.0,0.009000000000000001,2m,2.0,3.5,1.6,890.0,,,,,,,,,,,,,,,264,0.008,1m,4.0,1.0,0.6,718,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
7,7,2.4095135335549105,2025-06-15 01:15:12.970788,2025-06-15 01:15:14.211703,0 days 00:00:01.240915,948.0,0.008,2m,4.0,3.0,1.6,760.0,,,,,,,,832.0,0.01,3m,3.5,2.5,1.5,514.0,,,,,,,,,,,,,,,,,,,,,,952,0.004,3m,2.0,2.5,0.8,652,,,,,,,,,,,,,,,,,,,,,,0.1,3,COMPLETE
8,8,-2.0370159338592586,2025-06-15 01:15:14.273821,2025-06-15 01:15:17.355395,0 days 00:00:03.081574,150.0,0.002,2m,4.0,3.0,1.4,444.0,,,,,,,,172.0,0.001,2m,2.5,4.0,1.8,892.0,142.0,0.007,1m,3.0,3.0,1.7000000000000002,862.0,370.0,0.006,3m,2.0,3.0,1.2000000000000002,674.0,574.0,0.009000000000000001,4m,2.0,1.5,1.2000000000000002,294.0,186,0.009000000000000001,3m,3.0,3.0,1.2000000000000002,68,338.0,0.005,2m,1.5,3.0,1.4,492.0,,,,,,,,,,,,,,,0.05,7,COMPLETE
9,9,2.010621219286472,2025-06-15 01:15:17.401122,2025-06-15 01:15:21.659180,0 days 00:00:04.258058,1010.0,0.007,3m,4.0,1.5,0.8,766.0,552.0,0.003,1m,2.0,3.5,0.7,384.0,698.0,0.01,4m,2.5,3.5,0.8,766.0,1012.0,0.004,4m,4.0,1.5,0.5,248.0,612.0,0.004,2m,1.0,1.5,1.6,82.0,64.0,0.007,2m,3.0,1.0,1.9000000000000001,316.0,90,0.004,2m,4.0,1.5,0.9,844,410.0,0.006,4m,1.0,3.5,1.7000000000000002,748.0,432.0,0.007,4m,4.0,1.5,0.9,224.0,678.0,0.01,4m,4.0,4.0,2.0,420.0,0.45,10,COMPLETE
10,10,0.4126167267683803,2025-06-15 01:15:21.734624,2025-06-15 01:15:22.250395,0 days 00:00:00.515771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988,0.006,4m,1.0,2.5,2.0,1012,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
11,11,-1.3115239006572166,2025-06-15 01:15:22.318648,2025-06-15 01:15:25.343211,0 days 00:00:03.024563,426.0,0.01,1m,1.5,4.0,1.4,1002.0,,,,,,,,414.0,0.007,4m,4.0,1.0,2.0,248.0,1024.0,0.01,4m,1.0,1.0,1.2000000000000002,548.0,,,,,,,,996.0,0.002,3m,4.0,2.5,0.5,912.0,680,0.01,1m,1.5,3.5,1.6,476,48.0,0.01,1m,4.0,1.5,0.5,76.0,,,,,,,,,,,,,,,0.2,6,COMPLETE
12,12,2.716438931474328,2025-06-15 01:15:25.409866,2025-06-15 01:15:27.906950,0 days 00:00:02.497084,488.0,0.004,2m,1.0,2.5,1.7000000000000002,1006.0,,,,,,,,48.0,0.008,4m,4.0,2.0,1.6,244.0,744.0,0.01,3m,1.5,2.0,1.3,518.0,,,,,,,,554.0,0.004,3m,4.0,3.0,0.8,706.0,678,0.006,1m,2.0,4.0,1.6,314,,,,,,,,,,,,,,,,,,,,,,0.05,5,COMPLETE
13,13,0.7787177569192951,2025-06-15 01:15:27.975180,2025-06-15 01:15:31.061971,0 days 00:00:03.086791,282.0,0.005,4m,1.0,4.0,1.2000000000000002,816.0,,,,,,,,448.0,0.005,4m,3.5,4.0,1.1,38.0,780.0,0.008,4m,2.5,1.0,2.0,514.0,,,,,,,,938.0,0.001,3m,2.5,2.5,1.0,606.0,770,0.007,4m,1.5,3.0,1.7000000000000002,662,702.0,0.001,1m,4.0,2.0,0.6,82.0,,,,,,,,,,,,,,,0.25,6,COMPLETE
14,14,1.2123972465576576,2025-06-15 01:15:31.116339,2025-06-15 01:15:31.751353,0 days 00:00:00.635014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,0.01,1m,2.0,3.0,1.3,844,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
15,15,1.5904532787940975,2025-06-15 01:15:31.804366,2025-06-15 01:15:34.442818,0 days 00:00:02.638452,676.0,0.01,2m,3.0,2.5,0.9,120.0,,,,,,,,688.0,0.006,4m,3.5,1.5,1.8,384.0,834.0,0.002,1m,2.0,2.0,1.3,712.0,,,,,,,,376.0,0.005,3m,2.0,2.0,0.7,998.0,832,0.004,4m,1.5,2.0,1.1,412,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,5,COMPLETE
16,16,-1.5557197722146123,2025-06-15 01:15:34.505901,2025-06-15 01:15:37.905050,0 days 00:00:03.399149,340.0,0.006,1m,1.5,3.5,1.4,866.0,,,,,,,,1024.0,0.009000000000000001,1m,3.0,3.5,1.3,482.0,502.0,0.008,3m,1.0,2.5,1.0,336.0,968.0,0.001,1m,4.0,4.0,0.5,1014.0,762.0,0.008,3m,3.5,3.5,1.0,464.0,552,0.007,1m,2.5,3.5,1.8,214,66.0,0.01,2m,2.5,2.5,0.9,1002.0,,,,,,,,,,,,,,,0.1,7,COMPLETE
17,17,0.7984284938920513,2025-06-15 01:15:37.984561,2025-06-15 01:15:39.987454,0 days 00:00:02.002893,694.0,0.004,2m,3.0,1.0,1.7000000000000002,666.0,,,,,,,,368.0,0.008,4m,3.0,3.5,1.7000000000000002,228.0,894.0,0.01,4m,2.0,1.5,1.6,384.0,,,,,,,,,,,,,,,868,0.001,2m,1.0,2.0,1.5,582,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
18,18,4.496790254182825,2025-06-15 01:15:40.049935,2025-06-15 01:15:43.509680,0 days 00:00:03.459745,794.0,0.007,1m,2.0,3.0,0.8,908.0,,,,,,,,588.0,0.005,4m,4.0,2.0,2.0,680.0,546.0,0.001,1m,3.0,1.5,1.5,28.0,46.0,0.01,1m,3.5,3.5,2.0,54.0,358.0,0.004,2m,2.5,3.0,0.5,794.0,640,0.008,1m,2.5,3.5,1.4,172,722.0,0.001,3m,1.5,1.0,2.0,704.0,,,,,,,,,,,,,,,0.2,7,COMPLETE
19,19,8.317148079449877,2025-06-15 01:15:43.573353,2025-06-15 01:15:47.474923,0 days 00:00:03.901570,830.0,0.009000000000000001,1m,2.0,2.0,0.8,968.0,28.0,0.01,2m,4.0,4.0,2.0,88.0,582.0,0.003,4m,4.0,2.0,2.0,836.0,438.0,0.001,1m,3.5,2.5,1.8,26.0,32.0,0.01,1m,3.5,4.0,2.0,32.0,322.0,0.003,2m,1.5,2.0,0.5,734.0,706,0.007,4m,3.0,1.0,2.0,802,660.0,0.001,3m,1.5,1.0,2.0,694.0,,,,,,,,,,,,,,,0.25,8,COMPLETE
20,20,4.484260446812863,2025-06-15 01:15:47.531345,2025-06-15 01:15:51.940773,0 days 00:00:04.409428,814.0,0.007,1m,2.0,2.0,0.5,658.0,72.0,0.01,2m,4.0,4.0,2.0,34.0,572.0,0.002,1m,4.0,2.0,0.5,818.0,438.0,0.001,1m,3.5,4.0,1.7000000000000002,18.0,30.0,0.01,1m,3.5,4.0,2.0,16.0,260.0,0.004,2m,1.0,2.0,0.5,762.0,656,0.005,4m,3.0,4.0,1.0,158,670.0,0.001,3m,1.5,1.0,2.0,694.0,,,,,,,,994.0,0.005,1m,1.0,1.0,1.5,882.0,0.25,9,COMPLETE
21,21,-0.2838050080838965,2025-06-15 01:15:52.009354,2025-06-15 01:15:56.362819,0 days 00:00:04.353465,822.0,0.007,1m,2.0,2.0,0.5,662.0,44.0,0.01,2m,4.0,4.0,2.0,54.0,570.0,0.002,1m,4.0,2.0,0.5,816.0,444.0,0.001,1m,3.5,4.0,1.7000000000000002,16.0,26.0,0.01,1m,3.5,4.0,2.0,22.0,272.0,0.004,2m,1.0,2.0,0.5,760.0,696,0.005,4m,3.0,4.0,1.0,156,676.0,0.001,3m,1.5,1.0,2.0,686.0,,,,,,,,1006.0,0.006,1m,1.0,1.0,1.5,1024.0,0.25,9,COMPLETE
22,22,2.2293697753690416,2025-06-15 01:15:56.429508,2025-06-15 01:16:00.420857,0 days 00:00:03.991349,868.0,0.009000000000000001,1m,2.0,2.0,0.8,908.0,16.0,0.01,2m,4.0,3.0,2.0,16.0,684.0,0.003,1m,4.0,2.0,1.0,1002.0,358.0,0.002,1m,3.5,3.0,1.5,44.0,22.0,0.01,1m,3.0,4.0,2.0,212.0,248.0,0.004,2m,1.5,2.0,0.5,800.0,598,0.005,4m,3.0,1.0,1.4,174,652.0,0.002,3m,1.5,1.0,2.0,700.0,,,,,,,,,,,,,,,0.35000000000000003,8,COMPLETE
23,23,3.952282447781033,2025-06-15 01:16:00.492899,2025-06-15 01:16:05.259172,0 days 00:00:04.766273,618.0,0.005,1m,2.0,1.5,0.7,690.0,976.0,0.007,2m,3.5,4.0,1.6,216.0,504.0,0.001,1m,4.0,1.5,2.0,710.0,672.0,0.001,1m,3.5,2.5,1.8,140.0,158.0,0.009000000000000001,1m,3.5,3.0,1.6,276.0,244.0,0.002,2m,1.5,1.5,0.8,642.0,420,0.007,4m,3.5,3.5,0.8,1018,816.0,0.003,3m,2.0,1.5,1.7000000000000002,548.0,1014.0,0.001,1m,1.0,4.0,2.0,946.0,1024.0,0.004,1m,1.0,1.0,1.2000000000000002,958.0,0.25,10,COMPLETE
24,24,-4.438661905817728,2025-06-15 01:16:05.332291,2025-06-15 01:16:09.319283,0 days 00:00:03.986992,888.0,0.008,1m,2.0,2.5,0.5,912.0,256.0,0.01,3m,1.0,2.5,1.7000000000000002,244.0,354.0,0.004,1m,4.0,1.5,0.5,864.0,362.0,0.003,1m,3.0,4.0,1.5,156.0,204.0,0.008,1m,3.0,3.5,2.0,266.0,402.0,0.005,2m,1.5,3.0,0.6,834.0,762,0.003,4m,2.5,4.0,1.1,114,530.0,0.001,3m,1.0,1.5,2.0,800.0,,,,,,,,,,,,,,,0.15000000000000002,8,COMPLETE
25,25,-1.785508814258729,2025-06-15 01:16:09.396510,2025-06-15 01:16:13.725683,0 days 00:00:04.329173,734.0,0.007,1m,3.0,2.0,0.8,942.0,230.0,0.008,2m,3.0,2.5,1.0,770.0,610.0,0.003,4m,3.0,2.0,1.4,662.0,570.0,0.002,1m,3.5,3.0,1.5,26.0,44.0,0.01,1m,4.0,3.5,1.7000000000000002,26.0,182.0,0.003,2m,1.0,1.5,0.9,574.0,620,0.006,1m,3.5,2.5,1.5,890,558.0,0.003,3m,2.0,1.0,1.6,568.0,,,,,,,,542.0,0.006,2m,2.0,2.0,1.5,766.0,0.3,9,COMPLETE
26,26,0.96213361919295,2025-06-15 01:16:13.790620,2025-06-15 01:16:17.254472,0 days 00:00:03.463852,884.0,0.006,4m,1.5,1.0,0.7,776.0,,,,,,,,746.0,0.005,4m,3.5,2.5,1.1,784.0,428.0,0.003,1m,4.0,3.5,2.0,142.0,180.0,0.008,1m,3.0,3.5,1.3,188.0,328.0,0.001,2m,2.0,3.0,0.7,868.0,468,0.008,3m,3.0,3.5,1.0,412,790.0,0.005,3m,2.0,2.0,1.9000000000000001,830.0,,,,,,,,,,,,,,,0.2,7,COMPLETE
27,27,1.500627709443799,2025-06-15 01:16:17.335717,2025-06-15 01:16:21.288299,0 days 00:00:03.952582,594.0,0.009000000000000001,1m,2.0,2.5,0.9,320.0,160.0,0.005,2m,4.0,3.5,1.8,220.0,494.0,0.004,1m,4.0,1.0,2.0,902.0,218.0,0.001,2m,3.0,2.5,1.8,406.0,404.0,0.009000000000000001,2m,3.5,4.0,1.8,354.0,650.0,0.004,1m,1.5,2.0,0.5,710.0,870,0.003,2m,2.5,3.0,2.0,38,816.0,0.002,3m,1.0,1.5,1.6,638.0,,,,,,,,,,,,,,,0.4,8,COMPLETE
28,28,1.8069524823703367,2025-06-15 01:16:21.362390,2025-06-15 01:16:26.096116,0 days 00:00:04.733726,804.0,0.01,1m,1.5,1.5,0.5,712.0,392.0,0.008,3m,3.0,4.0,1.2000000000000002,604.0,310.0,0.002,3m,2.0,1.5,0.9,978.0,628.0,0.003,3m,2.5,2.5,1.4,94.0,150.0,0.003,3m,4.0,3.0,1.4,142.0,464.0,0.002,2m,1.0,1.0,1.4,682.0,782,0.007,4m,3.5,4.0,0.6,256,406.0,0.002,3m,1.5,2.0,1.0,394.0,58.0,0.01,3m,2.5,3.5,0.6,52.0,148.0,0.009000000000000001,1m,4.0,4.0,1.0,104.0,0.25,10,COMPLETE
29,29,0.3597969576206118,2025-06-15 01:16:26.174666,2025-06-15 01:16:30.561773,0 days 00:00:04.387107,680.0,0.001,1m,3.5,2.0,0.7,50.0,734.0,0.005,4m,3.5,3.0,1.5,104.0,616.0,0.002,2m,3.5,2.0,1.2000000000000002,624.0,500.0,0.004,1m,3.5,2.0,1.1,996.0,266.0,0.008,1m,2.5,3.5,2.0,400.0,152.0,0.01,2m,2.0,2.5,1.8,914.0,632,0.005,3m,3.0,1.0,1.2000000000000002,508,600.0,0.004,3m,2.0,1.0,1.8,872.0,,,,,,,,760.0,0.003,4m,2.0,2.0,1.9000000000000001,704.0,0.3,9,COMPLETE
30,30,2.15496375103496,2025-06-15 01:16:30.629043,2025-06-15 01:16:34.034384,0 days 00:00:03.405341,918.0,0.004,1m,2.0,2.5,1.0,852.0,,,,,,,,776.0,0.003,4m,4.0,2.5,0.6,758.0,324.0,0.001,1m,3.0,3.0,1.7000000000000002,214.0,118.0,0.01,1m,3.5,2.0,1.8,16.0,324.0,0.005,2m,1.5,3.0,0.6,554.0,504,0.008,1m,2.5,2.5,1.4,402,732.0,0.001,1m,3.0,1.5,1.5,398.0,,,,,,,,,,,,,,,0.15000000000000002,7,COMPLETE
31,31,4.705717395860819,2025-06-15 01:16:34.112942,2025-06-15 01:16:39.026188,0 days 00:00:04.913246,600.0,0.005,1m,2.0,1.5,0.7,614.0,1022.0,0.008,2m,3.5,4.0,1.7000000000000002,224.0,524.0,0.001,1m,4.0,1.5,2.0,706.0,690.0,0.001,1m,3.5,2.5,1.8,102.0,110.0,0.009000000000000001,1m,3.5,3.0,1.5,154.0,222.0,0.002,2m,1.5,1.5,0.8,640.0,400,0.007,4m,3.5,3.5,0.8,988,878.0,0.003,3m,2.0,1.0,1.8,584.0,990.0,0.001,1m,1.0,4.0,2.0,1020.0,994.0,0.004,1m,1.0,1.0,1.1,994.0,0.25,10,COMPLETE
32,32,0.6663783777318879,2025-06-15 01:16:39.103985,2025-06-15 01:16:44.011319,0 days 00:00:04.907334,762.0,0.003,1m,2.0,1.5,0.6,606.0,824.0,0.009000000000000001,2m,3.5,3.5,2.0,162.0,538.0,0.001,1m,4.0,1.5,1.9000000000000001,840.0,686.0,0.002,1m,3.5,2.0,1.8,16.0,30.0,0.009000000000000001,1m,3.0,3.5,1.1,130.0,198.0,0.003,2m,1.0,1.5,0.6,786.0,382,0.006,4m,3.5,3.5,0.7,932,908.0,0.002,3m,1.5,1.0,1.9000000000000001,626.0,904.0,0.001,1m,1.0,2.5,2.0,1006.0,868.0,0.004,1m,1.0,1.0,0.9,786.0,0.25,10,COMPLETE
33,33,1.9946535751974266,2025-06-15 01:16:44.106915,2025-06-15 01:16:48.488714,0 days 00:00:04.381799,520.0,0.005,1m,2.5,2.0,0.6,504.0,1020.0,0.009000000000000001,2m,4.0,4.0,1.8,356.0,458.0,0.002,1m,1.0,2.0,1.8,738.0,550.0,0.001,1m,4.0,2.5,1.6,88.0,92.0,0.009000000000000001,1m,3.5,4.0,1.5,128.0,322.0,0.002,2m,2.5,2.0,0.8,494.0,710,0.008,4m,3.0,4.0,0.9,768,862.0,0.001,3m,2.0,1.0,2.0,748.0,,,,,,,,316.0,0.007,1m,1.5,1.5,1.5,880.0,0.2,9,COMPLETE
34,34,-2.4395779200288956,2025-06-15 01:16:48.573169,2025-06-15 01:16:52.533940,0 days 00:00:03.960771,632.0,0.006,3m,1.5,1.0,0.9,612.0,130.0,0.009000000000000001,2m,3.5,3.5,1.8,32.0,656.0,0.001,1m,3.5,1.0,1.9000000000000001,918.0,432.0,0.002,1m,3.5,3.5,1.9000000000000001,186.0,232.0,0.01,1m,4.0,3.0,1.8,16.0,470.0,0.003,2m,1.5,1.5,0.7,750.0,566,0.007,4m,4.0,3.0,1.0,966,1024.0,0.003,3m,1.5,1.5,1.8,488.0,,,,,,,,,,,,,,,0.3,8,COMPLETE
35,35,7.1453288830097845,2025-06-15 01:16:52.601441,2025-06-15 01:16:57.021796,0 days 00:00:04.420355,834.0,0.007,1m,2.0,2.0,0.7,412.0,362.0,0.007,2m,4.0,3.0,2.0,326.0,756.0,0.002,3m,4.0,1.5,2.0,668.0,40.0,0.004,2m,3.0,4.0,1.7000000000000002,312.0,126.0,0.009000000000000001,1m,3.5,2.5,1.9000000000000001,120.0,352.0,0.004,1m,2.0,2.0,0.5,650.0,292,0.007,4m,3.5,3.5,1.8,820,742.0,0.002,2m,1.0,1.0,1.9000000000000001,600.0,,,,,,,,880.0,0.002,3m,3.0,3.0,1.2000000000000002,600.0,0.2,9,COMPLETE
36,36,0.7659635049343341,2025-06-15 01:16:57.086856,2025-06-15 01:17:00.044972,0 days 00:00:02.958116,542.0,0.006,4m,2.5,1.5,1.0,228.0,,,,,,,,772.0,0.005,3m,3.5,1.5,2.0,424.0,18.0,0.005,2m,3.0,3.0,1.4,320.0,,,,,,,,358.0,0.001,1m,2.0,1.0,0.6,656.0,316,0.008,2m,3.5,1.5,1.8,800,748.0,0.004,2m,1.0,2.0,1.8,600.0,,,,,,,,,,,,,,,0.2,6,COMPLETE
37,37,-0.5671393319486845,2025-06-15 01:17:00.120048,2025-06-15 01:17:05.094843,0 days 00:00:04.974795,994.0,0.008,1m,2.5,3.0,0.7,430.0,474.0,0.006,2m,3.5,2.0,1.8,352.0,918.0,0.004,3m,3.0,1.0,1.9000000000000001,668.0,82.0,0.004,2m,3.0,1.0,1.8,272.0,388.0,0.007,4m,2.5,2.5,1.9000000000000001,328.0,104.0,0.002,4m,3.0,4.0,0.9,58.0,194,0.009000000000000001,4m,3.5,3.5,1.9000000000000001,922,618.0,0.002,2m,1.0,1.5,1.9000000000000001,310.0,648.0,0.004,2m,2.0,3.0,1.4,628.0,780.0,0.001,3m,3.0,3.0,0.8,582.0,0.1,10,COMPLETE
38,38,3.023133584732209,2025-06-15 01:17:05.174222,2025-06-15 01:17:09.049783,0 days 00:00:03.875561,942.0,0.005,1m,1.5,2.0,1.1,394.0,334.0,0.007,3m,2.5,3.0,1.4,288.0,890.0,0.003,3m,4.0,1.5,1.7000000000000002,568.0,158.0,0.003,2m,2.5,3.5,2.0,204.0,860.0,0.008,2m,3.0,2.0,1.6,440.0,510.0,0.003,1m,2.0,2.5,1.3,614.0,324,0.007,4m,4.0,3.0,1.8,596,458.0,0.004,2m,1.0,2.5,1.6,484.0,,,,,,,,,,,,,,,0.2,8,COMPLETE
39,39,-4.255325223512584,2025-06-15 01:17:09.132170,2025-06-15 01:17:13.628860,0 days 00:00:04.496690,736.0,0.008,3m,2.0,2.5,0.8,486.0,564.0,0.008,1m,4.0,2.0,1.6,466.0,738.0,0.002,3m,3.0,2.5,1.8,648.0,740.0,0.005,2m,2.5,1.5,1.9000000000000001,436.0,128.0,0.009000000000000001,3m,4.0,2.5,1.0,202.0,418.0,0.005,1m,2.5,1.5,0.9,416.0,256,0.008,1m,3.5,3.5,2.0,754,880.0,0.007,4m,2.0,1.0,1.1,766.0,,,,,,,,630.0,0.002,3m,3.0,3.0,1.2000000000000002,190.0,0.15000000000000002,9,COMPLETE
40,40,1.088332122274395,2025-06-15 01:17:13.694554,2025-06-15 01:17:17.171803,0 days 00:00:03.477249,456.0,0.007,1m,2.5,3.0,1.0,944.0,,,,,,,,820.0,0.006,3m,3.5,1.5,1.6,554.0,666.0,0.006,2m,3.0,2.5,1.6,90.0,482.0,0.007,1m,3.5,2.0,1.9000000000000001,106.0,138.0,0.006,4m,2.5,2.0,0.7,552.0,18,0.01,3m,4.0,2.5,1.7000000000000002,868,778.0,0.002,2m,2.5,1.5,1.7000000000000002,254.0,,,,,,,,,,,,,,,0.2,7,COMPLETE
41,41,1.3523337573978271,2025-06-15 01:17:17.228567,2025-06-15 01:17:21.602431,0 days 00:00:04.373864,840.0,0.007,1m,2.0,2.0,0.5,550.0,118.0,0.009000000000000001,2m,4.0,4.0,2.0,134.0,532.0,0.002,1m,4.0,2.0,2.0,812.0,304.0,0.001,1m,3.5,4.0,1.7000000000000002,78.0,92.0,0.01,1m,3.5,3.5,1.9000000000000001,90.0,280.0,0.004,2m,1.0,2.0,0.5,860.0,380,0.006,4m,3.0,4.0,1.9000000000000001,786,692.0,0.001,3m,1.5,1.0,2.0,680.0,,,,,,,,902.0,0.004,2m,3.0,3.0,1.3,590.0,0.25,9,COMPLETE
42,42,1.719113144902918,2025-06-15 01:17:21.664737,2025-06-15 01:17:25.532353,0 days 00:00:03.867616,780.0,0.006,1m,2.0,1.5,0.6,346.0,872.0,0.01,2m,4.0,3.5,1.9000000000000001,144.0,626.0,0.001,4m,4.0,2.0,1.9000000000000001,690.0,476.0,0.002,1m,4.0,4.0,1.8,152.0,92.0,0.009000000000000001,1m,3.5,3.0,2.0,172.0,218.0,0.004,1m,1.5,2.5,0.6,728.0,444,0.005,4m,3.0,4.0,0.7,114,596.0,0.003,3m,1.5,1.0,1.9000000000000001,642.0,,,,,,,,,,,,,,,0.25,8,COMPLETE
