,number,value,datetime_start,datetime_complete,duration,params_BIDU_PEP_beta_win,params_BIDU_PEP_stop_loss,params_BIDU_PEP_trade_freq,params_BIDU_PEP_z_entry,params_BIDU_PEP_z_exit,params_BIDU_PEP_z_stop_scaler,params_BIDU_PEP_z_win,params_CDW_VRSK_beta_win,params_CDW_VRSK_stop_loss,params_CDW_VRSK_trade_freq,params_CDW_VRSK_z_entry,params_CDW_VRSK_z_exit,params_CDW_VRSK_z_stop_scaler,params_CDW_VRSK_z_win,params_COST_MAR_beta_win,params_COST_MAR_stop_loss,params_COST_MAR_trade_freq,params_COST_MAR_z_entry,params_COST_MAR_z_exit,params_COST_MAR_z_stop_scaler,params_COST_MAR_z_win,params_CSCO_EXC_beta_win,params_CSCO_EXC_stop_loss,params_CSCO_EXC_trade_freq,params_CSCO_EXC_z_entry,params_CSCO_EXC_z_exit,params_CSCO_EXC_z_stop_scaler,params_CSCO_EXC_z_win,params_DXCM_XLNX_beta_win,params_DXCM_XLNX_stop_loss,params_DXCM_XLNX_trade_freq,params_DXCM_XLNX_z_entry,params_DXCM_XLNX_z_exit,params_DXCM_XLNX_z_stop_scaler,params_DXCM_XLNX_z_win,params_GILD_MAR_beta_win,params_GILD_MAR_stop_loss,params_GILD_MAR_trade_freq,params_GILD_MAR_z_entry,params_GILD_MAR_z_exit,params_GILD_MAR_z_stop_scaler,params_GILD_MAR_z_win,params_GILD_MU_beta_win,params_GILD_MU_stop_loss,params_GILD_MU_trade_freq,params_GILD_MU_z_entry,params_GILD_MU_z_exit,params_GILD_MU_z_stop_scaler,params_GILD_MU_z_win,params_GOOG_MAR_beta_win,params_GOOG_MAR_stop_loss,params_GOOG_MAR_trade_freq,params_GOOG_MAR_z_entry,params_GOOG_MAR_z_exit,params_GOOG_MAR_z_stop_scaler,params_GOOG_MAR_z_win,params_MAR_MU_beta_win,params_MAR_MU_stop_loss,params_MAR_MU_trade_freq,params_MAR_MU_z_entry,params_MAR_MU_z_exit,params_MAR_MU_z_stop_scaler,params_MAR_MU_z_win,params_PDD_ADP_beta_win,params_PDD_ADP_stop_loss,params_PDD_ADP_trade_freq,params_PDD_ADP_z_entry,params_PDD_ADP_z_exit,params_PDD_ADP_z_stop_scaler,params_PDD_ADP_z_win,params_buffer_capital,params_pairs_to_trade,state
71,71,-0.3708231460380997,2025-06-15 00:29:26.165687,2025-06-15 00:29:29.731967,0 days 00:00:03.566280,794.0,0.005,2m,3.0,2.0,1.7000000000000002,648.0,826.0,0.003,3m,3.5,2.0,1.1,380.0,534.0,0.004,4m,1.0,4.0,1.4,604.0,,,,,,,,,,,,,,,148,0.005,2m,2.5,2.0,1.1,890,380.0,0.007,2m,3.0,1.0,1.8,816.0,,,,,,,,598.0,0.004,3m,3.5,2.0,0.8,654.0,446.0,0.01,4m,2.0,1.5,1.2000000000000002,978.0,0.5,7,COMPLETE
72,72,2.4673470994048072,2025-06-15 00:29:29.802446,2025-06-15 00:29:33.425810,0 days 00:00:03.623364,914.0,0.004,2m,3.0,3.5,1.4,748.0,1008.0,0.004,3m,2.5,2.5,1.3,502.0,598.0,0.002,3m,1.5,4.0,1.8,696.0,,,,,,,,,,,,,,,920,0.005,2m,1.0,2.5,1.5,816,1022.0,0.007,2m,3.0,1.5,1.9000000000000001,610.0,,,,,,,,552.0,0.003,3m,4.0,1.5,0.9,738.0,368.0,0.008,4m,2.0,2.5,1.1,850.0,0.5,7,COMPLETE
73,73,8.895707074646651,2025-06-15 00:29:33.534549,2025-06-15 00:29:38.483764,0 days 00:00:04.949215,982.0,0.005,2m,3.5,2.0,1.9000000000000001,146.0,668.0,0.005,3m,4.0,2.0,0.9,344.0,986.0,0.006,4m,1.0,3.5,1.7000000000000002,646.0,1018.0,0.01,3m,1.5,4.0,0.7,268.0,484.0,0.006,1m,3.0,1.5,0.8,310.0,754,0.004,2m,4.0,2.0,1.0,946,446.0,0.008,2m,2.5,1.0,1.5,848.0,24.0,0.01,4m,1.0,4.0,1.9000000000000001,988.0,886.0,0.004,3m,3.0,2.5,1.0,696.0,634.0,0.009000000000000001,4m,2.5,1.5,1.0,704.0,0.45,10,COMPLETE
74,74,3.9690639586877197,2025-06-15 00:29:38.557276,2025-06-15 00:29:43.400960,0 days 00:00:04.843684,992.0,0.008,2m,3.5,3.0,1.9000000000000001,144.0,562.0,0.005,3m,4.0,2.0,0.9,414.0,978.0,0.006,4m,1.0,1.5,1.7000000000000002,646.0,1018.0,0.01,3m,1.5,4.0,0.7,278.0,446.0,0.006,1m,4.0,1.5,0.7,294.0,762,0.004,2m,4.0,2.5,0.9,986,484.0,0.008,2m,2.5,1.0,1.4,866.0,230.0,0.01,4m,1.0,4.0,1.9000000000000001,1006.0,914.0,0.004,3m,3.0,3.0,0.9,486.0,648.0,0.009000000000000001,4m,2.5,1.0,0.8,718.0,0.35000000000000003,10,COMPLETE
75,75,2.754569151341455,2025-06-15 00:29:43.478476,2025-06-15 00:29:48.327975,0 days 00:00:04.849499,960.0,0.005,2m,4.0,1.5,2.0,56.0,668.0,0.006,3m,4.0,1.5,1.0,324.0,934.0,0.006,4m,1.0,3.5,1.6,832.0,980.0,0.009000000000000001,3m,1.5,4.0,0.7,366.0,342.0,0.007,1m,3.0,2.0,0.9,258.0,678,0.003,2m,4.0,2.0,1.0,938,420.0,0.008,2m,2.5,1.0,1.2000000000000002,1016.0,20.0,0.01,4m,1.5,4.0,2.0,1024.0,872.0,0.005,3m,3.0,3.5,0.6,688.0,800.0,0.01,4m,2.5,1.0,1.0,684.0,0.45,10,COMPLETE
76,76,1.0712536313771255,2025-06-15 00:29:48.397490,2025-06-15 00:29:53.008239,0 days 00:00:04.610749,856.0,0.006,2m,3.5,2.0,1.9000000000000001,208.0,610.0,0.005,2m,4.0,2.0,0.5,482.0,980.0,0.009000000000000001,4m,1.0,3.5,1.7000000000000002,918.0,872.0,0.009000000000000001,3m,2.0,4.0,0.5,172.0,,,,,,,,626,0.004,2m,4.0,1.5,1.2000000000000002,850,332.0,0.009000000000000001,2m,4.0,1.5,1.2000000000000002,794.0,98.0,0.009000000000000001,4m,1.0,4.0,1.9000000000000001,904.0,938.0,0.002,1m,3.0,3.0,1.9000000000000001,572.0,608.0,0.009000000000000001,4m,3.0,2.0,0.9,784.0,0.45,9,COMPLETE
77,77,3.4571658161499617,2025-06-15 00:29:53.102760,2025-06-15 00:29:58.157710,0 days 00:00:05.054950,586.0,0.005,4m,2.5,2.0,1.1,836.0,756.0,0.004,4m,4.0,2.5,0.8,348.0,894.0,0.007,4m,1.0,3.0,0.8,792.0,926.0,0.01,3m,2.0,3.5,0.6,88.0,516.0,0.004,1m,2.0,1.0,1.2000000000000002,126.0,948,0.002,2m,2.0,1.0,1.1,954,446.0,0.008,4m,2.5,1.0,1.6,410.0,1004.0,0.01,4m,4.0,4.0,2.0,966.0,1024.0,0.003,3m,2.5,2.5,1.0,418.0,736.0,0.01,4m,2.5,1.5,0.7,564.0,0.2,10,COMPLETE
78,78,0.11844859560194201,2025-06-15 00:29:58.247235,2025-06-15 00:30:02.803426,0 days 00:00:04.556191,908.0,0.004,2m,4.0,1.5,2.0,92.0,886.0,0.005,3m,3.5,1.0,1.2000000000000002,286.0,830.0,0.004,4m,1.0,3.5,1.8,732.0,454.0,0.007,1m,1.5,4.0,1.7000000000000002,260.0,,,,,,,,868,0.003,1m,2.5,2.0,0.7,762,386.0,0.006,3m,3.5,1.0,1.5,900.0,880.0,0.007,2m,1.0,3.5,1.8,442.0,836.0,0.004,3m,3.5,2.5,0.8,810.0,560.0,0.009000000000000001,4m,2.0,3.5,1.1,734.0,0.45,9,COMPLETE
79,79,-2.1377078534235117,2025-06-15 00:30:02.868426,2025-06-15 00:30:07.744927,0 days 00:00:04.876501,810.0,0.006,3m,3.0,1.0,1.5,308.0,712.0,0.004,3m,3.5,1.5,1.4,448.0,492.0,0.007,2m,1.5,2.5,1.4,536.0,610.0,0.002,2m,2.0,3.5,0.7,424.0,654.0,0.008,2m,3.5,1.5,0.5,594.0,482,0.005,2m,1.5,3.0,0.9,562,936.0,0.007,2m,3.0,1.5,1.4,856.0,22.0,0.009000000000000001,4m,2.0,1.0,1.5,876.0,974.0,0.003,3m,4.0,1.5,0.7,842.0,640.0,0.009000000000000001,2m,2.5,1.5,0.9,802.0,0.4,10,COMPLETE
80,80,5.323916280756532,2025-06-15 00:30:07.838442,2025-06-15 00:30:12.662377,0 days 00:00:04.823935,652.0,0.001,2m,1.0,1.5,1.8,136.0,922.0,0.007,3m,4.0,3.5,0.6,394.0,324.0,0.005,3m,1.0,3.5,1.1,860.0,920.0,0.003,4m,2.5,4.0,1.0,166.0,394.0,0.006,2m,4.0,2.5,1.2000000000000002,426.0,1020,0.004,2m,4.0,2.5,1.0,894,52.0,0.01,2m,3.5,2.5,1.9000000000000001,262.0,424.0,0.01,4m,1.5,2.5,1.9000000000000001,22.0,784.0,0.004,2m,3.5,1.0,1.0,644.0,584.0,0.008,4m,1.5,3.0,1.3,864.0,0.45,10,COMPLETE
81,81,2.754585398452898,2025-06-15 00:30:12.765892,2025-06-15 00:30:15.909373,0 days 00:00:03.143481,,,,,,,,676.0,0.003,3m,3.0,2.0,0.8,224.0,64.0,0.001,1m,2.5,4.0,1.9000000000000001,628.0,,,,,,,,,,,,,,,810,0.006,2m,3.5,2.0,1.6,994,558.0,0.007,2m,3.0,1.0,1.8,584.0,,,,,,,,642.0,0.005,3m,3.5,2.0,0.7,694.0,480.0,0.005,4m,2.0,1.5,1.2000000000000002,930.0,0.5,6,COMPLETE
82,82,3.168466814423265,2025-06-15 00:30:15.998896,2025-06-15 00:30:23.043797,0 days 00:00:07.044901,992.0,0.004,2m,3.5,2.0,1.3,154.0,638.0,0.003,3m,4.0,2.0,0.9,336.0,112.0,0.003,1m,2.0,4.0,2.0,676.0,550.0,0.006,3m,1.0,3.0,1.1,332.0,,,,,,,,562,0.004,2m,4.0,2.0,1.1,918,636.0,0.008,2m,1.0,1.0,1.7000000000000002,490.0,,,,,,,,694.0,0.004,3m,3.5,2.5,0.9,518.0,524.0,0.007,4m,2.0,1.0,1.0,818.0,0.5,8,COMPLETE
83,83,3.4762072654313454,2025-06-15 00:30:23.148307,2025-06-15 00:30:28.988303,0 days 00:00:05.839996,948.0,0.003,2m,3.0,2.0,1.1,24.0,812.0,0.004,3m,3.5,2.0,1.0,362.0,40.0,0.01,4m,3.5,4.0,1.9000000000000001,822.0,670.0,0.001,2m,1.5,3.5,0.8,528.0,,,,,,,,744,0.005,2m,3.5,1.5,1.0,878,514.0,0.009000000000000001,2m,3.0,1.0,2.0,360.0,692.0,0.002,1m,4.0,4.0,1.1,544.0,552.0,0.007,3m,3.0,2.0,0.8,748.0,508.0,0.008,4m,2.0,1.5,1.1,764.0,0.5,9,COMPLETE
84,84,-2.0562193769996298,2025-06-15 00:30:29.092823,2025-06-15 00:30:32.694554,0 days 00:00:03.601731,722.0,0.005,2m,2.5,2.5,1.6,398.0,986.0,0.005,1m,4.0,1.5,1.1,202.0,860.0,0.006,1m,1.5,4.0,1.8,456.0,,,,,,,,,,,,,,,900,0.004,2m,3.5,2.0,1.4,810,768.0,0.007,1m,2.5,1.5,1.5,438.0,,,,,,,,504.0,0.003,3m,3.0,1.5,1.1,782.0,426.0,0.006,4m,2.0,2.0,1.0,696.0,0.45,7,COMPLETE
85,85,-5.308501814392731,2025-06-15 00:30:32.766064,2025-06-15 00:30:37.893589,0 days 00:00:05.127525,874.0,0.004,1m,3.5,2.0,1.6,214.0,580.0,0.006,3m,4.0,1.5,0.5,468.0,1022.0,0.001,4m,2.0,4.0,2.0,902.0,816.0,0.003,1m,2.5,4.0,0.9,904.0,222.0,0.007,1m,3.0,2.0,0.7,886.0,308,0.003,2m,3.0,2.5,1.2000000000000002,962,914.0,0.007,2m,2.0,1.0,1.7000000000000002,542.0,782.0,0.007,3m,3.0,1.5,1.7000000000000002,960.0,366.0,0.004,3m,4.0,1.0,0.7,872.0,616.0,0.009000000000000001,1m,2.0,1.0,1.1,900.0,0.5,10,COMPLETE
86,86,5.995358825957795,2025-06-15 00:30:37.971621,2025-06-15 00:30:41.859604,0 days 00:00:03.887983,1024.0,0.005,2m,1.5,3.0,1.7000000000000002,104.0,746.0,0.002,4m,3.5,1.0,0.5,126.0,96.0,0.003,3m,1.0,3.5,0.5,762.0,1024.0,0.004,4m,1.0,3.5,0.6,1020.0,,,,,,,,706,0.007,4m,2.5,1.5,1.3,928,820.0,0.006,2m,3.5,1.0,1.6,932.0,,,,,,,,1000.0,0.005,3m,3.5,2.0,0.7,592.0,766.0,0.01,4m,2.5,1.5,1.2000000000000002,662.0,0.45,8,COMPLETE
87,87,4.48092803908963,2025-06-15 00:30:41.923715,2025-06-15 00:30:46.318145,0 days 00:00:04.394430,1024.0,0.005,2m,1.5,3.0,1.8,112.0,506.0,0.002,4m,4.0,1.0,0.5,852.0,224.0,0.003,3m,1.0,3.0,0.5,766.0,988.0,0.004,4m,1.0,3.5,0.6,996.0,,,,,,,,812,0.007,4m,2.5,1.0,1.3,924,824.0,0.005,2m,3.5,1.0,1.6,844.0,138.0,0.008,4m,1.0,2.0,0.8,788.0,948.0,0.006,3m,3.5,1.5,0.6,526.0,784.0,0.01,4m,2.5,4.0,0.8,714.0,0.35000000000000003,9,COMPLETE
88,88,8.258255168386203,2025-06-15 00:30:46.389146,2025-06-15 00:30:50.258526,0 days 00:00:03.869380,980.0,0.007,2m,1.5,3.0,1.7000000000000002,44.0,740.0,0.002,4m,3.5,1.0,0.6,124.0,924.0,0.004,3m,1.0,3.5,0.6,700.0,992.0,0.004,4m,1.0,4.0,0.5,910.0,,,,,,,,82,0.008,4m,2.5,1.5,1.2000000000000002,1010,866.0,0.006,3m,4.0,1.0,2.0,996.0,,,,,,,,980.0,0.005,4m,2.5,2.0,0.7,588.0,674.0,0.01,4m,3.0,2.5,1.2000000000000002,618.0,0.4,8,COMPLETE
89,89,6.2538259598822705,2025-06-15 00:30:50.335039,2025-06-15 00:30:54.500069,0 days 00:00:04.165030,990.0,0.007,2m,1.5,3.0,1.9000000000000001,42.0,746.0,0.001,4m,3.5,1.0,0.6,106.0,924.0,0.004,3m,1.0,3.5,0.6,704.0,1024.0,0.008,4m,1.0,4.0,0.5,926.0,,,,,,,,78,0.009000000000000001,4m,2.5,1.5,1.2000000000000002,1004,866.0,0.006,3m,4.0,1.5,2.0,916.0,,,,,,,,986.0,0.005,4m,2.5,2.0,0.7,584.0,862.0,0.01,3m,3.5,2.5,1.4,628.0,0.4,8,COMPLETE
90,90,4.769055181106165,2025-06-15 00:30:54.587582,2025-06-15 00:30:58.617525,0 days 00:00:04.029943,984.0,0.007,2m,1.5,3.0,1.8,20.0,764.0,0.001,4m,3.0,1.0,0.6,70.0,930.0,0.004,3m,1.0,3.5,0.6,598.0,1006.0,0.005,4m,1.0,4.0,0.5,980.0,,,,,,,,692,0.009000000000000001,4m,2.5,1.5,1.2000000000000002,1018,860.0,0.006,3m,4.0,1.5,2.0,964.0,,,,,,,,1004.0,0.005,4m,2.5,2.0,0.5,596.0,862.0,0.01,3m,3.5,2.5,1.5,628.0,0.3,8,COMPLETE
91,91,5.476720858252537,2025-06-15 00:30:58.690042,2025-06-15 00:31:02.891920,0 days 00:00:04.201878,940.0,0.008,2m,1.5,3.0,1.9000000000000001,100.0,734.0,0.001,4m,3.5,1.0,0.7,94.0,986.0,0.004,3m,1.0,3.5,0.6,692.0,946.0,0.008,4m,1.0,4.0,0.5,920.0,,,,,,,,42,0.008,4m,2.5,1.5,1.2000000000000002,996,802.0,0.006,3m,4.0,1.5,2.0,986.0,,,,,,,,978.0,0.005,4m,2.5,2.0,0.7,550.0,818.0,0.01,3m,3.5,2.5,1.3,654.0,0.4,8,COMPLETE
92,92,7.26133107801966,2025-06-15 00:31:02.963445,2025-06-15 00:31:07.277777,0 days 00:00:04.314332,996.0,0.007,2m,1.5,3.5,2.0,44.0,654.0,0.002,4m,3.5,1.0,0.5,26.0,888.0,0.004,3m,1.0,3.0,0.5,716.0,1024.0,0.007,4m,1.0,4.0,0.6,934.0,,,,,,,,86,0.01,4m,2.5,1.5,1.4,980,954.0,0.005,3m,4.0,1.0,1.9000000000000001,932.0,,,,,,,,922.0,0.005,4m,2.0,2.0,0.8,622.0,756.0,0.01,3m,3.5,2.5,1.4,588.0,0.4,8,COMPLETE
93,93,5.026908307543017,2025-06-15 00:31:07.323301,2025-06-15 00:31:11.009121,0 days 00:00:03.685820,904.0,0.008,2m,1.5,3.5,2.0,44.0,680.0,0.002,4m,3.5,1.0,0.5,124.0,886.0,0.003,3m,1.0,3.5,0.5,722.0,,,,,,,,,,,,,,,74,0.01,4m,2.5,1.5,1.4,980,968.0,0.005,3m,4.0,1.0,1.9000000000000001,920.0,,,,,,,,922.0,0.005,4m,2.5,2.0,0.8,582.0,760.0,0.01,3m,3.5,2.5,1.4,588.0,0.4,7,COMPLETE
94,94,5.360866285712513,2025-06-15 00:31:11.086626,2025-06-15 00:31:15.196475,0 days 00:00:04.109849,976.0,0.007,2m,2.0,3.5,1.7000000000000002,170.0,740.0,0.001,4m,3.5,1.0,0.6,26.0,946.0,0.004,3m,1.0,3.0,0.5,784.0,986.0,0.007,4m,1.0,4.0,0.6,954.0,,,,,,,,228,0.01,4m,2.5,1.5,1.3,1024,998.0,0.004,3m,4.0,1.0,2.0,988.0,,,,,,,,882.0,0.005,4m,2.5,2.5,0.6,642.0,674.0,0.01,3m,3.0,2.5,1.4,530.0,0.4,8,COMPLETE
95,95,7.687514761275566,2025-06-15 00:31:15.270001,2025-06-15 00:31:19.387399,0 days 00:00:04.117398,998.0,0.007,2m,1.5,3.0,2.0,54.0,782.0,0.002,4m,3.0,1.0,0.5,156.0,908.0,0.004,3m,1.5,3.0,0.6,750.0,894.0,0.006,4m,1.0,4.0,0.7,1018.0,,,,,,,,154,0.01,4m,2.5,1.0,1.4,948,956.0,0.005,3m,4.0,1.5,1.9000000000000001,936.0,,,,,,,,952.0,0.006,4m,2.0,2.0,0.8,612.0,712.0,0.009000000000000001,3m,4.0,2.5,1.6,608.0,0.35000000000000003,8,COMPLETE
96,96,2.271680659695777,2025-06-15 00:31:19.485425,2025-06-15 00:31:23.692885,0 days 00:00:04.207460,934.0,0.007,4m,2.0,3.5,1.9000000000000001,46.0,700.0,0.001,4m,3.0,1.0,0.7,22.0,912.0,0.004,3m,1.5,3.0,0.6,650.0,910.0,0.007,4m,1.0,4.0,0.7,868.0,,,,,,,,88,0.01,4m,2.5,1.0,1.5,954,948.0,0.005,3m,4.0,1.5,1.9000000000000001,880.0,,,,,,,,864.0,0.006,4m,2.0,2.0,0.8,618.0,728.0,0.009000000000000001,3m,4.0,2.5,1.7000000000000002,574.0,0.35000000000000003,8,COMPLETE
97,97,2.078052958902293,2025-06-15 00:31:23.767400,2025-06-15 00:31:27.538980,0 days 00:00:03.771580,826.0,0.007,2m,1.5,4.0,2.0,76.0,858.0,0.002,4m,3.0,1.0,0.6,50.0,802.0,0.004,3m,1.5,2.5,0.8,878.0,,,,,,,,,,,,,,,138,0.009000000000000001,4m,2.5,1.0,1.4,998,902.0,0.005,3m,4.0,2.0,2.0,946.0,,,,,,,,896.0,0.006,4m,2.0,2.5,0.9,508.0,700.0,0.009000000000000001,3m,4.0,2.5,1.5,608.0,0.35000000000000003,7,COMPLETE
98,98,9.526041745800292,2025-06-15 00:31:27.601979,2025-06-15 00:31:31.846353,0 days 00:00:04.244374,990.0,0.007,2m,1.5,3.0,2.0,46.0,650.0,0.002,4m,3.5,1.0,0.6,168.0,862.0,0.005,3m,1.0,3.0,0.7,716.0,950.0,0.006,4m,1.0,4.0,0.5,940.0,,,,,,,,160,0.009000000000000001,4m,2.5,1.0,1.2000000000000002,946,304.0,0.004,3m,4.0,1.5,1.9000000000000001,896.0,,,,,,,,944.0,0.006,4m,2.0,2.0,0.8,456.0,548.0,0.009000000000000001,3m,4.0,3.0,1.6,506.0,0.3,8,COMPLETE
99,99,8.371720538878957,2025-06-15 00:31:31.915353,2025-06-15 00:31:36.141317,0 days 00:00:04.225964,986.0,0.007,2m,1.5,3.0,2.0,38.0,648.0,0.002,4m,3.5,1.0,0.6,170.0,876.0,0.005,3m,1.0,3.0,0.7,658.0,956.0,0.006,4m,1.0,4.0,0.5,986.0,,,,,,,,162,0.009000000000000001,4m,3.0,1.0,1.4,974,342.0,0.004,3m,4.0,2.0,1.8,898.0,,,,,,,,948.0,0.006,4m,1.5,2.0,0.9,100.0,540.0,0.01,3m,4.0,3.0,1.7000000000000002,402.0,0.3,8,COMPLETE
100,100,6.579182475672909,2025-06-15 00:31:36.203317,2025-06-15 00:31:39.792270,0 days 00:00:03.588953,994.0,0.007,2m,1.5,3.0,2.0,18.0,620.0,0.001,4m,3.5,1.0,0.7,146.0,864.0,0.005,3m,1.0,3.0,0.8,666.0,,,,,,,,,,,,,,,202,0.009000000000000001,4m,3.0,1.0,1.4,944,284.0,0.004,3m,4.0,2.0,1.8,908.0,,,,,,,,932.0,0.006,4m,1.5,2.0,1.0,168.0,550.0,0.01,3m,4.0,3.0,1.7000000000000002,390.0,0.3,7,COMPLETE
101,101,4.1840457804134426,2025-06-15 00:31:39.889783,2025-06-15 00:31:43.509590,0 days 00:00:03.619807,996.0,0.007,2m,1.5,3.0,2.0,44.0,622.0,0.002,4m,3.5,1.0,0.7,158.0,866.0,0.005,3m,1.0,3.0,0.8,660.0,,,,,,,,,,,,,,,206,0.009000000000000001,4m,3.0,1.0,1.4,978,292.0,0.003,3m,4.0,2.0,1.8,896.0,,,,,,,,958.0,0.006,4m,1.5,2.0,0.9,86.0,542.0,0.01,3m,4.0,3.0,1.7000000000000002,412.0,0.3,7,COMPLETE
102,102,1.8728540304511623,2025-06-15 00:31:43.578101,2025-06-15 00:31:47.747954,0 days 00:00:04.169853,1000.0,0.008,2m,1.5,3.0,2.0,18.0,642.0,0.001,4m,3.0,1.0,0.6,88.0,958.0,0.005,3m,1.0,3.0,0.7,540.0,948.0,0.006,4m,1.0,4.0,0.5,938.0,,,,,,,,164,0.009000000000000001,4m,2.5,1.0,1.4,946,304.0,0.004,3m,4.0,2.0,1.8,966.0,,,,,,,,938.0,0.007,4m,1.5,2.0,1.0,214.0,634.0,0.01,3m,4.0,3.0,1.6,312.0,0.3,8,COMPLETE
103,103,0.7375711031083165,2025-06-15 00:31:47.835460,2025-06-15 00:31:50.869118,0 days 00:00:03.033658,,,,,,,,658.0,0.001,4m,3.5,1.0,0.6,142.0,920.0,0.005,3m,1.0,3.0,0.6,624.0,,,,,,,,,,,,,,,260,0.01,4m,3.0,1.0,1.5,958,206.0,0.004,3m,4.0,2.0,1.9000000000000001,910.0,,,,,,,,830.0,0.006,4m,1.0,2.0,1.1,152.0,572.0,0.01,3m,4.0,3.0,1.8,376.0,0.25,6,COMPLETE
104,104,7.345469237574478,2025-06-15 00:31:50.926123,2025-06-15 00:31:55.067998,0 days 00:00:04.141875,960.0,0.007,2m,1.5,3.0,1.9000000000000001,64.0,782.0,0.001,4m,3.5,1.0,0.7,198.0,886.0,0.006,3m,1.0,2.5,0.7,714.0,880.0,0.006,4m,1.0,4.0,0.5,980.0,,,,,,,,118,0.009000000000000001,4m,2.5,1.0,1.6,974,236.0,0.003,3m,4.0,1.5,1.8,998.0,,,,,,,,984.0,0.006,4m,1.5,2.0,1.0,314.0,546.0,0.009000000000000001,3m,4.0,3.0,1.8,496.0,0.3,8,COMPLETE
105,105,7.265020973589244,2025-06-15 00:31:55.144511,2025-06-15 00:31:58.775499,0 days 00:00:03.630988,960.0,0.008,2m,1.5,2.5,1.9000000000000001,78.0,786.0,0.002,4m,3.5,1.0,0.8,196.0,872.0,0.006,3m,1.0,2.5,0.7,738.0,,,,,,,,,,,,,,,118,0.008,4m,3.0,1.0,1.6,912,232.0,0.003,3m,4.0,2.0,1.8,1000.0,,,,,,,,912.0,0.006,4m,1.5,2.0,1.0,284.0,590.0,0.009000000000000001,3m,4.0,3.0,1.8,488.0,0.3,7,COMPLETE
106,106,1.2030085618889705,2025-06-15 00:31:58.867016,2025-06-15 00:32:01.758030,0 days 00:00:02.891014,,,,,,,,790.0,0.002,4m,3.5,1.0,0.8,204.0,,,,,,,,,,,,,,,,,,,,,,202,0.008,4m,3.0,1.0,1.6,908,164.0,0.003,3m,4.0,2.5,1.8,1000.0,,,,,,,,922.0,0.007,4m,1.5,2.0,1.0,314.0,586.0,0.009000000000000001,3m,4.0,3.0,1.8,498.0,0.3,5,COMPLETE
107,107,6.301032999957543,2025-06-15 00:32:01.844550,2025-06-15 00:32:05.448662,0 days 00:00:03.604112,928.0,0.008,2m,1.5,2.5,1.9000000000000001,70.0,768.0,0.002,4m,3.5,1.0,0.7,176.0,878.0,0.006,3m,1.0,2.5,0.7,732.0,,,,,,,,,,,,,,,116,0.009000000000000001,4m,3.0,1.0,1.6,892,248.0,0.002,3m,4.0,2.0,1.7000000000000002,1024.0,,,,,,,,856.0,0.006,4m,1.5,2.5,1.2000000000000002,108.0,548.0,0.009000000000000001,3m,4.0,3.0,1.7000000000000002,458.0,0.25,7,COMPLETE
108,108,-1.6644645342080935,2025-06-15 00:32:05.538188,2025-06-15 00:32:08.646722,0 days 00:00:03.108534,,,,,,,,802.0,0.001,4m,3.0,1.0,0.7,156.0,800.0,0.006,3m,1.0,2.5,0.9,744.0,,,,,,,,,,,,,,,166,0.01,4m,3.0,1.0,1.7000000000000002,972,214.0,0.003,3m,4.0,2.5,1.8,956.0,,,,,,,,890.0,0.006,4m,1.5,2.0,1.1,292.0,624.0,0.009000000000000001,3m,4.0,3.0,1.9000000000000001,410.0,0.3,6,COMPLETE
109,109,-0.1567492704887709,2025-06-15 00:32:08.711718,2025-06-15 00:32:12.180308,0 days 00:00:03.468590,952.0,0.009000000000000001,3m,1.5,3.0,1.9000000000000001,124.0,720.0,0.002,4m,3.5,1.0,0.8,198.0,844.0,0.006,3m,1.0,2.5,0.7,714.0,,,,,,,,,,,,,,,120,0.008,4m,2.5,1.0,1.5,942,264.0,0.003,3m,4.0,2.0,1.7000000000000002,832.0,,,,,,,,990.0,0.007,4m,1.0,2.0,1.0,34.0,672.0,0.009000000000000001,3m,4.0,3.0,1.6,506.0,0.3,7,COMPLETE
110,110,5.146881529006028,2025-06-15 00:32:12.253824,2025-06-15 00:32:15.706638,0 days 00:00:03.452814,916.0,0.009000000000000001,2m,1.5,2.5,2.0,90.0,590.0,0.001,4m,3.5,1.0,0.5,240.0,1000.0,0.005,3m,1.5,2.5,0.8,662.0,,,,,,,,,,,,,,,254,0.009000000000000001,4m,3.0,1.0,1.5,28,272.0,0.002,3m,4.0,2.0,0.5,874.0,,,,,,,,958.0,0.006,4m,1.5,2.5,1.0,152.0,652.0,0.01,3m,3.5,3.0,1.8,362.0,0.3,7,COMPLETE
111,111,4.505545004285433,2025-06-15 00:32:15.797156,2025-06-15 00:32:19.306927,0 days 00:00:03.509771,962.0,0.008,2m,1.5,2.5,1.9000000000000001,62.0,772.0,0.002,4m,3.5,1.0,0.7,180.0,894.0,0.006,3m,1.0,2.0,0.7,748.0,,,,,,,,,,,,,,,120,0.009000000000000001,4m,3.0,1.0,1.6,896,258.0,0.002,3m,4.0,2.0,1.7000000000000002,1022.0,,,,,,,,852.0,0.006,4m,1.5,2.5,1.2000000000000002,98.0,544.0,0.009000000000000001,3m,4.0,3.0,1.7000000000000002,448.0,0.25,7,COMPLETE
