,number,value,datetime_start,datetime_complete,duration,params_AMGN_TXN_beta_win,params_AMGN_TXN_stop_loss,params_AMGN_TXN_trade_freq,params_AMGN_TXN_z_entry,params_AMGN_TXN_z_exit,params_AMGN_TXN_z_stop_scaler,params_AMGN_TXN_z_win,params_CDW_MELI_beta_win,params_CDW_MELI_stop_loss,params_CDW_MELI_trade_freq,params_CDW_MELI_z_entry,params_CDW_MELI_z_exit,params_CDW_MELI_z_stop_scaler,params_CDW_MELI_z_win,params_DXCM_KHC_beta_win,params_DXCM_KHC_stop_loss,params_DXCM_KHC_trade_freq,params_DXCM_KHC_z_entry,params_DXCM_KHC_z_exit,params_DXCM_KHC_z_stop_scaler,params_DXCM_KHC_z_win,params_DXCM_TXN_beta_win,params_DXCM_TXN_stop_loss,params_DXCM_TXN_trade_freq,params_DXCM_TXN_z_entry,params_DXCM_TXN_z_exit,params_DXCM_TXN_z_stop_scaler,params_DXCM_TXN_z_win,params_ISRG_PCAR_beta_win,params_ISRG_PCAR_stop_loss,params_ISRG_PCAR_trade_freq,params_ISRG_PCAR_z_entry,params_ISRG_PCAR_z_exit,params_ISRG_PCAR_z_stop_scaler,params_ISRG_PCAR_z_win,params_KHC_MSFT_beta_win,params_KHC_MSFT_stop_loss,params_KHC_MSFT_trade_freq,params_KHC_MSFT_z_entry,params_KHC_MSFT_z_exit,params_KHC_MSFT_z_stop_scaler,params_KHC_MSFT_z_win,params_LULU_PCAR_beta_win,params_LULU_PCAR_stop_loss,params_LULU_PCAR_trade_freq,params_LULU_PCAR_z_entry,params_LULU_PCAR_z_exit,params_LULU_PCAR_z_stop_scaler,params_LULU_PCAR_z_win,params_NFLX_TXN_beta_win,params_NFLX_TXN_stop_loss,params_NFLX_TXN_trade_freq,params_NFLX_TXN_z_entry,params_NFLX_TXN_z_exit,params_NFLX_TXN_z_stop_scaler,params_NFLX_TXN_z_win,params_ROST_TXN_beta_win,params_ROST_TXN_stop_loss,params_ROST_TXN_trade_freq,params_ROST_TXN_z_entry,params_ROST_TXN_z_exit,params_ROST_TXN_z_stop_scaler,params_ROST_TXN_z_win,params_TEAM_TXN_beta_win,params_TEAM_TXN_stop_loss,params_TEAM_TXN_trade_freq,params_TEAM_TXN_z_entry,params_TEAM_TXN_z_exit,params_TEAM_TXN_z_stop_scaler,params_TEAM_TXN_z_win,params_buffer_capital,params_pairs_to_trade,state
87,87,3.051596443871938,2025-06-15 00:31:42.385621,2025-06-15 00:31:43.977207,0 days 00:00:01.591586,,,,,,,,450.0,0.006,4m,1.5,2.0,2.0,966.0,,,,,,,,,,,,,,,,,,,,,,622,0.007,3m,4.0,2.5,1.1,196,,,,,,,,,,,,,,,544.0,0.007,2m,1.5,4.0,2.0,930.0,,,,,,,,0.05,3,COMPLETE
88,88,8.324493545239537,2025-06-15 00:31:44.044247,2025-06-15 00:31:45.599569,0 days 00:00:01.555322,,,,,,,,420.0,0.004,4m,1.5,1.5,2.0,990.0,,,,,,,,,,,,,,,,,,,,,,650,0.007,3m,4.0,2.5,1.2000000000000002,276,,,,,,,,,,,,,,,630.0,0.007,4m,1.5,4.0,1.9000000000000001,968.0,,,,,,,,0.5,3,COMPLETE
89,89,8.02101372854331,2025-06-15 00:31:45.676081,2025-06-15 00:31:46.846298,0 days 00:00:01.170217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,0.008,3m,4.0,3.0,1.0,346,,,,,,,,,,,,,,,754.0,0.005,2m,1.5,4.0,1.7000000000000002,1018.0,,,,,,,,0.45,2,COMPLETE
90,90,4.844829588989867,2025-06-15 00:31:46.918299,2025-06-15 00:31:48.913667,0 days 00:00:01.995368,,,,,,,,600.0,0.007,4m,1.5,2.0,2.0,1024.0,,,,,,,,,,,,,,,768.0,0.01,3m,3.5,3.0,1.0,16.0,522,0.008,3m,4.0,2.5,1.3,136,,,,,,,,,,,,,,,696.0,0.006,2m,2.0,3.5,1.8,878.0,,,,,,,,0.5,4,COMPLETE
91,91,12.244049380509853,2025-06-15 00:31:48.975198,2025-06-15 00:31:50.577571,0 days 00:00:01.602373,,,,,,,,454.0,0.005,4m,1.5,2.0,1.9000000000000001,986.0,,,,,,,,,,,,,,,,,,,,,,562,0.007,3m,4.0,2.5,0.9,284,,,,,,,,,,,,,,,670.0,0.006,2m,1.5,3.5,1.7000000000000002,842.0,,,,,,,,0.45,3,COMPLETE
92,92,11.915924444116605,2025-06-15 00:31:50.641089,2025-06-15 00:31:52.151391,0 days 00:00:01.510302,,,,,,,,460.0,0.005,4m,1.5,2.0,1.9000000000000001,964.0,,,,,,,,,,,,,,,,,,,,,,552,0.007,3m,4.0,2.5,0.9,276,,,,,,,,,,,,,,,668.0,0.006,2m,1.5,3.5,1.8,846.0,,,,,,,,0.45,3,COMPLETE
93,93,12.397520750185814,2025-06-15 00:31:52.229396,2025-06-15 00:31:53.956792,0 days 00:00:01.727396,,,,,,,,464.0,0.005,4m,1.5,2.0,1.9000000000000001,982.0,,,,,,,,,,,,,,,,,,,,,,564,0.007,3m,4.0,2.5,0.9,292,,,,,,,,,,,,,,,664.0,0.006,2m,1.5,3.5,1.8,840.0,,,,,,,,0.45,3,COMPLETE
94,94,8.961885173837569,2025-06-15 00:31:54.009310,2025-06-15 00:31:55.554955,0 days 00:00:01.545645,,,,,,,,492.0,0.006,4m,1.5,2.0,2.0,990.0,,,,,,,,,,,,,,,,,,,,,,600,0.007,3m,4.0,2.5,1.1,302,,,,,,,,,,,,,,,596.0,0.006,2m,1.5,4.0,1.9000000000000001,910.0,,,,,,,,0.45,3,COMPLETE
95,95,0.5919991776034816,2025-06-15 00:31:55.632961,2025-06-15 00:31:57.307823,0 days 00:00:01.674862,,,,,,,,542.0,0.005,1m,1.5,2.0,1.9000000000000001,940.0,,,,,,,,,,,,,,,,,,,,,,568,0.007,3m,4.0,2.5,1.0,414,,,,,,,,,,,,,,,626.0,0.006,3m,1.5,3.5,1.8,886.0,,,,,,,,0.5,3,COMPLETE
96,96,9.846306956987918,2025-06-15 00:31:57.383334,2025-06-15 00:31:59.349093,0 days 00:00:01.965759,,,,,,,,580.0,0.004,4m,1.5,2.5,2.0,1016.0,,,,,,,,,,,,,,,686.0,0.009000000000000001,3m,4.0,1.0,1.6,320.0,486,0.008,3m,4.0,2.5,1.2000000000000002,198,,,,,,,,,,,,,,,702.0,0.007,2m,1.0,3.5,2.0,996.0,,,,,,,,0.45,4,COMPLETE
97,97,1.2591640534063475,2025-06-15 00:31:59.429097,2025-06-15 00:32:00.602845,0 days 00:00:01.173748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,0.007,3m,4.0,2.5,0.9,352,,,,,,,,,,,,,,,558.0,0.005,2m,1.5,3.5,1.7000000000000002,840.0,,,,,,,,0.5,2,COMPLETE
98,98,4.556620195508038,2025-06-15 00:32:00.663357,2025-06-15 00:32:02.254907,0 days 00:00:01.591550,,,,,,,,348.0,0.006,4m,1.5,2.0,1.9000000000000001,918.0,,,,,,,,,,,,,,,,,,,,,,430,0.006,3m,3.5,3.0,1.1,262,,,,,,,,,,,,,,,512.0,0.006,2m,1.5,4.0,1.8,936.0,,,,,,,,0.45,3,COMPLETE
99,99,2.391659202237503,2025-06-15 00:32:02.323913,2025-06-15 00:32:04.540673,0 days 00:00:02.216760,,,,,,,,430.0,0.005,4m,1.0,1.5,1.8,986.0,,,,,,,,,,,,,,,754.0,0.009000000000000001,3m,1.0,4.0,0.9,764.0,640,0.007,3m,4.0,2.5,1.0,220,,,,,,,,,,,,,,,666.0,0.007,2m,1.5,4.0,1.9000000000000001,746.0,,,,,,,,0.1,4,COMPLETE
100,100,6.7533116510783096,2025-06-15 00:32:04.612673,2025-06-15 00:32:06.171390,0 days 00:00:01.558717,,,,,,,,506.0,0.005,2m,1.5,2.5,2.0,946.0,,,,,,,,,,,,,,,,,,,,,,684,0.006,3m,4.0,3.0,0.9,310,,,,,,,,,,,,,,,750.0,0.005,2m,2.0,3.5,1.7000000000000002,958.0,,,,,,,,0.5,3,COMPLETE
101,101,13.943437962228632,2025-06-15 00:32:06.245903,2025-06-15 00:32:07.795239,0 days 00:00:01.549336,,,,,,,,454.0,0.005,4m,1.5,2.0,1.9000000000000001,962.0,,,,,,,,,,,,,,,,,,,,,,546,0.007,3m,4.0,2.5,0.9,268,,,,,,,,,,,,,,,662.0,0.006,2m,1.5,3.5,1.8,842.0,,,,,,,,0.45,3,COMPLETE
102,102,11.585591334437547,2025-06-15 00:32:07.896646,2025-06-15 00:32:09.302200,0 days 00:00:01.405554,,,,,,,,398.0,0.005,4m,1.5,2.0,1.9000000000000001,970.0,,,,,,,,,,,,,,,,,,,,,,592,0.008,3m,4.0,2.5,0.9,180,,,,,,,,,,,,,,,648.0,0.006,2m,1.5,3.5,1.8,806.0,,,,,,,,0.45,3,COMPLETE
103,103,7.1198858213815726,2025-06-15 00:32:09.372712,2025-06-15 00:32:10.459402,0 days 00:00:01.086690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,0.007,3m,4.0,2.5,1.0,382,,,,,,,,,,,,,,,774.0,0.006,2m,1.5,3.5,1.7000000000000002,860.0,,,,,,,,0.45,2,COMPLETE
104,104,14.19929688706357,2025-06-15 00:32:10.520919,2025-06-15 00:32:12.531383,0 days 00:00:02.010464,,,,,,,,474.0,0.004,4m,1.5,2.0,1.9000000000000001,1002.0,,,,,,,,,,,,,,,692.0,0.009000000000000001,4m,3.5,1.0,1.1,894.0,452,0.007,3m,4.0,2.5,0.9,254,,,,,,,,,,,,,,,708.0,0.007,2m,1.5,3.5,1.9000000000000001,986.0,,,,,,,,0.45,4,COMPLETE
105,105,13.090228648663661,2025-06-15 00:32:12.601891,2025-06-15 00:32:14.557884,0 days 00:00:01.955993,,,,,,,,484.0,0.004,4m,1.5,2.0,2.0,1004.0,,,,,,,,,,,,,,,632.0,0.009000000000000001,4m,3.5,1.0,0.8,858.0,442,0.007,3m,4.0,2.5,0.8,254,,,,,,,,,,,,,,,710.0,0.007,2m,1.5,3.5,1.9000000000000001,1024.0,,,,,,,,0.5,4,COMPLETE
106,106,9.235462415661004,2025-06-15 00:32:14.637056,2025-06-15 00:32:16.587888,0 days 00:00:01.950832,,,,,,,,532.0,0.004,4m,2.0,2.0,2.0,1022.0,,,,,,,,,,,,,,,630.0,0.009000000000000001,4m,4.0,1.0,0.6,868.0,450,0.008,3m,3.5,2.5,0.8,260,,,,,,,,,,,,,,,814.0,0.007,2m,1.5,4.0,2.0,1024.0,,,,,,,,0.5,4,COMPLETE
107,107,4.58576106355826,2025-06-15 00:32:16.656418,2025-06-15 00:32:18.327185,0 days 00:00:01.670767,,,,,,,,476.0,0.004,4m,1.5,2.0,2.0,1000.0,,,,,,,,,,,,,,,,,,,,,,476,0.007,1m,4.0,3.0,0.8,326,,,,,,,,,,,,,,,614.0,0.007,4m,1.0,3.5,1.9000000000000001,990.0,,,,,,,,0.5,3,COMPLETE
108,108,12.119731949817062,2025-06-15 00:32:18.397697,2025-06-15 00:32:20.341632,0 days 00:00:01.943935,,,,,,,,418.0,0.006,4m,1.0,1.5,1.8,956.0,,,,,,,,,,,,,,,698.0,0.008,4m,3.5,1.0,0.8,880.0,612,0.007,3m,4.0,2.5,0.8,224,,,,,,,,,,,,,,,716.0,0.007,2m,1.5,4.0,1.9000000000000001,958.0,,,,,,,,0.5,4,COMPLETE
109,109,11.23869221941898,2025-06-15 00:32:20.397143,2025-06-15 00:32:22.506557,0 days 00:00:02.109414,,,,,,,,566.0,0.007,4m,1.5,2.0,2.0,916.0,,,,,,,,,,,,,,,800.0,0.008,4m,4.0,1.0,0.6,960.0,516,0.008,3m,4.0,2.5,1.0,260,,,,,,,,,,,,,,,770.0,0.005,2m,1.5,3.5,2.0,990.0,,,,,,,,0.5,4,COMPLETE
110,110,1.33335224572617,2025-06-15 00:32:22.574068,2025-06-15 00:32:24.064651,0 days 00:00:01.490583,,,,,,,,470.0,0.006,4m,2.0,2.5,1.9000000000000001,944.0,,,,,,,,,,,,,,,,,,,,,,492,0.007,3m,3.5,2.5,0.9,214,,,,,,,,,,,,,,,742.0,0.007,3m,2.0,4.0,1.9000000000000001,914.0,,,,,,,,0.5,3,COMPLETE
111,111,14.339975424686699,2025-06-15 00:32:24.122650,2025-06-15 00:32:26.147485,0 days 00:00:02.024835,,,,,,,,442.0,0.004,4m,1.5,2.0,1.9000000000000001,1000.0,,,,,,,,,,,,,,,654.0,0.01,4m,3.5,1.0,0.8,906.0,404,0.006,3m,4.0,2.5,1.1,126,,,,,,,,,,,,,,,688.0,0.006,2m,1.5,3.5,1.8,888.0,,,,,,,,0.45,4,COMPLETE
112,112,14.20365080091609,2025-06-15 00:32:26.208488,2025-06-15 00:32:28.178569,0 days 00:00:01.970081,,,,,,,,438.0,0.004,4m,1.5,2.0,1.9000000000000001,1002.0,,,,,,,,,,,,,,,870.0,0.01,4m,3.5,1.0,0.8,794.0,386,0.007,3m,4.0,2.5,1.1,118,,,,,,,,,,,,,,,686.0,0.006,2m,1.5,3.5,1.8,890.0,,,,,,,,0.45,4,COMPLETE
113,113,13.59109571521979,2025-06-15 00:32:28.244575,2025-06-15 00:32:30.233713,0 days 00:00:01.989138,,,,,,,,374.0,0.004,4m,1.5,2.0,1.8,1004.0,,,,,,,,,,,,,,,646.0,0.01,4m,3.5,1.0,0.8,918.0,446,0.006,3m,4.0,2.5,1.2000000000000002,88,,,,,,,,,,,,,,,714.0,0.006,2m,1.5,3.5,1.8,946.0,,,,,,,,0.45,4,COMPLETE
114,114,12.706986562703413,2025-06-15 00:32:30.282228,2025-06-15 00:32:32.303641,0 days 00:00:02.021413,,,,,,,,326.0,0.004,4m,1.5,2.0,2.0,1002.0,,,,,,,,,,,,,,,662.0,0.01,4m,3.5,1.0,0.8,914.0,388,0.006,3m,4.0,2.5,1.2000000000000002,66,,,,,,,,,,,,,,,712.0,0.006,2m,1.5,3.5,1.8,936.0,,,,,,,,0.45,4,COMPLETE
115,115,12.646812455302491,2025-06-15 00:32:32.377156,2025-06-15 00:32:34.367919,0 days 00:00:01.990763,,,,,,,,434.0,0.004,4m,1.5,2.0,1.8,960.0,,,,,,,,,,,,,,,866.0,0.01,4m,3.5,1.0,0.7,910.0,446,0.006,3m,4.0,2.5,1.3,110,,,,,,,,,,,,,,,792.0,0.007,2m,1.5,3.5,1.8,896.0,,,,,,,,0.45,4,COMPLETE
116,116,12.18763329654733,2025-06-15 00:32:34.438925,2025-06-15 00:32:36.474865,0 days 00:00:02.035940,,,,,,,,374.0,0.004,4m,1.0,1.5,1.7000000000000002,868.0,,,,,,,,,,,,,,,814.0,0.009000000000000001,4m,3.5,1.0,0.6,844.0,414,0.006,3m,4.0,2.0,1.1,122,,,,,,,,,,,,,,,734.0,0.005,2m,1.5,4.0,1.8,976.0,,,,,,,,0.45,4,COMPLETE
117,117,-0.14662442134591328,2025-06-15 00:32:36.541385,2025-06-15 00:32:38.501293,0 days 00:00:01.959908,,,,,,,,408.0,0.004,1m,1.5,2.0,1.9000000000000001,1004.0,,,,,,,,,,,,,,,642.0,0.009000000000000001,4m,3.5,1.0,0.8,794.0,378,0.006,3m,4.0,2.5,2.0,78,,,,,,,,,,,,,,,690.0,0.006,2m,1.5,3.5,1.8,954.0,,,,,,,,0.45,4,COMPLETE
118,118,6.651702305580714,2025-06-15 00:32:38.576814,2025-06-15 00:32:41.058077,0 days 00:00:02.481263,,,,,,,,528.0,0.004,3m,1.5,2.5,2.0,936.0,130.0,0.001,4m,1.0,4.0,0.7,72.0,,,,,,,,770.0,0.01,4m,3.5,1.5,0.9,972.0,402,0.007,3m,4.0,2.5,1.2000000000000002,162,,,,,,,,,,,,,,,638.0,0.006,2m,1.0,3.5,1.9000000000000001,924.0,,,,,,,,0.45,5,COMPLETE
119,119,4.718288502583188,2025-06-15 00:32:41.142072,2025-06-15 00:32:42.997324,0 days 00:00:01.855252,,,,,,,,486.0,0.003,4m,2.0,2.0,0.8,906.0,,,,,,,,,,,,,,,700.0,0.01,4m,4.0,1.0,1.0,888.0,444,0.002,3m,3.5,3.0,1.1,46,,,,,,,,,,,,,,,718.0,0.007,2m,3.0,1.0,1.7000000000000002,874.0,,,,,,,,0.45,4,COMPLETE
120,120,13.136486618083744,2025-06-15 00:32:43.064037,2025-06-15 00:32:44.951702,0 days 00:00:01.887665,,,,,,,,444.0,0.006,4m,1.5,2.0,1.9000000000000001,972.0,,,,,,,,,,,,,,,612.0,0.009000000000000001,4m,3.5,1.0,0.8,752.0,368,0.007,3m,4.0,2.5,1.2000000000000002,184,,,,,,,,,,,,,,,762.0,0.005,2m,1.5,4.0,1.6,952.0,,,,,,,,0.4,4,COMPLETE
121,121,13.120028792506027,2025-06-15 00:32:45.024492,2025-06-15 00:32:46.850867,0 days 00:00:01.826375,,,,,,,,440.0,0.006,4m,1.5,2.0,1.9000000000000001,972.0,,,,,,,,,,,,,,,538.0,0.009000000000000001,4m,3.5,1.0,0.8,810.0,344,0.007,3m,4.0,2.5,1.2000000000000002,128,,,,,,,,,,,,,,,758.0,0.005,2m,1.5,4.0,1.6,1002.0,,,,,,,,0.4,4,COMPLETE
122,122,12.541323957953736,2025-06-15 00:32:46.913379,2025-06-15 00:32:48.880127,0 days 00:00:01.966748,,,,,,,,448.0,0.006,4m,1.5,2.0,1.8,972.0,,,,,,,,,,,,,,,522.0,0.009000000000000001,4m,3.5,1.0,0.7,754.0,358,0.007,3m,4.0,2.5,1.3,188,,,,,,,,,,,,,,,764.0,0.004,2m,1.5,4.0,1.6,996.0,,,,,,,,0.4,4,COMPLETE
123,123,10.924367386445928,2025-06-15 00:32:48.934125,2025-06-15 00:32:50.747005,0 days 00:00:01.812880,,,,,,,,432.0,0.006,4m,1.5,2.0,1.9000000000000001,948.0,,,,,,,,,,,,,,,600.0,0.01,4m,3.5,1.0,0.9,810.0,340,0.007,3m,4.0,2.5,1.2000000000000002,128,,,,,,,,,,,,,,,742.0,0.005,2m,1.5,4.0,1.6,944.0,,,,,,,,0.4,4,COMPLETE
124,124,10.94934357528035,2025-06-15 00:32:50.834514,2025-06-15 00:32:53.193725,0 days 00:00:02.359211,,,,,,,,372.0,0.007,4m,1.5,2.0,1.8,976.0,356.0,0.002,2m,1.5,4.0,1.1,260.0,,,,,,,,544.0,0.009000000000000001,4m,4.0,1.5,0.7,780.0,352,0.008,3m,4.0,2.5,1.2000000000000002,82,,,,,,,,,,,,,,,806.0,0.005,2m,1.5,4.0,1.6,970.0,,,,,,,,0.4,5,COMPLETE
125,125,7.556911729410646,2025-06-15 00:32:53.283256,2025-06-15 00:32:55.200141,0 days 00:00:01.916885,,,,,,,,516.0,0.006,4m,1.5,1.5,1.9000000000000001,920.0,,,,,,,,,,,,,,,436.0,0.008,4m,3.5,1.5,0.5,720.0,724,0.006,1m,4.0,2.5,1.2000000000000002,42,,,,,,,,,,,,,,,786.0,0.005,2m,3.5,4.0,1.7000000000000002,894.0,,,,,,,,0.45,4,COMPLETE
126,126,10.902873406720541,2025-06-15 00:32:55.274657,2025-06-15 00:32:57.332065,0 days 00:00:02.057408,,,,,,,,410.0,0.006,4m,1.5,2.0,1.9000000000000001,992.0,,,,,,,,,,,,,,,866.0,0.01,4m,3.5,1.0,0.9,902.0,372,0.007,3m,4.0,2.5,1.1,166,,,,,,,,,,,,,,,298.0,0.006,2m,1.5,4.0,1.8,1004.0,,,,,,,,0.45,4,COMPLETE
127,127,7.771932834782938,2025-06-15 00:32:57.399580,2025-06-15 00:32:58.911913,0 days 00:00:01.512333,,,,,,,,284.0,0.006,2m,1.0,2.5,1.7000000000000002,960.0,,,,,,,,,,,,,,,,,,,,,,424,0.006,3m,4.0,2.5,1.4,148,,,,,,,,,,,,,,,826.0,0.006,2m,1.5,4.0,1.7000000000000002,916.0,,,,,,,,0.4,3,COMPLETE
128,128,1.1029644782029115,2025-06-15 00:32:58.977428,2025-06-15 00:33:01.474949,0 days 00:00:02.497521,,,,,,,,584.0,0.005,4m,2.0,2.0,1.8,1006.0,252.0,0.003,3m,1.5,1.0,1.3,186.0,,,,,,,,746.0,0.01,4m,4.0,1.0,0.8,822.0,474,0.007,3m,4.0,2.0,1.1,212,,,,,,,,,,,,,,,690.0,0.005,4m,1.5,4.0,1.6,954.0,,,,,,,,0.45,5,COMPLETE
129,129,11.669000748070655,2025-06-15 00:33:01.557055,2025-06-15 00:33:03.359144,0 days 00:00:01.802089,,,,,,,,554.0,0.006,4m,1.5,2.5,1.9000000000000001,880.0,,,,,,,,,,,,,,,660.0,0.009000000000000001,4m,3.5,1.0,0.6,982.0,316,0.008,3m,4.0,2.5,1.3,180,,,,,,,,,,,,,,,758.0,0.006,2m,2.0,1.5,1.7000000000000002,984.0,,,,,,,,0.45,4,COMPLETE
130,130,13.03778723330201,2025-06-15 00:33:03.436652,2025-06-15 00:33:05.084919,0 days 00:00:01.648267,,,,,,,,452.0,0.005,4m,1.5,2.0,1.9000000000000001,1022.0,,,,,,,,,,,,,,,,,,,,,,398,0.007,3m,3.5,3.0,1.2000000000000002,122,,,,,,,,,,,,,,,652.0,0.005,2m,1.5,4.0,1.8,864.0,,,,,,,,0.4,3,COMPLETE
131,131,13.446001470624473,2025-06-15 00:33:05.169429,2025-06-15 00:33:06.936212,0 days 00:00:01.766783,,,,,,,,490.0,0.004,4m,1.5,2.0,2.0,996.0,,,,,,,,,,,,,,,618.0,0.009000000000000001,4m,3.5,1.0,0.8,854.0,500,0.007,3m,4.0,2.5,1.1,250,,,,,,,,,,,,,,,708.0,0.006,2m,1.5,3.5,1.9000000000000001,962.0,,,,,,,,0.5,4,COMPLETE
132,132,11.509976480704708,2025-06-15 00:33:07.027118,2025-06-15 00:33:09.121464,0 days 00:00:02.094346,,,,,,,,500.0,0.004,4m,1.5,2.0,2.0,974.0,,,,,,,,,,,,,,,614.0,0.01,4m,3.5,1.0,0.8,924.0,502,0.007,3m,4.0,2.5,1.1,100,,,,,,,,,,,,,,,730.0,0.006,2m,1.5,3.5,0.5,942.0,,,,,,,,0.5,4,COMPLETE
133,133,12.255734590787764,2025-06-15 00:33:09.194978,2025-06-15 00:33:10.524704,0 days 00:00:01.329726,,,,,,,,468.0,0.004,4m,1.5,2.0,1.9000000000000001,934.0,,,,,,,,,,,,,,,,,,,,,,626,0.007,3m,4.0,2.5,1.0,236,,,,,,,,,,,,,,,682.0,0.004,2m,1.5,3.5,1.8,888.0,,,,,,,,0.5,3,COMPLETE
134,134,12.05438043630973,2025-06-15 00:33:10.609221,2025-06-15 00:33:12.932204,0 days 00:00:02.322983,,,,,,,,356.0,0.007,4m,1.5,2.0,2.0,988.0,,,,,,,,,,,,,,,502.0,0.009000000000000001,4m,3.5,1.0,0.9,746.0,666,0.007,3m,4.0,2.5,1.1,146,,,,,,,,,,,,,,,704.0,0.006,2m,1.5,3.5,2.0,968.0,,,,,,,,0.45,4,COMPLETE
135,135,10.686086024193736,2025-06-15 00:33:13.002569,2025-06-15 00:33:16.285021,0 days 00:00:03.282452,,,,,,,,440.0,0.003,4m,1.5,2.0,1.8,904.0,,,,,,,,,,,,,,,548.0,0.008,4m,3.5,1.5,1.0,796.0,538,0.007,3m,4.0,2.5,1.0,320,,,,,,,,,,,,,,,746.0,0.006,2m,1.5,4.0,1.9000000000000001,1004.0,,,,,,,,0.45,4,COMPLETE
136,136,8.161208149473858,2025-06-15 00:33:16.388525,2025-06-15 00:33:20.913799,0 days 00:00:04.525274,,,,,,,,386.0,0.005,4m,1.5,2.0,2.0,958.0,48.0,0.002,2m,1.0,4.0,0.6,96.0,,,,,,,,830.0,0.01,4m,4.0,1.0,0.7,850.0,462,0.008,3m,4.0,2.5,1.2000000000000002,190,,,,,,,,,,,,,,,732.0,0.006,2m,1.5,3.5,1.8,930.0,,,,,,,,0.5,5,COMPLETE
137,137,6.657552194474344,2025-06-15 00:33:21.025852,2025-06-15 00:33:23.565486,0 days 00:00:02.539634,,,,,,,,536.0,0.005,4m,1.5,2.0,1.9000000000000001,1024.0,,,,,,,,,,,,,,,578.0,0.009000000000000001,4m,3.5,1.0,1.1,892.0,588,0.007,3m,4.0,2.5,1.1,350,,,,,,,,,,,,,,,654.0,0.006,3m,1.5,3.5,1.7000000000000002,896.0,,,,,,,,0.2,4,COMPLETE
138,138,10.855525558755218,2025-06-15 00:33:23.645992,2025-06-15 00:33:25.262353,0 days 00:00:01.616361,,,,,,,,500.0,0.006,4m,1.5,1.5,1.8,994.0,,,,,,,,,,,,,,,,,,,,,,414,0.006,3m,4.0,2.5,1.0,206,,,,,,,,,,,,,,,776.0,0.005,2m,1.0,4.0,1.9000000000000001,920.0,,,,,,,,0.45,3,COMPLETE
139,139,5.37630813557726,2025-06-15 00:33:25.334865,2025-06-15 00:33:26.717205,0 days 00:00:01.382340,,,,,,,,422.0,0.004,3m,1.5,2.0,1.1,324.0,,,,,,,,,,,,,,,,,,,,,,486,0.007,3m,4.0,2.0,1.1,60,,,,,,,,,,,,,,,52.0,0.006,2m,1.5,3.5,1.8,960.0,,,,,,,,0.25,3,COMPLETE
140,140,2.310483711495929,2025-06-15 00:33:26.814719,2025-06-15 00:33:29.021940,0 days 00:00:02.207221,,,,,,,,480.0,0.005,4m,2.0,2.0,1.9000000000000001,30.0,,,,,,,,,,,,,,,994.0,0.008,4m,3.5,1.5,0.9,824.0,372,0.006,3m,4.0,2.5,1.5,94,,,,,,,,,,,,,,,682.0,0.006,2m,1.5,3.5,1.6,1024.0,,,,,,,,0.5,4,COMPLETE
141,141,12.079178136815441,2025-06-15 00:33:29.121475,2025-06-15 00:33:31.090813,0 days 00:00:01.969338,,,,,,,,486.0,0.004,4m,1.5,2.0,2.0,180.0,,,,,,,,,,,,,,,648.0,0.009000000000000001,4m,3.5,1.0,0.8,854.0,428,0.007,3m,4.0,2.5,1.3,254,,,,,,,,,,,,,,,708.0,0.007,2m,1.5,3.5,1.9000000000000001,1006.0,,,,,,,,0.5,4,COMPLETE
142,142,14.474486241656969,2025-06-15 00:33:31.185324,2025-06-15 00:33:33.313297,0 days 00:00:02.127973,,,,,,,,518.0,0.004,4m,1.5,2.0,2.0,1004.0,,,,,,,,,,,,,,,616.0,0.009000000000000001,4m,3.5,1.0,0.8,784.0,402,0.007,3m,4.0,2.5,1.1,248,,,,,,,,,,,,,,,702.0,0.006,2m,1.5,3.5,1.9000000000000001,1022.0,,,,,,,,0.5,4,COMPLETE
143,143,11.519945754897211,2025-06-15 00:33:33.387821,2025-06-15 00:33:36.015580,0 days 00:00:02.627759,,,,,,,,512.0,0.004,4m,1.5,2.0,2.0,974.0,116.0,0.001,4m,1.5,3.5,1.0,254.0,,,,,,,,708.0,0.01,4m,3.5,1.0,0.7,714.0,382,0.007,3m,4.0,2.5,1.2000000000000002,230,,,,,,,,,,,,,,,722.0,0.006,2m,1.5,3.5,2.0,982.0,,,,,,,,0.5,5,COMPLETE
144,144,10.601784656585645,2025-06-15 00:33:36.085605,2025-06-15 00:33:39.739785,0 days 00:00:03.654180,,,,,,,,450.0,0.006,4m,1.5,2.0,1.9000000000000001,1006.0,,,,,,,,,,,,,,,676.0,0.009000000000000001,4m,3.5,1.0,0.8,778.0,402,0.007,3m,4.0,2.5,1.0,298,,,,,,,,,,,,,,,622.0,0.006,2m,1.5,3.5,1.9000000000000001,946.0,,,,,,,,0.45,4,COMPLETE
145,145,9.344430839471611,2025-06-15 00:33:39.839303,2025-06-15 00:33:42.505828,0 days 00:00:02.666525,,,,,,,,642.0,0.003,4m,1.5,2.0,2.0,944.0,,,,,,,,,,,,,,,,,,,,,,538,0.007,3m,4.0,2.5,1.1,162,,,,,,,,,,,,,,,760.0,0.005,2m,1.5,4.0,1.8,982.0,,,,,,,,0.5,3,COMPLETE
