,number,value,datetime_start,datetime_complete,duration,params_AAPL_INTU_beta_win,params_AAPL_INTU_stop_loss,params_AAPL_INTU_trade_freq,params_AAPL_INTU_z_entry,params_AAPL_INTU_z_exit,params_AAPL_INTU_z_stop_scaler,params_AAPL_INTU_z_win,params_ADSK_ILMN_beta_win,params_ADSK_ILMN_stop_loss,params_ADSK_ILMN_trade_freq,params_ADSK_ILMN_z_entry,params_ADSK_ILMN_z_exit,params_ADSK_ILMN_z_stop_scaler,params_ADSK_ILMN_z_win,params_AMGN_ILMN_beta_win,params_AMGN_ILMN_stop_loss,params_AMGN_ILMN_trade_freq,params_AMGN_ILMN_z_entry,params_AMGN_ILMN_z_exit,params_AMGN_ILMN_z_stop_scaler,params_AMGN_ILMN_z_win,params_ATVI_INTU_beta_win,params_ATVI_INTU_stop_loss,params_ATVI_INTU_trade_freq,params_ATVI_INTU_z_entry,params_ATVI_INTU_z_exit,params_ATVI_INTU_z_stop_scaler,params_ATVI_INTU_z_win,params_CHTR_DLTR_beta_win,params_CHTR_DLTR_stop_loss,params_CHTR_DLTR_trade_freq,params_CHTR_DLTR_z_entry,params_CHTR_DLTR_z_exit,params_CHTR_DLTR_z_stop_scaler,params_CHTR_DLTR_z_win,params_DDOG_ILMN_beta_win,params_DDOG_ILMN_stop_loss,params_DDOG_ILMN_trade_freq,params_DDOG_ILMN_z_entry,params_DDOG_ILMN_z_exit,params_DDOG_ILMN_z_stop_scaler,params_DDOG_ILMN_z_win,params_DLTR_ILMN_beta_win,params_DLTR_ILMN_stop_loss,params_DLTR_ILMN_trade_freq,params_DLTR_ILMN_z_entry,params_DLTR_ILMN_z_exit,params_DLTR_ILMN_z_stop_scaler,params_DLTR_ILMN_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_FANG_ILMN_beta_win,params_FANG_ILMN_stop_loss,params_FANG_ILMN_trade_freq,params_FANG_ILMN_z_entry,params_FANG_ILMN_z_exit,params_FANG_ILMN_z_stop_scaler,params_FANG_ILMN_z_win,params_GFS_ILMN_beta_win,params_GFS_ILMN_stop_loss,params_GFS_ILMN_trade_freq,params_GFS_ILMN_z_entry,params_GFS_ILMN_z_exit,params_GFS_ILMN_z_stop_scaler,params_GFS_ILMN_z_win,params_buffer_capital,params_pairs_to_trade,state
77,77,-3.9998001449535106,2025-06-16 00:26:24.669715,2025-06-16 00:26:29.034898,0 days 00:00:04.365183,56.0,0.05,7m,1.0,1.2000000000000002,1.3,928.0,,,,,,,,,,,,,,,,,,,,,,1024.0,0.05,8m,1.1,0.5,1.9000000000000001,176.0,,,,,,,,,,,,,,,272.0,0.05,6m,1.2000000000000002,0.7,1.2000000000000002,168.0,832,0.05,6m,0.7,1.1,1.5,920,584.0,0.025,4m,1.3,1.0,1.3,816.0,0.3,5,COMPLETE
78,78,-5.9936784157757685,2025-06-16 00:26:29.095203,2025-06-16 00:26:34.118382,0 days 00:00:05.023179,672.0,0.05,4m,1.1,0.9,1.5,368.0,528.0,0.025,1m,1.1,0.9,1.2000000000000002,496.0,,,,,,,,,,,,,,,872.0,0.05,1m,1.2000000000000002,1.1,2.0,280.0,,,,,,,,,,,,,,,216.0,0.05,5m,0.8,0.6,1.4000000000000001,456.0,872,0.025,7m,1.0,1.3,1.2000000000000002,976,256.0,0.025,6m,1.4,1.4,1.4000000000000001,488.0,0.35000000000000003,6,COMPLETE
79,79,-14.675447148568718,2025-06-16 00:26:34.176991,2025-06-16 00:26:39.337508,0 days 00:00:05.160517,736.0,0.05,5m,1.3,1.0,1.2000000000000002,1000.0,168.0,0.05,6m,1.5,1.3,1.6,128.0,,,,,,,,904.0,0.025,6m,1.4,0.6,1.3,608.0,368.0,0.05,1m,0.9,0.8,1.7000000000000002,56.0,,,,,,,,,,,,,,,160.0,0.05,4m,1.4,0.5,1.2000000000000002,520.0,384,0.025,3m,0.9,0.9,1.1,504,192.0,0.025,2m,1.0,1.5,1.8000000000000003,848.0,0.3,7,COMPLETE
80,80,0.8799252814212835,2025-06-16 00:26:39.379364,2025-06-16 00:26:46.183048,0 days 00:00:06.803684,472.0,0.05,3m,1.4,0.6,1.9000000000000001,872.0,744.0,0.025,2m,1.0,1.4,1.1,648.0,672.0,0.05,4m,0.5,1.2000000000000002,1.3,760.0,272.0,0.05,5m,1.0,0.9,1.5,200.0,984.0,0.05,8m,1.0,0.7,1.3,216.0,632.0,0.05,6m,1.0,0.5,1.9000000000000001,736.0,,,,,,,,312.0,0.025,2m,1.1,1.4,1.3,624.0,608,0.025,2m,0.6,1.0,1.2000000000000002,880,360.0,0.025,3m,1.1,1.3,1.6,944.0,0.25,9,COMPLETE
81,81,-0.07442072688776702,2025-06-16 00:26:46.239431,2025-06-16 00:26:53.298047,0 days 00:00:07.058616,472.0,0.05,3m,1.4,0.6,1.9000000000000001,856.0,744.0,0.025,2m,1.0,1.5,1.1,672.0,640.0,0.05,4m,0.5,1.2000000000000002,1.3,688.0,296.0,0.05,5m,0.8,0.9,1.5,168.0,984.0,0.05,8m,1.0,0.7,1.2000000000000002,232.0,624.0,0.05,6m,1.1,0.5,2.0,728.0,,,,,,,,344.0,0.025,2m,1.1,1.4,1.3,608.0,616,0.025,2m,0.6,1.0,1.2000000000000002,880,352.0,0.025,3m,1.1,1.3,1.6,944.0,0.25,9,COMPLETE
82,82,0.29806362271526815,2025-06-16 00:26:53.358952,2025-06-16 00:27:01.355837,0 days 00:00:07.996885,568.0,0.05,3m,1.5,0.5,1.9000000000000001,896.0,640.0,0.025,2m,0.9,1.4,1.2000000000000002,904.0,776.0,0.05,4m,0.7,1.5,1.3,840.0,552.0,0.05,5m,1.2000000000000002,0.8,1.7000000000000002,256.0,928.0,0.05,8m,0.9,0.7,1.2000000000000002,120.0,592.0,0.05,6m,1.1,0.9,1.8000000000000003,680.0,88.0,0.025,2m,1.3,1.5,1.3,968.0,304.0,0.025,2m,1.0,1.4,1.3,320.0,584,0.025,2m,0.5,1.0,1.2000000000000002,840,304.0,0.025,5m,1.0,1.4,1.5,760.0,0.2,10,COMPLETE
83,83,2.811366905444171,2025-06-16 00:27:01.425111,2025-06-16 00:27:05.159004,0 days 00:00:03.733893,504.0,0.05,3m,1.4,0.7,1.9000000000000001,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.0,0.025,2m,1.2000000000000002,1.3,1.2000000000000002,232.0,648,0.025,2m,0.6,1.2000000000000002,1.1,960,128.0,0.025,3m,1.1,1.2000000000000002,1.6,984.0,0.25,4,COMPLETE
84,84,-18.28769929039907,2025-06-16 00:27:05.210036,2025-06-16 00:27:13.059491,0 days 00:00:07.849455,640.0,0.05,3m,1.4,0.7,1.8000000000000003,208.0,856.0,0.025,2m,1.1,1.2000000000000002,1.1,664.0,544.0,0.05,4m,0.6,1.3,1.8000000000000003,432.0,192.0,0.05,5m,1.2000000000000002,1.1,1.1,352.0,544.0,0.025,8m,1.0,1.0,1.3,24.0,352.0,0.05,8m,0.8,0.7,1.4000000000000001,768.0,1016.0,0.05,1m,0.5,0.5,2.0,144.0,320.0,0.025,2m,1.2000000000000002,1.3,1.4000000000000001,216.0,696,0.025,2m,0.7,1.2000000000000002,1.1,808,128.0,0.025,3m,1.1,1.3,1.5,928.0,0.25,10,COMPLETE
85,85,-3.3427583239848655,2025-06-16 00:27:13.156131,2025-06-16 00:27:16.529901,0 days 00:00:03.373770,496.0,0.05,3m,1.4,0.8,1.9000000000000001,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0,0.025,2m,1.1,1.3,1.3,240.0,664,0.025,7m,0.6,1.3,1.1,752,48.0,0.025,3m,1.1,1.2000000000000002,1.6,992.0,0.15000000000000002,4,COMPLETE
86,86,-18.20012582114728,2025-06-16 00:27:16.600678,2025-06-16 00:27:23.982969,0 days 00:00:07.382291,536.0,0.05,3m,1.5,0.7,2.0,240.0,632.0,0.025,1m,0.7,1.3,1.3,768.0,304.0,0.05,1m,0.9,0.9,1.5,1000.0,712.0,0.05,2m,1.0,0.8,1.5,504.0,712.0,0.05,6m,1.1,1.5,1.5,944.0,784.0,0.025,4m,1.3,1.2000000000000002,1.8000000000000003,320.0,,,,,,,,184.0,0.025,2m,1.3,1.4,1.1,280.0,528,0.025,2m,0.6,1.2000000000000002,1.1,944,992.0,0.025,3m,1.1,1.2000000000000002,1.6,896.0,0.25,9,COMPLETE
87,87,2.3130417109883896,2025-06-16 00:27:24.049107,2025-06-16 00:27:31.382486,0 days 00:00:07.333379,584.0,0.05,1m,1.3,0.8,1.9000000000000001,144.0,736.0,0.025,4m,1.0,1.4,1.2000000000000002,392.0,856.0,0.05,3m,0.7,1.2000000000000002,1.2000000000000002,768.0,336.0,0.05,2m,0.8,1.1,1.9000000000000001,152.0,640.0,0.05,9m,0.8,0.8,1.4000000000000001,632.0,768.0,0.05,2m,0.7,0.7,1.9000000000000001,64.0,,,,,,,,96.0,0.025,2m,1.2000000000000002,1.5,1.2000000000000002,360.0,768,0.05,2m,0.7,1.4,1.2000000000000002,984,112.0,0.025,3m,1.4,1.3,1.5,864.0,0.2,9,COMPLETE
88,88,-0.5439054599343339,2025-06-16 00:27:31.453675,2025-06-16 00:27:34.773416,0 days 00:00:03.319741,712.0,0.05,1m,1.3,0.8,1.8000000000000003,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,0.025,2m,1.2000000000000002,1.5,1.1,360.0,768,0.05,2m,0.7,1.4,1.1,976,16.0,0.025,4m,1.5,1.3,1.5,824.0,0.2,4,COMPLETE
89,89,-3.4076985424594133,2025-06-16 00:27:34.851338,2025-06-16 00:27:37.386181,0 days 00:00:02.534843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,0.025,8m,1.3,1.1,1.2000000000000002,392.0,816,0.05,2m,0.8,1.4,1.1,960,88.0,0.025,3m,1.4,0.9,1.4000000000000001,640.0,0.3,3,COMPLETE
90,90,-6.961884778930345,2025-06-16 00:27:37.458827,2025-06-16 00:27:40.650296,0 days 00:00:03.191469,592.0,0.025,1m,1.3,1.1,2.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,0.025,9m,1.4,1.2000000000000002,1.6,288.0,728,0.05,8m,0.9,1.5,1.3,992,112.0,0.05,10m,1.4,1.0,1.5,760.0,0.2,4,COMPLETE
91,91,1.745677236897477,2025-06-16 00:27:40.719493,2025-06-16 00:27:48.096367,0 days 00:00:07.376874,576.0,0.05,1m,1.2000000000000002,0.7,1.9000000000000001,1000.0,712.0,0.025,4m,1.0,1.4,1.2000000000000002,392.0,880.0,0.05,3m,0.6,1.2000000000000002,1.2000000000000002,752.0,360.0,0.05,2m,0.8,1.1,1.9000000000000001,88.0,664.0,0.05,9m,0.8,0.8,1.3,712.0,768.0,0.05,2m,0.7,0.7,1.9000000000000001,152.0,,,,,,,,232.0,0.025,2m,1.2000000000000002,1.5,1.2000000000000002,424.0,712,0.05,2m,0.6,1.2000000000000002,1.2000000000000002,912,168.0,0.025,3m,1.3,1.3,1.6,960.0,0.25,9,COMPLETE
92,92,4.520087371215782,2025-06-16 00:27:48.166507,2025-06-16 00:27:55.230354,0 days 00:00:07.063847,568.0,0.05,1m,1.2000000000000002,0.7,1.9000000000000001,304.0,704.0,0.025,4m,0.9,1.4,1.2000000000000002,408.0,992.0,0.05,3m,0.8,1.1,1.2000000000000002,656.0,344.0,0.05,2m,0.7,1.1,1.9000000000000001,24.0,632.0,0.05,9m,0.8,0.9,1.4000000000000001,808.0,800.0,0.05,2m,0.7,0.7,1.5,32.0,,,,,,,,64.0,0.025,2m,1.2000000000000002,1.5,1.2000000000000002,432.0,712,0.05,2m,0.7,1.3,1.2000000000000002,912,168.0,0.025,3m,1.3,1.2000000000000002,1.6,856.0,0.25,9,COMPLETE
93,93,-0.8554638590626508,2025-06-16 00:27:55.302605,2025-06-16 00:28:02.266131,0 days 00:00:06.963526,664.0,0.05,1m,1.2000000000000002,0.7,1.9000000000000001,176.0,792.0,0.025,4m,0.9,1.5,1.2000000000000002,392.0,1008.0,0.05,3m,0.7,1.1,1.2000000000000002,712.0,368.0,0.05,2m,0.7,1.1,1.9000000000000001,96.0,640.0,0.05,9m,0.8,0.8,1.4000000000000001,640.0,784.0,0.05,2m,0.7,0.7,1.5,16.0,,,,,,,,24.0,0.025,2m,1.2000000000000002,1.5,1.2000000000000002,424.0,696,0.05,2m,0.7,1.4,1.2000000000000002,912,200.0,0.025,3m,1.3,1.2000000000000002,1.5,872.0,0.25,9,COMPLETE
94,94,-0.20294325483018824,2025-06-16 00:28:02.337059,2025-06-16 00:28:09.804557,0 days 00:00:07.467498,616.0,0.05,1m,1.2000000000000002,0.7,1.9000000000000001,320.0,712.0,0.025,4m,0.8,1.4,1.2000000000000002,504.0,880.0,0.05,3m,0.8,1.3,1.2000000000000002,880.0,192.0,0.05,2m,0.6,1.1,1.9000000000000001,40.0,664.0,0.05,9m,0.8,0.9,1.3,784.0,800.0,0.05,2m,0.7,0.7,1.6,176.0,608.0,0.025,10m,1.0,1.5,1.6,440.0,56.0,0.025,2m,1.2000000000000002,1.5,1.2000000000000002,480.0,656,0.05,2m,0.7,1.3,1.2000000000000002,848,136.0,0.025,3m,1.3,1.2000000000000002,1.6,976.0,0.3,10,COMPLETE
95,95,-1.968693372549174,2025-06-16 00:28:09.877800,2025-06-16 00:28:16.769755,0 days 00:00:06.891955,576.0,0.05,1m,1.1,0.8,1.8000000000000003,120.0,856.0,0.025,4m,1.0,1.5,1.2000000000000002,368.0,936.0,0.05,3m,0.6,1.0,1.2000000000000002,624.0,344.0,0.05,2m,0.8,1.2000000000000002,1.9000000000000001,16.0,728.0,0.05,9m,0.8,0.8,1.5,672.0,872.0,0.05,2m,0.5,0.9,1.7000000000000002,184.0,,,,,,,,136.0,0.025,3m,1.3,1.5,1.1,440.0,768,0.05,2m,0.6,1.3,1.3,928,184.0,0.025,3m,1.2000000000000002,1.3,1.5,920.0,0.2,9,COMPLETE
96,96,2.7747396977287098,2025-06-16 00:28:16.819625,2025-06-16 00:28:22.927348,0 days 00:00:06.107723,528.0,0.05,1m,1.2000000000000002,0.7,2.0,256.0,624.0,0.025,4m,0.8,1.3,1.3,544.0,784.0,0.05,3m,0.8,1.2000000000000002,1.4000000000000001,816.0,104.0,0.05,9m,0.8,1.3,1.7000000000000002,104.0,648.0,0.05,9m,0.7,0.8,1.4000000000000001,816.0,,,,,,,,,,,,,,,72.0,0.025,2m,1.2000000000000002,1.5,1.2000000000000002,344.0,872,0.05,2m,0.6,1.2000000000000002,1.2000000000000002,960,216.0,0.025,3m,1.3,1.1,1.6,432.0,0.3,8,COMPLETE
97,97,5.129105353848668,2025-06-16 00:28:23.024199,2025-06-16 00:28:29.873163,0 days 00:00:06.848964,512.0,0.05,1m,1.2000000000000002,0.7,2.0,432.0,624.0,0.025,4m,0.6,1.3,1.3,480.0,768.0,0.05,3m,0.8,1.2000000000000002,1.4000000000000001,848.0,96.0,0.05,9m,0.8,1.3,1.9000000000000001,128.0,568.0,0.05,9m,0.6,0.9,1.4000000000000001,816.0,720.0,0.05,2m,0.8,0.7,1.3,152.0,,,,,,,,104.0,0.025,2m,1.2000000000000002,1.5,1.2000000000000002,160.0,568,0.05,2m,0.6,1.3,1.2000000000000002,1000,224.0,0.025,3m,1.3,1.1,1.6,424.0,0.15000000000000002,9,COMPLETE
98,98,5.489116203347458,2025-06-16 00:28:29.948954,2025-06-16 00:28:36.974322,0 days 00:00:07.025368,528.0,0.05,1m,1.2000000000000002,0.8,2.0,488.0,648.0,0.025,4m,0.6,1.3,1.3,536.0,776.0,0.05,3m,0.8,1.2000000000000002,1.4000000000000001,832.0,128.0,0.05,9m,0.8,1.3,1.9000000000000001,104.0,560.0,0.05,9m,0.6,0.9,1.4000000000000001,848.0,704.0,0.05,2m,0.8,0.7,1.3,152.0,,,,,,,,64.0,0.025,2m,1.2000000000000002,1.5,1.2000000000000002,152.0,480,0.05,2m,0.6,1.4,1.2000000000000002,992,224.0,0.025,3m,0.6,1.1,1.6,400.0,0.15000000000000002,9,COMPLETE
99,99,3.215371018193544,2025-06-16 00:28:37.048118,2025-06-16 00:28:43.839133,0 days 00:00:06.791015,432.0,0.05,1m,1.2000000000000002,0.8,2.0,512.0,648.0,0.025,4m,0.5,1.3,1.3,528.0,808.0,0.05,3m,0.8,1.2000000000000002,1.4000000000000001,816.0,96.0,0.05,9m,0.8,1.3,1.9000000000000001,120.0,560.0,0.05,9m,0.6,1.0,1.4000000000000001,824.0,744.0,0.05,2m,0.8,0.7,1.2000000000000002,152.0,,,,,,,,64.0,0.025,2m,1.1,1.5,1.1,136.0,472,0.05,2m,0.6,1.4,1.2000000000000002,960,232.0,0.025,3m,0.6,1.1,1.6,392.0,0.15000000000000002,9,COMPLETE
100,100,2.774907252197561,2025-06-16 00:28:43.912010,2025-06-16 00:28:51.012257,0 days 00:00:07.100247,440.0,0.05,1m,1.2000000000000002,0.9,2.0,512.0,656.0,0.025,4m,0.5,1.3,1.3,552.0,792.0,0.05,3m,0.8,1.2000000000000002,1.4000000000000001,832.0,104.0,0.05,9m,0.8,1.3,1.9000000000000001,112.0,552.0,0.05,9m,0.6,1.1,1.4000000000000001,832.0,728.0,0.05,2m,0.8,0.7,1.2000000000000002,144.0,,,,,,,,64.0,0.025,2m,1.2000000000000002,1.5,1.1,104.0,472,0.05,2m,0.6,1.4,1.2000000000000002,992,240.0,0.025,3m,0.6,1.1,1.6,416.0,0.15000000000000002,9,COMPLETE
101,101,4.221792377828633,2025-06-16 00:28:51.091374,2025-06-16 00:28:58.201030,0 days 00:00:07.109656,520.0,0.05,1m,1.2000000000000002,0.9,2.0,488.0,640.0,0.025,4m,0.5,1.3,1.3,528.0,808.0,0.05,3m,0.8,1.2000000000000002,1.4000000000000001,832.0,120.0,0.05,9m,0.8,1.3,1.9000000000000001,128.0,568.0,0.05,9m,0.6,1.1,1.4000000000000001,832.0,728.0,0.05,2m,0.8,0.7,1.2000000000000002,152.0,,,,,,,,64.0,0.025,2m,1.2000000000000002,1.5,1.1,136.0,424,0.05,2m,0.6,1.4,1.2000000000000002,992,216.0,0.025,3m,0.6,1.1,1.6,416.0,0.15000000000000002,9,COMPLETE
102,102,4.00084579222919,2025-06-16 00:28:58.287301,2025-06-16 00:29:05.412253,0 days 00:00:07.124952,424.0,0.05,1m,1.2000000000000002,0.9,2.0,512.0,632.0,0.025,4m,0.5,1.3,1.4000000000000001,536.0,784.0,0.05,3m,0.8,1.2000000000000002,1.4000000000000001,856.0,96.0,0.05,9m,0.8,1.3,1.9000000000000001,144.0,560.0,0.05,9m,0.6,1.2000000000000002,1.4000000000000001,840.0,712.0,0.05,2m,0.8,0.7,1.2000000000000002,104.0,,,,,,,,48.0,0.025,2m,1.1,1.4,1.1,136.0,488,0.05,2m,0.5,1.5,1.2000000000000002,992,216.0,0.025,3m,0.6,1.1,1.6,432.0,0.15000000000000002,9,COMPLETE
103,103,0.32163266014282266,2025-06-16 00:29:05.504875,2025-06-16 00:29:19.160476,0 days 00:00:13.655601,416.0,0.05,1m,1.2000000000000002,0.9,2.0,504.0,648.0,0.025,4m,0.5,1.3,1.4000000000000001,536.0,776.0,0.05,3m,0.8,1.2000000000000002,1.4000000000000001,832.0,88.0,0.05,9m,0.8,1.3,1.9000000000000001,136.0,560.0,0.05,9m,0.6,1.2000000000000002,1.4000000000000001,840.0,712.0,0.05,2m,0.8,0.7,1.2000000000000002,120.0,,,,,,,,64.0,0.025,2m,1.1,1.4,1.1,136.0,432,0.05,2m,0.6,1.5,1.2000000000000002,992,224.0,0.025,3m,0.6,1.1,1.6,408.0,0.15000000000000002,9,COMPLETE
104,104,2.937537898966981,2025-06-16 00:29:19.297119,2025-06-16 00:29:31.773889,0 days 00:00:12.476770,448.0,0.05,1m,1.2000000000000002,0.8,2.0,536.0,608.0,0.025,4m,0.6,1.3,1.3,544.0,784.0,0.05,3m,0.8,1.2000000000000002,1.4000000000000001,832.0,112.0,0.05,9m,0.7,1.4,2.0,128.0,480.0,0.05,9m,0.6,1.2000000000000002,1.4000000000000001,856.0,,,,,,,,,,,,,,,40.0,0.025,2m,1.2000000000000002,1.5,1.1,112.0,488,0.05,2m,0.6,1.4,1.2000000000000002,1000,248.0,0.025,3m,0.6,1.1,1.6,368.0,0.15000000000000002,8,COMPLETE
105,105,2.771652388285269,2025-06-16 00:29:31.844114,2025-06-16 00:29:38.226162,0 days 00:00:06.382048,424.0,0.05,1m,1.2000000000000002,0.9,2.0,544.0,600.0,0.025,4m,0.6,1.3,1.3,560.0,768.0,0.05,3m,0.9,1.1,1.4000000000000001,912.0,80.0,0.05,9m,0.7,1.4,2.0,112.0,488.0,0.05,9m,0.5,1.1,1.4000000000000001,872.0,,,,,,,,,,,,,,,16.0,0.025,2m,1.1,1.5,1.1,24.0,464,0.05,2m,0.6,1.5,1.2000000000000002,1000,216.0,0.025,3m,0.6,1.1,1.6,352.0,0.15000000000000002,8,COMPLETE
106,106,3.8747061357941486,2025-06-16 00:29:38.316184,2025-06-16 00:29:44.541161,0 days 00:00:06.224977,368.0,0.05,1m,1.2000000000000002,0.9,2.0,568.0,600.0,0.025,4m,0.6,1.3,1.3,552.0,760.0,0.05,3m,0.9,1.1,1.4000000000000001,920.0,96.0,0.05,9m,0.7,1.4,2.0,112.0,488.0,0.05,9m,0.5,1.1,1.4000000000000001,872.0,,,,,,,,,,,,,,,32.0,0.025,2m,1.1,1.5,1.1,32.0,472,0.05,2m,0.6,1.5,1.2000000000000002,1000,224.0,0.025,3m,0.6,1.1,1.6,336.0,0.15000000000000002,8,COMPLETE
107,107,0.4909894646982036,2025-06-16 00:29:44.625352,2025-06-16 00:29:50.795469,0 days 00:00:06.170117,376.0,0.05,1m,1.2000000000000002,0.9,2.0,568.0,680.0,0.025,4m,0.6,1.3,1.4000000000000001,480.0,752.0,0.05,3m,0.8,1.2000000000000002,1.4000000000000001,848.0,136.0,0.05,9m,0.6,1.4,2.0,112.0,536.0,0.05,9m,0.6,1.2000000000000002,1.4000000000000001,800.0,,,,,,,,,,,,,,,48.0,0.025,2m,1.2000000000000002,1.4,1.1,112.0,488,0.05,2m,0.5,1.5,1.2000000000000002,968,256.0,0.025,3m,0.6,1.1,1.6,408.0,0.15000000000000002,8,COMPLETE
108,108,-4.553180598267707,2025-06-16 00:29:50.868368,2025-06-16 00:29:56.908382,0 days 00:00:06.040014,448.0,0.05,1m,1.2000000000000002,0.8,2.0,432.0,616.0,0.025,4m,0.6,1.3,1.3,560.0,808.0,0.05,3m,0.8,1.2000000000000002,1.4000000000000001,832.0,24.0,0.05,9m,0.7,1.3,1.8000000000000003,224.0,592.0,0.05,9m,0.5,1.3,1.5,952.0,,,,,,,,,,,,,,,40.0,0.025,2m,1.1,1.5,1.1,72.0,376,0.05,2m,0.6,1.5,1.2000000000000002,1000,272.0,0.025,3m,0.5,1.1,1.6,432.0,0.15000000000000002,8,COMPLETE
109,109,2.969924237009508,2025-06-16 00:29:56.984693,2025-06-16 00:30:04.558091,0 days 00:00:07.573398,504.0,0.05,1m,1.1,0.9,2.0,504.0,664.0,0.025,4m,0.5,1.3,1.3,616.0,712.0,0.05,3m,0.9,1.1,1.5,920.0,144.0,0.05,9m,0.7,1.4,2.0,64.0,448.0,0.05,9m,0.7,1.1,1.4000000000000001,872.0,680.0,0.05,2m,0.9,0.6,1.2000000000000002,240.0,104.0,0.05,3m,1.0,1.0,1.6,1024.0,72.0,0.025,2m,1.2000000000000002,1.5,1.1,152.0,408,0.05,2m,0.5,1.4,1.2000000000000002,960,240.0,0.025,3m,0.7,1.1,1.6,368.0,0.15000000000000002,10,COMPLETE
110,110,3.058518776126698,2025-06-16 00:30:04.630186,2025-06-16 00:30:13.035824,0 days 00:00:08.405638,496.0,0.05,1m,1.1,0.9,2.0,512.0,664.0,0.025,4m,0.5,1.3,1.4000000000000001,616.0,712.0,0.05,7m,0.9,1.1,1.5,936.0,160.0,0.05,9m,0.6,1.4,2.0,64.0,464.0,0.05,9m,0.7,1.1,1.5,888.0,688.0,0.05,2m,0.9,0.6,1.2000000000000002,240.0,16.0,0.05,3m,1.0,1.0,1.6,984.0,16.0,0.025,2m,1.2000000000000002,1.4,1.1,160.0,432,0.05,2m,0.5,1.4,1.3,1024,304.0,0.025,3m,0.7,1.1,1.6,352.0,0.15000000000000002,10,COMPLETE
111,111,2.364420217725133,2025-06-16 00:30:13.118590,2025-06-16 00:30:21.439980,0 days 00:00:08.321390,504.0,0.05,1m,1.1,0.9,2.0,512.0,664.0,0.025,4m,0.5,1.3,1.4000000000000001,624.0,728.0,0.05,7m,0.9,1.1,1.5,944.0,168.0,0.05,9m,0.6,1.4,2.0,56.0,440.0,0.05,9m,0.7,1.1,1.5,904.0,680.0,0.05,2m,0.9,0.6,1.2000000000000002,256.0,80.0,0.05,3m,0.9,1.0,1.6,976.0,16.0,0.025,2m,1.2000000000000002,1.4,1.1,160.0,408,0.05,2m,0.5,1.4,1.3,1024,240.0,0.025,3m,0.7,1.1,1.6,376.0,0.15000000000000002,10,COMPLETE
112,112,0.8352575309815921,2025-06-16 00:30:21.508494,2025-06-16 00:30:29.863572,0 days 00:00:08.355078,464.0,0.05,1m,1.1,1.0,2.0,496.0,568.0,0.025,4m,0.5,1.3,1.3,592.0,720.0,0.05,7m,0.9,1.1,1.5,936.0,128.0,0.05,9m,0.7,1.5,2.0,56.0,496.0,0.05,9m,0.6,1.2000000000000002,1.4000000000000001,864.0,688.0,0.05,2m,0.8,0.6,1.2000000000000002,208.0,40.0,0.05,3m,1.2000000000000002,0.8,1.7000000000000002,760.0,112.0,0.025,2m,1.1,1.5,1.1,104.0,424,0.05,2m,0.5,1.4,1.2000000000000002,1000,288.0,0.025,3m,0.6,1.1,1.7000000000000002,328.0,0.1,10,COMPLETE
113,113,-2.817739946003526,2025-06-16 00:30:29.929747,2025-06-16 00:30:37.331506,0 days 00:00:07.401759,376.0,0.05,1m,1.1,0.9,2.0,488.0,672.0,0.025,4m,0.6,1.2000000000000002,1.3,472.0,832.0,0.05,3m,0.8,1.3,1.6,888.0,64.0,0.05,9m,0.6,1.3,1.9000000000000001,16.0,456.0,0.05,9m,0.6,1.3,1.4000000000000001,904.0,696.0,0.05,2m,0.9,0.6,1.3,96.0,,,,,,,,72.0,0.025,2m,1.2000000000000002,1.4,1.1,48.0,456,0.05,2m,0.5,1.4,1.2000000000000002,944,320.0,0.025,3m,0.5,1.0,1.6,272.0,0.15000000000000002,9,COMPLETE
114,114,3.0153523488522214,2025-06-16 00:30:37.405668,2025-06-16 00:30:45.770193,0 days 00:00:08.364525,496.0,0.05,1m,1.2000000000000002,0.9,2.0,528.0,608.0,0.025,4m,0.5,1.2000000000000002,1.3,624.0,728.0,0.05,3m,1.0,1.1,1.4000000000000001,952.0,152.0,0.05,9m,0.7,1.4,2.0,136.0,520.0,0.05,9m,0.5,1.1,1.3,760.0,720.0,0.05,2m,0.8,0.8,1.1,128.0,328.0,0.05,9m,0.9,1.3,1.3,1016.0,96.0,0.025,2m,1.2000000000000002,1.5,1.1,152.0,504,0.05,2m,0.5,1.5,1.2000000000000002,968,168.0,0.025,3m,0.7,1.2000000000000002,1.6,464.0,0.1,10,COMPLETE
