,number,value,datetime_start,datetime_complete,duration,params_ADSK_ZM_beta_win,params_ADSK_ZM_stop_loss,params_ADSK_ZM_trade_freq,params_ADSK_ZM_z_entry,params_ADSK_ZM_z_exit,params_ADSK_ZM_z_stop_scaler,params_ADSK_ZM_z_win,params_AVGO_ILMN_beta_win,params_AVGO_ILMN_stop_loss,params_AVGO_ILMN_trade_freq,params_AVGO_ILMN_z_entry,params_AVGO_ILMN_z_exit,params_AVGO_ILMN_z_stop_scaler,params_AVGO_ILMN_z_win,params_DDOG_ILMN_beta_win,params_DDOG_ILMN_stop_loss,params_DDOG_ILMN_trade_freq,params_DDOG_ILMN_z_entry,params_DDOG_ILMN_z_exit,params_DDOG_ILMN_z_stop_scaler,params_DDOG_ILMN_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_KDP_ZM_beta_win,params_KDP_ZM_stop_loss,params_KDP_ZM_trade_freq,params_KDP_ZM_z_entry,params_KDP_ZM_z_exit,params_KDP_ZM_z_stop_scaler,params_KDP_ZM_z_win,params_LCID_ZM_beta_win,params_LCID_ZM_stop_loss,params_LCID_ZM_trade_freq,params_LCID_ZM_z_entry,params_LCID_ZM_z_exit,params_LCID_ZM_z_stop_scaler,params_LCID_ZM_z_win,params_LULU_VRTX_beta_win,params_LULU_VRTX_stop_loss,params_LULU_VRTX_trade_freq,params_LULU_VRTX_z_entry,params_LULU_VRTX_z_exit,params_LULU_VRTX_z_stop_scaler,params_LULU_VRTX_z_win,params_PAYX_ZM_beta_win,params_PAYX_ZM_stop_loss,params_PAYX_ZM_trade_freq,params_PAYX_ZM_z_entry,params_PAYX_ZM_z_exit,params_PAYX_ZM_z_stop_scaler,params_PAYX_ZM_z_win,params_PYPL_ZM_beta_win,params_PYPL_ZM_stop_loss,params_PYPL_ZM_trade_freq,params_PYPL_ZM_z_entry,params_PYPL_ZM_z_exit,params_PYPL_ZM_z_stop_scaler,params_PYPL_ZM_z_win,params_QCOM_ZM_beta_win,params_QCOM_ZM_stop_loss,params_QCOM_ZM_trade_freq,params_QCOM_ZM_z_entry,params_QCOM_ZM_z_exit,params_QCOM_ZM_z_stop_scaler,params_QCOM_ZM_z_win,params_buffer_capital,params_pairs_to_trade,state
123,123,2.7934209228090383,2025-06-16 00:30:33.972073,2025-06-16 00:30:37.752121,0 days 00:00:03.780048,872.0,0.05,1m,1.3,1.4,1.5,392.0,,,,,,,,,,,,,,,472.0,0.05,2m,0.6,1.3,1.5,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,0.05,5m,1.0,1.3,1.7000000000000002,520,376.0,0.05,8m,0.6,0.7,2.0,872.0,0.3,4,COMPLETE
124,124,0.9004601526040936,2025-06-16 00:30:37.812250,2025-06-16 00:30:42.327229,0 days 00:00:04.514979,1008.0,0.05,9m,1.2000000000000002,1.5,1.4000000000000001,336.0,,,,,,,,88.0,0.025,2m,1.4,1.3,1.1,400.0,440.0,0.05,2m,0.5,1.5,1.8000000000000003,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,0.05,8m,1.0,1.2000000000000002,1.7000000000000002,568,472.0,0.05,8m,0.7,0.7,2.0,912.0,0.3,5,COMPLETE
125,125,-5.897601125845807,2025-06-16 00:30:42.404136,2025-06-16 00:30:46.129489,0 days 00:00:03.725353,840.0,0.05,1m,1.4,1.4,1.6,568.0,,,,,,,,,,,,,,,560.0,0.05,2m,0.7,1.2000000000000002,1.6,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912,0.05,5m,1.1,1.2000000000000002,1.6,624,408.0,0.05,1m,0.5,0.7,2.0,896.0,0.1,4,COMPLETE
126,126,-2.6549402984640254,2025-06-16 00:30:46.190021,2025-06-16 00:30:48.963497,0 days 00:00:02.773476,952.0,0.05,1m,1.3,1.5,2.0,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,0.025,5m,1.4,1.1,1.7000000000000002,720,456.0,0.025,9m,0.8,0.8,2.0,336.0,0.15000000000000002,3,COMPLETE
127,127,1.5432117257359175,2025-06-16 00:30:49.015388,2025-06-16 00:30:53.573886,0 days 00:00:04.558498,984.0,0.05,3m,1.2000000000000002,1.1,1.5,360.0,,,,,,,,696.0,0.025,7m,1.4,0.9,1.2000000000000002,584.0,512.0,0.05,2m,0.5,1.4,1.8000000000000003,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0.05,6m,1.0,1.1,1.7000000000000002,592,648.0,0.025,8m,0.7,0.8,1.9000000000000001,200.0,0.4,5,COMPLETE
128,128,-2.403918215991589,2025-06-16 00:30:53.652476,2025-06-16 00:31:02.321822,0 days 00:00:08.669346,920.0,0.05,1m,1.4,1.3,1.6,264.0,600.0,0.05,2m,1.1,0.5,2.0,736.0,40.0,0.025,2m,1.5,1.4,1.4000000000000001,760.0,408.0,0.05,2m,0.6,1.5,1.5,216.0,1024.0,0.05,10m,1.1,1.1,1.9000000000000001,600.0,944.0,0.05,10m,0.5,1.3,2.0,960.0,200.0,0.05,10m,0.8,1.5,1.2000000000000002,16.0,56.0,0.05,4m,0.6,1.0,1.4000000000000001,16.0,968,0.025,5m,1.1,1.3,1.6,1008,872.0,0.05,5m,0.6,0.6,1.3,280.0,0.25,10,COMPLETE
129,129,0.9457554092748746,2025-06-16 00:31:02.405090,2025-06-16 00:31:07.743484,0 days 00:00:05.338394,344.0,0.025,1m,1.2000000000000002,1.5,1.6,16.0,,,,,,,,144.0,0.025,2m,1.0,1.0,1.2000000000000002,824.0,968.0,0.05,2m,0.5,1.3,1.7000000000000002,272.0,,,,,,,,,,,,,,,,,,,,,,200.0,0.05,5m,1.5,1.2000000000000002,1.6,880.0,360,0.025,5m,1.3,0.8,1.6,536,528.0,0.025,6m,0.6,0.8,2.0,40.0,0.1,6,COMPLETE
130,130,-1.8345340068227938,2025-06-16 00:31:07.815509,2025-06-16 00:31:13.995034,0 days 00:00:06.179525,896.0,0.05,8m,1.3,1.4,1.5,296.0,,,,,,,,112.0,0.025,10m,1.4,1.1,1.3,632.0,584.0,0.05,2m,0.6,1.5,1.8000000000000003,96.0,960.0,0.025,1m,1.3,1.3,1.5,1000.0,,,,,,,,,,,,,,,424.0,0.05,10m,1.3,1.5,1.5,936.0,496,0.05,5m,1.2000000000000002,1.2000000000000002,1.7000000000000002,808,792.0,0.025,8m,0.5,1.3,2.0,16.0,0.15000000000000002,7,COMPLETE
131,131,2.850784484063822,2025-06-16 00:31:14.055911,2025-06-16 00:31:18.604311,0 days 00:00:04.548400,968.0,0.05,1m,1.4,1.4,1.5,384.0,,,,,,,,1008.0,0.025,3m,1.4,0.8,1.3,608.0,536.0,0.05,2m,0.6,1.4,1.6,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,0.05,5m,1.3,1.4,1.7000000000000002,736,424.0,0.05,8m,0.7,0.7,2.0,792.0,0.25,5,COMPLETE
132,132,-1.6235201529215784,2025-06-16 00:31:18.663541,2025-06-16 00:31:23.117945,0 days 00:00:04.454404,1024.0,0.05,1m,1.4,1.4,1.5,376.0,,,,,,,,992.0,0.025,3m,1.3,0.6,1.3,560.0,528.0,0.05,4m,0.6,1.3,1.7000000000000002,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,0.05,5m,1.3,1.3,1.8000000000000003,776,440.0,0.05,8m,0.7,0.8,1.5,816.0,0.25,5,COMPLETE
133,133,2.548577567922694,2025-06-16 00:31:23.182908,2025-06-16 00:31:27.803498,0 days 00:00:04.620590,968.0,0.05,1m,1.3,1.4,1.5,440.0,,,,,,,,944.0,0.025,3m,1.4,0.8,1.2000000000000002,256.0,552.0,0.05,2m,0.7,1.4,1.6,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,0.05,5m,1.4,1.3,1.7000000000000002,752,496.0,0.05,8m,0.7,0.9,2.0,728.0,0.3,5,COMPLETE
134,134,2.124827164849927,2025-06-16 00:31:27.858766,2025-06-16 00:31:33.128895,0 days 00:00:05.270129,944.0,0.05,1m,1.4,1.3,1.4000000000000001,624.0,,,,,,,,1024.0,0.025,3m,1.5,0.8,1.3,104.0,504.0,0.05,2m,0.5,1.5,1.5,248.0,,,,,,,,,,,,,,,,,,,,,,128.0,0.05,4m,1.4,1.1,1.2000000000000002,528.0,432,0.05,5m,1.3,1.3,1.7000000000000002,688,512.0,0.05,8m,0.8,0.8,2.0,768.0,0.25,6,COMPLETE
135,135,0.5423560474354379,2025-06-16 00:31:33.210233,2025-06-16 00:31:37.534437,0 days 00:00:04.324204,64.0,0.05,2m,1.3,1.5,1.5,320.0,,,,,,,,800.0,0.025,9m,1.4,0.9,1.7000000000000002,608.0,472.0,0.05,2m,0.6,1.4,1.9000000000000001,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,0.05,2m,0.9,1.2000000000000002,1.7000000000000002,824,752.0,0.05,8m,0.7,0.7,2.0,832.0,0.2,5,COMPLETE
136,136,-10.11032265979155,2025-06-16 00:31:37.595027,2025-06-16 00:31:43.090665,0 days 00:00:05.495638,920.0,0.05,1m,0.8,1.4,1.5,360.0,,,,,,,,72.0,0.025,6m,1.3,1.1,1.5,496.0,536.0,0.05,2m,0.6,1.5,1.4000000000000001,208.0,,,,,,,,,,,,,,,,,,,,,,256.0,0.05,8m,1.5,1.0,1.4000000000000001,992.0,384,0.05,4m,1.3,1.0,1.6,928,544.0,0.05,8m,0.6,0.7,1.9000000000000001,864.0,0.3,6,COMPLETE
137,137,-2.4730105918259184,2025-06-16 00:31:43.153328,2025-06-16 00:31:46.675863,0 days 00:00:03.522535,1000.0,0.05,7m,1.5,1.5,1.6,248.0,,,,,,,,,,,,,,,448.0,0.05,8m,0.5,1.4,1.8000000000000003,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,0.025,3m,1.2000000000000002,1.3,1.7000000000000002,656,616.0,0.025,10m,0.7,0.8,2.0,760.0,0.25,4,COMPLETE
138,138,1.533196687744431,2025-06-16 00:31:46.745641,2025-06-16 00:31:51.081282,0 days 00:00:04.335641,976.0,0.05,1m,1.3,0.7,1.6,408.0,,,,,,,,904.0,0.025,2m,1.1,1.0,1.2000000000000002,656.0,488.0,0.05,2m,0.6,1.3,1.5,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,0.05,1m,1.1,0.9,1.8000000000000003,608,680.0,0.025,8m,0.8,0.9,2.0,800.0,0.15000000000000002,5,COMPLETE
139,139,-0.6783027299093316,2025-06-16 00:31:51.171599,2025-06-16 00:31:56.450344,0 days 00:00:05.278745,944.0,0.05,4m,1.3,1.4,1.5,288.0,,,,,,,,32.0,0.025,2m,1.5,0.9,1.1,704.0,560.0,0.05,2m,0.8,1.5,1.7000000000000002,72.0,,,,,,,,,,,,,,,,,,,,,,104.0,0.025,7m,1.3,1.2000000000000002,1.7000000000000002,792.0,792,0.025,5m,1.0,1.2000000000000002,1.6,584,480.0,0.05,7m,0.6,0.7,2.0,952.0,0.15000000000000002,6,COMPLETE
140,140,-29.598402943692676,2025-06-16 00:31:56.510783,2025-06-16 00:32:00.120506,0 days 00:00:03.609723,872.0,0.05,3m,1.3,1.5,1.5,672.0,,,,,,,,,,,,,,,520.0,0.05,1m,0.5,1.2000000000000002,1.8000000000000003,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,0.05,9m,1.4,1.4,1.4000000000000001,856,512.0,0.025,8m,0.7,0.8,2.0,104.0,0.2,4,COMPLETE
141,141,-2.095345160473321,2025-06-16 00:32:00.172925,2025-06-16 00:32:05.390198,0 days 00:00:05.217273,976.0,0.05,1m,1.2000000000000002,1.3,1.7000000000000002,344.0,,,,,,,,176.0,0.025,5m,1.5,0.8,1.2000000000000002,584.0,96.0,0.05,2m,0.6,1.3,1.8000000000000003,568.0,,,,,,,,,,,,,,,,,,,,,,40.0,0.05,4m,1.4,1.1,1.3,888.0,832,0.025,5m,1.5,1.2000000000000002,1.7000000000000002,688,1024.0,0.025,8m,0.6,0.7,2.0,72.0,0.2,6,COMPLETE
142,142,2.848561561600279,2025-06-16 00:32:05.453912,2025-06-16 00:32:10.806398,0 days 00:00:05.352486,952.0,0.05,1m,1.2000000000000002,1.3,1.6,368.0,,,,,,,,304.0,0.025,5m,1.5,0.9,1.2000000000000002,632.0,288.0,0.05,2m,0.6,1.3,1.8000000000000003,512.0,,,,,,,,,,,,,,,,,,,,,,184.0,0.05,4m,1.4,1.2000000000000002,1.4000000000000001,936.0,760,0.025,5m,1.1,1.1,1.7000000000000002,632,960.0,0.025,8m,0.6,0.7,2.0,80.0,0.25,6,COMPLETE
143,143,3.577950742844998,2025-06-16 00:32:10.869969,2025-06-16 00:32:15.611895,0 days 00:00:04.741926,904.0,0.05,1m,1.2000000000000002,1.2000000000000002,1.7000000000000002,312.0,,,,,,,,240.0,0.025,4m,1.4,1.0,1.3,600.0,608.0,0.05,2m,0.6,1.3,1.8000000000000003,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896,0.025,5m,1.4,1.2000000000000002,1.7000000000000002,704,992.0,0.025,8m,0.6,0.7,1.2000000000000002,128.0,0.2,5,COMPLETE
144,144,0.7407579891388841,2025-06-16 00:32:15.667366,2025-06-16 00:32:19.962556,0 days 00:00:04.295190,896.0,0.05,1m,1.2000000000000002,1.1,1.7000000000000002,312.0,,,,,,,,16.0,0.025,4m,1.4,1.0,1.3,728.0,640.0,0.05,2m,0.7,0.6,1.7000000000000002,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,0.025,5m,1.4,1.1,1.5,720,992.0,0.025,8m,0.9,0.6,1.4000000000000001,136.0,0.2,5,COMPLETE
145,145,3.542065818332332,2025-06-16 00:32:20.019737,2025-06-16 00:32:24.422472,0 days 00:00:04.402735,920.0,0.05,1m,1.3,1.2000000000000002,1.8000000000000003,584.0,,,,,,,,272.0,0.025,4m,1.4,1.0,1.3,464.0,584.0,0.05,2m,0.5,1.5,1.8000000000000003,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,0.025,5m,1.3,1.2000000000000002,1.7000000000000002,664,824.0,0.025,3m,0.7,0.8,1.9000000000000001,184.0,0.25,5,COMPLETE
146,146,2.2436150202054312,2025-06-16 00:32:24.491169,2025-06-16 00:32:29.125537,0 days 00:00:04.634368,856.0,0.05,1m,1.3,1.2000000000000002,1.9000000000000001,560.0,,,,,,,,264.0,0.025,4m,1.4,1.0,1.3,424.0,600.0,0.05,5m,0.5,1.5,1.8000000000000003,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888,0.025,5m,1.4,1.2000000000000002,1.7000000000000002,664,856.0,0.025,3m,0.7,1.0,1.1,168.0,0.15000000000000002,5,COMPLETE
147,147,2.730801288222856,2025-06-16 00:32:29.180139,2025-06-16 00:32:33.395556,0 days 00:00:04.215417,920.0,0.05,1m,1.3,1.2000000000000002,1.8000000000000003,592.0,,,,,,,,208.0,0.025,4m,1.3,1.1,1.4000000000000001,536.0,680.0,0.05,2m,0.5,1.5,1.9000000000000001,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,0.025,5m,1.3,1.2000000000000002,1.8000000000000003,616,824.0,0.025,3m,0.6,0.7,1.9000000000000001,152.0,0.1,5,COMPLETE
148,148,0.5471292987322,2025-06-16 00:32:33.485990,2025-06-16 00:32:38.108935,0 days 00:00:04.622945,896.0,0.05,6m,1.2000000000000002,1.2000000000000002,1.8000000000000003,640.0,,,,,,,,56.0,0.025,4m,1.4,1.0,1.2000000000000002,328.0,576.0,0.05,2m,0.5,1.5,1.9000000000000001,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904,0.025,7m,1.2000000000000002,1.2000000000000002,1.6,552,344.0,0.025,3m,0.7,0.7,1.8000000000000003,520.0,0.2,5,COMPLETE
149,149,0.04614627280268887,2025-06-16 00:32:38.171919,2025-06-16 00:32:41.699379,0 days 00:00:03.527460,928.0,0.05,1m,1.3,1.1,1.7000000000000002,544.0,,,,,,,,,,,,,,,616.0,0.05,7m,0.5,1.1,1.8000000000000003,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872,0.025,5m,1.1,0.8,1.7000000000000002,640,728.0,0.025,4m,0.6,0.8,1.2000000000000002,216.0,0.15000000000000002,4,COMPLETE
