,number,value,datetime_start,datetime_complete,duration,params_AAPL_ATVI_beta_win,params_AAPL_ATVI_stop_loss,params_AAPL_ATVI_trade_freq,params_AAPL_ATVI_z_entry,params_AAPL_ATVI_z_exit,params_AAPL_ATVI_z_stop_scaler,params_AAPL_ATVI_z_win,params_ABNB_ATVI_beta_win,params_ABNB_ATVI_stop_loss,params_ABNB_ATVI_trade_freq,params_ABNB_ATVI_z_entry,params_ABNB_ATVI_z_exit,params_ABNB_ATVI_z_stop_scaler,params_ABNB_ATVI_z_win,params_ADBE_ATVI_beta_win,params_ADBE_ATVI_stop_loss,params_ADBE_ATVI_trade_freq,params_ADBE_ATVI_z_entry,params_ADBE_ATVI_z_exit,params_ADBE_ATVI_z_stop_scaler,params_ADBE_ATVI_z_win,params_ALGN_ATVI_beta_win,params_ALGN_ATVI_stop_loss,params_ALGN_ATVI_trade_freq,params_ALGN_ATVI_z_entry,params_ALGN_ATVI_z_exit,params_ALGN_ATVI_z_stop_scaler,params_ALGN_ATVI_z_win,params_AMAT_ATVI_beta_win,params_AMAT_ATVI_stop_loss,params_AMAT_ATVI_trade_freq,params_AMAT_ATVI_z_entry,params_AMAT_ATVI_z_exit,params_AMAT_ATVI_z_stop_scaler,params_AMAT_ATVI_z_win,params_AMD_ATVI_beta_win,params_AMD_ATVI_stop_loss,params_AMD_ATVI_trade_freq,params_AMD_ATVI_z_entry,params_AMD_ATVI_z_exit,params_AMD_ATVI_z_stop_scaler,params_AMD_ATVI_z_win,params_AMZN_ATVI_beta_win,params_AMZN_ATVI_stop_loss,params_AMZN_ATVI_trade_freq,params_AMZN_ATVI_z_entry,params_AMZN_ATVI_z_exit,params_AMZN_ATVI_z_stop_scaler,params_AMZN_ATVI_z_win,params_ATVI_ANSS_beta_win,params_ATVI_ANSS_stop_loss,params_ATVI_ANSS_trade_freq,params_ATVI_ANSS_z_entry,params_ATVI_ANSS_z_exit,params_ATVI_ANSS_z_stop_scaler,params_ATVI_ANSS_z_win,params_ATVI_MSFT_beta_win,params_ATVI_MSFT_stop_loss,params_ATVI_MSFT_trade_freq,params_ATVI_MSFT_z_entry,params_ATVI_MSFT_z_exit,params_ATVI_MSFT_z_stop_scaler,params_ATVI_MSFT_z_win,params_ATVI_PYPL_beta_win,params_ATVI_PYPL_stop_loss,params_ATVI_PYPL_trade_freq,params_ATVI_PYPL_z_entry,params_ATVI_PYPL_z_exit,params_ATVI_PYPL_z_stop_scaler,params_ATVI_PYPL_z_win,params_buffer_capital,params_pairs_to_trade,state
80,80,-0.2948572536767078,2025-06-15 23:44:31.105461,2025-06-15 23:44:35.409292,0 days 00:00:04.303831,128.0,0.05,5m,1.3,1.4,2.0,808.0,,,,,,,,736,0.025,10m,1.3,0.7,1.2000000000000002,624,472.0,0.05,9m,1.0,1.1,1.8000000000000003,768.0,,,,,,,,224.0,0.025,5m,1.4,1.0,1.7000000000000002,352.0,136.0,0.05,6m,1.4,0.7,1.8000000000000003,456.0,,,,,,,,,,,,,,,,,,,,,,0.4,5,COMPLETE
81,81,0.7600763026699843,2025-06-15 23:44:35.476799,2025-06-15 23:44:39.768649,0 days 00:00:04.291850,48.0,0.05,10m,1.4,1.2000000000000002,1.8000000000000003,776.0,,,,,,,,688,0.05,6m,1.4,0.9,1.2000000000000002,704,672.0,0.025,10m,0.9,1.2000000000000002,1.8000000000000003,712.0,,,,,,,,312.0,0.025,10m,1.4,1.2000000000000002,1.3,224.0,208.0,0.05,2m,1.5,0.5,1.6,432.0,,,,,,,,,,,,,,,,,,,,,,0.45,5,COMPLETE
82,82,0.38202852977119917,2025-06-15 23:44:39.852161,2025-06-15 23:44:44.754815,0 days 00:00:04.902654,168.0,0.05,10m,1.3,1.2000000000000002,1.8000000000000003,784.0,,,,,,,,696,0.05,6m,1.3,0.6,1.2000000000000002,696,720.0,0.025,10m,0.9,1.2000000000000002,1.8000000000000003,696.0,,,,,,,,320.0,0.025,10m,1.5,1.2000000000000002,1.3,304.0,176.0,0.05,2m,1.5,0.5,1.6,504.0,,,,,,,,,,,,,,,,,,,,,,0.45,5,COMPLETE
83,83,-0.7711736972059949,2025-06-15 23:44:44.841327,2025-06-15 23:44:56.445474,0 days 00:00:11.604147,160.0,0.05,10m,1.3,1.2000000000000002,1.8000000000000003,784.0,,,,,,,,768,0.05,6m,1.3,0.5,1.2000000000000002,704,712.0,0.025,10m,0.9,1.2000000000000002,1.8000000000000003,704.0,,,,,,,,344.0,0.025,10m,1.4,1.2000000000000002,1.3,48.0,168.0,0.05,2m,1.5,0.5,1.6,512.0,,,,,,,,,,,,,,,,,,,,,,0.45,5,COMPLETE
84,84,0.9689527742562197,2025-06-15 23:44:56.607065,2025-06-15 23:45:06.566485,0 days 00:00:09.959420,88.0,0.05,10m,1.4,1.3,1.9000000000000001,896.0,,,,,,,,696,0.05,6m,1.4,0.7,1.2000000000000002,680,832.0,0.025,10m,0.9,1.3,1.7000000000000002,640.0,,,,,,,,304.0,0.025,3m,1.5,1.2000000000000002,1.3,368.0,264.0,0.05,2m,1.5,0.5,1.6,440.0,,,,,,,,,,,,,,,,,,,,,,0.4,5,COMPLETE
85,85,-5.952678780259521,2025-06-15 23:45:06.692918,2025-06-15 23:45:12.080231,0 days 00:00:05.387313,88.0,0.05,10m,1.4,1.3,1.9000000000000001,896.0,,,,,,,,696,0.05,6m,1.4,0.6,1.2000000000000002,664,856.0,0.025,10m,0.8,1.3,1.7000000000000002,640.0,,,,,,,,264.0,0.025,3m,1.5,1.3,1.2000000000000002,376.0,248.0,0.05,2m,1.5,0.5,1.6,400.0,432.0,0.05,1m,0.7,1.1,1.7000000000000002,760.0,,,,,,,,,,,,,,,0.35000000000000003,6,COMPLETE
86,86,0.1454900774249447,2025-06-15 23:45:12.175799,2025-06-15 23:45:16.492015,0 days 00:00:04.316216,40.0,0.05,10m,1.4,1.2000000000000002,1.8000000000000003,784.0,,,,,,,,728,0.05,6m,1.4,0.6,1.1,760,784.0,0.025,10m,0.9,1.2000000000000002,1.9000000000000001,744.0,,,,,,,,400.0,0.025,3m,1.4,1.2000000000000002,1.3,328.0,208.0,0.05,2m,1.5,0.5,1.7000000000000002,560.0,,,,,,,,,,,,,,,,,,,,,,0.4,5,COMPLETE
87,87,-0.24421058648287536,2025-06-15 23:45:16.593061,2025-06-15 23:45:21.082747,0 days 00:00:04.489686,16.0,0.05,10m,1.3,1.2000000000000002,1.8000000000000003,776.0,,,,,,,,800,0.05,6m,1.4,0.6,1.1,768,808.0,0.025,10m,0.9,1.2000000000000002,1.9000000000000001,744.0,,,,,,,,392.0,0.025,3m,1.5,1.2000000000000002,1.3,216.0,192.0,0.05,2m,1.4,0.5,1.7000000000000002,584.0,,,,,,,,,,,,,,,,,,,,,,0.4,5,COMPLETE
88,88,0.24412614042212896,2025-06-15 23:45:21.200628,2025-06-15 23:45:26.227203,0 days 00:00:05.026575,48.0,0.05,10m,1.4,1.4,1.9000000000000001,712.0,,,,,,,,736,0.05,6m,1.3,0.6,1.1,728,744.0,0.025,10m,1.0,1.1,1.8000000000000003,784.0,,,,,,,,376.0,0.05,4m,1.4,1.2000000000000002,1.2000000000000002,416.0,112.0,0.05,2m,1.5,0.5,1.7000000000000002,552.0,216.0,0.025,3m,0.9,0.9,2.0,392.0,,,,,,,,,,,,,,,0.35000000000000003,6,COMPLETE
89,89,-0.5030967931172624,2025-06-15 23:45:26.319781,2025-06-15 23:45:31.351494,0 days 00:00:05.031713,208.0,0.05,10m,1.2000000000000002,1.4,2.0,728.0,,,,,,,,880,0.05,6m,1.2000000000000002,0.7,2.0,728,632.0,0.025,10m,1.0,1.1,1.8000000000000003,880.0,,,,,,,,624.0,0.05,4m,1.3,1.1,1.2000000000000002,432.0,96.0,0.05,2m,1.5,1.0,1.6,648.0,216.0,0.025,3m,0.8,0.9,2.0,384.0,,,,,,,,,,,,,,,0.35000000000000003,6,COMPLETE
90,90,-2.804295090064771,2025-06-15 23:45:31.440374,2025-06-15 23:45:37.250723,0 days 00:00:05.810349,120.0,0.05,9m,1.4,1.5,1.9000000000000001,648.0,840.0,0.025,2m,1.1,0.9,1.7000000000000002,520.0,768,0.025,2m,1.3,0.5,1.1,688,760.0,0.025,10m,1.0,1.1,1.8000000000000003,640.0,,,,,,,,448.0,0.05,4m,0.9,1.2000000000000002,1.1,360.0,136.0,0.05,2m,1.4,0.6,1.8000000000000003,504.0,88.0,0.025,3m,0.9,1.1,1.9000000000000001,120.0,,,,,,,,,,,,,,,0.3,7,COMPLETE
91,91,-0.8430509129640181,2025-06-15 23:45:37.314632,2025-06-15 23:45:42.479927,0 days 00:00:05.165295,40.0,0.05,10m,1.4,1.3,1.8000000000000003,784.0,,,,,,,,728,0.05,6m,1.3,0.6,1.1,824,704.0,0.025,10m,0.9,1.2000000000000002,1.9000000000000001,784.0,,,,,,,,296.0,0.05,3m,1.4,1.2000000000000002,1.3,328.0,216.0,0.05,2m,1.5,0.5,1.7000000000000002,560.0,312.0,0.025,3m,0.7,1.0,1.8000000000000003,344.0,,,,,,,,,,,,,,,0.35000000000000003,6,COMPLETE
92,92,0.1692094552667428,2025-06-15 23:45:42.551878,2025-06-15 23:45:46.618098,0 days 00:00:04.066220,48.0,0.05,10m,1.3,1.2000000000000002,1.9000000000000001,704.0,,,,,,,,688,0.05,6m,1.4,0.6,1.1,720,824.0,0.025,10m,1.1,1.2000000000000002,1.8000000000000003,736.0,,,,,,,,392.0,0.05,3m,1.5,1.2000000000000002,1.2000000000000002,392.0,168.0,0.05,2m,1.5,0.5,1.7000000000000002,600.0,,,,,,,,,,,,,,,,,,,,,,0.4,5,COMPLETE
93,93,0.14753407353808773,2025-06-15 23:45:46.712524,2025-06-15 23:45:51.659320,0 days 00:00:04.946796,56.0,0.05,10m,1.3,1.4,1.9000000000000001,712.0,,,,,,,,688,0.05,6m,1.5,0.7,1.9000000000000001,688,840.0,0.025,10m,1.1,1.3,1.7000000000000002,720.0,,,,,,,,368.0,0.05,3m,1.5,1.1,1.2000000000000002,408.0,168.0,0.05,2m,1.5,0.5,1.6,600.0,,,,,,,,,,,,,,,,,,,,,,0.4,5,COMPLETE
94,94,-0.9291492422780043,2025-06-15 23:45:51.752532,2025-06-15 23:45:57.854555,0 days 00:00:06.102023,608.0,0.05,10m,1.3,1.2000000000000002,2.0,624.0,392.0,0.05,4m,1.4,1.1,1.9000000000000001,856.0,640,0.05,6m,1.3,0.6,1.1,872,928.0,0.025,10m,1.1,1.1,1.8000000000000003,840.0,,,,,,,,320.0,0.05,4m,1.5,1.2000000000000002,1.1,448.0,56.0,0.05,2m,1.4,0.5,1.7000000000000002,432.0,192.0,0.025,8m,1.0,0.7,2.0,424.0,,,,,,,,,,,,,,,0.35000000000000003,7,COMPLETE
95,95,-0.26650374410143635,2025-06-15 23:45:57.934015,2025-06-15 23:46:01.377741,0 days 00:00:03.443726,,,,,,,,,,,,,,,824,0.05,3m,1.4,0.5,1.2000000000000002,720,736.0,0.025,10m,1.2000000000000002,1.2000000000000002,1.8000000000000003,696.0,,,,,,,,512.0,0.05,3m,1.5,1.3,1.2000000000000002,376.0,264.0,0.05,2m,1.5,0.6,1.8000000000000003,528.0,,,,,,,,,,,,,,,,,,,,,,0.3,4,COMPLETE
96,96,-2.491066308983733,2025-06-15 23:46:01.434534,2025-06-15 23:46:07.187112,0 days 00:00:05.752578,168.0,0.05,4m,1.2000000000000002,1.3,1.9000000000000001,504.0,,,,,,,,608,0.05,8m,1.1,0.7,1.1,728,656.0,0.025,1m,1.0,1.3,1.7000000000000002,600.0,,,,,,,,432.0,0.05,4m,1.5,1.1,1.2000000000000002,528.0,96.0,0.05,2m,1.5,0.5,1.6,664.0,72.0,0.025,10m,0.6,1.3,1.9000000000000001,520.0,,,,,,,,,,,,,,,0.4,6,COMPLETE
97,97,0.2884135368150327,2025-06-15 23:46:07.259552,2025-06-15 23:46:10.931172,0 days 00:00:03.671620,,,,,,,,,,,,,,,704,0.05,6m,1.4,0.6,1.2000000000000002,808,832.0,0.025,10m,1.1,1.1,1.8000000000000003,664.0,,,,,,,,544.0,0.05,6m,1.5,1.2000000000000002,1.3,256.0,176.0,0.05,2m,1.5,0.5,1.7000000000000002,360.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
98,98,-0.8647533745524397,2025-06-15 23:46:11.049208,2025-06-15 23:46:15.615836,0 days 00:00:04.566628,120.0,0.05,8m,1.3,1.5,1.9000000000000001,560.0,,,,,,,,752,0.05,1m,1.3,0.6,1.2000000000000002,920,816.0,0.025,10m,1.1,1.0,1.8000000000000003,576.0,,,,,,,,488.0,0.05,6m,1.5,1.1,1.3,96.0,304.0,0.05,2m,1.4,0.6,1.7000000000000002,376.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
99,99,-0.2202530860611216,2025-06-15 23:46:15.700894,2025-06-15 23:46:20.173154,0 days 00:00:04.472260,16.0,0.05,10m,1.2000000000000002,1.4,1.8000000000000003,736.0,,,,,,,,784,0.025,6m,1.5,0.6,1.3,976,928.0,0.025,10m,1.2000000000000002,1.1,1.8000000000000003,664.0,,,,,,,,552.0,0.05,6m,1.4,1.2000000000000002,1.3,248.0,152.0,0.025,2m,1.5,0.5,1.9000000000000001,352.0,,,,,,,,,,,,,,,,,,,,,,0.25,5,COMPLETE
100,100,-3.8182541218417207,2025-06-15 23:46:20.246684,2025-06-15 23:46:27.589459,0 days 00:00:07.342775,256.0,0.05,10m,1.4,1.1,1.9000000000000001,696.0,552.0,0.05,3m,0.5,1.5,1.4000000000000001,16.0,696,0.05,4m,1.2000000000000002,0.5,1.3,800,840.0,0.025,10m,1.1,1.1,1.9000000000000001,624.0,,,,,,,,864.0,0.05,6m,1.4,1.3,1.2000000000000002,288.0,120.0,0.05,2m,1.5,0.5,1.7000000000000002,608.0,16.0,0.025,7m,1.3,0.8,1.8000000000000003,600.0,776.0,0.025,10m,0.8,1.3,1.8000000000000003,256.0,,,,,,,,0.3,8,COMPLETE
101,101,-0.15467586001950978,2025-06-15 23:46:27.669462,2025-06-15 23:46:31.435756,0 days 00:00:03.766294,,,,,,,,,,,,,,,648,0.05,6m,1.4,0.7,1.2000000000000002,224,760.0,0.025,10m,0.9,1.2000000000000002,1.8000000000000003,760.0,,,,,,,,776.0,0.05,8m,1.5,1.2000000000000002,1.3,304.0,192.0,0.05,2m,1.5,0.5,1.6,432.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
102,102,-0.6050919248590733,2025-06-15 23:46:31.507268,2025-06-15 23:46:35.113895,0 days 00:00:03.606627,,,,,,,,,,,,,,,712,0.05,6m,1.4,0.6,1.2000000000000002,776,896.0,0.025,10m,1.0,1.2000000000000002,1.8000000000000003,728.0,,,,,,,,936.0,0.05,3m,1.5,1.2000000000000002,1.3,352.0,232.0,0.05,1m,1.5,0.5,1.8000000000000003,448.0,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
103,103,-0.7083937640777036,2025-06-15 23:46:35.166893,2025-06-15 23:46:39.018507,0 days 00:00:03.851614,,,,,,,,,,,,,,,680,0.05,6m,1.4,0.7,1.1,848,792.0,0.025,5m,1.1,1.0,1.7000000000000002,808.0,,,,,,,,376.0,0.05,6m,1.5,1.2000000000000002,1.2000000000000002,184.0,264.0,0.05,5m,1.4,0.6,1.7000000000000002,312.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
104,104,-2.0432770215397986,2025-06-15 23:46:39.086536,2025-06-15 23:46:44.332268,0 days 00:00:05.245732,664.0,0.05,5m,1.3,1.3,1.7000000000000002,856.0,,,,,,,,736,0.05,6m,1.3,0.6,1.2000000000000002,136,736.0,0.025,6m,0.8,1.2000000000000002,1.7000000000000002,688.0,,,,,,,,320.0,0.05,1m,1.5,1.1,1.4000000000000001,416.0,176.0,0.05,10m,1.5,0.5,1.6,544.0,128.0,0.025,6m,0.6,0.6,1.6,760.0,,,,,,,,,,,,,,,0.4,6,COMPLETE
105,105,-0.3757743447308428,2025-06-15 23:46:44.403778,2025-06-15 23:46:49.172799,0 days 00:00:04.769021,528.0,0.05,7m,0.6,1.0,1.8000000000000003,680.0,,,,,,,,672,0.05,6m,1.5,0.5,1.8000000000000003,672,584.0,0.025,10m,1.3,1.4,1.9000000000000001,712.0,,,,,,,,240.0,0.05,7m,1.5,1.3,1.4000000000000001,152.0,144.0,0.05,3m,1.5,0.6,1.7000000000000002,480.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
106,106,-0.2072666954882294,2025-06-15 23:46:49.250326,2025-06-15 23:46:52.752674,0 days 00:00:03.502348,,,,,,,,,,,,,,,336,0.05,5m,1.3,0.7,1.2000000000000002,640,696.0,0.05,4m,1.0,1.3,1.8000000000000003,648.0,,,,,,,,344.0,0.025,2m,1.4,1.2000000000000002,1.3,464.0,112.0,0.05,2m,1.4,0.5,1.6,704.0,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
107,107,0.30575518785549566,2025-06-15 23:46:52.813193,2025-06-15 23:46:56.622173,0 days 00:00:03.808980,,,,,,,,,,,,,,,624,0.05,3m,1.4,0.6,1.3,744,392.0,0.025,2m,0.7,1.1,1.8000000000000003,768.0,,,,,,,,616.0,0.025,10m,0.6,1.1,1.1,392.0,176.0,0.05,5m,1.5,0.5,1.5,392.0,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
108,108,-2.117328609674574,2025-06-15 23:46:56.685194,2025-06-15 23:47:00.962015,0 days 00:00:04.276821,64.0,0.05,10m,1.4,1.2000000000000002,2.0,808.0,,,,,,,,576,0.05,3m,0.5,0.6,1.3,744,336.0,0.025,3m,0.7,1.1,1.9000000000000001,816.0,,,,,,,,600.0,0.025,5m,0.6,1.1,1.1,384.0,216.0,0.05,5m,1.5,0.9,2.0,504.0,,,,,,,,,,,,,,,,,,,,,,0.4,5,COMPLETE
109,109,-0.8541359220799927,2025-06-15 23:47:01.023526,2025-06-15 23:47:05.654832,0 days 00:00:04.631306,144.0,0.05,3m,1.1,1.4,1.9000000000000001,384.0,,,,,,,,624,0.05,3m,1.4,0.6,1.1,808,464.0,0.025,2m,0.7,1.1,1.8000000000000003,776.0,,,,,,,,680.0,0.025,9m,0.8,1.0,1.1,496.0,248.0,0.05,5m,1.4,1.1,1.7000000000000002,248.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
110,110,-2.765301258713336,2025-06-15 23:47:05.708351,2025-06-15 23:47:11.542105,0 days 00:00:05.833754,96.0,0.05,2m,1.3,1.5,1.8000000000000003,912.0,,,,,,,,32,0.025,3m,1.5,0.6,1.3,896,384.0,0.025,2m,0.6,1.0,1.8000000000000003,512.0,,,,,,,,464.0,0.05,10m,0.6,0.9,1.2000000000000002,280.0,72.0,0.05,5m,1.5,0.6,1.6,408.0,560.0,0.025,2m,0.9,0.5,1.5,280.0,,,,,,,,,,,,,,,0.35000000000000003,6,COMPLETE
111,111,-0.4373234234232139,2025-06-15 23:47:11.603128,2025-06-15 23:47:15.192460,0 days 00:00:03.589332,,,,,,,,,,,,,,,704,0.05,6m,1.4,0.7,1.2000000000000002,608,408.0,0.025,2m,0.9,1.2000000000000002,1.8000000000000003,672.0,,,,,,,,720.0,0.025,10m,1.5,1.2000000000000002,1.3,360.0,176.0,0.05,4m,1.5,0.5,1.5,400.0,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
112,112,0.8455604805930309,2025-06-15 23:47:15.253969,2025-06-15 23:47:18.968124,0 days 00:00:03.714155,,,,,,,,,,,,,,,600,0.05,3m,1.4,0.6,1.2000000000000002,712,832.0,0.025,10m,0.8,1.3,1.7000000000000002,752.0,,,,,,,,536.0,0.025,10m,0.5,1.1,1.9000000000000001,256.0,192.0,0.05,2m,1.5,0.5,1.5,360.0,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
113,113,0.47769442434489134,2025-06-15 23:47:19.044648,2025-06-15 23:47:22.069843,0 days 00:00:03.025195,,,,,,,,,,,,,,,608,0.05,3m,1.4,0.5,1.2000000000000002,712,,,,,,,,,,,,,,,544.0,0.025,10m,0.5,1.1,1.9000000000000001,920.0,136.0,0.05,2m,1.5,0.5,1.5,368.0,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
114,114,1.0922755972787255,2025-06-15 23:47:22.134376,2025-06-15 23:47:24.880021,0 days 00:00:02.745645,,,,,,,,,,,,,,,592,0.05,3m,1.4,0.5,1.1,736,,,,,,,,,,,,,,,568.0,0.025,10m,0.5,1.1,2.0,848.0,336.0,0.05,2m,1.5,0.5,1.5,312.0,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
115,115,1.0648405526792082,2025-06-15 23:47:24.988552,2025-06-15 23:47:28.077176,0 days 00:00:03.088624,,,,,,,,,,,,,,,600,0.05,3m,1.4,0.5,1.2000000000000002,776,,,,,,,,,,,,,,,568.0,0.025,10m,0.5,1.1,1.9000000000000001,944.0,328.0,0.05,2m,1.4,0.5,1.5,312.0,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
116,116,1.1333738433893052,2025-06-15 23:47:28.157692,2025-06-15 23:47:31.084317,0 days 00:00:02.926625,,,,,,,,,,,,,,,536,0.05,3m,1.5,0.5,1.2000000000000002,776,,,,,,,,,,,,,,,568.0,0.025,10m,0.5,1.1,1.9000000000000001,992.0,328.0,0.05,2m,1.4,0.6,1.5,320.0,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
117,117,0.2978163445627011,2025-06-15 23:47:31.143183,2025-06-15 23:47:33.947895,0 days 00:00:02.804712,,,,,,,,,,,,,,,560,0.05,3m,1.5,0.5,1.3,824,,,,,,,,,,,,,,,536.0,0.025,10m,0.5,1.1,1.9000000000000001,920.0,376.0,0.05,2m,1.3,0.6,1.4000000000000001,264.0,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
118,118,1.0604473145481985,2025-06-15 23:47:34.017407,2025-06-15 23:47:37.100854,0 days 00:00:03.083447,,,,,,,,,,,,,,,504,0.05,3m,1.5,0.5,1.3,768,,,,,,,,,,,,,,,640.0,0.025,10m,0.5,1.1,1.9000000000000001,920.0,336.0,0.05,2m,1.3,0.7,1.4000000000000001,264.0,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
119,119,0.7278589590657798,2025-06-15 23:47:37.187364,2025-06-15 23:47:41.103644,0 days 00:00:03.916280,,,,,,,,,,,,,,,512,0.05,3m,1.5,0.5,1.3,784,,,,,,,,,,,,,,,576.0,0.025,10m,0.5,1.1,2.0,1008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
120,120,0.7756303350419216,2025-06-15 23:47:41.257377,2025-06-15 23:47:47.810152,0 days 00:00:06.552775,,,,,,,,,,,,,,,504,0.05,3m,1.5,0.5,1.2000000000000002,784,,,,,,,,,,,,,,,568.0,0.025,10m,0.5,1.1,2.0,1000.0,352.0,0.05,2m,1.4,0.7,1.4000000000000001,192.0,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
121,121,-0.005763565862777866,2025-06-15 23:47:47.959925,2025-06-15 23:47:54.805242,0 days 00:00:06.845317,,,,,,,,,,,,,,,504,0.05,3m,1.5,0.5,1.2000000000000002,776,,,,,,,,,,,,,,,576.0,0.025,10m,0.5,1.1,2.0,1016.0,336.0,0.05,2m,1.3,0.7,1.4000000000000001,176.0,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
122,122,0.9900132083165429,2025-06-15 23:47:54.974271,2025-06-15 23:47:59.710879,0 days 00:00:04.736608,,,,,,,,,,,,,,,520,0.05,3m,1.5,0.5,1.2000000000000002,848,,,,,,,,,,,,,,,656.0,0.025,10m,0.5,1.1,2.0,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
123,123,1.1621565745163722,2025-06-15 23:47:59.857910,2025-06-15 23:48:03.370581,0 days 00:00:03.512671,,,,,,,,,,,,,,,528,0.05,3m,1.5,0.5,1.3,848,,,,,,,,,,,,,,,656.0,0.025,10m,0.5,1.1,2.0,896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
124,124,1.412099289305434,2025-06-15 23:48:03.481093,2025-06-15 23:48:05.464127,0 days 00:00:01.983034,,,,,,,,,,,,,,,528,0.05,3m,1.5,0.5,1.3,856,,,,,,,,,,,,,,,648.0,0.025,10m,0.5,1.0,2.0,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
125,125,0.7016685581482548,2025-06-15 23:48:05.533368,2025-06-15 23:48:07.383592,0 days 00:00:01.850224,,,,,,,,,,,,,,,528,0.05,3m,1.5,0.5,1.3,856,,,,,,,,,,,,,,,656.0,0.025,10m,0.5,1.1,2.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
126,126,-100.0,2025-06-15 23:48:07.471127,2025-06-15 23:48:08.591000,0 days 00:00:01.119873,,,,,,,,,,,,,,,480,0.05,3m,1.5,0.5,1.3,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
127,127,1.412099289305434,2025-06-15 23:48:08.647497,2025-06-15 23:48:10.569884,0 days 00:00:01.922387,,,,,,,,,,,,,,,512,0.05,3m,1.5,0.5,1.3,944,,,,,,,,,,,,,,,648.0,0.025,10m,0.5,1.0,2.0,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
128,128,-0.7613132537951572,2025-06-15 23:48:10.635560,2025-06-15 23:48:12.445269,0 days 00:00:01.809709,,,,,,,,,,,,,,,448,0.05,3m,1.5,0.5,1.7000000000000002,960,,,,,,,,,,,,,,,696.0,0.025,10m,0.5,1.0,2.0,848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
129,129,0.7295127731087713,2025-06-15 23:48:12.514271,2025-06-15 23:48:14.200113,0 days 00:00:01.685842,,,,,,,,,,,,,,,544,0.05,3m,1.5,0.5,1.3,928,,,,,,,,,,,,,,,640.0,0.025,10m,0.6,1.0,1.9000000000000001,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
130,130,0.5206064888762384,2025-06-15 23:48:14.255777,2025-06-15 23:48:16.167497,0 days 00:00:01.911720,,,,,,,,,,,,,,,496,0.05,3m,1.5,0.5,1.3,872,,,,,,,,,,,,,,,600.0,0.025,10m,0.5,1.0,2.0,984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
131,131,0.9612497771871921,2025-06-15 23:48:16.204126,2025-06-15 23:48:17.927448,0 days 00:00:01.723322,,,,,,,,,,,,,,,552,0.05,3m,1.5,0.5,1.3,904,,,,,,,,,,,,,,,616.0,0.025,10m,0.6,1.0,1.9000000000000001,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
132,132,-100.0,2025-06-15 23:48:17.960032,2025-06-15 23:48:18.916485,0 days 00:00:00.956453,,,,,,,,,,,,,,,424,0.05,3m,1.5,0.5,1.3,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
