,number,value,datetime_start,datetime_complete,duration,params_AAPL_VRSK_beta_win,params_AAPL_VRSK_stop_loss,params_AAPL_VRSK_trade_freq,params_AAPL_VRSK_z_entry,params_AAPL_VRSK_z_exit,params_AAPL_VRSK_z_stop_scaler,params_AAPL_VRSK_z_win,params_CDW_PCAR_beta_win,params_CDW_PCAR_stop_loss,params_CDW_PCAR_trade_freq,params_CDW_PCAR_z_entry,params_CDW_PCAR_z_exit,params_CDW_PCAR_z_stop_scaler,params_CDW_PCAR_z_win,params_DASH_GEHC_beta_win,params_DASH_GEHC_stop_loss,params_DASH_GEHC_trade_freq,params_DASH_GEHC_z_entry,params_DASH_GEHC_z_exit,params_DASH_GEHC_z_stop_scaler,params_DASH_GEHC_z_win,params_FANG_WBD_beta_win,params_FANG_WBD_stop_loss,params_FANG_WBD_trade_freq,params_FANG_WBD_z_entry,params_FANG_WBD_z_exit,params_FANG_WBD_z_stop_scaler,params_FANG_WBD_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_HON_ROP_beta_win,params_HON_ROP_stop_loss,params_HON_ROP_trade_freq,params_HON_ROP_z_entry,params_HON_ROP_z_exit,params_HON_ROP_z_stop_scaler,params_HON_ROP_z_win,params_MAR_MRVL_beta_win,params_MAR_MRVL_stop_loss,params_MAR_MRVL_trade_freq,params_MAR_MRVL_z_entry,params_MAR_MRVL_z_exit,params_MAR_MRVL_z_stop_scaler,params_MAR_MRVL_z_win,params_NVDA_WBD_beta_win,params_NVDA_WBD_stop_loss,params_NVDA_WBD_trade_freq,params_NVDA_WBD_z_entry,params_NVDA_WBD_z_exit,params_NVDA_WBD_z_stop_scaler,params_NVDA_WBD_z_win,params_PAYX_PYPL_beta_win,params_PAYX_PYPL_stop_loss,params_PAYX_PYPL_trade_freq,params_PAYX_PYPL_z_entry,params_PAYX_PYPL_z_exit,params_PAYX_PYPL_z_stop_scaler,params_PAYX_PYPL_z_win,params_ROP_ROST_beta_win,params_ROP_ROST_stop_loss,params_ROP_ROST_trade_freq,params_ROP_ROST_z_entry,params_ROP_ROST_z_exit,params_ROP_ROST_z_stop_scaler,params_ROP_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
80,80,0.12770550566843836,2025-06-16 00:52:08.565740,2025-06-16 00:52:12.257755,0 days 00:00:03.692015,264.0,0.05,2m,0.7,1.1,1.2000000000000002,536.0,416.0,0.025,2m,1.1,0.8,1.2000000000000002,392.0,,,,,,,,344.0,0.05,2m,0.8,0.8,1.1,776.0,,,,,,,,840.0,0.05,8m,1.5,0.9,1.1,856.0,,,,,,,,,,,,,,,,,,,,,,624,0.05,1m,0.9,0.8,1.8000000000000003,768,0.35000000000000003,5,COMPLETE
81,81,1.1211565625210116,2025-06-16 00:52:12.343970,2025-06-16 00:52:15.474735,0 days 00:00:03.130765,448.0,0.025,6m,0.9,1.3,1.1,648.0,104.0,0.05,4m,0.5,0.6,1.3,312.0,,,,,,,,,,,,,,,,,,,,,,664.0,0.05,10m,1.4,1.3,1.2000000000000002,800.0,,,,,,,,,,,,,,,,,,,,,,248,0.05,4m,0.6,0.5,1.6,568,0.05,4,COMPLETE
82,82,-1.4635844909837263,2025-06-16 00:52:15.544015,2025-06-16 00:52:18.315575,0 days 00:00:02.771560,560.0,0.05,6m,0.9,1.3,1.1,640.0,592.0,0.05,4m,1.0,0.6,1.3,312.0,,,,,,,,,,,,,,,,,,,,,,728.0,0.05,10m,1.4,1.3,1.2000000000000002,800.0,,,,,,,,,,,,,,,,,,,,,,152,0.05,3m,0.6,0.7,1.7000000000000002,320,0.4,4,COMPLETE
83,83,1.1391502300256566,2025-06-16 00:52:18.404474,2025-06-16 00:52:22.241923,0 days 00:00:03.837449,224.0,0.025,6m,0.9,1.2000000000000002,1.1,608.0,96.0,0.025,5m,1.1,0.7,1.3,224.0,,,,,,,,296.0,0.05,9m,0.7,1.1,1.2000000000000002,696.0,,,,,,,,784.0,0.05,10m,1.3,1.3,1.3,904.0,,,,,,,,,,,,,,,,,,,,,,208,0.05,4m,0.6,0.5,1.7000000000000002,424,0.05,5,COMPLETE
84,84,0.3841447875393038,2025-06-16 00:52:22.317480,2025-06-16 00:52:25.946817,0 days 00:00:03.629337,472.0,0.025,6m,0.9,1.2000000000000002,1.1,608.0,48.0,0.05,5m,1.1,0.7,1.3,224.0,,,,,,,,304.0,0.05,9m,0.7,1.1,1.2000000000000002,688.0,,,,,,,,784.0,0.05,10m,1.3,1.2000000000000002,1.3,984.0,,,,,,,,,,,,,,,,,,,,,,224,0.05,4m,0.6,0.5,1.6,448,0.05,5,COMPLETE
85,85,-22.873665201190338,2025-06-16 00:52:26.018652,2025-06-16 00:52:30.635502,0 days 00:00:04.616850,336.0,0.025,1m,0.9,1.4,1.1,584.0,112.0,0.025,5m,1.2000000000000002,0.8,1.4000000000000001,176.0,,,,,,,,256.0,0.05,9m,0.6,1.0,1.2000000000000002,824.0,,,,,,,,896.0,0.05,10m,1.4,1.3,1.2000000000000002,904.0,800.0,0.05,4m,1.5,1.1,1.8000000000000003,920.0,,,,,,,,,,,,,,,192,0.05,4m,0.7,0.5,1.9000000000000001,568,0.1,6,COMPLETE
86,86,-0.4208064780927891,2025-06-16 00:52:30.705309,2025-06-16 00:52:34.566259,0 days 00:00:03.860950,224.0,0.05,3m,0.8,1.3,1.1,696.0,112.0,0.025,5m,1.1,0.7,1.3,272.0,,,,,,,,488.0,0.05,9m,0.8,0.9,1.3,856.0,,,,,,,,776.0,0.05,10m,1.3,1.2000000000000002,1.3,880.0,,,,,,,,,,,,,,,,,,,,,,248,0.05,4m,0.5,0.5,1.7000000000000002,488,0.1,5,COMPLETE
87,87,0.8094625428803783,2025-06-16 00:52:34.652477,2025-06-16 00:52:38.946030,0 days 00:00:04.293553,288.0,0.025,9m,0.5,1.3,1.2000000000000002,504.0,96.0,0.025,6m,1.4,0.9,1.2000000000000002,344.0,,,,,,,,208.0,0.05,4m,0.7,1.2000000000000002,1.2000000000000002,552.0,,,,,,,,672.0,0.05,2m,1.5,1.1,1.4000000000000001,936.0,,,,,,,,,,,,,,,,,,,,,,296,0.05,4m,0.6,0.6,1.9000000000000001,344,0.05,5,COMPLETE
88,88,1.7832740155374738,2025-06-16 00:52:39.043645,2025-06-16 00:52:43.024390,0 days 00:00:03.980745,296.0,0.025,9m,0.5,1.3,1.2000000000000002,520.0,104.0,0.025,6m,1.4,0.9,1.2000000000000002,352.0,,,,,,,,176.0,0.05,4m,0.7,1.2000000000000002,1.2000000000000002,440.0,,,,,,,,664.0,0.05,2m,1.5,1.1,1.4000000000000001,936.0,,,,,,,,,,,,,,,,,,,,,,296,0.05,4m,0.6,0.6,1.9000000000000001,400,0.05,5,COMPLETE
89,89,-1.104779053704119,2025-06-16 00:52:43.088228,2025-06-16 00:52:47.718601,0 days 00:00:04.630373,432.0,0.025,6m,0.5,1.4,2.0,616.0,648.0,0.025,6m,1.4,1.0,1.2000000000000002,192.0,,,,,,,,88.0,0.05,4m,0.8,1.3,1.1,384.0,,,,,,,,616.0,0.05,2m,1.5,1.0,1.4000000000000001,840.0,288.0,0.025,8m,0.9,0.7,2.0,720.0,,,,,,,,,,,,,,,320,0.05,4m,0.7,0.6,1.8000000000000003,352,0.05,6,COMPLETE
90,90,2.4032214847443267,2025-06-16 00:52:47.784973,2025-06-16 00:52:51.815055,0 days 00:00:04.030082,248.0,0.05,9m,0.6,1.4,1.2000000000000002,768.0,544.0,0.025,6m,1.5,0.8,1.2000000000000002,224.0,,,,,,,,160.0,0.05,10m,0.6,1.2000000000000002,1.3,504.0,,,,,,,,744.0,0.05,2m,1.4,1.1,1.2000000000000002,976.0,,,,,,,,,,,,,,,,,,,,,,280,0.05,4m,0.6,0.5,2.0,272,0.05,5,COMPLETE
91,91,1.0109130252170015,2025-06-16 00:52:51.882795,2025-06-16 00:52:55.826187,0 days 00:00:03.943392,248.0,0.05,9m,0.6,1.4,1.2000000000000002,736.0,856.0,0.025,6m,1.5,0.8,1.2000000000000002,224.0,,,,,,,,176.0,0.05,10m,0.6,1.2000000000000002,1.3,504.0,,,,,,,,744.0,0.05,2m,1.4,1.1,1.2000000000000002,952.0,,,,,,,,,,,,,,,,,,,,,,288,0.05,4m,0.6,0.5,2.0,224,0.05,5,COMPLETE
92,92,1.563903831610479,2025-06-16 00:52:55.895599,2025-06-16 00:52:59.959088,0 days 00:00:04.063489,248.0,0.05,9m,0.6,1.3,1.2000000000000002,736.0,544.0,0.025,6m,1.5,0.9,1.2000000000000002,248.0,,,,,,,,168.0,0.05,10m,0.5,1.2000000000000002,1.3,472.0,,,,,,,,656.0,0.05,2m,1.4,1.1,1.3,976.0,,,,,,,,,,,,,,,,,,,,,,280,0.05,4m,0.5,0.5,2.0,256,0.05,5,COMPLETE
93,93,-0.25159794576387906,2025-06-16 00:53:00.050931,2025-06-16 00:53:04.736520,0 days 00:00:04.685589,248.0,0.05,9m,0.6,1.5,1.2000000000000002,736.0,480.0,0.025,6m,1.5,0.9,1.1,160.0,,,,,,,,136.0,0.05,10m,0.6,1.2000000000000002,1.3,488.0,,,,,,,,744.0,0.05,2m,1.4,1.2000000000000002,1.2000000000000002,968.0,888.0,0.05,4m,0.8,1.1,1.4000000000000001,640.0,,,,,,,,,,,,,,,272,0.05,4m,0.5,0.5,2.0,248,0.05,6,COMPLETE
94,94,-0.15412362175666997,2025-06-16 00:53:04.846765,2025-06-16 00:53:08.872051,0 days 00:00:04.025286,296.0,0.05,9m,0.6,1.3,1.2000000000000002,768.0,528.0,0.025,6m,1.5,1.0,1.2000000000000002,248.0,,,,,,,,160.0,0.05,10m,0.6,1.3,1.4000000000000001,496.0,,,,,,,,632.0,0.05,2m,1.4,1.1,1.3,1016.0,,,,,,,,,,,,,,,,,,,,,,208,0.05,4m,0.5,0.5,2.0,192,0.05,5,COMPLETE
95,95,0.025624245704866624,2025-06-16 00:53:08.938150,2025-06-16 00:53:14.868775,0 days 00:00:05.930625,352.0,0.05,9m,0.6,1.5,1.3,728.0,544.0,0.025,6m,1.5,0.9,1.2000000000000002,312.0,,,,,,,,184.0,0.05,10m,0.7,1.2000000000000002,1.4000000000000001,456.0,,,,,,,,664.0,0.05,2m,1.5,1.1,1.2000000000000002,920.0,,,,,,,,,,,,,,,,,,,,,,240,0.05,4m,0.5,0.5,2.0,280,0.1,5,COMPLETE
96,96,1.3708320725069156,2025-06-16 00:53:14.994863,2025-06-16 00:53:24.088205,0 days 00:00:09.093342,224.0,0.05,9m,0.7,1.4,1.2000000000000002,704.0,840.0,0.025,6m,1.4,0.8,1.1,232.0,,,,,,,,,,,,,,,,,,,,,,520.0,0.05,2m,1.4,1.1,1.1,960.0,,,,,,,,,,,,,,,,,,,,,,296,0.05,4m,0.6,0.5,2.0,160,0.05,4,COMPLETE
97,97,-0.44224837407109807,2025-06-16 00:53:24.219434,2025-06-16 00:53:32.328022,0 days 00:00:08.108588,216.0,0.05,9m,0.7,1.4,1.3,792.0,880.0,0.025,6m,1.4,0.8,1.1,104.0,,,,,,,,,,,,,,,,,,,,,,488.0,0.025,2m,1.4,1.2000000000000002,1.1,984.0,,,,,,,,,,,,,,,,,,,,,,288,0.05,4m,0.6,0.5,2.0,416,0.05,4,COMPLETE
98,98,-1.485294479170051,2025-06-16 00:53:32.451196,2025-06-16 00:53:36.475737,0 days 00:00:04.024541,256.0,0.05,9m,0.6,1.4,1.2000000000000002,696.0,832.0,0.05,6m,1.5,0.8,1.1,256.0,,,,,,,,,,,,,,,,,,,,,,552.0,0.05,2m,1.5,1.3,1.1,888.0,,,,,,,,,,,,,,,,,,,,,,168,0.05,4m,0.8,0.5,2.0,128,0.05,4,COMPLETE
99,99,1.2766048847023481,2025-06-16 00:53:36.545672,2025-06-16 00:53:39.840990,0 days 00:00:03.295318,232.0,0.05,9m,0.7,1.5,1.2000000000000002,776.0,896.0,0.025,6m,1.4,0.9,1.1,128.0,,,,,,,,,,,,,,,,,,,,,,520.0,0.05,2m,1.5,1.1,1.1,992.0,,,,,,,,,,,,,,,,,,,,,,352,0.05,4m,0.7,0.6,2.0,200,0.1,4,COMPLETE
100,100,-0.05830302965656015,2025-06-16 00:53:39.926568,2025-06-16 00:53:43.123794,0 days 00:00:03.197226,208.0,0.05,9m,0.7,1.5,1.9000000000000001,848.0,992.0,0.025,6m,1.4,0.9,1.1,144.0,,,,,,,,,,,,,,,,,,,,,,528.0,0.05,2m,1.5,1.2000000000000002,1.1,984.0,,,,,,,,,,,,,,,,,,,,,,344,0.05,4m,0.5,0.6,2.0,64,0.1,4,COMPLETE
101,101,1.6443408633187617,2025-06-16 00:53:43.194996,2025-06-16 00:53:46.481275,0 days 00:00:03.286279,240.0,0.05,9m,0.6,1.5,1.2000000000000002,760.0,832.0,0.025,6m,1.4,0.9,1.1,64.0,,,,,,,,,,,,,,,,,,,,,,440.0,0.05,2m,1.4,1.1,1.1,952.0,,,,,,,,,,,,,,,,,,,,,,264,0.05,4m,0.6,0.5,2.0,208,0.05,4,COMPLETE
102,102,0.3315452530831574,2025-06-16 00:53:46.538923,2025-06-16 00:53:49.738822,0 days 00:00:03.199899,232.0,0.05,9m,0.7,1.5,1.2000000000000002,760.0,960.0,0.025,6m,1.4,0.9,1.1,88.0,,,,,,,,,,,,,,,,,,,,,,424.0,0.05,2m,1.4,1.1,1.1,920.0,,,,,,,,,,,,,,,,,,,,,,120,0.05,4m,0.7,0.6,2.0,176,0.05,4,COMPLETE
103,103,0.5521622144354197,2025-06-16 00:53:49.818787,2025-06-16 00:53:52.970961,0 days 00:00:03.152174,272.0,0.05,9m,0.8,1.5,1.2000000000000002,800.0,896.0,0.025,6m,1.4,1.0,1.1,72.0,,,,,,,,,,,,,,,,,,,,,,456.0,0.05,2m,1.5,1.1,1.1,1024.0,,,,,,,,,,,,,,,,,,,,,,256,0.05,4m,0.6,0.5,1.9000000000000001,288,0.05,4,COMPLETE
104,104,-4.02848049977126,2025-06-16 00:53:53.034047,2025-06-16 00:53:56.230476,0 days 00:00:03.196429,192.0,0.05,9m,0.6,1.5,1.1,688.0,848.0,0.025,6m,1.3,0.9,1.1,16.0,,,,,,,,,,,,,,,,,,,,,,384.0,0.05,1m,1.4,1.2000000000000002,1.1,992.0,,,,,,,,,,,,,,,,,,,,,,224,0.05,4m,0.5,0.6,2.0,152,0.1,4,COMPLETE
105,105,0.6260819312472385,2025-06-16 00:53:56.296246,2025-06-16 00:53:59.537696,0 days 00:00:03.241450,160.0,0.05,9m,0.6,1.4,1.2000000000000002,712.0,904.0,0.025,6m,1.4,1.1,1.1,128.0,,,,,,,,,,,,,,,,,,,,,,504.0,0.05,2m,1.5,1.1,1.1,896.0,,,,,,,,,,,,,,,,,,,,,,352,0.05,4m,0.7,0.5,2.0,208,0.05,4,COMPLETE
106,106,-7.321117022996292,2025-06-16 00:53:59.596617,2025-06-16 00:54:04.366116,0 days 00:00:04.769499,320.0,0.05,9m,0.7,1.5,1.3,664.0,776.0,0.025,1m,1.5,0.9,1.1,72.0,,,,,,,,16.0,0.05,5m,0.5,1.4,1.4000000000000001,624.0,,,,,,,,528.0,0.05,2m,1.4,1.1,1.2000000000000002,960.0,184.0,0.05,9m,1.3,0.9,1.7000000000000002,432.0,,,,,,,,,,,,,,,312,0.05,4m,0.6,0.6,2.0,392,0.05,6,COMPLETE
107,107,0.4835892294430157,2025-06-16 00:54:04.434756,2025-06-16 00:54:06.947896,0 days 00:00:02.513140,368.0,0.05,9m,0.8,1.4,1.1,760.0,504.0,0.025,3m,1.3,1.0,1.2000000000000002,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0.05,4m,0.5,0.5,1.9000000000000001,96,0.1,3,COMPLETE
108,108,-6.910977440799124,2025-06-16 00:54:07.001795,2025-06-16 00:54:14.816388,0 days 00:00:07.814593,296.0,0.05,5m,0.6,1.2000000000000002,1.1,720.0,576.0,0.025,6m,1.4,0.8,1.2000000000000002,288.0,984.0,0.05,5m,1.5,1.4,1.1,16.0,272.0,0.05,8m,0.5,1.3,1.5,344.0,1000.0,0.025,1m,1.5,1.3,1.1,24.0,448.0,0.05,5m,1.5,1.3,1.2000000000000002,920.0,976.0,0.025,4m,1.4,1.0,1.9000000000000001,760.0,416.0,0.05,10m,1.4,1.1,1.9000000000000001,480.0,688.0,0.025,3m,1.5,1.1,1.5,312.0,184,0.05,9m,0.6,0.5,1.9000000000000001,232,0.1,10,COMPLETE
109,109,-0.5058784899755963,2025-06-16 00:54:14.879077,2025-06-16 00:54:18.262555,0 days 00:00:03.383478,640.0,0.05,6m,0.5,1.4,1.2000000000000002,808.0,824.0,0.05,10m,1.5,0.9,1.1,232.0,,,,,,,,,,,,,,,,,,,,,,592.0,0.05,2m,1.4,1.2000000000000002,1.1,1000.0,,,,,,,,,,,,,,,,,,,,,,376,0.05,5m,0.6,0.6,2.0,304,0.05,4,COMPLETE
110,110,1.8793059412202746,2025-06-16 00:54:18.328267,2025-06-16 00:54:23.271885,0 days 00:00:04.943618,272.0,0.05,10m,0.7,1.5,1.3,840.0,816.0,0.025,6m,1.5,0.8,1.2000000000000002,200.0,,,,,,,,112.0,0.025,10m,0.7,1.4,1.6,568.0,,,,,,,,328.0,0.05,6m,1.4,1.0,1.1,872.0,728.0,0.05,8m,1.2000000000000002,0.6,1.5,960.0,,,,,,,,,,,,,,,312,0.05,4m,0.5,0.6,2.0,512,0.05,6,COMPLETE
111,111,-1.614627808477695,2025-06-16 00:54:23.328506,2025-06-16 00:54:28.271966,0 days 00:00:04.943460,272.0,0.05,10m,0.7,1.5,1.2000000000000002,768.0,920.0,0.025,6m,1.5,0.8,1.2000000000000002,208.0,,,,,,,,96.0,0.025,10m,0.7,1.4,1.6,424.0,,,,,,,,288.0,0.05,6m,1.4,1.0,1.1,888.0,896.0,0.05,8m,1.2000000000000002,0.6,1.4000000000000001,952.0,,,,,,,,,,,,,,,304,0.05,4m,0.5,0.6,2.0,424,0.05,6,COMPLETE
112,112,0.7020958629042534,2025-06-16 00:54:28.357728,2025-06-16 00:54:34.138753,0 days 00:00:05.781025,400.0,0.05,10m,0.6,1.5,1.2000000000000002,840.0,800.0,0.025,6m,1.5,0.8,1.2000000000000002,120.0,,,,,,,,112.0,0.025,1m,0.6,1.1,1.6,536.0,,,,,,,,272.0,0.05,6m,1.4,1.1,1.1,872.0,736.0,0.05,8m,1.3,0.7,1.5,1024.0,904.0,0.025,4m,0.9,0.6,1.2000000000000002,232.0,,,,,,,,240,0.05,4m,0.5,0.6,2.0,544,0.05,7,COMPLETE
113,113,-2.73136683308131,2025-06-16 00:54:34.212173,2025-06-16 00:54:39.135737,0 days 00:00:04.923564,328.0,0.05,10m,0.7,1.5,1.3,784.0,808.0,0.025,6m,1.4,0.9,1.1,192.0,,,,,,,,48.0,0.025,10m,0.7,1.5,1.7000000000000002,576.0,,,,,,,,352.0,0.05,6m,1.3,1.1,1.2000000000000002,952.0,632.0,0.05,1m,1.1,0.5,1.6,832.0,,,,,,,,,,,,,,,280,0.05,4m,0.6,0.5,2.0,264,0.05,6,COMPLETE
114,114,-1.3639879434259263,2025-06-16 00:54:39.198600,2025-06-16 00:54:43.618794,0 days 00:00:04.420194,232.0,0.05,4m,0.6,0.5,1.1,56.0,592.0,0.025,5m,1.4,0.8,1.2000000000000002,280.0,,,,,,,,216.0,0.025,10m,0.5,1.4,1.5,464.0,,,,,,,,408.0,0.05,3m,1.5,1.0,1.1,936.0,,,,,,,,,,,,,,,,,,,,,,336,0.05,4m,0.5,0.5,1.9000000000000001,376,0.1,5,COMPLETE
115,115,-0.7930228761488981,2025-06-16 00:54:43.693848,2025-06-16 00:54:48.775407,0 days 00:00:05.081559,208.0,0.05,9m,0.8,1.4,1.3,656.0,936.0,0.025,6m,1.5,0.7,1.1,328.0,,,,,,,,120.0,0.05,4m,0.7,1.3,1.8000000000000003,632.0,,,,,,,,552.0,0.05,7m,1.4,1.0,1.1,968.0,472.0,0.05,8m,1.2000000000000002,0.8,1.5,944.0,,,,,,,,,,,,,,,320,0.05,6m,0.7,0.5,2.0,152,0.05,6,COMPLETE
116,116,0.07223658731282116,2025-06-16 00:54:48.857170,2025-06-16 00:54:52.916172,0 days 00:00:04.059002,272.0,0.05,9m,0.5,1.3,1.2000000000000002,560.0,640.0,0.025,6m,1.3,0.8,1.2000000000000002,248.0,,,,,,,,64.0,0.05,3m,0.7,1.0,1.3,352.0,,,,,,,,576.0,0.05,2m,1.5,1.4,1.2000000000000002,864.0,,,,,,,,,,,,,,,,,,,,,,360,0.05,8m,0.6,0.6,1.9000000000000001,496,0.1,5,COMPLETE
117,117,-0.792400980380616,2025-06-16 00:54:53.015969,2025-06-16 00:54:58.780921,0 days 00:00:05.764952,304.0,0.05,7m,0.7,1.4,1.1,872.0,728.0,0.025,6m,1.4,1.0,1.3,168.0,,,,,,,,224.0,0.025,10m,0.6,1.1,1.6,232.0,,,,,,,,224.0,0.05,2m,1.3,1.1,1.1,808.0,976.0,0.05,5m,1.0,0.6,1.3,880.0,40.0,0.05,8m,1.3,0.9,1.6,504.0,,,,,,,,264,0.05,4m,0.5,0.6,1.6,528,0.05,7,COMPLETE
118,118,0.9670460853654079,2025-06-16 00:54:58.859284,2025-06-16 00:55:03.221301,0 days 00:00:04.362017,120.0,0.05,6m,0.6,1.3,1.2000000000000002,880.0,776.0,0.025,6m,1.3,0.9,1.2000000000000002,40.0,,,,,,,,176.0,0.05,7m,0.8,1.2000000000000002,1.3,584.0,,,,,,,,144.0,0.05,1m,1.4,1.2000000000000002,1.3,288.0,,,,,,,,,,,,,,,,,,,,,,1016,0.025,4m,0.6,0.5,1.5,192,0.05,5,COMPLETE
119,119,-14.11111548456,2025-06-16 00:55:03.327374,2025-06-16 00:55:08.146834,0 days 00:00:04.819460,176.0,0.05,10m,0.7,0.9,1.2000000000000002,816.0,568.0,0.025,2m,1.5,0.8,1.1,264.0,,,,,,,,280.0,0.05,5m,0.5,1.0,1.5,712.0,,,,,,,,608.0,0.05,4m,1.3,1.1,1.5,912.0,784.0,0.025,8m,1.3,0.7,1.6,968.0,,,,,,,,,,,,,,,384,0.05,1m,0.5,0.6,2.0,448,0.05,6,COMPLETE
120,120,-4.192932123719322,2025-06-16 00:55:08.229028,2025-06-16 00:55:11.634604,0 days 00:00:03.405576,352.0,0.05,9m,0.5,1.5,1.3,744.0,504.0,0.025,1m,1.4,0.9,1.2000000000000002,208.0,,,,,,,,,,,,,,,,,,,,,,712.0,0.05,6m,1.4,1.0,1.2000000000000002,1000.0,,,,,,,,,,,,,,,,,,,,,,200,0.05,2m,0.7,0.5,1.9000000000000001,464,0.1,4,COMPLETE
121,121,0.06623896705546153,2025-06-16 00:55:11.711189,2025-06-16 00:55:15.645624,0 days 00:00:03.934435,248.0,0.05,9m,0.6,1.4,1.2000000000000002,704.0,856.0,0.025,6m,1.5,0.8,1.2000000000000002,232.0,,,,,,,,176.0,0.05,10m,0.6,1.2000000000000002,1.3,520.0,,,,,,,,744.0,0.05,2m,1.4,1.1,1.2000000000000002,952.0,,,,,,,,,,,,,,,,,,,,,,288,0.05,4m,0.6,0.5,2.0,232,0.05,5,COMPLETE
122,122,-1.1582307879596643,2025-06-16 00:55:15.712263,2025-06-16 00:55:19.983594,0 days 00:00:04.271331,248.0,0.05,9m,0.6,1.4,1.1,728.0,832.0,0.025,6m,1.5,0.8,1.2000000000000002,288.0,,,,,,,,80.0,0.05,10m,0.6,1.2000000000000002,1.3,448.0,,,,,,,,712.0,0.05,2m,1.5,1.1,1.2000000000000002,976.0,,,,,,,,,,,,,,,,,,,,,,224,0.05,4m,0.6,0.5,2.0,208,0.05,5,COMPLETE
123,123,-0.33834202698068916,2025-06-16 00:55:20.057825,2025-06-16 00:55:23.296492,0 days 00:00:03.238667,464.0,0.05,9m,0.6,1.4,1.2000000000000002,752.0,880.0,0.025,7m,1.5,0.7,1.3,160.0,,,,,,,,,,,,,,,,,,,,,,336.0,0.05,2m,1.4,1.1,1.4000000000000001,944.0,,,,,,,,,,,,,,,,,,,,,,328,0.05,4m,0.6,0.5,2.0,120,0.05,4,COMPLETE
124,124,-19.45066167065038,2025-06-16 00:55:23.360579,2025-06-16 00:55:28.408810,0 days 00:00:05.048231,200.0,0.05,1m,0.7,1.3,1.2000000000000002,784.0,544.0,0.025,9m,1.5,0.8,1.1,216.0,,,,,,,,144.0,0.05,10m,0.7,1.3,1.4000000000000001,496.0,,,,,,,,680.0,0.05,8m,1.4,1.2000000000000002,1.3,904.0,856.0,0.05,2m,1.4,0.8,1.7000000000000002,696.0,,,,,,,,,,,,,,,304,0.05,4m,0.6,0.6,2.0,224,0.05,6,COMPLETE
125,125,-3.4100420229014645,2025-06-16 00:55:28.488340,2025-06-16 00:55:32.479172,0 days 00:00:03.990832,224.0,0.05,9m,0.6,1.5,1.1,680.0,608.0,0.025,6m,1.4,0.9,1.2000000000000002,192.0,,,,,,,,248.0,0.05,8m,0.6,1.5,1.2000000000000002,392.0,,,,,,,,856.0,0.05,2m,1.3,1.1,1.2000000000000002,928.0,,,,,,,,,,,,,,,,,,,,,,280,0.05,9m,0.5,0.5,2.0,256,0.05,5,COMPLETE
126,126,-0.9588899954989752,2025-06-16 00:55:32.544740,2025-06-16 00:55:36.918137,0 days 00:00:04.373397,288.0,0.05,2m,0.5,1.4,1.3,744.0,968.0,0.025,5m,1.5,0.7,1.1,248.0,,,,,,,,176.0,0.05,10m,1.1,1.1,1.3,560.0,,,,,,,,648.0,0.05,2m,1.4,1.0,1.1,848.0,,,,,,,,,,,,,,,,,,,,,,240,0.05,4m,0.5,0.7,2.0,168,0.15000000000000002,5,COMPLETE
127,127,-1.4967775397824983,2025-06-16 00:55:37.005790,2025-06-16 00:55:41.800303,0 days 00:00:04.794513,240.0,0.05,6m,0.6,1.3,1.2000000000000002,624.0,128.0,0.025,3m,1.4,0.8,1.2000000000000002,136.0,,,,,,,,200.0,0.05,1m,0.7,1.2000000000000002,1.2000000000000002,520.0,,,,,,,,768.0,0.05,5m,1.5,1.1,1.2000000000000002,1008.0,928.0,0.05,10m,1.1,1.0,1.8000000000000003,184.0,,,,,,,,,,,,,,,168,0.05,3m,0.8,0.5,1.9000000000000001,312,0.1,6,COMPLETE
128,128,2.2350496712798607,2025-06-16 00:55:41.868746,2025-06-16 00:55:45.973176,0 days 00:00:04.104430,312.0,0.05,9m,0.7,1.5,1.2000000000000002,720.0,456.0,0.025,6m,1.5,0.9,1.3,320.0,,,,,,,,352.0,0.05,4m,0.8,1.1,1.3,648.0,,,,,,,,792.0,0.05,10m,1.3,1.4,1.2000000000000002,960.0,,,,,,,,,,,,,,,,,,,,,,352,0.05,4m,0.6,0.6,2.0,352,0.05,5,COMPLETE
129,129,-0.4632032711879631,2025-06-16 00:55:46.042773,2025-06-16 00:55:50.988562,0 days 00:00:04.945789,336.0,0.05,5m,0.7,1.5,1.1,656.0,448.0,0.05,10m,1.4,0.9,1.3,312.0,,,,,,,,464.0,0.05,4m,1.5,1.1,1.4000000000000001,648.0,,,,,,,,800.0,0.05,10m,1.3,1.4,1.1,824.0,24.0,0.025,1m,1.3,0.7,1.3,400.0,,,,,,,,,,,,,,,352,0.05,4m,0.7,1.4,1.9000000000000001,344,0.05,6,COMPLETE
