,number,value,datetime_start,datetime_complete,duration,params_ARM_ROP_beta_win,params_ARM_ROP_stop_loss,params_ARM_ROP_trade_freq,params_ARM_ROP_z_entry,params_ARM_ROP_z_exit,params_ARM_ROP_z_stop_scaler,params_ARM_ROP_z_win,params_AVGO_ROP_beta_win,params_AVGO_ROP_stop_loss,params_AVGO_ROP_trade_freq,params_AVGO_ROP_z_entry,params_AVGO_ROP_z_exit,params_AVGO_ROP_z_stop_scaler,params_AVGO_ROP_z_win,params_COST_ROP_beta_win,params_COST_ROP_stop_loss,params_COST_ROP_trade_freq,params_COST_ROP_z_entry,params_COST_ROP_z_exit,params_COST_ROP_z_stop_scaler,params_COST_ROP_z_win,params_FTNT_ROP_beta_win,params_FTNT_ROP_stop_loss,params_FTNT_ROP_trade_freq,params_FTNT_ROP_z_entry,params_FTNT_ROP_z_exit,params_FTNT_ROP_z_stop_scaler,params_FTNT_ROP_z_win,params_HON_ROP_beta_win,params_HON_ROP_stop_loss,params_HON_ROP_trade_freq,params_HON_ROP_z_entry,params_HON_ROP_z_exit,params_HON_ROP_z_stop_scaler,params_HON_ROP_z_win,params_IDXX_ON_beta_win,params_IDXX_ON_stop_loss,params_IDXX_ON_trade_freq,params_IDXX_ON_z_entry,params_IDXX_ON_z_exit,params_IDXX_ON_z_stop_scaler,params_IDXX_ON_z_win,params_ISRG_ROP_beta_win,params_ISRG_ROP_stop_loss,params_ISRG_ROP_trade_freq,params_ISRG_ROP_z_entry,params_ISRG_ROP_z_exit,params_ISRG_ROP_z_stop_scaler,params_ISRG_ROP_z_win,params_NFLX_ROP_beta_win,params_NFLX_ROP_stop_loss,params_NFLX_ROP_trade_freq,params_NFLX_ROP_z_entry,params_NFLX_ROP_z_exit,params_NFLX_ROP_z_stop_scaler,params_NFLX_ROP_z_win,params_NVDA_ROP_beta_win,params_NVDA_ROP_stop_loss,params_NVDA_ROP_trade_freq,params_NVDA_ROP_z_entry,params_NVDA_ROP_z_exit,params_NVDA_ROP_z_stop_scaler,params_NVDA_ROP_z_win,params_PANW_ROP_beta_win,params_PANW_ROP_stop_loss,params_PANW_ROP_trade_freq,params_PANW_ROP_z_entry,params_PANW_ROP_z_exit,params_PANW_ROP_z_stop_scaler,params_PANW_ROP_z_win,params_buffer_capital,params_pairs_to_trade,state
47,47,-13.922162088212437,2025-06-16 00:53:56.414835,2025-06-16 00:54:04.754590,0 days 00:00:08.339755,216.0,0.05,10m,1.4,0.7,1.3,608.0,600.0,0.05,1m,0.5,1.4,1.5,472.0,592.0,0.05,4m,1.1,0.5,2.0,728.0,784.0,0.05,2m,1.1,1.3,1.7000000000000002,112.0,232.0,0.05,10m,0.8,0.6,2.0,488.0,672,0.05,7m,1.1,1.1,1.4000000000000001,128,720.0,0.025,6m,0.5,1.4,1.3,704.0,88.0,0.025,7m,0.5,1.5,1.9000000000000001,1016.0,720.0,0.025,6m,1.2000000000000002,0.7,1.8000000000000003,728.0,752.0,0.05,9m,0.9,1.1,1.9000000000000001,992.0,0.1,10,COMPLETE
48,48,-4.401156774701779,2025-06-16 00:54:04.859699,2025-06-16 00:54:08.278136,0 days 00:00:03.418437,600.0,0.05,2m,0.6,1.0,1.2000000000000002,496.0,688.0,0.05,5m,1.0,1.2000000000000002,1.4000000000000001,352.0,,,,,,,,,,,,,,,64.0,0.05,7m,0.7,1.4,1.9000000000000001,328.0,552,0.05,5m,1.3,0.6,1.7000000000000002,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,4,COMPLETE
49,49,-53.358017530096554,2025-06-16 00:54:08.361395,2025-06-16 00:54:15.841374,0 days 00:00:07.479979,112.0,0.05,5m,1.1,1.2000000000000002,1.3,456.0,936.0,0.05,6m,1.4,0.5,1.6,512.0,672.0,0.025,1m,1.1,1.1,1.3,24.0,648.0,0.05,10m,0.9,1.2000000000000002,1.4000000000000001,328.0,440.0,0.05,6m,1.0,1.2000000000000002,1.8000000000000003,232.0,768,0.05,10m,0.6,1.0,1.2000000000000002,552,192.0,0.05,10m,1.0,1.0,1.5,432.0,,,,,,,,216.0,0.05,6m,0.8,1.0,1.4000000000000001,312.0,528.0,0.05,5m,1.1,1.5,1.6,568.0,0.35000000000000003,9,COMPLETE
50,50,-7.409117925624406,2025-06-16 00:54:15.933710,2025-06-16 00:54:20.419083,0 days 00:00:04.485373,272.0,0.05,1m,1.3,0.9,1.5,720.0,584.0,0.025,10m,1.2000000000000002,0.9,1.2000000000000002,768.0,,,,,,,,,,,,,,,320.0,0.05,10m,0.7,1.1,1.2000000000000002,168.0,608,0.05,4m,0.8,0.6,1.4000000000000001,464,,,,,,,,,,,,,,,,,,,,,,856.0,0.05,1m,0.7,1.3,1.7000000000000002,848.0,0.05,5,COMPLETE
51,51,-1.8121384118172956,2025-06-16 00:54:20.469515,2025-06-16 00:54:25.762681,0 days 00:00:05.293166,344.0,0.05,2m,1.5,0.9,1.1,512.0,832.0,0.05,3m,1.4,1.1,1.7000000000000002,584.0,,,,,,,,936.0,0.05,5m,0.5,1.5,2.0,80.0,16.0,0.05,3m,0.9,0.7,1.6,584.0,888,0.05,7m,1.2000000000000002,0.9,1.5,296,,,,,,,,,,,,,,,,,,,,,,632.0,0.05,7m,0.5,1.2000000000000002,1.7000000000000002,736.0,0.15000000000000002,6,COMPLETE
52,52,-3.204312855220344,2025-06-16 00:54:25.835485,2025-06-16 00:54:32.149786,0 days 00:00:06.314301,400.0,0.05,2m,1.5,0.8,1.1,664.0,760.0,0.05,3m,1.4,1.0,1.5,704.0,,,,,,,,1024.0,0.05,5m,0.7,1.5,1.9000000000000001,16.0,136.0,0.05,3m,0.9,1.0,1.5,648.0,712,0.05,9m,1.2000000000000002,0.8,1.6,272,600.0,0.025,8m,1.2000000000000002,0.6,1.2000000000000002,176.0,,,,,,,,,,,,,,,608.0,0.05,2m,0.6,1.1,1.8000000000000003,696.0,0.25,7,COMPLETE
53,53,-2.1402518309587317,2025-06-16 00:54:32.210679,2025-06-16 00:54:37.558023,0 days 00:00:05.347344,272.0,0.05,3m,1.5,1.0,1.2000000000000002,568.0,728.0,0.05,2m,1.3,1.3,1.6,672.0,,,,,,,,888.0,0.05,5m,0.6,1.4,2.0,104.0,72.0,0.05,8m,1.0,0.8,1.7000000000000002,384.0,832,0.05,6m,1.2000000000000002,1.0,1.5,360,,,,,,,,,,,,,,,,,,,,,,392.0,0.05,10m,0.5,0.9,1.7000000000000002,632.0,0.3,6,COMPLETE
54,54,-4.78806028071398,2025-06-16 00:54:37.634245,2025-06-16 00:54:44.861688,0 days 00:00:07.227443,744.0,0.05,7m,1.4,0.9,1.1,536.0,648.0,0.05,8m,1.5,0.7,1.4000000000000001,512.0,,,,,,,,968.0,0.025,9m,0.8,1.5,2.0,592.0,64.0,0.05,3m,0.8,0.5,1.6,808.0,760,0.05,1m,1.0,0.8,1.4000000000000001,216,424.0,0.025,8m,0.9,0.6,1.1,888.0,,,,,,,,648.0,0.025,9m,1.0,1.3,1.3,112.0,720.0,0.05,4m,0.6,1.2000000000000002,1.4000000000000001,776.0,0.15000000000000002,8,COMPLETE
55,55,-0.5196791121034554,2025-06-16 00:54:44.936147,2025-06-16 00:54:51.007411,0 days 00:00:06.071264,880.0,0.05,9m,1.4,1.1,1.3,392.0,1024.0,0.05,9m,1.1,1.2000000000000002,1.9000000000000001,848.0,,,,,,,,880.0,0.05,3m,0.6,1.4,1.9000000000000001,80.0,200.0,0.05,2m,0.9,0.9,1.4000000000000001,960.0,656,0.05,3m,1.1,1.1,1.3,312,928.0,0.025,8m,1.4,0.5,1.2000000000000002,208.0,,,,,,,,,,,,,,,464.0,0.05,3m,0.8,1.4,1.2000000000000002,888.0,0.25,7,COMPLETE
56,56,-0.5509118767038181,2025-06-16 00:54:51.086060,2025-06-16 00:54:58.160418,0 days 00:00:07.074358,520.0,0.05,2m,1.5,0.8,1.4000000000000001,608.0,504.0,0.025,2m,1.4,1.1,1.7000000000000002,592.0,,,,,,,,776.0,0.05,5m,0.5,0.9,1.8000000000000003,176.0,128.0,0.05,9m,0.7,0.6,1.1,736.0,936,0.05,7m,1.3,0.9,2.0,424,616.0,0.025,2m,1.1,0.6,1.3,616.0,,,,,,,,136.0,0.025,10m,1.3,0.6,1.7000000000000002,368.0,304.0,0.025,10m,1.5,0.8,1.9000000000000001,248.0,0.1,8,COMPLETE
57,57,0.15175782770253313,2025-06-16 00:54:58.236889,2025-06-16 00:55:03.553127,0 days 00:00:05.316238,16.0,0.05,6m,0.9,0.7,1.9000000000000001,752.0,912.0,0.05,1m,1.0,1.3,1.3,792.0,,,,,,,,256.0,0.05,8m,1.0,1.3,2.0,72.0,40.0,0.025,1m,1.0,1.1,1.5,480.0,1024,0.05,6m,0.5,0.7,1.6,152,,,,,,,,,,,,,,,,,,,,,,216.0,0.05,6m,0.7,1.5,1.5,584.0,0.35000000000000003,6,COMPLETE
58,58,1.7476978922348958,2025-06-16 00:55:03.658784,2025-06-16 00:55:09.817450,0 days 00:00:06.158666,120.0,0.025,2m,1.2000000000000002,0.9,1.2000000000000002,440.0,808.0,0.025,3m,1.3,0.6,1.2000000000000002,264.0,,,,,,,,960.0,0.025,6m,0.7,1.5,1.9000000000000001,144.0,528.0,0.05,5m,1.1,0.8,1.9000000000000001,544.0,800,0.05,8m,1.5,1.0,1.5,88,520.0,0.025,3m,1.3,0.9,1.1,384.0,,,,,,,,,,,,,,,544.0,0.05,9m,1.4,1.3,1.6,504.0,0.2,7,COMPLETE
59,59,-0.49323975057276953,2025-06-16 00:55:09.907380,2025-06-16 00:55:14.470264,0 days 00:00:04.562884,120.0,0.025,2m,1.3,1.4,1.2000000000000002,336.0,336.0,0.025,4m,0.8,0.5,1.2000000000000002,336.0,,,,,,,,,,,,,,,592.0,0.05,5m,1.2000000000000002,1.0,2.0,408.0,800,0.05,8m,1.5,1.1,1.4000000000000001,56,,,,,,,,,,,,,,,,,,,,,,560.0,0.025,9m,1.4,0.5,1.6,520.0,0.4,5,COMPLETE
60,60,-4.280476906214954,2025-06-16 00:55:14.534442,2025-06-16 00:55:20.700772,0 days 00:00:06.166330,56.0,0.025,3m,1.2000000000000002,1.2000000000000002,1.3,192.0,248.0,0.025,7m,1.2000000000000002,0.6,1.2000000000000002,200.0,,,,,,,,832.0,0.025,6m,0.8,1.1,1.9000000000000001,216.0,528.0,0.05,5m,1.3,0.9,1.9000000000000001,544.0,704,0.05,8m,1.4,1.3,1.3,96,368.0,0.025,3m,1.2000000000000002,0.8,1.4000000000000001,496.0,,,,,,,,,,,,,,,808.0,0.05,9m,1.4,1.3,1.3,272.0,0.3,7,COMPLETE
61,61,-0.2004055573789734,2025-06-16 00:55:20.815691,2025-06-16 00:55:27.780532,0 days 00:00:06.964841,184.0,0.025,2m,1.5,0.8,1.1,416.0,808.0,0.025,3m,1.3,0.5,1.4000000000000001,64.0,,,,,,,,968.0,0.025,6m,0.7,1.5,2.0,128.0,528.0,0.05,5m,1.1,0.8,1.8000000000000003,680.0,872,0.05,8m,1.4,1.0,1.5,176,528.0,0.025,3m,1.3,0.8,1.1,392.0,,,,,,,,352.0,0.05,1m,0.7,0.9,1.9000000000000001,640.0,520.0,0.05,9m,1.1,1.3,1.6,424.0,0.2,8,COMPLETE
62,62,3.5181837479643585,2025-06-16 00:55:27.849783,2025-06-16 00:55:33.033970,0 days 00:00:05.184187,440.0,0.025,2m,1.4,1.0,1.2000000000000002,456.0,888.0,0.025,3m,1.3,0.6,1.1,192.0,,,,,,,,912.0,0.025,6m,0.6,1.4,1.9000000000000001,72.0,632.0,0.05,3m,1.1,0.7,1.9000000000000001,632.0,744,0.05,6m,1.1,1.0,1.5,72,,,,,,,,,,,,,,,,,,,,,,632.0,0.05,4m,1.3,1.2000000000000002,1.7000000000000002,680.0,0.25,6,COMPLETE
63,63,-0.47372963946563124,2025-06-16 00:55:33.094188,2025-06-16 00:55:38.523270,0 days 00:00:05.429082,448.0,0.025,2m,1.3,1.1,1.2000000000000002,448.0,968.0,0.025,3m,1.1,0.7,1.1,152.0,,,,,,,,904.0,0.025,6m,0.6,1.4,1.2000000000000002,992.0,816.0,0.05,4m,1.1,0.7,1.9000000000000001,504.0,736,0.05,7m,1.1,1.0,1.6,64,,,,,,,,,,,,,,,,,,,,,,560.0,0.05,4m,1.4,1.2000000000000002,1.8000000000000003,328.0,0.25,6,COMPLETE
64,64,-0.6424412793823395,2025-06-16 00:55:38.614592,2025-06-16 00:55:43.957229,0 days 00:00:05.342637,1008.0,0.025,2m,1.4,1.0,1.3,272.0,896.0,0.025,3m,1.3,0.6,1.1,264.0,,,,,,,,952.0,0.025,6m,0.7,1.4,1.8000000000000003,896.0,672.0,0.05,3m,1.0,0.6,1.9000000000000001,784.0,624,0.05,6m,1.1,1.1,1.5,96,,,,,,,,,,,,,,,,,,,,,,744.0,0.05,4m,1.2000000000000002,0.6,1.5,600.0,0.3,6,COMPLETE
65,65,-5.880018609434374,2025-06-16 00:55:44.044924,2025-06-16 00:55:48.323996,0 days 00:00:04.279072,680.0,0.025,2m,1.4,1.0,1.2000000000000002,472.0,864.0,0.025,8m,0.9,0.5,1.2000000000000002,112.0,,,,,,,,,,,,,,,664.0,0.05,5m,1.2000000000000002,0.7,2.0,576.0,680,0.05,9m,0.9,1.2000000000000002,1.4000000000000001,16,,,,,,,,,,,,,,,,,,,,,,648.0,0.05,4m,1.3,1.1,1.7000000000000002,664.0,0.3,5,COMPLETE
66,66,0.04863263514773053,2025-06-16 00:55:48.388008,2025-06-16 00:55:52.022561,0 days 00:00:03.634553,920.0,0.025,7m,1.1,0.9,1.3,360.0,416.0,0.025,3m,1.2000000000000002,0.7,1.3,232.0,,,,,,,,,,,,,,,568.0,0.05,10m,1.3,1.2000000000000002,1.8000000000000003,640.0,784,0.05,1m,1.5,1.0,1.5,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
67,67,1.0785770380721111,2025-06-16 00:55:52.112747,2025-06-16 00:55:58.147930,0 days 00:00:06.035183,488.0,0.025,8m,1.2000000000000002,0.9,1.4000000000000001,904.0,728.0,0.025,2m,1.3,0.8,1.1,288.0,,,,,,,,704.0,0.025,1m,1.4,0.6,1.9000000000000001,688.0,728.0,0.025,7m,1.1,1.3,1.9000000000000001,456.0,808,0.05,8m,0.6,1.1,1.6,136,464.0,0.025,5m,1.0,1.0,1.2000000000000002,552.0,,,,,,,,,,,,,,,480.0,0.05,8m,1.3,1.3,1.6,728.0,0.25,7,COMPLETE
68,68,1.6768371305241045,2025-06-16 00:55:58.228298,2025-06-16 00:56:04.314169,0 days 00:00:06.085871,504.0,0.025,8m,1.1,0.9,1.4000000000000001,928.0,736.0,0.025,2m,1.2000000000000002,0.8,1.1,176.0,,,,,,,,720.0,0.025,1m,1.4,0.5,1.8000000000000003,736.0,728.0,0.025,7m,1.1,1.3,2.0,352.0,816,0.05,8m,0.5,1.4,1.8000000000000003,144,184.0,0.025,5m,1.0,1.1,1.3,560.0,,,,,,,,,,,,,,,360.0,0.05,8m,1.4,1.0,1.8000000000000003,720.0,0.25,7,COMPLETE
69,69,1.0991183953133437,2025-06-16 00:56:04.378196,2025-06-16 00:56:10.671756,0 days 00:00:06.293560,488.0,0.025,8m,1.0,0.6,1.5,960.0,752.0,0.025,2m,1.4,0.8,1.1,184.0,,,,,,,,656.0,0.025,1m,1.5,0.6,1.7000000000000002,712.0,752.0,0.025,7m,1.1,1.3,2.0,344.0,808,0.05,8m,0.6,1.4,1.8000000000000003,144,200.0,0.025,5m,1.0,1.1,1.3,536.0,,,,,,,,,,,,,,,192.0,0.05,8m,1.3,1.0,1.8000000000000003,712.0,0.2,7,COMPLETE
70,70,-0.10370114013239888,2025-06-16 00:56:10.746402,2025-06-16 00:56:17.039227,0 days 00:00:06.292825,496.0,0.025,8m,1.0,0.7,1.5,976.0,728.0,0.025,2m,1.4,0.8,1.1,280.0,,,,,,,,584.0,0.025,1m,1.5,0.5,1.7000000000000002,736.0,736.0,0.025,7m,1.1,1.4,2.0,360.0,816,0.05,8m,0.6,1.4,1.8000000000000003,136,16.0,0.025,5m,1.0,1.1,1.3,560.0,,,,,,,,,,,,,,,200.0,0.05,8m,1.3,1.0,1.8000000000000003,696.0,0.2,7,COMPLETE
71,71,-1.5911158216994958,2025-06-16 00:56:17.119729,2025-06-16 00:56:23.208114,0 days 00:00:06.088385,536.0,0.025,8m,1.0,0.6,1.4000000000000001,928.0,648.0,0.025,2m,1.3,0.9,1.1,184.0,,,,,,,,640.0,0.025,1m,1.4,0.6,1.8000000000000003,808.0,912.0,0.025,7m,1.2000000000000002,1.3,2.0,264.0,832,0.05,8m,0.5,1.4,1.9000000000000001,192,208.0,0.025,5m,1.0,1.1,1.2000000000000002,688.0,,,,,,,,,,,,,,,72.0,0.05,8m,1.3,1.0,1.9000000000000001,728.0,0.25,7,COMPLETE
72,72,-0.939500234927549,2025-06-16 00:56:23.266701,2025-06-16 00:56:29.391843,0 days 00:00:06.125142,608.0,0.025,8m,1.1,0.5,1.6,912.0,736.0,0.025,2m,1.4,0.8,1.2000000000000002,136.0,,,,,,,,752.0,0.025,1m,1.4,0.6,1.6,656.0,776.0,0.025,7m,1.2000000000000002,1.4,2.0,400.0,864,0.05,8m,0.6,1.4,1.8000000000000003,88,120.0,0.025,5m,1.1,1.0,1.5,560.0,,,,,,,,,,,,,,,352.0,0.05,8m,1.4,0.9,1.8000000000000003,792.0,0.25,7,COMPLETE
73,73,0.33653197042072747,2025-06-16 00:56:29.455686,2025-06-16 00:56:34.678023,0 days 00:00:05.222337,480.0,0.025,8m,1.2000000000000002,0.6,1.4000000000000001,848.0,776.0,0.025,2m,1.3,0.8,1.1,96.0,,,,,,,,696.0,0.025,1m,1.4,0.6,1.8000000000000003,648.0,640.0,0.025,7m,1.1,1.3,1.9000000000000001,464.0,768,0.05,8m,0.5,1.5,1.9000000000000001,48,,,,,,,,,,,,,,,,,,,,,,168.0,0.05,8m,1.5,0.8,1.7000000000000002,672.0,0.2,6,COMPLETE
74,74,-0.3073592960347254,2025-06-16 00:56:34.735387,2025-06-16 00:56:41.001266,0 days 00:00:06.265879,432.0,0.025,8m,0.9,0.9,1.4000000000000001,968.0,848.0,0.025,2m,1.2000000000000002,0.9,1.2000000000000002,272.0,,,,,,,,704.0,0.025,1m,1.3,0.7,1.7000000000000002,816.0,712.0,0.025,7m,1.1,1.4,1.9000000000000001,312.0,808,0.05,8m,0.7,1.3,1.8000000000000003,144,240.0,0.025,5m,0.8,1.2000000000000002,1.3,400.0,,,,,,,,,,,,,,,112.0,0.05,8m,1.3,1.0,1.9000000000000001,528.0,0.25,7,COMPLETE
75,75,0.3189003686747424,2025-06-16 00:56:41.665877,2025-06-16 00:56:42.689975,0 days 00:00:01.024098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,0.05,8m,0.6,1.4,2.0,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
