,number,value,datetime_start,datetime_complete,duration,params_COST_MU_beta_win,params_COST_MU_stop_loss,params_COST_MU_trade_freq,params_COST_MU_z_entry,params_COST_MU_z_exit,params_COST_MU_z_stop_scaler,params_COST_MU_z_win,params_CRWD_EXC_beta_win,params_CRWD_EXC_stop_loss,params_CRWD_EXC_trade_freq,params_CRWD_EXC_z_entry,params_CRWD_EXC_z_exit,params_CRWD_EXC_z_stop_scaler,params_CRWD_EXC_z_win,params_EXC_TEAM_beta_win,params_EXC_TEAM_stop_loss,params_EXC_TEAM_trade_freq,params_EXC_TEAM_z_entry,params_EXC_TEAM_z_exit,params_EXC_TEAM_z_stop_scaler,params_EXC_TEAM_z_win,params_INTC_CTAS_beta_win,params_INTC_CTAS_stop_loss,params_INTC_CTAS_trade_freq,params_INTC_CTAS_z_entry,params_INTC_CTAS_z_exit,params_INTC_CTAS_z_stop_scaler,params_INTC_CTAS_z_win,params_INTC_MU_beta_win,params_INTC_MU_stop_loss,params_INTC_MU_trade_freq,params_INTC_MU_z_entry,params_INTC_MU_z_exit,params_INTC_MU_z_stop_scaler,params_INTC_MU_z_win,params_MSFT_TTWO_beta_win,params_MSFT_TTWO_stop_loss,params_MSFT_TTWO_trade_freq,params_MSFT_TTWO_z_entry,params_MSFT_TTWO_z_exit,params_MSFT_TTWO_z_stop_scaler,params_MSFT_TTWO_z_win,params_MU_CTAS_beta_win,params_MU_CTAS_stop_loss,params_MU_CTAS_trade_freq,params_MU_CTAS_z_entry,params_MU_CTAS_z_exit,params_MU_CTAS_z_stop_scaler,params_MU_CTAS_z_win,params_MU_EXC_beta_win,params_MU_EXC_stop_loss,params_MU_EXC_trade_freq,params_MU_EXC_z_entry,params_MU_EXC_z_exit,params_MU_EXC_z_stop_scaler,params_MU_EXC_z_win,params_WBA_WBD_beta_win,params_WBA_WBD_stop_loss,params_WBA_WBD_trade_freq,params_WBA_WBD_z_entry,params_WBA_WBD_z_exit,params_WBA_WBD_z_stop_scaler,params_WBA_WBD_z_win,params_ZS_EXC_beta_win,params_ZS_EXC_stop_loss,params_ZS_EXC_trade_freq,params_ZS_EXC_z_entry,params_ZS_EXC_z_exit,params_ZS_EXC_z_stop_scaler,params_ZS_EXC_z_win,params_buffer_capital,params_pairs_to_trade,state
107,107,-1.395389454618923,2025-06-16 00:40:24.221761,2025-06-16 00:40:26.865142,0 days 00:00:02.643381,,,,,,,,,,,,,,,,,,,,,,896,0.05,3m,0.9,1.0,2.0,472,,,,,,,,,,,,,,,384.0,0.025,9m,0.8,1.2000000000000002,1.6,40.0,,,,,,,,976.0,0.025,10m,0.7,1.2000000000000002,1.1,784.0,,,,,,,,0.05,3,COMPLETE
108,108,-4.619709821501395,2025-06-16 00:40:26.920957,2025-06-16 00:40:28.693804,0 days 00:00:01.772847,,,,,,,,,,,,,,,,,,,,,,1024,0.05,7m,1.3,1.5,1.6,64,,,,,,,,,,,,,,,592.0,0.025,10m,1.0,1.3,1.5,208.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
109,109,0.04916156742710936,2025-06-16 00:40:28.757714,2025-06-16 00:40:29.684491,0 days 00:00:00.926777,,,,,,,,,,,,,,,,,,,,,,840,0.05,5m,0.8,1.1,1.5,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
110,110,-0.9950077209984322,2025-06-16 00:40:29.761505,2025-06-16 00:40:31.596406,0 days 00:00:01.834901,,,,,,,,,,,,,,,,,,,,,,808,0.05,3m,0.7,0.9,1.4000000000000001,872,,,,,,,,,,,,,,,832.0,0.05,2m,1.3,1.1,1.8000000000000003,168.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
111,111,0.19270177018187876,2025-06-16 00:40:31.643752,2025-06-16 00:40:33.588564,0 days 00:00:01.944812,,,,,,,,,,,,,,,,,,,,,,920,0.05,3m,1.4,0.8,1.5,992,,,,,,,,,,,,,,,392.0,0.025,10m,1.4,0.6,1.7000000000000002,144.0,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
112,112,-0.5064052237176521,2025-06-16 00:40:33.635634,2025-06-16 00:40:35.474631,0 days 00:00:01.838997,,,,,,,,,,,,,,,,,,,,,,952,0.05,3m,0.8,0.8,1.5,976,,,,,,,,,,,,,,,432.0,0.025,10m,1.3,0.5,1.7000000000000002,64.0,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
113,113,-0.34441991776811587,2025-06-16 00:40:35.533318,2025-06-16 00:40:37.380123,0 days 00:00:01.846805,,,,,,,,,,,,,,,,,,,,,,872,0.05,3m,1.5,0.7,1.5,960,,,,,,,,,,,,,,,408.0,0.025,10m,1.3,0.7,1.7000000000000002,256.0,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
114,114,-30.442666246863496,2025-06-16 00:40:37.439957,2025-06-16 00:40:40.765077,0 days 00:00:03.325120,,,,,,,,,,,,,,,,,,,,,,936,0.05,8m,1.5,0.6,1.6,912,,,,,,,,912.0,0.025,1m,0.8,1.3,1.1,416.0,352.0,0.025,10m,1.2000000000000002,0.6,1.8000000000000003,88.0,,,,,,,,872.0,0.025,9m,1.1,0.8,1.5,488.0,,,,,,,,0.3,4,COMPLETE
115,115,-0.2715134130515587,2025-06-16 00:40:40.824028,2025-06-16 00:40:42.730713,0 days 00:00:01.906685,,,,,,,,,,,,,,,,,,,,,,904,0.05,3m,1.1,0.5,1.4000000000000001,936,,,,,,,,,,,,,,,248.0,0.025,5m,1.2000000000000002,1.1,1.6,128.0,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
116,116,-0.11316630306592912,2025-06-16 00:40:42.780658,2025-06-16 00:40:43.784112,0 days 00:00:01.003454,,,,,,,,,,,,,,,,,,,,,,176,0.05,3m,1.5,1.0,1.4000000000000001,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
117,117,-1.9086700680501045,2025-06-16 00:40:43.832457,2025-06-16 00:40:46.505115,0 days 00:00:02.672658,,,,,,,,,,,,,,,,,,,,,,880,0.05,3m,1.2000000000000002,0.9,1.5,1000,,,,,,,,,,,,,,,480.0,0.025,10m,1.5,1.1,1.7000000000000002,32.0,,,,,,,,568.0,0.025,5m,1.0,1.1,1.3,424.0,,,,,,,,0.1,3,COMPLETE
118,118,-2.1836151019150702,2025-06-16 00:40:46.580894,2025-06-16 00:40:49.202592,0 days 00:00:02.621698,,,,,,,,,,,,,,,,,,,,,,856,0.025,4m,1.4,1.1,1.9000000000000001,184,,,,,,,,,,,,,,,448.0,0.025,6m,1.3,1.0,1.4000000000000001,152.0,,,,,,,,680.0,0.025,4m,0.5,1.5,1.4000000000000001,168.0,,,,,,,,0.45,3,COMPLETE
119,119,-26.234635995146558,2025-06-16 00:40:49.280407,2025-06-16 00:40:50.985219,0 days 00:00:01.704812,,,,,,,,,,,,,,,,,,,,,,968,0.05,1m,0.8,1.0,1.4000000000000001,1024,,,,,,,,,,,,,,,504.0,0.025,1m,1.1,0.6,1.2000000000000002,384.0,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
120,120,0.11732166872271117,2025-06-16 00:40:51.047011,2025-06-16 00:40:52.028881,0 days 00:00:00.981870,,,,,,,,,,,,,,,,,,,,,,784,0.05,3m,0.9,1.4,1.7000000000000002,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
121,121,0.49756365780332534,2025-06-16 00:40:52.091781,2025-06-16 00:40:53.864938,0 days 00:00:01.773157,,,,,,,,,,,,,,,,,,,,,,808,0.05,3m,1.4,0.9,1.4000000000000001,968,,,,,,,,,,,,,,,408.0,0.025,10m,1.2000000000000002,0.5,1.7000000000000002,104.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
122,122,0.4971174959150242,2025-06-16 00:40:53.932004,2025-06-16 00:40:55.791146,0 days 00:00:01.859142,,,,,,,,,,,,,,,,,,,,,,840,0.05,3m,1.4,0.9,1.4000000000000001,968,,,,,,,,,,,,,,,408.0,0.025,10m,1.2000000000000002,0.5,1.7000000000000002,104.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
123,123,0.15272686217402276,2025-06-16 00:40:55.859606,2025-06-16 00:40:57.538251,0 days 00:00:01.678645,,,,,,,,,,,,,,,,,,,,,,832,0.05,3m,1.4,0.9,1.3,952,,,,,,,,,,,,,,,304.0,0.025,10m,1.2000000000000002,0.5,1.6,104.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
124,124,0.8560168588762886,2025-06-16 00:40:57.627578,2025-06-16 00:40:59.462903,0 days 00:00:01.835325,,,,,,,,,,,,,,,,,,,,,,792,0.05,3m,1.4,1.0,1.4000000000000001,904,,,,,,,,,,,,,,,464.0,0.025,10m,1.2000000000000002,0.5,1.7000000000000002,64.0,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
125,125,0.8842078392350705,2025-06-16 00:40:59.516013,2025-06-16 00:41:01.326639,0 days 00:00:01.810626,,,,,,,,,,,,,,,,,,,,,,760,0.05,3m,1.4,0.9,1.4000000000000001,968,,,,,,,,,,,,,,,456.0,0.025,10m,1.2000000000000002,0.5,1.7000000000000002,72.0,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
126,126,0.8033807457569196,2025-06-16 00:41:01.387770,2025-06-16 00:41:03.111713,0 days 00:00:01.723943,,,,,,,,,,,,,,,,,,,,,,768,0.05,3m,1.4,0.9,1.4000000000000001,920,,,,,,,,,,,,,,,456.0,0.025,10m,1.2000000000000002,0.5,1.7000000000000002,72.0,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
127,127,-0.10572977846247719,2025-06-16 00:41:03.176295,2025-06-16 00:41:04.277562,0 days 00:00:01.101267,,,,,,,,,,,,,,,,,,,,,,768,0.05,3m,1.4,1.0,1.3,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
128,128,0.3185289578614169,2025-06-16 00:41:04.329150,2025-06-16 00:41:06.011870,0 days 00:00:01.682720,,,,,,,,,,,,,,,,,,,,,,672,0.05,3m,1.4,0.9,1.4000000000000001,912,,,,,,,,,,,,,,,464.0,0.025,10m,1.2000000000000002,0.5,1.8000000000000003,72.0,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
129,129,0.09704657434403377,2025-06-16 00:41:06.057070,2025-06-16 00:41:07.833443,0 days 00:00:01.776373,,,,,,,,,,,,,,,,,,,,,,720,0.05,3m,1.4,0.9,1.4000000000000001,320,,,,,,,,,,,,,,,520.0,0.025,10m,1.1,0.5,1.7000000000000002,32.0,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
130,130,-0.21017187810877996,2025-06-16 00:41:07.888250,2025-06-16 00:41:08.890396,0 days 00:00:01.002146,,,,,,,,,,,,,,,,,,,,,,752,0.05,10m,1.4,1.0,1.4000000000000001,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
131,131,1.4983255799341568,2025-06-16 00:41:08.943692,2025-06-16 00:41:10.711704,0 days 00:00:01.768012,,,,,,,,,,,,,,,,,,,,,,616,0.05,3m,1.4,0.9,1.4000000000000001,968,,,,,,,,,,,,,,,408.0,0.025,10m,1.2000000000000002,0.5,1.7000000000000002,64.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
132,132,1.947056862754929,2025-06-16 00:41:10.762762,2025-06-16 00:41:12.570823,0 days 00:00:01.808061,,,,,,,,,,,,,,,,,,,,,,616,0.05,3m,1.3,0.8,1.4000000000000001,960,,,,,,,,,,,,,,,448.0,0.025,10m,1.2000000000000002,0.5,1.7000000000000002,64.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
133,133,1.2965002319312122,2025-06-16 00:41:12.622428,2025-06-16 00:41:14.331443,0 days 00:00:01.709015,,,,,,,,,,,,,,,,,,,,,,520,0.05,3m,1.3,0.8,1.4000000000000001,920,,,,,,,,,,,,,,,448.0,0.025,10m,1.2000000000000002,0.5,1.7000000000000002,64.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
134,134,1.0864261805026634,2025-06-16 00:41:14.379115,2025-06-16 00:41:16.082181,0 days 00:00:01.703066,,,,,,,,,,,,,,,,,,,,,,624,0.05,3m,1.3,0.8,1.4000000000000001,920,,,,,,,,,,,,,,,456.0,0.025,10m,1.3,0.5,1.7000000000000002,56.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
135,135,1.6542402986321705,2025-06-16 00:41:16.166393,2025-06-16 00:41:18.011627,0 days 00:00:01.845234,,,,,,,,,,,,,,,,,,,,,,552,0.05,3m,1.3,0.8,1.3,864,,,,,,,,,,,,,,,440.0,0.025,10m,1.3,0.5,1.7000000000000002,64.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
136,136,0.7345465845928839,2025-06-16 00:41:18.093419,2025-06-16 00:41:19.948820,0 days 00:00:01.855401,,,,,,,,,,,,,,,,,,,,,,632,0.05,3m,1.3,0.8,1.2000000000000002,832,,,,,,,,,,,,,,,496.0,0.025,10m,1.3,0.5,1.7000000000000002,64.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
137,137,-0.09443740467206647,2025-06-16 00:41:20.007218,2025-06-16 00:41:21.685568,0 days 00:00:01.678350,,,,,,,,,,,,,,,,,,,,,,536,0.05,3m,1.3,0.8,1.2000000000000002,856,,,,,,,,,,,,,,,536.0,0.025,10m,1.2000000000000002,0.5,1.8000000000000003,72.0,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
138,138,-0.21140386257714577,2025-06-16 00:41:21.730283,2025-06-16 00:41:22.730303,0 days 00:00:01.000020,,,,,,,,,,,,,,,,,,,,,,600,0.05,9m,1.3,0.8,1.3,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
139,139,-0.257845621154836,2025-06-16 00:41:22.781085,2025-06-16 00:41:24.542961,0 days 00:00:01.761876,,,,,,,,,,,,,,,,,,,,,,488,0.05,3m,1.2000000000000002,0.8,1.3,896,,,,,,,,,,,,,,,448.0,0.025,10m,1.3,0.5,1.7000000000000002,128.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
140,140,-0.9047452729419863,2025-06-16 00:41:24.600714,2025-06-16 00:41:27.149995,0 days 00:00:02.549281,,,,,,,,,,,,,,,,,,,,,,552,0.05,3m,1.3,0.7,1.4000000000000001,920,,,,,,,,,,,,,,,472.0,0.025,9m,1.2000000000000002,0.5,1.8000000000000003,16.0,,,,,,,,264.0,0.05,7m,1.4,1.3,1.9000000000000001,80.0,,,,,,,,0.25,3,COMPLETE
141,141,0.9667123663271813,2025-06-16 00:41:27.213467,2025-06-16 00:41:29.009407,0 days 00:00:01.795940,,,,,,,,,,,,,,,,,,,,,,640,0.05,3m,1.3,0.8,1.1,872,,,,,,,,,,,,,,,504.0,0.025,10m,1.3,0.5,1.7000000000000002,56.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
142,142,0.9688748330383365,2025-06-16 00:41:29.069620,2025-06-16 00:41:30.813605,0 days 00:00:01.743985,,,,,,,,,,,,,,,,,,,,,,632,0.05,3m,1.3,0.8,1.1,880,,,,,,,,,,,,,,,504.0,0.025,10m,1.3,0.5,1.7000000000000002,56.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
143,143,1.2106516149199036,2025-06-16 00:41:30.866154,2025-06-16 00:41:32.767316,0 days 00:00:01.901162,,,,,,,,,,,,,,,,,,,,,,632,0.05,3m,1.3,0.8,1.1,840,,,,,,,,,,,,,,,424.0,0.025,10m,1.3,0.5,1.7000000000000002,56.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
144,144,0.7181015228842602,2025-06-16 00:41:32.814808,2025-06-16 00:41:34.435345,0 days 00:00:01.620537,,,,,,,,,,,,,,,,,,,,,,576,0.05,3m,1.3,0.8,1.1,840,,,,,,,,,,,,,,,424.0,0.025,10m,1.3,0.5,1.7000000000000002,56.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
145,145,-0.42747480307848174,2025-06-16 00:41:34.494737,2025-06-16 00:41:36.192614,0 days 00:00:01.697877,,,,,,,,,,,,,,,,,,,,,,632,0.05,3m,1.2000000000000002,0.8,1.1,808,,,,,,,,,,,,,,,376.0,0.025,10m,1.3,0.5,1.7000000000000002,88.0,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
146,146,-0.17366253935625817,2025-06-16 00:41:36.244068,2025-06-16 00:41:38.028215,0 days 00:00:01.784147,,,,,,,,,,,,,,,,,,,,,,600,0.05,2m,1.3,0.7,1.1,864,,,,,,,,,,,,,,,512.0,0.025,10m,1.3,0.5,1.7000000000000002,48.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
147,147,0.16719381512212536,2025-06-16 00:41:38.084212,2025-06-16 00:41:40.692501,0 days 00:00:02.608289,,,,,,,,,,,,,,,,,,,,,,504,0.05,3m,1.3,0.8,1.1,880,,,,,,,,,,,,,,,440.0,0.025,7m,1.3,0.6,1.8000000000000003,120.0,,,,,,,,112.0,0.05,3m,1.3,1.4,1.8000000000000003,920.0,,,,,,,,0.25,3,COMPLETE
148,148,-100.0,2025-06-16 00:41:40.758304,2025-06-16 00:41:41.697881,0 days 00:00:00.939577,,,,,,,,,,,,,,,,,,,,,,448,0.05,6m,1.3,0.8,1.2000000000000002,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
149,149,-1.0395425628367594,2025-06-16 00:41:41.742468,2025-06-16 00:41:43.503169,0 days 00:00:01.760701,,,,,,,,,,,,,,,,,,,,,,656,0.05,3m,1.2000000000000002,0.8,1.1,784,,,,,,,,,,,,,,,528.0,0.025,10m,1.4,0.5,1.7000000000000002,80.0,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
