,number,value,datetime_start,datetime_complete,duration,params_ADP_AMAT_beta_win,params_ADP_AMAT_stop_loss,params_ADP_AMAT_trade_freq,params_ADP_AMAT_z_entry,params_ADP_AMAT_z_exit,params_ADP_AMAT_z_stop_scaler,params_ADP_AMAT_z_win,params_ADP_NXPI_beta_win,params_ADP_NXPI_stop_loss,params_ADP_NXPI_trade_freq,params_ADP_NXPI_z_entry,params_ADP_NXPI_z_exit,params_ADP_NXPI_z_stop_scaler,params_ADP_NXPI_z_win,params_ATVI_NXPI_beta_win,params_ATVI_NXPI_stop_loss,params_ATVI_NXPI_trade_freq,params_ATVI_NXPI_z_entry,params_ATVI_NXPI_z_exit,params_ATVI_NXPI_z_stop_scaler,params_ATVI_NXPI_z_win,params_ATVI_ODFL_beta_win,params_ATVI_ODFL_stop_loss,params_ATVI_ODFL_trade_freq,params_ATVI_ODFL_z_entry,params_ATVI_ODFL_z_exit,params_ATVI_ODFL_z_stop_scaler,params_ATVI_ODFL_z_win,params_CMCSA_MAR_beta_win,params_CMCSA_MAR_stop_loss,params_CMCSA_MAR_trade_freq,params_CMCSA_MAR_z_entry,params_CMCSA_MAR_z_exit,params_CMCSA_MAR_z_stop_scaler,params_CMCSA_MAR_z_win,params_EBAY_TXN_beta_win,params_EBAY_TXN_stop_loss,params_EBAY_TXN_trade_freq,params_EBAY_TXN_z_entry,params_EBAY_TXN_z_exit,params_EBAY_TXN_z_stop_scaler,params_EBAY_TXN_z_win,params_FAST_NXPI_beta_win,params_FAST_NXPI_stop_loss,params_FAST_NXPI_trade_freq,params_FAST_NXPI_z_entry,params_FAST_NXPI_z_exit,params_FAST_NXPI_z_stop_scaler,params_FAST_NXPI_z_win,params_GOOGL_FTNT_beta_win,params_GOOGL_FTNT_stop_loss,params_GOOGL_FTNT_trade_freq,params_GOOGL_FTNT_z_entry,params_GOOGL_FTNT_z_exit,params_GOOGL_FTNT_z_stop_scaler,params_GOOGL_FTNT_z_win,params_MRNA_PCAR_beta_win,params_MRNA_PCAR_stop_loss,params_MRNA_PCAR_trade_freq,params_MRNA_PCAR_z_entry,params_MRNA_PCAR_z_exit,params_MRNA_PCAR_z_stop_scaler,params_MRNA_PCAR_z_win,params_PCAR_TXN_beta_win,params_PCAR_TXN_stop_loss,params_PCAR_TXN_trade_freq,params_PCAR_TXN_z_entry,params_PCAR_TXN_z_exit,params_PCAR_TXN_z_stop_scaler,params_PCAR_TXN_z_win,params_buffer_capital,params_pairs_to_trade,state
105,105,-1.5722832455427567,2025-06-15 23:15:22.573709,2025-06-15 23:15:48.263695,0 days 00:00:25.689986,600.0,0.025,3m,1.4,0.6,1.9000000000000001,304.0,144.0,0.025,5m,0.6,1.3,1.5,408.0,448.0,0.05,9m,0.8,0.6,1.8000000000000003,992.0,280.0,0.025,10m,0.6,1.0,1.1,88.0,960.0,0.025,6m,1.1,1.4,1.5,64.0,928.0,0.025,8m,1.4,0.8,1.9000000000000001,392.0,576.0,0.025,8m,0.5,1.5,1.7000000000000002,976.0,368.0,0.025,9m,1.2000000000000002,0.6,1.7000000000000002,416.0,40,0.05,9m,1.4,0.7,1.4000000000000001,928,440.0,0.025,4m,0.9,1.1,1.6,240.0,0.15000000000000002,10,COMPLETE
106,106,2.0021609379506122,2025-06-15 23:15:48.446738,2025-06-15 23:15:59.628458,0 days 00:00:11.181720,648.0,0.025,9m,1.5,0.6,2.0,248.0,72.0,0.025,2m,1.3,1.2000000000000002,1.5,976.0,376.0,0.05,9m,0.8,0.5,1.7000000000000002,912.0,216.0,0.025,5m,0.7,0.9,1.1,16.0,1008.0,0.025,3m,1.2000000000000002,1.4,1.4000000000000001,32.0,,,,,,,,512.0,0.025,7m,0.8,1.4,1.6,1008.0,232.0,0.05,8m,1.3,1.3,1.7000000000000002,232.0,64,0.05,6m,1.3,0.5,1.4000000000000001,1024,488.0,0.025,5m,1.5,1.4,1.4000000000000001,208.0,0.15000000000000002,9,COMPLETE
107,107,-9.148473273750707,2025-06-15 23:15:59.735052,2025-06-15 23:16:10.006923,0 days 00:00:10.271871,784.0,0.025,7m,1.4,0.9,1.9000000000000001,456.0,144.0,0.025,4m,0.5,1.2000000000000002,1.4000000000000001,984.0,264.0,0.05,9m,0.7,0.7,1.5,872.0,248.0,0.025,8m,0.5,0.9,1.1,72.0,712.0,0.025,2m,1.3,1.5,1.2000000000000002,120.0,1024.0,0.025,8m,1.1,0.6,1.7000000000000002,752.0,496.0,0.025,9m,0.7,1.5,1.8000000000000003,736.0,296.0,0.025,4m,0.6,1.3,1.6,328.0,104,0.05,10m,1.3,0.7,1.7000000000000002,888,296.0,0.025,1m,1.0,1.0,1.2000000000000002,80.0,0.2,10,COMPLETE
108,108,1.9102145621401405,2025-06-15 23:16:10.106254,2025-06-15 23:16:30.173712,0 days 00:00:20.067458,624.0,0.025,6m,1.2000000000000002,1.0,1.9000000000000001,328.0,,,,,,,,416.0,0.05,4m,1.4,0.6,1.8000000000000003,800.0,304.0,0.05,7m,0.6,0.8,1.2000000000000002,216.0,784.0,0.025,9m,1.0,1.1,1.3,88.0,,,,,,,,464.0,0.025,5m,0.6,1.2000000000000002,1.5,856.0,360.0,0.025,1m,1.0,1.2000000000000002,1.3,320.0,144,0.05,6m,1.4,0.6,1.6,1000,376.0,0.025,4m,1.0,1.1,1.3,976.0,0.15000000000000002,8,COMPLETE
109,109,-2.4486602327219003,2025-06-15 23:16:30.351963,2025-06-15 23:16:47.081246,0 days 00:00:16.729283,760.0,0.025,9m,1.3,0.5,1.5,536.0,664.0,0.025,5m,0.6,0.7,1.6,1024.0,176.0,0.05,10m,0.9,0.7,1.9000000000000001,424.0,184.0,0.025,2m,0.7,0.7,1.1,176.0,912.0,0.025,4m,0.9,1.4,1.4000000000000001,16.0,,,,,,,,616.0,0.025,9m,0.6,1.4,1.7000000000000002,944.0,264.0,0.025,5m,1.2000000000000002,1.3,1.5,256.0,88,0.05,6m,1.3,0.5,1.6,920,432.0,0.025,2m,0.8,1.2000000000000002,1.1,264.0,0.1,9,COMPLETE
110,110,2.1946608513827806,2025-06-15 23:16:47.159605,2025-06-15 23:16:56.547019,0 days 00:00:09.387414,936.0,0.025,8m,1.3,0.6,2.0,424.0,224.0,0.025,8m,0.5,1.1,1.5,256.0,640.0,0.05,9m,1.0,1.0,1.8000000000000003,672.0,144.0,0.025,7m,0.7,0.5,1.7000000000000002,32.0,936.0,0.025,9m,1.1,1.3,1.4000000000000001,56.0,760.0,0.025,8m,1.4,1.1,1.5,872.0,552.0,0.025,9m,0.7,1.3,1.8000000000000003,1000.0,184.0,0.025,4m,1.1,1.4,1.4000000000000001,408.0,40,0.05,8m,1.0,0.6,1.4000000000000001,968,552.0,0.025,4m,0.9,1.2000000000000002,1.2000000000000002,192.0,0.15000000000000002,10,COMPLETE
111,111,4.199215042470086,2025-06-15 23:16:56.630132,2025-06-15 23:17:05.262110,0 days 00:00:08.631978,704.0,0.025,9m,1.3,0.7,1.8000000000000003,392.0,64.0,0.025,5m,0.5,1.1,1.6,920.0,312.0,0.05,9m,0.9,0.9,1.7000000000000002,832.0,88.0,0.025,7m,0.6,0.8,1.2000000000000002,120.0,888.0,0.025,9m,1.2000000000000002,1.3,1.3,32.0,,,,,,,,376.0,0.025,9m,0.5,1.4,1.7000000000000002,976.0,968.0,0.025,4m,1.2000000000000002,1.3,1.4000000000000001,304.0,24,0.05,6m,1.2000000000000002,0.6,1.5,976,408.0,0.025,4m,1.5,1.1,1.3,152.0,0.1,9,COMPLETE
112,112,4.0875219013866895,2025-06-15 23:17:05.328458,2025-06-15 23:17:13.724081,0 days 00:00:08.395623,728.0,0.025,9m,1.3,0.8,1.7000000000000002,448.0,56.0,0.025,5m,0.5,1.1,1.6,856.0,312.0,0.05,9m,0.9,0.9,1.7000000000000002,816.0,88.0,0.025,7m,0.6,0.8,1.2000000000000002,112.0,848.0,0.025,9m,1.2000000000000002,1.2000000000000002,1.3,32.0,,,,,,,,384.0,0.025,9m,0.5,1.5,1.7000000000000002,976.0,1008.0,0.025,4m,1.2000000000000002,1.3,1.4000000000000001,368.0,16,0.05,6m,1.2000000000000002,0.6,1.5,1008,400.0,0.025,4m,1.5,1.1,1.3,104.0,0.05,9,COMPLETE
113,113,3.786604159027798,2025-06-15 23:17:13.797102,2025-06-15 23:17:22.592019,0 days 00:00:08.794917,808.0,0.025,9m,1.4,0.8,1.6,480.0,48.0,0.025,5m,0.5,1.2000000000000002,1.6,920.0,304.0,0.05,9m,0.9,0.9,1.6,920.0,56.0,0.025,7m,0.5,0.8,1.3,104.0,856.0,0.025,9m,1.2000000000000002,1.2000000000000002,1.3,40.0,,,,,,,,400.0,0.025,9m,0.5,1.5,1.7000000000000002,976.0,992.0,0.025,4m,1.2000000000000002,1.3,1.5,304.0,72,0.05,6m,1.2000000000000002,0.6,1.5,1008,408.0,0.025,4m,1.5,1.0,1.3,104.0,0.05,9,COMPLETE
114,114,1.7245981927025553,2025-06-15 23:17:22.664281,2025-06-15 23:17:31.071654,0 days 00:00:08.407373,664.0,0.025,4m,1.2000000000000002,0.8,1.7000000000000002,376.0,,,,,,,,208.0,0.05,9m,1.0,1.0,1.7000000000000002,840.0,16.0,0.025,7m,0.6,0.9,1.2000000000000002,72.0,824.0,0.025,9m,1.3,1.2000000000000002,1.2000000000000002,392.0,,,,,,,,376.0,0.025,9m,0.5,1.5,1.7000000000000002,1024.0,944.0,0.025,4m,1.2000000000000002,1.0,1.3,216.0,56,0.05,6m,1.3,0.7,1.5,944,480.0,0.025,6m,1.4,1.1,1.4000000000000001,136.0,0.05,8,COMPLETE
115,115,-1.4416599658141944,2025-06-15 23:17:31.168828,2025-06-15 23:17:40.447214,0 days 00:00:09.278386,712.0,0.025,9m,1.3,0.7,1.9000000000000001,440.0,56.0,0.025,5m,0.6,1.0,1.7000000000000002,864.0,320.0,0.05,2m,0.9,0.9,1.7000000000000002,952.0,144.0,0.025,4m,0.6,0.8,1.2000000000000002,144.0,976.0,0.025,9m,1.2000000000000002,1.2000000000000002,1.3,96.0,,,,,,,,448.0,0.025,9m,0.5,1.5,1.6,912.0,888.0,0.025,3m,1.4,1.4,1.4000000000000001,352.0,752,0.05,6m,1.2000000000000002,0.6,1.5,992,904.0,0.025,4m,1.4,1.0,1.3,16.0,0.05,9,COMPLETE
116,116,1.4667195407762912,2025-06-15 23:17:40.506564,2025-06-15 23:17:49.570786,0 days 00:00:09.064222,504.0,0.025,9m,1.3,0.8,1.9000000000000001,152.0,56.0,0.025,5m,0.5,1.1,1.8000000000000003,776.0,272.0,0.05,7m,1.0,1.2000000000000002,1.6,872.0,88.0,0.025,9m,0.5,0.9,1.2000000000000002,112.0,800.0,0.025,7m,1.2000000000000002,1.1,1.3,72.0,,,,,,,,480.0,0.025,6m,0.5,1.4,1.6,976.0,616.0,0.025,4m,1.2000000000000002,1.2000000000000002,1.5,120.0,32,0.05,6m,1.3,0.7,1.4000000000000001,960,456.0,0.025,4m,1.5,1.1,1.4000000000000001,64.0,0.1,9,COMPLETE
117,117,4.780512607431465,2025-06-15 23:17:49.666386,2025-06-15 23:17:58.164940,0 days 00:00:08.498554,872.0,0.025,10m,1.5,0.9,1.8000000000000003,408.0,,,,,,,,328.0,0.05,8m,0.9,0.6,1.7000000000000002,720.0,88.0,0.025,7m,0.6,1.0,1.2000000000000002,72.0,1000.0,0.025,9m,1.2000000000000002,1.3,1.4000000000000001,32.0,,,,,,,,384.0,0.025,2m,0.8,1.5,1.8000000000000003,1000.0,936.0,0.025,8m,1.3,1.3,1.3,672.0,120,0.05,6m,1.1,0.6,1.5,360,376.0,0.025,10m,1.5,1.2000000000000002,1.3,152.0,0.1,8,COMPLETE
118,118,1.2174393496324838,2025-06-15 23:17:58.245823,2025-06-15 23:18:06.716920,0 days 00:00:08.471097,872.0,0.025,7m,1.5,0.9,1.8000000000000003,1016.0,,,,,,,,408.0,0.025,8m,1.2000000000000002,0.5,1.4000000000000001,760.0,176.0,0.025,7m,1.2000000000000002,1.0,1.3,48.0,1008.0,0.025,9m,1.3,1.3,1.4000000000000001,272.0,,,,,,,,416.0,0.025,2m,0.8,1.4,1.9000000000000001,1000.0,776.0,0.025,8m,1.3,1.2000000000000002,1.2000000000000002,968.0,120,0.025,6m,1.1,0.6,1.6,392,320.0,0.025,10m,1.1,1.3,1.3,144.0,0.1,8,COMPLETE
119,119,0.6103073282589742,2025-06-15 23:18:06.784456,2025-06-15 23:18:14.016649,0 days 00:00:07.232193,848.0,0.025,10m,1.5,1.0,1.8000000000000003,400.0,,,,,,,,488.0,0.05,6m,0.9,0.6,1.7000000000000002,560.0,224.0,0.025,7m,0.7,1.1,1.2000000000000002,80.0,960.0,0.025,2m,1.2000000000000002,1.3,1.5,128.0,,,,,,,,952.0,0.025,2m,0.8,1.5,1.8000000000000003,1024.0,,,,,,,,184,0.05,3m,1.0,0.6,1.8000000000000003,296,368.0,0.05,10m,1.4,1.2000000000000002,1.4000000000000001,184.0,0.1,7,COMPLETE
120,120,1.5610222672792122,2025-06-15 23:18:14.102539,2025-06-15 23:18:22.152046,0 days 00:00:08.049507,776.0,0.025,10m,0.5,0.7,1.9000000000000001,488.0,,,,,,,,360.0,0.05,8m,1.0,0.6,1.9000000000000001,920.0,480.0,0.025,7m,0.8,1.0,1.3,16.0,992.0,0.05,9m,1.1,0.9,1.4000000000000001,56.0,,,,,,,,344.0,0.025,2m,0.9,1.4,1.8000000000000003,920.0,968.0,0.025,8m,1.3,1.4,1.3,688.0,112,0.05,7m,1.1,0.7,1.5,352,440.0,0.025,10m,1.5,1.2000000000000002,1.8000000000000003,240.0,0.1,8,COMPLETE
121,121,5.1584466593031,2025-06-15 23:18:22.240366,2025-06-15 23:18:31.721432,0 days 00:00:09.481066,744.0,0.025,10m,1.5,0.8,1.7000000000000002,464.0,128.0,0.025,9m,0.5,0.9,1.6,984.0,320.0,0.05,8m,0.9,0.6,1.7000000000000002,824.0,96.0,0.025,7m,0.6,0.7,1.2000000000000002,112.0,1024.0,0.025,9m,1.2000000000000002,1.2000000000000002,1.3,40.0,,,,,,,,384.0,0.025,7m,1.0,1.5,1.7000000000000002,960.0,1024.0,0.025,6m,1.2000000000000002,1.3,1.4000000000000001,440.0,56,0.05,6m,1.2000000000000002,0.6,1.5,1008,400.0,0.025,8m,1.5,1.1,1.3,104.0,0.05,9,COMPLETE
122,122,6.3634830430089036,2025-06-15 23:18:31.794523,2025-06-15 23:18:40.039526,0 days 00:00:08.245003,832.0,0.025,10m,1.5,0.9,1.8000000000000003,416.0,128.0,0.025,9m,0.7,0.8,1.6,976.0,240.0,0.05,8m,0.9,0.6,1.8000000000000003,816.0,64.0,0.025,7m,0.6,0.7,1.2000000000000002,56.0,1024.0,0.025,9m,1.2000000000000002,1.3,1.4000000000000001,32.0,,,,,,,,528.0,0.025,7m,1.2000000000000002,1.5,1.8000000000000003,952.0,928.0,0.025,6m,1.3,1.3,1.3,448.0,88,0.05,6m,1.2000000000000002,0.6,1.3,168,376.0,0.025,8m,1.5,1.1,1.3,160.0,0.1,9,COMPLETE
123,123,3.816537592632853,2025-06-15 23:18:40.099363,2025-06-15 23:18:49.054148,0 days 00:00:08.954785,840.0,0.025,10m,1.5,0.9,1.9000000000000001,552.0,128.0,0.025,9m,0.7,0.8,1.6,984.0,248.0,0.05,8m,0.9,0.6,1.8000000000000003,864.0,64.0,0.025,7m,0.5,0.6,1.2000000000000002,64.0,1000.0,0.025,9m,1.2000000000000002,1.2000000000000002,1.5,80.0,,,,,,,,528.0,0.025,7m,1.2000000000000002,1.5,1.8000000000000003,888.0,872.0,0.025,6m,1.3,1.3,1.3,456.0,96,0.05,6m,1.3,0.5,1.3,168,376.0,0.025,8m,1.5,1.2000000000000002,1.3,56.0,0.15000000000000002,9,COMPLETE
124,124,1.9388076596580417,2025-06-15 23:18:49.137063,2025-06-15 23:18:56.414512,0 days 00:00:07.277449,800.0,0.025,10m,1.5,0.9,1.8000000000000003,512.0,,,,,,,,288.0,0.05,8m,0.8,0.5,1.8000000000000003,776.0,32.0,0.025,7m,0.6,0.6,1.1,40.0,1016.0,0.025,9m,1.3,1.4,1.4000000000000001,16.0,,,,,,,,600.0,0.025,7m,1.0,1.5,1.9000000000000001,952.0,,,,,,,,136,0.05,6m,1.1,0.6,1.3,288,328.0,0.025,8m,1.5,1.1,1.2000000000000002,216.0,0.1,7,COMPLETE
125,125,3.1273632612602937,2025-06-15 23:18:56.493973,2025-06-15 23:19:06.138008,0 days 00:00:09.644035,888.0,0.025,10m,1.5,1.0,1.9000000000000001,472.0,136.0,0.025,9m,0.8,0.8,1.5,992.0,392.0,0.05,8m,0.9,0.6,1.8000000000000003,728.0,200.0,0.025,9m,1.1,0.7,1.2000000000000002,152.0,976.0,0.025,9m,1.0,1.0,1.4000000000000001,112.0,,,,,,,,576.0,0.025,7m,1.4,1.5,1.8000000000000003,936.0,840.0,0.025,6m,1.3,1.4,1.2000000000000002,480.0,64,0.05,2m,1.2000000000000002,0.5,1.3,512,280.0,0.025,8m,1.5,0.6,1.3,168.0,0.05,9,COMPLETE
126,126,1.4827114340035037,2025-06-15 23:19:06.238657,2025-06-15 23:19:16.536721,0 days 00:00:10.298064,864.0,0.025,10m,1.5,0.9,1.6,432.0,208.0,0.025,9m,0.6,0.9,1.7000000000000002,936.0,336.0,0.05,8m,0.8,0.6,1.8000000000000003,896.0,112.0,0.025,7m,0.7,0.7,1.5,976.0,1024.0,0.025,9m,1.1,1.1,1.4000000000000001,48.0,520.0,0.05,3m,0.9,1.5,1.2000000000000002,552.0,424.0,0.025,7m,1.3,1.5,1.8000000000000003,1000.0,232.0,0.025,6m,1.1,1.2000000000000002,1.3,440.0,168,0.05,6m,1.3,0.6,1.4000000000000001,432,456.0,0.025,8m,1.4,1.0,1.3,272.0,0.35000000000000003,10,COMPLETE
127,127,-6.165489333617414,2025-06-15 23:19:16.622329,2025-06-15 23:19:25.070605,0 days 00:00:08.448276,752.0,0.025,10m,1.5,0.8,1.7000000000000002,448.0,,,,,,,,200.0,0.05,8m,1.0,0.7,1.9000000000000001,808.0,648.0,0.025,7m,0.6,1.1,1.6,96.0,944.0,0.025,1m,1.1,1.3,1.4000000000000001,832.0,,,,,,,,456.0,0.025,7m,1.1,1.5,1.8000000000000003,904.0,1024.0,0.025,6m,1.3,1.3,1.3,776.0,80,0.05,6m,1.2000000000000002,0.6,1.7000000000000002,480,496.0,0.025,8m,1.5,1.1,2.0,120.0,0.1,8,COMPLETE
128,128,0.4959503681960762,2025-06-15 23:19:25.140967,2025-06-15 23:19:34.502662,0 days 00:00:09.361695,824.0,0.025,10m,1.4,0.9,1.8000000000000003,72.0,112.0,0.025,9m,0.6,0.7,1.4000000000000001,992.0,248.0,0.05,1m,0.9,0.5,2.0,944.0,144.0,0.025,3m,0.6,0.7,1.3,184.0,968.0,0.025,9m,1.2000000000000002,1.4,1.5,72.0,,,,,,,,488.0,0.025,7m,0.8,1.5,1.9000000000000001,960.0,920.0,0.025,8m,1.4,1.3,1.4000000000000001,520.0,56,0.05,5m,1.3,0.7,1.2000000000000002,1024,360.0,0.025,8m,1.4,1.0,1.2000000000000002,200.0,0.15000000000000002,9,COMPLETE
129,129,1.6470479843148653,2025-06-15 23:19:34.596552,2025-06-15 23:19:42.709335,0 days 00:00:08.112783,784.0,0.025,1m,1.5,0.8,1.9000000000000001,416.0,,,,,,,,464.0,0.05,8m,0.8,0.6,1.8000000000000003,856.0,160.0,0.025,7m,0.7,1.0,1.1,248.0,1024.0,0.025,10m,0.9,1.4,1.3,96.0,,,,,,,,792.0,0.025,3m,1.2000000000000002,1.5,1.7000000000000002,824.0,336.0,0.025,6m,1.5,1.4,1.4000000000000001,400.0,208,0.05,6m,1.1,0.5,1.2000000000000002,256,424.0,0.025,7m,0.8,1.2000000000000002,1.4000000000000001,248.0,0.2,8,COMPLETE
130,130,-2.4764827278872565,2025-06-15 23:19:42.784360,2025-06-15 23:19:52.532865,0 days 00:00:09.748505,816.0,0.025,10m,1.4,0.9,1.8000000000000003,592.0,192.0,0.025,7m,0.5,1.3,1.3,40.0,432.0,0.05,5m,0.9,0.6,1.8000000000000003,768.0,560.0,0.025,6m,0.9,0.9,1.2000000000000002,56.0,992.0,0.025,8m,1.3,1.3,1.2000000000000002,40.0,648.0,0.05,5m,0.8,1.0,1.3,656.0,72.0,0.025,2m,0.7,1.4,1.6,392.0,824.0,0.025,10m,1.1,1.2000000000000002,1.3,256.0,112,0.05,4m,1.4,0.6,1.6,80,232.0,0.025,9m,1.5,1.1,1.5,328.0,0.05,10,COMPLETE
131,131,0.5302481442502551,2025-06-15 23:19:52.615567,2025-06-15 23:20:01.920690,0 days 00:00:09.305123,904.0,0.025,9m,0.6,0.8,1.8000000000000003,464.0,16.0,0.025,6m,0.5,0.9,1.6,904.0,320.0,0.05,3m,0.9,0.7,1.7000000000000002,832.0,88.0,0.025,7m,0.6,0.8,1.2000000000000002,128.0,912.0,0.025,9m,1.2000000000000002,1.3,1.3,32.0,,,,,,,,360.0,0.025,4m,0.7,1.4,1.7000000000000002,984.0,936.0,0.025,4m,1.2000000000000002,1.3,1.4000000000000001,328.0,40,0.05,6m,1.2000000000000002,0.6,1.5,912,400.0,0.025,4m,1.5,1.1,1.3,152.0,0.1,9,COMPLETE
132,132,3.8449184676117647,2025-06-15 23:20:01.998432,2025-06-15 23:20:10.819143,0 days 00:00:08.820711,696.0,0.025,5m,1.4,0.7,1.8000000000000003,408.0,112.0,0.025,3m,0.5,1.0,1.6,936.0,280.0,0.05,9m,1.0,0.6,1.7000000000000002,808.0,40.0,0.025,7m,0.6,0.7,1.2000000000000002,160.0,944.0,0.025,9m,1.2000000000000002,1.2000000000000002,1.3,56.0,,,,,,,,384.0,0.025,7m,1.0,1.4,1.7000000000000002,1000.0,992.0,0.025,2m,1.2000000000000002,1.3,1.4000000000000001,288.0,80,0.05,6m,1.2000000000000002,0.6,1.5,976,408.0,0.025,4m,1.5,1.1,1.3,144.0,0.1,9,COMPLETE
133,133,4.253420894264346,2025-06-15 23:20:10.885756,2025-06-15 23:20:19.211951,0 days 00:00:08.326195,744.0,0.025,9m,1.5,0.8,1.9000000000000001,392.0,48.0,0.025,6m,1.1,1.2000000000000002,1.5,904.0,368.0,0.05,9m,0.9,0.7,1.6,968.0,104.0,0.025,7m,0.7,0.8,1.2000000000000002,128.0,808.0,0.025,9m,1.2000000000000002,1.3,1.3,16.0,,,,,,,,520.0,0.025,10m,0.9,0.8,1.7000000000000002,968.0,960.0,0.025,4m,1.2000000000000002,1.3,1.5,376.0,32,0.05,6m,1.2000000000000002,0.7,1.4000000000000001,944,344.0,0.025,4m,1.5,1.1,1.2000000000000002,176.0,0.1,9,COMPLETE
134,134,5.142109169356593,2025-06-15 23:20:19.295816,2025-06-15 23:20:27.397259,0 days 00:00:08.101443,752.0,0.025,10m,1.5,0.8,1.9000000000000001,376.0,128.0,0.025,6m,1.1,1.2000000000000002,1.5,1024.0,368.0,0.05,9m,0.9,0.7,1.6,984.0,192.0,0.025,7m,0.7,0.8,1.1,80.0,776.0,0.025,9m,1.0,1.4,1.3,16.0,,,,,,,,552.0,0.025,10m,0.9,0.8,1.8000000000000003,952.0,288.0,0.025,8m,1.1,1.3,1.5,384.0,56,0.05,6m,1.3,0.5,1.4000000000000001,936,336.0,0.025,4m,1.5,1.2000000000000002,1.2000000000000002,216.0,0.15000000000000002,9,COMPLETE
135,135,2.4298584591667476,2025-06-15 23:20:27.472475,2025-06-15 23:20:36.706341,0 days 00:00:09.233866,840.0,0.025,10m,1.5,0.8,1.9000000000000001,336.0,288.0,0.025,6m,1.0,1.4,1.5,1024.0,392.0,0.05,8m,0.9,0.7,1.6,984.0,256.0,0.025,7m,0.8,0.9,1.1,32.0,760.0,0.025,9m,1.0,1.4,1.4000000000000001,72.0,376.0,0.025,4m,1.3,0.6,1.1,424.0,560.0,0.025,6m,1.0,0.8,1.8000000000000003,920.0,296.0,0.025,8m,1.1,1.5,1.7000000000000002,464.0,96,0.05,6m,1.3,0.5,1.4000000000000001,200,376.0,0.025,3m,1.4,1.3,1.2000000000000002,208.0,0.15000000000000002,10,COMPLETE
136,136,-16.350273865065194,2025-06-15 23:20:36.787316,2025-06-15 23:20:44.793096,0 days 00:00:08.005780,768.0,0.025,10m,1.5,0.9,2.0,312.0,168.0,0.025,6m,1.1,1.2000000000000002,1.1,984.0,352.0,0.05,9m,0.8,0.6,1.5,896.0,192.0,0.025,1m,0.7,0.8,1.1,80.0,616.0,0.025,9m,1.0,1.5,1.3,16.0,,,,,,,,720.0,0.025,10m,0.9,0.8,1.8000000000000003,944.0,280.0,0.025,8m,1.0,1.3,1.3,400.0,144,0.05,6m,1.3,0.5,1.3,896,320.0,0.025,4m,1.5,1.2000000000000002,1.2000000000000002,288.0,0.15000000000000002,9,COMPLETE
137,137,-1.584189199769864,2025-06-15 23:20:44.867146,2025-06-15 23:20:53.407056,0 days 00:00:08.539910,792.0,0.025,10m,1.4,0.8,1.9000000000000001,376.0,120.0,0.025,1m,1.2000000000000002,1.2000000000000002,1.5,960.0,336.0,0.05,9m,1.0,0.7,1.8000000000000003,928.0,232.0,0.025,10m,0.7,0.9,1.1,64.0,776.0,0.025,6m,1.0,1.4,1.4000000000000001,48.0,,,,,,,,544.0,0.025,10m,0.8,0.6,1.8000000000000003,872.0,432.0,0.025,8m,1.1,1.4,1.5,432.0,56,0.05,9m,1.3,0.5,1.6,936,520.0,0.025,5m,1.5,1.2000000000000002,1.3,96.0,0.15000000000000002,9,COMPLETE
138,138,-2.2411637277930785,2025-06-15 23:20:53.486879,2025-06-15 23:21:03.055052,0 days 00:00:09.568173,552.0,0.025,7m,1.5,1.0,1.9000000000000001,688.0,408.0,0.025,9m,0.7,0.7,1.5,1000.0,408.0,0.05,9m,0.9,0.6,1.9000000000000001,1008.0,208.0,0.025,2m,0.8,0.6,1.1,96.0,736.0,0.025,2m,1.0,1.5,1.2000000000000002,96.0,24.0,0.025,10m,1.4,1.3,1.6,744.0,472.0,0.025,1m,1.0,1.5,1.6,1024.0,328.0,0.025,7m,1.1,1.2000000000000002,1.6,352.0,656,0.05,7m,1.4,0.5,1.6,992,472.0,0.025,2m,1.4,1.2000000000000002,1.1,216.0,0.15000000000000002,10,COMPLETE
139,139,-1.9488896841651928,2025-06-15 23:21:03.127373,2025-06-15 23:21:10.428524,0 days 00:00:07.301151,640.0,0.025,3m,1.4,0.8,2.0,432.0,,,,,,,,376.0,0.05,4m,0.7,0.5,1.8000000000000003,872.0,168.0,0.025,7m,0.7,0.8,1.6,32.0,704.0,0.025,3m,1.1,1.0,1.3,72.0,,,,,,,,504.0,0.025,8m,0.9,1.3,1.8000000000000003,896.0,384.0,0.025,6m,1.3,1.3,1.4000000000000001,384.0,128,0.05,10m,1.3,0.5,1.4000000000000001,960,264.0,0.025,4m,1.4,1.1,1.2000000000000002,256.0,0.2,8,COMPLETE
140,140,2.3463709975376426,2025-06-15 23:21:10.501305,2025-06-15 23:21:18.999055,0 days 00:00:08.497750,856.0,0.025,10m,1.4,0.9,1.9000000000000001,504.0,96.0,0.025,6m,0.6,1.3,1.4000000000000001,944.0,512.0,0.05,9m,0.9,0.6,1.6,848.0,184.0,0.025,8m,0.5,0.7,1.1,144.0,672.0,0.025,9m,0.9,1.4,1.4000000000000001,152.0,,,,,,,,336.0,0.025,10m,0.8,1.5,1.9000000000000001,952.0,216.0,0.025,9m,0.9,1.1,1.4000000000000001,592.0,256,0.05,6m,1.3,1.0,1.7000000000000002,136,448.0,0.025,1m,1.5,1.2000000000000002,1.3,560.0,0.15000000000000002,9,COMPLETE
