,number,value,datetime_start,datetime_complete,duration,params_AMAT_TXN_beta_win,params_AMAT_TXN_stop_loss,params_AMAT_TXN_trade_freq,params_AMAT_TXN_z_entry,params_AMAT_TXN_z_exit,params_AMAT_TXN_z_stop_scaler,params_AMAT_TXN_z_win,params_ASML_CSCO_beta_win,params_ASML_CSCO_stop_loss,params_ASML_CSCO_trade_freq,params_ASML_CSCO_z_entry,params_ASML_CSCO_z_exit,params_ASML_CSCO_z_stop_scaler,params_ASML_CSCO_z_win,params_CHTR_CTAS_beta_win,params_CHTR_CTAS_stop_loss,params_CHTR_CTAS_trade_freq,params_CHTR_CTAS_z_entry,params_CHTR_CTAS_z_exit,params_CHTR_CTAS_z_stop_scaler,params_CHTR_CTAS_z_win,params_CMCSA_CSCO_beta_win,params_CMCSA_CSCO_stop_loss,params_CMCSA_CSCO_trade_freq,params_CMCSA_CSCO_z_entry,params_CMCSA_CSCO_z_exit,params_CMCSA_CSCO_z_stop_scaler,params_CMCSA_CSCO_z_win,params_CSCO_GOOGL_beta_win,params_CSCO_GOOGL_stop_loss,params_CSCO_GOOGL_trade_freq,params_CSCO_GOOGL_z_entry,params_CSCO_GOOGL_z_exit,params_CSCO_GOOGL_z_stop_scaler,params_CSCO_GOOGL_z_win,params_CSCO_GOOG_beta_win,params_CSCO_GOOG_stop_loss,params_CSCO_GOOG_trade_freq,params_CSCO_GOOG_z_entry,params_CSCO_GOOG_z_exit,params_CSCO_GOOG_z_stop_scaler,params_CSCO_GOOG_z_win,params_CSCO_NXPI_beta_win,params_CSCO_NXPI_stop_loss,params_CSCO_NXPI_trade_freq,params_CSCO_NXPI_z_entry,params_CSCO_NXPI_z_exit,params_CSCO_NXPI_z_stop_scaler,params_CSCO_NXPI_z_win,params_CSCO_SBUX_beta_win,params_CSCO_SBUX_stop_loss,params_CSCO_SBUX_trade_freq,params_CSCO_SBUX_z_entry,params_CSCO_SBUX_z_exit,params_CSCO_SBUX_z_stop_scaler,params_CSCO_SBUX_z_win,params_CSCO_TXN_beta_win,params_CSCO_TXN_stop_loss,params_CSCO_TXN_trade_freq,params_CSCO_TXN_z_entry,params_CSCO_TXN_z_exit,params_CSCO_TXN_z_stop_scaler,params_CSCO_TXN_z_win,params_LRCX_TXN_beta_win,params_LRCX_TXN_stop_loss,params_LRCX_TXN_trade_freq,params_LRCX_TXN_z_entry,params_LRCX_TXN_z_exit,params_LRCX_TXN_z_stop_scaler,params_LRCX_TXN_z_win,params_buffer_capital,params_pairs_to_trade,state
58,58,-100.0,2025-06-15 23:06:07.734034,2025-06-15 23:06:09.006844,0 days 00:00:01.272810,,,,,,,,176,0.05,2m,1.5,0.8,1.1,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
59,59,-0.7504284106504504,2025-06-15 23:06:09.106846,2025-06-15 23:06:12.382153,0 days 00:00:03.275307,128.0,0.05,6m,1.4,0.7,1.4000000000000001,352.0,320,0.05,6m,1.2000000000000002,1.0,1.2000000000000002,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,0.025,3m,0.9,1.3,2.0,24.0,,,,,,,,,,,,,,,0.2,3,COMPLETE
60,60,-1.9102173330730845,2025-06-15 23:06:12.470093,2025-06-15 23:06:18.289179,0 days 00:00:05.819086,384.0,0.05,3m,1.5,0.8,1.6,672.0,224,0.05,6m,1.4,0.9,1.1,800,736.0,0.05,3m,0.7,0.6,1.9000000000000001,240.0,,,,,,,,128.0,0.05,8m,0.7,1.1,1.2000000000000002,424.0,,,,,,,,,,,,,,,288.0,0.025,9m,1.4,0.9,1.8000000000000003,224.0,,,,,,,,32.0,0.05,3m,1.1,0.5,1.8000000000000003,216.0,0.05,6,COMPLETE
61,61,0.3616145862978721,2025-06-15 23:06:18.373639,2025-06-15 23:06:20.395969,0 days 00:00:02.022330,,,,,,,,120,0.05,6m,1.4,0.8,1.2000000000000002,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.0,0.025,10m,1.4,1.1,1.9000000000000001,104.0,,,,,,,,,,,,,,,0.05,2,COMPLETE
62,62,-1.07579113749225,2025-06-15 23:06:20.458815,2025-06-15 23:06:22.653546,0 days 00:00:02.194731,,,,,,,,144,0.05,6m,1.5,0.7,1.2000000000000002,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.0,0.025,10m,1.3,1.0,2.0,152.0,,,,,,,,,,,,,,,0.1,2,COMPLETE
63,63,-0.027652974356589196,2025-06-15 23:06:22.709212,2025-06-15 23:06:24.535498,0 days 00:00:01.826286,,,,,,,,64,0.05,6m,1.3,0.8,1.3,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,0.025,10m,1.5,1.1,1.9000000000000001,72.0,,,,,,,,,,,,,,,0.1,2,COMPLETE
64,64,-100.0,2025-06-15 23:06:24.586264,2025-06-15 23:06:25.628046,0 days 00:00:01.041782,,,,,,,,632,0.05,6m,1.4,0.7,1.1,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
65,65,-1.8921643109501307,2025-06-15 23:06:25.677916,2025-06-15 23:06:28.571661,0 days 00:00:02.893745,272.0,0.05,7m,1.0,1.0,1.2000000000000002,496.0,272,0.05,1m,1.3,0.8,1.2000000000000002,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,0.025,7m,1.3,1.0,1.9000000000000001,16.0,,,,,,,,,,,,,,,0.05,3,COMPLETE
66,66,0.854166362359458,2025-06-15 23:06:28.623044,2025-06-15 23:06:31.302478,0 days 00:00:02.679434,536.0,0.05,9m,0.8,0.6,1.2000000000000002,136.0,160,0.05,3m,1.5,0.9,1.3,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0,0.025,10m,1.4,1.2000000000000002,1.8000000000000003,120.0,,,,,,,,,,,,,,,0.1,3,COMPLETE
67,67,-2.2638230557346226,2025-06-15 23:06:31.371308,2025-06-15 23:06:35.299169,0 days 00:00:03.927861,568.0,0.05,9m,0.8,0.6,1.2000000000000002,280.0,48,0.05,3m,1.5,0.9,1.3,880,432.0,0.025,9m,1.3,1.1,1.4000000000000001,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,0.025,4m,1.5,1.3,1.7000000000000002,392.0,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
68,68,-3.638642510576705,2025-06-15 23:06:35.393355,2025-06-15 23:06:39.070495,0 days 00:00:03.677140,448.0,0.05,9m,0.8,0.6,1.3,104.0,168,0.05,4m,1.5,1.0,2.0,752,928.0,0.05,6m,0.9,1.1,1.7000000000000002,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0,0.025,10m,0.7,1.2000000000000002,1.8000000000000003,128.0,,,,,,,,,,,,,,,0.1,4,COMPLETE
69,69,-0.8918011429791581,2025-06-15 23:06:39.125007,2025-06-15 23:06:42.137259,0 days 00:00:03.012252,672.0,0.05,8m,0.9,0.5,1.1,200.0,720,0.05,3m,1.4,0.9,1.4000000000000001,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.0,0.025,10m,1.5,1.2000000000000002,1.7000000000000002,168.0,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
70,70,-2.8652895098462348,2025-06-15 23:06:42.201741,2025-06-15 23:06:45.272535,0 days 00:00:03.070794,328.0,0.05,9m,0.6,0.7,1.2000000000000002,376.0,88,0.05,10m,1.5,1.1,1.7000000000000002,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,0.05,5m,1.4,1.4,1.8000000000000003,48.0,,,,,,,,,,,,,,,0.25,3,COMPLETE
71,71,0.8520362531890063,2025-06-15 23:06:45.338561,2025-06-15 23:06:47.363396,0 days 00:00:02.024835,,,,,,,,128,0.05,3m,1.4,0.8,1.2000000000000002,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,0.025,10m,1.4,1.1,1.9000000000000001,96.0,,,,,,,,,,,,,,,0.05,2,COMPLETE
72,72,-0.9124595933393701,2025-06-15 23:06:47.432665,2025-06-15 23:06:49.511078,0 days 00:00:02.078413,,,,,,,,216,0.05,3m,1.4,0.8,1.2000000000000002,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,0.025,10m,1.3,1.1,2.0,256.0,,,,,,,,,,,,,,,0.1,2,COMPLETE
73,73,1.208383583311548,2025-06-15 23:06:49.567841,2025-06-15 23:06:51.502133,0 days 00:00:01.934292,,,,,,,,112,0.05,3m,1.5,0.7,1.1,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0,0.025,10m,1.4,1.0,1.9000000000000001,120.0,,,,,,,,,,,,,,,0.05,2,COMPLETE
74,74,-100.0,2025-06-15 23:06:51.552801,2025-06-15 23:06:52.565128,0 days 00:00:01.012327,,,,,,,,120,0.05,3m,1.3,0.7,1.2000000000000002,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
75,75,1.0617456328311767,2025-06-15 23:06:52.618281,2025-06-15 23:06:54.854216,0 days 00:00:02.235935,,,,,,,,32,0.05,3m,1.4,0.6,1.3,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,0.025,10m,1.4,1.1,1.6,104.0,,,,,,,,,,,,,,,0.05,2,COMPLETE
76,76,1.1693962493134562,2025-06-15 23:06:54.913336,2025-06-15 23:06:56.967962,0 days 00:00:02.054626,,,,,,,,16,0.05,3m,1.4,0.6,1.4000000000000001,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.0,0.025,10m,1.4,0.9,1.4000000000000001,48.0,,,,,,,,,,,,,,,0.05,2,COMPLETE
77,77,-0.0626732115994754,2025-06-15 23:06:57.061883,2025-06-15 23:06:59.080985,0 days 00:00:02.019102,,,,,,,,16,0.05,3m,1.5,0.6,1.4000000000000001,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.0,0.025,10m,1.2000000000000002,0.8,1.4000000000000001,48.0,,,,,,,,,,,,,,,0.05,2,COMPLETE
78,78,-100.0,2025-06-15 23:06:59.150132,2025-06-15 23:07:00.103897,0 days 00:00:00.953765,,,,,,,,40,0.025,3m,1.4,0.5,1.3,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
