,number,value,datetime_start,datetime_complete,duration,params_ADP_PAYX_beta_win,params_ADP_PAYX_stop_loss,params_ADP_PAYX_trade_freq,params_ADP_PAYX_z_entry,params_ADP_PAYX_z_exit,params_ADP_PAYX_z_stop_scaler,params_ADP_PAYX_z_win,params_AMGN_ANSS_beta_win,params_AMGN_ANSS_stop_loss,params_AMGN_ANSS_trade_freq,params_AMGN_ANSS_z_entry,params_AMGN_ANSS_z_exit,params_AMGN_ANSS_z_stop_scaler,params_AMGN_ANSS_z_win,params_AMZN_ON_beta_win,params_AMZN_ON_stop_loss,params_AMZN_ON_trade_freq,params_AMZN_ON_z_entry,params_AMZN_ON_z_exit,params_AMZN_ON_z_stop_scaler,params_AMZN_ON_z_win,params_GFS_EXC_beta_win,params_GFS_EXC_stop_loss,params_GFS_EXC_trade_freq,params_GFS_EXC_z_entry,params_GFS_EXC_z_exit,params_GFS_EXC_z_stop_scaler,params_GFS_EXC_z_win,params_GOOGL_ON_beta_win,params_GOOGL_ON_stop_loss,params_GOOGL_ON_trade_freq,params_GOOGL_ON_z_entry,params_GOOGL_ON_z_exit,params_GOOGL_ON_z_stop_scaler,params_GOOGL_ON_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_GOOG_ON_beta_win,params_GOOG_ON_stop_loss,params_GOOG_ON_trade_freq,params_GOOG_ON_z_entry,params_GOOG_ON_z_exit,params_GOOG_ON_z_stop_scaler,params_GOOG_ON_z_win,params_NXPI_ANSS_beta_win,params_NXPI_ANSS_stop_loss,params_NXPI_ANSS_trade_freq,params_NXPI_ANSS_z_entry,params_NXPI_ANSS_z_exit,params_NXPI_ANSS_z_stop_scaler,params_NXPI_ANSS_z_win,params_WBD_ANSS_beta_win,params_WBD_ANSS_stop_loss,params_WBD_ANSS_trade_freq,params_WBD_ANSS_z_entry,params_WBD_ANSS_z_exit,params_WBD_ANSS_z_stop_scaler,params_WBD_ANSS_z_win,params_WDAY_ANSS_beta_win,params_WDAY_ANSS_stop_loss,params_WDAY_ANSS_trade_freq,params_WDAY_ANSS_z_entry,params_WDAY_ANSS_z_exit,params_WDAY_ANSS_z_stop_scaler,params_WDAY_ANSS_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,-0.3998782501801167,2025-06-16 00:52:38.943720,2025-06-16 00:52:41.489796,0 days 00:00:02.546076,,,,,,,,344,0.05,5m,1.3,0.9,1.1,504,296.0,0.025,10m,1.5,0.9,1.6,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,0.05,6m,1.4,0.6,1.1,320.0,,,,,,,,0.2,3,COMPLETE
1,1,-21.616051788318252,2025-06-16 00:52:41.616796,2025-06-16 00:52:48.878731,0 days 00:00:07.261935,,,,,,,,984,0.025,6m,1.0,1.2000000000000002,1.6,592,112.0,0.05,3m,1.2000000000000002,1.2000000000000002,1.4000000000000001,288.0,808.0,0.05,7m,1.5,0.7,1.7000000000000002,1008.0,216.0,0.025,8m,0.8,1.0,2.0,712.0,40.0,0.05,1m,0.6,0.6,1.1,416.0,152.0,0.025,9m,0.7,1.2000000000000002,1.6,1016.0,176.0,0.05,9m,0.9,0.8,1.7000000000000002,464.0,576.0,0.025,10m,0.7,1.3,1.1,384.0,488.0,0.05,7m,1.4,1.4,1.6,512.0,0.3,9,COMPLETE
2,2,-1.2772641866117687,2025-06-16 00:52:48.944689,2025-06-16 00:52:56.105032,0 days 00:00:07.160343,,,,,,,,584,0.025,8m,1.3,0.6,1.6,376,368.0,0.05,8m,0.7,1.0,1.9000000000000001,376.0,432.0,0.05,3m,1.0,1.5,1.4000000000000001,280.0,384.0,0.05,9m,1.3,1.0,1.5,384.0,888.0,0.05,5m,1.4,0.9,1.2000000000000002,456.0,96.0,0.05,9m,0.7,1.0,1.1,560.0,488.0,0.05,7m,0.6,1.4,1.3,352.0,496.0,0.05,7m,1.5,1.1,1.6,672.0,920.0,0.025,9m,0.7,0.7,2.0,608.0,0.15000000000000002,9,COMPLETE
3,3,-1.1577696881040218,2025-06-16 00:52:56.161749,2025-06-16 00:52:59.487960,0 days 00:00:03.326211,,,,,,,,264,0.05,10m,1.5,0.5,1.6,720,144.0,0.05,4m,0.5,0.7,1.5,632.0,,,,,,,,,,,,,,,600.0,0.05,10m,0.9,1.3,1.5,224.0,,,,,,,,,,,,,,,848.0,0.025,6m,0.9,1.3,1.1,672.0,,,,,,,,0.05,4,COMPLETE
4,4,-2.2915090473809303,2025-06-16 00:52:59.563107,2025-06-16 00:53:06.026493,0 days 00:00:06.463386,,,,,,,,216,0.025,10m,1.2000000000000002,0.7,1.7000000000000002,480,864.0,0.05,2m,1.4,0.9,2.0,168.0,344.0,0.05,4m,0.6,1.0,1.9000000000000001,600.0,88.0,0.025,8m,1.5,0.7,1.3,848.0,656.0,0.05,6m,0.6,1.2000000000000002,1.9000000000000001,208.0,816.0,0.05,7m,1.5,1.3,2.0,1008.0,,,,,,,,112.0,0.025,3m,0.6,0.6,1.9000000000000001,248.0,392.0,0.025,5m,1.4,0.8,1.1,144.0,0.4,8,COMPLETE
5,5,-13.193191766368741,2025-06-16 00:53:06.089979,2025-06-16 00:53:11.405960,0 days 00:00:05.315981,,,,,,,,792,0.025,5m,1.5,1.0,1.6,528,800.0,0.025,10m,0.8,0.7,1.2000000000000002,552.0,288.0,0.025,4m,0.9,0.7,1.4000000000000001,912.0,936.0,0.025,1m,0.6,1.2000000000000002,1.6,976.0,1000.0,0.025,9m,1.4,0.5,1.4000000000000001,320.0,,,,,,,,,,,,,,,224.0,0.025,8m,0.7,1.1,1.2000000000000002,984.0,,,,,,,,0.35000000000000003,6,COMPLETE
6,6,-4.94919595926105,2025-06-16 00:53:11.459371,2025-06-16 00:53:19.177156,0 days 00:00:07.717785,,,,,,,,608,0.05,2m,1.4,1.5,1.3,472,672.0,0.05,4m,1.4,0.6,1.2000000000000002,776.0,,,,,,,,,,,,,,,224.0,0.025,2m,1.0,0.5,1.2000000000000002,832.0,,,,,,,,,,,,,,,720.0,0.025,4m,0.7,1.5,1.2000000000000002,784.0,,,,,,,,0.4,4,COMPLETE
7,7,-3.9084128444445527,2025-06-16 00:53:19.297837,2025-06-16 00:53:28.634668,0 days 00:00:09.336831,,,,,,,,392,0.05,7m,0.6,1.2000000000000002,1.1,104,264.0,0.025,5m,1.3,0.6,1.5,240.0,,,,,,,,,,,,,,,624.0,0.025,8m,1.1,1.3,1.2000000000000002,528.0,,,,,,,,,,,,,,,992.0,0.025,2m,1.2000000000000002,1.3,1.1,720.0,,,,,,,,0.3,4,COMPLETE
8,8,-3.199056786573414,2025-06-16 00:53:28.766403,2025-06-16 00:53:32.870003,0 days 00:00:04.103600,,,,,,,,704,0.05,7m,0.5,0.8,1.9000000000000001,256,944.0,0.05,3m,1.4,1.3,1.4000000000000001,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
9,9,-8.762200617563247,2025-06-16 00:53:32.968234,2025-06-16 00:53:39.395480,0 days 00:00:06.427246,,,,,,,,560,0.025,4m,0.5,0.6,1.3,528,952.0,0.05,1m,0.7,0.6,1.8000000000000003,496.0,264.0,0.025,6m,0.8,0.9,1.1,536.0,584.0,0.025,1m,1.3,0.8,1.1,744.0,312.0,0.025,8m,1.0,0.7,1.7000000000000002,792.0,976.0,0.05,10m,0.7,0.9,1.8000000000000003,280.0,,,,,,,,344.0,0.025,10m,0.7,1.0,1.5,40.0,,,,,,,,0.1,7,COMPLETE
10,10,-2.1168489947946054,2025-06-16 00:53:39.481651,2025-06-16 00:53:40.497986,0 days 00:00:01.016335,,,,,,,,32,0.05,1m,1.0,0.9,1.1,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
11,11,-6.139997562084598,2025-06-16 00:53:40.591904,2025-06-16 00:53:44.026504,0 days 00:00:03.434600,,,,,,,,256,0.05,9m,1.2000000000000002,0.5,1.4000000000000001,792,32.0,0.025,7m,0.5,0.9,1.7000000000000002,672.0,,,,,,,,,,,,,,,448.0,0.05,10m,0.8,1.5,1.6,104.0,,,,,,,,,,,,,,,960.0,0.05,6m,1.1,0.5,1.5,496.0,,,,,,,,0.05,4,COMPLETE
12,12,-2.957015892706378,2025-06-16 00:53:44.085860,2025-06-16 00:53:46.763222,0 days 00:00:02.677362,,,,,,,,368,0.05,10m,1.5,1.2000000000000002,1.9000000000000001,728,416.0,0.025,6m,1.0,1.5,1.6,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.0,0.05,6m,1.4,0.8,1.3,264.0,,,,,,,,0.2,3,COMPLETE
13,13,-4.9954247836823695,2025-06-16 00:53:46.831291,2025-06-16 00:53:51.164301,0 days 00:00:04.333010,,,,,,,,144,0.05,5m,0.8,1.5,1.4000000000000001,752,192.0,0.025,10m,1.1,0.8,1.6,424.0,912.0,0.025,2m,1.5,1.5,2.0,48.0,,,,,,,,760.0,0.05,7m,1.2000000000000002,1.0,2.0,16.0,,,,,,,,,,,,,,,384.0,0.05,1m,0.9,0.8,1.4000000000000001,552.0,,,,,,,,0.2,5,COMPLETE
14,14,-0.0586420291569543,2025-06-16 00:53:51.223356,2025-06-16 00:53:52.265208,0 days 00:00:01.041852,,,,,,,,392,0.05,3m,1.3,0.5,1.8000000000000003,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
15,15,-0.11211316026325013,2025-06-16 00:53:52.316256,2025-06-16 00:53:53.329993,0 days 00:00:01.013737,,,,,,,,416,0.05,3m,1.2000000000000002,0.8,2.0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
16,16,-0.16583620384193645,2025-06-16 00:53:53.398248,2025-06-16 00:53:54.367779,0 days 00:00:00.969531,,,,,,,,480,0.05,3m,1.1,0.7,2.0,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
17,17,-1.3486466193338396,2025-06-16 00:53:54.448160,2025-06-16 00:53:56.293974,0 days 00:00:01.845814,,,,,,,,456,0.05,3m,0.8,0.7,1.8000000000000003,912,584.0,0.025,9m,0.9,1.5,1.1,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
18,18,-0.05978526014980528,2025-06-16 00:53:56.365488,2025-06-16 00:53:57.320800,0 days 00:00:00.955312,,,,,,,,888,0.05,3m,0.9,1.0,2.0,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
19,19,0.37057796453320774,2025-06-16 00:53:57.389362,2025-06-16 00:53:59.300389,0 days 00:00:01.911027,,,,,,,,1016,0.05,3m,0.8,1.3,1.8000000000000003,848,520.0,0.025,6m,1.0,1.2000000000000002,2.0,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
20,20,-0.7076637751613492,2025-06-16 00:53:59.375576,2025-06-16 00:54:01.291095,0 days 00:00:01.915519,,,,,,,,704,0.025,3m,0.7,1.3,1.8000000000000003,856,528.0,0.025,6m,1.1,1.2000000000000002,2.0,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
21,21,0.13361072118833459,2025-06-16 00:54:01.345849,2025-06-16 00:54:02.348966,0 days 00:00:01.003117,,,,,,,,968,0.05,3m,0.9,1.4,1.8000000000000003,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
22,22,-1.2508850994182017,2025-06-16 00:54:02.428145,2025-06-16 00:54:04.325922,0 days 00:00:01.897777,,,,,,,,984,0.05,3m,0.9,1.4,1.8000000000000003,664,728.0,0.025,6m,0.9,1.3,1.8000000000000003,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
23,23,-5.765186619166044,2025-06-16 00:54:04.388916,2025-06-16 00:54:07.109735,0 days 00:00:02.720819,,,,,,,,904,0.05,3m,0.7,1.3,1.7000000000000002,824,440.0,0.025,1m,0.7,1.1,1.8000000000000003,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.05,9m,0.5,1.5,2.0,1008.0,,,,,,,,0.45,3,COMPLETE
24,24,-0.21403065802441495,2025-06-16 00:54:07.176319,2025-06-16 00:54:08.129869,0 days 00:00:00.953550,,,,,,,,848,0.05,9m,1.0,1.4,1.9000000000000001,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
25,25,0.21704329799870045,2025-06-16 00:54:08.202092,2025-06-16 00:54:10.006663,0 days 00:00:01.804571,,,,,,,,1016,0.05,4m,0.9,1.1,1.7000000000000002,664,648.0,0.025,9m,1.2000000000000002,1.4,1.9000000000000001,944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
26,26,-1.6154739341999933,2025-06-16 00:54:10.065782,2025-06-16 00:54:14.620343,0 days 00:00:04.554561,,,,,,,,1008,0.05,4m,0.8,1.1,1.7000000000000002,640,616.0,0.025,9m,1.2000000000000002,1.4,1.9000000000000001,936.0,32.0,0.025,9m,0.5,0.5,1.1,736.0,,,,,,,,24.0,0.025,3m,1.5,0.8,1.8000000000000003,1024.0,,,,,,,,,,,,,,,568.0,0.05,5m,1.2000000000000002,0.8,1.7000000000000002,48.0,,,,,,,,0.5,5,COMPLETE
27,27,0.6670130984986878,2025-06-16 00:54:14.710366,2025-06-16 00:54:17.600801,0 days 00:00:02.890435,,,,,,,,768,0.05,4m,0.9,1.3,1.5,680,480.0,0.025,9m,1.0,1.4,2.0,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,0.025,5m,0.9,1.0,1.8000000000000003,864.0,,,,,,,,0.4,3,COMPLETE
28,28,-0.2272598649720262,2025-06-16 00:54:17.678508,2025-06-16 00:54:20.430315,0 days 00:00:02.751807,,,,,,,,776,0.05,4m,0.7,1.1,1.4000000000000001,656,456.0,0.025,9m,1.0,1.4,2.0,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,0.025,5m,0.9,1.0,1.8000000000000003,888.0,,,,,,,,0.4,3,COMPLETE
29,29,-4.421694191277148,2025-06-16 00:54:20.484066,2025-06-16 00:54:25.825450,0 days 00:00:05.341384,,,,,,,,664,0.05,4m,1.1,1.3,1.5,624,536.0,0.025,9m,1.1,1.3,1.9000000000000001,1024.0,656.0,0.05,1m,1.2000000000000002,1.2000000000000002,1.7000000000000002,264.0,1024.0,0.05,7m,1.0,1.5,2.0,40.0,416.0,0.025,4m,0.5,1.1,1.4000000000000001,656.0,,,,,,,,,,,,,,,32.0,0.025,5m,1.0,0.9,2.0,832.0,,,,,,,,0.35000000000000003,6,COMPLETE
30,30,-0.1658053547020968,2025-06-16 00:54:25.893721,2025-06-16 00:54:28.751026,0 days 00:00:02.857305,,,,,,,,808,0.05,4m,0.9,1.0,1.5,768,720.0,0.025,9m,1.2000000000000002,1.4,2.0,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,0.025,3m,1.2000000000000002,1.2000000000000002,1.7000000000000002,560.0,,,,,,,,0.35000000000000003,3,COMPLETE
31,31,-1.3929558809556293,2025-06-16 00:54:28.825045,2025-06-16 00:54:30.788731,0 days 00:00:01.963686,,,,,,,,944,0.05,8m,0.9,1.4,1.7000000000000002,864,608.0,0.025,5m,0.9,1.2000000000000002,1.9000000000000001,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
32,32,-0.3405053998169829,2025-06-16 00:54:30.869302,2025-06-16 00:54:32.847679,0 days 00:00:01.978377,,,,,,,,928,0.05,6m,0.8,1.1,1.7000000000000002,584,496.0,0.025,7m,1.0,1.1,1.7000000000000002,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
33,33,-1.84587321540737,2025-06-16 00:54:32.912404,2025-06-16 00:54:35.719641,0 days 00:00:02.807237,,,,,,,,1008,0.05,2m,1.1,1.2000000000000002,1.5,392,352.0,0.025,2m,1.3,1.5,2.0,808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0,0.025,8m,0.5,0.6,1.8000000000000003,904.0,,,,,,,,0.5,3,COMPLETE
34,34,-6.0807342655052015,2025-06-16 00:54:35.786937,2025-06-16 00:54:37.821514,0 days 00:00:02.034577,,,,,,,,864,0.05,1m,1.0,1.3,1.6,704,808.0,0.025,8m,0.8,1.1,1.8000000000000003,712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
35,35,-6.522853128329688,2025-06-16 00:54:37.868414,2025-06-16 00:54:46.760215,0 days 00:00:08.891801,168.0,0.025,7m,0.6,0.6,1.2000000000000002,720.0,952,0.025,4m,1.0,1.4,1.9000000000000001,576,1024.0,0.025,6m,1.1,1.4,1.9000000000000001,592.0,640.0,0.025,10m,1.2000000000000002,1.2000000000000002,1.4000000000000001,16.0,704.0,0.05,10m,0.5,0.5,1.7000000000000002,344.0,816.0,0.025,6m,0.8,1.5,2.0,992.0,520.0,0.025,2m,1.4,0.5,1.1,16.0,1000.0,0.025,8m,1.5,0.5,2.0,1000.0,704.0,0.025,7m,1.0,1.4,1.9000000000000001,440.0,104.0,0.05,8m,0.5,1.5,1.1,968.0,0.35000000000000003,10,COMPLETE
36,36,-3.3792870013036254,2025-06-16 00:54:46.828993,2025-06-16 00:54:49.642758,0 days 00:00:02.813765,,,,,,,,1016,0.05,8m,0.6,1.5,1.8000000000000003,808,328.0,0.025,9m,1.5,1.3,2.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,0.05,4m,0.8,0.9,1.6,152.0,,,,,,,,0.4,3,COMPLETE
37,37,0.4239770380529831,2025-06-16 00:54:49.701273,2025-06-16 00:54:54.175624,0 days 00:00:04.474351,,,,,,,,752,0.025,6m,0.9,1.2000000000000002,1.6,680,656.0,0.025,9m,1.3,1.0,1.7000000000000002,832.0,72.0,0.05,5m,1.2000000000000002,1.2000000000000002,1.7000000000000002,280.0,,,,,,,,280.0,0.05,4m,1.2000000000000002,0.8,1.7000000000000002,624.0,,,,,,,,,,,,,,,480.0,0.025,2m,1.1,0.7,1.4000000000000001,608.0,,,,,,,,0.5,5,COMPLETE
38,38,0.60910045532791,2025-06-16 00:54:54.229217,2025-06-16 00:54:58.796668,0 days 00:00:04.567451,,,,,,,,752,0.025,6m,0.8,1.2000000000000002,1.6,456,672.0,0.025,9m,1.3,1.0,1.7000000000000002,824.0,40.0,0.05,5m,1.2000000000000002,1.2000000000000002,1.7000000000000002,344.0,,,,,,,,192.0,0.05,4m,1.2000000000000002,0.8,1.7000000000000002,600.0,,,,,,,,,,,,,,,632.0,0.025,2m,1.1,0.7,1.4000000000000001,616.0,,,,,,,,0.5,5,COMPLETE
39,39,-2.6127681974345136,2025-06-16 00:54:58.864287,2025-06-16 00:55:05.226951,0 days 00:00:06.362664,,,,,,,,744,0.025,6m,0.6,1.2000000000000002,1.6,304,712.0,0.025,9m,1.3,1.0,1.7000000000000002,832.0,16.0,0.05,5m,1.2000000000000002,1.2000000000000002,1.7000000000000002,312.0,784.0,0.05,5m,1.0,1.5,1.1,136.0,176.0,0.05,4m,1.2000000000000002,0.8,1.7000000000000002,624.0,464.0,0.025,5m,1.1,1.5,1.4000000000000001,576.0,,,,,,,,624.0,0.025,2m,1.1,0.7,1.4000000000000001,640.0,,,,,,,,0.5,7,COMPLETE
40,40,0.8448718652514478,2025-06-16 00:55:05.278242,2025-06-16 00:55:09.897864,0 days 00:00:04.619622,,,,,,,,648,0.025,6m,0.7,1.3,1.3,416,552.0,0.025,3m,1.5,1.0,1.7000000000000002,712.0,144.0,0.05,5m,1.3,1.3,1.8000000000000003,384.0,,,,,,,,304.0,0.05,4m,1.3,0.9,1.7000000000000002,720.0,,,,,,,,,,,,,,,472.0,0.025,2m,1.1,0.5,1.4000000000000001,768.0,,,,,,,,0.5,5,COMPLETE
41,41,0.6724695493943553,2025-06-16 00:55:09.959576,2025-06-16 00:55:14.507321,0 days 00:00:04.547745,,,,,,,,616,0.025,6m,0.7,1.3,1.2000000000000002,424,552.0,0.025,3m,1.5,1.0,1.7000000000000002,720.0,160.0,0.05,5m,1.3,1.3,1.8000000000000003,384.0,,,,,,,,288.0,0.05,4m,1.3,0.9,1.7000000000000002,720.0,,,,,,,,,,,,,,,472.0,0.025,2m,1.1,0.5,1.4000000000000001,760.0,,,,,,,,0.5,5,COMPLETE
42,42,0.36852465961508324,2025-06-16 00:55:14.566868,2025-06-16 00:55:19.197595,0 days 00:00:04.630727,,,,,,,,632,0.025,6m,0.7,1.2000000000000002,1.2000000000000002,432,552.0,0.025,3m,1.5,1.0,1.7000000000000002,728.0,144.0,0.05,5m,1.3,1.3,1.8000000000000003,384.0,,,,,,,,288.0,0.05,4m,1.3,0.9,1.7000000000000002,736.0,,,,,,,,,,,,,,,432.0,0.025,2m,1.1,0.5,1.4000000000000001,816.0,,,,,,,,0.5,5,COMPLETE
43,43,-1.382203639377489,2025-06-16 00:55:19.288204,2025-06-16 00:55:24.388571,0 days 00:00:05.100367,,,,,,,,560,0.025,6m,0.6,1.3,1.2000000000000002,296,672.0,0.025,3m,1.5,0.9,1.5,680.0,152.0,0.05,5m,1.3,1.3,1.6,424.0,360.0,0.025,4m,0.8,1.3,1.8000000000000003,552.0,160.0,0.05,4m,1.2000000000000002,0.8,1.8000000000000003,608.0,,,,,,,,,,,,,,,640.0,0.025,2m,1.1,0.5,1.3,736.0,,,,,,,,0.45,6,COMPLETE
44,44,-0.6433171313926749,2025-06-16 00:55:24.470883,2025-06-16 00:55:30.752167,0 days 00:00:06.281284,,,,,,,,712,0.025,6m,0.7,1.2000000000000002,1.3,528,776.0,0.025,3m,1.4,1.0,1.6,792.0,144.0,0.05,5m,1.3,1.3,1.8000000000000003,160.0,64.0,0.05,2m,1.3,0.5,1.4000000000000001,232.0,384.0,0.05,4m,1.3,1.0,1.6,880.0,312.0,0.025,6m,1.1,0.5,1.4000000000000001,760.0,,,,,,,,480.0,0.025,2m,1.3,0.7,1.3,600.0,,,,,,,,0.5,7,COMPLETE
45,45,-0.6522104791478566,2025-06-16 00:55:30.850710,2025-06-16 00:55:34.545592,0 days 00:00:03.694882,,,,,,,,640,0.025,6m,0.5,1.1,1.2000000000000002,360,400.0,0.025,3m,1.5,0.8,1.7000000000000002,592.0,,,,,,,,,,,,,,,128.0,0.05,4m,1.3,0.7,1.8000000000000003,704.0,,,,,,,,,,,,,,,544.0,0.025,2m,1.0,0.7,1.5,744.0,,,,,,,,0.45,4,COMPLETE
46,46,0.22668416965995145,2025-06-16 00:55:34.617297,2025-06-16 00:55:39.222769,0 days 00:00:04.605472,,,,,,,,736,0.025,6m,0.8,1.3,1.3,208,472.0,0.025,4m,1.4,0.8,1.6,784.0,152.0,0.05,8m,1.1,1.1,1.9000000000000001,440.0,,,,,,,,320.0,0.05,4m,1.1,0.9,1.6,536.0,,,,,,,,,,,,,,,448.0,0.025,2m,1.0,0.6,1.4000000000000001,872.0,,,,,,,,0.5,5,COMPLETE
47,47,0.8869780982894375,2025-06-16 00:55:39.283801,2025-06-16 00:55:44.825968,0 days 00:00:05.542167,,,,,,,,672,0.025,6m,0.7,1.5,1.1,440,584.0,0.05,3m,1.3,1.1,1.4000000000000001,520.0,32.0,0.05,5m,1.4,1.4,1.6,192.0,488.0,0.025,6m,1.5,1.2000000000000002,1.3,1024.0,512.0,0.05,4m,1.5,0.7,1.7000000000000002,752.0,,,,,,,,,,,,,,,304.0,0.025,2m,1.3,0.5,1.3,936.0,,,,,,,,0.25,6,COMPLETE
48,48,-55.50078479240008,2025-06-16 00:55:44.909287,2025-06-16 00:55:51.975922,0 days 00:00:07.066635,,,,,,,,528,0.025,7m,0.7,1.5,1.1,480,552.0,0.05,3m,1.4,1.1,1.4000000000000001,496.0,224.0,0.05,5m,1.4,1.4,1.5,168.0,488.0,0.025,6m,1.4,1.2000000000000002,1.3,1024.0,504.0,0.05,4m,1.5,0.7,1.9000000000000001,912.0,784.0,0.05,1m,0.5,0.8,1.9000000000000001,40.0,,,,,,,,296.0,0.025,2m,1.3,0.5,1.3,944.0,992.0,0.025,4m,1.0,0.5,2.0,40.0,0.25,8,COMPLETE
49,49,0.2133538525856747,2025-06-16 00:55:52.035701,2025-06-16 00:55:57.334180,0 days 00:00:05.298479,,,,,,,,592,0.025,6m,0.6,1.5,1.1,424,592.0,0.05,3m,1.5,0.9,1.4000000000000001,376.0,24.0,0.05,5m,1.4,1.4,1.6,176.0,664.0,0.025,6m,1.1,0.8,1.2000000000000002,576.0,496.0,0.05,9m,1.4,0.6,1.5,752.0,,,,,,,,,,,,,,,360.0,0.025,9m,1.3,0.5,1.2000000000000002,800.0,,,,,,,,0.25,6,COMPLETE
50,50,0.3271157184412738,2025-06-16 00:55:57.408530,2025-06-16 00:56:01.197059,0 days 00:00:03.788529,,,,,,,,680,0.025,5m,0.6,1.4,1.2000000000000002,176,256.0,0.05,3m,1.3,1.1,1.3,544.0,,,,,,,,,,,,,,,112.0,0.05,3m,1.5,1.0,1.8000000000000003,688.0,,,,,,,,,,,,,,,224.0,0.025,2m,1.5,0.6,1.5,936.0,,,,,,,,0.3,4,COMPLETE
51,51,-0.37889732674045756,2025-06-16 00:56:01.254822,2025-06-16 00:56:05.644463,0 days 00:00:04.389641,,,,,,,,816,0.025,6m,0.8,1.2000000000000002,1.2000000000000002,336,656.0,0.05,8m,1.3,1.0,1.3,448.0,80.0,0.05,5m,1.1,1.4,1.8000000000000003,344.0,,,,,,,,280.0,0.05,4m,1.3,0.8,1.7000000000000002,584.0,,,,,,,,,,,,,,,528.0,0.025,2m,1.2000000000000002,0.6,1.4000000000000001,680.0,,,,,,,,0.5,5,COMPLETE
52,52,0.35744717431674966,2025-06-16 00:56:05.716103,2025-06-16 00:56:11.136327,0 days 00:00:05.420224,,,,,,,,776,0.025,6m,0.7,1.3,1.6,440,624.0,0.05,2m,1.4,0.9,1.5,704.0,96.0,0.05,5m,1.4,1.1,1.7000000000000002,480.0,288.0,0.025,3m,1.5,1.3,1.5,800.0,240.0,0.05,4m,1.2000000000000002,0.9,1.7000000000000002,768.0,,,,,,,,,,,,,,,616.0,0.025,2m,1.1,0.7,1.3,624.0,,,,,,,,0.45,6,COMPLETE
