,number,value,datetime_start,datetime_complete,duration,params_ADI_ILMN_beta_win,params_ADI_ILMN_stop_loss,params_ADI_ILMN_trade_freq,params_ADI_ILMN_z_entry,params_ADI_ILMN_z_exit,params_ADI_ILMN_z_stop_scaler,params_ADI_ILMN_z_win,params_ADSK_ILMN_beta_win,params_ADSK_ILMN_stop_loss,params_ADSK_ILMN_trade_freq,params_ADSK_ILMN_z_entry,params_ADSK_ILMN_z_exit,params_ADSK_ILMN_z_stop_scaler,params_ADSK_ILMN_z_win,params_AMGN_ILMN_beta_win,params_AMGN_ILMN_stop_loss,params_AMGN_ILMN_trade_freq,params_AMGN_ILMN_z_entry,params_AMGN_ILMN_z_exit,params_AMGN_ILMN_z_stop_scaler,params_AMGN_ILMN_z_win,params_EA_ILMN_beta_win,params_EA_ILMN_stop_loss,params_EA_ILMN_trade_freq,params_EA_ILMN_z_entry,params_EA_ILMN_z_exit,params_EA_ILMN_z_stop_scaler,params_EA_ILMN_z_win,params_FANG_ILMN_beta_win,params_FANG_ILMN_stop_loss,params_FANG_ILMN_trade_freq,params_FANG_ILMN_z_entry,params_FANG_ILMN_z_exit,params_FANG_ILMN_z_stop_scaler,params_FANG_ILMN_z_win,params_GFS_ILMN_beta_win,params_GFS_ILMN_stop_loss,params_GFS_ILMN_trade_freq,params_GFS_ILMN_z_entry,params_GFS_ILMN_z_exit,params_GFS_ILMN_z_stop_scaler,params_GFS_ILMN_z_win,params_HON_ILMN_beta_win,params_HON_ILMN_stop_loss,params_HON_ILMN_trade_freq,params_HON_ILMN_z_entry,params_HON_ILMN_z_exit,params_HON_ILMN_z_stop_scaler,params_HON_ILMN_z_win,params_IDXX_ODFL_beta_win,params_IDXX_ODFL_stop_loss,params_IDXX_ODFL_trade_freq,params_IDXX_ODFL_z_entry,params_IDXX_ODFL_z_exit,params_IDXX_ODFL_z_stop_scaler,params_IDXX_ODFL_z_win,params_NFLX_PCAR_beta_win,params_NFLX_PCAR_stop_loss,params_NFLX_PCAR_trade_freq,params_NFLX_PCAR_z_entry,params_NFLX_PCAR_z_exit,params_NFLX_PCAR_z_stop_scaler,params_NFLX_PCAR_z_win,params_NFLX_SBUX_beta_win,params_NFLX_SBUX_stop_loss,params_NFLX_SBUX_trade_freq,params_NFLX_SBUX_z_entry,params_NFLX_SBUX_z_exit,params_NFLX_SBUX_z_stop_scaler,params_NFLX_SBUX_z_win,params_buffer_capital,params_pairs_to_trade,state
118,118,2.08555345055794,2025-06-16 00:30:48.304755,2025-06-16 00:30:55.975276,0 days 00:00:07.670521,736.0,0.05,7m,0.6,1.1,1.7000000000000002,512.0,248.0,0.025,5m,0.9,1.3,1.7000000000000002,392.0,,,,,,,,848.0,0.05,3m,1.3,1.2000000000000002,1.3,80.0,296.0,0.025,3m,1.1,0.6,1.9000000000000001,672.0,120.0,0.025,6m,0.7,0.6,1.6,400.0,704.0,0.05,3m,0.6,0.9,1.2000000000000002,952.0,744.0,0.025,8m,1.4,1.5,1.7000000000000002,744.0,672.0,0.025,9m,0.7,0.7,1.1,632.0,576,0.05,10m,0.8,0.7,2.0,120,0.4,9,COMPLETE
119,119,2.5731504482307948,2025-06-16 00:30:56.055014,2025-06-16 00:31:04.764223,0 days 00:00:08.709209,528.0,0.05,8m,0.7,0.9,1.9000000000000001,480.0,16.0,0.025,5m,1.1,1.3,1.7000000000000002,328.0,144.0,0.025,5m,1.4,1.4,1.2000000000000002,856.0,792.0,0.05,3m,1.5,1.3,1.4000000000000001,176.0,568.0,0.025,4m,1.0,0.8,2.0,792.0,512.0,0.025,10m,0.9,0.8,1.8000000000000003,248.0,536.0,0.05,3m,0.5,1.0,1.3,624.0,600.0,0.025,6m,1.5,1.4,1.8000000000000003,664.0,600.0,0.025,9m,0.8,0.6,1.2000000000000002,720.0,712,0.05,10m,0.7,1.0,1.9000000000000001,96,0.3,10,COMPLETE
120,120,0.40453119256102804,2025-06-16 00:31:04.842155,2025-06-16 00:31:13.405743,0 days 00:00:08.563588,488.0,0.05,8m,0.5,0.9,1.9000000000000001,576.0,16.0,0.025,5m,0.9,1.4,1.7000000000000002,328.0,192.0,0.025,5m,1.3,1.3,1.3,872.0,944.0,0.05,3m,1.5,1.3,1.4000000000000001,184.0,32.0,0.025,4m,1.0,0.9,2.0,816.0,472.0,0.025,10m,1.0,0.9,1.9000000000000001,232.0,552.0,0.05,3m,0.5,1.1,1.1,984.0,608.0,0.025,6m,1.5,1.5,1.7000000000000002,656.0,640.0,0.05,9m,0.7,0.6,1.2000000000000002,720.0,712,0.05,10m,0.5,1.0,1.8000000000000003,160,0.3,10,COMPLETE
121,121,1.7595081695527262,2025-06-16 00:31:13.488885,2025-06-16 00:31:22.086863,0 days 00:00:08.597978,680.0,0.05,8m,0.7,1.0,1.9000000000000001,472.0,56.0,0.025,5m,1.1,1.3,1.7000000000000002,416.0,128.0,0.025,5m,1.4,1.4,1.2000000000000002,888.0,792.0,0.05,3m,1.4,1.3,1.4000000000000001,128.0,400.0,0.025,4m,1.1,0.8,2.0,792.0,544.0,0.025,10m,0.9,0.8,1.8000000000000003,536.0,624.0,0.05,3m,0.6,1.0,1.3,624.0,664.0,0.025,6m,1.5,1.4,1.9000000000000001,712.0,592.0,0.025,9m,0.8,0.6,1.3,768.0,496,0.05,10m,0.7,1.0,1.9000000000000001,96,0.3,10,COMPLETE
122,122,1.066732811647266,2025-06-16 00:31:22.180835,2025-06-16 00:31:30.638649,0 days 00:00:08.457814,872.0,0.05,8m,0.7,0.9,1.5,304.0,112.0,0.025,5m,1.1,1.2000000000000002,1.6,360.0,112.0,0.025,1m,1.4,1.4,1.2000000000000002,920.0,752.0,0.05,3m,1.5,1.4,1.4000000000000001,232.0,640.0,0.025,2m,1.0,0.8,1.8000000000000003,904.0,312.0,0.025,4m,0.9,0.7,1.7000000000000002,312.0,464.0,0.05,3m,0.8,1.0,1.2000000000000002,720.0,696.0,0.025,6m,1.5,1.4,1.8000000000000003,576.0,888.0,0.025,9m,0.8,0.5,1.2000000000000002,688.0,544,0.05,10m,0.7,0.9,2.0,136,0.35000000000000003,10,COMPLETE
123,123,-1.5055555714860724,2025-06-16 00:31:30.706051,2025-06-16 00:31:39.348101,0 days 00:00:08.642050,960.0,0.05,3m,0.7,1.1,1.8000000000000003,192.0,80.0,0.025,5m,1.1,1.3,1.5,456.0,104.0,0.025,10m,1.4,1.4,1.2000000000000002,1016.0,728.0,0.05,3m,1.4,1.3,1.5,104.0,288.0,0.025,9m,1.2000000000000002,0.8,1.9000000000000001,800.0,408.0,0.025,6m,0.8,0.8,1.8000000000000003,256.0,672.0,0.05,7m,0.7,0.9,1.1,808.0,728.0,0.025,9m,1.5,1.4,1.8000000000000003,632.0,568.0,0.025,9m,0.9,0.6,1.1,608.0,592,0.05,10m,0.6,1.1,1.9000000000000001,112,0.35000000000000003,10,COMPLETE
124,124,3.8735024338843007,2025-06-16 00:31:39.435487,2025-06-16 00:31:47.226678,0 days 00:00:07.791191,752.0,0.05,8m,0.9,1.0,1.6,496.0,328.0,0.025,5m,1.2000000000000002,1.2000000000000002,1.7000000000000002,488.0,,,,,,,,840.0,0.05,3m,1.4,1.5,1.4000000000000001,56.0,208.0,0.025,2m,1.3,0.7,2.0,680.0,352.0,0.025,10m,0.7,0.7,1.7000000000000002,376.0,568.0,0.05,3m,0.5,1.0,1.3,776.0,800.0,0.025,5m,1.4,1.4,1.9000000000000001,680.0,720.0,0.025,9m,0.9,0.7,1.1,632.0,632,0.05,10m,0.7,1.0,1.9000000000000001,400,0.25,9,COMPLETE
125,125,-0.513725798087923,2025-06-16 00:31:47.292059,2025-06-16 00:31:54.803289,0 days 00:00:07.511230,568.0,0.05,5m,0.9,1.2000000000000002,1.6,488.0,328.0,0.025,1m,1.2000000000000002,1.4,1.7000000000000002,480.0,,,,,,,,928.0,0.05,3m,1.3,1.5,1.6,48.0,168.0,0.025,4m,1.4,0.6,2.0,664.0,504.0,0.025,10m,0.6,0.8,1.9000000000000001,328.0,512.0,0.05,3m,0.5,0.9,1.3,760.0,800.0,0.025,5m,1.4,1.5,1.9000000000000001,672.0,720.0,0.025,9m,0.8,0.7,1.1,648.0,664,0.05,10m,0.7,0.8,2.0,328,0.25,9,COMPLETE
126,126,4.047723749999212,2025-06-16 00:31:54.909737,2025-06-16 00:32:01.593011,0 days 00:00:06.683274,424.0,0.05,9m,0.9,0.8,1.6,472.0,208.0,0.025,6m,1.2000000000000002,1.2000000000000002,1.8000000000000003,384.0,,,,,,,,840.0,0.05,3m,1.2000000000000002,1.5,1.3,48.0,,,,,,,,240.0,0.025,9m,1.0,0.6,1.6,488.0,568.0,0.05,9m,0.5,1.0,1.3,856.0,760.0,0.025,5m,1.4,1.4,2.0,720.0,688.0,0.025,9m,0.9,0.8,1.1,760.0,512,0.05,10m,0.6,1.0,1.9000000000000001,432,0.3,8,COMPLETE
127,127,3.7568303159045167,2025-06-16 00:32:01.700637,2025-06-16 00:32:08.632501,0 days 00:00:06.931864,224.0,0.05,9m,0.9,0.7,1.6,568.0,224.0,0.025,6m,1.2000000000000002,1.2000000000000002,1.8000000000000003,392.0,,,,,,,,488.0,0.05,5m,1.2000000000000002,1.5,1.5,32.0,,,,,,,,232.0,0.025,9m,0.7,0.6,1.5,496.0,592.0,0.05,9m,0.5,1.1,1.1,856.0,784.0,0.025,5m,1.4,1.5,2.0,736.0,752.0,0.025,9m,0.9,0.8,1.1,800.0,512,0.05,10m,0.6,0.9,1.8000000000000003,424,0.4,8,COMPLETE
128,128,3.138771036442983,2025-06-16 00:32:08.699599,2025-06-16 00:32:16.511267,0 days 00:00:07.811668,112.0,0.05,9m,0.9,0.6,1.6,576.0,216.0,0.025,6m,1.2000000000000002,1.2000000000000002,1.8000000000000003,408.0,,,,,,,,488.0,0.05,5m,1.2000000000000002,1.5,1.3,16.0,184.0,0.05,6m,1.4,0.6,1.7000000000000002,568.0,224.0,0.025,9m,0.6,0.6,1.6,512.0,600.0,0.05,9m,0.5,1.1,1.4000000000000001,904.0,776.0,0.025,5m,1.4,1.5,2.0,728.0,744.0,0.025,9m,0.9,0.8,1.1,920.0,488,0.05,10m,0.5,1.0,1.8000000000000003,432,0.4,9,COMPLETE
129,129,4.536663831872551,2025-06-16 00:32:16.568919,2025-06-16 00:32:23.487941,0 days 00:00:06.919022,224.0,0.05,9m,0.9,0.6,1.6,600.0,216.0,0.025,6m,1.2000000000000002,1.2000000000000002,1.8000000000000003,512.0,,,,,,,,496.0,0.05,5m,1.2000000000000002,1.5,1.2000000000000002,24.0,,,,,,,,216.0,0.025,9m,0.7,0.5,1.5,504.0,592.0,0.05,9m,0.5,1.1,1.4000000000000001,904.0,816.0,0.025,5m,1.4,1.5,2.0,720.0,752.0,0.025,9m,0.9,0.8,1.1,904.0,512,0.05,10m,0.5,1.0,1.8000000000000003,432,0.4,8,COMPLETE
130,130,6.844227526431693,2025-06-16 00:32:23.556055,2025-06-16 00:32:30.321399,0 days 00:00:06.765344,200.0,0.05,9m,0.9,0.6,1.6,584.0,208.0,0.025,6m,1.2000000000000002,1.2000000000000002,1.8000000000000003,512.0,,,,,,,,416.0,0.05,5m,1.2000000000000002,1.5,1.3,16.0,,,,,,,,224.0,0.025,9m,0.7,0.5,1.5,512.0,600.0,0.05,9m,0.5,1.1,1.4000000000000001,912.0,816.0,0.025,5m,1.4,1.5,2.0,728.0,696.0,0.025,9m,0.9,0.8,1.1,1024.0,512,0.05,10m,0.5,0.9,1.8000000000000003,432,0.45,8,COMPLETE
131,131,3.4314257567879727,2025-06-16 00:32:30.380298,2025-06-16 00:32:37.283082,0 days 00:00:06.902784,176.0,0.05,9m,0.9,0.6,1.6,600.0,216.0,0.025,6m,1.2000000000000002,1.2000000000000002,1.8000000000000003,504.0,,,,,,,,400.0,0.05,5m,1.2000000000000002,1.5,1.2000000000000002,24.0,,,,,,,,216.0,0.025,9m,0.7,0.5,1.5,600.0,600.0,0.05,9m,0.5,1.1,1.4000000000000001,904.0,816.0,0.025,5m,1.4,1.5,2.0,728.0,744.0,0.025,9m,0.9,0.8,1.1,1000.0,496,0.05,10m,0.5,0.9,1.8000000000000003,432,0.45,8,COMPLETE
132,132,4.027548003835267,2025-06-16 00:32:37.370498,2025-06-16 00:32:44.117637,0 days 00:00:06.747139,200.0,0.05,9m,0.9,0.6,1.6,600.0,216.0,0.025,6m,1.2000000000000002,1.2000000000000002,1.9000000000000001,504.0,,,,,,,,400.0,0.05,5m,1.1,1.5,1.2000000000000002,32.0,,,,,,,,136.0,0.025,9m,0.7,0.5,1.5,584.0,568.0,0.05,9m,0.5,1.1,1.4000000000000001,904.0,800.0,0.025,5m,1.4,1.5,2.0,760.0,696.0,0.025,9m,0.9,0.8,1.1,1008.0,520,0.05,10m,0.5,0.9,1.8000000000000003,456,0.45,8,COMPLETE
133,133,2.4794188094013045,2025-06-16 00:32:44.183245,2025-06-16 00:32:50.580158,0 days 00:00:06.396913,232.0,0.05,9m,0.9,0.6,1.6,656.0,224.0,0.025,6m,1.2000000000000002,1.2000000000000002,1.9000000000000001,512.0,,,,,,,,344.0,0.05,5m,1.1,1.5,1.2000000000000002,48.0,,,,,,,,144.0,0.025,9m,0.7,0.5,1.5,592.0,568.0,0.05,9m,0.5,1.1,1.4000000000000001,888.0,816.0,0.025,5m,1.4,1.5,2.0,776.0,696.0,0.025,9m,0.9,0.8,1.1,1024.0,512,0.05,10m,0.5,0.9,1.8000000000000003,448,0.45,8,COMPLETE
134,134,1.8937583830155675,2025-06-16 00:32:50.626157,2025-06-16 00:32:57.030900,0 days 00:00:06.404743,240.0,0.05,9m,0.9,0.6,1.6,632.0,288.0,0.025,6m,1.2000000000000002,1.2000000000000002,1.9000000000000001,536.0,,,,,,,,360.0,0.05,5m,1.2000000000000002,1.5,1.2000000000000002,16.0,,,,,,,,184.0,0.025,9m,0.7,0.5,1.5,592.0,592.0,0.05,9m,0.5,1.1,1.4000000000000001,928.0,792.0,0.025,5m,1.4,1.5,2.0,744.0,664.0,0.025,9m,0.9,0.8,1.1,976.0,520,0.05,10m,0.5,0.8,1.8000000000000003,392,0.45,8,COMPLETE
135,135,-0.5192570303948082,2025-06-16 00:32:57.093593,2025-06-16 00:33:03.503743,0 days 00:00:06.410150,176.0,0.05,9m,1.0,0.7,1.6,576.0,208.0,0.025,6m,1.2000000000000002,1.2000000000000002,1.8000000000000003,496.0,,,,,,,,384.0,0.05,5m,1.2000000000000002,1.5,1.1,48.0,,,,,,,,96.0,0.025,9m,0.6,0.5,1.5,648.0,512.0,0.05,9m,0.5,1.1,1.4000000000000001,784.0,824.0,0.025,5m,1.4,1.5,2.0,768.0,696.0,0.025,9m,0.9,0.8,1.1,1024.0,456,0.05,3m,0.5,0.9,1.8000000000000003,456,0.45,8,COMPLETE
136,136,-7.3668851690371575,2025-06-16 00:33:03.605474,2025-06-16 00:33:10.013586,0 days 00:00:06.408112,368.0,0.025,9m,0.8,0.5,1.5,696.0,248.0,0.025,6m,1.2000000000000002,1.1,1.8000000000000003,472.0,,,,,,,,400.0,0.05,5m,1.1,1.5,1.2000000000000002,56.0,,,,,,,,32.0,0.025,9m,0.7,0.5,1.4000000000000001,480.0,568.0,0.05,9m,0.5,1.2000000000000002,1.3,816.0,752.0,0.025,5m,1.4,1.5,2.0,712.0,728.0,0.025,3m,0.9,0.8,1.1,936.0,504,0.05,1m,0.5,0.9,1.8000000000000003,400,0.45,8,COMPLETE
137,137,5.714810965355341,2025-06-16 00:33:10.085848,2025-06-16 00:33:15.751061,0 days 00:00:05.665213,,,,,,,,280.0,0.025,6m,1.3,1.2000000000000002,1.9000000000000001,552.0,,,,,,,,416.0,0.05,5m,1.2000000000000002,1.5,1.2000000000000002,16.0,,,,,,,,224.0,0.025,9m,1.1,0.5,1.5,568.0,600.0,0.05,9m,0.5,1.2000000000000002,1.3,976.0,784.0,0.025,5m,1.4,1.5,2.0,784.0,768.0,0.025,6m,0.9,0.9,1.1,856.0,480,0.05,10m,0.5,0.9,1.8000000000000003,512,0.45,7,COMPLETE
138,138,4.728769194696754,2025-06-16 00:33:15.818493,2025-06-16 00:33:21.505490,0 days 00:00:05.686997,,,,,,,,272.0,0.025,6m,1.3,1.1,1.9000000000000001,544.0,,,,,,,,424.0,0.05,5m,1.2000000000000002,1.5,1.2000000000000002,16.0,,,,,,,,216.0,0.025,9m,0.7,0.5,1.5,568.0,608.0,0.05,9m,0.5,1.2000000000000002,1.5,960.0,792.0,0.025,5m,1.4,1.5,2.0,800.0,712.0,0.025,6m,0.9,0.9,1.1,856.0,480,0.05,10m,0.5,0.9,1.8000000000000003,512,0.5,7,COMPLETE
139,139,5.660355469172309,2025-06-16 00:33:21.590198,2025-06-16 00:33:27.097630,0 days 00:00:05.507432,,,,,,,,272.0,0.025,6m,1.3,1.1,2.0,536.0,,,,,,,,416.0,0.05,5m,1.2000000000000002,1.5,1.2000000000000002,24.0,,,,,,,,224.0,0.025,9m,1.1,0.5,1.5,560.0,608.0,0.05,9m,0.5,1.2000000000000002,1.4000000000000001,984.0,840.0,0.025,5m,1.4,1.5,2.0,800.0,760.0,0.025,6m,0.9,0.9,1.1,856.0,448,0.05,10m,0.5,0.9,1.8000000000000003,496,0.5,7,COMPLETE
140,140,4.184047381094897,2025-06-16 00:33:27.191968,2025-06-16 00:33:32.736221,0 days 00:00:05.544253,,,,,,,,288.0,0.025,6m,1.3,1.1,2.0,560.0,,,,,,,,504.0,0.05,5m,1.2000000000000002,1.5,1.2000000000000002,16.0,,,,,,,,216.0,0.025,9m,1.2000000000000002,0.5,1.5,552.0,488.0,0.05,9m,0.5,1.2000000000000002,1.5,984.0,832.0,0.025,5m,1.4,1.5,2.0,792.0,768.0,0.025,6m,0.9,0.9,1.1,856.0,424,0.05,10m,0.5,0.8,1.8000000000000003,520,0.5,7,COMPLETE
141,141,3.052028955140491,2025-06-16 00:33:32.831410,2025-06-16 00:33:38.482747,0 days 00:00:05.651337,,,,,,,,280.0,0.025,6m,1.3,1.1,2.0,568.0,,,,,,,,432.0,0.05,5m,1.2000000000000002,1.5,1.2000000000000002,16.0,,,,,,,,224.0,0.025,9m,1.1,0.5,1.5,552.0,488.0,0.05,9m,0.5,1.2000000000000002,1.5,976.0,848.0,0.025,5m,1.4,1.5,2.0,840.0,760.0,0.025,6m,0.9,0.9,1.1,872.0,424,0.05,10m,0.5,0.8,1.8000000000000003,512,0.5,7,COMPLETE
142,142,3.5963693109008292,2025-06-16 00:33:38.571075,2025-06-16 00:33:44.325661,0 days 00:00:05.754586,,,,,,,,320.0,0.025,6m,1.3,1.1,1.9000000000000001,544.0,,,,,,,,504.0,0.05,5m,1.1,1.5,1.1,40.0,,,,,,,,176.0,0.025,9m,1.1,0.5,1.4000000000000001,592.0,616.0,0.05,9m,0.5,1.2000000000000002,1.5,992.0,800.0,0.025,5m,1.4,1.5,2.0,784.0,680.0,0.025,6m,0.9,0.9,1.1,880.0,480,0.05,10m,0.5,0.9,1.8000000000000003,536,0.5,7,COMPLETE
143,143,3.723823218845814,2025-06-16 00:33:44.362825,2025-06-16 00:33:50.252045,0 days 00:00:05.889220,,,,,,,,336.0,0.025,6m,1.3,1.1,2.0,536.0,,,,,,,,512.0,0.05,5m,1.1,1.5,1.1,48.0,,,,,,,,160.0,0.025,9m,1.2000000000000002,0.5,1.4000000000000001,512.0,560.0,0.05,9m,0.5,1.2000000000000002,1.5,992.0,840.0,0.025,5m,1.4,1.5,2.0,800.0,712.0,0.025,6m,0.9,0.9,1.1,872.0,456,0.05,6m,0.5,0.7,1.8000000000000003,536,0.5,7,COMPLETE
144,144,4.0677853328476425,2025-06-16 00:33:50.317269,2025-06-16 00:33:55.752316,0 days 00:00:05.435047,,,,,,,,368.0,0.025,6m,1.4,1.1,2.0,520.0,,,,,,,,536.0,0.05,5m,1.2000000000000002,1.5,1.1,56.0,,,,,,,,256.0,0.025,9m,1.2000000000000002,0.6,1.5,520.0,528.0,0.05,9m,0.5,1.2000000000000002,1.5,952.0,832.0,0.025,5m,1.4,1.5,2.0,808.0,712.0,0.025,6m,0.9,0.9,1.1,840.0,464,0.05,10m,0.5,0.7,1.7000000000000002,496,0.5,7,COMPLETE
145,145,4.221821727874881,2025-06-16 00:33:55.836483,2025-06-16 00:34:06.118754,0 days 00:00:10.282271,,,,,,,,264.0,0.025,6m,1.4,1.1,2.0,552.0,,,,,,,,448.0,0.05,5m,1.2000000000000002,1.5,1.2000000000000002,64.0,,,,,,,,272.0,0.025,9m,1.2000000000000002,0.6,1.5,544.0,536.0,0.05,9m,0.5,1.2000000000000002,1.6,960.0,768.0,0.025,5m,1.4,1.5,2.0,816.0,768.0,0.025,6m,0.9,0.9,1.1,824.0,440,0.05,10m,0.5,0.8,1.7000000000000002,568,0.5,7,COMPLETE
146,146,2.4797169841742845,2025-06-16 00:34:06.266908,2025-06-16 00:34:20.209218,0 days 00:00:13.942310,,,,,,,,264.0,0.025,6m,1.4,1.1,2.0,568.0,,,,,,,,432.0,0.05,5m,1.2000000000000002,1.5,1.2000000000000002,72.0,,,,,,,,280.0,0.025,9m,1.2000000000000002,0.6,1.5,552.0,456.0,0.05,9m,0.5,1.3,1.6,960.0,768.0,0.025,5m,1.4,1.5,2.0,808.0,768.0,0.025,6m,0.9,0.9,1.1,840.0,432,0.05,10m,0.5,0.8,1.7000000000000002,560,0.5,7,COMPLETE
147,147,1.360232028228999,2025-06-16 00:34:20.299236,2025-06-16 00:34:26.036267,0 days 00:00:05.737031,,,,,,,,304.0,0.025,6m,1.5,1.1,1.9000000000000001,584.0,,,,,,,,536.0,0.05,5m,1.2000000000000002,1.5,1.2000000000000002,16.0,,,,,,,,248.0,0.025,9m,1.3,0.5,1.5,568.0,528.0,0.05,9m,0.5,1.2000000000000002,1.6,1024.0,832.0,0.025,5m,1.4,1.5,2.0,832.0,648.0,0.025,6m,1.0,0.9,1.1,896.0,384,0.05,10m,0.5,0.7,1.7000000000000002,472,0.5,7,COMPLETE
148,148,-3.810221643103694,2025-06-16 00:34:26.091814,2025-06-16 00:34:31.835756,0 days 00:00:05.743942,,,,,,,,360.0,0.025,6m,1.4,1.2000000000000002,2.0,512.0,,,,,,,,584.0,0.05,10m,1.2000000000000002,1.5,1.1,64.0,,,,,,,,200.0,0.025,1m,1.2000000000000002,0.6,1.5,632.0,432.0,0.05,9m,0.5,1.2000000000000002,1.5,928.0,888.0,0.025,5m,1.4,1.5,2.0,792.0,808.0,0.025,6m,0.9,0.9,1.1,840.0,448,0.05,4m,0.5,0.7,1.7000000000000002,496,0.5,7,COMPLETE
149,149,-0.18885710426219882,2025-06-16 00:34:31.895613,2025-06-16 00:34:37.657128,0 days 00:00:05.761515,,,,,,,,240.0,0.025,6m,1.4,1.1,1.9000000000000001,632.0,,,,,,,,456.0,0.05,6m,1.0,1.5,1.3,56.0,,,,,,,,296.0,0.025,8m,1.3,0.6,1.5,464.0,504.0,0.05,9m,0.5,1.2000000000000002,1.5,952.0,792.0,0.025,5m,1.4,1.5,2.0,832.0,712.0,0.025,6m,1.0,0.8,1.1,952.0,416,0.05,2m,0.5,0.6,1.7000000000000002,472,0.5,7,COMPLETE
