,number,value,datetime_start,datetime_complete,duration,params_AEP_HON_beta_win,params_AEP_HON_stop_loss,params_AEP_HON_trade_freq,params_AEP_HON_z_entry,params_AEP_HON_z_exit,params_AEP_HON_z_stop_scaler,params_AEP_HON_z_win,params_ATVI_ROST_beta_win,params_ATVI_ROST_stop_loss,params_ATVI_ROST_trade_freq,params_ATVI_ROST_z_entry,params_ATVI_ROST_z_exit,params_ATVI_ROST_z_stop_scaler,params_ATVI_ROST_z_win,params_BIDU_SIRI_beta_win,params_BIDU_SIRI_stop_loss,params_BIDU_SIRI_trade_freq,params_BIDU_SIRI_z_entry,params_BIDU_SIRI_z_exit,params_BIDU_SIRI_z_stop_scaler,params_BIDU_SIRI_z_win,params_FOXA_MAR_beta_win,params_FOXA_MAR_stop_loss,params_FOXA_MAR_trade_freq,params_FOXA_MAR_z_entry,params_FOXA_MAR_z_exit,params_FOXA_MAR_z_stop_scaler,params_FOXA_MAR_z_win,params_FOX_MAR_beta_win,params_FOX_MAR_stop_loss,params_FOX_MAR_trade_freq,params_FOX_MAR_z_entry,params_FOX_MAR_z_exit,params_FOX_MAR_z_stop_scaler,params_FOX_MAR_z_win,params_GOOGL_VRTX_beta_win,params_GOOGL_VRTX_stop_loss,params_GOOGL_VRTX_trade_freq,params_GOOGL_VRTX_z_entry,params_GOOGL_VRTX_z_exit,params_GOOGL_VRTX_z_stop_scaler,params_GOOGL_VRTX_z_win,params_GOOG_VRTX_beta_win,params_GOOG_VRTX_stop_loss,params_GOOG_VRTX_trade_freq,params_GOOG_VRTX_z_entry,params_GOOG_VRTX_z_exit,params_GOOG_VRTX_z_stop_scaler,params_GOOG_VRTX_z_win,params_HON_JD_beta_win,params_HON_JD_stop_loss,params_HON_JD_trade_freq,params_HON_JD_z_entry,params_HON_JD_z_exit,params_HON_JD_z_stop_scaler,params_HON_JD_z_win,params_JD_MDLZ_beta_win,params_JD_MDLZ_stop_loss,params_JD_MDLZ_trade_freq,params_JD_MDLZ_z_entry,params_JD_MDLZ_z_exit,params_JD_MDLZ_z_stop_scaler,params_JD_MDLZ_z_win,params_KHC_ROST_beta_win,params_KHC_ROST_stop_loss,params_KHC_ROST_trade_freq,params_KHC_ROST_z_entry,params_KHC_ROST_z_exit,params_KHC_ROST_z_stop_scaler,params_KHC_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,0.1458702567283323,2025-06-15 23:02:12.976489,2025-06-15 23:02:31.633872,0 days 00:00:18.657383,296.0,0.025,10m,1.5,0.9,1.6,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,0.05,6m,1.4,0.6,1.1,320.0,344,0.05,5m,1.3,0.9,1.1,504,,,,,,,,,,,,,,,0.2,3,COMPLETE
1,1,-10.299867046355555,2025-06-15 23:02:31.697138,2025-06-15 23:02:41.251785,0 days 00:00:09.554647,112.0,0.05,3m,1.2000000000000002,1.2000000000000002,1.4000000000000001,288.0,176.0,0.05,9m,0.9,0.8,1.7000000000000002,464.0,,,,,,,,216.0,0.025,8m,0.8,1.0,2.0,712.0,488.0,0.05,7m,1.4,1.4,1.6,512.0,40.0,0.05,1m,0.6,0.6,1.1,416.0,576.0,0.025,10m,0.7,1.3,1.1,384.0,984,0.025,6m,1.0,1.2000000000000002,1.6,592,152.0,0.025,9m,0.7,1.2000000000000002,1.6,1016.0,808.0,0.05,7m,1.5,0.7,1.7000000000000002,1008.0,0.3,9,COMPLETE
2,2,-6.033342275939787,2025-06-15 23:02:41.347022,2025-06-15 23:02:50.631216,0 days 00:00:09.284194,368.0,0.05,8m,0.7,1.0,1.9000000000000001,376.0,488.0,0.05,7m,0.6,1.4,1.3,352.0,,,,,,,,384.0,0.05,9m,1.3,1.0,1.5,384.0,920.0,0.025,9m,0.7,0.7,2.0,608.0,888.0,0.05,5m,1.4,0.9,1.2000000000000002,456.0,496.0,0.05,7m,1.5,1.1,1.6,672.0,584,0.025,8m,1.3,0.6,1.6,376,96.0,0.05,9m,0.7,1.0,1.1,560.0,432.0,0.05,3m,1.0,1.5,1.4000000000000001,280.0,0.15000000000000002,9,COMPLETE
3,3,-1.507992310203581,2025-06-15 23:02:50.737318,2025-06-15 23:02:54.798440,0 days 00:00:04.061122,144.0,0.05,4m,0.5,0.7,1.5,632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,0.05,10m,0.9,1.3,1.5,224.0,848.0,0.025,6m,0.9,1.3,1.1,672.0,264,0.05,10m,1.5,0.5,1.6,720,,,,,,,,,,,,,,,0.05,4,COMPLETE
4,4,0.35180436721752495,2025-06-15 23:02:54.887562,2025-06-15 23:03:03.124285,0 days 00:00:08.236723,864.0,0.05,2m,1.4,0.9,2.0,168.0,,,,,,,,,,,,,,,88.0,0.025,8m,1.5,0.7,1.3,848.0,392.0,0.025,5m,1.4,0.8,1.1,144.0,656.0,0.05,6m,0.6,1.2000000000000002,1.9000000000000001,208.0,112.0,0.025,3m,0.6,0.6,1.9000000000000001,248.0,216,0.025,10m,1.2000000000000002,0.7,1.7000000000000002,480,816.0,0.05,7m,1.5,1.3,2.0,1008.0,344.0,0.05,4m,0.6,1.0,1.9000000000000001,600.0,0.4,8,COMPLETE
5,5,-18.954802846929386,2025-06-15 23:03:03.201677,2025-06-15 23:03:09.517705,0 days 00:00:06.316028,800.0,0.025,10m,0.8,0.7,1.2000000000000002,552.0,,,,,,,,,,,,,,,936.0,0.025,1m,0.6,1.2000000000000002,1.6,976.0,,,,,,,,1000.0,0.025,9m,1.4,0.5,1.4000000000000001,320.0,224.0,0.025,8m,0.7,1.1,1.2000000000000002,984.0,792,0.025,5m,1.5,1.0,1.6,528,,,,,,,,288.0,0.025,4m,0.9,0.7,1.4000000000000001,912.0,0.35000000000000003,6,COMPLETE
6,6,-3.413450223543062,2025-06-15 23:03:09.646625,2025-06-15 23:03:14.014663,0 days 00:00:04.368038,672.0,0.05,4m,1.4,0.6,1.2000000000000002,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,0.025,2m,1.0,0.5,1.2000000000000002,832.0,720.0,0.025,4m,0.7,1.5,1.2000000000000002,784.0,608,0.05,2m,1.4,1.5,1.3,472,,,,,,,,,,,,,,,0.4,4,COMPLETE
7,7,-0.7474976944926611,2025-06-15 23:03:14.098324,2025-06-15 23:03:18.383336,0 days 00:00:04.285012,264.0,0.025,5m,1.3,0.6,1.5,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.0,0.025,8m,1.1,1.3,1.2000000000000002,528.0,992.0,0.025,2m,1.2000000000000002,1.3,1.1,720.0,392,0.05,7m,0.6,1.2000000000000002,1.1,104,,,,,,,,,,,,,,,0.3,4,COMPLETE
8,8,-0.027230888583562388,2025-06-15 23:03:18.473355,2025-06-15 23:03:20.557260,0 days 00:00:02.083905,944.0,0.05,3m,1.4,1.3,1.4000000000000001,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,0.05,7m,0.5,0.8,1.9000000000000001,256,,,,,,,,,,,,,,,0.3,2,COMPLETE
9,9,-9.269997349184495,2025-06-15 23:03:20.630324,2025-06-15 23:03:27.726530,0 days 00:00:07.096206,952.0,0.05,1m,0.7,0.6,1.8000000000000003,496.0,,,,,,,,,,,,,,,584.0,0.025,1m,1.3,0.8,1.1,744.0,,,,,,,,312.0,0.025,8m,1.0,0.7,1.7000000000000002,792.0,344.0,0.025,10m,0.7,1.0,1.5,40.0,560,0.025,4m,0.5,0.6,1.3,528,976.0,0.05,10m,0.7,0.9,1.8000000000000003,280.0,264.0,0.025,6m,0.8,0.9,1.1,536.0,0.1,7,COMPLETE
10,10,-1.1927371605772281,2025-06-15 23:03:27.838362,2025-06-15 23:03:35.349557,0 days 00:00:07.511195,632.0,0.025,2m,1.1,1.5,2.0,48.0,1016.0,0.025,2m,1.5,0.5,2.0,1000.0,632.0,0.025,8m,1.3,0.5,1.6,272.0,40.0,0.05,8m,1.5,0.5,1.1,48.0,48.0,0.025,5m,1.5,0.5,1.1,48.0,760.0,0.05,6m,0.7,1.5,2.0,32.0,88.0,0.05,3m,0.5,0.5,1.9000000000000001,40.0,24,0.025,10m,1.0,0.8,2.0,1000,840.0,0.05,7m,1.5,1.5,2.0,1024.0,24.0,0.05,4m,0.5,1.3,2.0,576.0,0.5,10,COMPLETE
11,11,0.434791794221157,2025-06-15 23:03:35.405336,2025-06-15 23:03:46.824539,0 days 00:00:11.419203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,0.05,3m,1.2000000000000002,0.9,1.8000000000000003,760,,,,,,,,,,,,,,,0.2,1,COMPLETE
12,12,-3.496957593169398,2025-06-15 23:03:46.898959,2025-06-15 23:03:53.879330,0 days 00:00:06.980371,528.0,0.05,2m,1.0,0.9,1.7000000000000002,24.0,,,,,,,,,,,,,,,664.0,0.025,7m,1.0,1.5,1.4000000000000001,888.0,,,,,,,,408.0,0.05,6m,0.5,1.1,2.0,104.0,24.0,0.05,9m,1.0,0.8,2.0,296.0,72,0.025,3m,1.1,0.7,1.8000000000000003,816,592.0,0.025,7m,1.5,0.6,1.3,656.0,832.0,0.05,10m,0.5,1.1,2.0,40.0,0.45,7,COMPLETE
13,13,0.5015629361982952,2025-06-15 23:03:53.971072,2025-06-15 23:03:55.178056,0 days 00:00:01.206984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,0.05,9m,0.8,1.1,1.8000000000000003,800,,,,,,,,,,,,,,,0.2,1,COMPLETE
14,14,0.4943711637260946,2025-06-15 23:03:55.255721,2025-06-15 23:03:56.481119,0 days 00:00:01.225398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,0.05,9m,0.8,1.2000000000000002,1.8000000000000003,888,,,,,,,,,,,,,,,0.2,1,COMPLETE
15,15,-0.9437283693600972,2025-06-15 23:03:56.558539,2025-06-15 23:03:57.805938,0 days 00:00:01.247399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,0.05,9m,0.8,1.2000000000000002,2.0,1024,,,,,,,,,,,,,,,0.2,1,COMPLETE
16,16,0.6416664656824088,2025-06-15 23:03:57.882203,2025-06-15 23:04:00.024219,0 days 00:00:02.142016,448.0,0.025,7m,0.5,1.5,1.1,944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,0.05,9m,0.8,1.4,1.8000000000000003,872,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
17,17,-2.570582752376477,2025-06-15 23:04:00.096565,2025-06-15 23:04:03.402900,0 days 00:00:03.306335,448.0,0.025,7m,0.5,1.4,1.1,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.0,0.05,1m,1.2000000000000002,0.8,1.6,1008.0,96,0.05,1m,0.8,1.5,1.4000000000000001,656,,,,,,,,,,,,,,,0.1,3,COMPLETE
18,18,-1.2443023006884142,2025-06-15 23:04:03.478331,2025-06-15 23:04:05.715590,0 days 00:00:02.237259,592.0,0.025,7m,0.9,1.2000000000000002,1.1,792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,0.05,9m,0.7,1.4,1.9000000000000001,872,,,,,,,,,,,,,,,0.05,2,COMPLETE
19,19,-2.228556667277227,2025-06-15 23:04:05.791836,2025-06-15 23:04:11.151411,0 days 00:00:05.359575,24.0,0.025,9m,0.6,1.5,1.3,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.025,3m,1.2000000000000002,0.9,1.7000000000000002,992.0,568.0,0.05,5m,1.2000000000000002,1.5,1.4000000000000001,472.0,320,0.05,9m,0.9,1.3,1.7000000000000002,928,,,,,,,,992.0,0.025,8m,1.4,0.6,1.1,16.0,0.25,5,COMPLETE
20,20,0.009843730871302428,2025-06-15 23:04:11.224335,2025-06-15 23:04:13.392484,0 days 00:00:02.168149,768.0,0.025,6m,0.9,1.1,1.7000000000000002,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0.05,9m,0.7,1.1,1.4000000000000001,688,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
21,21,0.8628253495679389,2025-06-15 23:04:13.469246,2025-06-15 23:04:14.507793,0 days 00:00:01.038547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,0.05,9m,0.8,1.3,1.8000000000000003,912,,,,,,,,,,,,,,,0.25,1,COMPLETE
22,22,0.4266540886454339,2025-06-15 23:04:14.596552,2025-06-15 23:04:15.840007,0 days 00:00:01.243455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,0.05,9m,0.9,1.4,1.9000000000000001,832,,,,,,,,,,,,,,,0.25,1,COMPLETE
23,23,1.9329011255157365,2025-06-15 23:04:15.941741,2025-06-15 23:04:19.416424,0 days 00:00:03.474683,440.0,0.025,7m,1.1,1.3,1.3,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.0,0.05,9m,0.9,0.8,1.8000000000000003,864.0,288,0.05,9m,0.7,1.3,1.7000000000000002,944,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
24,24,1.448450403648014,2025-06-15 23:04:19.490324,2025-06-15 23:04:22.816534,0 days 00:00:03.326210,432.0,0.025,7m,1.1,1.4,1.3,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.0,0.05,9m,1.0,0.9,1.8000000000000003,864.0,264,0.05,6m,0.6,1.4,1.7000000000000002,936,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
25,25,-0.1480320133633298,2025-06-15 23:04:22.927395,2025-06-15 23:04:26.231372,0 days 00:00:03.303977,256.0,0.025,7m,1.1,1.3,1.3,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,0.05,9m,0.9,0.8,1.8000000000000003,864.0,448,0.05,6m,0.6,1.3,1.7000000000000002,960,,,,,,,,,,,,,,,0.1,3,COMPLETE
26,26,0.8606883259152129,2025-06-15 23:04:26.294256,2025-06-15 23:04:31.587325,0 days 00:00:05.293069,472.0,0.025,7m,1.2000000000000002,1.3,1.3,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,0.025,5m,1.5,1.5,1.7000000000000002,664.0,848.0,0.05,9m,1.0,0.9,1.7000000000000002,856.0,272,0.05,6m,0.6,1.3,1.5,1024,,,,,,,,616.0,0.025,9m,1.2000000000000002,0.5,1.7000000000000002,824.0,0.25,5,COMPLETE
27,27,0.7596335596918117,2025-06-15 23:04:31.656399,2025-06-15 23:04:35.214710,0 days 00:00:03.558311,320.0,0.025,6m,1.0,1.4,1.4000000000000001,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0,0.05,9m,0.9,0.7,1.8000000000000003,576.0,248,0.05,4m,0.7,1.5,1.5,936,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
28,28,-32.71959789923955,2025-06-15 23:04:35.283743,2025-06-15 23:04:39.821412,0 days 00:00:04.537669,184.0,0.025,1m,1.2000000000000002,1.1,1.2000000000000002,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,0.025,4m,0.8,0.7,1.4000000000000001,960.0,880.0,0.05,9m,1.1,1.0,2.0,904.0,448,0.05,1m,0.5,1.4,1.7000000000000002,632,,,,,,,,,,,,,,,0.1,4,COMPLETE
29,29,-0.700922201009464,2025-06-15 23:04:39.928044,2025-06-15 23:04:42.278035,0 days 00:00:02.349991,384.0,0.025,5m,1.1,1.4,1.6,496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,0.05,2m,0.9,1.1,1.7000000000000002,736,,,,,,,,,,,,,,,0.25,2,COMPLETE
30,30,0.05701955529929116,2025-06-15 23:04:42.364581,2025-06-15 23:04:45.725343,0 days 00:00:03.360762,720.0,0.025,8m,0.9,1.2000000000000002,1.4000000000000001,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.0,0.05,7m,1.3,0.9,1.7000000000000002,512.0,360,0.05,8m,0.6,1.3,1.9000000000000001,944,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
31,31,0.2326305843661557,2025-06-15 23:04:45.794374,2025-06-15 23:04:51.406964,0 days 00:00:05.612590,560.0,0.025,7m,1.2000000000000002,1.3,1.3,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0,0.025,5m,1.5,1.5,1.7000000000000002,640.0,864.0,0.05,9m,1.0,0.9,1.7000000000000002,848.0,312,0.05,6m,0.6,1.3,1.4000000000000001,1024,,,,,,,,624.0,0.025,9m,1.2000000000000002,0.5,1.7000000000000002,800.0,0.25,5,COMPLETE
32,32,-2.094099576187736,2025-06-15 23:04:51.475990,2025-06-15 23:04:57.806540,0 days 00:00:06.330550,464.0,0.025,7m,1.3,1.1,1.3,856.0,,,,,,,,,,,,,,,984.0,0.05,5m,0.5,1.5,2.0,304.0,,,,,,,,752.0,0.025,7m,1.2000000000000002,1.4,1.8000000000000003,648.0,792.0,0.05,9m,1.0,0.9,1.8000000000000003,776.0,256,0.05,6m,0.7,1.3,1.5,968,,,,,,,,624.0,0.025,2m,1.2000000000000002,0.8,1.6,760.0,0.35000000000000003,6,COMPLETE
33,33,-1.5011014115852988,2025-06-15 23:04:57.906460,2025-06-15 23:05:03.261789,0 days 00:00:05.355329,504.0,0.025,7m,1.0,1.4,1.2000000000000002,896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.0,0.025,5m,1.3,1.0,1.5,688.0,944.0,0.05,9m,0.8,0.7,1.7000000000000002,936.0,200,0.05,6m,0.6,1.4,1.5,880,,,,,,,,64.0,0.025,9m,1.2000000000000002,1.2000000000000002,1.4000000000000001,336.0,0.15000000000000002,5,COMPLETE
34,34,-4.468509869809102,2025-06-15 23:05:03.337342,2025-06-15 23:05:07.804372,0 days 00:00:04.467030,392.0,0.025,9m,1.3,1.3,1.5,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.0,0.025,2m,1.5,1.1,1.6,784.0,456.0,0.05,1m,1.1,1.1,1.5,592.0,296,0.05,6m,0.7,1.0,1.6,776,,,,,,,,,,,,,,,0.25,4,COMPLETE
35,35,-6.900806119918736,2025-06-15 23:05:07.874118,2025-06-15 23:05:14.324848,0 days 00:00:06.450730,304.0,0.025,10m,1.1,1.0,1.3,656.0,,,,,,,,,,,,,,,760.0,0.05,10m,0.9,1.2000000000000002,1.7000000000000002,32.0,,,,,,,,240.0,0.05,4m,1.2000000000000002,1.3,1.9000000000000001,552.0,632.0,0.05,2m,0.8,0.9,1.9000000000000001,824.0,184,0.05,6m,0.5,1.2000000000000002,1.6,288,,,,,,,,568.0,0.025,1m,1.3,0.5,1.7000000000000002,736.0,0.3,6,COMPLETE
36,36,-0.9935764203460208,2025-06-15 23:05:14.418738,2025-06-15 23:05:19.464497,0 days 00:00:05.045759,600.0,0.025,7m,1.5,1.2000000000000002,1.6,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,0.025,3m,0.9,0.8,1.4000000000000001,888.0,768.0,0.05,8m,1.1,0.7,1.7000000000000002,1024.0,408,0.05,5m,0.9,1.5,1.7000000000000002,24,,,,,,,,768.0,0.025,5m,0.8,1.5,1.3,352.0,0.2,5,COMPLETE
37,37,-3.140818445926093,2025-06-15 23:05:19.560363,2025-06-15 23:05:22.892562,0 days 00:00:03.332199,232.0,0.025,7m,1.2000000000000002,1.5,1.4000000000000001,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.0,0.05,4m,0.9,1.2000000000000002,1.4000000000000001,928.0,496,0.025,8m,0.6,1.0,1.6,912,,,,,,,,,,,,,,,0.05,3,COMPLETE
38,38,-2.764810806234439,2025-06-15 23:05:23.005462,2025-06-15 23:05:27.151725,0 days 00:00:04.146263,352.0,0.025,3m,1.0,1.0,1.2000000000000002,568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0,0.025,7m,1.4,1.5,1.6,328.0,816.0,0.05,5m,0.8,1.0,1.8000000000000003,704.0,864,0.05,6m,0.7,1.2000000000000002,1.5,984,,,,,,,,,,,,,,,0.2,4,COMPLETE
39,39,-2.290064304692904,2025-06-15 23:05:27.233953,2025-06-15 23:05:34.648595,0 days 00:00:07.414642,504.0,0.025,8m,1.2000000000000002,1.2000000000000002,1.5,808.0,,,,,,,,,,,,,,,384.0,0.05,4m,1.2000000000000002,0.5,1.8000000000000003,512.0,,,,,,,,1024.0,0.05,9m,1.1,1.1,1.8000000000000003,712.0,944.0,0.05,9m,1.1,0.8,1.6,760.0,1024,0.05,5m,1.1,1.1,1.3,832,384.0,0.025,8m,1.1,0.5,1.4000000000000001,56.0,1024.0,0.025,9m,1.1,0.9,1.9000000000000001,984.0,0.4,7,COMPLETE
40,40,-2.714551946434013,2025-06-15 23:05:34.730006,2025-06-15 23:05:36.945778,0 days 00:00:02.215772,416.0,0.05,4m,0.8,1.4,1.4000000000000001,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,0.025,2m,0.5,1.3,1.7000000000000002,416,,,,,,,,,,,,,,,0.3,2,COMPLETE
41,41,0.7011645252033709,2025-06-15 23:05:37.036287,2025-06-15 23:05:40.604657,0 days 00:00:03.568370,328.0,0.025,6m,1.0,1.4,1.3,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0,0.05,9m,0.9,0.7,1.8000000000000003,592.0,248,0.05,4m,0.7,1.5,1.5,960,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
42,42,0.4744423771612369,2025-06-15 23:05:40.694692,2025-06-15 23:05:44.834476,0 days 00:00:04.139784,88.0,0.025,6m,1.1,1.3,1.4000000000000001,928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,0.025,1m,1.3,1.4,1.3,552.0,696.0,0.05,9m,1.0,0.6,1.9000000000000001,608.0,232,0.05,4m,0.6,1.4,1.6,1024,,,,,,,,,,,,,,,0.1,4,COMPLETE
43,43,-1.1036682250144612,2025-06-15 23:05:44.909233,2025-06-15 23:05:48.374697,0 days 00:00:03.465464,184.0,0.025,6m,1.0,1.4,1.2000000000000002,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.0,0.05,6m,0.9,0.5,1.8000000000000003,864.0,264,0.05,4m,0.7,1.5,1.4000000000000001,920,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
44,44,-0.64073940397819,2025-06-15 23:05:48.461717,2025-06-15 23:05:50.721887,0 days 00:00:02.260170,312.0,0.025,6m,1.3,1.5,1.5,712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,0.05,10m,0.8,1.5,1.2000000000000002,840,,,,,,,,,,,,,,,0.2,2,COMPLETE
45,45,-12.616582243321641,2025-06-15 23:05:50.797327,2025-06-15 23:05:59.176251,0 days 00:00:08.378924,480.0,0.025,10m,0.8,0.8,1.3,752.0,,,,,,,,,,,,,,,784.0,0.025,6m,0.7,1.3,1.3,240.0,992.0,0.05,1m,0.5,1.5,2.0,1016.0,872.0,0.05,10m,1.5,1.2000000000000002,1.8000000000000003,416.0,752.0,0.05,9m,0.8,0.7,1.7000000000000002,384.0,168,0.05,7m,0.6,1.4,1.5,592,456.0,0.025,3m,1.1,0.7,1.1,736.0,472.0,0.05,10m,1.5,1.3,1.8000000000000003,856.0,0.15000000000000002,8,COMPLETE
46,46,2.1526970242278862,2025-06-15 23:05:59.259726,2025-06-15 23:06:02.808399,0 days 00:00:03.548673,656.0,0.025,5m,0.9,0.5,1.4000000000000001,896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.0,0.05,9m,1.0,0.8,2.0,160.0,280,0.05,4m,0.5,1.3,1.8000000000000003,712,,,,,,,,,,,,,,,0.1,3,COMPLETE
47,47,0.863907242682448,2025-06-15 23:06:02.917653,2025-06-15 23:06:09.275587,0 days 00:00:06.357934,672.0,0.05,5m,0.9,0.7,1.4000000000000001,608.0,,,,,,,,,,,,,,,408.0,0.05,3m,1.1,0.8,1.8000000000000003,616.0,,,,,,,,320.0,0.025,5m,0.8,0.9,1.9000000000000001,912.0,448.0,0.05,10m,1.4,0.9,2.0,424.0,56,0.05,3m,0.5,1.2000000000000002,1.8000000000000003,592,,,,,,,,704.0,0.025,3m,1.0,0.7,1.5,696.0,0.05,6,COMPLETE
48,48,-3.231282613236856,2025-06-15 23:06:09.365613,2025-06-15 23:06:15.876191,0 days 00:00:06.510578,840.0,0.05,5m,0.7,0.5,1.7000000000000002,984.0,,,,,,,,,,,,,,,400.0,0.05,3m,1.1,0.8,1.8000000000000003,592.0,,,,,,,,328.0,0.025,5m,0.8,0.9,1.9000000000000001,896.0,400.0,0.05,10m,1.5,1.0,2.0,168.0,72,0.05,3m,0.5,1.2000000000000002,1.8000000000000003,544,,,,,,,,160.0,0.05,3m,0.7,0.7,1.2000000000000002,440.0,0.05,6,COMPLETE
49,49,-0.7037865647255203,2025-06-15 23:06:15.947766,2025-06-15 23:06:23.979976,0 days 00:00:08.032210,680.0,0.05,5m,0.9,0.5,1.5,312.0,,,,,,,,,,,,,,,224.0,0.05,3m,1.0,0.7,1.9000000000000001,504.0,32.0,0.05,3m,0.9,1.1,1.5,984.0,144.0,0.05,9m,0.5,0.7,2.0,1016.0,520.0,0.05,10m,1.3,0.6,2.0,128.0,48,0.05,3m,0.5,1.2000000000000002,1.9000000000000001,592,280.0,0.025,4m,0.5,1.5,1.7000000000000002,328.0,896.0,0.025,3m,1.0,0.9,1.5,168.0,0.05,8,COMPLETE
50,50,0.36162342948982307,2025-06-15 23:06:24.048944,2025-06-15 23:06:25.056357,0 days 00:00:01.007413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,0.025,3m,0.5,1.1,1.8000000000000003,456,,,,,,,,,,,,,,,0.1,1,COMPLETE
51,51,-0.1277311239549189,2025-06-15 23:06:25.119486,2025-06-15 23:06:28.961796,0 days 00:00:03.842310,656.0,0.05,5m,0.8,0.7,1.4000000000000001,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,0.025,5m,0.8,1.0,1.6,736.0,440.0,0.05,10m,1.4,0.9,1.9000000000000001,400.0,360,0.05,3m,0.5,1.3,1.8000000000000003,712,,,,,,,,,,,,,,,0.1,4,COMPLETE
52,52,1.33257225443668,2025-06-15 23:06:29.016192,2025-06-15 23:06:35.886949,0 days 00:00:06.870757,552.0,0.05,5m,0.9,0.8,1.3,544.0,,,,,,,,,,,,,,,536.0,0.05,2m,0.8,0.9,1.6,664.0,,,,,,,,360.0,0.025,5m,0.7,0.8,1.8000000000000003,904.0,240.0,0.05,7m,1.1,0.8,2.0,448.0,296,0.05,7m,0.6,1.3,2.0,776,640.0,0.05,6m,1.3,0.8,1.4000000000000001,320.0,704.0,0.025,2m,1.1,0.6,1.6,664.0,0.05,7,COMPLETE
