,number,value,datetime_start,datetime_complete,duration,params_ADI_ZM_beta_win,params_ADI_ZM_stop_loss,params_ADI_ZM_trade_freq,params_ADI_ZM_z_entry,params_ADI_ZM_z_exit,params_ADI_ZM_z_stop_scaler,params_ADI_ZM_z_win,params_ANSS_ZM_beta_win,params_ANSS_ZM_stop_loss,params_ANSS_ZM_trade_freq,params_ANSS_ZM_z_entry,params_ANSS_ZM_z_exit,params_ANSS_ZM_z_stop_scaler,params_ANSS_ZM_z_win,params_ASML_ZM_beta_win,params_ASML_ZM_stop_loss,params_ASML_ZM_trade_freq,params_ASML_ZM_z_entry,params_ASML_ZM_z_exit,params_ASML_ZM_z_stop_scaler,params_ASML_ZM_z_win,params_AZN_ZM_beta_win,params_AZN_ZM_stop_loss,params_AZN_ZM_trade_freq,params_AZN_ZM_z_entry,params_AZN_ZM_z_exit,params_AZN_ZM_z_stop_scaler,params_AZN_ZM_z_win,params_CDNS_ZM_beta_win,params_CDNS_ZM_stop_loss,params_CDNS_ZM_trade_freq,params_CDNS_ZM_z_entry,params_CDNS_ZM_z_exit,params_CDNS_ZM_z_stop_scaler,params_CDNS_ZM_z_win,params_CPRT_ZM_beta_win,params_CPRT_ZM_stop_loss,params_CPRT_ZM_trade_freq,params_CPRT_ZM_z_entry,params_CPRT_ZM_z_exit,params_CPRT_ZM_z_stop_scaler,params_CPRT_ZM_z_win,params_MDLZ_ZM_beta_win,params_MDLZ_ZM_stop_loss,params_MDLZ_ZM_trade_freq,params_MDLZ_ZM_z_entry,params_MDLZ_ZM_z_exit,params_MDLZ_ZM_z_stop_scaler,params_MDLZ_ZM_z_win,params_MNST_ZM_beta_win,params_MNST_ZM_stop_loss,params_MNST_ZM_trade_freq,params_MNST_ZM_z_entry,params_MNST_ZM_z_exit,params_MNST_ZM_z_stop_scaler,params_MNST_ZM_z_win,params_MSFT_ZM_beta_win,params_MSFT_ZM_stop_loss,params_MSFT_ZM_trade_freq,params_MSFT_ZM_z_entry,params_MSFT_ZM_z_exit,params_MSFT_ZM_z_stop_scaler,params_MSFT_ZM_z_win,params_SGEN_ZM_beta_win,params_SGEN_ZM_stop_loss,params_SGEN_ZM_trade_freq,params_SGEN_ZM_z_entry,params_SGEN_ZM_z_exit,params_SGEN_ZM_z_stop_scaler,params_SGEN_ZM_z_win,params_buffer_capital,params_pairs_to_trade,state
84,84,4.305845719216739,2025-06-16 00:26:08.081454,2025-06-16 00:26:09.080556,0 days 00:00:00.999102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,0.05,3m,0.9,1.4,1.3,40,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
85,85,4.6744513507019505,2025-06-16 00:26:09.143616,2025-06-16 00:26:10.133469,0 days 00:00:00.989853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,0.05,3m,0.9,1.4,1.3,120,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
86,86,-2.303970057152589,2025-06-16 00:26:10.191999,2025-06-16 00:26:11.241803,0 days 00:00:01.049804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,0.05,3m,0.9,1.4,1.3,120,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
87,87,-0.01810738414580048,2025-06-16 00:26:11.289929,2025-06-16 00:26:12.370850,0 days 00:00:01.080921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,0.05,6m,0.9,1.0,1.4000000000000001,96,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
88,88,-2.6428946531005426,2025-06-16 00:26:12.414409,2025-06-16 00:26:13.428206,0 days 00:00:01.013797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,0.05,8m,1.1,1.4,1.3,40,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
89,89,0.30952111414895545,2025-06-16 00:26:13.487124,2025-06-16 00:26:14.459124,0 days 00:00:00.972000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,0.05,2m,0.9,1.1,1.1,160,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
90,90,-5.446264090927891,2025-06-16 00:26:14.521909,2025-06-16 00:26:17.216220,0 days 00:00:02.694311,,,,,,,,,,,,,,,,,,,,,,264.0,0.05,1m,0.9,0.8,1.3,680.0,,,,,,,,,,,,,,,464,0.05,3m,1.0,1.2000000000000002,1.3,64,928.0,0.05,2m,1.4,1.3,1.4000000000000001,464.0,,,,,,,,,,,,,,,0.5,3,COMPLETE
91,91,1.5630588266967032,2025-06-16 00:26:17.301290,2025-06-16 00:26:19.145260,0 days 00:00:01.843970,,,,,,,,,,,,,,,,,,,,,,320.0,0.025,7m,0.8,0.8,1.1,808.0,,,,,,,,,,,,,,,408,0.05,3m,1.0,1.3,1.2000000000000002,208,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
92,92,1.0454329064043169,2025-06-16 00:26:19.192331,2025-06-16 00:26:22.808530,0 days 00:00:03.616199,992.0,0.05,4m,1.5,0.5,1.6,776.0,,,,,,,,,,,,,,,360.0,0.025,7m,0.9,0.8,1.1,824.0,,,,,,,,,,,,,,,416,0.05,3m,1.0,1.4,1.1,128,824.0,0.05,3m,1.4,1.5,2.0,264.0,,,,,,,,,,,,,,,0.4,4,COMPLETE
93,93,-1.0442868571190818,2025-06-16 00:26:22.864774,2025-06-16 00:26:31.434459,0 days 00:00:08.569685,592.0,0.05,4m,1.4,0.6,1.8000000000000003,232.0,128.0,0.05,4m,1.0,0.5,1.3,1024.0,48.0,0.025,5m,0.5,1.1,1.6,1008.0,304.0,0.025,7m,0.8,0.9,1.2000000000000002,776.0,232.0,0.05,6m,1.5,0.9,1.3,760.0,616.0,0.05,3m,1.4,0.6,1.3,160.0,328,0.05,3m,1.0,1.3,1.3,240,744.0,0.05,7m,1.5,1.5,1.3,368.0,992.0,0.05,3m,0.5,1.3,2.0,40.0,712.0,0.05,8m,1.3,1.1,2.0,280.0,0.45,10,COMPLETE
94,94,1.8389413985488325,2025-06-16 00:26:31.486498,2025-06-16 00:26:32.492670,0 days 00:00:01.006172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,0.05,3m,1.1,1.2000000000000002,1.2000000000000002,176,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
95,95,-1.2867276430618726,2025-06-16 00:26:32.537064,2025-06-16 00:26:33.654002,0 days 00:00:01.116938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,0.05,9m,1.1,1.2000000000000002,1.1,104,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
96,96,0.12505621052723973,2025-06-16 00:26:33.710915,2025-06-16 00:26:34.687134,0 days 00:00:00.976219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,0.05,4m,1.1,1.4,1.4000000000000001,200,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
97,97,-16.37216317998774,2025-06-16 00:26:34.743599,2025-06-16 00:26:43.987574,0 days 00:00:09.243975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,0.05,1m,1.2000000000000002,0.9,1.2000000000000002,280,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
98,98,1.2060199470807698,2025-06-16 00:26:44.030130,2025-06-16 00:26:45.957333,0 days 00:00:01.927203,,,,,,,,,,,,,,,,,,,,,,88.0,0.05,7m,0.9,0.8,1.4000000000000001,704.0,,,,,,,,,,,,,,,512,0.05,3m,0.9,1.2000000000000002,1.3,176,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
99,99,-0.8294209551854288,2025-06-16 00:26:46.017001,2025-06-16 00:26:47.727773,0 days 00:00:01.710772,,,,,,,,,,,,,,,,,,,,,,328.0,0.025,3m,0.6,0.7,1.1,800.0,,,,,,,,,,,,,,,544,0.05,10m,1.1,1.3,1.2000000000000002,88,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
100,100,1.6271616336834271,2025-06-16 00:26:47.771473,2025-06-16 00:26:48.877150,0 days 00:00:01.105677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,0.05,3m,0.9,1.3,1.9000000000000001,224,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
101,101,1.6271616336834271,2025-06-16 00:26:48.928214,2025-06-16 00:26:49.910877,0 days 00:00:00.982663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,0.05,3m,0.9,1.3,1.8000000000000003,224,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
102,102,1.7466364147431224,2025-06-16 00:26:49.961131,2025-06-16 00:26:50.944759,0 days 00:00:00.983628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,0.05,3m,0.8,1.3,1.9000000000000001,240,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
103,103,1.4658824620563524,2025-06-16 00:26:50.996091,2025-06-16 00:26:52.077387,0 days 00:00:01.081296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,0.05,3m,0.8,1.4,2.0,232,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
104,104,0.7323652117043826,2025-06-16 00:26:52.124395,2025-06-16 00:26:53.238663,0 days 00:00:01.114268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,0.05,3m,0.9,1.3,1.9000000000000001,272,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
105,105,-1.1646734097449774,2025-06-16 00:26:53.329700,2025-06-16 00:26:54.358929,0 days 00:00:01.029229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,0.05,4m,0.9,1.3,1.9000000000000001,560,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
106,106,-3.6278775710126068,2025-06-16 00:26:54.397026,2025-06-16 00:26:55.363445,0 days 00:00:00.966419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712,0.05,7m,0.8,1.4,1.9000000000000001,296,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
107,107,-1.8075217934535877,2025-06-16 00:26:55.417149,2025-06-16 00:26:56.447747,0 days 00:00:01.030598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624,0.05,3m,0.9,1.3,1.8000000000000003,312,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
108,108,0.008242196452966305,2025-06-16 00:26:56.512992,2025-06-16 00:26:57.646396,0 days 00:00:01.133404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,0.05,3m,0.8,1.4,1.8000000000000003,216,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
109,109,0.2452605968425018,2025-06-16 00:26:57.707655,2025-06-16 00:26:58.752889,0 days 00:00:01.045234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,0.05,3m,0.9,1.4,1.9000000000000001,344,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
110,110,0.4049619834702521,2025-06-16 00:26:58.801120,2025-06-16 00:26:59.866409,0 days 00:00:01.065289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,0.05,4m,0.9,1.5,1.7000000000000002,32,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
111,111,-6.091545053516744,2025-06-16 00:26:59.918304,2025-06-16 00:27:07.474170,0 days 00:00:07.555866,696.0,0.05,4m,1.5,0.5,1.7000000000000002,360.0,200.0,0.05,10m,0.9,0.6,1.2000000000000002,944.0,600.0,0.05,1m,1.1,0.5,2.0,688.0,240.0,0.05,4m,1.0,0.6,1.3,744.0,688.0,0.025,3m,1.2000000000000002,1.3,1.8000000000000003,256.0,392.0,0.025,1m,1.0,0.9,1.7000000000000002,864.0,432,0.05,3m,1.0,1.2000000000000002,2.0,176,520.0,0.025,1m,0.8,1.2000000000000002,1.7000000000000002,1008.0,,,,,,,,856.0,0.05,4m,1.5,1.1,1.9000000000000001,112.0,0.45,9,COMPLETE
112,112,-1.9151522839845339,2025-06-16 00:27:07.543400,2025-06-16 00:27:09.537652,0 days 00:00:01.994252,,,,,,,,,,,,,,,,,,,,,,160.0,0.025,9m,0.9,0.7,1.1,608.0,,,,,,,,,,,,,,,768,0.05,3m,1.0,1.3,1.9000000000000001,248,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
113,113,1.6067540107798148,2025-06-16 00:27:09.579696,2025-06-16 00:27:11.523478,0 days 00:00:01.943782,,,,,,,,,,,,,,,,,,,,,,384.0,0.025,5m,1.0,0.8,1.4000000000000001,784.0,,,,,,,,,,,,,,,472,0.05,3m,0.8,1.3,1.8000000000000003,144,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
114,114,3.2281197538173436,2025-06-16 00:27:11.586425,2025-06-16 00:27:12.539401,0 days 00:00:00.952976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,0.05,3m,0.7,1.3,1.8000000000000003,136,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
115,115,-2.953242860684278,2025-06-16 00:27:12.606674,2025-06-16 00:27:13.640511,0 days 00:00:01.033837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,0.05,6m,0.7,1.3,1.8000000000000003,136,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
116,116,5.902577022213941,2025-06-16 00:27:13.701549,2025-06-16 00:27:14.773992,0 days 00:00:01.072443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,0.05,3m,0.8,1.4,1.8000000000000003,72,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
117,117,1.9769327881491519,2025-06-16 00:27:14.852172,2025-06-16 00:27:15.917925,0 days 00:00:01.065753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,0.05,5m,0.8,1.5,1.8000000000000003,72,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
118,118,-0.7606197809366552,2025-06-16 00:27:15.962116,2025-06-16 00:27:16.895424,0 days 00:00:00.933308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,0.05,5m,0.7,1.5,1.7000000000000002,64,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
119,119,2.7360638380549758,2025-06-16 00:27:16.955362,2025-06-16 00:27:17.871379,0 days 00:00:00.916017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,0.025,5m,0.7,1.5,1.9000000000000001,104,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
120,120,0.4819481528237569,2025-06-16 00:27:17.928520,2025-06-16 00:27:19.022358,0 days 00:00:01.093838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,0.025,5m,0.7,1.5,1.8000000000000003,104,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
121,121,3.021507807477621,2025-06-16 00:27:19.072296,2025-06-16 00:27:20.140867,0 days 00:00:01.068571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,0.025,5m,0.8,1.5,1.9000000000000001,120,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
122,122,2.766328391964114,2025-06-16 00:27:20.184474,2025-06-16 00:27:21.255527,0 days 00:00:01.071053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,0.025,5m,0.8,1.5,1.9000000000000001,80,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
123,123,0.4122199713073644,2025-06-16 00:27:21.307764,2025-06-16 00:27:22.386331,0 days 00:00:01.078567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,0.025,5m,0.8,1.5,1.9000000000000001,80,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
124,124,2.5748425224284377,2025-06-16 00:27:22.431188,2025-06-16 00:27:23.466379,0 days 00:00:01.035191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,0.025,5m,0.8,1.5,2.0,112,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
125,125,4.041136423992267,2025-06-16 00:27:23.516810,2025-06-16 00:27:24.429082,0 days 00:00:00.912272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,0.025,5m,0.7,1.5,1.8000000000000003,40,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
126,126,3.377318669835721,2025-06-16 00:27:24.474918,2025-06-16 00:27:25.500016,0 days 00:00:01.025098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,0.025,5m,0.7,1.5,2.0,48,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
127,127,3.907498540796883,2025-06-16 00:27:25.546595,2025-06-16 00:27:26.570237,0 days 00:00:01.023642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,0.025,5m,0.7,1.5,2.0,16,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
128,128,-1.6489412061528517,2025-06-16 00:27:26.644725,2025-06-16 00:27:27.746995,0 days 00:00:01.102270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,0.025,5m,0.7,1.5,2.0,16,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
129,129,3.75737358496738,2025-06-16 00:27:27.819929,2025-06-16 00:27:28.922672,0 days 00:00:01.102743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,0.025,5m,0.7,1.5,2.0,32,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
130,130,3.6751599498566585,2025-06-16 00:27:28.965278,2025-06-16 00:27:30.019283,0 days 00:00:01.054005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,0.025,5m,0.7,1.5,2.0,48,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
131,131,5.363163387126743,2025-06-16 00:27:30.079521,2025-06-16 00:27:31.108535,0 days 00:00:01.029014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,0.025,5m,0.7,1.5,2.0,40,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
132,132,4.100061055448934,2025-06-16 00:27:31.163372,2025-06-16 00:27:32.185743,0 days 00:00:01.022371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,0.025,5m,0.7,1.5,2.0,40,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
133,133,5.320429815062908,2025-06-16 00:27:32.240429,2025-06-16 00:27:33.220517,0 days 00:00:00.980088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0.025,5m,0.7,1.5,2.0,40,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
134,134,3.145696014716751,2025-06-16 00:27:33.274980,2025-06-16 00:27:34.341508,0 days 00:00:01.066528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,0.025,5m,0.7,1.5,2.0,40,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
135,135,0.7577151249806174,2025-06-16 00:27:34.384519,2025-06-16 00:27:35.405384,0 days 00:00:01.020865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,0.025,5m,0.7,1.5,2.0,40,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
136,136,4.113829630454839,2025-06-16 00:27:35.452930,2025-06-16 00:27:36.494353,0 days 00:00:01.041423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0.025,5m,0.7,1.5,2.0,16,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
137,137,-52.4440747293449,2025-06-16 00:27:36.538504,2025-06-16 00:27:38.430465,0 days 00:00:01.891961,,,,,,,,,,,,,,,,,,,,,,864.0,0.05,1m,0.5,1.3,2.0,272.0,,,,,,,,,,,,,,,280,0.025,5m,0.7,1.4,2.0,24,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
138,138,2.5871562597389333,2025-06-16 00:27:38.500097,2025-06-16 00:27:39.482644,0 days 00:00:00.982547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,0.025,5m,0.7,1.5,2.0,16,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
139,139,-2.619804478965067,2025-06-16 00:27:39.530738,2025-06-16 00:27:40.507050,0 days 00:00:00.976312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,0.025,5m,0.7,1.5,2.0,48,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
140,140,-2.106071768828306,2025-06-16 00:27:40.563584,2025-06-16 00:27:41.458890,0 days 00:00:00.895306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,0.025,5m,0.7,1.4,2.0,56,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
141,141,1.139425517270276,2025-06-16 00:27:41.513710,2025-06-16 00:27:42.589364,0 days 00:00:01.075654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,0.025,5m,0.7,1.5,2.0,40,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
142,142,4.996120527253632,2025-06-16 00:27:42.634803,2025-06-16 00:27:43.731322,0 days 00:00:01.096519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,0.025,5m,0.7,1.5,2.0,32,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
143,143,4.9439377280560235,2025-06-16 00:27:43.799320,2025-06-16 00:27:44.817780,0 days 00:00:01.018460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,0.025,5m,0.6,1.5,2.0,64,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
144,144,3.9505548268785273,2025-06-16 00:27:44.877407,2025-06-16 00:27:45.918646,0 days 00:00:01.041239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0.025,5m,0.6,1.5,2.0,16,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
145,145,-0.013903103056133704,2025-06-16 00:27:45.971870,2025-06-16 00:27:48.016362,0 days 00:00:02.044492,,,,,,,,,,,,,,,,,,,,,,824.0,0.05,3m,0.5,1.4,1.4000000000000001,344.0,,,,,,,,,,,,,,,272,0.025,5m,0.6,1.5,2.0,16,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
146,146,-4.085034465610696,2025-06-16 00:27:48.069311,2025-06-16 00:27:49.070455,0 days 00:00:01.001144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,0.025,5m,0.6,1.5,2.0,64,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
147,147,5.621434974489147,2025-06-16 00:27:49.110060,2025-06-16 00:27:49.989464,0 days 00:00:00.879404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,0.025,5m,0.6,1.4,1.6,32,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
148,148,3.947843551795663,2025-06-16 00:27:50.047208,2025-06-16 00:27:51.112429,0 days 00:00:01.065221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0.025,5m,0.6,1.4,1.6,32,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
149,149,1.5086969019457734,2025-06-16 00:27:51.192825,2025-06-16 00:27:52.300847,0 days 00:00:01.108022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,0.025,5m,0.6,1.4,1.6,16,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
