,number,value,datetime_start,datetime_complete,duration,params_AAPL_BIDU_beta_win,params_AAPL_BIDU_stop_loss,params_AAPL_BIDU_trade_freq,params_AAPL_BIDU_z_entry,params_AAPL_BIDU_z_exit,params_AAPL_BIDU_z_stop_scaler,params_AAPL_BIDU_z_win,params_ALGN_KDP_beta_win,params_ALGN_KDP_stop_loss,params_ALGN_KDP_trade_freq,params_ALGN_KDP_z_entry,params_ALGN_KDP_z_exit,params_ALGN_KDP_z_stop_scaler,params_ALGN_KDP_z_win,params_AMD_ATVI_beta_win,params_AMD_ATVI_stop_loss,params_AMD_ATVI_trade_freq,params_AMD_ATVI_z_entry,params_AMD_ATVI_z_exit,params_AMD_ATVI_z_stop_scaler,params_AMD_ATVI_z_win,params_CMCSA_MAR_beta_win,params_CMCSA_MAR_stop_loss,params_CMCSA_MAR_trade_freq,params_CMCSA_MAR_z_entry,params_CMCSA_MAR_z_exit,params_CMCSA_MAR_z_stop_scaler,params_CMCSA_MAR_z_win,params_EBAY_TXN_beta_win,params_EBAY_TXN_stop_loss,params_EBAY_TXN_trade_freq,params_EBAY_TXN_z_entry,params_EBAY_TXN_z_exit,params_EBAY_TXN_z_stop_scaler,params_EBAY_TXN_z_win,params_FISV_INTC_beta_win,params_FISV_INTC_stop_loss,params_FISV_INTC_trade_freq,params_FISV_INTC_z_entry,params_FISV_INTC_z_exit,params_FISV_INTC_z_stop_scaler,params_FISV_INTC_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_NFLX_TXN_beta_win,params_NFLX_TXN_stop_loss,params_NFLX_TXN_trade_freq,params_NFLX_TXN_z_entry,params_NFLX_TXN_z_exit,params_NFLX_TXN_z_stop_scaler,params_NFLX_TXN_z_win,params_SBUX_KDP_beta_win,params_SBUX_KDP_stop_loss,params_SBUX_KDP_trade_freq,params_SBUX_KDP_z_entry,params_SBUX_KDP_z_exit,params_SBUX_KDP_z_stop_scaler,params_SBUX_KDP_z_win,params_ZS_ADI_beta_win,params_ZS_ADI_stop_loss,params_ZS_ADI_trade_freq,params_ZS_ADI_z_entry,params_ZS_ADI_z_exit,params_ZS_ADI_z_stop_scaler,params_ZS_ADI_z_win,params_buffer_capital,params_pairs_to_trade,state
119,119,2.6157652041091723,2025-06-15 23:26:26.372154,2025-06-15 23:26:36.189092,0 days 00:00:09.816938,72.0,0.025,4m,0.9,1.3,1.9000000000000001,688.0,896.0,0.025,10m,1.5,0.6,1.7000000000000002,912.0,880.0,0.05,9m,1.4,1.4,1.1,360.0,440.0,0.05,10m,1.5,1.3,1.8000000000000003,752.0,1008.0,0.025,9m,0.9,1.1,1.6,776.0,144.0,0.05,3m,1.5,1.4,2.0,808.0,800,0.05,8m,1.0,0.7,1.6,64,1000.0,0.05,6m,0.8,0.9,1.8000000000000003,104.0,808.0,0.025,9m,0.7,0.8,1.6,368.0,712.0,0.025,2m,1.3,1.1,1.5,880.0,0.35000000000000003,10,COMPLETE
120,120,3.504549921562914,2025-06-15 23:26:36.266098,2025-06-15 23:26:46.303143,0 days 00:00:10.037045,24.0,0.025,4m,0.9,1.2000000000000002,1.9000000000000001,680.0,936.0,0.025,10m,1.5,0.6,1.7000000000000002,928.0,1024.0,0.05,9m,1.4,1.4,1.1,368.0,432.0,0.025,10m,1.5,1.3,1.8000000000000003,744.0,992.0,0.025,9m,0.9,1.1,1.6,792.0,160.0,0.05,3m,1.5,1.4,2.0,816.0,808,0.05,8m,1.0,0.7,1.6,56,1008.0,0.05,6m,0.7,0.8,1.8000000000000003,104.0,824.0,0.025,9m,0.7,0.8,1.6,360.0,728.0,0.025,2m,1.3,1.1,1.5,864.0,0.35000000000000003,10,COMPLETE
121,121,3.432191830289111,2025-06-15 23:26:46.384436,2025-06-15 23:26:56.109938,0 days 00:00:09.725502,24.0,0.025,4m,0.9,1.2000000000000002,1.9000000000000001,712.0,920.0,0.025,10m,1.5,0.6,1.7000000000000002,928.0,1000.0,0.05,9m,1.4,1.4,1.1,360.0,432.0,0.025,10m,1.5,1.3,1.8000000000000003,760.0,1000.0,0.025,9m,0.9,1.2000000000000002,1.6,784.0,128.0,0.05,3m,1.5,1.4,2.0,808.0,816,0.05,8m,1.0,0.7,1.6,16,1008.0,0.05,6m,0.7,0.8,1.8000000000000003,88.0,808.0,0.025,9m,0.7,0.8,1.6,368.0,720.0,0.025,2m,1.3,1.1,1.5,872.0,0.35000000000000003,10,COMPLETE
122,122,2.2860622213181614,2025-06-15 23:26:56.183038,2025-06-15 23:27:05.954087,0 days 00:00:09.771049,16.0,0.025,4m,0.9,1.2000000000000002,1.9000000000000001,696.0,936.0,0.025,10m,1.5,0.5,1.7000000000000002,928.0,1016.0,0.05,9m,1.4,1.4,1.1,368.0,424.0,0.025,10m,1.5,1.4,1.8000000000000003,768.0,1000.0,0.025,9m,0.9,1.2000000000000002,1.6,792.0,136.0,0.05,3m,1.5,1.4,2.0,808.0,800,0.05,8m,1.0,0.7,1.6,56,1000.0,0.05,6m,0.7,0.8,1.8000000000000003,88.0,808.0,0.025,9m,0.7,0.8,1.6,360.0,712.0,0.025,2m,1.3,1.1,1.5,888.0,0.35000000000000003,10,COMPLETE
123,123,3.881009784359037,2025-06-15 23:27:06.028260,2025-06-15 23:27:16.140254,0 days 00:00:10.111994,64.0,0.025,4m,0.9,1.2000000000000002,1.9000000000000001,744.0,912.0,0.025,10m,1.5,0.6,1.8000000000000003,928.0,984.0,0.05,9m,1.4,1.4,1.1,320.0,440.0,0.025,10m,1.5,1.3,1.8000000000000003,744.0,992.0,0.025,9m,0.8,1.1,1.6,728.0,48.0,0.05,3m,1.5,1.5,2.0,832.0,816,0.05,8m,1.0,0.7,1.6,32,952.0,0.05,6m,0.7,0.8,1.9000000000000001,24.0,784.0,0.025,9m,0.7,0.8,1.6,488.0,656.0,0.025,2m,1.4,1.2000000000000002,1.4000000000000001,832.0,0.35000000000000003,10,COMPLETE
124,124,3.83909590727665,2025-06-15 23:27:16.263074,2025-06-15 23:27:25.536260,0 days 00:00:09.273186,16.0,0.025,4m,0.8,1.1,1.9000000000000001,776.0,920.0,0.025,10m,1.5,0.5,1.8000000000000003,936.0,960.0,0.05,9m,1.3,1.3,1.1,288.0,496.0,0.025,10m,1.5,1.3,1.8000000000000003,728.0,976.0,0.025,9m,0.8,1.2000000000000002,1.6,720.0,48.0,0.05,3m,1.4,1.5,1.9000000000000001,856.0,816,0.05,8m,1.1,0.7,1.6,16,976.0,0.05,6m,0.7,0.8,1.9000000000000001,16.0,752.0,0.025,9m,0.7,0.7,1.6,504.0,648.0,0.025,2m,1.4,1.1,1.5,824.0,0.4,10,COMPLETE
125,125,3.9317929346812863,2025-06-15 23:27:25.590070,2025-06-15 23:27:35.215958,0 days 00:00:09.625888,32.0,0.025,4m,0.8,1.0,2.0,800.0,824.0,0.025,10m,1.5,0.5,1.8000000000000003,944.0,968.0,0.05,9m,1.3,1.3,1.1,336.0,496.0,0.025,10m,1.5,1.3,1.8000000000000003,736.0,976.0,0.025,9m,0.8,1.3,1.6,736.0,72.0,0.05,3m,1.4,1.5,2.0,880.0,400,0.05,8m,1.1,0.6,1.5,16,952.0,0.05,6m,0.7,0.7,1.9000000000000001,16.0,792.0,0.025,9m,0.6,0.7,1.6,528.0,656.0,0.025,2m,1.4,1.2000000000000002,1.4000000000000001,816.0,0.4,10,COMPLETE
126,126,3.1516236528809647,2025-06-15 23:27:35.297940,2025-06-15 23:27:45.337103,0 days 00:00:10.039163,32.0,0.025,4m,0.8,1.0,2.0,824.0,800.0,0.025,10m,1.5,0.5,1.8000000000000003,952.0,984.0,0.05,9m,1.3,1.3,1.1,288.0,496.0,0.025,10m,1.5,1.3,1.8000000000000003,736.0,992.0,0.025,9m,0.8,1.3,1.6,728.0,64.0,0.05,3m,1.4,1.5,1.9000000000000001,864.0,432,0.05,8m,1.1,0.5,1.5,16,952.0,0.05,6m,0.7,0.7,2.0,24.0,784.0,0.025,9m,0.6,0.7,1.6,512.0,656.0,0.025,2m,1.4,1.2000000000000002,1.4000000000000001,792.0,0.4,10,COMPLETE
127,127,3.9151382114270614,2025-06-15 23:27:45.414614,2025-06-15 23:27:55.084166,0 days 00:00:09.669552,24.0,0.025,4m,0.8,1.0,2.0,824.0,832.0,0.025,10m,1.5,0.5,1.8000000000000003,928.0,976.0,0.05,9m,1.3,1.3,1.1,280.0,496.0,0.025,10m,1.5,1.3,1.7000000000000002,728.0,984.0,0.025,9m,0.8,1.3,1.7000000000000002,720.0,48.0,0.05,3m,1.5,1.5,2.0,856.0,336,0.05,8m,1.1,0.5,1.5,32,952.0,0.05,6m,0.7,0.7,1.9000000000000001,16.0,776.0,0.025,9m,0.6,0.7,1.6,504.0,656.0,0.025,2m,1.4,1.2000000000000002,1.4000000000000001,816.0,0.4,10,COMPLETE
128,128,3.2767216782854627,2025-06-15 23:27:55.159660,2025-06-15 23:28:05.394938,0 days 00:00:10.235278,32.0,0.025,4m,0.8,1.0,2.0,816.0,816.0,0.025,10m,1.5,0.5,1.8000000000000003,928.0,968.0,0.05,9m,1.3,1.3,1.1,272.0,488.0,0.025,10m,1.5,1.3,1.8000000000000003,728.0,984.0,0.025,9m,0.8,1.3,1.7000000000000002,712.0,56.0,0.05,3m,1.5,1.5,2.0,856.0,448,0.05,8m,1.1,0.5,1.5,16,952.0,0.05,6m,0.7,0.7,1.9000000000000001,24.0,792.0,0.025,9m,0.6,0.7,1.6,536.0,656.0,0.025,2m,1.4,1.2000000000000002,1.4000000000000001,816.0,0.4,10,COMPLETE
129,129,2.4978623640497637,2025-06-15 23:28:05.471154,2025-06-15 23:28:15.359885,0 days 00:00:09.888731,16.0,0.025,4m,0.8,1.0,2.0,736.0,840.0,0.025,10m,1.5,0.5,1.8000000000000003,872.0,976.0,0.05,9m,1.4,1.2000000000000002,1.1,208.0,568.0,0.025,10m,1.5,1.3,1.7000000000000002,792.0,936.0,0.025,9m,0.8,1.2000000000000002,1.7000000000000002,680.0,40.0,0.05,3m,1.5,1.5,2.0,848.0,368,0.05,8m,1.2000000000000002,0.6,1.5,32,976.0,0.05,6m,0.7,0.6,1.9000000000000001,40.0,736.0,0.025,9m,0.6,0.7,1.7000000000000002,576.0,624.0,0.025,2m,1.4,1.2000000000000002,1.4000000000000001,816.0,0.4,10,COMPLETE
130,130,-0.2879082870891786,2025-06-15 23:28:15.455747,2025-06-15 23:28:25.715103,0 days 00:00:10.259356,56.0,0.025,4m,0.8,0.9,2.0,808.0,944.0,0.025,10m,1.5,0.6,1.8000000000000003,856.0,952.0,0.05,9m,1.3,1.3,1.1,328.0,472.0,0.025,10m,1.5,1.4,1.8000000000000003,704.0,976.0,0.025,9m,0.8,1.3,1.6,728.0,104.0,0.05,3m,1.5,1.5,2.0,752.0,312,0.05,8m,1.1,0.5,1.5,88,1024.0,0.05,6m,0.7,0.7,1.9000000000000001,64.0,896.0,0.025,9m,0.7,0.6,1.6,488.0,672.0,0.025,2m,1.5,1.2000000000000002,1.4000000000000001,832.0,0.4,10,COMPLETE
131,131,3.565994579944563,2025-06-15 23:28:25.803701,2025-06-15 23:28:35.524466,0 days 00:00:09.720765,32.0,0.025,4m,0.8,1.0,2.0,848.0,800.0,0.025,10m,1.5,0.5,1.8000000000000003,960.0,992.0,0.05,9m,1.3,1.5,1.1,272.0,488.0,0.025,10m,1.5,1.3,1.8000000000000003,728.0,984.0,0.025,9m,0.8,1.3,1.7000000000000002,720.0,56.0,0.05,3m,1.4,1.5,1.9000000000000001,856.0,416,0.05,8m,1.1,0.5,1.5,16,952.0,0.05,6m,0.7,0.7,2.0,24.0,784.0,0.025,9m,0.6,0.7,1.6,536.0,656.0,0.025,2m,1.4,1.2000000000000002,1.3,760.0,0.4,10,COMPLETE
132,132,3.1845813897848,2025-06-15 23:28:35.608245,2025-06-15 23:28:45.693807,0 days 00:00:10.085562,40.0,0.025,4m,0.7,1.0,2.0,872.0,952.0,0.025,10m,1.5,0.5,1.9000000000000001,976.0,1000.0,0.05,9m,1.5,1.5,1.1,416.0,496.0,0.025,10m,1.5,1.3,1.8000000000000003,664.0,1024.0,0.025,9m,0.8,1.4,1.7000000000000002,816.0,48.0,0.05,3m,1.5,1.5,1.9000000000000001,848.0,400,0.05,8m,1.1,0.5,1.5,16,984.0,0.05,6m,0.7,0.7,2.0,32.0,720.0,0.025,9m,0.5,0.7,1.6,576.0,760.0,0.025,2m,1.4,1.3,1.3,760.0,0.4,10,COMPLETE
133,133,2.4362800496559722,2025-06-15 23:28:45.782400,2025-06-15 23:28:55.508197,0 days 00:00:09.725797,40.0,0.025,4m,0.7,1.0,2.0,776.0,960.0,0.025,10m,1.5,0.5,1.9000000000000001,968.0,1000.0,0.05,9m,1.5,1.5,1.1,432.0,496.0,0.025,10m,1.5,1.3,1.8000000000000003,680.0,1016.0,0.025,9m,0.8,1.4,1.7000000000000002,752.0,40.0,0.05,3m,1.5,1.5,1.9000000000000001,840.0,424,0.05,8m,1.1,0.5,1.5,32,984.0,0.05,6m,0.7,0.7,2.0,40.0,712.0,0.025,9m,0.5,0.7,1.6,584.0,608.0,0.025,2m,1.4,1.3,1.3,744.0,0.4,10,COMPLETE
134,134,5.387040148006125,2025-06-15 23:28:55.575358,2025-06-15 23:29:05.561145,0 days 00:00:09.985787,80.0,0.025,4m,0.8,0.9,2.0,864.0,816.0,0.025,10m,1.5,0.5,1.9000000000000001,896.0,1016.0,0.05,9m,1.3,1.5,1.1,256.0,528.0,0.025,10m,1.5,1.3,1.8000000000000003,728.0,984.0,0.025,9m,0.8,1.4,1.8000000000000003,824.0,72.0,0.05,3m,1.5,1.5,2.0,912.0,392,0.05,8m,1.1,0.6,1.5,16,960.0,0.05,6m,0.7,0.8,1.9000000000000001,16.0,864.0,0.025,2m,0.6,0.6,1.6,656.0,760.0,0.025,2m,1.4,1.3,1.3,792.0,0.4,10,COMPLETE
135,135,4.313084853124742,2025-06-15 23:29:05.635357,2025-06-15 23:29:15.527275,0 days 00:00:09.891918,80.0,0.025,4m,0.9,0.9,2.0,888.0,856.0,0.025,10m,1.5,0.6,1.8000000000000003,888.0,952.0,0.05,9m,1.3,1.3,1.1,248.0,536.0,0.025,10m,1.5,1.4,1.8000000000000003,728.0,976.0,0.025,9m,0.7,1.3,1.8000000000000003,632.0,88.0,0.05,3m,1.5,1.5,2.0,920.0,368,0.05,8m,1.1,0.6,1.4000000000000001,72,952.0,0.05,6m,0.7,0.8,1.9000000000000001,16.0,872.0,0.025,2m,0.6,0.6,1.7000000000000002,784.0,664.0,0.025,2m,1.4,1.1,1.3,792.0,0.4,10,COMPLETE
136,136,4.033255021087519,2025-06-15 23:29:15.642553,2025-06-15 23:29:25.008565,0 days 00:00:09.366012,72.0,0.025,4m,0.9,0.9,2.0,880.0,736.0,0.025,10m,1.5,0.6,1.7000000000000002,872.0,1024.0,0.05,9m,1.4,1.4,1.1,312.0,536.0,0.025,10m,1.5,1.5,1.7000000000000002,800.0,944.0,0.025,9m,0.7,1.2000000000000002,1.8000000000000003,776.0,96.0,0.05,3m,1.4,1.4,2.0,920.0,352,0.05,8m,1.2000000000000002,0.6,1.4000000000000001,80,1008.0,0.05,6m,0.7,0.8,1.9000000000000001,80.0,864.0,0.025,2m,0.6,0.6,1.7000000000000002,720.0,568.0,0.025,2m,1.5,1.1,1.3,872.0,0.35000000000000003,10,COMPLETE
137,137,2.6383642855878415,2025-06-15 23:29:25.067401,2025-06-15 23:29:34.705927,0 days 00:00:09.638526,80.0,0.025,4m,0.8,0.9,2.0,880.0,744.0,0.025,10m,1.4,0.6,1.9000000000000001,872.0,1024.0,0.05,9m,1.4,1.4,1.1,240.0,536.0,0.025,10m,1.5,1.5,1.7000000000000002,816.0,936.0,0.025,9m,0.7,1.1,1.8000000000000003,816.0,16.0,0.05,3m,1.4,1.4,2.0,920.0,376,0.05,8m,1.2000000000000002,0.6,1.4000000000000001,80,936.0,0.05,6m,0.7,0.8,1.9000000000000001,64.0,888.0,0.025,2m,0.6,0.6,1.7000000000000002,776.0,568.0,0.025,2m,1.5,1.1,1.3,792.0,0.35000000000000003,10,COMPLETE
138,138,2.9301320566007463,2025-06-15 23:29:34.762531,2025-06-15 23:29:44.112695,0 days 00:00:09.350164,112.0,0.025,4m,0.9,0.8,2.0,896.0,848.0,0.025,10m,1.5,0.6,1.6,832.0,936.0,0.05,9m,1.3,1.2000000000000002,1.1,160.0,616.0,0.025,10m,1.5,1.5,1.7000000000000002,792.0,952.0,0.025,9m,0.7,1.3,1.8000000000000003,632.0,88.0,0.05,3m,1.4,1.5,1.9000000000000001,928.0,288,0.05,8m,1.3,0.6,1.4000000000000001,40,960.0,0.05,6m,0.8,0.8,1.9000000000000001,16.0,848.0,0.025,2m,0.6,0.6,1.8000000000000003,776.0,688.0,0.025,2m,1.5,1.1,1.3,720.0,0.4,10,COMPLETE
139,139,2.891962519748783,2025-06-15 23:29:44.191997,2025-06-15 23:29:53.632577,0 days 00:00:09.440580,72.0,0.025,4m,0.9,0.9,2.0,784.0,728.0,0.025,10m,1.4,0.5,1.8000000000000003,888.0,952.0,0.05,9m,1.3,1.5,1.1,296.0,528.0,0.025,10m,1.5,1.4,1.7000000000000002,744.0,928.0,0.025,9m,0.7,1.3,1.8000000000000003,672.0,104.0,0.05,3m,1.4,1.5,2.0,896.0,336,0.05,8m,1.2000000000000002,0.6,1.4000000000000001,136,1024.0,0.05,6m,0.7,0.8,1.9000000000000001,48.0,928.0,0.025,2m,0.7,0.5,1.5,792.0,744.0,0.025,2m,1.4,1.2000000000000002,1.2000000000000002,912.0,0.4,10,COMPLETE
140,140,2.2831377172157206,2025-06-15 23:29:53.709621,2025-06-15 23:30:02.482693,0 days 00:00:08.773072,64.0,0.025,4m,1.0,0.9,2.0,848.0,872.0,0.025,10m,1.5,0.6,1.7000000000000002,800.0,1024.0,0.05,9m,1.4,1.3,1.1,336.0,568.0,0.025,10m,1.5,1.4,1.8000000000000003,712.0,968.0,0.025,9m,1.0,1.1,1.9000000000000001,760.0,88.0,0.05,1m,1.4,1.5,2.0,984.0,352,0.05,8m,1.2000000000000002,0.6,1.5,72,920.0,0.05,6m,0.7,0.8,1.9000000000000001,80.0,,,,,,,,624.0,0.025,2m,1.4,1.0,1.3,848.0,0.45,9,COMPLETE
141,141,2.1116588880101888,2025-06-15 23:30:02.570291,2025-06-15 23:30:12.282871,0 days 00:00:09.712580,16.0,0.025,4m,0.9,1.1,1.9000000000000001,720.0,912.0,0.025,10m,1.5,0.5,1.7000000000000002,904.0,984.0,0.05,9m,1.4,1.4,1.1,304.0,408.0,0.025,10m,1.5,1.4,1.8000000000000003,776.0,992.0,0.025,9m,0.9,1.2000000000000002,1.6,784.0,128.0,0.05,3m,1.5,1.4,2.0,776.0,408,0.05,8m,1.1,0.7,1.6,104,1000.0,0.05,6m,0.7,0.8,2.0,56.0,1024.0,0.025,2m,0.7,0.9,1.7000000000000002,696.0,576.0,0.025,2m,1.5,1.1,1.5,792.0,0.35000000000000003,10,COMPLETE
142,142,3.287076483879908,2025-06-15 23:30:12.353131,2025-06-15 23:30:21.983913,0 days 00:00:09.630782,80.0,0.025,4m,0.8,1.1,2.0,664.0,992.0,0.025,10m,1.5,0.6,1.8000000000000003,952.0,1000.0,0.05,9m,1.4,1.4,1.1,384.0,512.0,0.025,10m,1.5,1.4,1.8000000000000003,704.0,1024.0,0.025,9m,0.9,1.2000000000000002,1.6,696.0,64.0,0.05,6m,1.5,1.4,2.0,880.0,376,0.05,8m,1.1,0.6,1.6,48,968.0,0.05,6m,0.7,0.6,1.9000000000000001,88.0,848.0,0.025,2m,0.8,0.6,1.5,432.0,696.0,0.025,2m,1.3,1.1,1.5,872.0,0.35000000000000003,10,COMPLETE
143,143,4.788532257009129,2025-06-15 23:30:22.093276,2025-06-15 23:30:31.858621,0 days 00:00:09.765345,120.0,0.025,4m,0.9,1.2000000000000002,1.9000000000000001,936.0,816.0,0.025,10m,1.5,0.6,1.7000000000000002,992.0,920.0,0.05,9m,1.4,1.3,1.1,512.0,472.0,0.025,10m,1.5,1.3,1.8000000000000003,808.0,976.0,0.025,9m,0.8,1.2000000000000002,1.6,736.0,128.0,0.05,3m,1.5,1.5,1.9000000000000001,824.0,312,0.05,8m,1.0,0.7,1.5,40,1008.0,0.05,6m,0.8,0.8,1.9000000000000001,152.0,752.0,0.025,6m,0.6,0.9,1.6,704.0,656.0,0.025,2m,1.3,1.0,1.2000000000000002,912.0,0.35000000000000003,10,COMPLETE
144,144,3.8053172042734813,2025-06-15 23:30:31.953344,2025-06-15 23:30:41.893342,0 days 00:00:09.939998,104.0,0.025,4m,0.8,0.8,1.9000000000000001,968.0,784.0,0.025,10m,1.4,0.5,1.8000000000000003,1000.0,928.0,0.05,9m,1.3,1.3,1.1,480.0,472.0,0.025,10m,1.5,1.5,1.8000000000000003,816.0,960.0,0.025,9m,0.8,1.2000000000000002,1.8000000000000003,728.0,16.0,0.05,3m,1.5,1.5,1.9000000000000001,832.0,304,0.05,8m,1.1,0.7,1.5,64,936.0,0.05,6m,0.8,0.7,1.9000000000000001,16.0,752.0,0.025,6m,0.6,0.9,1.7000000000000002,712.0,656.0,0.025,2m,1.5,1.0,1.2000000000000002,920.0,0.4,10,COMPLETE
145,145,2.6191065841307175,2025-06-15 23:30:41.982850,2025-06-15 23:30:52.198216,0 days 00:00:10.215366,120.0,0.025,4m,0.8,0.9,2.0,976.0,808.0,0.05,7m,1.4,0.5,1.8000000000000003,1000.0,912.0,0.05,9m,1.3,1.3,1.1,504.0,472.0,0.025,10m,1.5,1.5,1.7000000000000002,840.0,952.0,0.025,9m,0.8,1.2000000000000002,1.8000000000000003,744.0,32.0,0.05,2m,1.4,1.5,1.9000000000000001,944.0,280,0.05,8m,1.1,0.6,1.5,80,904.0,0.05,6m,0.8,0.7,1.9000000000000001,16.0,760.0,0.025,6m,0.6,0.9,1.8000000000000003,712.0,648.0,0.025,2m,1.5,1.0,1.2000000000000002,912.0,0.4,10,COMPLETE
146,146,2.2463023577384367,2025-06-15 23:30:52.309453,2025-06-15 23:31:02.318732,0 days 00:00:10.009279,160.0,0.025,4m,0.8,0.8,1.9000000000000001,912.0,760.0,0.025,2m,1.4,0.5,1.9000000000000001,976.0,928.0,0.05,9m,1.2000000000000002,1.2000000000000002,1.1,544.0,584.0,0.025,10m,1.5,1.5,1.6,808.0,912.0,0.025,9m,0.7,1.4,1.9000000000000001,552.0,72.0,0.05,3m,1.5,1.5,1.9000000000000001,904.0,312,0.05,8m,1.1,0.6,1.4000000000000001,48,936.0,0.05,6m,0.8,0.7,1.9000000000000001,152.0,680.0,0.025,6m,0.5,0.9,1.7000000000000002,840.0,600.0,0.025,2m,1.4,1.0,1.2000000000000002,936.0,0.4,10,COMPLETE
147,147,4.355107677033622,2025-06-15 23:31:02.395533,2025-06-15 23:31:11.371865,0 days 00:00:08.976332,88.0,0.025,4m,0.7,0.8,2.0,928.0,784.0,0.025,10m,1.5,0.5,1.8000000000000003,984.0,968.0,0.05,9m,1.3,1.5,1.1,496.0,528.0,0.025,10m,1.5,1.5,1.8000000000000003,880.0,968.0,0.025,9m,0.8,1.3,1.8000000000000003,648.0,16.0,0.05,3m,0.5,1.5,1.9000000000000001,832.0,320,0.05,8m,1.3,0.7,1.5,104,952.0,0.05,6m,0.8,0.6,2.0,48.0,,,,,,,,544.0,0.025,2m,1.5,1.3,1.1,832.0,0.4,9,COMPLETE
148,148,1.3018779986538167,2025-06-15 23:31:11.457259,2025-06-15 23:31:20.705780,0 days 00:00:09.248521,96.0,0.025,4m,0.7,0.7,1.9000000000000001,992.0,696.0,0.025,4m,1.4,0.7,2.0,608.0,952.0,0.05,9m,1.3,1.3,1.1,472.0,552.0,0.025,10m,1.5,1.5,1.8000000000000003,840.0,936.0,0.025,7m,0.8,1.5,1.8000000000000003,616.0,16.0,0.05,3m,1.5,1.5,1.9000000000000001,832.0,320,0.05,8m,1.2000000000000002,0.7,1.5,120,976.0,0.05,6m,0.8,0.6,1.9000000000000001,56.0,,,,,,,,544.0,0.025,2m,1.5,1.3,1.1,824.0,0.45,9,COMPLETE
149,149,3.72367954420312,2025-06-15 23:31:20.805377,2025-06-15 23:31:29.732376,0 days 00:00:08.926999,120.0,0.025,4m,1.0,0.8,2.0,936.0,840.0,0.05,10m,1.5,0.6,1.8000000000000003,992.0,968.0,0.05,9m,1.3,1.3,1.1,504.0,528.0,0.025,10m,1.5,1.5,1.8000000000000003,872.0,960.0,0.05,8m,0.7,1.3,1.8000000000000003,688.0,112.0,0.05,3m,0.5,1.5,1.8000000000000003,880.0,352,0.05,8m,1.2000000000000002,0.7,1.5,72,888.0,0.05,6m,0.8,0.5,2.0,16.0,,,,,,,,520.0,0.025,9m,1.5,1.3,1.1,784.0,0.4,9,COMPLETE
