,number,value,datetime_start,datetime_complete,duration,params_AEP_AMGN_beta_win,params_AEP_AMGN_stop_loss,params_AEP_AMGN_trade_freq,params_AEP_AMGN_z_entry,params_AEP_AMGN_z_exit,params_AEP_AMGN_z_stop_scaler,params_AEP_AMGN_z_win,params_AMD_NTES_beta_win,params_AMD_NTES_stop_loss,params_AMD_NTES_trade_freq,params_AMD_NTES_z_entry,params_AMD_NTES_z_exit,params_AMD_NTES_z_stop_scaler,params_AMD_NTES_z_win,params_AMGN_JD_beta_win,params_AMGN_JD_stop_loss,params_AMGN_JD_trade_freq,params_AMGN_JD_z_entry,params_AMGN_JD_z_exit,params_AMGN_JD_z_stop_scaler,params_AMGN_JD_z_win,params_AMZN_GOOGL_beta_win,params_AMZN_GOOGL_stop_loss,params_AMZN_GOOGL_trade_freq,params_AMZN_GOOGL_z_entry,params_AMZN_GOOGL_z_exit,params_AMZN_GOOGL_z_stop_scaler,params_AMZN_GOOGL_z_win,params_AMZN_GOOG_beta_win,params_AMZN_GOOG_stop_loss,params_AMZN_GOOG_trade_freq,params_AMZN_GOOG_z_entry,params_AMZN_GOOG_z_exit,params_AMZN_GOOG_z_stop_scaler,params_AMZN_GOOG_z_win,params_ATVI_NTES_beta_win,params_ATVI_NTES_stop_loss,params_ATVI_NTES_trade_freq,params_ATVI_NTES_z_entry,params_ATVI_NTES_z_exit,params_ATVI_NTES_z_stop_scaler,params_ATVI_NTES_z_win,params_GOOGL_WDAY_beta_win,params_GOOGL_WDAY_stop_loss,params_GOOGL_WDAY_trade_freq,params_GOOGL_WDAY_z_entry,params_GOOGL_WDAY_z_exit,params_GOOGL_WDAY_z_stop_scaler,params_GOOGL_WDAY_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_ORLY_SIRI_beta_win,params_ORLY_SIRI_stop_loss,params_ORLY_SIRI_trade_freq,params_ORLY_SIRI_z_entry,params_ORLY_SIRI_z_exit,params_ORLY_SIRI_z_stop_scaler,params_ORLY_SIRI_z_win,params_buffer_capital,params_pairs_to_trade,state
87,87,-1.3613134416336121,2025-06-15 23:28:50.400437,2025-06-15 23:28:54.853716,0 days 00:00:04.453279,384.0,0.05,9m,0.6,1.2000000000000002,1.4000000000000001,424.0,,,,,,,,472.0,0.025,9m,0.5,0.7,1.6,384.0,,,,,,,,,,,,,,,448.0,0.05,3m,0.8,1.3,1.1,728.0,,,,,,,,664,0.05,6m,0.8,1.4,1.3,264,,,,,,,,,,,,,,,0.1,4,COMPLETE
88,88,-1.6156334117288502,2025-06-15 23:28:54.917392,2025-06-15 23:29:00.008244,0 days 00:00:05.090852,16.0,0.05,2m,0.7,1.1,1.7000000000000002,208.0,,,,,,,,376.0,0.025,4m,0.5,0.6,1.5,512.0,64.0,0.05,6m,0.6,0.9,1.8000000000000003,928.0,,,,,,,,400.0,0.05,3m,0.7,1.5,1.6,608.0,,,,,,,,360,0.05,4m,0.9,1.5,1.2000000000000002,376,,,,,,,,,,,,,,,0.15000000000000002,5,COMPLETE
89,89,-22.269107830939305,2025-06-15 23:29:00.095700,2025-06-15 23:29:05.299194,0 days 00:00:05.203494,248.0,0.05,5m,0.8,0.7,1.6,344.0,,,,,,,,432.0,0.025,1m,0.6,0.8,1.4000000000000001,440.0,176.0,0.05,6m,0.9,0.5,1.5,624.0,,,,,,,,616.0,0.05,3m,0.9,1.4,1.1,680.0,,,,,,,,456,0.05,7m,1.0,1.3,1.5,328,,,,,,,,,,,,,,,0.1,5,COMPLETE
90,90,2.8050878185365726,2025-06-15 23:29:05.368848,2025-06-15 23:29:09.468743,0 days 00:00:04.099895,80.0,0.05,10m,0.9,0.5,1.5,152.0,,,,,,,,320.0,0.025,8m,0.9,0.5,1.5,544.0,,,,,,,,,,,,,,,944.0,0.025,4m,0.8,1.4,1.2000000000000002,512.0,,,,,,,,320,0.05,4m,1.0,1.5,1.5,128,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
91,91,1.303649406230937,2025-06-15 23:29:09.527763,2025-06-15 23:29:13.621512,0 days 00:00:04.093749,64.0,0.05,10m,1.0,0.5,1.5,160.0,,,,,,,,360.0,0.025,8m,0.9,0.5,1.5,488.0,,,,,,,,,,,,,,,896.0,0.025,4m,0.8,1.4,1.2000000000000002,520.0,,,,,,,,392,0.05,4m,1.0,1.5,1.5,112,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
92,92,-0.5756568066961769,2025-06-15 23:29:13.679804,2025-06-15 23:29:17.765815,0 days 00:00:04.086011,72.0,0.05,10m,1.0,0.5,1.5,152.0,,,,,,,,328.0,0.025,8m,0.5,0.5,1.5,568.0,,,,,,,,,,,,,,,920.0,0.025,4m,0.8,1.4,1.2000000000000002,520.0,,,,,,,,328,0.05,4m,1.0,1.5,1.5,128,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
93,93,-0.8286331457590393,2025-06-15 23:29:17.827190,2025-06-15 23:29:21.886408,0 days 00:00:04.059218,120.0,0.05,10m,0.9,0.5,1.4000000000000001,88.0,,,,,,,,504.0,0.025,8m,0.9,0.5,1.5,632.0,,,,,,,,,,,,,,,976.0,0.025,4m,0.7,1.4,1.1,432.0,,,,,,,,408,0.05,4m,1.0,1.5,1.5,48,,,,,,,,,,,,,,,0.1,4,COMPLETE
94,94,-4.801508179809124,2025-06-15 23:29:21.942807,2025-06-15 23:29:26.685129,0 days 00:00:04.742322,168.0,0.05,10m,1.0,0.6,1.6,232.0,,,,,,,,392.0,0.025,8m,0.8,0.5,1.4000000000000001,480.0,336.0,0.05,7m,1.0,0.7,1.7000000000000002,1008.0,,,,,,,,824.0,0.025,4m,0.8,1.5,1.1,504.0,,,,,,,,536,0.05,4m,0.8,1.5,1.6,96,,,,,,,,,,,,,,,0.15000000000000002,5,COMPLETE
95,95,1.4871836913723377,2025-06-15 23:29:26.768103,2025-06-15 23:29:30.782642,0 days 00:00:04.014539,88.0,0.05,10m,1.0,0.5,1.5,168.0,,,,,,,,464.0,0.025,8m,1.0,0.6,1.5,544.0,,,,,,,,,,,,,,,928.0,0.025,4m,0.6,1.3,1.2000000000000002,472.0,,,,,,,,504,0.05,4m,0.9,1.5,1.4000000000000001,168,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
96,96,0.6140928866140262,2025-06-15 23:29:30.878378,2025-06-15 23:29:34.983191,0 days 00:00:04.104813,72.0,0.05,10m,0.9,0.5,1.5,168.0,,,,,,,,640.0,0.025,8m,0.9,0.6,1.5,560.0,,,,,,,,,,,,,,,936.0,0.025,4m,0.6,1.3,1.2000000000000002,480.0,,,,,,,,472,0.05,4m,0.9,1.5,1.4000000000000001,168,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
97,97,-1.5359506574972563,2025-06-15 23:29:35.041877,2025-06-15 23:29:38.868605,0 days 00:00:03.826728,112.0,0.05,10m,1.0,0.5,1.5,104.0,,,,,,,,312.0,0.025,8m,1.0,0.6,1.5,544.0,,,,,,,,,,,,,,,896.0,0.025,4m,0.6,1.3,1.9000000000000001,456.0,,,,,,,,504,0.05,4m,0.9,0.6,1.6,96,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
98,98,-1.7966232568144318,2025-06-15 23:29:38.939244,2025-06-15 23:29:43.750165,0 days 00:00:04.810921,160.0,0.05,10m,1.0,0.6,1.4000000000000001,296.0,,,,,,,,464.0,0.025,8m,1.0,0.5,1.4000000000000001,592.0,256.0,0.05,1m,0.8,0.7,1.9000000000000001,872.0,,,,,,,,792.0,0.025,4m,0.9,1.4,1.2000000000000002,536.0,,,,,,,,584,0.025,4m,1.0,1.4,1.5,224,,,,,,,,,,,,,,,0.15000000000000002,5,COMPLETE
99,99,1.2463751382831103,2025-06-15 23:29:43.811016,2025-06-15 23:29:47.587538,0 days 00:00:03.776522,56.0,0.05,3m,0.8,0.5,1.6,208.0,,,,,,,,488.0,0.025,8m,0.6,0.6,1.6,704.0,,,,,,,,,,,,,,,1016.0,0.025,4m,0.8,1.3,1.1,384.0,,,,,,,,920,0.05,4m,0.9,1.5,1.4000000000000001,128,,,,,,,,,,,,,,,0.05,4,COMPLETE
100,100,0.527384893586528,2025-06-15 23:29:47.655484,2025-06-15 23:29:51.614173,0 days 00:00:03.958689,56.0,0.05,3m,0.9,0.5,1.5,64.0,,,,,,,,560.0,0.025,8m,0.9,0.5,1.6,648.0,,,,,,,,,,,,,,,1008.0,0.025,4m,1.0,1.3,1.1,376.0,,,,,,,,800,0.05,4m,1.1,1.5,1.4000000000000001,128,,,,,,,,,,,,,,,0.05,4,COMPLETE
101,101,1.8053530532608846,2025-06-15 23:29:51.685175,2025-06-15 23:29:55.578730,0 days 00:00:03.893555,120.0,0.05,3m,0.8,0.5,1.6,200.0,,,,,,,,416.0,0.025,8m,0.7,0.6,1.5,736.0,,,,,,,,,,,,,,,968.0,0.025,4m,0.8,1.4,1.1,400.0,,,,,,,,424,0.05,4m,0.9,1.5,1.3,72,,,,,,,,,,,,,,,0.05,4,COMPLETE
102,102,-0.033577576556755424,2025-06-15 23:29:55.653232,2025-06-15 23:29:59.757044,0 days 00:00:04.103812,96.0,0.05,3m,0.9,0.6,1.6,192.0,,,,,,,,416.0,0.025,8m,0.7,0.6,1.6,704.0,,,,,,,,,,,,,,,960.0,0.025,4m,0.9,1.3,1.1,312.0,,,,,,,,960,0.05,4m,0.9,1.5,1.3,24,,,,,,,,,,,,,,,0.05,4,COMPLETE
103,103,0.11417406035582513,2025-06-15 23:29:59.824948,2025-06-15 23:30:04.973402,0 days 00:00:05.148454,48.0,0.05,3m,0.8,0.5,1.5,144.0,,,,,,,,512.0,0.025,8m,0.5,0.6,1.5,736.0,408.0,0.05,3m,1.0,0.6,1.6,744.0,,,,,,,,992.0,0.025,4m,0.8,1.4,1.2000000000000002,384.0,,,,,,,,312,0.05,4m,0.8,1.5,1.4000000000000001,72,,,,,,,,,,,,,,,0.05,5,COMPLETE
104,104,-3.5390303763696918,2025-06-15 23:30:05.040622,2025-06-15 23:30:09.072417,0 days 00:00:04.031795,16.0,0.05,3m,0.8,0.5,1.6,224.0,,,,,,,,480.0,0.025,8m,0.6,0.7,1.4000000000000001,688.0,,,,,,,,,,,,,,,880.0,0.025,6m,0.6,1.5,1.1,408.0,,,,,,,,424,0.05,4m,0.9,1.5,1.3,144,,,,,,,,,,,,,,,0.05,4,COMPLETE
105,105,0.5310796797400413,2025-06-15 23:30:09.172663,2025-06-15 23:30:13.829839,0 days 00:00:04.657176,632.0,0.05,4m,1.0,0.5,1.4000000000000001,240.0,,,,,,,,592.0,0.025,7m,0.8,0.6,1.6,616.0,696.0,0.05,4m,0.7,1.1,2.0,960.0,,,,,,,,952.0,0.025,4m,0.7,1.4,1.1,408.0,,,,,,,,352,0.05,4m,1.0,1.5,1.4000000000000001,184,,,,,,,,,,,,,,,0.05,5,COMPLETE
106,106,-1.8650254578355145,2025-06-15 23:30:13.900564,2025-06-15 23:30:17.994740,0 days 00:00:04.094176,96.0,0.05,10m,1.1,0.6,1.7000000000000002,176.0,,,,,,,,408.0,0.025,8m,0.7,0.5,1.5,800.0,,,,,,,,,,,,,,,1024.0,0.025,8m,0.8,1.3,1.2000000000000002,440.0,,,,,,,,544,0.05,2m,0.9,1.5,1.3,72,,,,,,,,,,,,,,,0.1,4,COMPLETE
107,107,-5.517828791760117,2025-06-15 23:30:18.080782,2025-06-15 23:30:23.043391,0 days 00:00:04.962609,184.0,0.05,8m,0.8,0.5,1.8000000000000003,272.0,,,,,,,,488.0,0.025,4m,0.5,0.7,1.5,520.0,840.0,0.025,10m,0.6,0.8,1.7000000000000002,840.0,,,,,,,,840.0,0.025,4m,0.5,1.2000000000000002,1.1,464.0,,,,,,,,904,0.05,10m,0.8,1.5,1.5,112,,,,,,,,,,,,,,,0.05,5,COMPLETE
108,108,-1.6019454144569065,2025-06-15 23:30:23.107940,2025-06-15 23:30:27.342694,0 days 00:00:04.234754,488.0,0.05,3m,0.9,0.6,1.6,136.0,,,,,,,,544.0,0.025,6m,0.9,0.5,1.6,760.0,,,,,,,,,,,,,,,936.0,0.025,4m,0.9,1.5,1.1,336.0,,,,,,,,448,0.05,4m,1.0,1.4,1.4000000000000001,160,,,,,,,,,,,,,,,0.1,4,COMPLETE
109,109,-23.393771935525727,2025-06-15 23:30:27.407519,2025-06-15 23:30:33.530778,0 days 00:00:06.123259,128.0,0.05,10m,0.7,0.7,1.5,192.0,256.0,0.025,4m,0.5,0.9,1.6,864.0,448.0,0.025,8m,1.1,0.6,1.5,456.0,296.0,0.05,5m,0.5,0.9,1.3,456.0,,,,,,,,888.0,0.025,1m,0.8,1.4,1.2000000000000002,600.0,,,,,,,,496,0.05,1m,0.7,1.5,1.2000000000000002,208,,,,,,,,,,,,,,,0.1,6,COMPLETE
110,110,-4.245148069526604,2025-06-15 23:30:33.616836,2025-06-15 23:30:38.075433,0 days 00:00:04.458597,64.0,0.05,7m,0.9,0.5,1.7000000000000002,248.0,,,,,,,,248.0,0.025,8m,0.5,0.7,1.5,504.0,,,,,,,,,,,,,,,976.0,0.025,2m,0.7,1.4,1.1,264.0,,,,,,,,640,0.05,4m,0.9,1.5,1.3,48,,,,,,,,,,,,,,,0.05,4,COMPLETE
111,111,1.447999168144154,2025-06-15 23:30:38.143389,2025-06-15 23:30:42.253178,0 days 00:00:04.109789,144.0,0.05,5m,0.7,1.0,1.6,344.0,,,,,,,,352.0,0.025,9m,0.6,0.7,1.5,472.0,,,,,,,,,,,,,,,920.0,0.025,6m,0.8,1.3,1.1,712.0,,,,,,,,472,0.05,4m,0.9,1.4,1.6,248,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
112,112,-2.0828064808202744,2025-06-15 23:30:42.332463,2025-06-15 23:30:46.606102,0 days 00:00:04.273639,136.0,0.05,5m,0.7,1.0,1.6,416.0,,,,,,,,352.0,0.025,9m,0.6,0.7,1.5,536.0,,,,,,,,,,,,,,,920.0,0.025,6m,0.8,1.3,1.1,552.0,,,,,,,,512,0.05,4m,0.9,1.4,1.5,128,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
113,113,-0.8059380233834871,2025-06-15 23:30:46.698253,2025-06-15 23:30:49.897049,0 days 00:00:03.198796,,,,,,,,,,,,,,,280.0,0.025,9m,0.6,0.6,1.5,424.0,,,,,,,,,,,,,,,992.0,0.025,10m,0.9,1.2000000000000002,1.7000000000000002,768.0,,,,,,,,408,0.05,4m,0.8,1.5,1.6,240,,,,,,,,,,,,,,,0.2,3,COMPLETE
114,114,-5.759779322464944,2025-06-15 23:30:49.959557,2025-06-15 23:30:54.379296,0 days 00:00:04.419739,568.0,0.05,1m,0.8,1.0,1.6,312.0,,,,,,,,416.0,0.025,8m,0.5,0.5,1.4000000000000001,488.0,,,,,,,,,,,,,,,808.0,0.025,6m,0.8,1.3,1.1,504.0,,,,,,,,456,0.05,4m,1.0,1.4,1.5,216,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
115,115,-2.2383176864814742,2025-06-15 23:30:54.455106,2025-06-15 23:30:59.644504,0 days 00:00:05.189398,688.0,0.05,2m,0.6,0.9,1.5,344.0,,,,,,,,176.0,0.025,2m,0.7,0.6,1.6,696.0,80.0,0.025,2m,1.1,0.6,1.9000000000000001,568.0,,,,,,,,864.0,0.025,6m,0.9,1.4,1.2000000000000002,720.0,,,,,,,,384,0.05,4m,0.9,0.7,1.4000000000000001,192,,,,,,,,,,,,,,,0.1,5,COMPLETE
116,116,0.5868138846044502,2025-06-15 23:30:59.706508,2025-06-15 23:31:03.937653,0 days 00:00:04.231145,224.0,0.05,3m,0.7,1.1,1.7000000000000002,272.0,,,,,,,,328.0,0.025,9m,0.6,0.5,1.5,552.0,,,,,,,,,,,,,,,920.0,0.025,5m,1.0,1.3,1.1,632.0,,,,,,,,320,0.05,9m,0.9,1.5,1.4000000000000001,248,,,,,,,,,,,,,,,0.2,4,COMPLETE
117,117,-0.6012519971490144,2025-06-15 23:31:04.007908,2025-06-15 23:31:06.917635,0 days 00:00:02.909727,,,,,,,,,,,,,,,384.0,0.025,4m,0.5,0.7,1.5,616.0,,,,,,,,,,,,,,,760.0,0.025,9m,0.8,1.4,1.2000000000000002,360.0,,,,,,,,272,0.05,4m,1.0,1.4,1.1,280,,,,,,,,,,,,,,,0.05,3,COMPLETE
118,118,-22.404841199233097,2025-06-15 23:31:06.975145,2025-06-15 23:31:17.287640,0 days 00:00:10.312495,96.0,0.05,10m,0.8,0.5,1.6,112.0,488.0,0.05,2m,1.4,0.6,1.5,200.0,16.0,0.025,9m,0.6,0.7,1.6,576.0,192.0,0.05,4m,0.9,1.1,1.8000000000000003,120.0,1016.0,0.025,10m,1.5,1.5,1.1,32.0,952.0,0.025,4m,0.7,1.2000000000000002,1.1,416.0,144.0,0.025,1m,0.5,0.5,2.0,32.0,440,0.05,6m,1.1,1.5,1.6,80,48.0,0.05,1m,1.0,1.1,1.5,928.0,280.0,0.025,8m,0.5,0.7,1.7000000000000002,368.0,0.1,10,COMPLETE
119,119,-25.194966077474703,2025-06-15 23:31:17.361232,2025-06-15 23:31:21.710994,0 days 00:00:04.349762,152.0,0.05,5m,1.1,1.0,1.5,384.0,,,,,,,,448.0,0.025,1m,0.5,0.6,1.5,664.0,,,,,,,,,,,,,,,856.0,0.025,6m,0.8,1.3,1.1,576.0,,,,,,,,480,0.05,4m,0.9,1.5,1.3,152,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
120,120,-1.56146579738084,2025-06-15 23:31:21.751017,2025-06-15 23:31:26.802853,0 days 00:00:05.051836,40.0,0.05,9m,0.7,0.8,1.6,208.0,,,,,,,,312.0,0.025,8m,1.0,0.7,1.4000000000000001,720.0,568.0,0.025,9m,0.8,1.4,2.0,696.0,,,,,,,,1008.0,0.025,4m,0.9,1.4,1.2000000000000002,656.0,,,,,,,,552,0.05,3m,0.8,1.4,1.5,808,,,,,,,,,,,,,,,0.1,5,COMPLETE
121,121,-0.15830727540620068,2025-06-15 23:31:26.884676,2025-06-15 23:31:30.965424,0 days 00:00:04.080748,192.0,0.05,5m,0.7,1.0,1.6,344.0,,,,,,,,136.0,0.025,9m,0.8,0.8,1.5,472.0,,,,,,,,,,,,,,,528.0,0.025,3m,0.8,1.5,1.1,712.0,,,,,,,,472,0.05,4m,0.9,1.4,1.6,280,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
122,122,-0.08381588719538131,2025-06-15 23:31:31.042891,2025-06-15 23:31:34.904355,0 days 00:00:03.861464,152.0,0.05,5m,0.6,1.0,1.7000000000000002,312.0,,,,,,,,368.0,0.025,9m,0.6,0.6,1.5,432.0,,,,,,,,,,,,,,,504.0,0.025,4m,0.7,1.4,1.1,696.0,,,,,,,,520,0.05,4m,0.9,1.3,1.6,200,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
123,123,0.3962368667061039,2025-06-15 23:31:34.965694,2025-06-15 23:31:38.825144,0 days 00:00:03.859450,120.0,0.05,5m,0.7,1.1,1.6,360.0,,,,,,,,400.0,0.025,9m,0.6,0.8,1.5,472.0,,,,,,,,,,,,,,,912.0,0.025,2m,0.8,1.4,1.1,760.0,,,,,,,,408,0.05,4m,1.0,1.5,1.5,256,,,,,,,,,,,,,,,0.2,4,COMPLETE
124,124,-1.0769718775415629,2025-06-15 23:31:38.881121,2025-06-15 23:31:42.886963,0 days 00:00:04.005842,72.0,0.05,6m,0.5,0.9,1.5,288.0,,,,,,,,432.0,0.025,9m,0.5,0.7,1.5,400.0,,,,,,,,,,,,,,,568.0,0.05,6m,0.8,1.5,1.1,800.0,,,,,,,,736,0.05,10m,0.9,1.4,1.6,120,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
125,125,-0.41780796960596106,2025-06-15 23:31:42.954381,2025-06-15 23:31:45.995979,0 days 00:00:03.041598,,,,,,,,,,,,,,,464.0,0.025,9m,0.6,0.5,1.6,512.0,,,,,,,,,,,,,,,880.0,0.025,8m,0.9,1.3,1.1,744.0,,,,,,,,584,0.05,4m,0.9,1.5,1.2000000000000002,176,,,,,,,,,,,,,,,0.05,3,COMPLETE
126,126,-4.509677341794418,2025-06-15 23:31:46.062183,2025-06-15 23:31:50.051099,0 days 00:00:03.988916,96.0,0.05,5m,0.8,1.0,1.6,560.0,,,,,,,,360.0,0.025,7m,0.9,0.7,1.5,528.0,,,,,,,,,,,,,,,664.0,0.05,3m,0.7,1.4,1.2000000000000002,472.0,,,,,,,,1016,0.05,5m,0.8,1.3,1.6,16,,,,,,,,,,,,,,,0.1,4,COMPLETE
127,127,-2.54698890644539,2025-06-15 23:31:50.120520,2025-06-15 23:31:54.819349,0 days 00:00:04.698829,224.0,0.05,5m,0.6,0.6,1.7000000000000002,400.0,,,,,,,,480.0,0.025,6m,0.7,0.6,1.4000000000000001,496.0,496.0,0.05,8m,1.5,0.5,1.5,768.0,,,,,,,,968.0,0.05,3m,0.8,1.4,1.4000000000000001,520.0,,,,,,,,496,0.05,4m,1.0,1.5,1.3,288,,,,,,,,,,,,,,,0.15000000000000002,5,COMPLETE
128,128,-3.1837942960503964,2025-06-15 23:31:54.901803,2025-06-15 23:31:59.900734,0 days 00:00:04.998931,168.0,0.05,10m,0.7,1.3,1.5,168.0,,,,,,,,336.0,0.025,9m,0.5,0.6,1.5,448.0,320.0,0.025,6m,0.6,0.9,1.2000000000000002,960.0,,,,,,,,472.0,0.025,10m,0.8,1.5,1.1,648.0,,,,,,,,368,0.05,4m,0.9,1.4,1.4000000000000001,232,,,,,,,,,,,,,,,0.2,5,COMPLETE
129,129,-5.321062996252585,2025-06-15 23:31:59.962915,2025-06-15 23:32:03.747367,0 days 00:00:03.784452,128.0,0.05,5m,1.0,1.1,1.6,328.0,,,,,,,,48.0,0.025,8m,0.6,0.5,1.6,464.0,,,,,,,,,,,,,,,352.0,0.05,7m,0.9,1.4,1.3,728.0,,,,,,,,432,0.05,2m,0.9,0.8,1.5,88,,,,,,,,,,,,,,,0.4,4,COMPLETE
130,130,-4.113004827518468,2025-06-15 23:32:03.828528,2025-06-15 23:32:06.978939,0 days 00:00:03.150411,,,,,,,,,,,,,,,520.0,0.025,4m,0.5,0.7,1.5,552.0,,,,,,,,,,,,,,,408.0,0.025,4m,1.0,1.3,1.1,616.0,,,,,,,,464,0.05,4m,1.0,1.4,1.4000000000000001,216,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
131,131,-0.029213749533323688,2025-06-15 23:32:07.031499,2025-06-15 23:32:09.943329,0 days 00:00:02.911830,,,,,,,,,,,,,,,432.0,0.025,9m,1.0,0.8,1.5,488.0,,,,,,,,,,,,,,,440.0,0.05,3m,0.8,1.4,1.3,680.0,,,,,,,,416,0.05,7m,0.9,1.5,1.3,264,,,,,,,,,,,,,,,0.1,3,COMPLETE
132,132,-0.6786109829952233,2025-06-15 23:32:10.006174,2025-06-15 23:32:12.930411,0 days 00:00:02.924237,,,,,,,,,,,,,,,384.0,0.025,8m,0.8,0.8,1.5,400.0,,,,,,,,,,,,,,,936.0,0.05,3m,1.1,1.2000000000000002,1.2000000000000002,672.0,,,,,,,,384,0.05,4m,0.8,1.5,1.5,336,,,,,,,,,,,,,,,0.1,3,COMPLETE
133,133,-4.804393459906682,2025-06-15 23:32:13.018956,2025-06-15 23:32:17.144617,0 days 00:00:04.125661,40.0,0.05,4m,0.8,0.9,1.5,448.0,,,,,,,,408.0,0.025,9m,1.1,0.7,1.8000000000000003,760.0,,,,,,,,,,,,,,,496.0,0.05,3m,0.6,1.3,1.1,704.0,,,,,,,,528,0.05,7m,0.9,1.5,1.2000000000000002,160,,,,,,,,,,,,,,,0.1,4,COMPLETE
134,134,-0.64939980206858,2025-06-15 23:32:17.219313,2025-06-15 23:32:21.134942,0 days 00:00:03.915629,88.0,0.05,5m,0.7,0.5,1.4000000000000001,216.0,,,,,,,,448.0,0.05,8m,0.6,0.6,1.5,600.0,,,,,,,,,,,,,,,456.0,0.05,3m,0.8,1.4,1.2000000000000002,624.0,,,,,,,,464,0.05,4m,0.9,1.5,1.4000000000000001,144,,,,,,,,,,,,,,,0.45,4,COMPLETE
135,135,-37.08240732017474,2025-06-15 23:32:21.240895,2025-06-15 23:32:25.304410,0 days 00:00:04.063515,104.0,0.05,10m,0.8,1.0,1.6,16.0,,,,,,,,496.0,0.025,9m,0.5,1.5,1.6,536.0,,,,,,,,,,,,,,,520.0,0.05,1m,0.9,1.5,1.1,544.0,,,,,,,,392,0.05,1m,1.1,1.5,1.3,48,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
136,136,-4.302291315085527,2025-06-15 23:32:25.378094,2025-06-15 23:32:30.271954,0 days 00:00:04.893860,296.0,0.05,3m,0.9,0.6,1.5,88.0,,,,,,,,280.0,0.025,2m,0.7,0.5,1.4000000000000001,512.0,376.0,0.05,7m,1.3,0.8,1.4000000000000001,280.0,,,,,,,,424.0,0.05,3m,1.1,1.4,1.5,592.0,,,,,,,,496,0.05,10m,1.0,1.5,1.5,312,,,,,,,,,,,,,,,0.05,5,COMPLETE
137,137,-1.6052689109586105,2025-06-15 23:32:30.313491,2025-06-15 23:32:34.220637,0 days 00:00:03.907146,152.0,0.05,8m,0.7,1.4,1.8000000000000003,256.0,,,,,,,,368.0,0.025,9m,0.5,0.8,1.5,368.0,,,,,,,,,,,,,,,488.0,0.05,5m,0.8,1.0,1.3,688.0,,,,,,,,240,0.05,4m,0.8,1.5,1.6,192,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
138,138,1.516812995958906,2025-06-15 23:32:34.289106,2025-06-15 23:32:37.186973,0 days 00:00:02.897867,,,,,,,,,,,,,,,424.0,0.05,8m,0.7,0.6,1.5,480.0,,,,,,,,,,,,,,,992.0,0.025,4m,0.7,1.3,1.1,440.0,,,,,,,,440,0.05,4m,0.9,1.4,1.3,112,,,,,,,,,,,,,,,0.1,3,COMPLETE
139,139,0.8095631804394857,2025-06-15 23:32:37.248122,2025-06-15 23:32:41.154892,0 days 00:00:03.906770,528.0,0.05,5m,0.9,0.7,1.7000000000000002,496.0,,,,,,,,216.0,0.025,8m,0.7,0.6,1.5,448.0,,,,,,,,,,,,,,,1000.0,0.025,4m,0.6,1.3,1.1,440.0,,,,,,,,440,0.05,4m,0.9,1.3,1.3,112,,,,,,,,,,,,,,,0.05,4,COMPLETE
140,140,-0.13252560614339534,2025-06-15 23:32:41.221813,2025-06-15 23:32:45.155734,0 days 00:00:03.933921,552.0,0.05,7m,0.9,0.7,1.7000000000000002,480.0,,,,,,,,232.0,0.025,8m,0.7,0.6,1.5,448.0,,,,,,,,,,,,,,,1008.0,0.025,4m,0.6,1.3,1.1,432.0,,,,,,,,432,0.025,4m,0.9,1.2000000000000002,1.3,112,,,,,,,,,,,,,,,0.05,4,COMPLETE
141,141,1.221569491236338,2025-06-15 23:32:45.230319,2025-06-15 23:32:49.396645,0 days 00:00:04.166326,520.0,0.05,5m,0.9,0.7,1.7000000000000002,368.0,,,,,,,,120.0,0.025,8m,0.7,0.6,1.5,472.0,,,,,,,,,,,,,,,984.0,0.025,4m,0.7,1.3,1.1,448.0,,,,,,,,480,0.05,4m,0.9,1.3,1.3,136,,,,,,,,,,,,,,,0.05,4,COMPLETE
