,number,value,datetime_start,datetime_complete,duration,params_ABNB_ADSK_beta_win,params_ABNB_ADSK_stop_loss,params_ABNB_ADSK_trade_freq,params_ABNB_ADSK_z_entry,params_ABNB_ADSK_z_exit,params_ABNB_ADSK_z_stop_scaler,params_ABNB_ADSK_z_win,params_CPRT_FAST_beta_win,params_CPRT_FAST_stop_loss,params_CPRT_FAST_trade_freq,params_CPRT_FAST_z_entry,params_CPRT_FAST_z_exit,params_CPRT_FAST_z_stop_scaler,params_CPRT_FAST_z_win,params_CPRT_MSFT_beta_win,params_CPRT_MSFT_stop_loss,params_CPRT_MSFT_trade_freq,params_CPRT_MSFT_z_entry,params_CPRT_MSFT_z_exit,params_CPRT_MSFT_z_stop_scaler,params_CPRT_MSFT_z_win,params_CPRT_MU_beta_win,params_CPRT_MU_stop_loss,params_CPRT_MU_trade_freq,params_CPRT_MU_z_entry,params_CPRT_MU_z_exit,params_CPRT_MU_z_stop_scaler,params_CPRT_MU_z_win,params_CTSH_TEAM_beta_win,params_CTSH_TEAM_stop_loss,params_CTSH_TEAM_trade_freq,params_CTSH_TEAM_z_entry,params_CTSH_TEAM_z_exit,params_CTSH_TEAM_z_stop_scaler,params_CTSH_TEAM_z_win,params_DXCM_FANG_beta_win,params_DXCM_FANG_stop_loss,params_DXCM_FANG_trade_freq,params_DXCM_FANG_z_entry,params_DXCM_FANG_z_exit,params_DXCM_FANG_z_stop_scaler,params_DXCM_FANG_z_win,params_ENPH_TEAM_beta_win,params_ENPH_TEAM_stop_loss,params_ENPH_TEAM_trade_freq,params_ENPH_TEAM_z_entry,params_ENPH_TEAM_z_exit,params_ENPH_TEAM_z_stop_scaler,params_ENPH_TEAM_z_win,params_GOOGL_MU_beta_win,params_GOOGL_MU_stop_loss,params_GOOGL_MU_trade_freq,params_GOOGL_MU_z_entry,params_GOOGL_MU_z_exit,params_GOOGL_MU_z_stop_scaler,params_GOOGL_MU_z_win,params_GOOGL_VRSK_beta_win,params_GOOGL_VRSK_stop_loss,params_GOOGL_VRSK_trade_freq,params_GOOGL_VRSK_z_entry,params_GOOGL_VRSK_z_exit,params_GOOGL_VRSK_z_stop_scaler,params_GOOGL_VRSK_z_win,params_GOOG_MU_beta_win,params_GOOG_MU_stop_loss,params_GOOG_MU_trade_freq,params_GOOG_MU_z_entry,params_GOOG_MU_z_exit,params_GOOG_MU_z_stop_scaler,params_GOOG_MU_z_win,params_GOOG_VRSK_beta_win,params_GOOG_VRSK_stop_loss,params_GOOG_VRSK_trade_freq,params_GOOG_VRSK_z_entry,params_GOOG_VRSK_z_exit,params_GOOG_VRSK_z_stop_scaler,params_GOOG_VRSK_z_win,params_LULU_VRTX_beta_win,params_LULU_VRTX_stop_loss,params_LULU_VRTX_trade_freq,params_LULU_VRTX_z_entry,params_LULU_VRTX_z_exit,params_LULU_VRTX_z_stop_scaler,params_LULU_VRTX_z_win,params_buffer_capital,params_pairs_to_trade,state
73,73,0.5622585824670577,2025-06-16 00:28:33.881218,2025-06-16 00:28:38.498908,0 days 00:00:04.617690,,,,,,,,,,,,,,,160.0,0.05,4m,1.4,0.7,1.6,16.0,,,,,,,,800,0.05,3m,1.0,1.5,1.7000000000000002,528,,,,,,,,664.0,0.025,7m,0.9,1.5,2.0,296.0,400,0.025,1m,0.9,1.0,2.0,952,,,,,,,,1000.0,0.025,4m,1.2000000000000002,1.4,1.9000000000000001,864.0,,,,,,,,192.0,0.025,8m,0.9,1.3,2.0,840.0,0.15000000000000002,4,COMPLETE
74,74,0.6762036376616541,2025-06-16 00:28:38.560239,2025-06-16 00:28:43.304260,0 days 00:00:04.744021,,,,,,,,,,,,,,,112.0,0.05,4m,1.5,0.6,1.7000000000000002,56.0,,,,,,,,752,0.05,3m,0.8,1.5,1.6,488,,,,,,,,640.0,0.025,7m,0.9,1.5,2.0,256.0,456,0.025,1m,0.9,1.0,1.9000000000000001,920,,,,,,,,936.0,0.025,4m,1.1,1.4,1.9000000000000001,800.0,,,,,,,,224.0,0.025,8m,0.9,1.4,2.0,312.0,0.2,4,COMPLETE
75,75,-0.2838357010024991,2025-06-16 00:28:43.375618,2025-06-16 00:28:48.831651,0 days 00:00:05.456033,,,,,,,,,,,,,,,160.0,0.05,4m,1.4,0.6,1.7000000000000002,144.0,,,,,,,,776,0.05,3m,0.9,1.5,1.5,600,808.0,0.05,9m,0.7,1.5,1.2000000000000002,616.0,760.0,0.025,7m,0.6,1.4,1.9000000000000001,200.0,528,0.025,1m,1.0,0.9,1.6,992,,,,,,,,512.0,0.025,4m,1.1,1.4,1.8000000000000003,752.0,,,,,,,,136.0,0.025,8m,0.8,1.4,1.9000000000000001,816.0,0.15000000000000002,5,COMPLETE
76,76,1.5222575284778983,2025-06-16 00:28:48.893059,2025-06-16 00:28:53.396892,0 days 00:00:04.503833,,,,,,,,,,,,,,,48.0,0.05,4m,1.5,0.7,1.6,48.0,,,,,,,,696,0.05,3m,1.0,1.4,1.8000000000000003,392,,,,,,,,696.0,0.025,7m,0.9,1.5,1.9000000000000001,152.0,584,0.025,1m,0.9,1.0,1.9000000000000001,832,,,,,,,,1024.0,0.025,4m,1.4,1.3,1.9000000000000001,672.0,,,,,,,,296.0,0.025,8m,0.7,1.3,2.0,968.0,0.2,4,COMPLETE
77,77,1.3732975126072167,2025-06-16 00:28:53.464827,2025-06-16 00:28:57.672576,0 days 00:00:04.207749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832,0.05,3m,0.9,1.5,1.7000000000000002,528,,,,,,,,664.0,0.025,7m,1.0,1.4,2.0,96.0,488,0.025,1m,1.0,0.8,2.0,904,,,,,,,,840.0,0.025,4m,1.1,1.5,2.0,824.0,,,,,,,,344.0,0.025,8m,0.8,1.4,2.0,1024.0,0.1,3,COMPLETE
78,78,-0.879978746009048,2025-06-16 00:28:57.756831,2025-06-16 00:29:07.416163,0 days 00:00:09.659332,16.0,0.05,4m,0.5,0.5,1.8000000000000003,32.0,24.0,0.025,4m,1.1,0.9,1.1,24.0,216.0,0.05,4m,0.7,0.6,1.6,16.0,72.0,0.025,10m,0.5,0.5,2.0,1024.0,736,0.05,10m,1.0,1.3,1.7000000000000002,336,392.0,0.05,6m,0.6,1.2000000000000002,1.6,472.0,576.0,0.025,7m,0.8,1.5,1.9000000000000001,216.0,600,0.025,5m,0.8,0.9,1.9000000000000001,944,824.0,0.05,1m,1.1,0.8,1.8000000000000003,144.0,672.0,0.025,4m,1.2000000000000002,1.4,1.7000000000000002,784.0,1016.0,0.05,8m,1.2000000000000002,0.8,1.1,968.0,232.0,0.025,8m,0.9,1.3,1.9000000000000001,896.0,0.15000000000000002,10,COMPLETE
79,79,-1.1175929197705488,2025-06-16 00:29:07.461569,2025-06-16 00:29:20.370693,0 days 00:00:12.909124,,,,,,,,,,,,,,,96.0,0.05,1m,1.4,0.5,1.7000000000000002,112.0,,,,,,,,712,0.05,3m,0.8,1.4,1.6,448,72.0,0.05,1m,0.8,1.0,1.1,520.0,720.0,0.025,3m,1.0,1.5,1.8000000000000003,40.0,424,0.025,4m,0.9,1.1,2.0,864,,,,,,,,776.0,0.025,1m,1.0,1.3,1.8000000000000003,712.0,,,,,,,,696.0,0.025,7m,1.0,1.5,2.0,760.0,0.1,5,COMPLETE
80,80,-2.2046754794813532,2025-06-16 00:29:20.492751,2025-06-16 00:29:29.854948,0 days 00:00:09.362197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,0.05,1m,1.4,1.5,1.8000000000000003,552,,,,,,,,432.0,0.05,4m,1.1,1.4,1.4000000000000001,80.0,656,0.025,1m,1.0,1.0,1.8000000000000003,1024,,,,,,,,872.0,0.05,8m,1.0,1.3,1.9000000000000001,872.0,,,,,,,,176.0,0.05,5m,0.8,1.4,1.9000000000000001,944.0,0.15000000000000002,3,COMPLETE
81,81,1.4667227716177025,2025-06-16 00:29:29.950244,2025-06-16 00:29:34.994147,0 days 00:00:05.043903,,,,,,,,,,,,,,,144.0,0.05,4m,1.5,1.2000000000000002,1.5,96.0,,,,,,,,568,0.05,7m,1.1,1.4,1.8000000000000003,488,,,,,,,,552.0,0.025,2m,1.0,1.4,1.9000000000000001,400.0,544,0.025,10m,1.1,1.4,1.9000000000000001,968,,,,,,,,720.0,0.025,6m,0.9,1.2000000000000002,1.7000000000000002,352.0,,,,,,,,272.0,0.025,2m,0.9,1.1,1.8000000000000003,800.0,0.1,4,COMPLETE
82,82,2.8224475556832713,2025-06-16 00:29:35.064620,2025-06-16 00:29:39.724795,0 days 00:00:04.660175,,,,,,,,,,,,,,,192.0,0.05,3m,1.4,1.3,1.6,48.0,,,,,,,,648,0.05,2m,1.2000000000000002,1.5,1.7000000000000002,624,,,,,,,,504.0,0.025,7m,0.9,1.1,2.0,352.0,688,0.025,8m,1.1,1.0,1.9000000000000001,616,,,,,,,,760.0,0.025,4m,0.9,1.4,1.8000000000000003,424.0,,,,,,,,96.0,0.025,3m,1.2000000000000002,1.3,2.0,48.0,0.05,4,COMPLETE
83,83,-0.7064538407709544,2025-06-16 00:29:39.800411,2025-06-16 00:29:43.909611,0 days 00:00:04.109200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,0.05,7m,1.0,1.4,1.8000000000000003,880,,,,,,,,632.0,0.025,1m,1.0,1.3,1.7000000000000002,296.0,552,0.025,10m,0.9,1.0,1.9000000000000001,688,,,,,,,,640.0,0.025,9m,1.0,0.8,1.5,472.0,,,,,,,,248.0,0.025,8m,1.1,1.2000000000000002,1.5,856.0,0.15000000000000002,3,COMPLETE
84,84,0.4687903676758511,2025-06-16 00:29:43.953560,2025-06-16 00:29:48.589578,0 days 00:00:04.636018,,,,,,,,,,,,,,,304.0,0.05,7m,1.5,0.6,1.4000000000000001,128.0,,,,,,,,608,0.05,3m,0.9,1.2000000000000002,1.9000000000000001,944,,,,,,,,592.0,0.025,2m,1.2000000000000002,1.2000000000000002,2.0,240.0,632,0.025,1m,0.8,0.5,2.0,472,,,,,,,,816.0,0.025,6m,0.7,1.0,2.0,232.0,,,,,,,,288.0,0.025,2m,0.9,1.3,1.6,912.0,0.1,4,COMPLETE
85,85,-0.7619851757479781,2025-06-16 00:29:48.659390,2025-06-16 00:29:53.967105,0 days 00:00:05.307715,,,,,,,,,,,,,,,240.0,0.05,5m,1.4,1.2000000000000002,1.5,48.0,,,,,,,,424,0.05,7m,0.9,1.1,1.8000000000000003,472,632.0,0.025,10m,1.2000000000000002,1.4,1.3,312.0,528.0,0.025,5m,0.9,1.5,1.9000000000000001,336.0,1016,0.025,10m,1.0,1.3,1.8000000000000003,568,,,,,,,,736.0,0.025,3m,1.1,1.3,1.9000000000000001,952.0,,,,,,,,352.0,0.025,1m,1.1,1.2000000000000002,1.9000000000000001,704.0,0.2,5,COMPLETE
86,86,-2.4309080416715205,2025-06-16 00:29:54.054667,2025-06-16 00:29:58.764491,0 days 00:00:04.709824,,,,,,,,,,,,,,,408.0,0.05,4m,1.2000000000000002,1.1,1.8000000000000003,176.0,,,,,,,,752,0.05,3m,1.1,1.0,1.6,376,,,,,,,,456.0,0.025,10m,1.0,1.3,1.8000000000000003,168.0,368,0.025,1m,0.9,0.9,1.9000000000000001,896,,,,,,,,952.0,0.025,5m,0.8,1.3,1.7000000000000002,688.0,,,,,,,,200.0,0.025,8m,1.0,1.0,2.0,664.0,0.1,4,COMPLETE
87,87,1.7662642148900243,2025-06-16 00:29:58.853354,2025-06-16 00:30:03.684245,0 days 00:00:04.830891,,,,,,,,,,,,,,,128.0,0.05,2m,1.5,0.7,1.3,112.0,,,,,,,,672,0.05,9m,1.2000000000000002,1.3,1.9000000000000001,432,,,,,,,,616.0,0.025,9m,1.1,1.4,2.0,128.0,280,0.025,7m,1.0,1.4,1.9000000000000001,752,,,,,,,,992.0,0.025,10m,0.9,1.4,1.8000000000000003,168.0,,,,,,,,432.0,0.025,2m,1.2000000000000002,1.3,1.3,736.0,0.05,4,COMPLETE
88,88,-2.5120439785111497,2025-06-16 00:30:03.771738,2025-06-16 00:30:09.286820,0 days 00:00:05.515082,,,,,,,,,,,,,,,48.0,0.05,6m,1.3,1.3,1.2000000000000002,96.0,,,,,,,,712,0.05,7m,1.1,1.5,1.8000000000000003,800,480.0,0.05,2m,0.7,0.8,1.8000000000000003,920.0,672.0,0.025,2m,0.8,1.1,1.9000000000000001,432.0,128,0.025,10m,1.4,1.1,1.7000000000000002,536,,,,,,,,920.0,0.025,6m,0.6,1.5,1.9000000000000001,592.0,,,,,,,,56.0,0.025,8m,0.6,1.4,1.4000000000000001,504.0,0.15000000000000002,5,COMPLETE
89,89,2.090923659208645,2025-06-16 00:30:09.359453,2025-06-16 00:30:13.803009,0 days 00:00:04.443556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,0.05,6m,1.0,0.5,1.7000000000000002,680,,,,,,,,496.0,0.05,7m,0.9,1.0,1.1,272.0,928,0.025,10m,1.1,0.9,2.0,792,,,,,,,,688.0,0.05,4m,0.5,1.3,2.0,800.0,,,,,,,,328.0,0.025,4m,1.3,1.1,1.8000000000000003,768.0,0.25,3,COMPLETE
90,90,0.6181749176852368,2025-06-16 00:30:13.875798,2025-06-16 00:30:18.907205,0 days 00:00:05.031407,,,,,,,,,,,,,,,280.0,0.025,5m,1.4,1.2000000000000002,1.6,448.0,,,,,,,,576,0.05,3m,0.9,1.4,1.9000000000000001,160,,,,,,,,560.0,0.025,6m,1.0,1.2000000000000002,2.0,64.0,776,0.025,6m,0.8,1.4,1.8000000000000003,1000,,,,,,,,800.0,0.025,6m,1.0,1.2000000000000002,1.8000000000000003,400.0,,,,,,,,248.0,0.025,10m,1.1,0.8,1.9000000000000001,832.0,0.1,4,COMPLETE
91,91,-0.4356775560413707,2025-06-16 00:30:19.005543,2025-06-16 00:30:24.059881,0 days 00:00:05.054338,,,,,,,,,,,,,,,160.0,0.05,4m,1.5,0.5,1.5,16.0,,,,,,,,968,0.05,3m,0.5,1.4,1.9000000000000001,848,,,,,,,,656.0,0.025,7m,1.0,1.5,2.0,192.0,880,0.025,1m,0.8,1.0,1.8000000000000003,1000,,,,,,,,992.0,0.025,4m,1.1,1.5,1.8000000000000003,736.0,,,,,,,,168.0,0.025,8m,1.0,1.2000000000000002,2.0,800.0,0.15000000000000002,4,COMPLETE
92,92,-0.15923281887570775,2025-06-16 00:30:24.153156,2025-06-16 00:30:29.437889,0 days 00:00:05.284733,,,,,,,,,,,,,,,112.0,0.05,4m,1.5,0.5,1.5,40.0,,,,,,,,848,0.05,3m,0.9,1.4,2.0,936,,,,,,,,768.0,0.025,7m,1.1,1.5,2.0,240.0,832,0.025,1m,0.7,1.1,1.8000000000000003,968,,,,,,,,776.0,0.025,4m,1.1,1.5,1.8000000000000003,896.0,,,,,,,,192.0,0.025,6m,1.0,1.2000000000000002,2.0,864.0,0.15000000000000002,4,COMPLETE
93,93,0.6948234587528551,2025-06-16 00:30:29.498710,2025-06-16 00:30:33.731290,0 days 00:00:04.232580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,0.05,5m,0.8,1.3,1.9000000000000001,584,,,,,,,,712.0,0.025,7m,1.0,1.5,1.9000000000000001,136.0,904,0.025,1m,0.9,1.0,1.7000000000000002,928,,,,,,,,960.0,0.025,4m,1.2000000000000002,1.4,1.7000000000000002,304.0,,,,,,,,288.0,0.025,8m,0.9,1.3,2.0,784.0,0.2,3,COMPLETE
94,94,-0.6023588978143163,2025-06-16 00:30:33.788153,2025-06-16 00:30:39.845103,0 days 00:00:06.056950,,,,,,,,,,,,,,,192.0,0.05,4m,1.5,0.8,1.5,80.0,,,,,,,,624,0.05,3m,0.9,1.0,1.8000000000000003,624,304.0,0.025,3m,1.0,1.0,1.4000000000000001,232.0,616.0,0.025,2m,1.1,1.5,2.0,96.0,728,0.025,1m,0.9,1.5,1.9000000000000001,592,,,,,,,,184.0,0.025,4m,1.0,1.4,1.1,832.0,,,,,,,,104.0,0.025,2m,1.0,1.1,1.1,752.0,0.05,5,COMPLETE
95,95,3.112675427597362,2025-06-16 00:30:39.908805,2025-06-16 00:30:45.124160,0 days 00:00:05.215355,,,,,,,,,,,,,,,80.0,0.05,4m,1.4,0.6,1.4000000000000001,16.0,,,,,,,,896,0.05,7m,1.0,1.5,2.0,1000,,,,,,,,536.0,0.025,7m,0.9,1.4,1.9000000000000001,16.0,960,0.025,10m,0.5,0.9,1.9000000000000001,368,,,,,,,,824.0,0.025,7m,0.9,1.5,1.4000000000000001,928.0,,,,,,,,144.0,0.025,8m,1.2000000000000002,1.4,2.0,896.0,0.15000000000000002,4,COMPLETE
96,96,3.0934247305484703,2025-06-16 00:30:45.181713,2025-06-16 00:30:50.034576,0 days 00:00:04.852863,,,,,,,,,,,,,,,88.0,0.05,4m,1.3,0.6,1.4000000000000001,40.0,,,,,,,,904,0.05,7m,1.0,1.5,2.0,960,,,,,,,,536.0,0.025,7m,0.8,0.6,1.9000000000000001,32.0,1000,0.025,10m,0.5,0.9,1.9000000000000001,448,,,,,,,,824.0,0.025,7m,0.9,1.4,1.4000000000000001,944.0,,,,,,,,24.0,0.025,8m,1.2000000000000002,1.4,1.9000000000000001,888.0,0.1,4,COMPLETE
97,97,2.2650595839280587,2025-06-16 00:30:50.135533,2025-06-16 00:30:59.216440,0 days 00:00:09.080907,472.0,0.025,8m,0.9,1.0,1.5,448.0,656.0,0.025,8m,1.0,1.0,1.5,1016.0,88.0,0.05,4m,1.3,0.7,1.4000000000000001,40.0,,,,,,,,904,0.05,7m,1.0,1.5,2.0,1016,752.0,0.025,9m,0.5,1.5,1.9000000000000001,688.0,528.0,0.025,7m,0.8,0.7,1.8000000000000003,16.0,992,0.025,10m,0.5,0.9,1.9000000000000001,360,360.0,0.025,6m,1.5,0.6,1.4000000000000001,576.0,848.0,0.025,7m,0.9,1.4,1.4000000000000001,944.0,16.0,0.025,3m,0.7,1.2000000000000002,1.5,296.0,64.0,0.025,8m,1.2000000000000002,1.4,1.9000000000000001,904.0,0.1,9,COMPLETE
98,98,4.441528746283185,2025-06-16 00:30:59.291165,2025-06-16 00:31:05.919438,0 days 00:00:06.628273,,,,,,,,,,,,,,,40.0,0.05,4m,1.4,0.6,1.4000000000000001,80.0,,,,,,,,984,0.05,7m,1.0,1.5,2.0,992,184.0,0.05,6m,1.0,1.1,1.5,112.0,472.0,0.025,7m,0.7,0.6,1.9000000000000001,56.0,944,0.025,10m,0.5,0.8,2.0,440,144.0,0.05,8m,1.3,1.1,1.7000000000000002,328.0,720.0,0.025,7m,0.9,1.5,1.3,992.0,,,,,,,,32.0,0.025,8m,1.2000000000000002,1.5,1.9000000000000001,968.0,0.15000000000000002,6,COMPLETE
99,99,-0.5115363232379676,2025-06-16 00:31:05.990608,2025-06-16 00:31:12.672655,0 days 00:00:06.682047,,,,,,,,,,,,,,,32.0,0.05,4m,1.4,0.6,1.4000000000000001,144.0,,,,,,,,984,0.025,7m,1.0,1.5,2.0,992,192.0,0.05,6m,1.2000000000000002,1.1,1.5,376.0,384.0,0.025,7m,0.7,0.6,1.9000000000000001,40.0,960,0.05,10m,0.5,0.8,2.0,264,152.0,0.05,8m,1.4,1.1,1.6,344.0,720.0,0.025,7m,0.9,1.5,1.3,1000.0,,,,,,,,32.0,0.025,8m,1.3,1.5,1.8000000000000003,1000.0,0.1,6,COMPLETE
100,100,4.063255200271348,2025-06-16 00:31:12.744827,2025-06-16 00:31:20.176939,0 days 00:00:07.432112,,,,,,,,,,,,,,,64.0,0.05,8m,1.3,0.6,1.4000000000000001,80.0,,,,,,,,960,0.05,7m,1.0,1.5,2.0,952,368.0,0.05,6m,0.9,1.3,1.6,112.0,472.0,0.025,7m,0.7,0.6,1.5,64.0,944,0.025,10m,0.5,0.9,2.0,408,344.0,0.05,8m,1.3,1.0,1.8000000000000003,144.0,824.0,0.025,7m,0.9,1.5,1.4000000000000001,928.0,304.0,0.05,4m,1.2000000000000002,0.9,1.7000000000000002,88.0,16.0,0.025,8m,1.2000000000000002,1.5,1.9000000000000001,960.0,0.15000000000000002,7,COMPLETE
101,101,2.472532653966621,2025-06-16 00:31:20.251848,2025-06-16 00:31:27.740184,0 days 00:00:07.488336,,,,,,,,,,,,,,,72.0,0.05,8m,1.3,0.6,1.4000000000000001,80.0,,,,,,,,936,0.05,7m,1.0,1.5,2.0,960,360.0,0.05,6m,0.9,1.3,1.6,96.0,424.0,0.025,7m,0.7,0.6,1.5,64.0,960,0.025,10m,0.5,0.7,2.0,376,360.0,0.05,8m,1.3,1.0,1.8000000000000003,152.0,880.0,0.025,7m,0.9,1.5,1.4000000000000001,944.0,264.0,0.05,4m,1.2000000000000002,0.9,1.7000000000000002,16.0,40.0,0.025,8m,1.2000000000000002,1.5,1.9000000000000001,960.0,0.15000000000000002,7,COMPLETE
102,102,0.9899179697685865,2025-06-16 00:31:27.802491,2025-06-16 00:31:36.066862,0 days 00:00:08.264371,,,,,,,,752.0,0.025,10m,1.5,1.5,1.4000000000000001,696.0,56.0,0.05,8m,1.4,0.7,1.4000000000000001,16.0,,,,,,,,1008,0.05,7m,1.0,1.5,2.0,1000,136.0,0.05,6m,0.8,1.2000000000000002,1.7000000000000002,256.0,472.0,0.025,7m,0.7,0.5,1.4000000000000001,32.0,1024,0.025,10m,0.6,0.8,2.0,416,120.0,0.05,8m,1.3,1.3,1.9000000000000001,272.0,784.0,0.025,7m,0.8,1.5,1.2000000000000002,992.0,592.0,0.05,4m,1.1,0.6,1.5,200.0,16.0,0.025,8m,1.3,1.5,1.9000000000000001,976.0,0.15000000000000002,8,COMPLETE
103,103,2.4904227260165652,2025-06-16 00:31:36.150610,2025-06-16 00:31:43.743174,0 days 00:00:07.592564,,,,,,,,,,,,,,,128.0,0.05,8m,1.3,0.6,1.3,80.0,,,,,,,,952,0.05,7m,0.9,1.4,2.0,960,248.0,0.05,6m,1.0,1.3,1.4000000000000001,88.0,512.0,0.025,7m,0.6,0.6,1.5,80.0,936,0.025,10m,0.5,0.9,2.0,312,576.0,0.05,8m,1.1,0.9,1.7000000000000002,416.0,816.0,0.025,7m,0.9,1.5,1.3,968.0,376.0,0.05,4m,1.0,1.0,1.8000000000000003,520.0,72.0,0.025,8m,1.2000000000000002,1.4,1.8000000000000003,928.0,0.15000000000000002,7,COMPLETE
104,104,4.907688732230571,2025-06-16 00:31:43.821347,2025-06-16 00:31:49.641229,0 days 00:00:05.819882,,,,,,,,,,,,,,,16.0,0.05,9m,1.4,0.5,1.3,40.0,,,,,,,,1024,0.05,7m,1.1,1.5,2.0,920,320.0,0.05,6m,1.1,1.4,1.5,192.0,408.0,0.025,10m,0.7,0.7,1.5,112.0,1008,0.025,10m,0.6,0.8,2.0,448,,,,,,,,856.0,0.025,7m,0.8,1.5,1.4000000000000001,920.0,,,,,,,,112.0,0.025,8m,1.2000000000000002,1.5,1.9000000000000001,888.0,0.2,5,COMPLETE
105,105,4.394170575680344,2025-06-16 00:31:49.724225,2025-06-16 00:31:56.174948,0 days 00:00:06.450723,,,,,,,,,,,,,,,24.0,0.05,9m,1.4,0.5,1.3,240.0,,,,,,,,1016,0.05,7m,1.1,1.5,2.0,872,208.0,0.05,6m,1.1,1.4,1.5,208.0,352.0,0.025,10m,0.6,0.5,1.5,104.0,1000,0.025,10m,0.6,0.7,2.0,440,344.0,0.05,2m,1.3,1.1,1.9000000000000001,112.0,872.0,0.025,7m,0.8,1.5,1.4000000000000001,880.0,,,,,,,,136.0,0.025,9m,1.3,1.5,1.9000000000000001,928.0,0.2,6,COMPLETE
106,106,4.3054417263299225,2025-06-16 00:31:56.263664,2025-06-16 00:32:02.765942,0 days 00:00:06.502278,,,,,,,,,,,,,,,16.0,0.05,9m,1.4,0.5,1.3,280.0,,,,,,,,968,0.05,7m,1.2000000000000002,1.5,2.0,904,208.0,0.05,6m,1.1,1.4,1.5,184.0,336.0,0.025,10m,0.6,0.5,1.5,112.0,1000,0.025,2m,0.6,0.7,2.0,432,368.0,0.05,2m,1.3,1.1,1.9000000000000001,96.0,912.0,0.025,7m,0.8,1.5,1.2000000000000002,904.0,,,,,,,,112.0,0.025,9m,1.3,1.5,1.8000000000000003,1000.0,0.2,6,COMPLETE
107,107,-2.0267824616926746,2025-06-16 00:32:02.832535,2025-06-16 00:32:09.632187,0 days 00:00:06.799652,,,,,,,,,,,,,,,16.0,0.05,9m,1.4,0.5,1.3,272.0,,,,,,,,1024,0.05,7m,1.1,1.5,2.0,912,184.0,0.05,6m,1.1,1.4,1.5,176.0,264.0,0.025,10m,0.6,0.5,1.5,104.0,1000,0.025,9m,0.6,0.7,2.0,336,368.0,0.05,2m,1.3,1.1,1.9000000000000001,104.0,912.0,0.025,7m,0.8,1.5,1.2000000000000002,880.0,,,,,,,,88.0,0.025,9m,1.5,1.5,1.8000000000000003,1000.0,0.25,6,COMPLETE
108,108,1.9322680375403798,2025-06-16 00:32:09.703120,2025-06-16 00:32:17.223659,0 days 00:00:07.520539,,,,,,,,,,,,,,,40.0,0.05,9m,1.4,0.5,1.3,432.0,,,,,,,,1000,0.05,8m,1.2000000000000002,1.4,2.0,872,304.0,0.05,6m,1.1,1.5,1.6,80.0,344.0,0.025,10m,0.6,0.5,1.5,120.0,992,0.025,3m,0.6,0.6,2.0,488,312.0,0.05,2m,1.3,1.2000000000000002,1.9000000000000001,200.0,944.0,0.025,7m,0.8,1.5,1.3,896.0,152.0,0.05,2m,1.3,0.6,1.4000000000000001,152.0,112.0,0.025,9m,1.4,1.5,1.9000000000000001,952.0,0.2,7,COMPLETE
109,109,3.956496642445177,2025-06-16 00:32:17.311633,2025-06-16 00:32:23.941071,0 days 00:00:06.629438,,,,,,,,,,,,,,,32.0,0.05,9m,1.5,0.5,1.2000000000000002,352.0,,,,,,,,976,0.05,4m,1.3,1.5,2.0,824,208.0,0.05,6m,1.0,1.4,1.5,216.0,400.0,0.025,10m,0.5,0.7,1.4000000000000001,56.0,944,0.025,2m,0.7,0.7,2.0,400,168.0,0.05,2m,1.1,1.0,1.8000000000000003,88.0,864.0,0.025,7m,0.7,1.5,1.2000000000000002,984.0,,,,,,,,136.0,0.025,9m,1.3,1.5,1.8000000000000003,928.0,0.2,6,COMPLETE
110,110,0.03259426018005376,2025-06-16 00:32:24.020357,2025-06-16 00:32:30.736876,0 days 00:00:06.716519,,,,,,,,,,,,,,,16.0,0.05,9m,1.5,0.5,1.1,328.0,,,,,,,,984,0.05,4m,1.3,1.5,2.0,896,208.0,0.05,6m,1.0,1.4,1.5,208.0,304.0,0.025,10m,0.5,0.8,1.4000000000000001,56.0,912,0.025,2m,0.7,0.7,2.0,424,160.0,0.05,2m,1.1,1.0,1.8000000000000003,80.0,896.0,0.025,7m,0.7,1.5,1.2000000000000002,976.0,,,,,,,,128.0,0.025,9m,1.3,1.5,1.7000000000000002,928.0,0.2,6,COMPLETE
111,111,2.9502477656130224,2025-06-16 00:32:30.810418,2025-06-16 00:32:37.571219,0 days 00:00:06.760801,,,,,,,,,,,,,,,48.0,0.05,9m,1.5,0.5,1.2000000000000002,304.0,,,,,,,,960,0.05,4m,1.3,1.5,2.0,832,112.0,0.05,6m,1.2000000000000002,1.4,1.4000000000000001,280.0,384.0,0.025,10m,0.5,0.7,1.6,80.0,944,0.025,2m,0.6,0.6,2.0,392,408.0,0.05,2m,1.2000000000000002,1.1,2.0,24.0,1008.0,0.025,7m,0.7,1.5,1.2000000000000002,912.0,,,,,,,,152.0,0.025,9m,1.4,1.5,1.8000000000000003,968.0,0.2,6,COMPLETE
