,number,value,datetime_start,datetime_complete,duration,params_AEP_MCHP_beta_win,params_AEP_MCHP_stop_loss,params_AEP_MCHP_trade_freq,params_AEP_MCHP_z_entry,params_AEP_MCHP_z_exit,params_AEP_MCHP_z_stop_scaler,params_AEP_MCHP_z_win,params_AMZN_LRCX_beta_win,params_AMZN_LRCX_stop_loss,params_AMZN_LRCX_trade_freq,params_AMZN_LRCX_z_entry,params_AMZN_LRCX_z_exit,params_AMZN_LRCX_z_stop_scaler,params_AMZN_LRCX_z_win,params_AMZN_NFLX_beta_win,params_AMZN_NFLX_stop_loss,params_AMZN_NFLX_trade_freq,params_AMZN_NFLX_z_entry,params_AMZN_NFLX_z_exit,params_AMZN_NFLX_z_stop_scaler,params_AMZN_NFLX_z_win,params_ASML_NFLX_beta_win,params_ASML_NFLX_stop_loss,params_ASML_NFLX_trade_freq,params_ASML_NFLX_z_entry,params_ASML_NFLX_z_exit,params_ASML_NFLX_z_stop_scaler,params_ASML_NFLX_z_win,params_AVGO_COST_beta_win,params_AVGO_COST_stop_loss,params_AVGO_COST_trade_freq,params_AVGO_COST_z_entry,params_AVGO_COST_z_exit,params_AVGO_COST_z_stop_scaler,params_AVGO_COST_z_win,params_CCEP_MRVL_beta_win,params_CCEP_MRVL_stop_loss,params_CCEP_MRVL_trade_freq,params_CCEP_MRVL_z_entry,params_CCEP_MRVL_z_exit,params_CCEP_MRVL_z_stop_scaler,params_CCEP_MRVL_z_win,params_COST_KLAC_beta_win,params_COST_KLAC_stop_loss,params_COST_KLAC_trade_freq,params_COST_KLAC_z_entry,params_COST_KLAC_z_exit,params_COST_KLAC_z_stop_scaler,params_COST_KLAC_z_win,params_ISRG_MRVL_beta_win,params_ISRG_MRVL_stop_loss,params_ISRG_MRVL_trade_freq,params_ISRG_MRVL_z_entry,params_ISRG_MRVL_z_exit,params_ISRG_MRVL_z_stop_scaler,params_ISRG_MRVL_z_win,params_LRCX_NFLX_beta_win,params_LRCX_NFLX_stop_loss,params_LRCX_NFLX_trade_freq,params_LRCX_NFLX_z_entry,params_LRCX_NFLX_z_exit,params_LRCX_NFLX_z_stop_scaler,params_LRCX_NFLX_z_win,params_LULU_TTD_beta_win,params_LULU_TTD_stop_loss,params_LULU_TTD_trade_freq,params_LULU_TTD_z_entry,params_LULU_TTD_z_exit,params_LULU_TTD_z_stop_scaler,params_LULU_TTD_z_win,params_ROP_ROST_beta_win,params_ROP_ROST_stop_loss,params_ROP_ROST_trade_freq,params_ROP_ROST_z_entry,params_ROP_ROST_z_exit,params_ROP_ROST_z_stop_scaler,params_ROP_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
90,90,2.6448108392136396,2025-06-16 00:44:43.766488,2025-06-16 00:44:45.351818,0 days 00:00:01.585330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.025,9m,1.2000000000000002,1.5,1.4000000000000001,224,848,0.05,1m,1.3,1.4,2.0,120,,,,,,,,0.2,1,COMPLETE
91,91,2.5107453144213157,2025-06-16 00:44:45.413020,2025-06-16 00:44:47.178023,0 days 00:00:01.765003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.025,9m,1.2000000000000002,1.5,1.4000000000000001,144,840,0.05,1m,1.3,1.4,2.0,120,,,,,,,,0.2,1,COMPLETE
92,92,3.0331695167719284,2025-06-16 00:44:47.241777,2025-06-16 00:44:48.938911,0 days 00:00:01.697134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016,0.025,9m,1.0,1.5,1.4000000000000001,144,848,0.05,1m,1.3,1.4,2.0,88,,,,,,,,0.2,1,COMPLETE
93,93,2.9150542738409415,2025-06-16 00:44:49.009282,2025-06-16 00:44:50.640098,0 days 00:00:01.630816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.025,9m,1.0,1.5,1.4000000000000001,144,856,0.05,1m,1.3,1.4,2.0,120,,,,,,,,0.2,1,COMPLETE
94,94,0.9065780692103471,2025-06-16 00:44:50.704105,2025-06-16 00:44:52.268855,0 days 00:00:01.564750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.025,9m,1.0,1.5,1.3,144,848,0.05,1m,1.3,1.5,2.0,112,,,,,,,,0.2,1,COMPLETE
95,95,-4.150820880521878,2025-06-16 00:44:52.342159,2025-06-16 00:44:54.673490,0 days 00:00:02.331331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.025,9m,1.0,1.5,1.4000000000000001,232,872,0.05,1m,1.3,1.4,1.1,280,296.0,0.05,10m,1.3,0.6,1.2000000000000002,400.0,0.2,2,COMPLETE
96,96,0.07515128599019662,2025-06-16 00:44:54.748463,2025-06-16 00:44:56.329884,0 days 00:00:01.581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0.025,9m,0.9,1.5,1.4000000000000001,200,760,0.05,1m,1.3,1.3,2.0,176,,,,,,,,0.2,1,COMPLETE
97,97,-1.0652904446697156,2025-06-16 00:44:56.390512,2025-06-16 00:44:58.097730,0 days 00:00:01.707218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,0.025,9m,1.1,1.5,1.2000000000000002,160,728,0.05,1m,1.4,1.5,1.9000000000000001,120,,,,,,,,0.2,1,COMPLETE
98,98,1.984505764444825,2025-06-16 00:44:58.158722,2025-06-16 00:45:00.422851,0 days 00:00:02.264129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,0.025,9m,1.0,1.3,1.3,248,824,0.05,1m,1.3,1.3,2.0,208,72.0,0.05,9m,1.1,0.6,1.4000000000000001,888.0,0.25,2,COMPLETE
99,99,3.394220782609862,2025-06-16 00:45:00.485973,2025-06-16 00:45:02.112425,0 days 00:00:01.626452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,0.025,9m,0.9,1.5,1.4000000000000001,48,880,0.05,1m,1.4,1.4,2.0,88,,,,,,,,0.3,1,COMPLETE
100,100,1.0346055564743286,2025-06-16 00:45:02.184357,2025-06-16 00:45:04.719938,0 days 00:00:02.535581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,0.05,9m,0.9,1.5,1.4000000000000001,144,864,0.05,1m,1.4,1.4,2.0,96,472.0,0.05,6m,1.4,0.8,1.4000000000000001,992.0,0.3,2,COMPLETE
101,101,2.9354294489728248,2025-06-16 00:45:04.787806,2025-06-16 00:45:06.283858,0 days 00:00:01.496052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,0.025,9m,1.1,1.5,1.4000000000000001,32,776,0.05,1m,1.3,1.4,2.0,160,,,,,,,,0.3,1,COMPLETE
102,102,1.93992955788153,2025-06-16 00:45:06.372022,2025-06-16 00:45:08.130265,0 days 00:00:01.758243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,0.025,9m,0.8,1.5,1.3,40,840,0.05,1m,1.3,1.4,2.0,96,,,,,,,,0.3,1,COMPLETE
103,103,3.7144178730647774,2025-06-16 00:45:08.208047,2025-06-16 00:45:09.941697,0 days 00:00:01.733650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,0.025,9m,1.0,1.5,1.4000000000000001,200,880,0.05,1m,1.3,1.3,2.0,72,,,,,,,,0.2,1,COMPLETE
104,104,1.9932378883771988,2025-06-16 00:45:09.995515,2025-06-16 00:45:11.546574,0 days 00:00:01.551059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,0.025,9m,1.0,1.5,1.4000000000000001,200,904,0.05,1m,1.4,1.4,1.9000000000000001,168,,,,,,,,0.2,1,COMPLETE
105,105,-0.3186522919854258,2025-06-16 00:45:11.601501,2025-06-16 00:45:13.992643,0 days 00:00:02.391142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,0.025,9m,0.9,1.5,1.4000000000000001,48,888,0.05,1m,1.3,1.4,2.0,40,384.0,0.025,1m,1.0,0.5,1.5,328.0,0.2,2,COMPLETE
106,106,-0.3471975551113821,2025-06-16 00:45:14.062081,2025-06-16 00:45:15.745670,0 days 00:00:01.683589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,0.025,9m,1.0,1.5,1.3,216,776,0.05,1m,1.4,1.3,1.9000000000000001,240,,,,,,,,0.3,1,COMPLETE
107,107,1.1710406851860617,2025-06-16 00:45:15.804457,2025-06-16 00:45:17.443780,0 days 00:00:01.639323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,0.025,9m,0.9,1.4,1.4000000000000001,136,872,0.05,1m,1.3,1.3,2.0,1024,,,,,,,,0.2,1,COMPLETE
108,108,2.3728601785053476,2025-06-16 00:45:17.520588,2025-06-16 00:45:20.021509,0 days 00:00:02.500921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0.025,9m,1.1,1.5,1.4000000000000001,120,928,0.05,1m,1.3,1.4,2.0,120,224.0,0.05,3m,1.2000000000000002,0.7,1.1,488.0,0.3,2,COMPLETE
109,109,-0.3408625713998424,2025-06-16 00:45:20.096247,2025-06-16 00:45:21.701665,0 days 00:00:01.605418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,0.025,9m,1.2000000000000002,1.5,1.4000000000000001,176,848,0.05,1m,1.4,1.5,2.0,304,,,,,,,,0.15000000000000002,1,COMPLETE
110,110,1.2244932793917944,2025-06-16 00:45:21.753087,2025-06-16 00:45:24.264087,0 days 00:00:02.511000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,0.025,9m,1.0,1.5,1.3,24,368,0.05,1m,1.3,1.4,1.9000000000000001,64,520.0,0.05,5m,1.1,0.9,1.3,256.0,0.2,2,COMPLETE
111,111,1.9256386582401144,2025-06-16 00:45:24.322828,2025-06-16 00:45:25.870562,0 days 00:00:01.547734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,0.025,9m,1.1,1.4,1.4000000000000001,64,808,0.05,1m,1.3,1.3,2.0,80,,,,,,,,0.25,1,COMPLETE
112,112,1.0121037333369143,2025-06-16 00:45:25.929877,2025-06-16 00:45:27.519612,0 days 00:00:01.589735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,0.025,8m,1.2000000000000002,1.5,1.4000000000000001,104,880,0.05,1m,1.4,1.3,2.0,32,,,,,,,,0.25,1,COMPLETE
113,113,2.0114154611252366,2025-06-16 00:45:27.608487,2025-06-16 00:45:29.310885,0 days 00:00:01.702398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0.025,9m,0.8,1.5,1.4000000000000001,160,832,0.05,1m,1.3,1.4,2.0,160,,,,,,,,0.3,1,COMPLETE
114,114,0.07914204071701542,2025-06-16 00:45:29.367457,2025-06-16 00:45:31.390898,0 days 00:00:02.023441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,0.025,9m,1.0,1.4,1.3,184,752,0.05,1m,1.2000000000000002,1.3,2.0,120,,,,,,,,0.2,1,COMPLETE
115,115,-1.1696348085905648,2025-06-16 00:45:31.440689,2025-06-16 00:45:33.768046,0 days 00:00:02.327357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,0.025,9m,0.9,1.1,1.4000000000000001,264,912,0.05,5m,1.3,1.4,1.3,64,,,,,,,,0.25,1,COMPLETE
116,116,-3.6474702797880227,2025-06-16 00:45:33.886501,2025-06-16 00:45:40.173491,0 days 00:00:06.286990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0.025,2m,1.1,1.2000000000000002,1.4000000000000001,224,784,0.05,9m,1.5,1.3,2.0,192,440.0,0.025,7m,0.9,0.6,1.6,560.0,0.35000000000000003,2,COMPLETE
117,117,0.7487352316006375,2025-06-16 00:45:40.299627,2025-06-16 00:45:57.480739,0 days 00:00:17.181112,56.0,0.025,3m,1.1,0.9,1.6,504.0,696.0,0.05,10m,1.2000000000000002,0.8,1.8000000000000003,832.0,1024.0,0.05,1m,1.4,1.5,1.2000000000000002,1000.0,616.0,0.025,7m,1.5,0.6,1.9000000000000001,576.0,464.0,0.025,1m,1.3,0.8,1.9000000000000001,720.0,1016.0,0.025,9m,0.5,1.5,1.1,1016.0,600.0,0.025,10m,0.5,1.0,1.1,64.0,760.0,0.05,9m,1.3,0.7,1.2000000000000002,192.0,968,0.025,7m,1.2000000000000002,1.5,1.4000000000000001,120,856,0.025,1m,1.2000000000000002,1.5,1.9000000000000001,96,976.0,0.05,8m,1.0,1.0,1.2000000000000002,648.0,0.15000000000000002,10,COMPLETE
118,118,-1.0644726309844772,2025-06-16 00:45:57.567839,2025-06-16 00:46:03.636694,0 days 00:00:06.068855,,,,,,,,304.0,0.025,3m,0.9,1.2000000000000002,1.4000000000000001,328.0,,,,,,,,752.0,0.025,10m,1.1,0.5,1.7000000000000002,696.0,104.0,0.05,7m,0.6,0.6,1.4000000000000001,928.0,,,,,,,,272.0,0.05,7m,1.2000000000000002,1.2000000000000002,1.8000000000000003,400.0,832.0,0.025,7m,0.6,1.1,1.5,568.0,304,0.025,3m,1.0,1.3,1.4000000000000001,32,816,0.05,6m,1.4,1.3,2.0,136,104.0,0.025,4m,1.3,1.1,1.7000000000000002,424.0,0.3,7,COMPLETE
119,119,1.3428832948625058,2025-06-16 00:46:03.719074,2025-06-16 00:46:05.371669,0 days 00:00:01.652595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,0.025,9m,1.2000000000000002,1.5,1.3,256,880,0.05,2m,1.3,1.4,2.0,80,,,,,,,,0.2,1,COMPLETE
120,120,-19.839346437390333,2025-06-16 00:46:05.431705,2025-06-16 00:46:07.133671,0 days 00:00:01.701966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008,0.025,1m,1.1,1.4,1.5,56,936,0.05,4m,1.2000000000000002,1.3,1.9000000000000001,32,,,,,,,,0.25,1,COMPLETE
121,121,2.0117061793546895,2025-06-16 00:46:07.217875,2025-06-16 00:46:08.890844,0 days 00:00:01.672969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008,0.025,9m,1.1,1.4,1.5,136,800,0.05,1m,1.2000000000000002,1.5,2.0,152,,,,,,,,0.25,1,COMPLETE
122,122,1.9568247497871598,2025-06-16 00:46:08.965648,2025-06-16 00:46:10.487941,0 days 00:00:01.522293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0.025,9m,1.0,1.5,1.5,88,832,0.05,1m,1.3,1.5,2.0,128,,,,,,,,0.25,1,COMPLETE
123,123,0.25992899385045704,2025-06-16 00:46:10.564716,2025-06-16 00:46:12.197646,0 days 00:00:01.632930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.025,9m,1.1,1.4,1.5,200,728,0.05,1m,1.2000000000000002,1.4,2.0,104,,,,,,,,0.25,1,COMPLETE
124,124,2.286970893634612,2025-06-16 00:46:12.276406,2025-06-16 00:46:13.983764,0 days 00:00:01.707358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,0.025,4m,1.2000000000000002,1.5,1.4000000000000001,16,896,0.05,1m,1.2000000000000002,1.5,2.0,160,,,,,,,,0.3,1,COMPLETE
125,125,-0.5809504353963477,2025-06-16 00:46:14.049055,2025-06-16 00:46:15.655770,0 days 00:00:01.606715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,0.025,9m,1.3,1.5,1.5,72,656,0.05,1m,1.3,1.4,2.0,216,,,,,,,,0.2,1,COMPLETE
126,126,-2.087329548444463,2025-06-16 00:46:15.723177,2025-06-16 00:46:18.131923,0 days 00:00:02.408746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976,0.025,9m,0.9,1.4,1.4000000000000001,160,768,0.05,1m,1.2000000000000002,1.5,2.0,80,256.0,0.05,9m,1.5,0.8,1.6,312.0,0.15000000000000002,2,COMPLETE
127,127,-4.505639372366153,2025-06-16 00:46:18.198787,2025-06-16 00:46:23.427447,0 days 00:00:05.228660,,,,,,,,792.0,0.05,9m,0.7,1.4,1.8000000000000003,720.0,,,,,,,,904.0,0.025,5m,1.4,0.7,1.9000000000000001,104.0,344.0,0.025,1m,0.9,1.1,1.7000000000000002,288.0,,,,,,,,,,,,,,,568.0,0.05,5m,1.4,0.9,1.8000000000000003,816.0,928,0.025,9m,1.0,1.5,1.5,104,792,0.05,10m,1.2000000000000002,1.4,1.9000000000000001,184,320.0,0.025,10m,1.1,0.5,1.5,376.0,0.25,6,COMPLETE
128,128,1.2039425465184654,2025-06-16 00:46:23.498147,2025-06-16 00:46:25.240787,0 days 00:00:01.742640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,0.025,6m,1.1,0.9,1.4000000000000001,136,856,0.05,1m,1.3,1.5,2.0,768,,,,,,,,0.2,1,COMPLETE
129,129,0.6722884491111274,2025-06-16 00:46:25.324052,2025-06-16 00:46:27.073463,0 days 00:00:01.749411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.025,9m,1.2000000000000002,1.2000000000000002,1.5,192,816,0.05,1m,1.4,1.3,2.0,56,,,,,,,,0.3,1,COMPLETE
130,130,-3.1673421127523964,2025-06-16 00:46:27.130949,2025-06-16 00:46:29.292563,0 days 00:00:02.161614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0.025,9m,1.3,1.4,1.3,56,920,0.05,7m,1.3,1.4,1.9000000000000001,112,936.0,0.05,6m,1.2000000000000002,0.7,2.0,600.0,0.2,2,COMPLETE
131,131,2.929176506701402,2025-06-16 00:46:29.360537,2025-06-16 00:46:31.846233,0 days 00:00:02.485696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,0.025,9m,1.1,1.5,1.4000000000000001,120,968,0.05,1m,1.3,1.4,2.0,120,216.0,0.05,3m,1.2000000000000002,0.7,1.1,480.0,0.3,2,COMPLETE
132,132,1.5025985285904528,2025-06-16 00:46:31.923927,2025-06-16 00:46:33.402937,0 days 00:00:01.479010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,0.025,9m,1.1,1.0,1.4000000000000001,112,968,0.05,1m,1.3,1.4,2.0,144,,,,,,,,0.3,1,COMPLETE
133,133,1.1340160455424513,2025-06-16 00:46:33.458349,2025-06-16 00:46:35.836895,0 days 00:00:02.378546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,0.025,9m,1.2000000000000002,1.5,1.4000000000000001,160,840,0.05,1m,1.2000000000000002,1.4,2.0,104,40.0,0.05,3m,1.4,0.7,1.2000000000000002,200.0,0.25,2,COMPLETE
134,134,2.1539995617868115,2025-06-16 00:46:35.910977,2025-06-16 00:46:37.778929,0 days 00:00:01.867952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,0.025,9m,1.0,1.5,1.4000000000000001,80,896,0.05,1m,1.3,1.5,2.0,128,,,,,,,,0.3,1,COMPLETE
135,135,0.5308707457227095,2025-06-16 00:46:37.837429,2025-06-16 00:46:39.532748,0 days 00:00:01.695319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0.025,8m,1.1,1.5,1.4000000000000001,224,544,0.05,1m,1.4,1.4,2.0,88,,,,,,,,0.35000000000000003,1,COMPLETE
136,136,-1.793602819305174,2025-06-16 00:46:39.585667,2025-06-16 00:46:42.015497,0 days 00:00:02.429830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,0.025,9m,0.8,1.5,1.5,96,872,0.05,1m,1.3,1.3,2.0,16,392.0,0.05,3m,1.1,0.6,1.1,688.0,0.25,2,COMPLETE
137,137,-1.406483012618787,2025-06-16 00:46:42.076068,2025-06-16 00:46:43.875804,0 days 00:00:01.799736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,0.025,9m,1.3,1.4,1.4000000000000001,120,1000,0.05,5m,1.1,1.4,2.0,872,,,,,,,,0.3,1,COMPLETE
138,138,1.1899213484278548,2025-06-16 00:46:43.929923,2025-06-16 00:46:46.487363,0 days 00:00:02.557440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,0.025,9m,1.1,1.5,1.6,168,584,0.05,1m,1.2000000000000002,1.3,1.9000000000000001,48,568.0,0.05,3m,0.9,0.8,1.4000000000000001,816.0,0.25,2,COMPLETE
139,139,1.8289949863176445,2025-06-16 00:46:46.552198,2025-06-16 00:46:48.290651,0 days 00:00:01.738453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,0.05,2m,1.0,1.5,1.5,280,936,0.05,1m,1.3,1.2000000000000002,2.0,176,,,,,,,,0.2,1,COMPLETE
140,140,-7.781578476563643,2025-06-16 00:46:48.361622,2025-06-16 00:46:56.225799,0 days 00:00:07.864177,576.0,0.05,1m,1.1,1.0,1.6,544.0,512.0,0.025,6m,1.5,0.5,1.1,304.0,656.0,0.025,10m,1.0,1.1,1.4000000000000001,576.0,824.0,0.025,4m,1.3,1.0,1.1,504.0,880.0,0.05,2m,1.1,1.2000000000000002,1.2000000000000002,568.0,,,,,,,,800.0,0.025,4m,0.7,0.7,1.3,680.0,312.0,0.025,1m,0.9,0.6,1.4000000000000001,168.0,296,0.025,9m,1.2000000000000002,1.4,1.4000000000000001,40,496,0.05,2m,1.0,1.5,2.0,200,192.0,0.05,3m,1.2000000000000002,0.9,1.7000000000000002,48.0,0.35000000000000003,9,COMPLETE
141,141,2.138872757295785,2025-06-16 00:46:56.284777,2025-06-16 00:46:58.788348,0 days 00:00:02.503571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,0.025,9m,1.1,1.5,1.4000000000000001,136,928,0.05,1m,1.3,1.4,2.0,128,248.0,0.05,3m,1.2000000000000002,0.7,1.1,480.0,0.3,2,COMPLETE
142,142,1.5729576320540959,2025-06-16 00:46:58.866207,2025-06-16 00:47:00.674735,0 days 00:00:01.808528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,0.025,9m,1.1,1.5,1.4000000000000001,72,952,0.05,1m,1.4,1.4,2.0,152,,,,,,,,0.3,1,COMPLETE
143,143,-6.7668999267065475,2025-06-16 00:47:00.737058,2025-06-16 00:47:07.876783,0 days 00:00:07.139725,640.0,0.025,4m,0.5,1.3,1.3,1000.0,200.0,0.05,10m,0.6,1.0,1.5,168.0,,,,,,,,536.0,0.025,3m,1.1,0.7,1.5,464.0,552.0,0.025,8m,0.6,0.9,1.9000000000000001,128.0,,,,,,,,328.0,0.05,5m,1.1,0.8,1.8000000000000003,800.0,208.0,0.05,6m,1.0,1.4,1.6,888.0,224,0.025,9m,1.0,1.5,1.3,120,864,0.05,9m,1.3,1.4,2.0,112,120.0,0.05,3m,1.3,0.7,1.1,648.0,0.3,8,COMPLETE
144,144,0.592641678740162,2025-06-16 00:47:07.931001,2025-06-16 00:47:10.191060,0 days 00:00:02.260059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0.025,7m,1.1,1.5,1.4000000000000001,152,904,0.05,1m,1.2000000000000002,1.4,2.0,64,216.0,0.05,3m,1.3,0.5,1.3,432.0,0.25,2,COMPLETE
145,145,0.8859086707331716,2025-06-16 00:47:10.252714,2025-06-16 00:47:13.585531,0 days 00:00:03.332817,,,,,,,,,,,,,,,,,,,,,,704.0,0.05,7m,1.3,0.8,2.0,936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,0.025,9m,1.2000000000000002,1.3,1.4000000000000001,184,808,0.05,1m,1.3,1.5,1.5,88,224.0,0.05,3m,1.0,0.6,1.2000000000000002,528.0,0.15000000000000002,3,COMPLETE
146,146,-0.9657732971782346,2025-06-16 00:47:13.656025,2025-06-16 00:47:16.093929,0 days 00:00:02.437904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008,0.025,3m,1.1,1.5,1.5,96,976,0.05,6m,1.3,1.4,1.6,120,16.0,0.05,4m,1.2000000000000002,0.8,1.1,392.0,0.25,2,COMPLETE
147,147,0.9579589059079121,2025-06-16 00:47:16.151508,2025-06-16 00:47:17.786797,0 days 00:00:01.635289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,0.025,9m,1.2000000000000002,1.5,2.0,128,840,0.05,1m,1.3,1.3,2.0,632,,,,,,,,0.3,1,COMPLETE
148,148,-1.9710934533504112,2025-06-16 00:47:17.834244,2025-06-16 00:47:19.774268,0 days 00:00:01.940024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,0.025,1m,1.1,0.7,1.5,208,416,0.05,1m,1.2000000000000002,1.3,2.0,144,,,,,,,,0.2,1,COMPLETE
149,149,-2.3517813509508123,2025-06-16 00:47:19.833418,2025-06-16 00:47:21.458176,0 days 00:00:01.624758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.025,4m,0.9,0.8,1.4000000000000001,56,880,0.05,4m,1.4,1.4,1.9000000000000001,168,,,,,,,,0.3,1,COMPLETE
