,number,value,datetime_start,datetime_complete,duration,params_AAPL_VRSK_beta_win,params_AAPL_VRSK_stop_loss,params_AAPL_VRSK_trade_freq,params_AAPL_VRSK_z_entry,params_AAPL_VRSK_z_exit,params_AAPL_VRSK_z_stop_scaler,params_AAPL_VRSK_z_win,params_ADI_BKNG_beta_win,params_ADI_BKNG_stop_loss,params_ADI_BKNG_trade_freq,params_ADI_BKNG_z_entry,params_ADI_BKNG_z_exit,params_ADI_BKNG_z_stop_scaler,params_ADI_BKNG_z_win,params_AVGO_COST_beta_win,params_AVGO_COST_stop_loss,params_AVGO_COST_trade_freq,params_AVGO_COST_z_entry,params_AVGO_COST_z_exit,params_AVGO_COST_z_stop_scaler,params_AVGO_COST_z_win,params_CDW_PCAR_beta_win,params_CDW_PCAR_stop_loss,params_CDW_PCAR_trade_freq,params_CDW_PCAR_z_entry,params_CDW_PCAR_z_exit,params_CDW_PCAR_z_stop_scaler,params_CDW_PCAR_z_win,params_COST_KLAC_beta_win,params_COST_KLAC_stop_loss,params_COST_KLAC_trade_freq,params_COST_KLAC_z_entry,params_COST_KLAC_z_exit,params_COST_KLAC_z_stop_scaler,params_COST_KLAC_z_win,params_DDOG_INTU_beta_win,params_DDOG_INTU_stop_loss,params_DDOG_INTU_trade_freq,params_DDOG_INTU_z_entry,params_DDOG_INTU_z_exit,params_DDOG_INTU_z_stop_scaler,params_DDOG_INTU_z_win,params_DDOG_ROP_beta_win,params_DDOG_ROP_stop_loss,params_DDOG_ROP_trade_freq,params_DDOG_ROP_z_entry,params_DDOG_ROP_z_exit,params_DDOG_ROP_z_stop_scaler,params_DDOG_ROP_z_win,params_KLAC_NFLX_beta_win,params_KLAC_NFLX_stop_loss,params_KLAC_NFLX_trade_freq,params_KLAC_NFLX_z_entry,params_KLAC_NFLX_z_exit,params_KLAC_NFLX_z_stop_scaler,params_KLAC_NFLX_z_win,params_MAR_MRVL_beta_win,params_MAR_MRVL_stop_loss,params_MAR_MRVL_trade_freq,params_MAR_MRVL_z_entry,params_MAR_MRVL_z_exit,params_MAR_MRVL_z_stop_scaler,params_MAR_MRVL_z_win,params_ROP_ROST_beta_win,params_ROP_ROST_stop_loss,params_ROP_ROST_trade_freq,params_ROP_ROST_z_entry,params_ROP_ROST_z_exit,params_ROP_ROST_z_stop_scaler,params_ROP_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
45,45,-2.1808600809013226,2025-06-16 00:47:45.260561,2025-06-16 00:47:53.046259,0 days 00:00:07.785698,896.0,0.025,10m,1.0,0.8,1.8000000000000003,520.0,720.0,0.05,4m,0.5,1.4,1.7000000000000002,888.0,448.0,0.025,9m,0.9,0.5,1.2000000000000002,296.0,184.0,0.05,7m,0.8,1.0,1.5,176.0,48.0,0.05,9m,1.5,0.5,1.1,824.0,816.0,0.05,5m,1.1,1.1,1.2000000000000002,384.0,416.0,0.025,1m,1.4,0.5,1.7000000000000002,656.0,768.0,0.05,1m,0.8,0.6,1.5,840.0,808.0,0.05,10m,1.4,1.0,1.8000000000000003,720.0,616,0.025,7m,1.0,1.0,1.6,792,0.3,10,COMPLETE
46,46,-2.5681241251710367,2025-06-16 00:47:53.144393,2025-06-16 00:47:59.540406,0 days 00:00:06.396013,960.0,0.025,7m,1.2000000000000002,0.6,1.9000000000000001,424.0,832.0,0.05,5m,0.9,1.1,2.0,512.0,160.0,0.025,6m,0.6,0.7,1.3,480.0,96.0,0.05,6m,0.7,0.8,1.6,328.0,,,,,,,,1016.0,0.05,10m,0.8,1.0,1.1,656.0,224.0,0.025,5m,1.2000000000000002,1.2000000000000002,1.8000000000000003,808.0,,,,,,,,776.0,0.05,2m,1.0,1.1,2.0,600.0,208,0.025,10m,1.1,0.8,1.5,496,0.4,8,COMPLETE
47,47,-28.651886164037585,2025-06-16 00:47:59.622657,2025-06-16 00:48:04.990970,0 days 00:00:05.368313,680.0,0.025,6m,1.0,0.7,2.0,288.0,632.0,0.05,2m,0.8,1.4,1.7000000000000002,968.0,16.0,0.025,3m,0.8,0.8,1.1,384.0,248.0,0.05,4m,0.9,0.7,1.4000000000000001,472.0,,,,,,,,712.0,0.05,2m,1.2000000000000002,0.7,1.4000000000000001,480.0,,,,,,,,,,,,,,,648.0,0.05,1m,0.6,0.9,2.0,16.0,488,0.025,4m,1.0,0.7,1.6,552,0.05,7,COMPLETE
48,48,-2.9924674782700076,2025-06-16 00:48:05.046780,2025-06-16 00:48:11.838259,0 days 00:00:06.791479,792.0,0.025,3m,0.9,1.0,1.7000000000000002,208.0,1024.0,0.05,1m,1.1,0.9,1.5,760.0,248.0,0.025,8m,0.7,0.6,1.4000000000000001,640.0,448.0,0.05,8m,0.8,1.0,1.7000000000000002,784.0,,,,,,,,824.0,0.05,9m,1.0,1.4,1.9000000000000001,872.0,600.0,0.025,1m,1.4,0.6,1.6,488.0,288.0,0.05,3m,1.2000000000000002,1.0,1.7000000000000002,272.0,840.0,0.05,3m,1.3,1.0,1.8000000000000003,376.0,800,0.025,7m,0.7,0.6,1.4000000000000001,416,0.45,9,COMPLETE
49,49,-2.1288758676396187,2025-06-16 00:48:11.905394,2025-06-16 00:48:19.674483,0 days 00:00:07.769089,624.0,0.025,8m,1.1,0.6,1.9000000000000001,96.0,504.0,0.05,8m,1.0,1.2000000000000002,1.9000000000000001,600.0,176.0,0.025,10m,0.9,0.7,2.0,224.0,312.0,0.05,4m,0.5,0.7,1.2000000000000002,688.0,472.0,0.025,6m,1.0,1.5,2.0,544.0,544.0,0.05,6m,1.3,1.3,1.2000000000000002,960.0,432.0,0.025,4m,1.2000000000000002,0.9,1.9000000000000001,392.0,760.0,0.05,10m,0.7,0.8,1.8000000000000003,584.0,712.0,0.05,8m,0.9,1.2000000000000002,1.9000000000000001,456.0,152,0.025,1m,0.9,1.0,1.9000000000000001,632,0.3,10,COMPLETE
50,50,-5.2150939545371,2025-06-16 00:48:19.739504,2025-06-16 00:48:25.972382,0 days 00:00:06.232878,528.0,0.025,10m,1.3,1.1,1.8000000000000003,480.0,808.0,0.05,3m,0.8,1.0,1.8000000000000003,424.0,88.0,0.025,8m,0.6,0.9,1.5,96.0,88.0,0.05,3m,1.0,0.6,1.4000000000000001,952.0,,,,,,,,768.0,0.05,2m,1.0,0.9,1.5,280.0,184.0,0.025,10m,0.9,1.1,1.5,728.0,,,,,,,,560.0,0.05,7m,1.2000000000000002,0.8,1.7000000000000002,704.0,16,0.025,3m,0.8,0.8,1.5,720,0.35000000000000003,8,COMPLETE
51,51,1.3463051967754542,2025-06-16 00:48:26.053765,2025-06-16 00:48:29.258952,0 days 00:00:03.205187,712.0,0.025,4m,0.7,0.9,2.0,928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.0,0.025,2m,1.0,0.5,1.2000000000000002,800.0,,,,,,,,,,,,,,,624.0,0.05,4m,1.4,0.7,2.0,768.0,648,0.025,2m,1.2000000000000002,0.9,1.3,472,0.4,4,COMPLETE
52,52,1.2659430764080764,2025-06-16 00:48:29.338968,2025-06-16 00:48:35.184370,0 days 00:00:05.845402,704.0,0.025,4m,0.6,0.9,2.0,960.0,776.0,0.025,6m,0.6,1.3,1.9000000000000001,848.0,360.0,0.05,7m,1.1,1.0,1.2000000000000002,344.0,216.0,0.05,6m,0.9,0.9,1.9000000000000001,608.0,,,,,,,,936.0,0.025,2m,1.1,0.5,1.2000000000000002,904.0,,,,,,,,,,,,,,,912.0,0.05,4m,1.4,0.7,2.0,816.0,688,0.025,9m,1.2000000000000002,0.9,1.4000000000000001,360,0.4,7,COMPLETE
53,53,1.1697319584004606,2025-06-16 00:48:35.253012,2025-06-16 00:48:48.588893,0 days 00:00:13.335881,712.0,0.025,4m,0.6,0.9,2.0,1000.0,920.0,0.025,6m,0.6,1.3,1.9000000000000001,880.0,344.0,0.025,7m,1.2000000000000002,1.1,1.2000000000000002,344.0,208.0,0.05,6m,1.5,0.9,1.8000000000000003,544.0,,,,,,,,936.0,0.025,2m,1.1,0.5,1.1,912.0,,,,,,,,,,,,,,,936.0,0.05,4m,1.4,0.7,2.0,816.0,696,0.025,9m,1.2000000000000002,1.0,1.3,352,0.45,7,COMPLETE
54,54,3.466435177010346,2025-06-16 00:48:48.722811,2025-06-16 00:49:00.927309,0 days 00:00:12.204498,832.0,0.025,4m,0.5,0.8,2.0,944.0,776.0,0.025,6m,0.6,1.4,2.0,968.0,528.0,0.025,7m,1.4,1.4,1.1,456.0,280.0,0.05,6m,1.0,0.8,1.9000000000000001,400.0,,,,,,,,912.0,0.05,2m,0.9,0.6,1.3,792.0,32.0,0.025,3m,1.5,0.6,1.2000000000000002,912.0,,,,,,,,992.0,0.05,4m,1.5,0.7,2.0,792.0,648,0.025,9m,1.2000000000000002,0.7,1.4000000000000001,416,0.4,8,COMPLETE
55,55,-0.010316527166287656,2025-06-16 00:49:01.062191,2025-06-16 00:49:08.143902,0 days 00:00:07.081711,880.0,0.025,4m,0.5,0.8,2.0,888.0,880.0,0.025,6m,1.2000000000000002,1.5,2.0,984.0,568.0,0.025,1m,1.4,1.5,1.1,504.0,280.0,0.05,6m,1.1,0.6,2.0,352.0,,,,,,,,896.0,0.05,2m,0.9,0.6,1.4000000000000001,792.0,24.0,0.025,3m,1.5,0.6,1.2000000000000002,944.0,416.0,0.025,3m,1.3,1.2000000000000002,1.5,840.0,992.0,0.05,4m,1.5,0.8,2.0,784.0,648,0.025,9m,1.3,0.5,1.3,448,0.4,9,COMPLETE
56,56,2.6500874574327358,2025-06-16 00:49:08.216697,2025-06-16 00:49:11.466888,0 days 00:00:03.250191,840.0,0.025,3m,0.7,0.8,1.9000000000000001,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.0,0.05,2m,0.7,0.7,1.7000000000000002,816.0,,,,,,,,,,,,,,,672.0,0.05,2m,1.5,0.7,2.0,872.0,544,0.025,2m,1.1,0.6,1.3,280,0.4,4,COMPLETE
57,57,2.2915166379730763,2025-06-16 00:49:11.533241,2025-06-16 00:49:17.702972,0 days 00:00:06.169731,24.0,0.025,3m,0.5,0.7,1.9000000000000001,304.0,688.0,0.025,9m,0.6,1.4,1.6,1024.0,688.0,0.025,7m,1.4,1.4,1.1,776.0,384.0,0.05,4m,1.0,0.8,2.0,264.0,,,,,,,,992.0,0.05,4m,0.5,0.7,1.7000000000000002,824.0,344.0,0.025,3m,1.4,0.6,1.2000000000000002,880.0,,,,,,,,784.0,0.05,2m,1.5,0.6,1.9000000000000001,880.0,536,0.025,6m,1.1,0.6,1.4000000000000001,224,0.45,8,COMPLETE
58,58,-0.12349470718982283,2025-06-16 00:49:17.776073,2025-06-16 00:49:19.459071,0 days 00:00:01.682998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.0,0.05,2m,1.5,0.6,1.9000000000000001,872.0,544,0.025,6m,1.1,0.6,1.4000000000000001,224,0.45,2,COMPLETE
59,59,-0.0779174241503288,2025-06-16 00:49:19.528923,2025-06-16 00:49:25.756515,0 days 00:00:06.227592,832.0,0.05,3m,0.5,0.7,1.9000000000000001,376.0,672.0,0.025,9m,0.6,1.4,1.6,952.0,784.0,0.025,7m,1.4,1.4,1.1,776.0,392.0,0.05,4m,1.0,0.8,2.0,256.0,,,,,,,,992.0,0.05,4m,0.7,0.7,1.7000000000000002,832.0,272.0,0.025,3m,1.5,0.6,1.3,904.0,,,,,,,,760.0,0.05,2m,1.5,0.6,1.9000000000000001,960.0,488,0.025,6m,1.1,0.5,1.4000000000000001,304,0.5,8,COMPLETE
60,60,-1.7103081363619272,2025-06-16 00:49:25.828746,2025-06-16 00:49:33.011393,0 days 00:00:07.182647,976.0,0.025,3m,0.8,0.8,1.9000000000000001,1024.0,544.0,0.025,9m,0.7,1.4,1.5,712.0,696.0,0.025,7m,1.3,1.4,1.1,664.0,480.0,0.05,2m,1.0,0.8,2.0,160.0,,,,,,,,848.0,0.05,4m,0.5,0.7,1.8000000000000003,968.0,128.0,0.025,3m,1.3,0.6,1.2000000000000002,848.0,632.0,0.05,3m,1.0,0.7,2.0,480.0,664.0,0.05,6m,1.5,0.5,1.8000000000000003,920.0,408,0.025,6m,1.1,0.6,1.3,216,0.45,9,COMPLETE
61,61,1.1827578260496445,2025-06-16 00:49:33.091002,2025-06-16 00:49:39.236916,0 days 00:00:06.145914,56.0,0.025,3m,0.5,0.7,1.9000000000000001,328.0,944.0,0.025,7m,0.6,1.2000000000000002,1.6,968.0,816.0,0.025,7m,1.5,1.4,1.3,1016.0,328.0,0.05,4m,1.1,0.9,1.9000000000000001,376.0,,,,,,,,1024.0,0.05,4m,0.6,0.6,1.7000000000000002,744.0,352.0,0.025,3m,1.4,0.8,1.2000000000000002,600.0,,,,,,,,984.0,0.05,2m,1.5,0.7,2.0,1016.0,584,0.025,8m,1.0,0.7,1.4000000000000001,304,0.4,8,COMPLETE
62,62,1.3088661254428267,2025-06-16 00:49:39.304871,2025-06-16 00:49:46.158386,0 days 00:00:06.853515,16.0,0.025,3m,0.5,0.5,2.0,288.0,760.0,0.025,9m,0.7,1.5,2.0,1024.0,576.0,0.025,9m,1.5,1.3,1.1,912.0,272.0,0.05,4m,0.7,0.7,1.9000000000000001,288.0,,,,,,,,744.0,0.05,2m,0.5,0.8,1.9000000000000001,704.0,448.0,0.025,6m,1.4,0.7,1.1,1008.0,,,,,,,,832.0,0.05,2m,1.4,0.6,2.0,888.0,560,0.025,10m,1.2000000000000002,0.6,1.3,400,0.35000000000000003,8,COMPLETE
63,63,2.70964029243664,2025-06-16 00:49:46.220625,2025-06-16 00:49:54.349320,0 days 00:00:08.128695,136.0,0.025,5m,0.6,0.8,1.9000000000000001,864.0,856.0,0.025,10m,0.8,1.4,1.7000000000000002,1016.0,488.0,0.025,7m,1.3,0.5,1.2000000000000002,800.0,416.0,0.05,10m,0.5,1.0,1.7000000000000002,432.0,1016.0,0.05,2m,1.0,0.9,1.5,592.0,888.0,0.05,3m,0.6,0.6,1.6,832.0,560.0,0.025,2m,1.4,0.5,1.2000000000000002,704.0,808.0,0.05,5m,1.0,0.9,1.8000000000000003,840.0,696.0,0.05,9m,1.3,0.9,1.9000000000000001,664.0,728,0.025,9m,1.3,0.7,1.2000000000000002,256,0.5,10,COMPLETE
64,64,2.975957749733184,2025-06-16 00:49:54.413914,2025-06-16 00:50:02.897558,0 days 00:00:08.483644,136.0,0.025,5m,0.6,0.8,1.9000000000000001,872.0,848.0,0.025,10m,0.8,1.4,1.7000000000000002,928.0,504.0,0.025,7m,1.3,0.5,1.2000000000000002,440.0,424.0,0.05,10m,0.5,0.8,1.5,400.0,1000.0,0.05,2m,1.0,1.0,1.5,576.0,896.0,0.05,3m,0.7,0.6,1.6,848.0,616.0,0.025,2m,1.5,0.5,1.4000000000000001,728.0,880.0,0.05,5m,1.0,0.9,1.8000000000000003,800.0,680.0,0.05,9m,1.3,0.8,1.9000000000000001,632.0,752,0.025,9m,1.3,0.7,1.2000000000000002,264,0.5,10,COMPLETE
65,65,2.9696572302043682,2025-06-16 00:50:02.962905,2025-06-16 00:50:11.144386,0 days 00:00:08.181481,120.0,0.025,5m,0.6,0.8,2.0,904.0,968.0,0.025,10m,0.8,1.5,1.7000000000000002,928.0,488.0,0.025,7m,1.2000000000000002,0.5,1.2000000000000002,408.0,576.0,0.05,10m,0.5,1.1,1.5,424.0,1016.0,0.05,2m,1.0,1.0,1.5,576.0,880.0,0.05,3m,0.8,0.6,1.6,864.0,576.0,0.025,2m,1.5,0.5,1.4000000000000001,736.0,880.0,0.05,5m,1.0,0.9,1.8000000000000003,840.0,688.0,0.05,9m,1.3,0.9,1.9000000000000001,648.0,760,0.025,9m,1.3,0.7,1.2000000000000002,280,0.5,10,COMPLETE
66,66,3.6783233459125944,2025-06-16 00:50:11.209301,2025-06-16 00:50:19.060532,0 days 00:00:07.851231,144.0,0.025,5m,0.6,0.8,2.0,880.0,960.0,0.025,10m,0.8,1.5,1.7000000000000002,928.0,496.0,0.025,7m,1.3,0.5,1.2000000000000002,432.0,600.0,0.05,10m,0.5,1.2000000000000002,1.6,416.0,992.0,0.05,2m,1.0,1.0,1.5,576.0,904.0,0.05,3m,0.7,0.6,1.6,872.0,576.0,0.05,2m,1.5,0.5,1.4000000000000001,744.0,872.0,0.05,5m,1.1,0.9,1.8000000000000003,872.0,672.0,0.05,9m,1.3,0.8,1.8000000000000003,672.0,760,0.025,9m,1.3,0.7,1.2000000000000002,176,0.5,10,COMPLETE
67,67,3.5914639649615325,2025-06-16 00:50:19.136698,2025-06-16 00:50:26.969474,0 days 00:00:07.832776,152.0,0.025,5m,0.6,0.8,2.0,848.0,952.0,0.025,10m,0.8,1.5,1.7000000000000002,936.0,504.0,0.025,7m,1.3,0.5,1.2000000000000002,424.0,632.0,0.05,10m,0.5,1.2000000000000002,1.6,424.0,1024.0,0.05,2m,1.0,1.0,1.5,576.0,920.0,0.05,3m,0.8,0.6,1.6,760.0,608.0,0.05,2m,1.5,0.5,1.4000000000000001,728.0,896.0,0.05,5m,1.1,0.9,1.8000000000000003,856.0,704.0,0.05,9m,1.3,0.8,1.8000000000000003,664.0,760,0.025,9m,1.4,0.7,1.2000000000000002,80,0.5,10,COMPLETE
68,68,2.7556768555307563,2025-06-16 00:50:27.039095,2025-06-16 00:50:34.451853,0 days 00:00:07.412758,200.0,0.025,5m,0.6,0.9,2.0,912.0,960.0,0.025,10m,0.8,1.5,1.8000000000000003,928.0,536.0,0.025,7m,1.2000000000000002,0.5,1.2000000000000002,432.0,600.0,0.05,10m,0.5,1.2000000000000002,1.6,416.0,1008.0,0.05,2m,1.0,1.0,1.5,576.0,968.0,0.05,3m,0.8,0.6,1.6,864.0,728.0,0.05,2m,1.5,0.5,1.4000000000000001,760.0,904.0,0.05,5m,1.1,0.9,1.7000000000000002,896.0,608.0,0.05,9m,1.3,0.8,1.8000000000000003,648.0,776,0.025,9m,1.4,0.7,1.2000000000000002,104,0.5,10,COMPLETE
69,69,2.162261229774875,2025-06-16 00:50:34.529005,2025-06-16 00:50:41.764180,0 days 00:00:07.235175,112.0,0.025,5m,0.6,0.8,2.0,832.0,960.0,0.025,10m,0.7,1.5,1.8000000000000003,848.0,632.0,0.025,7m,1.3,0.5,1.2000000000000002,544.0,704.0,0.05,10m,0.6,1.2000000000000002,1.5,504.0,800.0,0.05,2m,0.9,1.2000000000000002,1.5,672.0,384.0,0.05,3m,0.8,0.6,1.5,776.0,744.0,0.05,2m,1.5,0.6,1.4000000000000001,592.0,896.0,0.05,5m,1.2000000000000002,0.9,1.8000000000000003,896.0,504.0,0.05,9m,1.2000000000000002,0.8,1.6,616.0,832,0.025,9m,1.4,0.7,1.1,56,0.5,10,COMPLETE
70,70,4.706958288179999,2025-06-16 00:50:41.836457,2025-06-16 00:50:49.423629,0 days 00:00:07.587172,176.0,0.025,5m,0.7,0.8,2.0,776.0,992.0,0.025,10m,0.7,1.5,1.7000000000000002,784.0,440.0,0.025,4m,1.2000000000000002,0.5,1.3,416.0,688.0,0.05,10m,0.5,1.3,1.4000000000000001,448.0,872.0,0.05,2m,1.2000000000000002,0.8,1.4000000000000001,408.0,904.0,0.05,3m,0.7,0.5,1.6,864.0,568.0,0.05,7m,1.4,0.5,1.5,832.0,1024.0,0.05,5m,1.2000000000000002,0.9,1.9000000000000001,824.0,544.0,0.05,9m,1.3,0.8,1.7000000000000002,696.0,760,0.025,9m,1.5,0.8,1.2000000000000002,160,0.5,10,COMPLETE
71,71,3.8903790669105094,2025-06-16 00:50:49.497587,2025-06-16 00:50:57.408802,0 days 00:00:07.911215,176.0,0.025,5m,0.7,0.8,2.0,944.0,984.0,0.025,10m,0.7,1.5,1.7000000000000002,808.0,416.0,0.025,4m,1.2000000000000002,0.5,1.2000000000000002,384.0,712.0,0.05,10m,0.5,1.3,1.4000000000000001,448.0,872.0,0.05,2m,1.1,0.8,1.4000000000000001,392.0,912.0,0.05,3m,0.7,0.5,1.6,864.0,552.0,0.05,7m,1.5,0.5,1.5,832.0,1024.0,0.05,5m,1.2000000000000002,0.9,1.9000000000000001,832.0,552.0,0.05,9m,1.3,0.8,1.7000000000000002,696.0,760,0.025,9m,1.5,0.8,1.2000000000000002,192,0.5,10,COMPLETE
72,72,3.6390978949711044,2025-06-16 00:50:57.485890,2025-06-16 00:51:05.379162,0 days 00:00:07.893272,176.0,0.025,5m,0.7,0.8,2.0,944.0,1024.0,0.025,10m,0.7,1.5,1.6,800.0,416.0,0.025,4m,1.3,0.5,1.3,368.0,712.0,0.05,10m,0.5,1.3,1.3,456.0,768.0,0.05,2m,1.2000000000000002,0.8,1.3,312.0,928.0,0.05,3m,0.7,0.5,1.6,768.0,504.0,0.05,7m,1.4,0.5,1.5,832.0,1016.0,0.05,5m,1.2000000000000002,1.0,1.9000000000000001,776.0,544.0,0.05,9m,1.2000000000000002,0.8,1.7000000000000002,744.0,824,0.025,9m,1.5,0.8,1.2000000000000002,160,0.5,10,COMPLETE
73,73,3.842188664748187,2025-06-16 00:51:05.457628,2025-06-16 00:51:13.176709,0 days 00:00:07.719081,256.0,0.025,5m,0.7,0.7,2.0,784.0,1024.0,0.025,10m,0.7,1.5,1.5,776.0,392.0,0.025,4m,1.2000000000000002,0.5,1.3,352.0,704.0,0.05,10m,0.5,1.3,1.3,480.0,800.0,0.05,2m,1.2000000000000002,0.8,1.3,344.0,920.0,0.05,3m,0.7,0.5,1.5,688.0,496.0,0.05,7m,1.4,0.6,1.5,840.0,1008.0,0.05,5m,1.2000000000000002,1.1,1.9000000000000001,920.0,552.0,0.05,9m,1.2000000000000002,0.8,1.7000000000000002,744.0,920,0.025,9m,1.5,0.8,1.1,168,0.5,10,COMPLETE
74,74,4.211230505356031,2025-06-16 00:51:13.276446,2025-06-16 00:51:21.104986,0 days 00:00:07.828540,280.0,0.025,5m,0.7,0.7,2.0,792.0,1016.0,0.025,10m,0.7,1.5,1.5,800.0,400.0,0.025,4m,1.2000000000000002,0.5,1.3,368.0,712.0,0.05,10m,0.5,1.4,1.3,456.0,816.0,0.05,2m,1.2000000000000002,0.8,1.3,320.0,920.0,0.05,3m,0.7,0.5,1.5,608.0,520.0,0.05,7m,1.4,0.6,1.5,832.0,1024.0,0.05,5m,1.2000000000000002,1.1,1.9000000000000001,936.0,544.0,0.05,9m,1.1,0.8,1.7000000000000002,744.0,920,0.025,9m,1.5,0.8,1.1,144,0.5,10,COMPLETE
75,75,3.2874015086971893,2025-06-16 00:51:21.752436,2025-06-16 00:51:30.350891,0 days 00:00:08.598455,280.0,0.025,5m,0.7,0.7,2.0,952.0,984.0,0.025,10m,0.7,1.5,1.5,776.0,408.0,0.025,4m,1.2000000000000002,0.5,1.3,360.0,720.0,0.05,10m,0.5,1.4,1.3,488.0,800.0,0.05,2m,1.2000000000000002,0.8,1.3,336.0,976.0,0.05,3m,0.7,0.5,1.5,616.0,504.0,0.05,7m,1.4,0.6,1.5,840.0,1016.0,0.05,5m,1.3,1.1,1.9000000000000001,936.0,544.0,0.05,9m,1.1,0.7,1.7000000000000002,744.0,952,0.025,9m,1.5,0.8,1.1,160,0.5,10,COMPLETE
76,76,1.4021686932283532,2025-06-16 00:51:30.440516,2025-06-16 00:51:50.697192,0 days 00:00:20.256676,192.0,0.025,5m,0.8,0.7,2.0,704.0,992.0,0.025,10m,0.7,1.5,1.4000000000000001,800.0,440.0,0.025,4m,1.2000000000000002,0.5,1.4000000000000001,376.0,672.0,0.05,10m,0.6,1.4,1.4000000000000001,472.0,816.0,0.05,2m,1.2000000000000002,0.7,1.3,344.0,840.0,0.05,3m,0.7,0.5,1.5,680.0,1000.0,0.05,7m,1.4,0.5,1.6,952.0,1024.0,0.05,5m,1.2000000000000002,1.1,1.9000000000000001,1024.0,400.0,0.05,9m,1.2000000000000002,0.8,1.7000000000000002,704.0,896,0.025,9m,1.5,0.8,1.1,176,0.5,10,COMPLETE
77,77,3.592231044552447,2025-06-16 00:51:50.837949,2025-06-16 00:52:00.576127,0 days 00:00:09.738178,288.0,0.025,5m,0.7,0.7,2.0,784.0,64.0,0.025,10m,0.7,1.5,1.5,752.0,400.0,0.025,4m,1.1,0.6,1.3,264.0,840.0,0.05,10m,0.5,1.3,1.2000000000000002,448.0,856.0,0.05,2m,1.2000000000000002,0.8,1.3,392.0,784.0,0.05,3m,0.8,0.5,1.6,584.0,536.0,0.05,7m,1.4,0.6,1.5,848.0,960.0,0.05,5m,1.2000000000000002,1.0,1.9000000000000001,920.0,480.0,0.05,9m,1.1,0.7,1.7000000000000002,784.0,824,0.025,9m,1.5,0.8,1.1,120,0.5,10,COMPLETE
78,78,4.280990167271544,2025-06-16 00:52:00.662662,2025-06-16 00:52:08.265359,0 days 00:00:07.602697,248.0,0.025,5m,0.7,0.6,2.0,776.0,928.0,0.025,10m,0.7,1.5,1.5,728.0,392.0,0.025,4m,1.1,0.5,1.3,288.0,856.0,0.05,10m,0.5,1.3,1.2000000000000002,448.0,840.0,0.05,2m,1.2000000000000002,0.8,1.3,384.0,944.0,0.05,3m,0.7,0.5,1.6,552.0,536.0,0.05,7m,1.3,0.5,1.5,832.0,960.0,0.05,5m,1.2000000000000002,1.0,1.9000000000000001,936.0,456.0,0.05,9m,1.1,0.8,1.7000000000000002,744.0,920,0.025,9m,1.5,0.8,1.1,104,0.5,10,COMPLETE
79,79,4.7963461469072906,2025-06-16 00:52:08.347572,2025-06-16 00:52:15.799249,0 days 00:00:07.451677,256.0,0.025,5m,0.7,0.6,2.0,792.0,120.0,0.025,10m,0.7,1.5,1.5,720.0,384.0,0.025,4m,1.1,0.6,1.3,280.0,864.0,0.05,10m,0.6,1.3,1.2000000000000002,448.0,832.0,0.05,2m,1.2000000000000002,0.8,1.3,384.0,784.0,0.05,3m,0.7,0.5,1.6,536.0,528.0,0.05,7m,1.3,0.7,1.5,856.0,968.0,0.05,5m,1.2000000000000002,1.0,1.9000000000000001,944.0,336.0,0.05,9m,1.1,0.8,1.7000000000000002,752.0,1016,0.025,9m,1.5,0.8,1.1,16,0.45,10,COMPLETE
80,80,3.2681427779304975,2025-06-16 00:52:15.886777,2025-06-16 00:52:22.594487,0 days 00:00:06.707710,240.0,0.025,5m,0.8,0.6,2.0,776.0,200.0,0.025,10m,0.7,1.5,1.4000000000000001,712.0,448.0,0.025,4m,1.0,0.6,1.3,312.0,776.0,0.05,10m,0.6,1.3,1.1,512.0,,,,,,,,952.0,0.05,3m,0.6,0.5,1.5,528.0,472.0,0.05,7m,1.3,0.5,1.6,800.0,984.0,0.05,5m,1.3,1.2000000000000002,1.9000000000000001,936.0,328.0,0.05,9m,1.0,0.8,1.6,744.0,992,0.025,9m,1.5,0.8,1.1,16,0.45,9,COMPLETE
81,81,3.1929752845665287,2025-06-16 00:52:22.693709,2025-06-16 00:52:30.126617,0 days 00:00:07.432908,328.0,0.025,5m,0.7,0.6,2.0,800.0,24.0,0.025,10m,0.7,1.5,1.5,744.0,392.0,0.025,4m,1.1,0.6,1.3,248.0,848.0,0.05,10m,0.5,1.3,1.2000000000000002,464.0,840.0,0.05,2m,1.2000000000000002,0.8,1.3,376.0,792.0,0.05,3m,0.7,0.5,1.6,600.0,528.0,0.05,7m,1.4,0.7,1.5,856.0,952.0,0.05,5m,1.2000000000000002,1.0,1.9000000000000001,944.0,480.0,0.05,9m,1.1,0.8,1.7000000000000002,848.0,1016,0.025,9m,1.5,0.8,1.1,136,0.5,10,COMPLETE
