,number,value,datetime_start,datetime_complete,duration,params_AEP_BIIB_beta_win,params_AEP_BIIB_stop_loss,params_AEP_BIIB_trade_freq,params_AEP_BIIB_z_entry,params_AEP_BIIB_z_exit,params_AEP_BIIB_z_stop_scaler,params_AEP_BIIB_z_win,params_AMGN_BIIB_beta_win,params_AMGN_BIIB_stop_loss,params_AMGN_BIIB_trade_freq,params_AMGN_BIIB_z_entry,params_AMGN_BIIB_z_exit,params_AMGN_BIIB_z_stop_scaler,params_AMGN_BIIB_z_win,params_CHTR_MTCH_beta_win,params_CHTR_MTCH_stop_loss,params_CHTR_MTCH_trade_freq,params_CHTR_MTCH_z_entry,params_CHTR_MTCH_z_exit,params_CHTR_MTCH_z_stop_scaler,params_CHTR_MTCH_z_win,params_COST_PANW_beta_win,params_COST_PANW_stop_loss,params_COST_PANW_trade_freq,params_COST_PANW_z_entry,params_COST_PANW_z_exit,params_COST_PANW_z_stop_scaler,params_COST_PANW_z_win,params_EBAY_MTCH_beta_win,params_EBAY_MTCH_stop_loss,params_EBAY_MTCH_trade_freq,params_EBAY_MTCH_z_entry,params_EBAY_MTCH_z_exit,params_EBAY_MTCH_z_stop_scaler,params_EBAY_MTCH_z_win,params_EBAY_SWKS_beta_win,params_EBAY_SWKS_stop_loss,params_EBAY_SWKS_trade_freq,params_EBAY_SWKS_z_entry,params_EBAY_SWKS_z_exit,params_EBAY_SWKS_z_stop_scaler,params_EBAY_SWKS_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_IDXX_ISRG_beta_win,params_IDXX_ISRG_stop_loss,params_IDXX_ISRG_trade_freq,params_IDXX_ISRG_z_entry,params_IDXX_ISRG_z_exit,params_IDXX_ISRG_z_stop_scaler,params_IDXX_ISRG_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_OKTA_SWKS_beta_win,params_OKTA_SWKS_stop_loss,params_OKTA_SWKS_trade_freq,params_OKTA_SWKS_z_entry,params_OKTA_SWKS_z_exit,params_OKTA_SWKS_z_stop_scaler,params_OKTA_SWKS_z_win,params_buffer_capital,params_pairs_to_trade,state
41,41,0.6842915562247636,2025-06-15 23:30:26.985214,2025-06-15 23:30:35.567040,0 days 00:00:08.581826,392.0,0.05,3m,1.1,0.6,1.7000000000000002,296.0,312.0,0.05,2m,0.7,1.2000000000000002,1.4000000000000001,632.0,480.0,0.05,4m,1.1,1.1,1.3,472.0,264.0,0.025,6m,0.7,1.2000000000000002,1.3,1016.0,120.0,0.025,5m,1.2000000000000002,1.2000000000000002,1.9000000000000001,840.0,,,,,,,,208,0.025,6m,1.4,0.5,1.2000000000000002,1024,936.0,0.025,6m,1.4,1.0,1.9000000000000001,224.0,640.0,0.025,8m,0.8,1.0,1.3,408.0,224.0,0.05,6m,0.8,0.6,1.4000000000000001,248.0,0.15000000000000002,9,COMPLETE
42,42,4.739010240743295,2025-06-15 23:30:35.690302,2025-06-15 23:30:43.267369,0 days 00:00:07.577067,792.0,0.05,3m,1.2000000000000002,0.5,1.9000000000000001,712.0,248.0,0.05,2m,0.8,1.1,1.2000000000000002,192.0,344.0,0.05,4m,0.9,1.2000000000000002,1.5,352.0,,,,,,,,88.0,0.025,2m,1.3,1.1,1.9000000000000001,640.0,,,,,,,,272,0.025,6m,1.5,0.7,1.2000000000000002,928,816.0,0.025,7m,1.3,1.1,1.9000000000000001,928.0,528.0,0.025,8m,0.6,1.1,1.2000000000000002,104.0,256.0,0.05,6m,0.9,0.8,1.3,160.0,0.2,8,COMPLETE
43,43,-1.2580544954445072,2025-06-15 23:30:43.360088,2025-06-15 23:30:50.486829,0 days 00:00:07.126741,776.0,0.05,3m,1.2000000000000002,0.5,1.9000000000000001,720.0,232.0,0.05,2m,0.8,1.1,1.6,208.0,1016.0,0.05,4m,0.8,1.3,1.2000000000000002,352.0,,,,,,,,192.0,0.025,2m,1.3,1.3,1.9000000000000001,624.0,,,,,,,,64,0.025,6m,1.5,0.6,1.3,904,,,,,,,,536.0,0.025,8m,0.8,1.2000000000000002,1.2000000000000002,112.0,280.0,0.05,3m,0.9,0.8,1.2000000000000002,376.0,0.3,7,COMPLETE
44,44,0.4708935677691455,2025-06-15 23:30:50.566452,2025-06-15 23:30:56.607356,0 days 00:00:06.040904,792.0,0.05,3m,1.5,1.2000000000000002,2.0,696.0,144.0,0.05,2m,1.0,1.2000000000000002,1.7000000000000002,464.0,504.0,0.05,4m,0.6,1.2000000000000002,1.1,536.0,,,,,,,,,,,,,,,,,,,,,,272,0.025,6m,1.5,0.7,1.1,952,,,,,,,,840.0,0.025,8m,0.7,1.1,1.3,88.0,232.0,0.05,6m,0.9,0.9,1.4000000000000001,160.0,0.2,6,COMPLETE
45,45,2.0992860743386856,2025-06-15 23:30:56.681629,2025-06-15 23:31:04.665792,0 days 00:00:07.984163,640.0,0.05,3m,1.2000000000000002,0.5,1.8000000000000003,792.0,336.0,0.05,2m,1.5,1.0,1.5,608.0,888.0,0.05,8m,0.9,1.4,1.4000000000000001,416.0,,,,,,,,72.0,0.025,2m,1.3,1.2000000000000002,1.9000000000000001,904.0,,,,,,,,104,0.025,6m,1.3,0.6,1.3,856,816.0,0.025,7m,1.3,0.9,2.0,568.0,616.0,0.025,8m,0.9,1.2000000000000002,1.1,672.0,16.0,0.05,3m,1.1,0.6,1.5,472.0,0.2,8,COMPLETE
46,46,-6.024359256405154,2025-06-15 23:31:04.740307,2025-06-15 23:31:12.504375,0 days 00:00:07.764068,504.0,0.05,8m,1.4,0.9,1.9000000000000001,504.0,400.0,0.05,8m,0.9,1.3,1.8000000000000003,296.0,648.0,0.025,4m,1.0,1.2000000000000002,1.3,664.0,,,,,,,,144.0,0.025,9m,1.5,1.1,2.0,648.0,,,,,,,,16,0.025,7m,1.1,0.5,1.4000000000000001,784,696.0,0.025,7m,1.1,1.3,1.9000000000000001,720.0,952.0,0.025,1m,1.2000000000000002,1.3,1.2000000000000002,872.0,320.0,0.05,6m,0.8,0.6,1.4000000000000001,608.0,0.25,8,COMPLETE
47,47,-0.40435629284468666,2025-06-15 23:31:12.599880,2025-06-15 23:31:15.704923,0 days 00:00:03.105043,560.0,0.025,7m,1.0,1.4,1.9000000000000001,592.0,512.0,0.025,4m,1.0,1.1,2.0,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,0.025,5m,1.0,0.7,1.8000000000000003,680,,,,,,,,,,,,,,,,,,,,,,0.1,3,COMPLETE
48,48,-3.772163950064694,2025-06-15 23:31:15.792859,2025-06-15 23:31:21.795078,0 days 00:00:06.002219,800.0,0.05,2m,1.3,0.7,1.8000000000000003,656.0,456.0,0.05,5m,0.8,1.2000000000000002,1.4000000000000001,360.0,224.0,0.05,9m,1.0,1.1,1.5,840.0,,,,,,,,,,,,,,,,,,,,,,416,0.025,3m,1.5,0.6,1.7000000000000002,224,,,,,,,,504.0,0.025,9m,0.6,1.1,1.6,256.0,400.0,0.05,4m,1.0,1.0,1.1,256.0,0.35000000000000003,6,COMPLETE
49,49,-6.197541356820185,2025-06-15 23:31:21.872049,2025-06-15 23:31:31.272102,0 days 00:00:09.400053,944.0,0.05,10m,1.2000000000000002,1.1,1.7000000000000002,408.0,552.0,0.05,1m,1.1,1.1,1.1,448.0,320.0,0.05,6m,0.8,1.0,1.1,576.0,712.0,0.05,1m,1.3,0.7,1.1,640.0,16.0,0.025,8m,1.4,1.3,1.8000000000000003,976.0,968.0,0.05,7m,1.0,1.0,1.5,552.0,296,0.025,10m,1.2000000000000002,0.9,1.2000000000000002,480,960.0,0.025,3m,1.1,0.9,1.8000000000000003,920.0,136.0,0.025,8m,1.0,1.4,1.3,416.0,256.0,0.025,10m,1.2000000000000002,0.8,1.3,320.0,0.15000000000000002,10,COMPLETE
50,50,0.014077703383452954,2025-06-15 23:31:31.351948,2025-06-15 23:31:37.864365,0 days 00:00:06.512417,480.0,0.025,7m,1.1,0.8,2.0,952.0,328.0,0.05,3m,0.7,1.0,1.3,568.0,584.0,0.025,4m,1.5,1.3,1.2000000000000002,472.0,,,,,,,,280.0,0.05,1m,1.2000000000000002,1.2000000000000002,1.9000000000000001,824.0,,,,,,,,480,0.025,2m,1.4,0.5,1.5,320,,,,,,,,688.0,0.025,9m,1.5,0.9,2.0,336.0,176.0,0.05,2m,0.9,0.7,1.4000000000000001,40.0,0.2,7,COMPLETE
51,51,-0.36335410012392594,2025-06-15 23:31:37.934366,2025-06-15 23:31:46.208098,0 days 00:00:08.273732,288.0,0.05,5m,1.1,0.6,1.5,568.0,264.0,0.05,9m,0.7,1.0,1.2000000000000002,184.0,392.0,0.05,10m,1.1,0.9,1.5,256.0,488.0,0.025,7m,1.0,1.3,1.4000000000000001,848.0,96.0,0.025,2m,0.7,1.1,2.0,528.0,,,,,,,,384,0.025,6m,1.4,0.8,1.2000000000000002,976,832.0,0.025,1m,1.5,1.1,1.9000000000000001,776.0,440.0,0.025,8m,0.6,1.0,1.4000000000000001,184.0,96.0,0.05,6m,0.7,1.1,1.3,120.0,0.15000000000000002,9,COMPLETE
52,52,-2.6498511121563784,2025-06-15 23:31:46.290326,2025-06-15 23:31:53.778293,0 days 00:00:07.487967,632.0,0.05,3m,1.0,0.5,1.7000000000000002,768.0,184.0,0.05,8m,0.8,0.7,1.2000000000000002,272.0,320.0,0.05,3m,1.0,0.5,1.4000000000000001,328.0,,,,,,,,72.0,0.025,6m,1.4,1.1,1.1,472.0,,,,,,,,360,0.025,4m,1.4,0.8,1.2000000000000002,920,680.0,0.025,8m,1.3,1.1,2.0,912.0,560.0,0.05,5m,0.6,0.8,1.5,224.0,72.0,0.05,6m,0.8,1.5,1.3,64.0,0.15000000000000002,8,COMPLETE
53,53,-2.6795783867107876,2025-06-15 23:31:53.864569,2025-06-15 23:32:02.049729,0 days 00:00:08.185160,408.0,0.05,9m,1.2000000000000002,0.6,1.6,824.0,376.0,0.05,2m,0.6,0.9,1.1,80.0,400.0,0.05,7m,0.7,0.9,1.6,184.0,280.0,0.025,2m,0.6,1.1,1.2000000000000002,896.0,152.0,0.025,9m,1.3,1.0,1.6,568.0,,,,,,,,200,0.025,7m,1.5,0.7,1.3,432,888.0,0.025,6m,1.4,1.0,1.9000000000000001,904.0,232.0,0.05,3m,0.8,1.0,1.4000000000000001,144.0,152.0,0.05,6m,1.0,1.2000000000000002,1.2000000000000002,192.0,0.3,9,COMPLETE
54,54,1.1270237810483814,2025-06-15 23:32:02.109795,2025-06-15 23:32:10.263899,0 days 00:00:08.154104,328.0,0.05,1m,1.1,0.6,1.3,336.0,248.0,0.05,7m,0.9,1.1,1.2000000000000002,16.0,336.0,0.05,4m,0.9,1.0,1.7000000000000002,288.0,328.0,0.05,10m,0.8,1.4,1.6,696.0,88.0,0.025,5m,0.8,0.9,1.2000000000000002,408.0,,,,,,,,616,0.025,1m,1.3,0.7,1.1,872,816.0,0.025,7m,1.2000000000000002,1.3,1.7000000000000002,512.0,392.0,0.05,5m,0.5,0.9,1.6,80.0,304.0,0.05,5m,0.6,0.5,1.5,160.0,0.1,9,COMPLETE
55,55,-14.902322477902375,2025-06-15 23:32:10.332564,2025-06-15 23:32:17.801078,0 days 00:00:07.468514,680.0,0.05,6m,1.0,0.5,1.5,512.0,296.0,0.05,10m,0.8,0.8,1.3,136.0,224.0,0.05,8m,1.2000000000000002,1.3,1.5,504.0,,,,,,,,168.0,0.025,7m,1.0,1.2000000000000002,1.8000000000000003,528.0,,,,,,,,472,0.025,8m,1.2000000000000002,0.6,1.6,960,512.0,0.025,9m,1.4,1.2000000000000002,1.5,488.0,48.0,0.025,1m,0.7,0.7,1.2000000000000002,272.0,200.0,0.05,3m,0.8,1.3,1.3,288.0,0.15000000000000002,8,COMPLETE
56,56,0.8443023791652067,2025-06-15 23:32:17.880684,2025-06-15 23:32:27.106333,0 days 00:00:09.225649,728.0,0.05,4m,1.2000000000000002,0.7,1.7000000000000002,624.0,416.0,0.05,8m,0.7,0.9,1.2000000000000002,184.0,280.0,0.05,10m,1.1,0.8,1.3,400.0,120.0,0.025,4m,1.2000000000000002,1.0,1.4000000000000001,408.0,392.0,0.025,3m,1.1,1.0,1.1,376.0,360.0,0.025,5m,1.3,1.2000000000000002,1.6,16.0,528,0.05,4m,1.4,0.9,1.2000000000000002,824,440.0,0.025,4m,1.4,0.9,1.8000000000000003,608.0,456.0,0.05,2m,0.7,1.2000000000000002,1.4000000000000001,16.0,16.0,0.05,6m,0.7,0.9,1.4000000000000001,128.0,0.05,10,COMPLETE
57,57,-0.28990956034653437,2025-06-15 23:32:27.193457,2025-06-15 23:32:28.329761,0 days 00:00:01.136304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,0.025,8m,1.5,0.8,1.3,992,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
58,58,1.488482384612853,2025-06-15 23:32:28.404239,2025-06-15 23:32:35.565949,0 days 00:00:07.161710,160.0,0.05,7m,0.9,0.6,1.8000000000000003,688.0,880.0,0.05,6m,1.0,1.0,1.1,496.0,472.0,0.05,5m,1.4,0.7,1.4000000000000001,352.0,,,,,,,,56.0,0.05,10m,0.7,0.5,1.5,752.0,,,,,,,,424,0.025,6m,1.3,1.1,2.0,752,968.0,0.025,10m,0.5,1.3,1.2000000000000002,976.0,344.0,0.05,9m,0.6,0.9,1.5,200.0,432.0,0.05,8m,1.0,1.4,1.6,352.0,0.1,8,COMPLETE
59,59,-0.2670122418087557,2025-06-15 23:32:35.674544,2025-06-15 23:32:41.960394,0 days 00:00:06.285850,456.0,0.05,4m,0.5,1.1,1.6,424.0,80.0,0.05,4m,0.6,1.1,1.7000000000000002,688.0,424.0,0.05,2m,1.0,1.1,1.2000000000000002,536.0,,,,,,,,272.0,0.025,8m,0.5,1.4,1.4000000000000001,664.0,,,,,,,,352,0.025,3m,1.4,1.0,1.1,904,,,,,,,,280.0,0.05,10m,1.4,0.6,1.3,464.0,368.0,0.05,9m,0.5,1.0,1.2000000000000002,264.0,0.25,7,COMPLETE
60,60,-3.3128590725328357,2025-06-15 23:32:42.041086,2025-06-15 23:32:50.601887,0 days 00:00:08.560801,544.0,0.05,2m,1.3,1.3,1.8000000000000003,464.0,136.0,0.05,2m,1.2000000000000002,1.2000000000000002,1.9000000000000001,776.0,744.0,0.05,3m,1.2000000000000002,1.2000000000000002,1.6,768.0,552.0,0.05,9m,0.9,1.2000000000000002,1.2000000000000002,200.0,912.0,0.05,9m,0.6,1.1,2.0,584.0,,,,,,,,136,0.025,2m,1.5,0.7,1.2000000000000002,696,1024.0,0.025,7m,1.3,1.1,2.0,744.0,752.0,0.05,6m,0.5,1.0,1.4000000000000001,96.0,136.0,0.05,6m,0.9,1.5,1.1,400.0,0.15000000000000002,9,COMPLETE
61,61,0.5453749584193,2025-06-15 23:32:50.674445,2025-06-15 23:32:58.224850,0 days 00:00:07.550405,632.0,0.05,3m,1.2000000000000002,0.5,1.8000000000000003,800.0,344.0,0.05,2m,1.3,1.0,1.5,592.0,848.0,0.05,8m,0.9,1.5,1.4000000000000001,416.0,,,,,,,,64.0,0.025,2m,1.3,1.2000000000000002,1.9000000000000001,936.0,,,,,,,,64,0.025,6m,1.3,0.6,1.2000000000000002,856,800.0,0.025,7m,1.3,0.9,2.0,544.0,632.0,0.025,8m,0.9,1.2000000000000002,1.1,664.0,24.0,0.05,3m,1.1,0.6,1.5,472.0,0.2,8,COMPLETE
62,62,-0.16856170924017938,2025-06-15 23:32:58.287125,2025-06-15 23:33:11.343622,0 days 00:00:13.056497,736.0,0.05,3m,1.2000000000000002,0.5,1.9000000000000001,744.0,208.0,0.05,2m,0.7,1.0,1.5,640.0,872.0,0.05,8m,0.9,1.5,1.4000000000000001,464.0,,,,,,,,112.0,0.025,2m,1.3,1.1,1.9000000000000001,872.0,,,,,,,,88,0.025,6m,1.2000000000000002,0.6,1.3,864,872.0,0.025,7m,1.4,0.9,2.0,616.0,616.0,0.025,8m,0.9,1.1,1.1,760.0,56.0,0.05,3m,1.1,0.6,1.5,424.0,0.2,8,COMPLETE
63,63,-0.9748320968380433,2025-06-15 23:33:11.514397,2025-06-15 23:33:31.131691,0 days 00:00:19.617294,584.0,0.05,3m,1.1,0.5,1.9000000000000001,552.0,312.0,0.05,2m,1.4,1.1,1.4000000000000001,520.0,952.0,0.05,8m,0.8,1.4,1.3,400.0,800.0,0.025,6m,0.6,1.4,2.0,912.0,56.0,0.025,2m,1.4,1.3,2.0,1000.0,,,,,,,,112,0.025,6m,1.3,0.5,1.2000000000000002,792,704.0,0.025,9m,1.2000000000000002,0.7,1.9000000000000001,408.0,512.0,0.025,5m,0.8,1.2000000000000002,1.1,624.0,80.0,0.05,3m,1.2000000000000002,0.5,1.3,528.0,0.2,9,COMPLETE
64,64,-4.999920288076155,2025-06-15 23:33:31.239581,2025-06-15 23:33:38.492134,0 days 00:00:07.252553,840.0,0.05,3m,1.2000000000000002,0.5,1.7000000000000002,864.0,360.0,0.05,6m,1.5,1.0,1.5,760.0,840.0,0.05,1m,0.9,1.4,1.5,496.0,,,,,,,,112.0,0.025,5m,1.2000000000000002,0.6,1.1,776.0,,,,,,,,152,0.025,8m,1.1,0.6,1.4000000000000001,944,,,,,,,,608.0,0.025,8m,0.8,1.3,1.1,736.0,248.0,0.05,1m,1.0,0.7,1.9000000000000001,200.0,0.15000000000000002,7,COMPLETE
