,number,value,datetime_start,datetime_complete,duration,params_ADP_ASML_beta_win,params_ADP_ASML_stop_loss,params_ADP_ASML_trade_freq,params_ADP_ASML_z_entry,params_ADP_ASML_z_exit,params_ADP_ASML_z_stop_scaler,params_ADP_ASML_z_win,params_ADP_PAYX_beta_win,params_ADP_PAYX_stop_loss,params_ADP_PAYX_trade_freq,params_ADP_PAYX_z_entry,params_ADP_PAYX_z_exit,params_ADP_PAYX_z_stop_scaler,params_ADP_PAYX_z_win,params_ADP_XEL_beta_win,params_ADP_XEL_stop_loss,params_ADP_XEL_trade_freq,params_ADP_XEL_z_entry,params_ADP_XEL_z_exit,params_ADP_XEL_z_stop_scaler,params_ADP_XEL_z_win,params_AMGN_ANSS_beta_win,params_AMGN_ANSS_stop_loss,params_AMGN_ANSS_trade_freq,params_AMGN_ANSS_z_entry,params_AMGN_ANSS_z_exit,params_AMGN_ANSS_z_stop_scaler,params_AMGN_ANSS_z_win,params_AMZN_MRVL_beta_win,params_AMZN_MRVL_stop_loss,params_AMZN_MRVL_trade_freq,params_AMZN_MRVL_z_entry,params_AMZN_MRVL_z_exit,params_AMZN_MRVL_z_stop_scaler,params_AMZN_MRVL_z_win,params_AZN_ANSS_beta_win,params_AZN_ANSS_stop_loss,params_AZN_ANSS_trade_freq,params_AZN_ANSS_z_entry,params_AZN_ANSS_z_exit,params_AZN_ANSS_z_stop_scaler,params_AZN_ANSS_z_win,params_CSCO_DASH_beta_win,params_CSCO_DASH_stop_loss,params_CSCO_DASH_trade_freq,params_CSCO_DASH_z_entry,params_CSCO_DASH_z_exit,params_CSCO_DASH_z_stop_scaler,params_CSCO_DASH_z_win,params_CSCO_FTNT_beta_win,params_CSCO_FTNT_stop_loss,params_CSCO_FTNT_trade_freq,params_CSCO_FTNT_z_entry,params_CSCO_FTNT_z_exit,params_CSCO_FTNT_z_stop_scaler,params_CSCO_FTNT_z_win,params_CSCO_META_beta_win,params_CSCO_META_stop_loss,params_CSCO_META_trade_freq,params_CSCO_META_z_entry,params_CSCO_META_z_exit,params_CSCO_META_z_stop_scaler,params_CSCO_META_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,-0.29415066732295797,2025-06-16 00:54:18.732343,2025-06-16 00:54:21.430398,0 days 00:00:02.698055,,,,,,,,344,0.05,5m,1.3,0.9,1.1,504,,,,,,,,,,,,,,,,,,,,,,320.0,0.05,6m,1.4,0.6,1.1,320.0,,,,,,,,,,,,,,,,,,,,,,296.0,0.025,10m,1.5,0.9,1.6,248.0,0.2,3,COMPLETE
1,1,-19.165608095613877,2025-06-16 00:54:21.501536,2025-06-16 00:54:28.751026,0 days 00:00:07.249490,808.0,0.05,7m,1.5,0.7,1.7000000000000002,1008.0,984,0.025,6m,1.0,1.2000000000000002,1.6,592,488.0,0.05,7m,1.4,1.4,1.6,512.0,40.0,0.05,1m,0.6,0.6,1.1,416.0,216.0,0.025,8m,0.8,1.0,2.0,712.0,576.0,0.025,10m,0.7,1.3,1.1,384.0,176.0,0.05,9m,0.9,0.8,1.7000000000000002,464.0,,,,,,,,152.0,0.025,9m,0.7,1.2000000000000002,1.6,1016.0,112.0,0.05,3m,1.2000000000000002,1.2000000000000002,1.4000000000000001,288.0,0.3,9,COMPLETE
2,2,-2.3750688919340788,2025-06-16 00:54:28.825045,2025-06-16 00:54:36.149026,0 days 00:00:07.323981,432.0,0.05,3m,1.0,1.5,1.4000000000000001,280.0,584,0.025,8m,1.3,0.6,1.6,376,920.0,0.025,9m,0.7,0.7,2.0,608.0,888.0,0.05,5m,1.4,0.9,1.2000000000000002,456.0,384.0,0.05,9m,1.3,1.0,1.5,384.0,496.0,0.05,7m,1.5,1.1,1.6,672.0,488.0,0.05,7m,0.6,1.4,1.3,352.0,,,,,,,,96.0,0.05,9m,0.7,1.0,1.1,560.0,368.0,0.05,8m,0.7,1.0,1.9000000000000001,376.0,0.15000000000000002,9,COMPLETE
3,3,-3.3228975794413844,2025-06-16 00:54:36.212679,2025-06-16 00:54:39.484544,0 days 00:00:03.271865,,,,,,,,264,0.05,10m,1.5,0.5,1.6,720,,,,,,,,600.0,0.05,10m,0.9,1.3,1.5,224.0,,,,,,,,848.0,0.025,6m,0.9,1.3,1.1,672.0,,,,,,,,,,,,,,,,,,,,,,144.0,0.05,4m,0.5,0.7,1.5,632.0,0.05,4,COMPLETE
4,4,-10.416333680800571,2025-06-16 00:54:39.557383,2025-06-16 00:54:46.289993,0 days 00:00:06.732610,344.0,0.05,4m,0.6,1.0,1.9000000000000001,600.0,216,0.025,10m,1.2000000000000002,0.7,1.7000000000000002,480,392.0,0.025,5m,1.4,0.8,1.1,144.0,656.0,0.05,6m,0.6,1.2000000000000002,1.9000000000000001,208.0,88.0,0.025,8m,1.5,0.7,1.3,848.0,112.0,0.025,3m,0.6,0.6,1.9000000000000001,248.0,,,,,,,,,,,,,,,816.0,0.05,7m,1.5,1.3,2.0,1008.0,864.0,0.05,2m,1.4,0.9,2.0,168.0,0.4,8,COMPLETE
5,5,-33.81510119795943,2025-06-16 00:54:46.341160,2025-06-16 00:54:51.111487,0 days 00:00:04.770327,288.0,0.025,4m,0.9,0.7,1.4000000000000001,912.0,792,0.025,5m,1.5,1.0,1.6,528,,,,,,,,1000.0,0.025,9m,1.4,0.5,1.4000000000000001,320.0,936.0,0.025,1m,0.6,1.2000000000000002,1.6,976.0,224.0,0.025,8m,0.7,1.1,1.2000000000000002,984.0,,,,,,,,,,,,,,,,,,,,,,800.0,0.025,10m,0.8,0.7,1.2000000000000002,552.0,0.35000000000000003,6,COMPLETE
6,6,-2.254287335474866,2025-06-16 00:54:51.202260,2025-06-16 00:54:54.497077,0 days 00:00:03.294817,,,,,,,,608,0.05,2m,1.4,1.5,1.3,472,,,,,,,,224.0,0.025,2m,1.0,0.5,1.2000000000000002,832.0,,,,,,,,720.0,0.025,4m,0.7,1.5,1.2000000000000002,784.0,,,,,,,,,,,,,,,,,,,,,,672.0,0.05,4m,1.4,0.6,1.2000000000000002,776.0,0.4,4,COMPLETE
7,7,-8.070456805137542,2025-06-16 00:54:54.545903,2025-06-16 00:54:58.064533,0 days 00:00:03.518630,,,,,,,,392,0.05,7m,0.6,1.2000000000000002,1.1,104,,,,,,,,624.0,0.025,8m,1.1,1.3,1.2000000000000002,528.0,,,,,,,,992.0,0.025,2m,1.2000000000000002,1.3,1.1,720.0,,,,,,,,,,,,,,,,,,,,,,264.0,0.025,5m,1.3,0.6,1.5,240.0,0.3,4,COMPLETE
8,8,-1.5650857209417475,2025-06-16 00:54:58.126058,2025-06-16 00:54:59.645695,0 days 00:00:01.519637,,,,,,,,704,0.05,7m,0.5,0.8,1.9000000000000001,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.0,0.05,3m,1.4,1.3,1.4000000000000001,960.0,0.3,2,COMPLETE
9,9,-7.975958441183942,2025-06-16 00:54:59.699953,2025-06-16 00:55:05.486007,0 days 00:00:05.786054,264.0,0.025,6m,0.8,0.9,1.1,536.0,560,0.025,4m,0.5,0.6,1.3,528,,,,,,,,312.0,0.025,8m,1.0,0.7,1.7000000000000002,792.0,584.0,0.025,1m,1.3,0.8,1.1,744.0,344.0,0.025,10m,0.7,1.0,1.5,40.0,,,,,,,,,,,,,,,976.0,0.05,10m,0.7,0.9,1.8000000000000003,280.0,952.0,0.05,1m,0.7,0.6,1.8000000000000003,496.0,0.1,7,COMPLETE
10,10,-3.772420397135559,2025-06-16 00:55:05.543014,2025-06-16 00:55:06.549927,0 days 00:00:01.006913,,,,,,,,32,0.05,1m,1.0,0.9,1.1,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
11,11,-2.5138998268368753,2025-06-16 00:55:06.615555,2025-06-16 00:55:07.719739,0 days 00:00:01.104184,,,,,,,,808,0.05,9m,0.8,0.8,2.0,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
12,12,-2.094647579500775,2025-06-16 00:55:07.781690,2025-06-16 00:55:09.712983,0 days 00:00:01.931293,,,,,,,,400,0.05,7m,0.8,1.1,2.0,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.0,0.025,9m,1.5,1.5,1.6,1000.0,0.2,2,COMPLETE
13,13,-7.242229172359947,2025-06-16 00:55:09.773920,2025-06-16 00:55:12.486708,0 days 00:00:02.712788,,,,,,,,768,0.05,5m,1.2000000000000002,0.9,1.8000000000000003,768,,,,,,,,,,,,,,,,,,,,,,384.0,0.05,1m,1.5,0.5,1.4000000000000001,184.0,,,,,,,,,,,,,,,,,,,,,,528.0,0.025,7m,1.1,1.3,1.7000000000000002,72.0,0.2,3,COMPLETE
14,14,-5.19114847256283,2025-06-16 00:55:12.576770,2025-06-16 00:55:15.090601,0 days 00:00:02.513831,,,,,,,,376,0.05,3m,0.8,1.4,1.4000000000000001,64,,,,,,,,,,,,,,,,,,,,,,24.0,0.05,9m,1.2000000000000002,0.7,2.0,448.0,,,,,,,,,,,,,,,,,,,,,,384.0,0.025,6m,1.5,1.2000000000000002,1.3,1024.0,0.25,3,COMPLETE
15,15,-3.60877824572097,2025-06-16 00:55:15.147037,2025-06-16 00:55:19.694064,0 days 00:00:04.547027,976.0,0.025,10m,1.4,1.5,2.0,64.0,96,0.05,5m,1.1,0.8,1.8000000000000003,312,,,,,,,,368.0,0.025,7m,0.5,1.5,1.9000000000000001,16.0,,,,,,,,616.0,0.05,6m,1.3,0.8,1.7000000000000002,24.0,,,,,,,,,,,,,,,,,,,,,,1008.0,0.025,10m,1.0,0.9,1.1,808.0,0.25,5,COMPLETE
16,16,-11.29528875940735,2025-06-16 00:55:19.747423,2025-06-16 00:55:21.586437,0 days 00:00:01.839014,,,,,,,,720,0.05,7m,0.6,1.0,1.4000000000000001,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.0,0.05,3m,1.2000000000000002,1.5,1.7000000000000002,16.0,0.5,2,COMPLETE
17,17,-0.44825954128263595,2025-06-16 00:55:21.646424,2025-06-16 00:55:23.431855,0 days 00:00:01.785431,,,,,,,,984,0.05,6m,0.9,0.8,1.9000000000000001,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.025,10m,1.0,1.3,1.4000000000000001,400.0,0.35000000000000003,2,COMPLETE
18,18,-2.445577989884841,2025-06-16 00:55:23.482828,2025-06-16 00:55:27.935686,0 days 00:00:04.452858,48.0,0.025,5m,0.5,0.5,1.2000000000000002,16.0,888,0.05,6m,0.9,1.2000000000000002,1.2000000000000002,896,,,,,,,,32.0,0.05,4m,1.5,0.9,1.7000000000000002,952.0,,,,,,,,272.0,0.05,5m,1.1,0.8,1.4000000000000001,288.0,,,,,,,,,,,,,,,,,,,,,,24.0,0.025,10m,0.9,1.1,1.6,392.0,0.4,5,COMPLETE
19,19,0.1358103464366553,2025-06-16 00:55:28.013785,2025-06-16 00:55:30.703892,0 days 00:00:02.690107,,,,,,,,1024,0.05,6m,1.3,0.7,1.4000000000000001,856,,,,,,,,,,,,,,,,,,,,,,448.0,0.05,6m,0.9,0.5,1.8000000000000003,528.0,,,,,,,,,,,,,,,,,,,,,,224.0,0.025,10m,1.0,0.9,1.4000000000000001,392.0,0.1,3,COMPLETE
20,20,-3.115764719880074,2025-06-16 00:55:30.784085,2025-06-16 00:55:36.006970,0 days 00:00:05.222885,664.0,0.05,8m,1.2000000000000002,1.2000000000000002,1.7000000000000002,720.0,496,0.025,9m,1.3,0.5,1.4000000000000001,816,,,,,,,,824.0,0.025,3m,0.8,1.1,2.0,592.0,984.0,0.05,4m,0.5,1.5,2.0,104.0,448.0,0.05,6m,0.9,0.5,1.8000000000000003,552.0,,,,,,,,,,,,,,,,,,,,,,248.0,0.025,10m,1.1,0.8,1.7000000000000002,152.0,0.05,6,COMPLETE
21,21,-0.3331312401757523,2025-06-16 00:55:36.078364,2025-06-16 00:55:38.864671,0 days 00:00:02.786307,,,,,,,,1024,0.05,6m,1.1,0.7,1.2000000000000002,1008,,,,,,,,,,,,,,,,,,,,,,160.0,0.05,6m,1.0,0.7,1.7000000000000002,504.0,,,,,,,,,,,,,,,,,,,,,,16.0,0.025,10m,0.9,1.0,1.4000000000000001,392.0,0.15000000000000002,3,COMPLETE
22,22,-0.13881801561615273,2025-06-16 00:55:38.935560,2025-06-16 00:55:41.590192,0 days 00:00:02.654632,,,,,,,,1024,0.05,6m,1.2000000000000002,0.7,1.2000000000000002,1016,,,,,,,,,,,,,,,,,,,,,,176.0,0.05,6m,1.0,0.7,1.7000000000000002,504.0,,,,,,,,,,,,,,,,,,,,,,216.0,0.025,10m,0.9,1.0,1.3,304.0,0.1,3,COMPLETE
23,23,-1.1588421839702836,2025-06-16 00:55:41.693289,2025-06-16 00:55:45.860074,0 days 00:00:04.166785,,,,,,,,904,0.05,6m,1.3,0.7,1.2000000000000002,920,,,,,,,,432.0,0.05,6m,1.2000000000000002,1.5,1.4000000000000001,688.0,,,,,,,,288.0,0.05,6m,0.9,0.6,1.8000000000000003,360.0,,,,,,,,,,,,,,,,,,,,,,256.0,0.025,10m,0.8,0.9,1.3,272.0,0.1,4,COMPLETE
24,24,-0.08716294642441771,2025-06-16 00:55:45.932728,2025-06-16 00:55:48.532892,0 days 00:00:02.600164,,,,,,,,872,0.05,3m,1.4,0.6,1.3,656,,,,,,,,,,,,,,,,,,,,,,416.0,0.05,6m,1.0,0.9,1.6,568.0,,,,,,,,,,,,,,,,,,,,,,360.0,0.025,9m,1.1,0.8,1.3,200.0,0.1,3,COMPLETE
25,25,-0.23799430794157428,2025-06-16 00:55:48.591834,2025-06-16 00:55:49.653242,0 days 00:00:01.061408,,,,,,,,904,0.05,3m,1.4,0.6,1.3,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
26,26,-1.2751924356712996,2025-06-16 00:55:49.698488,2025-06-16 00:55:54.004996,0 days 00:00:04.306508,16.0,0.025,9m,1.2000000000000002,1.2000000000000002,1.6,312.0,888,0.05,3m,1.4,0.5,1.5,832,,,,,,,,208.0,0.025,7m,1.2000000000000002,0.8,1.7000000000000002,928.0,,,,,,,,680.0,0.05,6m,1.0,0.9,1.6,592.0,,,,,,,,,,,,,,,,,,,,,,160.0,0.025,9m,1.1,0.8,1.1,536.0,0.05,5,COMPLETE
27,27,-0.8157450088945972,2025-06-16 00:55:54.070894,2025-06-16 00:56:02.625265,0 days 00:00:08.554371,640.0,0.05,2m,0.7,1.2000000000000002,1.3,800.0,952,0.05,1m,1.2000000000000002,0.6,1.4000000000000001,944,16.0,0.05,10m,0.5,1.5,1.1,976.0,744.0,0.05,9m,0.8,1.1,1.5,96.0,656.0,0.05,5m,1.0,0.5,1.7000000000000002,104.0,456.0,0.05,5m,1.0,0.8,1.8000000000000003,904.0,1024.0,0.025,3m,1.5,0.5,1.9000000000000001,1024.0,888.0,0.025,4m,1.0,1.3,1.2000000000000002,280.0,608.0,0.025,2m,1.4,0.5,1.1,120.0,432.0,0.025,9m,0.9,0.5,1.3,160.0,0.15000000000000002,10,COMPLETE
28,28,-0.7438051515515894,2025-06-16 00:56:02.706059,2025-06-16 00:56:05.429696,0 days 00:00:02.723637,,,,,,,,1024,0.05,8m,1.5,0.7,1.5,808,,,,,,,,,,,,,,,,,,,,,,160.0,0.05,4m,0.8,0.7,1.7000000000000002,464.0,,,,,,,,,,,,,,,,,,,,,,192.0,0.025,8m,1.2000000000000002,1.0,1.2000000000000002,480.0,0.1,3,COMPLETE
29,29,-5.3641369994205474,2025-06-16 00:56:05.478184,2025-06-16 00:56:09.164517,0 days 00:00:03.686333,,,,,,,,848,0.05,4m,1.1,0.9,1.3,1024,,,,,,,,464.0,0.025,4m,0.7,0.7,1.8000000000000003,664.0,,,,,,,,48.0,0.05,8m,0.5,0.9,1.5,592.0,,,,,,,,,,,,,,,,,,,,,,344.0,0.025,5m,0.5,0.8,1.3,352.0,0.15000000000000002,4,COMPLETE
30,30,-7.759561031754965,2025-06-16 00:56:09.250491,2025-06-16 00:56:11.058897,0 days 00:00:01.808406,,,,,,,,664,0.05,3m,1.4,0.5,1.2000000000000002,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0,0.025,6m,1.0,1.1,1.5,88.0,0.05,2,COMPLETE
31,31,-0.2293292943194946,2025-06-16 00:56:11.115034,2025-06-16 00:56:12.038674,0 days 00:00:00.923640,,,,,,,,928,0.05,3m,1.4,0.6,1.3,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
32,32,-0.16418932318356597,2025-06-16 00:56:12.090198,2025-06-16 00:56:13.205899,0 days 00:00:01.115701,,,,,,,,968,0.05,3m,1.3,0.6,1.1,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
33,33,-54.92614121368608,2025-06-16 00:56:13.273270,2025-06-16 00:56:15.239753,0 days 00:00:01.966483,,,,,,,,976,0.05,6m,1.3,0.7,1.1,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.0,0.025,1m,0.8,0.7,1.2000000000000002,640.0,0.15000000000000002,2,COMPLETE
34,34,-5.6356051351762275,2025-06-16 00:56:15.288163,2025-06-16 00:56:18.031710,0 days 00:00:02.743547,,,,,,,,848,0.05,2m,1.2000000000000002,0.6,1.1,736,,,,,,,,,,,,,,,,,,,,,,400.0,0.05,3m,1.1,0.5,2.0,840.0,,,,,,,,,,,,,,,,,,,,,,328.0,0.025,2m,0.7,1.1,1.4000000000000001,240.0,0.05,3,COMPLETE
35,35,-0.487789627787044,2025-06-16 00:56:18.103136,2025-06-16 00:56:20.729609,0 days 00:00:02.626473,,,,,,,,1008,0.025,3m,1.3,0.5,1.2000000000000002,568,,,,,,,,,,,,,,,,,,,,,,560.0,0.05,2m,1.1,0.9,1.9000000000000001,632.0,,,,,,,,,,,,,,,,,,,,,,208.0,0.025,7m,1.1,0.8,1.1,288.0,0.15000000000000002,3,COMPLETE
36,36,-0.055375862157787,2025-06-16 00:56:20.781883,2025-06-16 00:56:21.890270,0 days 00:00:01.108387,,,,,,,,952,0.05,10m,1.5,0.7,1.5,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
37,37,-11.504074769810812,2025-06-16 00:56:21.936041,2025-06-16 00:56:27.936847,0 days 00:00:06.000806,1016.0,0.025,1m,1.2000000000000002,0.5,1.8000000000000003,328.0,824,0.05,10m,1.5,0.8,1.5,944,,,,,,,,1024.0,0.05,3m,1.3,1.4,1.3,344.0,704.0,0.05,2m,1.0,1.5,1.1,472.0,240.0,0.05,1m,0.8,0.6,1.6,400.0,,,,,,,,,,,,,,,408.0,0.025,8m,1.1,1.5,1.4000000000000001,648.0,120.0,0.025,9m,0.6,0.9,1.3,456.0,0.05,7,COMPLETE
38,38,-0.8941442489287214,2025-06-16 00:56:28.002502,2025-06-16 00:56:31.670547,0 days 00:00:03.668045,,,,,,,,768,0.025,10m,1.5,0.7,1.7000000000000002,424,,,,,,,,160.0,0.025,10m,1.5,1.0,1.6,1016.0,,,,,,,,768.0,0.05,7m,1.2000000000000002,1.0,1.4000000000000001,528.0,,,,,,,,,,,,,,,,,,,,,,408.0,0.025,8m,0.9,1.2000000000000002,1.5,336.0,0.25,4,COMPLETE
39,39,-1.3435909844725014,2025-06-16 00:56:31.726930,2025-06-16 00:56:33.611607,0 days 00:00:01.884677,,,,,,,,944,0.05,10m,1.4,0.9,1.5,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,0.025,9m,1.2000000000000002,1.0,1.4000000000000001,200.0,0.15000000000000002,2,COMPLETE
40,40,-4.8293774223904204,2025-06-16 00:56:33.665337,2025-06-16 00:56:37.067242,0 days 00:00:03.401905,,,,,,,,648,0.025,6m,1.5,1.0,1.6,872,,,,,,,,560.0,0.05,2m,0.5,0.9,2.0,776.0,,,,,,,,416.0,0.05,9m,0.8,0.7,1.9000000000000001,752.0,,,,,,,,,,,,,,,,,,,,,,312.0,0.05,4m,1.0,1.0,1.2000000000000002,96.0,0.1,4,COMPLETE
41,41,-0.05818305384354913,2025-06-16 00:56:37.136537,2025-06-16 00:56:38.183731,0 days 00:00:01.047194,,,,,,,,944,0.05,10m,1.3,0.6,1.4000000000000001,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
42,42,-0.058246070914726965,2025-06-16 00:56:38.242911,2025-06-16 00:56:39.316869,0 days 00:00:01.073958,,,,,,,,856,0.05,10m,1.2000000000000002,0.7,1.4000000000000001,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
43,43,-100.0,2025-06-16 00:56:39.399665,2025-06-16 00:56:40.471347,0 days 00:00:01.071682,,,,,,,,872,0.05,10m,1.4,0.6,1.4000000000000001,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
44,44,-0.015582703699734093,2025-06-16 00:56:40.566812,2025-06-16 00:56:41.520658,0 days 00:00:00.953846,,,,,,,,728,0.05,10m,1.3,0.5,1.5,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
45,45,-0.16736184060227094,2025-06-16 00:56:41.618122,2025-06-16 00:56:42.620704,0 days 00:00:01.002582,,,,,,,,744,0.05,10m,1.1,0.5,1.6,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
46,46,-0.10383661231280059,2025-06-16 00:56:42.700799,2025-06-16 00:56:43.528532,0 days 00:00:00.827733,,,,,,,,480,0.05,10m,1.2000000000000002,0.8,1.5,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
47,47,-6.472048765787687,2025-06-16 00:56:43.576187,2025-06-16 00:56:45.568291,0 days 00:00:01.992104,,,,,,,,808,0.05,10m,1.0,0.5,1.4000000000000001,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.0,0.05,2m,0.6,1.4,1.9000000000000001,616.0,0.05,2,COMPLETE
48,48,-0.06056675074669621,2025-06-16 00:56:45.618914,2025-06-16 00:56:46.692403,0 days 00:00:01.073489,,,,,,,,680,0.05,10m,1.3,0.7,1.7000000000000002,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
49,49,-0.469889815913127,2025-06-16 00:56:46.744626,2025-06-16 00:56:48.600492,0 days 00:00:01.855866,,,,,,,,584,0.05,10m,1.2000000000000002,1.1,1.5,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.0,0.05,5m,1.3,0.5,2.0,800.0,0.2,2,COMPLETE
50,50,-100.0,2025-06-16 00:56:48.678259,2025-06-16 00:56:49.720429,0 days 00:00:01.042170,,,,,,,,944,0.05,8m,1.3,1.5,1.6,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
51,51,-0.05878224171767646,2025-06-16 00:56:49.813521,2025-06-16 00:56:50.805539,0 days 00:00:00.992018,,,,,,,,688,0.05,10m,1.3,0.7,1.7000000000000002,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
52,52,-3.170233516447249,2025-06-16 00:56:50.871148,2025-06-16 00:56:52.727588,0 days 00:00:01.856440,,,,,,,,632,0.05,10m,1.3,0.8,1.4000000000000001,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.0,0.05,1m,1.3,1.4,1.9000000000000001,696.0,0.15000000000000002,2,COMPLETE
53,53,-0.12128382537421126,2025-06-16 00:56:52.775339,2025-06-16 00:56:53.825971,0 days 00:00:01.050632,,,,,,,,720,0.05,10m,1.1,0.7,1.6,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
54,54,-100.0,2025-06-16 00:56:53.872455,2025-06-16 00:56:54.919499,0 days 00:00:01.047044,,,,,,,,784,0.05,10m,1.2000000000000002,0.9,1.8000000000000003,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
55,55,-0.3098855942186954,2025-06-16 00:56:54.966244,2025-06-16 00:56:56.029304,0 days 00:00:01.063060,,,,,,,,832,0.05,2m,1.3,0.6,1.7000000000000002,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
56,56,-12.228068101804267,2025-06-16 00:56:56.079756,2025-06-16 00:56:57.952930,0 days 00:00:01.873174,,,,,,,,920,0.05,9m,1.5,0.8,1.5,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0,0.05,3m,0.5,0.7,1.8000000000000003,848.0,0.25,2,COMPLETE
57,57,-2.911206045858056,2025-06-16 00:56:58.002241,2025-06-16 00:56:59.723836,0 days 00:00:01.721595,,,,,,,,280,0.05,5m,1.4,0.6,1.4000000000000001,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.0,0.05,4m,0.7,0.7,1.8000000000000003,736.0,0.1,2,COMPLETE
58,58,-1.7014600927666006,2025-06-16 00:56:59.778544,2025-06-16 00:57:00.804346,0 days 00:00:01.025802,,,,,,,,544,0.05,4m,0.9,0.7,1.4000000000000001,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
59,59,-3.8974961739129297,2025-06-16 00:57:00.858325,2025-06-16 00:57:02.733045,0 days 00:00:01.874720,,,,,,,,992,0.05,1m,1.2000000000000002,0.5,1.5,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,0.05,7m,1.4,0.6,1.6,896.0,0.3,2,COMPLETE
60,60,-100.0,2025-06-16 00:57:02.789088,2025-06-16 00:57:03.748669,0 days 00:00:00.959581,,,,,,,,760,0.05,10m,1.3,0.7,1.3,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
