,number,value,datetime_start,datetime_complete,duration,params_ADBE_SIRI_beta_win,params_ADBE_SIRI_stop_loss,params_ADBE_SIRI_trade_freq,params_ADBE_SIRI_z_entry,params_ADBE_SIRI_z_exit,params_ADBE_SIRI_z_stop_scaler,params_ADBE_SIRI_z_win,params_AMAT_SIRI_beta_win,params_AMAT_SIRI_stop_loss,params_AMAT_SIRI_trade_freq,params_AMAT_SIRI_z_entry,params_AMAT_SIRI_z_exit,params_AMAT_SIRI_z_stop_scaler,params_AMAT_SIRI_z_win,params_BIDU_SIRI_beta_win,params_BIDU_SIRI_stop_loss,params_BIDU_SIRI_trade_freq,params_BIDU_SIRI_z_entry,params_BIDU_SIRI_z_exit,params_BIDU_SIRI_z_stop_scaler,params_BIDU_SIRI_z_win,params_DDOG_ZS_beta_win,params_DDOG_ZS_stop_loss,params_DDOG_ZS_trade_freq,params_DDOG_ZS_z_entry,params_DDOG_ZS_z_exit,params_DDOG_ZS_z_stop_scaler,params_DDOG_ZS_z_win,params_FB_SIRI_beta_win,params_FB_SIRI_stop_loss,params_FB_SIRI_trade_freq,params_FB_SIRI_z_entry,params_FB_SIRI_z_exit,params_FB_SIRI_z_stop_scaler,params_FB_SIRI_z_win,params_JD_SIRI_beta_win,params_JD_SIRI_stop_loss,params_JD_SIRI_trade_freq,params_JD_SIRI_z_entry,params_JD_SIRI_z_exit,params_JD_SIRI_z_stop_scaler,params_JD_SIRI_z_win,params_NTES_PCAR_beta_win,params_NTES_PCAR_stop_loss,params_NTES_PCAR_trade_freq,params_NTES_PCAR_z_entry,params_NTES_PCAR_z_exit,params_NTES_PCAR_z_stop_scaler,params_NTES_PCAR_z_win,params_NVDA_SIRI_beta_win,params_NVDA_SIRI_stop_loss,params_NVDA_SIRI_trade_freq,params_NVDA_SIRI_z_entry,params_NVDA_SIRI_z_exit,params_NVDA_SIRI_z_stop_scaler,params_NVDA_SIRI_z_win,params_PDD_ORLY_beta_win,params_PDD_ORLY_stop_loss,params_PDD_ORLY_trade_freq,params_PDD_ORLY_z_entry,params_PDD_ORLY_z_exit,params_PDD_ORLY_z_stop_scaler,params_PDD_ORLY_z_win,params_PDD_SIRI_beta_win,params_PDD_SIRI_stop_loss,params_PDD_SIRI_trade_freq,params_PDD_SIRI_z_entry,params_PDD_SIRI_z_exit,params_PDD_SIRI_z_stop_scaler,params_PDD_SIRI_z_win,params_buffer_capital,params_pairs_to_trade,state
116,116,0.7366882297554866,2025-06-15 23:15:51.548209,2025-06-15 23:15:59.494166,0 days 00:00:07.945957,,,,,,,,632.0,0.025,1m,1.0,1.4,1.8000000000000003,480.0,928.0,0.05,7m,0.6,0.9,1.9000000000000001,368.0,152,0.025,5m,0.7,1.3,1.5,896,568.0,0.05,1m,1.1,0.9,2.0,256.0,216.0,0.025,3m,0.9,1.0,1.9000000000000001,896.0,352.0,0.025,10m,1.3,1.4,1.8000000000000003,544.0,,,,,,,,648.0,0.025,6m,1.0,1.3,1.5,480.0,,,,,,,,0.4,7,COMPLETE
117,117,1.3236557713941222,2025-06-15 23:15:59.592694,2025-06-15 23:16:05.456011,0 days 00:00:05.863317,,,,,,,,664.0,0.025,2m,1.1,0.7,1.8000000000000003,128.0,976.0,0.05,4m,0.5,1.5,2.0,64.0,104,0.025,9m,0.6,1.5,1.6,440,624.0,0.05,8m,1.3,1.1,1.6,496.0,736.0,0.025,4m,0.6,1.4,1.8000000000000003,800.0,,,,,,,,,,,,,,,32.0,0.025,8m,0.8,1.4,1.6,568.0,,,,,,,,0.5,6,COMPLETE
118,118,-0.17887206577110737,2025-06-15 23:16:05.553048,2025-06-15 23:16:11.083609,0 days 00:00:05.530561,,,,,,,,696.0,0.025,6m,1.4,0.5,1.6,168.0,,,,,,,,64,0.025,5m,1.1,0.9,1.3,800,456.0,0.05,1m,0.6,0.8,1.9000000000000001,416.0,152.0,0.025,4m,0.7,0.5,1.9000000000000001,928.0,,,,,,,,,,,,,,,1024.0,0.025,6m,0.9,1.1,1.5,424.0,,,,,,,,0.45,5,COMPLETE
119,119,-0.20039440235309802,2025-06-15 23:16:11.164996,2025-06-15 23:16:27.548759,0 days 00:00:16.383763,,,,,,,,856.0,0.025,5m,1.4,1.0,1.5,56.0,1008.0,0.025,3m,0.8,1.3,1.3,80.0,792,0.025,8m,1.0,0.7,1.4000000000000001,488,752.0,0.05,9m,1.2000000000000002,0.8,2.0,680.0,248.0,0.025,6m,0.5,1.5,1.9000000000000001,624.0,,,,,,,,,,,,,,,56.0,0.025,5m,1.0,1.5,1.3,656.0,,,,,,,,0.4,6,COMPLETE
120,120,-1.3093350880925692,2025-06-15 23:16:27.750783,2025-06-15 23:16:44.042956,0 days 00:00:16.292173,,,,,,,,520.0,0.025,2m,1.2000000000000002,1.2000000000000002,1.4000000000000001,208.0,608.0,0.05,3m,0.7,1.1,1.6,32.0,40,0.05,2m,0.8,1.4,1.7000000000000002,832,688.0,0.05,1m,0.9,0.9,1.8000000000000003,728.0,784.0,0.05,4m,0.8,1.4,1.8000000000000003,696.0,752.0,0.025,3m,0.7,1.1,1.9000000000000001,336.0,,,,,,,,80.0,0.025,6m,0.8,1.3,1.7000000000000002,760.0,,,,,,,,0.35000000000000003,7,COMPLETE
121,121,1.06120580940813,2025-06-15 23:16:44.169468,2025-06-15 23:16:52.199721,0 days 00:00:08.030253,,,,,,,,552.0,0.025,2m,1.2000000000000002,1.1,1.5,256.0,240.0,0.025,3m,0.6,1.0,1.6,80.0,144,0.025,5m,0.6,1.1,1.4000000000000001,768,728.0,0.05,5m,1.1,1.0,2.0,656.0,632.0,0.025,2m,0.6,1.4,1.8000000000000003,776.0,520.0,0.05,2m,1.5,0.5,1.8000000000000003,768.0,,,,,,,,376.0,0.025,6m,0.8,1.4,1.4000000000000001,584.0,440.0,0.025,9m,0.6,1.5,1.4000000000000001,888.0,0.5,8,COMPLETE
122,122,1.2321891164226393,2025-06-15 23:16:52.274963,2025-06-15 23:16:53.307538,0 days 00:00:01.032575,,,,,,,,,,,,,,,,,,,,,,128,0.025,5m,0.6,1.1,1.4000000000000001,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
123,123,0.8903050251240491,2025-06-15 23:16:53.377658,2025-06-15 23:16:58.822465,0 days 00:00:05.444807,,,,,,,,464.0,0.025,2m,1.1,1.1,1.5,104.0,952.0,0.025,6m,0.6,1.0,1.7000000000000002,144.0,192,0.025,5m,0.6,1.2000000000000002,1.5,752,648.0,0.05,1m,1.0,1.0,2.0,376.0,488.0,0.025,2m,0.6,1.3,1.8000000000000003,736.0,,,,,,,,,,,,,,,280.0,0.025,6m,0.7,1.4,1.4000000000000001,552.0,,,,,,,,0.5,6,COMPLETE
124,124,-1.5278620294760243,2025-06-15 23:16:58.900244,2025-06-15 23:17:05.712805,0 days 00:00:06.812561,,,,,,,,904.0,0.025,2m,1.3,1.1,1.6,32.0,976.0,0.025,3m,1.1,0.9,1.8000000000000003,752.0,168,0.025,5m,0.5,1.0,1.4000000000000001,784,672.0,0.05,5m,1.1,1.0,2.0,288.0,704.0,0.025,2m,0.6,1.5,1.9000000000000001,680.0,544.0,0.05,2m,1.4,0.6,1.7000000000000002,664.0,,,,,,,,352.0,0.025,6m,0.9,1.4,1.9000000000000001,616.0,,,,,,,,0.45,7,COMPLETE
125,125,2.191771405217428,2025-06-15 23:17:05.765441,2025-06-15 23:17:13.259174,0 days 00:00:07.493733,,,,,,,,416.0,0.025,4m,1.2000000000000002,1.0,1.5,248.0,912.0,0.025,10m,0.5,1.0,1.5,40.0,80,0.025,10m,0.9,1.1,1.5,808,600.0,0.05,5m,1.1,0.9,2.0,632.0,648.0,0.025,8m,1.1,1.4,1.8000000000000003,696.0,616.0,0.05,2m,1.4,0.5,1.8000000000000003,984.0,,,,,,,,464.0,0.05,3m,0.8,1.3,1.4000000000000001,496.0,720.0,0.05,4m,0.9,1.2000000000000002,1.3,656.0,0.5,8,COMPLETE
126,126,0.8194715427041893,2025-06-15 23:17:13.337393,2025-06-15 23:17:19.311107,0 days 00:00:05.973714,,,,,,,,800.0,0.025,9m,1.1,1.1,1.5,328.0,856.0,0.025,3m,0.7,0.8,1.6,120.0,112,0.025,1m,0.7,1.0,1.4000000000000001,856,520.0,0.05,5m,1.2000000000000002,0.9,1.9000000000000001,608.0,16.0,0.025,2m,0.9,1.5,1.9000000000000001,1024.0,,,,,,,,,,,,,,,320.0,0.025,9m,0.9,1.4,1.5,688.0,,,,,,,,0.45,6,COMPLETE
127,127,-0.4095491081277899,2025-06-15 23:17:19.385435,2025-06-15 23:17:26.269532,0 days 00:00:06.884097,,,,,,,,584.0,0.025,2m,1.0,1.3,1.7000000000000002,144.0,1000.0,0.025,5m,0.6,0.7,1.4000000000000001,64.0,136,0.025,5m,0.9,0.8,1.5,664,816.0,0.05,3m,1.2000000000000002,1.1,2.0,520.0,96.0,0.025,4m,1.0,1.4,1.8000000000000003,648.0,672.0,0.05,10m,1.3,0.7,1.6,464.0,,,,,,,,216.0,0.025,2m,0.9,1.5,1.1,536.0,,,,,,,,0.5,7,COMPLETE
128,128,-5.9945724618566105,2025-06-15 23:17:26.337090,2025-06-15 23:17:32.877839,0 days 00:00:06.540749,,,,,,,,504.0,0.025,2m,1.3,0.6,1.6,64.0,944.0,0.025,3m,0.6,1.1,1.3,296.0,88,0.025,4m,0.7,1.1,1.6,352,552.0,0.05,8m,1.1,1.0,1.5,64.0,576.0,0.025,1m,0.5,1.5,1.9000000000000001,464.0,,,,,,,,,,,,,,,248.0,0.025,6m,0.9,1.3,1.5,728.0,,,,,,,,0.45,6,COMPLETE
129,129,2.3638018652458426,2025-06-15 23:17:32.956409,2025-06-15 23:17:42.186683,0 days 00:00:09.230274,,,,,,,,760.0,0.025,2m,1.1,1.3,1.4000000000000001,80.0,880.0,0.05,3m,0.9,0.5,1.7000000000000002,40.0,872,0.025,5m,0.8,1.1,1.4000000000000001,912,696.0,0.05,7m,1.0,0.9,2.0,640.0,752.0,0.025,7m,0.6,1.2000000000000002,1.7000000000000002,760.0,488.0,0.05,5m,1.2000000000000002,0.6,1.9000000000000001,816.0,24.0,0.05,1m,1.0,0.7,1.8000000000000003,264.0,128.0,0.025,10m,0.8,1.2000000000000002,1.2000000000000002,632.0,600.0,0.05,8m,0.5,1.4,1.6,528.0,0.45,9,COMPLETE
130,130,-1.0723207519925202,2025-06-15 23:17:42.291388,2025-06-15 23:17:47.603536,0 days 00:00:05.312148,,,,,,,,1000.0,0.025,10m,1.5,1.1,1.3,120.0,,,,,,,,184,0.05,5m,1.2000000000000002,1.2000000000000002,1.5,728,488.0,0.05,1m,1.3,0.7,1.9000000000000001,536.0,240.0,0.025,5m,0.7,1.3,1.8000000000000003,512.0,,,,,,,,,,,,,,,552.0,0.025,1m,1.5,1.2000000000000002,1.4000000000000001,472.0,,,,,,,,0.5,5,COMPLETE
131,131,2.1432318274962117,2025-06-15 23:17:47.667552,2025-06-15 23:17:54.626777,0 days 00:00:06.959225,,,,,,,,856.0,0.05,9m,1.2000000000000002,1.0,1.4000000000000001,48.0,896.0,0.025,3m,0.8,1.2000000000000002,1.4000000000000001,168.0,208,0.025,5m,1.4,0.8,1.9000000000000001,752,432.0,0.05,4m,1.5,0.9,1.8000000000000003,952.0,264.0,0.025,5m,0.8,1.4,1.8000000000000003,816.0,904.0,0.025,8m,1.5,0.9,2.0,384.0,,,,,,,,176.0,0.025,6m,0.7,1.4,1.5,736.0,,,,,,,,0.4,7,COMPLETE
132,132,1.9185809643657117,2025-06-15 23:17:54.697280,2025-06-15 23:18:02.037990,0 days 00:00:07.340710,,,,,,,,952.0,0.05,9m,1.2000000000000002,0.9,1.4000000000000001,48.0,968.0,0.025,3m,0.8,1.3,1.4000000000000001,72.0,216,0.025,5m,1.4,0.8,1.8000000000000003,784,448.0,0.05,4m,1.5,0.9,2.0,216.0,200.0,0.025,5m,0.8,1.3,1.8000000000000003,832.0,1024.0,0.025,8m,1.5,1.0,2.0,592.0,,,,,,,,192.0,0.025,6m,0.8,1.4,1.5,752.0,,,,,,,,0.4,7,COMPLETE
133,133,1.3026856712154524,2025-06-15 23:18:02.132877,2025-06-15 23:18:08.287668,0 days 00:00:06.154791,,,,,,,,840.0,0.05,9m,1.1,1.0,1.4000000000000001,96.0,1024.0,0.025,3m,0.8,1.4,1.4000000000000001,104.0,232,0.025,5m,1.4,0.8,1.4000000000000001,824,616.0,0.05,4m,1.4,0.8,1.9000000000000001,880.0,328.0,0.025,5m,0.8,1.4,1.9000000000000001,720.0,,,,,,,,,,,,,,,56.0,0.025,6m,0.8,1.3,1.5,696.0,,,,,,,,0.45,6,COMPLETE
134,134,4.164354164737014,2025-06-15 23:18:08.353668,2025-06-15 23:18:16.369546,0 days 00:00:08.015878,,,,,,,,856.0,0.05,9m,1.3,1.0,1.5,48.0,936.0,0.025,3m,0.7,0.8,1.3,136.0,160,0.025,5m,1.5,0.9,1.1,880,352.0,0.05,4m,1.5,0.9,1.9000000000000001,112.0,184.0,0.025,4m,0.8,1.5,1.8000000000000003,784.0,840.0,0.025,8m,1.4,0.7,1.8000000000000003,520.0,,,,,,,,736.0,0.025,6m,0.8,1.4,1.4000000000000001,816.0,808.0,0.025,7m,1.3,0.9,1.1,800.0,0.4,8,COMPLETE
135,135,2.600292257930798,2025-06-15 23:18:16.465849,2025-06-15 23:18:24.599967,0 days 00:00:08.134118,,,,,,,,880.0,0.025,2m,1.3,1.2000000000000002,1.5,16.0,936.0,0.025,3m,0.7,0.8,1.3,16.0,160,0.025,5m,1.5,0.9,1.1,880,240.0,0.05,4m,1.1,0.9,2.0,96.0,160.0,0.025,4m,1.0,1.5,1.9000000000000001,776.0,824.0,0.025,8m,1.4,0.5,1.8000000000000003,512.0,,,,,,,,736.0,0.025,6m,0.9,1.3,1.4000000000000001,808.0,824.0,0.025,7m,1.4,0.9,1.1,808.0,0.4,8,COMPLETE
136,136,1.7257393463705233,2025-06-15 23:18:24.676046,2025-06-15 23:18:32.688667,0 days 00:00:08.012621,,,,,,,,816.0,0.05,9m,1.3,0.9,1.5,80.0,984.0,0.025,3m,0.7,0.8,1.2000000000000002,88.0,104,0.025,3m,1.1,1.0,1.1,848,584.0,0.05,2m,1.2000000000000002,1.0,2.0,144.0,912.0,0.025,4m,0.7,1.5,1.8000000000000003,592.0,712.0,0.025,6m,1.4,0.6,1.8000000000000003,624.0,,,,,,,,680.0,0.025,6m,0.9,1.3,1.3,848.0,824.0,0.025,7m,1.3,0.7,1.2000000000000002,688.0,0.35000000000000003,8,COMPLETE
137,137,2.145527768131622,2025-06-15 23:18:32.747407,2025-06-15 23:18:40.110338,0 days 00:00:07.362931,,,,,,,,536.0,0.025,2m,1.4,1.0,1.6,392.0,1000.0,0.025,3m,0.6,0.9,1.3,136.0,136,0.025,10m,1.5,0.9,1.1,896,56.0,0.05,9m,1.4,0.8,1.9000000000000001,120.0,432.0,0.025,4m,1.2000000000000002,1.5,1.7000000000000002,440.0,616.0,0.025,4m,1.3,0.7,1.7000000000000002,424.0,,,,,,,,768.0,0.025,9m,1.0,1.4,1.4000000000000001,784.0,336.0,0.025,7m,1.3,0.9,1.1,776.0,0.45,8,COMPLETE
138,138,-2.2508934014606266,2025-06-15 23:18:40.182143,2025-06-15 23:18:46.339345,0 days 00:00:06.157202,,,,,,,,776.0,0.025,2m,1.4,1.1,1.5,112.0,952.0,0.05,9m,0.5,0.8,2.0,48.0,400,0.025,7m,1.0,1.0,1.3,936,280.0,0.05,1m,1.3,0.8,1.8000000000000003,184.0,184.0,0.025,4m,0.9,1.5,1.9000000000000001,752.0,,,,,,,,,,,,,,,704.0,0.025,4m,0.8,1.5,1.6,776.0,,,,,,,,0.5,6,COMPLETE
139,139,-0.4187723748700089,2025-06-15 23:18:46.424873,2025-06-15 23:18:55.633746,0 days 00:00:09.208873,,,,,,,,896.0,0.025,7m,1.3,1.5,1.5,496.0,1008.0,0.025,3m,0.7,0.7,1.3,56.0,56,0.025,5m,0.6,1.4,1.2000000000000002,992,352.0,0.05,6m,1.1,1.0,2.0,496.0,128.0,0.025,6m,0.8,1.5,2.0,696.0,784.0,0.025,10m,1.3,0.6,1.7000000000000002,528.0,480.0,0.025,6m,1.3,1.1,1.3,520.0,752.0,0.025,6m,0.7,1.4,1.4000000000000001,592.0,448.0,0.025,9m,1.5,0.7,1.2000000000000002,928.0,0.45,9,COMPLETE
140,140,0.22384139009426185,2025-06-15 23:18:55.691610,2025-06-15 23:19:02.332518,0 days 00:00:06.640908,,,,,,,,736.0,0.025,2m,1.0,0.6,1.6,136.0,920.0,0.025,3m,1.5,0.9,1.2000000000000002,104.0,160,0.025,5m,1.5,0.6,1.6,872,680.0,0.025,8m,1.5,0.9,1.7000000000000002,64.0,816.0,0.025,10m,1.5,1.4,1.5,792.0,,,,,,,,,,,,,,,520.0,0.025,6m,0.9,1.3,1.5,520.0,,,,,,,,0.4,6,COMPLETE
141,141,0.7980475405413632,2025-06-15 23:19:02.398004,2025-06-15 23:19:09.546665,0 days 00:00:07.148661,,,,,,,,832.0,0.05,9m,1.2000000000000002,1.0,1.4000000000000001,40.0,888.0,0.025,3m,0.8,1.5,1.4000000000000001,192.0,120,0.025,5m,1.3,0.8,1.8000000000000003,760,400.0,0.05,4m,1.5,0.9,1.9000000000000001,592.0,248.0,0.025,4m,0.8,1.4,1.8000000000000003,824.0,992.0,0.025,8m,1.5,0.8,1.9000000000000001,480.0,,,,,,,,320.0,0.025,6m,0.8,1.4,1.5,664.0,,,,,,,,0.4,7,COMPLETE
142,142,1.3829671600294307,2025-06-15 23:19:09.621544,2025-06-15 23:19:17.801707,0 days 00:00:08.180163,,,,,,,,864.0,0.05,9m,1.2000000000000002,0.9,1.7000000000000002,64.0,976.0,0.025,3m,0.7,1.3,1.4000000000000001,168.0,256,0.025,5m,1.5,0.9,1.9000000000000001,800,344.0,0.05,4m,1.5,0.9,2.0,920.0,296.0,0.025,9m,0.8,1.5,1.8000000000000003,856.0,960.0,0.025,8m,1.5,0.7,1.9000000000000001,376.0,,,,,,,,816.0,0.025,6m,0.8,1.4,1.5,824.0,816.0,0.025,5m,1.1,0.8,1.1,544.0,0.4,8,COMPLETE
143,143,-0.9504061241475011,2025-06-15 23:19:17.886935,2025-06-15 23:19:25.190586,0 days 00:00:07.303651,,,,,,,,920.0,0.05,9m,1.1,1.0,1.5,32.0,792.0,0.025,8m,0.9,0.8,1.5,248.0,144,0.025,5m,1.4,1.5,1.4000000000000001,736,1024.0,0.05,4m,1.5,0.9,1.8000000000000003,160.0,224.0,0.025,4m,0.8,1.5,1.8000000000000003,736.0,560.0,0.025,8m,1.4,0.8,2.0,224.0,,,,,,,,104.0,0.025,7m,0.8,1.3,1.5,712.0,,,,,,,,0.4,7,COMPLETE
144,144,2.349663944896619,2025-06-15 23:19:25.282734,2025-06-15 23:19:31.761633,0 days 00:00:06.478899,,,,,,,,808.0,0.05,3m,0.5,1.1,1.5,56.0,944.0,0.025,3m,0.5,1.0,1.3,80.0,176,0.025,5m,0.5,0.7,2.0,832,208.0,0.05,4m,1.4,1.0,1.9000000000000001,808.0,40.0,0.025,5m,1.3,1.4,1.9000000000000001,960.0,,,,,,,,,,,,,,,32.0,0.025,6m,0.9,1.4,1.5,752.0,,,,,,,,0.3,6,COMPLETE
145,145,-1.0250823246826557,2025-06-15 23:19:31.838867,2025-06-15 23:19:39.105887,0 days 00:00:07.267020,,,,,,,,712.0,0.05,9m,1.2000000000000002,1.0,1.3,88.0,984.0,0.025,2m,0.8,1.5,1.6,128.0,96,0.025,5m,0.8,0.8,1.5,816,528.0,0.05,1m,1.5,0.8,1.8000000000000003,560.0,272.0,0.025,4m,0.9,1.5,1.8000000000000003,992.0,824.0,0.025,8m,1.5,0.9,1.8000000000000003,576.0,,,,,,,,232.0,0.025,6m,0.8,1.5,1.4000000000000001,464.0,,,,,,,,0.35000000000000003,7,COMPLETE
146,146,2.2139067443589044,2025-06-15 23:19:39.168495,2025-06-15 23:19:45.195681,0 days 00:00:06.027186,,,,,,,,888.0,0.05,2m,1.3,0.8,1.4000000000000001,304.0,912.0,0.05,3m,0.5,1.4,1.4000000000000001,224.0,64,0.025,6m,1.4,0.7,1.3,784,480.0,0.05,10m,1.4,0.9,2.0,472.0,184.0,0.025,4m,0.6,1.3,1.9000000000000001,880.0,,,,,,,,,,,,,,,584.0,0.025,6m,0.9,0.9,1.6,568.0,,,,,,,,0.25,6,COMPLETE
147,147,-7.032313724429622,2025-06-15 23:19:45.270888,2025-06-15 23:19:51.291266,0 days 00:00:06.020378,,,,,,,,472.0,0.025,1m,1.1,1.1,1.4000000000000001,16.0,960.0,0.025,3m,0.6,1.1,1.3,32.0,112,0.05,10m,1.3,1.2000000000000002,2.0,704,712.0,0.05,3m,1.2000000000000002,0.9,1.9000000000000001,96.0,216.0,0.025,6m,0.7,1.4,1.7000000000000002,784.0,,,,,,,,,,,,,,,152.0,0.025,6m,0.7,1.2000000000000002,1.4000000000000001,496.0,,,,,,,,0.4,6,COMPLETE
148,148,-15.840697941808374,2025-06-15 23:19:51.377290,2025-06-15 23:19:58.484894,0 days 00:00:07.107604,,,,,,,,840.0,0.025,8m,1.4,1.3,1.7000000000000002,416.0,1008.0,0.05,1m,0.7,1.2000000000000002,1.5,56.0,40,0.025,5m,0.8,0.9,1.2000000000000002,304,656.0,0.05,1m,1.0,0.9,2.0,504.0,368.0,0.025,3m,0.7,1.5,1.8000000000000003,840.0,440.0,0.025,2m,1.0,0.5,1.2000000000000002,432.0,,,,,,,,16.0,0.025,9m,0.8,1.3,1.7000000000000002,680.0,,,,,,,,0.45,7,COMPLETE
149,149,1.2953559017291658,2025-06-15 23:19:58.582584,2025-06-15 23:20:06.548296,0 days 00:00:07.965712,,,,,,,,664.0,0.025,2m,1.2000000000000002,0.7,1.5,552.0,872.0,0.025,3m,1.4,0.8,1.4000000000000001,160.0,152,0.025,5m,0.9,0.8,1.4000000000000001,856,384.0,0.05,9m,1.2000000000000002,0.8,1.8000000000000003,704.0,168.0,0.025,4m,1.0,0.9,1.8000000000000003,800.0,384.0,0.025,10m,1.4,0.6,1.5,712.0,,,,,,,,80.0,0.025,6m,1.0,1.2000000000000002,1.5,920.0,648.0,0.025,7m,0.9,1.1,1.3,864.0,0.5,8,COMPLETE
