,number,value,datetime_start,datetime_complete,duration,params_ALGN_ZS_beta_win,params_ALGN_ZS_stop_loss,params_ALGN_ZS_trade_freq,params_ALGN_ZS_z_entry,params_ALGN_ZS_z_exit,params_ALGN_ZS_z_stop_scaler,params_ALGN_ZS_z_win,params_ANSS_PYPL_beta_win,params_ANSS_PYPL_stop_loss,params_ANSS_PYPL_trade_freq,params_ANSS_PYPL_z_entry,params_ANSS_PYPL_z_exit,params_ANSS_PYPL_z_stop_scaler,params_ANSS_PYPL_z_win,params_ASML_EBAY_beta_win,params_ASML_EBAY_stop_loss,params_ASML_EBAY_trade_freq,params_ASML_EBAY_z_entry,params_ASML_EBAY_z_exit,params_ASML_EBAY_z_stop_scaler,params_ASML_EBAY_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_INTU_PYPL_beta_win,params_INTU_PYPL_stop_loss,params_INTU_PYPL_trade_freq,params_INTU_PYPL_z_entry,params_INTU_PYPL_z_exit,params_INTU_PYPL_z_stop_scaler,params_INTU_PYPL_z_win,params_KLAC_PYPL_beta_win,params_KLAC_PYPL_stop_loss,params_KLAC_PYPL_trade_freq,params_KLAC_PYPL_z_entry,params_KLAC_PYPL_z_exit,params_KLAC_PYPL_z_stop_scaler,params_KLAC_PYPL_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_NVDA_PYPL_beta_win,params_NVDA_PYPL_stop_loss,params_NVDA_PYPL_trade_freq,params_NVDA_PYPL_z_entry,params_NVDA_PYPL_z_exit,params_NVDA_PYPL_z_stop_scaler,params_NVDA_PYPL_z_win,params_NXPI_PYPL_beta_win,params_NXPI_PYPL_stop_loss,params_NXPI_PYPL_trade_freq,params_NXPI_PYPL_z_entry,params_NXPI_PYPL_z_exit,params_NXPI_PYPL_z_stop_scaler,params_NXPI_PYPL_z_win,params_OKTA_SWKS_beta_win,params_OKTA_SWKS_stop_loss,params_OKTA_SWKS_trade_freq,params_OKTA_SWKS_z_entry,params_OKTA_SWKS_z_exit,params_OKTA_SWKS_z_stop_scaler,params_OKTA_SWKS_z_win,params_buffer_capital,params_pairs_to_trade,state
71,71,1.8165704539610366,2025-06-16 21:21:23.553180,2025-06-16 21:21:28.216400,0 days 00:00:04.663220,328.0,0.05,2m,0.8,0.8,1.8000000000000003,600.0,728.0,0.05,7m,1.4,1.3,1.4000000000000001,920.0,888.0,0.05,8m,1.2000000000000002,0.6,1.9000000000000001,168.0,360.0,0.05,9m,0.8,0.7,2.0,528.0,192,0.05,3m,0.9,0.5,1.5,64,504.0,0.05,5m,1.0,0.8,1.8000000000000003,672.0,,,,,,,,400.0,0.05,5m,1.0,0.9,1.6,528.0,320.0,0.05,4m,1.4,1.0,1.4000000000000001,88.0,312.0,0.05,3m,0.7,1.0,1.9000000000000001,368.0,0.15000000000000002,9,COMPLETE
72,72,-0.5365602636959358,2025-06-16 21:21:28.239435,2025-06-16 21:21:33.528415,0 days 00:00:05.288980,992.0,0.05,2m,0.8,1.1,1.8000000000000003,536.0,760.0,0.05,3m,1.5,1.3,1.3,664.0,992.0,0.05,8m,1.4,0.6,1.9000000000000001,392.0,480.0,0.05,7m,0.5,0.7,1.8000000000000003,448.0,64,0.05,3m,0.8,0.6,1.4000000000000001,128,664.0,0.05,5m,0.8,0.7,1.7000000000000002,608.0,496.0,0.025,6m,1.4,0.9,1.6,1000.0,448.0,0.05,5m,1.1,0.8,1.8000000000000003,240.0,528.0,0.05,4m,1.2000000000000002,0.9,1.4000000000000001,368.0,256.0,0.05,3m,0.9,1.0,1.6,512.0,0.15000000000000002,10,COMPLETE
73,73,2.9753516934993898,2025-06-16 21:21:33.551769,2025-06-16 21:21:38.472646,0 days 00:00:04.920877,464.0,0.05,10m,0.9,0.7,1.6,696.0,864.0,0.05,7m,1.5,0.6,1.6,240.0,824.0,0.05,7m,1.5,0.8,2.0,184.0,320.0,0.05,6m,0.9,0.9,1.7000000000000002,520.0,96,0.05,10m,0.9,0.5,1.5,16,840.0,0.05,9m,0.8,0.8,1.8000000000000003,712.0,,,,,,,,920.0,0.05,1m,1.5,0.7,1.7000000000000002,424.0,456.0,0.05,10m,1.3,1.0,1.5,48.0,136.0,0.05,8m,0.6,1.2000000000000002,1.8000000000000003,664.0,0.35000000000000003,9,COMPLETE
74,74,2.256797427661774,2025-06-16 21:21:38.501721,2025-06-16 21:21:42.859826,0 days 00:00:04.358105,496.0,0.05,10m,0.9,0.7,1.6,696.0,856.0,0.05,7m,1.5,0.8,1.6,224.0,904.0,0.05,7m,1.1,0.5,2.0,192.0,304.0,0.05,6m,0.9,0.9,1.7000000000000002,576.0,88,0.05,10m,0.9,0.5,1.5,24,832.0,0.05,9m,0.8,0.8,1.9000000000000001,712.0,,,,,,,,912.0,0.05,1m,1.3,0.6,1.7000000000000002,424.0,80.0,0.05,3m,1.3,1.0,1.5,744.0,144.0,0.05,8m,0.5,1.2000000000000002,1.8000000000000003,760.0,0.35000000000000003,9,COMPLETE
75,75,-1.9905609342789112,2025-06-16 21:21:42.900524,2025-06-16 21:21:46.038059,0 days 00:00:03.137535,,,,,,,,896.0,0.05,7m,1.4,0.6,1.6,56.0,816.0,0.05,7m,1.0,0.7,2.0,160.0,,,,,,,,160,0.05,10m,1.0,0.5,1.4000000000000001,64,576.0,0.05,9m,0.7,0.7,1.8000000000000003,648.0,,,,,,,,784.0,0.05,1m,1.5,0.7,1.9000000000000001,416.0,640.0,0.05,10m,1.2000000000000002,0.6,1.2000000000000002,64.0,232.0,0.05,8m,0.6,1.3,1.9000000000000001,656.0,0.5,7,COMPLETE
76,76,-2.9197770334461333,2025-06-16 21:21:46.068138,2025-06-16 21:21:50.320221,0 days 00:00:04.252083,304.0,0.05,10m,1.0,0.6,1.5,616.0,824.0,0.05,7m,1.5,1.4,1.7000000000000002,864.0,832.0,0.05,7m,1.4,0.8,2.0,48.0,,,,,,,,16,0.05,10m,0.9,0.6,1.6,152,952.0,0.05,9m,1.0,0.8,1.8000000000000003,832.0,,,,,,,,1016.0,0.05,1m,1.4,0.5,1.8000000000000003,360.0,472.0,0.05,10m,1.4,1.1,1.6,104.0,400.0,0.05,8m,0.7,0.7,1.8000000000000003,680.0,0.4,8,COMPLETE
77,77,-1.273502886631487,2025-06-16 21:21:50.368866,2025-06-16 21:21:55.651907,0 days 00:00:05.283041,176.0,0.05,10m,0.9,0.7,1.7000000000000002,792.0,944.0,0.05,6m,1.4,0.6,1.7000000000000002,760.0,776.0,0.025,3m,1.2000000000000002,0.6,1.9000000000000001,88.0,360.0,0.05,6m,1.0,0.9,1.9000000000000001,496.0,136,0.05,9m,0.7,0.5,1.5,96,776.0,0.05,4m,0.7,0.9,1.9000000000000001,688.0,904.0,0.025,8m,0.5,1.4,1.3,136.0,928.0,0.05,6m,1.5,0.7,1.8000000000000003,280.0,560.0,0.05,10m,1.3,0.9,1.5,48.0,496.0,0.05,4m,0.6,1.3,1.7000000000000002,824.0,0.05,10,COMPLETE
78,78,0.38850022511724563,2025-06-16 21:21:55.684243,2025-06-16 21:22:00.475184,0 days 00:00:04.790941,528.0,0.05,2m,1.1,0.5,1.6,736.0,784.0,0.05,8m,1.5,1.2000000000000002,1.5,472.0,680.0,0.05,4m,1.3,0.7,1.9000000000000001,272.0,256.0,0.05,6m,0.9,0.7,1.7000000000000002,824.0,56,0.05,6m,0.8,0.6,1.3,16,24.0,0.05,1m,0.9,1.5,1.7000000000000002,920.0,,,,,,,,832.0,0.05,9m,0.9,1.4,1.7000000000000002,472.0,176.0,0.05,5m,1.0,0.6,1.7000000000000002,16.0,200.0,0.05,5m,0.8,1.2000000000000002,1.5,192.0,0.45,9,COMPLETE
79,79,2.53728179072585,2025-06-16 21:22:00.507653,2025-06-16 21:22:05.062239,0 days 00:00:04.554586,448.0,0.05,8m,1.0,0.6,1.5,480.0,984.0,0.05,7m,0.6,1.4,1.6,248.0,616.0,0.025,6m,1.5,0.8,1.5,336.0,448.0,0.05,9m,1.1,0.8,1.9000000000000001,664.0,256,0.05,10m,1.0,0.6,1.4000000000000001,120,872.0,0.05,3m,0.8,0.7,1.6,744.0,,,,,,,,976.0,0.05,1m,1.2000000000000002,0.6,2.0,200.0,728.0,0.05,6m,0.9,0.5,1.6,152.0,48.0,0.05,8m,1.4,1.5,1.8000000000000003,440.0,0.3,9,COMPLETE
80,80,-2.9811158401135733,2025-06-16 21:22:05.083386,2025-06-16 21:22:09.451899,0 days 00:00:04.368513,32.0,0.05,6m,0.8,0.8,1.7000000000000002,840.0,920.0,0.05,10m,1.4,1.3,1.2000000000000002,288.0,568.0,0.05,9m,1.5,0.9,2.0,1016.0,,,,,,,,216,0.05,7m,0.9,0.7,1.5,640,360.0,0.05,9m,0.9,0.8,1.8000000000000003,576.0,,,,,,,,256.0,0.05,10m,1.3,0.8,1.5,376.0,408.0,0.05,2m,1.1,1.0,1.4000000000000001,208.0,112.0,0.05,2m,0.7,0.9,2.0,272.0,0.2,8,COMPLETE
81,81,-0.2986458016032472,2025-06-16 21:22:09.482671,2025-06-16 21:22:14.398913,0 days 00:00:04.916242,456.0,0.05,8m,1.0,0.6,1.5,408.0,984.0,0.05,7m,0.5,1.4,1.6,264.0,616.0,0.025,6m,1.5,0.8,1.6,336.0,424.0,0.05,9m,1.0,0.8,1.9000000000000001,624.0,256,0.05,10m,1.0,0.6,1.4000000000000001,128,896.0,0.05,3m,0.8,0.7,1.6,752.0,,,,,,,,1000.0,0.05,1m,1.2000000000000002,0.6,2.0,120.0,720.0,0.05,6m,0.9,0.5,1.6,160.0,40.0,0.05,8m,1.2000000000000002,1.5,1.8000000000000003,448.0,0.35000000000000003,9,COMPLETE
82,82,-0.8474183152536235,2025-06-16 21:22:14.424695,2025-06-16 21:22:19.518817,0 days 00:00:05.094122,608.0,0.05,8m,1.1,0.7,1.4000000000000001,480.0,688.0,0.05,7m,1.3,1.4,1.6,160.0,504.0,0.025,6m,1.5,0.8,1.5,232.0,960.0,0.05,9m,1.1,1.0,1.9000000000000001,696.0,192,0.05,10m,1.0,0.5,1.4000000000000001,48,848.0,0.05,3m,0.8,0.7,1.7000000000000002,816.0,24.0,0.05,10m,0.9,1.0,1.9000000000000001,472.0,976.0,0.05,1m,1.1,0.6,2.0,408.0,968.0,0.05,6m,0.8,0.5,1.6,120.0,96.0,0.05,8m,1.3,1.5,1.7000000000000002,352.0,0.3,10,COMPLETE
83,83,-1.7620850003100743,2025-06-16 21:22:19.557820,2025-06-16 21:22:24.383364,0 days 00:00:04.825544,456.0,0.05,8m,0.9,0.5,1.4000000000000001,632.0,1000.0,0.05,7m,0.7,1.3,1.7000000000000002,208.0,584.0,0.025,6m,1.5,0.9,1.5,296.0,384.0,0.05,9m,1.2000000000000002,0.6,1.8000000000000003,792.0,112,0.05,10m,1.1,0.6,1.5,80,864.0,0.05,3m,0.7,0.6,1.5,712.0,,,,,,,,888.0,0.05,1m,1.4,0.7,2.0,536.0,856.0,0.05,6m,0.9,0.6,1.5,72.0,584.0,0.05,8m,1.4,1.4,1.8000000000000003,400.0,0.25,9,COMPLETE
84,84,2.1045966802977785,2025-06-16 21:22:24.404786,2025-06-16 21:22:29.708138,0 days 00:00:05.303352,648.0,0.05,1m,1.0,0.6,1.6,344.0,880.0,0.05,4m,1.5,1.5,1.7000000000000002,104.0,720.0,0.025,7m,1.4,0.7,1.5,248.0,152.0,0.05,6m,1.2000000000000002,0.8,1.7000000000000002,552.0,304,0.05,3m,1.0,0.5,1.2000000000000002,176,744.0,0.05,7m,0.8,1.4,1.6,632.0,680.0,0.025,7m,1.5,0.8,1.6,312.0,856.0,0.05,1m,1.5,0.9,1.9000000000000001,176.0,464.0,0.05,4m,1.2000000000000002,0.5,1.7000000000000002,136.0,160.0,0.05,8m,0.5,1.4,1.9000000000000001,752.0,0.25,10,COMPLETE
85,85,-0.6017647009924801,2025-06-16 21:22:29.746199,2025-06-16 21:22:34.150235,0 days 00:00:04.404036,536.0,0.05,3m,0.7,1.1,1.5,688.0,952.0,0.05,7m,0.6,1.2000000000000002,1.6,360.0,624.0,0.025,9m,1.4,1.3,1.8000000000000003,320.0,,,,,,,,968,0.05,9m,0.8,0.6,1.6,552,1000.0,0.05,8m,0.9,0.8,1.7000000000000002,768.0,,,,,,,,952.0,0.05,5m,0.8,0.8,2.0,624.0,512.0,0.05,10m,1.0,0.5,1.5,48.0,40.0,0.05,3m,1.1,0.6,1.8000000000000003,304.0,0.3,8,COMPLETE
86,86,-9.373834802405494,2025-06-16 21:22:34.182196,2025-06-16 21:22:38.599992,0 days 00:00:04.417796,360.0,0.05,4m,0.9,0.6,1.6,600.0,816.0,0.05,1m,1.1,1.4,1.3,440.0,672.0,0.025,6m,1.1,1.4,1.7000000000000002,192.0,568.0,0.025,1m,0.8,0.9,1.9000000000000001,944.0,248,0.05,10m,0.9,0.7,1.4000000000000001,112,952.0,0.05,1m,1.5,0.9,1.6,856.0,,,,,,,,488.0,0.05,2m,1.4,0.5,1.9000000000000001,200.0,888.0,0.025,6m,1.3,0.6,1.6,232.0,232.0,0.05,7m,1.4,1.1,1.4000000000000001,344.0,0.45,9,COMPLETE
87,87,1.815464504293088,2025-06-16 21:22:38.634161,2025-06-16 21:22:43.637842,0 days 00:00:05.003681,216.0,0.05,10m,1.2000000000000002,0.8,1.9000000000000001,736.0,856.0,0.025,2m,0.6,0.9,1.8000000000000003,248.0,648.0,0.025,8m,1.3,0.8,1.9000000000000001,136.0,704.0,0.05,6m,1.0,1.0,1.6,632.0,328,0.05,6m,1.0,0.5,1.4000000000000001,216,888.0,0.05,5m,0.8,0.7,1.8000000000000003,688.0,384.0,0.05,3m,1.1,1.3,1.7000000000000002,584.0,208.0,0.05,6m,1.2000000000000002,0.6,1.4000000000000001,576.0,424.0,0.05,3m,0.8,0.9,1.6,304.0,144.0,0.05,6m,0.6,1.5,1.6,520.0,0.35000000000000003,10,COMPLETE
88,88,-0.1415237578385773,2025-06-16 21:22:43.676200,2025-06-16 21:22:48.626833,0 days 00:00:04.950633,704.0,0.05,2m,0.8,0.5,1.7000000000000002,488.0,24.0,0.05,8m,1.2000000000000002,1.1,1.5,392.0,904.0,0.05,2m,1.2000000000000002,1.5,1.4000000000000001,352.0,456.0,0.05,9m,1.3,1.1,1.1,400.0,160,0.025,5m,0.9,0.6,1.5,72,392.0,0.05,10m,0.6,0.8,1.1,600.0,,,,,,,,64.0,0.025,1m,1.1,0.6,1.9000000000000001,328.0,608.0,0.05,8m,0.9,1.2000000000000002,1.7000000000000002,104.0,280.0,0.025,8m,0.8,0.7,1.3,248.0,0.3,9,COMPLETE
89,89,-2.5448186017397085,2025-06-16 21:22:48.653472,2025-06-16 21:22:53.060081,0 days 00:00:04.406609,80.0,0.025,7m,0.9,0.7,1.8000000000000003,992.0,760.0,0.05,5m,1.5,1.3,1.1,328.0,592.0,0.025,5m,1.4,0.9,2.0,16.0,,,,,,,,384,0.025,2m,0.8,0.8,1.9000000000000001,160,808.0,0.05,3m,1.4,0.9,1.4000000000000001,552.0,,,,,,,,736.0,0.05,4m,1.0,1.0,1.6,952.0,744.0,0.05,1m,1.3,0.8,1.4000000000000001,184.0,16.0,0.05,10m,0.7,0.8,1.7000000000000002,384.0,0.15000000000000002,8,COMPLETE
90,90,-2.653339146567033,2025-06-16 21:22:53.093925,2025-06-16 21:22:58.418590,0 days 00:00:05.324665,272.0,0.05,9m,0.8,0.9,1.9000000000000001,432.0,992.0,0.05,9m,1.3,1.5,1.6,808.0,832.0,0.05,8m,0.6,1.4,1.3,272.0,648.0,0.05,8m,0.7,0.8,2.0,472.0,272,0.025,6m,1.1,1.4,1.3,48,1024.0,0.05,8m,1.0,0.6,1.3,504.0,552.0,0.025,4m,1.3,0.6,1.4000000000000001,192.0,944.0,0.05,3m,1.5,0.7,1.1,264.0,384.0,0.05,2m,1.4,1.0,1.8000000000000003,16.0,104.0,0.05,1m,0.6,1.4,1.5,616.0,0.1,10,COMPLETE
91,91,1.1142399442104147,2025-06-16 21:22:58.448998,2025-06-16 21:23:03.243724,0 days 00:00:04.794726,968.0,0.025,9m,0.7,0.7,2.0,568.0,472.0,0.05,3m,0.6,1.5,1.4000000000000001,192.0,496.0,0.05,8m,0.7,1.0,1.9000000000000001,456.0,496.0,0.05,4m,0.5,1.5,1.4000000000000001,264.0,1024,0.025,8m,1.0,0.6,1.8000000000000003,392,920.0,0.05,5m,1.5,1.0,1.2000000000000002,224.0,,,,,,,,376.0,0.05,7m,0.9,1.1,1.7000000000000002,688.0,320.0,0.05,9m,1.2000000000000002,1.1,1.5,456.0,184.0,0.05,9m,0.7,1.0,1.1,552.0,0.2,9,COMPLETE
92,92,-0.2569273429301104,2025-06-16 21:23:03.271387,2025-06-16 21:23:05.537591,0 days 00:00:02.266204,,,,,,,,,,,,,,,344.0,0.05,8m,0.5,0.7,1.9000000000000001,736.0,,,,,,,,720,0.025,8m,1.3,0.5,1.5,352,872.0,0.05,5m,1.4,0.8,1.2000000000000002,728.0,,,,,,,,1024.0,0.05,7m,1.5,1.0,1.5,480.0,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
93,93,-2.1388371957833843,2025-06-16 21:23:05.566058,2025-06-16 21:23:09.320736,0 days 00:00:03.754678,,,,,,,,536.0,0.05,3m,0.7,1.5,1.5,416.0,400.0,0.05,9m,0.6,1.1,1.8000000000000003,408.0,,,,,,,,104,0.025,4m,1.5,0.7,1.7000000000000002,496,968.0,0.05,5m,1.4,0.9,1.1,176.0,,,,,,,,536.0,0.05,7m,1.5,0.9,1.6,656.0,264.0,0.05,9m,1.3,1.0,1.3,48.0,328.0,0.05,9m,0.7,0.9,1.1,464.0,0.2,7,COMPLETE
94,94,-2.8522137357354973,2025-06-16 21:23:09.356401,2025-06-16 21:23:14.075142,0 days 00:00:04.718741,904.0,0.025,9m,0.7,0.6,2.0,672.0,640.0,0.05,10m,1.4,1.4,1.4000000000000001,304.0,760.0,0.05,8m,0.5,0.8,1.9000000000000001,904.0,328.0,0.05,7m,0.7,1.4,1.4000000000000001,368.0,848,0.025,9m,1.0,0.6,1.6,264,832.0,0.05,2m,1.5,0.8,1.5,616.0,,,,,,,,608.0,0.05,8m,1.4,1.2000000000000002,1.7000000000000002,608.0,344.0,0.05,9m,0.9,0.5,1.5,536.0,64.0,0.05,2m,0.8,1.1,1.2000000000000002,696.0,0.15000000000000002,9,COMPLETE
95,95,1.4200982392922448,2025-06-16 21:23:14.112314,2025-06-16 21:23:18.934389,0 days 00:00:04.822075,1024.0,0.025,9m,0.5,0.8,1.9000000000000001,632.0,1024.0,0.05,3m,1.2000000000000002,1.5,1.4000000000000001,232.0,448.0,0.05,1m,0.9,1.2000000000000002,2.0,344.0,424.0,0.05,7m,0.9,0.9,1.3,24.0,624,0.025,8m,1.1,0.5,1.4000000000000001,440,320.0,0.05,7m,1.5,0.7,1.6,528.0,216.0,0.025,1m,1.4,1.1,1.9000000000000001,72.0,888.0,0.05,2m,1.3,1.1,1.5,712.0,536.0,0.05,7m,1.3,0.7,1.6,272.0,96.0,0.05,5m,0.6,1.0,1.2000000000000002,496.0,0.25,10,COMPLETE
96,96,-5.35256219384517,2025-06-16 21:23:18.964310,2025-06-16 21:23:23.585416,0 days 00:00:04.621106,784.0,0.025,8m,0.6,0.6,2.0,520.0,392.0,0.05,3m,1.1,1.4,1.2000000000000002,992.0,104.0,0.025,10m,0.6,0.9,1.8000000000000003,832.0,792.0,0.025,5m,0.6,1.5,1.8000000000000003,472.0,688,0.025,1m,0.9,0.7,1.9000000000000001,816,704.0,0.05,6m,1.4,0.9,1.3,640.0,,,,,,,,488.0,0.05,1m,0.5,1.3,1.8000000000000003,504.0,456.0,0.05,3m,1.2000000000000002,1.4,2.0,352.0,144.0,0.05,4m,0.5,1.5,1.3,424.0,0.1,9,COMPLETE
97,97,-4.1664624599569136,2025-06-16 21:23:23.621639,2025-06-16 21:23:29.140802,0 days 00:00:05.519163,432.0,0.025,10m,0.8,0.5,1.8000000000000003,560.0,928.0,0.025,10m,0.7,1.3,1.3,952.0,528.0,0.05,8m,0.8,1.3,1.7000000000000002,208.0,400.0,0.05,7m,0.8,0.7,1.2000000000000002,536.0,40,0.025,6m,0.7,0.6,1.5,240,112.0,0.025,5m,1.5,0.5,2.0,584.0,728.0,0.05,2m,0.8,1.4,1.1,320.0,304.0,0.05,6m,1.4,1.0,1.6,440.0,496.0,0.05,9m,0.5,1.1,1.5,80.0,192.0,0.05,9m,1.0,0.5,1.1,592.0,0.05,10,COMPLETE
98,98,-2.0496110254643103,2025-06-16 21:23:29.177767,2025-06-16 21:23:33.693092,0 days 00:00:04.515325,496.0,0.025,5m,0.9,0.7,1.9000000000000001,720.0,704.0,0.05,6m,1.2000000000000002,1.5,1.4000000000000001,728.0,304.0,0.05,3m,0.5,0.6,2.0,384.0,,,,,,,,952,0.025,10m,1.0,0.5,2.0,320,760.0,0.05,1m,1.3,1.0,1.3,480.0,,,,,,,,976.0,0.05,7m,1.5,0.8,2.0,104.0,376.0,0.05,6m,1.0,0.9,2.0,416.0,120.0,0.05,8m,0.7,0.6,1.6,560.0,0.1,8,COMPLETE
99,99,-12.95097868534582,2025-06-16 21:23:33.723913,2025-06-16 21:23:37.527949,0 days 00:00:03.804036,,,,,,,,736.0,0.05,7m,1.5,1.4,1.3,896.0,704.0,0.025,4m,1.5,1.0,1.8000000000000003,304.0,,,,,,,,784,0.025,9m,0.8,0.9,1.6,464,792.0,0.05,8m,0.7,0.8,1.2000000000000002,416.0,,,,,,,,672.0,0.05,1m,0.6,0.9,1.7000000000000002,552.0,1016.0,0.05,9m,1.4,1.3,1.4000000000000001,144.0,56.0,0.05,9m,0.6,0.9,1.4000000000000001,192.0,0.15000000000000002,7,COMPLETE
100,100,0.9328319856419188,2025-06-16 21:23:37.555804,2025-06-16 21:23:43.181956,0 days 00:00:05.626152,560.0,0.025,1m,0.7,0.6,2.0,800.0,872.0,0.05,8m,1.3,1.4,1.2000000000000002,568.0,568.0,0.05,8m,0.7,1.4,1.9000000000000001,552.0,280.0,0.05,10m,0.5,1.4,1.6,80.0,224,0.05,7m,1.4,0.8,1.5,280,936.0,0.05,4m,1.5,1.3,1.9000000000000001,672.0,880.0,0.025,9m,1.2000000000000002,0.9,2.0,704.0,432.0,0.05,2m,1.5,1.1,1.6,760.0,424.0,0.05,5m,1.2000000000000002,1.0,1.6,248.0,896.0,0.05,8m,0.9,1.1,1.1,672.0,0.15000000000000002,10,COMPLETE
101,101,2.824721142009582,2025-06-16 21:23:43.215154,2025-06-16 21:23:47.682070,0 days 00:00:04.466916,624.0,0.05,10m,0.9,0.7,1.6,648.0,848.0,0.05,7m,1.5,0.7,1.6,240.0,1008.0,0.05,7m,1.1,0.5,2.0,184.0,304.0,0.05,6m,0.9,0.8,1.7000000000000002,568.0,80,0.05,10m,0.9,0.5,1.5,24,832.0,0.05,9m,0.8,0.8,1.9000000000000001,704.0,,,,,,,,912.0,0.05,1m,1.3,0.5,1.7000000000000002,432.0,40.0,0.05,3m,1.3,1.0,1.5,1008.0,144.0,0.05,8m,0.5,1.2000000000000002,1.8000000000000003,808.0,0.35000000000000003,9,COMPLETE
102,102,3.4771282913874564,2025-06-16 21:23:47.718618,2025-06-16 21:23:51.863827,0 days 00:00:04.145209,608.0,0.05,10m,1.0,0.7,1.5,752.0,968.0,0.05,7m,1.5,0.6,1.5,280.0,976.0,0.05,7m,1.0,0.5,2.0,216.0,352.0,0.05,6m,1.0,0.8,1.7000000000000002,656.0,152,0.05,10m,0.9,0.5,1.5,16,880.0,0.05,9m,0.9,0.7,1.9000000000000001,696.0,,,,,,,,920.0,0.05,1m,1.2000000000000002,0.5,1.7000000000000002,896.0,56.0,0.05,3m,1.3,1.0,1.5,648.0,224.0,0.05,8m,0.5,1.2000000000000002,1.9000000000000001,808.0,0.35000000000000003,9,COMPLETE
103,103,2.7201551868920175,2025-06-16 21:23:51.889916,2025-06-16 21:23:56.255115,0 days 00:00:04.365199,624.0,0.05,10m,1.0,0.7,1.5,752.0,960.0,0.05,7m,1.5,0.6,1.5,280.0,976.0,0.05,7m,1.1,0.5,2.0,176.0,320.0,0.05,6m,1.0,0.8,1.7000000000000002,664.0,152,0.05,10m,0.9,0.5,1.5,32,816.0,0.05,9m,0.9,0.7,1.9000000000000001,752.0,,,,,,,,928.0,0.05,1m,1.2000000000000002,0.5,1.7000000000000002,880.0,64.0,0.05,3m,1.3,1.0,1.5,848.0,224.0,0.05,8m,0.5,1.2000000000000002,1.9000000000000001,880.0,0.35000000000000003,9,COMPLETE
104,104,2.3809095627577657,2025-06-16 21:23:56.280266,2025-06-16 21:24:01.064534,0 days 00:00:04.784268,600.0,0.05,10m,1.0,0.8,1.6,760.0,960.0,0.05,7m,1.5,0.6,1.5,280.0,992.0,0.05,7m,1.0,0.5,2.0,112.0,232.0,0.05,6m,1.0,0.9,1.7000000000000002,600.0,88,0.05,10m,0.9,0.5,1.5,40,816.0,0.05,9m,0.9,0.7,1.9000000000000001,792.0,,,,,,,,880.0,0.05,1m,1.2000000000000002,0.5,1.7000000000000002,888.0,64.0,0.05,3m,1.3,1.0,1.5,784.0,224.0,0.05,8m,0.5,1.2000000000000002,1.9000000000000001,912.0,0.35000000000000003,9,COMPLETE
105,105,3.2145361256419585,2025-06-16 21:24:01.096649,2025-06-16 21:24:06.175523,0 days 00:00:05.078874,632.0,0.05,10m,0.9,0.7,1.5,672.0,792.0,0.05,7m,1.5,0.7,1.5,304.0,960.0,0.05,7m,1.1,0.5,2.0,176.0,328.0,0.05,6m,1.0,0.6,1.7000000000000002,656.0,144,0.05,10m,0.8,0.5,1.5,16,504.0,0.05,9m,0.9,0.8,2.0,688.0,,,,,,,,928.0,0.05,1m,1.3,0.5,1.7000000000000002,848.0,112.0,0.05,3m,1.3,1.1,1.4000000000000001,848.0,256.0,0.05,8m,0.5,1.2000000000000002,1.9000000000000001,888.0,0.35000000000000003,9,COMPLETE
106,106,2.36647421232964,2025-06-16 21:24:06.193509,2025-06-16 21:24:11.075768,0 days 00:00:04.882259,656.0,0.05,10m,0.9,0.7,1.5,648.0,792.0,0.05,7m,1.5,0.7,1.5,200.0,1024.0,0.05,7m,1.1,0.5,2.0,152.0,352.0,0.05,6m,1.0,0.5,1.7000000000000002,768.0,72,0.05,10m,0.8,0.5,1.5,32,520.0,0.05,9m,0.9,0.6,2.0,688.0,,,,,,,,928.0,0.05,1m,1.3,0.5,1.7000000000000002,912.0,112.0,0.05,3m,1.4,1.1,1.4000000000000001,880.0,264.0,0.05,8m,0.5,1.3,2.0,912.0,0.35000000000000003,9,COMPLETE
107,107,4.103560265863973,2025-06-16 21:24:11.106137,2025-06-16 21:24:15.893368,0 days 00:00:04.787231,696.0,0.05,10m,1.0,0.7,1.4000000000000001,720.0,832.0,0.05,7m,1.5,0.7,1.5,312.0,960.0,0.05,7m,1.0,0.5,2.0,168.0,304.0,0.05,6m,0.9,0.6,1.7000000000000002,656.0,136,0.05,10m,0.8,0.5,1.6,16,504.0,0.05,9m,1.0,0.8,2.0,696.0,,,,,,,,832.0,0.05,1m,1.3,0.5,1.8000000000000003,872.0,56.0,0.05,3m,1.3,0.9,1.5,1016.0,328.0,0.05,8m,0.5,1.2000000000000002,1.9000000000000001,816.0,0.4,9,COMPLETE
