,number,value,datetime_start,datetime_complete,duration,params_ABNB_NXPI_beta_win,params_ABNB_NXPI_stop_loss,params_ABNB_NXPI_trade_freq,params_ABNB_NXPI_z_entry,params_ABNB_NXPI_z_exit,params_ABNB_NXPI_z_stop_scaler,params_ABNB_NXPI_z_win,params_CTSH_MAR_beta_win,params_CTSH_MAR_stop_loss,params_CTSH_MAR_trade_freq,params_CTSH_MAR_z_entry,params_CTSH_MAR_z_exit,params_CTSH_MAR_z_stop_scaler,params_CTSH_MAR_z_win,params_DASH_KLAC_beta_win,params_DASH_KLAC_stop_loss,params_DASH_KLAC_trade_freq,params_DASH_KLAC_z_entry,params_DASH_KLAC_z_exit,params_DASH_KLAC_z_stop_scaler,params_DASH_KLAC_z_win,params_DASH_LRCX_beta_win,params_DASH_LRCX_stop_loss,params_DASH_LRCX_trade_freq,params_DASH_LRCX_z_entry,params_DASH_LRCX_z_exit,params_DASH_LRCX_z_stop_scaler,params_DASH_LRCX_z_win,params_DXCM_HON_beta_win,params_DXCM_HON_stop_loss,params_DXCM_HON_trade_freq,params_DXCM_HON_z_entry,params_DXCM_HON_z_exit,params_DXCM_HON_z_stop_scaler,params_DXCM_HON_z_win,params_GOOGL_VRSK_beta_win,params_GOOGL_VRSK_stop_loss,params_GOOGL_VRSK_trade_freq,params_GOOGL_VRSK_z_entry,params_GOOGL_VRSK_z_exit,params_GOOGL_VRSK_z_stop_scaler,params_GOOGL_VRSK_z_win,params_GOOG_VRSK_beta_win,params_GOOG_VRSK_stop_loss,params_GOOG_VRSK_trade_freq,params_GOOG_VRSK_z_entry,params_GOOG_VRSK_z_exit,params_GOOG_VRSK_z_stop_scaler,params_GOOG_VRSK_z_win,params_LRCX_NFLX_beta_win,params_LRCX_NFLX_stop_loss,params_LRCX_NFLX_trade_freq,params_LRCX_NFLX_z_entry,params_LRCX_NFLX_z_exit,params_LRCX_NFLX_z_stop_scaler,params_LRCX_NFLX_z_win,params_MU_CTAS_beta_win,params_MU_CTAS_stop_loss,params_MU_CTAS_trade_freq,params_MU_CTAS_z_entry,params_MU_CTAS_z_exit,params_MU_CTAS_z_stop_scaler,params_MU_CTAS_z_win,params_PYPL_GFS_beta_win,params_PYPL_GFS_stop_loss,params_PYPL_GFS_trade_freq,params_PYPL_GFS_z_entry,params_PYPL_GFS_z_exit,params_PYPL_GFS_z_stop_scaler,params_PYPL_GFS_z_win,params_buffer_capital,params_pairs_to_trade,state
74,74,-6.690599606905046,2025-06-16 00:43:59.979129,2025-06-16 00:44:06.353020,0 days 00:00:06.373891,328.0,0.025,4m,1.0,0.9,2.0,608.0,792.0,0.025,8m,1.5,1.4,1.9000000000000001,312.0,896,0.025,1m,1.2000000000000002,0.9,1.9000000000000001,184,232.0,0.05,9m,0.9,1.3,1.7000000000000002,288.0,680.0,0.05,2m,1.4,0.6,1.3,808.0,944.0,0.05,5m,0.9,1.2000000000000002,1.4000000000000001,224.0,,,,,,,,848.0,0.025,6m,1.4,1.4,1.5,152.0,,,,,,,,416.0,0.05,2m,1.0,1.3,1.8000000000000003,568.0,0.5,8,COMPLETE
75,75,-5.483490948448216,2025-06-16 00:44:06.467899,2025-06-16 00:44:11.342288,0 days 00:00:04.874389,,,,,,,,248.0,0.025,4m,1.4,1.1,1.5,176.0,1016,0.025,8m,1.3,0.6,1.6,648,120.0,0.05,6m,1.3,1.2000000000000002,1.9000000000000001,216.0,80.0,0.025,8m,0.9,1.2000000000000002,1.2000000000000002,936.0,840.0,0.05,2m,0.6,0.9,1.1,336.0,,,,,,,,,,,,,,,,,,,,,,624.0,0.05,7m,0.9,1.2000000000000002,2.0,408.0,0.45,6,COMPLETE
76,76,-2.61652780219106,2025-06-16 00:44:11.402689,2025-06-16 00:44:15.561627,0 days 00:00:04.158938,,,,,,,,760.0,0.025,3m,1.2000000000000002,1.2000000000000002,1.4000000000000001,816.0,320,0.025,10m,1.4,0.8,1.7000000000000002,984,144.0,0.05,3m,0.8,0.9,1.8000000000000003,248.0,,,,,,,,576.0,0.05,9m,1.0,1.3,1.5,144.0,,,,,,,,,,,,,,,,,,,,,,384.0,0.05,8m,1.0,0.8,1.7000000000000002,480.0,0.3,5,COMPLETE
77,77,-3.2237639405828737,2025-06-16 00:44:15.646884,2025-06-16 00:44:21.278910,0 days 00:00:05.632026,488.0,0.025,8m,0.7,1.1,1.8000000000000003,128.0,952.0,0.025,5m,0.9,0.9,2.0,624.0,968,0.05,7m,1.2000000000000002,1.0,1.8000000000000003,136,496.0,0.05,10m,1.4,1.3,1.8000000000000003,440.0,528.0,0.025,10m,0.6,1.0,1.4000000000000001,768.0,712.0,0.05,9m,0.7,0.8,1.3,480.0,,,,,,,,,,,,,,,,,,,,,,592.0,0.05,6m,1.3,1.0,1.9000000000000001,112.0,0.5,7,COMPLETE
78,78,-3.544058356389641,2025-06-16 00:44:21.354554,2025-06-16 00:44:26.124930,0 days 00:00:04.770376,,,,,,,,520.0,0.025,10m,1.3,1.5,1.2000000000000002,704.0,264,0.025,7m,1.3,0.7,1.5,304,352.0,0.025,8m,1.5,1.2000000000000002,1.7000000000000002,72.0,200.0,0.025,5m,0.5,1.3,1.5,816.0,760.0,0.05,4m,0.8,1.5,2.0,264.0,,,,,,,,,,,,,,,,,,,,,,976.0,0.05,3m,1.1,1.2000000000000002,1.7000000000000002,632.0,0.4,6,COMPLETE
79,79,-32.51674740067272,2025-06-16 00:44:26.220647,2025-06-16 00:44:30.094554,0 days 00:00:03.873907,,,,,,,,208.0,0.05,6m,0.8,0.8,1.9000000000000001,664.0,176,0.025,6m,1.1,0.9,1.1,712,632.0,0.05,6m,0.5,1.4,1.9000000000000001,976.0,,,,,,,,184.0,0.05,6m,1.1,1.0,1.4000000000000001,296.0,,,,,,,,,,,,,,,,,,,,,,664.0,0.05,1m,0.7,0.7,1.5,240.0,0.05,5,COMPLETE
80,80,-4.105649895547509,2025-06-16 00:44:30.189097,2025-06-16 00:44:36.252155,0 days 00:00:06.063058,824.0,0.025,6m,1.0,0.9,1.5,544.0,168.0,0.025,2m,0.5,1.3,1.7000000000000002,128.0,616,0.025,7m,1.1,0.8,1.3,408,288.0,0.05,7m,1.0,0.8,1.4000000000000001,552.0,408.0,0.025,3m,0.8,1.1,1.3,872.0,864.0,0.025,9m,1.2000000000000002,0.7,1.7000000000000002,408.0,,,,,,,,392.0,0.025,8m,0.5,0.8,1.7000000000000002,896.0,,,,,,,,472.0,0.05,10m,1.1,1.3,1.8000000000000003,280.0,0.5,8,COMPLETE
81,81,-1.6174780783390839,2025-06-16 00:44:36.316136,2025-06-16 00:44:41.835806,0 days 00:00:05.519670,360.0,0.025,9m,0.6,0.7,1.7000000000000002,504.0,504.0,0.025,5m,0.5,0.7,1.8000000000000003,592.0,800,0.025,6m,1.1,0.6,1.5,632,208.0,0.05,8m,1.3,1.1,1.7000000000000002,464.0,640.0,0.025,8m,1.0,1.1,1.2000000000000002,688.0,672.0,0.05,9m,1.5,0.8,1.2000000000000002,112.0,,,,,,,,,,,,,,,,,,,,,,904.0,0.05,10m,0.9,1.0,1.4000000000000001,344.0,0.35000000000000003,7,COMPLETE
82,82,1.5652488377297546,2025-06-16 00:44:41.926045,2025-06-16 00:44:46.667418,0 days 00:00:04.741373,,,,,,,,560.0,0.025,5m,0.5,0.8,1.8000000000000003,600.0,296,0.025,6m,1.0,0.7,1.4000000000000001,568,264.0,0.05,8m,1.2000000000000002,1.3,1.7000000000000002,392.0,632.0,0.025,8m,0.9,1.1,1.2000000000000002,680.0,1024.0,0.05,9m,1.5,0.7,1.3,288.0,,,,,,,,,,,,,,,,,,,,,,816.0,0.05,10m,0.9,1.1,1.4000000000000001,200.0,0.1,6,COMPLETE
83,83,-1.7311777580208598,2025-06-16 00:44:46.733036,2025-06-16 00:44:51.320358,0 days 00:00:04.587322,,,,,,,,584.0,0.025,5m,0.6,0.8,1.8000000000000003,264.0,296,0.025,6m,1.0,0.6,1.4000000000000001,568,672.0,0.05,8m,1.1,1.3,1.6,520.0,720.0,0.025,8m,0.9,1.2000000000000002,1.1,744.0,992.0,0.05,9m,1.5,0.7,1.3,176.0,,,,,,,,,,,,,,,,,,,,,,800.0,0.05,10m,1.0,1.1,1.6,208.0,0.1,6,COMPLETE
84,84,-3.5054159874013395,2025-06-16 00:44:51.399256,2025-06-16 00:44:55.983450,0 days 00:00:04.584194,,,,,,,,864.0,0.025,5m,0.6,1.0,1.9000000000000001,568.0,248,0.025,10m,1.0,0.7,1.6,752,40.0,0.05,8m,1.2000000000000002,1.3,1.7000000000000002,600.0,784.0,0.025,8m,1.0,1.3,1.2000000000000002,832.0,912.0,0.05,8m,1.4,0.6,1.2000000000000002,280.0,,,,,,,,,,,,,,,,,,,,,,848.0,0.05,2m,0.8,1.2000000000000002,1.2000000000000002,176.0,0.2,6,COMPLETE
85,85,-0.27352109682676173,2025-06-16 00:44:56.047953,2025-06-16 00:45:00.600919,0 days 00:00:04.552966,,,,,,,,128.0,0.025,8m,0.5,0.7,1.7000000000000002,728.0,392,0.025,6m,1.2000000000000002,0.9,1.2000000000000002,528,584.0,0.05,6m,1.2000000000000002,1.4,1.8000000000000003,304.0,560.0,0.025,9m,0.8,1.1,1.4000000000000001,776.0,336.0,0.05,9m,1.5,0.5,1.3,232.0,,,,,,,,,,,,,,,,,,,,,,512.0,0.025,9m,0.6,1.1,1.4000000000000001,976.0,0.25,6,COMPLETE
86,86,-2.4913682120221354,2025-06-16 00:45:00.668438,2025-06-16 00:45:04.754094,0 days 00:00:04.085656,,,,,,,,968.0,0.025,10m,0.5,0.9,1.3,544.0,216,0.025,7m,1.3,0.8,1.4000000000000001,488,248.0,0.05,6m,1.2000000000000002,1.3,1.5,408.0,,,,,,,,1024.0,0.05,5m,1.3,0.9,1.4000000000000001,544.0,,,,,,,,,,,,,,,,,,,,,,120.0,0.05,4m,1.0,0.9,1.3,304.0,0.3,5,COMPLETE
87,87,-0.8922797676170111,2025-06-16 00:45:04.819528,2025-06-16 00:45:10.258237,0 days 00:00:05.438709,536.0,0.05,7m,0.7,1.2000000000000002,2.0,744.0,328.0,0.025,2m,1.3,0.8,1.8000000000000003,608.0,336,0.025,5m,1.2000000000000002,1.0,1.5,616,424.0,0.05,3m,1.1,1.5,1.6,336.0,680.0,0.025,7m,1.4,1.2000000000000002,1.2000000000000002,632.0,936.0,0.05,1m,1.1,1.4,1.9000000000000001,328.0,,,,,,,,,,,,,,,,,,,,,,552.0,0.05,5m,0.9,1.2000000000000002,1.6,136.0,0.45,7,COMPLETE
88,88,-1.0431767617343546,2025-06-16 00:45:10.361892,2025-06-16 00:45:14.241053,0 days 00:00:03.879161,,,,,,,,656.0,0.05,5m,1.4,1.4,1.6,216.0,496,0.025,4m,1.0,0.7,1.6,840,552.0,0.05,8m,1.3,1.4,1.1,368.0,,,,,,,,120.0,0.05,9m,1.4,1.0,1.6,200.0,,,,,,,,,,,,,,,,,,,,,,728.0,0.05,10m,0.8,1.3,1.5,88.0,0.1,5,COMPLETE
89,89,0.1533237942273564,2025-06-16 00:45:14.323121,2025-06-16 00:45:15.301651,0 days 00:00:00.978530,,,,,,,,,,,,,,,368,0.025,7m,1.1,1.0,1.6,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
90,90,3.417842624209364,2025-06-16 00:45:15.389564,2025-06-16 00:45:20.075046,0 days 00:00:04.685482,,,,,,,,280.0,0.025,10m,1.2000000000000002,0.6,1.5,176.0,256,0.025,2m,0.9,1.1,2.0,680,336.0,0.05,6m,0.7,1.3,1.7000000000000002,568.0,616.0,0.025,8m,0.5,1.4,1.3,552.0,88.0,0.05,10m,1.3,0.7,1.5,648.0,,,,,,,,,,,,,,,,,,,,,,792.0,0.05,2m,0.6,1.1,1.2000000000000002,400.0,0.2,6,COMPLETE
91,91,1.9929459173776396,2025-06-16 00:45:20.159419,2025-06-16 00:45:24.761582,0 days 00:00:04.602163,,,,,,,,272.0,0.025,10m,1.4,0.6,1.5,176.0,264,0.025,2m,0.9,1.1,2.0,656,312.0,0.05,6m,0.6,1.3,1.7000000000000002,616.0,608.0,0.025,8m,0.5,1.4,1.3,496.0,80.0,0.05,10m,1.3,0.7,1.5,656.0,,,,,,,,,,,,,,,,,,,,,,816.0,0.05,2m,0.6,1.1,1.2000000000000002,400.0,0.15000000000000002,6,COMPLETE
92,92,1.9822499880385276,2025-06-16 00:45:24.823823,2025-06-16 00:45:29.433689,0 days 00:00:04.609866,,,,,,,,272.0,0.025,10m,1.4,0.5,1.5,184.0,272,0.025,2m,0.8,1.2000000000000002,2.0,680,336.0,0.05,6m,0.7,1.3,1.6,608.0,616.0,0.025,8m,0.5,1.5,1.3,504.0,88.0,0.05,10m,1.3,0.7,1.5,680.0,,,,,,,,,,,,,,,,,,,,,,816.0,0.05,2m,0.5,1.1,1.2000000000000002,416.0,0.2,6,COMPLETE
93,93,1.122925345857244,2025-06-16 00:45:29.532688,2025-06-16 00:45:37.718801,0 days 00:00:08.186113,,,,,,,,280.0,0.025,10m,1.5,0.6,1.5,168.0,248,0.025,2m,0.8,1.2000000000000002,2.0,688,328.0,0.05,6m,0.6,1.2000000000000002,1.7000000000000002,616.0,616.0,0.025,8m,0.5,1.5,1.3,448.0,72.0,0.05,10m,1.3,0.7,1.5,656.0,,,,,,,,,,,,,,,,,,,,,,816.0,0.05,2m,0.5,1.1,1.2000000000000002,408.0,0.2,6,COMPLETE
94,94,0.11598583444662007,2025-06-16 00:45:37.840788,2025-06-16 00:45:42.194260,0 days 00:00:04.353472,,,,,,,,376.0,0.025,10m,1.4,0.5,1.4000000000000001,72.0,176,0.025,2m,0.7,1.3,2.0,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
95,95,3.178591452657877,2025-06-16 00:45:42.318271,2025-06-16 00:45:52.440418,0 days 00:00:10.122147,,,,,,,,328.0,0.025,10m,1.4,0.6,1.6,208.0,128,0.025,2m,0.9,1.1,2.0,760,280.0,0.05,6m,0.7,1.3,1.6,656.0,,,,,,,,88.0,0.05,10m,1.4,0.7,1.5,736.0,,,,,,,,,,,,,,,,,,,,,,776.0,0.05,2m,0.6,1.0,1.1,448.0,0.15000000000000002,5,COMPLETE
96,96,2.1844342482018315,2025-06-16 00:45:52.554735,2025-06-16 00:45:58.253655,0 days 00:00:05.698920,,,,,,,,336.0,0.025,10m,1.4,0.6,1.6,200.0,64,0.025,2m,0.9,1.1,2.0,736,296.0,0.05,6m,0.7,1.3,1.6,696.0,,,,,,,,152.0,0.05,10m,1.4,0.6,1.5,728.0,,,,,,,,,,,,,,,,,,,,,,880.0,0.05,2m,0.6,1.0,1.1,400.0,0.2,5,COMPLETE
97,97,0.8102187774670236,2025-06-16 00:45:58.353450,2025-06-16 00:46:01.676615,0 days 00:00:03.323165,,,,,,,,336.0,0.025,10m,1.4,0.6,1.6,200.0,16,0.025,2m,0.9,1.1,2.0,744,296.0,0.05,6m,0.7,1.3,1.5,704.0,,,,,,,,96.0,0.05,10m,1.4,0.6,1.5,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,4,COMPLETE
98,98,-0.1066673941258753,2025-06-16 00:46:01.740699,2025-06-16 00:46:05.657048,0 days 00:00:03.916349,,,,,,,,416.0,0.025,10m,1.5,0.6,1.6,128.0,120,0.025,2m,0.8,1.2000000000000002,1.9000000000000001,792,264.0,0.05,6m,0.7,1.3,1.6,664.0,,,,,,,,152.0,0.05,10m,1.3,0.7,1.6,688.0,,,,,,,,,,,,,,,,,,,,,,896.0,0.05,2m,0.6,1.0,1.1,448.0,0.15000000000000002,5,COMPLETE
99,99,0.9376701065004791,2025-06-16 00:46:05.721423,2025-06-16 00:46:09.617921,0 days 00:00:03.896498,,,,,,,,360.0,0.025,10m,1.4,0.5,1.6,144.0,64,0.025,2m,0.9,1.1,2.0,776,344.0,0.05,6m,0.8,1.2000000000000002,1.7000000000000002,568.0,,,,,,,,112.0,0.05,10m,1.5,0.6,1.5,656.0,,,,,,,,,,,,,,,,,,,,,,768.0,0.05,2m,0.5,1.0,1.1,512.0,0.15000000000000002,5,COMPLETE
100,100,1.0692202129090584,2025-06-16 00:46:09.695628,2025-06-16 00:46:13.681026,0 days 00:00:03.985398,,,,,,,,304.0,0.025,10m,1.4,0.6,1.7000000000000002,184.0,48,0.025,2m,0.7,1.1,2.0,696,304.0,0.05,6m,0.7,1.2000000000000002,1.6,736.0,,,,,,,,48.0,0.05,10m,1.4,0.6,1.5,776.0,,,,,,,,,,,,,,,,,,,,,,872.0,0.05,2m,0.5,1.1,1.2000000000000002,392.0,0.1,5,COMPLETE
101,101,0.7783708231071621,2025-06-16 00:46:13.747563,2025-06-16 00:46:18.404166,0 days 00:00:04.656603,,,,,,,,544.0,0.025,10m,1.3,0.5,1.5,248.0,80,0.025,2m,0.9,1.3,1.9000000000000001,920,368.0,0.05,6m,0.6,1.3,1.6,656.0,488.0,0.025,8m,0.6,1.5,1.1,528.0,40.0,0.05,10m,1.4,0.7,1.5,720.0,,,,,,,,,,,,,,,,,,,,,,800.0,0.05,2m,0.6,1.1,1.2000000000000002,464.0,0.1,6,COMPLETE
102,102,-0.4854097425078502,2025-06-16 00:46:18.487529,2025-06-16 00:46:23.217090,0 days 00:00:04.729561,,,,,,,,248.0,0.025,10m,1.4,0.6,1.5,232.0,128,0.025,2m,0.8,1.2000000000000002,2.0,728,272.0,0.05,6m,0.7,1.3,1.6,768.0,624.0,0.025,8m,0.5,1.4,1.2000000000000002,368.0,80.0,0.05,10m,1.3,0.7,1.4000000000000001,752.0,,,,,,,,,,,,,,,,,,,,,,960.0,0.05,2m,0.7,1.0,1.1,432.0,0.2,6,COMPLETE
103,103,-2.1672140290158057,2025-06-16 00:46:23.297667,2025-06-16 00:46:27.368592,0 days 00:00:04.070925,,,,,,,,288.0,0.025,10m,1.3,0.5,1.4000000000000001,216.0,304,0.025,2m,0.9,1.1,1.9000000000000001,656,400.0,0.05,6m,0.7,1.3,1.5,688.0,,,,,,,,136.0,0.05,10m,1.3,0.7,1.6,680.0,,,,,,,,,,,,,,,,,,,,,,848.0,0.05,2m,0.6,1.1,1.2000000000000002,360.0,0.2,5,COMPLETE
104,104,1.6603701823180508,2025-06-16 00:46:27.432340,2025-06-16 00:46:32.048863,0 days 00:00:04.616523,,,,,,,,608.0,0.025,10m,1.2000000000000002,0.6,1.5,24.0,272,0.025,2m,0.9,1.1,2.0,592,336.0,0.05,6m,0.8,1.3,1.7000000000000002,576.0,664.0,0.05,8m,0.6,1.4,1.3,568.0,200.0,0.05,10m,1.5,0.8,1.5,808.0,,,,,,,,,,,,,,,,,,,,,,880.0,0.05,2m,0.6,0.9,1.1,408.0,0.15000000000000002,6,COMPLETE
105,105,1.213763703157386,2025-06-16 00:46:32.125936,2025-06-16 00:46:36.703908,0 days 00:00:04.577972,,,,,,,,600.0,0.025,10m,1.2000000000000002,0.6,1.5,48.0,272,0.025,2m,0.9,1.1,2.0,600,320.0,0.05,6m,0.8,1.3,1.7000000000000002,632.0,656.0,0.05,8m,0.6,1.4,1.3,536.0,208.0,0.05,10m,1.5,0.7,1.5,792.0,,,,,,,,,,,,,,,,,,,,,,880.0,0.05,2m,0.6,0.9,1.1,400.0,0.15000000000000002,6,COMPLETE
106,106,-0.9046760956944101,2025-06-16 00:46:36.771184,2025-06-16 00:46:41.693425,0 days 00:00:04.922241,,,,,,,,384.0,0.025,10m,1.5,0.6,1.7000000000000002,64.0,232,0.025,2m,0.9,1.2000000000000002,2.0,680,216.0,0.05,6m,0.8,1.4,1.7000000000000002,592.0,544.0,0.05,8m,0.7,1.5,1.2000000000000002,488.0,176.0,0.05,10m,1.4,0.8,1.5,856.0,,,,,,,,,,,,,,,,,,,,,,832.0,0.05,2m,0.5,0.9,1.1,544.0,0.15000000000000002,6,COMPLETE
107,107,-4.160869117535525,2025-06-16 00:46:41.753441,2025-06-16 00:46:46.745214,0 days 00:00:04.991773,,,,,,,,320.0,0.025,1m,1.4,0.7,1.4000000000000001,96.0,328,0.025,2m,0.8,1.1,2.0,832,248.0,0.05,6m,0.7,1.3,1.2000000000000002,568.0,600.0,0.05,8m,0.6,1.4,1.3,576.0,64.0,0.05,10m,1.5,0.6,1.6,832.0,,,,,,,,,,,,,,,,,,,,,,944.0,0.025,7m,0.6,0.9,1.2000000000000002,488.0,0.25,6,COMPLETE
108,108,-4.7849712031603975,2025-06-16 00:46:46.809844,2025-06-16 00:46:51.067616,0 days 00:00:04.257772,,,,,,,,464.0,0.025,7m,1.1,0.6,1.6,104.0,400,0.025,2m,0.7,1.3,2.0,880,296.0,0.05,1m,0.6,1.2000000000000002,1.7000000000000002,608.0,,,,,,,,112.0,0.05,10m,1.4,0.8,1.5,632.0,,,,,,,,,,,,,,,,,,,,,,752.0,0.05,2m,0.7,0.8,1.3,448.0,0.2,5,COMPLETE
109,109,-1.016420968602745,2025-06-16 00:46:51.129307,2025-06-16 00:46:56.216724,0 days 00:00:05.087417,,,,,,,,224.0,0.025,10m,1.2000000000000002,0.5,1.5,16.0,208,0.025,2m,1.0,1.1,1.9000000000000001,768,328.0,0.05,2m,0.7,1.4,1.7000000000000002,544.0,648.0,0.05,8m,0.7,1.5,1.2000000000000002,488.0,264.0,0.05,10m,1.5,0.5,1.4000000000000001,712.0,,,,,,,,,,,,,,,,,,,,,,776.0,0.05,10m,0.7,1.0,1.2000000000000002,416.0,0.05,6,COMPLETE
110,110,1.5866259762953026,2025-06-16 00:46:56.275966,2025-06-16 00:47:00.580946,0 days 00:00:04.304980,,,,,,,,608.0,0.025,3m,1.0,0.7,1.3,168.0,88,0.025,2m,0.9,1.2000000000000002,2.0,632,192.0,0.05,5m,0.8,1.3,1.6,648.0,,,,,,,,232.0,0.05,10m,1.4,0.7,1.6,600.0,,,,,,,,,,,,,,,,,,,,,,808.0,0.05,2m,0.5,1.0,1.1,376.0,0.15000000000000002,5,COMPLETE
111,111,-2.102739182462569,2025-06-16 00:47:00.640238,2025-06-16 00:47:03.873338,0 days 00:00:03.233100,,,,,,,,680.0,0.025,3m,1.0,0.7,1.3,168.0,88,0.025,2m,0.9,1.2000000000000002,2.0,640,176.0,0.05,5m,0.8,1.3,1.6,712.0,,,,,,,,88.0,0.05,10m,1.4,0.7,1.6,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
112,112,1.3901565332869825,2025-06-16 00:47:03.948584,2025-06-16 00:47:08.320013,0 days 00:00:04.371429,,,,,,,,568.0,0.025,3m,0.7,0.6,1.3,136.0,136,0.025,2m,0.8,1.1,2.0,592,344.0,0.05,5m,0.6,1.3,1.6,640.0,,,,,,,,152.0,0.05,10m,1.3,0.8,1.5,624.0,,,,,,,,,,,,,,,,,,,,,,816.0,0.05,2m,0.5,1.0,1.1,376.0,0.15000000000000002,5,COMPLETE
113,113,-3.698440088175092,2025-06-16 00:47:08.382314,2025-06-16 00:47:11.689657,0 days 00:00:03.307343,,,,,,,,608.0,0.025,9m,0.7,0.6,1.3,136.0,40,0.025,2m,0.8,1.1,2.0,624,232.0,0.05,5m,0.6,1.3,1.6,648.0,,,,,,,,232.0,0.05,10m,1.3,0.8,1.5,672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
114,114,0.6132445216187544,2025-06-16 00:47:11.746895,2025-06-16 00:47:15.879516,0 days 00:00:04.132621,,,,,,,,552.0,0.025,3m,0.8,0.6,1.2000000000000002,112.0,144,0.025,2m,0.9,1.2000000000000002,2.0,544,336.0,0.05,5m,0.6,1.2000000000000002,1.6,616.0,,,,,,,,240.0,0.05,10m,1.4,0.7,1.5,616.0,,,,,,,,,,,,,,,,,,,,,,816.0,0.05,2m,0.5,1.0,1.1,384.0,0.1,5,COMPLETE
115,115,0.18612944905785178,2025-06-16 00:47:15.936634,2025-06-16 00:47:20.172761,0 days 00:00:04.236127,,,,,,,,616.0,0.025,3m,0.9,0.7,1.4000000000000001,32.0,72,0.025,2m,0.8,1.1,1.9000000000000001,720,280.0,0.05,5m,0.7,1.3,1.7000000000000002,688.0,,,,,,,,200.0,0.05,10m,1.4,0.7,1.5,640.0,,,,,,,,,,,,,,,,,,,,,,848.0,0.05,2m,0.5,1.0,1.1,448.0,0.15000000000000002,5,COMPLETE
116,116,1.804610268481817,2025-06-16 00:47:20.242997,2025-06-16 00:47:24.201785,0 days 00:00:03.958788,,,,,,,,576.0,0.025,3m,1.1,0.7,1.3,152.0,168,0.025,2m,0.9,1.2000000000000002,2.0,704,200.0,0.05,5m,0.9,1.4,1.6,576.0,,,,,,,,152.0,0.05,10m,1.5,0.6,1.5,704.0,,,,,,,,,,,,,,,,,,,,,,792.0,0.05,2m,0.6,1.0,1.1,360.0,0.2,5,COMPLETE
117,117,-1.537125404154523,2025-06-16 00:47:24.282751,2025-06-16 00:47:28.414780,0 days 00:00:04.132029,,,,,,,,264.0,0.025,3m,1.1,0.7,1.5,264.0,168,0.025,2m,0.9,1.2000000000000002,1.9000000000000001,704,200.0,0.05,4m,0.9,1.4,1.8000000000000003,536.0,,,,,,,,168.0,0.05,10m,1.5,0.6,1.4000000000000001,704.0,,,,,,,,,,,,,,,,,,,,,,920.0,0.05,2m,0.6,0.9,1.1,312.0,0.2,5,COMPLETE
118,118,-2.596333892934267,2025-06-16 00:47:28.481885,2025-06-16 00:47:33.173446,0 days 00:00:04.691561,,,,,,,,528.0,0.025,3m,1.1,0.7,1.4000000000000001,168.0,104,0.05,3m,1.0,1.3,2.0,736,192.0,0.05,5m,0.9,1.4,1.7000000000000002,576.0,496.0,0.05,8m,0.6,1.4,1.8000000000000003,608.0,280.0,0.05,10m,1.5,0.5,1.5,736.0,,,,,,,,,,,,,,,,,,,,,,1024.0,0.05,8m,0.6,1.1,1.2000000000000002,360.0,0.2,6,COMPLETE
119,119,-0.721010049229471,2025-06-16 00:47:33.234006,2025-06-16 00:47:37.848313,0 days 00:00:04.614307,,,,,,,,576.0,0.025,5m,1.2000000000000002,0.5,1.6,192.0,200,0.025,6m,1.0,1.2000000000000002,2.0,672,248.0,0.05,9m,0.8,1.4,1.6,488.0,560.0,0.05,8m,0.8,1.4,1.1,400.0,144.0,0.05,3m,1.5,0.6,1.6,768.0,,,,,,,,,,,,,,,,,,,,,,784.0,0.05,6m,0.7,1.0,1.1,432.0,0.2,6,COMPLETE
120,120,-35.00769165257042,2025-06-16 00:47:37.943234,2025-06-16 00:47:42.017678,0 days 00:00:04.074444,,,,,,,,344.0,0.025,4m,1.1,0.7,1.2000000000000002,160.0,184,0.025,2m,0.9,1.3,1.9000000000000001,640,160.0,0.05,10m,0.8,1.4,1.7000000000000002,672.0,,,,,,,,304.0,0.05,7m,1.4,0.7,1.5,808.0,,,,,,,,,,,,,,,,,,,,,,880.0,0.05,1m,0.6,1.1,1.3,320.0,0.1,5,COMPLETE
121,121,-4.609967238037637,2025-06-16 00:47:42.100281,2025-06-16 00:47:45.410562,0 days 00:00:03.310281,,,,,,,,568.0,0.025,3m,0.7,0.6,1.3,200.0,136,0.025,2m,0.8,1.1,2.0,616,304.0,0.05,5m,0.5,1.3,1.6,632.0,,,,,,,,128.0,0.05,10m,1.3,0.8,1.5,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
