,number,value,datetime_start,datetime_complete,duration,params_AMAT_META_beta_win,params_AMAT_META_stop_loss,params_AMAT_META_trade_freq,params_AMAT_META_z_entry,params_AMAT_META_z_exit,params_AMAT_META_z_stop_scaler,params_AMAT_META_z_win,params_AMAT_NVDA_beta_win,params_AMAT_NVDA_stop_loss,params_AMAT_NVDA_trade_freq,params_AMAT_NVDA_z_entry,params_AMAT_NVDA_z_exit,params_AMAT_NVDA_z_stop_scaler,params_AMAT_NVDA_z_win,params_AMZN_KLAC_beta_win,params_AMZN_KLAC_stop_loss,params_AMZN_KLAC_trade_freq,params_AMZN_KLAC_z_entry,params_AMZN_KLAC_z_exit,params_AMZN_KLAC_z_stop_scaler,params_AMZN_KLAC_z_win,params_AZN_MRNA_beta_win,params_AZN_MRNA_stop_loss,params_AZN_MRNA_trade_freq,params_AZN_MRNA_z_entry,params_AZN_MRNA_z_exit,params_AZN_MRNA_z_stop_scaler,params_AZN_MRNA_z_win,params_AZN_VRSK_beta_win,params_AZN_VRSK_stop_loss,params_AZN_VRSK_trade_freq,params_AZN_VRSK_z_entry,params_AZN_VRSK_z_exit,params_AZN_VRSK_z_stop_scaler,params_AZN_VRSK_z_win,params_DASH_LIN_beta_win,params_DASH_LIN_stop_loss,params_DASH_LIN_trade_freq,params_DASH_LIN_z_entry,params_DASH_LIN_z_exit,params_DASH_LIN_z_stop_scaler,params_DASH_LIN_z_win,params_DASH_PCAR_beta_win,params_DASH_PCAR_stop_loss,params_DASH_PCAR_trade_freq,params_DASH_PCAR_z_entry,params_DASH_PCAR_z_exit,params_DASH_PCAR_z_stop_scaler,params_DASH_PCAR_z_win,params_KLAC_NFLX_beta_win,params_KLAC_NFLX_stop_loss,params_KLAC_NFLX_trade_freq,params_KLAC_NFLX_z_entry,params_KLAC_NFLX_z_exit,params_KLAC_NFLX_z_stop_scaler,params_KLAC_NFLX_z_win,params_LRCX_NFLX_beta_win,params_LRCX_NFLX_stop_loss,params_LRCX_NFLX_trade_freq,params_LRCX_NFLX_z_entry,params_LRCX_NFLX_z_exit,params_LRCX_NFLX_z_stop_scaler,params_LRCX_NFLX_z_win,params_NVDA_ORLY_beta_win,params_NVDA_ORLY_stop_loss,params_NVDA_ORLY_trade_freq,params_NVDA_ORLY_z_entry,params_NVDA_ORLY_z_exit,params_NVDA_ORLY_z_stop_scaler,params_NVDA_ORLY_z_win,params_buffer_capital,params_pairs_to_trade,state
115,115,-1.429149005241896,2025-06-16 00:48:20.018030,2025-06-16 00:48:25.533211,0 days 00:00:05.515181,400.0,0.05,1m,1.3,1.0,1.3,784.0,,,,,,,,208.0,0.025,3m,0.8,1.4,1.4000000000000001,256.0,,,,,,,,,,,,,,,624.0,0.05,10m,0.7,1.4,1.6,64.0,240,0.025,6m,1.4,0.6,1.2000000000000002,968,64.0,0.025,10m,0.5,0.9,1.7000000000000002,168.0,408.0,0.025,4m,1.3,1.4,1.7000000000000002,240.0,760.0,0.05,7m,0.5,0.8,1.5,168.0,0.25,7,COMPLETE
116,116,1.9266384032152635,2025-06-16 00:48:25.629412,2025-06-16 00:48:30.294950,0 days 00:00:04.665538,,,,,,,,,,,,,,,280.0,0.025,2m,0.6,1.2000000000000002,1.5,112.0,,,,,,,,,,,,,,,576.0,0.05,7m,0.9,1.4,1.2000000000000002,168.0,344,0.025,1m,1.5,0.5,1.3,896,88.0,0.025,9m,0.5,0.7,1.6,256.0,456.0,0.025,5m,1.0,1.1,1.5,128.0,600.0,0.05,3m,0.7,0.5,1.1,128.0,0.35000000000000003,6,COMPLETE
117,117,-0.031127481962303808,2025-06-16 00:48:30.376355,2025-06-16 00:48:31.247799,0 days 00:00:00.871444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,0.025,6m,1.5,0.5,1.2000000000000002,848,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
118,118,1.2169819696572728,2025-06-16 00:48:31.311522,2025-06-16 00:48:38.228069,0 days 00:00:06.916547,288.0,0.05,1m,1.4,1.0,1.7000000000000002,824.0,,,,,,,,360.0,0.025,8m,0.8,1.1,1.9000000000000001,128.0,,,,,,,,,,,,,,,656.0,0.025,4m,0.8,1.3,1.7000000000000002,88.0,256,0.025,8m,1.4,0.6,1.4000000000000001,816,16.0,0.025,1m,1.2000000000000002,0.8,1.7000000000000002,216.0,312.0,0.025,5m,1.1,1.2000000000000002,1.7000000000000002,40.0,720.0,0.05,6m,0.5,0.6,1.2000000000000002,288.0,0.05,7,COMPLETE
119,119,-3.259458807837473,2025-06-16 00:48:38.360068,2025-06-16 00:48:50.719352,0 days 00:00:12.359284,,,,,,,,,,,,,,,416.0,0.025,1m,0.9,1.3,1.6,168.0,,,,,,,,,,,,,,,688.0,0.05,9m,0.6,1.2000000000000002,1.3,16.0,208,0.025,6m,1.5,0.7,1.1,688,240.0,0.025,3m,0.5,0.8,1.8000000000000003,288.0,552.0,0.025,5m,1.4,1.1,1.5,888.0,808.0,0.05,4m,0.6,0.5,1.1,72.0,0.5,6,COMPLETE
120,120,-92.11421751337653,2025-06-16 00:48:50.854349,2025-06-16 00:48:59.124159,0 days 00:00:08.269810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,0.05,3m,1.1,1.5,1.1,216.0,432,0.025,1m,1.5,0.5,1.6,736,368.0,0.025,10m,0.6,1.2000000000000002,1.7000000000000002,328.0,392.0,0.025,5m,1.5,1.2000000000000002,1.7000000000000002,688.0,840.0,0.05,1m,0.5,0.6,1.1,208.0,0.4,5,COMPLETE
121,121,0.6025368546630607,2025-06-16 00:48:59.221530,2025-06-16 00:49:06.135100,0 days 00:00:06.913570,336.0,0.05,1m,1.5,1.0,1.6,872.0,264.0,0.025,10m,0.7,0.6,1.9000000000000001,1024.0,472.0,0.025,5m,0.7,1.3,1.7000000000000002,216.0,,,,,,,,,,,,,,,600.0,0.05,3m,0.8,1.5,1.2000000000000002,40.0,320,0.025,6m,1.4,1.5,1.2000000000000002,952,48.0,0.025,10m,0.5,0.9,1.6,184.0,344.0,0.025,5m,1.4,1.2000000000000002,1.6,184.0,816.0,0.05,7m,0.5,0.5,1.2000000000000002,232.0,0.3,8,COMPLETE
122,122,4.454645653293944,2025-06-16 00:49:06.227006,2025-06-16 00:49:12.261359,0 days 00:00:06.034353,232.0,0.05,1m,1.5,1.1,1.6,752.0,96.0,0.025,10m,0.9,0.7,1.8000000000000003,896.0,432.0,0.025,5m,0.7,1.3,1.8000000000000003,240.0,,,,,,,,,,,,,,,560.0,0.05,3m,0.7,1.5,1.5,112.0,304,0.025,6m,1.4,0.5,1.2000000000000002,936,1016.0,0.025,10m,0.5,0.9,1.6,144.0,360.0,0.025,5m,1.4,1.2000000000000002,1.6,160.0,392.0,0.05,7m,0.5,0.5,1.1,192.0,0.3,8,COMPLETE
123,123,4.223830216818594,2025-06-16 00:49:12.323522,2025-06-16 00:49:18.684537,0 days 00:00:06.361015,240.0,0.05,1m,1.5,1.1,1.5,752.0,80.0,0.025,10m,0.9,0.7,1.8000000000000003,448.0,440.0,0.025,3m,0.8,1.4,1.9000000000000001,240.0,,,,,,,,,,,,,,,568.0,0.05,3m,0.5,0.6,1.5,120.0,360,0.025,6m,1.4,0.5,1.3,904,1008.0,0.025,10m,0.5,0.9,1.5,112.0,360.0,0.025,5m,1.4,1.2000000000000002,1.6,152.0,256.0,0.05,7m,0.5,0.5,1.1,304.0,0.3,8,COMPLETE
124,124,2.186254525008357,2025-06-16 00:49:18.745826,2025-06-16 00:49:24.929791,0 days 00:00:06.183965,240.0,0.05,7m,1.5,1.1,1.4000000000000001,680.0,96.0,0.025,10m,0.9,0.7,1.8000000000000003,464.0,440.0,0.025,5m,0.7,1.4,1.9000000000000001,368.0,,,,,,,,,,,,,,,576.0,0.05,3m,0.5,1.3,1.5,80.0,368,0.025,2m,1.4,0.6,1.2000000000000002,904,1008.0,0.025,3m,0.5,0.9,1.5,136.0,280.0,0.025,5m,1.3,1.2000000000000002,1.5,160.0,224.0,0.05,7m,0.5,0.5,1.1,304.0,0.35000000000000003,8,COMPLETE
125,125,2.706156509451879,2025-06-16 00:49:25.009205,2025-06-16 00:49:31.481916,0 days 00:00:06.472711,64.0,0.05,1m,1.5,1.2000000000000002,1.5,744.0,184.0,0.025,10m,0.9,0.7,1.7000000000000002,328.0,384.0,0.025,5m,0.8,1.5,2.0,248.0,,,,,,,,,,,,,,,536.0,0.025,3m,0.5,0.7,1.5,120.0,296,0.025,6m,1.4,0.5,1.3,928,984.0,0.025,10m,0.5,0.9,1.6,96.0,360.0,0.025,8m,1.5,1.3,1.6,80.0,400.0,0.05,4m,0.5,0.6,1.1,280.0,0.3,8,COMPLETE
126,126,0.2977563546879921,2025-06-16 00:49:31.551214,2025-06-16 00:49:36.885714,0 days 00:00:05.334500,184.0,0.05,10m,1.5,1.1,1.4000000000000001,712.0,,,,,,,,544.0,0.025,3m,0.6,1.0,1.9000000000000001,400.0,,,,,,,,,,,,,,,616.0,0.05,3m,0.5,0.7,1.5,184.0,272,0.025,5m,1.4,0.6,1.2000000000000002,1008,1016.0,0.05,3m,0.6,1.0,1.4000000000000001,40.0,320.0,0.025,5m,1.4,1.2000000000000002,1.8000000000000003,144.0,184.0,0.05,5m,0.6,0.5,1.1,200.0,0.3,7,COMPLETE
127,127,-35.90066285642112,2025-06-16 00:49:36.988396,2025-06-16 00:49:41.167091,0 days 00:00:04.178695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.0,0.05,1m,0.6,1.1,1.5,160.0,352,0.025,9m,1.4,1.1,1.1,856,976.0,0.025,9m,0.5,0.9,1.6,72.0,376.0,0.025,2m,1.4,1.2000000000000002,1.5,216.0,296.0,0.025,7m,0.5,0.7,1.2000000000000002,264.0,0.35000000000000003,5,COMPLETE
128,128,-3.7386770016366517,2025-06-16 00:49:41.236878,2025-06-16 00:49:47.778033,0 days 00:00:06.541155,128.0,0.025,2m,1.5,1.2000000000000002,1.5,760.0,16.0,0.025,10m,0.8,0.5,1.8000000000000003,536.0,416.0,0.025,9m,1.0,1.4,1.8000000000000003,296.0,,,,,,,,,,,,,,,640.0,0.05,3m,0.6,1.4,1.4000000000000001,120.0,392,0.025,10m,1.0,0.5,1.3,888,952.0,0.025,8m,0.6,1.1,1.5,112.0,416.0,0.025,5m,0.9,1.3,1.6,344.0,80.0,0.05,2m,0.5,1.2000000000000002,1.4000000000000001,312.0,0.1,8,COMPLETE
129,129,0.4550174589890159,2025-06-16 00:49:47.835755,2025-06-16 00:49:54.622324,0 days 00:00:06.786569,360.0,0.05,9m,1.4,1.1,1.7000000000000002,616.0,88.0,0.025,1m,1.0,0.7,2.0,616.0,312.0,0.025,8m,0.9,1.2000000000000002,1.8000000000000003,200.0,,,,,,,,,,,,,,,592.0,0.025,5m,0.5,1.5,1.6,72.0,224,0.025,3m,1.5,1.2000000000000002,1.4000000000000001,984,1024.0,0.025,3m,1.3,0.9,1.6,144.0,576.0,0.025,1m,1.5,0.6,1.4000000000000001,120.0,256.0,0.05,10m,0.6,0.6,1.1,232.0,0.25,8,COMPLETE
130,130,0.6443012675310593,2025-06-16 00:49:54.684012,2025-06-16 00:49:59.772010,0 days 00:00:05.087998,,,,,,,,,,,,,,,504.0,0.025,4m,0.7,1.4,1.9000000000000001,456.0,,,,,,,,,,,,,,,520.0,0.05,3m,0.5,0.6,1.4000000000000001,888.0,416,0.025,7m,1.5,0.5,1.2000000000000002,760,936.0,0.025,10m,0.5,1.3,1.7000000000000002,232.0,288.0,0.025,5m,0.7,1.2000000000000002,1.3,256.0,248.0,0.05,4m,0.5,0.9,1.1,104.0,0.3,6,COMPLETE
131,131,1.9127028164444018,2025-06-16 00:49:59.858668,2025-06-16 00:50:05.694519,0 days 00:00:05.835851,192.0,0.05,1m,1.4,1.1,1.6,904.0,,,,,,,,352.0,0.025,3m,0.8,1.3,1.5,248.0,,,,,,,,,,,,,,,560.0,0.05,3m,0.9,1.5,1.2000000000000002,96.0,336,0.025,6m,1.5,0.5,1.3,824,1000.0,0.025,10m,0.5,0.8,1.7000000000000002,168.0,360.0,0.025,5m,1.4,1.1,1.6,200.0,128.0,0.05,7m,0.5,0.5,1.1,176.0,0.3,7,COMPLETE
132,132,4.0000033013690555,2025-06-16 00:50:05.757028,2025-06-16 00:50:11.480123,0 days 00:00:05.723095,264.0,0.05,1m,1.4,1.0,1.6,832.0,,,,,,,,456.0,0.025,3m,0.8,1.3,1.6,80.0,,,,,,,,,,,,,,,552.0,0.05,3m,0.8,1.5,1.3,112.0,368,0.025,6m,1.5,0.5,1.3,800,72.0,0.025,10m,0.5,0.7,1.7000000000000002,112.0,392.0,0.025,5m,1.4,1.1,1.6,160.0,672.0,0.05,7m,0.5,0.5,1.1,128.0,0.3,7,COMPLETE
133,133,0.8796771512477873,2025-06-16 00:50:11.549288,2025-06-16 00:50:17.267804,0 days 00:00:05.718516,256.0,0.05,1m,1.4,1.0,1.5,840.0,,,,,,,,464.0,0.025,3m,0.8,1.3,1.5,80.0,,,,,,,,,,,,,,,544.0,0.05,3m,0.7,1.5,1.3,736.0,376,0.025,6m,1.5,0.5,1.3,840,64.0,0.025,10m,0.5,0.9,1.7000000000000002,128.0,488.0,0.025,5m,1.2000000000000002,1.2000000000000002,1.6,160.0,672.0,0.05,7m,0.5,0.5,1.6,152.0,0.3,7,COMPLETE
134,134,0.2692757248124461,2025-06-16 00:50:17.334240,2025-06-16 00:50:22.820884,0 days 00:00:05.486644,280.0,0.05,6m,1.5,0.5,1.7000000000000002,664.0,,,,,,,,560.0,0.025,3m,0.9,1.2000000000000002,2.0,104.0,,,,,,,,,,,,,,,568.0,0.05,8m,0.9,1.4,1.7000000000000002,144.0,296,0.025,6m,1.4,0.5,1.2000000000000002,880,160.0,0.025,10m,0.5,0.7,1.8000000000000003,104.0,336.0,0.025,5m,1.3,1.0,1.7000000000000002,104.0,328.0,0.05,6m,0.5,0.5,1.1,128.0,0.45,7,COMPLETE
135,135,-0.8919440050688934,2025-06-16 00:50:22.885365,2025-06-16 00:50:28.405109,0 days 00:00:05.519744,416.0,0.05,8m,1.5,1.0,1.6,728.0,,,,,,,,400.0,0.025,6m,0.8,1.1,1.8000000000000003,48.0,,,,,,,,,,,,,,,600.0,0.05,3m,0.8,1.5,1.2000000000000002,56.0,360,0.025,6m,1.5,0.6,1.4000000000000001,792,912.0,0.025,4m,0.5,1.0,1.7000000000000002,24.0,384.0,0.025,7m,0.8,1.1,1.6,136.0,776.0,0.05,8m,0.6,0.6,1.1,728.0,0.3,7,COMPLETE
136,136,-1.288376073327581,2025-06-16 00:50:28.470313,2025-06-16 00:50:34.434734,0 days 00:00:05.964421,240.0,0.05,7m,1.3,0.9,1.5,768.0,160.0,0.025,8m,1.0,0.9,1.6,440.0,456.0,0.025,3m,0.7,1.5,1.6,192.0,,,,,,,,,,,,,,,664.0,0.05,2m,0.8,1.4,1.4000000000000001,120.0,472,0.025,1m,1.5,0.5,1.2000000000000002,792,952.0,0.025,3m,0.6,0.8,1.6,80.0,424.0,0.025,9m,1.4,1.5,1.5,72.0,384.0,0.05,4m,0.5,0.5,1.2000000000000002,80.0,0.35000000000000003,8,COMPLETE
137,137,-1.7761390700461863,2025-06-16 00:50:34.497709,2025-06-16 00:50:38.623570,0 days 00:00:04.125861,,,,,,,,,,,,,,,328.0,0.025,10m,0.9,1.3,1.7000000000000002,128.0,,,,,,,,,,,,,,,480.0,0.025,3m,0.7,1.5,1.3,96.0,320,0.025,7m,1.4,0.6,1.5,912,992.0,0.025,6m,0.9,0.7,1.7000000000000002,152.0,256.0,0.025,5m,1.5,1.2000000000000002,1.4000000000000001,232.0,792.0,0.05,7m,0.5,1.3,1.1,216.0,0.3,6,COMPLETE
138,138,3.0144273222519455,2025-06-16 00:50:38.690530,2025-06-16 00:50:42.649832,0 days 00:00:03.959302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,0.05,3m,0.5,0.9,1.6,248.0,448,0.025,6m,1.5,0.5,1.3,960,128.0,0.025,5m,0.5,0.9,1.6,208.0,304.0,0.025,2m,1.4,1.3,1.6,168.0,752.0,0.05,7m,0.5,0.7,1.1,248.0,0.25,5,COMPLETE
139,139,-2.1244901886736276,2025-06-16 00:50:42.733137,2025-06-16 00:50:48.281424,0 days 00:00:05.548287,520.0,0.05,1m,1.5,1.1,1.4000000000000001,680.0,,,,,,,,480.0,0.025,2m,0.8,1.4,1.6,320.0,,,,,,,,,,,,,,,616.0,0.05,10m,0.9,1.5,1.5,136.0,392,0.025,6m,1.4,1.3,1.3,1024,72.0,0.025,10m,1.2000000000000002,0.8,1.8000000000000003,48.0,448.0,0.025,5m,1.5,1.1,1.4000000000000001,280.0,728.0,0.05,4m,0.6,0.5,1.3,544.0,0.05,7,COMPLETE
140,140,2.564877398502651,2025-06-16 00:50:48.355383,2025-06-16 00:50:54.810301,0 days 00:00:06.454918,264.0,0.05,5m,1.4,0.9,1.5,512.0,448.0,0.025,2m,0.8,0.5,1.7000000000000002,304.0,728.0,0.025,8m,0.8,1.3,1.5,280.0,,,,,,,,,,,,,,,448.0,0.05,6m,1.0,1.4,2.0,32.0,344,0.025,10m,1.5,0.5,1.2000000000000002,872,104.0,0.025,3m,0.5,1.1,1.3,112.0,352.0,0.025,5m,1.4,0.6,2.0,144.0,192.0,0.025,6m,0.5,0.8,1.2000000000000002,680.0,0.3,8,COMPLETE
141,141,2.7703768740583485,2025-06-16 00:50:54.904833,2025-06-16 00:51:00.454875,0 days 00:00:05.550042,216.0,0.05,1m,1.4,1.0,1.6,800.0,,,,,,,,344.0,0.025,3m,0.8,1.3,1.6,160.0,,,,,,,,,,,,,,,544.0,0.05,3m,0.8,0.6,1.2000000000000002,104.0,328,0.025,6m,1.5,0.5,1.3,832,96.0,0.025,10m,0.5,0.8,1.7000000000000002,176.0,392.0,0.025,5m,1.4,1.1,1.6,192.0,440.0,0.05,7m,0.5,0.5,1.1,192.0,0.3,7,COMPLETE
142,142,2.147637610552088,2025-06-16 00:51:00.518182,2025-06-16 00:51:06.195148,0 days 00:00:05.676966,176.0,0.05,1m,1.4,1.0,1.6,904.0,,,,,,,,368.0,0.025,3m,0.7,1.2000000000000002,1.6,136.0,,,,,,,,,,,,,,,576.0,0.05,3m,0.8,1.5,1.2000000000000002,72.0,280,0.025,6m,1.5,0.5,1.3,856,144.0,0.025,10m,0.5,0.8,1.4000000000000001,136.0,400.0,0.025,5m,1.4,1.1,1.6,216.0,704.0,0.05,7m,0.5,0.5,1.1,176.0,0.3,7,COMPLETE
143,143,2.1026502593935894,2025-06-16 00:51:06.305345,2025-06-16 00:51:11.957954,0 days 00:00:05.652609,224.0,0.05,1m,1.5,1.0,1.6,576.0,,,,,,,,400.0,0.025,3m,0.8,1.3,1.5,232.0,,,,,,,,,,,,,,,528.0,0.05,3m,0.8,1.5,1.1,168.0,312,0.025,6m,1.5,0.5,1.4000000000000001,768,120.0,0.025,10m,0.5,0.8,1.7000000000000002,176.0,424.0,0.025,5m,1.3,1.2000000000000002,1.5,176.0,736.0,0.05,7m,0.5,0.5,1.1,112.0,0.3,7,COMPLETE
144,144,2.7139285227856464,2025-06-16 00:51:12.031442,2025-06-16 00:51:16.644050,0 days 00:00:04.612608,,,,,,,,,,,,,,,288.0,0.025,3m,0.9,1.4,1.4000000000000001,80.0,,,,,,,,,,,,,,,552.0,0.05,3m,0.9,1.5,1.2000000000000002,88.0,376,0.025,5m,1.5,0.5,1.3,792,40.0,0.025,10m,0.5,0.9,1.7000000000000002,224.0,328.0,0.025,6m,1.5,1.1,1.7000000000000002,120.0,512.0,0.05,7m,0.5,0.6,1.1,416.0,0.35000000000000003,6,COMPLETE
145,145,1.88327563854565,2025-06-16 00:51:16.717616,2025-06-16 00:51:22.195674,0 days 00:00:05.478058,144.0,0.05,3m,1.4,1.1,1.6,824.0,,,,,,,,440.0,0.025,4m,0.9,1.2000000000000002,1.7000000000000002,544.0,,,,,,,,,,,,,,,592.0,0.05,3m,0.8,1.5,1.2000000000000002,112.0,344,0.025,6m,1.4,0.6,1.6,928,72.0,0.025,10m,0.6,1.0,1.7000000000000002,88.0,472.0,0.025,3m,1.4,1.1,1.6,88.0,688.0,0.05,4m,0.5,0.5,1.1,144.0,0.3,7,COMPLETE
146,146,-2.453163421168876,2025-06-16 00:51:22.287073,2025-06-16 00:51:26.458648,0 days 00:00:04.171575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.0,0.025,7m,0.7,1.3,1.1,152.0,248,0.025,7m,1.4,0.5,1.2000000000000002,808,96.0,0.025,3m,0.5,0.7,1.6,152.0,368.0,0.025,4m,1.4,1.2000000000000002,1.7000000000000002,200.0,136.0,0.05,3m,0.6,0.6,1.2000000000000002,16.0,0.25,5,COMPLETE
147,147,-11.952228654751513,2025-06-16 00:51:26.557194,2025-06-16 00:51:36.732527,0 days 00:00:10.175333,312.0,0.05,1m,1.3,1.2000000000000002,1.7000000000000002,936.0,,,,,,,,416.0,0.025,1m,0.7,1.3,1.6,176.0,,,,,,,,,,,,,,,504.0,0.05,3m,0.9,1.4,1.2000000000000002,64.0,304,0.025,1m,1.3,0.6,1.3,824,176.0,0.025,9m,1.0,0.9,1.7000000000000002,120.0,528.0,0.025,5m,1.4,1.0,1.6,152.0,792.0,0.05,7m,0.5,0.5,1.1,216.0,0.35000000000000003,7,COMPLETE
148,148,1.9642558688133853,2025-06-16 00:51:36.864101,2025-06-16 00:51:49.143288,0 days 00:00:12.279187,,,,,,,,,,,,,,,248.0,0.025,7m,0.8,1.4,1.5,352.0,,,,,,,,,,,,,,,560.0,0.05,6m,0.5,0.5,1.3,128.0,416,0.025,6m,1.5,0.5,1.2000000000000002,712,1024.0,0.025,10m,1.1,0.8,1.8000000000000003,312.0,408.0,0.025,5m,1.3,1.1,1.5,224.0,760.0,0.05,7m,1.5,1.3,1.1,264.0,0.4,6,COMPLETE
149,149,-0.3914905384267602,2025-06-16 00:51:49.286510,2025-06-16 00:51:58.041623,0 days 00:00:08.755113,280.0,0.05,1m,1.5,0.9,1.5,696.0,,,,,,,,368.0,0.025,5m,0.6,1.2000000000000002,1.2000000000000002,104.0,,,,,,,,,,,,,,,528.0,0.05,3m,0.6,1.5,1.1,48.0,368,0.025,6m,0.9,1.2000000000000002,1.3,848,16.0,0.025,3m,0.6,1.2000000000000002,1.6,248.0,600.0,0.025,5m,1.5,1.3,1.6,48.0,656.0,0.05,4m,0.6,1.4,1.1,168.0,0.3,7,COMPLETE
