,number,value,datetime_start,datetime_complete,duration,params_AMZN_CTAS_beta_win,params_AMZN_CTAS_stop_loss,params_AMZN_CTAS_trade_freq,params_AMZN_CTAS_z_entry,params_AMZN_CTAS_z_exit,params_AMZN_CTAS_z_stop_scaler,params_AMZN_CTAS_z_win,params_ANSS_PYPL_beta_win,params_ANSS_PYPL_stop_loss,params_ANSS_PYPL_trade_freq,params_ANSS_PYPL_z_entry,params_ANSS_PYPL_z_exit,params_ANSS_PYPL_z_stop_scaler,params_ANSS_PYPL_z_win,params_CSGP_PYPL_beta_win,params_CSGP_PYPL_stop_loss,params_CSGP_PYPL_trade_freq,params_CSGP_PYPL_z_entry,params_CSGP_PYPL_z_exit,params_CSGP_PYPL_z_stop_scaler,params_CSGP_PYPL_z_win,params_DASH_LIN_beta_win,params_DASH_LIN_stop_loss,params_DASH_LIN_trade_freq,params_DASH_LIN_z_entry,params_DASH_LIN_z_exit,params_DASH_LIN_z_stop_scaler,params_DASH_LIN_z_win,params_DASH_PCAR_beta_win,params_DASH_PCAR_stop_loss,params_DASH_PCAR_trade_freq,params_DASH_PCAR_z_entry,params_DASH_PCAR_z_exit,params_DASH_PCAR_z_stop_scaler,params_DASH_PCAR_z_win,params_DXCM_PYPL_beta_win,params_DXCM_PYPL_stop_loss,params_DXCM_PYPL_trade_freq,params_DXCM_PYPL_z_entry,params_DXCM_PYPL_z_exit,params_DXCM_PYPL_z_stop_scaler,params_DXCM_PYPL_z_win,params_ISRG_MRVL_beta_win,params_ISRG_MRVL_stop_loss,params_ISRG_MRVL_trade_freq,params_ISRG_MRVL_z_entry,params_ISRG_MRVL_z_exit,params_ISRG_MRVL_z_stop_scaler,params_ISRG_MRVL_z_win,params_LRCX_NFLX_beta_win,params_LRCX_NFLX_stop_loss,params_LRCX_NFLX_trade_freq,params_LRCX_NFLX_z_entry,params_LRCX_NFLX_z_exit,params_LRCX_NFLX_z_stop_scaler,params_LRCX_NFLX_z_win,params_MCHP_PYPL_beta_win,params_MCHP_PYPL_stop_loss,params_MCHP_PYPL_trade_freq,params_MCHP_PYPL_z_entry,params_MCHP_PYPL_z_exit,params_MCHP_PYPL_z_stop_scaler,params_MCHP_PYPL_z_win,params_ROP_ROST_beta_win,params_ROP_ROST_stop_loss,params_ROP_ROST_trade_freq,params_ROP_ROST_z_entry,params_ROP_ROST_z_exit,params_ROP_ROST_z_stop_scaler,params_ROP_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
96,96,-2.583135310682533,2025-06-16 00:42:31.296774,2025-06-16 00:42:33.179064,0 days 00:00:01.882290,,,,,,,,,,,,,,,192.0,0.025,8m,1.0,0.7,2.0,24.0,,,,,,,,768,0.05,9m,0.6,0.5,1.3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
97,97,-32.777715953219314,2025-06-16 00:42:33.235028,2025-06-16 00:42:35.639347,0 days 00:00:02.404319,,,,,,,,,,,,,,,56.0,0.025,9m,1.1,0.6,2.0,368.0,,,,,,,,792,0.05,1m,0.5,0.7,1.4000000000000001,768,,,,,,,,,,,,,,,,,,,,,,104.0,0.05,10m,0.5,1.3,1.8000000000000003,128.0,,,,,,,,0.5,3,COMPLETE
98,98,1.24094466720498,2025-06-16 00:42:35.706144,2025-06-16 00:42:37.453488,0 days 00:00:01.747344,,,,,,,,,,,,,,,152.0,0.025,2m,1.0,0.5,1.9000000000000001,224.0,,,,,,,,720,0.05,9m,0.5,0.5,1.3,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
99,99,2.334939403746083,2025-06-16 00:42:37.514089,2025-06-16 00:42:40.105865,0 days 00:00:02.591776,,,,,,,,,,,,,,,96.0,0.025,9m,0.9,0.6,2.0,176.0,,,,,,,,712,0.05,6m,0.6,1.3,1.2000000000000002,224,,,,,,,,,,,,,,,,,,,,,,520.0,0.05,5m,0.8,1.4,1.2000000000000002,352.0,,,,,,,,0.5,3,COMPLETE
100,100,-28.24061541696912,2025-06-16 00:42:40.154061,2025-06-16 00:42:43.480723,0 days 00:00:03.326662,,,,,,,,736.0,0.05,4m,0.9,1.2000000000000002,1.9000000000000001,736.0,288.0,0.025,1m,0.7,0.5,1.9000000000000001,104.0,,,,,,,,888,0.05,9m,0.6,0.6,1.1,136,,,,,,,,,,,,,,,,,,,,,,384.0,0.05,1m,1.5,1.5,1.1,56.0,,,,,,,,0.45,4,COMPLETE
101,101,-1.2255515290747072,2025-06-16 00:42:43.533023,2025-06-16 00:42:45.190607,0 days 00:00:01.657584,,,,,,,,,,,,,,,128.0,0.025,6m,0.8,0.6,2.0,64.0,,,,,,,,952,0.05,8m,0.7,0.6,1.1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
102,102,1.2295978637397855,2025-06-16 00:42:45.259320,2025-06-16 00:42:46.187430,0 days 00:00:00.928110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,0.05,9m,0.6,0.6,1.1,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
103,103,1.0582802536424436,2025-06-16 00:42:46.259475,2025-06-16 00:42:48.033863,0 days 00:00:01.774388,,,,,,,,,,,,,,,160.0,0.025,10m,1.1,0.5,1.9000000000000001,256.0,,,,,,,,872,0.05,9m,0.5,0.7,1.1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
104,104,-2.5661597651057613,2025-06-16 00:42:48.142410,2025-06-16 00:42:49.257887,0 days 00:00:01.115477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904,0.05,4m,0.7,0.5,1.2000000000000002,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
105,105,0.38816840931460983,2025-06-16 00:42:49.301656,2025-06-16 00:42:50.210715,0 days 00:00:00.909059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,0.05,10m,0.6,0.6,1.1,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
106,106,-74.16068679304519,2025-06-16 00:42:50.274157,2025-06-16 00:42:54.004418,0 days 00:00:03.730261,,,,,,,,,,,,,,,48.0,0.025,7m,1.0,0.5,2.0,160.0,,,,,,,,992,0.05,1m,0.7,0.5,1.1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
107,107,-5.1846807533735415,2025-06-16 00:42:54.120204,2025-06-16 00:43:09.023054,0 days 00:00:14.902850,,,,,,,,136.0,0.05,1m,0.6,0.6,1.1,512.0,328.0,0.025,9m,0.9,0.7,1.7000000000000002,128.0,888.0,0.05,7m,1.0,0.6,1.3,432.0,808,0.05,9m,0.8,0.6,1.2000000000000002,176,432.0,0.025,7m,1.2000000000000002,1.2000000000000002,1.3,544.0,688.0,0.05,3m,0.5,0.8,1.9000000000000001,48.0,,,,,,,,16.0,0.05,8m,0.7,1.3,1.8000000000000003,488.0,,,,,,,,0.45,7,COMPLETE
108,108,2.964706308603717,2025-06-16 00:43:09.164077,2025-06-16 00:43:10.873845,0 days 00:00:01.709768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,0.05,7m,0.6,0.7,1.1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
109,109,-3.783304650374107,2025-06-16 00:43:10.978508,2025-06-16 00:43:13.887266,0 days 00:00:02.908758,,,,,,,,,,,,,,,176.0,0.025,8m,1.2000000000000002,0.6,1.9000000000000001,16.0,,,,,,,,864,0.05,2m,0.5,0.7,1.3,232,,,,,,,,,,,,,,,,,,,,,,288.0,0.05,7m,0.7,1.2000000000000002,1.6,592.0,,,,,,,,0.35000000000000003,3,COMPLETE
110,110,1.5932709394783884,2025-06-16 00:43:13.962164,2025-06-16 00:43:15.722964,0 days 00:00:01.760800,,,,,,,,,,,,,,,232.0,0.025,9m,1.1,0.5,2.0,448.0,,,,,,,,832,0.05,7m,0.6,0.5,1.2000000000000002,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
111,111,2.7361521886974383,2025-06-16 00:43:15.775177,2025-06-16 00:43:16.758694,0 days 00:00:00.983517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,0.05,7m,0.6,0.6,1.1,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
112,112,1.355575019564145,2025-06-16 00:43:16.845002,2025-06-16 00:43:17.742388,0 days 00:00:00.897386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896,0.05,7m,0.6,0.7,1.1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
113,113,1.8706975990725339,2025-06-16 00:43:17.802547,2025-06-16 00:43:18.701467,0 days 00:00:00.898920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,0.05,7m,0.5,0.5,1.1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
114,114,2.291177169959364,2025-06-16 00:43:18.759135,2025-06-16 00:43:19.716145,0 days 00:00:00.957010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,0.05,7m,0.6,0.6,1.1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
115,115,0.3570908433706699,2025-06-16 00:43:19.769019,2025-06-16 00:43:21.561233,0 days 00:00:01.792214,,,,,,,,,,,,,,,72.0,0.025,9m,1.0,0.6,1.6,88.0,,,,,,,,1008,0.05,9m,0.5,0.5,1.1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
116,116,-0.5135698364918259,2025-06-16 00:43:21.614526,2025-06-16 00:43:29.492397,0 days 00:00:07.877871,24.0,0.05,4m,1.0,0.5,1.5,1024.0,552.0,0.05,5m,0.7,0.7,1.8000000000000003,400.0,264.0,0.025,9m,0.9,0.5,2.0,288.0,152.0,0.025,8m,1.5,1.0,1.8000000000000003,144.0,672,0.05,6m,0.6,0.6,1.1,32,88.0,0.05,10m,0.8,0.8,1.8000000000000003,1016.0,296.0,0.025,1m,1.3,1.5,1.7000000000000002,352.0,40.0,0.05,3m,1.5,0.5,2.0,984.0,88.0,0.05,6m,1.4,1.4,1.1,96.0,832.0,0.025,2m,1.5,1.5,1.1,48.0,0.35000000000000003,10,COMPLETE
117,117,1.2663062125896116,2025-06-16 00:43:29.570001,2025-06-16 00:43:31.228051,0 days 00:00:01.658050,,,,,,,,,,,,,,,96.0,0.025,2m,1.0,0.8,1.8000000000000003,48.0,,,,,,,,744,0.05,7m,0.7,0.7,1.2000000000000002,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
118,118,1.9918276639083765,2025-06-16 00:43:31.302548,2025-06-16 00:43:32.247425,0 days 00:00:00.944877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976,0.025,7m,0.5,0.5,1.1,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
119,119,0.4164131009339386,2025-06-16 00:43:32.300336,2025-06-16 00:43:33.213046,0 days 00:00:00.912710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,0.05,9m,0.6,0.6,1.2000000000000002,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
120,120,0.984793774988731,2025-06-16 00:43:33.260662,2025-06-16 00:43:35.015541,0 days 00:00:01.754879,,,,,,,,,,,,,,,680.0,0.025,9m,1.1,0.6,1.9000000000000001,328.0,,,,,,,,784,0.05,8m,0.7,1.2000000000000002,1.1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
121,121,2.682239196685322,2025-06-16 00:43:35.110650,2025-06-16 00:43:36.137338,0 days 00:00:01.026688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,0.05,7m,0.7,0.6,1.1,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
122,122,2.454771706527871,2025-06-16 00:43:36.211000,2025-06-16 00:43:37.208702,0 days 00:00:00.997702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0.05,7m,0.7,0.5,1.1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
123,123,1.8407059772462073,2025-06-16 00:43:37.294601,2025-06-16 00:43:38.139478,0 days 00:00:00.844877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,0.05,7m,0.6,0.6,1.1,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
124,124,1.4794685322175465,2025-06-16 00:43:38.218495,2025-06-16 00:43:39.944484,0 days 00:00:01.725989,,,,,,,,,,,,,,,200.0,0.025,8m,0.8,0.7,2.0,384.0,,,,,,,,912,0.05,7m,0.8,0.6,1.1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
125,125,0.02858953942888065,2025-06-16 00:43:40.041592,2025-06-16 00:43:40.988741,0 days 00:00:00.947149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848,0.05,7m,0.6,0.5,1.2000000000000002,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
126,126,-1.0548392755632159,2025-06-16 00:43:41.042257,2025-06-16 00:43:42.972454,0 days 00:00:01.930197,,,,,,,,,,,,,,,128.0,0.025,1m,1.0,0.5,1.9000000000000001,232.0,,,,,,,,984,0.05,5m,0.7,0.6,1.1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
127,127,1.7273793172349043,2025-06-16 00:43:43.027355,2025-06-16 00:43:44.010228,0 days 00:00:00.982873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904,0.05,7m,0.7,0.7,1.1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
128,128,0.33318633297141614,2025-06-16 00:43:44.085869,2025-06-16 00:43:45.020585,0 days 00:00:00.934716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,0.05,9m,0.6,0.5,1.2000000000000002,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
129,129,-1.189309425256235,2025-06-16 00:43:45.085024,2025-06-16 00:43:49.888374,0 days 00:00:04.803350,,,,,,,,80.0,0.05,7m,1.4,1.4,1.5,440.0,40.0,0.025,9m,1.2000000000000002,0.5,1.8000000000000003,184.0,568.0,0.05,5m,1.3,0.9,1.5,936.0,1024,0.05,7m,0.8,0.6,1.1,152,248.0,0.025,6m,0.6,1.3,1.2000000000000002,216.0,,,,,,,,,,,,,,,440.0,0.05,5m,0.6,1.5,1.9000000000000001,264.0,,,,,,,,0.5,6,COMPLETE
130,130,0.3976558860291639,2025-06-16 00:43:49.957530,2025-06-16 00:43:52.066494,0 days 00:00:02.108964,,,,,,,,,,,,,,,16.0,0.025,10m,0.9,0.7,2.0,488.0,,,,,,,,872,0.05,9m,0.5,0.5,1.2000000000000002,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
131,131,2.682239196685322,2025-06-16 00:43:52.116297,2025-06-16 00:43:52.998207,0 days 00:00:00.881910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944,0.05,7m,0.7,0.6,1.1,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
132,132,1.1729809824386122,2025-06-16 00:43:53.067439,2025-06-16 00:43:54.046582,0 days 00:00:00.979143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,0.05,7m,0.7,1.4,1.1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
133,133,2.4209641063305534,2025-06-16 00:43:54.093275,2025-06-16 00:43:55.031373,0 days 00:00:00.938098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0.05,7m,0.8,0.6,1.1,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
134,134,-1.0077345476693849,2025-06-16 00:43:55.093513,2025-06-16 00:43:56.115339,0 days 00:00:01.021826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824,0.05,4m,0.6,0.6,1.4000000000000001,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
135,135,-1.7675600816732038,2025-06-16 00:43:56.182315,2025-06-16 00:43:58.059284,0 days 00:00:01.876969,,,,,,,,,,,,,,,376.0,0.025,6m,1.1,0.6,2.0,120.0,,,,,,,,760,0.05,7m,0.7,0.5,1.1,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
136,136,0.252904220576005,2025-06-16 00:43:58.142948,2025-06-16 00:43:59.865198,0 days 00:00:01.722250,,,,,,,,,,,,,,,168.0,0.025,9m,1.0,0.6,1.9000000000000001,352.0,,,,,,,,904,0.05,10m,0.7,0.6,1.1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
137,137,-1.9307595782191012,2025-06-16 00:43:59.936133,2025-06-16 00:44:00.894345,0 days 00:00:00.958212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,0.05,7m,0.6,0.5,1.1,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
138,138,1.2399413447787946,2025-06-16 00:44:00.941774,2025-06-16 00:44:03.528440,0 days 00:00:02.586666,,,,,,,,,,,,,,,64.0,0.025,3m,1.2000000000000002,0.5,1.9000000000000001,408.0,,,,,,,,1000,0.05,9m,0.5,0.7,1.2000000000000002,184,,,,,,,,,,,,,,,,,,,,,,232.0,0.05,3m,0.9,1.3,1.7000000000000002,448.0,,,,,,,,0.5,3,COMPLETE
139,139,-31.441388111027255,2025-06-16 00:44:03.582406,2025-06-16 00:44:10.244191,0 days 00:00:06.661785,728.0,0.025,1m,1.5,1.1,1.6,384.0,696.0,0.05,10m,0.8,1.2000000000000002,1.6,144.0,328.0,0.025,9m,0.8,0.5,1.8000000000000003,208.0,712.0,0.025,6m,0.7,1.4,1.2000000000000002,424.0,800,0.05,1m,0.6,1.1,1.3,152,832.0,0.05,10m,1.2000000000000002,0.9,1.9000000000000001,712.0,976.0,0.05,6m,0.9,0.7,1.3,800.0,,,,,,,,544.0,0.05,1m,0.8,1.4,1.2000000000000002,368.0,,,,,,,,0.3,8,COMPLETE
140,140,1.6400223579725395,2025-06-16 00:44:10.329506,2025-06-16 00:44:11.350300,0 days 00:00:01.020794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848,0.05,7m,1.1,0.6,1.1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
141,141,2.6941952754914937,2025-06-16 00:44:11.392631,2025-06-16 00:44:12.415798,0 days 00:00:01.023167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,0.05,7m,0.7,0.6,1.1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
142,142,3.144184498316195,2025-06-16 00:44:12.487548,2025-06-16 00:44:13.475784,0 days 00:00:00.988236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,0.05,7m,0.7,0.6,1.1,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
143,143,0.6805743262811536,2025-06-16 00:44:13.521388,2025-06-16 00:44:14.566896,0 days 00:00:01.045508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888,0.05,7m,0.7,0.7,1.1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
144,144,-3.875583679589989,2025-06-16 00:44:14.621858,2025-06-16 00:44:16.376431,0 days 00:00:01.754573,,,,,,,,,,,,,,,424.0,0.025,7m,0.9,0.6,1.5,144.0,,,,,,,,920,0.05,2m,0.8,0.5,1.1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
145,145,1.812292671172699,2025-06-16 00:44:16.455565,2025-06-16 00:44:17.413478,0 days 00:00:00.957913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976,0.05,7m,0.7,0.6,1.1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
146,146,-0.9285987758909778,2025-06-16 00:44:17.471986,2025-06-16 00:44:19.303314,0 days 00:00:01.831328,,,,,,,,,,,,,,,216.0,0.025,9m,0.7,1.4,2.0,64.0,,,,,,,,960,0.05,7m,0.6,0.6,1.2000000000000002,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
147,147,-1.1768512926398214,2025-06-16 00:44:19.369044,2025-06-16 00:44:21.179729,0 days 00:00:01.810685,,,,,,,,,,,,,,,104.0,0.025,9m,1.1,0.9,1.9000000000000001,16.0,,,,,,,,864,0.05,9m,0.7,0.5,1.1,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
148,148,-3.49422222355594,2025-06-16 00:44:21.236689,2025-06-16 00:44:22.143532,0 days 00:00:00.906843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,0.05,3m,0.6,0.5,1.5,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
149,149,-1.9634238922079608,2025-06-16 00:44:22.221637,2025-06-16 00:44:23.265756,0 days 00:00:01.044119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,0.05,7m,0.8,0.6,1.1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
