,number,value,datetime_start,datetime_complete,duration,params_AVGO_MRNA_beta_win,params_AVGO_MRNA_stop_loss,params_AVGO_MRNA_trade_freq,params_AVGO_MRNA_z_entry,params_AVGO_MRNA_z_exit,params_AVGO_MRNA_z_stop_scaler,params_AVGO_MRNA_z_win,params_CPRT_MRNA_beta_win,params_CPRT_MRNA_stop_loss,params_CPRT_MRNA_trade_freq,params_CPRT_MRNA_z_entry,params_CPRT_MRNA_z_exit,params_CPRT_MRNA_z_stop_scaler,params_CPRT_MRNA_z_win,params_FISV_MRNA_beta_win,params_FISV_MRNA_stop_loss,params_FISV_MRNA_trade_freq,params_FISV_MRNA_z_entry,params_FISV_MRNA_z_exit,params_FISV_MRNA_z_stop_scaler,params_FISV_MRNA_z_win,params_ISRG_MRNA_beta_win,params_ISRG_MRNA_stop_loss,params_ISRG_MRNA_trade_freq,params_ISRG_MRNA_z_entry,params_ISRG_MRNA_z_exit,params_ISRG_MRNA_z_stop_scaler,params_ISRG_MRNA_z_win,params_KLAC_MRNA_beta_win,params_KLAC_MRNA_stop_loss,params_KLAC_MRNA_trade_freq,params_KLAC_MRNA_z_entry,params_KLAC_MRNA_z_exit,params_KLAC_MRNA_z_stop_scaler,params_KLAC_MRNA_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_MCHP_MRNA_beta_win,params_MCHP_MRNA_stop_loss,params_MCHP_MRNA_trade_freq,params_MCHP_MRNA_z_entry,params_MCHP_MRNA_z_exit,params_MCHP_MRNA_z_stop_scaler,params_MCHP_MRNA_z_win,params_MDLZ_MRNA_beta_win,params_MDLZ_MRNA_stop_loss,params_MDLZ_MRNA_trade_freq,params_MDLZ_MRNA_z_entry,params_MDLZ_MRNA_z_exit,params_MDLZ_MRNA_z_stop_scaler,params_MDLZ_MRNA_z_win,params_MNST_MRNA_beta_win,params_MNST_MRNA_stop_loss,params_MNST_MRNA_trade_freq,params_MNST_MRNA_z_entry,params_MNST_MRNA_z_exit,params_MNST_MRNA_z_stop_scaler,params_MNST_MRNA_z_win,params_SBUX_MRNA_beta_win,params_SBUX_MRNA_stop_loss,params_SBUX_MRNA_trade_freq,params_SBUX_MRNA_z_entry,params_SBUX_MRNA_z_exit,params_SBUX_MRNA_z_stop_scaler,params_SBUX_MRNA_z_win,params_buffer_capital,params_pairs_to_trade,state
100,100,-1.4156906334627806,2025-06-15 23:44:10.423808,2025-06-15 23:44:16.474402,0 days 00:00:06.050594,192.0,0.025,5m,0.9,0.9,1.5,344.0,416,0.05,9m,1.3,1.4,1.3,256,336.0,0.025,4m,0.7,1.2000000000000002,2.0,968.0,,,,,,,,,,,,,,,184.0,0.025,8m,1.1,1.0,2.0,712.0,144.0,0.025,9m,0.9,1.4,1.8000000000000003,624.0,304.0,0.025,3m,1.0,0.8,1.5,752.0,304.0,0.025,9m,1.1,0.8,1.4000000000000001,840.0,,,,,,,,0.2,7,COMPLETE
101,101,0.020279912747513583,2025-06-15 23:44:16.571443,2025-06-15 23:44:17.623659,0 days 00:00:01.052216,,,,,,,,480,0.05,2m,1.3,0.7,1.2000000000000002,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
102,102,-0.22221568515668333,2025-06-15 23:44:17.684659,2025-06-15 23:44:18.852882,0 days 00:00:01.168223,,,,,,,,520,0.05,2m,1.3,0.7,1.2000000000000002,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
103,103,0.12890680329726198,2025-06-15 23:44:18.919392,2025-06-15 23:44:19.994353,0 days 00:00:01.074961,,,,,,,,448,0.05,2m,1.4,0.8,1.2000000000000002,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
104,104,-0.4267848063786185,2025-06-15 23:44:20.063868,2025-06-15 23:44:21.089510,0 days 00:00:01.025642,,,,,,,,576,0.05,2m,1.2000000000000002,0.6,1.1,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
105,105,1.42626892901214,2025-06-15 23:44:21.150024,2025-06-15 23:44:23.023405,0 days 00:00:01.873381,304.0,0.05,4m,1.0,1.2000000000000002,1.8000000000000003,840.0,528,0.05,2m,1.3,0.7,1.6,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
106,106,0.005726426534087809,2025-06-15 23:44:23.074401,2025-06-15 23:44:25.021841,0 days 00:00:01.947440,280.0,0.05,4m,1.3,1.4,1.8000000000000003,840.0,112,0.05,10m,1.4,1.0,1.6,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
107,107,3.1326876681823643,2025-06-15 23:44:25.085843,2025-06-15 23:44:28.794995,0 days 00:00:03.709152,304.0,0.05,4m,1.2000000000000002,1.1,1.8000000000000003,912.0,144,0.05,5m,1.2000000000000002,0.6,1.7000000000000002,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.0,0.025,7m,1.0,1.2000000000000002,1.4000000000000001,512.0,208.0,0.05,4m,0.8,1.3,1.8000000000000003,296.0,,,,,,,,,,,,,,,0.3,4,COMPLETE
108,108,-0.2027899762544947,2025-06-15 23:44:28.864502,2025-06-15 23:44:32.273672,0 days 00:00:03.409170,304.0,0.05,4m,1.2000000000000002,1.1,1.8000000000000003,928.0,152,0.05,7m,1.2000000000000002,0.6,1.9000000000000001,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,0.025,7m,1.0,1.3,1.4000000000000001,536.0,184.0,0.05,4m,0.8,1.3,1.8000000000000003,296.0,,,,,,,,,,,,,,,0.3,4,COMPLETE
109,109,-0.529323937642163,2025-06-15 23:44:32.335182,2025-06-15 23:44:35.093034,0 days 00:00:02.757852,352.0,0.05,4m,1.1,1.2000000000000002,1.9000000000000001,856.0,200,0.05,2m,1.1,0.5,1.7000000000000002,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,0.05,4m,0.6,1.4,2.0,264.0,,,,,,,,,,,,,,,0.3,3,COMPLETE
110,110,-0.6423582395754526,2025-06-15 23:44:35.150544,2025-06-15 23:44:38.762575,0 days 00:00:03.612031,384.0,0.05,4m,1.0,1.3,1.8000000000000003,904.0,136,0.025,3m,1.2000000000000002,0.7,1.6,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.0,0.025,7m,1.1,1.2000000000000002,1.4000000000000001,488.0,328.0,0.05,4m,0.7,1.2000000000000002,1.8000000000000003,48.0,,,,,,,,,,,,,,,0.05,4,COMPLETE
111,111,-1.8633505809135604,2025-06-15 23:44:38.825008,2025-06-15 23:44:41.507499,0 days 00:00:02.682491,424.0,0.05,4m,1.3,1.2000000000000002,1.9000000000000001,784.0,216,0.05,5m,1.3,0.6,1.8000000000000003,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,0.05,9m,0.9,1.3,1.7000000000000002,160.0,,,,,,,,,,,,,,,0.3,3,COMPLETE
112,112,1.7304951256570535,2025-06-15 23:44:41.568006,2025-06-15 23:44:48.716822,0 days 00:00:07.148816,232.0,0.05,4m,1.4,1.1,1.7000000000000002,720.0,104,0.05,5m,1.3,0.8,1.7000000000000002,56,320.0,0.05,4m,0.6,1.4,1.4000000000000001,280.0,,,,,,,,,,,,,,,,,,,,,,640.0,0.025,7m,0.8,1.4,1.3,592.0,472.0,0.05,2m,0.9,1.5,1.9000000000000001,440.0,,,,,,,,,,,,,,,0.25,5,COMPLETE
113,113,-4.4623466076115275,2025-06-15 23:44:48.863347,2025-06-15 23:45:02.802282,0 days 00:00:13.938935,240.0,0.05,4m,1.4,1.1,1.7000000000000002,728.0,72,0.05,5m,1.0,0.8,1.7000000000000002,136,320.0,0.05,4m,0.6,1.4,1.4000000000000001,264.0,,,,,,,,,,,,,,,848.0,0.05,1m,0.8,0.8,1.8000000000000003,640.0,600.0,0.025,7m,0.8,1.4,1.3,592.0,480.0,0.05,2m,0.9,1.4,1.9000000000000001,464.0,,,,,,,,,,,,,,,0.25,6,COMPLETE
114,114,-1.3906859107097138,2025-06-15 23:45:02.986374,2025-06-15 23:45:09.202716,0 days 00:00:06.216342,216.0,0.05,4m,1.4,1.1,1.8000000000000003,816.0,104,0.05,5m,1.3,0.6,1.7000000000000002,56,264.0,0.05,4m,0.6,1.5,1.5,80.0,,,,,,,,,,,,,,,,,,,,,,680.0,0.025,7m,0.7,1.3,1.4000000000000001,760.0,400.0,0.05,2m,1.0,1.5,1.9000000000000001,520.0,,,,,,,,,,,,,,,0.15000000000000002,5,COMPLETE
115,115,1.4560736596860764,2025-06-15 23:45:09.264228,2025-06-15 23:45:13.625268,0 days 00:00:04.361040,136.0,0.05,4m,1.4,1.2000000000000002,1.9000000000000001,904.0,168,0.05,5m,1.3,0.7,1.8000000000000003,88,368.0,0.05,4m,0.9,1.5,1.4000000000000001,544.0,,,,,,,,,,,,,,,,,,,,,,488.0,0.025,7m,0.9,1.2000000000000002,1.3,856.0,216.0,0.05,2m,0.7,1.5,2.0,416.0,,,,,,,,,,,,,,,0.1,5,COMPLETE
116,116,-0.015798601583581387,2025-06-15 23:45:13.693776,2025-06-15 23:45:18.163547,0 days 00:00:04.469771,128.0,0.05,4m,1.4,1.2000000000000002,1.9000000000000001,880.0,704,0.05,5m,1.3,0.6,1.8000000000000003,80,384.0,0.05,4m,0.9,1.5,1.4000000000000001,528.0,,,,,,,,,,,,,,,,,,,,,,568.0,0.025,7m,0.9,1.2000000000000002,1.3,872.0,216.0,0.05,2m,0.7,1.5,2.0,400.0,,,,,,,,,,,,,,,0.25,5,COMPLETE
117,117,0.6068106752479728,2025-06-15 23:45:18.228559,2025-06-15 23:45:22.520220,0 days 00:00:04.291661,192.0,0.05,4m,1.5,1.2000000000000002,1.9000000000000001,912.0,160,0.05,5m,1.2000000000000002,0.8,1.7000000000000002,32,248.0,0.05,4m,0.9,1.3,1.4000000000000001,416.0,,,,,,,,,,,,,,,,,,,,,,496.0,0.025,7m,0.8,1.5,1.5,408.0,448.0,0.05,2m,0.8,1.4,2.0,352.0,,,,,,,,,,,,,,,0.3,5,COMPLETE
118,118,-0.7414031238829306,2025-06-15 23:45:22.565194,2025-06-15 23:45:27.773374,0 days 00:00:05.208180,56.0,0.05,4m,1.3,1.3,1.8000000000000003,968.0,16,0.05,5m,1.3,0.7,1.8000000000000003,96,520.0,0.05,4m,0.8,1.4,1.3,264.0,,,,,,,,,,,,,,,24.0,0.05,6m,1.4,1.2000000000000002,1.3,456.0,640.0,0.025,7m,1.0,1.1,1.2000000000000002,648.0,168.0,0.05,2m,0.6,1.5,1.9000000000000001,432.0,,,,,,,,,,,,,,,0.1,6,COMPLETE
119,119,0.8336531115398471,2025-06-15 23:45:27.832020,2025-06-15 23:45:31.993242,0 days 00:00:04.161222,288.0,0.05,4m,1.5,1.0,1.9000000000000001,856.0,112,0.025,5m,1.2000000000000002,0.8,1.9000000000000001,112,352.0,0.05,4m,0.5,1.5,1.5,488.0,,,,,,,,,,,,,,,,,,,,,,456.0,0.025,7m,0.9,1.4,1.3,944.0,232.0,0.05,2m,0.7,1.5,2.0,288.0,,,,,,,,,,,,,,,0.15000000000000002,5,COMPLETE
120,120,-0.9841624611660255,2025-06-15 23:45:32.058359,2025-06-15 23:45:37.114700,0 days 00:00:05.056341,248.0,0.05,4m,1.3,1.1,1.8000000000000003,776.0,80,0.05,8m,1.3,0.7,1.6,56,520.0,0.05,3m,1.1,1.4,1.6,576.0,,,,,,,,,,,,,,,664.0,0.025,8m,0.8,0.5,2.0,928.0,536.0,0.025,3m,0.7,0.9,1.4000000000000001,840.0,368.0,0.05,4m,0.8,1.4,1.8000000000000003,560.0,,,,,,,,,,,,,,,0.2,6,COMPLETE
121,121,-2.174642292936082,2025-06-15 23:45:37.176594,2025-06-15 23:45:41.538868,0 days 00:00:04.362274,328.0,0.05,4m,1.5,1.0,1.9000000000000001,856.0,40,0.025,5m,1.1,0.8,1.9000000000000001,120,360.0,0.05,4m,0.5,1.5,1.5,488.0,,,,,,,,,,,,,,,,,,,,,,448.0,0.025,7m,0.9,1.4,1.3,920.0,208.0,0.05,2m,0.7,1.5,2.0,280.0,,,,,,,,,,,,,,,0.15000000000000002,5,COMPLETE
122,122,0.06997104991796489,2025-06-15 23:45:41.604376,2025-06-15 23:45:45.715958,0 days 00:00:04.111582,296.0,0.05,4m,1.4,1.0,1.8000000000000003,936.0,128,0.025,5m,1.2000000000000002,0.8,1.9000000000000001,192,304.0,0.05,4m,0.6,1.5,1.4000000000000001,320.0,,,,,,,,,,,,,,,,,,,,,,472.0,0.025,7m,0.9,1.5,1.3,968.0,256.0,0.05,2m,0.9,1.5,1.9000000000000001,232.0,,,,,,,,,,,,,,,0.1,5,COMPLETE
123,123,1.9396397453419287,2025-06-15 23:45:45.793281,2025-06-15 23:45:49.555813,0 days 00:00:03.762532,280.0,0.05,4m,1.5,1.2000000000000002,1.9000000000000001,912.0,176,0.025,5m,1.2000000000000002,0.6,2.0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,0.025,7m,0.8,1.3,1.2000000000000002,1024.0,552.0,0.05,2m,0.8,1.4,2.0,360.0,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
124,124,-2.1072613628030714,2025-06-15 23:45:49.662845,2025-06-15 23:45:53.364446,0 days 00:00:03.701601,176.0,0.05,4m,1.4,1.2000000000000002,1.9000000000000001,896.0,192,0.025,5m,1.1,0.6,2.0,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.0,0.025,8m,0.8,1.3,1.2000000000000002,1016.0,552.0,0.05,7m,0.8,1.4,2.0,376.0,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
125,125,-2.4673111786765296,2025-06-15 23:45:53.428087,2025-06-15 23:45:57.132887,0 days 00:00:03.704800,224.0,0.05,10m,1.4,1.2000000000000002,2.0,960.0,176,0.025,5m,1.3,0.6,1.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.0,0.025,7m,1.0,1.2000000000000002,1.2000000000000002,520.0,632.0,0.05,5m,0.7,1.3,1.9000000000000001,488.0,,,,,,,,,,,,,,,0.25,4,COMPLETE
126,126,-24.33134596058107,2025-06-15 23:45:57.191711,2025-06-15 23:45:59.956512,0 days 00:00:02.764801,264.0,0.05,8m,1.5,1.1,1.8000000000000003,824.0,168,0.025,6m,1.2000000000000002,0.5,1.6,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,0.05,1m,0.8,1.3,1.9000000000000001,192.0,,,,,,,,,,,,,,,0.2,3,COMPLETE
127,127,0.3724825982129849,2025-06-15 23:46:00.009669,2025-06-15 23:46:03.680192,0 days 00:00:03.670523,144.0,0.05,9m,1.2000000000000002,1.3,1.9000000000000001,1000.0,232,0.05,5m,1.3,0.6,1.8000000000000003,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.0,0.025,9m,0.7,1.0,1.5,824.0,440.0,0.05,6m,0.9,1.1,2.0,440.0,,,,,,,,,,,,,,,0.1,4,COMPLETE
128,128,0.0335825545136537,2025-06-15 23:46:03.750231,2025-06-15 23:46:12.155791,0 days 00:00:08.405560,88.0,0.05,3m,1.5,1.3,1.7000000000000002,920.0,664,0.05,4m,1.3,0.6,2.0,88,80.0,0.05,5m,0.8,1.3,1.3,160.0,176.0,0.025,7m,1.0,1.3,1.9000000000000001,528.0,,,,,,,,552.0,0.025,10m,0.7,0.7,1.6,768.0,600.0,0.025,10m,0.8,1.3,1.2000000000000002,544.0,560.0,0.05,2m,1.0,1.4,1.8000000000000003,320.0,200.0,0.05,5m,0.8,1.2000000000000002,1.9000000000000001,592.0,464.0,0.05,5m,1.5,0.6,1.7000000000000002,584.0,0.3,9,COMPLETE
129,129,-19.407590948294505,2025-06-15 23:46:12.219304,2025-06-15 23:46:19.392477,0 days 00:00:07.173173,208.0,0.05,7m,1.4,1.1,2.0,880.0,616,0.025,7m,1.3,0.7,1.5,16,416.0,0.05,1m,1.2000000000000002,1.4,1.4000000000000001,40.0,,,,,,,,,,,,,,,456.0,0.05,7m,1.5,1.5,1.3,688.0,680.0,0.025,5m,0.5,1.1,1.4000000000000001,736.0,336.0,0.05,2m,0.6,1.2000000000000002,1.7000000000000002,376.0,96.0,0.05,5m,1.0,1.4,1.6,200.0,792.0,0.025,1m,0.6,1.5,1.3,384.0,0.15000000000000002,8,COMPLETE
130,130,-1.7575594636280474,2025-06-15 23:46:19.496992,2025-06-15 23:46:24.289300,0 days 00:00:04.792308,368.0,0.05,6m,1.1,1.2000000000000002,1.8000000000000003,696.0,144,0.05,8m,1.4,0.5,1.7000000000000002,240,968.0,0.05,2m,1.4,1.2000000000000002,1.6,936.0,,,,,,,,,,,,,,,,,,,,,,400.0,0.025,4m,0.6,1.2000000000000002,1.2000000000000002,1008.0,672.0,0.05,10m,0.9,1.4,1.6,592.0,,,,,,,,,,,,,,,0.1,5,COMPLETE
131,131,0.4933185617434182,2025-06-15 23:46:24.365305,2025-06-15 23:46:29.057309,0 days 00:00:04.692004,312.0,0.05,4m,1.5,1.1,1.9000000000000001,864.0,104,0.025,5m,1.2000000000000002,0.8,2.0,112,352.0,0.05,4m,0.5,1.5,1.5,392.0,,,,,,,,,,,,,,,,,,,,,,536.0,0.025,7m,0.8,1.4,1.3,936.0,232.0,0.05,2m,0.7,1.5,2.0,320.0,,,,,,,,,,,,,,,0.15000000000000002,5,COMPLETE
132,132,-3.560392779633258,2025-06-15 23:46:29.133830,2025-06-15 23:46:32.825590,0 days 00:00:03.691760,280.0,0.05,4m,1.5,1.0,1.9000000000000001,792.0,72,0.025,5m,1.2000000000000002,0.9,1.9000000000000001,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0,0.025,7m,0.9,1.3,1.3,872.0,288.0,0.05,2m,0.8,1.5,2.0,248.0,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
133,133,-0.7356596008771268,2025-06-15 23:46:32.882101,2025-06-15 23:46:37.559800,0 days 00:00:04.677699,168.0,0.05,4m,1.5,1.0,1.9000000000000001,752.0,128,0.025,5m,1.1,0.9,1.9000000000000001,152,440.0,0.05,9m,0.7,1.5,1.5,336.0,,,,,,,,,,,,,,,,,,,,,,360.0,0.025,6m,0.9,1.4,1.3,984.0,416.0,0.05,2m,0.6,1.5,1.9000000000000001,360.0,,,,,,,,,,,,,,,0.15000000000000002,5,COMPLETE
134,134,-6.849180018280275,2025-06-15 23:46:37.630316,2025-06-15 23:46:42.900482,0 days 00:00:05.270166,336.0,0.05,4m,1.4,1.2000000000000002,1.9000000000000001,848.0,176,0.025,5m,1.2000000000000002,0.6,1.8000000000000003,128,568.0,0.05,8m,0.5,1.3,1.4000000000000001,304.0,,,,,,,,,,,,,,,880.0,0.025,1m,1.0,0.9,1.6,384.0,496.0,0.025,7m,1.0,1.3,1.4000000000000001,960.0,112.0,0.05,6m,0.7,1.3,2.0,288.0,,,,,,,,,,,,,,,0.1,6,COMPLETE
135,135,-1.8068459820937852,2025-06-15 23:46:42.975485,2025-06-15 23:46:51.892775,0 days 00:00:08.917290,48.0,0.05,4m,1.3,1.1,2.0,816.0,216,0.025,1m,1.3,0.7,1.8000000000000003,104,208.0,0.05,6m,0.6,1.4,1.3,464.0,624.0,0.05,1m,1.4,0.5,1.5,392.0,496.0,0.05,5m,0.9,1.0,1.5,384.0,336.0,0.05,2m,1.2000000000000002,0.6,1.1,280.0,328.0,0.025,7m,0.8,1.5,1.2000000000000002,888.0,496.0,0.05,7m,1.1,1.5,1.9000000000000001,504.0,424.0,0.025,9m,0.5,1.0,1.2000000000000002,720.0,216.0,0.025,6m,1.0,0.8,1.9000000000000001,1000.0,0.2,10,COMPLETE
136,136,2.8768738690394713,2025-06-15 23:46:51.974779,2025-06-15 23:46:56.642173,0 days 00:00:04.667394,136.0,0.05,4m,0.8,1.1,1.8000000000000003,960.0,552,0.025,9m,1.2000000000000002,0.6,2.0,216,280.0,0.05,3m,1.0,1.5,1.5,232.0,,,,,,,,,,,,,,,,,,,,,,280.0,0.025,2m,1.1,1.0,1.3,352.0,160.0,0.05,3m,0.5,1.4,2.0,416.0,,,,,,,,,,,,,,,0.1,5,COMPLETE
137,137,-1.9842541372649423,2025-06-15 23:46:56.741714,2025-06-15 23:46:59.370218,0 days 00:00:02.628504,144.0,0.05,8m,0.8,1.2000000000000002,1.8000000000000003,1008.0,560,0.05,9m,1.5,0.6,2.0,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,0.05,3m,0.5,1.4,2.0,408.0,,,,,,,,,,,,,,,0.05,3,COMPLETE
138,138,3.7173639094646496,2025-06-15 23:46:59.465741,2025-06-15 23:47:05.883872,0 days 00:00:06.418131,112.0,0.05,4m,0.8,1.1,1.7000000000000002,968.0,256,0.05,9m,1.4,0.5,1.6,264,288.0,0.05,3m,1.0,1.3,1.3,152.0,,,,,,,,,,,,,,,752.0,0.05,9m,1.3,1.0,1.9000000000000001,832.0,216.0,0.025,2m,1.1,1.0,1.4000000000000001,288.0,152.0,0.05,3m,0.5,1.3,1.8000000000000003,456.0,992.0,0.025,9m,0.7,1.1,1.6,944.0,,,,,,,,0.1,7,COMPLETE
139,139,1.1980664181940075,2025-06-15 23:47:05.958380,2025-06-15 23:47:14.352710,0 days 00:00:08.394330,112.0,0.05,4m,0.8,1.1,1.7000000000000002,968.0,296,0.05,9m,1.3,0.5,1.6,256,128.0,0.05,3m,1.0,1.3,1.3,152.0,1008.0,0.025,4m,0.7,1.4,1.3,1024.0,,,,,,,,760.0,0.05,9m,1.3,1.0,1.9000000000000001,904.0,256.0,0.025,2m,1.1,1.0,1.4000000000000001,288.0,16.0,0.05,3m,0.5,1.3,1.8000000000000003,544.0,1008.0,0.025,9m,0.7,1.1,1.6,960.0,904.0,0.025,4m,0.8,1.0,1.1,16.0,0.1,9,COMPLETE
140,140,2.649248969910736,2025-06-15 23:47:14.419224,2025-06-15 23:47:22.489927,0 days 00:00:08.070703,112.0,0.05,4m,0.8,1.1,1.7000000000000002,976.0,288,0.025,9m,1.4,0.5,1.6,72,272.0,0.05,3m,1.0,1.3,1.3,168.0,1000.0,0.025,4m,0.7,1.4,1.3,1024.0,,,,,,,,752.0,0.05,9m,1.3,1.0,2.0,912.0,232.0,0.025,2m,1.1,1.0,1.4000000000000001,296.0,16.0,0.05,3m,0.5,1.3,1.8000000000000003,544.0,1016.0,0.025,9m,0.7,1.1,1.6,1024.0,936.0,0.025,4m,0.8,1.1,1.1,64.0,0.1,9,COMPLETE
141,141,3.0470308269160093,2025-06-15 23:47:22.551110,2025-06-15 23:47:31.076301,0 days 00:00:08.525191,112.0,0.05,4m,0.8,1.1,1.7000000000000002,984.0,296,0.025,9m,1.4,0.5,1.6,280,136.0,0.05,3m,1.0,1.3,1.3,144.0,1000.0,0.025,4m,0.7,1.4,1.3,992.0,,,,,,,,752.0,0.05,9m,1.3,1.0,1.9000000000000001,912.0,248.0,0.025,2m,1.1,1.0,1.4000000000000001,288.0,40.0,0.05,3m,0.5,1.3,1.8000000000000003,552.0,1024.0,0.025,9m,0.7,1.1,1.6,1008.0,936.0,0.025,4m,0.8,1.1,1.1,24.0,0.1,9,COMPLETE
142,142,0.7141485756194557,2025-06-15 23:47:31.131516,2025-06-15 23:47:42.150735,0 days 00:00:11.019219,104.0,0.05,4m,0.8,1.1,1.7000000000000002,976.0,296,0.025,9m,1.4,0.5,1.6,280,96.0,0.05,3m,1.0,1.3,1.3,152.0,1008.0,0.025,4m,0.8,1.3,1.2000000000000002,1016.0,,,,,,,,744.0,0.05,9m,1.3,1.0,1.9000000000000001,920.0,232.0,0.025,2m,1.1,1.0,1.4000000000000001,296.0,24.0,0.05,3m,0.5,1.3,1.8000000000000003,552.0,1016.0,0.025,9m,0.7,1.1,1.6,1024.0,960.0,0.025,4m,0.8,1.1,1.1,16.0,0.1,9,COMPLETE
143,143,1.1621289228117908,2025-06-15 23:47:42.283831,2025-06-15 23:48:01.888304,0 days 00:00:19.604473,128.0,0.05,4m,0.8,1.1,1.7000000000000002,952.0,352,0.025,9m,1.4,0.5,1.6,280,136.0,0.05,3m,1.0,1.2000000000000002,1.3,144.0,904.0,0.025,4m,0.7,1.4,1.4000000000000001,904.0,,,,,,,,824.0,0.05,9m,1.4,1.0,1.9000000000000001,1016.0,208.0,0.025,2m,1.1,0.9,1.4000000000000001,248.0,56.0,0.05,3m,0.5,1.3,1.8000000000000003,464.0,904.0,0.025,9m,0.6,1.2000000000000002,1.5,952.0,840.0,0.025,4m,0.9,1.2000000000000002,1.1,88.0,0.1,9,COMPLETE
144,144,6.61618896751969,2025-06-15 23:48:02.064354,2025-06-15 23:48:10.467374,0 days 00:00:08.403020,32.0,0.05,4m,0.9,1.1,1.6,992.0,248,0.025,9m,1.5,0.5,1.6,64,256.0,0.05,3m,1.1,1.3,1.2000000000000002,224.0,904.0,0.025,4m,0.8,1.2000000000000002,1.2000000000000002,920.0,,,,,,,,944.0,0.05,9m,1.3,1.1,2.0,840.0,280.0,0.025,2m,1.2000000000000002,1.0,1.4000000000000001,344.0,112.0,0.05,4m,0.5,1.2000000000000002,1.7000000000000002,640.0,904.0,0.025,9m,0.8,1.1,1.7000000000000002,976.0,936.0,0.025,4m,0.8,1.0,1.2000000000000002,192.0,0.1,9,COMPLETE
145,145,4.048853712084822,2025-06-15 23:48:10.537883,2025-06-15 23:48:17.224299,0 days 00:00:06.686416,24.0,0.05,4m,0.9,1.1,1.6,1008.0,240,0.025,9m,1.5,0.5,1.6,64,264.0,0.05,3m,1.1,1.4,1.2000000000000002,232.0,,,,,,,,,,,,,,,928.0,0.05,9m,1.1,1.2000000000000002,2.0,832.0,184.0,0.025,2m,1.2000000000000002,1.0,1.5,344.0,120.0,0.05,3m,0.5,1.2000000000000002,1.7000000000000002,640.0,904.0,0.025,9m,0.8,1.3,1.7000000000000002,984.0,984.0,0.025,4m,0.6,1.2000000000000002,1.2000000000000002,216.0,0.1,8,COMPLETE
146,146,3.3503113289964315,2025-06-15 23:48:17.296175,2025-06-15 23:48:23.714295,0 days 00:00:06.418120,24.0,0.05,4m,0.9,1.1,1.6,1024.0,264,0.025,9m,1.5,0.5,1.6,48,264.0,0.05,3m,1.1,1.4,1.2000000000000002,232.0,,,,,,,,,,,,,,,952.0,0.05,9m,1.1,1.2000000000000002,2.0,824.0,176.0,0.025,2m,1.2000000000000002,1.0,1.5,336.0,136.0,0.05,3m,0.5,1.2000000000000002,1.7000000000000002,656.0,928.0,0.025,9m,0.8,1.2000000000000002,1.7000000000000002,984.0,976.0,0.025,4m,0.6,1.2000000000000002,1.2000000000000002,208.0,0.1,8,COMPLETE
