,number,value,datetime_start,datetime_complete,duration,params_ADBE_BIIB_beta_win,params_ADBE_BIIB_stop_loss,params_ADBE_BIIB_trade_freq,params_ADBE_BIIB_z_entry,params_ADBE_BIIB_z_exit,params_ADBE_BIIB_z_stop_scaler,params_ADBE_BIIB_z_win,params_AEP_JD_beta_win,params_AEP_JD_stop_loss,params_AEP_JD_trade_freq,params_AEP_JD_z_entry,params_AEP_JD_z_exit,params_AEP_JD_z_stop_scaler,params_AEP_JD_z_win,params_AMZN_SIRI_beta_win,params_AMZN_SIRI_stop_loss,params_AMZN_SIRI_trade_freq,params_AMZN_SIRI_z_entry,params_AMZN_SIRI_z_exit,params_AMZN_SIRI_z_stop_scaler,params_AMZN_SIRI_z_win,params_BIIB_ZM_beta_win,params_BIIB_ZM_stop_loss,params_BIIB_ZM_trade_freq,params_BIIB_ZM_z_entry,params_BIIB_ZM_z_exit,params_BIIB_ZM_z_stop_scaler,params_BIIB_ZM_z_win,params_CMCSA_FISV_beta_win,params_CMCSA_FISV_stop_loss,params_CMCSA_FISV_trade_freq,params_CMCSA_FISV_z_entry,params_CMCSA_FISV_z_exit,params_CMCSA_FISV_z_stop_scaler,params_CMCSA_FISV_z_win,params_COST_ORLY_beta_win,params_COST_ORLY_stop_loss,params_COST_ORLY_trade_freq,params_COST_ORLY_z_entry,params_COST_ORLY_z_exit,params_COST_ORLY_z_stop_scaler,params_COST_ORLY_z_win,params_GOOG_SIRI_beta_win,params_GOOG_SIRI_stop_loss,params_GOOG_SIRI_trade_freq,params_GOOG_SIRI_z_entry,params_GOOG_SIRI_z_exit,params_GOOG_SIRI_z_stop_scaler,params_GOOG_SIRI_z_win,params_IDXX_SIRI_beta_win,params_IDXX_SIRI_stop_loss,params_IDXX_SIRI_trade_freq,params_IDXX_SIRI_z_entry,params_IDXX_SIRI_z_exit,params_IDXX_SIRI_z_stop_scaler,params_IDXX_SIRI_z_win,params_NTES_SIRI_beta_win,params_NTES_SIRI_stop_loss,params_NTES_SIRI_trade_freq,params_NTES_SIRI_z_entry,params_NTES_SIRI_z_exit,params_NTES_SIRI_z_stop_scaler,params_NTES_SIRI_z_win,params_NVDA_SIRI_beta_win,params_NVDA_SIRI_stop_loss,params_NVDA_SIRI_trade_freq,params_NVDA_SIRI_z_entry,params_NVDA_SIRI_z_exit,params_NVDA_SIRI_z_stop_scaler,params_NVDA_SIRI_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,-0.29726904711056107,2025-06-15 23:17:32.606340,2025-06-15 23:17:35.741314,0 days 00:00:03.134974,296.0,0.025,10m,1.5,0.9,1.6,248.0,,,,,,,,,,,,,,,344,0.05,5m,1.3,0.9,1.1,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,0.05,6m,1.4,0.6,1.1,320.0,,,,,,,,0.2,3,COMPLETE
1,1,-19.679222729879257,2025-06-15 23:17:35.810428,2025-06-15 23:17:44.292167,0 days 00:00:08.481739,112.0,0.05,3m,1.2000000000000002,1.2000000000000002,1.4000000000000001,288.0,216.0,0.025,8m,0.8,1.0,2.0,712.0,808.0,0.05,7m,1.5,0.7,1.7000000000000002,1008.0,984,0.025,6m,1.0,1.2000000000000002,1.6,592,152.0,0.025,9m,0.7,1.2000000000000002,1.6,1016.0,40.0,0.05,1m,0.6,0.6,1.1,416.0,,,,,,,,176.0,0.05,9m,0.9,0.8,1.7000000000000002,464.0,576.0,0.025,10m,0.7,1.3,1.1,384.0,488.0,0.05,7m,1.4,1.4,1.6,512.0,0.3,9,COMPLETE
2,2,-4.220028119475074,2025-06-15 23:17:44.411556,2025-06-15 23:17:52.867275,0 days 00:00:08.455719,368.0,0.05,8m,0.7,1.0,1.9000000000000001,376.0,384.0,0.05,9m,1.3,1.0,1.5,384.0,432.0,0.05,3m,1.0,1.5,1.4000000000000001,280.0,584,0.025,8m,1.3,0.6,1.6,376,96.0,0.05,9m,0.7,1.0,1.1,560.0,888.0,0.05,5m,1.4,0.9,1.2000000000000002,456.0,,,,,,,,488.0,0.05,7m,0.6,1.4,1.3,352.0,496.0,0.05,7m,1.5,1.1,1.6,672.0,920.0,0.025,9m,0.7,0.7,2.0,608.0,0.15000000000000002,9,COMPLETE
3,3,-0.8866840430428816,2025-06-15 23:17:52.936795,2025-06-15 23:17:56.959474,0 days 00:00:04.022679,144.0,0.05,4m,0.5,0.7,1.5,632.0,,,,,,,,,,,,,,,264,0.05,10m,1.5,0.5,1.6,720,,,,,,,,600.0,0.05,10m,0.9,1.3,1.5,224.0,,,,,,,,,,,,,,,848.0,0.025,6m,0.9,1.3,1.1,672.0,,,,,,,,0.05,4,COMPLETE
4,4,-6.1049215218161255,2025-06-15 23:17:57.027725,2025-06-15 23:18:04.964437,0 days 00:00:07.936712,864.0,0.05,2m,1.4,0.9,2.0,168.0,88.0,0.025,8m,1.5,0.7,1.3,848.0,344.0,0.05,4m,0.6,1.0,1.9000000000000001,600.0,216,0.025,10m,1.2000000000000002,0.7,1.7000000000000002,480,816.0,0.05,7m,1.5,1.3,2.0,1008.0,656.0,0.05,6m,0.6,1.2000000000000002,1.9000000000000001,208.0,,,,,,,,,,,,,,,112.0,0.025,3m,0.6,0.6,1.9000000000000001,248.0,392.0,0.025,5m,1.4,0.8,1.1,144.0,0.4,8,COMPLETE
5,5,-13.661245019661632,2025-06-15 23:18:05.033228,2025-06-15 23:18:10.607399,0 days 00:00:05.574171,800.0,0.025,10m,0.8,0.7,1.2000000000000002,552.0,936.0,0.025,1m,0.6,1.2000000000000002,1.6,976.0,288.0,0.025,4m,0.9,0.7,1.4000000000000001,912.0,792,0.025,5m,1.5,1.0,1.6,528,,,,,,,,1000.0,0.025,9m,1.4,0.5,1.4000000000000001,320.0,,,,,,,,,,,,,,,224.0,0.025,8m,0.7,1.1,1.2000000000000002,984.0,,,,,,,,0.35000000000000003,6,COMPLETE
6,6,-1.7762041987504584,2025-06-15 23:18:10.680552,2025-06-15 23:18:14.708156,0 days 00:00:04.027604,672.0,0.05,4m,1.4,0.6,1.2000000000000002,776.0,,,,,,,,,,,,,,,608,0.05,2m,1.4,1.5,1.3,472,,,,,,,,224.0,0.025,2m,1.0,0.5,1.2000000000000002,832.0,,,,,,,,,,,,,,,720.0,0.025,4m,0.7,1.5,1.2000000000000002,784.0,,,,,,,,0.4,4,COMPLETE
7,7,-2.6451128262884227,2025-06-15 23:18:14.755213,2025-06-15 23:18:18.721415,0 days 00:00:03.966202,264.0,0.025,5m,1.3,0.6,1.5,240.0,,,,,,,,,,,,,,,392,0.05,7m,0.6,1.2000000000000002,1.1,104,,,,,,,,624.0,0.025,8m,1.1,1.3,1.2000000000000002,528.0,,,,,,,,,,,,,,,992.0,0.025,2m,1.2000000000000002,1.3,1.1,720.0,,,,,,,,0.3,4,COMPLETE
8,8,0.0879075903498225,2025-06-15 23:18:18.787268,2025-06-15 23:18:20.875699,0 days 00:00:02.088431,944.0,0.05,3m,1.4,1.3,1.4000000000000001,960.0,,,,,,,,,,,,,,,704,0.05,7m,0.5,0.8,1.9000000000000001,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
9,9,-3.720488015130152,2025-06-15 23:18:20.936290,2025-06-15 23:18:27.917382,0 days 00:00:06.981092,952.0,0.05,1m,0.7,0.6,1.8000000000000003,496.0,584.0,0.025,1m,1.3,0.8,1.1,744.0,264.0,0.025,6m,0.8,0.9,1.1,536.0,560,0.025,4m,0.5,0.6,1.3,528,976.0,0.05,10m,0.7,0.9,1.8000000000000003,280.0,312.0,0.025,8m,1.0,0.7,1.7000000000000002,792.0,,,,,,,,,,,,,,,344.0,0.025,10m,0.7,1.0,1.5,40.0,,,,,,,,0.1,7,COMPLETE
10,10,-1.1877649160995813,2025-06-15 23:18:28.014492,2025-06-15 23:18:29.195782,0 days 00:00:01.181290,,,,,,,,,,,,,,,,,,,,,,32,0.05,7m,0.8,0.9,2.0,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
11,11,-0.608300182715396,2025-06-15 23:18:29.263274,2025-06-15 23:18:41.209263,0 days 00:00:11.945989,,,,,,,,,,,,,,,,,,,,,,808,0.05,1m,1.1,0.8,2.0,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
12,12,-2.181706991067057,2025-06-15 23:18:41.281662,2025-06-15 23:18:43.487077,0 days 00:00:02.205415,504.0,0.025,9m,1.5,1.5,1.6,1000.0,,,,,,,,,,,,,,,400,0.05,5m,0.9,1.1,1.8000000000000003,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
13,13,-0.9017882201279733,2025-06-15 23:18:43.562528,2025-06-15 23:18:46.754260,0 days 00:00:03.191732,528.0,0.025,7m,1.1,1.3,1.7000000000000002,72.0,,,,,,,,,,,,,,,768,0.05,9m,0.7,0.9,1.4000000000000001,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.0,0.05,1m,1.5,0.5,1.4000000000000001,184.0,,,,,,,,0.2,3,COMPLETE
14,14,-1.1265971488736943,2025-06-15 23:18:46.831776,2025-06-15 23:18:49.943571,0 days 00:00:03.111795,384.0,0.025,6m,1.5,1.2000000000000002,1.3,1024.0,,,,,,,,,,,,,,,376,0.05,3m,1.2000000000000002,1.4,1.1,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.05,9m,1.2000000000000002,0.7,2.0,448.0,,,,,,,,0.25,3,COMPLETE
15,15,1.6625355294942736,2025-06-15 23:18:49.998571,2025-06-15 23:18:55.315237,0 days 00:00:05.316666,1008.0,0.025,10m,1.0,0.9,1.1,808.0,,,,,,,,976.0,0.025,10m,1.4,1.5,2.0,64.0,96,0.05,5m,0.5,0.8,1.8000000000000003,720,,,,,,,,368.0,0.025,7m,0.5,1.5,1.9000000000000001,16.0,,,,,,,,,,,,,,,616.0,0.05,6m,1.3,0.8,1.7000000000000002,24.0,,,,,,,,0.25,5,COMPLETE
16,16,-1.4997472311979203,2025-06-15 23:18:55.387510,2025-06-15 23:19:01.758226,0 days 00:00:06.370716,1024.0,0.025,3m,1.0,1.5,1.1,840.0,1008.0,0.05,2m,0.5,1.5,2.0,48.0,1024.0,0.025,10m,1.5,1.5,2.0,56.0,32,0.05,7m,0.5,0.7,1.8000000000000003,792,,,,,,,,344.0,0.025,7m,0.5,1.5,1.9000000000000001,56.0,,,,,,,,,,,,,,,696.0,0.05,5m,1.1,0.8,1.8000000000000003,16.0,,,,,,,,0.45,6,COMPLETE
17,17,2.4649955938986547,2025-06-15 23:19:01.841088,2025-06-15 23:19:06.931076,0 days 00:00:05.089988,768.0,0.05,3m,1.0,1.3,1.1,848.0,,,,,,,,664.0,0.025,10m,1.3,1.3,1.7000000000000002,40.0,992,0.05,8m,0.7,0.8,1.9000000000000001,720,,,,,,,,64.0,0.025,7m,0.8,0.9,2.0,24.0,,,,,,,,,,,,,,,840.0,0.05,6m,0.9,0.9,1.7000000000000002,544.0,,,,,,,,0.35000000000000003,5,COMPLETE
18,18,1.1601224788482436,2025-06-15 23:19:07.015454,2025-06-15 23:19:13.964639,0 days 00:00:06.949185,720.0,0.025,10m,0.9,1.1,1.1,720.0,696.0,0.05,5m,1.0,0.5,1.7000000000000002,344.0,688.0,0.025,10m,1.3,1.3,1.7000000000000002,16.0,1016,0.05,8m,0.7,0.5,1.8000000000000003,1016,472.0,0.025,8m,1.4,0.5,1.2000000000000002,40.0,96.0,0.025,7m,0.8,0.9,2.0,40.0,,,,,,,,,,,,,,,1008.0,0.05,6m,1.0,0.9,1.7000000000000002,576.0,,,,,,,,0.35000000000000003,7,COMPLETE
19,19,-4.425766850681866,2025-06-15 23:19:14.045269,2025-06-15 23:19:19.163405,0 days 00:00:05.118136,648.0,0.05,7m,1.0,0.9,1.2000000000000002,848.0,,,,,,,,1008.0,0.025,2m,1.2000000000000002,1.2000000000000002,1.8000000000000003,256.0,896,0.05,8m,0.7,1.1,1.9000000000000001,792,,,,,,,,440.0,0.025,7m,0.7,1.1,1.7000000000000002,32.0,,,,,,,,,,,,,,,824.0,0.05,6m,0.9,0.8,1.7000000000000002,512.0,,,,,,,,0.5,5,COMPLETE
20,20,-2.7565374448888083,2025-06-15 23:19:19.255920,2025-06-15 23:19:24.608343,0 days 00:00:05.352423,776.0,0.05,2m,1.1,1.4,1.3,696.0,,,,,,,,648.0,0.025,9m,1.2000000000000002,1.3,2.0,256.0,152,0.025,1m,0.9,0.7,1.9000000000000001,648,,,,,,,,184.0,0.025,4m,0.5,1.5,2.0,184.0,,,,,,,,,,,,,,,608.0,0.05,6m,1.3,0.9,1.4000000000000001,872.0,,,,,,,,0.25,5,COMPLETE
21,21,0.6792797027086079,2025-06-15 23:19:24.706308,2025-06-15 23:19:31.951430,0 days 00:00:07.245122,720.0,0.025,10m,0.9,1.1,1.1,736.0,632.0,0.05,5m,1.0,0.5,1.7000000000000002,328.0,672.0,0.025,10m,1.3,1.3,1.6,24.0,1008,0.05,8m,0.7,0.5,1.8000000000000003,1024,512.0,0.025,8m,1.5,0.5,1.1,80.0,24.0,0.025,7m,0.8,0.9,2.0,40.0,,,,,,,,,,,,,,,1000.0,0.05,6m,1.0,0.9,1.7000000000000002,584.0,,,,,,,,0.35000000000000003,7,COMPLETE
22,22,0.25684366168542033,2025-06-15 23:19:32.034445,2025-06-15 23:19:39.124887,0 days 00:00:07.090442,568.0,0.025,10m,0.9,1.1,1.1,864.0,792.0,0.05,5m,1.0,0.5,1.8000000000000003,80.0,800.0,0.025,10m,1.3,1.2000000000000002,1.7000000000000002,16.0,920,0.05,8m,0.6,0.6,1.7000000000000002,880,472.0,0.025,2m,1.2000000000000002,0.5,1.4000000000000001,16.0,184.0,0.025,7m,0.8,0.9,1.8000000000000003,16.0,,,,,,,,,,,,,,,880.0,0.05,6m,0.9,0.9,1.7000000000000002,552.0,,,,,,,,0.35000000000000003,7,COMPLETE
23,23,-3.1896583220834915,2025-06-15 23:19:39.187492,2025-06-15 23:19:48.819136,0 days 00:00:09.631644,864.0,0.025,10m,0.9,1.0,1.3,592.0,752.0,0.05,10m,0.8,1.3,1.4000000000000001,504.0,40.0,0.025,10m,1.4,1.4,1.5,184.0,920,0.05,8m,0.8,0.8,1.7000000000000002,840,336.0,0.025,8m,1.1,0.7,1.4000000000000001,528.0,88.0,0.025,3m,0.8,0.8,2.0,160.0,632.0,0.025,4m,0.7,0.6,1.2000000000000002,336.0,992.0,0.025,8m,1.5,0.6,1.9000000000000001,912.0,912.0,0.05,6m,1.0,1.1,1.8000000000000003,440.0,96.0,0.05,8m,0.5,1.5,1.2000000000000002,1024.0,0.4,10,COMPLETE
24,24,-6.46776210875652,2025-06-15 23:19:48.878285,2025-06-15 23:19:54.737659,0 days 00:00:05.859374,1000.0,0.025,5m,1.1,1.1,1.1,672.0,392.0,0.05,3m,1.2000000000000002,0.7,1.8000000000000003,288.0,608.0,0.025,5m,1.1,1.1,1.8000000000000003,152.0,480,0.05,3m,0.6,0.5,2.0,680,,,,,,,,408.0,0.025,7m,0.7,1.0,1.8000000000000003,648.0,,,,,,,,,,,,,,,784.0,0.05,3m,1.1,0.8,1.6,136.0,,,,,,,,0.35000000000000003,6,COMPLETE
25,25,-0.7171686173149248,2025-06-15 23:19:54.814113,2025-06-15 23:20:00.030354,0 days 00:00:05.216241,864.0,0.025,8m,0.8,0.8,1.2000000000000002,920.0,,,,,,,,816.0,0.025,1m,1.4,1.4,1.6,416.0,688,0.05,6m,0.8,1.0,1.8000000000000003,920,,,,,,,,176.0,0.025,7m,1.1,1.1,1.9000000000000001,1016.0,,,,,,,,,,,,,,,696.0,0.05,7m,0.8,1.0,1.8000000000000003,600.0,,,,,,,,0.45,5,COMPLETE
26,26,-3.788044050361921,2025-06-15 23:20:00.106068,2025-06-15 23:20:07.809206,0 days 00:00:07.703138,608.0,0.025,9m,1.2000000000000002,1.2000000000000002,1.1,488.0,432.0,0.05,7m,0.8,0.8,1.2000000000000002,568.0,904.0,0.025,8m,1.3,1.5,1.8000000000000003,128.0,872,0.05,2m,0.6,0.7,1.5,736,728.0,0.025,5m,1.3,1.5,1.3,240.0,296.0,0.025,7m,1.2000000000000002,0.7,1.8000000000000003,312.0,,,,,,,,,,,,,,,960.0,0.05,5m,1.1,0.7,1.5,336.0,1024.0,0.025,6m,1.0,0.5,2.0,32.0,0.25,8,COMPLETE
27,27,4.151129818880839,2025-06-15 23:20:07.884382,2025-06-15 23:20:15.305651,0 days 00:00:07.421269,784.0,0.025,6m,0.6,1.3,1.4000000000000001,784.0,800.0,0.025,6m,1.5,1.2000000000000002,1.8000000000000003,152.0,504.0,0.025,10m,1.1,1.3,1.2000000000000002,400.0,1008,0.05,9m,0.9,0.8,1.9000000000000001,1024,688.0,0.05,3m,0.9,0.8,1.6,360.0,120.0,0.025,3m,0.7,1.0,2.0,120.0,,,,,,,,,,,,,,,504.0,0.05,4m,1.3,0.7,1.9000000000000001,816.0,72.0,0.05,2m,1.0,1.1,1.5,952.0,0.3,8,COMPLETE
28,28,-1.0690911467661488,2025-06-15 23:20:15.369385,2025-06-15 23:20:24.494280,0 days 00:00:09.124895,904.0,0.05,6m,0.7,1.4,1.4000000000000001,792.0,872.0,0.025,6m,1.5,1.5,1.9000000000000001,232.0,496.0,0.05,10m,1.1,0.5,1.1,680.0,488,0.05,9m,1.0,1.0,1.9000000000000001,776,720.0,0.05,3m,0.9,0.8,1.7000000000000002,768.0,464.0,0.025,3m,0.6,1.1,1.7000000000000002,120.0,72.0,0.05,3m,1.5,1.5,2.0,1000.0,992.0,0.025,6m,1.5,1.5,1.1,112.0,472.0,0.05,4m,1.3,0.7,2.0,992.0,56.0,0.05,2m,1.0,1.1,1.5,1008.0,0.15000000000000002,10,COMPLETE
29,29,-1.1316892001249552,2025-06-15 23:20:24.553726,2025-06-15 23:20:31.503440,0 days 00:00:06.949714,800.0,0.025,6m,0.5,1.4,1.3,912.0,536.0,0.025,6m,1.3,1.2000000000000002,1.5,168.0,424.0,0.025,10m,1.1,1.1,1.3,392.0,128,0.05,9m,0.9,0.9,2.0,592,1008.0,0.05,3m,0.5,1.2000000000000002,1.9000000000000001,296.0,120.0,0.05,3m,0.5,1.3,1.9000000000000001,288.0,,,,,,,,,,,,,,,592.0,0.05,4m,1.4,0.5,1.9000000000000001,840.0,288.0,0.05,2m,1.2000000000000002,1.1,1.5,696.0,0.3,8,COMPLETE
30,30,-1.2963578182600157,2025-06-15 23:20:31.576234,2025-06-15 23:20:35.549195,0 days 00:00:03.972961,448.0,0.05,6m,0.5,1.3,1.7000000000000002,408.0,,,,,,,,,,,,,,,648,0.05,5m,1.0,0.8,1.9000000000000001,936,,,,,,,,776.0,0.025,2m,0.7,1.0,1.5,88.0,,,,,,,,,,,,,,,448.0,0.05,9m,1.3,0.6,1.9000000000000001,928.0,,,,,,,,0.15000000000000002,4,COMPLETE
31,31,-19.065900879515738,2025-06-15 23:20:35.627330,2025-06-15 23:20:41.681289,0 days 00:00:06.053959,736.0,0.025,1m,0.6,1.0,1.2000000000000002,752.0,736.0,0.025,4m,1.1,1.3,1.7000000000000002,448.0,576.0,0.025,10m,1.4,1.3,1.2000000000000002,112.0,1000,0.05,4m,0.7,0.6,1.8000000000000003,1024,312.0,0.025,1m,0.9,0.7,1.5,424.0,16.0,0.025,5m,0.9,0.8,2.0,128.0,,,,,,,,,,,,,,,792.0,0.05,8m,1.2000000000000002,0.9,1.7000000000000002,784.0,,,,,,,,0.25,7,COMPLETE
32,32,-3.116821465969683,2025-06-15 23:20:41.761309,2025-06-15 23:20:50.074483,0 days 00:00:08.313174,688.0,0.025,10m,0.8,0.8,1.1,664.0,672.0,0.025,6m,0.9,0.9,1.7000000000000002,240.0,752.0,0.025,10m,1.2000000000000002,1.4,1.7000000000000002,760.0,960,0.05,9m,0.8,0.8,1.7000000000000002,968,656.0,0.05,6m,1.3,0.6,1.3,144.0,256.0,0.025,6m,0.9,0.8,2.0,112.0,,,,,,,,16.0,0.025,4m,1.1,1.1,2.0,1024.0,664.0,0.05,1m,1.0,0.8,1.6,496.0,768.0,0.05,3m,0.7,1.3,1.7000000000000002,792.0,0.35000000000000003,9,COMPLETE
33,33,-0.04161351655939308,2025-06-15 23:20:50.162399,2025-06-15 23:20:55.546535,0 days 00:00:05.384136,792.0,0.025,3m,1.0,1.2000000000000002,1.2000000000000002,808.0,848.0,0.05,5m,1.1,1.1,1.9000000000000001,144.0,712.0,0.025,10m,1.3,1.2000000000000002,1.5,400.0,840,0.05,8m,0.5,0.7,1.9000000000000001,864,,,,,,,,120.0,0.025,9m,0.7,1.0,1.9000000000000001,24.0,,,,,,,,,,,,,,,928.0,0.05,4m,0.5,0.7,1.8000000000000003,632.0,,,,,,,,0.3,6,COMPLETE
34,34,-3.0254349920160832,2025-06-15 23:20:55.622936,2025-06-15 23:21:04.076447,0 days 00:00:08.453511,624.0,0.025,10m,1.2000000000000002,1.1,1.3,904.0,1024.0,0.05,10m,1.4,0.6,1.6,640.0,528.0,0.025,5m,1.5,1.4,1.9000000000000001,192.0,1000,0.05,5m,0.6,0.9,1.8000000000000003,840,592.0,0.025,4m,1.0,0.8,1.6,416.0,112.0,0.025,1m,0.6,0.9,2.0,240.0,,,,,,,,608.0,0.05,1m,0.5,0.5,1.5,720.0,248.0,0.05,6m,1.4,1.0,1.9000000000000001,264.0,624.0,0.025,4m,0.8,0.9,1.3,424.0,0.4,9,COMPLETE
35,35,0.03819358344061565,2025-06-15 23:21:04.142857,2025-06-15 23:21:11.312396,0 days 00:00:07.169539,936.0,0.025,3m,0.6,1.2000000000000002,1.4000000000000001,744.0,680.0,0.025,9m,0.7,1.3,1.8000000000000003,416.0,888.0,0.025,7m,1.0,1.3,1.9000000000000001,72.0,944,0.025,6m,0.9,1.1,1.7000000000000002,600,424.0,0.05,8m,0.9,0.6,1.2000000000000002,696.0,544.0,0.025,4m,0.8,1.1,1.8000000000000003,136.0,,,,,,,,,,,,,,,544.0,0.05,2m,0.8,0.8,1.7000000000000002,736.0,224.0,0.05,1m,1.2000000000000002,1.2000000000000002,1.8000000000000003,352.0,0.45,8,COMPLETE
36,36,-1.5300803063058488,2025-06-15 23:21:11.375442,2025-06-15 23:21:16.248214,0 days 00:00:04.872772,832.0,0.025,10m,0.9,1.3,1.5,584.0,,,,,,,,904.0,0.025,3m,1.4,1.1,1.6,312.0,752,0.05,10m,0.7,0.5,2.0,992,,,,,,,,384.0,0.025,10m,0.7,1.4,1.9000000000000001,80.0,,,,,,,,,,,,,,,1016.0,0.05,6m,1.1,0.9,1.6,392.0,,,,,,,,0.3,5,COMPLETE
37,37,-4.852211426322145,2025-06-15 23:21:16.309872,2025-06-15 23:21:22.716820,0 days 00:00:06.406948,728.0,0.025,8m,1.1,1.0,1.1,704.0,256.0,0.025,7m,1.1,1.1,1.4000000000000001,32.0,536.0,0.025,6m,1.2000000000000002,1.4,1.3,16.0,1024,0.025,8m,0.8,1.0,1.6,376,856.0,0.025,3m,1.3,1.0,1.7000000000000002,184.0,64.0,0.05,1m,0.6,0.7,2.0,280.0,,,,,,,,,,,,,,,760.0,0.05,10m,0.8,1.2000000000000002,1.5,336.0,,,,,,,,0.25,7,COMPLETE
38,38,-4.1265542161260145,2025-06-15 23:21:22.788616,2025-06-15 23:21:26.722555,0 days 00:00:03.933939,984.0,0.05,4m,1.0,0.8,2.0,952.0,,,,,,,,,,,,,,,872,0.05,5m,1.0,1.3,1.5,896,,,,,,,,216.0,0.025,3m,0.5,1.2000000000000002,1.8000000000000003,368.0,,,,,,,,,,,,,,,640.0,0.05,6m,1.5,0.6,1.8000000000000003,432.0,,,,,,,,0.4,4,COMPLETE
39,39,-5.823221148943015,2025-06-15 23:21:26.800921,2025-06-15 23:21:32.360514,0 days 00:00:05.559593,896.0,0.025,2m,0.8,0.9,1.2000000000000002,608.0,488.0,0.05,3m,1.2000000000000002,0.9,1.9000000000000001,144.0,448.0,0.025,2m,0.9,1.5,1.7000000000000002,200.0,328,0.05,8m,0.6,0.6,1.7000000000000002,696,,,,,,,,136.0,0.025,7m,0.9,0.8,1.6,464.0,,,,,,,,,,,,,,,432.0,0.05,7m,0.9,1.1,2.0,656.0,,,,,,,,0.35000000000000003,6,COMPLETE
40,40,-4.152054403430777,2025-06-15 23:21:32.422126,2025-06-15 23:21:41.891128,0 days 00:00:09.469002,576.0,0.05,6m,0.6,1.4,1.4000000000000001,816.0,880.0,0.025,2m,0.9,1.4,1.6,328.0,632.0,0.05,9m,1.3,1.2000000000000002,1.4000000000000001,104.0,840,0.025,2m,0.5,0.7,1.9000000000000001,456,208.0,0.05,7m,1.1,0.8,1.5,392.0,56.0,0.05,7m,0.8,0.9,1.9000000000000001,168.0,,,,,,,,,,,,,,,528.0,0.05,6m,1.0,1.0,1.9000000000000001,704.0,656.0,0.05,10m,1.2000000000000002,0.6,1.4000000000000001,840.0,0.05,8,COMPLETE
41,41,-1.4368708538275135,2025-06-15 23:21:42.019699,2025-06-15 23:21:57.913478,0 days 00:00:15.893779,40.0,0.025,10m,0.9,1.1,1.1,736.0,632.0,0.05,5m,1.0,0.5,1.7000000000000002,320.0,696.0,0.025,10m,1.3,1.3,1.6,24.0,1024,0.05,8m,0.7,0.5,1.8000000000000003,1016,552.0,0.025,8m,1.5,0.5,1.1,16.0,16.0,0.025,7m,0.8,1.0,2.0,16.0,,,,,,,,,,,,,,,872.0,0.05,6m,1.0,0.9,1.7000000000000002,568.0,,,,,,,,0.35000000000000003,7,COMPLETE
42,42,0.4963106913895991,2025-06-15 23:21:58.050384,2025-06-15 23:22:12.217320,0 days 00:00:14.166936,712.0,0.025,10m,1.0,1.1,1.2000000000000002,880.0,592.0,0.05,5m,1.0,0.6,1.7000000000000002,512.0,680.0,0.025,10m,1.4,1.3,1.5,96.0,960,0.05,8m,0.7,0.5,1.8000000000000003,960,400.0,0.025,8m,1.5,0.5,1.2000000000000002,96.0,264.0,0.025,7m,0.9,0.9,2.0,96.0,,,,,,,,616.0,0.025,10m,1.1,1.1,1.6,56.0,1016.0,0.05,6m,1.0,0.8,1.6,616.0,216.0,0.025,2m,0.9,1.0,1.8000000000000003,272.0,0.3,9,COMPLETE
43,43,2.0740277455238147,2025-06-15 23:22:12.297695,2025-06-15 23:22:17.905713,0 days 00:00:05.608018,752.0,0.025,10m,0.9,0.5,1.1,656.0,784.0,0.05,5m,0.9,0.5,1.8000000000000003,232.0,776.0,0.025,10m,1.5,0.9,1.6,88.0,968,0.05,8m,0.8,0.6,1.9000000000000001,1024,,,,,,,,56.0,0.025,5m,0.7,0.9,1.9000000000000001,208.0,,,,,,,,,,,,,,,960.0,0.05,6m,1.2000000000000002,0.9,1.7000000000000002,496.0,,,,,,,,0.3,6,COMPLETE
44,44,-3.430147081024674,2025-06-15 23:22:17.984545,2025-06-15 23:22:23.616516,0 days 00:00:05.631971,768.0,0.025,3m,0.7,0.5,1.2000000000000002,632.0,784.0,0.05,4m,0.9,0.6,1.8000000000000003,208.0,800.0,0.025,8m,1.5,0.9,1.7000000000000002,160.0,952,0.05,10m,0.9,0.6,1.9000000000000001,912,,,,,,,,144.0,0.025,5m,0.6,1.0,1.9000000000000001,200.0,,,,,,,,,,,,,,,936.0,0.025,3m,1.3,1.0,1.8000000000000003,256.0,,,,,,,,0.3,6,COMPLETE
