,number,value,datetime_start,datetime_complete,duration,params_ADP_XEL_beta_win,params_ADP_XEL_stop_loss,params_ADP_XEL_trade_freq,params_ADP_XEL_z_entry,params_ADP_XEL_z_exit,params_ADP_XEL_z_stop_scaler,params_ADP_XEL_z_win,params_AEP_MELI_beta_win,params_AEP_MELI_stop_loss,params_AEP_MELI_trade_freq,params_AEP_MELI_z_entry,params_AEP_MELI_z_exit,params_AEP_MELI_z_stop_scaler,params_AEP_MELI_z_win,params_AXON_MSTR_beta_win,params_AXON_MSTR_stop_loss,params_AXON_MSTR_trade_freq,params_AXON_MSTR_z_entry,params_AXON_MSTR_z_exit,params_AXON_MSTR_z_stop_scaler,params_AXON_MSTR_z_win,params_BIIB_MCHP_beta_win,params_BIIB_MCHP_stop_loss,params_BIIB_MCHP_trade_freq,params_BIIB_MCHP_z_entry,params_BIIB_MCHP_z_exit,params_BIIB_MCHP_z_stop_scaler,params_BIIB_MCHP_z_win,params_CDW_IDXX_beta_win,params_CDW_IDXX_stop_loss,params_CDW_IDXX_trade_freq,params_CDW_IDXX_z_entry,params_CDW_IDXX_z_exit,params_CDW_IDXX_z_stop_scaler,params_CDW_IDXX_z_win,params_CMCSA_INTU_beta_win,params_CMCSA_INTU_stop_loss,params_CMCSA_INTU_trade_freq,params_CMCSA_INTU_z_entry,params_CMCSA_INTU_z_exit,params_CMCSA_INTU_z_stop_scaler,params_CMCSA_INTU_z_win,params_CSCO_DASH_beta_win,params_CSCO_DASH_stop_loss,params_CSCO_DASH_trade_freq,params_CSCO_DASH_z_entry,params_CSCO_DASH_z_exit,params_CSCO_DASH_z_stop_scaler,params_CSCO_DASH_z_win,params_DASH_FTNT_beta_win,params_DASH_FTNT_stop_loss,params_DASH_FTNT_trade_freq,params_DASH_FTNT_z_entry,params_DASH_FTNT_z_exit,params_DASH_FTNT_z_stop_scaler,params_DASH_FTNT_z_win,params_NFLX_PLTR_beta_win,params_NFLX_PLTR_stop_loss,params_NFLX_PLTR_trade_freq,params_NFLX_PLTR_z_entry,params_NFLX_PLTR_z_exit,params_NFLX_PLTR_z_stop_scaler,params_NFLX_PLTR_z_win,params_PAYX_XEL_beta_win,params_PAYX_XEL_stop_loss,params_PAYX_XEL_trade_freq,params_PAYX_XEL_z_entry,params_PAYX_XEL_z_exit,params_PAYX_XEL_z_stop_scaler,params_PAYX_XEL_z_win,params_buffer_capital,params_pairs_to_trade,state
77,77,0.1377201768539371,2025-06-16 01:03:54.545227,2025-06-16 01:03:57.628121,0 days 00:00:03.082894,576.0,0.05,10m,0.9,1.5,1.9000000000000001,768.0,928,0.025,9m,0.9,0.6,1.6,280,664.0,0.05,2m,0.9,1.4,1.6,24.0,,,,,,,,896.0,0.025,4m,0.9,0.8,1.9000000000000001,344.0,712.0,0.025,5m,0.7,0.6,1.7000000000000002,976.0,,,,,,,,728.0,0.025,7m,1.2000000000000002,1.0,1.9000000000000001,432.0,192.0,0.05,8m,1.0,0.9,1.3,624.0,,,,,,,,0.1,7,COMPLETE
78,78,0.02440747407195448,2025-06-16 01:03:57.680421,2025-06-16 01:04:01.174546,0 days 00:00:03.494125,888.0,0.025,9m,1.1,0.6,1.8000000000000003,952.0,840,0.05,3m,1.0,0.6,1.8000000000000003,128,472.0,0.025,3m,0.9,1.2000000000000002,1.9000000000000001,760.0,,,,,,,,152.0,0.05,9m,1.3,1.2000000000000002,1.6,80.0,336.0,0.05,3m,1.1,0.7,1.6,416.0,848.0,0.025,4m,1.5,1.5,1.7000000000000002,416.0,80.0,0.025,4m,1.4,0.7,1.9000000000000001,584.0,160.0,0.025,6m,0.9,0.8,1.4000000000000001,888.0,,,,,,,,0.35000000000000003,8,COMPLETE
79,79,-0.1422085449619915,2025-06-16 01:04:01.204777,2025-06-16 01:04:03.416357,0 days 00:00:02.211580,664.0,0.05,7m,1.2000000000000002,1.3,1.9000000000000001,552.0,600,0.025,7m,1.1,0.5,1.7000000000000002,560,200.0,0.025,6m,0.7,1.1,1.4000000000000001,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.0,0.05,7m,1.0,0.5,2.0,920.0,520.0,0.05,5m,0.6,1.2000000000000002,1.5,352.0,,,,,,,,0.05,5,COMPLETE
80,80,1.5234949125444353,2025-06-16 01:04:03.473804,2025-06-16 01:04:04.844263,0 days 00:00:01.370459,776.0,0.05,10m,1.0,0.9,2.0,672.0,776,0.025,9m,0.9,0.7,1.1,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,0.05,3m,0.5,1.1,1.7000000000000002,472.0,,,,,,,,0.25,3,COMPLETE
81,81,1.950882264284779,2025-06-16 01:04:04.880515,2025-06-16 01:04:07.107896,0 days 00:00:02.227381,424.0,0.05,10m,1.1,0.5,1.9000000000000001,648.0,904,0.025,9m,1.0,0.5,1.8000000000000003,288,448.0,0.025,6m,1.0,1.1,1.9000000000000001,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.0,0.025,3m,1.1,0.6,2.0,1000.0,224.0,0.05,3m,0.5,1.1,1.4000000000000001,920.0,,,,,,,,0.1,5,COMPLETE
82,82,0.44291065440302396,2025-06-16 01:04:07.150427,2025-06-16 01:04:09.303594,0 days 00:00:02.153167,376.0,0.05,10m,1.1,0.5,1.9000000000000001,648.0,896,0.025,9m,1.0,0.5,1.9000000000000001,376,384.0,0.025,6m,1.0,1.1,1.8000000000000003,808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.0,0.025,3m,1.1,0.6,2.0,960.0,216.0,0.05,3m,0.5,1.1,1.4000000000000001,968.0,,,,,,,,0.1,5,COMPLETE
83,83,-0.7783449433740325,2025-06-16 01:04:09.333341,2025-06-16 01:04:11.066915,0 days 00:00:01.733574,224.0,0.05,10m,1.1,0.5,1.9000000000000001,728.0,480,0.025,9m,0.9,0.5,1.8000000000000003,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.0,0.025,5m,1.1,0.7,2.0,992.0,296.0,0.05,3m,0.6,1.0,1.3,928.0,,,,,,,,0.15000000000000002,4,COMPLETE
84,84,1.2869727196966563,2025-06-16 01:04:11.105341,2025-06-16 01:04:13.648549,0 days 00:00:02.543208,472.0,0.05,5m,1.2000000000000002,0.5,1.5,816.0,944,0.025,9m,1.0,0.6,2.0,192,416.0,0.025,6m,1.1,1.0,2.0,240.0,,,,,,,,,,,,,,,920.0,0.05,4m,1.5,1.5,1.3,296.0,,,,,,,,632.0,0.025,3m,1.2000000000000002,0.9,1.9000000000000001,880.0,80.0,0.05,3m,0.5,1.1,1.4000000000000001,824.0,,,,,,,,0.1,6,COMPLETE
85,85,1.1378530510837797,2025-06-16 01:04:13.680176,2025-06-16 01:04:15.793806,0 days 00:00:02.113630,408.0,0.05,10m,1.0,0.5,1.8000000000000003,608.0,848,0.025,6m,1.1,0.5,1.9000000000000001,304,568.0,0.025,6m,0.9,1.3,1.9000000000000001,952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.0,0.025,3m,1.0,0.6,1.9000000000000001,1000.0,120.0,0.05,7m,0.7,1.0,1.5,1024.0,,,,,,,,0.05,5,COMPLETE
86,86,0.2038891966465886,2025-06-16 01:04:15.828386,2025-06-16 01:04:18.326284,0 days 00:00:02.497898,328.0,0.05,9m,0.8,0.6,1.9000000000000001,136.0,1000,0.025,4m,0.8,0.6,1.8000000000000003,96,480.0,0.025,10m,1.0,0.6,1.8000000000000003,880.0,,,,,,,,,,,,,,,560.0,0.05,10m,0.5,1.3,1.9000000000000001,648.0,,,,,,,,584.0,0.025,6m,1.2000000000000002,0.5,2.0,928.0,240.0,0.05,3m,0.5,1.2000000000000002,1.6,784.0,,,,,,,,0.1,6,COMPLETE
87,87,-0.8699342802717033,2025-06-16 01:04:18.374180,2025-06-16 01:04:20.518805,0 days 00:00:02.144625,520.0,0.05,4m,1.2000000000000002,0.6,2.0,752.0,720,0.025,9m,1.0,0.6,1.7000000000000002,440,536.0,0.025,9m,0.8,0.9,2.0,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,0.025,1m,1.1,0.8,1.8000000000000003,1024.0,344.0,0.05,1m,0.6,0.9,1.4000000000000001,208.0,,,,,,,,0.15000000000000002,5,COMPLETE
88,88,1.3177050748837011,2025-06-16 01:04:20.542766,2025-06-16 01:04:22.281435,0 days 00:00:01.738669,808.0,0.05,6m,0.9,0.7,1.8000000000000003,696.0,824,0.025,8m,1.2000000000000002,0.5,1.2000000000000002,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0,0.025,3m,1.3,1.0,2.0,856.0,880.0,0.05,2m,0.8,1.1,1.3,296.0,,,,,,,,0.3,4,COMPLETE
89,89,-0.44149314662633105,2025-06-16 01:04:22.318872,2025-06-16 01:04:24.536966,0 days 00:00:02.218094,440.0,0.025,10m,1.0,1.3,1.1,640.0,904,0.025,2m,0.6,0.8,2.0,384,928.0,0.025,6m,1.0,1.1,1.9000000000000001,792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,0.05,7m,1.2000000000000002,0.6,1.9000000000000001,952.0,192.0,0.05,5m,0.7,1.2000000000000002,1.9000000000000001,944.0,,,,,,,,0.2,5,COMPLETE
90,90,-1.2253443174136316,2025-06-16 01:04:24.579151,2025-06-16 01:04:27.660416,0 days 00:00:03.081265,376.0,0.05,3m,1.1,0.5,1.9000000000000001,1024.0,872,0.025,5m,0.8,0.7,1.5,160,504.0,0.025,7m,1.2000000000000002,1.2000000000000002,2.0,744.0,,,,,,,,472.0,0.025,4m,0.6,1.3,1.8000000000000003,904.0,152.0,0.025,9m,0.9,1.4,1.2000000000000002,176.0,,,,,,,,624.0,0.025,5m,1.0,0.9,2.0,32.0,416.0,0.025,3m,0.5,0.9,1.2000000000000002,904.0,,,,,,,,0.1,7,COMPLETE
91,91,1.9754585707703984,2025-06-16 01:04:27.693921,2025-06-16 01:04:30.013052,0 days 00:00:02.319131,432.0,0.05,10m,1.1,0.5,1.9000000000000001,568.0,968,0.025,9m,1.0,0.5,1.8000000000000003,288,448.0,0.025,6m,1.0,1.0,1.9000000000000001,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.0,0.025,7m,1.1,0.6,2.0,1000.0,216.0,0.05,3m,0.5,1.1,1.4000000000000001,1000.0,,,,,,,,0.1,5,COMPLETE
92,92,2.210735163387094,2025-06-16 01:04:30.069873,2025-06-16 01:04:32.267408,0 days 00:00:02.197535,480.0,0.05,10m,1.0,0.5,1.9000000000000001,568.0,968,0.025,9m,1.0,0.5,1.8000000000000003,288,432.0,0.025,6m,0.9,1.0,1.8000000000000003,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.0,0.025,7m,1.1,0.6,2.0,968.0,160.0,0.05,3m,0.5,1.1,1.4000000000000001,1008.0,,,,,,,,0.1,5,COMPLETE
93,93,1.4430058942850346,2025-06-16 01:04:32.321155,2025-06-16 01:04:34.548650,0 days 00:00:02.227495,488.0,0.05,10m,1.0,0.5,2.0,512.0,1024,0.025,9m,0.9,0.5,1.9000000000000001,216,360.0,0.025,6m,0.6,0.9,1.7000000000000002,712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,0.025,7m,1.1,0.5,1.9000000000000001,960.0,160.0,0.05,3m,0.6,1.0,1.4000000000000001,1008.0,,,,,,,,0.05,5,COMPLETE
94,94,-1.0609907343724443,2025-06-16 01:04:34.601666,2025-06-16 01:04:36.438441,0 days 00:00:01.836775,560.0,0.05,10m,0.9,0.5,1.9000000000000001,560.0,976,0.025,9m,1.1,0.5,1.7000000000000002,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.0,0.025,7m,1.2000000000000002,0.7,2.0,896.0,88.0,0.05,3m,0.5,1.1,1.5,968.0,,,,,,,,0.15000000000000002,4,COMPLETE
95,95,-1.2386587565784375,2025-06-16 01:04:36.488131,2025-06-16 01:04:39.104820,0 days 00:00:02.616689,304.0,0.05,8m,1.0,0.6,1.9000000000000001,528.0,944,0.025,4m,1.0,0.6,1.8000000000000003,256,408.0,0.025,6m,0.9,1.0,1.8000000000000003,824.0,,,,,,,,,,,,,,,976.0,0.05,6m,0.8,0.8,1.1,856.0,,,,,,,,744.0,0.025,7m,1.3,0.6,1.9000000000000001,688.0,584.0,0.05,10m,0.6,1.2000000000000002,2.0,976.0,,,,,,,,0.1,6,COMPLETE
96,96,2.322341497513481,2025-06-16 01:04:39.136963,2025-06-16 01:04:41.229766,0 days 00:00:02.092803,472.0,0.05,5m,0.9,0.5,1.5,592.0,512,0.025,9m,1.0,0.5,1.9000000000000001,64,520.0,0.025,2m,0.8,1.0,1.8000000000000003,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.0,0.025,7m,1.1,0.5,2.0,976.0,112.0,0.05,7m,0.5,1.1,1.6,1008.0,,,,,,,,0.05,5,COMPLETE
97,97,1.8752562604095464,2025-06-16 01:04:41.261591,2025-06-16 01:04:43.812886,0 days 00:00:02.551295,464.0,0.05,5m,0.7,1.1,1.5,368.0,512,0.025,10m,0.9,0.5,1.9000000000000001,48,584.0,0.025,2m,0.8,0.9,1.8000000000000003,664.0,,,,,,,,,,,,,,,808.0,0.05,8m,1.2000000000000002,0.5,1.8000000000000003,240.0,,,,,,,,648.0,0.025,7m,1.0,0.5,1.5,552.0,40.0,0.05,7m,0.6,1.0,1.6,944.0,,,,,,,,0.05,6,COMPLETE
98,98,-1.1491828093213599,2025-06-16 01:04:43.845140,2025-06-16 01:04:46.000110,0 days 00:00:02.154970,520.0,0.05,5m,0.8,0.6,1.4000000000000001,608.0,448,0.025,9m,1.1,1.4,2.0,16,56.0,0.025,2m,0.8,0.8,1.8000000000000003,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.0,0.025,10m,1.1,0.5,2.0,632.0,136.0,0.05,7m,0.7,1.3,1.6,848.0,,,,,,,,0.05,5,COMPLETE
99,99,-5.43289294570303,2025-06-16 01:04:46.018533,2025-06-16 01:04:47.752379,0 days 00:00:01.733846,728.0,0.025,5m,0.8,0.6,1.6,448.0,544,0.025,1m,1.0,0.6,1.9000000000000001,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.0,0.025,7m,1.2000000000000002,0.5,1.3,96.0,168.0,0.05,7m,0.5,1.1,1.6,1024.0,,,,,,,,0.05,4,COMPLETE
100,100,-0.8998054800190893,2025-06-16 01:04:47.797881,2025-06-16 01:04:51.153873,0 days 00:00:03.355992,144.0,0.05,9m,0.9,0.8,1.5,584.0,424,0.025,9m,0.9,0.5,1.3,120,16.0,0.025,2m,0.9,1.0,1.7000000000000002,624.0,,,,,,,,752.0,0.05,9m,0.7,1.0,1.2000000000000002,456.0,648.0,0.05,9m,1.0,1.0,1.4000000000000001,336.0,624.0,0.05,6m,1.3,1.0,1.2000000000000002,768.0,784.0,0.025,6m,1.2000000000000002,1.1,1.8000000000000003,920.0,16.0,0.05,9m,0.8,1.0,1.6,888.0,,,,,,,,0.05,8,COMPLETE
101,101,0.2301181716164333,2025-06-16 01:04:51.184873,2025-06-16 01:04:53.346650,0 days 00:00:02.161777,448.0,0.05,2m,0.9,0.5,1.4000000000000001,576.0,472,0.025,9m,1.0,0.5,1.8000000000000003,136,528.0,0.025,6m,0.9,1.0,1.9000000000000001,896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.0,0.025,7m,1.1,0.6,2.0,976.0,120.0,0.05,3m,0.5,1.1,1.5,1000.0,,,,,,,,0.1,5,COMPLETE
102,102,0.42461368944640976,2025-06-16 01:04:53.382596,2025-06-16 01:04:55.559233,0 days 00:00:02.176637,392.0,0.05,5m,1.0,0.5,1.8000000000000003,504.0,952,0.025,9m,1.1,0.6,1.8000000000000003,88,440.0,0.025,10m,0.9,1.0,1.3,792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.0,0.025,7m,1.1,0.6,2.0,968.0,480.0,0.05,7m,0.5,1.2000000000000002,1.4000000000000001,992.0,,,,,,,,0.1,5,COMPLETE
103,103,-3.0509685133051274,2025-06-16 01:04:55.606679,2025-06-16 01:04:57.909674,0 days 00:00:02.302995,504.0,0.05,10m,1.1,0.5,1.5,672.0,560,0.025,9m,1.0,0.5,1.9000000000000001,184,480.0,0.025,1m,0.8,1.5,1.8000000000000003,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.0,0.025,7m,1.0,0.7,2.0,944.0,104.0,0.05,1m,0.5,1.1,1.7000000000000002,960.0,,,,,,,,0.1,5,COMPLETE
104,104,1.625645928491797,2025-06-16 01:04:57.957235,2025-06-16 01:05:00.236365,0 days 00:00:02.279130,872.0,0.05,4m,0.9,0.5,2.0,72.0,624,0.025,3m,1.0,0.5,1.7000000000000002,232,552.0,0.025,4m,0.8,1.0,2.0,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.0,0.025,9m,1.1,0.6,2.0,1008.0,208.0,0.05,4m,0.6,1.1,1.4000000000000001,552.0,,,,,,,,0.15000000000000002,5,COMPLETE
105,105,-0.6723943799474735,2025-06-16 01:05:00.280584,2025-06-16 01:05:00.858709,0 days 00:00:00.578125,,,,,,,,1008,0.025,4m,0.7,0.5,1.6,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
106,106,-1.0014626454906832,2025-06-16 01:05:00.898210,2025-06-16 01:05:03.629351,0 days 00:00:02.731141,360.0,0.05,1m,1.0,0.5,1.8000000000000003,968.0,576,0.025,9m,0.9,1.0,1.7000000000000002,152,312.0,0.025,2m,0.7,1.1,1.9000000000000001,688.0,,,,,,,,,,,,,,,848.0,0.025,1m,1.4,0.6,1.3,504.0,,,,,,,,680.0,0.025,8m,1.0,0.5,1.9000000000000001,1000.0,56.0,0.05,3m,0.5,1.2000000000000002,1.5,424.0,,,,,,,,0.1,6,COMPLETE
107,107,-1.1224656285820376,2025-06-16 01:05:03.664222,2025-06-16 01:05:05.565522,0 days 00:00:01.901300,552.0,0.05,9m,1.1,0.6,1.7000000000000002,536.0,496,0.025,7m,1.0,0.6,1.8000000000000003,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.0,0.05,7m,1.1,0.8,1.9000000000000001,912.0,288.0,0.05,5m,0.6,1.0,1.3,800.0,,,,,,,,0.05,4,COMPLETE
108,108,-0.30773148146583196,2025-06-16 01:05:05.600793,2025-06-16 01:05:07.839866,0 days 00:00:02.239073,408.0,0.05,7m,1.0,0.5,1.6,624.0,392,0.025,9m,1.0,0.6,2.0,616,496.0,0.025,8m,1.0,0.9,1.8000000000000003,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.0,0.025,2m,1.2000000000000002,0.7,2.0,496.0,176.0,0.025,6m,0.9,1.2000000000000002,1.4000000000000001,480.0,,,,,,,,0.1,5,COMPLETE
109,109,-3.224295354073795,2025-06-16 01:05:07.892631,2025-06-16 01:05:10.585272,0 days 00:00:02.692641,40.0,0.05,10m,1.5,0.6,1.9000000000000001,920.0,880,0.025,9m,1.1,0.5,1.9000000000000001,32,80.0,0.025,6m,0.9,1.4,1.6,912.0,,,,,,,,,,,,,,,496.0,0.05,10m,1.1,0.7,2.0,80.0,,,,,,,,560.0,0.025,5m,0.9,0.6,1.9000000000000001,888.0,544.0,0.05,8m,0.5,1.1,1.5,1008.0,,,,,,,,0.15000000000000002,6,COMPLETE
110,110,1.35642299265472,2025-06-16 01:05:10.604836,2025-06-16 01:05:12.734211,0 days 00:00:02.129375,264.0,0.05,5m,1.2000000000000002,0.7,1.4000000000000001,184.0,976,0.05,6m,1.5,0.8,1.4000000000000001,936,608.0,0.025,5m,0.8,1.2000000000000002,2.0,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0,0.025,7m,1.0,0.5,2.0,376.0,392.0,0.05,7m,1.3,1.5,1.6,984.0,,,,,,,,0.45,5,COMPLETE
111,111,1.6470320606790627,2025-06-16 01:05:12.770322,2025-06-16 01:05:14.877709,0 days 00:00:02.107387,424.0,0.05,10m,1.1,0.5,1.9000000000000001,592.0,904,0.025,9m,1.0,0.5,1.8000000000000003,296,440.0,0.025,6m,1.0,1.1,1.9000000000000001,848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.0,0.025,7m,1.1,0.6,2.0,1000.0,240.0,0.05,3m,0.5,1.1,1.4000000000000001,928.0,,,,,,,,0.1,5,COMPLETE
112,112,1.1116114202489447,2025-06-16 01:05:14.893672,2025-06-16 01:05:17.050378,0 days 00:00:02.156706,480.0,0.05,10m,1.1,0.5,1.9000000000000001,656.0,920,0.025,9m,1.0,0.5,1.8000000000000003,288,400.0,0.025,6m,1.1,1.1,1.9000000000000001,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.0,0.025,4m,1.1,0.6,2.0,1024.0,208.0,0.05,3m,0.5,1.1,1.4000000000000001,912.0,,,,,,,,0.1,5,COMPLETE
113,113,-1.599574864896336,2025-06-16 01:05:17.082315,2025-06-16 01:05:19.222681,0 days 00:00:02.140366,584.0,0.05,10m,1.3,0.5,1.9000000000000001,560.0,528,0.025,9m,0.9,0.5,1.8000000000000003,264,456.0,0.025,6m,1.0,1.1,1.5,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.0,0.025,6m,0.7,0.7,2.0,976.0,152.0,0.05,3m,0.5,1.1,1.3,952.0,,,,,,,,0.1,5,COMPLETE
114,114,1.3011775189751638,2025-06-16 01:05:19.270192,2025-06-16 01:05:20.997487,0 days 00:00:01.727295,384.0,0.05,10m,1.1,1.2000000000000002,1.9000000000000001,688.0,936,0.025,9m,1.0,0.5,1.6,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.0,0.025,5m,1.2000000000000002,0.6,2.0,936.0,272.0,0.05,3m,0.6,1.0,1.4000000000000001,344.0,,,,,,,,0.05,4,COMPLETE
115,115,-0.9889456118528567,2025-06-16 01:05:21.024665,2025-06-16 01:05:23.145224,0 days 00:00:02.120559,424.0,0.05,10m,1.2000000000000002,1.0,1.5,720.0,688,0.025,4m,0.8,0.5,1.8000000000000003,272,520.0,0.025,6m,1.5,1.1,1.2000000000000002,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0,0.025,8m,1.4,0.9,1.8000000000000003,984.0,192.0,0.05,3m,0.6,1.2000000000000002,1.4000000000000001,872.0,,,,,,,,0.1,5,COMPLETE
116,116,1.7629524647262236,2025-06-16 01:05:23.519726,2025-06-16 01:05:26.144127,0 days 00:00:02.624401,320.0,0.05,9m,1.1,0.5,1.9000000000000001,480.0,968,0.025,9m,1.0,0.6,1.9000000000000001,208,368.0,0.025,6m,0.9,1.0,1.9000000000000001,744.0,,,,,,,,,,,,,,,424.0,0.05,5m,1.3,1.1,1.2000000000000002,552.0,,,,,,,,488.0,0.025,3m,1.1,0.5,1.9000000000000001,952.0,312.0,0.05,3m,0.5,1.1,1.5,744.0,,,,,,,,0.15000000000000002,6,COMPLETE
117,117,-4.465763319923743,2025-06-16 01:05:26.196728,2025-06-16 01:05:28.452778,0 days 00:00:02.256050,448.0,0.05,4m,0.9,0.6,2.0,632.0,856,0.025,9m,0.9,0.5,1.7000000000000002,96,488.0,0.025,3m,1.0,1.2000000000000002,2.0,936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.0,0.025,7m,1.1,0.7,2.0,1008.0,232.0,0.05,1m,0.5,1.0,1.5,920.0,,,,,,,,0.1,5,COMPLETE
118,118,-3.3341060876085193,2025-06-16 01:05:28.500461,2025-06-16 01:05:32.469387,0 days 00:00:03.968926,344.0,0.05,5m,1.4,0.9,1.8000000000000003,872.0,600,0.025,8m,1.1,0.6,1.9000000000000001,232,448.0,0.025,1m,0.7,1.3,1.8000000000000003,880.0,368.0,0.05,5m,1.3,1.3,1.5,600.0,16.0,0.05,10m,0.8,0.7,1.7000000000000002,504.0,760.0,0.025,3m,1.2000000000000002,1.2000000000000002,1.6,416.0,408.0,0.05,5m,1.0,1.2000000000000002,1.5,280.0,672.0,0.025,1m,1.2000000000000002,0.8,1.7000000000000002,968.0,144.0,0.05,2m,0.7,1.2000000000000002,1.8000000000000003,688.0,,,,,,,,0.05,9,COMPLETE
119,119,-0.8476741591187275,2025-06-16 01:05:32.514349,2025-06-16 01:05:35.619015,0 days 00:00:03.104666,504.0,0.05,10m,1.0,0.5,1.8000000000000003,608.0,1000,0.025,2m,1.0,0.5,1.8000000000000003,688,240.0,0.05,6m,1.1,0.6,1.7000000000000002,696.0,,,,,,,,328.0,0.025,7m,0.6,1.0,2.0,984.0,704.0,0.05,2m,0.6,0.9,1.7000000000000002,616.0,,,,,,,,736.0,0.025,5m,1.0,1.4,1.9000000000000001,992.0,440.0,0.05,7m,0.8,1.0,1.3,392.0,,,,,,,,0.15000000000000002,7,COMPLETE
120,120,0.521633696468036,2025-06-16 01:05:35.674129,2025-06-16 01:05:37.483604,0 days 00:00:01.809475,688.0,0.025,8m,1.0,0.5,2.0,656.0,768,0.025,9m,1.1,0.6,1.7000000000000002,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.0,0.05,7m,1.3,0.5,1.6,904.0,256.0,0.05,5m,0.9,1.1,1.4000000000000001,16.0,,,,,,,,0.05,4,COMPLETE
121,121,1.8793013343496738,2025-06-16 01:05:37.521369,2025-06-16 01:05:39.781908,0 days 00:00:02.260539,432.0,0.05,10m,1.1,0.5,1.9000000000000001,672.0,912,0.025,9m,1.0,0.5,1.8000000000000003,296,432.0,0.025,6m,1.0,1.1,1.9000000000000001,848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.0,0.025,7m,1.1,0.6,2.0,1016.0,224.0,0.05,3m,0.5,1.1,1.4000000000000001,976.0,,,,,,,,0.1,5,COMPLETE
122,122,2.684912233644669,2025-06-16 01:05:39.813912,2025-06-16 01:05:42.188998,0 days 00:00:02.375086,464.0,0.05,10m,1.1,0.5,1.9000000000000001,712.0,800,0.025,9m,1.0,0.5,1.8000000000000003,352,456.0,0.025,6m,1.0,1.0,1.1,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,0.025,7m,1.1,0.6,2.0,936.0,112.0,0.05,3m,0.5,1.1,1.4000000000000001,1008.0,,,,,,,,0.1,5,COMPLETE
123,123,2.0675016278368616,2025-06-16 01:05:42.232441,2025-06-16 01:05:44.460994,0 days 00:00:02.228553,464.0,0.05,10m,1.1,0.5,1.9000000000000001,784.0,888,0.025,9m,1.0,0.5,1.8000000000000003,344,464.0,0.025,6m,1.0,1.0,1.1,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.0,0.025,7m,1.1,0.6,2.0,936.0,104.0,0.05,3m,0.5,1.1,1.4000000000000001,992.0,,,,,,,,0.1,5,COMPLETE
124,124,0.46369820448765264,2025-06-16 01:05:44.477402,2025-06-16 01:05:46.634359,0 days 00:00:02.156957,544.0,0.05,10m,1.2000000000000002,0.6,1.9000000000000001,800.0,736,0.025,5m,0.7,0.5,1.5,360,472.0,0.025,10m,0.9,1.0,1.1,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.0,0.025,7m,1.2000000000000002,0.6,2.0,936.0,112.0,0.05,3m,0.5,1.1,1.4000000000000001,1016.0,,,,,,,,0.1,5,COMPLETE
