,number,value,datetime_start,datetime_complete,duration,params_ADP_CTAS_beta_win,params_ADP_CTAS_stop_loss,params_ADP_CTAS_trade_freq,params_ADP_CTAS_z_entry,params_ADP_CTAS_z_exit,params_ADP_CTAS_z_stop_scaler,params_ADP_CTAS_z_win,params_ALXN_CHTR_beta_win,params_ALXN_CHTR_stop_loss,params_ALXN_CHTR_trade_freq,params_ALXN_CHTR_z_entry,params_ALXN_CHTR_z_exit,params_ALXN_CHTR_z_stop_scaler,params_ALXN_CHTR_z_win,params_AMD_CMCSA_beta_win,params_AMD_CMCSA_stop_loss,params_AMD_CMCSA_trade_freq,params_AMD_CMCSA_z_entry,params_AMD_CMCSA_z_exit,params_AMD_CMCSA_z_stop_scaler,params_AMD_CMCSA_z_win,params_AMD_PTON_beta_win,params_AMD_PTON_stop_loss,params_AMD_PTON_trade_freq,params_AMD_PTON_z_entry,params_AMD_PTON_z_exit,params_AMD_PTON_z_stop_scaler,params_AMD_PTON_z_win,params_CMCSA_PTON_beta_win,params_CMCSA_PTON_stop_loss,params_CMCSA_PTON_trade_freq,params_CMCSA_PTON_z_entry,params_CMCSA_PTON_z_exit,params_CMCSA_PTON_z_stop_scaler,params_CMCSA_PTON_z_win,params_CMCSA_QCOM_beta_win,params_CMCSA_QCOM_stop_loss,params_CMCSA_QCOM_trade_freq,params_CMCSA_QCOM_z_entry,params_CMCSA_QCOM_z_exit,params_CMCSA_QCOM_z_stop_scaler,params_CMCSA_QCOM_z_win,params_CMCSA_SPLK_beta_win,params_CMCSA_SPLK_stop_loss,params_CMCSA_SPLK_trade_freq,params_CMCSA_SPLK_z_entry,params_CMCSA_SPLK_z_exit,params_CMCSA_SPLK_z_stop_scaler,params_CMCSA_SPLK_z_win,params_CMCSA_XLNX_beta_win,params_CMCSA_XLNX_stop_loss,params_CMCSA_XLNX_trade_freq,params_CMCSA_XLNX_z_entry,params_CMCSA_XLNX_z_exit,params_CMCSA_XLNX_z_stop_scaler,params_CMCSA_XLNX_z_win,params_CPRT_ISRG_beta_win,params_CPRT_ISRG_stop_loss,params_CPRT_ISRG_trade_freq,params_CPRT_ISRG_z_entry,params_CPRT_ISRG_z_exit,params_CPRT_ISRG_z_stop_scaler,params_CPRT_ISRG_z_win,params_FOXA_XLNX_beta_win,params_FOXA_XLNX_stop_loss,params_FOXA_XLNX_trade_freq,params_FOXA_XLNX_z_entry,params_FOXA_XLNX_z_exit,params_FOXA_XLNX_z_stop_scaler,params_FOXA_XLNX_z_win,params_FOX_XLNX_beta_win,params_FOX_XLNX_stop_loss,params_FOX_XLNX_trade_freq,params_FOX_XLNX_z_entry,params_FOX_XLNX_z_exit,params_FOX_XLNX_z_stop_scaler,params_FOX_XLNX_z_win,params_INTC_MU_beta_win,params_INTC_MU_stop_loss,params_INTC_MU_trade_freq,params_INTC_MU_z_entry,params_INTC_MU_z_exit,params_INTC_MU_z_stop_scaler,params_INTC_MU_z_win,params_JD_CTAS_beta_win,params_JD_CTAS_stop_loss,params_JD_CTAS_trade_freq,params_JD_CTAS_z_entry,params_JD_CTAS_z_exit,params_JD_CTAS_z_stop_scaler,params_JD_CTAS_z_win,params_PTON_SGEN_beta_win,params_PTON_SGEN_stop_loss,params_PTON_SGEN_trade_freq,params_PTON_SGEN_z_entry,params_PTON_SGEN_z_exit,params_PTON_SGEN_z_stop_scaler,params_PTON_SGEN_z_win,params_PTON_XLNX_beta_win,params_PTON_XLNX_stop_loss,params_PTON_XLNX_trade_freq,params_PTON_XLNX_z_entry,params_PTON_XLNX_z_exit,params_PTON_XLNX_z_stop_scaler,params_PTON_XLNX_z_win,params_QCOM_CTAS_beta_win,params_QCOM_CTAS_stop_loss,params_QCOM_CTAS_trade_freq,params_QCOM_CTAS_z_entry,params_QCOM_CTAS_z_exit,params_QCOM_CTAS_z_stop_scaler,params_QCOM_CTAS_z_win,params_ROST_CTAS_beta_win,params_ROST_CTAS_stop_loss,params_ROST_CTAS_trade_freq,params_ROST_CTAS_z_entry,params_ROST_CTAS_z_exit,params_ROST_CTAS_z_stop_scaler,params_ROST_CTAS_z_win,params_SBUX_CTAS_beta_win,params_SBUX_CTAS_stop_loss,params_SBUX_CTAS_trade_freq,params_SBUX_CTAS_z_entry,params_SBUX_CTAS_z_exit,params_SBUX_CTAS_z_stop_scaler,params_SBUX_CTAS_z_win,params_TSLA_CTAS_beta_win,params_TSLA_CTAS_stop_loss,params_TSLA_CTAS_trade_freq,params_TSLA_CTAS_z_entry,params_TSLA_CTAS_z_exit,params_TSLA_CTAS_z_stop_scaler,params_TSLA_CTAS_z_win,params_VRTX_CHKP_beta_win,params_VRTX_CHKP_stop_loss,params_VRTX_CHKP_trade_freq,params_VRTX_CHKP_z_entry,params_VRTX_CHKP_z_exit,params_VRTX_CHKP_z_stop_scaler,params_VRTX_CHKP_z_win,params_buffer_capital,params_pairs_to_trade,state
33,33,0.6137043325516194,2025-06-21 19:07:33.957914,2025-06-21 19:07:41.019536,0 days 00:00:07.061622,,,,,,,,1040.0,0.02,3m,1.4,0.2,1.0,304.0,,,,,,,,7552.0,0.015,5m,1.2,0.2,1.0,928.0,6280.0,0.01,2m,1.6,0.6000000000000001,2.0,920.0,6752,0.015,1m,2.6,1.0,1.0,472,,,,,,,,3480.0,0.015,2m,1.0,0.6000000000000001,2.0,480.0,5808.0,0.02,3m,1.8,0.4,1.5,632.0,3736.0,0.02,1m,2.8,0.6000000000000001,2.0,760.0,1768.0,0.015,2m,2.2,0.4,1.0,888.0,5664.0,0.015,3m,2.4000000000000004,0.8,1.0,184.0,5408.0,0.015,2m,2.6,0.4,1.5,456.0,1032.0,0.015,5m,2.0,0.6000000000000001,2.0,648.0,2392.0,0.01,4m,2.6,1.0,1.5,816.0,4032.0,0.015,4m,2.2,0.6000000000000001,1.0,944.0,4632.0,0.015,5m,2.4000000000000004,0.2,2.0,696.0,,,,,,,,1128.0,0.01,2m,2.6,1.0,1.5,936.0,4040.0,0.01,5m,2.8,0.8,1.5,944.0,0.3,16,COMPLETE
34,34,0.43586824856418804,2025-06-21 19:07:41.105788,2025-06-21 19:07:47.068720,0 days 00:00:05.962932,,,,,,,,,,,,,,,,,,,,,,6696.0,0.015,3m,1.6,0.6000000000000001,1.5,824.0,2648.0,0.01,5m,2.8,0.8,1.5,840.0,2880,0.015,2m,2.4000000000000004,0.6000000000000001,2.0,376,,,,,,,,2920.0,0.01,5m,1.4,1.0,1.0,160.0,2064.0,0.02,3m,2.2,0.2,1.0,816.0,6296.0,0.02,5m,1.2,0.2,1.5,912.0,3352.0,0.015,2m,2.6,0.2,0.5,720.0,7616.0,0.015,4m,2.8,0.2,1.5,232.0,3544.0,0.01,4m,1.0,0.0,1.0,224.0,,,,,,,,1040.0,0.01,4m,2.8,0.0,0.5,744.0,4728.0,0.015,3m,1.2,0.2,2.0,744.0,6208.0,0.01,2m,2.2,0.0,1.5,904.0,,,,,,,,,,,,,,,1704.0,0.01,2m,2.4000000000000004,1.0,1.0,792.0,0.5,13,COMPLETE
35,35,1.7882157422855314,2025-06-21 19:07:47.118278,2025-06-21 19:07:51.183695,0 days 00:00:04.065417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7792.0,0.01,5m,1.4,0.6000000000000001,2.0,712.0,1152,0.015,3m,2.0,0.8,1.0,536,,,,,,,,5608.0,0.02,5m,1.0,0.4,2.0,392.0,,,,,,,,,,,,,,,6104.0,0.015,5m,2.0,0.6000000000000001,2.0,960.0,3360.0,0.015,3m,2.2,0.6000000000000001,2.0,64.0,,,,,,,,,,,,,,,3536.0,0.01,2m,3.0,0.4,2.0,952.0,5920.0,0.02,4m,1.6,0.4,1.5,832.0,5416.0,0.015,1m,2.6,0.2,1.5,992.0,,,,,,,,,,,,,,,6288.0,0.01,5m,1.8,1.0,0.5,64.0,0.4,9,COMPLETE
36,36,-0.4648836487190159,2025-06-21 19:07:51.253785,2025-06-21 19:07:53.452529,0 days 00:00:02.198744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800.0,0.01,1m,2.0,0.6000000000000001,1.5,720.0,1088,0.015,3m,1.8,0.6000000000000001,1.0,728,,,,,,,,5656.0,0.02,2m,2.2,0.4,2.0,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792.0,0.01,3m,2.2,0.4,1.0,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7344.0,0.015,2m,1.8,1.0,0.5,72.0,0.4,5,COMPLETE
37,37,0.4853663552677973,2025-06-21 19:07:53.537748,2025-06-21 19:07:57.188300,0 days 00:00:03.650552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7320.0,0.01,2m,2.2,0.6000000000000001,2.0,776.0,1640,0.015,1m,2.0,1.0,0.5,544,,,,,,,,4736.0,0.02,5m,1.6,0.4,2.0,536.0,,,,,,,,,,,,,,,6120.0,0.015,5m,2.0,0.4,1.0,784.0,2960.0,0.01,5m,2.0,0.4,2.0,80.0,,,,,,,,,,,,,,,2992.0,0.01,2m,2.4000000000000004,0.6000000000000001,1.0,1024.0,,,,,,,,5648.0,0.015,1m,2.8,0.4,1.5,1000.0,,,,,,,,,,,,,,,6680.0,0.01,4m,1.4,1.0,0.5,192.0,0.45,8,COMPLETE
38,38,0.270051739441179,2025-06-21 19:07:57.266249,2025-06-21 19:08:01.342632,0 days 00:00:04.076383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6144.0,0.015,5m,1.4,0.6000000000000001,1.5,576.0,2072,0.015,5m,2.0,0.8,1.0,816,,,,,,,,4840.0,0.02,3m,1.2,0.6000000000000001,1.5,680.0,,,,,,,,,,,,,,,6800.0,0.02,5m,1.6,0.6000000000000001,1.5,616.0,3640.0,0.02,3m,2.2,0.2,2.0,536.0,,,,,,,,,,,,,,,4976.0,0.015,2m,3.0,0.2,2.0,344.0,6008.0,0.02,4m,1.6,0.2,1.5,840.0,7016.0,0.015,1m,2.6,0.2,1.5,976.0,,,,,,,,,,,,,,,6168.0,0.015,2m,2.0,0.6000000000000001,0.5,160.0,0.5,9,COMPLETE
39,39,1.1387263196798452,2025-06-21 19:08:01.380045,2025-06-21 19:08:04.119393,0 days 00:00:02.739348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5744.0,0.02,4m,1.2,0.4,2.0,696.0,3792,0.01,4m,1.8,0.6000000000000001,1.0,616,,,,,,,,6008.0,0.02,5m,3.0,0.4,2.0,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,0.02,2m,2.0,0.6000000000000001,0.5,936.0,,,,,,,,6520.0,0.01,1m,2.8,0.2,1.0,824.0,,,,,,,,,,,,,,,7312.0,0.01,5m,1.8,0.0,0.5,336.0,0.25,6,COMPLETE
40,40,-2.498908335183882,2025-06-21 19:08:04.191271,2025-06-21 19:08:09.128512,0 days 00:00:04.937241,,,,,,,,,,,,,,,,,,,,,,5984.0,0.02,1m,2.0,0.8,0.5,400.0,6664.0,0.015,3m,2.6,0.6000000000000001,1.5,488.0,4480,0.02,2m,2.0,0.8,0.5,520,,,,,,,,5384.0,0.015,1m,2.8,0.8,0.5,488.0,,,,,,,,2512.0,0.015,3m,1.6,0.8,1.0,960.0,6312.0,0.015,5m,2.0,0.2,0.5,176.0,2992.0,0.015,2m,1.8,0.0,2.0,152.0,,,,,,,,,,,,,,,4448.0,0.01,5m,2.8,0.4,1.5,784.0,7056.0,0.02,4m,1.4,0.6000000000000001,2.0,712.0,7856.0,0.02,1m,1.2,0.4,1.5,744.0,,,,,,,,,,,,,,,2184.0,0.015,4m,1.0,1.0,0.5,272.0,0.4,11,COMPLETE
41,41,0.5843678398323251,2025-06-21 19:08:09.213975,2025-06-21 19:08:13.253518,0 days 00:00:04.039543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8056.0,0.01,5m,1.4,0.8,2.0,816.0,6272,0.015,3m,2.2,0.8,1.5,184,,,,,,,,4088.0,0.01,5m,1.0,0.2,2.0,296.0,,,,,,,,,,,,,,,5680.0,0.015,5m,2.2,0.6000000000000001,2.0,1024.0,6480.0,0.015,3m,2.4000000000000004,0.6000000000000001,2.0,288.0,,,,,,,,,,,,,,,3592.0,0.01,2m,3.0,0.2,2.0,840.0,5376.0,0.02,4m,1.8,0.4,1.5,968.0,4888.0,0.015,5m,2.4000000000000004,0.0,2.0,880.0,,,,,,,,,,,,,,,3560.0,0.01,5m,2.6,0.8,1.0,584.0,0.35000000000000003,9,COMPLETE
42,42,0.9347863429620313,2025-06-21 19:08:13.350962,2025-06-21 19:08:19.090090,0 days 00:00:05.739128,,,,,,,,,,,,,,,,,,,,,,7600.0,0.02,2m,1.6,0.4,1.0,720.0,6784.0,0.01,5m,1.2,0.8,2.0,984.0,7096,0.015,3m,2.8,0.8,1.0,448,,,,,,,,3408.0,0.02,5m,1.0,0.0,2.0,376.0,3920.0,0.015,3m,2.6,0.0,1.0,600.0,5032.0,0.02,5m,1.8,0.4,1.0,808.0,4248.0,0.015,2m,2.4000000000000004,0.8,2.0,976.0,4736.0,0.015,3m,2.0,0.6000000000000001,1.5,96.0,,,,,,,,,,,,,,,2440.0,0.01,1m,3.0,0.2,2.0,952.0,4912.0,0.015,2m,2.2,0.4,1.5,856.0,4536.0,0.015,5m,2.0,0.6000000000000001,1.5,936.0,,,,,,,,,,,,,,,5272.0,0.01,5m,2.2,0.8,1.0,640.0,0.4,12,COMPLETE
43,43,-0.774862491949168,2025-06-21 19:08:19.163399,2025-06-21 19:08:23.735277,0 days 00:00:04.571878,,,,,,,,,,,,,,,,,,,,,,1304.0,0.015,4m,2.4000000000000004,0.2,1.0,600.0,7328.0,0.01,5m,1.4,1.0,2.0,920.0,5216,0.015,3m,2.2,1.0,1.5,136,,,,,,,,6632.0,0.01,5m,1.2,0.4,2.0,256.0,,,,,,,,,,,,,,,5856.0,0.015,5m,3.0,0.6000000000000001,2.0,904.0,6808.0,0.015,3m,2.8,0.8,1.0,64.0,,,,,,,,,,,,,,,3160.0,0.01,2m,2.8,0.0,2.0,112.0,6608.0,0.02,4m,1.6,0.4,1.0,792.0,5344.0,0.015,2m,2.6,0.2,2.0,840.0,,,,,,,,,,,,,,,5912.0,0.01,5m,2.8,0.4,2.0,944.0,0.35000000000000003,10,COMPLETE
44,44,3.8512001044198003,2025-06-21 19:08:23.817028,2025-06-21 19:08:30.289981,0 days 00:00:06.472953,,,,,,,,4344.0,0.015,1m,2.2,0.8,1.5,216.0,,,,,,,,6952.0,0.015,5m,1.2,0.6000000000000001,1.5,928.0,7816.0,0.01,5m,1.2,0.8,2.0,744.0,7784,0.015,3m,2.4000000000000004,0.6000000000000001,1.0,392,,,,,,,,2632.0,0.02,5m,1.4,0.2,2.0,176.0,2968.0,0.02,3m,2.4000000000000004,0.8,1.5,440.0,5712.0,0.02,5m,1.2,0.6000000000000001,1.5,536.0,8144.0,0.015,3m,2.6,0.6000000000000001,2.0,968.0,2552.0,0.015,2m,1.0,0.8,1.5,232.0,2072.0,0.02,5m,1.8,0.2,2.0,656.0,,,,,,,,4272.0,0.01,5m,2.6,0.4,2.0,984.0,5720.0,0.015,3m,2.8,0.6000000000000001,1.5,960.0,5928.0,0.015,1m,2.4000000000000004,0.0,1.0,808.0,,,,,,,,6592.0,0.015,4m,1.8,0.4,1.0,264.0,4248.0,0.01,5m,2.4000000000000004,1.0,1.5,736.0,0.3,15,COMPLETE
45,45,1.3543079706599228,2025-06-21 19:08:30.373679,2025-06-21 19:08:37.454089,0 days 00:00:07.080410,,,,,,,,4416.0,0.015,1m,2.0,0.8,1.0,448.0,,,,,,,,6936.0,0.01,5m,1.4,0.6000000000000001,1.5,952.0,7832.0,0.01,5m,1.2,0.2,2.0,760.0,2520,0.015,5m,1.6,0.6000000000000001,1.0,400,,,,,,,,2216.0,0.02,4m,1.6,0.0,1.5,192.0,2920.0,0.02,3m,2.8,1.0,1.5,448.0,5664.0,0.02,5m,1.2,0.6000000000000001,1.5,624.0,8096.0,0.02,3m,2.8,0.0,1.5,824.0,1912.0,0.02,2m,1.2,1.0,2.0,232.0,2192.0,0.02,5m,2.4000000000000004,0.2,2.0,760.0,8176.0,0.01,1m,2.4000000000000004,1.0,1.5,672.0,4240.0,0.01,5m,2.4000000000000004,0.4,2.0,968.0,5800.0,0.015,1m,3.0,0.8,1.5,888.0,5776.0,0.015,1m,2.4000000000000004,0.2,1.0,808.0,,,,,,,,6448.0,0.015,4m,1.8,0.4,1.0,280.0,4248.0,0.01,1m,2.4000000000000004,1.0,1.5,768.0,0.25,16,COMPLETE
46,46,1.1751406219723275,2025-06-21 19:08:37.531153,2025-06-21 19:08:45.630068,0 days 00:00:08.098915,3832.0,0.01,1m,2.0,0.0,0.5,600.0,6248.0,0.01,1m,2.2,0.8,0.5,744.0,,,,,,,,5872.0,0.02,5m,1.2,0.8,1.5,904.0,4016.0,0.015,5m,1.0,1.0,1.0,616.0,7728,0.015,3m,2.6,0.4,1.0,504,1240.0,0.02,1m,3.0,1.0,0.5,888.0,2680.0,0.015,5m,1.4,0.4,2.0,80.0,1224.0,0.02,1m,2.4000000000000004,0.8,1.5,248.0,6296.0,0.02,2m,1.0,0.8,1.0,856.0,7488.0,0.015,3m,3.0,0.4,1.5,952.0,2296.0,0.015,2m,1.0,0.8,1.5,136.0,7344.0,0.02,5m,1.4,0.4,2.0,816.0,4480.0,0.02,2m,1.6,0.0,1.0,304.0,4560.0,0.02,5m,2.6,0.4,1.0,912.0,2464.0,0.02,5m,2.8,0.6000000000000001,1.0,592.0,6040.0,0.01,1m,2.6,0.0,0.5,720.0,,,,,,,,6328.0,0.015,4m,1.8,0.6000000000000001,1.0,272.0,3160.0,0.02,3m,2.2,1.0,1.5,416.0,0.2,18,COMPLETE
47,47,-3.8189294480779408,2025-06-21 19:08:45.735581,2025-06-21 19:08:54.807100,0 days 00:00:09.071519,7760.0,0.015,3m,1.0,1.0,1.5,656.0,3840.0,0.015,1m,1.4,0.2,2.0,152.0,7952.0,0.02,3m,3.0,0.0,0.5,128.0,6368.0,0.01,5m,1.8,0.6000000000000001,1.5,824.0,2968.0,0.02,4m,2.4000000000000004,0.6000000000000001,2.0,560.0,3112,0.015,4m,3.0,0.6000000000000001,1.0,576,4504.0,0.01,4m,2.2,0.0,1.5,152.0,4408.0,0.02,1m,1.4,0.2,2.0,128.0,1872.0,0.01,5m,2.8,0.8,2.0,280.0,8128.0,0.02,1m,1.4,0.6000000000000001,0.5,744.0,7760.0,0.015,3m,2.6,0.8,2.0,296.0,1056.0,0.02,2m,1.0,0.8,1.0,464.0,2176.0,0.015,1m,2.2,0.8,2.0,608.0,6384.0,0.015,3m,2.4000000000000004,0.4,0.5,824.0,3712.0,0.01,5m,2.2,0.6000000000000001,1.5,1000.0,7848.0,0.01,5m,2.6,0.6000000000000001,1.5,816.0,3656.0,0.02,1m,2.4000000000000004,0.2,1.0,776.0,7944.0,0.01,1m,1.0,0.0,0.5,88.0,5432.0,0.01,5m,1.0,0.2,1.5,584.0,6920.0,0.01,2m,2.4000000000000004,1.0,1.5,840.0,0.3,20,COMPLETE
48,48,0.27485607642611776,2025-06-21 19:08:54.932611,2025-06-21 19:08:58.096287,0 days 00:00:03.163676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5376.0,0.015,5m,2.2,0.8,1.5,672.0,4720,0.01,3m,2.2,0.8,1.0,640,,,,,,,,1560.0,0.02,4m,2.0,0.2,1.5,216.0,,,,,,,,,,,,,,,7168.0,0.015,3m,1.0,0.4,1.5,896.0,,,,,,,,,,,,,,,,,,,,,,2808.0,0.015,5m,2.6,0.6000000000000001,2.0,872.0,,,,,,,,6856.0,0.02,1m,2.6,0.0,1.0,576.0,,,,,,,,,,,,,,,3688.0,0.015,5m,2.0,0.6000000000000001,2.0,144.0,0.2,7,COMPLETE
49,49,-0.2957124240063779,2025-06-21 19:08:58.184802,2025-06-21 19:09:04.771692,0 days 00:00:06.586890,,,,,,,,5456.0,0.015,1m,2.4000000000000004,0.8,1.5,424.0,,,,,,,,7312.0,0.015,5m,2.0,0.6000000000000001,2.0,960.0,7824.0,0.01,1m,1.6,0.6000000000000001,2.0,800.0,4144,0.015,1m,1.4,0.6000000000000001,0.5,408,,,,,,,,2928.0,0.02,5m,1.2,0.6000000000000001,2.0,448.0,2224.0,0.015,2m,2.4000000000000004,0.8,1.5,552.0,5624.0,0.015,5m,1.2,1.0,2.0,536.0,6432.0,0.015,4m,2.2,1.0,2.0,704.0,2680.0,0.015,2m,1.4,1.0,0.5,672.0,6472.0,0.02,2m,1.8,0.2,1.5,344.0,,,,,,,,4128.0,0.01,2m,1.6,0.4,1.0,928.0,5552.0,0.015,4m,2.8,1.0,1.0,744.0,5400.0,0.015,3m,2.8,0.6000000000000001,0.5,960.0,,,,,,,,3016.0,0.02,1m,2.4000000000000004,0.8,1.0,272.0,1560.0,0.01,2m,1.8,1.0,1.5,544.0,0.4,15,COMPLETE
50,50,-100.0,2025-06-21 19:09:04.818503,2025-06-21 19:09:13.274508,0 days 00:00:08.456005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5816,0.015,3m,2.6,0.2,1.0,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
51,51,1.3148208163539101,2025-06-21 19:09:13.339640,2025-06-21 19:09:19.169605,0 days 00:00:05.829965,,,,,,,,,,,,,,,,,,,,,,8064.0,0.015,4m,1.0,0.4,1.0,336.0,7248.0,0.01,5m,1.2,0.8,2.0,928.0,7488,0.015,3m,2.4000000000000004,0.8,1.5,288,,,,,,,,3568.0,0.02,5m,1.0,0.2,2.0,312.0,5240.0,0.02,3m,1.6,0.4,1.0,448.0,4120.0,0.02,5m,1.4,0.4,1.5,432.0,2472.0,0.015,2m,2.4000000000000004,0.6000000000000001,2.0,984.0,3960.0,0.015,3m,2.2,0.6000000000000001,1.5,336.0,4600.0,0.015,5m,1.8,0.0,1.5,520.0,,,,,,,,3408.0,0.01,4m,3.0,0.2,2.0,824.0,5072.0,0.015,3m,2.4000000000000004,0.4,1.5,968.0,5176.0,0.015,5m,2.2,0.0,1.0,888.0,,,,,,,,,,,,,,,4920.0,0.01,5m,2.6,0.8,1.0,736.0,0.35000000000000003,13,COMPLETE
52,52,3.410953934616933,2025-06-21 19:09:19.271069,2025-06-21 19:09:25.430966,0 days 00:00:06.159897,,,,,,,,2272.0,0.02,4m,2.6,0.6000000000000001,1.5,224.0,,,,,,,,7840.0,0.015,3m,1.0,0.6000000000000001,1.0,816.0,8136.0,0.01,5m,1.6,0.8,2.0,856.0,7944,0.015,3m,2.4000000000000004,0.8,1.5,240,,,,,,,,3200.0,0.01,5m,1.0,0.2,2.0,352.0,4112.0,0.02,3m,2.0,0.0,1.0,672.0,2440.0,0.02,5m,2.4000000000000004,0.6000000000000001,1.5,296.0,7808.0,0.015,2m,2.4000000000000004,0.6000000000000001,2.0,1000.0,3176.0,0.015,1m,2.4000000000000004,0.8,1.5,192.0,3576.0,0.015,5m,1.6,0.0,2.0,648.0,,,,,,,,3696.0,0.01,4m,2.8,0.0,2.0,1000.0,4368.0,0.015,3m,1.4,0.4,1.5,968.0,4848.0,0.015,4m,2.0,0.0,1.5,856.0,,,,,,,,,,,,,,,4568.0,0.01,5m,2.4000000000000004,1.0,1.5,608.0,0.3,14,COMPLETE
53,53,2.611021300381837,2025-06-21 19:09:25.510197,2025-06-21 19:09:32.736467,0 days 00:00:07.226270,4960.0,0.01,5m,2.4000000000000004,0.4,1.5,96.0,2184.0,0.015,4m,2.6,0.4,1.5,192.0,,,,,,,,7568.0,0.015,3m,1.2,0.6000000000000001,1.5,984.0,8136.0,0.01,5m,1.8,0.8,2.0,864.0,6816,0.015,3m,2.8,0.8,2.0,552,,,,,,,,3152.0,0.02,5m,1.4,0.0,2.0,352.0,3400.0,0.02,3m,2.0,0.2,1.5,824.0,2184.0,0.02,5m,2.8,0.0,1.5,320.0,7760.0,0.015,5m,1.8,0.6000000000000001,2.0,928.0,3216.0,0.015,5m,2.6,0.8,1.5,792.0,2016.0,0.015,5m,2.2,0.2,2.0,672.0,1280.0,0.01,5m,1.4,0.6000000000000001,1.5,440.0,3904.0,0.01,5m,2.8,0.0,2.0,968.0,3584.0,0.015,3m,1.4,0.8,1.5,912.0,4784.0,0.015,4m,2.0,0.2,1.5,1008.0,,,,,,,,6944.0,0.015,4m,1.6,0.2,1.5,440.0,5520.0,0.01,5m,2.2,1.0,1.5,608.0,0.3,17,COMPLETE
54,54,-0.8932988568341771,2025-06-21 19:09:32.811894,2025-06-21 19:09:41.103205,0 days 00:00:08.291311,4952.0,0.01,5m,2.4000000000000004,0.4,1.5,72.0,2272.0,0.015,4m,2.6,0.4,1.5,200.0,,,,,,,,7728.0,0.015,3m,1.2,0.6000000000000001,1.5,984.0,8152.0,0.01,5m,1.8,1.0,0.5,880.0,8048,0.015,3m,2.8,1.0,2.0,320,4832.0,0.015,1m,1.0,0.6000000000000001,1.0,544.0,3176.0,0.01,5m,1.4,0.0,2.0,344.0,3376.0,0.02,3m,2.2,0.2,1.5,1008.0,1584.0,0.02,5m,2.6,0.0,1.5,296.0,7808.0,0.015,2m,1.8,0.6000000000000001,2.0,920.0,3096.0,0.015,1m,2.8,1.0,1.5,768.0,2152.0,0.015,5m,2.2,0.2,2.0,672.0,1464.0,0.01,5m,1.4,0.6000000000000001,1.5,440.0,3880.0,0.01,5m,2.8,0.0,2.0,984.0,2816.0,0.015,3m,1.2,0.8,1.5,928.0,4032.0,0.015,4m,2.0,0.0,1.5,912.0,6408.0,0.02,5m,3.0,0.4,2.0,352.0,7104.0,0.015,4m,1.6,0.2,1.5,440.0,4424.0,0.01,5m,2.4000000000000004,1.0,1.5,608.0,0.3,19,COMPLETE
55,55,0.5745961424640111,2025-06-21 19:09:41.219490,2025-06-21 19:09:48.344452,0 days 00:00:07.124962,,,,,,,,2296.0,0.015,4m,2.6,0.6000000000000001,1.5,424.0,,,,,,,,7768.0,0.015,3m,1.4,0.6000000000000001,1.5,912.0,8160.0,0.01,5m,2.0,0.8,2.0,832.0,6792,0.015,5m,2.6,0.8,2.0,440,,,,,,,,2592.0,0.015,5m,1.4,0.0,1.0,280.0,3888.0,0.02,3m,2.0,0.2,1.5,800.0,2336.0,0.02,4m,2.6,0.0,1.5,344.0,8072.0,0.015,1m,2.6,0.6000000000000001,2.0,856.0,2272.0,0.015,1m,3.0,0.8,1.5,896.0,2824.0,0.015,5m,1.6,0.0,2.0,776.0,,,,,,,,5280.0,0.01,5m,2.6,0.0,2.0,992.0,3616.0,0.015,3m,1.4,0.8,0.5,888.0,4760.0,0.015,4m,1.8,0.0,1.5,680.0,,,,,,,,5200.0,0.015,4m,2.0,0.4,2.0,528.0,5616.0,0.01,4m,2.2,1.0,1.5,680.0,0.25,15,COMPLETE
