,number,value,datetime_start,datetime_complete,duration,params_ADP_CTAS_beta_win,params_ADP_CTAS_stop_loss,params_ADP_CTAS_trade_freq,params_ADP_CTAS_z_entry,params_ADP_CTAS_z_exit,params_ADP_CTAS_z_stop_scaler,params_ADP_CTAS_z_win,params_ALXN_CHTR_beta_win,params_ALXN_CHTR_stop_loss,params_ALXN_CHTR_trade_freq,params_ALXN_CHTR_z_entry,params_ALXN_CHTR_z_exit,params_ALXN_CHTR_z_stop_scaler,params_ALXN_CHTR_z_win,params_AMD_CMCSA_beta_win,params_AMD_CMCSA_stop_loss,params_AMD_CMCSA_trade_freq,params_AMD_CMCSA_z_entry,params_AMD_CMCSA_z_exit,params_AMD_CMCSA_z_stop_scaler,params_AMD_CMCSA_z_win,params_AMD_PTON_beta_win,params_AMD_PTON_stop_loss,params_AMD_PTON_trade_freq,params_AMD_PTON_z_entry,params_AMD_PTON_z_exit,params_AMD_PTON_z_stop_scaler,params_AMD_PTON_z_win,params_CMCSA_PTON_beta_win,params_CMCSA_PTON_stop_loss,params_CMCSA_PTON_trade_freq,params_CMCSA_PTON_z_entry,params_CMCSA_PTON_z_exit,params_CMCSA_PTON_z_stop_scaler,params_CMCSA_PTON_z_win,params_CMCSA_QCOM_beta_win,params_CMCSA_QCOM_stop_loss,params_CMCSA_QCOM_trade_freq,params_CMCSA_QCOM_z_entry,params_CMCSA_QCOM_z_exit,params_CMCSA_QCOM_z_stop_scaler,params_CMCSA_QCOM_z_win,params_CMCSA_SPLK_beta_win,params_CMCSA_SPLK_stop_loss,params_CMCSA_SPLK_trade_freq,params_CMCSA_SPLK_z_entry,params_CMCSA_SPLK_z_exit,params_CMCSA_SPLK_z_stop_scaler,params_CMCSA_SPLK_z_win,params_CMCSA_XLNX_beta_win,params_CMCSA_XLNX_stop_loss,params_CMCSA_XLNX_trade_freq,params_CMCSA_XLNX_z_entry,params_CMCSA_XLNX_z_exit,params_CMCSA_XLNX_z_stop_scaler,params_CMCSA_XLNX_z_win,params_CPRT_ISRG_beta_win,params_CPRT_ISRG_stop_loss,params_CPRT_ISRG_trade_freq,params_CPRT_ISRG_z_entry,params_CPRT_ISRG_z_exit,params_CPRT_ISRG_z_stop_scaler,params_CPRT_ISRG_z_win,params_FOXA_XLNX_beta_win,params_FOXA_XLNX_stop_loss,params_FOXA_XLNX_trade_freq,params_FOXA_XLNX_z_entry,params_FOXA_XLNX_z_exit,params_FOXA_XLNX_z_stop_scaler,params_FOXA_XLNX_z_win,params_FOX_XLNX_beta_win,params_FOX_XLNX_stop_loss,params_FOX_XLNX_trade_freq,params_FOX_XLNX_z_entry,params_FOX_XLNX_z_exit,params_FOX_XLNX_z_stop_scaler,params_FOX_XLNX_z_win,params_INTC_MU_beta_win,params_INTC_MU_stop_loss,params_INTC_MU_trade_freq,params_INTC_MU_z_entry,params_INTC_MU_z_exit,params_INTC_MU_z_stop_scaler,params_INTC_MU_z_win,params_JD_CTAS_beta_win,params_JD_CTAS_stop_loss,params_JD_CTAS_trade_freq,params_JD_CTAS_z_entry,params_JD_CTAS_z_exit,params_JD_CTAS_z_stop_scaler,params_JD_CTAS_z_win,params_PTON_SGEN_beta_win,params_PTON_SGEN_stop_loss,params_PTON_SGEN_trade_freq,params_PTON_SGEN_z_entry,params_PTON_SGEN_z_exit,params_PTON_SGEN_z_stop_scaler,params_PTON_SGEN_z_win,params_PTON_XLNX_beta_win,params_PTON_XLNX_stop_loss,params_PTON_XLNX_trade_freq,params_PTON_XLNX_z_entry,params_PTON_XLNX_z_exit,params_PTON_XLNX_z_stop_scaler,params_PTON_XLNX_z_win,params_QCOM_CTAS_beta_win,params_QCOM_CTAS_stop_loss,params_QCOM_CTAS_trade_freq,params_QCOM_CTAS_z_entry,params_QCOM_CTAS_z_exit,params_QCOM_CTAS_z_stop_scaler,params_QCOM_CTAS_z_win,params_ROST_CTAS_beta_win,params_ROST_CTAS_stop_loss,params_ROST_CTAS_trade_freq,params_ROST_CTAS_z_entry,params_ROST_CTAS_z_exit,params_ROST_CTAS_z_stop_scaler,params_ROST_CTAS_z_win,params_SBUX_CTAS_beta_win,params_SBUX_CTAS_stop_loss,params_SBUX_CTAS_trade_freq,params_SBUX_CTAS_z_entry,params_SBUX_CTAS_z_exit,params_SBUX_CTAS_z_stop_scaler,params_SBUX_CTAS_z_win,params_TSLA_CTAS_beta_win,params_TSLA_CTAS_stop_loss,params_TSLA_CTAS_trade_freq,params_TSLA_CTAS_z_entry,params_TSLA_CTAS_z_exit,params_TSLA_CTAS_z_stop_scaler,params_TSLA_CTAS_z_win,params_VRTX_CHKP_beta_win,params_VRTX_CHKP_stop_loss,params_VRTX_CHKP_trade_freq,params_VRTX_CHKP_z_entry,params_VRTX_CHKP_z_exit,params_VRTX_CHKP_z_stop_scaler,params_VRTX_CHKP_z_win,params_buffer_capital,params_pairs_to_trade,state
98,98,0.05955674544544064,2025-06-21 19:14:17.449718,2025-06-21 19:14:23.804595,0 days 00:00:06.354877,,,,,,,,3144.0,0.02,1m,2.4000000000000004,0.4,1.0,480.0,,,,,,,,7696.0,0.015,2m,1.6,0.2,1.0,296.0,4576.0,0.02,5m,2.2,0.6000000000000001,1.5,424.0,6720,0.015,2m,3.0,1.0,1.0,176,,,,,,,,3496.0,0.02,5m,1.2,0.2,2.0,376.0,2016.0,0.015,3m,2.4000000000000004,0.6000000000000001,1.5,512.0,4792.0,0.02,5m,1.4,0.4,1.0,312.0,5592.0,0.015,3m,1.6,0.4,1.0,768.0,1896.0,0.015,2m,2.8,0.8,2.0,640.0,6040.0,0.015,5m,2.0,0.4,0.5,616.0,,,,,,,,4552.0,0.01,4m,2.8,0.2,1.5,400.0,1160.0,0.015,4m,2.0,0.4,1.5,984.0,6968.0,0.015,2m,2.4000000000000004,0.0,1.0,672.0,,,,,,,,7480.0,0.01,4m,1.6,0.2,1.0,216.0,2672.0,0.01,3m,2.2,1.0,2.0,480.0,0.45,15,COMPLETE
99,99,2.0620733005428815,2025-06-21 19:14:23.894895,2025-06-21 19:14:29.794199,0 days 00:00:05.899304,,,,,,,,1328.0,0.01,2m,2.8,0.6000000000000001,1.5,616.0,,,,,,,,7480.0,0.02,3m,2.2,0.8,1.0,968.0,6616.0,0.015,3m,2.0,0.8,2.0,664.0,5416,0.02,4m,2.8,0.8,1.5,976,,,,,,,,2152.0,0.015,5m,1.4,0.4,1.5,472.0,4400.0,0.02,1m,2.2,0.2,2.0,800.0,5856.0,0.02,5m,2.2,0.0,1.5,88.0,5088.0,0.015,2m,3.0,0.6000000000000001,1.0,968.0,3472.0,0.015,5m,2.2,0.4,1.5,312.0,4640.0,0.02,5m,2.2,0.8,2.0,688.0,,,,,,,,6752.0,0.01,5m,2.4000000000000004,0.8,2.0,1024.0,1064.0,0.015,3m,1.0,0.6000000000000001,1.5,696.0,4960.0,0.02,3m,2.0,0.2,1.0,888.0,,,,,,,,,,,,,,,2368.0,0.01,5m,1.8,0.0,1.0,688.0,0.25,14,COMPLETE
100,100,0.6236237495612349,2025-06-21 19:14:29.865013,2025-06-21 19:14:35.895198,0 days 00:00:06.030185,,,,,,,,1224.0,0.01,2m,2.8,0.6000000000000001,1.5,632.0,,,,,,,,7856.0,0.02,3m,2.2,1.0,1.0,968.0,6656.0,0.015,3m,2.0,0.8,2.0,832.0,4776,0.02,4m,2.6,1.0,1.5,992,,,,,,,,2040.0,0.015,1m,1.0,0.4,1.5,528.0,5456.0,0.02,1m,2.2,0.2,2.0,808.0,1328.0,0.02,5m,2.4000000000000004,0.0,1.5,64.0,5128.0,0.015,2m,3.0,0.6000000000000001,0.5,976.0,3536.0,0.015,5m,1.6,0.4,1.5,272.0,4472.0,0.02,5m,2.2,1.0,2.0,696.0,,,,,,,,4160.0,0.01,5m,2.4000000000000004,0.8,0.5,1024.0,1080.0,0.015,3m,1.0,0.6000000000000001,2.0,816.0,3776.0,0.02,3m,2.0,0.0,1.5,760.0,,,,,,,,,,,,,,,2344.0,0.01,1m,1.6,0.4,1.0,792.0,0.2,14,COMPLETE
101,101,3.679274071074007,2025-06-21 19:14:35.968854,2025-06-21 19:14:41.274730,0 days 00:00:05.305876,,,,,,,,,,,,,,,,,,,,,,7480.0,0.02,3m,2.0,0.8,1.0,928.0,5864.0,0.015,3m,1.4,0.8,2.0,656.0,5656,0.02,4m,2.8,0.8,1.5,944,,,,,,,,2624.0,0.015,5m,1.4,0.4,1.5,472.0,4416.0,0.02,1m,2.0,0.2,2.0,776.0,5880.0,0.02,5m,2.2,0.0,1.5,104.0,7112.0,0.015,2m,3.0,0.6000000000000001,1.0,704.0,3720.0,0.015,5m,2.2,0.4,1.5,168.0,5040.0,0.02,5m,2.4000000000000004,0.8,2.0,664.0,,,,,,,,6728.0,0.01,5m,2.6,0.8,2.0,1008.0,1416.0,0.015,3m,1.0,0.6000000000000001,1.5,568.0,4968.0,0.02,3m,2.0,0.2,1.0,896.0,,,,,,,,,,,,,,,3888.0,0.01,5m,1.8,0.0,0.5,680.0,0.25,13,COMPLETE
102,102,1.4489096340055836,2025-06-21 19:14:41.330714,2025-06-21 19:14:47.090683,0 days 00:00:05.759969,,,,,,,,,,,,,,,,,,,,,,7600.0,0.02,3m,2.2,0.8,1.0,928.0,6008.0,0.015,3m,1.4,0.8,2.0,688.0,5624,0.02,4m,2.8,0.8,1.5,928,,,,,,,,1152.0,0.015,5m,1.4,0.4,1.5,480.0,4408.0,0.02,1m,2.0,0.2,2.0,776.0,5864.0,0.02,5m,2.2,0.0,1.5,152.0,5840.0,0.015,2m,3.0,0.6000000000000001,1.0,1016.0,3768.0,0.015,5m,2.2,0.4,1.5,168.0,4872.0,0.02,5m,2.4000000000000004,0.8,2.0,1024.0,,,,,,,,6672.0,0.01,5m,2.6,0.8,2.0,1008.0,1456.0,0.015,3m,1.0,0.6000000000000001,1.5,560.0,4784.0,0.02,3m,2.0,0.2,1.0,816.0,,,,,,,,,,,,,,,3312.0,0.01,5m,1.8,0.0,0.5,608.0,0.25,13,COMPLETE
103,103,1.5783872879726142,2025-06-21 19:14:47.195102,2025-06-21 19:14:54.135251,0 days 00:00:06.940149,,,,,,,,1400.0,0.01,2m,2.6,0.6000000000000001,1.5,600.0,,,,,,,,7288.0,0.02,3m,1.8,0.8,1.0,896.0,6416.0,0.015,3m,1.2,0.8,2.0,664.0,5808,0.02,4m,2.8,0.8,1.5,984,,,,,,,,1816.0,0.015,5m,1.6,0.4,1.5,456.0,4520.0,0.02,1m,2.0,0.2,2.0,840.0,6440.0,0.02,5m,2.0,0.0,1.5,96.0,7072.0,0.015,2m,3.0,0.6000000000000001,1.0,704.0,4008.0,0.015,5m,2.4000000000000004,0.4,1.5,320.0,5432.0,0.02,5m,2.6,0.8,2.0,656.0,3688.0,0.01,5m,2.2,0.6000000000000001,2.0,208.0,7120.0,0.01,5m,2.4000000000000004,0.8,2.0,976.0,3928.0,0.015,3m,1.0,0.6000000000000001,1.5,680.0,4520.0,0.02,3m,1.8,0.2,1.0,896.0,,,,,,,,2000.0,0.01,5m,3.0,0.4,0.5,64.0,3896.0,0.01,5m,1.6,0.0,0.5,680.0,0.25,16,COMPLETE
104,104,4.185540927891631,2025-06-21 19:14:54.198211,2025-06-21 19:15:00.391456,0 days 00:00:06.193245,,,,,,,,1032.0,0.01,2m,2.4000000000000004,0.8,1.5,664.0,,,,,,,,7968.0,0.02,3m,2.0,0.8,1.0,1000.0,6912.0,0.015,3m,1.4,0.8,2.0,584.0,5408,0.02,4m,2.8,0.8,1.5,928,,,,,,,,2632.0,0.015,5m,1.4,0.4,1.5,432.0,3880.0,0.02,1m,2.2,0.2,2.0,80.0,5696.0,0.02,5m,2.2,0.0,1.5,88.0,6704.0,0.015,2m,2.8,0.6000000000000001,1.0,736.0,3400.0,0.015,5m,2.0,0.4,1.5,208.0,4768.0,0.02,5m,2.2,0.8,2.0,744.0,,,,,,,,6192.0,0.01,5m,2.4000000000000004,0.6000000000000001,2.0,960.0,1720.0,0.01,3m,1.0,0.8,1.5,1008.0,5456.0,0.02,3m,2.0,0.2,1.0,936.0,,,,,,,,,,,,,,,3480.0,0.01,5m,1.8,0.0,0.5,720.0,0.2,14,COMPLETE
105,105,3.7026741726452377,2025-06-21 19:15:00.475997,2025-06-21 19:15:06.697266,0 days 00:00:06.221269,,,,,,,,1064.0,0.01,2m,2.2,0.8,2.0,696.0,,,,,,,,7976.0,0.02,3m,2.0,1.0,1.0,1008.0,7384.0,0.015,3m,1.4,0.8,2.0,480.0,5192,0.02,4m,2.4000000000000004,0.8,1.5,456,,,,,,,,2600.0,0.015,5m,1.4,0.4,1.5,424.0,3496.0,0.02,1m,1.8,0.0,2.0,896.0,5608.0,0.02,5m,2.0,0.0,1.5,616.0,6648.0,0.015,2m,2.8,0.6000000000000001,2.0,720.0,4152.0,0.015,5m,2.0,0.4,1.5,232.0,4952.0,0.02,5m,2.4000000000000004,1.0,2.0,752.0,,,,,,,,6576.0,0.01,5m,2.6,0.6000000000000001,2.0,944.0,1696.0,0.01,3m,1.2,0.8,1.5,1008.0,5456.0,0.02,3m,1.8,0.0,1.0,928.0,,,,,,,,4152.0,0.015,3m,2.4000000000000004,0.0,2.0,400.0,2936.0,0.01,2m,1.8,0.2,0.5,720.0,0.2,15,COMPLETE
106,106,1.7297543395173811,2025-06-21 19:15:06.781782,2025-06-21 19:15:13.572436,0 days 00:00:06.790654,,,,,,,,1064.0,0.01,2m,2.2,0.8,2.0,848.0,,,,,,,,8048.0,0.02,3m,2.0,0.8,1.0,1000.0,6864.0,0.015,3m,1.4,0.8,2.0,480.0,5032,0.02,4m,2.4000000000000004,0.8,1.5,464,,,,,,,,2624.0,0.015,5m,1.4,0.4,2.0,312.0,3824.0,0.02,1m,1.8,0.0,2.0,184.0,5632.0,0.02,5m,2.0,0.0,1.5,600.0,6760.0,0.015,2m,2.8,0.6000000000000001,2.0,696.0,4184.0,0.015,5m,2.0,0.4,0.5,240.0,5008.0,0.02,5m,2.4000000000000004,1.0,2.0,272.0,,,,,,,,7440.0,0.01,5m,2.6,0.6000000000000001,2.0,920.0,1608.0,0.01,5m,1.0,0.8,1.5,1000.0,5440.0,0.02,3m,1.8,0.2,1.0,936.0,,,,,,,,4112.0,0.02,3m,2.6,0.2,2.0,672.0,2984.0,0.01,2m,1.8,0.2,0.5,808.0,0.15000000000000002,15,COMPLETE
107,107,0.750825120495792,2025-06-21 19:15:13.654506,2025-06-21 19:15:19.733376,0 days 00:00:06.078870,,,,,,,,6992.0,0.01,2m,2.0,0.8,2.0,672.0,,,,,,,,7840.0,0.02,3m,1.8,1.0,1.0,936.0,7328.0,0.015,3m,1.4,0.8,2.0,592.0,5320,0.02,4m,2.4000000000000004,0.6000000000000001,1.5,928,,,,,,,,2360.0,0.015,4m,1.6,0.4,2.0,440.0,3952.0,0.02,1m,2.4000000000000004,0.0,2.0,120.0,6048.0,0.02,5m,2.4000000000000004,0.0,1.5,672.0,6432.0,0.015,2m,2.8,0.6000000000000001,2.0,664.0,4480.0,0.015,5m,2.0,0.4,1.5,224.0,5608.0,0.02,5m,2.4000000000000004,1.0,2.0,760.0,,,,,,,,6216.0,0.01,5m,2.8,0.6000000000000001,2.0,880.0,1856.0,0.01,3m,1.4,0.8,1.5,1024.0,5672.0,0.02,3m,1.6,0.0,1.0,984.0,,,,,,,,,,,,,,,3576.0,0.015,2m,1.8,0.2,0.5,744.0,0.2,14,COMPLETE
108,108,0.8922528549993185,2025-06-21 19:15:19.805613,2025-06-21 19:15:25.349571,0 days 00:00:05.543958,,,,,,,,,,,,,,,,,,,,,,8016.0,0.02,3m,2.0,0.8,1.0,1008.0,5768.0,0.015,3m,1.2,0.6000000000000001,0.5,360.0,5992,0.02,4m,2.2,0.8,1.5,416,,,,,,,,7448.0,0.015,5m,1.4,0.4,1.0,400.0,3512.0,0.02,1m,1.8,0.0,2.0,712.0,5344.0,0.02,4m,1.8,0.0,1.5,504.0,7368.0,0.015,2m,2.8,0.6000000000000001,2.0,736.0,3232.0,0.02,5m,1.8,0.4,1.5,200.0,6128.0,0.02,5m,2.6,1.0,2.0,600.0,,,,,,,,5936.0,0.02,5m,2.6,0.6000000000000001,2.0,952.0,1728.0,0.01,4m,1.2,0.8,1.5,968.0,5896.0,0.02,3m,1.8,0.4,1.5,952.0,,,,,,,,,,,,,,,3496.0,0.01,2m,1.6,0.0,0.5,720.0,0.15000000000000002,13,COMPLETE
109,109,2.479090358827624,2025-06-21 19:15:25.442685,2025-06-21 19:15:30.933877,0 days 00:00:05.491192,,,,,,,,,,,,,,,,,,,,,,7760.0,0.02,3m,2.0,0.8,0.5,960.0,7704.0,0.015,3m,1.4,0.8,2.0,504.0,4640,0.02,4m,2.4000000000000004,0.8,1.5,384,,,,,,,,3008.0,0.015,5m,1.4,0.6000000000000001,1.5,368.0,3072.0,0.02,1m,1.6,0.0,2.0,88.0,5616.0,0.02,5m,1.2,0.0,2.0,640.0,6144.0,0.015,2m,2.8,0.6000000000000001,2.0,784.0,3072.0,0.015,1m,1.8,0.2,1.0,136.0,,,,,,,,,,,,,,,6624.0,0.01,5m,2.8,0.6000000000000001,2.0,848.0,5784.0,0.01,3m,1.0,1.0,1.5,928.0,5320.0,0.02,3m,1.8,0.0,1.0,920.0,,,,,,,,,,,,,,,2848.0,0.01,2m,1.8,0.0,0.5,832.0,0.2,12,COMPLETE
110,110,-0.5028097127515225,2025-06-21 19:15:31.009216,2025-06-21 19:15:36.180669,0 days 00:00:05.171453,,,,,,,,,,,,,,,,,,,,,,7688.0,0.02,3m,2.0,0.8,0.5,1024.0,7712.0,0.015,1m,1.4,0.8,2.0,504.0,4608,0.02,4m,2.4000000000000004,0.8,1.5,376,,,,,,,,2896.0,0.015,5m,1.6,0.6000000000000001,1.5,352.0,2728.0,0.02,1m,1.4,0.0,2.0,80.0,5552.0,0.02,5m,1.2,0.0,2.0,640.0,6328.0,0.015,2m,2.8,0.6000000000000001,2.0,784.0,3088.0,0.015,1m,1.8,0.2,1.0,136.0,,,,,,,,,,,,,,,6176.0,0.01,5m,2.8,0.6000000000000001,2.0,848.0,5712.0,0.01,1m,1.2,1.0,1.5,928.0,5296.0,0.02,3m,1.6,0.8,1.0,1008.0,,,,,,,,,,,,,,,3152.0,0.01,2m,1.8,0.0,0.5,792.0,0.2,12,COMPLETE
111,111,2.40890189597498,2025-06-21 19:15:36.266810,2025-06-21 19:15:41.527511,0 days 00:00:05.260701,,,,,,,,,,,,,,,,,,,,,,7832.0,0.02,3m,2.0,0.8,0.5,960.0,7976.0,0.015,3m,1.4,0.8,2.0,424.0,5096,0.02,4m,2.4000000000000004,0.8,1.5,328,,,,,,,,2472.0,0.015,5m,1.4,0.8,1.5,376.0,3080.0,0.02,1m,1.6,0.0,2.0,80.0,5688.0,0.02,5m,1.2,0.0,2.0,776.0,6072.0,0.015,2m,2.6,0.6000000000000001,2.0,736.0,2832.0,0.015,1m,2.0,0.2,1.0,184.0,,,,,,,,,,,,,,,6552.0,0.01,5m,2.6,0.6000000000000001,2.0,768.0,5176.0,0.01,3m,1.0,1.0,1.5,864.0,5520.0,0.02,3m,1.8,0.0,1.0,920.0,,,,,,,,,,,,,,,2864.0,0.01,2m,1.8,0.0,0.5,864.0,0.2,12,COMPLETE
112,112,2.789740450262519,2025-06-21 19:15:41.621466,2025-06-21 19:15:47.721402,0 days 00:00:06.099936,,,,,,,,,,,,,,,,,,,,,,8192.0,0.02,3m,2.0,0.8,0.5,976.0,7960.0,0.015,3m,1.2,0.8,2.0,456.0,4848,0.02,4m,2.4000000000000004,0.8,1.5,336,,,,,,,,3016.0,0.015,5m,1.4,0.8,1.5,376.0,3128.0,0.02,1m,1.6,0.0,2.0,80.0,5712.0,0.02,5m,1.4,0.0,2.0,776.0,6048.0,0.015,2m,2.6,0.6000000000000001,2.0,728.0,2776.0,0.015,1m,2.0,0.2,1.0,176.0,7144.0,0.02,2m,2.6,0.8,1.5,792.0,,,,,,,,6696.0,0.01,5m,3.0,0.6000000000000001,2.0,760.0,5856.0,0.01,3m,1.0,1.0,1.5,864.0,6144.0,0.02,3m,1.8,0.0,1.0,920.0,,,,,,,,,,,,,,,3408.0,0.01,2m,1.8,0.0,0.5,880.0,0.15000000000000002,13,COMPLETE
113,113,3.642046713239903,2025-06-21 19:15:47.839877,2025-06-21 19:15:59.337212,0 days 00:00:11.497335,,,,,,,,,,,,,,,,,,,,,,7800.0,0.02,3m,2.0,0.8,0.5,976.0,7816.0,0.015,3m,1.2,0.8,2.0,456.0,4824,0.02,4m,2.4000000000000004,0.8,1.5,360,,,,,,,,2528.0,0.015,5m,1.4,0.8,1.5,376.0,3088.0,0.02,1m,1.6,0.0,2.0,64.0,5680.0,0.02,5m,1.2,0.0,2.0,704.0,6080.0,0.015,2m,2.6,0.6000000000000001,2.0,816.0,2856.0,0.015,1m,2.0,0.2,1.0,184.0,7184.0,0.02,2m,2.6,0.8,1.5,856.0,,,,,,,,6584.0,0.01,5m,3.0,0.6000000000000001,2.0,784.0,5936.0,0.01,3m,1.0,1.0,1.5,872.0,6152.0,0.02,3m,1.4,0.0,1.0,920.0,,,,,,,,,,,,,,,3288.0,0.01,2m,1.8,0.0,0.5,952.0,0.15000000000000002,13,COMPLETE
114,114,3.4649239027253103,2025-06-21 19:15:59.434605,2025-06-21 19:16:05.721145,0 days 00:00:06.286540,,,,,,,,,,,,,,,,,,,,,,8024.0,0.02,3m,2.0,0.8,0.5,984.0,8080.0,0.015,3m,1.2,0.8,2.0,464.0,4304,0.02,4m,2.4000000000000004,0.8,1.5,392,,,,,,,,2984.0,0.015,5m,1.4,0.8,1.5,504.0,2968.0,0.02,1m,1.4,0.0,2.0,120.0,6192.0,0.02,5m,1.0,0.0,2.0,704.0,6208.0,0.015,2m,2.6,0.6000000000000001,2.0,816.0,2448.0,0.015,1m,2.0,0.2,1.0,168.0,7344.0,0.02,2m,2.8,0.8,1.5,824.0,,,,,,,,6600.0,0.01,5m,3.0,0.6000000000000001,2.0,744.0,5928.0,0.01,3m,1.0,1.0,1.5,840.0,6200.0,0.02,3m,1.4,0.0,1.0,968.0,,,,,,,,,,,,,,,3288.0,0.01,2m,1.6,0.0,0.5,976.0,0.1,13,COMPLETE
115,115,3.805393941486146,2025-06-21 19:16:05.814208,2025-06-21 19:16:11.491218,0 days 00:00:05.677010,,,,,,,,,,,,,,,,,,,,,,7984.0,0.02,3m,2.0,0.8,0.5,984.0,8192.0,0.015,3m,1.0,0.8,2.0,384.0,4008,0.02,4m,2.2,0.8,1.5,360,,,,,,,,2696.0,0.015,5m,1.4,0.8,1.5,568.0,3288.0,0.02,1m,1.4,0.0,2.0,168.0,6200.0,0.02,5m,1.0,0.0,2.0,704.0,5552.0,0.015,2m,2.6,0.6000000000000001,2.0,840.0,2272.0,0.015,1m,2.0,0.2,1.0,256.0,7160.0,0.02,2m,2.8,0.8,1.5,840.0,,,,,,,,7056.0,0.01,5m,3.0,0.6000000000000001,2.0,736.0,6152.0,0.01,3m,1.0,1.0,1.5,840.0,6136.0,0.02,3m,1.4,0.0,1.0,960.0,,,,,,,,,,,,,,,3440.0,0.01,2m,1.4,0.0,0.5,1008.0,0.1,13,COMPLETE
116,116,1.3895180799786238,2025-06-21 19:16:11.564145,2025-06-21 19:16:17.285023,0 days 00:00:05.720878,,,,,,,,,,,,,,,,,,,,,,8016.0,0.02,3m,2.2,0.8,0.5,984.0,8088.0,0.015,3m,1.0,0.8,2.0,440.0,3768,0.02,4m,2.2,0.8,1.5,360,,,,,,,,2656.0,0.015,3m,1.4,0.8,1.5,624.0,3256.0,0.02,1m,1.2,0.0,2.0,160.0,6320.0,0.02,5m,1.0,0.0,2.0,720.0,5480.0,0.015,2m,2.6,0.6000000000000001,2.0,816.0,2160.0,0.015,1m,2.0,0.2,1.0,264.0,7272.0,0.02,2m,2.8,0.8,1.5,840.0,,,,,,,,6984.0,0.01,5m,3.0,0.6000000000000001,2.0,712.0,6416.0,0.01,3m,1.0,1.0,1.5,216.0,6144.0,0.02,3m,1.4,0.0,1.0,960.0,,,,,,,,,,,,,,,3408.0,0.01,2m,1.4,0.0,0.5,968.0,0.1,13,COMPLETE
117,117,4.295722728512462,2025-06-21 19:16:17.355540,2025-06-21 19:16:23.925878,0 days 00:00:06.570338,,,,,,,,5640.0,0.01,2m,1.8,1.0,2.0,816.0,,,,,,,,8176.0,0.02,3m,1.8,0.8,0.5,912.0,7888.0,0.015,3m,1.2,0.8,2.0,376.0,4192,0.02,4m,2.4000000000000004,0.8,1.5,440,,,,,,,,3128.0,0.015,5m,1.6,0.8,1.5,504.0,2824.0,0.02,1m,1.4,0.0,2.0,208.0,6128.0,0.02,5m,1.0,0.0,2.0,696.0,5848.0,0.015,2m,2.6,0.6000000000000001,2.0,848.0,2480.0,0.015,1m,2.0,0.2,1.0,176.0,7112.0,0.02,2m,2.8,0.8,1.5,888.0,,,,,,,,7072.0,0.01,5m,3.0,0.6000000000000001,2.0,752.0,5992.0,0.01,3m,1.0,1.0,1.5,832.0,6408.0,0.02,3m,1.4,0.0,1.0,1008.0,,,,,,,,8080.0,0.015,3m,2.8,0.8,2.0,816.0,3720.0,0.01,2m,1.4,0.0,0.5,1024.0,0.05,15,COMPLETE
118,118,3.5146636556555415,2025-06-21 19:16:24.003904,2025-06-21 19:16:30.840771,0 days 00:00:06.836867,,,,,,,,5800.0,0.01,2m,1.8,1.0,2.0,824.0,,,,,,,,8192.0,0.02,3m,1.8,0.8,0.5,928.0,7920.0,0.015,3m,1.2,0.8,2.0,392.0,4232,0.02,4m,2.2,0.8,1.5,440,,,,,,,,2512.0,0.015,5m,1.8,0.8,1.5,560.0,2848.0,0.02,1m,1.2,0.0,2.0,120.0,6024.0,0.02,5m,1.0,0.0,2.0,704.0,5872.0,0.015,2m,2.6,0.6000000000000001,2.0,840.0,2400.0,0.015,1m,2.0,0.2,1.0,176.0,7160.0,0.02,2m,2.8,0.8,1.5,912.0,,,,,,,,7128.0,0.01,5m,3.0,0.6000000000000001,2.0,768.0,6248.0,0.01,3m,1.0,1.0,1.5,832.0,6360.0,0.02,3m,1.4,0.0,1.0,976.0,,,,,,,,8168.0,0.015,3m,2.8,0.8,2.0,736.0,3688.0,0.02,2m,1.4,0.0,0.5,1016.0,0.05,15,COMPLETE
119,119,1.0899808880600483,2025-06-21 19:16:30.915832,2025-06-21 19:16:37.695329,0 days 00:00:06.779497,,,,,,,,5936.0,0.01,2m,1.6,1.0,2.0,824.0,,,,,,,,8192.0,0.02,3m,1.8,0.8,0.5,920.0,7896.0,0.015,3m,1.2,0.8,2.0,456.0,4120,0.02,4m,2.2,1.0,1.5,448,,,,,,,,1912.0,0.015,5m,1.8,0.8,1.5,576.0,2760.0,0.02,1m,1.2,0.0,2.0,216.0,6176.0,0.02,5m,1.0,0.0,2.0,696.0,5952.0,0.015,2m,2.6,0.6000000000000001,2.0,840.0,2504.0,0.015,1m,2.0,0.2,1.0,176.0,7168.0,0.02,2m,2.8,0.8,1.5,896.0,,,,,,,,7488.0,0.01,5m,3.0,0.6000000000000001,2.0,752.0,5976.0,0.01,3m,1.0,1.0,1.5,784.0,6440.0,0.02,3m,1.4,0.0,1.0,992.0,,,,,,,,8168.0,0.015,3m,2.8,0.8,2.0,920.0,3728.0,0.02,2m,1.4,0.0,0.5,1024.0,0.05,15,COMPLETE
