,number,value,datetime_start,datetime_complete,duration,params_AAPL_PANW_beta_win,params_AAPL_PANW_stop_loss,params_AAPL_PANW_trade_freq,params_AAPL_PANW_z_entry,params_AAPL_PANW_z_exit,params_AAPL_PANW_z_stop_scaler,params_AAPL_PANW_z_win,params_ADI_PDD_beta_win,params_ADI_PDD_stop_loss,params_ADI_PDD_trade_freq,params_ADI_PDD_z_entry,params_ADI_PDD_z_exit,params_ADI_PDD_z_stop_scaler,params_ADI_PDD_z_win,params_AEP_ATVI_beta_win,params_AEP_ATVI_stop_loss,params_AEP_ATVI_trade_freq,params_AEP_ATVI_z_entry,params_AEP_ATVI_z_exit,params_AEP_ATVI_z_stop_scaler,params_AEP_ATVI_z_win,params_AMZN_DXCM_beta_win,params_AMZN_DXCM_stop_loss,params_AMZN_DXCM_trade_freq,params_AMZN_DXCM_z_entry,params_AMZN_DXCM_z_exit,params_AMZN_DXCM_z_stop_scaler,params_AMZN_DXCM_z_win,params_AMZN_ORLY_beta_win,params_AMZN_ORLY_stop_loss,params_AMZN_ORLY_trade_freq,params_AMZN_ORLY_z_entry,params_AMZN_ORLY_z_exit,params_AMZN_ORLY_z_stop_scaler,params_AMZN_ORLY_z_win,params_ATVI_EXC_beta_win,params_ATVI_EXC_stop_loss,params_ATVI_EXC_trade_freq,params_ATVI_EXC_z_entry,params_ATVI_EXC_z_exit,params_ATVI_EXC_z_stop_scaler,params_ATVI_EXC_z_win,params_ATVI_JD_beta_win,params_ATVI_JD_stop_loss,params_ATVI_JD_trade_freq,params_ATVI_JD_z_entry,params_ATVI_JD_z_exit,params_ATVI_JD_z_stop_scaler,params_ATVI_JD_z_win,params_AVGO_PDD_beta_win,params_AVGO_PDD_stop_loss,params_AVGO_PDD_trade_freq,params_AVGO_PDD_z_entry,params_AVGO_PDD_z_exit,params_AVGO_PDD_z_stop_scaler,params_AVGO_PDD_z_win,params_DLTR_ILMN_beta_win,params_DLTR_ILMN_stop_loss,params_DLTR_ILMN_trade_freq,params_DLTR_ILMN_z_entry,params_DLTR_ILMN_z_exit,params_DLTR_ILMN_z_stop_scaler,params_DLTR_ILMN_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_DXCM_SGEN_beta_win,params_DXCM_SGEN_stop_loss,params_DXCM_SGEN_trade_freq,params_DXCM_SGEN_z_entry,params_DXCM_SGEN_z_exit,params_DXCM_SGEN_z_stop_scaler,params_DXCM_SGEN_z_win,params_FANG_ILMN_beta_win,params_FANG_ILMN_stop_loss,params_FANG_ILMN_trade_freq,params_FANG_ILMN_z_entry,params_FANG_ILMN_z_exit,params_FANG_ILMN_z_stop_scaler,params_FANG_ILMN_z_win,params_GILD_MNST_beta_win,params_GILD_MNST_stop_loss,params_GILD_MNST_trade_freq,params_GILD_MNST_z_entry,params_GILD_MNST_z_exit,params_GILD_MNST_z_stop_scaler,params_GILD_MNST_z_win,params_HON_TEAM_beta_win,params_HON_TEAM_stop_loss,params_HON_TEAM_trade_freq,params_HON_TEAM_z_entry,params_HON_TEAM_z_exit,params_HON_TEAM_z_stop_scaler,params_HON_TEAM_z_win,params_KHC_ZS_beta_win,params_KHC_ZS_stop_loss,params_KHC_ZS_trade_freq,params_KHC_ZS_z_entry,params_KHC_ZS_z_exit,params_KHC_ZS_z_stop_scaler,params_KHC_ZS_z_win,params_MRNA_ZS_beta_win,params_MRNA_ZS_stop_loss,params_MRNA_ZS_trade_freq,params_MRNA_ZS_z_entry,params_MRNA_ZS_z_exit,params_MRNA_ZS_z_stop_scaler,params_MRNA_ZS_z_win,params_ORLY_SGEN_beta_win,params_ORLY_SGEN_stop_loss,params_ORLY_SGEN_trade_freq,params_ORLY_SGEN_z_entry,params_ORLY_SGEN_z_exit,params_ORLY_SGEN_z_stop_scaler,params_ORLY_SGEN_z_win,params_ORLY_TEAM_beta_win,params_ORLY_TEAM_stop_loss,params_ORLY_TEAM_trade_freq,params_ORLY_TEAM_z_entry,params_ORLY_TEAM_z_exit,params_ORLY_TEAM_z_stop_scaler,params_ORLY_TEAM_z_win,params_PEP_SGEN_beta_win,params_PEP_SGEN_stop_loss,params_PEP_SGEN_trade_freq,params_PEP_SGEN_z_entry,params_PEP_SGEN_z_exit,params_PEP_SGEN_z_stop_scaler,params_PEP_SGEN_z_win,params_REGN_SGEN_beta_win,params_REGN_SGEN_stop_loss,params_REGN_SGEN_trade_freq,params_REGN_SGEN_z_entry,params_REGN_SGEN_z_exit,params_REGN_SGEN_z_stop_scaler,params_REGN_SGEN_z_win,params_buffer_capital,params_pairs_to_trade,state
129,129,1.302153124418663,2025-06-21 19:31:27.918376,2025-06-21 19:31:33.648978,0 days 00:00:05.730602,3072.0,0.02,5m,2.6,0.4,0.5,760.0,,,,,,,,4056.0,0.01,3m,3.0,0.0,2.0,480.0,,,,,,,,3960.0,0.02,4m,1.0,0.2,0.5,960.0,1304,0.02,3m,2.0,0.8,0.5,976,,,,,,,,4552.0,0.02,5m,1.4,0.0,1.0,480.0,7064.0,0.01,4m,1.0,1.0,1.5,272.0,6512.0,0.015,1m,1.8,0.2,0.5,872.0,,,,,,,,7848.0,0.015,3m,2.2,0.6000000000000001,1.0,904.0,7808.0,0.015,2m,3.0,1.0,1.0,344.0,,,,,,,,7264.0,0.01,2m,1.6,0.6000000000000001,1.5,192.0,1864.0,0.015,1m,2.0,0.4,2.0,888.0,,,,,,,,1528.0,0.015,5m,2.0,0.6000000000000001,1.0,896.0,,,,,,,,6848.0,0.01,2m,2.8,0.2,1.0,224.0,0.15000000000000002,13,COMPLETE
130,130,-0.22798302643929,2025-06-21 19:31:33.733755,2025-06-21 19:31:39.940270,0 days 00:00:06.206515,3856.0,0.02,3m,2.6,0.4,0.5,784.0,,,,,,,,4776.0,0.01,5m,3.0,0.0,2.0,464.0,,,,,,,,4104.0,0.015,4m,1.0,0.2,0.5,968.0,1488,0.02,3m,1.8,0.8,0.5,984,,,,,,,,4544.0,0.02,2m,2.2,0.0,1.0,472.0,6872.0,0.01,4m,1.0,0.0,2.0,720.0,6864.0,0.015,1m,1.8,0.2,0.5,80.0,,,,,,,,3072.0,0.015,4m,2.2,0.6000000000000001,1.0,904.0,8176.0,0.015,5m,3.0,1.0,1.0,584.0,,,,,,,,6352.0,0.01,2m,1.6,0.4,1.5,456.0,1944.0,0.015,1m,2.0,0.4,2.0,936.0,,,,,,,,4896.0,0.015,5m,2.0,0.6000000000000001,1.0,888.0,,,,,,,,6824.0,0.01,2m,2.8,0.2,1.0,360.0,0.1,13,COMPLETE
131,131,0.45156506423802745,2025-06-21 19:31:40.045566,2025-06-21 19:31:46.015515,0 days 00:00:05.969949,3072.0,0.02,5m,2.8,0.4,0.5,576.0,7656.0,0.015,3m,2.2,0.8,1.5,336.0,3984.0,0.01,3m,3.0,0.0,2.0,480.0,,,,,,,,3744.0,0.02,4m,1.0,0.2,0.5,984.0,1176,0.02,3m,2.0,0.8,0.5,936,,,,,,,,4416.0,0.02,5m,1.4,0.0,1.0,416.0,7080.0,0.01,4m,1.0,1.0,1.5,272.0,6472.0,0.015,1m,1.8,0.2,0.5,896.0,,,,,,,,7904.0,0.015,3m,2.4000000000000004,0.6000000000000001,1.0,976.0,7848.0,0.015,2m,3.0,1.0,1.0,384.0,,,,,,,,7616.0,0.01,2m,1.6,0.6000000000000001,1.5,192.0,1456.0,0.015,1m,2.0,0.4,2.0,856.0,,,,,,,,1504.0,0.015,5m,2.0,0.6000000000000001,1.0,824.0,,,,,,,,6656.0,0.01,2m,2.8,0.2,1.0,224.0,0.15000000000000002,14,COMPLETE
132,132,1.5693696805327104,2025-06-21 19:31:46.115586,2025-06-21 19:31:52.462631,0 days 00:00:06.347045,2704.0,0.02,5m,2.4000000000000004,0.4,0.5,504.0,5960.0,0.02,3m,2.0,0.6000000000000001,2.0,144.0,3512.0,0.01,3m,2.8,0.0,2.0,336.0,,,,,,,,4592.0,0.02,4m,1.2,0.4,0.5,936.0,1352,0.02,3m,2.0,1.0,0.5,976,,,,,,,,4088.0,0.02,5m,1.4,0.0,1.0,488.0,7528.0,0.01,3m,1.4,1.0,1.5,224.0,7136.0,0.015,1m,2.0,0.2,0.5,920.0,,,,,,,,7776.0,0.015,3m,2.2,0.6000000000000001,1.0,936.0,7704.0,0.015,2m,2.8,1.0,1.0,304.0,,,,,,,,7304.0,0.01,2m,2.0,0.6000000000000001,1.5,224.0,1792.0,0.015,1m,1.8,0.4,2.0,888.0,,,,,,,,4528.0,0.015,5m,1.8,0.6000000000000001,1.0,936.0,,,,,,,,7432.0,0.01,2m,3.0,0.2,1.0,288.0,0.15000000000000002,14,COMPLETE
133,133,1.3892021845979454,2025-06-21 19:31:52.545746,2025-06-21 19:31:59.542033,0 days 00:00:06.996287,2600.0,0.02,5m,2.6,0.6000000000000001,0.5,656.0,5984.0,0.02,3m,2.0,0.6000000000000001,2.0,128.0,3256.0,0.01,3m,2.8,0.0,2.0,264.0,,,,,,,,4824.0,0.02,5m,1.2,0.0,0.5,920.0,1336,0.02,3m,2.0,1.0,0.5,968,,,,,,,,4072.0,0.02,5m,1.6,0.0,1.0,488.0,7912.0,0.01,4m,1.0,1.0,1.5,304.0,6640.0,0.015,1m,2.2,0.2,0.5,872.0,,,,,,,,7856.0,0.015,3m,2.2,0.6000000000000001,1.0,944.0,1056.0,0.015,4m,3.0,1.0,1.0,304.0,5264.0,0.015,5m,2.6,0.6000000000000001,1.5,400.0,6984.0,0.01,2m,2.0,0.6000000000000001,1.5,264.0,1776.0,0.015,1m,1.8,0.4,2.0,904.0,6240.0,0.015,1m,2.4000000000000004,0.4,2.0,800.0,4408.0,0.015,5m,1.8,0.6000000000000001,1.0,912.0,,,,,,,,7392.0,0.01,2m,2.6,0.2,1.0,304.0,0.15000000000000002,16,COMPLETE
134,134,-1.2088589033634258,2025-06-21 19:31:59.621428,2025-06-21 19:32:07.082956,0 days 00:00:07.461528,2584.0,0.02,5m,2.4000000000000004,0.6000000000000001,0.5,656.0,5880.0,0.02,3m,2.0,0.6000000000000001,2.0,128.0,2928.0,0.01,3m,2.8,0.0,2.0,312.0,,,,,,,,4464.0,0.02,5m,1.2,0.0,0.5,800.0,1424,0.02,3m,1.8,1.0,0.5,1008,7624.0,0.015,4m,1.0,0.0,1.5,64.0,3568.0,0.02,5m,1.6,0.0,1.0,504.0,7904.0,0.01,4m,1.6,1.0,1.5,304.0,6904.0,0.015,1m,2.2,0.2,0.5,912.0,,,,,,,,7536.0,0.015,3m,2.2,0.6000000000000001,1.0,944.0,1048.0,0.015,2m,2.6,1.0,1.0,304.0,5408.0,0.015,5m,2.6,0.6000000000000001,1.5,416.0,6872.0,0.01,2m,2.0,0.6000000000000001,1.5,264.0,2072.0,0.015,1m,1.8,0.2,2.0,896.0,6336.0,0.015,1m,2.4000000000000004,0.4,2.0,808.0,4536.0,0.015,5m,1.8,0.6000000000000001,1.0,936.0,,,,,,,,7488.0,0.01,2m,2.6,0.4,1.0,296.0,0.2,17,COMPLETE
135,135,-1.067800108683061,2025-06-21 19:32:07.179167,2025-06-21 19:32:14.485898,0 days 00:00:07.306731,1976.0,0.02,5m,2.4000000000000004,0.8,0.5,624.0,5360.0,0.02,3m,2.2,0.6000000000000001,2.0,144.0,3232.0,0.01,3m,2.6,0.0,2.0,312.0,,,,,,,,4888.0,0.02,5m,1.2,0.0,0.5,912.0,1712,0.02,3m,2.2,1.0,0.5,952,,,,,,,,3840.0,0.02,3m,2.0,0.0,1.0,448.0,8016.0,0.01,2m,1.4,1.0,1.5,232.0,7136.0,0.015,1m,2.2,0.2,0.5,808.0,,,,,,,,8024.0,0.015,3m,2.2,0.6000000000000001,1.0,72.0,1480.0,0.015,2m,3.0,1.0,1.0,312.0,7024.0,0.015,5m,2.4000000000000004,1.0,1.0,544.0,7952.0,0.01,2m,2.0,0.6000000000000001,1.5,288.0,1680.0,0.015,2m,1.8,0.4,2.0,920.0,7880.0,0.015,1m,2.4000000000000004,0.6000000000000001,1.5,800.0,4424.0,0.015,5m,1.8,0.8,1.0,912.0,,,,,,,,7912.0,0.01,2m,1.8,0.2,1.0,320.0,0.1,16,COMPLETE
136,136,0.27431951249156145,2025-06-21 19:32:14.582042,2025-06-21 19:32:21.924955,0 days 00:00:07.342913,2232.0,0.02,5m,2.4000000000000004,0.6000000000000001,0.5,432.0,6080.0,0.02,3m,2.0,0.6000000000000001,2.0,64.0,2752.0,0.01,3m,2.6,0.0,2.0,248.0,,,,,,,,4744.0,0.015,5m,1.4,0.4,0.5,856.0,1584,0.02,3m,2.0,1.0,0.5,912,,,,,,,,4040.0,0.02,5m,1.2,0.0,1.0,560.0,7744.0,0.01,3m,1.2,1.0,1.5,376.0,3376.0,0.015,1m,2.4000000000000004,0.2,0.5,752.0,,,,,,,,7792.0,0.015,5m,2.2,0.6000000000000001,1.0,984.0,1024.0,0.015,4m,2.8,1.0,1.0,232.0,5272.0,0.015,5m,2.8,0.4,2.0,536.0,7048.0,0.01,2m,2.2,0.6000000000000001,1.5,224.0,1192.0,0.015,1m,1.8,0.4,2.0,832.0,4176.0,0.01,5m,1.4,0.2,2.0,552.0,5072.0,0.015,5m,1.8,0.6000000000000001,1.0,944.0,,,,,,,,7488.0,0.01,2m,2.4000000000000004,0.2,1.0,400.0,0.15000000000000002,16,COMPLETE
137,137,-0.17241919926234378,2025-06-21 19:32:22.035905,2025-06-21 19:32:28.440711,0 days 00:00:06.404806,3472.0,0.02,1m,2.6,0.8,1.5,696.0,6816.0,0.02,3m,2.4000000000000004,0.4,2.0,224.0,3528.0,0.01,3m,2.8,0.0,2.0,272.0,,,,,,,,5344.0,0.02,1m,1.2,0.4,0.5,912.0,1056,0.02,3m,2.0,1.0,0.5,976,,,,,,,,4296.0,0.02,5m,1.2,0.0,1.0,600.0,7512.0,0.01,1m,1.4,1.0,1.5,328.0,6632.0,0.015,2m,2.2,0.2,0.5,880.0,,,,,,,,8000.0,0.015,3m,2.2,0.4,1.0,1008.0,1272.0,0.015,4m,3.0,1.0,1.0,424.0,3688.0,0.01,5m,2.2,0.8,1.5,352.0,8136.0,0.01,2m,2.8,0.8,1.5,328.0,4784.0,0.015,4m,2.0,0.6000000000000001,2.0,912.0,,,,,,,,4224.0,0.015,5m,1.6,0.6000000000000001,1.0,864.0,,,,,,,,7080.0,0.01,3m,3.0,0.4,1.5,280.0,0.2,15,COMPLETE
138,138,-1.428094926925254,2025-06-21 19:32:28.537595,2025-06-21 19:32:36.001764,0 days 00:00:07.464169,1320.0,0.015,5m,2.2,0.6000000000000001,0.5,488.0,6224.0,0.02,3m,2.8,1.0,2.0,152.0,3312.0,0.01,3m,2.8,0.0,2.0,216.0,,,,,,,,4368.0,0.015,3m,1.4,0.0,1.5,800.0,1312,0.015,4m,1.8,1.0,0.5,856,3704.0,0.01,5m,2.4000000000000004,0.4,1.5,576.0,3720.0,0.02,5m,1.8,0.6000000000000001,1.0,272.0,6288.0,0.01,3m,1.2,0.8,1.5,64.0,6832.0,0.015,1m,2.0,0.2,0.5,960.0,,,,,,,,7472.0,0.015,3m,2.0,0.6000000000000001,1.0,928.0,7648.0,0.015,4m,2.8,1.0,1.0,368.0,4944.0,0.02,3m,1.8,0.6000000000000001,1.0,176.0,7368.0,0.01,4m,2.0,0.6000000000000001,1.5,224.0,1328.0,0.015,1m,2.0,0.4,2.0,872.0,6160.0,0.02,1m,2.8,0.8,1.0,864.0,3896.0,0.015,5m,1.8,0.6000000000000001,1.0,912.0,1480.0,0.02,2m,3.0,1.0,0.5,1016.0,7720.0,0.01,2m,2.6,0.2,1.0,360.0,0.1,18,COMPLETE
139,139,-0.5863297115372375,2025-06-21 19:32:36.106050,2025-06-21 19:32:43.385078,0 days 00:00:07.279028,1048.0,0.02,5m,2.6,0.4,1.5,568.0,7624.0,0.02,4m,2.2,0.8,2.0,104.0,3128.0,0.01,3m,2.8,0.0,2.0,280.0,,,,,,,,3176.0,0.02,5m,1.4,0.4,0.5,984.0,1712,0.02,3m,1.8,1.0,0.5,808,5952.0,0.02,3m,1.6,0.6000000000000001,1.0,312.0,3872.0,0.02,5m,1.6,0.0,1.0,376.0,5808.0,0.01,3m,1.6,1.0,1.5,528.0,7128.0,0.015,1m,2.0,0.2,0.5,840.0,,,,,,,,7616.0,0.015,3m,2.2,0.6000000000000001,1.0,968.0,7408.0,0.015,4m,3.0,1.0,1.0,528.0,1896.0,0.015,2m,2.4000000000000004,0.2,2.0,192.0,7728.0,0.01,5m,2.0,0.4,1.5,384.0,2896.0,0.015,1m,1.6,0.4,2.0,968.0,4376.0,0.015,1m,2.2,0.2,1.5,312.0,4376.0,0.015,5m,1.6,0.6000000000000001,0.5,960.0,,,,,,,,7320.0,0.01,2m,2.8,0.0,1.0,416.0,0.1,17,COMPLETE
140,140,1.230876671698905,2025-06-21 19:32:43.481779,2025-06-21 19:32:49.754670,0 days 00:00:06.272891,2336.0,0.02,4m,2.2,0.6000000000000001,1.5,280.0,5216.0,0.02,2m,2.0,0.4,2.0,288.0,2568.0,0.01,3m,2.8,0.0,2.0,176.0,,,,,,,,5680.0,0.015,2m,2.2,0.6000000000000001,1.5,880.0,5640,0.02,3m,2.2,1.0,0.5,840,,,,,,,,4056.0,0.02,5m,1.2,0.0,1.5,432.0,7784.0,0.01,3m,1.4,0.4,1.5,408.0,6376.0,0.015,1m,2.4000000000000004,0.4,0.5,856.0,,,,,,,,7144.0,0.015,3m,2.0,0.6000000000000001,1.0,944.0,7992.0,0.015,4m,2.8,1.0,1.0,208.0,,,,,,,,8192.0,0.01,1m,2.0,0.6000000000000001,1.5,136.0,1808.0,0.015,1m,1.8,0.2,2.0,808.0,,,,,,,,5456.0,0.015,5m,1.8,0.6000000000000001,1.0,1000.0,,,,,,,,1064.0,0.01,5m,3.0,0.2,1.5,456.0,0.15000000000000002,14,COMPLETE
141,141,2.3839716696668973,2025-06-21 19:32:49.854535,2025-06-21 19:33:00.576476,0 days 00:00:10.721941,3256.0,0.02,5m,2.6,0.4,0.5,880.0,,,,,,,,3448.0,0.01,3m,3.0,0.0,2.0,352.0,,,,,,,,3992.0,0.02,4m,1.0,0.2,0.5,936.0,1272,0.02,3m,2.0,0.8,0.5,968,,,,,,,,4800.0,0.02,5m,1.4,0.0,1.0,488.0,7192.0,0.01,4m,1.2,1.0,1.5,272.0,6584.0,0.015,1m,1.8,0.2,0.5,888.0,,,,,,,,7840.0,0.015,3m,2.2,0.6000000000000001,1.0,896.0,3664.0,0.015,2m,3.0,1.0,1.0,336.0,,,,,,,,7280.0,0.01,2m,1.4,0.6000000000000001,1.5,248.0,2184.0,0.015,1m,2.0,0.4,2.0,888.0,,,,,,,,4608.0,0.015,5m,2.0,0.6000000000000001,1.0,888.0,,,,,,,,5056.0,0.01,2m,2.8,0.2,1.0,232.0,0.15000000000000002,13,COMPLETE
142,142,-0.2081212595607895,2025-06-21 19:33:00.742259,2025-06-21 19:33:09.498334,0 days 00:00:08.756075,3336.0,0.02,5m,2.8,0.4,0.5,896.0,6120.0,0.02,1m,1.6,0.6000000000000001,2.0,104.0,3680.0,0.01,3m,3.0,0.0,2.0,360.0,,,,,,,,1280.0,0.02,4m,1.0,0.2,0.5,928.0,1256,0.02,3m,2.0,1.0,0.5,960,,,,,,,,4696.0,0.02,5m,1.4,0.0,1.0,488.0,7528.0,0.01,4m,1.0,1.0,1.5,208.0,6768.0,0.015,1m,1.2,0.2,0.5,920.0,,,,,,,,8192.0,0.015,3m,2.2,0.6000000000000001,1.0,872.0,3512.0,0.015,2m,3.0,1.0,1.0,280.0,6568.0,0.01,1m,2.0,1.0,1.5,608.0,7936.0,0.01,2m,1.4,0.6000000000000001,1.5,256.0,2280.0,0.015,1m,1.8,0.4,2.0,1000.0,,,,,,,,4608.0,0.015,5m,2.0,0.6000000000000001,1.0,880.0,,,,,,,,5000.0,0.01,2m,2.8,0.2,1.0,248.0,0.15000000000000002,15,COMPLETE
143,143,0.41377885829793587,2025-06-21 19:33:09.590334,2025-06-21 19:33:15.320000,0 days 00:00:05.729666,2632.0,0.02,5m,2.6,0.4,0.5,952.0,,,,,,,,3544.0,0.01,3m,2.8,0.0,2.0,240.0,,,,,,,,4360.0,0.02,4m,1.2,0.4,0.5,504.0,1520,0.02,3m,2.0,1.0,0.5,992,,,,,,,,4440.0,0.02,5m,1.4,0.0,1.0,512.0,7232.0,0.01,4m,1.2,1.0,1.5,336.0,6552.0,0.015,1m,1.6,0.2,0.5,1000.0,,,,,,,,4712.0,0.015,3m,3.0,0.6000000000000001,1.0,1000.0,3976.0,0.015,2m,3.0,1.0,1.0,320.0,,,,,,,,7120.0,0.01,2m,1.0,0.6000000000000001,1.5,288.0,2152.0,0.015,1m,2.0,0.4,2.0,888.0,,,,,,,,4872.0,0.015,5m,2.0,0.6000000000000001,1.0,480.0,,,,,,,,5528.0,0.01,2m,3.0,0.2,1.0,568.0,0.15000000000000002,13,COMPLETE
144,144,2.0261422100585604,2025-06-21 19:33:15.429343,2025-06-21 19:33:20.899402,0 days 00:00:05.470059,2928.0,0.02,5m,2.4000000000000004,0.6000000000000001,0.5,440.0,,,,,,,,3368.0,0.01,3m,3.0,0.0,2.0,312.0,,,,,,,,,,,,,,,7808,0.02,3m,2.0,0.8,0.5,920,,,,,,,,5104.0,0.02,5m,1.4,0.0,1.0,712.0,8048.0,0.01,4m,1.8,1.0,1.5,88.0,6968.0,0.015,1m,2.0,0.2,0.5,888.0,,,,,,,,7896.0,0.015,3m,2.2,0.6000000000000001,1.0,848.0,1272.0,0.015,2m,3.0,1.0,1.0,264.0,,,,,,,,6688.0,0.01,2m,1.8,0.6000000000000001,1.5,232.0,2656.0,0.015,1m,2.0,0.0,2.0,848.0,,,,,,,,4504.0,0.015,5m,1.8,0.6000000000000001,1.0,336.0,,,,,,,,6016.0,0.01,2m,2.8,0.4,1.0,320.0,0.25,12,COMPLETE
145,145,0.39202264258726793,2025-06-21 19:33:21.026922,2025-06-21 19:33:26.462548,0 days 00:00:05.435626,3280.0,0.02,5m,2.6,0.6000000000000001,0.5,368.0,,,,,,,,3408.0,0.01,4m,3.0,0.0,2.0,296.0,,,,,,,,,,,,,,,7288,0.02,3m,1.8,0.8,0.5,1024,,,,,,,,5320.0,0.02,5m,1.6,0.0,1.0,552.0,8008.0,0.01,4m,1.8,1.0,1.5,248.0,7344.0,0.015,1m,2.0,0.2,0.5,136.0,,,,,,,,7768.0,0.015,3m,2.2,0.6000000000000001,1.0,840.0,1320.0,0.015,2m,2.8,1.0,1.0,264.0,,,,,,,,6712.0,0.01,2m,1.8,0.0,1.5,480.0,2392.0,0.015,1m,2.0,0.0,2.0,848.0,,,,,,,,4720.0,0.015,5m,2.2,0.6000000000000001,1.0,128.0,,,,,,,,5936.0,0.01,2m,2.6,0.4,1.0,280.0,0.3,12,COMPLETE
146,146,-1.2230225224524718,2025-06-21 19:33:26.577080,2025-06-21 19:33:31.844399,0 days 00:00:05.267319,2976.0,0.02,5m,2.4000000000000004,0.6000000000000001,0.5,840.0,,,,,,,,3008.0,0.01,3m,3.0,0.0,2.0,352.0,,,,,,,,,,,,,,,1368,0.02,3m,2.0,0.8,0.5,928,,,,,,,,5088.0,0.02,2m,1.4,0.0,1.0,344.0,7920.0,0.01,4m,2.0,1.0,1.5,88.0,6976.0,0.015,1m,1.8,0.2,0.5,888.0,,,,,,,,7920.0,0.015,4m,2.2,0.6000000000000001,1.0,856.0,1672.0,0.02,2m,3.0,1.0,1.0,248.0,,,,,,,,6432.0,0.01,2m,1.8,0.6000000000000001,1.5,232.0,2768.0,0.015,1m,1.0,0.0,2.0,936.0,,,,,,,,4160.0,0.015,4m,1.8,0.6000000000000001,1.0,408.0,,,,,,,,5048.0,0.01,2m,1.8,0.4,1.0,312.0,0.25,12,COMPLETE
147,147,-0.9453938624873506,2025-06-21 19:33:31.943914,2025-06-21 19:33:37.737426,0 days 00:00:05.793512,4896.0,0.02,5m,2.8,0.6000000000000001,0.5,440.0,,,,,,,,3272.0,0.01,3m,3.0,0.0,2.0,336.0,,,,,,,,3040.0,0.015,3m,1.0,0.0,1.0,600.0,6496,0.02,3m,2.2,0.8,0.5,944,,,,,,,,4944.0,0.02,5m,1.2,0.0,1.0,712.0,8176.0,0.01,4m,1.8,1.0,1.5,360.0,6664.0,0.015,4m,2.2,0.2,0.5,848.0,,,,,,,,7336.0,0.015,3m,2.2,0.8,1.0,784.0,2184.0,0.015,2m,2.6,0.8,1.0,288.0,,,,,,,,6936.0,0.01,2m,1.4,0.6000000000000001,1.5,136.0,2584.0,0.015,1m,1.8,0.6000000000000001,2.0,904.0,,,,,,,,4544.0,0.015,2m,1.8,0.6000000000000001,1.0,136.0,,,,,,,,4488.0,0.01,2m,2.0,0.0,1.0,344.0,0.25,13,COMPLETE
148,148,-1.4339659363023953,2025-06-21 19:33:37.817504,2025-06-21 19:33:42.723096,0 days 00:00:04.905592,,,,,,,,,,,,,,,3608.0,0.01,3m,2.6,0.0,2.0,320.0,,,,,,,,,,,,,,,8040,0.02,3m,2.0,0.8,0.5,968,,,,,,,,5592.0,0.02,3m,1.2,0.0,1.0,520.0,4480.0,0.01,4m,1.6,1.0,1.5,280.0,7200.0,0.015,1m,2.0,0.2,0.5,208.0,,,,,,,,7520.0,0.015,3m,2.0,0.4,2.0,888.0,1184.0,0.015,2m,3.0,1.0,1.0,336.0,,,,,,,,3024.0,0.01,2m,1.6,0.8,1.5,424.0,2664.0,0.015,1m,1.0,0.0,2.0,872.0,,,,,,,,4312.0,0.015,3m,2.0,0.8,1.0,600.0,,,,,,,,5432.0,0.01,4m,2.8,0.4,1.0,168.0,0.2,11,COMPLETE
149,149,-0.9072643471024121,2025-06-21 19:33:42.802219,2025-06-21 19:33:51.730100,0 days 00:00:08.927881,3600.0,0.02,1m,2.4000000000000004,0.6000000000000001,0.5,504.0,,,,,,,,3440.0,0.01,5m,3.0,0.0,2.0,376.0,,,,,,,,,,,,,,,1032,0.02,3m,1.8,0.8,0.5,992,,,,,,,,4808.0,0.01,5m,1.4,0.0,1.0,1000.0,7584.0,0.01,1m,2.0,0.2,1.5,312.0,7552.0,0.015,1m,1.6,0.2,0.5,864.0,,,,,,,,7760.0,0.015,3m,2.2,0.6000000000000001,1.0,912.0,3192.0,0.015,2m,1.0,1.0,1.0,232.0,,,,,,,,6024.0,0.01,4m,1.8,0.4,1.5,184.0,2376.0,0.015,2m,2.2,0.0,2.0,832.0,,,,,,,,4096.0,0.015,5m,1.8,0.6000000000000001,1.0,344.0,,,,,,,,6032.0,0.01,2m,2.6,0.0,1.0,984.0,0.25,12,COMPLETE
