,number,value,datetime_start,datetime_complete,duration,params_AEP_MCHP_beta_win,params_AEP_MCHP_stop_loss,params_AEP_MCHP_trade_freq,params_AEP_MCHP_z_entry,params_AEP_MCHP_z_exit,params_AEP_MCHP_z_stop_scaler,params_AEP_MCHP_z_win,params_AMGN_DASH_beta_win,params_AMGN_DASH_stop_loss,params_AMGN_DASH_trade_freq,params_AMGN_DASH_z_entry,params_AMGN_DASH_z_exit,params_AMGN_DASH_z_stop_scaler,params_AMGN_DASH_z_win,params_ASML_SNPS_beta_win,params_ASML_SNPS_stop_loss,params_ASML_SNPS_trade_freq,params_ASML_SNPS_z_entry,params_ASML_SNPS_z_exit,params_ASML_SNPS_z_stop_scaler,params_ASML_SNPS_z_win,params_AZN_FTNT_beta_win,params_AZN_FTNT_stop_loss,params_AZN_FTNT_trade_freq,params_AZN_FTNT_z_entry,params_AZN_FTNT_z_exit,params_AZN_FTNT_z_stop_scaler,params_AZN_FTNT_z_win,params_AZN_INTC_beta_win,params_AZN_INTC_stop_loss,params_AZN_INTC_trade_freq,params_AZN_INTC_z_entry,params_AZN_INTC_z_exit,params_AZN_INTC_z_stop_scaler,params_AZN_INTC_z_win,params_AZN_MCHP_beta_win,params_AZN_MCHP_stop_loss,params_AZN_MCHP_trade_freq,params_AZN_MCHP_z_entry,params_AZN_MCHP_z_exit,params_AZN_MCHP_z_stop_scaler,params_AZN_MCHP_z_win,params_CCEP_MCHP_beta_win,params_CCEP_MCHP_stop_loss,params_CCEP_MCHP_trade_freq,params_CCEP_MCHP_z_entry,params_CCEP_MCHP_z_exit,params_CCEP_MCHP_z_stop_scaler,params_CCEP_MCHP_z_win,params_CEG_MCHP_beta_win,params_CEG_MCHP_stop_loss,params_CEG_MCHP_trade_freq,params_CEG_MCHP_z_entry,params_CEG_MCHP_z_exit,params_CEG_MCHP_z_stop_scaler,params_CEG_MCHP_z_win,params_CMCSA_CSCO_beta_win,params_CMCSA_CSCO_stop_loss,params_CMCSA_CSCO_trade_freq,params_CMCSA_CSCO_z_entry,params_CMCSA_CSCO_z_exit,params_CMCSA_CSCO_z_stop_scaler,params_CMCSA_CSCO_z_win,params_CRWD_ISRG_beta_win,params_CRWD_ISRG_stop_loss,params_CRWD_ISRG_trade_freq,params_CRWD_ISRG_z_entry,params_CRWD_ISRG_z_exit,params_CRWD_ISRG_z_stop_scaler,params_CRWD_ISRG_z_win,params_GOOGL_DLTR_beta_win,params_GOOGL_DLTR_stop_loss,params_GOOGL_DLTR_trade_freq,params_GOOGL_DLTR_z_entry,params_GOOGL_DLTR_z_exit,params_GOOGL_DLTR_z_stop_scaler,params_GOOGL_DLTR_z_win,params_GOOG_DLTR_beta_win,params_GOOG_DLTR_stop_loss,params_GOOG_DLTR_trade_freq,params_GOOG_DLTR_z_entry,params_GOOG_DLTR_z_exit,params_GOOG_DLTR_z_stop_scaler,params_GOOG_DLTR_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_HON_REGN_beta_win,params_HON_REGN_stop_loss,params_HON_REGN_trade_freq,params_HON_REGN_z_entry,params_HON_REGN_z_exit,params_HON_REGN_z_stop_scaler,params_HON_REGN_z_win,params_ILMN_MCHP_beta_win,params_ILMN_MCHP_stop_loss,params_ILMN_MCHP_trade_freq,params_ILMN_MCHP_z_entry,params_ILMN_MCHP_z_exit,params_ILMN_MCHP_z_stop_scaler,params_ILMN_MCHP_z_win,params_INTC_CSX_beta_win,params_INTC_CSX_stop_loss,params_INTC_CSX_trade_freq,params_INTC_CSX_z_entry,params_INTC_CSX_z_exit,params_INTC_CSX_z_stop_scaler,params_INTC_CSX_z_win,params_INTC_MCHP_beta_win,params_INTC_MCHP_stop_loss,params_INTC_MCHP_trade_freq,params_INTC_MCHP_z_entry,params_INTC_MCHP_z_exit,params_INTC_MCHP_z_stop_scaler,params_INTC_MCHP_z_win,params_LIN_SMCI_beta_win,params_LIN_SMCI_stop_loss,params_LIN_SMCI_trade_freq,params_LIN_SMCI_z_entry,params_LIN_SMCI_z_exit,params_LIN_SMCI_z_stop_scaler,params_LIN_SMCI_z_win,params_LRCX_META_beta_win,params_LRCX_META_stop_loss,params_LRCX_META_trade_freq,params_LRCX_META_z_entry,params_LRCX_META_z_exit,params_LRCX_META_z_stop_scaler,params_LRCX_META_z_win,params_MRNA_MCHP_beta_win,params_MRNA_MCHP_stop_loss,params_MRNA_MCHP_trade_freq,params_MRNA_MCHP_z_entry,params_MRNA_MCHP_z_exit,params_MRNA_MCHP_z_stop_scaler,params_MRNA_MCHP_z_win,params_buffer_capital,params_pairs_to_trade,state
44,44,0.26926352304842277,2025-06-21 19:41:19.982561,2025-06-21 19:41:23.435710,0 days 00:00:03.453149,6928.0,0.01,3m,1.0,0.6000000000000001,2.0,232.0,6752.0,0.015,3m,1.4,0.8,2.0,944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5120.0,0.02,3m,1.0,1.0,0.5,824.0,,,,,,,,,,,,,,,4792.0,0.02,1m,2.0,1.0,1.5,888.0,4736.0,0.02,2m,1.6,0.4,0.5,288.0,,,,,,,,,,,,,,,,,,,,,,1776,0.015,1m,2.4000000000000004,0.4,0.5,656,,,,,,,,2952.0,0.02,4m,2.2,0.4,2.0,416.0,,,,,,,,1320.0,0.02,5m,2.6,0.8,2.0,672.0,0.4,8,COMPLETE
45,45,-0.49442748572036743,2025-06-21 19:41:23.504170,2025-06-21 19:41:27.753172,0 days 00:00:04.249002,5840.0,0.01,2m,1.6,0.4,2.0,608.0,1776.0,0.02,2m,1.8,0.8,1.5,800.0,,,,,,,,5352.0,0.015,5m,1.8,0.4,1.0,488.0,,,,,,,,,,,,,,,,,,,,,,6080.0,0.015,4m,1.8,0.2,1.0,696.0,,,,,,,,,,,,,,,2776.0,0.02,2m,2.4000000000000004,0.8,1.5,824.0,2592.0,0.015,2m,2.0,0.6000000000000001,1.0,448.0,,,,,,,,2904.0,0.015,5m,2.2,0.0,2.0,872.0,,,,,,,,3472,0.015,4m,2.2,0.6000000000000001,1.0,824,,,,,,,,6592.0,0.02,2m,2.0,0.0,2.0,920.0,,,,,,,,7392.0,0.015,1m,2.8,0.2,0.5,888.0,0.2,10,COMPLETE
46,46,0.5652396883235141,2025-06-21 19:41:27.832804,2025-06-21 19:41:30.206757,0 days 00:00:02.373953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7280.0,0.01,2m,2.2,0.4,0.5,624.0,,,,,,,,,,,,,,,3376.0,0.02,5m,1.6,1.0,1.5,984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2984,0.01,4m,1.4,0.8,1.0,752,,,,,,,,1544.0,0.015,1m,2.4000000000000004,0.2,1.0,976.0,,,,,,,,5328.0,0.015,5m,3.0,1.0,1.5,120.0,0.5,5,COMPLETE
47,47,-0.3328617808574869,2025-06-21 19:41:30.291856,2025-06-21 19:41:35.212266,0 days 00:00:04.920410,7632.0,0.01,5m,3.0,1.0,0.5,904.0,6288.0,0.015,3m,1.6,0.6000000000000001,2.0,688.0,,,,,,,,4296.0,0.015,1m,2.2,0.2,0.5,72.0,,,,,,,,5128.0,0.015,1m,1.8,0.6000000000000001,0.5,608.0,,,,,,,,4656.0,0.015,1m,1.4,0.2,1.0,464.0,,,,,,,,,,,,,,,3000.0,0.015,1m,2.2,0.8,2.0,680.0,5664.0,0.02,2m,1.8,0.0,0.5,64.0,,,,,,,,3880.0,0.015,1m,2.6,1.0,1.0,792.0,6112.0,0.015,4m,2.2,0.8,1.0,720.0,4640,0.02,3m,2.6,1.0,1.0,920,,,,,,,,3848.0,0.015,2m,2.6,0.4,2.0,552.0,,,,,,,,1032.0,0.02,3m,2.4000000000000004,0.4,1.0,592.0,0.35000000000000003,12,COMPLETE
48,48,2.137758794116845,2025-06-21 19:41:35.310103,2025-06-21 19:41:39.074600,0 days 00:00:03.764497,6168.0,0.01,1m,2.6,0.8,2.0,216.0,7200.0,0.015,4m,1.2,1.0,1.5,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6640.0,0.02,2m,1.6,0.8,1.5,928.0,,,,,,,,,,,,,,,5264.0,0.01,1m,2.6,1.0,1.5,136.0,6616.0,0.015,2m,1.2,0.2,1.0,176.0,,,,,,,,,,,,,,,,,,,,,,5320,0.015,1m,2.8,0.4,2.0,616,,,,,,,,2640.0,0.01,2m,2.2,0.6000000000000001,2.0,776.0,,,,,,,,2064.0,0.015,5m,2.6,0.6000000000000001,2.0,976.0,0.25,8,COMPLETE
49,49,0.7580221425668702,2025-06-21 19:41:39.135112,2025-06-21 19:41:42.922984,0 days 00:00:03.787872,1264.0,0.02,1m,2.6,0.8,1.5,184.0,7928.0,0.01,4m,1.2,1.0,1.5,552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6536.0,0.01,4m,1.6,0.0,1.5,960.0,,,,,,,,,,,,,,,5936.0,0.01,2m,1.6,1.0,2.0,128.0,6912.0,0.02,2m,1.0,0.0,0.5,168.0,,,,,,,,,,,,,,,,,,,,,,5320,0.01,1m,3.0,0.2,2.0,592,,,,,,,,4496.0,0.02,5m,2.4000000000000004,0.8,1.0,760.0,,,,,,,,2080.0,0.015,4m,2.8,0.6000000000000001,2.0,992.0,0.25,8,COMPLETE
50,50,-0.010433689647923988,2025-06-21 19:41:43.015266,2025-06-21 19:41:44.599504,0 days 00:00:01.584238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7584.0,0.015,3m,1.2,0.6000000000000001,1.5,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4232,0.015,1m,2.8,0.0,2.0,432,,,,,,,,3176.0,0.015,1m,1.2,0.6000000000000001,0.5,824.0,,,,,,,,,,,,,,,0.3,3,COMPLETE
51,51,0.8601754803428864,2025-06-21 19:41:44.667504,2025-06-21 19:41:48.913554,0 days 00:00:04.246050,6304.0,0.01,1m,2.8,0.8,2.0,336.0,7280.0,0.015,4m,1.0,1.0,1.5,640.0,,,,,,,,3376.0,0.01,1m,1.4,0.0,1.0,344.0,,,,,,,,,,,,,,,,,,,,,,5664.0,0.02,2m,1.8,0.8,1.5,928.0,,,,,,,,,,,,,,,4032.0,0.01,1m,2.6,1.0,1.5,352.0,6392.0,0.015,2m,1.2,0.2,1.0,216.0,,,,,,,,1856.0,0.01,3m,1.8,0.6000000000000001,1.5,720.0,,,,,,,,5976,0.015,1m,2.8,0.4,2.0,640,,,,,,,,2640.0,0.01,2m,2.2,0.6000000000000001,2.0,904.0,,,,,,,,2376.0,0.015,5m,2.6,0.6000000000000001,2.0,816.0,0.25,10,COMPLETE
52,52,1.2601551574011636,2025-06-21 19:41:48.978649,2025-06-21 19:41:52.698854,0 days 00:00:03.720205,6920.0,0.01,1m,2.6,0.6000000000000001,2.0,256.0,6392.0,0.015,4m,1.2,1.0,1.5,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6872.0,0.02,2m,1.6,0.8,1.0,840.0,,,,,,,,,,,,,,,5384.0,0.01,1m,2.6,1.0,1.5,160.0,7272.0,0.015,2m,1.4,0.2,1.0,128.0,,,,,,,,,,,,,,,,,,,,,,4936,0.015,1m,1.2,0.4,2.0,504,,,,,,,,6016.0,0.01,2m,2.0,0.6000000000000001,2.0,976.0,,,,,,,,6464.0,0.015,5m,2.4000000000000004,0.6000000000000001,2.0,976.0,0.2,8,COMPLETE
53,53,0.19590229973525733,2025-06-21 19:41:52.785743,2025-06-21 19:41:56.052686,0 days 00:00:03.266943,7664.0,0.01,1m,2.6,0.6000000000000001,2.0,416.0,7184.0,0.015,4m,1.2,1.0,1.5,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6912.0,0.02,2m,1.6,0.8,1.0,840.0,,,,,,,,,,,,,,,5184.0,0.01,1m,2.6,1.0,1.5,152.0,7872.0,0.015,2m,1.4,0.2,1.0,144.0,,,,,,,,,,,,,,,,,,,,,,5072,0.015,1m,1.2,0.6000000000000001,2.0,384,,,,,,,,6216.0,0.01,2m,1.6,0.8,2.0,768.0,,,,,,,,7504.0,0.015,5m,2.4000000000000004,0.8,2.0,968.0,0.15000000000000002,8,COMPLETE
54,54,1.5670707786178386,2025-06-21 19:41:56.142941,2025-06-21 19:41:59.522184,0 days 00:00:03.379243,6976.0,0.01,1m,2.4000000000000004,0.6000000000000001,2.0,544.0,6504.0,0.015,4m,1.4,1.0,1.5,504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6424.0,0.02,2m,1.4,1.0,1.5,792.0,,,,,,,,,,,,,,,5872.0,0.01,4m,2.8,1.0,1.5,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5576,0.015,1m,1.2,0.4,2.0,504,,,,,,,,7200.0,0.01,2m,2.0,0.6000000000000001,2.0,832.0,,,,,,,,6184.0,0.015,5m,2.4000000000000004,0.6000000000000001,2.0,1016.0,0.25,7,COMPLETE
55,55,1.979354640296624,2025-06-21 19:41:59.609930,2025-06-21 19:42:02.479329,0 days 00:00:02.869399,,,,,,,,6584.0,0.015,4m,1.2,0.2,1.5,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6432.0,0.02,2m,1.4,1.0,1.5,848.0,,,,,,,,,,,,,,,6560.0,0.01,4m,2.8,1.0,0.5,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5592,0.015,1m,1.2,0.4,2.0,520,,,,,,,,7776.0,0.01,4m,1.8,0.6000000000000001,1.5,840.0,,,,,,,,6696.0,0.015,1m,2.0,0.6000000000000001,2.0,1024.0,0.45,6,COMPLETE
56,56,3.6788833547130118,2025-06-21 19:42:02.569711,2025-06-21 19:42:04.489148,0 days 00:00:01.919437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6528.0,0.02,2m,1.4,1.0,1.5,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5496,0.015,1m,1.0,0.4,2.0,544,,,,,,,,7840.0,0.01,4m,1.8,0.8,1.5,824.0,,,,,,,,6384.0,0.015,1m,2.0,0.8,2.0,1016.0,0.5,4,COMPLETE
57,57,1.9004905649633417,2025-06-21 19:42:04.569445,2025-06-21 19:42:06.602918,0 days 00:00:02.033473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6376.0,0.02,2m,1.4,1.0,1.5,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5512,0.015,1m,1.0,0.4,2.0,552,,,,,,,,7656.0,0.01,4m,1.8,1.0,1.5,672.0,,,,,,,,6616.0,0.015,1m,1.8,0.8,2.0,1024.0,0.45,4,COMPLETE
58,58,0.6907320197291501,2025-06-21 19:42:06.657435,2025-06-21 19:42:07.644647,0 days 00:00:00.987212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5416,0.015,1m,1.0,0.4,2.0,552,,,,,,,,7800.0,0.01,4m,1.8,1.0,1.5,680.0,,,,,,,,,,,,,,,0.45,2,COMPLETE
59,59,-1.427017880599526,2025-06-21 19:42:07.711338,2025-06-21 19:42:09.772393,0 days 00:00:02.061055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7888.0,0.02,2m,1.2,1.0,1.5,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6304,0.015,1m,1.0,0.4,2.0,616,,,,,,,,7824.0,0.01,4m,1.8,1.0,1.5,744.0,,,,,,,,6824.0,0.015,1m,1.8,1.0,2.0,1024.0,0.5,4,COMPLETE
60,60,0.1987458863506049,2025-06-21 19:42:09.840916,2025-06-21 19:42:11.504484,0 days 00:00:01.663568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7336.0,0.02,2m,1.0,1.0,1.5,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320,0.015,1m,1.4,0.4,2.0,472,,,,,,,,7056.0,0.01,4m,1.4,0.8,1.5,792.0,,,,,,,,6952.0,0.015,1m,1.8,0.8,2.0,880.0,0.45,4,COMPLETE
61,61,2.216754534851786,2025-06-21 19:42:11.977755,2025-06-21 19:42:14.652941,0 days 00:00:02.675186,,,,,,,,5008.0,0.015,4m,1.4,0.4,1.5,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6424.0,0.02,2m,1.4,1.0,1.5,64.0,,,,,,,,,,,,,,,6728.0,0.01,4m,2.8,0.0,0.5,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5648,0.015,1m,1.2,0.4,2.0,528,,,,,,,,7424.0,0.01,4m,2.0,0.8,1.5,824.0,,,,,,,,6064.0,0.015,1m,2.0,0.8,2.0,1024.0,0.45,6,COMPLETE
62,62,0.6824569660147475,2025-06-21 19:42:14.735198,2025-06-21 19:42:16.242677,0 days 00:00:01.507479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6720.0,0.02,2m,1.4,1.0,1.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4624,0.015,1m,1.0,0.4,2.0,528,,,,,,,,7400.0,0.01,4m,1.8,0.8,1.5,800.0,,,,,,,,,,,,,,,0.45,3,COMPLETE
63,63,2.640176873525111,2025-06-21 19:42:16.313307,2025-06-21 19:42:19.292640,0 days 00:00:02.979333,,,,,,,,4936.0,0.015,4m,1.4,0.2,1.5,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6080.0,0.02,2m,1.4,1.0,1.5,104.0,,,,,,,,,,,,,,,6744.0,0.01,4m,3.0,0.2,0.5,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5752,0.015,1m,1.6,0.4,2.0,616,,,,,,,,6776.0,0.01,4m,2.0,1.0,1.5,696.0,,,,,,,,5976.0,0.015,1m,2.0,0.8,2.0,992.0,0.5,6,COMPLETE
64,64,2.559121954800694,2025-06-21 19:42:19.369130,2025-06-21 19:42:22.474099,0 days 00:00:03.104969,,,,,,,,4864.0,0.015,4m,1.4,0.2,1.5,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6040.0,0.02,2m,1.2,1.0,1.5,120.0,,,,,,,,,,,,,,,6872.0,0.01,4m,3.0,0.0,0.5,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5696,0.015,1m,1.6,0.2,2.0,392,,,,,,,,7912.0,0.01,4m,1.6,1.0,1.5,712.0,,,,,,,,6040.0,0.015,1m,2.0,0.8,2.0,960.0,0.5,6,COMPLETE
65,65,2.986721053298195,2025-06-21 19:42:22.539105,2025-06-21 19:42:25.243743,0 days 00:00:02.704638,,,,,,,,4776.0,0.015,4m,1.6,0.2,1.5,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6104.0,0.02,2m,1.2,1.0,1.5,128.0,,,,,,,,,,,,,,,7192.0,0.01,4m,3.0,0.0,0.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6112,0.015,1m,1.6,0.2,2.0,384,,,,,,,,6816.0,0.01,4m,2.0,1.0,1.5,704.0,,,,,,,,6128.0,0.015,1m,2.0,0.8,2.0,952.0,0.5,6,COMPLETE
66,66,0.6529034756306017,2025-06-21 19:42:25.298160,2025-06-21 19:42:28.096232,0 days 00:00:02.798072,,,,,,,,4792.0,0.015,4m,1.6,0.2,1.5,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7080.0,0.02,2m,1.2,1.0,1.5,120.0,,,,,,,,,,,,,,,7240.0,0.01,4m,3.0,0.0,0.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6152,0.015,1m,1.6,0.2,2.0,368,,,,,,,,6712.0,0.01,4m,2.0,1.0,1.5,704.0,,,,,,,,5880.0,0.015,1m,1.6,0.8,2.0,944.0,0.5,6,COMPLETE
67,67,2.7779356083137565,2025-06-21 19:42:28.163608,2025-06-21 19:42:30.543410,0 days 00:00:02.379802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6048.0,0.02,2m,1.2,1.0,1.5,224.0,,,,,,,,,,,,,,,7024.0,0.01,4m,3.0,0.0,0.5,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5840,0.015,1m,1.6,0.2,2.0,432,,,,,,,,6920.0,0.01,4m,1.6,1.0,1.0,576.0,,,,,,,,5368.0,0.015,1m,2.0,1.0,2.0,992.0,0.5,5,COMPLETE
68,68,3.421805011597073,2025-06-21 19:42:30.606178,2025-06-21 19:42:32.866427,0 days 00:00:02.260249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6112.0,0.02,2m,1.0,1.0,1.5,296.0,,,,,,,,,,,,,,,7032.0,0.01,4m,3.0,0.0,0.5,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5792,0.015,1m,1.4,0.2,2.0,408,,,,,,,,6520.0,0.01,4m,1.6,1.0,1.0,560.0,,,,,,,,5328.0,0.01,1m,2.0,1.0,2.0,984.0,0.5,5,COMPLETE
69,69,-0.5165693120663204,2025-06-21 19:42:32.947651,2025-06-21 19:42:35.532370,0 days 00:00:02.584719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5232.0,0.02,2m,1.0,1.0,1.5,232.0,,,,,,,,,,,,,,,7136.0,0.01,4m,3.0,0.0,0.5,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5808,0.015,1m,1.4,0.2,2.0,400,,,,,,,,6944.0,0.01,4m,1.6,1.0,1.0,568.0,,,,,,,,5304.0,0.01,1m,2.0,1.0,2.0,920.0,0.5,5,COMPLETE
70,70,0.20368568456887945,2025-06-21 19:42:35.603958,2025-06-21 19:42:36.613891,0 days 00:00:01.009933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4848,0.015,1m,1.6,0.2,2.0,336,,,,,,,,7368.0,0.01,4m,1.4,1.0,1.0,632.0,,,,,,,,,,,,,,,0.5,2,COMPLETE
71,71,3.851435153538621,2025-06-21 19:42:36.689241,2025-06-21 19:42:39.417331,0 days 00:00:02.728090,,,,,,,,3056.0,0.015,4m,1.4,0.2,1.5,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6088.0,0.02,2m,1.2,1.0,1.5,288.0,,,,,,,,,,,,,,,7736.0,0.01,4m,3.0,0.2,0.5,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6528,0.015,1m,1.6,0.2,2.0,456,,,,,,,,6456.0,0.01,4m,1.6,1.0,1.0,568.0,,,,,,,,6168.0,0.01,1m,2.0,1.0,2.0,992.0,0.5,6,COMPLETE
72,72,2.218760627513377,2025-06-21 19:42:39.476674,2025-06-21 19:42:41.635870,0 days 00:00:02.159196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6160.0,0.02,2m,1.2,1.0,1.5,288.0,,,,,,,,,,,,,,,8008.0,0.01,4m,3.0,0.2,0.5,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6432,0.015,1m,1.8,0.2,2.0,440,,,,,,,,6496.0,0.01,4m,1.6,1.0,1.0,520.0,,,,,,,,5928.0,0.01,1m,2.0,1.0,2.0,992.0,0.5,5,COMPLETE
73,73,1.9802269925966478,2025-06-21 19:42:41.704937,2025-06-21 19:42:44.043282,0 days 00:00:02.338345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6216.0,0.02,2m,1.2,1.0,1.5,312.0,,,,,,,,,,,,,,,7776.0,0.01,4m,3.0,0.2,0.5,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400,0.015,1m,1.8,0.0,2.0,432,,,,,,,,6456.0,0.01,4m,1.6,1.0,1.0,496.0,,,,,,,,5736.0,0.01,1m,2.0,1.0,2.0,984.0,0.5,5,COMPLETE
74,74,2.8237700019268903,2025-06-21 19:42:44.136817,2025-06-21 19:42:45.943033,0 days 00:00:01.806216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6120.0,0.02,2m,1.0,1.0,1.5,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6568,0.015,1m,1.6,0.2,2.0,280,,,,,,,,5640.0,0.01,4m,1.4,1.0,1.0,472.0,,,,,,,,5464.0,0.01,1m,1.8,1.0,2.0,872.0,0.5,4,COMPLETE
75,75,3.8368859651405844,2025-06-21 19:42:46.006428,2025-06-21 19:42:47.905456,0 days 00:00:01.899028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5984.0,0.02,2m,1.0,1.0,1.5,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7072,0.015,1m,1.6,0.2,2.0,280,,,,,,,,5608.0,0.01,4m,1.4,1.0,1.0,464.0,,,,,,,,5408.0,0.01,1m,1.8,1.0,2.0,872.0,0.5,4,COMPLETE
76,76,-0.05787952658790993,2025-06-21 19:42:48.001068,2025-06-21 19:42:48.660497,0 days 00:00:00.659429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800,0.015,1m,1.4,0.2,2.0,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
77,77,0.17257848091122144,2025-06-21 19:42:48.739673,2025-06-21 19:42:50.878643,0 days 00:00:02.138970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5944.0,0.02,5m,1.0,1.0,1.5,376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7064,0.015,2m,1.6,0.2,2.0,152,,,,,,,,5656.0,0.01,4m,1.4,1.0,1.0,456.0,,,,,,,,5424.0,0.01,1m,1.6,1.0,2.0,872.0,0.5,4,COMPLETE
78,78,0.6544965622923921,2025-06-21 19:42:50.967711,2025-06-21 19:42:52.219240,0 days 00:00:01.251529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5568.0,0.02,2m,1.0,1.0,1.5,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6632,0.015,1m,1.6,0.0,2.0,336,,,,,,,,6224.0,0.01,4m,1.2,1.0,1.0,448.0,,,,,,,,,,,,,,,0.4,3,COMPLETE
