,number,value,datetime_start,datetime_complete,duration,params_AMD_FAST_beta_win,params_AMD_FAST_stop_loss,params_AMD_FAST_trade_freq,params_AMD_FAST_z_entry,params_AMD_FAST_z_exit,params_AMD_FAST_z_stop_scaler,params_AMD_FAST_z_win,params_ANSS_DOCU_beta_win,params_ANSS_DOCU_stop_loss,params_ANSS_DOCU_trade_freq,params_ANSS_DOCU_z_entry,params_ANSS_DOCU_z_exit,params_ANSS_DOCU_z_stop_scaler,params_ANSS_DOCU_z_win,params_ASML_AVGO_beta_win,params_ASML_AVGO_stop_loss,params_ASML_AVGO_trade_freq,params_ASML_AVGO_z_entry,params_ASML_AVGO_z_exit,params_ASML_AVGO_z_stop_scaler,params_ASML_AVGO_z_win,params_ASML_TXN_beta_win,params_ASML_TXN_stop_loss,params_ASML_TXN_trade_freq,params_ASML_TXN_z_entry,params_ASML_TXN_z_exit,params_ASML_TXN_z_stop_scaler,params_ASML_TXN_z_win,params_ATVI_ILMN_beta_win,params_ATVI_ILMN_stop_loss,params_ATVI_ILMN_trade_freq,params_ATVI_ILMN_z_entry,params_ATVI_ILMN_z_exit,params_ATVI_ILMN_z_stop_scaler,params_ATVI_ILMN_z_win,params_ATVI_PYPL_beta_win,params_ATVI_PYPL_stop_loss,params_ATVI_PYPL_trade_freq,params_ATVI_PYPL_z_entry,params_ATVI_PYPL_z_exit,params_ATVI_PYPL_z_stop_scaler,params_ATVI_PYPL_z_win,params_AVGO_XEL_beta_win,params_AVGO_XEL_stop_loss,params_AVGO_XEL_trade_freq,params_AVGO_XEL_z_entry,params_AVGO_XEL_z_exit,params_AVGO_XEL_z_stop_scaler,params_AVGO_XEL_z_win,params_CHTR_MDLZ_beta_win,params_CHTR_MDLZ_stop_loss,params_CHTR_MDLZ_trade_freq,params_CHTR_MDLZ_z_entry,params_CHTR_MDLZ_z_exit,params_CHTR_MDLZ_z_stop_scaler,params_CHTR_MDLZ_z_win,params_CTSH_FAST_beta_win,params_CTSH_FAST_stop_loss,params_CTSH_FAST_trade_freq,params_CTSH_FAST_z_entry,params_CTSH_FAST_z_exit,params_CTSH_FAST_z_stop_scaler,params_CTSH_FAST_z_win,params_CTSH_TMUS_beta_win,params_CTSH_TMUS_stop_loss,params_CTSH_TMUS_trade_freq,params_CTSH_TMUS_z_entry,params_CTSH_TMUS_z_exit,params_CTSH_TMUS_z_stop_scaler,params_CTSH_TMUS_z_win,params_FAST_TMUS_beta_win,params_FAST_TMUS_stop_loss,params_FAST_TMUS_trade_freq,params_FAST_TMUS_z_entry,params_FAST_TMUS_z_exit,params_FAST_TMUS_z_stop_scaler,params_FAST_TMUS_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_ILMN_PYPL_beta_win,params_ILMN_PYPL_stop_loss,params_ILMN_PYPL_trade_freq,params_ILMN_PYPL_z_entry,params_ILMN_PYPL_z_exit,params_ILMN_PYPL_z_stop_scaler,params_ILMN_PYPL_z_win,params_ILMN_SWKS_beta_win,params_ILMN_SWKS_stop_loss,params_ILMN_SWKS_trade_freq,params_ILMN_SWKS_z_entry,params_ILMN_SWKS_z_exit,params_ILMN_SWKS_z_stop_scaler,params_ILMN_SWKS_z_win,params_KLAC_TXN_beta_win,params_KLAC_TXN_stop_loss,params_KLAC_TXN_trade_freq,params_KLAC_TXN_z_entry,params_KLAC_TXN_z_exit,params_KLAC_TXN_z_stop_scaler,params_KLAC_TXN_z_win,params_LRCX_TXN_beta_win,params_LRCX_TXN_stop_loss,params_LRCX_TXN_trade_freq,params_LRCX_TXN_z_entry,params_LRCX_TXN_z_exit,params_LRCX_TXN_z_stop_scaler,params_LRCX_TXN_z_win,params_MSFT_PCAR_beta_win,params_MSFT_PCAR_stop_loss,params_MSFT_PCAR_trade_freq,params_MSFT_PCAR_z_entry,params_MSFT_PCAR_z_exit,params_MSFT_PCAR_z_stop_scaler,params_MSFT_PCAR_z_win,params_MU_TXN_beta_win,params_MU_TXN_stop_loss,params_MU_TXN_trade_freq,params_MU_TXN_z_entry,params_MU_TXN_z_exit,params_MU_TXN_z_stop_scaler,params_MU_TXN_z_win,params_NXPI_TXN_beta_win,params_NXPI_TXN_stop_loss,params_NXPI_TXN_trade_freq,params_NXPI_TXN_z_entry,params_NXPI_TXN_z_exit,params_NXPI_TXN_z_stop_scaler,params_NXPI_TXN_z_win,params_REGN_SBUX_beta_win,params_REGN_SBUX_stop_loss,params_REGN_SBUX_trade_freq,params_REGN_SBUX_z_entry,params_REGN_SBUX_z_exit,params_REGN_SBUX_z_stop_scaler,params_REGN_SBUX_z_win,params_buffer_capital,params_pairs_to_trade,state
116,116,-2.585826917298857,2025-06-21 19:14:35.944639,2025-06-21 19:14:41.808164,0 days 00:00:05.863525,,,,,,,,6648.0,0.01,3m,1.2,0.2,0.5,976.0,2072.0,0.015,5m,1.8,0.4,0.5,144.0,6040.0,0.015,2m,1.8,0.8,1.5,984.0,7648.0,0.01,5m,1.0,0.2,1.0,656.0,7328.0,0.01,3m,1.4,0.8,0.5,584.0,,,,,,,,,,,,,,,5976.0,0.015,3m,2.0,0.4,2.0,528.0,7400.0,0.015,3m,2.4000000000000004,0.4,1.5,840.0,,,,,,,,7880,0.01,5m,3.0,1.0,2.0,312,6680.0,0.015,4m,2.2,0.0,1.0,256.0,,,,,,,,1880.0,0.015,2m,2.6,0.2,1.0,304.0,4928.0,0.02,1m,2.2,0.6000000000000001,2.0,80.0,6664.0,0.02,3m,2.4000000000000004,0.4,0.5,584.0,5784.0,0.01,4m,3.0,0.8,0.5,112.0,3688.0,0.015,5m,1.4,0.8,0.5,216.0,3000.0,0.015,1m,2.0,0.0,0.5,128.0,0.45,15,COMPLETE
117,117,-1.1887827568100513,2025-06-21 19:14:41.858239,2025-06-21 19:14:47.358523,0 days 00:00:05.500284,,,,,,,,6824.0,0.01,2m,2.6,0.2,0.5,1000.0,1712.0,0.015,5m,1.6,0.2,0.5,520.0,7440.0,0.015,1m,2.0,0.0,1.5,792.0,1768.0,0.01,5m,1.4,0.2,1.0,544.0,7552.0,0.01,1m,1.0,0.8,1.5,680.0,,,,,,,,,,,,,,,1840.0,0.015,1m,2.2,0.8,2.0,904.0,5088.0,0.015,3m,2.2,0.4,1.0,992.0,,,,,,,,8176,0.01,5m,2.8,0.8,2.0,392,6144.0,0.015,4m,1.6,0.2,1.0,184.0,,,,,,,,1544.0,0.015,2m,2.2,0.2,1.0,224.0,5344.0,0.02,2m,2.0,1.0,2.0,1024.0,,,,,,,,,,,,,,,,,,,,,,7944.0,0.015,4m,2.2,0.0,0.5,96.0,0.5,12,COMPLETE
118,118,0.3389416579396237,2025-06-21 19:14:47.444210,2025-06-21 19:14:53.487431,0 days 00:00:06.043221,,,,,,,,6320.0,0.01,2m,1.0,0.2,0.5,896.0,2592.0,0.015,5m,2.0,0.4,0.5,608.0,5632.0,0.015,1m,1.6,0.0,1.0,864.0,2016.0,0.01,5m,1.2,0.0,1.0,616.0,7184.0,0.01,1m,1.2,0.6000000000000001,1.5,528.0,,,,,,,,,,,,,,,1632.0,0.015,5m,1.6,0.2,2.0,552.0,4960.0,0.015,3m,2.0,0.2,1.5,888.0,,,,,,,,7432,0.01,5m,2.8,1.0,0.5,352,7176.0,0.015,2m,2.2,0.0,1.0,136.0,,,,,,,,2304.0,0.015,2m,2.4000000000000004,0.0,1.0,344.0,4680.0,0.02,1m,2.2,0.6000000000000001,1.0,160.0,7072.0,0.02,5m,3.0,0.0,0.5,536.0,7016.0,0.015,5m,2.0,0.4,1.0,552.0,,,,,,,,4536.0,0.015,2m,2.4000000000000004,0.2,0.5,160.0,0.45,14,COMPLETE
119,119,-0.7428048989292895,2025-06-21 19:14:53.565852,2025-06-21 19:14:59.148745,0 days 00:00:05.582893,,,,,,,,6584.0,0.01,1m,1.0,0.0,0.5,952.0,2336.0,0.015,5m,2.0,0.2,1.5,728.0,7976.0,0.015,1m,1.4,0.0,0.5,744.0,1496.0,0.02,3m,1.6,0.2,1.0,520.0,6896.0,0.01,1m,1.8,0.6000000000000001,1.0,568.0,,,,,,,,,,,,,,,2184.0,0.015,5m,2.0,0.4,2.0,456.0,5440.0,0.015,3m,2.4000000000000004,0.2,1.5,960.0,,,,,,,,7800,0.01,2m,2.8,0.8,2.0,288,7488.0,0.015,5m,2.0,0.2,0.5,376.0,,,,,,,,2032.0,0.015,1m,2.2,0.0,1.0,504.0,4120.0,0.02,1m,2.4000000000000004,0.6000000000000001,2.0,128.0,6088.0,0.02,2m,2.8,0.2,2.0,696.0,,,,,,,,,,,,,,,3472.0,0.015,5m,2.2,0.0,1.5,640.0,0.5,13,COMPLETE
120,120,0.43667088666144077,2025-06-21 19:14:59.232385,2025-06-21 19:15:04.854246,0 days 00:00:05.621861,,,,,,,,6120.0,0.01,2m,1.2,0.2,0.5,1008.0,1376.0,0.015,4m,3.0,0.4,0.5,888.0,4848.0,0.015,3m,1.6,0.0,1.5,824.0,2264.0,0.01,2m,1.2,0.2,1.0,592.0,6328.0,0.01,1m,1.4,0.8,1.5,768.0,,,,,,,,,,,,,,,1464.0,0.015,2m,1.8,0.6000000000000001,2.0,504.0,5752.0,0.015,3m,2.6,0.6000000000000001,1.5,760.0,,,,,,,,8016,0.01,5m,2.6,0.8,2.0,472,5440.0,0.015,4m,1.2,0.4,1.0,88.0,,,,,,,,4736.0,0.015,2m,2.8,0.2,1.0,568.0,6216.0,0.02,1m,2.0,0.8,2.0,312.0,6480.0,0.02,3m,2.6,0.0,0.5,624.0,5144.0,0.02,5m,2.4000000000000004,1.0,0.5,192.0,,,,,,,,4728.0,0.015,1m,2.0,0.0,0.5,192.0,0.1,14,COMPLETE
121,121,0.2285754620669195,2025-06-21 19:15:04.941081,2025-06-21 19:15:10.024134,0 days 00:00:05.083053,,,,,,,,6392.0,0.01,4m,1.0,0.2,2.0,976.0,1536.0,0.015,5m,2.0,0.4,0.5,704.0,6720.0,0.015,1m,1.8,0.0,1.5,920.0,1688.0,0.01,5m,1.4,0.2,1.0,576.0,7808.0,0.01,1m,1.2,0.6000000000000001,1.5,808.0,,,,,,,,,,,,,,,1184.0,0.015,5m,1.8,0.4,2.0,600.0,5248.0,0.015,3m,1.8,0.4,0.5,800.0,,,,,,,,7336,0.01,5m,3.0,0.8,2.0,376,6832.0,0.02,2m,2.0,0.2,1.0,224.0,,,,,,,,1752.0,0.015,4m,2.2,0.2,1.0,400.0,4392.0,0.02,5m,2.2,0.6000000000000001,2.0,88.0,,,,,,,,,,,,,,,,,,,,,,3720.0,0.015,2m,1.8,0.0,0.5,240.0,0.45,12,COMPLETE
122,122,1.2958825892631838,2025-06-21 19:15:10.080117,2025-06-21 19:15:15.964656,0 days 00:00:05.884539,,,,,,,,7088.0,0.01,2m,1.0,0.2,0.5,928.0,1152.0,0.015,5m,1.8,0.4,0.5,664.0,7760.0,0.015,1m,2.0,0.0,1.5,704.0,1264.0,0.01,5m,1.4,0.2,1.0,672.0,7752.0,0.01,1m,1.4,0.4,1.5,664.0,,,,,,,,,,,,,,,7928.0,0.015,5m,2.2,0.0,2.0,640.0,7728.0,0.015,3m,2.0,0.4,1.5,520.0,,,,,,,,7656,0.01,5m,2.8,0.4,2.0,440,6528.0,0.015,2m,2.4000000000000004,0.2,1.0,168.0,,,,,,,,2648.0,0.015,2m,2.4000000000000004,0.2,1.0,208.0,4552.0,0.02,1m,2.2,0.4,2.0,112.0,7416.0,0.02,2m,2.4000000000000004,0.2,0.5,792.0,,,,,,,,,,,,,,,3928.0,0.015,1m,2.4000000000000004,0.0,0.5,288.0,0.45,13,COMPLETE
123,123,2.354790691506634,2025-06-21 19:15:16.038864,2025-06-21 19:15:21.525689,0 days 00:00:05.486825,,,,,,,,6776.0,0.01,2m,1.0,0.2,0.5,928.0,1168.0,0.015,5m,1.8,0.4,0.5,656.0,7576.0,0.015,1m,2.0,0.0,1.5,704.0,1232.0,0.01,5m,1.4,0.2,1.0,712.0,7728.0,0.01,1m,1.4,0.4,1.5,640.0,,,,,,,,,,,,,,,8160.0,0.015,5m,2.4000000000000004,0.0,2.0,640.0,4568.0,0.015,3m,2.0,0.4,1.5,504.0,,,,,,,,7096,0.01,5m,2.8,0.8,2.0,448,6392.0,0.015,2m,2.2,0.2,1.0,168.0,,,,,,,,2528.0,0.015,2m,2.4000000000000004,0.2,1.0,216.0,4616.0,0.02,1m,2.2,0.4,2.0,112.0,7368.0,0.02,2m,2.4000000000000004,0.2,0.5,816.0,,,,,,,,,,,,,,,3936.0,0.015,1m,2.4000000000000004,0.0,0.5,560.0,0.45,13,COMPLETE
124,124,0.906557866025111,2025-06-21 19:15:21.620717,2025-06-21 19:15:26.968442,0 days 00:00:05.347725,,,,,,,,6808.0,0.01,2m,1.2,0.2,0.5,928.0,1696.0,0.015,5m,1.8,1.0,0.5,648.0,7632.0,0.015,1m,2.0,0.0,1.5,704.0,1336.0,0.01,5m,1.4,0.2,1.0,680.0,7712.0,0.01,1m,1.4,0.4,1.5,648.0,,,,,,,,,,,,,,,8016.0,0.015,5m,2.4000000000000004,0.0,2.0,632.0,7728.0,0.015,3m,2.0,0.4,1.5,584.0,,,,,,,,6808,0.01,5m,2.8,0.8,2.0,416,6400.0,0.015,2m,2.4000000000000004,0.2,1.0,168.0,,,,,,,,2512.0,0.015,2m,2.4000000000000004,0.2,1.0,200.0,5656.0,0.02,1m,2.2,0.4,2.0,112.0,,,,,,,,,,,,,,,,,,,,,,3944.0,0.015,1m,2.4000000000000004,0.0,0.5,576.0,0.45,12,COMPLETE
125,125,2.6682980155346323,2025-06-21 19:15:27.052333,2025-06-21 19:15:32.819848,0 days 00:00:05.767515,,,,,,,,6744.0,0.01,2m,1.0,0.2,0.5,912.0,1664.0,0.015,5m,1.8,1.0,0.5,656.0,7568.0,0.015,1m,2.0,0.0,1.5,696.0,1272.0,0.01,5m,1.4,0.2,1.0,712.0,7728.0,0.01,1m,1.4,0.4,1.5,632.0,,,,,,,,,,,,,,,8032.0,0.015,5m,2.6,0.0,2.0,624.0,7440.0,0.015,3m,2.0,0.4,1.5,520.0,,,,,,,,7152,0.01,5m,2.8,0.8,2.0,440,6344.0,0.015,2m,2.4000000000000004,0.2,1.0,184.0,,,,,,,,2664.0,0.015,2m,2.4000000000000004,0.2,1.0,192.0,5768.0,0.02,1m,2.4000000000000004,0.4,2.0,80.0,7768.0,0.02,2m,2.2,0.2,0.5,824.0,,,,,,,,,,,,,,,3936.0,0.015,1m,2.4000000000000004,0.0,0.5,560.0,0.4,13,COMPLETE
126,126,0.9855404735275014,2025-06-21 19:15:32.888755,2025-06-21 19:15:38.765293,0 days 00:00:05.876538,,,,,,,,6752.0,0.01,2m,1.0,0.2,0.5,832.0,1824.0,0.015,5m,1.8,1.0,0.5,656.0,7576.0,0.015,1m,2.0,0.0,1.5,712.0,1272.0,0.01,5m,1.4,0.2,1.0,752.0,7784.0,0.01,5m,1.4,0.4,1.5,632.0,,,,,,,,,,,,,,,7968.0,0.015,5m,2.6,0.0,2.0,640.0,7792.0,0.015,3m,2.0,0.4,1.5,584.0,,,,,,,,6824,0.01,5m,2.8,0.8,2.0,424,6400.0,0.015,2m,2.4000000000000004,0.2,1.0,168.0,,,,,,,,2568.0,0.015,2m,2.4000000000000004,0.2,1.0,160.0,5648.0,0.02,1m,2.4000000000000004,0.4,2.0,88.0,7768.0,0.02,2m,2.2,0.2,0.5,808.0,3288.0,0.015,1m,2.6,0.8,0.5,72.0,,,,,,,,3968.0,0.015,1m,2.4000000000000004,0.0,0.5,568.0,0.4,14,COMPLETE
127,127,1.4057239334456073,2025-06-21 19:15:38.836709,2025-06-21 19:15:45.165599,0 days 00:00:06.328890,,,,,,,,6784.0,0.01,2m,1.0,0.2,0.5,840.0,1632.0,0.015,5m,1.8,1.0,0.5,664.0,7624.0,0.015,1m,2.0,0.0,1.5,712.0,1200.0,0.01,5m,1.4,0.2,1.0,752.0,7712.0,0.01,5m,1.4,0.4,1.5,640.0,,,,,,,,,,,,,,,8144.0,0.015,5m,2.6,0.0,2.0,720.0,7808.0,0.015,3m,2.0,0.4,1.5,576.0,,,,,,,,6808,0.01,5m,2.6,0.8,2.0,416,6464.0,0.015,2m,2.4000000000000004,0.2,1.0,168.0,,,,,,,,2528.0,0.015,2m,2.4000000000000004,0.2,1.0,80.0,5712.0,0.02,1m,2.6,0.4,2.0,112.0,7832.0,0.02,2m,2.2,0.2,0.5,824.0,3568.0,0.015,1m,2.6,0.8,0.5,64.0,,,,,,,,3968.0,0.015,1m,2.4000000000000004,0.0,0.5,536.0,0.35000000000000003,14,COMPLETE
128,128,1.112018636139618,2025-06-21 19:15:45.268028,2025-06-21 19:15:58.142760,0 days 00:00:12.874732,,,,,,,,7080.0,0.01,2m,1.0,0.2,0.5,808.0,1032.0,0.015,5m,1.8,1.0,0.5,656.0,1448.0,0.015,1m,2.0,0.0,1.5,672.0,1152.0,0.01,5m,1.4,0.2,1.0,784.0,7832.0,0.01,5m,1.4,0.4,1.5,600.0,,,,,,,,,,,,,,,7600.0,0.015,5m,2.6,0.0,2.0,720.0,8072.0,0.015,2m,2.0,0.4,1.5,536.0,,,,,,,,6544,0.01,5m,2.6,0.8,2.0,336,6424.0,0.015,2m,2.4000000000000004,0.2,1.0,200.0,,,,,,,,3072.0,0.015,2m,2.4000000000000004,0.2,1.0,64.0,5864.0,0.02,1m,2.8,0.4,2.0,80.0,7912.0,0.02,2m,2.2,0.2,0.5,816.0,2936.0,0.015,1m,2.6,0.8,0.5,96.0,2000.0,0.02,4m,1.8,0.2,2.0,1024.0,4112.0,0.015,1m,2.4000000000000004,0.0,0.5,552.0,0.35000000000000003,15,COMPLETE
129,129,0.5384302190483072,2025-06-21 19:15:58.285460,2025-06-21 19:16:06.231040,0 days 00:00:07.945580,,,,,,,,7064.0,0.01,2m,1.0,0.2,0.5,880.0,1104.0,0.015,5m,1.6,1.0,0.5,632.0,7984.0,0.015,1m,2.2,0.0,1.5,672.0,1168.0,0.01,5m,1.2,0.2,1.0,784.0,7592.0,0.01,5m,1.6,0.4,1.5,664.0,8160.0,0.015,2m,1.0,0.0,1.5,120.0,,,,,,,,7480.0,0.015,5m,2.6,0.0,2.0,704.0,8104.0,0.015,2m,2.0,0.4,1.5,608.0,,,,,,,,6496,0.01,5m,2.6,0.8,2.0,328,5808.0,0.015,2m,2.4000000000000004,0.2,1.0,200.0,1336.0,0.01,4m,2.4000000000000004,0.2,1.0,768.0,2688.0,0.015,2m,2.4000000000000004,0.2,1.0,72.0,5944.0,0.02,1m,3.0,0.4,2.0,440.0,8040.0,0.02,2m,2.2,0.2,0.5,848.0,2768.0,0.015,1m,2.6,0.8,0.5,144.0,1832.0,0.02,4m,2.2,0.2,2.0,920.0,4128.0,0.015,1m,2.4000000000000004,0.0,0.5,512.0,0.35000000000000003,17,COMPLETE
130,130,1.499082057721457,2025-06-21 19:16:06.313848,2025-06-21 19:16:12.510286,0 days 00:00:06.196438,,,,,,,,6936.0,0.01,2m,1.0,0.2,0.5,904.0,1368.0,0.015,5m,1.8,1.0,0.5,680.0,7136.0,0.015,1m,2.0,0.0,1.5,736.0,1048.0,0.01,5m,1.4,0.2,1.0,704.0,7912.0,0.02,5m,1.4,0.4,1.5,608.0,,,,,,,,,,,,,,,7640.0,0.015,5m,2.8,0.0,2.0,792.0,7624.0,0.015,2m,1.8,0.4,1.5,648.0,,,,,,,,7144,0.01,5m,2.6,0.8,2.0,344,5984.0,0.015,2m,2.4000000000000004,1.0,1.0,256.0,,,,,,,,3032.0,0.015,2m,2.4000000000000004,0.0,1.0,112.0,6824.0,0.02,1m,2.8,0.4,2.0,80.0,7560.0,0.02,2m,2.2,0.2,0.5,784.0,3880.0,0.015,1m,2.8,0.6000000000000001,0.5,72.0,3152.0,0.02,4m,1.8,0.0,2.0,1024.0,5072.0,0.015,1m,2.6,0.0,0.5,288.0,0.35000000000000003,15,COMPLETE
131,131,1.5319067932330794,2025-06-21 19:16:12.588186,2025-06-21 19:16:19.033328,0 days 00:00:06.445142,,,,,,,,6928.0,0.01,2m,1.0,0.2,0.5,792.0,1288.0,0.015,5m,1.8,1.0,0.5,680.0,2016.0,0.015,1m,2.0,0.0,1.5,744.0,1160.0,0.01,5m,1.4,0.2,1.0,712.0,7960.0,0.015,5m,1.4,0.4,1.5,608.0,,,,,,,,,,,,,,,8176.0,0.015,5m,2.8,0.0,2.0,800.0,7104.0,0.015,2m,1.8,0.4,1.5,544.0,,,,,,,,7160,0.01,5m,2.4000000000000004,0.8,2.0,352,5952.0,0.015,2m,2.4000000000000004,1.0,1.0,256.0,,,,,,,,2936.0,0.015,2m,2.4000000000000004,0.0,1.0,120.0,6464.0,0.02,1m,2.8,0.4,2.0,80.0,7568.0,0.02,2m,2.2,0.2,0.5,784.0,3672.0,0.015,1m,2.8,0.6000000000000001,0.5,64.0,2944.0,0.02,4m,1.8,0.0,2.0,1024.0,5968.0,0.015,1m,2.6,0.0,0.5,544.0,0.35000000000000003,15,COMPLETE
132,132,1.5995035915019022,2025-06-21 19:16:19.123619,2025-06-21 19:16:26.129568,0 days 00:00:07.005949,,,,,,,,6624.0,0.01,2m,1.0,0.2,0.5,904.0,1360.0,0.015,5m,1.8,1.0,0.5,688.0,7792.0,0.015,1m,2.0,0.0,1.5,736.0,1472.0,0.01,5m,1.4,0.2,1.0,736.0,7968.0,0.02,5m,1.4,0.4,1.5,536.0,,,,,,,,,,,,,,,8128.0,0.015,5m,2.8,0.0,2.0,760.0,7128.0,0.015,2m,1.8,0.4,1.5,648.0,,,,,,,,7096,0.01,5m,2.4000000000000004,0.8,2.0,368,6040.0,0.015,2m,2.6,1.0,1.0,280.0,6520.0,0.015,4m,1.4,0.8,2.0,576.0,2896.0,0.015,2m,2.4000000000000004,0.0,1.0,152.0,7064.0,0.02,1m,2.8,0.4,2.0,112.0,7520.0,0.02,2m,2.0,0.2,0.5,776.0,3800.0,0.015,1m,2.8,0.6000000000000001,0.5,64.0,3224.0,0.02,4m,1.6,0.0,2.0,856.0,5848.0,0.015,1m,2.6,0.0,0.5,376.0,0.35000000000000003,16,COMPLETE
133,133,1.545186926522535,2025-06-21 19:16:26.218577,2025-06-21 19:16:33.270813,0 days 00:00:07.052236,,,,,,,,6664.0,0.01,2m,1.0,0.2,0.5,840.0,1304.0,0.015,5m,1.8,1.0,0.5,688.0,7848.0,0.015,1m,2.0,0.0,1.5,744.0,1432.0,0.01,5m,1.4,0.2,1.0,704.0,8000.0,0.02,5m,1.4,0.4,1.5,576.0,,,,,,,,,,,,,,,8136.0,0.015,5m,2.8,0.0,2.0,784.0,7176.0,0.015,2m,1.8,0.4,1.5,648.0,,,,,,,,7072,0.01,5m,2.4000000000000004,0.8,2.0,368,6024.0,0.015,2m,2.6,1.0,1.0,304.0,6376.0,0.015,4m,1.4,0.8,2.0,552.0,2944.0,0.015,2m,2.4000000000000004,0.0,1.0,96.0,7192.0,0.02,1m,2.8,0.4,2.0,112.0,7496.0,0.02,2m,2.0,0.2,0.5,768.0,3840.0,0.015,1m,2.8,0.6000000000000001,0.5,64.0,3144.0,0.02,4m,1.6,0.0,2.0,888.0,6168.0,0.015,1m,2.6,0.0,0.5,384.0,0.35000000000000003,16,COMPLETE
134,134,1.353916521539966,2025-06-21 19:16:33.342381,2025-06-21 19:16:40.705910,0 days 00:00:07.363529,,,,,,,,6928.0,0.01,2m,1.0,0.2,0.5,840.0,1360.0,0.015,5m,1.8,1.0,0.5,680.0,7792.0,0.015,1m,2.0,0.0,1.5,752.0,1272.0,0.01,5m,1.4,0.2,1.0,704.0,8056.0,0.02,5m,1.4,0.4,1.5,528.0,,,,,,,,,,,,,,,8192.0,0.015,5m,2.8,0.0,2.0,800.0,7072.0,0.015,2m,1.8,0.4,1.5,624.0,,,,,,,,7096,0.01,5m,2.4000000000000004,0.8,2.0,384,5952.0,0.015,2m,2.6,1.0,1.0,304.0,6456.0,0.015,4m,1.4,0.8,2.0,528.0,2960.0,0.015,2m,2.4000000000000004,0.0,1.0,136.0,7232.0,0.02,1m,2.8,0.4,2.0,112.0,7544.0,0.02,2m,2.0,0.2,0.5,784.0,3872.0,0.015,1m,2.8,0.6000000000000001,0.5,64.0,3368.0,0.02,4m,1.6,0.0,2.0,896.0,6360.0,0.015,1m,2.6,0.0,0.5,384.0,0.35000000000000003,16,COMPLETE
135,135,1.41965512356761,2025-06-21 19:16:40.796352,2025-06-21 19:16:48.293423,0 days 00:00:07.497071,,,,,,,,6912.0,0.01,2m,1.0,0.2,0.5,840.0,1280.0,0.015,5m,1.8,1.0,0.5,680.0,7720.0,0.015,1m,2.2,0.0,1.5,760.0,1024.0,0.01,5m,1.4,0.2,1.0,736.0,8056.0,0.02,5m,1.4,0.4,1.5,440.0,4416.0,0.01,4m,2.2,0.4,1.5,632.0,,,,,,,,8112.0,0.015,5m,2.8,0.0,2.0,808.0,7192.0,0.015,2m,1.6,0.4,1.5,656.0,,,,,,,,7192,0.01,5m,2.4000000000000004,0.8,2.0,376,6008.0,0.015,2m,2.6,1.0,1.0,296.0,6312.0,0.015,4m,1.4,0.8,2.0,560.0,2952.0,0.015,2m,2.4000000000000004,0.0,1.0,104.0,6872.0,0.02,1m,2.8,0.4,2.0,104.0,7504.0,0.02,2m,2.0,0.2,0.5,776.0,3704.0,0.015,1m,2.8,0.6000000000000001,0.5,72.0,3120.0,0.02,4m,1.6,0.0,2.0,904.0,6008.0,0.015,1m,2.6,0.0,0.5,384.0,0.35000000000000003,17,COMPLETE
136,136,2.2248678634749277,2025-06-21 19:16:48.398026,2025-06-21 19:16:56.572845,0 days 00:00:08.174819,,,,,,,,6928.0,0.01,2m,1.0,0.2,0.5,752.0,1312.0,0.015,5m,1.8,1.0,0.5,680.0,7720.0,0.015,4m,2.2,0.0,1.5,760.0,1064.0,0.01,5m,1.4,0.2,1.0,736.0,8056.0,0.02,5m,1.4,0.4,1.5,408.0,4496.0,0.01,4m,2.2,0.4,1.5,584.0,1056.0,0.02,2m,2.8,1.0,2.0,1024.0,7816.0,0.015,5m,2.8,0.0,2.0,808.0,7032.0,0.015,2m,1.6,0.4,1.5,656.0,8032.0,0.02,3m,1.0,0.0,2.0,80.0,7136,0.01,5m,2.4000000000000004,0.8,2.0,376,5936.0,0.015,2m,2.6,1.0,1.0,312.0,6456.0,0.015,4m,1.4,0.8,2.0,560.0,3000.0,0.015,2m,2.4000000000000004,0.0,1.0,104.0,7224.0,0.02,1m,2.8,0.4,2.0,112.0,7488.0,0.02,2m,2.0,0.2,0.5,776.0,3728.0,0.015,1m,2.8,0.6000000000000001,0.5,64.0,3120.0,0.02,4m,1.6,0.0,2.0,920.0,5928.0,0.015,1m,2.6,0.0,0.5,424.0,0.35000000000000003,19,COMPLETE
