,number,value,datetime_start,datetime_complete,duration,params_AMD_FAST_beta_win,params_AMD_FAST_stop_loss,params_AMD_FAST_trade_freq,params_AMD_FAST_z_entry,params_AMD_FAST_z_exit,params_AMD_FAST_z_stop_scaler,params_AMD_FAST_z_win,params_ANSS_DOCU_beta_win,params_ANSS_DOCU_stop_loss,params_ANSS_DOCU_trade_freq,params_ANSS_DOCU_z_entry,params_ANSS_DOCU_z_exit,params_ANSS_DOCU_z_stop_scaler,params_ANSS_DOCU_z_win,params_ASML_AVGO_beta_win,params_ASML_AVGO_stop_loss,params_ASML_AVGO_trade_freq,params_ASML_AVGO_z_entry,params_ASML_AVGO_z_exit,params_ASML_AVGO_z_stop_scaler,params_ASML_AVGO_z_win,params_ASML_TXN_beta_win,params_ASML_TXN_stop_loss,params_ASML_TXN_trade_freq,params_ASML_TXN_z_entry,params_ASML_TXN_z_exit,params_ASML_TXN_z_stop_scaler,params_ASML_TXN_z_win,params_ATVI_ILMN_beta_win,params_ATVI_ILMN_stop_loss,params_ATVI_ILMN_trade_freq,params_ATVI_ILMN_z_entry,params_ATVI_ILMN_z_exit,params_ATVI_ILMN_z_stop_scaler,params_ATVI_ILMN_z_win,params_ATVI_PYPL_beta_win,params_ATVI_PYPL_stop_loss,params_ATVI_PYPL_trade_freq,params_ATVI_PYPL_z_entry,params_ATVI_PYPL_z_exit,params_ATVI_PYPL_z_stop_scaler,params_ATVI_PYPL_z_win,params_AVGO_XEL_beta_win,params_AVGO_XEL_stop_loss,params_AVGO_XEL_trade_freq,params_AVGO_XEL_z_entry,params_AVGO_XEL_z_exit,params_AVGO_XEL_z_stop_scaler,params_AVGO_XEL_z_win,params_CHTR_MDLZ_beta_win,params_CHTR_MDLZ_stop_loss,params_CHTR_MDLZ_trade_freq,params_CHTR_MDLZ_z_entry,params_CHTR_MDLZ_z_exit,params_CHTR_MDLZ_z_stop_scaler,params_CHTR_MDLZ_z_win,params_CTSH_FAST_beta_win,params_CTSH_FAST_stop_loss,params_CTSH_FAST_trade_freq,params_CTSH_FAST_z_entry,params_CTSH_FAST_z_exit,params_CTSH_FAST_z_stop_scaler,params_CTSH_FAST_z_win,params_CTSH_TMUS_beta_win,params_CTSH_TMUS_stop_loss,params_CTSH_TMUS_trade_freq,params_CTSH_TMUS_z_entry,params_CTSH_TMUS_z_exit,params_CTSH_TMUS_z_stop_scaler,params_CTSH_TMUS_z_win,params_FAST_TMUS_beta_win,params_FAST_TMUS_stop_loss,params_FAST_TMUS_trade_freq,params_FAST_TMUS_z_entry,params_FAST_TMUS_z_exit,params_FAST_TMUS_z_stop_scaler,params_FAST_TMUS_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_ILMN_PYPL_beta_win,params_ILMN_PYPL_stop_loss,params_ILMN_PYPL_trade_freq,params_ILMN_PYPL_z_entry,params_ILMN_PYPL_z_exit,params_ILMN_PYPL_z_stop_scaler,params_ILMN_PYPL_z_win,params_ILMN_SWKS_beta_win,params_ILMN_SWKS_stop_loss,params_ILMN_SWKS_trade_freq,params_ILMN_SWKS_z_entry,params_ILMN_SWKS_z_exit,params_ILMN_SWKS_z_stop_scaler,params_ILMN_SWKS_z_win,params_KLAC_TXN_beta_win,params_KLAC_TXN_stop_loss,params_KLAC_TXN_trade_freq,params_KLAC_TXN_z_entry,params_KLAC_TXN_z_exit,params_KLAC_TXN_z_stop_scaler,params_KLAC_TXN_z_win,params_LRCX_TXN_beta_win,params_LRCX_TXN_stop_loss,params_LRCX_TXN_trade_freq,params_LRCX_TXN_z_entry,params_LRCX_TXN_z_exit,params_LRCX_TXN_z_stop_scaler,params_LRCX_TXN_z_win,params_MSFT_PCAR_beta_win,params_MSFT_PCAR_stop_loss,params_MSFT_PCAR_trade_freq,params_MSFT_PCAR_z_entry,params_MSFT_PCAR_z_exit,params_MSFT_PCAR_z_stop_scaler,params_MSFT_PCAR_z_win,params_MU_TXN_beta_win,params_MU_TXN_stop_loss,params_MU_TXN_trade_freq,params_MU_TXN_z_entry,params_MU_TXN_z_exit,params_MU_TXN_z_stop_scaler,params_MU_TXN_z_win,params_NXPI_TXN_beta_win,params_NXPI_TXN_stop_loss,params_NXPI_TXN_trade_freq,params_NXPI_TXN_z_entry,params_NXPI_TXN_z_exit,params_NXPI_TXN_z_stop_scaler,params_NXPI_TXN_z_win,params_REGN_SBUX_beta_win,params_REGN_SBUX_stop_loss,params_REGN_SBUX_trade_freq,params_REGN_SBUX_z_entry,params_REGN_SBUX_z_exit,params_REGN_SBUX_z_stop_scaler,params_REGN_SBUX_z_win,params_buffer_capital,params_pairs_to_trade,state
46,46,0.2636184258228286,2025-06-21 19:08:09.797585,2025-06-21 19:08:12.603133,0 days 00:00:02.805548,,,,,,,,6920.0,0.01,2m,1.6,0.6000000000000001,1.0,576.0,,,,,,,,,,,,,,,2016.0,0.015,1m,1.6,0.2,1.0,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4968.0,0.01,1m,1.2,0.4,1.5,592.0,,,,,,,,6992,0.01,5m,2.4000000000000004,0.0,2.0,416,,,,,,,,,,,,,,,3432.0,0.015,4m,2.8,0.6000000000000001,1.0,1024.0,4832.0,0.02,5m,2.2,0.6000000000000001,1.5,488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,6,COMPLETE
47,47,0.2554042680268273,2025-06-21 19:08:12.683593,2025-06-21 19:08:13.875472,0 days 00:00:01.191879,,,,,,,,7720.0,0.02,4m,1.2,0.4,0.5,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3968,0.01,4m,2.6,0.2,1.5,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
48,48,-0.6522781040441856,2025-06-21 19:08:13.941508,2025-06-21 19:08:18.825881,0 days 00:00:04.884373,,,,,,,,1824.0,0.01,5m,2.2,0.2,0.5,152.0,5248.0,0.015,3m,1.8,0.6000000000000001,1.5,952.0,4008.0,0.015,4m,2.8,0.8,1.5,256.0,2864.0,0.02,5m,2.6,0.2,1.5,232.0,6752.0,0.01,1m,2.6,0.8,1.5,944.0,,,,,,,,,,,,,,,,,,,,,,5672.0,0.015,4m,2.4000000000000004,0.8,2.0,368.0,,,,,,,,2344,0.015,4m,2.8,0.4,1.0,192,,,,,,,,,,,,,,,2632.0,0.01,2m,1.4,0.2,1.0,864.0,3752.0,0.02,1m,1.8,0.8,1.5,64.0,,,,,,,,,,,,,,,,,,,,,,3936.0,0.015,3m,2.2,0.8,0.5,288.0,0.45,10,COMPLETE
49,49,-1.424111058666122,2025-06-21 19:08:18.903094,2025-06-21 19:08:22.610715,0 days 00:00:03.707621,,,,,,,,7216.0,0.015,5m,1.4,0.4,0.5,280.0,6512.0,0.015,2m,2.4000000000000004,0.8,1.5,632.0,,,,,,,,3392.0,0.01,1m,1.8,0.6000000000000001,1.0,736.0,7768.0,0.015,3m,2.8,0.4,2.0,760.0,,,,,,,,,,,,,,,,,,,,,,7976.0,0.01,5m,3.0,0.6000000000000001,2.0,528.0,,,,,,,,4744,0.01,3m,3.0,0.0,2.0,600,,,,,,,,,,,,,,,3904.0,0.015,5m,2.4000000000000004,0.4,0.5,784.0,7784.0,0.015,4m,1.4,0.0,2.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,8,COMPLETE
50,50,0.020301136556151296,2025-06-21 19:08:22.674509,2025-06-21 19:08:28.619880,0 days 00:00:05.945371,,,,,,,,5872.0,0.02,5m,1.8,0.6000000000000001,1.0,856.0,6016.0,0.02,3m,2.0,0.6000000000000001,1.0,320.0,7256.0,0.01,5m,2.0,0.2,2.0,112.0,1952.0,0.015,4m,2.0,0.4,2.0,600.0,6312.0,0.01,1m,2.0,0.2,1.5,648.0,,,,,,,,,,,,,,,1936.0,0.015,4m,2.6,0.0,1.0,632.0,3096.0,0.015,2m,2.6,1.0,1.0,424.0,,,,,,,,5864,0.01,4m,2.4000000000000004,0.2,1.5,288,7224.0,0.015,2m,2.2,0.4,2.0,488.0,,,,,,,,5688.0,0.015,5m,1.8,0.0,1.5,120.0,1408.0,0.02,5m,2.0,0.2,2.0,640.0,3312.0,0.02,4m,1.6,0.4,0.5,280.0,3488.0,0.01,2m,1.4,0.6000000000000001,1.5,344.0,,,,,,,,2880.0,0.015,2m,2.0,0.6000000000000001,1.0,328.0,0.35000000000000003,14,COMPLETE
51,51,0.561166230774089,2025-06-21 19:08:28.714205,2025-06-21 19:08:33.810732,0 days 00:00:05.096527,,,,,,,,7504.0,0.01,5m,1.0,0.4,0.5,352.0,7392.0,0.015,3m,2.0,0.6000000000000001,0.5,760.0,8072.0,0.015,5m,2.6,0.2,1.5,336.0,1472.0,0.01,1m,1.8,0.4,1.0,664.0,8120.0,0.01,1m,2.2,0.4,1.5,872.0,,,,,,,,,,,,,,,1128.0,0.015,5m,1.8,0.4,1.5,320.0,4328.0,0.015,3m,3.0,0.6000000000000001,2.0,456.0,,,,,,,,4400,0.01,4m,2.8,0.6000000000000001,2.0,544,1112.0,0.01,4m,2.6,0.2,1.5,1016.0,,,,,,,,4024.0,0.015,5m,2.2,0.4,1.0,848.0,3288.0,0.02,4m,1.8,0.0,2.0,120.0,,,,,,,,,,,,,,,,,,,,,,3640.0,0.015,3m,1.6,0.6000000000000001,0.5,136.0,0.45,12,COMPLETE
52,52,0.23740230301307966,2025-06-21 19:08:33.883583,2025-06-21 19:08:38.987552,0 days 00:00:05.103969,,,,,,,,7872.0,0.01,5m,1.0,0.4,0.5,488.0,7176.0,0.015,3m,2.0,0.6000000000000001,0.5,768.0,6904.0,0.015,5m,2.4000000000000004,0.4,1.5,208.0,1432.0,0.01,1m,2.0,0.4,1.0,680.0,7480.0,0.01,2m,2.4000000000000004,0.6000000000000001,1.5,1016.0,,,,,,,,,,,,,,,3240.0,0.015,5m,1.8,0.6000000000000001,1.5,296.0,4672.0,0.015,3m,3.0,0.6000000000000001,2.0,528.0,,,,,,,,5176,0.01,4m,2.8,0.6000000000000001,2.0,456,1984.0,0.01,4m,2.6,0.2,1.5,1024.0,,,,,,,,4168.0,0.015,5m,2.4000000000000004,0.4,1.0,840.0,3344.0,0.02,4m,2.0,0.0,2.0,128.0,,,,,,,,,,,,,,,,,,,,,,4328.0,0.015,1m,1.8,0.6000000000000001,0.5,176.0,0.4,12,COMPLETE
53,53,0.6093430774195,2025-06-21 19:08:39.070754,2025-06-21 19:08:45.227003,0 days 00:00:06.156249,,,,,,,,6616.0,0.01,5m,1.0,0.4,0.5,312.0,7304.0,0.015,3m,2.0,0.4,0.5,864.0,7496.0,0.015,5m,2.8,0.2,1.5,520.0,2640.0,0.01,1m,1.2,0.4,1.0,928.0,7000.0,0.01,1m,2.2,0.4,1.5,952.0,,,,,,,,,,,,,,,2560.0,0.015,5m,2.2,0.2,1.5,520.0,3472.0,0.015,3m,2.8,0.4,1.5,1000.0,,,,,,,,4272,0.01,4m,2.0,0.6000000000000001,2.0,520,3424.0,0.01,4m,2.8,0.2,1.5,784.0,,,,,,,,3256.0,0.015,5m,1.6,0.2,1.0,720.0,2160.0,0.02,4m,1.6,0.0,2.0,224.0,3296.0,0.015,1m,2.6,0.2,1.0,1024.0,,,,,,,,,,,,,,,3816.0,0.015,3m,1.6,0.6000000000000001,0.5,232.0,0.5,13,COMPLETE
54,54,-0.4515347891816042,2025-06-21 19:08:45.320517,2025-06-21 19:08:51.917087,0 days 00:00:06.596570,,,,,,,,6568.0,0.01,5m,1.2,0.8,0.5,328.0,7408.0,0.015,3m,1.6,0.4,0.5,896.0,7512.0,0.015,5m,2.8,0.0,1.5,560.0,1856.0,0.01,1m,1.0,0.4,1.0,952.0,7024.0,0.01,1m,2.4000000000000004,0.4,2.0,952.0,,,,,,,,,,,,,,,1776.0,0.015,5m,1.8,0.2,1.5,200.0,3544.0,0.015,3m,2.8,0.2,2.0,1024.0,,,,,,,,4416,0.01,4m,2.0,0.6000000000000001,2.0,360,3464.0,0.01,4m,2.8,0.2,1.5,792.0,,,,,,,,3328.0,0.015,5m,1.6,0.4,1.0,696.0,2080.0,0.02,4m,1.6,1.0,2.0,288.0,3304.0,0.015,1m,2.6,0.2,1.0,1000.0,8192.0,0.02,4m,3.0,0.8,1.5,736.0,5656.0,0.015,3m,1.8,0.6000000000000001,1.5,592.0,2280.0,0.015,3m,1.4,0.8,0.5,240.0,0.5,15,COMPLETE
55,55,-1.5550057739500904,2025-06-21 19:08:52.012599,2025-06-21 19:08:57.912247,0 days 00:00:05.899648,,,,,,,,7472.0,0.01,1m,1.0,0.4,0.5,536.0,6624.0,0.015,3m,2.0,0.4,0.5,1008.0,5928.0,0.015,5m,3.0,0.4,2.0,448.0,2672.0,0.01,1m,1.2,0.4,1.0,520.0,7768.0,0.01,1m,1.6,1.0,1.0,904.0,,,,,,,,,,,,,,,2520.0,0.01,3m,2.2,0.2,1.0,440.0,3040.0,0.015,3m,1.8,0.4,2.0,920.0,,,,,,,,3536,0.01,4m,1.8,0.6000000000000001,2.0,512,1192.0,0.01,4m,2.2,0.0,1.5,792.0,,,,,,,,3712.0,0.015,5m,1.6,0.6000000000000001,1.0,920.0,3736.0,0.02,4m,1.6,0.0,2.0,208.0,2376.0,0.015,1m,2.6,0.2,1.5,640.0,,,,,,,,,,,,,,,3664.0,0.015,3m,1.6,0.4,0.5,160.0,0.1,13,COMPLETE
56,56,-1.1160179300135427,2025-06-21 19:08:57.979761,2025-06-21 19:09:04.292367,0 days 00:00:06.312606,,,,,,,,5144.0,0.01,5m,1.2,0.6000000000000001,0.5,448.0,7896.0,0.015,3m,1.8,0.4,0.5,880.0,6568.0,0.015,5m,2.6,0.2,1.5,480.0,3016.0,0.01,2m,1.4,0.2,0.5,888.0,8168.0,0.01,1m,1.8,0.6000000000000001,1.5,72.0,,,,,,,,,,,,,,,1040.0,0.02,5m,1.6,0.0,1.5,336.0,6440.0,0.015,1m,2.6,0.4,1.5,704.0,,,,,,,,2888,0.01,4m,2.0,0.8,2.0,392,1952.0,0.01,4m,2.8,0.4,1.0,1008.0,,,,,,,,4984.0,0.015,5m,1.2,0.4,1.0,320.0,4976.0,0.02,4m,1.8,0.0,2.0,336.0,4248.0,0.01,3m,2.4000000000000004,0.4,0.5,888.0,6424.0,0.01,3m,1.0,0.2,1.0,808.0,,,,,,,,2824.0,0.015,3m,3.0,0.8,0.5,120.0,0.45,14,COMPLETE
57,57,-1.9061338636873693,2025-06-21 19:09:04.364356,2025-06-21 19:09:10.076345,0 days 00:00:05.711989,,,,,,,,7912.0,0.01,3m,1.4,0.4,1.0,672.0,7280.0,0.02,3m,2.2,0.4,0.5,776.0,7496.0,0.01,5m,3.0,0.6000000000000001,1.5,680.0,1328.0,0.01,1m,1.2,0.6000000000000001,1.0,952.0,7488.0,0.02,1m,2.2,0.4,1.5,1016.0,,,,,,,,,,,,,,,1768.0,0.015,5m,1.8,0.4,1.5,592.0,4352.0,0.015,4m,2.8,0.2,2.0,344.0,,,,,,,,6584,0.01,4m,3.0,0.6000000000000001,2.0,616,5016.0,0.015,4m,2.8,0.2,2.0,768.0,,,,,,,,4504.0,0.015,5m,2.0,0.2,1.0,616.0,2664.0,0.02,4m,1.2,0.0,2.0,912.0,1256.0,0.02,1m,3.0,0.2,1.0,680.0,3712.0,0.015,3m,2.4000000000000004,0.8,2.0,296.0,1952.0,0.02,5m,1.0,0.4,1.0,352.0,3000.0,0.01,5m,1.2,0.6000000000000001,0.5,240.0,0.5,15,COMPLETE
58,58,-2.5318868732140944,2025-06-21 19:09:10.146133,2025-06-21 19:09:17.437139,0 days 00:00:07.291006,,,,,,,,7176.0,0.01,5m,1.0,0.6000000000000001,0.5,496.0,7904.0,0.015,1m,1.6,1.0,0.5,952.0,6352.0,0.02,5m,2.8,0.0,2.0,512.0,4896.0,0.01,1m,1.6,0.4,1.0,160.0,7856.0,0.01,2m,2.0,0.4,1.5,960.0,1752.0,0.02,5m,3.0,1.0,2.0,1000.0,6632.0,0.02,4m,1.0,0.0,0.5,64.0,2296.0,0.015,5m,2.6,0.2,1.0,720.0,2072.0,0.015,3m,3.0,0.4,2.0,568.0,,,,,,,,5032,0.02,1m,2.2,0.8,2.0,536,3048.0,0.01,4m,2.4000000000000004,0.4,1.5,864.0,5336.0,0.015,2m,3.0,0.0,2.0,96.0,3560.0,0.01,1m,1.8,0.4,1.0,864.0,3208.0,0.02,4m,2.0,0.0,2.0,224.0,4200.0,0.015,1m,1.4,0.6000000000000001,1.5,504.0,2640.0,0.015,4m,1.6,0.2,1.0,248.0,5680.0,0.015,4m,2.4000000000000004,0.0,1.5,792.0,5240.0,0.015,3m,2.8,0.4,1.0,344.0,0.45,18,COMPLETE
59,59,-0.04498412352499203,2025-06-21 19:09:17.528441,2025-06-21 19:09:21.178426,0 days 00:00:03.649985,,,,,,,,6352.0,0.01,4m,1.6,0.4,1.5,376.0,6024.0,0.01,5m,2.0,0.0,2.0,664.0,,,,,,,,3464.0,0.01,3m,2.2,0.4,1.0,816.0,6912.0,0.01,1m,2.4000000000000004,0.8,2.0,160.0,,,,,,,,,,,,,,,,,,,,,,6136.0,0.02,3m,2.0,0.6000000000000001,1.5,424.0,,,,,,,,4600,0.01,2m,1.8,0.4,2.0,416,,,,,,,,,,,,,,,4160.0,0.02,4m,2.0,0.2,2.0,752.0,1384.0,0.02,2m,1.4,0.2,2.0,360.0,,,,,,,,,,,,,,,,,,,,,,2064.0,0.015,3m,1.4,0.8,1.0,120.0,0.5,9,COMPLETE
60,60,-0.10216573599892924,2025-06-21 19:09:21.260895,2025-06-21 19:09:26.917391,0 days 00:00:05.656496,,,,,,,,4424.0,0.01,5m,2.8,0.2,0.5,600.0,5632.0,0.015,3m,1.8,0.6000000000000001,0.5,736.0,8128.0,0.015,3m,2.2,0.6000000000000001,1.5,424.0,2536.0,0.02,1m,1.4,0.2,0.5,600.0,7472.0,0.01,1m,2.6,0.4,1.0,744.0,,,,,,,,,,,,,,,1592.0,0.01,4m,2.2,0.0,1.5,232.0,5160.0,0.015,5m,2.8,0.8,2.0,504.0,,,,,,,,5480,0.01,5m,2.6,0.6000000000000001,2.0,336,1936.0,0.01,5m,2.2,0.0,1.5,952.0,,,,,,,,1376.0,0.015,5m,1.8,0.4,1.0,816.0,2040.0,0.02,4m,2.4000000000000004,0.8,2.0,280.0,2640.0,0.01,3m,2.8,0.8,0.5,776.0,,,,,,,,,,,,,,,3192.0,0.015,3m,1.6,0.6000000000000001,0.5,424.0,0.5,13,COMPLETE
61,61,-0.7067319765726093,2025-06-21 19:09:26.990617,2025-06-21 19:09:31.349351,0 days 00:00:04.358734,,,,,,,,6776.0,0.015,5m,1.0,0.2,0.5,200.0,1984.0,0.015,3m,1.0,0.6000000000000001,1.0,608.0,7520.0,0.015,5m,2.4000000000000004,0.2,1.5,352.0,2264.0,0.01,1m,1.8,0.6000000000000001,1.0,760.0,6360.0,0.01,4m,2.2,0.2,1.5,840.0,,,,,,,,,,,,,,,,,,,,,,3360.0,0.015,3m,3.0,0.6000000000000001,1.5,448.0,,,,,,,,4152,0.01,4m,2.8,0.0,2.0,488,,,,,,,,,,,,,,,1984.0,0.015,3m,2.2,0.2,1.0,704.0,2448.0,0.015,1m,1.8,0.0,1.5,120.0,,,,,,,,,,,,,,,,,,,,,,3840.0,0.015,5m,1.8,0.6000000000000001,1.5,256.0,0.3,10,COMPLETE
62,62,0.27984682338930844,2025-06-21 19:09:31.420208,2025-06-21 19:09:36.651363,0 days 00:00:05.231155,,,,,,,,7560.0,0.015,5m,1.2,0.4,0.5,432.0,4264.0,0.015,4m,2.2,0.4,1.0,568.0,6832.0,0.015,4m,2.6,0.2,1.5,384.0,1760.0,0.01,1m,1.6,0.4,1.0,672.0,7224.0,0.01,1m,2.2,0.4,1.5,864.0,,,,,,,,,,,,,,,2864.0,0.015,5m,2.2,0.4,1.5,520.0,4176.0,0.015,3m,3.0,0.4,1.0,312.0,,,,,,,,3880,0.01,1m,2.6,0.6000000000000001,2.0,896,3656.0,0.01,3m,2.6,0.2,1.0,728.0,,,,,,,,2840.0,0.015,3m,2.6,0.2,1.0,776.0,2360.0,0.01,3m,1.8,0.2,1.5,160.0,,,,,,,,,,,,,,,,,,,,,,4456.0,0.015,3m,1.8,0.6000000000000001,0.5,200.0,0.45,12,COMPLETE
63,63,0.08762422312742328,2025-06-21 19:09:36.718457,2025-06-21 19:09:41.589808,0 days 00:00:04.871351,,,,,,,,6016.0,0.015,5m,1.0,0.2,0.5,312.0,6656.0,0.015,2m,2.0,0.6000000000000001,1.5,848.0,7784.0,0.015,4m,1.0,0.2,1.0,312.0,3120.0,0.01,1m,2.0,0.4,1.5,808.0,5440.0,0.02,3m,2.2,0.4,1.5,832.0,,,,,,,,,,,,,,,3536.0,0.015,5m,2.0,0.6000000000000001,1.5,496.0,4680.0,0.015,3m,2.8,0.6000000000000001,1.5,632.0,,,,,,,,4720,0.01,3m,1.6,0.4,2.0,680,,,,,,,,,,,,,,,3136.0,0.015,3m,2.0,0.2,1.0,880.0,2712.0,0.015,4m,1.6,0.0,2.0,64.0,,,,,,,,,,,,,,,,,,,,,,4880.0,0.015,1m,2.0,0.4,0.5,304.0,0.4,11,COMPLETE
64,64,0.4893504313609826,2025-06-21 19:09:41.661974,2025-06-21 19:09:47.317600,0 days 00:00:05.655626,,,,,,,,6928.0,0.01,5m,1.0,0.0,0.5,256.0,3280.0,0.015,3m,3.0,0.6000000000000001,0.5,672.0,4120.0,0.015,5m,2.8,0.0,0.5,152.0,2352.0,0.01,1m,1.8,0.6000000000000001,1.0,728.0,8008.0,0.01,2m,2.4000000000000004,0.2,1.5,920.0,,,,,,,,,,,,,,,4504.0,0.015,4m,2.4000000000000004,0.4,1.5,296.0,2848.0,0.015,3m,3.0,0.4,1.5,384.0,,,,,,,,4232,0.01,4m,2.2,0.0,1.0,584,5608.0,0.015,2m,2.8,0.6000000000000001,2.0,176.0,,,,,,,,2536.0,0.015,5m,3.0,0.4,1.0,928.0,3808.0,0.02,4m,2.0,0.0,1.5,104.0,5368.0,0.02,2m,2.2,0.0,1.0,936.0,,,,,,,,,,,,,,,3704.0,0.015,2m,2.4000000000000004,0.6000000000000001,1.0,472.0,0.5,13,COMPLETE
65,65,-0.2413619150000855,2025-06-21 19:09:47.376676,2025-06-21 19:09:52.830707,0 days 00:00:05.454031,,,,,,,,7232.0,0.01,5m,1.2,0.0,0.5,232.0,1816.0,0.015,3m,3.0,0.8,0.5,744.0,4016.0,0.015,5m,2.8,0.0,1.0,136.0,1544.0,0.01,1m,1.8,0.6000000000000001,1.0,864.0,7928.0,0.01,2m,2.4000000000000004,0.0,1.5,928.0,,,,,,,,,,,,,,,5280.0,0.015,4m,2.4000000000000004,0.4,1.5,312.0,2480.0,0.015,3m,2.6,0.2,1.5,400.0,,,,,,,,4400,0.01,4m,2.0,0.4,1.0,576,5936.0,0.015,2m,2.8,0.6000000000000001,2.0,152.0,,,,,,,,2408.0,0.015,5m,3.0,0.4,1.0,992.0,4072.0,0.02,4m,2.0,0.0,2.0,248.0,5400.0,0.02,2m,2.2,0.0,1.0,936.0,,,,,,,,,,,,,,,3816.0,0.015,3m,2.6,0.8,1.0,456.0,0.5,13,COMPLETE
66,66,-1.3350422770567694,2025-06-21 19:09:52.920644,2025-06-21 19:09:58.889745,0 days 00:00:05.969101,,,,,,,,6656.0,0.01,5m,1.0,0.0,0.5,408.0,7224.0,0.015,3m,2.0,0.2,0.5,672.0,3392.0,0.015,5m,3.0,0.0,1.5,80.0,2008.0,0.01,5m,1.2,0.6000000000000001,1.0,432.0,7912.0,0.01,2m,2.6,0.2,1.5,992.0,,,,,,,,,,,,,,,4560.0,0.02,4m,2.8,0.2,2.0,176.0,2872.0,0.015,3m,1.6,0.4,1.5,144.0,,,,,,,,1480,0.01,4m,2.0,0.0,1.0,544,5344.0,0.01,2m,2.8,0.8,2.0,232.0,,,,,,,,1664.0,0.015,5m,3.0,0.4,1.0,936.0,3656.0,0.02,4m,2.2,0.0,2.0,104.0,5504.0,0.02,2m,2.0,0.2,1.0,920.0,4160.0,0.01,5m,1.6,0.8,1.5,504.0,,,,,,,,3496.0,0.015,3m,2.4000000000000004,0.4,1.0,96.0,0.45,14,COMPLETE
67,67,-0.5860261261096129,2025-06-21 19:09:58.977670,2025-06-21 19:10:01.452044,0 days 00:00:02.474374,,,,,,,,5664.0,0.01,5m,1.2,1.0,0.5,88.0,,,,,,,,,,,,,,,1264.0,0.01,1m,1.6,0.4,1.0,656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3536.0,0.015,3m,2.2,0.4,1.0,568.0,,,,,,,,3544,0.01,4m,2.2,0.8,0.5,456,,,,,,,,,,,,,,,2040.0,0.015,5m,2.8,0.4,1.0,904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5,COMPLETE
68,68,-0.681101968763963,2025-06-21 19:10:01.534961,2025-06-21 19:10:08.482172,0 days 00:00:06.947211,,,,,,,,6952.0,0.01,2m,2.0,0.0,2.0,160.0,4376.0,0.015,3m,2.2,0.4,0.5,800.0,4400.0,0.015,3m,2.6,0.0,1.0,160.0,2712.0,0.01,2m,2.0,0.4,1.0,744.0,7448.0,0.01,2m,2.4000000000000004,0.6000000000000001,1.0,896.0,,,,,,,,,,,,,,,6016.0,0.015,4m,2.4000000000000004,0.4,1.0,288.0,2136.0,0.015,3m,3.0,0.0,2.0,368.0,,,,,,,,5104,0.01,4m,3.0,0.6000000000000001,1.0,640,4704.0,0.015,2m,3.0,0.6000000000000001,1.5,184.0,5232.0,0.015,3m,2.2,0.4,1.0,704.0,3536.0,0.02,5m,2.2,0.6000000000000001,1.0,832.0,4320.0,0.02,4m,2.0,0.0,0.5,208.0,3856.0,0.015,2m,2.4000000000000004,0.0,1.0,816.0,6176.0,0.02,2m,2.4000000000000004,0.2,0.5,776.0,6008.0,0.02,2m,1.6,0.8,1.0,288.0,2600.0,0.015,3m,1.6,0.6000000000000001,0.5,352.0,0.05,16,COMPLETE
69,69,0.363418214128241,2025-06-21 19:10:08.556940,2025-06-21 19:10:13.782562,0 days 00:00:05.225622,,,,,,,,7992.0,0.01,3m,1.4,0.4,0.5,248.0,7632.0,0.015,3m,1.4,0.6000000000000001,0.5,688.0,7848.0,0.02,2m,1.4,0.6000000000000001,2.0,232.0,4096.0,0.01,3m,2.4000000000000004,0.2,1.0,544.0,4176.0,0.01,2m,2.6,0.4,1.5,512.0,,,,,,,,,,,,,,,4088.0,0.015,4m,1.4,0.2,2.0,336.0,3264.0,0.015,3m,2.8,0.4,2.0,240.0,,,,,,,,2968,0.01,1m,1.6,0.2,2.0,520,6432.0,0.015,4m,2.4000000000000004,0.4,2.0,568.0,,,,,,,,4128.0,0.015,2m,1.8,0.4,0.5,968.0,5200.0,0.02,2m,1.6,0.2,1.5,168.0,,,,,,,,,,,,,,,,,,,,,,5808.0,0.015,2m,1.2,0.8,1.0,272.0,0.45,12,COMPLETE
