,number,value,datetime_start,datetime_complete,duration,params_AAPL_DDOG_beta_win,params_AAPL_DDOG_stop_loss,params_AAPL_DDOG_trade_freq,params_AAPL_DDOG_z_entry,params_AAPL_DDOG_z_exit,params_AAPL_DDOG_z_stop_scaler,params_AAPL_DDOG_z_win,params_AAPL_MCHP_beta_win,params_AAPL_MCHP_stop_loss,params_AAPL_MCHP_trade_freq,params_AAPL_MCHP_z_entry,params_AAPL_MCHP_z_exit,params_AAPL_MCHP_z_stop_scaler,params_AAPL_MCHP_z_win,params_AAPL_PYPL_beta_win,params_AAPL_PYPL_stop_loss,params_AAPL_PYPL_trade_freq,params_AAPL_PYPL_z_entry,params_AAPL_PYPL_z_exit,params_AAPL_PYPL_z_stop_scaler,params_AAPL_PYPL_z_win,params_ABNB_ON_beta_win,params_ABNB_ON_stop_loss,params_ABNB_ON_trade_freq,params_ABNB_ON_z_entry,params_ABNB_ON_z_exit,params_ABNB_ON_z_stop_scaler,params_ABNB_ON_z_win,params_ADI_DDOG_beta_win,params_ADI_DDOG_stop_loss,params_ADI_DDOG_trade_freq,params_ADI_DDOG_z_entry,params_ADI_DDOG_z_exit,params_ADI_DDOG_z_stop_scaler,params_ADI_DDOG_z_win,params_ADI_PYPL_beta_win,params_ADI_PYPL_stop_loss,params_ADI_PYPL_trade_freq,params_ADI_PYPL_z_entry,params_ADI_PYPL_z_exit,params_ADI_PYPL_z_stop_scaler,params_ADI_PYPL_z_win,params_ADP_CMCSA_beta_win,params_ADP_CMCSA_stop_loss,params_ADP_CMCSA_trade_freq,params_ADP_CMCSA_z_entry,params_ADP_CMCSA_z_exit,params_ADP_CMCSA_z_stop_scaler,params_ADP_CMCSA_z_win,params_ADP_MAR_beta_win,params_ADP_MAR_stop_loss,params_ADP_MAR_trade_freq,params_ADP_MAR_z_entry,params_ADP_MAR_z_exit,params_ADP_MAR_z_stop_scaler,params_ADP_MAR_z_win,params_ANSS_PYPL_beta_win,params_ANSS_PYPL_stop_loss,params_ANSS_PYPL_trade_freq,params_ANSS_PYPL_z_entry,params_ANSS_PYPL_z_exit,params_ANSS_PYPL_z_stop_scaler,params_ANSS_PYPL_z_win,params_CDNS_ZS_beta_win,params_CDNS_ZS_stop_loss,params_CDNS_ZS_trade_freq,params_CDNS_ZS_z_entry,params_CDNS_ZS_z_exit,params_CDNS_ZS_z_stop_scaler,params_CDNS_ZS_z_win,params_CMCSA_MAR_beta_win,params_CMCSA_MAR_stop_loss,params_CMCSA_MAR_trade_freq,params_CMCSA_MAR_z_entry,params_CMCSA_MAR_z_exit,params_CMCSA_MAR_z_stop_scaler,params_CMCSA_MAR_z_win,params_CSGP_PYPL_beta_win,params_CSGP_PYPL_stop_loss,params_CSGP_PYPL_trade_freq,params_CSGP_PYPL_z_entry,params_CSGP_PYPL_z_exit,params_CSGP_PYPL_z_stop_scaler,params_CSGP_PYPL_z_win,params_DDOG_PYPL_beta_win,params_DDOG_PYPL_stop_loss,params_DDOG_PYPL_trade_freq,params_DDOG_PYPL_z_entry,params_DDOG_PYPL_z_exit,params_DDOG_PYPL_z_stop_scaler,params_DDOG_PYPL_z_win,params_EXC_ORLY_beta_win,params_EXC_ORLY_stop_loss,params_EXC_ORLY_trade_freq,params_EXC_ORLY_z_entry,params_EXC_ORLY_z_exit,params_EXC_ORLY_z_stop_scaler,params_EXC_ORLY_z_win,params_IDXX_PYPL_beta_win,params_IDXX_PYPL_stop_loss,params_IDXX_PYPL_trade_freq,params_IDXX_PYPL_z_entry,params_IDXX_PYPL_z_exit,params_IDXX_PYPL_z_stop_scaler,params_IDXX_PYPL_z_win,params_INTU_VRSK_beta_win,params_INTU_VRSK_stop_loss,params_INTU_VRSK_trade_freq,params_INTU_VRSK_z_entry,params_INTU_VRSK_z_exit,params_INTU_VRSK_z_stop_scaler,params_INTU_VRSK_z_win,params_ISRG_PYPL_beta_win,params_ISRG_PYPL_stop_loss,params_ISRG_PYPL_trade_freq,params_ISRG_PYPL_z_entry,params_ISRG_PYPL_z_exit,params_ISRG_PYPL_z_stop_scaler,params_ISRG_PYPL_z_win,params_MCHP_PYPL_beta_win,params_MCHP_PYPL_stop_loss,params_MCHP_PYPL_trade_freq,params_MCHP_PYPL_z_entry,params_MCHP_PYPL_z_exit,params_MCHP_PYPL_z_stop_scaler,params_MCHP_PYPL_z_win,params_PYPL_TXN_beta_win,params_PYPL_TXN_stop_loss,params_PYPL_TXN_trade_freq,params_PYPL_TXN_z_entry,params_PYPL_TXN_z_exit,params_PYPL_TXN_z_stop_scaler,params_PYPL_TXN_z_win,params_PYPL_ZM_beta_win,params_PYPL_ZM_stop_loss,params_PYPL_ZM_trade_freq,params_PYPL_ZM_z_entry,params_PYPL_ZM_z_exit,params_PYPL_ZM_z_stop_scaler,params_PYPL_ZM_z_win,params_buffer_capital,params_pairs_to_trade,state
47,47,0.7442780800061829,2025-06-21 19:36:51.868622,2025-06-21 19:36:55.605744,0 days 00:00:03.737122,,,,,,,,,,,,,,,6064.0,0.01,1m,2.0,1.0,1.5,1024.0,,,,,,,,,,,,,,,2184.0,0.02,4m,1.4,0.4,0.5,64.0,7736.0,0.015,3m,1.6,0.8,2.0,1016.0,,,,,,,,1320.0,0.01,2m,2.4000000000000004,0.8,2.0,168.0,,,,,,,,,,,,,,,4912.0,0.02,4m,1.2,0.2,2.0,464.0,1080,0.015,3m,2.8,1.0,0.5,144,,,,,,,,,,,,,,,,,,,,,,3240.0,0.015,3m,3.0,1.0,0.5,192.0,1744.0,0.01,2m,1.2,0.4,1.5,512.0,2048.0,0.015,4m,1.6,1.0,1.0,352.0,,,,,,,,0.3,9,COMPLETE
48,48,-0.16041751900896328,2025-06-21 19:36:55.681224,2025-06-21 19:36:58.185159,0 days 00:00:02.503935,,,,,,,,,,,,,,,2936.0,0.02,4m,1.8,0.8,1.0,424.0,,,,,,,,,,,,,,,4880.0,0.015,2m,2.8,0.2,1.0,240.0,,,,,,,,,,,,,,,1040.0,0.01,5m,1.8,0.6000000000000001,1.5,912.0,,,,,,,,,,,,,,,,,,,,,,4432,0.01,1m,2.0,0.8,1.0,376,,,,,,,,,,,,,,,,,,,,,,2056.0,0.015,4m,2.4000000000000004,0.2,2.0,352.0,,,,,,,,,,,,,,,,,,,,,,0.2,5,COMPLETE
49,49,-0.08272714232969418,2025-06-21 19:36:58.271949,2025-06-21 19:37:04.540657,0 days 00:00:06.268708,,,,,,,,,,,,,,,4688.0,0.02,5m,2.2,1.0,1.0,864.0,,,,,,,,,,,,,,,3216.0,0.02,4m,1.2,0.6000000000000001,1.0,152.0,5224.0,0.02,2m,2.0,1.0,0.5,688.0,,,,,,,,7072.0,0.015,4m,1.6,0.0,1.5,272.0,,,,,,,,,,,,,,,,,,,,,,3096,0.015,5m,2.2,1.0,0.5,520,,,,,,,,,,,,,,,,,,,,,,2656.0,0.015,5m,2.6,0.6000000000000001,1.0,496.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,6,COMPLETE
50,50,-0.2894861025390627,2025-06-21 19:37:04.724443,2025-06-21 19:37:11.926745,0 days 00:00:07.202302,,,,,,,,,,,,,,,6536.0,0.02,4m,1.6,0.4,0.5,920.0,,,,,,,,,,,,,,,1616.0,0.015,3m,2.4000000000000004,0.8,1.5,336.0,6192.0,0.02,1m,1.0,0.0,0.5,776.0,,,,,,,,2288.0,0.01,2m,2.0,0.8,2.0,112.0,,,,,,,,,,,,,,,7640.0,0.015,2m,3.0,0.0,1.5,216.0,2488,0.01,3m,2.2,0.8,2.0,440,,,,,,,,,,,,,,,,,,,,,,1816.0,0.015,3m,2.8,0.4,2.0,584.0,3976.0,0.02,1m,2.0,0.6000000000000001,1.0,360.0,1624.0,0.01,4m,2.2,0.8,1.5,184.0,,,,,,,,0.25,9,COMPLETE
51,51,0.9140805113519896,2025-06-21 19:37:12.006208,2025-06-21 19:37:14.883680,0 days 00:00:02.877472,,,,,,,,,,,,,,,5680.0,0.02,2m,2.0,1.0,0.5,1024.0,,,,,,,,,,,,,,,2888.0,0.02,4m,1.0,0.0,0.5,112.0,8032.0,0.02,3m,1.8,1.0,0.5,920.0,,,,,,,,1688.0,0.01,2m,2.2,0.8,2.0,64.0,,,,,,,,,,,,,,,,,,,,,,4424,0.01,5m,2.4000000000000004,1.0,0.5,248,,,,,,,,,,,,,,,,,,,,,,3264.0,0.015,4m,2.6,0.6000000000000001,2.0,72.0,2680.0,0.01,3m,1.4,0.6000000000000001,1.5,160.0,,,,,,,,,,,,,,,0.1,7,COMPLETE
52,52,1.9650385463691187,2025-06-21 19:37:14.970251,2025-06-21 19:37:17.720941,0 days 00:00:02.750690,,,,,,,,,,,,,,,5832.0,0.02,2m,2.0,1.0,0.5,984.0,,,,,,,,,,,,,,,3392.0,0.02,4m,1.2,0.0,0.5,88.0,7776.0,0.02,3m,2.0,1.0,0.5,848.0,,,,,,,,1784.0,0.01,2m,2.2,0.8,2.0,144.0,,,,,,,,,,,,,,,,,,,,,,4288,0.01,5m,2.4000000000000004,1.0,0.5,272,,,,,,,,,,,,,,,,,,,,,,2840.0,0.015,4m,2.8,0.8,2.0,112.0,,,,,,,,,,,,,,,,,,,,,,0.1,6,COMPLETE
53,53,1.0717901246023873,2025-06-21 19:37:17.815547,2025-06-21 19:37:21.691214,0 days 00:00:03.875667,,,,,,,,,,,,,,,5968.0,0.02,2m,1.8,1.0,0.5,968.0,,,,,,,,,,,,,,,3392.0,0.02,4m,1.2,0.0,0.5,184.0,7296.0,0.02,3m,2.0,1.0,0.5,848.0,,,,,,,,1360.0,0.01,2m,1.8,1.0,2.0,152.0,,,,,,,,,,,,,,,5792.0,0.02,4m,2.2,0.4,2.0,408.0,5224,0.01,5m,2.4000000000000004,1.0,0.5,400,,,,,,,,,,,,,,,,,,,,,,3416.0,0.015,4m,2.8,0.8,2.0,136.0,4120.0,0.01,2m,1.0,0.0,1.5,248.0,,,,,,,,,,,,,,,0.15000000000000002,8,COMPLETE
54,54,-0.34844073729786934,2025-06-21 19:37:21.774728,2025-06-21 19:37:26.673980,0 days 00:00:04.899252,,,,,,,,6520.0,0.02,1m,1.4,0.0,0.5,88.0,6560.0,0.02,2m,2.2,0.8,1.0,912.0,,,,,,,,,,,,,,,3888.0,0.02,4m,1.2,0.2,0.5,424.0,8184.0,0.02,3m,2.2,0.8,0.5,592.0,,,,,,,,2000.0,0.01,2m,2.2,0.8,2.0,208.0,,,,,,,,5336.0,0.02,4m,2.0,0.0,2.0,416.0,3000.0,0.015,2m,1.0,0.2,1.0,504.0,4768,0.01,5m,2.6,0.8,0.5,136,,,,,,,,,,,,,,,,,,,,,,7656.0,0.015,4m,3.0,1.0,2.0,128.0,5920.0,0.01,3m,2.8,0.4,1.0,112.0,2360.0,0.015,4m,2.8,1.0,1.0,456.0,,,,,,,,0.05,11,COMPLETE
55,55,1.5312242783660888,2025-06-21 19:37:26.750492,2025-06-21 19:37:28.973820,0 days 00:00:02.223328,,,,,,,,,,,,,,,4224.0,0.02,4m,2.8,1.0,0.5,656.0,,,,,,,,,,,,,,,4392.0,0.02,5m,1.0,0.0,0.5,568.0,,,,,,,,,,,,,,,3152.0,0.01,2m,2.4000000000000004,0.6000000000000001,1.0,176.0,,,,,,,,,,,,,,,,,,,,,,3744,0.01,5m,2.8,1.0,0.5,352,,,,,,,,,,,,,,,,,,,,,,2784.0,0.01,3m,2.8,0.8,2.0,248.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
56,56,1.4732602950669498,2025-06-21 19:37:29.042329,2025-06-21 19:37:31.214588,0 days 00:00:02.172259,,,,,,,,,,,,,,,5400.0,0.02,2m,1.8,1.0,0.5,656.0,,,,,,,,,,,,,,,4256.0,0.02,5m,1.0,0.0,0.5,544.0,,,,,,,,,,,,,,,2944.0,0.01,2m,2.8,0.6000000000000001,1.0,96.0,,,,,,,,,,,,,,,,,,,,,,3624,0.01,5m,3.0,1.0,0.5,344,,,,,,,,,,,,,,,,,,,,,,2808.0,0.01,3m,2.8,0.8,2.0,248.0,,,,,,,,,,,,,,,,,,,,,,0.1,5,COMPLETE
57,57,0.19856025076310227,2025-06-21 19:37:31.285837,2025-06-21 19:37:33.622716,0 days 00:00:02.336879,,,,,,,,,,,,,,,4256.0,0.02,4m,2.8,1.0,0.5,752.0,,,,,,,,,,,,,,,3424.0,0.02,5m,1.0,0.0,0.5,568.0,6680.0,0.02,4m,2.4000000000000004,1.0,1.0,816.0,,,,,,,,3264.0,0.01,2m,2.4000000000000004,0.6000000000000001,1.0,144.0,,,,,,,,,,,,,,,,,,,,,,3992,0.01,5m,2.8,1.0,0.5,296,,,,,,,,,,,,,,,,,,,,,,2480.0,0.01,3m,3.0,0.2,2.0,176.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,6,COMPLETE
58,58,1.1856694566676094,2025-06-21 19:37:33.693847,2025-06-21 19:37:35.517003,0 days 00:00:01.823156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4808.0,0.02,5m,1.2,0.2,0.5,88.0,,,,,,,,,,,,,,,2368.0,0.01,5m,2.4000000000000004,1.0,1.5,352.0,,,,,,,,,,,,,,,,,,,,,,4280,0.01,5m,2.6,1.0,0.5,280,,,,,,,,,,,,,,,,,,,,,,1392.0,0.01,3m,2.6,0.8,2.0,256.0,,,,,,,,,,,,,,,,,,,,,,0.3,4,COMPLETE
59,59,0.010545651796501137,2025-06-21 19:37:35.582521,2025-06-21 19:37:36.891950,0 days 00:00:01.309429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2064.0,0.01,4m,2.2,0.6000000000000001,1.0,184.0,,,,,,,,,,,,,,,,,,,,,,5496,0.01,5m,3.0,1.0,0.5,192,,,,,,,,,,,,,,,,,,,,,,2176.0,0.01,3m,2.8,0.0,2.0,416.0,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
60,60,0.007776119211066675,2025-06-21 19:37:36.946949,2025-06-21 19:37:38.302447,0 days 00:00:01.355498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,0.01,2m,2.4000000000000004,0.8,1.5,280.0,,,,,,,,,,,,,,,,,,,,,,3816,0.01,5m,2.8,1.0,0.5,336,,,,,,,,,,,,,,,,,,,,,,3888.0,0.01,4m,3.0,0.8,2.0,168.0,,,,,,,,,,,,,,,,,,,,,,0.05,3,COMPLETE
61,61,1.0498399469886321,2025-06-21 19:37:38.363850,2025-06-21 19:37:40.535292,0 days 00:00:02.171442,,,,,,,,,,,,,,,5272.0,0.02,2m,1.8,1.0,0.5,656.0,,,,,,,,,,,,,,,4344.0,0.02,5m,1.0,0.0,0.5,496.0,,,,,,,,,,,,,,,2912.0,0.01,2m,2.8,0.6000000000000001,1.0,96.0,,,,,,,,,,,,,,,,,,,,,,3624,0.01,5m,3.0,1.0,0.5,336,,,,,,,,,,,,,,,,,,,,,,2744.0,0.01,3m,2.8,0.8,2.0,232.0,,,,,,,,,,,,,,,,,,,,,,0.1,5,COMPLETE
62,62,1.0544553957960132,2025-06-21 19:37:40.604324,2025-06-21 19:37:42.903575,0 days 00:00:02.299251,,,,,,,,,,,,,,,4896.0,0.02,2m,1.8,1.0,0.5,592.0,,,,,,,,,,,,,,,4336.0,0.02,5m,1.0,0.0,0.5,616.0,,,,,,,,,,,,,,,3072.0,0.01,2m,2.8,0.6000000000000001,1.0,104.0,,,,,,,,,,,,,,,,,,,,,,3184,0.01,5m,3.0,1.0,0.5,408,,,,,,,,,,,,,,,,,,,,,,1872.0,0.01,3m,2.8,0.8,2.0,344.0,,,,,,,,,,,,,,,,,,,,,,0.1,5,COMPLETE
63,63,1.1806283891837026,2025-06-21 19:37:42.982656,2025-06-21 19:37:45.358379,0 days 00:00:02.375723,,,,,,,,,,,,,,,3256.0,0.02,2m,2.0,1.0,0.5,832.0,,,,,,,,,,,,,,,3936.0,0.02,5m,1.0,0.0,0.5,552.0,6936.0,0.02,3m,2.4000000000000004,0.6000000000000001,1.5,904.0,,,,,,,,4152.0,0.01,2m,3.0,0.8,1.0,224.0,,,,,,,,,,,,,,,,,,,,,,2816,0.01,5m,3.0,1.0,0.5,344,,,,,,,,,,,,,,,,,,,,,,2784.0,0.01,3m,2.6,1.0,2.0,112.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,6,COMPLETE
64,64,-0.4960918613775742,2025-06-21 19:37:45.431032,2025-06-21 19:37:48.506805,0 days 00:00:03.075773,,,,,,,,,,,,,,,5456.0,0.02,2m,1.6,1.0,0.5,648.0,,,,,,,,,,,,,,,3728.0,0.02,5m,2.0,0.0,0.5,392.0,7488.0,0.015,3m,1.8,0.2,1.0,688.0,,,,,,,,1768.0,0.01,1m,2.6,0.4,1.0,184.0,,,,,,,,,,,,,,,,,,,,,,3568,0.01,5m,2.8,0.8,0.5,432,,,,,,,,,,,,,,,,,,,,,,2408.0,0.01,3m,2.8,0.8,2.0,408.0,2936.0,0.015,4m,2.0,0.2,0.5,400.0,,,,,,,,,,,,,,,0.05,7,COMPLETE
65,65,-2.5586198255360824,2025-06-21 19:37:48.585474,2025-06-21 19:37:52.808775,0 days 00:00:04.223301,,,,,,,,,,,,,,,2568.0,0.02,4m,1.6,0.8,0.5,976.0,,,,,,,,,,,,,,,4736.0,0.02,5m,1.2,0.0,0.5,472.0,4208.0,0.02,1m,2.0,0.8,1.0,776.0,,,,,,,,2488.0,0.015,2m,2.0,0.6000000000000001,1.0,88.0,,,,,,,,7296.0,0.01,2m,1.8,0.8,1.5,624.0,4824.0,0.01,1m,1.4,1.0,1.5,80.0,3336,0.01,5m,3.0,1.0,0.5,480,,,,,,,,,,,,,,,,,,,,,,2896.0,0.01,3m,2.4000000000000004,0.6000000000000001,2.0,216.0,1480.0,0.02,1m,1.6,0.2,2.0,344.0,1480.0,0.01,3m,1.4,0.2,1.5,304.0,,,,,,,,0.2,10,COMPLETE
66,66,-0.15881064631377234,2025-06-21 19:37:52.878767,2025-06-21 19:37:53.870145,0 days 00:00:00.991378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4848.0,0.01,2m,2.6,0.4,1.0,136.0,,,,,,,,,,,,,,,,,,,,,,4552,0.01,2m,1.6,0.8,1.5,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
67,67,0.5260041578773971,2025-06-21 19:37:53.940344,2025-06-21 19:37:57.191866,0 days 00:00:03.251522,,,,,,,,,,,,,,,1816.0,0.02,3m,2.0,1.0,0.5,96.0,,,,,,,,,,,,,,,4216.0,0.02,2m,1.0,0.0,0.5,136.0,4992.0,0.02,2m,1.6,1.0,0.5,1008.0,,,,,,,,1232.0,0.01,1m,1.8,0.6000000000000001,1.5,168.0,,,,,,,,,,,,,,,4072.0,0.01,4m,1.6,0.8,1.0,152.0,4064,0.01,5m,2.6,1.0,1.0,520,,,,,,,,,,,,,,,,,,,,,,3456.0,0.015,3m,3.0,1.0,2.0,280.0,3728.0,0.015,3m,2.2,0.0,1.0,480.0,,,,,,,,,,,,,,,0.3,8,COMPLETE
68,68,0.03690701610425531,2025-06-21 19:37:57.256730,2025-06-21 19:37:57.900403,0 days 00:00:00.643673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024,0.01,5m,2.8,1.0,0.5,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
69,69,-0.8521825911119701,2025-06-21 19:37:57.968027,2025-06-21 19:38:00.143749,0 days 00:00:02.175722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3336.0,0.02,3m,1.2,0.2,0.5,592.0,,,,,,,,,,,,,,,2800.0,0.015,2m,2.8,0.8,2.0,232.0,,,,,,,,,,,,,,,,,,,,,,4216,0.01,1m,1.0,1.0,0.5,64,,,,,,,,,,,,,,,,,,,,,,3200.0,0.015,4m,2.6,0.4,1.0,480.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
70,70,0.4170460510565319,2025-06-21 19:38:00.222986,2025-06-21 19:38:02.441491,0 days 00:00:02.218505,,,,,,,,,,,,,,,4488.0,0.02,1m,1.8,1.0,0.5,544.0,,,,,,,,,,,,,,,5072.0,0.02,4m,1.4,0.0,0.5,520.0,,,,,,,,,,,,,,,1600.0,0.01,1m,2.0,0.6000000000000001,0.5,88.0,,,,,,,,,,,,,,,,,,,,,,4672,0.01,4m,2.6,0.8,1.0,552,,,,,,,,,,,,,,,,,,,,,,2552.0,0.01,3m,2.8,0.0,1.5,168.0,,,,,,,,,,,,,,,,,,,,,,0.25,5,COMPLETE
71,71,-1.1497670107616198,2025-06-21 19:38:02.506150,2025-06-21 19:38:05.607192,0 days 00:00:03.101042,,,,,,,,,,,,,,,5024.0,0.02,4m,2.8,0.4,1.0,504.0,,,,,,,,,,,,,,,4496.0,0.02,4m,2.6,0.8,1.0,232.0,7536.0,0.01,5m,1.2,1.0,0.5,720.0,,,,,,,,1256.0,0.015,2m,1.6,0.4,0.5,136.0,,,,,,,,,,,,,,,,,,,,,,3784,0.015,3m,2.4000000000000004,0.8,1.5,1000,,,,,,,,,,,,,,,,,,,,,,3608.0,0.02,2m,1.6,0.8,1.5,904.0,7144.0,0.01,5m,1.0,0.8,1.5,120.0,,,,,,,,,,,,,,,0.3,7,COMPLETE
72,72,-1.148060847053525,2025-06-21 19:38:05.686706,2025-06-21 19:38:09.556929,0 days 00:00:03.870223,,,,,,,,,,,,,,,5952.0,0.02,4m,2.6,1.0,1.0,680.0,,,,,,,,,,,,,,,5904.0,0.01,4m,3.0,0.6000000000000001,1.0,88.0,7936.0,0.015,5m,1.4,0.8,0.5,544.0,,,,,,,,1440.0,0.02,2m,2.0,0.0,0.5,200.0,,,,,,,,,,,,,,,2304.0,0.02,2m,1.4,0.0,2.0,312.0,3464,0.015,3m,2.2,1.0,1.0,352,,,,,,,,,,,,,,,,,,,,,,4000.0,0.02,2m,2.4000000000000004,0.8,1.5,632.0,4888.0,0.01,2m,1.4,1.0,1.5,296.0,3232.0,0.015,2m,2.6,0.8,0.5,152.0,,,,,,,,0.35000000000000003,9,COMPLETE
73,73,-0.38116485290259317,2025-06-21 19:38:09.656459,2025-06-21 19:38:12.463571,0 days 00:00:02.807112,,,,,,,,,,,,,,,6328.0,0.02,4m,3.0,1.0,1.0,728.0,,,,,,,,,,,,,,,3848.0,0.02,4m,1.0,0.6000000000000001,1.0,264.0,7120.0,0.01,5m,1.2,1.0,0.5,616.0,,,,,,,,1824.0,0.015,2m,1.8,0.6000000000000001,0.5,320.0,,,,,,,,,,,,,,,,,,,,,,3960,0.01,5m,2.0,0.6000000000000001,0.5,728,,,,,,,,,,,,,,,,,,,,,,3064.0,0.02,2m,2.2,0.8,1.0,304.0,,,,,,,,,,,,,,,,,,,,,,0.4,6,COMPLETE
74,74,1.4025649219732437,2025-06-21 19:38:12.538823,2025-06-21 19:38:15.882535,0 days 00:00:03.343712,,,,,,,,,,,,,,,6752.0,0.02,4m,2.2,0.8,1.0,616.0,,,,,,,,,,,,,,,3600.0,0.02,4m,1.6,0.8,1.5,136.0,6056.0,0.015,4m,2.0,0.8,0.5,960.0,,,,,,,,2120.0,0.02,2m,2.0,0.6000000000000001,1.5,120.0,,,,,,,,,,,,,,,6736.0,0.02,1m,1.8,0.0,2.0,624.0,4136,0.01,5m,2.2,1.0,1.0,408,,,,,,,,,,,,,,,,,,,,,,4376.0,0.02,5m,2.6,0.6000000000000001,1.5,112.0,4352.0,0.01,5m,1.2,0.4,2.0,896.0,,,,,,,,,,,,,,,0.35000000000000003,8,COMPLETE
75,75,-0.46827277430605196,2025-06-21 19:38:15.964049,2025-06-21 19:38:20.014422,0 days 00:00:04.050373,,,,,,,,,,,,,,,3912.0,0.02,4m,2.2,0.8,0.5,632.0,,,,,,,,,,,,,,,3568.0,0.02,4m,1.6,0.8,1.5,720.0,6536.0,0.015,4m,2.0,0.8,0.5,944.0,,,,,,,,2176.0,0.01,2m,1.8,0.6000000000000001,1.5,112.0,,,,,,,,,,,,,,,6640.0,0.015,1m,1.8,0.6000000000000001,2.0,640.0,4152,0.01,5m,2.2,1.0,0.5,384,,,,,,,,,,,,,,,,,,,,,,4376.0,0.02,5m,2.6,0.6000000000000001,2.0,96.0,1064.0,0.01,5m,1.2,0.4,2.0,952.0,,,,,,,,,,,,,,,0.3,8,COMPLETE
76,76,-1.0404219417814082,2025-06-21 19:38:20.088426,2025-06-21 19:38:30.031026,0 days 00:00:09.942600,,,,,,,,,,,,,,,2568.0,0.02,5m,1.8,0.8,1.0,584.0,,,,,,,,,,,,,,,4600.0,0.02,5m,2.0,0.8,1.5,656.0,6088.0,0.015,4m,2.4000000000000004,1.0,0.5,888.0,,,,,,,,2512.0,0.015,1m,2.0,0.6000000000000001,1.5,160.0,,,,,,,,5552.0,0.02,4m,1.2,0.2,2.0,168.0,5264.0,0.02,1m,2.0,0.0,1.5,728.0,3728,0.01,5m,2.4000000000000004,1.0,2.0,448,,,,,,,,,,,,,,,,,,,,,,2288.0,0.02,5m,2.6,0.6000000000000001,1.5,144.0,2336.0,0.01,3m,1.8,0.4,2.0,856.0,2088.0,0.015,4m,2.4000000000000004,0.6000000000000001,1.0,696.0,,,,,,,,0.35000000000000003,10,COMPLETE
77,77,-0.19444269004810194,2025-06-21 19:38:30.165493,2025-06-21 19:38:35.306608,0 days 00:00:05.141115,,,,,,,,,,,,,,,6896.0,0.01,4m,2.0,1.0,1.0,608.0,,,,,,,,,,,,,,,2848.0,0.02,4m,2.2,1.0,1.5,136.0,5856.0,0.015,4m,2.2,1.0,0.5,976.0,,,,,,,,2048.0,0.02,4m,2.2,0.8,1.5,64.0,,,,,,,,,,,,,,,7664.0,0.02,1m,1.8,0.2,2.0,944.0,3264,0.01,5m,1.2,1.0,1.0,408,,,,,,,,,,,,,,,,,,,,,,1400.0,0.02,5m,2.8,0.2,2.0,256.0,4240.0,0.015,1m,1.6,0.4,2.0,576.0,,,,,,,,,,,,,,,0.1,8,COMPLETE
78,78,0.31591091371297864,2025-06-21 19:38:35.372176,2025-06-21 19:38:39.917002,0 days 00:00:04.544826,,,,,,,,8176.0,0.02,4m,1.0,0.2,0.5,752.0,1312.0,0.02,4m,2.2,1.0,0.5,672.0,,,,,,,,,,,,,,,2280.0,0.02,4m,1.6,0.0,1.5,64.0,6352.0,0.015,4m,1.6,0.8,2.0,840.0,,,,,,,,3488.0,0.01,2m,2.2,0.8,1.0,120.0,,,,,,,,3864.0,0.015,3m,2.4000000000000004,0.6000000000000001,1.5,904.0,4472.0,0.015,1m,1.2,0.0,0.5,600.0,4616,0.01,5m,1.8,1.0,0.5,280,,,,,,,,,,,,,,,,,,,,,,3768.0,0.02,5m,3.0,0.6000000000000001,1.5,64.0,2912.0,0.01,4m,1.4,0.2,1.0,656.0,1472.0,0.015,4m,2.0,0.8,1.5,432.0,,,,,,,,0.35000000000000003,11,COMPLETE
