,number,value,datetime_start,datetime_complete,duration,params_ADSK_CRWD_beta_win,params_ADSK_CRWD_stop_loss,params_ADSK_CRWD_trade_freq,params_ADSK_CRWD_z_entry,params_ADSK_CRWD_z_exit,params_ADSK_CRWD_z_stop_scaler,params_ADSK_CRWD_z_win,params_APP_CRWD_beta_win,params_APP_CRWD_stop_loss,params_APP_CRWD_trade_freq,params_APP_CRWD_z_entry,params_APP_CRWD_z_exit,params_APP_CRWD_z_stop_scaler,params_APP_CRWD_z_win,params_AXON_CRWD_beta_win,params_AXON_CRWD_stop_loss,params_AXON_CRWD_trade_freq,params_AXON_CRWD_z_entry,params_AXON_CRWD_z_exit,params_AXON_CRWD_z_stop_scaler,params_AXON_CRWD_z_win,params_BIIB_CRWD_beta_win,params_BIIB_CRWD_stop_loss,params_BIIB_CRWD_trade_freq,params_BIIB_CRWD_z_entry,params_BIIB_CRWD_z_exit,params_BIIB_CRWD_z_stop_scaler,params_BIIB_CRWD_z_win,params_BKNG_CRWD_beta_win,params_BKNG_CRWD_stop_loss,params_BKNG_CRWD_trade_freq,params_BKNG_CRWD_z_entry,params_BKNG_CRWD_z_exit,params_BKNG_CRWD_z_stop_scaler,params_BKNG_CRWD_z_win,params_COST_CTSH_beta_win,params_COST_CTSH_stop_loss,params_COST_CTSH_trade_freq,params_COST_CTSH_z_entry,params_COST_CTSH_z_exit,params_COST_CTSH_z_stop_scaler,params_COST_CTSH_z_win,params_CRWD_CSCO_beta_win,params_CRWD_CSCO_stop_loss,params_CRWD_CSCO_trade_freq,params_CRWD_CSCO_z_entry,params_CRWD_CSCO_z_exit,params_CRWD_CSCO_z_stop_scaler,params_CRWD_CSCO_z_win,params_CRWD_DASH_beta_win,params_CRWD_DASH_stop_loss,params_CRWD_DASH_trade_freq,params_CRWD_DASH_z_entry,params_CRWD_DASH_z_exit,params_CRWD_DASH_z_stop_scaler,params_CRWD_DASH_z_win,params_CRWD_FTNT_beta_win,params_CRWD_FTNT_stop_loss,params_CRWD_FTNT_trade_freq,params_CRWD_FTNT_z_entry,params_CRWD_FTNT_z_exit,params_CRWD_FTNT_z_stop_scaler,params_CRWD_FTNT_z_win,params_CRWD_ISRG_beta_win,params_CRWD_ISRG_stop_loss,params_CRWD_ISRG_trade_freq,params_CRWD_ISRG_z_entry,params_CRWD_ISRG_z_exit,params_CRWD_ISRG_z_stop_scaler,params_CRWD_ISRG_z_win,params_CRWD_NFLX_beta_win,params_CRWD_NFLX_stop_loss,params_CRWD_NFLX_trade_freq,params_CRWD_NFLX_z_entry,params_CRWD_NFLX_z_exit,params_CRWD_NFLX_z_stop_scaler,params_CRWD_NFLX_z_win,params_CRWD_NXPI_beta_win,params_CRWD_NXPI_stop_loss,params_CRWD_NXPI_trade_freq,params_CRWD_NXPI_z_entry,params_CRWD_NXPI_z_exit,params_CRWD_NXPI_z_stop_scaler,params_CRWD_NXPI_z_win,params_CRWD_ORLY_beta_win,params_CRWD_ORLY_stop_loss,params_CRWD_ORLY_trade_freq,params_CRWD_ORLY_z_entry,params_CRWD_ORLY_z_exit,params_CRWD_ORLY_z_stop_scaler,params_CRWD_ORLY_z_win,params_CRWD_PLTR_beta_win,params_CRWD_PLTR_stop_loss,params_CRWD_PLTR_trade_freq,params_CRWD_PLTR_z_entry,params_CRWD_PLTR_z_exit,params_CRWD_PLTR_z_stop_scaler,params_CRWD_PLTR_z_win,params_CRWD_PYPL_beta_win,params_CRWD_PYPL_stop_loss,params_CRWD_PYPL_trade_freq,params_CRWD_PYPL_z_entry,params_CRWD_PYPL_z_exit,params_CRWD_PYPL_z_stop_scaler,params_CRWD_PYPL_z_win,params_HON_ISRG_beta_win,params_HON_ISRG_stop_loss,params_HON_ISRG_trade_freq,params_HON_ISRG_z_entry,params_HON_ISRG_z_exit,params_HON_ISRG_z_stop_scaler,params_HON_ISRG_z_win,params_LULU_MRVL_beta_win,params_LULU_MRVL_stop_loss,params_LULU_MRVL_trade_freq,params_LULU_MRVL_z_entry,params_LULU_MRVL_z_exit,params_LULU_MRVL_z_stop_scaler,params_LULU_MRVL_z_win,params_LULU_ON_beta_win,params_LULU_ON_stop_loss,params_LULU_ON_trade_freq,params_LULU_ON_z_entry,params_LULU_ON_z_exit,params_LULU_ON_z_stop_scaler,params_LULU_ON_z_win,params_MRVL_ON_beta_win,params_MRVL_ON_stop_loss,params_MRVL_ON_trade_freq,params_MRVL_ON_z_entry,params_MRVL_ON_z_exit,params_MRVL_ON_z_stop_scaler,params_MRVL_ON_z_win,params_ORLY_PCAR_beta_win,params_ORLY_PCAR_stop_loss,params_ORLY_PCAR_trade_freq,params_ORLY_PCAR_z_entry,params_ORLY_PCAR_z_exit,params_ORLY_PCAR_z_stop_scaler,params_ORLY_PCAR_z_win,params_buffer_capital,params_pairs_to_trade,state
54,54,0.5629975544970767,2025-06-21 19:49:06.486186,2025-06-21 19:49:10.649595,0 days 00:00:04.163409,,,,,,,,,,,,,,,1048.0,0.01,3m,1.8,0.2,0.5,872.0,7144.0,0.015,1m,2.2,1.0,2.0,584.0,,,,,,,,,,,,,,,3360.0,0.015,1m,2.4000000000000004,0.4,0.5,400.0,4648.0,0.015,4m,2.6,0.0,0.5,144.0,4912.0,0.015,3m,2.2,1.0,0.5,920.0,8152,0.01,1m,3.0,0.2,1.0,912,1136.0,0.01,3m,2.8,0.8,1.5,88.0,,,,,,,,7272.0,0.015,4m,2.8,0.0,1.5,952.0,,,,,,,,1832.0,0.015,3m,1.2,0.4,1.0,72.0,,,,,,,,4272.0,0.015,1m,1.6,0.6000000000000001,1.0,880.0,,,,,,,,,,,,,,,2640.0,0.02,5m,1.8,0.2,1.0,288.0,0.15000000000000002,11,COMPLETE
55,55,0.7498893573726144,2025-06-21 19:49:10.712812,2025-06-21 19:49:14.648207,0 days 00:00:03.935395,,,,,,,,,,,,,,,1032.0,0.01,3m,1.8,0.2,0.5,864.0,7240.0,0.015,1m,2.2,1.0,2.0,584.0,,,,,,,,,,,,,,,3072.0,0.015,1m,2.4000000000000004,0.4,0.5,376.0,4064.0,0.015,4m,2.6,0.0,0.5,96.0,4952.0,0.015,3m,2.2,1.0,0.5,984.0,8096,0.01,1m,3.0,0.2,1.0,920,1488.0,0.01,3m,2.4000000000000004,0.8,1.5,88.0,,,,,,,,7632.0,0.015,4m,2.8,0.0,1.5,944.0,,,,,,,,1728.0,0.015,3m,1.2,0.4,1.0,64.0,,,,,,,,4336.0,0.015,1m,1.6,0.6000000000000001,1.0,896.0,,,,,,,,,,,,,,,2648.0,0.02,5m,1.8,0.2,1.0,304.0,0.15000000000000002,11,COMPLETE
56,56,0.3113473723775125,2025-06-21 19:49:14.731866,2025-06-21 19:49:18.724724,0 days 00:00:03.992858,,,,,,,,,,,,,,,1048.0,0.01,3m,1.8,0.2,0.5,872.0,7192.0,0.015,1m,2.2,1.0,2.0,584.0,,,,,,,,,,,,,,,2944.0,0.015,1m,2.4000000000000004,0.4,0.5,336.0,4288.0,0.015,4m,2.8,0.0,0.5,128.0,4976.0,0.015,3m,2.2,1.0,0.5,968.0,8168,0.01,1m,3.0,0.2,1.0,928,1056.0,0.01,3m,2.8,0.8,1.5,96.0,,,,,,,,7440.0,0.015,4m,2.8,0.0,1.5,928.0,,,,,,,,1832.0,0.015,3m,1.2,0.4,1.0,64.0,,,,,,,,4312.0,0.015,1m,1.6,0.6000000000000001,1.0,896.0,,,,,,,,,,,,,,,2768.0,0.02,5m,1.8,0.2,1.0,288.0,0.15000000000000002,11,COMPLETE
57,57,0.33010187239580474,2025-06-21 19:49:18.782688,2025-06-21 19:49:22.690032,0 days 00:00:03.907344,,,,,,,,,,,,,,,1176.0,0.01,3m,1.8,0.2,0.5,864.0,7128.0,0.015,1m,2.2,1.0,2.0,592.0,,,,,,,,,,,,,,,3104.0,0.015,1m,2.4000000000000004,0.4,0.5,376.0,4176.0,0.015,4m,2.8,0.0,0.5,120.0,5136.0,0.015,3m,2.2,1.0,0.5,960.0,8056,0.01,1m,3.0,0.2,1.0,928,1096.0,0.01,3m,2.8,0.8,1.5,104.0,,,,,,,,7512.0,0.015,4m,2.8,0.0,1.5,936.0,,,,,,,,1848.0,0.015,3m,1.2,0.4,1.0,64.0,,,,,,,,4232.0,0.015,1m,1.6,0.6000000000000001,1.0,904.0,,,,,,,,,,,,,,,2616.0,0.02,5m,1.8,0.2,1.0,296.0,0.15000000000000002,11,COMPLETE
58,58,-0.22218491348214126,2025-06-21 19:49:22.764481,2025-06-21 19:49:27.329007,0 days 00:00:04.564526,,,,,,,,,,,,,,,1136.0,0.01,3m,1.6,0.2,0.5,912.0,7344.0,0.015,1m,2.2,1.0,2.0,552.0,3672.0,0.01,3m,1.0,0.0,1.0,320.0,,,,,,,,3032.0,0.015,1m,2.2,0.4,0.5,424.0,4104.0,0.015,4m,2.8,0.0,0.5,128.0,4816.0,0.015,3m,2.2,1.0,0.5,856.0,8120,0.01,1m,3.0,0.2,1.0,936,1352.0,0.02,3m,2.6,0.8,1.5,168.0,,,,,,,,7592.0,0.015,4m,2.8,0.0,1.5,896.0,,,,,,,,1400.0,0.015,3m,1.2,0.2,1.0,104.0,,,,,,,,4576.0,0.015,1m,1.6,0.6000000000000001,1.0,904.0,,,,,,,,,,,,,,,2328.0,0.02,5m,1.8,0.2,1.0,288.0,0.1,12,COMPLETE
59,59,0.2810508771644993,2025-06-21 19:49:27.420816,2025-06-21 19:49:31.134251,0 days 00:00:03.713435,,,,,,,,,,,,,,,1072.0,0.01,3m,1.8,0.2,0.5,848.0,8072.0,0.015,1m,2.0,1.0,2.0,624.0,,,,,,,,,,,,,,,,,,,,,,4584.0,0.015,4m,3.0,0.0,0.5,72.0,5832.0,0.015,3m,2.4000000000000004,1.0,0.5,960.0,7488,0.01,1m,3.0,0.2,0.5,920,2128.0,0.015,3m,2.8,1.0,1.5,856.0,,,,,,,,6560.0,0.015,4m,2.8,0.0,1.5,832.0,,,,,,,,1776.0,0.015,3m,1.2,0.4,1.0,72.0,,,,,,,,3816.0,0.015,1m,1.6,0.6000000000000001,1.0,904.0,,,,,,,,,,,,,,,2264.0,0.02,5m,1.6,0.2,1.0,272.0,0.05,10,COMPLETE
60,60,-0.25173928588356403,2025-06-21 19:49:31.213696,2025-06-21 19:49:36.243861,0 days 00:00:05.030165,,,,,,,,4920.0,0.01,5m,1.4,0.4,1.0,648.0,1640.0,0.01,3m,2.0,0.0,0.5,952.0,6896.0,0.015,1m,2.4000000000000004,0.8,2.0,448.0,5608.0,0.015,1m,2.6,0.8,0.5,688.0,,,,,,,,2616.0,0.015,1m,2.6,0.6000000000000001,0.5,448.0,4064.0,0.015,4m,2.8,0.0,0.5,208.0,5464.0,0.015,3m,2.2,1.0,0.5,928.0,7744,0.01,1m,2.8,0.0,1.0,984,2496.0,0.01,3m,2.6,0.6000000000000001,1.5,616.0,3904.0,0.015,1m,1.8,0.6000000000000001,2.0,584.0,7632.0,0.015,4m,2.8,0.0,1.5,960.0,,,,,,,,2256.0,0.015,3m,1.2,0.4,1.0,144.0,,,,,,,,5080.0,0.015,1m,1.6,0.6000000000000001,1.0,712.0,,,,,,,,,,,,,,,3976.0,0.02,5m,2.0,0.4,1.0,424.0,0.15000000000000002,14,COMPLETE
61,61,0.5059593201410226,2025-06-21 19:49:36.323879,2025-06-21 19:49:39.940162,0 days 00:00:03.616283,,,,,,,,,,,,,,,1024.0,0.01,3m,1.8,0.2,0.5,856.0,8184.0,0.015,1m,2.0,1.0,2.0,624.0,,,,,,,,,,,,,,,,,,,,,,4568.0,0.015,4m,3.0,0.0,0.5,64.0,5784.0,0.015,3m,2.4000000000000004,1.0,0.5,984.0,7408,0.01,1m,3.0,0.2,0.5,920,2056.0,0.015,3m,2.8,1.0,1.5,864.0,,,,,,,,6504.0,0.015,4m,2.8,0.0,1.5,832.0,,,,,,,,1680.0,0.015,3m,1.2,0.4,1.0,64.0,,,,,,,,3808.0,0.015,1m,1.6,0.6000000000000001,1.0,904.0,,,,,,,,,,,,,,,2120.0,0.02,5m,1.6,0.2,1.0,240.0,0.05,10,COMPLETE
62,62,-0.02402060851754753,2025-06-21 19:49:39.982892,2025-06-21 19:49:44.312927,0 days 00:00:04.330035,,,,,,,,,,,,,,,1024.0,0.01,3m,1.8,0.2,0.5,800.0,7584.0,0.015,1m,2.4000000000000004,1.0,2.0,568.0,6720.0,0.02,2m,1.8,0.4,1.5,1024.0,,,,,,,,3904.0,0.015,1m,2.6,0.2,1.0,216.0,4352.0,0.015,4m,3.0,0.0,0.5,128.0,4888.0,0.015,3m,2.4000000000000004,1.0,0.5,984.0,7160,0.01,1m,3.0,0.2,0.5,952,1344.0,0.015,3m,3.0,0.8,1.5,896.0,,,,,,,,6416.0,0.015,4m,3.0,0.0,1.5,904.0,,,,,,,,1840.0,0.015,3m,1.2,0.4,1.0,104.0,,,,,,,,4120.0,0.015,1m,1.6,0.6000000000000001,1.0,904.0,,,,,,,,,,,,,,,2096.0,0.02,5m,1.6,0.2,1.0,208.0,0.1,12,COMPLETE
63,63,0.36949466988295976,2025-06-21 19:49:44.391786,2025-06-21 19:49:47.926256,0 days 00:00:03.534470,,,,,,,,,,,,,,,1680.0,0.01,3m,1.6,0.4,0.5,920.0,6872.0,0.015,1m,2.0,1.0,2.0,656.0,,,,,,,,,,,,,,,,,,,,,,3840.0,0.015,4m,2.8,0.0,0.5,176.0,5880.0,0.015,3m,2.6,1.0,0.5,832.0,7792,0.01,1m,2.8,0.2,0.5,904,1104.0,0.02,3m,2.8,1.0,1.5,696.0,,,,,,,,7616.0,0.015,4m,2.8,0.0,1.5,976.0,,,,,,,,1288.0,0.015,3m,1.4,0.2,1.0,72.0,,,,,,,,3488.0,0.015,1m,1.2,0.4,1.0,1008.0,,,,,,,,,,,,,,,2000.0,0.02,5m,1.6,0.0,1.0,360.0,0.05,10,COMPLETE
64,64,-0.6639450537903167,2025-06-21 19:49:47.989526,2025-06-21 19:49:51.903166,0 days 00:00:03.913640,,,,,,,,,,,,,,,2080.0,0.01,3m,1.6,0.4,0.5,952.0,7712.0,0.015,1m,2.0,1.0,2.0,680.0,,,,,,,,,,,,,,,,,,,,,,3808.0,0.015,4m,2.8,0.0,0.5,96.0,5840.0,0.015,3m,2.6,1.0,0.5,912.0,7816,0.01,1m,3.0,0.2,0.5,1024,1040.0,0.02,3m,2.6,1.0,1.5,760.0,,,,,,,,7888.0,0.015,4m,2.8,0.0,1.5,840.0,,,,,,,,1344.0,0.015,3m,1.0,0.2,1.0,64.0,,,,,,,,3280.0,0.015,1m,1.2,0.4,1.0,1024.0,,,,,,,,,,,,,,,2144.0,0.02,5m,1.6,0.0,1.0,360.0,0.05,10,COMPLETE
65,65,0.052158284895667005,2025-06-21 19:49:51.993797,2025-06-21 19:49:56.095130,0 days 00:00:04.101333,,,,,,,,,,,,,,,1552.0,0.01,3m,2.0,0.4,0.5,992.0,7016.0,0.015,1m,1.8,0.8,2.0,640.0,,,,,,,,,,,,,,,2592.0,0.015,1m,2.0,0.4,0.5,480.0,3984.0,0.015,4m,3.0,0.0,0.5,144.0,5528.0,0.015,3m,2.8,1.0,0.5,848.0,7544,0.01,1m,3.0,0.2,0.5,912,2000.0,0.02,3m,2.8,1.0,1.5,720.0,,,,,,,,7104.0,0.015,4m,3.0,0.0,2.0,984.0,,,,,,,,1320.0,0.015,3m,1.4,0.2,0.5,112.0,,,,,,,,4608.0,0.015,1m,1.8,0.4,1.0,952.0,,,,,,,,,,,,,,,2760.0,0.02,5m,2.0,0.2,1.0,208.0,0.05,11,COMPLETE
66,66,0.18500154243224398,2025-06-21 19:49:56.175656,2025-06-21 19:50:00.974876,0 days 00:00:04.799220,,,,,,,,2952.0,0.02,4m,2.6,0.0,1.5,344.0,1032.0,0.01,3m,1.6,0.2,0.5,832.0,6056.0,0.015,1m,2.0,1.0,2.0,744.0,2912.0,0.01,5m,1.4,0.2,1.0,296.0,,,,,,,,3936.0,0.015,1m,2.6,0.2,0.5,344.0,4544.0,0.015,4m,2.8,0.0,0.5,224.0,6032.0,0.015,3m,2.0,1.0,0.5,1000.0,8176,0.01,1m,2.6,0.0,0.5,992,1504.0,0.02,3m,2.8,1.0,1.5,608.0,,,,,,,,7776.0,0.015,4m,2.8,0.0,1.5,920.0,,,,,,,,1672.0,0.01,3m,1.2,0.4,1.0,136.0,,,,,,,,2880.0,0.015,1m,1.2,0.8,1.0,864.0,,,,,,,,,,,,,,,1608.0,0.02,5m,1.8,0.4,1.0,360.0,0.1,13,COMPLETE
67,67,0.030796218444856242,2025-06-21 19:50:01.063881,2025-06-21 19:50:05.896854,0 days 00:00:04.832973,,,,,,,,6328.0,0.015,3m,3.0,0.8,0.5,776.0,1504.0,0.01,3m,2.0,0.2,0.5,720.0,7808.0,0.015,1m,2.2,1.0,2.0,488.0,2240.0,0.015,3m,2.6,0.8,2.0,336.0,,,,,,,,2096.0,0.015,1m,2.2,0.6000000000000001,1.0,168.0,3512.0,0.015,4m,3.0,0.0,0.5,64.0,6720.0,0.015,3m,2.2,0.8,2.0,840.0,7736,0.01,1m,2.8,0.2,0.5,872,1184.0,0.015,3m,2.6,0.8,1.5,824.0,,,,,,,,6856.0,0.015,1m,2.8,0.0,1.5,848.0,,,,,,,,1696.0,0.015,3m,2.8,0.2,1.0,96.0,,,,,,,,3744.0,0.015,1m,1.2,0.4,1.0,968.0,,,,,,,,,,,,,,,3552.0,0.02,5m,1.4,0.0,1.0,192.0,0.15000000000000002,13,COMPLETE
68,68,-0.10936050199367821,2025-06-21 19:50:05.961277,2025-06-21 19:50:10.273303,0 days 00:00:04.312026,,,,,,,,,,,,,,,2432.0,0.01,3m,1.4,0.0,0.5,1016.0,6904.0,0.015,1m,2.4000000000000004,0.8,2.0,648.0,,,,,,,,,,,,,,,3888.0,0.015,1m,2.8,0.4,0.5,520.0,4296.0,0.015,5m,2.8,0.0,0.5,168.0,4672.0,0.015,3m,2.8,0.8,0.5,976.0,7240,0.01,1m,2.8,0.2,0.5,960,1888.0,0.02,3m,2.8,0.6000000000000001,1.5,976.0,,,,,,,,6280.0,0.015,4m,2.6,0.0,1.5,912.0,,,,,,,,3112.0,0.015,3m,1.0,0.0,1.0,64.0,,,,,,,,5344.0,0.015,1m,1.6,0.6000000000000001,1.0,880.0,,,,,,,,,,,,,,,1800.0,0.02,5m,1.6,0.2,1.0,360.0,0.1,11,COMPLETE
69,69,0.1450507470430794,2025-06-21 19:50:10.355384,2025-06-21 19:50:14.430712,0 days 00:00:04.075328,,,,,,,,,,,,,,,2160.0,0.01,3m,2.0,0.4,0.5,920.0,7296.0,0.015,1m,2.0,1.0,2.0,512.0,,,,,,,,,,,,,,,,,,,,,,3920.0,0.015,4m,2.6,0.2,0.5,112.0,5472.0,0.015,3m,2.6,1.0,0.5,904.0,7872,0.01,1m,3.0,0.2,0.5,848,1472.0,0.015,3m,1.2,1.0,1.0,936.0,,,,,,,,7568.0,0.015,5m,3.0,0.2,2.0,720.0,,,,,,,,1272.0,0.015,3m,1.4,0.4,1.0,136.0,,,,,,,,4488.0,0.015,1m,2.0,0.6000000000000001,1.5,968.0,,,,,,,,,,,,,,,2576.0,0.015,5m,2.0,0.0,1.5,224.0,0.05,10,COMPLETE
70,70,0.19384165886293422,2025-06-21 19:50:14.509204,2025-06-21 19:50:17.595828,0 days 00:00:03.086624,,,,,,,,,,,,,,,1464.0,0.01,3m,1.8,0.0,0.5,952.0,5640.0,0.015,1m,2.2,1.0,2.0,736.0,,,,,,,,,,,,,,,,,,,,,,5120.0,0.015,4m,2.8,0.0,0.5,160.0,5064.0,0.015,3m,2.0,1.0,0.5,992.0,8192,0.01,1m,3.0,0.0,1.0,920,2360.0,0.015,3m,2.4000000000000004,0.8,1.5,576.0,,,,,,,,8160.0,0.015,4m,2.4000000000000004,0.0,1.5,784.0,,,,,,,,2208.0,0.015,3m,1.0,0.4,0.5,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,8,COMPLETE
71,71,-0.17551256572800567,2025-06-21 19:50:17.677572,2025-06-21 19:50:20.951333,0 days 00:00:03.273761,,,,,,,,,,,,,,,1712.0,0.01,3m,1.8,0.2,0.5,888.0,6616.0,0.015,1m,2.2,1.0,2.0,568.0,,,,,,,,,,,,,,,,,,,,,,4744.0,0.015,4m,2.4000000000000004,0.0,0.5,176.0,5064.0,0.015,3m,2.4000000000000004,1.0,0.5,928.0,6856,0.01,1m,2.8,0.2,1.0,872,1160.0,0.01,3m,3.0,0.8,1.5,96.0,,,,,,,,7376.0,0.015,4m,2.6,0.2,1.5,976.0,,,,,,,,1992.0,0.015,3m,1.4,0.4,1.0,160.0,,,,,,,,3920.0,0.015,1m,1.4,0.6000000000000001,1.0,848.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,9,COMPLETE
72,72,0.4106060323337936,2025-06-21 19:50:21.028297,2025-06-21 19:50:24.592852,0 days 00:00:03.564555,,,,,,,,,,,,,,,1488.0,0.01,3m,1.6,0.2,0.5,816.0,6904.0,0.015,1m,2.0,1.0,2.0,592.0,,,,,,,,,,,,,,,,,,,,,,4672.0,0.015,4m,3.0,0.2,0.5,96.0,4400.0,0.015,3m,2.4000000000000004,1.0,0.5,1024.0,7568,0.01,1m,2.6,0.2,1.0,896,1560.0,0.01,3m,3.0,0.8,1.5,144.0,,,,,,,,6888.0,0.015,4m,2.6,0.2,1.5,984.0,,,,,,,,1824.0,0.015,3m,1.2,0.4,1.0,96.0,,,,,,,,3808.0,0.015,1m,1.6,0.6000000000000001,1.0,744.0,,,,,,,,,,,,,,,2728.0,0.02,5m,1.8,0.4,0.5,72.0,0.15000000000000002,10,COMPLETE
73,73,-0.012669682211588899,2025-06-21 19:50:24.656175,2025-06-21 19:50:29.413883,0 days 00:00:04.757708,,,,,,,,,,,,,,,1272.0,0.01,3m,1.6,0.2,0.5,816.0,7136.0,0.015,1m,2.0,1.0,2.0,616.0,4200.0,0.015,2m,1.4,0.8,1.0,664.0,,,,,,,,2016.0,0.015,2m,2.2,0.2,0.5,360.0,4424.0,0.015,4m,3.0,0.2,0.5,96.0,4648.0,0.015,3m,2.2,1.0,0.5,1024.0,7664,0.01,1m,2.6,0.2,1.0,952,1600.0,0.01,3m,2.8,0.8,1.5,152.0,,,,,,,,6816.0,0.015,4m,2.8,0.0,1.5,992.0,,,,,,,,6976.0,0.015,1m,1.2,0.2,1.0,104.0,,,,,,,,3072.0,0.015,1m,1.8,0.8,1.0,712.0,,,,,,,,,,,,,,,2664.0,0.02,5m,1.8,0.4,0.5,144.0,0.15000000000000002,12,COMPLETE
74,74,0.23094212230686345,2025-06-21 19:50:29.461640,2025-06-21 19:50:33.372842,0 days 00:00:03.911202,,,,,,,,,,,,,,,1984.0,0.01,3m,1.6,0.4,0.5,752.0,7792.0,0.015,2m,1.8,0.8,1.5,512.0,,,,,,,,,,,,,,,,,,,,,,3656.0,0.015,4m,3.0,0.0,0.5,96.0,4336.0,0.015,3m,2.4000000000000004,0.8,0.5,984.0,7288,0.01,2m,3.0,0.4,1.0,888,1856.0,0.01,3m,2.0,1.0,1.5,672.0,,,,,,,,7016.0,0.015,1m,2.8,0.0,1.5,1024.0,,,,,,,,1800.0,0.015,3m,1.2,0.4,1.0,920.0,,,,,,,,3632.0,0.015,1m,1.6,0.6000000000000001,1.0,736.0,,,,,,,,,,,,,,,1784.0,0.02,5m,1.6,0.2,0.5,352.0,0.1,10,COMPLETE
75,75,0.5767713830310133,2025-06-21 19:50:33.436133,2025-06-21 19:50:37.520481,0 days 00:00:04.084348,,,,,,,,,,,,,,,1384.0,0.01,3m,1.4,0.2,0.5,976.0,6312.0,0.015,1m,1.8,1.0,2.0,424.0,,,,,,,,,,,,,,,3672.0,0.01,1m,2.0,0.6000000000000001,1.0,424.0,4600.0,0.015,4m,2.8,0.0,0.5,288.0,3984.0,0.015,3m,2.2,1.0,0.5,928.0,7968,0.01,1m,3.0,0.2,1.0,832,1320.0,0.01,3m,2.8,0.8,1.5,200.0,,,,,,,,7896.0,0.015,4m,3.0,0.2,1.5,928.0,,,,,,,,1544.0,0.015,3m,1.2,0.6000000000000001,1.0,88.0,,,,,,,,4472.0,0.015,1m,1.6,0.4,0.5,928.0,,,,,,,,,,,,,,,3536.0,0.02,5m,1.8,0.2,1.0,80.0,0.15000000000000002,11,COMPLETE
76,76,0.16302032267601965,2025-06-21 19:50:37.568216,2025-06-21 19:50:41.785883,0 days 00:00:04.217667,,,,,,,,,,,,,,,2696.0,0.01,5m,1.2,0.0,0.5,976.0,6248.0,0.015,1m,1.8,0.8,2.0,424.0,7152.0,0.01,4m,1.8,0.2,1.5,176.0,,,,,,,,5328.0,0.01,1m,1.8,0.6000000000000001,1.0,680.0,5424.0,0.015,4m,3.0,0.2,0.5,272.0,3736.0,0.015,3m,2.6,1.0,0.5,832.0,7952,0.01,1m,2.8,0.2,1.0,840,1472.0,0.01,1m,3.0,1.0,1.5,152.0,,,,,,,,7848.0,0.015,4m,3.0,0.2,1.5,872.0,,,,,,,,1176.0,0.015,4m,1.0,0.6000000000000001,1.0,240.0,,,,,,,,4872.0,0.015,1m,1.2,0.4,0.5,952.0,,,,,,,,,,,,,,,3592.0,0.02,5m,2.2,0.4,1.0,112.0,0.05,12,COMPLETE
77,77,-0.4729047211202809,2025-06-21 19:50:41.872094,2025-06-21 19:50:45.617403,0 days 00:00:03.745309,,,,,,,,,,,,,,,1432.0,0.01,3m,1.4,0.2,1.0,1016.0,6424.0,0.015,1m,1.6,1.0,2.0,680.0,,,,,,,,,,,,,,,,,,,,,,4968.0,0.015,4m,2.6,0.0,0.5,208.0,4360.0,0.02,4m,2.8,0.8,0.5,912.0,6672,0.01,1m,2.8,0.0,1.0,792,2184.0,0.01,3m,2.6,0.6000000000000001,1.5,192.0,,,,,,,,6664.0,0.015,4m,3.0,0.2,1.5,824.0,,,,,,,,1456.0,0.015,3m,1.4,0.6000000000000001,1.0,144.0,,,,,,,,2384.0,0.015,1m,1.8,0.4,0.5,1008.0,,,,,,,,,,,,,,,3328.0,0.02,5m,1.6,0.2,1.0,64.0,0.1,10,COMPLETE
78,78,0.7480828371027771,2025-06-21 19:50:45.664838,2025-06-21 19:50:48.815362,0 days 00:00:03.150524,,,,,,,,,,,,,,,1384.0,0.01,3m,1.4,0.4,0.5,920.0,7472.0,0.02,1m,2.0,1.0,1.5,520.0,,,,,,,,,,,,,,,,,,,,,,4616.0,0.015,5m,2.8,0.2,2.0,72.0,4096.0,0.015,3m,2.0,1.0,0.5,248.0,7552,0.01,1m,3.0,0.4,0.5,360,1328.0,0.01,3m,3.0,0.8,1.5,744.0,,,,,,,,6056.0,0.015,4m,2.4000000000000004,0.2,2.0,992.0,,,,,,,,2360.0,0.015,3m,1.2,0.2,1.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,8,COMPLETE
79,79,0.14310057884775684,2025-06-21 19:50:48.883534,2025-06-21 19:50:51.795654,0 days 00:00:02.912120,,,,,,,,,,,,,,,2176.0,0.01,3m,1.2,0.4,0.5,920.0,7736.0,0.02,1m,1.6,1.0,1.5,448.0,,,,,,,,,,,,,,,,,,,,,,5216.0,0.015,5m,2.6,0.2,2.0,64.0,3968.0,0.015,3m,2.0,1.0,0.5,312.0,7576,0.01,5m,3.0,0.4,0.5,272,1656.0,0.015,3m,3.0,0.6000000000000001,1.0,728.0,,,,,,,,6144.0,0.015,4m,2.4000000000000004,0.2,2.0,1024.0,,,,,,,,2744.0,0.015,3m,1.0,0.0,0.5,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,8,COMPLETE
