,number,value,datetime_start,datetime_complete,duration,params_ADSK_BIIB_beta_win,params_ADSK_BIIB_stop_loss,params_ADSK_BIIB_trade_freq,params_ADSK_BIIB_z_entry,params_ADSK_BIIB_z_exit,params_ADSK_BIIB_z_stop_scaler,params_ADSK_BIIB_z_win,params_ADSK_LRCX_beta_win,params_ADSK_LRCX_stop_loss,params_ADSK_LRCX_trade_freq,params_ADSK_LRCX_z_entry,params_ADSK_LRCX_z_exit,params_ADSK_LRCX_z_stop_scaler,params_ADSK_LRCX_z_win,params_ALGN_NFLX_beta_win,params_ALGN_NFLX_stop_loss,params_ALGN_NFLX_trade_freq,params_ALGN_NFLX_z_entry,params_ALGN_NFLX_z_exit,params_ALGN_NFLX_z_stop_scaler,params_ALGN_NFLX_z_win,params_ALGN_ZS_beta_win,params_ALGN_ZS_stop_loss,params_ALGN_ZS_trade_freq,params_ALGN_ZS_z_entry,params_ALGN_ZS_z_exit,params_ALGN_ZS_z_stop_scaler,params_ALGN_ZS_z_win,params_AMD_NFLX_beta_win,params_AMD_NFLX_stop_loss,params_AMD_NFLX_trade_freq,params_AMD_NFLX_z_entry,params_AMD_NFLX_z_exit,params_AMD_NFLX_z_stop_scaler,params_AMD_NFLX_z_win,params_ASML_BIIB_beta_win,params_ASML_BIIB_stop_loss,params_ASML_BIIB_trade_freq,params_ASML_BIIB_z_entry,params_ASML_BIIB_z_exit,params_ASML_BIIB_z_stop_scaler,params_ASML_BIIB_z_win,params_ASML_CPRT_beta_win,params_ASML_CPRT_stop_loss,params_ASML_CPRT_trade_freq,params_ASML_CPRT_z_entry,params_ASML_CPRT_z_exit,params_ASML_CPRT_z_stop_scaler,params_ASML_CPRT_z_win,params_ASML_EBAY_beta_win,params_ASML_EBAY_stop_loss,params_ASML_EBAY_trade_freq,params_ASML_EBAY_z_entry,params_ASML_EBAY_z_exit,params_ASML_EBAY_z_stop_scaler,params_ASML_EBAY_z_win,params_ATVI_MRNA_beta_win,params_ATVI_MRNA_stop_loss,params_ATVI_MRNA_trade_freq,params_ATVI_MRNA_z_entry,params_ATVI_MRNA_z_exit,params_ATVI_MRNA_z_stop_scaler,params_ATVI_MRNA_z_win,params_ATVI_NTES_beta_win,params_ATVI_NTES_stop_loss,params_ATVI_NTES_trade_freq,params_ATVI_NTES_z_entry,params_ATVI_NTES_z_exit,params_ATVI_NTES_z_stop_scaler,params_ATVI_NTES_z_win,params_BIIB_CPRT_beta_win,params_BIIB_CPRT_stop_loss,params_BIIB_CPRT_trade_freq,params_BIIB_CPRT_z_entry,params_BIIB_CPRT_z_exit,params_BIIB_CPRT_z_stop_scaler,params_BIIB_CPRT_z_win,params_BIIB_EBAY_beta_win,params_BIIB_EBAY_stop_loss,params_BIIB_EBAY_trade_freq,params_BIIB_EBAY_z_entry,params_BIIB_EBAY_z_exit,params_BIIB_EBAY_z_stop_scaler,params_BIIB_EBAY_z_win,params_BIIB_FISV_beta_win,params_BIIB_FISV_stop_loss,params_BIIB_FISV_trade_freq,params_BIIB_FISV_z_entry,params_BIIB_FISV_z_exit,params_BIIB_FISV_z_stop_scaler,params_BIIB_FISV_z_win,params_BIIB_KLAC_beta_win,params_BIIB_KLAC_stop_loss,params_BIIB_KLAC_trade_freq,params_BIIB_KLAC_z_entry,params_BIIB_KLAC_z_exit,params_BIIB_KLAC_z_stop_scaler,params_BIIB_KLAC_z_win,params_CSCO_EBAY_beta_win,params_CSCO_EBAY_stop_loss,params_CSCO_EBAY_trade_freq,params_CSCO_EBAY_z_entry,params_CSCO_EBAY_z_exit,params_CSCO_EBAY_z_stop_scaler,params_CSCO_EBAY_z_win,params_DLTR_EA_beta_win,params_DLTR_EA_stop_loss,params_DLTR_EA_trade_freq,params_DLTR_EA_z_entry,params_DLTR_EA_z_exit,params_DLTR_EA_z_stop_scaler,params_DLTR_EA_z_win,params_EBAY_FISV_beta_win,params_EBAY_FISV_stop_loss,params_EBAY_FISV_trade_freq,params_EBAY_FISV_z_entry,params_EBAY_FISV_z_exit,params_EBAY_FISV_z_stop_scaler,params_EBAY_FISV_z_win,params_EBAY_MSFT_beta_win,params_EBAY_MSFT_stop_loss,params_EBAY_MSFT_trade_freq,params_EBAY_MSFT_z_entry,params_EBAY_MSFT_z_exit,params_EBAY_MSFT_z_stop_scaler,params_EBAY_MSFT_z_win,params_EBAY_SWKS_beta_win,params_EBAY_SWKS_stop_loss,params_EBAY_SWKS_trade_freq,params_EBAY_SWKS_z_entry,params_EBAY_SWKS_z_exit,params_EBAY_SWKS_z_stop_scaler,params_EBAY_SWKS_z_win,params_EXC_NTES_beta_win,params_EXC_NTES_stop_loss,params_EXC_NTES_trade_freq,params_EXC_NTES_z_entry,params_EXC_NTES_z_exit,params_EXC_NTES_z_stop_scaler,params_EXC_NTES_z_win,params_FAST_TXN_beta_win,params_FAST_TXN_stop_loss,params_FAST_TXN_trade_freq,params_FAST_TXN_z_entry,params_FAST_TXN_z_exit,params_FAST_TXN_z_stop_scaler,params_FAST_TXN_z_win,params_FB_MRNA_beta_win,params_FB_MRNA_stop_loss,params_FB_MRNA_trade_freq,params_FB_MRNA_z_entry,params_FB_MRNA_z_exit,params_FB_MRNA_z_stop_scaler,params_FB_MRNA_z_win,params_FB_NTES_beta_win,params_FB_NTES_stop_loss,params_FB_NTES_trade_freq,params_FB_NTES_z_entry,params_FB_NTES_z_exit,params_FB_NTES_z_stop_scaler,params_FB_NTES_z_win,params_FB_PYPL_beta_win,params_FB_PYPL_stop_loss,params_FB_PYPL_trade_freq,params_FB_PYPL_z_entry,params_FB_PYPL_z_exit,params_FB_PYPL_z_stop_scaler,params_FB_PYPL_z_win,params_FISV_HON_beta_win,params_FISV_HON_stop_loss,params_FISV_HON_trade_freq,params_FISV_HON_z_entry,params_FISV_HON_z_exit,params_FISV_HON_z_stop_scaler,params_FISV_HON_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_MCHP_CPRT_beta_win,params_MCHP_CPRT_stop_loss,params_MCHP_CPRT_trade_freq,params_MCHP_CPRT_z_entry,params_MCHP_CPRT_z_exit,params_MCHP_CPRT_z_stop_scaler,params_MCHP_CPRT_z_win,params_MRNA_NTES_beta_win,params_MRNA_NTES_stop_loss,params_MRNA_NTES_trade_freq,params_MRNA_NTES_z_entry,params_MRNA_NTES_z_exit,params_MRNA_NTES_z_stop_scaler,params_MRNA_NTES_z_win,params_MSFT_CPRT_beta_win,params_MSFT_CPRT_stop_loss,params_MSFT_CPRT_trade_freq,params_MSFT_CPRT_z_entry,params_MSFT_CPRT_z_exit,params_MSFT_CPRT_z_stop_scaler,params_MSFT_CPRT_z_win,params_MTCH_NFLX_beta_win,params_MTCH_NFLX_stop_loss,params_MTCH_NFLX_trade_freq,params_MTCH_NFLX_z_entry,params_MTCH_NFLX_z_exit,params_MTCH_NFLX_z_stop_scaler,params_MTCH_NFLX_z_win,params_MTCH_NTES_beta_win,params_MTCH_NTES_stop_loss,params_MTCH_NTES_trade_freq,params_MTCH_NTES_z_entry,params_MTCH_NTES_z_exit,params_MTCH_NTES_z_stop_scaler,params_MTCH_NTES_z_win,params_OKTA_ZS_beta_win,params_OKTA_ZS_stop_loss,params_OKTA_ZS_trade_freq,params_OKTA_ZS_z_entry,params_OKTA_ZS_z_exit,params_OKTA_ZS_z_stop_scaler,params_OKTA_ZS_z_win,params_PDD_NTES_beta_win,params_PDD_NTES_stop_loss,params_PDD_NTES_trade_freq,params_PDD_NTES_z_entry,params_PDD_NTES_z_exit,params_PDD_NTES_z_stop_scaler,params_PDD_NTES_z_win,params_PYPL_MRNA_beta_win,params_PYPL_MRNA_stop_loss,params_PYPL_MRNA_trade_freq,params_PYPL_MRNA_z_entry,params_PYPL_MRNA_z_exit,params_PYPL_MRNA_z_stop_scaler,params_PYPL_MRNA_z_win,params_PYPL_NTES_beta_win,params_PYPL_NTES_stop_loss,params_PYPL_NTES_trade_freq,params_PYPL_NTES_z_entry,params_PYPL_NTES_z_exit,params_PYPL_NTES_z_stop_scaler,params_PYPL_NTES_z_win,params_PYPL_ZM_beta_win,params_PYPL_ZM_stop_loss,params_PYPL_ZM_trade_freq,params_PYPL_ZM_z_entry,params_PYPL_ZM_z_exit,params_PYPL_ZM_z_stop_scaler,params_PYPL_ZM_z_win,params_ROST_MRNA_beta_win,params_ROST_MRNA_stop_loss,params_ROST_MRNA_trade_freq,params_ROST_MRNA_z_entry,params_ROST_MRNA_z_exit,params_ROST_MRNA_z_stop_scaler,params_ROST_MRNA_z_win,params_TEAM_ZS_beta_win,params_TEAM_ZS_stop_loss,params_TEAM_ZS_trade_freq,params_TEAM_ZS_z_entry,params_TEAM_ZS_z_exit,params_TEAM_ZS_z_stop_scaler,params_TEAM_ZS_z_win,params_ZM_NTES_beta_win,params_ZM_NTES_stop_loss,params_ZM_NTES_trade_freq,params_ZM_NTES_z_entry,params_ZM_NTES_z_exit,params_ZM_NTES_z_stop_scaler,params_ZM_NTES_z_win,params_buffer_capital,params_pairs_to_trade,state
25,25,0.010553128949442353,2025-06-21 19:17:19.902903,2025-06-21 19:17:22.056878,0 days 00:00:02.153975,1352.0,0.015,2m,1.6,0.6000000000000001,1.0,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2632,0.015,5m,3.0,0.4,1.5,344,,,,,,,,4064.0,0.015,4m,2.8,0.4,1.0,792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5616,0.02,4m,2.2,1.0,1.5,192,,,,,,,,0.15000000000000002,2,COMPLETE
26,26,-0.4537249563379553,2025-06-21 19:17:22.118009,2025-06-21 19:17:25.440427,0 days 00:00:03.322418,1040.0,0.01,4m,1.2,0.2,1.5,488.0,,,,,,,,,,,,,,,3584.0,0.015,1m,1.6,0.2,1.5,232.0,,,,,,,,,,,,,,,2992,0.01,4m,2.2,1.0,1.0,64,,,,,,,,6600.0,0.01,5m,2.2,0.6000000000000001,2.0,632.0,,,,,,,,,,,,,,,,,,,,,,4816.0,0.015,4m,1.8,0.0,1.0,784.0,,,,,,,,,,,,,,,7008.0,0.015,3m,2.2,0.2,1.0,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4616.0,0.015,3m,1.8,0.6000000000000001,0.5,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4528,0.02,3m,2.6,0.6000000000000001,1.0,520,,,,,,,,0.2,4,COMPLETE
27,27,-1.2038258105923012,2025-06-21 19:17:25.501790,2025-06-21 19:17:32.412066,0 days 00:00:06.910276,2272.0,0.015,5m,1.8,0.4,1.0,640.0,,,,,,,,,,,,,,,6408.0,0.02,4m,1.2,0.0,2.0,800.0,6880.0,0.02,3m,2.6,0.6000000000000001,2.0,536.0,,,,,,,,4104,0.02,4m,2.4000000000000004,0.6000000000000001,1.5,656,,,,,,,,7832.0,0.01,3m,1.2,1.0,1.5,480.0,,,,,,,,,,,,,,,2816.0,0.02,5m,1.4,0.8,0.5,784.0,3568.0,0.015,5m,2.2,0.2,2.0,1008.0,,,,,,,,,,,,,,,4528.0,0.01,2m,1.6,0.4,0.5,320.0,,,,,,,,2552.0,0.015,5m,1.2,0.8,0.5,744.0,,,,,,,,,,,,,,,6568.0,0.02,2m,1.0,0.4,0.5,896.0,,,,,,,,6880.0,0.02,4m,2.0,0.2,2.0,648.0,1080.0,0.01,2m,2.6,0.2,1.5,336.0,,,,,,,,,,,,,,,1064.0,0.015,1m,2.2,0.2,1.5,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3992.0,0.01,3m,2.2,0.8,1.5,816.0,,,,,,,,,,,,,,,6304.0,0.01,5m,2.4000000000000004,0.8,1.5,1016.0,3400,0.015,3m,3.0,0.8,1.5,688,,,,,,,,0.1,8,COMPLETE
28,28,0.10177376808464836,2025-06-21 19:17:32.465110,2025-06-21 19:17:36.631450,0 days 00:00:04.166340,3248.0,0.01,3m,2.2,0.0,1.5,816.0,,,,,,,,,,,,,,,2128.0,0.015,4m,1.6,0.6000000000000001,1.5,624.0,,,,,,,,,,,,,,,2184,0.015,5m,2.8,0.2,0.5,168,,,,,,,,7376.0,0.015,2m,2.6,0.8,1.0,736.0,,,,,,,,,,,,,,,,,,,,,,2728.0,0.02,5m,1.6,0.6000000000000001,1.5,552.0,,,,,,,,,,,,,,,6392.0,0.015,5m,2.0,0.0,1.5,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2872.0,0.015,3m,1.8,0.8,1.0,624.0,,,,,,,,,,,,,,,2224.0,0.015,5m,2.8,0.4,1.0,512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,0.015,2m,1.8,1.0,1.0,656.0,,,,,,,,,,,,,,,,,,,,,,2456,0.02,4m,1.8,1.0,0.5,416,,,,,,,,0.35000000000000003,5,COMPLETE
29,29,-2.8093659224392935,2025-06-21 19:17:36.725852,2025-06-21 19:17:45.714444,0 days 00:00:08.988592,6904.0,0.01,2m,1.6,0.2,1.0,944.0,,,,,,,,,,,,,,,4768.0,0.02,2m,1.2,0.2,2.0,432.0,3720.0,0.015,3m,2.2,0.2,1.5,216.0,,,,,,,,5144,0.01,4m,1.8,0.4,1.5,296,,,,,,,,5984.0,0.01,4m,1.8,0.8,1.5,560.0,,,,,,,,,,,,,,,4976.0,0.015,4m,2.0,0.4,1.0,384.0,4584.0,0.02,3m,2.8,0.2,0.5,960.0,6128.0,0.015,5m,3.0,0.8,2.0,424.0,,,,,,,,5200.0,0.01,1m,1.2,0.6000000000000001,1.0,64.0,1056.0,0.02,2m,3.0,0.4,1.5,992.0,4040.0,0.015,1m,3.0,0.4,1.0,1016.0,,,,,,,,,,,,,,,1408.0,0.015,2m,2.8,1.0,1.5,584.0,,,,,,,,2432.0,0.015,5m,1.2,0.2,1.5,616.0,3184.0,0.01,1m,2.4000000000000004,0.0,2.0,192.0,,,,,,,,,,,,,,,3472.0,0.01,1m,2.0,0.6000000000000001,2.0,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3952.0,0.015,2m,2.6,0.0,0.5,640.0,,,,,,,,5464.0,0.015,1m,1.2,0.2,2.0,432.0,,,,,,,,,,,,,,,3432.0,0.015,3m,2.6,0.2,0.5,496.0,6744,0.02,5m,2.0,0.4,1.5,536,2936.0,0.015,2m,2.4000000000000004,0.2,0.5,792.0,0.25,10,COMPLETE
30,30,-2.699930745932676,2025-06-21 19:17:45.774848,2025-06-21 19:17:54.904240,0 days 00:00:09.129392,4688.0,0.02,2m,1.2,0.4,0.5,536.0,,,,,,,,,,,,,,,1712.0,0.01,1m,1.8,0.4,1.0,312.0,4632.0,0.02,4m,2.8,0.4,2.0,528.0,,,,,,,,1776,0.015,2m,2.6,0.4,2.0,144,,,,,,,,1920.0,0.02,4m,1.6,0.6000000000000001,2.0,352.0,,,,,,,,,,,,,,,1096.0,0.015,4m,2.6,0.2,2.0,632.0,5328.0,0.015,2m,1.2,0.4,1.0,408.0,5784.0,0.01,2m,2.2,0.0,1.0,304.0,,,,,,,,7552.0,0.01,4m,1.8,0.2,0.5,680.0,6080.0,0.01,5m,2.4000000000000004,0.8,1.0,104.0,6536.0,0.01,3m,2.0,0.8,1.5,488.0,3704.0,0.02,3m,2.4000000000000004,0.8,2.0,328.0,,,,,,,,7528.0,0.01,2m,2.2,0.6000000000000001,0.5,736.0,,,,,,,,4752.0,0.02,2m,2.4000000000000004,0.8,1.0,1008.0,5240.0,0.01,4m,1.4,0.6000000000000001,0.5,792.0,,,,,,,,,,,,,,,5944.0,0.02,2m,1.2,0.2,1.5,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.0,0.02,5m,2.4000000000000004,0.8,1.0,288.0,,,,,,,,2952.0,0.01,1m,1.8,0.4,1.5,904.0,3032.0,0.01,3m,3.0,0.0,1.5,312.0,,,,,,,,4464.0,0.015,1m,1.4,0.8,1.5,240.0,7728,0.02,2m,2.8,0.6000000000000001,0.5,184,6088.0,0.02,1m,1.4,0.4,1.5,88.0,0.15000000000000002,11,COMPLETE
31,31,0.33655766820286753,2025-06-21 19:17:54.961544,2025-06-21 19:17:59.066600,0 days 00:00:04.105056,3392.0,0.01,3m,2.2,0.0,1.5,784.0,,,,,,,,,,,,,,,2000.0,0.015,4m,1.6,0.6000000000000001,1.5,616.0,,,,,,,,,,,,,,,1880,0.015,5m,2.8,0.2,0.5,144,,,,,,,,7464.0,0.015,2m,2.8,0.8,1.0,760.0,,,,,,,,,,,,,,,,,,,,,,2648.0,0.02,5m,1.6,0.6000000000000001,1.5,576.0,,,,,,,,,,,,,,,6720.0,0.015,5m,2.0,0.0,1.5,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3008.0,0.015,3m,1.8,0.8,1.0,640.0,,,,,,,,,,,,,,,1952.0,0.015,5m,2.8,0.4,1.0,512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.0,0.015,2m,1.8,1.0,1.0,664.0,,,,,,,,,,,,,,,,,,,,,,1840,0.02,4m,1.8,1.0,0.5,416,,,,,,,,0.35000000000000003,5,COMPLETE
32,32,-0.0005374872762662733,2025-06-21 19:17:59.135118,2025-06-21 19:18:01.146288,0 days 00:00:02.011170,1672.0,0.01,3m,2.4000000000000004,0.0,1.5,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736,0.015,5m,3.0,0.0,0.5,200,,,,,,,,7544.0,0.015,2m,2.8,1.0,1.0,848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,0.02,4m,1.6,1.0,0.5,344,,,,,,,,0.35000000000000003,2,COMPLETE
33,33,-0.15679264791450728,2025-06-21 19:18:01.211711,2025-06-21 19:18:04.611596,0 days 00:00:03.399885,3960.0,0.01,3m,2.0,0.0,2.0,672.0,,,,,,,,,,,,,,,3256.0,0.015,4m,1.4,0.6000000000000001,1.5,728.0,,,,,,,,,,,,,,,2712,0.015,5m,2.8,0.2,0.5,120,,,,,,,,6496.0,0.015,2m,3.0,0.8,0.5,960.0,,,,,,,,,,,,,,,,,,,,,,1792.0,0.02,5m,1.6,0.6000000000000001,1.5,200.0,,,,,,,,,,,,,,,6624.0,0.015,5m,2.2,0.0,1.5,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0,0.015,5m,3.0,0.2,1.0,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568,0.015,4m,1.4,0.8,1.0,496,,,,,,,,0.45,4,COMPLETE
34,34,-3.084922308550145,2025-06-21 19:18:04.671765,2025-06-21 19:18:10.544006,0 days 00:00:05.872241,2576.0,0.015,1m,1.8,0.2,1.5,120.0,,,,,,,,,,,,,,,2976.0,0.015,4m,1.0,0.8,2.0,856.0,1960.0,0.015,1m,2.0,0.8,1.5,176.0,,,,,,,,6928,0.02,5m,2.4000000000000004,0.2,0.5,432,,,,,,,,6872.0,0.015,2m,2.6,0.6000000000000001,1.0,736.0,,,,,,,,,,,,,,,,,,,,,,2728.0,0.02,5m,1.2,0.8,1.5,552.0,,,,,,,,,,,,,,,5712.0,0.015,5m,1.4,0.0,1.5,224.0,,,,,,,,2128.0,0.02,2m,2.4000000000000004,0.2,0.5,224.0,,,,,,,,,,,,,,,4720.0,0.015,3m,1.4,0.8,1.0,376.0,,,,,,,,4808.0,0.015,1m,1.4,0.4,0.5,440.0,4120.0,0.015,5m,2.2,0.4,0.5,328.0,,,,,,,,,,,,,,,3904.0,0.015,3m,1.6,0.8,1.0,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2184.0,0.02,2m,1.4,1.0,1.0,568.0,,,,,,,,,,,,,,,,,,,,,,2448,0.02,4m,2.0,1.0,0.5,1000,,,,,,,,0.3,7,COMPLETE
35,35,-0.02064401514669027,2025-06-21 19:18:10.614821,2025-06-21 19:18:12.313327,0 days 00:00:01.698506,5784.0,0.01,3m,3.0,0.2,1.5,912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8056,0.01,3m,2.0,0.4,0.5,320,,,,,,,,3736.0,0.015,4m,2.2,0.8,1.5,664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752,0.02,5m,2.2,0.8,1.0,248,,,,,,,,0.35000000000000003,2,COMPLETE
36,36,-0.2547051435424812,2025-06-21 19:18:12.362645,2025-06-21 19:18:16.011426,0 days 00:00:03.648781,1624.0,0.015,3m,2.4000000000000004,0.0,1.0,792.0,,,,,,,,,,,,,,,1824.0,0.015,4m,1.8,0.4,1.5,552.0,,,,,,,,,,,,,,,1192,0.01,2m,3.0,0.4,1.0,520,,,,,,,,5584.0,0.01,2m,2.8,0.2,1.0,792.0,,,,,,,,,,,,,,,,,,,,,,4216.0,0.02,5m,1.8,0.4,2.0,888.0,,,,,,,,,,,,,,,4800.0,0.02,5m,2.4000000000000004,1.0,2.0,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480.0,0.02,5m,2.8,0.8,0.5,712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7608,0.015,4m,1.8,0.0,0.5,416,,,,,,,,0.25,4,COMPLETE
37,37,-0.5008998313571906,2025-06-21 19:18:16.074893,2025-06-21 19:18:20.995944,0 days 00:00:04.921051,2584.0,0.01,4m,2.0,0.4,2.0,688.0,,,,,,,,,,,,,,,4160.0,0.015,4m,1.4,1.0,2.0,688.0,5712.0,0.02,5m,2.4000000000000004,1.0,1.0,328.0,,,,,,,,3888,0.01,1m,2.6,1.0,1.5,104,,,,,,,,7600.0,0.015,5m,3.0,1.0,1.0,728.0,,,,,,,,,,,,,,,,,,,,,,1120.0,0.015,5m,2.2,1.0,1.5,816.0,,,,,,,,,,,,,,,7400.0,0.02,5m,1.8,0.2,2.0,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3392.0,0.02,3m,1.8,0.6000000000000001,1.0,920.0,,,,,,,,,,,,,,,3240.0,0.015,5m,2.6,0.0,1.0,456.0,,,,,,,,,,,,,,,5360.0,0.01,1m,2.8,1.0,2.0,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056.0,0.015,2m,2.2,0.8,0.5,728.0,,,,,,,,,,,,,,,,,,,,,,1672,0.02,3m,1.2,1.0,1.0,928,,,,,,,,0.3,6,COMPLETE
38,38,-0.04474048878180518,2025-06-21 19:18:21.045662,2025-06-21 19:18:23.581064,0 days 00:00:02.535402,3488.0,0.01,3m,1.4,0.2,1.5,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192,0.015,5m,1.0,0.8,0.5,224,,,,,,,,6224.0,0.02,1m,2.0,0.4,1.5,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184.0,0.015,4m,1.6,0.4,1.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632.0,0.02,4m,2.4000000000000004,0.2,1.5,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4752,0.01,1m,1.6,0.8,2.0,304,,,,,,,,0.4,3,COMPLETE
39,39,-0.8877364852511908,2025-06-21 19:18:23.644705,2025-06-21 19:18:33.370353,0 days 00:00:09.725648,5336.0,0.015,1m,2.6,0.2,1.0,336.0,,,,,,,,,,,,,,,1728.0,0.01,3m,1.2,0.6000000000000001,1.5,1024.0,3048.0,0.015,3m,1.8,0.6000000000000001,2.0,472.0,,,,,,,,3144,0.02,4m,2.8,0.6000000000000001,1.5,776,7856.0,0.02,3m,2.4000000000000004,0.8,1.5,368.0,6912.0,0.01,4m,2.6,0.2,1.0,440.0,,,,,,,,,,,,,,,7176.0,0.01,5m,1.0,0.8,1.0,64.0,2320.0,0.02,1m,1.4,0.6000000000000001,1.0,600.0,1496.0,0.02,3m,1.6,0.8,1.5,648.0,,,,,,,,5672.0,0.01,2m,2.0,0.8,2.0,464.0,3800.0,0.015,5m,1.6,0.2,2.0,456.0,5720.0,0.015,2m,1.6,0.6000000000000001,2.0,728.0,1040.0,0.015,5m,1.6,0.2,0.5,696.0,,,,,,,,2208.0,0.015,3m,2.2,1.0,1.0,696.0,2608.0,0.02,4m,2.0,0.6000000000000001,1.5,96.0,7400.0,0.015,2m,2.8,1.0,2.0,264.0,5152.0,0.01,4m,3.0,0.4,0.5,752.0,,,,,,,,,,,,,,,2472.0,0.015,1m,2.0,0.6000000000000001,1.5,512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6608.0,0.015,4m,1.6,0.4,2.0,1024.0,,,,,,,,3496.0,0.01,2m,1.4,1.0,1.0,472.0,8144.0,0.015,1m,1.6,0.4,0.5,368.0,,,,,,,,2720.0,0.01,4m,2.2,0.2,1.0,880.0,2608,0.02,5m,2.4000000000000004,0.4,1.0,584,5816.0,0.01,5m,2.6,0.8,1.0,568.0,0.5,12,COMPLETE
