,number,value,datetime_start,datetime_complete,duration,params_ADSK_BIIB_beta_win,params_ADSK_BIIB_stop_loss,params_ADSK_BIIB_trade_freq,params_ADSK_BIIB_z_entry,params_ADSK_BIIB_z_exit,params_ADSK_BIIB_z_stop_scaler,params_ADSK_BIIB_z_win,params_ADSK_LRCX_beta_win,params_ADSK_LRCX_stop_loss,params_ADSK_LRCX_trade_freq,params_ADSK_LRCX_z_entry,params_ADSK_LRCX_z_exit,params_ADSK_LRCX_z_stop_scaler,params_ADSK_LRCX_z_win,params_ALGN_NFLX_beta_win,params_ALGN_NFLX_stop_loss,params_ALGN_NFLX_trade_freq,params_ALGN_NFLX_z_entry,params_ALGN_NFLX_z_exit,params_ALGN_NFLX_z_stop_scaler,params_ALGN_NFLX_z_win,params_ALGN_ZS_beta_win,params_ALGN_ZS_stop_loss,params_ALGN_ZS_trade_freq,params_ALGN_ZS_z_entry,params_ALGN_ZS_z_exit,params_ALGN_ZS_z_stop_scaler,params_ALGN_ZS_z_win,params_AMD_NFLX_beta_win,params_AMD_NFLX_stop_loss,params_AMD_NFLX_trade_freq,params_AMD_NFLX_z_entry,params_AMD_NFLX_z_exit,params_AMD_NFLX_z_stop_scaler,params_AMD_NFLX_z_win,params_ASML_BIIB_beta_win,params_ASML_BIIB_stop_loss,params_ASML_BIIB_trade_freq,params_ASML_BIIB_z_entry,params_ASML_BIIB_z_exit,params_ASML_BIIB_z_stop_scaler,params_ASML_BIIB_z_win,params_ASML_CPRT_beta_win,params_ASML_CPRT_stop_loss,params_ASML_CPRT_trade_freq,params_ASML_CPRT_z_entry,params_ASML_CPRT_z_exit,params_ASML_CPRT_z_stop_scaler,params_ASML_CPRT_z_win,params_ASML_EBAY_beta_win,params_ASML_EBAY_stop_loss,params_ASML_EBAY_trade_freq,params_ASML_EBAY_z_entry,params_ASML_EBAY_z_exit,params_ASML_EBAY_z_stop_scaler,params_ASML_EBAY_z_win,params_ATVI_MRNA_beta_win,params_ATVI_MRNA_stop_loss,params_ATVI_MRNA_trade_freq,params_ATVI_MRNA_z_entry,params_ATVI_MRNA_z_exit,params_ATVI_MRNA_z_stop_scaler,params_ATVI_MRNA_z_win,params_ATVI_NTES_beta_win,params_ATVI_NTES_stop_loss,params_ATVI_NTES_trade_freq,params_ATVI_NTES_z_entry,params_ATVI_NTES_z_exit,params_ATVI_NTES_z_stop_scaler,params_ATVI_NTES_z_win,params_BIIB_CPRT_beta_win,params_BIIB_CPRT_stop_loss,params_BIIB_CPRT_trade_freq,params_BIIB_CPRT_z_entry,params_BIIB_CPRT_z_exit,params_BIIB_CPRT_z_stop_scaler,params_BIIB_CPRT_z_win,params_BIIB_EBAY_beta_win,params_BIIB_EBAY_stop_loss,params_BIIB_EBAY_trade_freq,params_BIIB_EBAY_z_entry,params_BIIB_EBAY_z_exit,params_BIIB_EBAY_z_stop_scaler,params_BIIB_EBAY_z_win,params_BIIB_FISV_beta_win,params_BIIB_FISV_stop_loss,params_BIIB_FISV_trade_freq,params_BIIB_FISV_z_entry,params_BIIB_FISV_z_exit,params_BIIB_FISV_z_stop_scaler,params_BIIB_FISV_z_win,params_BIIB_KLAC_beta_win,params_BIIB_KLAC_stop_loss,params_BIIB_KLAC_trade_freq,params_BIIB_KLAC_z_entry,params_BIIB_KLAC_z_exit,params_BIIB_KLAC_z_stop_scaler,params_BIIB_KLAC_z_win,params_CSCO_EBAY_beta_win,params_CSCO_EBAY_stop_loss,params_CSCO_EBAY_trade_freq,params_CSCO_EBAY_z_entry,params_CSCO_EBAY_z_exit,params_CSCO_EBAY_z_stop_scaler,params_CSCO_EBAY_z_win,params_DLTR_EA_beta_win,params_DLTR_EA_stop_loss,params_DLTR_EA_trade_freq,params_DLTR_EA_z_entry,params_DLTR_EA_z_exit,params_DLTR_EA_z_stop_scaler,params_DLTR_EA_z_win,params_EBAY_FISV_beta_win,params_EBAY_FISV_stop_loss,params_EBAY_FISV_trade_freq,params_EBAY_FISV_z_entry,params_EBAY_FISV_z_exit,params_EBAY_FISV_z_stop_scaler,params_EBAY_FISV_z_win,params_EBAY_MSFT_beta_win,params_EBAY_MSFT_stop_loss,params_EBAY_MSFT_trade_freq,params_EBAY_MSFT_z_entry,params_EBAY_MSFT_z_exit,params_EBAY_MSFT_z_stop_scaler,params_EBAY_MSFT_z_win,params_EBAY_SWKS_beta_win,params_EBAY_SWKS_stop_loss,params_EBAY_SWKS_trade_freq,params_EBAY_SWKS_z_entry,params_EBAY_SWKS_z_exit,params_EBAY_SWKS_z_stop_scaler,params_EBAY_SWKS_z_win,params_EXC_NTES_beta_win,params_EXC_NTES_stop_loss,params_EXC_NTES_trade_freq,params_EXC_NTES_z_entry,params_EXC_NTES_z_exit,params_EXC_NTES_z_stop_scaler,params_EXC_NTES_z_win,params_FAST_TXN_beta_win,params_FAST_TXN_stop_loss,params_FAST_TXN_trade_freq,params_FAST_TXN_z_entry,params_FAST_TXN_z_exit,params_FAST_TXN_z_stop_scaler,params_FAST_TXN_z_win,params_FB_MRNA_beta_win,params_FB_MRNA_stop_loss,params_FB_MRNA_trade_freq,params_FB_MRNA_z_entry,params_FB_MRNA_z_exit,params_FB_MRNA_z_stop_scaler,params_FB_MRNA_z_win,params_FB_NTES_beta_win,params_FB_NTES_stop_loss,params_FB_NTES_trade_freq,params_FB_NTES_z_entry,params_FB_NTES_z_exit,params_FB_NTES_z_stop_scaler,params_FB_NTES_z_win,params_FB_PYPL_beta_win,params_FB_PYPL_stop_loss,params_FB_PYPL_trade_freq,params_FB_PYPL_z_entry,params_FB_PYPL_z_exit,params_FB_PYPL_z_stop_scaler,params_FB_PYPL_z_win,params_FISV_HON_beta_win,params_FISV_HON_stop_loss,params_FISV_HON_trade_freq,params_FISV_HON_z_entry,params_FISV_HON_z_exit,params_FISV_HON_z_stop_scaler,params_FISV_HON_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_MCHP_CPRT_beta_win,params_MCHP_CPRT_stop_loss,params_MCHP_CPRT_trade_freq,params_MCHP_CPRT_z_entry,params_MCHP_CPRT_z_exit,params_MCHP_CPRT_z_stop_scaler,params_MCHP_CPRT_z_win,params_MRNA_NTES_beta_win,params_MRNA_NTES_stop_loss,params_MRNA_NTES_trade_freq,params_MRNA_NTES_z_entry,params_MRNA_NTES_z_exit,params_MRNA_NTES_z_stop_scaler,params_MRNA_NTES_z_win,params_MSFT_CPRT_beta_win,params_MSFT_CPRT_stop_loss,params_MSFT_CPRT_trade_freq,params_MSFT_CPRT_z_entry,params_MSFT_CPRT_z_exit,params_MSFT_CPRT_z_stop_scaler,params_MSFT_CPRT_z_win,params_MTCH_NFLX_beta_win,params_MTCH_NFLX_stop_loss,params_MTCH_NFLX_trade_freq,params_MTCH_NFLX_z_entry,params_MTCH_NFLX_z_exit,params_MTCH_NFLX_z_stop_scaler,params_MTCH_NFLX_z_win,params_MTCH_NTES_beta_win,params_MTCH_NTES_stop_loss,params_MTCH_NTES_trade_freq,params_MTCH_NTES_z_entry,params_MTCH_NTES_z_exit,params_MTCH_NTES_z_stop_scaler,params_MTCH_NTES_z_win,params_OKTA_ZS_beta_win,params_OKTA_ZS_stop_loss,params_OKTA_ZS_trade_freq,params_OKTA_ZS_z_entry,params_OKTA_ZS_z_exit,params_OKTA_ZS_z_stop_scaler,params_OKTA_ZS_z_win,params_PDD_NTES_beta_win,params_PDD_NTES_stop_loss,params_PDD_NTES_trade_freq,params_PDD_NTES_z_entry,params_PDD_NTES_z_exit,params_PDD_NTES_z_stop_scaler,params_PDD_NTES_z_win,params_PYPL_MRNA_beta_win,params_PYPL_MRNA_stop_loss,params_PYPL_MRNA_trade_freq,params_PYPL_MRNA_z_entry,params_PYPL_MRNA_z_exit,params_PYPL_MRNA_z_stop_scaler,params_PYPL_MRNA_z_win,params_PYPL_NTES_beta_win,params_PYPL_NTES_stop_loss,params_PYPL_NTES_trade_freq,params_PYPL_NTES_z_entry,params_PYPL_NTES_z_exit,params_PYPL_NTES_z_stop_scaler,params_PYPL_NTES_z_win,params_PYPL_ZM_beta_win,params_PYPL_ZM_stop_loss,params_PYPL_ZM_trade_freq,params_PYPL_ZM_z_entry,params_PYPL_ZM_z_exit,params_PYPL_ZM_z_stop_scaler,params_PYPL_ZM_z_win,params_ROST_MRNA_beta_win,params_ROST_MRNA_stop_loss,params_ROST_MRNA_trade_freq,params_ROST_MRNA_z_entry,params_ROST_MRNA_z_exit,params_ROST_MRNA_z_stop_scaler,params_ROST_MRNA_z_win,params_TEAM_ZS_beta_win,params_TEAM_ZS_stop_loss,params_TEAM_ZS_trade_freq,params_TEAM_ZS_z_entry,params_TEAM_ZS_z_exit,params_TEAM_ZS_z_stop_scaler,params_TEAM_ZS_z_win,params_ZM_NTES_beta_win,params_ZM_NTES_stop_loss,params_ZM_NTES_trade_freq,params_ZM_NTES_z_entry,params_ZM_NTES_z_exit,params_ZM_NTES_z_stop_scaler,params_ZM_NTES_z_win,params_buffer_capital,params_pairs_to_trade,state
69,69,-0.8119535088618113,2025-06-21 19:21:34.744369,2025-06-21 19:21:42.349958,0 days 00:00:07.605589,2920.0,0.01,4m,2.2,0.6000000000000001,2.0,992.0,,,,,,,,,,,,,,,3864.0,0.015,3m,1.4,0.6000000000000001,0.5,760.0,2824.0,0.01,5m,1.6,0.2,1.0,864.0,,,,,,,,7016,0.02,4m,2.0,0.2,2.0,976,,,,,,,,7392.0,0.015,3m,2.2,0.4,1.5,760.0,,,,,,,,,,,,,,,1992.0,0.015,3m,2.4000000000000004,0.6000000000000001,1.5,672.0,2392.0,0.02,2m,1.6,0.6000000000000001,2.0,104.0,,,,,,,,,,,,,,,6040.0,0.015,5m,2.4000000000000004,0.0,2.0,96.0,5904.0,0.02,1m,1.4,0.0,1.5,64.0,4048.0,0.01,3m,3.0,0.8,2.0,304.0,,,,,,,,,,,,,,,1968.0,0.015,1m,1.8,0.6000000000000001,0.5,608.0,,,,,,,,5224.0,0.02,4m,1.8,0.2,1.0,840.0,1216.0,0.015,3m,2.2,0.8,2.0,416.0,,,,,,,,,,,,,,,5472.0,0.015,3m,3.0,0.0,0.5,632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5568.0,0.01,4m,1.2,0.0,1.5,912.0,,,,,,,,1432.0,0.015,2m,2.4000000000000004,0.8,0.5,912.0,,,,,,,,,,,,,,,7360.0,0.015,3m,1.2,0.6000000000000001,1.0,392.0,6432,0.015,5m,2.2,0.8,1.5,224,,,,,,,,0.5,9,COMPLETE
70,70,1.2212797869324048,2025-06-21 19:21:42.452235,2025-06-21 19:21:47.861660,0 days 00:00:05.409425,3984.0,0.02,2m,2.4000000000000004,1.0,1.0,824.0,,,,,,,,,,,,,,,2584.0,0.015,4m,1.6,0.8,0.5,576.0,2496.0,0.015,2m,1.4,0.0,0.5,768.0,,,,,,,,3224,0.015,4m,2.2,0.0,0.5,304,,,,,,,,6552.0,0.015,2m,2.8,1.0,2.0,872.0,,,,,,,,,,,,,,,,,,,,,,1976.0,0.015,4m,1.2,0.8,1.0,304.0,,,,,,,,,,,,,,,7512.0,0.015,5m,1.8,0.2,2.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2840.0,0.01,5m,2.2,1.0,0.5,664.0,,,,,,,,,,,,,,,6480.0,0.015,5m,2.8,0.4,1.0,688.0,,,,,,,,,,,,,,,7024.0,0.02,5m,2.2,0.2,1.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360.0,0.015,4m,2.2,0.6000000000000001,1.0,480.0,,,,,,,,,,,,,,,,,,,,,,3952,0.015,1m,1.4,1.0,1.0,488,,,,,,,,0.5,6,COMPLETE
71,71,0.6387532396178873,2025-06-21 19:21:47.937610,2025-06-21 19:21:52.986937,0 days 00:00:05.049327,4544.0,0.02,2m,2.4000000000000004,1.0,1.0,824.0,,,,,,,,,,,,,,,2504.0,0.015,4m,1.6,0.8,0.5,568.0,2320.0,0.015,2m,1.4,0.0,0.5,776.0,,,,,,,,3568,0.015,4m,2.2,0.0,0.5,208,,,,,,,,6120.0,0.015,2m,2.8,1.0,2.0,872.0,,,,,,,,,,,,,,,,,,,,,,2136.0,0.015,4m,1.4,0.8,1.0,304.0,,,,,,,,,,,,,,,7600.0,0.015,5m,1.8,0.2,2.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2784.0,0.01,5m,2.2,1.0,0.5,664.0,,,,,,,,,,,,,,,6560.0,0.015,5m,2.8,0.4,1.0,592.0,,,,,,,,,,,,,,,7048.0,0.02,5m,2.2,0.2,1.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336.0,0.015,4m,2.2,0.6000000000000001,1.0,520.0,,,,,,,,,,,,,,,,,,,,,,3872,0.015,1m,1.4,1.0,1.0,480,,,,,,,,0.5,6,COMPLETE
72,72,-0.44685463641749185,2025-06-21 19:21:53.081531,2025-06-21 19:21:57.431501,0 days 00:00:04.349970,4120.0,0.02,2m,2.2,1.0,1.0,936.0,,,,,,,,,,,,,,,1896.0,0.015,4m,1.6,0.8,0.5,520.0,,,,,,,,,,,,,,,3872,0.015,4m,2.0,0.0,0.5,312,,,,,,,,6400.0,0.015,2m,3.0,1.0,2.0,848.0,,,,,,,,,,,,,,,,,,,,,,1456.0,0.015,4m,1.2,0.8,1.0,224.0,,,,,,,,,,,,,,,7896.0,0.015,5m,2.0,0.0,2.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184.0,0.01,5m,2.4000000000000004,1.0,0.5,568.0,,,,,,,,,,,,,,,4304.0,0.015,5m,2.8,0.6000000000000001,1.0,712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3032.0,0.015,4m,2.0,0.4,1.0,504.0,,,,,,,,,,,,,,,,,,,,,,4768,0.015,1m,1.0,1.0,0.5,544,,,,,,,,0.45,5,COMPLETE
73,73,-1.3321040224235754,2025-06-21 19:21:57.530953,2025-06-21 19:22:01.130080,0 days 00:00:03.599127,3944.0,0.02,2m,2.2,1.0,1.0,760.0,,,,,,,,,,,,,,,2760.0,0.015,4m,1.8,1.0,0.5,616.0,,,,,,,,,,,,,,,2344,0.015,4m,2.2,0.0,0.5,144,,,,,,,,6656.0,0.015,2m,2.6,1.0,2.0,936.0,,,,,,,,,,,,,,,,,,,,,,1944.0,0.015,4m,1.2,0.8,1.0,160.0,,,,,,,,,,,,,,,7328.0,0.015,5m,1.6,0.0,2.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8096.0,0.015,5m,3.0,0.4,1.0,688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5416,0.015,1m,1.2,1.0,1.0,416,,,,,,,,0.5,4,COMPLETE
74,74,0.4764371921379345,2025-06-21 19:22:01.199104,2025-06-21 19:22:06.452265,0 days 00:00:05.253161,5312.0,0.02,2m,2.6,0.8,1.0,960.0,,,,,,,,,,,,,,,2336.0,0.015,1m,1.6,0.8,0.5,824.0,1536.0,0.01,2m,1.2,0.0,0.5,664.0,,,,,,,,3120,0.015,4m,2.6,0.2,0.5,88,,,,,,,,7080.0,0.015,2m,2.8,0.8,2.0,704.0,,,,,,,,,,,,,,,,,,,,,,6136.0,0.015,4m,1.0,1.0,1.0,512.0,,,,,,,,,,,,,,,6880.0,0.015,5m,1.8,0.4,2.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2328.0,0.01,5m,2.0,0.8,2.0,520.0,,,,,,,,,,,,,,,7760.0,0.015,5m,2.6,0.4,1.0,504.0,,,,,,,,,,,,,,,7776.0,0.02,5m,2.6,0.2,1.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776.0,0.015,4m,2.4000000000000004,0.8,0.5,376.0,,,,,,,,,,,,,,,,,,,,,,3592,0.015,1m,1.2,1.0,0.5,392,,,,,,,,0.45,6,COMPLETE
75,75,-0.2055227929093275,2025-06-21 19:22:06.547791,2025-06-21 19:22:12.893953,0 days 00:00:06.346162,3576.0,0.02,3m,2.4000000000000004,1.0,1.0,888.0,,,,,,,,,,,,,,,2688.0,0.015,2m,2.4000000000000004,0.6000000000000001,1.0,696.0,2520.0,0.015,2m,1.0,0.0,0.5,808.0,,,,,,,,4856,0.015,2m,2.4000000000000004,0.0,0.5,496,,,,,,,,5840.0,0.015,5m,2.4000000000000004,1.0,2.0,760.0,,,,,,,,,,,,,,,,,,,,,,2480.0,0.02,2m,1.6,0.8,0.5,400.0,,,,,,,,,,,,,,,7464.0,0.015,5m,1.4,0.6000000000000001,1.0,104.0,,,,,,,,6336.0,0.015,2m,2.8,0.0,2.0,576.0,,,,,,,,,,,,,,,1368.0,0.01,4m,1.6,0.8,0.5,752.0,,,,,,,,4344.0,0.01,3m,1.4,0.6000000000000001,0.5,176.0,1632.0,0.015,5m,3.0,0.6000000000000001,1.5,608.0,,,,,,,,,,,,,,,7272.0,0.02,5m,2.8,0.4,1.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296.0,0.015,4m,1.6,0.8,1.0,600.0,,,,,,,,,,,,,,,,,,,,,,4120,0.015,4m,1.6,0.8,0.5,488,,,,,,,,0.3,7,COMPLETE
76,76,-0.6454697294294507,2025-06-21 19:22:12.978361,2025-06-21 19:22:17.630510,0 days 00:00:04.652149,4784.0,0.01,1m,2.0,0.8,0.5,808.0,,,,,,,,,,,,,,,1624.0,0.015,4m,1.4,0.8,0.5,648.0,,,,,,,,,,,,,,,6256,0.015,5m,2.6,0.2,0.5,136,,,,,,,,7648.0,0.015,2m,2.6,0.8,1.0,640.0,,,,,,,,,,,,,,,,,,,,,,1656.0,0.02,3m,1.4,0.8,1.5,224.0,,,,,,,,,,,,,,,6480.0,0.015,5m,2.0,0.2,2.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4176.0,0.01,5m,2.0,1.0,1.0,656.0,,,,,,,,,,,,,,,2168.0,0.015,5m,2.6,0.6000000000000001,1.5,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2744.0,0.015,5m,2.6,0.6000000000000001,1.0,472.0,,,,,,,,,,,,,,,,,,,,,,5128,0.015,4m,2.0,1.0,2.0,336,,,,,,,,0.35000000000000003,5,COMPLETE
77,77,-0.6336555004145095,2025-06-21 19:22:17.705671,2025-06-21 19:22:25.011386,0 days 00:00:07.305715,5608.0,0.015,2m,2.6,0.6000000000000001,1.5,712.0,,,,,,,,,,,,,,,2040.0,0.015,4m,1.8,1.0,0.5,472.0,1648.0,0.01,2m,1.4,0.2,1.5,936.0,,,,,,,,2608,0.015,4m,2.2,0.0,1.5,560,,,,,,,,8000.0,0.015,4m,2.8,0.6000000000000001,1.0,816.0,,,,,,,,,,,,,,,3472.0,0.01,5m,2.8,1.0,0.5,312.0,2936.0,0.015,1m,1.2,0.6000000000000001,1.0,88.0,,,,,,,,,,,,,,,7144.0,0.015,2m,1.8,0.0,1.5,168.0,,,,,,,,5560.0,0.01,4m,1.8,0.4,1.5,232.0,,,,,,,,,,,,,,,2368.0,0.015,3m,2.2,0.8,0.5,128.0,,,,,,,,7240.0,0.01,5m,1.4,0.4,1.5,736.0,5456.0,0.015,5m,2.0,0.6000000000000001,1.0,824.0,,,,,,,,,,,,,,,6432.0,0.02,5m,2.2,0.0,0.5,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936.0,0.015,3m,2.2,1.0,0.5,568.0,,,,,,,,,,,,,,,6168.0,0.01,5m,2.0,1.0,2.0,896.0,5712,0.015,1m,1.8,1.0,1.0,432,,,,,,,,0.5,8,COMPLETE
78,78,-0.06120882845977037,2025-06-21 19:22:25.093943,2025-06-21 19:22:28.694177,0 days 00:00:03.600234,2192.0,0.015,3m,2.4000000000000004,0.2,1.0,848.0,,,,,,,,,,,,,,,3552.0,0.015,4m,2.0,0.6000000000000001,1.0,592.0,,,,,,,,,,,,,,,3248,0.015,3m,1.6,0.2,0.5,592,,,,,,,,6872.0,0.01,2m,2.8,0.8,1.5,912.0,,,,,,,,,,,,,,,,,,,,,,1304.0,0.02,4m,1.8,0.6000000000000001,1.5,328.0,,,,,,,,,,,,,,,7736.0,0.015,1m,2.0,0.2,2.0,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6520.0,0.015,5m,2.8,0.4,1.5,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6136,0.01,4m,1.4,0.0,0.5,528,,,,,,,,0.45,4,COMPLETE
79,79,0.21805866712863445,2025-06-21 19:22:28.785567,2025-06-21 19:22:41.359492,0 days 00:00:12.573925,1864.0,0.01,5m,2.8,0.0,1.5,912.0,3480.0,0.015,1m,2.4000000000000004,0.0,2.0,680.0,5464.0,0.01,4m,1.8,0.4,2.0,648.0,3112.0,0.015,5m,1.6,0.8,0.5,720.0,1352.0,0.01,1m,1.2,0.0,1.0,1016.0,,,,,,,,1760,0.015,5m,1.8,0.0,1.5,272,3768.0,0.02,1m,1.6,0.6000000000000001,1.5,928.0,7272.0,0.015,1m,2.6,1.0,1.0,880.0,,,,,,,,,,,,,,,4648.0,0.02,4m,1.8,0.0,2.0,928.0,2712.0,0.02,5m,2.6,0.8,1.5,432.0,6952.0,0.01,5m,1.0,0.8,1.5,232.0,,,,,,,,8072.0,0.015,5m,3.0,0.0,1.5,640.0,2112.0,0.01,3m,2.6,0.6000000000000001,1.0,272.0,6896.0,0.02,5m,2.6,0.2,0.5,592.0,4904.0,0.01,5m,2.4000000000000004,0.6000000000000001,1.5,264.0,1096.0,0.015,5m,3.0,0.6000000000000001,1.0,1008.0,1640.0,0.015,3m,1.6,1.0,0.5,424.0,2888.0,0.02,1m,2.0,0.2,1.0,744.0,2768.0,0.02,3m,2.8,0.8,2.0,952.0,4720.0,0.015,1m,1.8,0.8,1.5,672.0,8128.0,0.015,1m,2.0,1.0,1.0,952.0,,,,,,,,5728.0,0.02,4m,2.4000000000000004,0.0,1.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7144.0,0.02,1m,2.8,0.6000000000000001,1.0,584.0,,,,,,,,2264.0,0.015,2m,1.8,0.4,1.0,328.0,3160.0,0.02,5m,2.6,0.2,1.0,784.0,,,,,,,,5080.0,0.02,1m,1.6,0.0,0.5,264.0,4456,0.015,4m,1.6,0.8,1.5,576,5288.0,0.01,4m,3.0,0.8,1.0,584.0,0.4,14,COMPLETE
80,80,-0.09186231842060552,2025-06-21 19:22:41.475717,2025-06-21 19:22:43.599326,0 days 00:00:02.123609,3616.0,0.02,3m,2.2,0.2,1.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2816,0.015,4m,2.0,0.4,0.5,648,,,,,,,,8192.0,0.015,2m,3.0,0.4,1.0,664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6704,0.015,2m,2.0,1.0,2.0,456,,,,,,,,0.5,2,COMPLETE
81,81,0.5382118449991727,2025-06-21 19:22:43.695185,2025-06-21 19:22:50.145991,0 days 00:00:06.450806,3264.0,0.01,5m,2.4000000000000004,0.0,1.5,1000.0,,,,,,,,,,,,,,,1544.0,0.015,4m,1.8,0.8,1.0,776.0,2080.0,0.01,5m,1.2,0.0,1.0,896.0,,,,,,,,2464,0.015,4m,2.2,0.0,1.0,120,,,,,,,,6744.0,0.015,2m,2.6,0.6000000000000001,1.0,896.0,,,,,,,,,,,,,,,,,,,,,,1608.0,0.02,5m,1.6,0.8,1.5,360.0,,,,,,,,,,,,,,,7920.0,0.015,5m,2.2,0.2,1.5,128.0,,,,,,,,7632.0,0.01,4m,2.4000000000000004,0.4,1.5,688.0,,,,,,,,,,,,,,,1888.0,0.015,3m,1.4,1.0,0.5,344.0,,,,,,,,3704.0,0.02,1m,2.2,0.6000000000000001,1.5,928.0,2536.0,0.015,5m,2.6,0.6000000000000001,1.5,632.0,,,,,,,,,,,,,,,7640.0,0.02,2m,3.0,0.0,0.5,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552.0,0.015,2m,2.2,0.8,1.0,840.0,,,,,,,,,,,,,,,,,,,,,,1440,0.015,4m,2.0,0.8,0.5,512,,,,,,,,0.4,7,COMPLETE
82,82,0.08423671498417629,2025-06-21 19:22:50.253339,2025-06-21 19:22:56.382582,0 days 00:00:06.129243,2480.0,0.01,5m,2.4000000000000004,0.0,1.5,1024.0,,,,,,,,,,,,,,,1376.0,0.015,4m,1.8,0.8,1.0,800.0,1024.0,0.01,5m,1.0,0.0,1.0,880.0,,,,,,,,2280,0.015,4m,2.4000000000000004,0.0,1.0,88,,,,,,,,5152.0,0.015,2m,2.6,0.6000000000000001,1.0,840.0,,,,,,,,,,,,,,,,,,,,,,1920.0,0.02,5m,1.6,0.8,1.5,392.0,,,,,,,,,,,,,,,8176.0,0.015,5m,2.2,0.2,1.5,136.0,,,,,,,,4976.0,0.01,4m,2.4000000000000004,0.6000000000000001,1.5,608.0,,,,,,,,,,,,,,,1304.0,0.015,3m,1.4,1.0,0.5,312.0,,,,,,,,4176.0,0.02,1m,2.0,0.6000000000000001,1.5,824.0,1736.0,0.015,5m,2.4000000000000004,0.6000000000000001,1.5,632.0,,,,,,,,,,,,,,,7904.0,0.02,2m,3.0,0.0,0.5,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.0,0.015,2m,2.0,0.8,1.0,864.0,,,,,,,,,,,,,,,,,,,,,,2168,0.015,4m,1.8,0.8,0.5,552,,,,,,,,0.4,7,COMPLETE
