,number,value,datetime_start,datetime_complete,duration,params_AEP_DOCU_beta_win,params_AEP_DOCU_stop_loss,params_AEP_DOCU_trade_freq,params_AEP_DOCU_z_entry,params_AEP_DOCU_z_exit,params_AEP_DOCU_z_stop_scaler,params_AEP_DOCU_z_win,params_AEP_IDXX_beta_win,params_AEP_IDXX_stop_loss,params_AEP_IDXX_trade_freq,params_AEP_IDXX_z_entry,params_AEP_IDXX_z_exit,params_AEP_IDXX_z_stop_scaler,params_AEP_IDXX_z_win,params_ATVI_INTC_beta_win,params_ATVI_INTC_stop_loss,params_ATVI_INTC_trade_freq,params_ATVI_INTC_z_entry,params_ATVI_INTC_z_exit,params_ATVI_INTC_z_stop_scaler,params_ATVI_INTC_z_win,params_CDNS_EXC_beta_win,params_CDNS_EXC_stop_loss,params_CDNS_EXC_trade_freq,params_CDNS_EXC_z_entry,params_CDNS_EXC_z_exit,params_CDNS_EXC_z_stop_scaler,params_CDNS_EXC_z_win,params_CERN_ROST_beta_win,params_CERN_ROST_stop_loss,params_CERN_ROST_trade_freq,params_CERN_ROST_z_entry,params_CERN_ROST_z_exit,params_CERN_ROST_z_stop_scaler,params_CERN_ROST_z_win,params_CHKP_DOCU_beta_win,params_CHKP_DOCU_stop_loss,params_CHKP_DOCU_trade_freq,params_CHKP_DOCU_z_entry,params_CHKP_DOCU_z_exit,params_CHKP_DOCU_z_stop_scaler,params_CHKP_DOCU_z_win,params_CHTR_IDXX_beta_win,params_CHTR_IDXX_stop_loss,params_CHTR_IDXX_trade_freq,params_CHTR_IDXX_z_entry,params_CHTR_IDXX_z_exit,params_CHTR_IDXX_z_stop_scaler,params_CHTR_IDXX_z_win,params_COST_INTU_beta_win,params_COST_INTU_stop_loss,params_COST_INTU_trade_freq,params_COST_INTU_z_entry,params_COST_INTU_z_exit,params_COST_INTU_z_stop_scaler,params_COST_INTU_z_win,params_CRWD_OKTA_beta_win,params_CRWD_OKTA_stop_loss,params_CRWD_OKTA_trade_freq,params_CRWD_OKTA_z_entry,params_CRWD_OKTA_z_exit,params_CRWD_OKTA_z_stop_scaler,params_CRWD_OKTA_z_win,params_CSCO_ISRG_beta_win,params_CSCO_ISRG_stop_loss,params_CSCO_ISRG_trade_freq,params_CSCO_ISRG_z_entry,params_CSCO_ISRG_z_exit,params_CSCO_ISRG_z_stop_scaler,params_CSCO_ISRG_z_win,params_DOCU_HON_beta_win,params_DOCU_HON_stop_loss,params_DOCU_HON_trade_freq,params_DOCU_HON_z_entry,params_DOCU_HON_z_exit,params_DOCU_HON_z_stop_scaler,params_DOCU_HON_z_win,params_DOCU_IDXX_beta_win,params_DOCU_IDXX_stop_loss,params_DOCU_IDXX_trade_freq,params_DOCU_IDXX_z_entry,params_DOCU_IDXX_z_exit,params_DOCU_IDXX_z_stop_scaler,params_DOCU_IDXX_z_win,params_DOCU_SBUX_beta_win,params_DOCU_SBUX_stop_loss,params_DOCU_SBUX_trade_freq,params_DOCU_SBUX_z_entry,params_DOCU_SBUX_z_exit,params_DOCU_SBUX_z_stop_scaler,params_DOCU_SBUX_z_win,params_EXC_LULU_beta_win,params_EXC_LULU_stop_loss,params_EXC_LULU_trade_freq,params_EXC_LULU_z_entry,params_EXC_LULU_z_exit,params_EXC_LULU_z_stop_scaler,params_EXC_LULU_z_win,params_EXC_MSFT_beta_win,params_EXC_MSFT_stop_loss,params_EXC_MSFT_trade_freq,params_EXC_MSFT_z_entry,params_EXC_MSFT_z_exit,params_EXC_MSFT_z_stop_scaler,params_EXC_MSFT_z_win,params_GILD_PCAR_beta_win,params_GILD_PCAR_stop_loss,params_GILD_PCAR_trade_freq,params_GILD_PCAR_z_entry,params_GILD_PCAR_z_exit,params_GILD_PCAR_z_stop_scaler,params_GILD_PCAR_z_win,params_HON_IDXX_beta_win,params_HON_IDXX_stop_loss,params_HON_IDXX_trade_freq,params_HON_IDXX_z_entry,params_HON_IDXX_z_exit,params_HON_IDXX_z_stop_scaler,params_HON_IDXX_z_win,params_IDXX_SBUX_beta_win,params_IDXX_SBUX_stop_loss,params_IDXX_SBUX_trade_freq,params_IDXX_SBUX_z_entry,params_IDXX_SBUX_z_exit,params_IDXX_SBUX_z_stop_scaler,params_IDXX_SBUX_z_win,params_LRCX_MU_beta_win,params_LRCX_MU_stop_loss,params_LRCX_MU_trade_freq,params_LRCX_MU_z_entry,params_LRCX_MU_z_exit,params_LRCX_MU_z_stop_scaler,params_LRCX_MU_z_win,params_NTES_PCAR_beta_win,params_NTES_PCAR_stop_loss,params_NTES_PCAR_trade_freq,params_NTES_PCAR_z_entry,params_NTES_PCAR_z_exit,params_NTES_PCAR_z_stop_scaler,params_NTES_PCAR_z_win,params_PYPL_XLNX_beta_win,params_PYPL_XLNX_stop_loss,params_PYPL_XLNX_trade_freq,params_PYPL_XLNX_z_entry,params_PYPL_XLNX_z_exit,params_PYPL_XLNX_z_stop_scaler,params_PYPL_XLNX_z_win,params_buffer_capital,params_pairs_to_trade,state
74,74,0.1759040053579847,2025-06-21 19:09:30.460401,2025-06-21 19:09:33.926742,0 days 00:00:03.466341,,,,,,,,3680.0,0.01,4m,3.0,0.2,2.0,200.0,3720,0.02,4m,2.4000000000000004,0.6000000000000001,2.0,144,6512.0,0.02,3m,1.4,0.2,2.0,672.0,7960.0,0.02,4m,2.8,0.8,0.5,256.0,,,,,,,,,,,,,,,2160,0.015,4m,2.4000000000000004,0.8,1.0,120,,,,,,,,,,,,,,,4880.0,0.015,4m,2.6,0.6000000000000001,1.0,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3896.0,0.02,5m,3.0,0.4,1.0,840.0,4432.0,0.015,4m,1.6,0.2,1.5,760.0,4256.0,0.02,3m,2.4000000000000004,0.8,1.5,424.0,,,,,,,,,,,,,,,,,,,,,,0.3,8,COMPLETE
75,75,0.7406621157674054,2025-06-21 19:09:33.994714,2025-06-21 19:09:36.328438,0 days 00:00:02.333724,,,,,,,,,,,,,,,4568,0.015,3m,2.8,0.8,2.0,168,7568.0,0.01,5m,1.0,0.4,1.5,552.0,8184.0,0.02,4m,2.6,1.0,0.5,128.0,,,,,,,,,,,,,,,3104,0.015,4m,2.0,0.8,1.0,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4888.0,0.01,2m,1.2,0.4,1.5,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
76,76,-0.1064306187858108,2025-06-21 19:09:36.386516,2025-06-21 19:09:38.408310,0 days 00:00:02.021794,,,,,,,,,,,,,,,4584,0.015,3m,2.8,0.8,0.5,192,6736.0,0.01,5m,1.0,0.4,1.5,968.0,7992.0,0.02,4m,2.4000000000000004,1.0,0.5,96.0,,,,,,,,,,,,,,,1384,0.015,5m,2.0,0.8,1.0,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4808.0,0.01,2m,1.2,0.6000000000000001,1.5,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
77,77,0.5533616339733883,2025-06-21 19:09:38.462207,2025-06-21 19:09:39.863327,0 days 00:00:01.401120,,,,,,,,,,,,,,,4984,0.01,3m,3.0,0.6000000000000001,2.0,88,,,,,,,,8160.0,0.02,4m,2.6,1.0,1.0,64.0,,,,,,,,,,,,,,,2512,0.015,4m,1.8,0.8,1.0,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
78,78,-0.6558305908346597,2025-06-21 19:09:39.936006,2025-06-21 19:09:41.841112,0 days 00:00:01.905106,,,,,,,,,,,,,,,5648,0.01,3m,3.0,0.6000000000000001,2.0,112,,,,,,,,8160.0,0.02,4m,2.0,1.0,1.0,160.0,,,,,,,,,,,,,,,2336,0.015,2m,1.8,1.0,1.0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5432.0,0.02,2m,2.2,0.4,1.5,928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
79,79,0.5706295852876709,2025-06-21 19:09:41.909727,2025-06-21 19:09:44.362935,0 days 00:00:02.453208,,,,,,,,2880.0,0.015,3m,2.0,0.6000000000000001,1.5,1008.0,5360,0.01,3m,2.8,0.6000000000000001,1.5,840,5896.0,0.01,5m,1.0,0.4,1.5,704.0,5504.0,0.02,4m,2.6,1.0,1.0,96.0,,,,,,,,,,,,,,,2960,0.015,5m,1.6,1.0,1.0,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5144.0,0.015,2m,1.8,1.0,1.5,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5,COMPLETE
80,80,-0.15491115459605043,2025-06-21 19:09:44.417743,2025-06-21 19:09:47.179441,0 days 00:00:02.761698,,,,,,,,2768.0,0.02,3m,2.0,0.6000000000000001,1.5,1000.0,5064,0.01,3m,2.8,0.6000000000000001,1.0,824,5816.0,0.01,5m,1.2,0.4,1.5,560.0,3872.0,0.02,4m,2.6,1.0,1.0,64.0,,,,,,,,,,,,,,,3496,0.015,5m,1.6,1.0,1.0,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5824.0,0.015,2m,1.0,1.0,1.5,984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,5,COMPLETE
81,81,0.13311450564413138,2025-06-21 19:09:47.234952,2025-06-21 19:09:49.644584,0 days 00:00:02.409632,,,,,,,,2384.0,0.015,3m,1.8,0.6000000000000001,1.0,808.0,4744,0.01,3m,3.0,0.6000000000000001,1.5,904,6368.0,0.01,5m,1.0,0.4,1.5,704.0,5680.0,0.02,4m,2.6,1.0,1.0,104.0,,,,,,,,,,,,,,,3112,0.015,5m,1.4,1.0,1.0,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5232.0,0.015,2m,1.8,1.0,1.5,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5,COMPLETE
82,82,0.13580587942295647,2025-06-21 19:09:49.719834,2025-06-21 19:09:51.800704,0 days 00:00:02.080870,,,,,,,,,,,,,,,5360,0.01,3m,2.8,0.6000000000000001,1.0,160,5472.0,0.01,5m,1.0,0.2,1.5,744.0,5520.0,0.02,4m,2.6,1.0,1.0,136.0,,,,,,,,,,,,,,,2800,0.015,5m,1.6,0.8,1.0,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4952.0,0.015,2m,2.0,0.8,1.5,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
83,83,0.11313478170438661,2025-06-21 19:09:51.895852,2025-06-21 19:09:52.995360,0 days 00:00:01.099508,,,,,,,,,,,,,,,5848,0.01,3m,2.8,0.4,2.0,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2992,0.015,5m,1.8,0.8,1.0,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
84,84,-0.19694024766788296,2025-06-21 19:09:53.050081,2025-06-21 19:09:56.024055,0 days 00:00:02.973974,,,,,,,,1816.0,0.015,3m,2.0,0.8,1.5,1024.0,4920,0.01,3m,3.0,0.2,2.0,776,7184.0,0.01,5m,1.0,0.4,1.0,656.0,4648.0,0.02,4m,2.4000000000000004,1.0,1.0,184.0,,,,,,,,,,,,,,,2512,0.015,5m,1.8,1.0,1.0,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4568.0,0.015,2m,1.8,1.0,1.5,344.0,1944.0,0.02,2m,1.8,0.4,0.5,936.0,,,,,,,,,,,,,,,,,,,,,,0.5,6,COMPLETE
85,85,0.4390688089495278,2025-06-21 19:09:56.082783,2025-06-21 19:09:57.359312,0 days 00:00:01.276529,,,,,,,,,,,,,,,6000,0.01,3m,3.0,0.4,1.5,584,,,,,,,,5048.0,0.02,4m,2.6,1.0,1.0,64.0,,,,,,,,,,,,,,,3304,0.015,4m,2.0,0.6000000000000001,1.0,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
86,86,0.41856561205144743,2025-06-21 19:09:57.427843,2025-06-21 19:09:58.841353,0 days 00:00:01.413510,,,,,,,,,,,,,,,5808,0.01,3m,3.0,0.4,1.5,640,,,,,,,,5040.0,0.02,4m,2.4000000000000004,1.0,1.0,88.0,,,,,,,,,,,,,,,4368,0.015,4m,1.6,0.8,1.0,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
87,87,0.06792845612418061,2025-06-21 19:09:58.884427,2025-06-21 19:10:00.743735,0 days 00:00:01.859308,,,,,,,,,,,,,,,6256,0.01,3m,3.0,0.4,1.5,736,,,,,,,,6064.0,0.02,4m,2.8,1.0,1.5,64.0,,,,,,,,,,,,,,,1992,0.015,4m,2.0,0.6000000000000001,1.0,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3768.0,0.015,2m,2.8,0.6000000000000001,1.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
88,88,0.06133010916711239,2025-06-21 19:10:00.814065,2025-06-21 19:10:03.027023,0 days 00:00:02.212958,,,,,,,,,,,,,,,6648,0.01,3m,2.8,0.2,1.5,584,4224.0,0.01,5m,2.2,0.2,1.5,536.0,4208.0,0.02,4m,2.6,1.0,1.0,184.0,,,,,,,,,,,,,,,2720,0.015,4m,2.0,0.6000000000000001,1.0,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7192.0,0.015,2m,1.4,0.6000000000000001,1.5,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
89,89,-0.9934196260648227,2025-06-21 19:10:03.085023,2025-06-21 19:10:10.741036,0 days 00:00:07.656013,5968.0,0.02,4m,2.4000000000000004,0.6000000000000001,1.0,344.0,5080.0,0.015,3m,1.6,0.6000000000000001,1.5,392.0,5376,0.01,3m,2.6,0.6000000000000001,1.5,704,5192.0,0.01,5m,2.0,0.4,1.5,616.0,1904.0,0.02,4m,2.6,0.8,1.0,128.0,8064.0,0.02,2m,1.0,0.2,2.0,752.0,,,,,,,,3320,0.015,4m,1.8,0.8,0.5,688,5392.0,0.01,5m,1.4,0.4,1.0,88.0,2936.0,0.02,1m,2.0,1.0,0.5,840.0,1064.0,0.01,2m,1.4,0.4,0.5,592.0,2152.0,0.01,2m,2.0,0.2,1.0,840.0,1192.0,0.02,1m,2.0,0.0,2.0,168.0,2776.0,0.015,1m,2.2,0.0,1.5,672.0,7904.0,0.01,1m,1.4,1.0,0.5,992.0,1864.0,0.02,1m,1.4,1.0,0.5,120.0,5576.0,0.015,2m,1.2,0.4,0.5,288.0,1392.0,0.01,1m,1.6,0.2,2.0,744.0,3704.0,0.02,1m,1.0,0.6000000000000001,2.0,488.0,7952.0,0.015,1m,1.8,0.8,0.5,72.0,2616.0,0.02,2m,1.6,0.4,2.0,304.0,0.45,19,COMPLETE
90,90,-0.0035879008218458832,2025-06-21 19:10:10.803933,2025-06-21 19:10:14.041972,0 days 00:00:03.238039,,,,,,,,5984.0,0.02,3m,2.2,0.6000000000000001,0.5,432.0,4528,0.01,3m,3.0,0.2,1.5,528,5752.0,0.01,5m,1.2,0.4,1.0,640.0,3632.0,0.02,3m,1.6,1.0,1.0,360.0,,,,,,,,,,,,,,,2408,0.015,3m,2.0,1.0,1.0,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5152.0,0.015,2m,1.4,0.8,1.0,464.0,2256.0,0.01,5m,2.0,0.0,0.5,1016.0,,,,,,,,,,,,,,,,,,,,,,0.45,6,COMPLETE
91,91,0.5058413906404782,2025-06-21 19:10:14.102491,2025-06-21 19:10:15.444140,0 days 00:00:01.341649,,,,,,,,,,,,,,,5960,0.01,3m,3.0,0.4,1.5,632,,,,,,,,4952.0,0.02,4m,2.4000000000000004,1.0,1.0,104.0,,,,,,,,,,,,,,,5128,0.015,4m,1.6,0.8,1.0,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
92,92,0.1663023605399288,2025-06-21 19:10:15.519086,2025-06-21 19:10:16.430413,0 days 00:00:00.911327,,,,,,,,,,,,,,,6144,0.01,3m,2.8,0.4,1.5,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5224,0.015,4m,1.6,0.8,1.0,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
93,93,0.3584039046455469,2025-06-21 19:10:16.499819,2025-06-21 19:10:17.757689,0 days 00:00:01.257870,,,,,,,,,,,,,,,7008,0.01,3m,3.0,0.4,1.5,584,,,,,,,,4728.0,0.02,4m,2.4000000000000004,1.0,1.0,112.0,,,,,,,,,,,,,,,5648,0.015,4m,1.2,0.8,1.0,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
94,94,-1.4126678702989135,2025-06-21 19:10:17.837970,2025-06-21 19:10:19.855112,0 days 00:00:02.017142,,,,,,,,,,,,,,,5992,0.01,3m,2.8,0.6000000000000001,1.5,488,,,,,,,,5448.0,0.02,4m,2.6,1.0,1.0,152.0,,,,,,,,,,,,,,,4912,0.015,4m,1.4,0.8,1.0,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4352.0,0.015,2m,1.0,0.6000000000000001,1.5,536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
95,95,-0.9371815346015321,2025-06-21 19:10:19.939232,2025-06-21 19:10:23.151114,0 days 00:00:03.211882,,,,,,,,3592.0,0.015,1m,1.0,0.4,1.5,504.0,5080,0.01,3m,3.0,0.4,2.0,688,3424.0,0.01,5m,2.2,0.6000000000000001,1.5,576.0,4464.0,0.02,4m,2.8,1.0,1.0,88.0,,,,,,,,,,,,,,,6952,0.015,5m,1.8,0.6000000000000001,1.0,616,,,,,,,,,,,,,,,3976.0,0.01,1m,1.2,0.0,0.5,936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5016.0,0.015,1m,1.4,0.4,1.0,568.0,2592.0,0.01,2m,2.2,0.4,2.0,792.0,,,,,,,,,,,,,,,,,,,,,,0.5,7,COMPLETE
96,96,0.002621089890123332,2025-06-21 19:10:23.212637,2025-06-21 19:10:24.727017,0 days 00:00:01.514380,,,,,,,,,,,,,,,6664,0.01,3m,2.8,0.4,1.5,600,,,,,,,,5856.0,0.02,5m,2.6,1.0,1.0,136.0,,,,,,,,,,,,,,,5416,0.015,4m,1.4,0.8,1.0,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
97,97,-0.023870263029320323,2025-06-21 19:10:24.803877,2025-06-21 19:10:26.987065,0 days 00:00:02.183188,,,,,,,,,,,,,,,5208,0.01,5m,2.8,0.2,2.0,760,7592.0,0.015,4m,1.0,0.4,0.5,688.0,5136.0,0.02,4m,2.6,0.4,1.0,64.0,,,,,,,,,,,,,,,6136,0.015,1m,1.8,0.8,1.0,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6432.0,0.02,5m,1.2,1.0,1.5,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
98,98,-0.18635214114559018,2025-06-21 19:10:27.063536,2025-06-21 19:10:28.074544,0 days 00:00:01.011008,,,,,,,,,,,,,,,3208,0.01,3m,3.0,0.2,1.0,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568,0.015,5m,1.6,1.0,1.0,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
99,99,-2.916665988187159,2025-06-21 19:10:28.130334,2025-06-21 19:10:30.642393,0 days 00:00:02.512059,,,,,,,,6992.0,0.015,3m,1.2,0.4,1.5,872.0,5680,0.01,1m,3.0,0.6000000000000001,2.0,560,6184.0,0.015,5m,1.2,0.0,1.5,736.0,5560.0,0.01,1m,2.8,0.8,1.0,208.0,,,,,,,,,,,,,,,4496,0.015,4m,2.0,0.6000000000000001,0.5,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4760.0,0.015,2m,1.0,0.8,1.5,512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,5,COMPLETE
100,100,0.16698999244496993,2025-06-21 19:10:30.720557,2025-06-21 19:10:32.519926,0 days 00:00:01.799369,,,,,,,,,,,,,,,5432,0.01,3m,1.0,0.4,2.0,648,,,,,,,,5008.0,0.02,4m,2.4000000000000004,0.2,1.0,176.0,,,,,,,,,,,,,,,4720,0.015,4m,1.6,0.8,1.0,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5928.0,0.015,3m,1.6,0.4,1.5,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
101,101,0.6295068949390384,2025-06-21 19:10:32.569738,2025-06-21 19:10:33.909694,0 days 00:00:01.339956,,,,,,,,,,,,,,,6040,0.01,3m,3.0,0.4,1.5,640,,,,,,,,4912.0,0.02,4m,2.4000000000000004,1.0,1.0,96.0,,,,,,,,,,,,,,,4320,0.015,4m,1.6,0.8,1.0,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
102,102,0.8613345402345687,2025-06-21 19:10:33.973250,2025-06-21 19:10:35.413011,0 days 00:00:01.439761,,,,,,,,,,,,,,,6032,0.01,3m,3.0,0.4,1.5,624,,,,,,,,4256.0,0.02,4m,2.2,1.0,1.0,88.0,,,,,,,,,,,,,,,4160,0.015,4m,1.6,0.8,1.0,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
103,103,-0.40943958892045107,2025-06-21 19:10:35.479181,2025-06-21 19:10:37.771417,0 days 00:00:02.292236,,,,,,,,,,,,,,,7152,0.01,3m,3.0,0.2,1.5,624,6856.0,0.015,1m,1.8,0.6000000000000001,1.5,488.0,4424.0,0.02,4m,2.0,1.0,1.0,112.0,,,,,,,,,,,,,,,4136,0.015,4m,1.4,0.8,1.0,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184.0,0.02,2m,1.2,0.4,1.5,624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
104,104,0.3690402838009486,2025-06-21 19:10:37.841578,2025-06-21 19:10:39.068523,0 days 00:00:01.226945,,,,,,,,,,,,,,,4408,0.01,3m,2.8,0.4,1.5,680,,,,,,,,3936.0,0.02,4m,2.2,1.0,1.0,152.0,,,,,,,,,,,,,,,5016,0.015,4m,1.6,0.8,1.0,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
105,105,0.028474012282514023,2025-06-21 19:10:39.131742,2025-06-21 19:10:40.187305,0 days 00:00:01.055563,,,,,,,,,,,,,,,6472,0.01,3m,3.0,0.4,1.5,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4328,0.015,5m,1.6,0.8,1.0,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
106,106,-0.9521388219255831,2025-06-21 19:10:40.246067,2025-06-21 19:10:43.859731,0 days 00:00:03.613664,,,,,,,,3088.0,0.02,5m,1.8,0.8,1.0,368.0,3504,0.01,3m,1.2,0.6000000000000001,2.0,656,5912.0,0.01,5m,1.8,0.4,1.5,528.0,4248.0,0.02,4m,2.2,0.6000000000000001,1.0,88.0,,,,,,,,,,,,,,,3944,0.015,4m,1.4,1.0,1.5,632,,,,,,,,,,,,,,,2472.0,0.01,3m,1.6,0.4,1.5,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2984.0,0.02,3m,1.6,0.8,0.5,728.0,3544.0,0.015,2m,1.4,0.6000000000000001,1.0,376.0,3280.0,0.01,2m,1.2,0.6000000000000001,1.0,712.0,,,,,,,,,,,,,,,,,,,,,,0.4,8,COMPLETE
107,107,-0.8732093455190517,2025-06-21 19:10:43.924741,2025-06-21 19:10:46.964309,0 days 00:00:03.039568,,,,,,,,2264.0,0.01,3m,1.4,0.4,1.5,296.0,6016,0.01,3m,2.6,0.2,1.5,720,6576.0,0.01,2m,2.0,0.2,1.5,864.0,3336.0,0.01,2m,2.4000000000000004,1.0,1.5,128.0,,,,,,,,,,,,,,,4816,0.015,4m,1.8,0.2,1.0,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248.0,0.015,2m,1.2,0.4,1.5,440.0,1600.0,0.015,2m,3.0,0.4,2.0,520.0,,,,,,,,,,,,,,,,,,,,,,0.45,6,COMPLETE
108,108,-1.7663212413518574,2025-06-21 19:10:47.009426,2025-06-21 19:10:48.708766,0 days 00:00:01.699340,,,,,,,,,,,,,,,3992,0.01,2m,2.8,0.6000000000000001,2.0,120,,,,,,,,6280.0,0.02,3m,2.2,0.8,1.0,712.0,,,,,,,,,,,,,,,3720,0.015,5m,1.4,0.8,1.0,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2472.0,0.015,2m,1.0,1.0,1.5,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
