,number,value,datetime_start,datetime_complete,duration,params_AEP_DOCU_beta_win,params_AEP_DOCU_stop_loss,params_AEP_DOCU_trade_freq,params_AEP_DOCU_z_entry,params_AEP_DOCU_z_exit,params_AEP_DOCU_z_stop_scaler,params_AEP_DOCU_z_win,params_AEP_IDXX_beta_win,params_AEP_IDXX_stop_loss,params_AEP_IDXX_trade_freq,params_AEP_IDXX_z_entry,params_AEP_IDXX_z_exit,params_AEP_IDXX_z_stop_scaler,params_AEP_IDXX_z_win,params_ATVI_INTC_beta_win,params_ATVI_INTC_stop_loss,params_ATVI_INTC_trade_freq,params_ATVI_INTC_z_entry,params_ATVI_INTC_z_exit,params_ATVI_INTC_z_stop_scaler,params_ATVI_INTC_z_win,params_CDNS_EXC_beta_win,params_CDNS_EXC_stop_loss,params_CDNS_EXC_trade_freq,params_CDNS_EXC_z_entry,params_CDNS_EXC_z_exit,params_CDNS_EXC_z_stop_scaler,params_CDNS_EXC_z_win,params_CERN_ROST_beta_win,params_CERN_ROST_stop_loss,params_CERN_ROST_trade_freq,params_CERN_ROST_z_entry,params_CERN_ROST_z_exit,params_CERN_ROST_z_stop_scaler,params_CERN_ROST_z_win,params_CHKP_DOCU_beta_win,params_CHKP_DOCU_stop_loss,params_CHKP_DOCU_trade_freq,params_CHKP_DOCU_z_entry,params_CHKP_DOCU_z_exit,params_CHKP_DOCU_z_stop_scaler,params_CHKP_DOCU_z_win,params_CHTR_IDXX_beta_win,params_CHTR_IDXX_stop_loss,params_CHTR_IDXX_trade_freq,params_CHTR_IDXX_z_entry,params_CHTR_IDXX_z_exit,params_CHTR_IDXX_z_stop_scaler,params_CHTR_IDXX_z_win,params_COST_INTU_beta_win,params_COST_INTU_stop_loss,params_COST_INTU_trade_freq,params_COST_INTU_z_entry,params_COST_INTU_z_exit,params_COST_INTU_z_stop_scaler,params_COST_INTU_z_win,params_CRWD_OKTA_beta_win,params_CRWD_OKTA_stop_loss,params_CRWD_OKTA_trade_freq,params_CRWD_OKTA_z_entry,params_CRWD_OKTA_z_exit,params_CRWD_OKTA_z_stop_scaler,params_CRWD_OKTA_z_win,params_CSCO_ISRG_beta_win,params_CSCO_ISRG_stop_loss,params_CSCO_ISRG_trade_freq,params_CSCO_ISRG_z_entry,params_CSCO_ISRG_z_exit,params_CSCO_ISRG_z_stop_scaler,params_CSCO_ISRG_z_win,params_DOCU_HON_beta_win,params_DOCU_HON_stop_loss,params_DOCU_HON_trade_freq,params_DOCU_HON_z_entry,params_DOCU_HON_z_exit,params_DOCU_HON_z_stop_scaler,params_DOCU_HON_z_win,params_DOCU_IDXX_beta_win,params_DOCU_IDXX_stop_loss,params_DOCU_IDXX_trade_freq,params_DOCU_IDXX_z_entry,params_DOCU_IDXX_z_exit,params_DOCU_IDXX_z_stop_scaler,params_DOCU_IDXX_z_win,params_DOCU_SBUX_beta_win,params_DOCU_SBUX_stop_loss,params_DOCU_SBUX_trade_freq,params_DOCU_SBUX_z_entry,params_DOCU_SBUX_z_exit,params_DOCU_SBUX_z_stop_scaler,params_DOCU_SBUX_z_win,params_EXC_LULU_beta_win,params_EXC_LULU_stop_loss,params_EXC_LULU_trade_freq,params_EXC_LULU_z_entry,params_EXC_LULU_z_exit,params_EXC_LULU_z_stop_scaler,params_EXC_LULU_z_win,params_EXC_MSFT_beta_win,params_EXC_MSFT_stop_loss,params_EXC_MSFT_trade_freq,params_EXC_MSFT_z_entry,params_EXC_MSFT_z_exit,params_EXC_MSFT_z_stop_scaler,params_EXC_MSFT_z_win,params_GILD_PCAR_beta_win,params_GILD_PCAR_stop_loss,params_GILD_PCAR_trade_freq,params_GILD_PCAR_z_entry,params_GILD_PCAR_z_exit,params_GILD_PCAR_z_stop_scaler,params_GILD_PCAR_z_win,params_HON_IDXX_beta_win,params_HON_IDXX_stop_loss,params_HON_IDXX_trade_freq,params_HON_IDXX_z_entry,params_HON_IDXX_z_exit,params_HON_IDXX_z_stop_scaler,params_HON_IDXX_z_win,params_IDXX_SBUX_beta_win,params_IDXX_SBUX_stop_loss,params_IDXX_SBUX_trade_freq,params_IDXX_SBUX_z_entry,params_IDXX_SBUX_z_exit,params_IDXX_SBUX_z_stop_scaler,params_IDXX_SBUX_z_win,params_LRCX_MU_beta_win,params_LRCX_MU_stop_loss,params_LRCX_MU_trade_freq,params_LRCX_MU_z_entry,params_LRCX_MU_z_exit,params_LRCX_MU_z_stop_scaler,params_LRCX_MU_z_win,params_NTES_PCAR_beta_win,params_NTES_PCAR_stop_loss,params_NTES_PCAR_trade_freq,params_NTES_PCAR_z_entry,params_NTES_PCAR_z_exit,params_NTES_PCAR_z_stop_scaler,params_NTES_PCAR_z_win,params_PYPL_XLNX_beta_win,params_PYPL_XLNX_stop_loss,params_PYPL_XLNX_trade_freq,params_PYPL_XLNX_z_entry,params_PYPL_XLNX_z_exit,params_PYPL_XLNX_z_stop_scaler,params_PYPL_XLNX_z_win,params_buffer_capital,params_pairs_to_trade,state
47,47,-0.5275997144877167,2025-06-21 19:07:42.510013,2025-06-21 19:07:46.947374,0 days 00:00:04.437361,,,,,,,,4704.0,0.01,3m,2.2,0.4,2.0,80.0,4584,0.01,2m,1.2,0.2,1.5,608,6664.0,0.015,5m,2.4000000000000004,0.2,2.0,832.0,3416.0,0.01,2m,1.0,0.8,1.0,920.0,,,,,,,,,,,,,,,7472,0.015,5m,2.0,0.0,1.0,712,,,,,,,,,,,,,,,7616.0,0.015,4m,1.6,0.4,1.0,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616.0,0.02,3m,3.0,1.0,1.0,240.0,1848.0,0.015,2m,1.0,0.6000000000000001,1.0,512.0,1128.0,0.015,2m,2.8,0.4,2.0,592.0,4680.0,0.02,4m,1.2,1.0,0.5,912.0,,,,,,,,,,,,,,,0.35000000000000003,9,COMPLETE
48,48,-1.6094055261519518,2025-06-21 19:07:46.997348,2025-06-21 19:07:49.762518,0 days 00:00:02.765170,,,,,,,,1536.0,0.015,3m,1.4,0.6000000000000001,1.0,168.0,3376,0.01,1m,1.6,0.4,2.0,848,7760.0,0.01,5m,2.4000000000000004,0.0,1.5,552.0,2008.0,0.01,5m,3.0,0.0,1.5,424.0,,,,,,,,,,,,,,,4560,0.015,5m,2.2,0.2,1.5,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.0,0.015,2m,3.0,0.4,1.5,368.0,2048.0,0.015,2m,3.0,0.2,2.0,824.0,,,,,,,,,,,,,,,,,,,,,,0.45,6,COMPLETE
49,49,-2.798308578926219,2025-06-21 19:07:49.845368,2025-06-21 19:07:52.429236,0 days 00:00:02.583868,,,,,,,,7464.0,0.01,2m,1.6,0.4,1.5,248.0,4776,0.01,3m,1.4,0.0,2.0,936,3728.0,0.015,5m,2.0,0.4,1.0,704.0,4416.0,0.01,3m,1.8,0.6000000000000001,2.0,704.0,,,,,,,,,,,,,,,5264,0.01,5m,1.4,0.6000000000000001,1.0,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3544.0,0.015,2m,1.2,0.6000000000000001,1.0,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
50,50,-0.8390660581018613,2025-06-21 19:07:52.488238,2025-06-21 19:07:56.012244,0 days 00:00:03.524006,,,,,,,,2168.0,0.01,3m,2.4000000000000004,0.2,2.0,344.0,2952,0.01,2m,1.0,0.2,1.0,704,1392.0,0.015,5m,1.8,0.4,2.0,592.0,3072.0,0.01,2m,2.6,0.2,1.0,160.0,,,,,,,,,,,,,,,6464,0.015,5m,1.6,0.0,1.5,592,,,,,,,,,,,,,,,6512.0,0.01,5m,1.6,0.6000000000000001,1.5,504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4192.0,0.02,3m,2.8,0.8,2.0,392.0,6072.0,0.02,2m,1.6,0.4,0.5,576.0,3160.0,0.015,1m,2.6,0.6000000000000001,2.0,672.0,,,,,,,,,,,,,,,,,,,,,,0.45,8,COMPLETE
51,51,-2.7513633968449636,2025-06-21 19:07:56.101350,2025-06-21 19:08:00.677712,0 days 00:00:04.576362,,,,,,,,2928.0,0.01,3m,2.6,0.0,2.0,544.0,3640,0.01,2m,1.4,0.4,2.0,632,7024.0,0.015,2m,1.4,0.6000000000000001,2.0,760.0,5120.0,0.01,2m,2.6,1.0,1.0,616.0,,,,,,,,,,,,,,,5424,0.015,5m,2.4000000000000004,0.2,1.5,840,,,,,,,,,,,,,,,7464.0,0.015,1m,2.0,0.8,1.0,368.0,,,,,,,,3488.0,0.02,2m,1.4,0.2,1.5,1024.0,,,,,,,,,,,,,,,2752.0,0.015,3m,2.8,0.6000000000000001,1.5,608.0,2368.0,0.015,2m,1.2,0.4,1.5,240.0,1720.0,0.015,2m,2.8,0.8,1.5,480.0,6680.0,0.015,4m,1.2,0.2,0.5,624.0,,,,,,,,,,,,,,,0.5,10,COMPLETE
52,52,0.12162151553546632,2025-06-21 19:08:00.773623,2025-06-21 19:08:03.963757,0 days 00:00:03.190134,,,,,,,,3328.0,0.01,1m,2.2,0.8,2.0,408.0,4088,0.01,2m,1.2,0.2,2.0,792,7376.0,0.015,5m,1.0,0.4,2.0,792.0,4600.0,0.01,2m,2.8,0.8,1.0,800.0,,,,,,,,,,,,,,,1640,0.015,1m,2.2,0.2,1.5,640,,,,,,,,,,,,,,,1872.0,0.015,4m,2.2,1.0,1.0,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2072.0,0.015,5m,1.4,0.2,1.5,496.0,2488.0,0.015,5m,2.6,0.8,1.5,552.0,,,,,,,,,,,,,,,,,,,,,,0.45,7,COMPLETE
53,53,-2.129536995988238,2025-06-21 19:08:04.026158,2025-06-21 19:08:08.584658,0 days 00:00:04.558500,,,,,,,,6512.0,0.01,2m,2.4000000000000004,0.2,2.0,568.0,1744,0.01,2m,1.6,0.0,2.0,512,6032.0,0.01,4m,2.0,0.2,2.0,888.0,3784.0,0.02,2m,2.4000000000000004,1.0,1.0,648.0,,,,,,,,,,,,,,,2360,0.015,5m,1.0,0.2,1.5,720,,,,,,,,,,,,,,,8136.0,0.015,4m,1.8,0.8,1.5,192.0,,,,,,,,5168.0,0.015,4m,2.0,0.6000000000000001,2.0,360.0,,,,,,,,,,,,,,,4656.0,0.02,3m,2.6,0.8,1.5,544.0,2872.0,0.015,1m,1.0,0.2,1.5,552.0,3912.0,0.015,2m,3.0,0.8,1.5,624.0,7400.0,0.015,4m,1.2,0.0,0.5,448.0,,,,,,,,,,,,,,,0.5,10,COMPLETE
54,54,-2.9683307499760954,2025-06-21 19:08:08.671776,2025-06-21 19:08:17.455487,0 days 00:00:08.783711,5032.0,0.01,5m,2.4000000000000004,0.4,1.5,1000.0,2168.0,0.01,5m,1.8,0.0,2.0,520.0,2880,0.015,5m,1.4,0.4,2.0,616,6784.0,0.015,5m,2.2,0.6000000000000001,2.0,640.0,4856.0,0.01,1m,2.6,1.0,1.0,744.0,5080.0,0.015,1m,1.4,0.0,1.5,1024.0,6896.0,0.01,2m,3.0,1.0,0.5,96.0,5800,0.015,2m,2.0,0.4,0.5,520,1080.0,0.015,2m,2.0,1.0,2.0,592.0,1048.0,0.01,4m,3.0,0.0,0.5,976.0,5960.0,0.015,1m,2.4000000000000004,1.0,0.5,336.0,1192.0,0.02,1m,1.8,0.0,1.0,720.0,3768.0,0.015,5m,1.2,0.2,1.5,80.0,8192.0,0.01,1m,3.0,1.0,0.5,1008.0,1376.0,0.01,5m,1.0,0.4,0.5,1016.0,2088.0,0.015,3m,3.0,0.6000000000000001,1.5,688.0,2608.0,0.015,3m,2.2,0.8,1.5,432.0,2696.0,0.015,1m,2.8,0.6000000000000001,1.5,536.0,6168.0,0.015,4m,1.4,0.2,0.5,704.0,1392.0,0.01,3m,1.0,0.0,0.5,952.0,2240.0,0.02,1m,1.6,1.0,1.5,104.0,0.05,20,COMPLETE
55,55,-2.488372472273201,2025-06-21 19:08:17.540874,2025-06-21 19:08:21.712547,0 days 00:00:04.171673,,,,,,,,5048.0,0.01,3m,2.6,0.4,2.0,104.0,2376,0.01,2m,1.2,0.2,2.0,112,5176.0,0.02,2m,1.8,0.4,2.0,720.0,5936.0,0.02,2m,3.0,0.8,1.5,600.0,,,,,,,,,,,,,,,6320,0.015,3m,2.2,0.2,1.0,256,,,,,,,,,,,,,,,7336.0,0.01,4m,2.0,0.8,1.0,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5056.0,0.015,3m,2.8,1.0,2.0,488.0,8192.0,0.015,2m,1.6,0.4,1.5,656.0,2320.0,0.02,2m,2.6,0.6000000000000001,1.0,712.0,7104.0,0.015,4m,1.4,0.4,1.0,592.0,,,,,,,,,,,,,,,0.4,9,COMPLETE
56,56,0.08968995092308572,2025-06-21 19:08:21.803125,2025-06-21 19:08:23.546196,0 days 00:00:01.743071,,,,,,,,,,,,,,,5200,0.015,2m,2.8,0.6000000000000001,2.0,744,,,,,,,,5336.0,0.015,2m,2.8,1.0,1.0,520.0,,,,,,,,,,,,,,,4672,0.015,5m,1.8,0.2,1.5,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2096.0,0.02,1m,1.2,0.6000000000000001,1.0,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3,COMPLETE
57,57,-1.1859023293770357,2025-06-21 19:08:23.590660,2025-06-21 19:08:27.218666,0 days 00:00:03.628006,,,,,,,,6048.0,0.015,3m,2.2,0.0,0.5,152.0,3448,0.01,2m,1.0,0.2,2.0,808,7912.0,0.015,1m,1.6,0.6000000000000001,2.0,144.0,3768.0,0.02,2m,2.4000000000000004,1.0,1.0,688.0,,,,,,,,,,,,,,,7032,0.015,4m,1.2,0.4,1.5,760,,,,,,,,,,,,,,,5616.0,0.015,3m,1.4,1.0,1.0,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4224.0,0.015,3m,2.4000000000000004,1.0,1.0,352.0,1040.0,0.015,5m,1.4,1.0,1.5,112.0,3032.0,0.01,5m,3.0,0.8,0.5,408.0,,,,,,,,,,,,,,,,,,,,,,0.45,8,COMPLETE
58,58,0.007869059072913253,2025-06-21 19:08:27.301371,2025-06-21 19:08:29.538684,0 days 00:00:02.237313,,,,,,,,,,,,,,,5560,0.015,4m,1.4,0.4,1.5,568,7152.0,0.02,5m,2.0,0.4,1.5,512.0,2576.0,0.01,2m,2.6,1.0,0.5,120.0,,,,,,,,,,,,,,,1824,0.015,4m,2.6,0.0,1.0,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4016.0,0.015,2m,2.6,0.8,1.5,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
59,59,-1.5157838859287063,2025-06-21 19:08:29.599589,2025-06-21 19:08:34.370585,0 days 00:00:04.770996,,,,,,,,1464.0,0.01,3m,2.0,0.8,1.0,328.0,6368,0.01,2m,2.0,0.0,2.0,656,2752.0,0.015,3m,2.4000000000000004,0.8,2.0,600.0,4280.0,0.015,3m,3.0,0.8,1.0,832.0,,,,,,,,,,,,,,,3152,0.015,2m,2.4000000000000004,0.2,2.0,552,,,,,,,,,,,,,,,6592.0,0.01,1m,2.2,0.6000000000000001,2.0,176.0,,,,,,,,6448.0,0.01,1m,1.8,0.4,1.0,888.0,,,,,,,,,,,,,,,3304.0,0.02,5m,2.0,0.8,2.0,576.0,2464.0,0.02,3m,1.2,0.4,2.0,744.0,4336.0,0.015,2m,1.4,0.4,1.5,920.0,5440.0,0.01,1m,1.8,0.0,0.5,264.0,,,,,,,,3272.0,0.01,5m,2.2,0.6000000000000001,1.0,424.0,0.4,11,COMPLETE
60,60,-1.6162525761793254,2025-06-21 19:08:34.440375,2025-06-21 19:08:37.222378,0 days 00:00:02.782003,,,,,,,,2600.0,0.01,4m,1.6,0.2,2.0,456.0,4768,0.015,5m,3.0,0.6000000000000001,2.0,704,6192.0,0.015,5m,2.6,1.0,0.5,816.0,3176.0,0.01,1m,2.8,0.4,0.5,592.0,,,,,,,,,,,,,,,8104,0.015,5m,2.0,0.4,1.5,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.0,0.015,2m,1.0,0.2,1.0,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,5,COMPLETE
61,61,-0.7955943126044326,2025-06-21 19:08:37.309325,2025-06-21 19:08:42.695070,0 days 00:00:05.385745,,,,,,,,1336.0,0.01,4m,2.8,0.2,2.0,256.0,2688,0.015,2m,2.0,1.0,2.0,136,7776.0,0.02,3m,1.6,0.8,2.0,464.0,7728.0,0.015,2m,2.8,0.8,0.5,800.0,1400.0,0.01,3m,2.2,0.4,1.0,312.0,,,,,,,,4376,0.015,4m,2.4000000000000004,0.2,1.5,352,,,,,,,,,,,,,,,7672.0,0.015,4m,2.4000000000000004,0.8,1.0,152.0,,,,,,,,7440.0,0.01,3m,2.4000000000000004,0.8,0.5,552.0,,,,,,,,,,,,,,,6400.0,0.01,4m,2.4000000000000004,0.4,1.5,184.0,2016.0,0.01,4m,1.2,0.2,2.0,656.0,1440.0,0.015,4m,2.4000000000000004,1.0,1.5,472.0,8104.0,0.015,5m,2.8,0.0,1.0,832.0,,,,,,,,5480.0,0.015,3m,2.8,0.2,0.5,688.0,0.4,12,COMPLETE
62,62,-0.7498448958547549,2025-06-21 19:08:42.775581,2025-06-21 19:08:48.445267,0 days 00:00:05.669686,,,,,,,,1728.0,0.01,4m,1.0,0.2,2.0,200.0,2512,0.015,2m,1.6,1.0,2.0,184,8176.0,0.02,3m,1.4,0.8,2.0,272.0,6488.0,0.015,2m,2.6,0.8,0.5,848.0,2232.0,0.01,3m,2.8,0.8,0.5,240.0,,,,,,,,3776,0.015,4m,2.4000000000000004,0.4,1.5,472,,,,,,,,,,,,,,,4576.0,0.02,4m,1.8,0.8,1.0,296.0,6480.0,0.01,5m,2.6,0.8,1.5,328.0,7720.0,0.01,2m,2.8,1.0,0.5,752.0,,,,,,,,,,,,,,,5072.0,0.015,4m,2.6,0.6000000000000001,1.5,680.0,1736.0,0.01,4m,1.4,0.2,2.0,728.0,3392.0,0.015,2m,2.4000000000000004,0.8,1.5,152.0,7600.0,0.015,4m,2.2,0.0,0.5,864.0,,,,,,,,7344.0,0.02,3m,1.0,0.4,0.5,896.0,0.35000000000000003,13,COMPLETE
63,63,-1.6097345867385082,2025-06-21 19:08:48.508540,2025-06-21 19:08:54.933612,0 days 00:00:06.425072,1152.0,0.02,1m,1.6,1.0,1.0,584.0,1280.0,0.01,4m,2.8,0.4,2.0,64.0,3712,0.015,2m,1.8,0.8,2.0,104,7584.0,0.02,3m,1.6,0.8,2.0,520.0,1128.0,0.015,2m,2.8,0.6000000000000001,0.5,888.0,4016.0,0.015,2m,2.0,0.4,1.0,480.0,,,,,,,,3984,0.015,4m,2.6,0.4,1.5,400,,,,,,,,,,,,,,,7064.0,0.015,4m,2.0,1.0,1.0,408.0,4184.0,0.015,3m,1.0,0.4,0.5,504.0,5408.0,0.01,3m,2.2,0.6000000000000001,1.0,616.0,,,,,,,,,,,,,,,7640.0,0.015,2m,2.4000000000000004,0.4,1.5,368.0,1904.0,0.01,4m,1.2,0.0,2.0,784.0,3864.0,0.015,1m,2.8,1.0,1.5,560.0,6848.0,0.015,3m,2.4000000000000004,0.2,1.0,704.0,,,,,,,,6216.0,0.015,3m,2.2,0.0,1.0,552.0,0.45,14,COMPLETE
64,64,-3.002022915943113,2025-06-21 19:08:55.027128,2025-06-21 19:08:59.424431,0 days 00:00:04.397303,,,,,,,,1032.0,0.01,4m,3.0,0.2,2.0,240.0,1960,0.015,2m,1.2,1.0,2.0,968,3528.0,0.02,3m,1.8,0.6000000000000001,2.0,448.0,7040.0,0.015,2m,2.6,0.8,0.5,736.0,,,,,,,,,,,,,,,2616,0.015,4m,2.2,0.2,1.5,280,,,,,,,,,,,,,,,6240.0,0.02,2m,2.2,0.6000000000000001,0.5,872.0,,,,,,,,6824.0,0.01,2m,1.8,0.8,0.5,496.0,,,,,,,,,,,,,,,3184.0,0.01,4m,2.8,0.8,1.5,936.0,1632.0,0.01,4m,1.0,0.4,2.0,368.0,2104.0,0.015,3m,2.2,0.8,1.5,328.0,6208.0,0.02,2m,1.0,0.0,0.5,952.0,,,,,,,,,,,,,,,0.2,10,COMPLETE
65,65,-1.4566788581667063,2025-06-21 19:08:59.503013,2025-06-21 19:09:04.560204,0 days 00:00:05.057191,,,,,,,,2176.0,0.02,2m,2.4000000000000004,0.0,2.0,312.0,4368,0.015,4m,2.4000000000000004,0.8,2.0,256,6928.0,0.02,3m,1.6,1.0,2.0,680.0,5304.0,0.015,4m,2.8,1.0,0.5,648.0,,,,,,,,,,,,,,,3616,0.015,4m,2.8,0.2,1.5,416,,,,,,,,,,,,,,,7840.0,0.015,4m,1.0,0.8,1.0,224.0,,,,,,,,7784.0,0.015,1m,1.4,1.0,1.0,688.0,,,,,,,,,,,,,,,4216.0,0.015,5m,1.8,0.6000000000000001,1.0,464.0,2856.0,0.01,4m,1.2,0.2,2.0,488.0,8176.0,0.015,5m,2.6,1.0,1.0,360.0,6504.0,0.015,4m,1.8,0.4,0.5,704.0,,,,,,,,5056.0,0.015,2m,2.8,0.8,0.5,896.0,0.4,11,COMPLETE
66,66,-1.1788608518218173,2025-06-21 19:09:04.609127,2025-06-21 19:09:08.215910,0 days 00:00:03.606783,,,,,,,,4136.0,0.01,4m,1.4,0.2,1.5,392.0,3008,0.015,2m,1.4,1.0,2.0,136,2072.0,0.02,4m,1.4,0.4,2.0,752.0,4816.0,0.02,2m,2.4000000000000004,1.0,1.0,768.0,,,,,,,,,,,,,,,1376,0.015,4m,1.6,0.6000000000000001,1.0,360,,,,,,,,,,,,,,,5656.0,0.02,4m,2.8,0.2,1.5,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5984.0,0.02,1m,2.6,0.2,1.5,776.0,2208.0,0.015,4m,1.4,0.2,2.0,720.0,4872.0,0.015,2m,1.0,0.8,1.5,504.0,7424.0,0.015,4m,1.4,0.0,1.5,464.0,,,,,,,,,,,,,,,0.35000000000000003,9,COMPLETE
67,67,0.017398780439749007,2025-06-21 19:09:08.282820,2025-06-21 19:09:11.231857,0 days 00:00:02.949037,,,,,,,,1616.0,0.01,1m,3.0,0.0,2.0,176.0,3360,0.015,2m,2.2,0.2,2.0,392,7232.0,0.02,3m,1.8,0.8,1.5,584.0,6736.0,0.015,2m,3.0,0.8,0.5,696.0,,,,,,,,,,,,,,,2176,0.015,3m,2.4000000000000004,0.4,1.5,608,,,,,,,,,,,,,,,3568.0,0.02,4m,3.0,1.0,1.0,536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248.0,0.01,4m,1.6,0.2,1.5,624.0,7784.0,0.02,4m,2.6,1.0,2.0,288.0,,,,,,,,,,,,,,,,,,,,,,0.45,7,COMPLETE
68,68,-4.676500438530109,2025-06-21 19:09:11.282632,2025-06-21 19:09:16.691412,0 days 00:00:05.408780,,,,,,,,7816.0,0.01,5m,1.2,0.2,2.0,696.0,2752,0.02,1m,1.6,1.0,2.0,232,7584.0,0.02,1m,1.6,0.8,2.0,624.0,5928.0,0.015,2m,2.8,0.8,2.0,816.0,1888.0,0.01,4m,2.8,0.8,1.5,672.0,,,,,,,,3264,0.015,1m,1.8,1.0,1.5,312,,,,,,,,,,,,,,,2784.0,0.01,3m,2.6,0.8,0.5,664.0,,,,,,,,6352.0,0.01,5m,2.8,0.8,0.5,888.0,,,,,,,,,,,,,,,6728.0,0.01,2m,1.0,1.0,1.5,320.0,3088.0,0.01,1m,1.2,0.4,2.0,592.0,3688.0,0.015,3m,2.8,0.6000000000000001,1.5,616.0,7160.0,0.02,2m,2.4000000000000004,0.2,1.0,72.0,,,,,,,,7616.0,0.015,4m,2.8,0.2,1.5,760.0,0.3,12,COMPLETE
69,69,0.07667148927803676,2025-06-21 19:09:16.775752,2025-06-21 19:09:19.600652,0 days 00:00:02.824900,,,,,,,,2048.0,0.01,4m,2.6,0.4,2.0,864.0,3904,0.015,4m,1.8,0.8,1.5,448,7968.0,0.015,3m,1.2,1.0,1.0,384.0,7176.0,0.015,5m,2.2,1.0,1.0,880.0,,,,,,,,,,,,,,,2832,0.015,2m,2.6,0.6000000000000001,1.5,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3312.0,0.015,5m,2.0,0.0,1.5,664.0,1048.0,0.01,2m,2.2,1.0,2.0,184.0,,,,,,,,,,,,,,,,,,,,,,0.5,6,COMPLETE
70,70,-1.5300357637188393,2025-06-21 19:09:19.658688,2025-06-21 19:09:25.716472,0 days 00:00:06.057784,3392.0,0.015,3m,2.4000000000000004,0.2,2.0,72.0,3184.0,0.01,4m,2.8,0.0,1.5,112.0,2120,0.015,2m,1.2,1.0,2.0,768,4800.0,0.015,2m,2.0,0.6000000000000001,2.0,352.0,6344.0,0.01,2m,2.6,1.0,0.5,960.0,2952.0,0.015,5m,1.6,1.0,2.0,856.0,,,,,,,,4848,0.01,4m,3.0,0.2,1.0,504,,,,,,,,,,,,,,,1528.0,0.015,5m,1.8,0.8,1.0,440.0,5152.0,0.015,1m,2.6,0.8,1.5,224.0,5392.0,0.015,4m,2.6,0.6000000000000001,1.0,376.0,,,,,,,,,,,,,,,5064.0,0.015,3m,2.2,0.6000000000000001,1.5,192.0,2648.0,0.01,4m,1.4,0.8,2.0,440.0,5544.0,0.015,4m,3.0,0.8,1.0,688.0,8192.0,0.015,4m,1.6,0.0,0.5,864.0,,,,,,,,7240.0,0.01,3m,2.4000000000000004,0.6000000000000001,1.0,448.0,0.4,14,COMPLETE
71,71,0.34943807915419905,2025-06-21 19:09:25.781545,2025-06-21 19:09:27.084049,0 days 00:00:01.302504,,,,,,,,,,,,,,,4208,0.02,4m,2.6,0.8,2.0,80,,,,,,,,7896.0,0.02,4m,3.0,1.0,0.5,272.0,,,,,,,,,,,,,,,1360,0.02,4m,2.2,0.8,1.0,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
72,72,0.22629571958363165,2025-06-21 19:09:27.120566,2025-06-21 19:09:28.499441,0 days 00:00:01.378875,,,,,,,,,,,,,,,4208,0.02,4m,2.6,0.8,2.0,80,,,,,,,,7184.0,0.02,4m,3.0,1.0,0.5,216.0,,,,,,,,,,,,,,,1464,0.02,4m,2.2,0.8,1.0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
73,73,-0.23751040956171554,2025-06-21 19:09:28.570896,2025-06-21 19:09:30.383189,0 days 00:00:01.812293,,,,,,,,,,,,,,,1336,0.02,4m,2.6,1.0,2.0,64,,,,,,,,7784.0,0.02,4m,3.0,1.0,0.5,288.0,,,,,,,,,,,,,,,1864,0.02,4m,2.2,0.8,0.5,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872.0,0.015,3m,1.0,0.4,2.0,704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,3,COMPLETE
