,number,value,datetime_start,datetime_complete,duration,params_ABNB_EBAY_beta_win,params_ABNB_EBAY_stop_loss,params_ABNB_EBAY_trade_freq,params_ABNB_EBAY_z_entry,params_ABNB_EBAY_z_exit,params_ABNB_EBAY_z_stop_scaler,params_ABNB_EBAY_z_win,params_ADSK_PCAR_beta_win,params_ADSK_PCAR_stop_loss,params_ADSK_PCAR_trade_freq,params_ADSK_PCAR_z_entry,params_ADSK_PCAR_z_exit,params_ADSK_PCAR_z_stop_scaler,params_ADSK_PCAR_z_win,params_ALGN_IDXX_beta_win,params_ALGN_IDXX_stop_loss,params_ALGN_IDXX_trade_freq,params_ALGN_IDXX_z_entry,params_ALGN_IDXX_z_exit,params_ALGN_IDXX_z_stop_scaler,params_ALGN_IDXX_z_win,params_ALGN_ISRG_beta_win,params_ALGN_ISRG_stop_loss,params_ALGN_ISRG_trade_freq,params_ALGN_ISRG_z_entry,params_ALGN_ISRG_z_exit,params_ALGN_ISRG_z_stop_scaler,params_ALGN_ISRG_z_win,params_AMD_LRCX_beta_win,params_AMD_LRCX_stop_loss,params_AMD_LRCX_trade_freq,params_AMD_LRCX_z_entry,params_AMD_LRCX_z_exit,params_AMD_LRCX_z_stop_scaler,params_AMD_LRCX_z_win,params_BIDU_ZM_beta_win,params_BIDU_ZM_stop_loss,params_BIDU_ZM_trade_freq,params_BIDU_ZM_z_entry,params_BIDU_ZM_z_exit,params_BIDU_ZM_z_stop_scaler,params_BIDU_ZM_z_win,params_CSCO_WDAY_beta_win,params_CSCO_WDAY_stop_loss,params_CSCO_WDAY_trade_freq,params_CSCO_WDAY_z_entry,params_CSCO_WDAY_z_exit,params_CSCO_WDAY_z_stop_scaler,params_CSCO_WDAY_z_win,params_DDOG_GOOGL_beta_win,params_DDOG_GOOGL_stop_loss,params_DDOG_GOOGL_trade_freq,params_DDOG_GOOGL_z_entry,params_DDOG_GOOGL_z_exit,params_DDOG_GOOGL_z_stop_scaler,params_DDOG_GOOGL_z_win,params_DDOG_GOOG_beta_win,params_DDOG_GOOG_stop_loss,params_DDOG_GOOG_trade_freq,params_DDOG_GOOG_z_entry,params_DDOG_GOOG_z_exit,params_DDOG_GOOG_z_stop_scaler,params_DDOG_GOOG_z_win,params_DDOG_ZS_beta_win,params_DDOG_ZS_stop_loss,params_DDOG_ZS_trade_freq,params_DDOG_ZS_z_entry,params_DDOG_ZS_z_exit,params_DDOG_ZS_z_stop_scaler,params_DDOG_ZS_z_win,params_EBAY_ISRG_beta_win,params_EBAY_ISRG_stop_loss,params_EBAY_ISRG_trade_freq,params_EBAY_ISRG_z_entry,params_EBAY_ISRG_z_exit,params_EBAY_ISRG_z_stop_scaler,params_EBAY_ISRG_z_win,params_EBAY_SPLK_beta_win,params_EBAY_SPLK_stop_loss,params_EBAY_SPLK_trade_freq,params_EBAY_SPLK_z_entry,params_EBAY_SPLK_z_exit,params_EBAY_SPLK_z_stop_scaler,params_EBAY_SPLK_z_win,params_EBAY_SWKS_beta_win,params_EBAY_SWKS_stop_loss,params_EBAY_SWKS_trade_freq,params_EBAY_SWKS_z_entry,params_EBAY_SWKS_z_exit,params_EBAY_SWKS_z_stop_scaler,params_EBAY_SWKS_z_win,params_EBAY_WDAY_beta_win,params_EBAY_WDAY_stop_loss,params_EBAY_WDAY_trade_freq,params_EBAY_WDAY_z_entry,params_EBAY_WDAY_z_exit,params_EBAY_WDAY_z_stop_scaler,params_EBAY_WDAY_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_ISRG_SWKS_beta_win,params_ISRG_SWKS_stop_loss,params_ISRG_SWKS_trade_freq,params_ISRG_SWKS_z_entry,params_ISRG_SWKS_z_exit,params_ISRG_SWKS_z_stop_scaler,params_ISRG_SWKS_z_win,params_MELI_MSFT_beta_win,params_MELI_MSFT_stop_loss,params_MELI_MSFT_trade_freq,params_MELI_MSFT_z_entry,params_MELI_MSFT_z_exit,params_MELI_MSFT_z_stop_scaler,params_MELI_MSFT_z_win,params_MNST_WBA_beta_win,params_MNST_WBA_stop_loss,params_MNST_WBA_trade_freq,params_MNST_WBA_z_entry,params_MNST_WBA_z_exit,params_MNST_WBA_z_stop_scaler,params_MNST_WBA_z_win,params_MSFT_PYPL_beta_win,params_MSFT_PYPL_stop_loss,params_MSFT_PYPL_trade_freq,params_MSFT_PYPL_z_entry,params_MSFT_PYPL_z_exit,params_MSFT_PYPL_z_stop_scaler,params_MSFT_PYPL_z_win,params_TSLA_VRSK_beta_win,params_TSLA_VRSK_stop_loss,params_TSLA_VRSK_trade_freq,params_TSLA_VRSK_z_entry,params_TSLA_VRSK_z_exit,params_TSLA_VRSK_z_stop_scaler,params_TSLA_VRSK_z_win,params_buffer_capital,params_pairs_to_trade,state
50,50,1.0005925671373395,2025-06-21 19:19:42.190848,2025-06-21 19:19:46.407030,0 days 00:00:04.216182,2424.0,0.02,3m,1.8,0.2,1.5,664.0,,,,,,,,7640.0,0.015,3m,1.0,0.8,1.5,864.0,7096.0,0.01,5m,2.8,0.2,1.5,64.0,1800.0,0.015,1m,1.2,0.6000000000000001,1.5,240.0,2832.0,0.02,4m,1.6,0.2,1.0,872.0,4384.0,0.015,3m,1.2,0.2,0.5,392.0,,,,,,,,,,,,,,,2608.0,0.015,2m,1.8,0.2,2.0,104.0,,,,,,,,3432.0,0.02,4m,2.0,1.0,1.5,768.0,,,,,,,,,,,,,,,6768.0,0.01,5m,1.0,0.2,2.0,576.0,,,,,,,,,,,,,,,5376,0.01,1m,3.0,0.2,1.0,280,,,,,,,,,,,,,,,0.2,10,COMPLETE
51,51,0.659840112420723,2025-06-21 19:19:46.490052,2025-06-21 19:19:48.503433,0 days 00:00:02.013381,2264.0,0.02,1m,2.4000000000000004,0.2,2.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7680.0,0.015,3m,1.2,0.2,1.0,872.0,,,,,,,,,,,,,,,1776.0,0.01,2m,1.6,0.0,2.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024.0,0.01,5m,1.0,0.6000000000000001,1.5,624.0,,,,,,,,,,,,,,,6568,0.01,5m,2.8,1.0,1.5,448,,,,,,,,,,,,,,,0.05,5,COMPLETE
52,52,2.1017922567396052,2025-06-21 19:19:48.554866,2025-06-21 19:19:51.152390,0 days 00:00:02.597524,2680.0,0.02,1m,2.4000000000000004,0.2,2.0,88.0,,,,,,,,,,,,,,,4904.0,0.015,4m,1.6,0.4,2.0,224.0,,,,,,,,,,,,,,,7464.0,0.015,3m,1.4,0.2,1.0,888.0,,,,,,,,,,,,,,,2000.0,0.01,2m,1.6,0.0,2.0,192.0,,,,,,,,4360.0,0.015,1m,2.6,0.8,1.5,688.0,,,,,,,,,,,,,,,4544.0,0.01,5m,1.0,0.6000000000000001,1.5,608.0,,,,,,,,,,,,,,,6248,0.01,5m,2.8,1.0,1.5,472,,,,,,,,,,,,,,,0.05,7,COMPLETE
53,53,0.22651553275798622,2025-06-21 19:19:51.245550,2025-06-21 19:19:53.952314,0 days 00:00:02.706764,2824.0,0.02,1m,2.0,0.2,2.0,160.0,,,,,,,,,,,,,,,4744.0,0.015,4m,1.6,0.4,2.0,200.0,,,,,,,,,,,,,,,6544.0,0.015,3m,1.0,0.4,1.0,824.0,,,,,,,,,,,,,,,3032.0,0.01,2m,1.4,0.0,2.0,208.0,,,,,,,,4232.0,0.015,1m,2.6,0.8,1.5,696.0,,,,,,,,,,,,,,,5672.0,0.01,5m,1.2,0.6000000000000001,1.5,456.0,,,,,,,,,,,,,,,6272,0.01,5m,2.6,1.0,1.5,536,,,,,,,,,,,,,,,0.05,7,COMPLETE
54,54,0.414013449714898,2025-06-21 19:19:53.999185,2025-06-21 19:19:57.177609,0 days 00:00:03.178424,3088.0,0.02,1m,2.2,0.0,2.0,104.0,,,,,,,,6712.0,0.015,1m,1.4,0.6000000000000001,0.5,400.0,3880.0,0.015,4m,2.0,0.4,2.0,256.0,2456.0,0.01,1m,1.6,0.6000000000000001,0.5,136.0,,,,,,,,8048.0,0.015,5m,1.4,0.0,1.0,280.0,,,,,,,,,,,,,,,1400.0,0.01,1m,1.6,0.2,2.0,432.0,,,,,,,,4768.0,0.015,1m,2.6,0.6000000000000001,1.5,640.0,,,,,,,,,,,,,,,3664.0,0.01,5m,1.4,0.4,1.5,576.0,,,,,,,,,,,,,,,4520,0.01,5m,2.4000000000000004,1.0,1.5,584,,,,,,,,,,,,,,,0.1,9,COMPLETE
55,55,0.7291165455065707,2025-06-21 19:19:57.259512,2025-06-21 19:20:01.357791,0 days 00:00:04.098279,4192.0,0.02,1m,3.0,0.2,2.0,216.0,,,,,,,,3576.0,0.015,2m,2.0,0.0,2.0,560.0,5584.0,0.015,3m,1.2,0.6000000000000001,2.0,120.0,3528.0,0.015,4m,1.0,0.8,1.0,280.0,3992.0,0.015,5m,1.2,0.0,1.0,368.0,6984.0,0.015,3m,1.6,1.0,1.0,896.0,,,,,,,,,,,,,,,4312.0,0.015,2m,1.2,0.0,1.5,320.0,,,,,,,,6568.0,0.015,1m,3.0,1.0,1.5,584.0,5640.0,0.015,3m,2.2,1.0,1.5,392.0,,,,,,,,4512.0,0.01,1m,1.2,0.8,1.5,752.0,,,,,,,,,,,,,,,5808,0.01,5m,2.8,0.8,1.5,472,,,,,,,,,,,,,,,0.15000000000000002,11,COMPLETE
56,56,-1.2658724482794166,2025-06-21 19:20:01.488495,2025-06-21 19:20:04.595626,0 days 00:00:03.107131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4920.0,0.015,2m,1.0,0.2,1.0,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2896.0,0.01,4m,1.0,0.6000000000000001,1.5,504.0,,,,,,,,,,,,,,,7784,0.01,5m,2.6,1.0,1.5,664,,,,,,,,,,,,,,,0.1,3,COMPLETE
57,57,1.0592557861742318,2025-06-21 19:20:04.730588,2025-06-21 19:20:12.204951,0 days 00:00:07.474363,4640.0,0.015,4m,2.2,0.4,2.0,328.0,,,,,,,,,,,,,,,3104.0,0.015,4m,1.6,0.6000000000000001,1.5,328.0,4304.0,0.01,5m,2.0,1.0,1.5,184.0,,,,,,,,5824.0,0.01,1m,1.4,0.8,1.5,64.0,,,,,,,,,,,,,,,4768.0,0.01,3m,1.8,0.0,1.5,184.0,,,,,,,,4192.0,0.02,5m,2.8,0.8,1.0,864.0,,,,,,,,,,,,,,,4128.0,0.015,5m,1.2,0.4,1.5,360.0,,,,,,,,,,,,,,,4968,0.01,5m,3.0,1.0,1.5,400,,,,,,,,,,,,,,,0.4,8,COMPLETE
58,58,1.3313299366165696,2025-06-21 19:20:12.376146,2025-06-21 19:20:19.925781,0 days 00:00:07.549635,5368.0,0.02,1m,2.6,0.2,2.0,264.0,,,,,,,,4400.0,0.02,4m,1.2,0.4,1.5,696.0,4488.0,0.015,5m,2.0,0.2,2.0,280.0,4976.0,0.015,1m,1.2,0.8,1.0,576.0,5352.0,0.01,5m,1.6,0.4,1.5,784.0,7408.0,0.015,5m,1.2,0.0,1.0,992.0,,,,,,,,,,,,,,,2896.0,0.01,5m,1.4,0.2,2.0,104.0,,,,,,,,3512.0,0.015,1m,2.2,0.0,1.5,712.0,7192.0,0.02,3m,1.8,0.6000000000000001,1.0,184.0,,,,,,,,3312.0,0.02,5m,2.0,0.8,1.0,688.0,3104.0,0.01,4m,3.0,0.4,1.0,240.0,7656.0,0.015,3m,1.4,0.6000000000000001,0.5,592.0,5400,0.015,4m,2.4000000000000004,0.8,1.0,536,,,,,,,,,,,,,,,0.3,13,COMPLETE
59,59,-3.356907105787224,2025-06-21 19:20:20.042930,2025-06-21 19:20:26.323485,0 days 00:00:06.280555,5784.0,0.02,2m,2.8,0.4,1.5,560.0,5928.0,0.015,3m,2.0,0.6000000000000001,1.5,104.0,7608.0,0.015,5m,2.6,0.2,1.0,752.0,4848.0,0.02,1m,1.4,0.2,2.0,208.0,2496.0,0.01,1m,1.4,0.4,1.5,112.0,2696.0,0.015,5m,1.0,0.2,0.5,528.0,7776.0,0.015,3m,1.0,0.6000000000000001,1.5,936.0,2912.0,0.015,3m,2.8,0.8,2.0,768.0,,,,,,,,2488.0,0.015,2m,2.0,0.0,2.0,248.0,1088.0,0.015,3m,1.0,0.4,2.0,72.0,4736.0,0.02,2m,2.4000000000000004,1.0,2.0,352.0,4624.0,0.015,4m,2.2,0.8,2.0,512.0,,,,,,,,3824.0,0.01,3m,2.2,0.6000000000000001,1.5,944.0,2232.0,0.015,2m,2.6,0.2,2.0,544.0,4496.0,0.01,1m,2.4000000000000004,0.8,1.0,992.0,7120,0.01,1m,1.6,1.0,1.5,344,,,,,,,,,,,,,,,0.05,16,COMPLETE
60,60,-3.672237269291215,2025-06-21 19:20:26.422363,2025-06-21 19:20:33.407024,0 days 00:00:06.984661,3328.0,0.02,1m,2.4000000000000004,0.0,2.0,1016.0,2096.0,0.01,4m,2.6,1.0,1.5,648.0,5984.0,0.01,1m,2.2,0.8,2.0,456.0,3792.0,0.015,4m,1.6,0.4,1.5,352.0,2960.0,0.01,2m,2.0,0.6000000000000001,0.5,496.0,1608.0,0.02,2m,1.8,0.4,1.0,920.0,4320.0,0.015,3m,1.2,0.4,1.0,616.0,6048.0,0.01,1m,1.6,0.2,1.0,336.0,1168.0,0.02,1m,3.0,1.0,2.0,1000.0,2088.0,0.01,2m,1.4,0.2,1.5,376.0,5336.0,0.015,2m,2.0,0.6000000000000001,1.0,672.0,1520.0,0.015,1m,3.0,0.6000000000000001,1.5,544.0,5904.0,0.015,2m,2.6,1.0,1.5,336.0,,,,,,,,5448.0,0.015,5m,1.0,0.4,1.5,448.0,4240.0,0.01,5m,1.6,0.2,1.0,528.0,2312.0,0.015,1m,1.6,1.0,1.5,224.0,6736,0.01,2m,1.8,0.8,1.5,424,6472.0,0.02,4m,1.2,0.0,0.5,72.0,,,,,,,,0.2,18,COMPLETE
61,61,1.2616905495907837,2025-06-21 19:20:33.507388,2025-06-21 19:20:36.081153,0 days 00:00:02.573765,2504.0,0.02,1m,2.4000000000000004,0.2,2.0,88.0,,,,,,,,,,,,,,,5192.0,0.015,4m,1.4,0.4,2.0,232.0,,,,,,,,,,,,,,,7368.0,0.015,3m,1.4,0.2,1.0,864.0,,,,,,,,,,,,,,,1912.0,0.01,2m,1.6,0.0,2.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4864.0,0.01,5m,1.0,0.6000000000000001,1.5,592.0,,,,,,,,,,,,,,,6448,0.01,5m,2.8,1.0,1.5,472,,,,,,,,,,,,,,,0.05,6,COMPLETE
62,62,-0.7426183570084606,2025-06-21 19:20:36.166670,2025-06-21 19:20:38.150153,0 days 00:00:01.983483,2120.0,0.02,1m,2.4000000000000004,0.2,2.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6472.0,0.015,3m,1.2,0.2,1.0,336.0,,,,,,,,,,,,,,,1472.0,0.01,2m,1.6,0.0,2.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5952.0,0.01,5m,1.0,0.6000000000000001,1.5,656.0,,,,,,,,,,,,,,,5664,0.01,5m,2.8,1.0,1.5,432,,,,,,,,,,,,,,,0.05,5,COMPLETE
63,63,0.1413673341398431,2025-06-21 19:20:38.227353,2025-06-21 19:20:40.882713,0 days 00:00:02.655360,1752.0,0.02,1m,2.0,0.2,2.0,184.0,,,,,,,,,,,,,,,5488.0,0.015,4m,1.2,0.4,2.0,272.0,,,,,,,,,,,,,,,8184.0,0.015,3m,1.0,0.2,1.0,808.0,,,,,,,,,,,,,,,3424.0,0.01,2m,1.8,0.0,2.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5032.0,0.01,5m,2.4000000000000004,0.6000000000000001,1.5,616.0,,,,,,,,,,,,,,,6032,0.01,5m,2.6,1.0,1.5,160,,,,,,,,,,,,,,,0.1,6,COMPLETE
64,64,0.32601448263880506,2025-06-21 19:20:40.974755,2025-06-21 19:20:42.883873,0 days 00:00:01.909118,7872.0,0.02,2m,2.6,0.2,2.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,0.015,5m,1.2,1.0,1.0,712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4392.0,0.01,5m,1.2,0.6000000000000001,1.5,544.0,,,,,,,,,,,,,,,6456,0.01,5m,3.0,1.0,1.5,368,,,,,,,,,,,,,,,0.05,4,COMPLETE
65,65,0.2382570022357434,2025-06-21 19:20:42.990846,2025-06-21 19:20:45.905028,0 days 00:00:02.914182,2800.0,0.015,3m,2.2,0.6000000000000001,2.0,64.0,,,,,,,,,,,,,,,4160.0,0.015,4m,1.4,0.4,2.0,112.0,,,,,,,,,,,,,,,5536.0,0.015,3m,1.6,0.4,1.0,888.0,,,,,,,,,,,,,,,6040.0,0.01,2m,1.6,0.0,2.0,88.0,,,,,,,,5576.0,0.015,2m,2.8,0.8,1.0,984.0,,,,,,,,,,,,,,,4736.0,0.01,5m,1.0,0.6000000000000001,1.5,640.0,,,,,,,,,,,,,,,7416,0.01,5m,2.8,1.0,1.5,520,,,,,,,,,,,,,,,0.1,7,COMPLETE
66,66,-1.0177458147256817,2025-06-21 19:20:45.996745,2025-06-21 19:20:49.241381,0 days 00:00:03.244636,3768.0,0.02,1m,2.0,0.2,2.0,456.0,,,,,,,,,,,,,,,6112.0,0.015,4m,1.0,0.2,2.0,432.0,1592.0,0.015,1m,1.6,0.8,1.0,280.0,,,,,,,,6672.0,0.015,2m,1.0,0.2,1.0,752.0,,,,,,,,,,,,,,,2128.0,0.01,1m,1.4,0.0,2.0,136.0,,,,,,,,2416.0,0.02,3m,2.6,1.0,1.5,784.0,,,,,,,,,,,,,,,5480.0,0.01,5m,1.4,0.8,1.5,1016.0,,,,,,,,,,,,,,,6896,0.01,5m,1.2,0.8,2.0,560,,,,,,,,,,,,,,,0.25,8,COMPLETE
67,67,-3.3305387875086594,2025-06-21 19:20:49.328440,2025-06-21 19:20:53.605780,0 days 00:00:04.277340,1240.0,0.02,4m,2.2,0.4,2.0,144.0,,,,,,,,2320.0,0.02,3m,1.6,0.8,1.5,320.0,4984.0,0.015,5m,2.2,0.4,2.0,200.0,5536.0,0.015,5m,1.8,0.2,1.5,64.0,4096.0,0.015,1m,1.2,0.0,1.5,664.0,6176.0,0.015,3m,1.2,0.8,1.0,176.0,,,,,,,,,,,,,,,2456.0,0.015,2m,1.2,0.2,2.0,184.0,,,,,,,,2960.0,0.015,2m,1.8,0.4,2.0,624.0,2224.0,0.02,1m,1.4,0.6000000000000001,2.0,160.0,,,,,,,,7112.0,0.015,4m,1.0,0.4,1.0,728.0,,,,,,,,,,,,,,,5040,0.02,5m,2.6,1.0,1.5,600,,,,,,,,,,,,,,,0.05,11,COMPLETE
68,68,-0.2573537913574749,2025-06-21 19:20:53.690154,2025-06-21 19:20:55.682852,0 days 00:00:01.992698,2568.0,0.015,1m,2.4000000000000004,0.0,2.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6944.0,0.02,3m,1.4,1.0,1.5,840.0,,,,,,,,,,,,,,,2840.0,0.01,3m,1.8,0.0,1.5,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3640.0,0.015,1m,1.2,0.4,1.5,576.0,,,,,,,,,,,,,,,4528,0.01,5m,2.8,1.0,1.0,456,,,,,,,,,,,,,,,0.15000000000000002,5,COMPLETE
69,69,-0.24122253130294388,2025-06-21 19:20:55.770552,2025-06-21 19:20:56.781589,0 days 00:00:01.011037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6288.0,0.02,5m,1.0,0.8,2.0,512.0,,,,,,,,,,,,,,,6208,0.015,5m,3.0,1.0,1.5,248,,,,,,,,,,,,,,,0.45,2,COMPLETE
70,70,-0.20312371489061612,2025-06-21 19:20:56.863989,2025-06-21 19:21:01.348650,0 days 00:00:04.484661,5144.0,0.02,2m,2.6,0.2,2.0,104.0,,,,,,,,4784.0,0.015,5m,2.8,1.0,1.0,592.0,4360.0,0.015,2m,1.8,0.6000000000000001,2.0,536.0,6544.0,0.01,2m,1.4,1.0,1.0,224.0,1672.0,0.01,4m,1.4,0.8,0.5,552.0,7824.0,0.015,5m,1.0,0.0,1.0,784.0,,,,,,,,,,,,,,,4080.0,0.01,2m,2.2,0.4,1.0,240.0,,,,,,,,4160.0,0.015,4m,3.0,0.0,1.0,824.0,7296.0,0.015,3m,2.0,0.8,1.0,504.0,,,,,,,,1976.0,0.01,5m,3.0,0.6000000000000001,1.0,792.0,,,,,,,,5688.0,0.015,3m,1.2,0.6000000000000001,1.0,584.0,5272,0.01,5m,2.2,0.8,2.0,80,,,,,,,,,,,,,,,0.5,12,COMPLETE
71,71,0.5073624974853027,2025-06-21 19:21:01.424382,2025-06-21 19:21:06.701098,0 days 00:00:05.276716,6216.0,0.01,2m,2.0,0.8,1.0,296.0,,,,,,,,5464.0,0.01,3m,1.6,0.4,2.0,944.0,2904.0,0.015,5m,2.2,0.2,1.0,392.0,4568.0,0.02,3m,2.4000000000000004,0.4,2.0,688.0,5616.0,0.01,5m,2.2,0.6000000000000001,1.5,200.0,2088.0,0.02,5m,1.8,0.8,1.0,720.0,,,,,,,,,,,,,,,3720.0,0.02,4m,1.4,0.0,1.5,416.0,,,,,,,,3376.0,0.01,2m,3.0,0.6000000000000001,1.5,744.0,7472.0,0.01,5m,2.8,0.4,2.0,656.0,,,,,,,,1336.0,0.015,2m,2.8,1.0,1.5,112.0,6832.0,0.015,1m,2.4000000000000004,0.8,1.5,864.0,4040.0,0.02,2m,1.0,1.0,2.0,432.0,3264,0.01,3m,2.6,0.6000000000000001,1.5,728,,,,,,,,,,,,,,,0.3,13,COMPLETE
72,72,0.6042844908535413,2025-06-21 19:21:06.799441,2025-06-21 19:21:12.649416,0 days 00:00:05.849975,6584.0,0.01,2m,1.8,0.6000000000000001,0.5,208.0,,,,,,,,5288.0,0.01,3m,1.8,0.4,2.0,896.0,1648.0,0.015,5m,2.6,0.0,2.0,368.0,6656.0,0.02,3m,2.6,0.4,2.0,904.0,6936.0,0.01,5m,2.4000000000000004,0.8,2.0,416.0,1024.0,0.02,5m,2.0,0.8,1.0,944.0,3192.0,0.02,5m,2.4000000000000004,0.8,1.5,816.0,,,,,,,,8192.0,0.015,4m,1.6,0.2,1.5,496.0,,,,,,,,3096.0,0.01,2m,3.0,0.6000000000000001,1.5,896.0,6408.0,0.01,5m,3.0,0.2,2.0,880.0,,,,,,,,5728.0,0.015,2m,2.6,0.8,1.5,256.0,5840.0,0.015,1m,2.2,1.0,2.0,656.0,4920.0,0.02,2m,1.2,1.0,2.0,424.0,3904,0.01,3m,2.8,0.4,1.5,680,,,,,,,,,,,,,,,0.4,14,COMPLETE
73,73,0.5672968077609335,2025-06-21 19:21:12.740697,2025-06-21 19:21:15.113974,0 days 00:00:02.373277,5344.0,0.01,2m,2.2,0.8,1.0,144.0,,,,,,,,,,,,,,,5032.0,0.015,5m,2.4000000000000004,0.2,1.0,440.0,,,,,,,,,,,,,,,3128.0,0.02,5m,1.8,1.0,1.0,856.0,,,,,,,,,,,,,,,7256.0,0.01,4m,1.4,0.0,0.5,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656.0,0.015,2m,2.6,1.0,1.5,888.0,,,,,,,,,,,,,,,4144,0.01,3m,2.8,1.0,1.5,824,,,,,,,,,,,,,,,0.35000000000000003,6,COMPLETE
74,74,1.3326780542105492,2025-06-21 19:21:15.198133,2025-06-21 19:21:23.419958,0 days 00:00:08.221825,6824.0,0.02,2m,2.0,1.0,1.5,96.0,5656.0,0.02,5m,1.4,0.0,1.0,408.0,6880.0,0.01,3m,1.4,0.6000000000000001,2.0,1000.0,5488.0,0.015,5m,1.6,0.2,1.5,280.0,7560.0,0.02,3m,2.4000000000000004,0.6000000000000001,1.5,1024.0,3608.0,0.01,5m,2.0,0.2,1.5,504.0,7168.0,0.02,5m,1.2,0.6000000000000001,2.0,688.0,6120.0,0.015,3m,1.2,0.2,0.5,296.0,,,,,,,,4808.0,0.02,4m,1.2,0.0,1.5,448.0,,,,,,,,3720.0,0.01,2m,2.8,0.8,1.5,688.0,8152.0,0.01,5m,2.6,0.4,1.5,712.0,,,,,,,,2728.0,0.015,2m,2.4000000000000004,0.4,1.5,128.0,8192.0,0.02,4m,1.8,0.6000000000000001,1.5,904.0,2736.0,0.01,5m,1.6,0.8,1.5,544.0,5872,0.01,3m,3.0,0.6000000000000001,1.5,496,,,,,,,,,,,,,,,0.3,15,COMPLETE
75,75,-0.27849697102215504,2025-06-21 19:21:23.579487,2025-06-21 19:21:35.084512,0 days 00:00:11.505025,2048.0,0.02,1m,2.2,0.4,2.0,248.0,6344.0,0.015,2m,1.0,0.4,2.0,848.0,6232.0,0.015,5m,1.6,0.0,1.5,200.0,3544.0,0.015,3m,1.4,0.4,2.0,424.0,5704.0,0.02,3m,3.0,0.4,2.0,664.0,7424.0,0.01,5m,3.0,0.6000000000000001,2.0,712.0,7584.0,0.02,4m,2.2,0.8,1.0,888.0,4000.0,0.015,1m,3.0,0.2,1.5,832.0,,,,,,,,3936.0,0.01,5m,1.6,0.2,1.0,384.0,,,,,,,,2752.0,0.01,5m,2.6,0.6000000000000001,1.5,144.0,5040.0,0.015,3m,2.4000000000000004,0.6000000000000001,2.0,584.0,,,,,,,,4568.0,0.015,5m,2.6,0.6000000000000001,1.5,680.0,7128.0,0.015,3m,1.0,0.8,1.0,1024.0,3936.0,0.02,4m,1.2,1.0,2.0,376.0,5504,0.01,4m,2.6,0.6000000000000001,1.5,392,,,,,,,,,,,,,,,0.35000000000000003,15,COMPLETE
76,76,0.5557538327788372,2025-06-21 19:21:35.191632,2025-06-21 19:21:40.484575,0 days 00:00:05.292943,3544.0,0.01,5m,2.4000000000000004,0.2,1.0,176.0,,,,,,,,3208.0,0.01,3m,1.0,0.4,2.0,432.0,2296.0,0.015,5m,2.8,0.2,0.5,352.0,4200.0,0.015,4m,2.2,0.2,1.5,760.0,4352.0,0.01,3m,2.6,0.4,1.5,592.0,7344.0,0.015,3m,1.6,0.8,1.0,800.0,,,,,,,,,,,,,,,3344.0,0.01,2m,1.4,0.0,2.0,352.0,,,,,,,,4032.0,0.02,2m,3.0,0.4,1.5,744.0,6784.0,0.01,5m,2.8,1.0,2.0,832.0,,,,,,,,4048.0,0.01,2m,2.8,0.8,1.5,600.0,4208.0,0.02,1m,2.8,1.0,2.0,424.0,1936.0,0.015,1m,1.4,0.8,1.5,752.0,3528,0.01,5m,2.8,0.8,1.5,336,,,,,,,,,,,,,,,0.1,13,COMPLETE
