,number,value,datetime_start,datetime_complete,duration,params_ADP_BIIB_beta_win,params_ADP_BIIB_stop_loss,params_ADP_BIIB_trade_freq,params_ADP_BIIB_z_entry,params_ADP_BIIB_z_exit,params_ADP_BIIB_z_stop_scaler,params_ADP_BIIB_z_win,params_ADP_NXPI_beta_win,params_ADP_NXPI_stop_loss,params_ADP_NXPI_trade_freq,params_ADP_NXPI_z_entry,params_ADP_NXPI_z_exit,params_ADP_NXPI_z_stop_scaler,params_ADP_NXPI_z_win,params_AEP_NXPI_beta_win,params_AEP_NXPI_stop_loss,params_AEP_NXPI_trade_freq,params_AEP_NXPI_z_entry,params_AEP_NXPI_z_exit,params_AEP_NXPI_z_stop_scaler,params_AEP_NXPI_z_win,params_AMAT_GOOGL_beta_win,params_AMAT_GOOGL_stop_loss,params_AMAT_GOOGL_trade_freq,params_AMAT_GOOGL_z_entry,params_AMAT_GOOGL_z_exit,params_AMAT_GOOGL_z_stop_scaler,params_AMAT_GOOGL_z_win,params_AMAT_GOOG_beta_win,params_AMAT_GOOG_stop_loss,params_AMAT_GOOG_trade_freq,params_AMAT_GOOG_z_entry,params_AMAT_GOOG_z_exit,params_AMAT_GOOG_z_stop_scaler,params_AMAT_GOOG_z_win,params_BIIB_GEHC_beta_win,params_BIIB_GEHC_stop_loss,params_BIIB_GEHC_trade_freq,params_BIIB_GEHC_z_entry,params_BIIB_GEHC_z_exit,params_BIIB_GEHC_z_stop_scaler,params_BIIB_GEHC_z_win,params_BIIB_NXPI_beta_win,params_BIIB_NXPI_stop_loss,params_BIIB_NXPI_trade_freq,params_BIIB_NXPI_z_entry,params_BIIB_NXPI_z_exit,params_BIIB_NXPI_z_stop_scaler,params_BIIB_NXPI_z_win,params_BKR_ODFL_beta_win,params_BKR_ODFL_stop_loss,params_BKR_ODFL_trade_freq,params_BKR_ODFL_z_entry,params_BKR_ODFL_z_exit,params_BKR_ODFL_z_stop_scaler,params_BKR_ODFL_z_win,params_CHTR_ODFL_beta_win,params_CHTR_ODFL_stop_loss,params_CHTR_ODFL_trade_freq,params_CHTR_ODFL_z_entry,params_CHTR_ODFL_z_exit,params_CHTR_ODFL_z_stop_scaler,params_CHTR_ODFL_z_win,params_CTAS_LIN_beta_win,params_CTAS_LIN_stop_loss,params_CTAS_LIN_trade_freq,params_CTAS_LIN_z_entry,params_CTAS_LIN_z_exit,params_CTAS_LIN_z_stop_scaler,params_CTAS_LIN_z_win,params_CTSH_ODFL_beta_win,params_CTSH_ODFL_stop_loss,params_CTSH_ODFL_trade_freq,params_CTSH_ODFL_z_entry,params_CTSH_ODFL_z_exit,params_CTSH_ODFL_z_stop_scaler,params_CTSH_ODFL_z_win,params_FTNT_SBUX_beta_win,params_FTNT_SBUX_stop_loss,params_FTNT_SBUX_trade_freq,params_FTNT_SBUX_z_entry,params_FTNT_SBUX_z_exit,params_FTNT_SBUX_z_stop_scaler,params_FTNT_SBUX_z_win,params_GEHC_NXPI_beta_win,params_GEHC_NXPI_stop_loss,params_GEHC_NXPI_trade_freq,params_GEHC_NXPI_z_entry,params_GEHC_NXPI_z_exit,params_GEHC_NXPI_z_stop_scaler,params_GEHC_NXPI_z_win,params_GFS_KDP_beta_win,params_GFS_KDP_stop_loss,params_GFS_KDP_trade_freq,params_GFS_KDP_z_entry,params_GFS_KDP_z_exit,params_GFS_KDP_z_stop_scaler,params_GFS_KDP_z_win,params_GOOG_LRCX_beta_win,params_GOOG_LRCX_stop_loss,params_GOOG_LRCX_trade_freq,params_GOOG_LRCX_z_entry,params_GOOG_LRCX_z_exit,params_GOOG_LRCX_z_stop_scaler,params_GOOG_LRCX_z_win,params_INTC_NXPI_beta_win,params_INTC_NXPI_stop_loss,params_INTC_NXPI_trade_freq,params_INTC_NXPI_z_entry,params_INTC_NXPI_z_exit,params_INTC_NXPI_z_stop_scaler,params_INTC_NXPI_z_win,params_KDP_NXPI_beta_win,params_KDP_NXPI_stop_loss,params_KDP_NXPI_trade_freq,params_KDP_NXPI_z_entry,params_KDP_NXPI_z_exit,params_KDP_NXPI_z_stop_scaler,params_KDP_NXPI_z_win,params_MDLZ_NXPI_beta_win,params_MDLZ_NXPI_stop_loss,params_MDLZ_NXPI_trade_freq,params_MDLZ_NXPI_z_entry,params_MDLZ_NXPI_z_exit,params_MDLZ_NXPI_z_stop_scaler,params_MDLZ_NXPI_z_win,params_MRNA_NXPI_beta_win,params_MRNA_NXPI_stop_loss,params_MRNA_NXPI_trade_freq,params_MRNA_NXPI_z_entry,params_MRNA_NXPI_z_exit,params_MRNA_NXPI_z_stop_scaler,params_MRNA_NXPI_z_win,params_SMCI_XEL_beta_win,params_SMCI_XEL_stop_loss,params_SMCI_XEL_trade_freq,params_SMCI_XEL_z_entry,params_SMCI_XEL_z_exit,params_SMCI_XEL_z_stop_scaler,params_SMCI_XEL_z_win,params_buffer_capital,params_pairs_to_trade,state
31,31,1.2138713275297073,2025-06-21 19:41:53.779739,2025-06-21 19:42:01.859372,0 days 00:00:08.079633,4600.0,0.01,5m,2.2,0.8,1.0,952.0,4392.0,0.01,2m,2.6,0.6000000000000001,1.5,480.0,4160.0,0.015,2m,2.0,0.0,1.5,488.0,6024.0,0.015,3m,2.2,0.6000000000000001,0.5,336.0,3056.0,0.02,2m,2.4000000000000004,0.4,1.0,288.0,5144.0,0.02,4m,1.6,0.6000000000000001,1.5,864.0,3864.0,0.02,4m,2.8,0.0,1.5,440.0,6072.0,0.015,5m,1.8,0.6000000000000001,0.5,64.0,5984.0,0.015,2m,1.8,0.6000000000000001,2.0,464.0,,,,,,,,6672.0,0.02,4m,1.8,1.0,1.5,368.0,8008.0,0.01,2m,2.2,0.0,1.0,168.0,4080.0,0.01,2m,2.8,0.2,0.5,376.0,5000.0,0.015,1m,2.8,0.8,1.5,240.0,6680.0,0.02,1m,2.6,0.4,2.0,320.0,4336.0,0.01,1m,1.4,0.0,2.0,680.0,6608,0.015,3m,1.0,0.6000000000000001,1.0,952,3248.0,0.015,1m,1.8,1.0,1.5,408.0,4808.0,0.02,4m,2.6,0.4,1.0,200.0,3344.0,0.015,1m,2.0,0.2,2.0,808.0,0.15000000000000002,19,COMPLETE
32,32,-2.1172089081101673,2025-06-21 19:42:01.959723,2025-06-21 19:42:09.196676,0 days 00:00:07.236953,3912.0,0.01,5m,2.6,0.8,1.0,936.0,7152.0,0.015,2m,2.8,0.6000000000000001,1.5,64.0,3864.0,0.01,1m,2.0,0.0,1.5,616.0,3832.0,0.01,1m,2.8,0.6000000000000001,0.5,168.0,2384.0,0.015,2m,1.6,0.2,1.0,848.0,5424.0,0.01,4m,1.6,0.4,1.5,864.0,5056.0,0.015,4m,2.8,0.2,1.5,656.0,4064.0,0.015,1m,1.8,0.2,1.5,224.0,4184.0,0.01,1m,2.2,0.8,2.0,72.0,,,,,,,,7440.0,0.02,5m,1.8,1.0,1.5,144.0,,,,,,,,3720.0,0.015,2m,2.4000000000000004,0.2,0.5,624.0,8176.0,0.015,1m,2.2,0.8,0.5,184.0,,,,,,,,5624.0,0.01,1m,2.2,0.0,1.5,536.0,5800,0.015,2m,1.0,0.8,1.0,944,3032.0,0.015,4m,2.4000000000000004,0.6000000000000001,2.0,784.0,4392.0,0.02,4m,2.2,0.6000000000000001,1.0,184.0,2800.0,0.01,2m,3.0,1.0,1.0,264.0,0.2,17,COMPLETE
33,33,1.508387703431993,2025-06-21 19:42:09.279277,2025-06-21 19:42:15.659630,0 days 00:00:06.380353,5512.0,0.01,4m,2.4000000000000004,0.6000000000000001,0.5,776.0,6296.0,0.01,3m,2.4000000000000004,0.6000000000000001,2.0,640.0,2032.0,0.01,3m,2.2,0.0,1.5,720.0,6896.0,0.01,3m,2.0,0.8,0.5,432.0,3704.0,0.02,2m,2.6,0.4,1.0,568.0,4320.0,0.015,4m,2.0,0.6000000000000001,1.5,912.0,2064.0,0.02,2m,2.4000000000000004,0.4,1.5,528.0,6936.0,0.015,2m,2.4000000000000004,0.8,0.5,448.0,5944.0,0.015,2m,2.4000000000000004,0.6000000000000001,2.0,240.0,,,,,,,,5848.0,0.02,1m,1.4,0.8,1.5,224.0,,,,,,,,5000.0,0.01,2m,3.0,0.0,1.0,808.0,5360.0,0.015,1m,2.0,1.0,2.0,320.0,,,,,,,,2336.0,0.015,3m,3.0,0.2,2.0,344.0,5984,0.015,3m,1.2,1.0,1.0,944,4864.0,0.02,2m,1.6,0.8,1.5,400.0,5096.0,0.015,4m,2.6,0.8,1.0,352.0,,,,,,,,0.1,16,COMPLETE
34,34,1.3203483284286115,2025-06-21 19:42:15.760372,2025-06-21 19:42:22.956170,0 days 00:00:07.195798,5616.0,0.01,4m,2.2,0.6000000000000001,0.5,752.0,6248.0,0.02,3m,2.4000000000000004,0.4,2.0,672.0,2000.0,0.01,3m,2.6,0.2,1.5,1008.0,7144.0,0.01,1m,2.0,0.8,0.5,432.0,3856.0,0.02,4m,1.8,0.6000000000000001,1.5,584.0,4112.0,0.01,4m,2.0,0.6000000000000001,2.0,800.0,2192.0,0.015,2m,2.2,0.4,2.0,296.0,5736.0,0.015,3m,2.6,0.8,0.5,448.0,1104.0,0.015,2m,2.8,0.4,1.5,200.0,,,,,,,,5968.0,0.02,1m,1.2,0.8,0.5,248.0,,,,,,,,6048.0,0.01,5m,1.8,0.0,1.0,848.0,6736.0,0.015,4m,2.0,1.0,1.0,352.0,,,,,,,,2168.0,0.01,3m,3.0,0.2,2.0,336.0,5984,0.015,3m,1.4,1.0,2.0,736,4840.0,0.015,2m,1.4,0.8,1.5,192.0,5128.0,0.015,4m,2.6,0.8,1.0,352.0,,,,,,,,0.1,16,COMPLETE
35,35,0.575466132505969,2025-06-21 19:42:23.044419,2025-06-21 19:42:28.454641,0 days 00:00:05.410222,6288.0,0.01,4m,2.8,0.4,0.5,656.0,5664.0,0.015,3m,1.8,0.6000000000000001,2.0,504.0,1040.0,0.01,3m,2.2,0.0,1.5,720.0,4880.0,0.01,2m,2.2,1.0,1.0,584.0,,,,,,,,3336.0,0.01,4m,1.2,0.8,1.5,944.0,2600.0,0.015,2m,2.4000000000000004,0.4,2.0,424.0,6960.0,0.015,3m,2.2,0.8,0.5,136.0,5104.0,0.015,2m,2.4000000000000004,0.6000000000000001,0.5,376.0,,,,,,,,8184.0,0.02,2m,1.4,0.6000000000000001,2.0,312.0,,,,,,,,,,,,,,,5984.0,0.015,5m,1.8,1.0,0.5,448.0,,,,,,,,1520.0,0.01,3m,2.8,0.4,2.0,264.0,7536,0.015,3m,1.8,1.0,1.0,904,,,,,,,,3256.0,0.015,1m,3.0,1.0,1.5,544.0,,,,,,,,0.05,13,COMPLETE
36,36,-0.06105911074287381,2025-06-21 19:42:28.555586,2025-06-21 19:42:35.287256,0 days 00:00:06.731670,5272.0,0.015,4m,2.6,0.6000000000000001,0.5,808.0,6664.0,0.015,3m,3.0,0.6000000000000001,2.0,624.0,2952.0,0.01,2m,1.4,0.2,1.0,584.0,4304.0,0.01,1m,2.0,0.8,0.5,720.0,4784.0,0.02,2m,1.4,0.2,0.5,448.0,4264.0,0.015,2m,2.2,0.6000000000000001,1.0,648.0,6512.0,0.015,2m,2.0,0.6000000000000001,1.5,184.0,3792.0,0.015,2m,1.6,1.0,1.0,256.0,7544.0,0.01,2m,2.8,0.8,2.0,288.0,,,,,,,,4072.0,0.015,1m,1.0,0.8,1.0,248.0,,,,,,,,5112.0,0.01,4m,2.8,0.0,1.0,776.0,7568.0,0.01,1m,2.8,0.6000000000000001,1.0,312.0,,,,,,,,4944.0,0.015,3m,2.6,0.6000000000000001,2.0,416.0,6984,0.015,3m,1.6,1.0,1.0,832,4416.0,0.01,2m,1.4,0.4,1.0,720.0,4016.0,0.015,2m,2.6,0.8,0.5,360.0,,,,,,,,0.15000000000000002,16,COMPLETE
37,37,0.48793540747279973,2025-06-21 19:42:35.395112,2025-06-21 19:42:39.927208,0 days 00:00:04.532096,1176.0,0.02,4m,2.4000000000000004,1.0,0.5,752.0,5208.0,0.01,3m,2.2,0.8,2.0,288.0,1640.0,0.01,3m,2.4000000000000004,0.8,1.5,768.0,5640.0,0.01,5m,2.8,1.0,1.0,320.0,,,,,,,,,,,,,,,5808.0,0.01,5m,2.4000000000000004,0.6000000000000001,1.5,512.0,,,,,,,,6784.0,0.015,2m,2.6,0.6000000000000001,1.0,240.0,,,,,,,,6344.0,0.02,1m,1.6,0.6000000000000001,2.0,320.0,,,,,,,,,,,,,,,7128.0,0.01,1m,2.4000000000000004,1.0,1.5,504.0,,,,,,,,4120.0,0.02,2m,3.0,0.4,2.0,464.0,6048,0.015,4m,1.2,0.8,0.5,776,,,,,,,,2968.0,0.015,3m,2.2,0.6000000000000001,1.0,704.0,,,,,,,,0.1,11,COMPLETE
38,38,1.2328964601174295,2025-06-21 19:42:40.017300,2025-06-21 19:42:45.785077,0 days 00:00:05.767777,5944.0,0.015,2m,3.0,0.8,1.0,616.0,7056.0,0.015,5m,2.4000000000000004,0.6000000000000001,0.5,200.0,2280.0,0.01,5m,1.8,0.6000000000000001,2.0,832.0,6488.0,0.01,3m,2.4000000000000004,0.6000000000000001,1.5,432.0,3496.0,0.02,3m,1.0,0.8,1.0,656.0,3120.0,0.01,5m,1.6,0.8,2.0,952.0,4464.0,0.02,1m,2.2,0.2,1.0,328.0,4648.0,0.01,3m,2.4000000000000004,0.6000000000000001,0.5,480.0,7864.0,0.015,2m,2.0,0.4,2.0,496.0,,,,,,,,6008.0,0.02,2m,2.2,0.8,1.5,832.0,,,,,,,,,,,,,,,6296.0,0.015,2m,3.0,0.6000000000000001,0.5,640.0,,,,,,,,1096.0,0.01,3m,2.8,0.2,2.0,144.0,5192,0.015,1m,1.6,1.0,1.0,480,,,,,,,,2432.0,0.01,5m,2.8,0.8,1.0,416.0,,,,,,,,0.3,14,COMPLETE
39,39,-1.512591122159947,2025-06-21 19:42:45.874420,2025-06-21 19:42:51.208374,0 days 00:00:05.333954,7008.0,0.01,3m,2.4000000000000004,0.8,0.5,872.0,5944.0,0.02,2m,2.8,0.4,1.5,888.0,3664.0,0.01,3m,2.2,0.0,1.5,720.0,3344.0,0.01,1m,1.8,0.8,2.0,504.0,,,,,,,,2096.0,0.02,1m,1.2,0.4,1.5,784.0,7432.0,0.02,2m,2.6,0.6000000000000001,1.5,184.0,,,,,,,,6112.0,0.01,4m,2.4000000000000004,0.6000000000000001,1.5,136.0,,,,,,,,7688.0,0.02,1m,1.4,0.6000000000000001,0.5,120.0,,,,,,,,,,,,,,,5352.0,0.015,1m,2.2,0.8,2.0,800.0,,,,,,,,4656.0,0.01,4m,2.4000000000000004,0.4,2.0,544.0,4584,0.01,3m,1.4,0.8,1.5,592,,,,,,,,1752.0,0.015,4m,2.4000000000000004,1.0,0.5,536.0,,,,,,,,0.45,12,COMPLETE
40,40,0.3046024408000319,2025-06-21 19:42:51.283131,2025-06-21 19:42:57.951916,0 days 00:00:06.668785,4848.0,0.015,4m,2.2,1.0,1.0,712.0,8184.0,0.01,5m,2.0,0.8,2.0,128.0,3080.0,0.015,3m,1.4,0.8,0.5,496.0,4904.0,0.01,5m,2.6,0.6000000000000001,0.5,408.0,2216.0,0.02,2m,2.0,0.2,1.0,808.0,3736.0,0.01,3m,2.0,1.0,1.5,680.0,3704.0,0.01,5m,1.8,0.0,1.5,936.0,2784.0,0.015,5m,2.0,0.8,0.5,120.0,5552.0,0.015,2m,1.8,0.2,2.0,584.0,,,,,,,,5016.0,0.015,1m,1.2,0.4,1.0,720.0,,,,,,,,6360.0,0.01,2m,2.4000000000000004,0.4,1.5,640.0,3056.0,0.015,2m,2.6,0.0,1.0,160.0,,,,,,,,3416.0,0.015,3m,2.6,0.2,2.0,376.0,6760,0.02,3m,1.2,0.0,2.0,992,6656.0,0.02,3m,2.6,1.0,1.5,968.0,1048.0,0.015,4m,2.6,0.4,1.5,128.0,,,,,,,,0.1,16,COMPLETE
41,41,-0.7162092017572063,2025-06-21 19:42:58.045114,2025-06-21 19:43:04.163089,0 days 00:00:06.117975,5536.0,0.01,4m,2.2,0.6000000000000001,0.5,776.0,6464.0,0.02,3m,2.4000000000000004,0.4,2.0,640.0,1944.0,0.01,3m,2.6,0.2,1.5,1000.0,7120.0,0.01,1m,2.0,0.8,0.5,472.0,3784.0,0.02,4m,1.8,0.6000000000000001,1.5,552.0,4296.0,0.01,4m,2.2,0.6000000000000001,2.0,792.0,1976.0,0.015,2m,2.2,0.4,2.0,288.0,5904.0,0.015,3m,2.6,0.8,0.5,472.0,6592.0,0.015,2m,2.8,0.4,1.5,200.0,,,,,,,,5912.0,0.02,1m,1.2,0.8,0.5,256.0,,,,,,,,6072.0,0.01,5m,1.6,0.0,1.0,864.0,6840.0,0.015,4m,1.8,1.0,1.0,344.0,,,,,,,,2288.0,0.01,3m,3.0,0.2,2.0,312.0,5960,0.015,3m,1.4,1.0,2.0,728,,,,,,,,5224.0,0.015,4m,2.6,0.8,1.0,352.0,,,,,,,,0.1,15,COMPLETE
42,42,-0.9823443022796763,2025-06-21 19:43:04.267282,2025-06-21 19:43:11.190391,0 days 00:00:06.923109,7344.0,0.01,4m,2.6,0.6000000000000001,0.5,728.0,6224.0,0.02,3m,2.6,0.2,2.0,576.0,1376.0,0.01,3m,2.8,0.4,1.5,928.0,7104.0,0.01,1m,1.8,0.8,0.5,440.0,3416.0,0.02,4m,2.0,0.6000000000000001,1.5,640.0,3808.0,0.01,4m,2.0,0.6000000000000001,2.0,864.0,1992.0,0.015,2m,2.4000000000000004,0.4,2.0,352.0,7000.0,0.015,3m,2.6,0.8,0.5,456.0,1176.0,0.015,2m,2.8,0.4,1.5,184.0,,,,,,,,5560.0,0.02,1m,1.2,0.8,0.5,224.0,,,,,,,,8184.0,0.01,5m,2.0,0.0,1.0,824.0,7800.0,0.015,4m,2.0,1.0,1.0,400.0,,,,,,,,2136.0,0.01,3m,3.0,0.2,2.0,320.0,5920,0.015,3m,1.6,1.0,2.0,720,4544.0,0.015,2m,1.4,0.8,1.5,256.0,5160.0,0.015,4m,2.6,0.8,1.0,472.0,5696.0,0.01,1m,2.6,0.8,0.5,728.0,0.1,17,COMPLETE
43,43,0.4804340240973454,2025-06-21 19:43:11.279262,2025-06-21 19:43:19.023902,0 days 00:00:07.744640,5504.0,0.01,4m,1.8,0.4,0.5,808.0,4984.0,0.015,3m,2.4000000000000004,0.4,2.0,800.0,1952.0,0.01,3m,2.8,0.2,1.5,936.0,7608.0,0.01,1m,2.0,0.8,0.5,536.0,4328.0,0.02,4m,1.6,0.4,2.0,528.0,4440.0,0.01,4m,1.6,0.6000000000000001,2.0,904.0,2640.0,0.015,2m,2.2,0.4,2.0,264.0,5424.0,0.015,3m,1.8,1.0,0.5,632.0,3904.0,0.015,2m,2.2,0.4,1.0,304.0,,,,,,,,7120.0,0.02,1m,1.0,0.8,1.0,344.0,7656.0,0.02,4m,2.8,0.0,2.0,712.0,4904.0,0.01,5m,1.8,0.0,1.0,976.0,7192.0,0.015,4m,2.0,1.0,0.5,312.0,1384.0,0.01,3m,1.2,1.0,0.5,1008.0,2576.0,0.01,3m,2.8,0.4,2.0,352.0,7728,0.015,3m,1.4,1.0,1.0,808,5448.0,0.015,2m,1.6,0.8,1.5,80.0,4240.0,0.015,4m,2.4000000000000004,0.6000000000000001,1.0,264.0,4608.0,0.015,4m,2.4000000000000004,0.0,1.0,656.0,0.15000000000000002,19,COMPLETE
44,44,1.6487489420378658,2025-06-21 19:43:19.101281,2025-06-21 19:43:26.188312,0 days 00:00:07.087031,4160.0,0.01,4m,2.4000000000000004,0.6000000000000001,0.5,1000.0,4304.0,0.02,3m,2.2,0.2,1.5,712.0,2688.0,0.01,1m,2.4000000000000004,1.0,1.5,784.0,6968.0,0.01,1m,2.2,1.0,0.5,328.0,2792.0,0.02,2m,1.8,0.6000000000000001,1.5,616.0,3208.0,0.015,4m,1.8,0.6000000000000001,0.5,792.0,8160.0,0.015,2m,1.0,0.2,1.5,432.0,4656.0,0.015,3m,2.8,0.6000000000000001,0.5,704.0,1080.0,0.015,4m,2.6,0.6000000000000001,1.5,232.0,,,,,,,,6632.0,0.02,1m,1.4,0.6000000000000001,0.5,424.0,,,,,,,,3512.0,0.01,2m,2.8,0.2,0.5,680.0,6464.0,0.015,4m,2.2,1.0,2.0,536.0,,,,,,,,2952.0,0.01,4m,3.0,0.2,2.0,280.0,6904,0.015,3m,1.0,1.0,1.5,552,4072.0,0.015,2m,2.0,0.6000000000000001,1.0,232.0,3504.0,0.015,4m,2.8,0.8,1.0,360.0,,,,,,,,0.05,16,COMPLETE
45,45,-0.8801015000117631,2025-06-21 19:43:26.280625,2025-06-21 19:43:32.302727,0 days 00:00:06.022102,4056.0,0.01,4m,2.8,0.8,0.5,1016.0,4608.0,0.015,2m,2.2,0.0,1.5,728.0,2696.0,0.01,1m,2.4000000000000004,1.0,1.0,768.0,5792.0,0.01,3m,2.4000000000000004,1.0,0.5,328.0,2712.0,0.015,2m,1.4,0.8,1.0,704.0,2816.0,0.015,4m,1.8,0.4,0.5,920.0,8000.0,0.015,2m,1.0,0.2,1.5,440.0,4504.0,0.015,1m,2.8,0.6000000000000001,1.0,744.0,7248.0,0.015,4m,2.6,0.6000000000000001,2.0,376.0,,,,,,,,6560.0,0.02,2m,1.6,0.6000000000000001,1.0,400.0,,,,,,,,,,,,,,,7808.0,0.015,1m,2.4000000000000004,0.8,2.0,544.0,,,,,,,,3552.0,0.01,4m,2.8,0.0,1.5,256.0,7136,0.015,4m,1.0,0.8,1.5,344,,,,,,,,3528.0,0.015,4m,3.0,0.6000000000000001,1.5,472.0,,,,,,,,0.05,14,COMPLETE
46,46,1.501272075741694,2025-06-21 19:43:32.411236,2025-06-21 19:43:39.766406,0 days 00:00:07.355170,3960.0,0.01,2m,2.6,0.8,0.5,944.0,5504.0,0.02,3m,2.0,0.0,1.5,600.0,3368.0,0.01,1m,2.2,0.8,1.5,792.0,6520.0,0.01,1m,2.2,1.0,1.0,240.0,1808.0,0.02,2m,2.2,0.6000000000000001,1.5,792.0,3168.0,0.015,4m,1.4,0.8,0.5,984.0,7496.0,0.015,2m,1.2,0.0,1.5,624.0,2944.0,0.01,3m,2.0,0.6000000000000001,0.5,704.0,1832.0,0.01,4m,2.4000000000000004,0.8,1.5,248.0,,,,,,,,6192.0,0.02,4m,1.4,0.4,1.5,504.0,,,,,,,,3192.0,0.01,2m,2.8,0.2,0.5,720.0,5616.0,0.01,4m,2.2,1.0,2.0,1024.0,,,,,,,,2720.0,0.01,4m,3.0,0.4,0.5,184.0,6568,0.015,3m,1.0,1.0,1.5,544,3632.0,0.01,2m,2.2,0.6000000000000001,1.0,280.0,2744.0,0.02,4m,2.8,1.0,1.0,376.0,6480.0,0.01,3m,1.8,0.8,1.5,992.0,0.05,17,COMPLETE
47,47,0.07012686565783181,2025-06-21 19:43:39.859460,2025-06-21 19:43:46.272972,0 days 00:00:06.413512,2192.0,0.01,4m,2.4000000000000004,0.4,1.0,984.0,4176.0,0.015,2m,2.6,0.2,1.0,824.0,2520.0,0.02,1m,2.2,1.0,2.0,888.0,8048.0,0.015,3m,2.6,1.0,0.5,208.0,3176.0,0.02,2m,1.8,0.4,1.0,904.0,2480.0,0.015,4m,1.6,0.6000000000000001,1.0,880.0,7512.0,0.02,5m,2.8,0.2,1.5,480.0,3720.0,0.015,4m,1.4,0.6000000000000001,0.5,632.0,5152.0,0.01,4m,2.4000000000000004,0.6000000000000001,2.0,104.0,,,,,,,,7736.0,0.02,1m,1.6,0.6000000000000001,1.5,584.0,,,,,,,,3528.0,0.015,2m,2.8,0.4,0.5,568.0,7232.0,0.02,2m,2.4000000000000004,0.8,2.0,920.0,,,,,,,,3016.0,0.015,4m,2.6,0.2,2.0,280.0,6824,0.01,3m,1.2,0.8,1.0,632,,,,,,,,3832.0,0.015,1m,2.4000000000000004,0.6000000000000001,0.5,296.0,,,,,,,,0.15000000000000002,15,COMPLETE
48,48,-0.9355603456630562,2025-06-21 19:43:46.362478,2025-06-21 19:43:54.335953,0 days 00:00:07.973475,4688.0,0.01,3m,2.8,1.0,2.0,904.0,3200.0,0.01,3m,1.8,0.6000000000000001,1.5,752.0,2936.0,0.01,2m,1.6,0.6000000000000001,1.0,616.0,6624.0,0.015,2m,2.4000000000000004,0.0,1.0,320.0,2160.0,0.02,2m,2.0,0.6000000000000001,1.0,648.0,4888.0,0.015,4m,1.8,0.6000000000000001,1.5,752.0,8192.0,0.015,1m,1.4,0.0,1.5,544.0,1216.0,0.015,2m,2.8,0.4,0.5,824.0,5752.0,0.01,4m,2.2,1.0,1.5,240.0,,,,,,,,6944.0,0.02,1m,1.8,1.0,2.0,432.0,4520.0,0.01,1m,2.2,0.8,2.0,688.0,4632.0,0.01,2m,2.4000000000000004,0.2,0.5,696.0,6448.0,0.015,1m,1.8,0.6000000000000001,1.5,416.0,,,,,,,,4752.0,0.02,4m,3.0,0.0,1.5,448.0,7816,0.015,1m,1.0,0.2,1.0,120,6472.0,0.015,2m,2.0,0.4,0.5,440.0,3432.0,0.015,4m,2.8,0.4,1.0,576.0,8144.0,0.015,3m,3.0,0.4,0.5,256.0,0.05,18,COMPLETE
49,49,0.6105977853587694,2025-06-21 19:43:54.444464,2025-06-21 19:44:00.050656,0 days 00:00:05.606192,4344.0,0.01,4m,3.0,0.6000000000000001,0.5,336.0,7048.0,0.015,5m,1.4,0.2,1.5,504.0,3568.0,0.015,1m,2.4000000000000004,0.8,1.5,696.0,3696.0,0.01,1m,3.0,1.0,0.5,1024.0,,,,,,,,1544.0,0.015,2m,2.4000000000000004,0.4,0.5,104.0,6064.0,0.02,2m,2.6,0.2,1.0,408.0,2000.0,0.015,3m,2.4000000000000004,0.8,1.0,136.0,3736.0,0.015,1m,2.6,0.8,1.0,152.0,,,,,,,,5160.0,0.02,1m,3.0,0.6000000000000001,1.5,152.0,,,,,,,,,,,,,,,4576.0,0.015,3m,2.6,0.4,2.0,528.0,,,,,,,,5344.0,0.01,5m,2.8,0.4,2.0,552.0,6280,0.02,5m,2.2,0.6000000000000001,1.5,568,,,,,,,,4632.0,0.015,2m,2.2,0.8,2.0,224.0,,,,,,,,0.2,13,COMPLETE
50,50,2.3182177952132075,2025-06-21 19:44:00.144174,2025-06-21 19:44:04.282870,0 days 00:00:04.138696,2808.0,0.01,1m,2.0,0.2,1.0,128.0,5824.0,0.01,1m,2.2,0.6000000000000001,1.0,248.0,6032.0,0.01,5m,2.0,0.6000000000000001,1.5,568.0,,,,,,,,,,,,,,,,,,,,,,4896.0,0.015,3m,2.0,0.2,0.5,720.0,,,,,,,,4624.0,0.015,4m,2.4000000000000004,0.6000000000000001,2.0,288.0,,,,,,,,7264.0,0.015,4m,1.4,1.0,2.0,344.0,,,,,,,,,,,,,,,5928.0,0.02,5m,2.2,0.8,2.0,664.0,,,,,,,,1712.0,0.015,2m,2.0,0.6000000000000001,1.5,80.0,7208,0.015,3m,1.2,1.0,1.0,384,,,,,,,,,,,,,,,,,,,,,,0.25,9,COMPLETE
