,number,value,datetime_start,datetime_complete,duration,params_ADP_BIIB_beta_win,params_ADP_BIIB_stop_loss,params_ADP_BIIB_trade_freq,params_ADP_BIIB_z_entry,params_ADP_BIIB_z_exit,params_ADP_BIIB_z_stop_scaler,params_ADP_BIIB_z_win,params_ADP_NXPI_beta_win,params_ADP_NXPI_stop_loss,params_ADP_NXPI_trade_freq,params_ADP_NXPI_z_entry,params_ADP_NXPI_z_exit,params_ADP_NXPI_z_stop_scaler,params_ADP_NXPI_z_win,params_AEP_NXPI_beta_win,params_AEP_NXPI_stop_loss,params_AEP_NXPI_trade_freq,params_AEP_NXPI_z_entry,params_AEP_NXPI_z_exit,params_AEP_NXPI_z_stop_scaler,params_AEP_NXPI_z_win,params_AMAT_GOOGL_beta_win,params_AMAT_GOOGL_stop_loss,params_AMAT_GOOGL_trade_freq,params_AMAT_GOOGL_z_entry,params_AMAT_GOOGL_z_exit,params_AMAT_GOOGL_z_stop_scaler,params_AMAT_GOOGL_z_win,params_AMAT_GOOG_beta_win,params_AMAT_GOOG_stop_loss,params_AMAT_GOOG_trade_freq,params_AMAT_GOOG_z_entry,params_AMAT_GOOG_z_exit,params_AMAT_GOOG_z_stop_scaler,params_AMAT_GOOG_z_win,params_BIIB_GEHC_beta_win,params_BIIB_GEHC_stop_loss,params_BIIB_GEHC_trade_freq,params_BIIB_GEHC_z_entry,params_BIIB_GEHC_z_exit,params_BIIB_GEHC_z_stop_scaler,params_BIIB_GEHC_z_win,params_BIIB_NXPI_beta_win,params_BIIB_NXPI_stop_loss,params_BIIB_NXPI_trade_freq,params_BIIB_NXPI_z_entry,params_BIIB_NXPI_z_exit,params_BIIB_NXPI_z_stop_scaler,params_BIIB_NXPI_z_win,params_BKR_ODFL_beta_win,params_BKR_ODFL_stop_loss,params_BKR_ODFL_trade_freq,params_BKR_ODFL_z_entry,params_BKR_ODFL_z_exit,params_BKR_ODFL_z_stop_scaler,params_BKR_ODFL_z_win,params_CHTR_ODFL_beta_win,params_CHTR_ODFL_stop_loss,params_CHTR_ODFL_trade_freq,params_CHTR_ODFL_z_entry,params_CHTR_ODFL_z_exit,params_CHTR_ODFL_z_stop_scaler,params_CHTR_ODFL_z_win,params_CTAS_LIN_beta_win,params_CTAS_LIN_stop_loss,params_CTAS_LIN_trade_freq,params_CTAS_LIN_z_entry,params_CTAS_LIN_z_exit,params_CTAS_LIN_z_stop_scaler,params_CTAS_LIN_z_win,params_CTSH_ODFL_beta_win,params_CTSH_ODFL_stop_loss,params_CTSH_ODFL_trade_freq,params_CTSH_ODFL_z_entry,params_CTSH_ODFL_z_exit,params_CTSH_ODFL_z_stop_scaler,params_CTSH_ODFL_z_win,params_FTNT_SBUX_beta_win,params_FTNT_SBUX_stop_loss,params_FTNT_SBUX_trade_freq,params_FTNT_SBUX_z_entry,params_FTNT_SBUX_z_exit,params_FTNT_SBUX_z_stop_scaler,params_FTNT_SBUX_z_win,params_GEHC_NXPI_beta_win,params_GEHC_NXPI_stop_loss,params_GEHC_NXPI_trade_freq,params_GEHC_NXPI_z_entry,params_GEHC_NXPI_z_exit,params_GEHC_NXPI_z_stop_scaler,params_GEHC_NXPI_z_win,params_GFS_KDP_beta_win,params_GFS_KDP_stop_loss,params_GFS_KDP_trade_freq,params_GFS_KDP_z_entry,params_GFS_KDP_z_exit,params_GFS_KDP_z_stop_scaler,params_GFS_KDP_z_win,params_GOOG_LRCX_beta_win,params_GOOG_LRCX_stop_loss,params_GOOG_LRCX_trade_freq,params_GOOG_LRCX_z_entry,params_GOOG_LRCX_z_exit,params_GOOG_LRCX_z_stop_scaler,params_GOOG_LRCX_z_win,params_INTC_NXPI_beta_win,params_INTC_NXPI_stop_loss,params_INTC_NXPI_trade_freq,params_INTC_NXPI_z_entry,params_INTC_NXPI_z_exit,params_INTC_NXPI_z_stop_scaler,params_INTC_NXPI_z_win,params_KDP_NXPI_beta_win,params_KDP_NXPI_stop_loss,params_KDP_NXPI_trade_freq,params_KDP_NXPI_z_entry,params_KDP_NXPI_z_exit,params_KDP_NXPI_z_stop_scaler,params_KDP_NXPI_z_win,params_MDLZ_NXPI_beta_win,params_MDLZ_NXPI_stop_loss,params_MDLZ_NXPI_trade_freq,params_MDLZ_NXPI_z_entry,params_MDLZ_NXPI_z_exit,params_MDLZ_NXPI_z_stop_scaler,params_MDLZ_NXPI_z_win,params_MRNA_NXPI_beta_win,params_MRNA_NXPI_stop_loss,params_MRNA_NXPI_trade_freq,params_MRNA_NXPI_z_entry,params_MRNA_NXPI_z_exit,params_MRNA_NXPI_z_stop_scaler,params_MRNA_NXPI_z_win,params_SMCI_XEL_beta_win,params_SMCI_XEL_stop_loss,params_SMCI_XEL_trade_freq,params_SMCI_XEL_z_entry,params_SMCI_XEL_z_exit,params_SMCI_XEL_z_stop_scaler,params_SMCI_XEL_z_win,params_buffer_capital,params_pairs_to_trade,state
125,125,1.5930348145713993,2025-06-21 19:49:47.048994,2025-06-21 19:49:49.917942,0 days 00:00:02.868948,,,,,,,,6208.0,0.015,2m,1.0,0.8,1.5,640.0,7336.0,0.01,4m,2.2,0.8,1.5,72.0,,,,,,,,,,,,,,,,,,,,,,5088.0,0.015,2m,2.2,0.2,1.5,560.0,,,,,,,,2720.0,0.02,2m,2.4000000000000004,1.0,1.5,144.0,,,,,,,,7904.0,0.02,1m,1.4,0.6000000000000001,2.0,472.0,,,,,,,,,,,,,,,5664.0,0.015,1m,2.8,0.6000000000000001,0.5,672.0,,,,,,,,4368.0,0.01,3m,2.6,0.8,0.5,512.0,4104,0.015,2m,2.2,1.0,1.5,536,,,,,,,,,,,,,,,,,,,,,,0.1,8,COMPLETE
126,126,0.45113090174070875,2025-06-21 19:49:49.990888,2025-06-21 19:49:53.141086,0 days 00:00:03.150198,6280.0,0.01,4m,2.8,0.6000000000000001,1.0,208.0,6200.0,0.015,3m,1.0,1.0,1.5,680.0,7008.0,0.02,5m,2.2,0.8,1.5,64.0,,,,,,,,,,,,,,,,,,,,,,5424.0,0.015,3m,2.4000000000000004,0.2,1.5,536.0,,,,,,,,2032.0,0.02,2m,2.4000000000000004,1.0,1.5,144.0,,,,,,,,7896.0,0.02,1m,1.4,0.6000000000000001,0.5,496.0,,,,,,,,,,,,,,,5768.0,0.015,1m,2.8,0.6000000000000001,0.5,680.0,,,,,,,,1592.0,0.01,3m,2.6,1.0,0.5,512.0,4336,0.015,3m,2.4000000000000004,1.0,1.5,536,,,,,,,,,,,,,,,,,,,,,,0.1,9,COMPLETE
127,127,-0.14583014973310338,2025-06-21 19:49:53.219579,2025-06-21 19:49:56.461598,0 days 00:00:03.242019,,,,,,,,5968.0,0.015,5m,1.0,0.6000000000000001,1.5,640.0,4704.0,0.01,4m,2.0,1.0,1.5,88.0,,,,,,,,,,,,,,,,,,,,,,5048.0,0.015,2m,2.6,0.2,1.5,616.0,,,,,,,,6144.0,0.02,3m,2.8,0.8,1.5,160.0,,,,,,,,8024.0,0.02,1m,1.2,0.4,2.0,384.0,,,,,,,,,,,,,,,6112.0,0.015,1m,3.0,0.6000000000000001,0.5,584.0,,,,,,,,4360.0,0.015,3m,2.6,0.8,2.0,536.0,3872,0.015,2m,1.8,0.8,1.0,576,,,,,,,,,,,,,,,,,,,,,,0.1,8,COMPLETE
128,128,0.9048702251265425,2025-06-21 19:49:56.530597,2025-06-21 19:49:59.748197,0 days 00:00:03.217600,2272.0,0.01,1m,2.2,1.0,1.5,984.0,6536.0,0.02,2m,1.2,0.0,1.5,664.0,8176.0,0.01,3m,2.0,0.8,1.5,144.0,,,,,,,,,,,,,,,,,,,,,,4656.0,0.015,2m,2.2,0.2,1.5,568.0,,,,,,,,2408.0,0.02,2m,2.4000000000000004,0.4,2.0,96.0,,,,,,,,7560.0,0.02,4m,1.4,1.0,2.0,480.0,,,,,,,,,,,,,,,5192.0,0.015,1m,2.8,0.4,0.5,640.0,,,,,,,,2800.0,0.01,3m,2.0,0.6000000000000001,0.5,616.0,3504,0.015,3m,2.2,1.0,1.0,640,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,9,COMPLETE
129,129,-1.379866213412316,2025-06-21 19:49:59.834327,2025-06-21 19:50:02.647719,0 days 00:00:02.813392,,,,,,,,5464.0,0.015,2m,1.2,0.6000000000000001,1.5,80.0,7632.0,0.01,2m,2.2,0.8,1.5,104.0,,,,,,,,,,,,,,,,,,,,,,4336.0,0.015,2m,2.0,0.2,1.5,448.0,,,,,,,,2784.0,0.015,1m,2.6,1.0,1.5,192.0,,,,,,,,7944.0,0.02,1m,1.2,0.6000000000000001,2.0,464.0,,,,,,,,,,,,,,,4368.0,0.015,1m,2.4000000000000004,0.6000000000000001,0.5,664.0,,,,,,,,5160.0,0.02,3m,2.4000000000000004,0.8,1.0,520.0,4104,0.015,3m,2.0,1.0,1.5,552,,,,,,,,,,,,,,,,,,,,,,0.1,8,COMPLETE
130,130,-2.142092223833373,2025-06-21 19:50:02.713234,2025-06-21 19:50:08.198203,0 days 00:00:05.484969,4568.0,0.01,4m,2.4000000000000004,0.6000000000000001,0.5,1024.0,5096.0,0.015,1m,1.4,0.2,0.5,704.0,7248.0,0.01,1m,2.2,0.2,1.5,72.0,4200.0,0.01,5m,1.6,0.8,0.5,352.0,3536.0,0.015,2m,1.4,0.2,1.0,864.0,4400.0,0.01,4m,2.0,0.8,2.0,848.0,4920.0,0.015,2m,2.2,0.0,1.0,504.0,1096.0,0.01,5m,1.8,0.6000000000000001,0.5,664.0,4368.0,0.015,5m,2.2,0.6000000000000001,2.0,344.0,,,,,,,,7024.0,0.02,3m,1.4,0.8,1.5,440.0,,,,,,,,1040.0,0.02,1m,2.8,0.0,0.5,568.0,5704.0,0.015,1m,2.6,0.6000000000000001,0.5,736.0,,,,,,,,3880.0,0.01,3m,2.6,0.6000000000000001,1.5,488.0,6848,0.015,2m,2.6,1.0,1.0,624,,,,,,,,2848.0,0.015,1m,2.8,0.8,1.0,552.0,,,,,,,,0.1,15,COMPLETE
131,131,0.7412873356070397,2025-06-21 19:50:08.277143,2025-06-21 19:50:11.069898,0 days 00:00:02.792755,,,,,,,,6360.0,0.015,2m,2.0,0.8,1.5,496.0,7424.0,0.01,4m,2.4000000000000004,0.6000000000000001,1.5,784.0,,,,,,,,,,,,,,,,,,,,,,5184.0,0.015,2m,2.2,0.8,1.5,216.0,,,,,,,,3008.0,0.01,2m,2.4000000000000004,1.0,1.5,120.0,,,,,,,,7384.0,0.02,1m,1.6,0.6000000000000001,2.0,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4064.0,0.01,5m,3.0,0.2,0.5,432.0,4440,0.015,2m,2.8,1.0,1.5,496,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
132,132,-0.06322595695488893,2025-06-21 19:50:11.113107,2025-06-21 19:50:14.003189,0 days 00:00:02.890082,,,,,,,,5720.0,0.015,2m,1.0,0.8,1.5,64.0,6864.0,0.01,4m,2.4000000000000004,0.6000000000000001,1.5,160.0,,,,,,,,,,,,,,,,,,,,,,5624.0,0.015,2m,2.2,0.6000000000000001,1.5,560.0,,,,,,,,4072.0,0.02,2m,1.8,1.0,1.5,288.0,,,,,,,,8192.0,0.02,1m,1.6,0.6000000000000001,2.0,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,0.01,2m,2.8,1.0,0.5,456.0,5976,0.015,2m,3.0,1.0,1.5,528,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
133,133,0.805273862527289,2025-06-21 19:50:14.088556,2025-06-21 19:50:19.655754,0 days 00:00:05.567198,1992.0,0.01,4m,2.8,0.8,0.5,688.0,6224.0,0.015,2m,2.2,0.8,1.5,624.0,7312.0,0.01,4m,2.2,0.6000000000000001,1.5,544.0,2928.0,0.01,1m,2.4000000000000004,0.6000000000000001,1.0,520.0,7704.0,0.02,4m,1.6,0.6000000000000001,1.5,664.0,2720.0,0.01,2m,1.2,0.6000000000000001,1.5,504.0,5824.0,0.015,2m,2.4000000000000004,0.2,1.5,704.0,2928.0,0.015,3m,1.4,1.0,2.0,832.0,2736.0,0.01,2m,2.2,1.0,1.5,248.0,,,,,,,,7776.0,0.02,1m,1.4,0.6000000000000001,2.0,160.0,,,,,,,,4824.0,0.01,2m,2.2,0.6000000000000001,1.0,880.0,6504.0,0.015,4m,2.8,0.8,0.5,616.0,,,,,,,,6440.0,0.01,3m,3.0,0.8,0.5,400.0,7008,0.015,2m,1.0,1.0,1.5,440,2272.0,0.015,1m,1.8,0.4,1.0,112.0,1672.0,0.015,4m,2.4000000000000004,1.0,1.5,488.0,,,,,,,,0.1,16,COMPLETE
134,134,-0.16138502329355034,2025-06-21 19:50:19.714742,2025-06-21 19:50:22.663959,0 days 00:00:02.949217,,,,,,,,6048.0,0.015,2m,1.6,0.8,1.5,104.0,8024.0,0.01,4m,2.0,0.6000000000000001,1.5,128.0,,,,,,,,,,,,,,,,,,,,,,7072.0,0.015,2m,1.2,0.4,1.5,592.0,,,,,,,,3328.0,0.01,2m,2.4000000000000004,1.0,1.5,312.0,,,,,,,,7184.0,0.02,1m,1.4,0.6000000000000001,2.0,256.0,,,,,,,,,,,,,,,8072.0,0.015,1m,2.6,0.4,0.5,120.0,,,,,,,,4424.0,0.01,5m,2.8,0.0,0.5,480.0,5120,0.015,2m,3.0,1.0,1.5,560,,,,,,,,,,,,,,,,,,,,,,0.05,8,COMPLETE
135,135,-1.6811582914136465,2025-06-21 19:50:22.734105,2025-06-21 19:50:28.716549,0 days 00:00:05.982444,5736.0,0.015,4m,2.6,0.2,0.5,144.0,6992.0,0.015,2m,2.2,0.8,1.5,648.0,7816.0,0.01,4m,2.4000000000000004,0.4,1.5,216.0,2032.0,0.02,1m,1.0,1.0,0.5,304.0,1600.0,0.02,2m,1.8,0.0,1.0,928.0,3448.0,0.015,4m,1.4,0.4,0.5,264.0,6712.0,0.015,2m,1.8,0.2,1.5,248.0,1440.0,0.015,4m,2.4000000000000004,0.8,0.5,64.0,2328.0,0.01,2m,1.6,1.0,1.5,80.0,,,,,,,,7600.0,0.02,1m,1.6,0.6000000000000001,2.0,88.0,,,,,,,,3400.0,0.015,2m,3.0,0.0,1.5,392.0,2400.0,0.015,5m,2.4000000000000004,0.6000000000000001,0.5,560.0,,,,,,,,3256.0,0.01,4m,2.8,0.0,0.5,552.0,2720,0.015,1m,2.4000000000000004,1.0,1.5,520,1560.0,0.01,3m,1.2,0.6000000000000001,2.0,608.0,2552.0,0.015,2m,2.2,0.0,1.0,656.0,5152.0,0.02,4m,2.2,1.0,1.5,896.0,0.05,17,COMPLETE
136,136,0.9963407737723634,2025-06-21 19:50:28.801299,2025-06-21 19:50:32.417121,0 days 00:00:03.615822,4856.0,0.01,2m,1.6,0.4,1.0,632.0,4448.0,0.015,3m,2.4000000000000004,0.8,1.5,568.0,7512.0,0.01,4m,2.6,0.0,1.5,848.0,3512.0,0.01,1m,2.2,0.8,1.0,904.0,,,,,,,,,,,,,,,4880.0,0.015,2m,2.2,0.8,1.5,416.0,,,,,,,,2536.0,0.01,4m,2.6,0.8,1.5,168.0,,,,,,,,6696.0,0.02,2m,1.2,0.6000000000000001,2.0,216.0,,,,,,,,,,,,,,,5984.0,0.01,3m,2.2,0.4,2.0,816.0,,,,,,,,4208.0,0.01,1m,2.6,0.2,0.5,504.0,6616,0.02,3m,1.2,1.0,1.5,480,,,,,,,,,,,,,,,,,,,,,,0.05,10,COMPLETE
137,137,0.4536778853378434,2025-06-21 19:50:32.511927,2025-06-21 19:50:34.529314,0 days 00:00:02.017387,,,,,,,,6464.0,0.015,2m,2.0,1.0,1.5,608.0,7136.0,0.01,3m,2.4000000000000004,0.6000000000000001,1.5,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3808.0,0.01,2m,2.4000000000000004,1.0,2.0,136.0,,,,,,,,4888.0,0.02,1m,1.4,0.4,2.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.0,0.015,3m,3.0,0.6000000000000001,2.0,424.0,6368,0.015,2m,2.2,1.0,1.0,592,,,,,,,,,,,,,,,,,,,,,,0.2,6,COMPLETE
138,138,1.5805181627599154,2025-06-21 19:50:34.600676,2025-06-21 19:50:37.022121,0 days 00:00:02.421445,,,,,,,,5904.0,0.02,2m,2.2,0.6000000000000001,1.0,688.0,3120.0,0.01,1m,2.2,0.8,1.5,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112.0,0.01,2m,2.0,0.8,1.5,216.0,,,,,,,,6920.0,0.02,1m,1.4,1.0,2.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4648.0,0.01,2m,2.8,1.0,0.5,576.0,7336,0.015,3m,2.8,0.4,1.5,368,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,6,COMPLETE
139,139,0.4922860353458336,2025-06-21 19:50:37.096229,2025-06-21 19:50:39.443204,0 days 00:00:02.346975,,,,,,,,6704.0,0.015,4m,2.0,1.0,1.5,448.0,2840.0,0.01,5m,2.0,1.0,1.5,728.0,,,,,,,,,,,,,,,,,,,,,,4016.0,0.015,3m,1.4,0.6000000000000001,1.5,640.0,,,,,,,,1176.0,0.01,4m,2.2,1.0,1.5,272.0,,,,,,,,7440.0,0.02,4m,1.6,0.6000000000000001,2.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2672.0,0.01,3m,3.0,0.4,2.0,240.0,4792,0.015,3m,1.0,0.8,1.0,424,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,7,COMPLETE
140,140,1.248002180397433,2025-06-21 19:50:39.523942,2025-06-21 19:50:45.274938,0 days 00:00:05.750996,3000.0,0.01,5m,3.0,0.6000000000000001,0.5,736.0,6160.0,0.015,2m,1.0,0.2,1.5,528.0,6624.0,0.01,4m,2.4000000000000004,0.6000000000000001,1.5,248.0,5024.0,0.01,2m,2.8,1.0,1.5,600.0,2072.0,0.015,2m,1.6,0.8,1.0,728.0,4160.0,0.01,4m,3.0,0.8,1.0,632.0,4448.0,0.015,5m,2.6,0.6000000000000001,1.5,168.0,4616.0,0.02,1m,2.0,0.6000000000000001,1.0,568.0,1424.0,0.01,2m,1.4,0.6000000000000001,1.0,192.0,,,,,,,,7712.0,0.02,1m,1.4,0.8,1.0,136.0,,,,,,,,1592.0,0.01,2m,1.6,0.2,1.0,600.0,7400.0,0.015,1m,2.6,0.2,0.5,488.0,,,,,,,,3960.0,0.01,5m,2.8,0.2,0.5,472.0,6216,0.02,2m,3.0,0.0,1.5,496,3600.0,0.02,5m,2.0,0.2,0.5,336.0,3064.0,0.015,4m,2.6,0.6000000000000001,0.5,448.0,8160.0,0.015,5m,1.4,0.4,2.0,680.0,0.1,17,COMPLETE
141,141,2.3792837859769063,2025-06-21 19:50:45.353002,2025-06-21 19:50:47.257896,0 days 00:00:01.904894,,,,,,,,,,,,,,,2624.0,0.01,1m,2.2,0.8,1.5,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2104.0,0.01,2m,2.0,0.8,1.5,224.0,,,,,,,,6976.0,0.02,1m,1.4,1.0,2.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4656.0,0.01,2m,2.8,1.0,0.5,544.0,7368,0.015,3m,2.8,0.4,1.5,376,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
142,142,2.4660428793685507,2025-06-21 19:50:47.326487,2025-06-21 19:50:48.930680,0 days 00:00:01.604193,,,,,,,,,,,,,,,6808.0,0.01,1m,2.2,0.8,1.5,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.0,0.01,2m,1.8,0.8,1.5,248.0,,,,,,,,7080.0,0.02,1m,1.4,1.0,2.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7488,0.015,3m,3.0,0.4,1.5,464,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
143,143,-0.20034287680255916,2025-06-21 19:50:48.993489,2025-06-21 19:50:50.042707,0 days 00:00:01.049218,,,,,,,,,,,,,,,6776.0,0.01,1m,2.2,0.8,1.5,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6808.0,0.02,1m,1.4,1.0,2.0,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7512,0.015,3m,2.8,0.4,1.5,456,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
144,144,1.925389124549231,2025-06-21 19:50:50.090022,2025-06-21 19:50:52.062031,0 days 00:00:01.972009,,,,,,,,,,,,,,,2560.0,0.01,1m,2.2,0.8,1.5,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896.0,0.01,2m,2.0,0.8,1.5,256.0,,,,,,,,7120.0,0.02,1m,1.4,1.0,2.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3432.0,0.015,2m,2.6,1.0,2.0,672.0,8016,0.015,3m,3.0,0.6000000000000001,1.5,320,,,,,,,,,,,,,,,,,,,,,,0.4,5,COMPLETE
145,145,1.2062297875110417,2025-06-21 19:50:52.124826,2025-06-21 19:50:53.497568,0 days 00:00:01.372742,,,,,,,,,,,,,,,2648.0,0.01,1m,2.0,0.8,1.5,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936.0,0.01,2m,2.0,0.8,1.5,248.0,,,,,,,,7064.0,0.02,1m,1.2,1.0,2.0,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8016,0.015,3m,3.0,0.4,1.5,336,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
146,146,-0.2342829162223729,2025-06-21 19:50:53.576523,2025-06-21 19:50:55.606122,0 days 00:00:02.029599,,,,,,,,,,,,,,,2488.0,0.01,1m,2.2,0.8,1.5,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656.0,0.01,2m,2.0,0.8,1.5,224.0,,,,,,,,6600.0,0.02,5m,1.4,1.0,2.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3168.0,0.015,2m,2.8,1.0,2.0,984.0,7912,0.015,3m,3.0,0.4,1.0,224,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
147,147,2.396641046506274,2025-06-21 19:50:55.673734,2025-06-21 19:50:57.210415,0 days 00:00:01.536681,,,,,,,,,,,,,,,2144.0,0.01,1m,2.2,0.8,1.5,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824.0,0.01,2m,1.8,0.8,2.0,288.0,,,,,,,,7224.0,0.02,1m,1.4,1.0,2.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8192,0.015,3m,3.0,0.6000000000000001,2.0,296,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
148,148,2.1071609083969673,2025-06-21 19:50:57.270870,2025-06-21 19:50:58.540520,0 days 00:00:01.269650,,,,,,,,,,,,,,,1856.0,0.01,1m,2.2,0.8,1.5,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6344.0,0.015,1m,1.2,1.0,2.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8120,0.015,3m,3.0,0.6000000000000001,2.0,296,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
149,149,-0.5225182386392105,2025-06-21 19:50:58.618958,2025-06-21 19:50:59.524086,0 days 00:00:00.905128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048.0,0.015,4m,1.2,1.0,1.5,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8008,0.015,3m,3.0,0.6000000000000001,2.0,288,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
