,number,value,datetime_start,datetime_complete,duration,params_ADBE_SIRI_beta_win,params_ADBE_SIRI_stop_loss,params_ADBE_SIRI_trade_freq,params_ADBE_SIRI_z_entry,params_ADBE_SIRI_z_exit,params_ADBE_SIRI_z_stop_scaler,params_ADBE_SIRI_z_win,params_AMAT_SIRI_beta_win,params_AMAT_SIRI_stop_loss,params_AMAT_SIRI_trade_freq,params_AMAT_SIRI_z_entry,params_AMAT_SIRI_z_exit,params_AMAT_SIRI_z_stop_scaler,params_AMAT_SIRI_z_win,params_BIDU_SIRI_beta_win,params_BIDU_SIRI_stop_loss,params_BIDU_SIRI_trade_freq,params_BIDU_SIRI_z_entry,params_BIDU_SIRI_z_exit,params_BIDU_SIRI_z_stop_scaler,params_BIDU_SIRI_z_win,params_DDOG_ZS_beta_win,params_DDOG_ZS_stop_loss,params_DDOG_ZS_trade_freq,params_DDOG_ZS_z_entry,params_DDOG_ZS_z_exit,params_DDOG_ZS_z_stop_scaler,params_DDOG_ZS_z_win,params_FB_SIRI_beta_win,params_FB_SIRI_stop_loss,params_FB_SIRI_trade_freq,params_FB_SIRI_z_entry,params_FB_SIRI_z_exit,params_FB_SIRI_z_stop_scaler,params_FB_SIRI_z_win,params_JD_SIRI_beta_win,params_JD_SIRI_stop_loss,params_JD_SIRI_trade_freq,params_JD_SIRI_z_entry,params_JD_SIRI_z_exit,params_JD_SIRI_z_stop_scaler,params_JD_SIRI_z_win,params_NTES_PCAR_beta_win,params_NTES_PCAR_stop_loss,params_NTES_PCAR_trade_freq,params_NTES_PCAR_z_entry,params_NTES_PCAR_z_exit,params_NTES_PCAR_z_stop_scaler,params_NTES_PCAR_z_win,params_NVDA_SIRI_beta_win,params_NVDA_SIRI_stop_loss,params_NVDA_SIRI_trade_freq,params_NVDA_SIRI_z_entry,params_NVDA_SIRI_z_exit,params_NVDA_SIRI_z_stop_scaler,params_NVDA_SIRI_z_win,params_PDD_ORLY_beta_win,params_PDD_ORLY_stop_loss,params_PDD_ORLY_trade_freq,params_PDD_ORLY_z_entry,params_PDD_ORLY_z_exit,params_PDD_ORLY_z_stop_scaler,params_PDD_ORLY_z_win,params_PDD_SIRI_beta_win,params_PDD_SIRI_stop_loss,params_PDD_SIRI_trade_freq,params_PDD_SIRI_z_entry,params_PDD_SIRI_z_exit,params_PDD_SIRI_z_stop_scaler,params_PDD_SIRI_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,-4.125049845243501,2025-06-14 18:58:08.688645,2025-06-14 18:58:23.032203,0 days 00:00:14.343558,,,,,,,,,,,,,,,,,,,,,,342,0.009000000000000001,3m,3.5,2.0,1.3,502,1000.0,0.002,1m,2.5,2.0,0.6,468.0,,,,,,,,,,,,,,,,,,,,,,876.0,0.003,3m,1.0,3.0,1.3,394.0,,,,,,,,0.5,3,COMPLETE
1,1,-0.7453611510232161,2025-06-14 18:58:23.101825,2025-06-14 18:58:25.640951,0 days 00:00:02.539126,,,,,,,,,,,,,,,,,,,,,,324,0.009000000000000001,2m,4.0,1.5,1.9000000000000001,320,984.0,0.006,3m,2.5,3.0,1.0,592.0,,,,,,,,,,,,,,,,,,,,,,210.0,0.009000000000000001,1m,3.0,3.0,1.9000000000000001,948.0,,,,,,,,0.3,3,COMPLETE
2,2,-3.5909647551466324,2025-06-14 18:58:25.711841,2025-06-14 18:58:33.538664,0 days 00:00:07.826823,,,,,,,,110.0,0.003,4m,1.0,4.0,1.6,146.0,920.0,0.003,3m,2.5,1.0,1.3,360.0,270,0.008,4m,1.0,1.5,0.5,50,572.0,0.008,4m,1.5,3.5,2.0,386.0,34.0,0.005,2m,3.0,3.5,0.8,230.0,670.0,0.006,4m,2.0,2.5,0.8,548.0,76.0,0.001,3m,2.5,2.5,0.6,388.0,978.0,0.007,3m,1.5,4.0,0.7,698.0,652.0,0.001,4m,3.0,1.5,0.5,828.0,0.2,9,COMPLETE
3,3,0.18293978709150024,2025-06-14 18:58:33.617593,2025-06-14 18:58:37.969797,0 days 00:00:04.352204,,,,,,,,434.0,0.006,3m,2.5,3.5,0.7,974.0,,,,,,,,544,0.009000000000000001,1m,1.5,3.5,1.3,326,352.0,0.007,2m,1.0,3.5,1.3,856.0,960.0,0.01,4m,2.5,1.5,1.3,260.0,,,,,,,,,,,,,,,844.0,0.01,4m,3.5,4.0,1.9000000000000001,582.0,,,,,,,,0.05,5,COMPLETE
4,4,3.6398454856176823,2025-06-14 18:58:38.032601,2025-06-14 18:58:42.303270,0 days 00:00:04.270669,,,,,,,,886.0,0.003,3m,3.5,2.5,1.1,452.0,,,,,,,,974,0.009000000000000001,4m,1.5,2.0,1.9000000000000001,702,754.0,0.009000000000000001,1m,2.5,3.0,1.1,992.0,956.0,0.01,1m,1.5,1.5,1.9000000000000001,592.0,,,,,,,,,,,,,,,56.0,0.007,4m,3.5,3.0,1.7000000000000002,226.0,,,,,,,,0.2,5,COMPLETE
5,5,-4.2228666160876625,2025-06-14 18:58:42.385450,2025-06-14 18:58:49.297395,0 days 00:00:06.911945,,,,,,,,32.0,0.006,1m,3.0,3.5,1.5,220.0,974.0,0.008,4m,3.0,4.0,1.8,922.0,430,0.001,4m,2.5,4.0,0.8,278,804.0,0.008,1m,2.5,3.5,0.6,550.0,604.0,0.006,1m,4.0,2.0,1.9000000000000001,106.0,304.0,0.007,4m,1.5,1.0,1.8,648.0,,,,,,,,218.0,0.004,2m,1.5,3.0,1.6,72.0,370.0,0.007,1m,2.0,1.0,1.4,490.0,0.15000000000000002,8,COMPLETE
6,6,-2.8873684978364498,2025-06-14 18:58:49.364773,2025-06-14 18:58:52.763404,0 days 00:00:03.398631,,,,,,,,,,,,,,,,,,,,,,264,0.008,1m,4.0,1.0,0.6,718,56.0,0.009000000000000001,3m,2.5,1.5,1.1,276.0,254.0,0.009000000000000001,2m,2.0,3.5,1.6,890.0,,,,,,,,,,,,,,,588.0,0.007,2m,2.5,2.5,0.8,598.0,,,,,,,,0.45,4,COMPLETE
7,7,-2.2179926933162126,2025-06-14 18:58:52.857832,2025-06-14 18:58:55.412334,0 days 00:00:02.554502,,,,,,,,,,,,,,,,,,,,,,952,0.004,3m,2.0,2.5,0.8,652,948.0,0.008,2m,4.0,3.0,1.6,760.0,,,,,,,,,,,,,,,,,,,,,,832.0,0.01,3m,3.5,2.5,1.5,514.0,,,,,,,,0.1,3,COMPLETE
8,8,1.3404465202947393,2025-06-14 18:58:55.477778,2025-06-14 18:59:01.596018,0 days 00:00:06.118240,,,,,,,,574.0,0.009000000000000001,4m,2.0,1.5,1.2000000000000002,294.0,338.0,0.005,2m,1.5,3.0,1.4,492.0,186,0.009000000000000001,3m,3.0,3.0,1.2000000000000002,68,150.0,0.002,2m,4.0,3.0,1.4,444.0,142.0,0.007,1m,3.0,3.0,1.7000000000000002,862.0,370.0,0.006,3m,2.0,3.0,1.2000000000000002,674.0,,,,,,,,172.0,0.001,2m,2.5,4.0,1.8,892.0,,,,,,,,0.05,7,COMPLETE
9,9,-1.9574571849063438,2025-06-14 18:59:01.659351,2025-06-14 18:59:10.075701,0 days 00:00:08.416350,432.0,0.007,4m,4.0,1.5,0.9,224.0,64.0,0.007,2m,3.0,1.0,1.9000000000000001,316.0,410.0,0.006,4m,1.0,3.5,1.7000000000000002,748.0,90,0.004,2m,4.0,1.5,0.9,844,1010.0,0.007,3m,4.0,1.5,0.8,766.0,1012.0,0.004,4m,4.0,1.5,0.5,248.0,612.0,0.004,2m,1.0,1.5,1.6,82.0,678.0,0.01,4m,4.0,4.0,2.0,420.0,698.0,0.01,4m,2.5,3.5,0.8,766.0,552.0,0.003,1m,2.0,3.5,0.7,384.0,0.45,10,COMPLETE
10,10,1.9157940838297878,2025-06-14 18:59:10.162638,2025-06-14 18:59:17.471785,0 days 00:00:07.309147,,,,,,,,,,,,,,,,,,,,,,988,0.006,4m,1.0,2.5,2.0,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
11,11,0.7295085298594158,2025-06-14 18:59:17.518953,2025-06-14 18:59:18.515162,0 days 00:00:00.996209,,,,,,,,,,,,,,,,,,,,,,1020,0.006,4m,1.0,2.5,1.9000000000000001,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
12,12,-0.7977449768850885,2025-06-14 18:59:18.594082,2025-06-14 18:59:19.579503,0 days 00:00:00.985421,,,,,,,,,,,,,,,,,,,,,,766,0.006,4m,1.5,3.0,1.7000000000000002,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
13,13,-0.5418514134559922,2025-06-14 18:59:19.632759,2025-06-14 18:59:24.803444,0 days 00:00:05.170685,,,,,,,,998.0,0.001,3m,4.0,2.5,0.8,702.0,48.0,0.01,1m,4.0,1.5,0.5,42.0,800,0.004,4m,2.0,2.0,1.6,772,670.0,0.01,1m,1.5,4.0,1.7000000000000002,76.0,698.0,0.001,3m,1.0,2.5,2.0,612.0,,,,,,,,,,,,,,,404.0,0.006,4m,4.0,1.0,1.1,160.0,,,,,,,,0.35000000000000003,6,COMPLETE
14,14,-0.012295062162037731,2025-06-14 18:59:24.889064,2025-06-14 18:59:25.852184,0 days 00:00:00.963120,,,,,,,,,,,,,,,,,,,,,,802,0.007,4m,1.5,2.0,2.0,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
15,15,-1.7457426142846697,2025-06-14 18:59:25.937476,2025-06-14 18:59:30.444255,0 days 00:00:04.506779,,,,,,,,968.0,0.003,3m,4.0,2.5,1.1,586.0,,,,,,,,638,0.001,4m,1.0,3.0,1.6,1010,382.0,0.004,4m,3.5,1.0,0.9,1024.0,800.0,0.008,1m,1.0,1.0,1.2000000000000002,558.0,,,,,,,,,,,,,,,16.0,0.004,1m,4.0,1.5,1.1,278.0,,,,,,,,0.35000000000000003,5,COMPLETE
16,16,-1.3482874500682822,2025-06-14 18:59:30.519421,2025-06-14 18:59:36.673227,0 days 00:00:06.153806,,,,,,,,718.0,0.003,2m,3.5,2.0,0.5,850.0,722.0,0.001,3m,4.0,2.0,0.6,118.0,892,0.01,4m,2.0,1.0,1.8,852,742.0,0.004,1m,3.0,2.5,2.0,996.0,406.0,0.003,3m,1.5,1.0,1.3,686.0,1002.0,0.001,1m,4.0,4.0,0.5,1024.0,,,,,,,,420.0,0.008,4m,3.0,2.0,1.6,306.0,,,,,,,,0.2,7,COMPLETE
17,17,-2.832776507344329,2025-06-14 18:59:36.744229,2025-06-14 18:59:40.711768,0 days 00:00:03.967539,,,,,,,,,,,,,,,,,,,,,,694,0.005,1m,2.5,2.5,1.5,504,430.0,0.005,1m,2.0,2.5,1.5,214.0,452.0,0.01,1m,2.0,2.5,1.6,1024.0,,,,,,,,,,,,,,,48.0,0.001,4m,2.0,2.0,0.5,34.0,,,,,,,,0.35000000000000003,4,COMPLETE
18,18,0.4153834667986173,2025-06-14 18:59:40.778884,2025-06-14 18:59:42.586905,0 days 00:00:01.808021,,,,,,,,,,,,,,,,,,,,,,1016,0.002,2m,1.5,3.5,2.0,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,0.005,1m,3.5,1.0,1.3,198.0,,,,,,,,0.25,2,COMPLETE
19,19,-1.3573403562666764,2025-06-14 18:59:42.675688,2025-06-14 18:59:44.512769,0 days 00:00:01.837081,,,,,,,,,,,,,,,,,,,,,,872,0.007,4m,1.0,2.0,1.1,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.0,0.008,4m,3.0,3.5,2.0,384.0,,,,,,,,0.15000000000000002,2,COMPLETE
20,20,-2.2356284459682563,2025-06-14 18:59:44.589752,2025-06-14 18:59:49.963102,0 days 00:00:05.373350,,,,,,,,802.0,0.001,1m,1.5,3.0,1.0,480.0,30.0,0.01,1m,2.5,2.5,0.9,714.0,640,0.01,4m,2.5,3.5,1.5,414,572.0,0.01,4m,3.0,4.0,1.1,688.0,808.0,0.008,1m,1.5,4.0,0.9,430.0,,,,,,,,,,,,,,,294.0,0.003,4m,4.0,2.0,1.5,438.0,,,,,,,,0.4,6,COMPLETE
21,21,1.0834731497158967,2025-06-14 18:59:50.046133,2025-06-14 18:59:57.205795,0 days 00:00:07.159662,,,,,,,,448.0,0.01,4m,2.0,1.5,1.3,402.0,378.0,0.005,2m,1.0,3.0,1.4,428.0,62,0.007,3m,3.0,3.0,1.0,18,44.0,0.001,2m,3.5,3.0,1.3,362.0,162.0,0.007,1m,3.0,3.0,1.7000000000000002,782.0,22.0,0.009000000000000001,3m,3.0,3.5,1.2000000000000002,876.0,,,,,,,,134.0,0.001,2m,2.0,3.5,1.8,984.0,1016.0,0.01,2m,4.0,4.0,1.9000000000000001,16.0,0.05,8,COMPLETE
22,22,3.0399112797317294,2025-06-14 18:59:57.276754,2025-06-14 19:00:03.521772,0 days 00:00:06.245018,,,,,,,,658.0,0.01,4m,2.0,1.5,1.3,52.0,262.0,0.005,2m,1.5,3.0,2.0,584.0,546,0.008,3m,3.0,2.5,1.2000000000000002,152,218.0,0.003,2m,3.5,2.0,1.4,46.0,308.0,0.007,1m,3.0,2.0,1.8,832.0,322.0,0.003,3m,3.0,2.5,1.2000000000000002,214.0,,,,,,,,110.0,0.002,2m,2.5,4.0,1.7000000000000002,840.0,,,,,,,,0.1,7,COMPLETE
23,23,0.3670066733258773,2025-06-14 19:00:03.606718,2025-06-14 19:00:09.800583,0 days 00:00:06.193865,,,,,,,,772.0,0.008,4m,2.5,2.0,1.5,18.0,204.0,0.002,2m,2.0,4.0,2.0,660.0,508,0.008,3m,3.0,2.5,1.7000000000000002,172,208.0,0.003,2m,3.0,1.5,1.8,76.0,342.0,0.009000000000000001,1m,3.5,2.0,2.0,510.0,26.0,0.002,3m,3.5,2.0,1.4,144.0,,,,,,,,96.0,0.006,2m,2.0,3.5,1.7000000000000002,718.0,,,,,,,,0.15000000000000002,7,COMPLETE
24,24,-4.463253932600348,2025-06-14 19:00:09.913535,2025-06-14 19:00:18.766253,0 days 00:00:08.852718,896.0,0.001,1m,1.0,4.0,1.9000000000000001,982.0,580.0,0.004,3m,3.0,1.0,0.9,16.0,624.0,0.007,2m,1.5,2.5,1.0,994.0,916,0.006,3m,3.5,2.5,1.4,210,284.0,0.005,1m,3.5,2.0,1.2000000000000002,176.0,570.0,0.006,1m,2.5,1.5,1.8,722.0,266.0,0.003,2m,3.0,3.0,2.0,288.0,912.0,0.005,1m,1.0,1.0,1.5,988.0,274.0,0.002,2m,3.0,3.0,1.4,836.0,44.0,0.006,3m,1.0,2.5,2.0,948.0,0.1,10,COMPLETE
25,25,0.5738103845215785,2025-06-14 19:00:18.822077,2025-06-14 19:00:25.752007,0 days 00:00:06.929930,,,,,,,,306.0,0.005,4m,2.0,2.0,1.8,652.0,190.0,0.004,2m,3.0,2.0,2.0,252.0,756,0.005,3m,2.0,2.0,1.8,442,492.0,0.003,2m,2.0,2.0,0.9,908.0,298.0,0.003,3m,2.0,2.0,1.5,372.0,856.0,0.004,1m,2.5,2.0,0.9,330.0,,,,,,,,452.0,0.005,2m,3.5,4.0,1.1,608.0,928.0,0.01,4m,4.0,2.5,1.1,40.0,0.25,8,COMPLETE
26,26,-2.6529747567505315,2025-06-14 19:00:25.811077,2025-06-14 19:00:29.616028,0 days 00:00:03.804951,,,,,,,,,,,,,,,,,,,,,,578,0.008,2m,3.5,1.5,1.1,726,874.0,0.001,2m,2.0,1.0,1.5,598.0,906.0,0.008,2m,3.5,1.5,1.4,962.0,,,,,,,,,,,,,,,116.0,0.003,1m,2.5,2.5,2.0,146.0,,,,,,,,0.1,4,COMPLETE
27,27,2.3521462025877464,2025-06-14 19:00:29.671132,2025-06-14 19:00:35.031005,0 days 00:00:05.359873,,,,,,,,852.0,0.01,3m,3.5,3.0,1.3,796.0,542.0,0.008,3m,2.0,3.5,1.6,606.0,468,0.01,1m,1.5,2.0,2.0,906,686.0,0.006,1m,3.0,2.5,0.7,32.0,486.0,0.01,4m,2.5,2.0,1.0,802.0,,,,,,,,,,,,,,,290.0,0.007,3m,1.5,3.5,1.7000000000000002,488.0,,,,,,,,0.2,6,COMPLETE
28,28,1.1096293597509235,2025-06-14 19:00:35.124031,2025-06-14 19:00:40.596740,0 days 00:00:05.472709,,,,,,,,874.0,0.01,3m,3.5,3.0,1.3,800.0,552.0,0.008,3m,2.0,3.5,1.7000000000000002,600.0,430,0.01,1m,2.5,2.0,1.4,920,704.0,0.006,1m,3.0,2.5,0.5,16.0,480.0,0.01,4m,2.5,2.0,1.0,810.0,,,,,,,,,,,,,,,246.0,0.007,3m,1.0,3.5,1.7000000000000002,470.0,,,,,,,,0.15000000000000002,6,COMPLETE
29,29,1.565398517647009,2025-06-14 19:00:40.670976,2025-06-14 19:00:45.098335,0 days 00:00:04.427359,,,,,,,,692.0,0.008,3m,3.5,3.0,1.3,1006.0,,,,,,,,436,0.01,1m,3.0,1.5,1.3,588,594.0,0.004,1m,3.5,2.0,0.7,158.0,658.0,0.009000000000000001,4m,1.5,2.5,1.1,684.0,,,,,,,,,,,,,,,332.0,0.008,3m,1.5,4.0,1.7000000000000002,300.0,,,,,,,,0.2,5,COMPLETE
30,30,0.5551154872957906,2025-06-14 19:00:45.154491,2025-06-14 19:00:51.471765,0 days 00:00:06.317274,,,,,,,,872.0,0.009000000000000001,3m,4.0,3.5,1.1,416.0,756.0,0.008,3m,1.5,3.0,1.6,834.0,164,0.009000000000000001,1m,1.5,2.0,1.8,766,822.0,0.009000000000000001,1m,3.0,2.5,1.1,272.0,374.0,0.01,4m,3.5,1.0,0.7,626.0,438.0,0.01,3m,4.0,2.5,0.9,358.0,,,,,,,,74.0,0.006,3m,2.0,3.5,1.4,660.0,,,,,,,,0.1,7,COMPLETE
31,31,0.6380362166370587,2025-06-14 19:00:51.548134,2025-06-14 19:00:59.309617,0 days 00:00:07.761483,,,,,,,,652.0,0.01,3m,1.5,1.5,1.5,794.0,482.0,0.006,3m,2.0,3.5,1.9000000000000001,570.0,970,0.009000000000000001,1m,1.0,2.5,2.0,936,472.0,0.007,1m,3.5,3.0,0.8,32.0,504.0,0.007,4m,3.0,2.0,1.8,772.0,158.0,0.008,3m,3.0,1.0,1.5,22.0,60.0,0.009000000000000001,2m,1.0,4.0,0.5,66.0,162.0,0.009000000000000001,3m,1.0,3.0,1.8,832.0,32.0,0.003,3m,1.0,3.0,1.4,722.0,0.3,9,COMPLETE
32,32,0.262022940774353,2025-06-14 19:00:59.369569,2025-06-14 19:01:04.853585,0 days 00:00:05.484016,,,,,,,,890.0,0.008,1m,3.0,2.5,1.7000000000000002,544.0,244.0,0.009000000000000001,4m,3.0,3.5,1.5,276.0,356,0.007,3m,1.5,2.0,1.9000000000000001,1012,636.0,0.006,3m,2.5,2.0,1.4,100.0,182.0,0.009000000000000001,1m,2.5,1.5,1.1,918.0,,,,,,,,,,,,,,,20.0,0.005,4m,1.5,3.5,1.6,346.0,,,,,,,,0.25,6,COMPLETE
33,33,-2.398522396458155,2025-06-14 19:01:04.914778,2025-06-14 19:01:06.794370,0 days 00:00:01.879592,,,,,,,,,,,,,,,,,,,,,,840,0.008,4m,1.0,2.5,1.9000000000000001,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.0,0.004,3m,1.0,2.5,1.2000000000000002,242.0,,,,,,,,0.3,2,COMPLETE
34,34,1.8826751217471231,2025-06-14 19:01:06.851276,2025-06-14 19:01:09.556724,0 days 00:00:02.705448,,,,,,,,,,,,,,,,,,,,,,502,0.01,1m,2.0,1.5,2.0,898,762.0,0.003,4m,3.0,2.5,1.2000000000000002,288.0,,,,,,,,,,,,,,,,,,,,,,202.0,0.002,2m,2.5,3.0,1.4,540.0,,,,,,,,0.2,3,COMPLETE
35,35,-1.2219839368265102,2025-06-14 19:01:09.633245,2025-06-14 19:01:13.969722,0 days 00:00:04.336477,,,,,,,,800.0,0.005,2m,3.5,2.5,1.2000000000000002,126.0,,,,,,,,682,0.009000000000000001,4m,1.0,3.0,1.7000000000000002,700,882.0,0.009000000000000001,1m,3.5,3.5,1.0,156.0,752.0,0.008,1m,2.0,2.0,1.9000000000000001,502.0,,,,,,,,,,,,,,,332.0,0.009000000000000001,3m,3.0,3.0,1.9000000000000001,410.0,,,,,,,,0.15000000000000002,5,COMPLETE
36,36,2.006753885800964,2025-06-14 19:01:14.050270,2025-06-14 19:01:20.570352,0 days 00:00:06.520082,,,,,,,,916.0,0.002,4m,2.5,4.0,1.4,910.0,712.0,0.004,1m,1.0,3.0,1.1,816.0,350,0.008,2m,1.5,2.5,1.9000000000000001,414,292.0,0.002,1m,2.0,1.5,0.5,506.0,564.0,0.005,4m,1.5,3.0,0.7,828.0,536.0,0.001,1m,2.5,4.0,0.5,220.0,,,,,,,,110.0,0.007,1m,2.0,4.0,1.5,1024.0,308.0,0.008,2m,3.0,1.5,1.0,254.0,0.25,8,COMPLETE
37,37,-1.2538374396591434,2025-06-14 19:01:20.632312,2025-06-14 19:01:28.164126,0 days 00:00:07.531814,,,,,,,,1022.0,0.002,4m,2.5,4.0,1.4,900.0,714.0,0.004,1m,1.0,3.0,1.1,818.0,350,0.008,2m,2.0,2.0,1.2000000000000002,402,166.0,0.002,1m,2.0,1.5,0.5,496.0,882.0,0.005,4m,1.5,2.5,0.5,798.0,546.0,0.001,1m,2.5,4.0,0.5,218.0,406.0,0.001,2m,4.0,1.0,1.2000000000000002,1024.0,122.0,0.007,1m,2.0,4.0,1.5,1004.0,294.0,0.008,2m,3.0,1.5,1.1,274.0,0.2,9,COMPLETE
38,38,1.5033832433350776,2025-06-14 19:01:28.244003,2025-06-14 19:01:35.231651,0 days 00:00:06.987648,,,,,,,,918.0,0.002,4m,2.0,4.0,1.1,726.0,854.0,0.004,1m,1.5,2.5,0.8,530.0,254,0.009000000000000001,2m,1.5,1.5,0.6,144,288.0,0.002,1m,1.5,1.5,0.6,708.0,568.0,0.004,4m,1.0,3.0,0.7,990.0,726.0,0.003,1m,2.0,3.0,0.7,434.0,,,,,,,,82.0,0.007,1m,1.5,4.0,1.7000000000000002,942.0,316.0,0.008,2m,3.0,2.0,0.9,256.0,0.25,8,COMPLETE
39,39,0.7672957045123132,2025-06-14 19:01:35.304649,2025-06-14 19:01:41.700135,0 days 00:00:06.395486,,,,,,,,814.0,0.004,4m,2.5,3.5,1.4,928.0,604.0,0.003,1m,1.0,4.0,1.2000000000000002,676.0,392,0.008,2m,2.5,1.0,1.6,468,254.0,0.001,1m,2.5,2.0,0.7,874.0,270.0,0.006,4m,1.5,2.5,0.7,866.0,468.0,0.004,1m,3.5,3.5,1.1,198.0,,,,,,,,196.0,0.008,1m,2.0,4.0,1.9000000000000001,808.0,,,,,,,,0.1,7,COMPLETE
40,40,-4.089478699424497,2025-06-14 19:01:41.764052,2025-06-14 19:01:49.279246,0 days 00:00:07.515194,,,,,,,,950.0,0.002,3m,1.5,3.0,1.0,612.0,472.0,0.007,2m,2.0,3.0,1.6,824.0,282,0.009000000000000001,2m,3.5,2.5,1.9000000000000001,332,112.0,0.003,1m,2.0,1.0,0.5,360.0,418.0,0.005,4m,1.0,3.0,0.9,720.0,196.0,0.002,4m,3.5,2.0,1.0,504.0,1022.0,0.006,3m,2.5,2.5,1.1,722.0,250.0,0.006,1m,1.5,3.5,1.6,898.0,736.0,0.004,2m,2.0,1.0,1.6,648.0,0.15000000000000002,9,COMPLETE
41,41,-1.8295372330289488,2025-06-14 19:01:49.368735,2025-06-14 19:01:56.284592,0 days 00:00:06.915857,,,,,,,,730.0,0.009000000000000001,4m,2.5,2.0,1.4,768.0,808.0,0.005,3m,1.5,3.5,1.2000000000000002,464.0,572,0.007,3m,1.5,2.5,1.8,312,334.0,0.005,2m,2.5,2.5,0.6,610.0,56.0,0.004,2m,2.0,3.5,0.8,632.0,780.0,0.001,2m,2.5,3.5,0.6,216.0,,,,,,,,156.0,0.009000000000000001,1m,2.5,4.0,1.8,1014.0,178.0,0.005,2m,3.5,2.0,0.8,224.0,0.3,8,COMPLETE
42,42,0.4819880363513992,2025-06-14 19:01:56.353210,2025-06-14 19:02:00.075876,0 days 00:00:03.722666,,,,,,,,,,,,,,,,,,,,,,458,0.003,1m,1.5,2.5,2.0,560,520.0,0.004,3m,1.5,2.0,0.7,458.0,628.0,0.002,3m,3.0,1.5,0.9,932.0,,,,,,,,,,,,,,,938.0,0.007,2m,1.5,3.0,1.5,910.0,,,,,,,,0.25,4,COMPLETE
43,43,0.7106390479880269,2025-06-14 19:02:00.133743,2025-06-14 19:02:05.436153,0 days 00:00:05.302410,,,,,,,,670.0,0.004,3m,3.0,1.5,1.2000000000000002,890.0,644.0,0.007,1m,2.5,3.0,1.8,620.0,952,0.01,4m,1.0,3.0,1.8,666,400.0,0.007,1m,1.0,1.5,0.9,112.0,332.0,0.01,4m,2.5,2.0,0.6,834.0,,,,,,,,,,,,,,,74.0,0.008,3m,2.5,4.0,1.2000000000000002,708.0,,,,,,,,0.3,6,COMPLETE
