,number,value,datetime_start,datetime_complete,duration,params_AVGO_MRNA_beta_win,params_AVGO_MRNA_stop_loss,params_AVGO_MRNA_trade_freq,params_AVGO_MRNA_z_entry,params_AVGO_MRNA_z_exit,params_AVGO_MRNA_z_stop_scaler,params_AVGO_MRNA_z_win,params_CPRT_MRNA_beta_win,params_CPRT_MRNA_stop_loss,params_CPRT_MRNA_trade_freq,params_CPRT_MRNA_z_entry,params_CPRT_MRNA_z_exit,params_CPRT_MRNA_z_stop_scaler,params_CPRT_MRNA_z_win,params_FISV_MRNA_beta_win,params_FISV_MRNA_stop_loss,params_FISV_MRNA_trade_freq,params_FISV_MRNA_z_entry,params_FISV_MRNA_z_exit,params_FISV_MRNA_z_stop_scaler,params_FISV_MRNA_z_win,params_ISRG_MRNA_beta_win,params_ISRG_MRNA_stop_loss,params_ISRG_MRNA_trade_freq,params_ISRG_MRNA_z_entry,params_ISRG_MRNA_z_exit,params_ISRG_MRNA_z_stop_scaler,params_ISRG_MRNA_z_win,params_KLAC_MRNA_beta_win,params_KLAC_MRNA_stop_loss,params_KLAC_MRNA_trade_freq,params_KLAC_MRNA_z_entry,params_KLAC_MRNA_z_exit,params_KLAC_MRNA_z_stop_scaler,params_KLAC_MRNA_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_MCHP_MRNA_beta_win,params_MCHP_MRNA_stop_loss,params_MCHP_MRNA_trade_freq,params_MCHP_MRNA_z_entry,params_MCHP_MRNA_z_exit,params_MCHP_MRNA_z_stop_scaler,params_MCHP_MRNA_z_win,params_MDLZ_MRNA_beta_win,params_MDLZ_MRNA_stop_loss,params_MDLZ_MRNA_trade_freq,params_MDLZ_MRNA_z_entry,params_MDLZ_MRNA_z_exit,params_MDLZ_MRNA_z_stop_scaler,params_MDLZ_MRNA_z_win,params_MNST_MRNA_beta_win,params_MNST_MRNA_stop_loss,params_MNST_MRNA_trade_freq,params_MNST_MRNA_z_entry,params_MNST_MRNA_z_exit,params_MNST_MRNA_z_stop_scaler,params_MNST_MRNA_z_win,params_SBUX_MRNA_beta_win,params_SBUX_MRNA_stop_loss,params_SBUX_MRNA_trade_freq,params_SBUX_MRNA_z_entry,params_SBUX_MRNA_z_exit,params_SBUX_MRNA_z_stop_scaler,params_SBUX_MRNA_z_win,params_buffer_capital,params_pairs_to_trade,state
111,111,4.697340195714062,2025-06-14 19:28:07.161409,2025-06-14 19:28:08.125861,0 days 00:00:00.964452,,,,,,,,886,0.006,1m,2.5,3.5,1.4,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
112,112,7.6710603705910785,2025-06-14 19:28:08.178609,2025-06-14 19:28:09.181227,0 days 00:00:01.002618,,,,,,,,864,0.006,1m,2.5,3.5,1.4,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
113,113,7.9487740506572315,2025-06-14 19:28:09.256492,2025-06-14 19:28:10.328356,0 days 00:00:01.071864,,,,,,,,860,0.005,1m,2.5,4.0,1.5,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
114,114,9.764009749828542,2025-06-14 19:28:10.397369,2025-06-14 19:28:11.454233,0 days 00:00:01.056864,,,,,,,,876,0.005,1m,2.5,4.0,1.4,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
115,115,8.008737789767878,2025-06-14 19:28:11.505850,2025-06-14 19:28:13.027960,0 days 00:00:01.522110,,,,,,,,814,0.005,1m,2.5,4.0,1.5,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
116,116,-4.8050557226941155,2025-06-14 19:28:13.072411,2025-06-14 19:28:14.165834,0 days 00:00:01.093423,,,,,,,,810,0.005,3m,2.5,4.0,1.5,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
117,117,-7.157572362426234,2025-06-14 19:28:14.225614,2025-06-14 19:28:16.977864,0 days 00:00:02.752250,804.0,0.003,4m,1.5,4.0,2.0,824.0,622,0.005,1m,2.5,4.0,0.6,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
118,118,9.24004790723411,2025-06-14 19:28:17.102060,2025-06-14 19:28:19.626186,0 days 00:00:02.524126,,,,,,,,872,0.005,1m,2.5,4.0,1.5,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
119,119,-1.4117211306243374,2025-06-14 19:28:19.737390,2025-06-14 19:28:24.612428,0 days 00:00:04.875038,706.0,0.004,1m,1.0,3.0,1.9000000000000001,718.0,878,0.006,2m,2.5,4.0,1.5,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
120,120,2.17435705536361,2025-06-14 19:28:24.735599,2025-06-14 19:28:27.418183,0 days 00:00:02.682584,,,,,,,,912,0.006,1m,2.5,4.0,1.3,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
121,121,9.131119991550387,2025-06-14 19:28:27.529961,2025-06-14 19:28:30.224893,0 days 00:00:02.694932,,,,,,,,858,0.005,1m,2.5,4.0,1.5,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
122,122,4.677500954923794,2025-06-14 19:28:30.360653,2025-06-14 19:28:33.158000,0 days 00:00:02.797347,,,,,,,,796,0.005,1m,2.5,4.0,1.5,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
123,123,8.99646489612111,2025-06-14 19:28:33.279798,2025-06-14 19:28:35.761645,0 days 00:00:02.481847,,,,,,,,870,0.005,1m,2.5,4.0,1.4,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
124,124,-4.437892038415111,2025-06-14 19:28:35.865641,2025-06-14 19:28:37.778165,0 days 00:00:01.912524,,,,,,,,358,0.006,1m,2.5,1.5,1.4,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
125,125,9.542369984684438,2025-06-14 19:28:37.865997,2025-06-14 19:28:39.274959,0 days 00:00:01.408962,,,,,,,,870,0.005,1m,2.5,4.0,1.4,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
126,126,9.550779046001606,2025-06-14 19:28:39.343592,2025-06-14 19:28:40.505572,0 days 00:00:01.161980,,,,,,,,868,0.005,1m,2.5,4.0,1.3,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
127,127,7.848260871205052,2025-06-14 19:28:40.582038,2025-06-14 19:28:41.574925,0 days 00:00:00.992887,,,,,,,,878,0.005,1m,2.5,4.0,1.3,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
128,128,0.47009974486203765,2025-06-14 19:28:41.631652,2025-06-14 19:28:42.704959,0 days 00:00:01.073307,,,,,,,,776,0.004,1m,2.5,4.0,1.2000000000000002,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
129,129,2.7125799209720007,2025-06-14 19:28:42.759218,2025-06-14 19:28:43.720754,0 days 00:00:00.961536,,,,,,,,828,0.005,1m,2.5,4.0,1.3,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
130,130,-2.0920149013230995,2025-06-14 19:28:43.776462,2025-06-14 19:28:45.464387,0 days 00:00:01.687925,966.0,0.002,3m,1.5,4.0,0.5,884.0,868,0.005,1m,2.5,4.0,1.3,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
131,131,8.266426992513196,2025-06-14 19:28:45.515240,2025-06-14 19:28:46.610291,0 days 00:00:01.095051,,,,,,,,850,0.005,1m,2.5,4.0,1.4,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
132,132,5.61983745736601,2025-06-14 19:28:46.717330,2025-06-14 19:28:47.828898,0 days 00:00:01.111568,,,,,,,,890,0.006,1m,2.5,4.0,1.4,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
133,133,9.830027327884213,2025-06-14 19:28:47.880413,2025-06-14 19:28:48.974805,0 days 00:00:01.094392,,,,,,,,852,0.005,1m,2.5,4.0,1.5,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
134,134,10.691106222286434,2025-06-14 19:28:49.027865,2025-06-14 19:28:50.032568,0 days 00:00:01.004703,,,,,,,,840,0.004,1m,2.5,4.0,1.5,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
135,135,9.601465949129341,2025-06-14 19:28:50.094517,2025-06-14 19:28:51.041634,0 days 00:00:00.947117,,,,,,,,840,0.004,1m,2.5,4.0,1.5,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
136,136,1.4042579959797923,2025-06-14 19:28:51.096192,2025-06-14 19:28:52.149942,0 days 00:00:01.053750,,,,,,,,912,0.004,1m,2.5,4.0,1.5,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
137,137,9.06617996138571,2025-06-14 19:28:52.222453,2025-06-14 19:28:53.345810,0 days 00:00:01.123357,,,,,,,,870,0.004,1m,2.5,4.0,1.6,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
138,138,7.395618992258827,2025-06-14 19:28:53.408185,2025-06-14 19:28:54.314112,0 days 00:00:00.905927,,,,,,,,880,0.004,1m,2.5,4.0,1.7000000000000002,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
139,139,-2.9327152631424025,2025-06-14 19:28:54.374422,2025-06-14 19:28:56.346326,0 days 00:00:01.971904,850.0,0.001,1m,2.0,4.0,0.7,992.0,836,0.004,4m,2.5,4.0,1.6,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
140,140,6.407914862173215,2025-06-14 19:28:56.417767,2025-06-14 19:28:57.419716,0 days 00:00:01.001949,,,,,,,,918,0.004,1m,2.5,4.0,1.6,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
141,141,8.251043226632442,2025-06-14 19:28:57.480619,2025-06-14 19:28:58.448881,0 days 00:00:00.968262,,,,,,,,854,0.005,1m,2.5,4.0,1.5,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
142,142,7.246059985139647,2025-06-14 19:28:58.501022,2025-06-14 19:28:59.623834,0 days 00:00:01.122812,,,,,,,,894,0.004,1m,2.5,4.0,1.5,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
143,143,8.344857051298172,2025-06-14 19:28:59.675744,2025-06-14 19:29:00.663353,0 days 00:00:00.987609,,,,,,,,868,0.004,1m,2.5,4.0,2.0,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
144,144,4.851137570308621,2025-06-14 19:29:00.705316,2025-06-14 19:29:01.682830,0 days 00:00:00.977514,,,,,,,,834,0.005,1m,2.5,1.0,1.7000000000000002,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
145,145,5.740959649609198,2025-06-14 19:29:01.731373,2025-06-14 19:29:02.694832,0 days 00:00:00.963459,,,,,,,,790,0.005,1m,2.5,4.0,1.5,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
146,146,5.537637187614236,2025-06-14 19:29:02.746139,2025-06-14 19:29:03.776233,0 days 00:00:01.030094,,,,,,,,956,0.004,3m,2.5,4.0,1.6,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
147,147,-1.136018420264536,2025-06-14 19:29:03.823888,2025-06-14 19:29:04.914662,0 days 00:00:01.090774,,,,,,,,856,0.005,2m,2.5,4.0,1.4,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
148,148,-0.20564474430762172,2025-06-14 19:29:04.965577,2025-06-14 19:29:06.978327,0 days 00:00:02.012750,1024.0,0.005,3m,1.0,3.5,0.9,976.0,830,0.005,1m,2.5,4.0,1.5,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
149,149,7.311246127283292,2025-06-14 19:29:07.063396,2025-06-14 19:29:08.133005,0 days 00:00:01.069609,,,,,,,,898,0.004,1m,2.5,4.0,1.6,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
