,number,value,datetime_start,datetime_complete,duration,params_ABNB_NXPI_beta_win,params_ABNB_NXPI_stop_loss,params_ABNB_NXPI_trade_freq,params_ABNB_NXPI_z_entry,params_ABNB_NXPI_z_exit,params_ABNB_NXPI_z_stop_scaler,params_ABNB_NXPI_z_win,params_CTSH_MAR_beta_win,params_CTSH_MAR_stop_loss,params_CTSH_MAR_trade_freq,params_CTSH_MAR_z_entry,params_CTSH_MAR_z_exit,params_CTSH_MAR_z_stop_scaler,params_CTSH_MAR_z_win,params_DASH_KLAC_beta_win,params_DASH_KLAC_stop_loss,params_DASH_KLAC_trade_freq,params_DASH_KLAC_z_entry,params_DASH_KLAC_z_exit,params_DASH_KLAC_z_stop_scaler,params_DASH_KLAC_z_win,params_DASH_LRCX_beta_win,params_DASH_LRCX_stop_loss,params_DASH_LRCX_trade_freq,params_DASH_LRCX_z_entry,params_DASH_LRCX_z_exit,params_DASH_LRCX_z_stop_scaler,params_DASH_LRCX_z_win,params_DXCM_HON_beta_win,params_DXCM_HON_stop_loss,params_DXCM_HON_trade_freq,params_DXCM_HON_z_entry,params_DXCM_HON_z_exit,params_DXCM_HON_z_stop_scaler,params_DXCM_HON_z_win,params_GOOGL_VRSK_beta_win,params_GOOGL_VRSK_stop_loss,params_GOOGL_VRSK_trade_freq,params_GOOGL_VRSK_z_entry,params_GOOGL_VRSK_z_exit,params_GOOGL_VRSK_z_stop_scaler,params_GOOGL_VRSK_z_win,params_GOOG_VRSK_beta_win,params_GOOG_VRSK_stop_loss,params_GOOG_VRSK_trade_freq,params_GOOG_VRSK_z_entry,params_GOOG_VRSK_z_exit,params_GOOG_VRSK_z_stop_scaler,params_GOOG_VRSK_z_win,params_LRCX_NFLX_beta_win,params_LRCX_NFLX_stop_loss,params_LRCX_NFLX_trade_freq,params_LRCX_NFLX_z_entry,params_LRCX_NFLX_z_exit,params_LRCX_NFLX_z_stop_scaler,params_LRCX_NFLX_z_win,params_MU_CTAS_beta_win,params_MU_CTAS_stop_loss,params_MU_CTAS_trade_freq,params_MU_CTAS_z_entry,params_MU_CTAS_z_exit,params_MU_CTAS_z_stop_scaler,params_MU_CTAS_z_win,params_PYPL_GFS_beta_win,params_PYPL_GFS_stop_loss,params_PYPL_GFS_trade_freq,params_PYPL_GFS_z_entry,params_PYPL_GFS_z_exit,params_PYPL_GFS_z_stop_scaler,params_PYPL_GFS_z_win,params_buffer_capital,params_pairs_to_trade,state
84,84,-1.4616105014829248,2025-06-14 19:51:15.555311,2025-06-14 19:51:16.475302,0 days 00:00:00.919991,,,,,,,,,,,,,,,232,0.006,1m,4.0,1.0,0.5,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
85,85,2.8636987562032883,2025-06-14 19:51:16.528128,2025-06-14 19:51:20.097927,0 days 00:00:03.569799,,,,,,,,664.0,0.009000000000000001,2m,2.5,3.0,0.9,644.0,204,0.008,1m,4.0,1.0,1.3,870,48.0,0.01,3m,2.5,1.5,0.8,386.0,,,,,,,,304.0,0.009000000000000001,2m,3.0,3.5,1.5,574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
86,86,-2.5510339308772596,2025-06-14 19:51:20.175140,2025-06-14 19:51:23.688528,0 days 00:00:03.513388,,,,,,,,706.0,0.01,2m,2.0,3.0,0.9,756.0,196,0.009000000000000001,1m,3.5,1.5,1.6,858,50.0,0.009000000000000001,3m,2.5,1.5,0.6,592.0,,,,,,,,320.0,0.008,3m,3.0,3.0,1.4,566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
87,87,-1.5566447255597577,2025-06-14 19:51:23.785571,2025-06-14 19:51:27.149660,0 days 00:00:03.364089,,,,,,,,746.0,0.009000000000000001,1m,3.0,3.5,0.9,644.0,358,0.008,2m,4.0,1.0,1.2000000000000002,926,170.0,0.01,1m,2.0,2.0,1.0,404.0,,,,,,,,206.0,0.004,2m,3.5,3.5,1.6,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
88,88,0.7674117604355978,2025-06-14 19:51:27.204184,2025-06-14 19:51:29.098054,0 days 00:00:01.893870,,,,,,,,672.0,0.009000000000000001,2m,2.5,3.0,0.8,694.0,152,0.005,3m,4.0,1.5,1.3,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
89,89,-3.6957354820218127,2025-06-14 19:51:29.156123,2025-06-14 19:51:31.032498,0 days 00:00:01.876375,,,,,,,,792.0,0.01,2m,2.5,3.0,0.6,832.0,450,0.005,3m,3.5,1.5,1.3,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
90,90,-1.0437804735081866,2025-06-14 19:51:31.122742,2025-06-14 19:51:32.851091,0 days 00:00:01.728349,,,,,,,,168.0,0.009000000000000001,3m,2.5,3.0,0.8,704.0,678,0.004,3m,4.0,2.0,1.4,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
91,91,-2.4884584397276743,2025-06-14 19:51:32.892508,2025-06-14 19:51:33.990983,0 days 00:00:01.098475,,,,,,,,,,,,,,,268,0.003,3m,4.0,1.0,1.1,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
92,92,-5.842062531917925,2025-06-14 19:51:34.083364,2025-06-14 19:51:36.801604,0 days 00:00:02.718240,,,,,,,,674.0,0.009000000000000001,2m,2.5,3.5,0.7,620.0,156,0.002,3m,4.0,1.5,1.3,308,54.0,0.007,2m,2.5,1.0,0.8,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3,COMPLETE
93,93,-1.0110730086641955,2025-06-14 19:51:36.862958,2025-06-14 19:51:39.418037,0 days 00:00:02.555079,,,,,,,,594.0,0.009000000000000001,2m,2.0,3.0,0.8,684.0,210,0.008,1m,4.0,1.0,1.4,960,272.0,0.005,3m,2.5,1.5,1.2000000000000002,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
94,94,-5.327543870336137,2025-06-14 19:51:39.481533,2025-06-14 19:51:41.410156,0 days 00:00:01.928623,,,,,,,,626.0,0.008,2m,2.5,3.0,0.9,606.0,174,0.009000000000000001,3m,4.0,1.5,1.2000000000000002,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
95,95,-3.9833007528899236,2025-06-14 19:51:41.499463,2025-06-14 19:51:44.926394,0 days 00:00:03.426931,,,,,,,,664.0,0.009000000000000001,2m,3.0,2.5,0.8,730.0,248,0.005,2m,4.0,1.0,1.3,398,966.0,0.004,3m,2.0,3.5,0.5,520.0,,,,,,,,254.0,0.01,1m,3.0,3.5,1.5,504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
96,96,-4.742869492491034,2025-06-14 19:51:44.989841,2025-06-14 19:51:45.983565,0 days 00:00:00.993724,,,,,,,,,,,,,,,142,0.008,1m,2.5,1.0,1.5,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
97,97,-2.783294966869803,2025-06-14 19:51:46.048711,2025-06-14 19:51:47.862750,0 days 00:00:01.814039,,,,,,,,762.0,0.01,2m,2.0,2.0,1.2000000000000002,794.0,538,0.01,2m,3.5,2.0,1.2000000000000002,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
98,98,-5.475019127413288,2025-06-14 19:51:47.948545,2025-06-14 19:51:51.637920,0 days 00:00:03.689375,,,,,,,,730.0,0.008,4m,1.5,4.0,1.9000000000000001,938.0,332,0.009000000000000001,1m,4.0,2.5,1.5,354,550.0,0.006,3m,3.0,1.0,1.1,392.0,,,,,,,,552.0,0.007,2m,4.0,2.5,1.9000000000000001,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
99,99,-4.053571069035413,2025-06-14 19:51:51.701674,2025-06-14 19:51:55.911275,0 days 00:00:04.209601,,,,,,,,228.0,0.009000000000000001,1m,3.0,2.5,1.4,140.0,304,0.009000000000000001,4m,4.0,1.0,1.7000000000000002,996,322.0,0.005,4m,1.5,2.0,0.7,178.0,,,,,,,,438.0,0.006,4m,2.0,3.0,1.3,830.0,,,,,,,,,,,,,,,,,,,,,,438.0,0.006,1m,2.0,2.0,1.1,394.0,0.45,5,COMPLETE
100,100,-6.657310708788782,2025-06-14 19:51:55.976229,2025-06-14 19:51:58.536143,0 days 00:00:02.559914,,,,,,,,128.0,0.005,2m,3.5,3.0,0.7,570.0,606,0.01,1m,1.0,1.5,2.0,484,108.0,0.009000000000000001,3m,3.5,3.0,1.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,3,COMPLETE
101,101,-0.8069720849035792,2025-06-14 19:51:58.609844,2025-06-14 19:52:04.092006,0 days 00:00:05.482162,,,,,,,,656.0,0.008,2m,2.5,2.5,1.0,454.0,82,0.007,1m,4.0,1.0,0.6,786,134.0,0.01,3m,3.0,1.5,0.9,294.0,624.0,0.001,4m,3.5,2.0,1.1,182.0,300.0,0.009000000000000001,2m,2.5,4.0,1.6,896.0,,,,,,,,,,,,,,,,,,,,,,98.0,0.01,4m,4.0,4.0,1.8,530.0,0.45,6,COMPLETE
102,102,-2.412772262224931,2025-06-14 19:52:04.172473,2025-06-14 19:52:10.120367,0 days 00:00:05.947894,222.0,0.009000000000000001,1m,3.5,3.5,1.6,196.0,552.0,0.006,2m,2.5,2.5,1.0,650.0,36,0.006,1m,4.0,1.0,0.7,816,76.0,0.01,3m,2.5,1.5,1.9000000000000001,242.0,760.0,0.004,4m,4.0,2.5,0.6,40.0,906.0,0.009000000000000001,2m,3.0,4.0,1.7000000000000002,724.0,,,,,,,,,,,,,,,,,,,,,,302.0,0.008,4m,3.5,3.0,2.0,478.0,0.45,7,COMPLETE
103,103,0.20538557749596242,2025-06-14 19:52:10.206349,2025-06-14 19:52:15.248184,0 days 00:00:05.041835,,,,,,,,684.0,0.007,2m,2.5,2.5,0.9,522.0,102,0.007,1m,4.0,1.0,1.6,848,160.0,0.01,3m,3.0,1.5,0.8,334.0,876.0,0.002,3m,3.5,1.5,1.6,568.0,366.0,0.009000000000000001,2m,2.0,4.0,1.5,370.0,,,,,,,,,,,,,,,,,,,,,,608.0,0.009000000000000001,4m,2.5,3.5,1.9000000000000001,266.0,0.4,6,COMPLETE
104,104,-2.538576671689983,2025-06-14 19:52:15.324701,2025-06-14 19:52:19.655610,0 days 00:00:04.330909,,,,,,,,594.0,0.007,2m,2.5,2.5,0.9,496.0,144,0.008,1m,4.0,1.0,1.6,886,38.0,0.009000000000000001,3m,3.5,4.0,0.8,652.0,,,,,,,,254.0,0.008,2m,2.0,3.5,1.2000000000000002,320.0,,,,,,,,,,,,,,,,,,,,,,786.0,0.007,2m,1.0,3.5,1.5,270.0,0.35000000000000003,5,COMPLETE
105,105,-1.162582593149992,2025-06-14 19:52:19.717385,2025-06-14 19:52:24.871747,0 days 00:00:05.154362,,,,,,,,810.0,0.009000000000000001,2m,2.5,2.5,1.5,596.0,108,0.004,2m,4.0,1.0,1.6,226,412.0,0.01,3m,2.5,1.5,0.7,412.0,890.0,0.002,3m,3.0,1.0,1.6,708.0,306.0,0.01,2m,1.5,4.0,1.4,402.0,,,,,,,,,,,,,,,,,,,,,,682.0,0.01,3m,1.5,2.5,1.7000000000000002,144.0,0.4,6,COMPLETE
106,106,-6.315697025467664,2025-06-14 19:52:24.935334,2025-06-14 19:52:29.036098,0 days 00:00:04.100764,,,,,,,,700.0,0.008,2m,3.0,3.5,0.8,556.0,212,0.007,1m,3.5,1.0,1.5,958,162.0,0.009000000000000001,1m,1.0,1.0,0.8,544.0,,,,,,,,422.0,0.002,2m,2.0,1.5,1.5,482.0,,,,,,,,,,,,,,,,,,,,,,958.0,0.009000000000000001,4m,2.0,3.0,1.9000000000000001,74.0,0.3,5,COMPLETE
107,107,-3.10071910871108,2025-06-14 19:52:29.105290,2025-06-14 19:52:32.754434,0 days 00:00:03.649144,,,,,,,,518.0,0.006,3m,2.0,3.0,0.9,882.0,164,0.006,2m,4.0,1.0,1.8,724,238.0,0.01,3m,3.0,2.0,0.6,370.0,,,,,,,,352.0,0.008,3m,1.5,3.5,1.4,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,4,COMPLETE
108,108,-1.7265808691921583,2025-06-14 19:52:32.822831,2025-06-14 19:52:38.593620,0 days 00:00:05.770789,800.0,0.005,3m,2.0,2.0,1.8,478.0,296.0,0.01,1m,2.5,2.0,1.3,466.0,132,0.008,1m,3.0,1.5,1.4,90,458.0,0.006,3m,3.5,2.5,0.9,718.0,952.0,0.001,3m,2.5,1.0,1.3,350.0,460.0,0.009000000000000001,2m,2.0,4.0,1.6,306.0,,,,,,,,,,,,,,,,,,,,,,596.0,0.008,2m,2.5,3.0,1.5,194.0,0.4,7,COMPLETE
109,109,-1.0873249990263192,2025-06-14 19:52:38.713587,2025-06-14 19:52:40.672206,0 days 00:00:01.958619,,,,,,,,680.0,0.009000000000000001,2m,2.5,2.5,1.1,628.0,190,0.01,3m,3.5,3.0,1.7000000000000002,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
110,110,-3.546079770911031,2025-06-14 19:52:40.802874,2025-06-14 19:52:43.575610,0 days 00:00:02.772736,,,,,,,,412.0,0.007,2m,2.5,3.0,0.8,518.0,34,0.001,1m,4.0,1.0,1.6,854,112.0,0.008,2m,2.5,1.5,1.0,790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
111,111,-4.959741890361696,2025-06-14 19:52:43.647784,2025-06-14 19:52:56.948697,0 days 00:00:13.300913,,,,,,,,634.0,0.006,2m,2.5,2.5,1.0,526.0,112,0.007,1m,4.0,1.0,0.8,772,216.0,0.01,3m,3.0,1.5,0.9,226.0,822.0,0.003,3m,3.5,1.5,1.4,586.0,376.0,0.009000000000000001,2m,2.5,4.0,1.5,666.0,,,,,,,,,,,,,,,,,,,,,,404.0,0.009000000000000001,4m,3.0,3.5,1.8,346.0,0.45,6,COMPLETE
112,112,-3.4541961332499937,2025-06-14 19:52:57.089089,2025-06-14 19:53:06.167632,0 days 00:00:09.078543,,,,,,,,658.0,0.007,2m,2.5,2.5,0.9,556.0,90,0.007,1m,4.0,1.0,0.5,742,76.0,0.01,3m,3.0,1.5,0.8,296.0,754.0,0.002,3m,4.0,1.5,1.9000000000000001,912.0,354.0,0.009000000000000001,2m,2.5,4.0,1.7000000000000002,222.0,,,,,,,,,,,,,,,,,,,,,,584.0,0.01,4m,4.0,4.0,1.9000000000000001,296.0,0.5,6,COMPLETE
113,113,-0.026177862032997882,2025-06-14 19:53:06.262902,2025-06-14 19:53:11.360531,0 days 00:00:05.097629,,,,,,,,608.0,0.008,2m,3.0,2.5,1.0,584.0,106,0.007,1m,4.0,1.0,0.6,834,134.0,0.01,3m,3.0,1.5,1.1,328.0,928.0,0.003,3m,3.5,2.0,1.7000000000000002,390.0,286.0,0.01,2m,2.0,4.0,1.8,836.0,,,,,,,,,,,,,,,,,,,,,,194.0,0.009000000000000001,4m,3.5,3.5,2.0,402.0,0.45,6,COMPLETE
114,114,-2.5460677587166773,2025-06-14 19:53:11.429058,2025-06-14 19:53:17.629915,0 days 00:00:06.200857,454.0,0.003,2m,3.0,3.0,0.8,846.0,718.0,0.007,2m,2.0,2.5,1.2000000000000002,486.0,70,0.008,1m,4.0,1.0,1.5,290,16.0,0.007,3m,2.5,1.0,1.0,192.0,974.0,0.001,4m,3.0,1.5,1.5,538.0,330.0,0.01,2m,2.5,4.0,1.8,772.0,,,,,,,,,,,,,,,,,,,,,,752.0,0.008,4m,3.0,4.0,1.8,844.0,0.35000000000000003,7,COMPLETE
115,115,-3.9309464054787124,2025-06-14 19:53:17.694022,2025-06-14 19:53:21.989512,0 days 00:00:04.295490,,,,,,,,580.0,0.002,1m,2.5,2.5,1.1,690.0,174,0.006,2m,4.0,1.5,0.9,808,350.0,0.009000000000000001,3m,3.5,2.0,0.9,272.0,,,,,,,,418.0,0.008,2m,2.0,3.5,1.5,790.0,,,,,,,,,,,,,,,,,,,,,,508.0,0.007,1m,1.5,3.5,1.9000000000000001,680.0,0.4,5,COMPLETE
116,116,-0.7691343038528327,2025-06-14 19:53:22.050586,2025-06-14 19:53:27.135770,0 days 00:00:05.085184,,,,,,,,686.0,0.005,2m,2.0,2.5,0.6,208.0,134,0.007,1m,4.0,1.0,1.7000000000000002,1024,486.0,0.01,3m,2.5,1.5,1.1,132.0,870.0,0.005,4m,4.0,2.5,1.2000000000000002,752.0,204.0,0.009000000000000001,2m,2.5,4.0,1.6,450.0,,,,,,,,,,,,,,,,,,,,,,48.0,0.01,4m,2.5,4.0,2.0,570.0,0.45,6,COMPLETE
117,117,-3.8229209372317245,2025-06-14 19:53:27.252060,2025-06-14 19:53:30.874349,0 days 00:00:03.622289,,,,,,,,654.0,0.009000000000000001,3m,1.0,2.0,0.9,990.0,240,0.009000000000000001,2m,4.0,1.0,1.1,868,202.0,0.009000000000000001,3m,3.0,1.0,0.8,340.0,,,,,,,,258.0,0.007,2m,3.0,4.0,1.7000000000000002,582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
118,118,-3.3751855937421844,2025-06-14 19:53:30.970303,2025-06-14 19:53:35.960586,0 days 00:00:04.990283,,,,,,,,22.0,0.007,4m,2.5,3.0,1.0,642.0,726,0.008,1m,3.5,1.0,1.0,258,990.0,0.004,3m,4.0,2.5,0.7,480.0,744.0,0.004,1m,1.0,2.0,1.8,644.0,514.0,0.008,2m,2.0,3.5,2.0,930.0,,,,,,,,,,,,,,,,,,,,,,316.0,0.006,2m,3.0,3.5,0.8,762.0,0.35000000000000003,6,COMPLETE
119,119,-1.714297414522875,2025-06-14 19:53:36.046693,2025-06-14 19:53:37.073805,0 days 00:00:01.027112,,,,,,,,,,,,,,,58,0.01,1m,4.0,1.5,0.5,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
120,120,-0.23807835960958423,2025-06-14 19:53:37.126820,2025-06-14 19:53:39.689229,0 days 00:00:02.562409,,,,,,,,882.0,0.008,2m,3.0,2.5,0.9,510.0,396,0.002,2m,4.0,2.0,1.3,336,918.0,0.01,4m,3.5,2.0,0.9,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3,COMPLETE
121,121,1.1493890391915254,2025-06-14 19:53:39.715726,2025-06-14 19:53:43.254137,0 days 00:00:03.538411,,,,,,,,564.0,0.006,2m,2.5,2.5,0.8,606.0,266,0.008,1m,4.0,1.0,0.6,788,68.0,0.008,3m,2.5,1.5,1.1,374.0,,,,,,,,158.0,0.009000000000000001,2m,2.0,3.0,1.6,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
122,122,-0.31874276119437595,2025-06-14 19:53:43.323837,2025-06-14 19:53:47.059674,0 days 00:00:03.735837,,,,,,,,560.0,0.006,2m,2.5,2.5,0.8,608.0,292,0.008,1m,4.0,1.0,0.7,788,100.0,0.008,3m,2.5,1.5,1.0,440.0,,,,,,,,126.0,0.009000000000000001,2m,2.0,2.0,1.6,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
123,123,-0.19384622051777445,2025-06-14 19:53:47.114250,2025-06-14 19:53:50.975965,0 days 00:00:03.861715,,,,,,,,530.0,0.006,2m,2.5,2.5,0.7,572.0,280,0.008,1m,4.0,1.0,0.6,836,48.0,0.008,3m,2.5,1.5,1.2000000000000002,376.0,,,,,,,,64.0,0.01,2m,2.0,3.0,1.5,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
124,124,-1.3457236840792826,2025-06-14 19:53:51.040152,2025-06-14 19:53:54.776893,0 days 00:00:03.736741,,,,,,,,624.0,0.005,2m,2.5,2.5,0.8,540.0,218,0.007,1m,4.0,1.0,0.5,692,856.0,0.005,3m,2.5,1.5,1.1,614.0,,,,,,,,376.0,0.009000000000000001,1m,2.0,2.5,1.7000000000000002,908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
125,125,-2.1617557999829136,2025-06-14 19:53:54.843700,2025-06-14 19:53:58.390656,0 days 00:00:03.546956,,,,,,,,716.0,0.006,2m,2.5,3.0,0.5,668.0,316,0.009000000000000001,1m,4.0,1.0,0.6,308,76.0,0.006,3m,2.0,2.0,0.9,354.0,,,,,,,,172.0,0.01,2m,2.5,3.0,1.6,828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
126,126,-4.481806126660062,2025-06-14 19:53:58.437505,2025-06-14 19:54:02.846088,0 days 00:00:04.408583,,,,,,,,598.0,0.007,1m,2.5,2.5,0.9,718.0,250,0.007,4m,4.0,1.0,1.4,804,150.0,0.009000000000000001,3m,3.0,1.5,1.0,268.0,,,,,,,,280.0,0.009000000000000001,4m,1.5,3.5,1.9000000000000001,738.0,,,,,,,,,,,,,,,,,,,,,,836.0,0.004,4m,1.0,3.0,1.7000000000000002,618.0,0.45,5,COMPLETE
127,127,-0.37851075200431245,2025-06-14 19:54:02.908131,2025-06-14 19:54:09.201515,0 days 00:00:06.293384,,,,,,,,632.0,0.009000000000000001,2m,2.0,2.5,1.0,592.0,188,0.008,3m,4.0,1.0,0.7,364,34.0,0.009000000000000001,3m,2.5,1.0,1.2000000000000002,574.0,632.0,0.003,2m,3.5,1.0,1.0,466.0,638.0,0.009000000000000001,2m,2.5,4.0,1.8,696.0,,,,,,,,,,,,,,,,,,,,,,256.0,0.01,2m,4.0,4.0,1.6,84.0,0.4,6,COMPLETE
128,128,-1.1492072108163291,2025-06-14 19:54:09.293904,2025-06-14 19:54:12.671358,0 days 00:00:03.377454,,,,,,,,578.0,0.007,2m,2.5,2.0,1.7000000000000002,772.0,268,0.006,1m,4.0,1.0,1.6,278,182.0,0.007,1m,3.5,1.5,1.1,906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
129,129,-1.7247726300886206,2025-06-14 19:54:12.754872,2025-06-14 19:54:15.120276,0 days 00:00:02.365404,,,,,,,,694.0,0.009000000000000001,3m,3.0,3.0,1.1,526.0,348,0.009000000000000001,2m,3.5,1.0,0.8,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
130,130,-3.9259285055816386,2025-06-14 19:54:15.265818,2025-06-14 19:54:20.684502,0 days 00:00:05.418684,,,,,,,,76.0,0.008,1m,2.5,2.5,0.8,406.0,556,0.008,1m,3.0,1.0,0.5,850,66.0,0.01,3m,2.5,3.5,1.0,246.0,,,,,,,,236.0,0.008,2m,2.0,4.0,1.5,1012.0,,,,,,,,,,,,,,,,,,,,,,660.0,0.008,3m,1.5,3.5,1.8,504.0,0.45,5,COMPLETE
131,131,2.3779167054206383,2025-06-14 19:54:20.774010,2025-06-14 19:54:25.248125,0 days 00:00:04.474115,,,,,,,,616.0,0.007,2m,2.5,2.5,0.7,550.0,264,0.008,1m,4.0,1.0,0.6,766,126.0,0.002,3m,2.5,1.5,1.2000000000000002,314.0,,,,,,,,304.0,0.008,2m,2.0,3.5,1.6,794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
132,132,0.514471681864125,2025-06-14 19:54:25.326637,2025-06-14 19:54:29.292377,0 days 00:00:03.965740,,,,,,,,646.0,0.006,2m,2.5,2.5,0.7,554.0,164,0.003,1m,4.0,1.0,0.6,794,118.0,0.002,3m,2.5,1.5,1.2000000000000002,316.0,,,,,,,,306.0,0.008,2m,2.0,3.5,1.6,788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
133,133,2.2960206922367297,2025-06-14 19:54:29.406426,2025-06-14 19:54:34.161425,0 days 00:00:04.754999,,,,,,,,610.0,0.006,2m,2.5,2.5,0.7,636.0,202,0.003,1m,4.0,1.0,0.6,750,120.0,0.002,3m,2.0,1.5,1.3,410.0,,,,,,,,312.0,0.007,2m,2.0,3.5,1.6,878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
134,134,1.0260233243106358,2025-06-14 19:54:34.237936,2025-06-14 19:54:38.758875,0 days 00:00:04.520939,,,,,,,,614.0,0.005,2m,2.5,2.5,0.7,562.0,156,0.003,1m,4.0,1.0,0.6,762,122.0,0.002,3m,1.5,1.5,1.3,416.0,,,,,,,,326.0,0.007,2m,2.0,3.5,1.4,882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
135,135,-0.08697878993435096,2025-06-14 19:54:38.860399,2025-06-14 19:54:43.638158,0 days 00:00:04.777759,,,,,,,,612.0,0.005,2m,2.5,2.5,0.7,566.0,206,0.003,1m,4.0,1.0,0.7,754,114.0,0.002,3m,1.5,1.5,1.3,398.0,,,,,,,,330.0,0.007,2m,2.0,3.0,1.4,882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
136,136,-0.8646859514038262,2025-06-14 19:54:43.785217,2025-06-14 19:54:48.287611,0 days 00:00:04.502394,,,,,,,,532.0,0.004,2m,2.5,2.5,0.7,606.0,164,0.003,1m,4.0,1.0,0.6,712,92.0,0.002,3m,2.0,1.5,1.2000000000000002,422.0,,,,,,,,296.0,0.006,2m,1.5,3.5,1.4,852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
137,137,-3.312487039030697,2025-06-14 19:54:48.390129,2025-06-14 19:54:52.799475,0 days 00:00:04.409346,,,,,,,,570.0,0.006,2m,2.5,2.5,0.6,552.0,146,0.003,1m,4.0,1.0,0.6,768,142.0,0.001,3m,1.0,1.5,1.4,384.0,,,,,,,,234.0,0.007,2m,2.0,3.5,1.3,970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
138,138,-3.581729034756042,2025-06-14 19:54:52.888991,2025-06-14 19:54:57.431068,0 days 00:00:04.542077,,,,,,,,506.0,0.005,2m,2.5,2.5,0.7,640.0,652,0.003,2m,4.0,1.5,0.7,748,716.0,0.001,3m,2.0,1.5,1.3,450.0,,,,,,,,272.0,0.008,2m,2.0,3.5,1.6,914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
139,139,-4.587379905561055,2025-06-14 19:54:57.515600,2025-06-14 19:55:02.117515,0 days 00:00:04.601915,,,,,,,,470.0,0.006,2m,2.5,3.0,0.7,478.0,192,0.003,1m,4.0,1.0,0.6,816,120.0,0.002,2m,2.0,1.5,1.4,332.0,,,,,,,,136.0,0.006,3m,2.0,3.0,1.5,886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
