,number,value,datetime_start,datetime_complete,duration,params_AMAT_TXN_beta_win,params_AMAT_TXN_stop_loss,params_AMAT_TXN_trade_freq,params_AMAT_TXN_z_entry,params_AMAT_TXN_z_exit,params_AMAT_TXN_z_stop_scaler,params_AMAT_TXN_z_win,params_AMZN_SIRI_beta_win,params_AMZN_SIRI_stop_loss,params_AMZN_SIRI_trade_freq,params_AMZN_SIRI_z_entry,params_AMZN_SIRI_z_exit,params_AMZN_SIRI_z_stop_scaler,params_AMZN_SIRI_z_win,params_BKNG_ZM_beta_win,params_BKNG_ZM_stop_loss,params_BKNG_ZM_trade_freq,params_BKNG_ZM_z_entry,params_BKNG_ZM_z_exit,params_BKNG_ZM_z_stop_scaler,params_BKNG_ZM_z_win,params_COST_PCAR_beta_win,params_COST_PCAR_stop_loss,params_COST_PCAR_trade_freq,params_COST_PCAR_z_entry,params_COST_PCAR_z_exit,params_COST_PCAR_z_stop_scaler,params_COST_PCAR_z_win,params_CSCO_TXN_beta_win,params_CSCO_TXN_stop_loss,params_CSCO_TXN_trade_freq,params_CSCO_TXN_z_entry,params_CSCO_TXN_z_exit,params_CSCO_TXN_z_stop_scaler,params_CSCO_TXN_z_win,params_CTAS_PCAR_beta_win,params_CTAS_PCAR_stop_loss,params_CTAS_PCAR_trade_freq,params_CTAS_PCAR_z_entry,params_CTAS_PCAR_z_exit,params_CTAS_PCAR_z_stop_scaler,params_CTAS_PCAR_z_win,params_JD_SIRI_beta_win,params_JD_SIRI_stop_loss,params_JD_SIRI_trade_freq,params_JD_SIRI_z_entry,params_JD_SIRI_z_exit,params_JD_SIRI_z_stop_scaler,params_JD_SIRI_z_win,params_LULU_PCAR_beta_win,params_LULU_PCAR_stop_loss,params_LULU_PCAR_trade_freq,params_LULU_PCAR_z_entry,params_LULU_PCAR_z_exit,params_LULU_PCAR_z_stop_scaler,params_LULU_PCAR_z_win,params_MDLZ_SIRI_beta_win,params_MDLZ_SIRI_stop_loss,params_MDLZ_SIRI_trade_freq,params_MDLZ_SIRI_z_entry,params_MDLZ_SIRI_z_exit,params_MDLZ_SIRI_z_stop_scaler,params_MDLZ_SIRI_z_win,params_SGEN_SIRI_beta_win,params_SGEN_SIRI_stop_loss,params_SGEN_SIRI_trade_freq,params_SGEN_SIRI_z_entry,params_SGEN_SIRI_z_exit,params_SGEN_SIRI_z_stop_scaler,params_SGEN_SIRI_z_win,params_buffer_capital,params_pairs_to_trade,state
94,94,2.189435975124625,2025-06-14 19:03:25.499077,2025-06-14 19:03:27.338768,0 days 00:00:01.839691,,,,,,,,,,,,,,,,,,,,,,114.0,0.009000000000000001,4m,2.5,3.0,2.0,664.0,,,,,,,,,,,,,,,,,,,,,,568,0.006,3m,1.5,3.5,2.0,604,,,,,,,,,,,,,,,0.45,2,COMPLETE
95,95,2.061922902859571,2025-06-14 19:03:27.410230,2025-06-14 19:03:30.036477,0 days 00:00:02.626247,,,,,,,,,,,,,,,,,,,,,,288.0,0.008,3m,3.5,3.0,1.8,618.0,,,,,,,,,,,,,,,,,,,,,,248,0.009000000000000001,2m,1.5,3.5,1.6,678,834.0,0.008,3m,1.0,3.5,1.5,408.0,,,,,,,,0.25,3,COMPLETE
96,96,3.2867492755578467,2025-06-14 19:03:30.090468,2025-06-14 19:03:32.884881,0 days 00:00:02.794413,,,,,,,,,,,,,,,,,,,,,,242.0,0.006,4m,4.0,2.5,1.9000000000000001,518.0,,,,,,,,,,,,,,,,,,,,,,318,0.004,4m,2.0,4.0,1.9000000000000001,494,738.0,0.007,3m,2.0,2.5,0.8,472.0,,,,,,,,0.1,3,COMPLETE
97,97,-2.3927478975681358,2025-06-14 19:03:32.967758,2025-06-14 19:03:33.984459,0 days 00:00:01.016701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,0.005,3m,2.5,3.0,0.6,552,,,,,,,,,,,,,,,0.05,1,COMPLETE
98,98,1.8210772696183242,2025-06-14 19:03:34.040752,2025-06-14 19:03:35.715882,0 days 00:00:01.675130,,,,,,,,,,,,,,,,,,,,,,194.0,0.01,4m,3.0,3.5,1.7000000000000002,556.0,,,,,,,,,,,,,,,,,,,,,,376,0.004,4m,1.5,4.0,1.2000000000000002,814,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
99,99,0.9431716868317065,2025-06-14 19:03:35.788938,2025-06-14 19:03:37.660433,0 days 00:00:01.871495,,,,,,,,,,,,,,,,,,,,,,76.0,0.006,1m,3.0,3.0,1.8,984.0,,,,,,,,,,,,,,,,,,,,,,458,0.007,1m,3.5,3.5,1.1,580,,,,,,,,,,,,,,,0.3,2,COMPLETE
100,100,-3.7828621390386337,2025-06-14 19:03:37.719919,2025-06-14 19:03:40.288300,0 days 00:00:02.568381,,,,,,,,,,,,,,,,,,,,,,354.0,0.007,4m,3.5,2.5,2.0,390.0,,,,,,,,,,,,,,,,,,,,,,134,0.006,4m,2.0,4.0,0.5,448,1024.0,0.006,4m,1.5,3.0,1.0,276.0,,,,,,,,0.1,3,COMPLETE
101,101,6.2668610855869575,2025-06-14 19:03:40.367266,2025-06-14 19:03:43.060465,0 days 00:00:02.693199,,,,,,,,,,,,,,,,,,,,,,542.0,0.008,4m,3.0,2.5,1.8,524.0,,,,,,,,,,,,,,,,,,,,,,388,0.005,3m,1.5,3.5,1.9000000000000001,518,794.0,0.007,3m,2.0,1.5,1.0,514.0,,,,,,,,0.2,3,COMPLETE
102,102,2.8776625945408965,2025-06-14 19:03:43.122297,2025-06-14 19:03:46.522915,0 days 00:00:03.400618,,,,,,,,,,,,,,,704.0,0.01,1m,3.5,2.0,0.7,776.0,556.0,0.008,4m,3.0,2.5,1.9000000000000001,484.0,,,,,,,,,,,,,,,,,,,,,,634,0.005,3m,1.5,3.5,1.9000000000000001,620,864.0,0.008,3m,2.0,1.5,0.9,638.0,,,,,,,,0.25,4,COMPLETE
103,103,5.9486105937619485,2025-06-14 19:03:46.589671,2025-06-14 19:03:49.318453,0 days 00:00:02.728782,,,,,,,,,,,,,,,,,,,,,,640.0,0.008,4m,3.0,2.5,1.8,530.0,,,,,,,,,,,,,,,,,,,,,,406,0.005,3m,1.5,3.5,1.8,526,892.0,0.009000000000000001,3m,1.5,1.5,1.0,450.0,,,,,,,,0.2,3,COMPLETE
104,104,6.7026464410066255,2025-06-14 19:03:49.403991,2025-06-14 19:03:52.013585,0 days 00:00:02.609594,,,,,,,,,,,,,,,,,,,,,,644.0,0.009000000000000001,4m,3.0,2.0,1.8,456.0,,,,,,,,,,,,,,,,,,,,,,532,0.005,3m,1.5,3.5,1.8,478,900.0,0.009000000000000001,3m,1.5,1.5,1.0,452.0,,,,,,,,0.2,3,COMPLETE
105,105,5.704799484426159,2025-06-14 19:03:52.105553,2025-06-14 19:03:55.361957,0 days 00:00:03.256404,,,,,,,,,,,,,,,214.0,0.009000000000000001,2m,2.0,3.0,1.6,638.0,540.0,0.009000000000000001,4m,3.0,2.0,1.8,446.0,,,,,,,,,,,,,,,,,,,,,,526,0.005,3m,1.0,3.5,1.8,484,904.0,0.009000000000000001,3m,1.5,1.5,1.0,462.0,,,,,,,,0.2,4,COMPLETE
106,106,-1.658267698433132,2025-06-14 19:03:55.424764,2025-06-14 19:03:58.167654,0 days 00:00:02.742890,,,,,,,,,,,,,,,,,,,,,,642.0,0.009000000000000001,4m,2.5,1.5,1.8,520.0,,,,,,,,,,,,,,,,,,,,,,494,0.006,3m,1.5,3.5,1.8,526,816.0,0.01,3m,1.0,1.0,1.1,568.0,,,,,,,,0.2,3,COMPLETE
107,107,-2.190015618938521,2025-06-14 19:03:58.224289,2025-06-14 19:04:00.894517,0 days 00:00:02.670228,,,,,,,,,,,,,,,,,,,,,,580.0,0.008,4m,3.0,2.0,1.9000000000000001,576.0,,,,,,,,,,,,,,,,,,,,,,424,0.001,2m,2.0,3.0,1.7000000000000002,400,890.0,0.009000000000000001,3m,1.5,1.5,0.9,506.0,,,,,,,,0.15000000000000002,3,COMPLETE
108,108,3.1192309380377488,2025-06-14 19:04:00.953820,2025-06-14 19:04:03.411825,0 days 00:00:02.458005,,,,,,,,,,,,,,,,,,,,,,650.0,0.009000000000000001,4m,3.0,3.0,1.8,806.0,,,,,,,,,,,,,,,,,,,,,,454,0.004,4m,2.5,3.5,1.6,464,918.0,0.01,3m,1.5,1.5,1.2000000000000002,346.0,,,,,,,,0.15000000000000002,3,COMPLETE
109,109,-3.588813150261023,2025-06-14 19:04:03.486854,2025-06-14 19:04:07.088809,0 days 00:00:03.601955,,,,,,,,,,,,,,,298.0,0.005,1m,1.5,2.5,1.9000000000000001,546.0,692.0,0.01,4m,3.5,2.0,1.6,500.0,,,,,,,,,,,,,,,,,,,,,,260,0.005,3m,1.0,3.0,1.7000000000000002,222,992.0,0.007,3m,2.0,1.0,1.0,448.0,,,,,,,,0.2,4,COMPLETE
110,110,-4.643952774156253,2025-06-14 19:04:07.148160,2025-06-14 19:04:09.638710,0 days 00:00:02.490550,,,,,,,,,,,,,,,,,,,,,,610.0,0.008,2m,2.5,3.0,0.9,614.0,,,,,,,,,,,,,,,,,,,,,,226,0.005,4m,3.0,3.5,1.4,508,846.0,0.009000000000000001,3m,1.0,1.5,0.9,386.0,,,,,,,,0.2,3,COMPLETE
111,111,4.669373581979837,2025-06-14 19:04:09.692403,2025-06-14 19:04:12.421731,0 days 00:00:02.729328,,,,,,,,,,,,,,,,,,,,,,450.0,0.006,4m,3.0,2.5,1.7000000000000002,418.0,,,,,,,,,,,,,,,,,,,,,,402,0.005,3m,1.5,3.5,1.9000000000000001,564,696.0,0.009000000000000001,3m,1.5,1.0,0.8,536.0,,,,,,,,0.25,3,COMPLETE
112,112,6.022471893024733,2025-06-14 19:04:12.479961,2025-06-14 19:04:15.258938,0 days 00:00:02.778977,,,,,,,,,,,,,,,,,,,,,,412.0,0.005,4m,3.0,2.5,0.6,452.0,,,,,,,,,,,,,,,,,,,,,,336,0.005,3m,1.5,3.5,1.8,538,878.0,0.006,3m,2.0,1.5,1.1,490.0,,,,,,,,0.3,3,COMPLETE
113,113,5.13122060220614,2025-06-14 19:04:15.312070,2025-06-14 19:04:17.862489,0 days 00:00:02.550419,,,,,,,,,,,,,,,,,,,,,,490.0,0.004,4m,3.0,3.0,1.9000000000000001,450.0,,,,,,,,,,,,,,,,,,,,,,348,0.005,3m,1.5,3.5,1.8,432,860.0,0.006,3m,2.0,1.5,1.1,486.0,,,,,,,,0.3,3,COMPLETE
114,114,1.6655653158852997,2025-06-14 19:04:17.925934,2025-06-14 19:04:20.577359,0 days 00:00:02.651425,,,,,,,,,,,,,,,,,,,,,,418.0,0.005,4m,3.0,3.0,0.8,534.0,,,,,,,,,,,,,,,,,,,,,,300,0.005,3m,1.5,3.5,1.8,374,810.0,0.006,3m,2.5,1.5,1.0,586.0,,,,,,,,0.3,3,COMPLETE
115,115,-5.875575892312678,2025-06-14 19:04:20.626893,2025-06-14 19:04:28.793641,0 days 00:00:08.166748,450.0,0.01,2m,1.0,1.0,1.9000000000000001,1004.0,58.0,0.01,3m,2.0,3.5,0.5,28.0,946.0,0.007,3m,3.0,1.5,1.3,940.0,978.0,0.009000000000000001,4m,3.0,2.5,1.3,880.0,614.0,0.008,1m,2.5,1.5,1.3,1020.0,1002.0,0.006,3m,2.0,4.0,1.5,660.0,38.0,0.006,1m,2.0,3.0,2.0,504.0,286,0.004,3m,1.5,3.0,1.8,474,924.0,0.007,3m,2.0,1.5,1.0,536.0,212.0,0.01,1m,3.0,1.5,1.4,116.0,0.3,10,COMPLETE
116,116,5.357107767298268,2025-06-14 19:04:28.857520,2025-06-14 19:04:32.233301,0 days 00:00:03.375781,,,,,,,,,,,,,,,424.0,0.006,4m,4.0,3.5,1.4,830.0,368.0,0.005,4m,3.0,2.0,0.7,584.0,,,,,,,,,,,,,,,,,,,,,,160,0.006,3m,1.5,3.5,1.7000000000000002,514,884.0,0.007,3m,2.5,1.5,1.1,408.0,,,,,,,,0.35000000000000003,4,COMPLETE
117,117,-0.8498417060114849,2025-06-14 19:04:32.298571,2025-06-14 19:04:34.893384,0 days 00:00:02.594813,,,,,,,,,,,,,,,,,,,,,,914.0,0.001,4m,2.0,3.0,0.6,482.0,,,,,,,,,,,,,,,,,,,,,,588,0.009000000000000001,4m,2.0,2.5,1.9000000000000001,538,958.0,0.005,3m,2.0,2.0,1.2000000000000002,622.0,,,,,,,,0.2,3,COMPLETE
118,118,-0.7089350483649095,2025-06-14 19:04:34.953458,2025-06-14 19:04:38.806991,0 days 00:00:03.853533,,,,,,,,,,,,,,,964.0,0.004,1m,2.5,1.5,0.6,674.0,996.0,0.004,1m,3.5,1.0,1.2000000000000002,544.0,,,,,,,,,,,,,,,,,,,,,,204,0.01,2m,1.5,3.5,1.5,596,990.0,0.006,3m,1.5,1.0,0.9,444.0,,,,,,,,0.3,4,COMPLETE
119,119,4.72286607140728,2025-06-14 19:04:38.865852,2025-06-14 19:04:43.381460,0 days 00:00:04.515608,,,,,,,,,,,,,,,,,,,,,,618.0,0.007,4m,2.5,2.5,2.0,506.0,,,,,,,,,,,,,,,,,,,,,,328,0.005,3m,2.0,4.0,2.0,530,766.0,0.008,3m,2.0,2.0,1.1,496.0,,,,,,,,0.15000000000000002,3,COMPLETE
120,120,-0.37685759495748195,2025-06-14 19:04:43.505889,2025-06-14 19:04:48.804405,0 days 00:00:05.298516,,,,,,,,,,,,,,,,,,,,,,714.0,0.005,4m,3.5,2.0,1.4,372.0,,,,,,,,,,,,,,,,,,,,,,442,0.006,4m,1.5,2.0,1.7000000000000002,562,,,,,,,,,,,,,,,0.25,2,COMPLETE
121,121,5.391873440287619,2025-06-14 19:04:48.934911,2025-06-14 19:04:54.442329,0 days 00:00:05.507418,,,,,,,,,,,,,,,,,,,,,,334.0,0.006,4m,3.0,2.5,1.7000000000000002,394.0,,,,,,,,,,,,,,,,,,,,,,384,0.005,3m,1.5,3.5,1.9000000000000001,580,,,,,,,,,,,,,,,0.25,2,COMPLETE
122,122,2.0115157875546976,2025-06-14 19:04:54.601367,2025-06-14 19:05:00.516358,0 days 00:00:05.914991,,,,,,,,,,,,,,,,,,,,,,576.0,0.006,4m,3.0,2.5,1.8,458.0,,,,,,,,,,,,,,,,,,,,,,410,0.005,3m,1.5,3.5,1.3,638,448.0,0.005,3m,1.5,1.5,0.8,558.0,,,,,,,,0.25,3,COMPLETE
123,123,4.73321534797575,2025-06-14 19:05:00.658688,2025-06-14 19:05:03.085733,0 days 00:00:02.427045,,,,,,,,,,,,,,,,,,,,,,300.0,0.005,4m,3.0,2.5,1.1,426.0,,,,,,,,,,,,,,,,,,,,,,368,0.005,3m,1.0,3.5,1.9000000000000001,730,,,,,,,,,,,,,,,0.3,2,COMPLETE
124,124,2.7646254316037457,2025-06-14 19:05:03.188023,2025-06-14 19:05:07.583610,0 days 00:00:04.395587,,,,,,,,,,,,,,,588.0,0.01,2m,1.5,4.0,1.6,86.0,326.0,0.006,4m,3.0,2.5,1.7000000000000002,480.0,860.0,0.004,3m,1.5,1.0,1.1,366.0,,,,,,,,,,,,,,,472,0.005,3m,1.5,3.5,1.8,488,908.0,0.004,3m,2.5,1.5,1.0,600.0,,,,,,,,0.25,5,COMPLETE
125,125,5.668762301914048,2025-06-14 19:05:07.658948,2025-06-14 19:05:10.295233,0 days 00:00:02.636285,,,,,,,,,,,,,,,,,,,,,,464.0,0.008,4m,3.0,1.5,1.6,354.0,,,,,,,,,,,,,,,,,,,,,,504,0.005,3m,1.5,3.0,2.0,538,828.0,0.007,4m,2.0,2.0,0.9,424.0,,,,,,,,0.2,3,COMPLETE
126,126,2.0115365549086492,2025-06-14 19:05:10.349653,2025-06-14 19:05:12.173906,0 days 00:00:01.824253,,,,,,,,,,,,,,,,,,,,,,398.0,0.007,4m,3.0,3.0,1.8,518.0,,,,,,,,,,,,,,,,,,,,,,342,0.004,3m,1.5,3.5,1.8,516,,,,,,,,,,,,,,,0.3,2,COMPLETE
127,127,2.3307676585780635,2025-06-14 19:05:12.256591,2025-06-14 19:05:15.008522,0 days 00:00:02.751931,,,,,,,,,,,,,,,,,,,,,,508.0,0.006,4m,2.5,2.5,1.9000000000000001,558.0,,,,,,,,,,,,,,,,,,,,,,522,0.006,4m,2.0,4.0,1.9000000000000001,560,792.0,0.006,3m,2.5,2.5,1.1,666.0,,,,,,,,0.25,3,COMPLETE
128,128,-2.7443599603982123,2025-06-14 19:05:15.075371,2025-06-14 19:05:16.978729,0 days 00:00:01.903358,,,,,,,,,,,,,,,,,,,,,,420.0,0.006,1m,3.0,3.0,0.5,410.0,,,,,,,,,,,,,,,,,,,,,,230,0.004,1m,1.5,3.5,0.5,600,,,,,,,,,,,,,,,0.2,2,COMPLETE
129,129,-1.5638433259051843,2025-06-14 19:05:17.043871,2025-06-14 19:05:18.893239,0 days 00:00:01.849368,,,,,,,,,,,,,,,,,,,,,,858.0,0.007,4m,3.5,3.5,1.7000000000000002,588.0,,,,,,,,,,,,,,,,,,,,,,184,0.005,3m,2.5,1.5,1.9000000000000001,338,,,,,,,,,,,,,,,0.1,2,COMPLETE
130,130,0.3002777121412013,2025-06-14 19:05:18.984242,2025-06-14 19:05:21.608283,0 days 00:00:02.624041,,,,,,,,,,,,,,,,,,,,,,256.0,0.009000000000000001,4m,3.0,2.5,1.8,638.0,,,,,,,,,,,,,,,,,,,,,,438,0.006,2m,2.0,4.0,1.8,702,938.0,0.01,3m,3.0,1.0,0.9,520.0,,,,,,,,0.35000000000000003,3,COMPLETE
131,131,5.390302174262933,2025-06-14 19:05:21.677262,2025-06-14 19:05:25.312311,0 days 00:00:03.635049,,,,,,,,,,,,,,,212.0,0.009000000000000001,2m,2.0,3.0,1.6,628.0,542.0,0.009000000000000001,4m,3.0,2.0,1.8,454.0,,,,,,,,,,,,,,,,,,,,,,530,0.005,3m,1.0,3.5,1.8,482,878.0,0.009000000000000001,3m,1.5,1.5,1.0,472.0,,,,,,,,0.2,4,COMPLETE
132,132,-0.7773035271438414,2025-06-14 19:05:25.400283,2025-06-14 19:05:28.816017,0 days 00:00:03.415734,,,,,,,,,,,,,,,56.0,0.008,2m,2.0,3.0,1.7000000000000002,700.0,540.0,0.009000000000000001,4m,3.0,2.0,1.9000000000000001,446.0,,,,,,,,,,,,,,,,,,,,,,566,0.005,3m,1.0,3.5,1.8,492,904.0,0.008,3m,1.0,1.5,1.0,452.0,,,,,,,,0.2,4,COMPLETE
133,133,2.7592725033242282,2025-06-14 19:05:28.889497,2025-06-14 19:05:31.316239,0 days 00:00:02.426742,,,,,,,,,,,,,,,,,,,,,,384.0,0.009000000000000001,4m,3.0,2.0,1.8,492.0,,,,,,,,,,,,,,,,,,,,,,394,0.005,3m,1.0,3.5,1.7000000000000002,454,372.0,0.009000000000000001,3m,1.5,1.5,1.0,580.0,,,,,,,,0.15000000000000002,3,COMPLETE
134,134,-1.1979440999978466,2025-06-14 19:05:31.388960,2025-06-14 19:05:33.818939,0 days 00:00:02.429979,,,,,,,,,,,,,,,,,,,,,,744.0,0.01,4m,2.5,2.5,1.9000000000000001,536.0,,,,,,,,,,,,,,,,,,,,,,546,0.005,3m,3.0,3.5,1.9000000000000001,510,974.0,0.01,3m,1.5,1.5,1.2000000000000002,468.0,,,,,,,,0.2,3,COMPLETE
135,135,-5.83614382371424,2025-06-14 19:05:33.881231,2025-06-14 19:05:35.601321,0 days 00:00:01.720090,,,,,,,,,,,,,,,,,,,,,,518.0,0.005,2m,3.0,3.0,1.7000000000000002,236.0,,,,,,,,,,,,,,,,,,,,,,266,0.005,3m,1.5,3.5,1.8,546,,,,,,,,,,,,,,,0.2,2,COMPLETE
136,136,3.306447207503046,2025-06-14 19:05:35.664585,2025-06-14 19:05:39.266265,0 days 00:00:03.601680,,,,,,,,,,,,,,,374.0,0.01,2m,1.0,3.5,1.5,960.0,672.0,0.008,4m,3.0,2.0,1.8,432.0,,,,,,,,,,,,,,,,,,,,,,624,0.005,3m,1.0,3.0,2.0,424,862.0,0.005,3m,1.5,2.5,0.8,360.0,,,,,,,,0.05,4,COMPLETE
137,137,-0.6181967076747152,2025-06-14 19:05:39.339165,2025-06-14 19:05:41.369837,0 days 00:00:02.030672,,,,,,,,,,,,,,,,,,,,,,932.0,0.006,4m,3.0,2.5,1.8,480.0,,,,,,,,,,,,,,,,,,,,,,308,0.006,4m,1.5,1.0,0.5,656,,,,,,,,,,,,,,,0.3,2,COMPLETE
138,138,-3.24702573096007,2025-06-14 19:05:41.424136,2025-06-14 19:05:46.660521,0 days 00:00:05.236385,,,,,,,,,,,,,,,208.0,0.009000000000000001,2m,3.0,3.0,1.1,866.0,348.0,0.009000000000000001,4m,3.5,2.5,1.7000000000000002,506.0,344.0,0.009000000000000001,1m,4.0,2.5,2.0,652.0,,,,,,,,546.0,0.002,2m,1.5,3.5,1.5,590.0,588,0.008,3m,2.0,4.0,1.9000000000000001,612,942.0,0.009000000000000001,1m,2.0,2.0,0.9,396.0,,,,,,,,0.25,6,COMPLETE
139,139,-2.0110377564872643,2025-06-14 19:05:46.711822,2025-06-14 19:05:49.478328,0 days 00:00:02.766506,,,,,,,,,,,,,,,,,,,,,,282.0,0.006,4m,3.0,3.0,1.9000000000000001,388.0,,,,,,,,,,,,,,,,,,,,,,418,0.004,4m,4.0,2.5,1.8,50,116.0,0.008,3m,2.5,3.5,1.1,538.0,,,,,,,,0.05,3,COMPLETE
140,140,5.306554938519405,2025-06-14 19:05:49.531272,2025-06-14 19:05:51.429584,0 days 00:00:01.898312,,,,,,,,,,,,,,,,,,,,,,1006.0,0.007,1m,2.5,2.5,2.0,606.0,,,,,,,,,,,,,,,,,,,,,,480,0.005,3m,1.5,3.5,0.6,274,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
141,141,4.729514574280425,2025-06-14 19:05:51.512990,2025-06-14 19:05:54.240458,0 days 00:00:02.727468,,,,,,,,,,,,,,,,,,,,,,462.0,0.008,4m,3.0,1.5,1.6,356.0,,,,,,,,,,,,,,,,,,,,,,514,0.005,3m,1.5,3.0,2.0,540,838.0,0.007,4m,2.0,2.0,1.0,454.0,,,,,,,,0.2,3,COMPLETE
142,142,3.625295117786327,2025-06-14 19:05:54.295771,2025-06-14 19:05:57.089245,0 days 00:00:02.793474,,,,,,,,,,,,,,,,,,,,,,966.0,0.008,4m,3.0,1.0,1.6,320.0,,,,,,,,,,,,,,,,,,,,,,506,0.005,3m,1.5,3.0,2.0,522,892.0,0.006,4m,2.0,1.5,0.9,500.0,,,,,,,,0.2,3,COMPLETE
143,143,2.2288695934634855,2025-06-14 19:05:57.143208,2025-06-14 19:06:00.000182,0 days 00:00:02.856974,,,,,,,,,,,,,,,,,,,,,,432.0,0.008,4m,3.0,1.5,1.6,294.0,,,,,,,,,,,,,,,,,,,,,,730,0.005,3m,1.5,3.0,2.0,574,826.0,0.006,4m,2.5,2.0,0.9,412.0,,,,,,,,0.2,3,COMPLETE
144,144,5.787102926190972,2025-06-14 19:06:00.085828,2025-06-14 19:06:02.754330,0 days 00:00:02.668502,,,,,,,,,,,,,,,,,,,,,,480.0,0.009000000000000001,4m,3.0,1.5,1.7000000000000002,340.0,,,,,,,,,,,,,,,,,,,,,,458,0.005,3m,1.5,3.0,1.9000000000000001,468,744.0,0.007,4m,2.0,1.5,0.8,430.0,,,,,,,,0.25,3,COMPLETE
145,145,4.512640758771238,2025-06-14 19:06:02.818165,2025-06-14 19:06:05.652798,0 days 00:00:02.834633,,,,,,,,,,,,,,,,,,,,,,484.0,0.009000000000000001,4m,3.0,3.0,1.7000000000000002,568.0,,,,,,,,,,,,,,,,,,,,,,458,0.005,3m,1.5,3.5,0.9,466,732.0,0.008,4m,1.5,1.5,0.8,430.0,,,,,,,,0.25,3,COMPLETE
146,146,-0.0916976461736379,2025-06-14 19:06:05.731937,2025-06-14 19:06:09.452860,0 days 00:00:03.720923,,,,,,,,,,,,,,,284.0,0.007,2m,2.0,2.0,1.8,534.0,594.0,0.009000000000000001,4m,3.0,2.5,1.8,466.0,,,,,,,,,,,,,,,,,,,,,,360,0.006,3m,2.5,3.0,1.9000000000000001,486,794.0,0.005,2m,2.0,1.5,1.1,558.0,,,,,,,,0.25,4,COMPLETE
147,147,-0.8734616895437075,2025-06-14 19:06:09.525264,2025-06-14 19:06:11.465498,0 days 00:00:01.940234,,,,,,,,,,,,,,,,,,,,,,562.0,0.01,4m,3.0,2.5,1.5,440.0,,,,,,,,,,,,,,,,,,,,,,394,0.005,2m,1.5,3.5,1.8,454,,,,,,,,,,,,,,,0.3,2,COMPLETE
148,148,6.1394860519514705,2025-06-14 19:06:11.542105,2025-06-14 19:06:14.279100,0 days 00:00:02.736995,,,,,,,,,,,,,,,,,,,,,,1024.0,0.009000000000000001,4m,3.5,3.0,1.9000000000000001,528.0,,,,,,,,,,,,,,,,,,,,,,430,0.004,4m,1.0,4.0,1.9000000000000001,438,1004.0,0.007,3m,2.5,1.5,0.7,518.0,,,,,,,,0.25,3,COMPLETE
149,149,1.8226702832892918,2025-06-14 19:06:14.353994,2025-06-14 19:06:17.141086,0 days 00:00:02.787092,,,,,,,,,,,,,,,,,,,,,,1008.0,0.005,4m,3.5,3.0,1.9000000000000001,546.0,,,,,,,,,,,,,,,,,,,,,,420,0.003,4m,2.0,4.0,1.9000000000000001,388,1014.0,0.007,3m,2.5,1.0,0.7,630.0,,,,,,,,0.25,3,COMPLETE
