,number,value,datetime_start,datetime_complete,duration,params_AEP_HON_beta_win,params_AEP_HON_stop_loss,params_AEP_HON_trade_freq,params_AEP_HON_z_entry,params_AEP_HON_z_exit,params_AEP_HON_z_stop_scaler,params_AEP_HON_z_win,params_ATVI_ROST_beta_win,params_ATVI_ROST_stop_loss,params_ATVI_ROST_trade_freq,params_ATVI_ROST_z_entry,params_ATVI_ROST_z_exit,params_ATVI_ROST_z_stop_scaler,params_ATVI_ROST_z_win,params_BIDU_SIRI_beta_win,params_BIDU_SIRI_stop_loss,params_BIDU_SIRI_trade_freq,params_BIDU_SIRI_z_entry,params_BIDU_SIRI_z_exit,params_BIDU_SIRI_z_stop_scaler,params_BIDU_SIRI_z_win,params_FOXA_MAR_beta_win,params_FOXA_MAR_stop_loss,params_FOXA_MAR_trade_freq,params_FOXA_MAR_z_entry,params_FOXA_MAR_z_exit,params_FOXA_MAR_z_stop_scaler,params_FOXA_MAR_z_win,params_FOX_MAR_beta_win,params_FOX_MAR_stop_loss,params_FOX_MAR_trade_freq,params_FOX_MAR_z_entry,params_FOX_MAR_z_exit,params_FOX_MAR_z_stop_scaler,params_FOX_MAR_z_win,params_GOOGL_VRTX_beta_win,params_GOOGL_VRTX_stop_loss,params_GOOGL_VRTX_trade_freq,params_GOOGL_VRTX_z_entry,params_GOOGL_VRTX_z_exit,params_GOOGL_VRTX_z_stop_scaler,params_GOOGL_VRTX_z_win,params_GOOG_VRTX_beta_win,params_GOOG_VRTX_stop_loss,params_GOOG_VRTX_trade_freq,params_GOOG_VRTX_z_entry,params_GOOG_VRTX_z_exit,params_GOOG_VRTX_z_stop_scaler,params_GOOG_VRTX_z_win,params_HON_JD_beta_win,params_HON_JD_stop_loss,params_HON_JD_trade_freq,params_HON_JD_z_entry,params_HON_JD_z_exit,params_HON_JD_z_stop_scaler,params_HON_JD_z_win,params_JD_MDLZ_beta_win,params_JD_MDLZ_stop_loss,params_JD_MDLZ_trade_freq,params_JD_MDLZ_z_entry,params_JD_MDLZ_z_exit,params_JD_MDLZ_z_stop_scaler,params_JD_MDLZ_z_win,params_KHC_ROST_beta_win,params_KHC_ROST_stop_loss,params_KHC_ROST_trade_freq,params_KHC_ROST_z_entry,params_KHC_ROST_z_exit,params_KHC_ROST_z_stop_scaler,params_KHC_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
89,89,1.148978921265679,2025-06-14 19:05:47.977150,2025-06-14 19:05:49.139767,0 days 00:00:01.162617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,0.002,1m,1.5,1.5,1.7000000000000002,652,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
90,90,-0.1618765538878453,2025-06-14 19:05:49.197991,2025-06-14 19:05:50.179187,0 days 00:00:00.981196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,0.003,1m,2.5,1.5,2.0,688,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
91,91,-0.6713867735700979,2025-06-14 19:05:50.238929,2025-06-14 19:05:51.371648,0 days 00:00:01.132719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812,0.004,1m,2.5,1.5,1.9000000000000001,768,,,,,,,,,,,,,,,0.2,1,COMPLETE
92,92,-2.245880418762612,2025-06-14 19:05:51.423430,2025-06-14 19:05:53.419595,0 days 00:00:01.996165,496.0,0.006,1m,3.0,3.0,0.9,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,0.004,1m,2.5,1.0,1.8,862,,,,,,,,,,,,,,,0.1,2,COMPLETE
93,93,2.223423734344593,2025-06-14 19:05:53.495406,2025-06-14 19:05:54.545398,0 days 00:00:01.049992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,0.003,4m,2.5,1.5,2.0,786,,,,,,,,,,,,,,,0.05,1,COMPLETE
94,94,-1.4239018184074328,2025-06-14 19:05:54.616047,2025-06-14 19:05:55.757608,0 days 00:00:01.141561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,0.003,4m,2.0,1.5,2.0,788,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
95,95,1.3092816625466037,2025-06-14 19:05:55.837716,2025-06-14 19:05:56.865882,0 days 00:00:01.028166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724,0.002,4m,2.5,1.5,1.9000000000000001,544,,,,,,,,,,,,,,,0.05,1,COMPLETE
96,96,-2.650976288670182,2025-06-14 19:05:56.944790,2025-06-14 19:05:58.872115,0 days 00:00:01.927325,758.0,0.004,4m,4.0,2.0,1.7000000000000002,396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,0.003,4m,2.0,1.0,1.9000000000000001,832,,,,,,,,,,,,,,,0.1,2,COMPLETE
97,97,3.7639357867866092,2025-06-14 19:05:58.945445,2025-06-14 19:06:00.064016,0 days 00:00:01.118571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,0.002,4m,2.5,1.5,2.0,734,,,,,,,,,,,,,,,0.05,1,COMPLETE
98,98,-5.185532064684384,2025-06-14 19:06:00.148606,2025-06-14 19:06:02.863636,0 days 00:00:02.715030,578.0,0.009000000000000001,1m,1.5,1.5,1.9000000000000001,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.0,0.007,1m,1.5,1.5,1.9000000000000001,704.0,1024,0.002,2m,2.0,2.0,1.7000000000000002,738,,,,,,,,,,,,,,,0.1,3,COMPLETE
99,99,-0.8165990198153081,2025-06-14 19:06:02.961484,2025-06-14 19:06:05.028566,0 days 00:00:02.067082,544.0,0.005,1m,4.0,2.0,0.9,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636,0.002,1m,2.5,1.0,1.8,1024,,,,,,,,,,,,,,,0.25,2,COMPLETE
100,100,-2.267029246765459,2025-06-14 19:06:05.085668,2025-06-14 19:06:06.053047,0 days 00:00:00.967379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,0.001,4m,2.0,1.5,2.0,606,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
101,101,3.3263728346748813,2025-06-14 19:06:06.127334,2025-06-14 19:06:07.272394,0 days 00:00:01.145060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766,0.004,4m,2.5,1.5,1.9000000000000001,722,,,,,,,,,,,,,,,0.05,1,COMPLETE
102,102,1.619070734238434,2025-06-14 19:06:07.346661,2025-06-14 19:06:08.496753,0 days 00:00:01.150092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,0.004,4m,2.5,1.5,1.9000000000000001,702,,,,,,,,,,,,,,,0.05,1,COMPLETE
103,103,2.182411767041311,2025-06-14 19:06:08.556133,2025-06-14 19:06:09.556964,0 days 00:00:01.000831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,0.004,4m,2.5,1.5,1.9000000000000001,730,,,,,,,,,,,,,,,0.05,1,COMPLETE
104,104,-1.3483421018182629,2025-06-14 19:06:09.647139,2025-06-14 19:06:11.619716,0 days 00:00:01.972577,412.0,0.005,4m,3.0,3.0,1.7000000000000002,626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788,0.004,4m,2.5,2.0,1.8,760,,,,,,,,,,,,,,,0.05,2,COMPLETE
105,105,-0.3175876454198384,2025-06-14 19:06:11.703869,2025-06-14 19:06:12.748904,0 days 00:00:01.045035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762,0.001,2m,2.5,1.5,2.0,816,,,,,,,,,,,,,,,0.1,1,COMPLETE
106,106,0.12132516152771228,2025-06-14 19:06:12.852813,2025-06-14 19:06:13.891016,0 days 00:00:01.038203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848,0.005,4m,4.0,2.0,1.9000000000000001,904,,,,,,,,,,,,,,,0.05,1,COMPLETE
107,107,-2.264396607988625,2025-06-14 19:06:13.952966,2025-06-14 19:06:15.859637,0 days 00:00:01.906671,836.0,0.009000000000000001,1m,2.0,3.0,1.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,0.002,1m,2.5,1.0,1.7000000000000002,960,,,,,,,,,,,,,,,0.1,2,COMPLETE
108,108,0.6380118896210036,2025-06-14 19:06:15.922744,2025-06-14 19:06:17.043190,0 days 00:00:01.120446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572,0.004,1m,2.0,1.5,2.0,872,,,,,,,,,,,,,,,0.05,1,COMPLETE
109,109,-5.667086873701972,2025-06-14 19:06:17.135711,2025-06-14 19:06:19.025849,0 days 00:00:01.890138,300.0,0.004,1m,1.0,2.5,2.0,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,0.003,2m,2.5,1.5,1.8,378,,,,,,,,,,,,,,,0.2,2,COMPLETE
110,110,0.12905623360230895,2025-06-14 19:06:19.091270,2025-06-14 19:06:20.123439,0 days 00:00:01.032169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,0.005,4m,2.0,2.0,0.8,662,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
111,111,-1.016613017702457,2025-06-14 19:06:20.195181,2025-06-14 19:06:21.128131,0 days 00:00:00.932950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,0.003,4m,2.5,1.5,2.0,630,,,,,,,,,,,,,,,0.05,1,COMPLETE
112,112,2.0799788427981505,2025-06-14 19:06:21.184987,2025-06-14 19:06:22.179439,0 days 00:00:00.994452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,0.003,4m,2.5,1.5,1.9000000000000001,778,,,,,,,,,,,,,,,0.05,1,COMPLETE
113,113,0.9039851046217254,2025-06-14 19:06:22.240275,2025-06-14 19:06:23.265452,0 days 00:00:01.025177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,0.002,4m,2.5,1.5,2.0,710,,,,,,,,,,,,,,,0.05,1,COMPLETE
114,114,-1.731865348023255,2025-06-14 19:06:23.350868,2025-06-14 19:06:26.066197,0 days 00:00:02.715329,338.0,0.006,4m,3.5,1.0,0.5,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.0,0.005,3m,3.5,1.5,0.6,764.0,928,0.003,4m,2.5,1.0,2.0,790,,,,,,,,,,,,,,,0.05,3,COMPLETE
115,115,0.017929641561861158,2025-06-14 19:06:26.148908,2025-06-14 19:06:27.207470,0 days 00:00:01.058562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,0.004,1m,2.5,1.5,1.9000000000000001,818,,,,,,,,,,,,,,,0.05,1,COMPLETE
116,116,0.08203248233136515,2025-06-14 19:06:27.290504,2025-06-14 19:06:30.762628,0 days 00:00:03.472124,386.0,0.01,3m,3.0,3.5,1.5,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.0,0.001,4m,2.0,1.5,1.2000000000000002,500.0,418.0,0.006,1m,2.5,3.5,0.7,642.0,692,0.003,4m,2.5,1.5,1.8,950,,,,,,,,,,,,,,,0.1,4,COMPLETE
117,117,2.169663566318709,2025-06-14 19:06:30.827396,2025-06-14 19:06:32.870725,0 days 00:00:02.043329,194.0,0.005,3m,4.0,3.0,0.7,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740,0.004,1m,2.0,1.0,0.6,858,,,,,,,,,,,,,,,0.3,2,COMPLETE
118,118,-0.791641826578514,2025-06-14 19:06:32.948560,2025-06-14 19:06:33.904814,0 days 00:00:00.956254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,0.002,2m,2.5,1.5,1.9000000000000001,692,,,,,,,,,,,,,,,0.05,1,COMPLETE
119,119,2.3069837742256287,2025-06-14 19:06:33.994757,2025-06-14 19:06:35.056643,0 days 00:00:01.061886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,0.005,1m,3.0,2.0,1.0,888,,,,,,,,,,,,,,,0.1,1,COMPLETE
120,120,-4.7551566864740025,2025-06-14 19:06:35.118095,2025-06-14 19:06:37.170095,0 days 00:00:02.052000,128.0,0.007,1m,2.5,1.5,1.6,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,0.005,1m,3.0,2.0,1.0,896,,,,,,,,,,,,,,,0.1,2,COMPLETE
121,121,-0.8500521191010936,2025-06-14 19:06:37.233155,2025-06-14 19:06:38.193317,0 days 00:00:00.960162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,0.006,1m,3.0,1.5,1.0,844,,,,,,,,,,,,,,,0.1,1,COMPLETE
122,122,0.37609875311725277,2025-06-14 19:06:38.250408,2025-06-14 19:06:39.316549,0 days 00:00:01.066141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,0.005,1m,3.0,2.0,0.9,746,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
123,123,1.1064359848836134,2025-06-14 19:06:39.404462,2025-06-14 19:06:40.494929,0 days 00:00:01.090467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,0.004,1m,2.5,2.0,0.7,798,,,,,,,,,,,,,,,0.1,1,COMPLETE
124,124,0.4297872297498048,2025-06-14 19:06:40.556771,2025-06-14 19:06:41.647724,0 days 00:00:01.090953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,0.005,1m,3.0,1.5,2.0,980,,,,,,,,,,,,,,,0.05,1,COMPLETE
125,125,-1.1739081449007733,2025-06-14 19:06:41.706622,2025-06-14 19:06:42.759266,0 days 00:00:01.052644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,0.003,3m,2.5,1.5,0.8,886,,,,,,,,,,,,,,,0.1,1,COMPLETE
126,126,3.5427129232417767,2025-06-14 19:06:42.817944,2025-06-14 19:06:43.790382,0 days 00:00:00.972438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,0.004,1m,2.0,2.0,1.0,766,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
127,127,-1.0978712708163207,2025-06-14 19:06:43.865747,2025-06-14 19:06:45.780886,0 days 00:00:01.915139,266.0,0.003,3m,1.5,3.5,1.2000000000000002,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,0.004,1m,1.5,2.5,1.1,908,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
128,128,1.262166123464503,2025-06-14 19:06:45.843745,2025-06-14 19:06:46.899615,0 days 00:00:01.055870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,0.005,1m,2.0,2.0,1.0,1002,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
129,129,2.9006171816425597,2025-06-14 19:06:46.994863,2025-06-14 19:06:48.064245,0 days 00:00:01.069382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,0.006,1m,2.0,2.5,0.9,724,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
130,130,3.5582911717718972,2025-06-14 19:06:48.128615,2025-06-14 19:06:49.073599,0 days 00:00:00.944984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,0.004,1m,2.0,2.5,0.9,762,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
131,131,1.3920319376153785,2025-06-14 19:06:49.132683,2025-06-14 19:06:50.147268,0 days 00:00:01.014585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,0.004,1m,2.0,2.5,0.9,728,,,,,,,,,,,,,,,0.2,1,COMPLETE
132,132,3.3480852418529707,2025-06-14 19:06:50.208904,2025-06-14 19:06:51.469633,0 days 00:00:01.260729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,0.004,1m,2.0,2.5,0.9,680,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
133,133,3.351587474165604,2025-06-14 19:06:51.602746,2025-06-14 19:06:52.899164,0 days 00:00:01.296418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616,0.004,1m,2.0,2.5,0.9,764,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
134,134,2.929710684386589,2025-06-14 19:06:52.977433,2025-06-14 19:06:54.111423,0 days 00:00:01.133990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,0.004,1m,2.0,2.5,0.9,684,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
135,135,2.7880048995538758,2025-06-14 19:06:54.201337,2025-06-14 19:06:55.210533,0 days 00:00:01.009196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,0.004,1m,2.0,2.5,0.9,676,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
136,136,-9.636993939321977,2025-06-14 19:06:55.289427,2025-06-14 19:06:57.462608,0 days 00:00:02.173181,612.0,0.01,3m,1.0,2.0,0.7,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608,0.004,1m,2.0,2.5,0.9,690,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
137,137,1.3278199449901966,2025-06-14 19:06:57.551133,2025-06-14 19:06:58.781340,0 days 00:00:01.230207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608,0.004,1m,2.0,2.5,0.8,676,,,,,,,,,,,,,,,0.2,1,COMPLETE
138,138,1.1194402472249672,2025-06-14 19:06:58.855853,2025-06-14 19:06:59.923594,0 days 00:00:01.067741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,0.004,1m,2.0,2.5,0.9,756,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
139,139,4.697980124729583,2025-06-14 19:07:00.005108,2025-06-14 19:07:01.247410,0 days 00:00:01.242302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,0.004,1m,2.0,2.5,0.8,644,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
140,140,1.1834622695558792,2025-06-14 19:07:01.318928,2025-06-14 19:07:02.551247,0 days 00:00:01.232319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,0.007,1m,1.5,2.5,0.8,600,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
141,141,3.297415303155924,2025-06-14 19:07:02.632280,2025-06-14 19:07:03.757666,0 days 00:00:01.125386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624,0.004,1m,2.0,2.5,0.9,720,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
142,142,3.5900960645437867,2025-06-14 19:07:03.834185,2025-06-14 19:07:04.975410,0 days 00:00:01.141225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,0.004,1m,2.0,2.5,0.9,646,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
143,143,0.2511867655080568,2025-06-14 19:07:05.079442,2025-06-14 19:07:06.210658,0 days 00:00:01.131216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,0.004,1m,2.0,2.5,0.9,630,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
144,144,3.4773110071572813,2025-06-14 19:07:06.280657,2025-06-14 19:07:07.513173,0 days 00:00:01.232516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,0.004,1m,2.0,2.5,0.8,718,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
145,145,3.4095199878562275,2025-06-14 19:07:07.598689,2025-06-14 19:07:08.834927,0 days 00:00:01.236238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,0.004,1m,2.0,2.5,0.8,716,,,,,,,,,,,,,,,0.2,1,COMPLETE
146,146,4.533393982566642,2025-06-14 19:07:08.951453,2025-06-14 19:07:10.098594,0 days 00:00:01.147141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,0.004,1m,2.0,2.5,0.7,646,,,,,,,,,,,,,,,0.2,1,COMPLETE
147,147,0.9319612760358503,2025-06-14 19:07:10.209621,2025-06-14 19:07:11.401384,0 days 00:00:01.191763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,0.004,1m,2.0,2.5,0.7,646,,,,,,,,,,,,,,,0.2,1,COMPLETE
148,148,3.5765216471571177,2025-06-14 19:07:11.469897,2025-06-14 19:07:13.646905,0 days 00:00:02.177008,790.0,0.009000000000000001,4m,4.0,2.5,1.1,366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,0.004,1m,2.0,2.5,0.8,712,,,,,,,,,,,,,,,0.2,2,COMPLETE
149,149,3.8879247233744536,2025-06-14 19:07:13.709421,2025-06-14 19:07:15.635093,0 days 00:00:01.925672,954.0,0.01,4m,4.0,2.5,0.8,498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636,0.004,1m,2.0,2.5,0.7,702,,,,,,,,,,,,,,,0.2,2,COMPLETE
