,number,value,datetime_start,datetime_complete,duration,params_COST_MU_beta_win,params_COST_MU_stop_loss,params_COST_MU_trade_freq,params_COST_MU_z_entry,params_COST_MU_z_exit,params_COST_MU_z_stop_scaler,params_COST_MU_z_win,params_CRWD_EXC_beta_win,params_CRWD_EXC_stop_loss,params_CRWD_EXC_trade_freq,params_CRWD_EXC_z_entry,params_CRWD_EXC_z_exit,params_CRWD_EXC_z_stop_scaler,params_CRWD_EXC_z_win,params_EXC_TEAM_beta_win,params_EXC_TEAM_stop_loss,params_EXC_TEAM_trade_freq,params_EXC_TEAM_z_entry,params_EXC_TEAM_z_exit,params_EXC_TEAM_z_stop_scaler,params_EXC_TEAM_z_win,params_INTC_CTAS_beta_win,params_INTC_CTAS_stop_loss,params_INTC_CTAS_trade_freq,params_INTC_CTAS_z_entry,params_INTC_CTAS_z_exit,params_INTC_CTAS_z_stop_scaler,params_INTC_CTAS_z_win,params_INTC_MU_beta_win,params_INTC_MU_stop_loss,params_INTC_MU_trade_freq,params_INTC_MU_z_entry,params_INTC_MU_z_exit,params_INTC_MU_z_stop_scaler,params_INTC_MU_z_win,params_MSFT_TTWO_beta_win,params_MSFT_TTWO_stop_loss,params_MSFT_TTWO_trade_freq,params_MSFT_TTWO_z_entry,params_MSFT_TTWO_z_exit,params_MSFT_TTWO_z_stop_scaler,params_MSFT_TTWO_z_win,params_MU_CTAS_beta_win,params_MU_CTAS_stop_loss,params_MU_CTAS_trade_freq,params_MU_CTAS_z_entry,params_MU_CTAS_z_exit,params_MU_CTAS_z_stop_scaler,params_MU_CTAS_z_win,params_MU_EXC_beta_win,params_MU_EXC_stop_loss,params_MU_EXC_trade_freq,params_MU_EXC_z_entry,params_MU_EXC_z_exit,params_MU_EXC_z_stop_scaler,params_MU_EXC_z_win,params_WBA_WBD_beta_win,params_WBA_WBD_stop_loss,params_WBA_WBD_trade_freq,params_WBA_WBD_z_entry,params_WBA_WBD_z_exit,params_WBA_WBD_z_stop_scaler,params_WBA_WBD_z_win,params_ZS_EXC_beta_win,params_ZS_EXC_stop_loss,params_ZS_EXC_trade_freq,params_ZS_EXC_z_entry,params_ZS_EXC_z_exit,params_ZS_EXC_z_stop_scaler,params_ZS_EXC_z_win,params_buffer_capital,params_pairs_to_trade,state
112,112,1.644989896288155,2025-06-14 19:50:34.595172,2025-06-14 19:50:35.676568,0 days 00:00:01.081396,,,,,,,,,,,,,,,,,,,,,,928,0.004,3m,1.5,2.0,0.9,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
113,113,2.364003955980416,2025-06-14 19:50:35.724114,2025-06-14 19:50:36.781569,0 days 00:00:01.057455,,,,,,,,,,,,,,,,,,,,,,920,0.004,3m,1.5,2.0,0.9,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
114,114,-3.9860872028243355,2025-06-14 19:50:36.870859,2025-06-14 19:50:42.077089,0 days 00:00:05.206230,192.0,0.008,4m,2.0,3.5,1.2000000000000002,454.0,,,,,,,,914.0,0.004,1m,1.0,1.5,1.3,654.0,878,0.003,3m,1.5,1.5,0.7,334,,,,,,,,98.0,0.005,1m,3.0,3.0,1.0,1022.0,484.0,0.001,2m,2.0,2.0,1.1,616.0,,,,,,,,620.0,0.009000000000000001,4m,2.5,1.0,0.6,222.0,,,,,,,,0.35000000000000003,6,COMPLETE
115,115,0.2627464894466706,2025-06-14 19:50:42.147982,2025-06-14 19:50:43.978893,0 days 00:00:01.830911,,,,,,,,,,,,,,,,,,,,,,964,0.004,3m,1.5,2.0,1.1,402,,,,,,,,,,,,,,,628.0,0.009000000000000001,4m,1.5,2.5,1.3,340.0,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
116,116,-3.5345863029574374,2025-06-14 19:50:44.028469,2025-06-14 19:50:45.091417,0 days 00:00:01.062948,,,,,,,,,,,,,,,,,,,,,,912,0.005,2m,1.5,2.0,0.8,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
117,117,1.351686278052739,2025-06-14 19:50:45.144729,2025-06-14 19:50:46.118498,0 days 00:00:00.973769,,,,,,,,,,,,,,,,,,,,,,986,0.004,3m,1.5,2.0,0.6,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
118,118,-6.0265966270156595,2025-06-14 19:50:46.175096,2025-06-14 19:50:48.139550,0 days 00:00:01.964454,,,,,,,,,,,,,,,,,,,,,,946,0.004,3m,1.0,1.5,1.4,434,,,,,,,,,,,,,,,374.0,0.006,1m,1.0,4.0,0.8,536.0,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
119,119,-4.519451283094763,2025-06-14 19:50:48.184195,2025-06-14 19:50:51.756081,0 days 00:00:03.571886,,,,,,,,,,,,,,,,,,,,,,1022,0.003,4m,1.5,2.0,0.9,310,,,,,,,,274.0,0.002,2m,2.0,2.5,2.0,42.0,282.0,0.008,4m,2.5,2.0,1.4,252.0,,,,,,,,736.0,0.008,3m,3.0,3.0,1.0,416.0,,,,,,,,0.35000000000000003,4,COMPLETE
120,120,-1.775482821282893,2025-06-14 19:50:51.819141,2025-06-14 19:50:52.751209,0 days 00:00:00.932068,,,,,,,,,,,,,,,,,,,,,,920,0.006,3m,1.0,2.0,1.2000000000000002,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
121,121,1.5399100628324172,2025-06-14 19:50:52.836858,2025-06-14 19:50:53.873963,0 days 00:00:01.037105,,,,,,,,,,,,,,,,,,,,,,938,0.004,3m,1.5,2.0,0.9,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
122,122,1.9132160673533019,2025-06-14 19:50:53.926098,2025-06-14 19:50:55.003527,0 days 00:00:01.077429,,,,,,,,,,,,,,,,,,,,,,982,0.004,3m,1.5,2.0,0.9,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
123,123,1.811366805343855,2025-06-14 19:50:55.074708,2025-06-14 19:50:56.149677,0 days 00:00:01.074969,,,,,,,,,,,,,,,,,,,,,,976,0.004,3m,1.5,2.0,1.0,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
124,124,0.3730947091547341,2025-06-14 19:50:56.217395,2025-06-14 19:51:03.814838,0 days 00:00:07.597443,1014.0,0.006,4m,3.0,1.5,0.8,618.0,760.0,0.008,2m,3.0,2.0,1.7000000000000002,246.0,718.0,0.002,1m,3.0,4.0,2.0,152.0,976,0.004,3m,1.5,2.0,0.8,280,,,,,,,,538.0,0.009000000000000001,1m,4.0,4.0,1.5,642.0,778.0,0.003,2m,2.0,3.0,1.0,78.0,186.0,0.01,3m,2.5,3.5,1.4,466.0,906.0,0.009000000000000001,1m,2.5,2.5,0.7,510.0,28.0,0.001,2m,1.0,1.0,0.5,18.0,0.4,9,COMPLETE
125,125,0.3477021857810588,2025-06-14 19:51:03.897570,2025-06-14 19:51:05.003289,0 days 00:00:01.105719,,,,,,,,,,,,,,,,,,,,,,892,0.005,3m,1.5,2.0,1.1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
126,126,1.737820860668538,2025-06-14 19:51:05.056051,2025-06-14 19:51:06.099774,0 days 00:00:01.043723,,,,,,,,,,,,,,,,,,,,,,960,0.003,3m,1.5,2.0,0.9,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
127,127,2.102635119039003,2025-06-14 19:51:06.184503,2025-06-14 19:51:07.243813,0 days 00:00:01.059310,,,,,,,,,,,,,,,,,,,,,,990,0.003,3m,1.5,2.0,0.9,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
128,128,-0.5925760734243707,2025-06-14 19:51:07.307195,2025-06-14 19:51:09.087113,0 days 00:00:01.779918,,,,,,,,,,,,,,,,,,,,,,316,0.003,2m,1.5,2.0,0.9,234,,,,,,,,,,,,,,,326.0,0.007,1m,1.5,3.5,0.9,408.0,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
129,129,-2.8228504266304375,2025-06-14 19:51:09.142732,2025-06-14 19:51:10.212240,0 days 00:00:01.069508,,,,,,,,,,,,,,,,,,,,,,996,0.004,1m,1.5,2.0,1.0,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
130,130,0.5850920733166748,2025-06-14 19:51:10.263737,2025-06-14 19:51:11.331620,0 days 00:00:01.067883,,,,,,,,,,,,,,,,,,,,,,866,0.004,3m,1.5,3.5,0.9,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
131,131,2.00318367988825,2025-06-14 19:51:11.407883,2025-06-14 19:51:12.451267,0 days 00:00:01.043384,,,,,,,,,,,,,,,,,,,,,,978,0.003,3m,1.5,2.0,0.9,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
132,132,0.32254868536499215,2025-06-14 19:51:12.506067,2025-06-14 19:51:13.562947,0 days 00:00:01.056880,,,,,,,,,,,,,,,,,,,,,,978,0.003,3m,3.0,2.0,0.8,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
133,133,1.30578421723206,2025-06-14 19:51:13.630776,2025-06-14 19:51:14.642484,0 days 00:00:01.011708,,,,,,,,,,,,,,,,,,,,,,1000,0.003,3m,1.5,2.0,1.0,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
134,134,0.9002692836907216,2025-06-14 19:51:14.719208,2025-06-14 19:51:15.649032,0 days 00:00:00.929824,,,,,,,,,,,,,,,,,,,,,,934,0.004,3m,1.5,2.0,0.9,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
135,135,1.5314091909291183,2025-06-14 19:51:15.693833,2025-06-14 19:51:16.670058,0 days 00:00:00.976225,,,,,,,,,,,,,,,,,,,,,,912,0.005,3m,1.5,1.5,0.8,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
136,136,-2.080289292321503,2025-06-14 19:51:16.717835,2025-06-14 19:51:18.663124,0 days 00:00:01.945289,,,,,,,,,,,,,,,,,,,,,,966,0.004,3m,3.5,2.0,0.9,344,,,,,,,,,,,,,,,306.0,0.01,4m,2.5,2.5,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
137,137,1.4110392214512077,2025-06-14 19:51:18.744375,2025-06-14 19:51:19.767402,0 days 00:00:01.023027,,,,,,,,,,,,,,,,,,,,,,982,0.004,3m,1.5,2.0,1.0,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
138,138,1.4935512482861697,2025-06-14 19:51:19.820536,2025-06-14 19:51:20.833830,0 days 00:00:01.013294,,,,,,,,,,,,,,,,,,,,,,940,0.003,3m,1.5,2.0,1.2000000000000002,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
139,139,-0.3786454255299803,2025-06-14 19:51:20.897453,2025-06-14 19:51:22.801231,0 days 00:00:01.903778,,,,,,,,,,,,,,,,,,,,,,896,0.005,3m,1.5,2.0,1.6,310,,,,,,,,,,,,,,,90.0,0.005,2m,3.0,2.0,1.2000000000000002,182.0,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
140,140,-2.7204276692081026,2025-06-14 19:51:22.860601,2025-06-14 19:51:23.887199,0 days 00:00:01.026598,,,,,,,,,,,,,,,,,,,,,,1024,0.004,2m,1.5,1.5,1.3,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
141,141,2.0979845590394723,2025-06-14 19:51:23.937667,2025-06-14 19:51:24.842282,0 days 00:00:00.904615,,,,,,,,,,,,,,,,,,,,,,958,0.003,3m,1.5,2.0,0.9,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
142,142,1.9242361192846353,2025-06-14 19:51:24.910724,2025-06-14 19:51:25.996083,0 days 00:00:01.085359,,,,,,,,,,,,,,,,,,,,,,954,0.003,3m,1.5,2.0,0.9,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
143,143,-1.7677119361614582,2025-06-14 19:51:26.071062,2025-06-14 19:51:27.120978,0 days 00:00:01.049916,,,,,,,,,,,,,,,,,,,,,,378,0.003,3m,1.5,2.0,0.8,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
144,144,0.574570025437267,2025-06-14 19:51:27.171443,2025-06-14 19:51:28.203190,0 days 00:00:01.031747,,,,,,,,,,,,,,,,,,,,,,1002,0.003,3m,1.5,2.0,0.9,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
145,145,1.4893360590100944,2025-06-14 19:51:28.261929,2025-06-14 19:51:29.297991,0 days 00:00:01.036062,,,,,,,,,,,,,,,,,,,,,,940,0.003,3m,1.5,2.0,0.9,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
146,146,2.0836196340264532,2025-06-14 19:51:29.367809,2025-06-14 19:51:30.436300,0 days 00:00:01.068491,,,,,,,,,,,,,,,,,,,,,,954,0.002,3m,1.5,2.0,0.8,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
147,147,1.3000141407223251,2025-06-14 19:51:30.512024,2025-06-14 19:51:31.479099,0 days 00:00:00.967075,,,,,,,,,,,,,,,,,,,,,,914,0.002,3m,1.5,2.0,0.8,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
148,148,-4.787194529815109,2025-06-14 19:51:31.528428,2025-06-14 19:51:32.571118,0 days 00:00:01.042690,,,,,,,,,,,,,,,,,,,,,,948,0.002,3m,1.0,2.0,0.7,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
149,149,-3.5654230390702497,2025-06-14 19:51:32.612175,2025-06-14 19:51:34.512656,0 days 00:00:01.900481,,,,,,,,,,,,,,,,,,,,,,874,0.002,4m,1.5,2.0,0.9,336,,,,,,,,,,,,,,,180.0,0.001,4m,2.0,3.0,1.8,642.0,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
