,number,value,datetime_start,datetime_complete,duration,params_AEP_MCHP_beta_win,params_AEP_MCHP_stop_loss,params_AEP_MCHP_trade_freq,params_AEP_MCHP_z_entry,params_AEP_MCHP_z_exit,params_AEP_MCHP_z_stop_scaler,params_AEP_MCHP_z_win,params_AMZN_LRCX_beta_win,params_AMZN_LRCX_stop_loss,params_AMZN_LRCX_trade_freq,params_AMZN_LRCX_z_entry,params_AMZN_LRCX_z_exit,params_AMZN_LRCX_z_stop_scaler,params_AMZN_LRCX_z_win,params_AMZN_NFLX_beta_win,params_AMZN_NFLX_stop_loss,params_AMZN_NFLX_trade_freq,params_AMZN_NFLX_z_entry,params_AMZN_NFLX_z_exit,params_AMZN_NFLX_z_stop_scaler,params_AMZN_NFLX_z_win,params_ASML_NFLX_beta_win,params_ASML_NFLX_stop_loss,params_ASML_NFLX_trade_freq,params_ASML_NFLX_z_entry,params_ASML_NFLX_z_exit,params_ASML_NFLX_z_stop_scaler,params_ASML_NFLX_z_win,params_AVGO_COST_beta_win,params_AVGO_COST_stop_loss,params_AVGO_COST_trade_freq,params_AVGO_COST_z_entry,params_AVGO_COST_z_exit,params_AVGO_COST_z_stop_scaler,params_AVGO_COST_z_win,params_CCEP_MRVL_beta_win,params_CCEP_MRVL_stop_loss,params_CCEP_MRVL_trade_freq,params_CCEP_MRVL_z_entry,params_CCEP_MRVL_z_exit,params_CCEP_MRVL_z_stop_scaler,params_CCEP_MRVL_z_win,params_COST_KLAC_beta_win,params_COST_KLAC_stop_loss,params_COST_KLAC_trade_freq,params_COST_KLAC_z_entry,params_COST_KLAC_z_exit,params_COST_KLAC_z_stop_scaler,params_COST_KLAC_z_win,params_ISRG_MRVL_beta_win,params_ISRG_MRVL_stop_loss,params_ISRG_MRVL_trade_freq,params_ISRG_MRVL_z_entry,params_ISRG_MRVL_z_exit,params_ISRG_MRVL_z_stop_scaler,params_ISRG_MRVL_z_win,params_LRCX_NFLX_beta_win,params_LRCX_NFLX_stop_loss,params_LRCX_NFLX_trade_freq,params_LRCX_NFLX_z_entry,params_LRCX_NFLX_z_exit,params_LRCX_NFLX_z_stop_scaler,params_LRCX_NFLX_z_win,params_LULU_TTD_beta_win,params_LULU_TTD_stop_loss,params_LULU_TTD_trade_freq,params_LULU_TTD_z_entry,params_LULU_TTD_z_exit,params_LULU_TTD_z_stop_scaler,params_LULU_TTD_z_win,params_ROP_ROST_beta_win,params_ROP_ROST_stop_loss,params_ROP_ROST_trade_freq,params_ROP_ROST_z_entry,params_ROP_ROST_z_exit,params_ROP_ROST_z_stop_scaler,params_ROP_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
113,113,-0.689320907436121,2025-06-14 20:06:32.515564,2025-06-14 20:06:40.766555,0 days 00:00:08.250991,728.0,0.003,3m,2.0,1.0,0.8,172.0,246.0,0.001,2m,3.5,3.0,1.1,144.0,16.0,0.004,4m,1.5,1.5,0.7,620.0,958.0,0.004,4m,3.5,1.0,1.6,618.0,328.0,0.008,4m,4.0,1.0,1.6,168.0,,,,,,,,278.0,0.003,2m,3.5,1.5,1.7000000000000002,260.0,948.0,0.006,3m,2.5,4.0,1.3,166.0,554,0.002,3m,3.0,4.0,0.7,902,736,0.004,2m,2.0,3.0,1.4,286,674.0,0.008,3m,3.5,3.0,1.4,164.0,0.45,9,COMPLETE
114,114,0.0377245775822437,2025-06-14 20:06:40.849422,2025-06-14 20:06:48.396461,0 days 00:00:07.547039,608.0,0.004,3m,1.0,1.0,1.0,274.0,190.0,0.001,2m,3.5,3.0,1.0,1006.0,,,,,,,,926.0,0.005,4m,3.5,1.0,1.6,758.0,348.0,0.009000000000000001,4m,4.0,1.0,1.8,136.0,,,,,,,,238.0,0.005,2m,3.5,1.0,1.8,370.0,972.0,0.008,3m,3.0,4.0,1.1,308.0,608,0.002,3m,3.0,4.0,1.9000000000000001,944,640,0.002,2m,2.0,3.0,1.3,306,580.0,0.007,3m,3.5,3.0,1.5,434.0,0.45,8,COMPLETE
115,115,-0.981459995893387,2025-06-14 20:06:48.456599,2025-06-14 20:06:55.763947,0 days 00:00:07.307348,770.0,0.005,3m,2.0,2.5,0.8,842.0,130.0,0.002,4m,3.5,3.0,1.1,896.0,,,,,,,,890.0,0.003,4m,3.5,1.5,1.7000000000000002,504.0,194.0,0.009000000000000001,4m,4.0,1.0,1.6,42.0,,,,,,,,270.0,0.001,2m,3.0,2.0,1.7000000000000002,444.0,928.0,0.004,3m,2.5,4.0,1.2000000000000002,212.0,488,0.001,3m,3.0,3.5,1.0,980,832,0.004,2m,2.0,3.0,1.2000000000000002,356,526.0,0.008,3m,3.0,3.0,1.2000000000000002,106.0,0.5,8,COMPLETE
116,116,2.0385479351499267,2025-06-14 20:06:55.851004,2025-06-14 20:07:02.152323,0 days 00:00:06.301319,,,,,,,,496.0,0.001,2m,3.0,3.0,0.9,166.0,,,,,,,,514.0,0.004,4m,3.5,1.0,2.0,534.0,420.0,0.005,4m,3.5,1.0,1.7000000000000002,624.0,,,,,,,,186.0,0.003,2m,3.5,1.5,1.6,302.0,1004.0,0.005,3m,3.0,4.0,1.4,240.0,586,0.008,3m,2.5,4.0,0.6,926,610,0.003,2m,2.0,2.5,1.5,274,608.0,0.009000000000000001,2m,4.0,3.5,1.4,282.0,0.45,7,COMPLETE
117,117,-6.58631761308109,2025-06-14 20:07:02.256185,2025-06-14 20:07:08.569159,0 days 00:00:06.312974,,,,,,,,212.0,0.001,2m,3.5,3.0,1.3,242.0,,,,,,,,970.0,0.004,4m,3.5,1.5,0.6,596.0,166.0,0.009000000000000001,2m,4.0,1.5,1.8,292.0,,,,,,,,326.0,0.002,1m,4.0,1.5,1.7000000000000002,412.0,970.0,0.006,1m,1.0,3.5,1.2000000000000002,278.0,650,0.006,4m,3.0,4.0,0.9,958,666,0.003,4m,1.0,3.0,1.6,406,728.0,0.008,3m,3.0,3.0,1.4,248.0,0.5,7,COMPLETE
118,118,1.1524607892916148,2025-06-14 20:07:08.642061,2025-06-14 20:07:16.177002,0 days 00:00:07.534941,978.0,0.003,4m,1.5,2.0,0.6,934.0,40.0,0.003,2m,3.5,3.0,1.1,116.0,,,,,,,,942.0,0.005,4m,3.5,1.0,1.9000000000000001,708.0,504.0,0.01,1m,4.0,1.0,1.9000000000000001,70.0,,,,,,,,222.0,0.004,2m,3.5,1.0,1.9000000000000001,372.0,906.0,0.007,3m,2.5,4.0,1.0,146.0,556,0.007,3m,3.0,3.5,0.6,892,692,0.005,2m,2.5,3.0,1.3,246,330.0,0.007,1m,3.5,1.0,0.6,216.0,0.4,8,COMPLETE
119,119,2.527685236613118,2025-06-14 20:07:16.266204,2025-06-14 20:07:23.836779,0 days 00:00:07.570575,652.0,0.004,3m,2.0,2.5,0.9,370.0,364.0,0.002,2m,4.0,3.5,1.2000000000000002,792.0,,,,,,,,850.0,0.003,4m,4.0,1.5,1.6,688.0,22.0,0.008,4m,3.5,1.0,1.7000000000000002,154.0,,,,,,,,356.0,0.003,2m,3.5,1.5,1.6,494.0,854.0,0.006,3m,2.5,4.0,1.3,340.0,704,0.003,3m,2.5,4.0,1.7000000000000002,1004,730,0.004,2m,1.5,3.5,1.4,434,650.0,0.008,3m,4.0,3.0,1.3,186.0,0.45,8,COMPLETE
120,120,-1.7884667629174635,2025-06-14 20:07:23.912937,2025-06-14 20:07:30.471349,0 days 00:00:06.558412,,,,,,,,312.0,0.001,2m,3.5,3.0,1.0,202.0,,,,,,,,770.0,0.004,3m,3.0,1.0,1.7000000000000002,732.0,274.0,0.009000000000000001,3m,4.0,1.5,1.5,192.0,,,,,,,,550.0,0.004,4m,3.5,1.5,1.4,282.0,1000.0,0.008,3m,3.0,2.5,1.1,372.0,630,0.009000000000000001,1m,3.0,3.5,1.5,982,588,0.002,1m,2.0,2.5,1.5,478,288.0,0.007,3m,3.0,3.5,1.2000000000000002,306.0,0.5,7,COMPLETE
121,121,1.4412743848638518,2025-06-14 20:07:30.550367,2025-06-14 20:07:37.752491,0 days 00:00:07.202124,794.0,0.004,3m,2.5,1.5,0.7,332.0,156.0,0.001,2m,3.5,1.5,1.2000000000000002,914.0,,,,,,,,818.0,0.004,4m,3.5,1.0,1.4,646.0,242.0,0.009000000000000001,4m,4.0,1.0,1.7000000000000002,102.0,,,,,,,,300.0,0.002,2m,3.5,1.5,1.5,336.0,1020.0,0.007,3m,4.0,4.0,1.1,256.0,746,0.002,3m,3.0,4.0,1.6,1002,706,0.003,2m,2.0,3.0,1.4,228,552.0,0.008,3m,3.5,3.0,1.3,110.0,0.45,8,COMPLETE
122,122,1.430084465639143,2025-06-14 20:07:37.982259,2025-06-14 20:07:56.724764,0 days 00:00:18.742505,726.0,0.009000000000000001,3m,2.0,1.5,0.8,438.0,180.0,0.001,2m,3.5,3.0,1.3,826.0,604.0,0.009000000000000001,2m,3.5,3.5,1.8,424.0,894.0,0.004,4m,3.5,1.0,1.5,624.0,302.0,0.009000000000000001,4m,4.0,1.0,1.6,16.0,,,,,,,,312.0,0.002,2m,3.5,1.5,1.8,332.0,980.0,0.007,3m,2.5,4.0,1.2000000000000002,200.0,362,0.002,3m,3.0,4.0,0.8,1020,644,0.003,2m,2.0,3.0,1.4,222,644.0,0.008,3m,3.5,3.0,1.3,142.0,0.45,9,COMPLETE
123,123,0.5909425820493024,2025-06-14 20:07:56.869064,2025-06-14 20:08:10.771423,0 days 00:00:13.902359,844.0,0.005,3m,2.5,1.0,1.8,216.0,252.0,0.001,2m,3.5,3.0,1.2000000000000002,724.0,,,,,,,,544.0,0.004,4m,3.5,1.0,1.5,664.0,224.0,0.009000000000000001,4m,4.0,3.5,1.7000000000000002,120.0,,,,,,,,274.0,0.002,2m,3.5,1.0,2.0,364.0,956.0,0.007,3m,2.5,4.0,1.0,250.0,676,0.001,3m,3.0,4.0,1.7000000000000002,952,682,0.003,2m,2.0,3.0,1.3,396,694.0,0.008,3m,3.5,3.0,1.4,116.0,0.4,8,COMPLETE
124,124,1.4420634582111949,2025-06-14 20:08:10.896998,2025-06-14 20:08:19.633281,0 days 00:00:08.736283,580.0,0.003,3m,3.0,2.0,0.6,698.0,868.0,0.004,2m,3.5,3.0,1.1,250.0,826.0,0.006,1m,2.5,2.5,1.1,240.0,982.0,0.005,4m,3.5,1.5,1.5,554.0,376.0,0.01,4m,4.0,1.0,1.8,472.0,,,,,,,,238.0,0.008,2m,3.5,2.0,1.6,402.0,1002.0,0.005,3m,2.5,4.0,1.1,176.0,604,0.003,3m,3.5,4.0,0.8,986,628,0.004,2m,2.0,3.0,1.4,368,754.0,0.008,3m,3.5,3.0,1.3,74.0,0.45,9,COMPLETE
125,125,1.5586667890950714,2025-06-14 20:08:19.717493,2025-06-14 20:08:27.690630,0 days 00:00:07.973137,676.0,0.004,3m,2.0,1.5,0.5,288.0,120.0,0.001,2m,2.5,3.0,1.4,882.0,,,,,,,,920.0,0.003,4m,3.5,1.0,1.6,654.0,140.0,0.009000000000000001,4m,4.0,1.0,1.6,758.0,,,,,,,,384.0,0.003,2m,3.0,1.0,1.9000000000000001,332.0,1024.0,0.007,4m,2.5,4.0,1.3,556.0,390,0.007,3m,3.0,4.0,0.7,918,716,0.004,2m,1.5,3.0,1.5,196,358.0,0.009000000000000001,3m,3.5,3.0,1.4,170.0,0.5,8,COMPLETE
126,126,1.8524689877995824,2025-06-14 20:08:27.778553,2025-06-14 20:08:34.302248,0 days 00:00:06.523695,,,,,,,,220.0,0.002,2m,3.5,3.0,0.9,634.0,,,,,,,,1004.0,0.004,4m,3.5,1.5,1.3,612.0,444.0,0.008,4m,4.0,1.0,1.7000000000000002,64.0,,,,,,,,174.0,0.004,2m,3.5,1.5,1.7000000000000002,244.0,928.0,0.006,3m,3.0,4.0,1.2000000000000002,300.0,656,0.01,3m,3.0,4.0,1.8,958,656,0.002,2m,2.0,3.0,1.2000000000000002,178,598.0,0.007,1m,3.0,3.0,1.2000000000000002,196.0,0.45,7,COMPLETE
127,127,0.08225023847591298,2025-06-14 20:08:34.380462,2025-06-14 20:08:42.037364,0 days 00:00:07.656902,738.0,0.003,3m,3.5,3.0,0.8,244.0,92.0,0.01,1m,3.5,3.5,1.3,568.0,,,,,,,,604.0,0.005,1m,3.5,1.0,1.1,676.0,350.0,0.009000000000000001,4m,4.0,1.0,1.5,952.0,,,,,,,,330.0,0.002,3m,4.0,1.5,1.8,450.0,948.0,0.005,1m,2.5,3.5,1.1,230.0,508,0.001,3m,3.0,4.0,1.6,974,698,0.003,2m,2.5,3.0,1.3,322,502.0,0.009000000000000001,3m,4.0,3.0,1.5,128.0,0.5,8,COMPLETE
128,128,-3.450424247056047,2025-06-14 20:08:42.160466,2025-06-14 20:08:50.332900,0 days 00:00:08.172434,880.0,0.005,3m,1.0,2.0,0.7,122.0,282.0,0.001,2m,3.5,3.0,1.2000000000000002,854.0,,,,,,,,866.0,0.004,4m,4.0,2.0,1.6,586.0,200.0,0.008,2m,1.0,1.0,1.9000000000000001,38.0,,,,,,,,146.0,0.003,2m,1.0,3.0,1.6,284.0,972.0,0.008,2m,2.5,2.5,0.9,272.0,532,0.008,3m,2.5,3.5,0.5,998,746,0.005,3m,1.5,3.0,1.4,206,566.0,0.008,4m,3.5,3.0,1.3,150.0,0.45,8,COMPLETE
129,129,-0.27855221137583513,2025-06-14 20:08:50.439468,2025-06-14 20:08:58.023503,0 days 00:00:07.584035,,,,,,,,190.0,0.001,3m,1.5,2.5,1.0,938.0,,,,,,,,732.0,0.004,4m,3.5,1.0,1.7000000000000002,630.0,256.0,0.01,4m,4.0,1.0,1.8,90.0,,,,,,,,202.0,0.003,4m,3.5,1.0,1.5,380.0,896.0,0.006,3m,3.0,4.0,1.2000000000000002,324.0,776,0.002,3m,3.0,3.0,0.9,938,614,0.004,2m,2.0,2.5,1.3,422,674.0,0.007,3m,3.0,3.0,1.3,92.0,0.4,7,COMPLETE
130,130,-1.3484589245868015,2025-06-14 20:08:58.092677,2025-06-14 20:09:07.461070,0 days 00:00:09.368393,774.0,0.006,3m,1.5,1.0,0.6,544.0,142.0,0.002,2m,3.0,3.0,1.2000000000000002,752.0,422.0,0.004,3m,3.0,2.5,1.4,900.0,26.0,0.003,4m,3.5,1.0,1.5,782.0,294.0,0.009000000000000001,4m,3.5,1.0,1.6,128.0,644.0,0.005,3m,3.0,3.0,1.0,386.0,90.0,0.001,2m,3.5,1.0,1.3,424.0,988.0,0.004,3m,2.5,4.0,1.0,208.0,576,0.007,2m,3.5,4.0,1.5,876,866,0.003,2m,2.0,3.0,1.4,256,584.0,0.008,3m,3.5,2.5,1.2000000000000002,242.0,0.45,10,COMPLETE
131,131,1.5570847237078929,2025-06-14 20:09:07.548504,2025-06-14 20:09:15.242221,0 days 00:00:07.693717,,,,,,,,108.0,0.001,2m,3.5,3.0,1.3,150.0,,,,,,,,784.0,0.004,4m,3.5,1.0,1.4,704.0,234.0,0.009000000000000001,4m,4.0,1.0,1.6,64.0,,,,,,,,334.0,0.004,2m,2.5,2.0,1.7000000000000002,324.0,952.0,0.006,3m,2.5,4.0,1.3,122.0,626,0.007,3m,2.5,4.0,1.6,966,660,0.004,2m,2.0,3.0,1.4,468,532.0,0.008,3m,3.0,3.0,1.4,172.0,0.5,7,COMPLETE
132,132,0.4921719054868527,2025-06-14 20:09:15.320947,2025-06-14 20:09:33.049725,0 days 00:00:17.728778,,,,,,,,146.0,0.001,2m,3.5,3.0,1.1,100.0,,,,,,,,946.0,0.004,4m,3.5,1.0,1.4,696.0,318.0,0.009000000000000001,4m,4.0,1.0,1.7000000000000002,38.0,,,,,,,,296.0,0.005,2m,3.5,1.5,1.7000000000000002,350.0,1000.0,0.005,3m,2.5,2.0,1.2000000000000002,238.0,534,0.007,3m,2.5,4.0,1.6,1022,676,0.004,2m,2.0,3.0,1.4,454,550.0,0.008,3m,3.0,3.0,1.4,160.0,0.5,7,COMPLETE
133,133,1.084265703976918,2025-06-14 20:09:33.217917,2025-06-14 20:09:46.664697,0 days 00:00:13.446780,,,,,,,,52.0,0.001,2m,3.5,3.0,1.3,64.0,,,,,,,,820.0,0.004,4m,3.5,1.5,1.3,734.0,274.0,0.007,4m,4.0,2.0,1.7000000000000002,88.0,,,,,,,,,,,,,,,432.0,0.007,3m,2.5,4.0,1.1,194.0,464,0.006,3m,2.5,4.0,1.7000000000000002,992,648,0.004,2m,2.0,3.0,1.5,388,614.0,0.008,3m,3.0,3.0,1.6,132.0,0.5,6,COMPLETE
134,134,-1.7063276853716907,2025-06-14 20:09:46.757770,2025-06-14 20:09:54.613489,0 days 00:00:07.855719,842.0,0.004,3m,2.0,1.5,0.5,348.0,236.0,0.001,2m,3.5,3.0,1.2000000000000002,172.0,,,,,,,,686.0,0.005,4m,3.5,1.0,1.4,670.0,558.0,0.006,4m,4.0,1.0,1.6,56.0,,,,,,,,248.0,0.004,2m,3.5,2.5,1.6,210.0,920.0,0.006,3m,2.0,4.0,1.2000000000000002,288.0,552,0.007,3m,2.5,4.0,1.7000000000000002,968,600,0.002,2m,2.5,3.0,1.3,440,400.0,0.008,3m,3.0,3.0,1.4,188.0,0.5,8,COMPLETE
135,135,0.2227265767765383,2025-06-14 20:09:54.705845,2025-06-14 20:10:01.636750,0 days 00:00:06.930905,,,,,,,,206.0,0.001,2m,4.0,3.0,1.9000000000000001,208.0,,,,,,,,840.0,0.004,3m,3.5,1.0,1.5,644.0,334.0,0.009000000000000001,4m,4.0,1.0,1.6,112.0,,,,,,,,276.0,0.004,2m,3.5,1.5,1.7000000000000002,312.0,984.0,0.006,3m,2.5,4.0,1.2000000000000002,148.0,590,0.008,3m,3.0,4.0,1.6,916,572,0.004,2m,2.0,3.0,1.4,342,484.0,0.007,3m,3.0,3.0,1.5,214.0,0.45,7,COMPLETE
136,136,1.046441925043099,2025-06-14 20:10:01.736783,2025-06-14 20:10:09.368528,0 days 00:00:07.631745,628.0,0.002,2m,3.0,2.0,1.1,482.0,80.0,0.001,2m,3.5,3.0,1.1,126.0,,,,,,,,904.0,0.003,4m,3.0,1.5,1.6,756.0,386.0,0.01,4m,4.0,1.0,1.7000000000000002,156.0,,,,,,,,698.0,0.003,2m,3.5,1.5,1.5,358.0,1024.0,0.007,3m,3.0,3.0,0.8,180.0,610,0.006,3m,3.0,4.0,1.7000000000000002,938,626,0.003,2m,1.5,3.0,1.6,536,644.0,0.008,1m,3.5,1.5,1.3,160.0,0.45,8,COMPLETE
137,137,-0.010181072181217289,2025-06-14 20:10:09.453227,2025-06-14 20:10:15.186140,0 days 00:00:05.732913,,,,,,,,176.0,0.001,2m,3.5,4.0,1.0,26.0,,,,,,,,878.0,0.006,4m,3.5,1.0,1.6,600.0,100.0,0.009000000000000001,4m,4.0,1.0,1.5,334.0,,,,,,,,,,,,,,,874.0,0.005,3m,2.5,4.0,1.4,264.0,566,0.007,3m,2.0,3.5,1.5,1006,686,0.003,2m,3.5,3.0,1.3,416,582.0,0.009000000000000001,3m,2.5,3.0,1.3,118.0,0.5,6,COMPLETE
138,138,-3.986035582318346,2025-06-14 20:10:15.303842,2025-06-14 20:10:23.357706,0 days 00:00:08.053864,912.0,0.003,3m,2.5,1.5,0.6,194.0,300.0,0.007,4m,3.0,3.5,1.4,226.0,200.0,0.002,3m,2.5,3.0,1.6,734.0,838.0,0.004,4m,3.5,1.5,2.0,722.0,126.0,0.008,4m,4.0,1.0,1.8,238.0,,,,,,,,452.0,0.004,2m,3.0,1.5,1.8,264.0,966.0,0.005,1m,2.5,4.0,1.3,448.0,438,0.007,3m,3.0,3.5,1.8,980,720,0.005,2m,2.0,3.5,1.5,506,532.0,0.008,2m,4.0,3.0,1.4,88.0,0.5,9,COMPLETE
139,139,-2.689717009495078,2025-06-14 20:10:23.443401,2025-06-14 20:10:29.867605,0 days 00:00:06.424204,,,,,,,,260.0,0.002,2m,3.5,3.0,1.3,144.0,,,,,,,,926.0,0.005,4m,3.5,1.0,1.9000000000000001,690.0,246.0,0.009000000000000001,1m,4.0,1.0,1.1,34.0,,,,,,,,356.0,0.005,1m,3.5,2.0,1.6,626.0,948.0,0.006,3m,3.0,3.5,1.1,932.0,638,0.003,4m,2.5,4.0,1.6,956,664,0.004,4m,1.5,3.0,1.7000000000000002,376,602.0,0.006,3m,3.0,3.0,1.2000000000000002,206.0,0.45,7,COMPLETE
140,140,-2.776253560658027,2025-06-14 20:10:29.986545,2025-06-14 20:10:37.996684,0 days 00:00:08.010139,722.0,0.004,4m,2.5,2.5,0.8,684.0,16.0,0.001,2m,3.5,2.5,1.2000000000000002,300.0,,,,,,,,858.0,0.004,4m,3.5,1.0,1.5,570.0,68.0,0.01,2m,4.0,1.5,1.7000000000000002,78.0,,,,,,,,304.0,0.002,2m,3.5,1.0,1.9000000000000001,382.0,1006.0,0.001,3m,2.5,4.0,1.3,216.0,406,0.008,3m,3.0,4.0,1.1,1022,776,0.004,2m,2.0,2.5,1.4,936,418.0,0.007,3m,3.5,3.5,1.3,560.0,0.5,8,COMPLETE
141,141,2.4730277831435616,2025-06-14 20:10:38.100654,2025-06-14 20:10:46.015066,0 days 00:00:07.914412,664.0,0.004,3m,2.0,2.5,0.9,376.0,374.0,0.009000000000000001,2m,4.0,3.5,1.2000000000000002,824.0,,,,,,,,850.0,0.003,4m,4.0,1.5,1.6,682.0,24.0,0.008,4m,3.5,1.0,1.7000000000000002,152.0,,,,,,,,376.0,0.003,2m,3.5,1.5,1.6,502.0,852.0,0.006,3m,2.5,4.0,1.3,348.0,674,0.003,3m,2.5,4.0,1.3,1000,724,0.004,2m,1.5,3.5,1.4,434,666.0,0.008,3m,4.0,3.0,1.3,188.0,0.45,8,COMPLETE
142,142,1.5962167858509526,2025-06-14 20:10:46.155492,2025-06-14 20:11:07.662152,0 days 00:00:21.506660,590.0,0.004,3m,2.0,2.5,0.9,402.0,418.0,0.004,2m,4.0,3.0,1.2000000000000002,790.0,,,,,,,,832.0,0.002,4m,4.0,1.5,1.6,660.0,1020.0,0.009000000000000001,4m,3.5,1.0,1.7000000000000002,108.0,,,,,,,,410.0,0.003,2m,3.5,1.5,1.7000000000000002,524.0,812.0,0.006,3m,2.5,4.0,1.2000000000000002,384.0,694,0.002,3m,2.5,4.0,1.7000000000000002,994,736,0.004,2m,1.5,3.5,1.4,446,638.0,0.008,3m,4.0,3.0,1.3,144.0,0.45,8,COMPLETE
143,143,2.7272087335583888,2025-06-14 20:11:07.809088,2025-06-14 20:11:17.217862,0 days 00:00:09.408774,650.0,0.005,3m,2.0,3.0,0.7,298.0,362.0,0.002,2m,4.0,3.5,1.1,786.0,,,,,,,,886.0,0.003,4m,4.0,1.5,1.6,634.0,170.0,0.008,4m,3.0,1.0,1.8,56.0,,,,,,,,348.0,0.006,2m,3.5,1.5,1.8,476.0,696.0,0.007,3m,2.5,4.0,1.4,328.0,708,0.004,3m,2.5,4.0,1.7000000000000002,962,644,0.004,2m,1.5,3.5,1.3,404,372.0,0.008,3m,4.0,3.0,1.4,176.0,0.45,8,COMPLETE
144,144,2.0365015103431445,2025-06-14 20:11:17.284816,2025-06-14 20:11:24.358406,0 days 00:00:07.073590,692.0,0.005,1m,2.0,3.5,0.7,290.0,328.0,0.001,2m,3.5,3.0,1.1,860.0,,,,,,,,908.0,0.003,4m,2.5,1.5,1.7000000000000002,628.0,178.0,0.009000000000000001,4m,3.0,1.0,1.8,54.0,,,,,,,,248.0,0.006,2m,3.5,2.0,1.8,568.0,712.0,0.007,3m,2.5,4.0,1.5,324.0,732,0.005,3m,2.5,4.0,1.7000000000000002,934,636,0.003,2m,1.5,3.0,1.3,402,456.0,0.008,3m,4.0,3.0,1.5,222.0,0.45,8,COMPLETE
145,145,-0.13675566433946026,2025-06-14 20:11:24.441757,2025-06-14 20:11:30.760785,0 days 00:00:06.319028,,,,,,,,206.0,0.002,2m,4.0,2.5,1.6,178.0,,,,,,,,956.0,0.003,4m,3.0,1.5,1.5,612.0,202.0,0.008,4m,3.0,1.0,1.9000000000000001,18.0,,,,,,,,328.0,0.007,4m,3.5,1.5,1.8,458.0,936.0,0.007,3m,2.5,4.0,1.4,300.0,882,0.004,3m,3.0,4.0,1.2000000000000002,970,698,0.004,2m,1.0,2.5,1.2000000000000002,482,370.0,0.008,3m,4.0,3.0,1.4,166.0,0.4,7,COMPLETE
146,146,1.5939887801672088,2025-06-14 20:11:30.848572,2025-06-14 20:11:39.203451,0 days 00:00:08.354879,48.0,0.006,3m,2.0,3.5,0.7,614.0,158.0,0.003,2m,3.5,3.5,0.9,788.0,638.0,0.009000000000000001,2m,2.0,2.0,1.8,570.0,882.0,0.004,3m,4.0,1.0,1.8,642.0,262.0,0.009000000000000001,3m,3.0,1.0,1.6,90.0,,,,,,,,282.0,0.007,2m,3.5,1.0,0.6,412.0,978.0,0.007,3m,3.0,3.5,1.1,360.0,320,0.007,3m,3.0,4.0,1.6,952,652,0.002,2m,2.0,3.0,1.3,362,206.0,0.009000000000000001,1m,3.0,3.0,1.4,60.0,0.45,9,COMPLETE
147,147,0.36418467808559335,2025-06-14 20:11:39.293520,2025-06-14 20:11:47.046923,0 days 00:00:07.753403,776.0,0.001,3m,1.5,3.0,0.5,258.0,404.0,0.001,2m,3.5,2.0,1.0,710.0,,,,,,,,802.0,0.004,4m,3.5,2.0,1.4,544.0,284.0,0.009000000000000001,4m,4.0,1.0,1.8,56.0,,,,,,,,214.0,0.006,2m,3.5,1.5,2.0,298.0,498.0,0.007,3m,2.5,2.5,1.4,404.0,656,0.006,3m,2.5,4.0,1.8,912,614,0.005,2m,2.5,3.0,1.2000000000000002,278,560.0,0.007,3m,3.5,3.0,1.5,136.0,0.5,8,COMPLETE
148,148,2.486944652375734,2025-06-14 20:11:47.140834,2025-06-14 20:11:53.693437,0 days 00:00:06.552603,,,,,,,,460.0,0.001,1m,3.0,4.0,1.1,76.0,,,,,,,,980.0,0.002,4m,3.5,1.5,1.7000000000000002,708.0,156.0,0.009000000000000001,4m,2.5,1.0,1.8,128.0,,,,,,,,262.0,0.004,2m,4.0,1.5,1.8,324.0,586.0,0.005,4m,2.0,4.0,1.2000000000000002,264.0,536,0.001,1m,3.0,3.5,0.6,978,674,0.004,2m,1.5,3.0,1.4,384,378.0,0.008,3m,4.0,2.5,1.4,118.0,0.45,7,COMPLETE
149,149,4.57952907908431,2025-06-14 20:11:53.828934,2025-06-14 20:12:01.164626,0 days 00:00:07.335692,556.0,0.003,3m,2.0,2.0,0.6,752.0,112.0,0.001,2m,3.5,3.0,1.3,262.0,,,,,,,,898.0,0.005,4m,3.5,1.0,1.5,594.0,224.0,0.01,4m,4.0,3.0,1.6,74.0,,,,,,,,312.0,0.002,2m,3.5,1.0,1.7000000000000002,358.0,1004.0,0.008,3m,3.0,4.0,1.2000000000000002,222.0,588,0.007,3m,3.0,4.0,0.7,930,594,0.006,2m,2.0,2.0,1.5,414,516.0,0.008,3m,3.5,3.0,1.2000000000000002,270.0,0.35000000000000003,8,COMPLETE
