,number,value,datetime_start,datetime_complete,duration,params_ABNB_ADSK_beta_win,params_ABNB_ADSK_stop_loss,params_ABNB_ADSK_trade_freq,params_ABNB_ADSK_z_entry,params_ABNB_ADSK_z_exit,params_ABNB_ADSK_z_stop_scaler,params_ABNB_ADSK_z_win,params_CPRT_FAST_beta_win,params_CPRT_FAST_stop_loss,params_CPRT_FAST_trade_freq,params_CPRT_FAST_z_entry,params_CPRT_FAST_z_exit,params_CPRT_FAST_z_stop_scaler,params_CPRT_FAST_z_win,params_CPRT_MSFT_beta_win,params_CPRT_MSFT_stop_loss,params_CPRT_MSFT_trade_freq,params_CPRT_MSFT_z_entry,params_CPRT_MSFT_z_exit,params_CPRT_MSFT_z_stop_scaler,params_CPRT_MSFT_z_win,params_CPRT_MU_beta_win,params_CPRT_MU_stop_loss,params_CPRT_MU_trade_freq,params_CPRT_MU_z_entry,params_CPRT_MU_z_exit,params_CPRT_MU_z_stop_scaler,params_CPRT_MU_z_win,params_CTSH_TEAM_beta_win,params_CTSH_TEAM_stop_loss,params_CTSH_TEAM_trade_freq,params_CTSH_TEAM_z_entry,params_CTSH_TEAM_z_exit,params_CTSH_TEAM_z_stop_scaler,params_CTSH_TEAM_z_win,params_DXCM_FANG_beta_win,params_DXCM_FANG_stop_loss,params_DXCM_FANG_trade_freq,params_DXCM_FANG_z_entry,params_DXCM_FANG_z_exit,params_DXCM_FANG_z_stop_scaler,params_DXCM_FANG_z_win,params_ENPH_TEAM_beta_win,params_ENPH_TEAM_stop_loss,params_ENPH_TEAM_trade_freq,params_ENPH_TEAM_z_entry,params_ENPH_TEAM_z_exit,params_ENPH_TEAM_z_stop_scaler,params_ENPH_TEAM_z_win,params_GOOGL_MU_beta_win,params_GOOGL_MU_stop_loss,params_GOOGL_MU_trade_freq,params_GOOGL_MU_z_entry,params_GOOGL_MU_z_exit,params_GOOGL_MU_z_stop_scaler,params_GOOGL_MU_z_win,params_GOOGL_VRSK_beta_win,params_GOOGL_VRSK_stop_loss,params_GOOGL_VRSK_trade_freq,params_GOOGL_VRSK_z_entry,params_GOOGL_VRSK_z_exit,params_GOOGL_VRSK_z_stop_scaler,params_GOOGL_VRSK_z_win,params_GOOG_MU_beta_win,params_GOOG_MU_stop_loss,params_GOOG_MU_trade_freq,params_GOOG_MU_z_entry,params_GOOG_MU_z_exit,params_GOOG_MU_z_stop_scaler,params_GOOG_MU_z_win,params_GOOG_VRSK_beta_win,params_GOOG_VRSK_stop_loss,params_GOOG_VRSK_trade_freq,params_GOOG_VRSK_z_entry,params_GOOG_VRSK_z_exit,params_GOOG_VRSK_z_stop_scaler,params_GOOG_VRSK_z_win,params_LULU_VRTX_beta_win,params_LULU_VRTX_stop_loss,params_LULU_VRTX_trade_freq,params_LULU_VRTX_z_entry,params_LULU_VRTX_z_exit,params_LULU_VRTX_z_stop_scaler,params_LULU_VRTX_z_win,params_buffer_capital,params_pairs_to_trade,state
58,58,2.4322315305009052,2025-06-14 19:48:11.197060,2025-06-14 19:48:18.461530,0 days 00:00:07.264470,,,,,,,,,,,,,,,182.0,0.002,3m,1.0,2.0,1.2000000000000002,740.0,,,,,,,,380,0.004,2m,4.0,1.5,1.6,262,744.0,0.004,3m,3.5,1.0,0.5,652.0,162.0,0.001,1m,2.0,3.0,1.3,790.0,596,0.005,3m,4.0,3.5,1.7000000000000002,602,938.0,0.005,2m,2.0,2.0,0.8,902.0,732.0,0.007,4m,4.0,1.0,1.6,458.0,,,,,,,,402.0,0.001,1m,2.0,2.5,1.8,638.0,0.25,6,COMPLETE
59,59,2.850019148717189,2025-06-14 19:48:18.527342,2025-06-14 19:48:26.751754,0 days 00:00:08.224412,,,,,,,,,,,,,,,472.0,0.001,4m,1.0,2.5,1.5,692.0,,,,,,,,498,0.005,2m,3.5,2.0,1.4,406,652.0,0.004,3m,3.5,1.0,1.0,540.0,194.0,0.002,1m,2.5,3.0,1.5,524.0,298,0.007,3m,3.5,3.0,1.4,712,1020.0,0.006,2m,2.0,2.0,0.7,856.0,768.0,0.008,3m,4.0,1.5,1.5,374.0,442.0,0.002,2m,2.5,2.0,1.3,682.0,24.0,0.001,2m,1.5,1.5,1.7000000000000002,536.0,0.4,7,COMPLETE
60,60,-3.209280182741261,2025-06-14 19:48:26.850150,2025-06-14 19:48:37.147728,0 days 00:00:10.297578,304.0,0.008,3m,2.0,4.0,1.6,754.0,840.0,0.009000000000000001,1m,3.0,3.0,1.0,250.0,274.0,0.001,2m,1.0,2.5,1.4,862.0,,,,,,,,250,0.005,2m,3.5,2.0,1.7000000000000002,1016,800.0,0.002,3m,3.5,1.5,1.5,602.0,310.0,0.003,1m,1.0,3.5,1.5,846.0,374,0.006,3m,2.0,4.0,1.9000000000000001,170,320.0,0.005,2m,1.5,1.5,0.9,1018.0,670.0,0.009000000000000001,4m,1.0,1.5,1.8,60.0,302.0,0.007,3m,3.5,2.5,1.0,318.0,766.0,0.004,1m,2.0,2.0,1.9000000000000001,752.0,0.45,9,COMPLETE
61,61,2.5938371504591116,2025-06-14 19:48:37.249819,2025-06-14 19:48:43.610938,0 days 00:00:06.361119,,,,,,,,,,,,,,,402.0,0.003,4m,1.5,3.0,1.0,920.0,,,,,,,,310,0.004,2m,3.0,1.5,1.8,496,740.0,0.003,3m,4.0,1.0,0.6,742.0,240.0,0.001,1m,2.5,1.0,1.4,972.0,764,0.008,3m,4.0,4.0,2.0,502,,,,,,,,950.0,0.01,4m,3.5,2.5,1.7000000000000002,498.0,,,,,,,,982.0,0.002,1m,2.5,2.0,1.6,580.0,0.45,5,COMPLETE
62,62,-0.11545581058498146,2025-06-14 19:48:43.700280,2025-06-14 19:48:50.739033,0 days 00:00:07.038753,,,,,,,,,,,,,,,226.0,0.002,4m,1.5,2.5,1.2000000000000002,910.0,,,,,,,,350,0.006,3m,3.0,1.5,1.5,612,840.0,0.002,3m,3.0,1.0,1.8,516.0,290.0,0.001,4m,3.0,2.5,1.2000000000000002,724.0,528,0.008,2m,4.0,4.0,0.6,596,942.0,0.009000000000000001,2m,2.5,2.0,1.0,952.0,852.0,0.01,4m,4.0,4.0,1.7000000000000002,226.0,,,,,,,,920.0,0.001,1m,2.0,2.0,2.0,480.0,0.5,6,COMPLETE
63,63,-0.053029947606175895,2025-06-14 19:48:50.854758,2025-06-14 19:48:56.198579,0 days 00:00:05.343821,,,,,,,,,,,,,,,348.0,0.003,4m,1.5,3.0,1.1,982.0,,,,,,,,414,0.005,4m,2.5,1.5,1.7000000000000002,554,,,,,,,,386.0,0.009000000000000001,1m,2.0,1.5,0.7,598.0,690,0.002,1m,4.0,4.0,1.8,646,,,,,,,,774.0,0.01,4m,3.0,2.0,1.6,140.0,,,,,,,,864.0,0.003,1m,3.0,2.5,1.8,712.0,0.5,4,COMPLETE
64,64,4.150486044135776,2025-06-14 19:48:56.278772,2025-06-14 19:49:12.851567,0 days 00:00:16.572795,,,,,,,,738.0,0.007,4m,3.5,2.0,1.3,632.0,170.0,0.001,4m,1.0,2.5,1.0,812.0,,,,,,,,452,0.006,2m,3.5,1.5,1.6,502,662.0,0.004,1m,2.5,1.5,0.8,424.0,210.0,0.002,1m,2.5,3.5,1.4,936.0,632,0.009000000000000001,2m,4.0,3.5,0.7,786,892.0,0.002,2m,1.5,2.5,0.6,746.0,902.0,0.009000000000000001,4m,4.0,1.5,1.9000000000000001,556.0,964.0,0.008,2m,2.5,4.0,1.2000000000000002,580.0,960.0,0.001,1m,3.0,2.0,1.9000000000000001,980.0,0.45,8,COMPLETE
65,65,1.3038103295195933,2025-06-14 19:49:13.013145,2025-06-14 19:49:31.536851,0 days 00:00:18.523706,,,,,,,,748.0,0.008,4m,3.5,2.0,1.3,668.0,282.0,0.001,1m,1.0,2.0,1.3,792.0,,,,,,,,454,0.006,2m,3.5,1.0,1.6,374,668.0,0.004,1m,2.5,1.5,0.8,436.0,16.0,0.002,1m,2.5,3.5,1.3,670.0,508,0.009000000000000001,2m,4.0,3.0,0.7,840,864.0,0.001,2m,1.5,2.5,0.6,840.0,504.0,0.009000000000000001,4m,4.0,1.0,1.9000000000000001,560.0,974.0,0.008,2m,2.5,4.0,1.2000000000000002,558.0,958.0,0.001,3m,3.5,4.0,1.9000000000000001,996.0,0.5,8,COMPLETE
66,66,-5.610440709755702,2025-06-14 19:49:31.639297,2025-06-14 19:49:39.936813,0 days 00:00:08.297516,,,,,,,,,,,,,,,194.0,0.002,4m,1.0,2.5,1.0,814.0,,,,,,,,210,0.004,2m,4.0,1.5,1.3,436,608.0,0.004,1m,2.5,1.5,0.7,410.0,132.0,0.003,1m,3.0,3.5,1.5,836.0,624,0.01,2m,3.5,3.5,0.5,786,980.0,0.002,2m,1.0,2.5,0.8,756.0,886.0,0.009000000000000001,1m,4.0,1.5,2.0,520.0,1010.0,0.008,2m,2.5,4.0,1.3,666.0,902.0,0.001,1m,3.5,2.5,2.0,936.0,0.35000000000000003,7,COMPLETE
67,67,1.2501372200692065,2025-06-14 19:49:40.010690,2025-06-14 19:49:48.016742,0 days 00:00:08.006052,,,,,,,,582.0,0.007,4m,3.5,2.0,1.1,446.0,152.0,0.001,4m,1.0,2.0,1.2000000000000002,852.0,,,,,,,,538,0.007,2m,3.5,2.0,1.6,516,24.0,0.005,1m,3.5,2.0,0.5,304.0,336.0,0.002,1m,2.0,3.0,1.7000000000000002,784.0,470,0.009000000000000001,2m,4.0,3.5,0.6,750,818.0,0.002,2m,1.5,2.0,0.7,694.0,728.0,0.008,4m,4.0,1.5,1.8,582.0,886.0,0.009000000000000001,2m,3.0,3.5,1.5,432.0,864.0,0.002,4m,3.0,2.0,1.9000000000000001,860.0,0.45,8,COMPLETE
68,68,2.5782278911979426,2025-06-14 19:49:48.096438,2025-06-14 19:49:55.338877,0 days 00:00:07.242439,,,,,,,,,,,,,,,114.0,0.002,4m,1.5,2.5,0.6,736.0,,,,,,,,368,0.005,2m,4.0,4.0,1.5,486,730.0,0.003,1m,2.5,1.0,0.9,552.0,70.0,0.001,1m,2.5,3.5,1.4,870.0,564,0.006,2m,4.0,3.0,1.1,932,876.0,0.006,2m,2.0,2.5,0.5,900.0,912.0,0.001,2m,1.5,1.0,1.9000000000000001,450.0,780.0,0.007,2m,2.0,4.0,1.4,820.0,644.0,0.005,1m,3.0,3.0,1.8,938.0,0.4,7,COMPLETE
69,69,4.225789799577975,2025-06-14 19:49:55.408476,2025-06-14 19:50:04.234276,0 days 00:00:08.825800,772.0,0.008,4m,1.5,2.0,1.6,990.0,916.0,0.009000000000000001,4m,3.0,2.5,1.4,576.0,404.0,0.001,1m,3.5,2.5,1.1,882.0,,,,,,,,592,0.003,3m,3.5,1.0,1.7000000000000002,66,772.0,0.004,3m,3.0,1.5,0.6,646.0,186.0,0.002,3m,1.5,1.5,1.6,922.0,950,0.007,2m,3.5,3.5,0.7,680,566.0,0.004,2m,1.5,2.0,0.6,736.0,988.0,0.01,4m,3.0,2.5,2.0,754.0,834.0,0.009000000000000001,2m,2.5,2.5,0.8,622.0,976.0,0.007,1m,3.5,1.5,2.0,608.0,0.2,9,COMPLETE
70,70,-1.660621574773437,2025-06-14 19:50:04.338182,2025-06-14 19:50:14.033863,0 days 00:00:09.695681,778.0,0.007,4m,1.5,2.0,1.6,1022.0,914.0,0.009000000000000001,4m,2.5,2.5,0.8,566.0,396.0,0.001,1m,3.5,2.0,1.3,890.0,,,,,,,,594,0.003,3m,3.5,1.0,1.7000000000000002,228,768.0,0.01,3m,3.0,2.0,0.7,664.0,174.0,0.003,3m,1.5,1.5,1.6,808.0,954,0.007,3m,3.5,3.0,1.5,676,566.0,0.004,4m,2.0,1.5,0.7,822.0,1022.0,0.01,4m,3.0,2.5,2.0,118.0,838.0,0.009000000000000001,3m,1.5,2.5,0.7,640.0,228.0,0.007,1m,4.0,1.5,2.0,618.0,0.2,9,COMPLETE
71,71,2.45438205710802,2025-06-14 19:50:14.116434,2025-06-14 19:50:23.520743,0 days 00:00:09.404309,956.0,0.008,4m,1.5,1.0,1.4,760.0,752.0,0.009000000000000001,4m,3.0,2.5,1.4,712.0,396.0,0.001,1m,3.0,2.5,1.1,818.0,,,,,,,,678,0.003,3m,3.5,1.0,1.6,52,632.0,0.005,3m,3.0,1.5,0.6,634.0,208.0,0.002,3m,1.0,1.0,1.7000000000000002,938.0,876,0.007,2m,4.0,3.5,0.7,712,452.0,0.003,2m,1.5,2.0,0.6,732.0,988.0,0.01,4m,3.0,2.5,1.9000000000000001,936.0,932.0,0.009000000000000001,2m,2.5,2.0,0.8,544.0,74.0,0.006,1m,3.5,1.0,1.9000000000000001,656.0,0.15000000000000002,9,COMPLETE
72,72,1.0630553467867065,2025-06-14 19:50:23.590844,2025-06-14 19:50:31.957158,0 days 00:00:08.366314,,,,,,,,884.0,0.008,4m,3.5,2.0,1.3,600.0,486.0,0.001,1m,1.0,2.5,1.0,670.0,,,,,,,,488,0.004,3m,3.5,1.5,1.7000000000000002,116,688.0,0.004,3m,3.0,1.5,0.6,782.0,232.0,0.001,3m,1.5,1.5,1.5,890.0,786,0.006,2m,4.0,3.5,0.7,814,610.0,0.005,2m,1.5,2.0,0.5,676.0,966.0,0.009000000000000001,4m,2.5,3.0,2.0,778.0,808.0,0.009000000000000001,2m,3.0,2.5,1.0,584.0,948.0,0.008,1m,3.5,1.5,2.0,968.0,0.25,8,COMPLETE
73,73,-2.4155324589571014,2025-06-14 19:50:32.051226,2025-06-14 19:50:42.285618,0 days 00:00:10.234392,714.0,0.003,4m,3.0,2.0,1.0,898.0,744.0,0.006,4m,3.0,3.0,1.1,470.0,246.0,0.002,1m,3.5,2.5,1.1,926.0,100.0,0.003,2m,1.0,4.0,0.5,28.0,156,0.006,3m,3.5,1.5,1.8,70,774.0,0.003,3m,2.5,1.5,0.5,584.0,688.0,0.002,3m,1.0,2.0,1.6,760.0,1022,0.008,2m,4.0,3.5,0.6,636,900.0,0.004,2m,1.0,2.0,0.6,586.0,876.0,0.01,4m,3.0,2.5,1.8,720.0,920.0,0.008,2m,2.0,3.0,1.2000000000000002,464.0,994.0,0.008,1m,3.0,2.0,1.8,546.0,0.3,10,COMPLETE
74,74,-0.5768930044134244,2025-06-14 19:50:42.377489,2025-06-14 19:50:50.791069,0 days 00:00:08.413580,,,,,,,,1016.0,0.01,4m,3.5,2.0,1.0,766.0,334.0,0.001,4m,2.0,2.5,1.2000000000000002,986.0,,,,,,,,574,0.002,3m,3.0,1.0,1.5,136,578.0,0.004,3m,2.5,1.5,0.8,716.0,280.0,0.006,1m,1.5,1.5,1.4,990.0,984,0.007,2m,3.5,2.5,0.5,690,158.0,0.006,2m,2.0,2.5,0.9,856.0,788.0,0.01,4m,3.5,1.5,1.9000000000000001,632.0,872.0,0.008,2m,2.5,1.5,1.3,690.0,930.0,0.006,1m,3.5,1.5,1.6,772.0,0.2,8,COMPLETE
75,75,3.8259887775486763,2025-06-14 19:50:50.860168,2025-06-14 19:50:58.350324,0 days 00:00:07.490156,,,,,,,,,,,,,,,462.0,0.007,1m,4.0,2.5,1.0,760.0,,,,,,,,112,0.005,3m,4.0,1.0,1.7000000000000002,560,676.0,0.005,4m,3.5,1.0,0.7,822.0,174.0,0.001,1m,2.0,3.5,1.4,940.0,898,0.008,2m,4.0,3.5,0.9,268,338.0,0.004,2m,1.5,1.5,0.7,772.0,928.0,0.009000000000000001,4m,3.0,2.5,1.1,402.0,1020.0,0.009000000000000001,2m,2.0,2.0,1.0,622.0,970.0,0.007,3m,1.0,2.0,1.7000000000000002,1016.0,0.5,7,COMPLETE
76,76,-4.437804821465165,2025-06-14 19:50:58.441000,2025-06-14 19:51:08.060015,0 days 00:00:09.619015,420.0,0.009000000000000001,1m,2.0,2.0,1.8,620.0,554.0,0.009000000000000001,4m,3.0,2.5,1.4,406.0,524.0,0.001,3m,1.5,2.0,0.7,560.0,,,,,,,,530,0.006,2m,3.0,1.5,1.4,510,712.0,0.006,1m,3.0,3.5,1.2000000000000002,508.0,122.0,0.003,3m,2.5,1.5,1.2000000000000002,634.0,426,0.005,2m,4.0,4.0,0.8,730,780.0,0.009000000000000001,2m,1.0,3.0,0.5,876.0,900.0,0.002,4m,4.0,1.5,1.9000000000000001,188.0,558.0,0.006,2m,4.0,2.5,1.2000000000000002,362.0,1006.0,0.001,2m,3.0,1.5,1.9000000000000001,594.0,0.45,9,COMPLETE
77,77,1.601091751967737,2025-06-14 19:51:08.144002,2025-06-14 19:51:14.863556,0 days 00:00:06.719554,,,,,,,,,,,,,,,416.0,0.002,4m,1.0,2.5,1.4,876.0,,,,,,,,406,0.003,3m,3.0,2.0,1.6,82,890.0,0.003,3m,2.5,1.0,1.8,690.0,206.0,0.005,1m,1.0,2.0,1.3,850.0,488,0.009000000000000001,2m,3.5,3.0,0.6,778,978.0,0.008,1m,1.5,2.0,0.8,734.0,276.0,0.007,4m,3.5,3.0,2.0,344.0,,,,,,,,830.0,0.002,1m,1.5,1.0,2.0,688.0,0.1,6,COMPLETE
78,78,-1.6565645565160976,2025-06-14 19:51:14.929555,2025-06-14 19:51:23.244462,0 days 00:00:08.314907,,,,,,,,916.0,0.008,3m,2.5,3.5,1.1,526.0,1014.0,0.002,4m,2.5,2.0,0.8,928.0,,,,,,,,278,0.007,3m,3.5,1.5,1.9000000000000001,466,608.0,0.004,3m,4.0,1.5,1.8,760.0,78.0,0.002,1m,1.5,3.5,1.1,908.0,542,0.009000000000000001,4m,3.0,3.5,0.7,622,652.0,0.003,2m,2.0,3.0,1.1,810.0,860.0,0.01,2m,2.5,1.5,1.7000000000000002,866.0,408.0,0.009000000000000001,1m,1.0,2.5,1.5,470.0,902.0,0.001,1m,3.0,2.0,1.8,886.0,0.5,8,COMPLETE
79,79,5.552087273744206,2025-06-14 19:51:23.323110,2025-06-14 19:51:30.783374,0 days 00:00:07.460264,,,,,,,,,,,,,,,656.0,0.001,2m,1.5,3.0,1.3,836.0,,,,,,,,58,0.005,4m,3.0,2.5,1.8,316,498.0,0.003,3m,3.0,2.0,1.9000000000000001,648.0,140.0,0.002,1m,2.5,2.5,1.5,822.0,622,0.007,2m,4.0,2.0,0.5,586,826.0,0.005,2m,1.5,1.0,0.6,604.0,370.0,0.009000000000000001,4m,3.0,2.0,1.8,30.0,504.0,0.007,2m,1.5,3.5,0.8,882.0,1022.0,0.009000000000000001,1m,4.0,2.5,1.5,420.0,0.45,7,COMPLETE
80,80,4.235304391960142,2025-06-14 19:51:30.874490,2025-06-14 19:51:37.420743,0 days 00:00:06.546253,,,,,,,,,,,,,,,738.0,0.005,2m,1.5,4.0,1.3,988.0,,,,,,,,78,0.004,4m,3.0,3.0,1.8,310,512.0,0.002,3m,3.5,2.0,1.9000000000000001,648.0,146.0,0.004,4m,2.0,2.5,1.7000000000000002,740.0,954,0.007,3m,4.0,2.0,0.5,538,750.0,0.005,2m,2.5,1.0,1.3,594.0,386.0,0.01,3m,3.0,2.0,1.8,32.0,,,,,,,,1022.0,0.009000000000000001,4m,4.0,2.5,0.8,294.0,0.15000000000000002,6,COMPLETE
81,81,6.12786514254738,2025-06-14 19:51:37.503349,2025-06-14 19:51:44.140262,0 days 00:00:06.636913,,,,,,,,,,,,,,,804.0,0.005,2m,1.5,4.0,1.3,990.0,,,,,,,,18,0.004,4m,3.0,3.0,2.0,314,494.0,0.002,3m,3.5,2.0,1.9000000000000001,646.0,150.0,0.005,4m,2.0,2.5,1.7000000000000002,694.0,966,0.007,3m,4.0,2.0,0.5,576,816.0,0.005,2m,3.0,1.0,1.3,584.0,360.0,0.01,3m,3.0,2.0,1.8,34.0,,,,,,,,1024.0,0.01,4m,4.0,2.5,0.7,296.0,0.15000000000000002,6,COMPLETE
82,82,3.834304923280668,2025-06-14 19:51:44.257864,2025-06-14 19:51:51.013469,0 days 00:00:06.755605,,,,,,,,,,,,,,,772.0,0.005,2m,1.5,4.0,1.4,982.0,,,,,,,,44,0.004,4m,3.0,3.0,2.0,308,512.0,0.002,3m,3.5,2.0,2.0,664.0,146.0,0.004,4m,2.0,2.5,1.7000000000000002,728.0,962,0.006,3m,4.0,2.0,0.5,536,736.0,0.005,2m,3.5,1.0,1.4,518.0,402.0,0.01,3m,3.0,2.0,1.8,34.0,,,,,,,,1006.0,0.01,4m,4.0,2.5,0.7,262.0,0.15000000000000002,6,COMPLETE
83,83,0.09125635523663517,2025-06-14 19:51:51.086523,2025-06-14 19:51:57.532700,0 days 00:00:06.446177,,,,,,,,,,,,,,,878.0,0.006,2m,2.0,4.0,1.5,850.0,,,,,,,,70,0.004,4m,3.0,3.0,1.9000000000000001,296,542.0,0.002,3m,3.0,2.5,1.9000000000000001,630.0,38.0,0.005,4m,2.0,2.5,1.6,652.0,912,0.007,3m,4.0,1.5,0.5,584,794.0,0.005,2m,3.5,1.0,1.3,454.0,434.0,0.01,3m,3.0,2.0,1.6,80.0,,,,,,,,1018.0,0.009000000000000001,4m,4.0,3.0,0.8,186.0,0.15000000000000002,6,COMPLETE
84,84,0.566635980893635,2025-06-14 19:51:57.606170,2025-06-14 19:52:05.318096,0 days 00:00:07.711926,,,,,,,,,,,,,,,822.0,0.005,2m,1.5,4.0,1.3,898.0,,,,,,,,24,0.004,4m,3.0,3.0,2.0,344,360.0,0.001,3m,3.0,2.0,1.9000000000000001,566.0,108.0,0.004,4m,2.0,2.5,1.8,696.0,938,0.007,3m,4.0,2.0,0.5,494,826.0,0.005,2m,3.0,1.0,1.4,616.0,356.0,0.009000000000000001,3m,3.0,2.5,1.8,22.0,472.0,0.006,3m,1.5,3.5,0.6,892.0,1024.0,0.01,4m,4.0,3.0,0.8,300.0,0.1,7,COMPLETE
85,85,1.2014863878718482,2025-06-14 19:52:05.399123,2025-06-14 19:52:12.009851,0 days 00:00:06.610728,,,,,,,,,,,,,,,662.0,0.005,2m,1.5,4.0,1.4,948.0,,,,,,,,62,0.005,4m,3.0,3.5,1.8,186,430.0,0.001,3m,3.5,2.0,2.0,598.0,148.0,0.004,4m,2.0,3.0,1.9000000000000001,610.0,984,0.006,3m,4.0,1.5,0.5,524,844.0,0.004,2m,3.0,1.0,1.3,562.0,294.0,0.01,3m,2.5,2.0,1.7000000000000002,94.0,,,,,,,,942.0,0.009000000000000001,4m,4.0,2.5,0.6,238.0,0.2,6,COMPLETE
86,86,0.6543315667688562,2025-06-14 19:52:12.131085,2025-06-14 19:52:19.651684,0 days 00:00:07.520599,,,,,,,,,,,,,,,746.0,0.004,2m,2.0,4.0,1.3,980.0,,,,,,,,88,0.003,4m,3.0,3.5,1.9000000000000001,258,506.0,0.002,2m,3.0,2.0,1.9000000000000001,724.0,176.0,0.005,4m,1.5,2.5,1.6,478.0,868,0.007,3m,3.5,2.0,0.6,450,754.0,0.006,2m,2.5,1.0,1.2000000000000002,472.0,194.0,0.01,3m,3.0,2.5,1.6,38.0,180.0,0.006,1m,1.5,3.0,0.8,912.0,534.0,0.008,4m,4.0,2.5,0.7,64.0,0.15000000000000002,7,COMPLETE
87,87,2.5542984795364765,2025-06-14 19:52:19.732965,2025-06-14 19:52:26.400660,0 days 00:00:06.667695,,,,,,,,,,,,,,,670.0,0.004,2m,1.5,3.5,1.2000000000000002,898.0,,,,,,,,146,0.002,4m,3.0,2.5,1.8,222,492.0,0.001,3m,3.5,2.5,1.8,478.0,94.0,0.005,4m,1.5,3.0,1.7000000000000002,824.0,1000,0.006,3m,2.5,2.0,0.6,556,916.0,0.004,2m,3.0,1.5,1.5,600.0,472.0,0.009000000000000001,3m,3.0,3.5,1.9000000000000001,70.0,,,,,,,,990.0,0.009000000000000001,4m,4.0,2.5,0.7,418.0,0.1,6,COMPLETE
88,88,0.7542713607207813,2025-06-14 19:52:26.488763,2025-06-14 19:52:33.981410,0 days 00:00:07.492647,,,,,,,,,,,,,,,822.0,0.005,2m,1.5,1.5,1.6,450.0,,,,,,,,18,0.004,4m,2.5,3.0,2.0,360,564.0,0.003,3m,3.0,2.0,2.0,642.0,56.0,0.006,4m,1.0,2.5,1.5,552.0,808,0.008,3m,4.0,2.5,0.5,416,662.0,0.006,3m,2.5,1.0,1.2000000000000002,664.0,364.0,0.008,3m,2.5,2.0,1.8,106.0,636.0,0.005,2m,1.0,3.0,0.8,952.0,984.0,0.01,4m,4.0,3.0,0.9,368.0,0.15000000000000002,7,COMPLETE
89,89,-2.8191865821540176,2025-06-14 19:52:34.064635,2025-06-14 19:52:41.066560,0 days 00:00:07.001925,,,,,,,,,,,,,,,588.0,0.007,2m,2.0,3.5,1.3,932.0,,,,,,,,110,0.003,4m,3.0,2.5,1.8,420,320.0,0.002,3m,4.0,2.0,1.7000000000000002,530.0,126.0,0.001,4m,2.0,2.5,1.7000000000000002,684.0,834,0.007,2m,1.0,2.0,1.2000000000000002,620,542.0,0.005,2m,2.5,1.0,1.3,702.0,338.0,0.006,3m,3.0,2.0,0.8,46.0,,,,,,,,914.0,0.01,4m,4.0,2.5,0.5,314.0,0.2,6,COMPLETE
90,90,0.9364888684995784,2025-06-14 19:52:41.206423,2025-06-14 19:52:56.891540,0 days 00:00:15.685117,,,,,,,,,,,,,,,802.0,0.002,2m,1.5,4.0,1.2000000000000002,842.0,,,,,,,,176,0.005,4m,3.0,3.0,1.7000000000000002,140,450.0,0.009000000000000001,3m,3.0,2.5,1.8,608.0,832.0,0.003,1m,2.5,2.5,1.8,742.0,938,0.008,3m,4.0,2.5,0.5,358,708.0,0.004,4m,2.0,1.5,0.6,930.0,460.0,0.01,1m,3.5,2.0,1.7000000000000002,20.0,516.0,0.007,4m,1.5,3.5,0.5,822.0,882.0,0.008,4m,3.5,2.5,1.5,166.0,0.1,7,COMPLETE
91,91,2.787868075036062,2025-06-14 19:52:57.043731,2025-06-14 19:53:06.775194,0 days 00:00:09.731463,,,,,,,,,,,,,,,898.0,0.006,2m,1.5,3.0,1.3,1004.0,,,,,,,,196,0.005,4m,2.5,3.0,1.7000000000000002,384,624.0,0.003,3m,3.5,1.0,1.9000000000000001,686.0,184.0,0.004,3m,2.5,2.0,1.6,794.0,594,0.007,2m,4.0,1.5,0.6,656,,,,,,,,400.0,0.01,4m,3.0,2.0,1.8,164.0,,,,,,,,974.0,0.009000000000000001,1m,3.5,3.5,1.5,368.0,0.15000000000000002,5,COMPLETE
92,92,2.5429013916849263,2025-06-14 19:53:06.892132,2025-06-14 19:53:12.643037,0 days 00:00:05.750905,,,,,,,,,,,,,,,718.0,0.001,2m,1.5,3.0,1.1,960.0,,,,,,,,134,0.004,4m,2.5,2.5,1.8,18,722.0,0.003,3m,3.5,1.0,1.6,698.0,244.0,0.001,1m,2.5,2.0,1.5,862.0,958,0.006,3m,4.0,1.5,0.6,668,,,,,,,,262.0,0.009000000000000001,4m,3.0,2.5,1.9000000000000001,134.0,,,,,,,,944.0,0.009000000000000001,1m,4.0,2.5,1.4,234.0,0.45,5,COMPLETE
93,93,0.9502805246110888,2025-06-14 19:53:12.735389,2025-06-14 19:53:18.992294,0 days 00:00:06.256905,,,,,,,,,,,,,,,444.0,0.008,1m,1.5,3.5,1.4,998.0,,,,,,,,222,0.006,3m,2.5,3.5,0.9,320,534.0,0.002,3m,3.5,1.5,1.7000000000000002,656.0,152.0,0.006,4m,4.0,2.0,0.9,822.0,882,0.007,2m,4.0,2.0,0.5,602,,,,,,,,222.0,0.01,3m,3.0,2.0,2.0,112.0,,,,,,,,962.0,0.01,1m,4.0,2.0,0.6,426.0,0.5,5,COMPLETE
