,number,value,datetime_start,datetime_complete,duration,params_CHTR_SWKS_beta_win,params_CHTR_SWKS_stop_loss,params_CHTR_SWKS_trade_freq,params_CHTR_SWKS_z_entry,params_CHTR_SWKS_z_exit,params_CHTR_SWKS_z_stop_scaler,params_CHTR_SWKS_z_win,params_CMCSA_FISV_beta_win,params_CMCSA_FISV_stop_loss,params_CMCSA_FISV_trade_freq,params_CMCSA_FISV_z_entry,params_CMCSA_FISV_z_exit,params_CMCSA_FISV_z_stop_scaler,params_CMCSA_FISV_z_win,params_CMCSA_SWKS_beta_win,params_CMCSA_SWKS_stop_loss,params_CMCSA_SWKS_trade_freq,params_CMCSA_SWKS_z_entry,params_CMCSA_SWKS_z_exit,params_CMCSA_SWKS_z_stop_scaler,params_CMCSA_SWKS_z_win,params_DLTR_EA_beta_win,params_DLTR_EA_stop_loss,params_DLTR_EA_trade_freq,params_DLTR_EA_z_entry,params_DLTR_EA_z_exit,params_DLTR_EA_z_stop_scaler,params_DLTR_EA_z_win,params_EBAY_TXN_beta_win,params_EBAY_TXN_stop_loss,params_EBAY_TXN_trade_freq,params_EBAY_TXN_z_entry,params_EBAY_TXN_z_exit,params_EBAY_TXN_z_stop_scaler,params_EBAY_TXN_z_win,params_FISV_MAR_beta_win,params_FISV_MAR_stop_loss,params_FISV_MAR_trade_freq,params_FISV_MAR_z_entry,params_FISV_MAR_z_exit,params_FISV_MAR_z_stop_scaler,params_FISV_MAR_z_win,params_ILMN_SWKS_beta_win,params_ILMN_SWKS_stop_loss,params_ILMN_SWKS_trade_freq,params_ILMN_SWKS_z_entry,params_ILMN_SWKS_z_exit,params_ILMN_SWKS_z_stop_scaler,params_ILMN_SWKS_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_NFLX_TXN_beta_win,params_NFLX_TXN_stop_loss,params_NFLX_TXN_trade_freq,params_NFLX_TXN_z_entry,params_NFLX_TXN_z_exit,params_NFLX_TXN_z_stop_scaler,params_NFLX_TXN_z_win,params_OKTA_SBUX_beta_win,params_OKTA_SBUX_stop_loss,params_OKTA_SBUX_trade_freq,params_OKTA_SBUX_z_entry,params_OKTA_SBUX_z_exit,params_OKTA_SBUX_z_stop_scaler,params_OKTA_SBUX_z_win,params_buffer_capital,params_pairs_to_trade,state
80,80,-6.049440337519952,2025-06-14 19:15:45.373054,2025-06-14 19:15:48.194804,0 days 00:00:02.821750,,,,,,,,630.0,0.009000000000000001,3m,3.0,2.5,2.0,646.0,,,,,,,,714.0,0.009000000000000001,2m,2.5,1.5,1.3,522.0,154,0.004,1m,3.0,4.0,1.5,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
81,81,3.238871325066004,2025-06-14 19:15:48.252040,2025-06-14 19:15:57.239988,0 days 00:00:08.987948,516.0,0.007,3m,3.0,3.5,0.8,576.0,616.0,0.008,1m,2.5,2.5,1.9000000000000001,560.0,588.0,0.005,4m,3.0,3.0,1.7000000000000002,634.0,576.0,0.01,2m,2.0,2.5,0.7,380.0,218,0.005,4m,3.0,2.5,1.6,832,802.0,0.001,3m,2.0,3.0,1.0,1024.0,458.0,0.009000000000000001,2m,4.0,1.0,1.2000000000000002,26.0,904.0,0.006,1m,3.5,2.5,1.7000000000000002,514.0,424.0,0.005,2m,3.0,3.0,1.6,862.0,952.0,0.001,1m,1.0,4.0,2.0,960.0,0.25,10,COMPLETE
82,82,4.231487028265593,2025-06-14 19:15:57.306462,2025-06-14 19:16:01.971564,0 days 00:00:04.665102,454.0,0.006,3m,3.0,3.5,1.0,450.0,610.0,0.008,2m,2.0,2.5,1.8,608.0,,,,,,,,504.0,0.01,2m,2.0,2.5,0.6,296.0,200,0.005,4m,3.0,2.5,1.8,804,,,,,,,,,,,,,,,870.0,0.007,2m,4.0,2.5,1.9000000000000001,992.0,,,,,,,,,,,,,,,0.3,5,COMPLETE
83,83,0.8525124698236802,2025-06-14 19:16:02.051075,2025-06-14 19:16:07.699538,0 days 00:00:05.648463,610.0,0.007,3m,3.0,3.0,0.7,522.0,672.0,0.008,3m,2.5,2.5,1.9000000000000001,680.0,,,,,,,,452.0,0.01,2m,1.5,3.0,0.7,268.0,576,0.004,4m,3.0,2.0,1.6,868,,,,,,,,,,,,,,,920.0,0.006,3m,3.5,2.5,1.6,552.0,318.0,0.002,4m,1.0,3.5,2.0,554.0,,,,,,,,0.2,6,COMPLETE
84,84,6.95494740087996,2025-06-14 19:16:07.758877,2025-06-14 19:16:12.376346,0 days 00:00:04.617469,542.0,0.009000000000000001,3m,3.5,3.5,0.6,642.0,760.0,0.007,1m,3.5,2.5,2.0,476.0,,,,,,,,538.0,0.009000000000000001,2m,2.0,2.5,0.8,402.0,290,0.006,4m,3.0,3.0,1.4,744,,,,,,,,,,,,,,,980.0,0.005,4m,3.0,2.0,1.8,602.0,,,,,,,,,,,,,,,0.25,5,COMPLETE
85,85,7.427346712233758,2025-06-14 19:16:12.453073,2025-06-14 19:16:17.041947,0 days 00:00:04.588874,546.0,0.009000000000000001,3m,3.5,4.0,0.6,644.0,752.0,0.006,3m,3.5,3.0,2.0,438.0,,,,,,,,496.0,0.009000000000000001,2m,2.0,2.0,0.8,456.0,286,0.006,4m,2.5,3.0,1.4,784,,,,,,,,,,,,,,,978.0,0.005,2m,3.0,2.0,1.8,612.0,,,,,,,,,,,,,,,0.3,5,COMPLETE
86,86,-1.8647972608476298,2025-06-14 19:16:17.112298,2025-06-14 19:16:22.414853,0 days 00:00:05.302555,534.0,0.01,3m,4.0,4.0,0.5,642.0,754.0,0.006,3m,3.5,3.0,2.0,358.0,,,,,,,,408.0,0.009000000000000001,1m,2.0,2.0,0.8,452.0,268,0.006,4m,2.0,3.0,1.4,732,,,,,,,,,,,,,,,958.0,0.005,2m,4.0,1.5,1.9000000000000001,672.0,692.0,0.007,3m,2.5,4.0,0.6,720.0,,,,,,,,0.3,6,COMPLETE
87,87,1.160419271257521,2025-06-14 19:16:22.473031,2025-06-14 19:16:26.167571,0 days 00:00:03.694540,574.0,0.009000000000000001,3m,3.5,4.0,0.6,608.0,800.0,0.007,3m,4.0,3.5,2.0,450.0,,,,,,,,498.0,0.009000000000000001,3m,2.5,2.0,0.9,472.0,286,0.007,4m,2.5,3.0,1.4,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
88,88,7.721001540704307,2025-06-14 19:16:26.244624,2025-06-14 19:16:30.788511,0 days 00:00:04.543887,488.0,0.009000000000000001,3m,2.5,4.0,0.6,670.0,852.0,0.006,1m,3.5,3.0,1.7000000000000002,430.0,,,,,,,,380.0,0.008,2m,1.5,1.0,1.4,572.0,114,0.006,4m,3.5,3.5,1.5,788,,,,,,,,,,,,,,,998.0,0.003,2m,2.5,2.0,1.8,612.0,,,,,,,,,,,,,,,0.3,5,COMPLETE
89,89,3.732886500206789,2025-06-14 19:16:30.849863,2025-06-14 19:16:35.361212,0 days 00:00:04.511349,482.0,0.01,3m,2.5,4.0,0.5,660.0,868.0,0.004,1m,3.5,3.0,1.7000000000000002,422.0,,,,,,,,374.0,0.008,2m,1.0,1.0,1.4,714.0,52,0.006,4m,3.5,3.5,1.3,784,,,,,,,,,,,,,,,988.0,0.003,2m,2.0,2.0,1.8,580.0,,,,,,,,,,,,,,,0.3,5,COMPLETE
90,90,5.4195380445386006,2025-06-14 19:16:35.447720,2025-06-14 19:16:40.028009,0 days 00:00:04.580289,396.0,0.009000000000000001,3m,2.5,4.0,0.6,598.0,972.0,0.006,1m,3.5,3.5,2.0,496.0,,,,,,,,392.0,0.008,2m,1.5,1.5,1.5,578.0,114,0.007,4m,2.5,3.5,1.4,756,,,,,,,,,,,,,,,1018.0,0.005,2m,2.5,1.5,2.0,614.0,,,,,,,,,,,,,,,0.1,5,COMPLETE
91,91,3.4322169083375296,2025-06-14 19:16:40.096192,2025-06-14 19:16:45.567877,0 days 00:00:05.471685,430.0,0.009000000000000001,3m,2.0,4.0,0.6,670.0,814.0,0.005,1m,4.0,3.0,1.7000000000000002,398.0,,,,,,,,444.0,0.008,2m,1.5,1.0,0.8,542.0,1024,0.006,4m,3.5,1.5,1.5,792,,,,,,,,,,,,,,,972.0,0.004,2m,2.5,2.0,1.9000000000000001,718.0,784.0,0.009000000000000001,1m,1.5,1.0,0.8,334.0,,,,,,,,0.3,6,COMPLETE
92,92,8.828277746163348,2025-06-14 19:16:45.695898,2025-06-14 19:16:50.251439,0 days 00:00:04.555541,550.0,0.009000000000000001,3m,2.5,3.5,0.7,720.0,842.0,0.006,1m,3.5,3.0,1.2000000000000002,330.0,,,,,,,,476.0,0.007,2m,2.0,1.0,1.3,636.0,118,0.006,4m,3.5,3.5,1.5,944,,,,,,,,,,,,,,,936.0,0.003,2m,2.0,2.0,1.8,638.0,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
93,93,9.544376643544233,2025-06-14 19:16:50.368988,2025-06-14 19:16:54.346699,0 days 00:00:03.977711,538.0,0.009000000000000001,3m,2.5,3.5,0.7,726.0,844.0,0.006,1m,3.5,3.0,1.0,334.0,,,,,,,,478.0,0.007,2m,2.0,1.0,1.3,658.0,96,0.007,4m,4.0,3.5,1.5,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
94,94,7.375415924985834,2025-06-14 19:16:54.411714,2025-06-14 19:16:58.439986,0 days 00:00:04.028272,540.0,0.009000000000000001,3m,2.5,3.5,0.7,730.0,924.0,0.006,1m,3.5,3.0,1.0,320.0,,,,,,,,482.0,0.007,2m,1.5,1.0,1.4,652.0,128,0.007,4m,4.0,3.5,1.5,964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
95,95,4.078181186441541,2025-06-14 19:16:58.520501,2025-06-14 19:17:02.592712,0 days 00:00:04.072211,488.0,0.01,3m,2.5,3.5,0.7,718.0,844.0,0.006,1m,3.5,3.0,1.0,340.0,,,,,,,,476.0,0.007,2m,1.0,1.0,1.4,732.0,112,0.007,4m,4.0,3.5,1.5,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
96,96,-2.6361008247250672,2025-06-14 19:17:02.661717,2025-06-14 19:17:06.641525,0 days 00:00:03.979808,548.0,0.009000000000000001,3m,2.5,3.5,0.7,834.0,942.0,0.005,1m,3.5,3.5,0.9,370.0,,,,,,,,432.0,0.008,3m,1.5,1.0,1.3,660.0,144,0.007,4m,4.0,3.5,1.5,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
97,97,6.049596610395295,2025-06-14 19:17:06.710033,2025-06-14 19:17:11.458875,0 days 00:00:04.748842,502.0,0.009000000000000001,4m,2.5,4.0,0.8,754.0,884.0,0.006,1m,3.5,3.0,0.8,324.0,,,,,,,,362.0,0.007,2m,1.5,1.0,1.4,638.0,94,0.008,4m,4.0,4.0,1.4,926,,,,,,,,,,,,,,,992.0,0.003,2m,2.0,2.0,1.8,492.0,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
98,98,3.4145567401774874,2025-06-14 19:17:11.530275,2025-06-14 19:17:15.035541,0 days 00:00:03.505266,540.0,0.01,3m,2.5,3.5,0.7,794.0,906.0,0.006,1m,4.0,3.0,1.1,478.0,,,,,,,,538.0,0.009000000000000001,2m,3.0,1.0,1.5,774.0,180,0.008,4m,4.0,3.5,1.4,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
99,99,6.472552748254206,2025-06-14 19:17:15.108351,2025-06-14 19:17:17.938042,0 days 00:00:02.829691,,,,,,,,840.0,0.006,1m,3.5,3.0,0.9,426.0,,,,,,,,232.0,0.009000000000000001,4m,1.5,1.0,1.3,576.0,50,0.006,4m,4.0,3.5,1.3,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
100,100,3.9169002686474497,2025-06-14 19:17:18.038648,2025-06-14 19:17:22.482206,0 days 00:00:04.443558,324.0,0.009000000000000001,3m,2.5,4.0,0.5,720.0,776.0,0.007,1m,3.5,3.5,1.0,292.0,,,,,,,,314.0,0.007,2m,1.5,1.0,1.2000000000000002,692.0,124,0.007,4m,4.0,4.0,1.6,852,,,,,,,,,,,,,,,808.0,0.004,2m,1.5,2.0,1.9000000000000001,642.0,,,,,,,,,,,,,,,0.4,5,COMPLETE
101,101,8.587047103867308,2025-06-14 19:17:22.568528,2025-06-14 19:17:26.095159,0 days 00:00:03.526631,576.0,0.009000000000000001,3m,2.5,3.5,0.6,640.0,962.0,0.005,1m,3.5,3.0,1.2000000000000002,450.0,,,,,,,,466.0,0.008,2m,2.0,1.0,1.4,674.0,80,0.006,4m,4.0,3.5,1.5,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
102,102,7.980565607835694,2025-06-14 19:17:26.189035,2025-06-14 19:17:29.791538,0 days 00:00:03.602503,574.0,0.009000000000000001,3m,2.5,3.5,0.6,642.0,992.0,0.005,1m,3.5,3.0,1.2000000000000002,446.0,,,,,,,,406.0,0.008,2m,2.0,1.0,1.4,680.0,82,0.006,4m,4.0,3.5,1.5,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
103,103,6.357977809084628,2025-06-14 19:17:29.875115,2025-06-14 19:17:32.693215,0 days 00:00:02.818100,,,,,,,,978.0,0.004,1m,3.5,3.0,1.3,448.0,,,,,,,,466.0,0.008,2m,2.0,1.0,1.4,676.0,76,0.006,4m,4.0,3.5,1.5,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
104,104,5.525792304802143,2025-06-14 19:17:32.751541,2025-06-14 19:17:36.576794,0 days 00:00:03.825253,576.0,0.009000000000000001,3m,2.5,3.5,0.6,766.0,958.0,0.005,1m,3.5,3.0,1.2000000000000002,398.0,,,,,,,,414.0,0.008,2m,2.0,1.0,1.5,616.0,104,0.007,4m,4.0,3.5,1.5,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
105,105,9.242996180683745,2025-06-14 19:17:36.646157,2025-06-14 19:17:40.180476,0 days 00:00:03.534319,596.0,0.01,3m,2.5,3.5,0.7,622.0,922.0,0.005,1m,3.5,3.0,1.2000000000000002,366.0,,,,,,,,342.0,0.007,3m,2.0,1.0,1.4,748.0,162,0.006,4m,4.0,3.5,1.7000000000000002,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
106,106,7.259529914332017,2025-06-14 19:17:40.251897,2025-06-14 19:17:43.837058,0 days 00:00:03.585161,598.0,0.01,3m,2.5,3.5,1.7000000000000002,622.0,892.0,0.005,1m,4.0,3.0,1.1,380.0,,,,,,,,290.0,0.008,3m,2.0,1.0,1.6,800.0,32,0.006,4m,4.0,3.5,1.7000000000000002,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
107,107,7.142406916351637,2025-06-14 19:17:43.903793,2025-06-14 19:17:47.421726,0 days 00:00:03.517933,460.0,0.01,3m,2.5,4.0,0.7,550.0,930.0,0.004,1m,3.5,3.5,1.2000000000000002,360.0,,,,,,,,342.0,0.007,3m,2.5,1.0,1.5,738.0,156,0.006,4m,4.0,3.5,1.7000000000000002,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
108,108,7.127323436843732,2025-06-14 19:17:47.480053,2025-06-14 19:17:51.281486,0 days 00:00:03.801433,572.0,0.01,1m,2.5,3.5,0.8,684.0,998.0,0.005,1m,3.5,3.0,1.2000000000000002,438.0,,,,,,,,388.0,0.008,3m,2.0,1.0,1.3,720.0,60,0.006,4m,4.0,4.0,1.9000000000000001,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
109,109,0.927882717179658,2025-06-14 19:17:51.368784,2025-06-14 19:17:53.970138,0 days 00:00:02.601354,,,,,,,,1000.0,0.005,1m,4.0,4.0,1.1,414.0,,,,,,,,254.0,0.008,3m,2.5,1.0,1.4,754.0,80,0.006,4m,4.0,3.5,1.6,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
110,110,-2.059240021325827,2025-06-14 19:17:54.025468,2025-06-14 19:18:01.135052,0 days 00:00:07.109584,434.0,0.009000000000000001,3m,2.5,4.0,0.6,588.0,954.0,0.004,1m,3.5,3.0,1.3,464.0,734.0,0.003,3m,2.5,1.0,2.0,788.0,434.0,0.002,3m,2.0,1.0,1.4,848.0,168,0.007,3m,3.5,3.5,1.4,822,292.0,0.008,2m,1.5,4.0,1.7000000000000002,244.0,,,,,,,,680.0,0.002,2m,2.0,1.5,2.0,332.0,896.0,0.004,4m,2.0,3.5,1.7000000000000002,910.0,,,,,,,,0.5,8,COMPLETE
111,111,9.479782035954106,2025-06-14 19:18:01.214209,2025-06-14 19:18:04.909733,0 days 00:00:03.695524,502.0,0.009000000000000001,3m,2.5,3.5,0.7,658.0,924.0,0.006,1m,3.5,3.0,1.2000000000000002,332.0,,,,,,,,358.0,0.007,2m,2.0,1.0,1.4,634.0,128,0.007,4m,4.0,3.5,1.5,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
112,112,7.855916259418333,2025-06-14 19:18:04.965605,2025-06-14 19:18:09.736840,0 days 00:00:04.771235,498.0,0.008,3m,2.5,3.5,0.7,646.0,862.0,0.005,1m,3.5,3.0,1.2000000000000002,332.0,,,,,,,,366.0,0.007,2m,2.0,1.0,1.3,632.0,144,0.006,4m,4.0,3.5,1.6,1018,,,,,,,,,,,,,,,152.0,0.004,1m,1.5,1.5,1.6,758.0,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
113,113,1.325517669524009,2025-06-14 19:18:09.807904,2025-06-14 19:18:13.344460,0 days 00:00:03.536556,502.0,0.008,3m,2.5,3.5,0.7,668.0,870.0,0.005,1m,3.5,3.0,1.2000000000000002,350.0,,,,,,,,354.0,0.007,1m,2.0,1.0,1.3,636.0,136,0.007,4m,4.0,3.5,1.6,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
114,114,7.7498023494102535,2025-06-14 19:18:13.430510,2025-06-14 19:18:17.257831,0 days 00:00:03.827321,486.0,0.008,3m,2.5,3.5,0.8,704.0,1024.0,0.005,1m,3.5,3.0,1.2000000000000002,288.0,,,,,,,,374.0,0.007,2m,2.0,1.0,1.3,674.0,100,0.009000000000000001,4m,4.0,3.5,1.7000000000000002,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
115,115,8.935052797680495,2025-06-14 19:18:17.333192,2025-06-14 19:18:20.818004,0 days 00:00:03.484812,476.0,0.008,3m,2.5,3.5,0.8,710.0,1010.0,0.005,1m,3.5,3.0,1.3,234.0,,,,,,,,330.0,0.006,2m,2.0,1.0,1.3,694.0,96,0.009000000000000001,4m,4.0,3.5,1.7000000000000002,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
116,116,5.483231871513777,2025-06-14 19:18:20.881365,2025-06-14 19:18:23.809482,0 days 00:00:02.928117,,,,,,,,1010.0,0.005,1m,3.5,3.0,1.3,220.0,,,,,,,,302.0,0.006,2m,2.0,1.0,1.3,702.0,16,0.009000000000000001,4m,4.0,3.5,1.8,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
117,117,8.292912676433637,2025-06-14 19:18:23.872582,2025-06-14 19:18:27.504711,0 days 00:00:03.632129,474.0,0.008,3m,2.5,3.5,0.8,700.0,962.0,0.004,1m,4.0,3.0,1.2000000000000002,286.0,,,,,,,,282.0,0.007,2m,2.0,1.0,1.3,688.0,88,0.009000000000000001,4m,4.0,4.0,1.7000000000000002,1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
118,118,5.87757213228271,2025-06-14 19:18:27.565559,2025-06-14 19:18:30.554972,0 days 00:00:02.989413,,,,,,,,1020.0,0.003,1m,4.0,3.0,1.2000000000000002,246.0,,,,,,,,326.0,0.007,2m,2.0,1.0,1.2000000000000002,676.0,36,0.009000000000000001,4m,4.0,4.0,1.7000000000000002,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
119,119,7.052901010778884,2025-06-14 19:18:30.643145,2025-06-14 19:18:34.379331,0 days 00:00:03.736186,470.0,0.008,3m,2.5,3.5,0.8,748.0,992.0,0.004,1m,4.0,3.5,1.4,274.0,,,,,,,,276.0,0.006,2m,2.0,1.0,1.3,780.0,88,0.009000000000000001,4m,4.0,4.0,1.6,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
120,120,5.388923359758559,2025-06-14 19:18:34.455476,2025-06-14 19:18:38.162156,0 days 00:00:03.706680,436.0,0.008,4m,2.5,3.5,0.8,712.0,962.0,0.004,1m,3.5,3.0,1.1,290.0,,,,,,,,338.0,0.006,2m,2.0,1.0,1.3,696.0,60,0.01,4m,4.0,4.0,1.8,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
121,121,5.479128179175062,2025-06-14 19:18:38.243364,2025-06-14 19:18:42.112348,0 days 00:00:03.868984,518.0,0.008,3m,2.5,3.5,0.8,626.0,934.0,0.003,1m,3.5,3.0,1.2000000000000002,336.0,,,,,,,,242.0,0.007,2m,2.0,1.0,1.4,664.0,142,0.009000000000000001,4m,4.0,3.5,1.7000000000000002,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
122,122,7.13289744891129,2025-06-14 19:18:42.192454,2025-06-14 19:18:46.037018,0 days 00:00:03.844564,502.0,0.008,3m,2.5,3.5,0.7,700.0,984.0,0.005,1m,3.5,3.0,1.2000000000000002,232.0,,,,,,,,410.0,0.007,2m,2.0,1.0,1.2000000000000002,622.0,182,0.01,4m,4.0,3.5,1.7000000000000002,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
123,123,-1.3663279174119856,2025-06-14 19:18:46.106447,2025-06-14 19:18:49.146225,0 days 00:00:03.039778,,,,,,,,914.0,0.005,1m,3.0,3.0,1.3,198.0,,,,,,,,276.0,0.007,2m,2.0,1.0,1.3,728.0,104,0.008,4m,4.0,3.5,1.6,922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
124,124,5.088332059039708,2025-06-14 19:18:49.220757,2025-06-14 19:18:53.232385,0 days 00:00:04.011628,400.0,0.008,3m,2.5,3.5,0.8,694.0,1024.0,0.005,1m,4.0,3.0,1.1,306.0,,,,,,,,364.0,0.006,2m,2.0,1.0,1.4,748.0,76,0.009000000000000001,4m,4.0,3.5,1.8,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
125,125,3.6690616560323828,2025-06-14 19:18:53.316896,2025-06-14 19:18:56.903635,0 days 00:00:03.586739,470.0,0.01,3m,2.5,3.5,0.7,654.0,950.0,0.004,4m,3.5,3.5,1.3,280.0,,,,,,,,200.0,0.007,2m,2.0,1.0,1.3,598.0,212,0.008,4m,4.0,4.0,1.7000000000000002,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
126,126,3.1477562219983724,2025-06-14 19:18:56.985664,2025-06-14 19:19:01.244998,0 days 00:00:04.259334,562.0,0.008,3m,2.5,3.5,0.9,770.0,894.0,0.005,2m,3.5,3.0,0.7,330.0,,,,,,,,178.0,0.007,2m,2.5,1.0,1.5,684.0,156,0.009000000000000001,4m,4.0,3.5,1.7000000000000002,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
127,127,6.439312707082711,2025-06-14 19:19:01.318512,2025-06-14 19:19:06.055615,0 days 00:00:04.737103,496.0,0.009000000000000001,3m,3.0,3.5,1.5,618.0,974.0,0.003,1m,3.0,3.0,1.2000000000000002,364.0,,,,,,,,316.0,0.007,2m,2.0,1.0,1.2000000000000002,630.0,130,0.009000000000000001,4m,4.0,3.5,1.6,962,,,,,,,,,,,,,,,236.0,0.01,1m,1.5,1.0,1.6,762.0,,,,,,,,,,,,,,,0.45,5,COMPLETE
128,128,4.718630585699034,2025-06-14 19:19:06.143132,2025-06-14 19:19:09.419635,0 days 00:00:03.276503,,,,,,,,1000.0,0.005,1m,3.5,3.0,1.1,260.0,,,,,,,,294.0,0.007,2m,2.0,1.0,1.4,798.0,96,0.01,4m,4.0,3.5,1.6,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
129,129,8.591220709115646,2025-06-14 19:19:09.501258,2025-06-14 19:19:13.316729,0 days 00:00:03.815471,526.0,0.008,3m,2.5,3.5,1.8,732.0,924.0,0.006,1m,4.0,3.0,1.4,310.0,,,,,,,,404.0,0.006,2m,2.5,1.0,1.5,712.0,232,0.008,4m,4.0,4.0,1.7000000000000002,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
130,130,-0.452457927947816,2025-06-14 19:19:13.401622,2025-06-14 19:19:17.079714,0 days 00:00:03.678092,528.0,0.008,3m,2.5,3.0,1.8,810.0,916.0,0.006,1m,4.0,3.0,1.3,316.0,,,,,,,,420.0,0.006,4m,2.5,1.0,1.6,712.0,180,0.008,4m,4.0,4.0,1.8,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
131,131,4.573427989910856,2025-06-14 19:19:17.155947,2025-06-14 19:19:20.976701,0 days 00:00:03.820754,446.0,0.008,3m,2.5,3.5,1.6,736.0,942.0,0.006,1m,4.0,3.0,1.2000000000000002,390.0,,,,,,,,452.0,0.006,2m,2.5,1.0,1.4,656.0,226,0.008,4m,4.0,4.0,1.7000000000000002,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
132,132,1.0349726962849972,2025-06-14 19:19:21.015330,2025-06-14 19:19:25.882906,0 days 00:00:04.867576,588.0,0.008,3m,2.5,3.5,0.7,708.0,974.0,0.005,1m,4.0,3.0,1.4,288.0,,,,,,,,372.0,0.007,2m,2.5,1.0,1.5,674.0,196,0.008,4m,4.0,4.0,1.9000000000000001,942,,,,,,,,,,,,,,,102.0,0.003,1m,1.0,3.5,1.4,424.0,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
133,133,4.227467697138697,2025-06-14 19:19:25.948084,2025-06-14 19:19:29.654542,0 days 00:00:03.706458,632.0,0.004,3m,2.5,3.5,1.9000000000000001,746.0,870.0,0.005,1m,3.5,3.0,1.3,310.0,,,,,,,,394.0,0.006,2m,2.0,1.0,1.3,708.0,240,0.009000000000000001,4m,4.0,3.5,1.6,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
