,number,value,datetime_start,datetime_complete,duration,params_AAPL_ATVI_beta_win,params_AAPL_ATVI_stop_loss,params_AAPL_ATVI_trade_freq,params_AAPL_ATVI_z_entry,params_AAPL_ATVI_z_exit,params_AAPL_ATVI_z_stop_scaler,params_AAPL_ATVI_z_win,params_ABNB_ATVI_beta_win,params_ABNB_ATVI_stop_loss,params_ABNB_ATVI_trade_freq,params_ABNB_ATVI_z_entry,params_ABNB_ATVI_z_exit,params_ABNB_ATVI_z_stop_scaler,params_ABNB_ATVI_z_win,params_ADBE_ATVI_beta_win,params_ADBE_ATVI_stop_loss,params_ADBE_ATVI_trade_freq,params_ADBE_ATVI_z_entry,params_ADBE_ATVI_z_exit,params_ADBE_ATVI_z_stop_scaler,params_ADBE_ATVI_z_win,params_ALGN_ATVI_beta_win,params_ALGN_ATVI_stop_loss,params_ALGN_ATVI_trade_freq,params_ALGN_ATVI_z_entry,params_ALGN_ATVI_z_exit,params_ALGN_ATVI_z_stop_scaler,params_ALGN_ATVI_z_win,params_AMAT_ATVI_beta_win,params_AMAT_ATVI_stop_loss,params_AMAT_ATVI_trade_freq,params_AMAT_ATVI_z_entry,params_AMAT_ATVI_z_exit,params_AMAT_ATVI_z_stop_scaler,params_AMAT_ATVI_z_win,params_AMD_ATVI_beta_win,params_AMD_ATVI_stop_loss,params_AMD_ATVI_trade_freq,params_AMD_ATVI_z_entry,params_AMD_ATVI_z_exit,params_AMD_ATVI_z_stop_scaler,params_AMD_ATVI_z_win,params_AMZN_ATVI_beta_win,params_AMZN_ATVI_stop_loss,params_AMZN_ATVI_trade_freq,params_AMZN_ATVI_z_entry,params_AMZN_ATVI_z_exit,params_AMZN_ATVI_z_stop_scaler,params_AMZN_ATVI_z_win,params_ATVI_ANSS_beta_win,params_ATVI_ANSS_stop_loss,params_ATVI_ANSS_trade_freq,params_ATVI_ANSS_z_entry,params_ATVI_ANSS_z_exit,params_ATVI_ANSS_z_stop_scaler,params_ATVI_ANSS_z_win,params_ATVI_MSFT_beta_win,params_ATVI_MSFT_stop_loss,params_ATVI_MSFT_trade_freq,params_ATVI_MSFT_z_entry,params_ATVI_MSFT_z_exit,params_ATVI_MSFT_z_stop_scaler,params_ATVI_MSFT_z_win,params_ATVI_PYPL_beta_win,params_ATVI_PYPL_stop_loss,params_ATVI_PYPL_trade_freq,params_ATVI_PYPL_z_entry,params_ATVI_PYPL_z_exit,params_ATVI_PYPL_z_stop_scaler,params_ATVI_PYPL_z_win,params_buffer_capital,params_pairs_to_trade,state
70,70,-1.4708990371761934,2025-06-14 19:34:11.087639,2025-06-14 19:34:21.522796,0 days 00:00:10.435157,124.0,0.009000000000000001,2m,2.0,1.5,0.9,70.0,530.0,0.002,1m,1.0,4.0,1.9000000000000001,16.0,896,0.004,2m,4.0,1.5,1.1,742,698.0,0.007,2m,2.0,3.0,1.4,212.0,,,,,,,,66.0,0.007,3m,2.5,2.0,1.2000000000000002,370.0,434.0,0.005,4m,2.0,4.0,2.0,350.0,600.0,0.003,4m,3.5,3.0,2.0,18.0,,,,,,,,,,,,,,,0.3,7,COMPLETE
71,71,-5.761673146646318,2025-06-14 19:34:21.584615,2025-06-14 19:34:26.657354,0 days 00:00:05.072739,24.0,0.01,2m,2.5,1.5,1.1,166.0,,,,,,,,406,0.003,2m,4.0,2.0,0.9,578,780.0,0.006,2m,3.0,3.0,1.1,322.0,,,,,,,,50.0,0.005,3m,2.5,1.5,1.2000000000000002,440.0,838.0,0.005,4m,3.0,3.5,1.9000000000000001,474.0,556.0,0.002,4m,4.0,3.0,1.9000000000000001,98.0,,,,,,,,,,,,,,,0.25,6,COMPLETE
72,72,-1.3906345404193339,2025-06-14 19:34:26.732269,2025-06-14 19:34:30.955658,0 days 00:00:04.223389,168.0,0.009000000000000001,2m,2.5,1.5,0.9,136.0,,,,,,,,368,0.003,2m,4.0,1.5,1.1,678,532.0,0.006,2m,2.5,3.0,1.2000000000000002,400.0,,,,,,,,122.0,0.006,3m,2.0,2.0,1.2000000000000002,336.0,534.0,0.004,4m,3.0,3.5,1.9000000000000001,524.0,,,,,,,,,,,,,,,,,,,,,,0.3,5,COMPLETE
73,73,-2.567722317708025,2025-06-14 19:34:31.050872,2025-06-14 19:34:36.349708,0 days 00:00:05.298836,146.0,0.01,2m,2.5,2.0,1.0,212.0,,,,,,,,338,0.003,2m,4.0,2.0,1.0,600,780.0,0.005,2m,2.5,2.5,1.1,262.0,,,,,,,,42.0,0.008,3m,3.0,1.5,1.0,254.0,624.0,0.003,4m,3.0,3.5,1.8,358.0,582.0,0.002,4m,3.5,3.0,1.7000000000000002,76.0,,,,,,,,,,,,,,,0.2,6,COMPLETE
74,74,-3.2235074283136114,2025-06-14 19:34:36.389386,2025-06-14 19:34:40.614927,0 days 00:00:04.225541,78.0,0.008,2m,3.0,1.0,1.2000000000000002,158.0,,,,,,,,228,0.002,2m,4.0,2.0,1.2000000000000002,772,638.0,0.008,2m,3.0,4.0,1.3,368.0,,,,,,,,150.0,0.007,3m,3.0,2.0,1.5,402.0,304.0,0.005,4m,2.5,3.5,2.0,460.0,,,,,,,,,,,,,,,,,,,,,,0.25,5,COMPLETE
75,75,-4.135919547274532,2025-06-14 19:34:40.707174,2025-06-14 19:34:47.364064,0 days 00:00:06.656890,108.0,0.009000000000000001,2m,2.0,1.5,1.0,640.0,764.0,0.002,1m,1.0,4.0,1.9000000000000001,106.0,282,0.003,2m,3.5,2.5,1.1,564,754.0,0.006,2m,3.5,3.0,0.9,64.0,,,,,,,,214.0,0.006,3m,2.5,1.0,1.1,546.0,942.0,0.004,4m,2.5,4.0,1.8,428.0,626.0,0.003,4m,4.0,3.5,1.9000000000000001,174.0,,,,,,,,,,,,,,,0.35000000000000003,7,COMPLETE
76,76,-4.866252653991658,2025-06-14 19:34:47.459954,2025-06-14 19:34:53.262465,0 days 00:00:05.802511,862.0,0.008,3m,3.0,2.0,0.8,62.0,,,,,,,,470,0.002,2m,4.0,1.5,1.3,534,834.0,0.007,2m,2.0,3.5,1.0,292.0,,,,,,,,114.0,0.005,3m,2.0,2.5,1.7000000000000002,284.0,792.0,0.006,4m,3.0,3.5,1.9000000000000001,384.0,712.0,0.004,4m,3.5,3.0,2.0,140.0,,,,,,,,,,,,,,,0.2,6,COMPLETE
77,77,2.150795393260884,2025-06-14 19:34:53.340293,2025-06-14 19:34:59.875982,0 days 00:00:06.535689,16.0,0.009000000000000001,3m,2.0,1.5,1.3,236.0,378.0,0.002,1m,1.0,4.0,1.7000000000000002,70.0,320,0.004,2m,2.0,1.5,0.9,612,718.0,0.005,3m,2.5,2.5,1.3,172.0,,,,,,,,56.0,0.005,1m,3.0,2.5,1.4,660.0,888.0,0.003,4m,3.0,3.5,2.0,498.0,546.0,0.001,4m,4.0,3.5,1.7000000000000002,70.0,,,,,,,,,,,,,,,0.4,7,COMPLETE
78,78,4.488934682185091,2025-06-14 19:34:59.950495,2025-06-14 19:35:07.263438,0 days 00:00:07.312943,48.0,0.009000000000000001,3m,2.0,1.5,1.3,332.0,394.0,0.002,1m,1.0,4.0,1.7000000000000002,68.0,316,0.005,2m,2.0,1.5,0.9,648,976.0,0.007,3m,2.5,2.5,1.3,184.0,,,,,,,,76.0,0.006,1m,3.0,2.0,1.4,828.0,990.0,0.003,4m,3.0,4.0,2.0,486.0,540.0,0.002,4m,3.5,3.5,1.8,644.0,,,,,,,,,,,,,,,0.4,7,COMPLETE
79,79,1.5426995571991657,2025-06-14 19:35:07.343343,2025-06-14 19:35:14.534834,0 days 00:00:07.191491,16.0,0.009000000000000001,3m,2.0,1.5,1.3,340.0,414.0,0.002,1m,1.0,4.0,1.9000000000000001,70.0,318,0.005,2m,2.0,1.5,0.9,656,716.0,0.008,3m,2.5,3.0,1.4,162.0,,,,,,,,76.0,0.006,1m,3.0,2.0,1.4,742.0,1010.0,0.003,4m,2.5,4.0,2.0,484.0,546.0,0.001,4m,3.5,3.5,1.8,650.0,,,,,,,,,,,,,,,0.4,7,COMPLETE
80,80,1.6311934794969865,2025-06-14 19:35:14.605650,2025-06-14 19:35:21.463847,0 days 00:00:06.858197,18.0,0.008,3m,2.0,1.5,1.3,324.0,498.0,0.002,1m,1.0,4.0,1.9000000000000001,80.0,304,0.006,2m,2.0,1.5,0.7,834,980.0,0.008,3m,2.5,3.0,1.4,168.0,,,,,,,,80.0,0.006,1m,2.5,1.5,1.4,788.0,1004.0,0.002,4m,2.5,4.0,2.0,482.0,452.0,0.001,4m,3.5,3.5,1.8,672.0,,,,,,,,,,,,,,,0.4,7,COMPLETE
81,81,0.03994216773195742,2025-06-14 19:35:21.559729,2025-06-14 19:35:28.020204,0 days 00:00:06.460475,16.0,0.008,3m,2.0,1.5,1.3,338.0,480.0,0.002,1m,1.0,4.0,1.9000000000000001,92.0,314,0.006,2m,2.0,1.5,0.7,870,982.0,0.01,3m,2.5,3.0,1.4,138.0,,,,,,,,80.0,0.006,1m,2.5,1.5,1.4,744.0,1002.0,0.002,4m,2.5,4.0,2.0,466.0,90.0,0.001,4m,3.5,3.5,1.8,714.0,,,,,,,,,,,,,,,0.4,7,COMPLETE
82,82,0.5446252675767219,2025-06-14 19:35:28.109978,2025-06-14 19:35:34.381368,0 days 00:00:06.271390,48.0,0.009000000000000001,3m,2.0,1.0,1.3,402.0,542.0,0.003,1m,1.0,4.0,1.8,68.0,238,0.005,2m,2.0,1.5,0.8,664,956.0,0.008,3m,2.5,3.5,1.5,190.0,,,,,,,,158.0,0.007,1m,2.5,2.0,1.3,868.0,1024.0,0.002,4m,2.5,4.0,2.0,502.0,234.0,0.001,4m,3.5,3.5,1.8,648.0,,,,,,,,,,,,,,,0.45,7,COMPLETE
83,83,1.600217841542277,2025-06-14 19:35:34.461456,2025-06-14 19:35:40.797061,0 days 00:00:06.335605,42.0,0.007,3m,2.0,1.5,1.1,438.0,420.0,0.003,1m,1.0,3.5,2.0,142.0,260,0.007,2m,2.0,1.0,0.9,820,1024.0,0.009000000000000001,3m,2.5,3.0,1.3,166.0,,,,,,,,188.0,0.006,1m,3.0,1.5,1.4,806.0,970.0,0.003,4m,2.0,4.0,2.0,402.0,538.0,0.002,4m,3.0,3.5,1.9000000000000001,772.0,,,,,,,,,,,,,,,0.45,7,COMPLETE
84,84,-2.7389301376584765,2025-06-14 19:35:40.896578,2025-06-14 19:35:46.514762,0 days 00:00:05.618184,22.0,0.007,3m,2.0,1.5,1.1,450.0,,,,,,,,170,0.007,2m,2.0,1.0,0.6,820,932.0,0.009000000000000001,3m,2.5,3.5,1.3,90.0,,,,,,,,186.0,0.006,1m,3.0,2.0,1.4,808.0,964.0,0.001,4m,2.0,4.0,2.0,372.0,450.0,0.001,4m,3.0,3.5,1.9000000000000001,808.0,,,,,,,,,,,,,,,0.45,6,COMPLETE
85,85,-0.2032051336687052,2025-06-14 19:35:46.607728,2025-06-14 19:35:53.143899,0 days 00:00:06.536171,646.0,0.008,3m,2.0,1.5,1.3,326.0,416.0,0.003,1m,1.0,3.5,1.7000000000000002,138.0,188,0.008,2m,1.5,1.0,0.9,894,986.0,0.008,3m,2.0,3.0,1.6,164.0,,,,,,,,126.0,0.005,1m,3.0,2.0,1.5,690.0,902.0,0.003,4m,2.0,4.0,1.9000000000000001,400.0,530.0,0.002,4m,3.0,3.5,1.8,628.0,,,,,,,,,,,,,,,0.45,7,COMPLETE
86,86,3.681716192652933,2025-06-14 19:35:53.242933,2025-06-14 19:36:01.105896,0 days 00:00:07.862963,130.0,0.006,3m,2.0,1.5,1.4,518.0,380.0,0.002,1m,1.5,4.0,1.9000000000000001,70.0,248,0.007,2m,2.0,1.0,0.9,1014,974.0,0.009000000000000001,3m,2.5,3.0,1.4,50.0,,,,,,,,92.0,0.008,1m,3.0,1.5,1.3,766.0,996.0,0.003,4m,1.5,4.0,2.0,482.0,388.0,0.001,4m,3.0,3.5,1.8,790.0,518.0,0.001,4m,4.0,3.5,1.3,400.0,,,,,,,,0.4,8,COMPLETE
87,87,2.315548864484826,2025-06-14 19:36:01.223252,2025-06-14 19:36:08.952216,0 days 00:00:07.728964,112.0,0.006,3m,2.0,1.5,1.1,494.0,472.0,0.002,1m,1.5,4.0,2.0,72.0,252,0.007,2m,2.0,1.0,0.8,1016,1006.0,0.009000000000000001,3m,2.5,3.0,1.4,40.0,,,,,,,,142.0,0.007,1m,3.0,1.5,1.3,758.0,944.0,0.003,4m,1.0,4.0,2.0,328.0,412.0,0.001,4m,4.0,3.5,1.8,786.0,522.0,0.001,3m,4.0,4.0,1.3,472.0,,,,,,,,0.4,8,COMPLETE
88,88,-1.0289456997861874,2025-06-14 19:36:09.017322,2025-06-14 19:36:16.738778,0 days 00:00:07.721456,130.0,0.006,3m,3.5,1.0,1.1,538.0,352.0,0.003,1m,1.5,3.5,2.0,216.0,248,0.007,2m,2.0,1.0,0.8,1012,1022.0,0.009000000000000001,3m,2.0,3.0,1.3,18.0,,,,,,,,290.0,0.008,1m,3.0,1.5,1.3,798.0,890.0,0.003,4m,1.0,4.0,2.0,236.0,414.0,0.003,4m,4.0,3.5,1.9000000000000001,830.0,520.0,0.001,3m,4.0,4.0,1.3,436.0,,,,,,,,0.5,8,COMPLETE
89,89,2.3167170050607853,2025-06-14 19:36:16.807535,2025-06-14 19:36:24.738511,0 days 00:00:07.930976,80.0,0.006,3m,2.0,1.5,1.0,596.0,482.0,0.002,1m,1.5,4.0,1.8,114.0,130,0.007,2m,2.5,1.0,0.6,952,992.0,0.01,3m,2.0,3.0,1.5,58.0,,,,,,,,230.0,0.008,1m,3.0,1.0,1.3,858.0,944.0,0.002,4m,1.5,4.0,1.8,294.0,394.0,0.002,3m,4.0,3.5,1.7000000000000002,752.0,278.0,0.002,3m,4.0,3.5,1.2000000000000002,380.0,,,,,,,,0.4,8,COMPLETE
90,90,1.4558365020392439,2025-06-14 19:36:24.817584,2025-06-14 19:36:32.507647,0 days 00:00:07.690063,122.0,0.006,3m,2.0,1.5,1.2000000000000002,630.0,464.0,0.004,1m,1.5,4.0,1.8,70.0,132,0.008,2m,2.5,1.0,0.6,998,974.0,0.01,3m,2.0,3.0,1.5,50.0,,,,,,,,138.0,0.008,1m,3.0,1.0,1.3,862.0,938.0,0.002,4m,1.5,4.0,1.8,326.0,374.0,0.001,3m,4.0,3.5,1.7000000000000002,708.0,240.0,0.002,3m,4.0,3.5,1.2000000000000002,378.0,,,,,,,,0.4,8,COMPLETE
91,91,2.398091871206008,2025-06-14 19:36:32.580952,2025-06-14 19:36:40.208404,0 days 00:00:07.627452,88.0,0.006,3m,2.0,1.5,1.0,568.0,494.0,0.002,1m,1.5,4.0,1.9000000000000001,116.0,210,0.007,2m,2.0,1.0,0.5,926,1010.0,0.009000000000000001,3m,2.5,3.0,1.7000000000000002,68.0,,,,,,,,266.0,0.007,1m,3.0,1.0,1.4,680.0,976.0,0.002,4m,1.0,4.0,2.0,300.0,466.0,0.002,3m,4.0,3.5,1.8,772.0,56.0,0.002,3m,4.0,3.5,1.4,518.0,,,,,,,,0.4,8,COMPLETE
92,92,1.1983022726230843,2025-06-14 19:36:40.263941,2025-06-14 19:36:48.201433,0 days 00:00:07.937492,90.0,0.005,3m,2.0,1.5,1.0,598.0,500.0,0.002,1m,1.5,4.0,1.7000000000000002,94.0,206,0.007,2m,2.5,1.0,0.5,944,998.0,0.01,3m,1.5,3.0,1.7000000000000002,72.0,,,,,,,,232.0,0.009000000000000001,1m,3.0,1.0,1.3,910.0,990.0,0.001,4m,1.0,4.0,1.8,270.0,456.0,0.001,3m,4.0,3.5,1.8,898.0,100.0,0.002,3m,4.0,3.5,1.3,502.0,,,,,,,,0.35000000000000003,8,COMPLETE
93,93,-2.0212717473946222,2025-06-14 19:36:48.296276,2025-06-14 19:36:56.064216,0 days 00:00:07.767940,76.0,0.006,3m,2.0,2.0,1.4,578.0,364.0,0.002,1m,1.5,4.0,1.9000000000000001,128.0,106,0.006,2m,2.0,1.0,0.7,944,966.0,0.009000000000000001,3m,1.5,3.0,1.8,84.0,,,,,,,,260.0,0.007,1m,3.0,1.0,1.1,644.0,946.0,0.002,3m,1.5,4.0,1.9000000000000001,234.0,392.0,0.002,3m,4.0,3.5,1.8,748.0,30.0,0.002,3m,4.0,3.5,1.5,390.0,,,,,,,,0.4,8,COMPLETE
94,94,-2.075880312756687,2025-06-14 19:36:56.147986,2025-06-14 19:37:03.918144,0 days 00:00:07.770158,248.0,0.005,3m,1.5,1.5,1.0,484.0,314.0,0.001,1m,1.5,4.0,1.8,182.0,154,0.007,2m,1.5,1.0,0.6,952,906.0,0.01,3m,2.5,3.5,1.6,118.0,,,,,,,,100.0,0.007,1m,3.0,1.0,1.2000000000000002,700.0,916.0,0.002,4m,1.0,4.0,2.0,146.0,344.0,0.001,3m,4.0,1.0,1.7000000000000002,684.0,306.0,0.001,3m,4.0,4.0,1.4,546.0,,,,,,,,0.35000000000000003,8,COMPLETE
95,95,1.2311104729312432,2025-06-14 19:37:04.018033,2025-06-14 19:37:11.691529,0 days 00:00:07.673496,104.0,0.006,1m,2.0,1.0,1.2000000000000002,726.0,498.0,0.002,1m,1.5,4.0,1.7000000000000002,58.0,68,0.008,2m,2.0,1.0,0.5,916,1002.0,0.009000000000000001,3m,2.5,3.0,1.4,52.0,,,,,,,,330.0,0.008,1m,2.5,1.5,1.5,772.0,886.0,0.002,4m,1.0,4.0,1.9000000000000001,892.0,460.0,0.002,3m,4.0,3.5,1.6,850.0,120.0,0.002,3m,4.0,3.0,1.1,418.0,,,,,,,,0.4,8,COMPLETE
96,96,3.846101429609673,2025-06-14 19:37:11.757039,2025-06-14 19:37:19.594681,0 days 00:00:07.837642,124.0,0.006,3m,1.5,1.5,1.4,534.0,384.0,0.001,1m,1.5,4.0,1.8,110.0,290,0.006,2m,2.0,1.5,0.7,1020,858.0,0.009000000000000001,3m,2.5,2.5,1.5,28.0,,,,,,,,162.0,0.008,1m,3.0,1.0,1.4,852.0,984.0,0.003,4m,1.0,4.0,1.9000000000000001,302.0,404.0,0.001,3m,4.0,3.5,0.5,952.0,434.0,0.001,3m,3.5,3.0,1.6,326.0,,,,,,,,0.4,8,COMPLETE
97,97,2.854292367240092,2025-06-14 19:37:19.705401,2025-06-14 19:37:27.815668,0 days 00:00:08.110267,178.0,0.005,3m,1.5,1.5,1.4,552.0,380.0,0.001,1m,1.5,3.5,1.8,110.0,290,0.007,2m,2.5,1.0,0.8,974,848.0,0.009000000000000001,3m,2.0,2.5,1.7000000000000002,100.0,,,,,,,,200.0,0.008,1m,3.0,1.0,1.3,942.0,964.0,0.003,4m,1.0,4.0,1.9000000000000001,326.0,392.0,0.004,3m,4.0,3.5,0.6,962.0,442.0,0.001,3m,3.5,3.0,1.6,320.0,,,,,,,,0.4,8,COMPLETE
98,98,3.0662892076824195,2025-06-14 19:37:27.927886,2025-06-14 19:37:35.774422,0 days 00:00:07.846536,130.0,0.006,3m,1.5,1.5,1.4,662.0,374.0,0.001,1m,1.5,4.0,1.8,106.0,222,0.007,2m,2.5,1.0,0.8,976,848.0,0.009000000000000001,3m,2.0,2.5,1.7000000000000002,28.0,,,,,,,,268.0,0.008,1m,3.0,1.0,1.3,968.0,976.0,0.003,4m,1.0,4.0,1.9000000000000001,298.0,308.0,0.004,3m,4.0,3.5,0.5,968.0,460.0,0.001,3m,3.5,3.0,1.6,322.0,,,,,,,,0.4,8,COMPLETE
99,99,3.114589267679953,2025-06-14 19:37:35.858866,2025-06-14 19:37:43.794783,0 days 00:00:07.935917,186.0,0.006,3m,1.5,1.5,1.4,674.0,422.0,0.001,1m,1.5,3.5,1.8,110.0,224,0.007,2m,2.5,1.0,0.8,1022,856.0,0.009000000000000001,3m,2.0,2.5,1.7000000000000002,30.0,,,,,,,,272.0,0.009000000000000001,1m,3.0,1.0,1.3,962.0,966.0,0.003,4m,1.0,4.0,1.8,312.0,296.0,0.004,3m,4.0,4.0,0.5,952.0,466.0,0.001,3m,3.5,3.0,1.6,330.0,,,,,,,,0.45,8,COMPLETE
100,100,4.96475085270162,2025-06-14 19:37:43.878106,2025-06-14 19:37:51.805896,0 days 00:00:07.927790,236.0,0.006,3m,1.5,1.0,1.4,666.0,442.0,0.001,1m,1.5,3.5,1.8,118.0,172,0.007,2m,2.5,1.0,0.8,976,858.0,0.009000000000000001,3m,2.0,2.5,1.7000000000000002,38.0,,,,,,,,388.0,0.009000000000000001,1m,3.0,1.0,1.3,962.0,978.0,0.003,4m,1.0,4.0,1.8,302.0,334.0,0.004,3m,4.0,4.0,0.5,966.0,454.0,0.001,3m,3.5,3.0,1.6,322.0,,,,,,,,0.45,8,COMPLETE
101,101,5.331494336976914,2025-06-14 19:37:51.888094,2025-06-14 19:37:59.337001,0 days 00:00:07.448907,230.0,0.006,3m,1.5,1.0,1.4,684.0,444.0,0.001,1m,1.5,3.5,1.8,114.0,168,0.007,2m,2.5,1.0,0.8,984,856.0,0.009000000000000001,3m,2.0,2.5,1.7000000000000002,40.0,,,,,,,,412.0,0.009000000000000001,1m,3.0,1.0,1.3,976.0,976.0,0.003,4m,1.0,4.0,1.8,316.0,256.0,0.004,3m,4.0,4.0,0.5,950.0,458.0,0.001,3m,3.5,3.0,1.6,314.0,,,,,,,,0.45,8,COMPLETE
102,102,-1.4935259968359111,2025-06-14 19:37:59.431687,2025-06-14 19:38:06.980578,0 days 00:00:07.548891,188.0,0.006,3m,1.5,1.0,1.4,728.0,348.0,0.001,1m,1.5,3.5,1.8,116.0,130,0.007,2m,2.5,1.0,0.8,982,870.0,0.01,3m,2.0,2.5,1.7000000000000002,100.0,,,,,,,,442.0,0.01,1m,3.0,1.0,1.3,986.0,984.0,0.003,4m,1.0,4.0,1.8,294.0,286.0,0.004,3m,4.0,4.0,0.5,964.0,444.0,0.001,3m,3.5,3.0,1.6,326.0,,,,,,,,0.45,8,COMPLETE
103,103,1.3437542945336065,2025-06-14 19:38:07.059198,2025-06-14 19:38:14.787241,0 days 00:00:07.728043,188.0,0.005,3m,1.5,1.0,1.5,672.0,424.0,0.001,1m,1.5,3.5,1.8,166.0,164,0.008,2m,2.5,1.0,0.7,970,852.0,0.009000000000000001,3m,2.0,2.5,1.7000000000000002,16.0,,,,,,,,384.0,0.009000000000000001,1m,3.0,1.0,1.5,944.0,962.0,0.003,4m,1.0,4.0,1.7000000000000002,238.0,322.0,0.004,3m,4.0,4.0,0.6,966.0,392.0,0.001,3m,3.5,3.0,1.7000000000000002,286.0,,,,,,,,0.5,8,COMPLETE
104,104,-1.3221497176242245,2025-06-14 19:38:14.893992,2025-06-14 19:38:22.754946,0 days 00:00:07.860954,248.0,0.006,3m,1.5,1.0,1.4,684.0,306.0,0.001,1m,1.5,3.5,1.8,202.0,194,0.007,4m,2.5,1.0,0.7,988,900.0,0.009000000000000001,3m,1.5,2.5,1.9000000000000001,38.0,,,,,,,,416.0,0.009000000000000001,1m,3.0,1.0,1.3,938.0,924.0,0.004,4m,1.0,4.0,1.8,284.0,260.0,0.004,3m,4.0,4.0,0.6,1020.0,484.0,0.002,3m,3.5,3.0,1.5,358.0,,,,,,,,0.45,8,COMPLETE
105,105,1.9432307568029403,2025-06-14 19:38:22.850030,2025-06-14 19:38:30.249714,0 days 00:00:07.399684,226.0,0.005,3m,1.5,2.0,1.4,778.0,432.0,0.001,1m,1.5,3.5,1.7000000000000002,244.0,218,0.006,2m,2.5,1.0,0.6,922,926.0,0.009000000000000001,3m,2.0,2.5,1.8,72.0,,,,,,,,332.0,0.008,1m,3.0,1.0,1.4,974.0,994.0,0.003,4m,1.5,4.0,1.8,206.0,322.0,0.005,3m,4.0,4.0,0.6,910.0,352.0,0.001,3m,3.5,3.5,1.7000000000000002,262.0,,,,,,,,0.45,8,COMPLETE
106,106,0.6417529593842692,2025-06-14 19:38:30.332079,2025-06-14 19:38:37.612537,0 days 00:00:07.280458,278.0,0.007,3m,1.5,1.0,1.5,552.0,446.0,0.001,3m,2.0,3.5,1.6,160.0,276,0.008,1m,2.5,1.0,0.8,958,850.0,0.01,3m,2.0,2.5,1.7000000000000002,116.0,,,,,,,,310.0,0.009000000000000001,1m,3.0,1.0,1.2000000000000002,908.0,974.0,0.002,4m,1.0,4.0,1.7000000000000002,256.0,364.0,0.005,3m,4.0,4.0,0.5,938.0,474.0,0.001,3m,3.5,3.0,1.7000000000000002,184.0,,,,,,,,0.5,8,COMPLETE
107,107,-1.555005118094577,2025-06-14 19:38:37.701006,2025-06-14 19:38:50.981394,0 days 00:00:13.280388,184.0,0.006,3m,1.5,1.0,1.4,680.0,384.0,0.001,1m,1.5,3.5,1.8,116.0,180,0.007,2m,2.5,1.0,0.7,1022,888.0,0.009000000000000001,3m,2.0,2.5,1.8,56.0,,,,,,,,260.0,0.008,1m,3.0,1.0,1.3,840.0,926.0,0.003,3m,1.0,4.0,1.9000000000000001,318.0,196.0,0.003,3m,4.0,4.0,0.5,864.0,564.0,0.002,3m,3.5,2.5,1.4,336.0,,,,,,,,0.4,8,COMPLETE
108,108,0.47822275123625774,2025-06-14 19:38:51.121907,2025-06-14 19:39:06.506597,0 days 00:00:15.384690,224.0,0.005,3m,1.5,1.5,1.5,818.0,572.0,0.001,1m,1.5,3.5,1.9000000000000001,188.0,104,0.006,2m,2.5,1.0,0.5,914,826.0,0.01,3m,1.5,2.5,1.6,30.0,164.0,0.008,3m,1.5,1.5,1.8,910.0,356.0,0.01,1m,3.0,1.0,1.4,1022.0,958.0,0.001,4m,1.5,4.0,1.9000000000000001,348.0,298.0,0.004,3m,4.0,1.5,0.6,940.0,408.0,0.001,3m,4.0,3.0,1.6,276.0,,,,,,,,0.45,9,COMPLETE
109,109,1.9756110144717953,2025-06-14 19:39:06.603299,2025-06-14 19:39:14.154491,0 days 00:00:07.551192,294.0,0.006,3m,1.5,2.0,0.5,616.0,450.0,0.005,1m,1.5,4.0,1.7000000000000002,108.0,144,0.007,2m,2.5,1.0,0.8,996,932.0,0.009000000000000001,3m,2.0,2.5,1.5,960.0,,,,,,,,280.0,0.009000000000000001,1m,3.0,1.0,1.1,980.0,1000.0,0.003,4m,1.0,4.0,1.0,210.0,250.0,0.003,3m,4.0,4.0,0.7,992.0,348.0,0.002,3m,3.5,3.5,1.6,410.0,,,,,,,,0.4,8,COMPLETE
110,110,4.738908940923715,2025-06-14 19:39:14.226051,2025-06-14 19:39:22.465069,0 days 00:00:08.239018,158.0,0.007,1m,1.5,1.5,2.0,514.0,384.0,0.001,1m,2.0,4.0,1.6,46.0,46,0.008,2m,2.5,1.0,0.7,878,860.0,0.008,3m,2.0,2.5,1.6,80.0,248.0,0.008,2m,3.5,1.5,0.5,86.0,200.0,0.009000000000000001,1m,3.0,1.0,1.5,926.0,94.0,0.004,4m,1.0,2.0,1.8,148.0,398.0,0.005,3m,4.0,4.0,0.7,866.0,476.0,0.001,1m,4.0,3.5,1.5,232.0,,,,,,,,0.35000000000000003,9,COMPLETE
111,111,-2.2102957369227174,2025-06-14 19:39:22.549557,2025-06-14 19:39:30.879843,0 days 00:00:08.330286,140.0,0.007,3m,1.5,1.5,2.0,518.0,362.0,0.001,1m,2.0,4.0,1.6,52.0,82,0.008,2m,2.5,1.0,0.7,858,858.0,0.008,3m,2.0,2.5,1.6,82.0,212.0,0.008,2m,3.5,1.5,0.5,112.0,202.0,0.009000000000000001,1m,3.0,1.0,1.5,882.0,156.0,0.004,4m,1.0,2.0,1.8,134.0,358.0,0.005,3m,4.0,4.0,0.5,974.0,478.0,0.001,1m,4.0,3.5,1.5,190.0,,,,,,,,0.35000000000000003,9,COMPLETE
