,number,value,datetime_start,datetime_complete,duration,params_AAPL_INTU_beta_win,params_AAPL_INTU_stop_loss,params_AAPL_INTU_trade_freq,params_AAPL_INTU_z_entry,params_AAPL_INTU_z_exit,params_AAPL_INTU_z_stop_scaler,params_AAPL_INTU_z_win,params_ADSK_ILMN_beta_win,params_ADSK_ILMN_stop_loss,params_ADSK_ILMN_trade_freq,params_ADSK_ILMN_z_entry,params_ADSK_ILMN_z_exit,params_ADSK_ILMN_z_stop_scaler,params_ADSK_ILMN_z_win,params_AMGN_ILMN_beta_win,params_AMGN_ILMN_stop_loss,params_AMGN_ILMN_trade_freq,params_AMGN_ILMN_z_entry,params_AMGN_ILMN_z_exit,params_AMGN_ILMN_z_stop_scaler,params_AMGN_ILMN_z_win,params_ATVI_INTU_beta_win,params_ATVI_INTU_stop_loss,params_ATVI_INTU_trade_freq,params_ATVI_INTU_z_entry,params_ATVI_INTU_z_exit,params_ATVI_INTU_z_stop_scaler,params_ATVI_INTU_z_win,params_CHTR_DLTR_beta_win,params_CHTR_DLTR_stop_loss,params_CHTR_DLTR_trade_freq,params_CHTR_DLTR_z_entry,params_CHTR_DLTR_z_exit,params_CHTR_DLTR_z_stop_scaler,params_CHTR_DLTR_z_win,params_DDOG_ILMN_beta_win,params_DDOG_ILMN_stop_loss,params_DDOG_ILMN_trade_freq,params_DDOG_ILMN_z_entry,params_DDOG_ILMN_z_exit,params_DDOG_ILMN_z_stop_scaler,params_DDOG_ILMN_z_win,params_DLTR_ILMN_beta_win,params_DLTR_ILMN_stop_loss,params_DLTR_ILMN_trade_freq,params_DLTR_ILMN_z_entry,params_DLTR_ILMN_z_exit,params_DLTR_ILMN_z_stop_scaler,params_DLTR_ILMN_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_FANG_ILMN_beta_win,params_FANG_ILMN_stop_loss,params_FANG_ILMN_trade_freq,params_FANG_ILMN_z_entry,params_FANG_ILMN_z_exit,params_FANG_ILMN_z_stop_scaler,params_FANG_ILMN_z_win,params_GFS_ILMN_beta_win,params_GFS_ILMN_stop_loss,params_GFS_ILMN_trade_freq,params_GFS_ILMN_z_entry,params_GFS_ILMN_z_exit,params_GFS_ILMN_z_stop_scaler,params_GFS_ILMN_z_win,params_buffer_capital,params_pairs_to_trade,state
103,103,4.023406190509428,2025-06-14 19:36:39.506065,2025-06-14 19:36:41.334769,0 days 00:00:01.828704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.0,0.002,1m,3.0,3.0,0.9,142.0,884,0.001,3m,3.5,2.5,1.4,204,,,,,,,,0.3,2,COMPLETE
104,104,5.602028821365628,2025-06-14 19:36:41.389381,2025-06-14 19:36:43.474757,0 days 00:00:02.085376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.0,0.002,1m,3.0,3.0,0.8,160.0,894,0.001,3m,3.5,2.5,1.4,264,,,,,,,,0.3,2,COMPLETE
105,105,4.25634876045726,2025-06-14 19:36:43.580007,2025-06-14 19:36:45.615910,0 days 00:00:02.035903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.0,0.002,1m,3.0,3.0,0.8,148.0,908,0.001,3m,3.5,2.5,1.4,220,,,,,,,,0.3,2,COMPLETE
106,106,5.134600100790951,2025-06-14 19:36:45.670126,2025-06-14 19:36:47.757404,0 days 00:00:02.087278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.0,0.002,1m,3.0,3.0,0.9,146.0,890,0.001,3m,3.5,2.5,1.3,250,,,,,,,,0.3,2,COMPLETE
107,107,5.321767204316876,2025-06-14 19:36:47.815414,2025-06-14 19:36:49.703424,0 days 00:00:01.888010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,0.002,1m,3.0,3.0,0.9,150.0,874,0.001,3m,3.5,2.5,1.3,260,,,,,,,,0.3,2,COMPLETE
108,108,4.480758097771768,2025-06-14 19:36:49.772763,2025-06-14 19:36:51.857325,0 days 00:00:02.084562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.0,0.002,1m,3.0,3.0,0.9,150.0,884,0.001,3m,3.5,2.5,1.1,262,,,,,,,,0.3,2,COMPLETE
109,109,4.801488727857191,2025-06-14 19:36:51.954864,2025-06-14 19:36:54.027933,0 days 00:00:02.073069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.0,0.002,1m,3.0,3.0,0.9,148.0,890,0.001,4m,3.5,2.5,1.1,258,,,,,,,,0.3,2,COMPLETE
110,110,-3.949216212451108,2025-06-14 19:36:54.088573,2025-06-14 19:36:56.846405,0 days 00:00:02.757832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.0,0.002,1m,3.0,3.0,0.9,180.0,844,0.001,4m,3.5,2.5,1.1,262,336.0,0.01,3m,2.0,4.0,1.9000000000000001,362.0,0.3,3,COMPLETE
111,111,3.006525564723272,2025-06-14 19:36:56.910407,2025-06-14 19:36:58.880166,0 days 00:00:01.969759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.0,0.002,1m,3.0,3.0,0.9,144.0,890,0.001,4m,3.5,2.5,1.0,216,,,,,,,,0.3,2,COMPLETE
112,112,-1.2092777293274672,2025-06-14 19:36:58.976674,2025-06-14 19:37:00.970119,0 days 00:00:01.993445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.0,0.002,1m,3.0,3.0,0.8,94.0,872,0.001,4m,3.5,2.5,1.3,278,,,,,,,,0.3,2,COMPLETE
113,113,4.554724113876237,2025-06-14 19:37:01.057622,2025-06-14 19:37:03.018799,0 days 00:00:01.961177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.0,0.002,1m,3.0,3.0,0.9,156.0,902,0.001,4m,3.5,2.5,1.2000000000000002,230,,,,,,,,0.3,2,COMPLETE
114,114,-0.04321774040433403,2025-06-14 19:37:03.076147,2025-06-14 19:37:04.983628,0 days 00:00:01.907481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.0,0.002,1m,3.0,3.5,0.8,164.0,826,0.001,4m,3.5,2.5,1.2000000000000002,228,,,,,,,,0.3,2,COMPLETE
115,115,3.1747536211794767,2025-06-14 19:37:05.036289,2025-06-14 19:37:07.057594,0 days 00:00:02.021305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.0,0.002,1m,3.0,3.0,0.9,96.0,290,0.001,4m,3.5,2.5,1.1,306,,,,,,,,0.3,2,COMPLETE
116,116,-1.0902184431880513,2025-06-14 19:37:07.147299,2025-06-14 19:37:09.139724,0 days 00:00:01.992425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.0,0.002,1m,3.0,3.0,1.0,194.0,962,0.001,4m,3.5,2.5,1.2000000000000002,278,,,,,,,,0.3,2,COMPLETE
117,117,0.19994519706400293,2025-06-14 19:37:09.218869,2025-06-14 19:37:12.066300,0 days 00:00:02.847431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.0,0.002,1m,3.0,3.5,0.7,228.0,860,0.001,4m,3.5,2.5,1.1,240,856.0,0.006,2m,2.5,3.5,0.9,34.0,0.3,3,COMPLETE
118,118,-0.04367681582948262,2025-06-14 19:37:12.127507,2025-06-14 19:37:15.064347,0 days 00:00:02.936840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.0,0.003,1m,3.0,3.0,0.8,162.0,908,0.001,4m,3.5,2.5,1.0,150,694.0,0.005,4m,1.5,1.0,1.8,638.0,0.25,3,COMPLETE
119,119,5.6003631367850195,2025-06-14 19:37:15.133159,2025-06-14 19:37:17.210748,0 days 00:00:02.077589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.0,0.002,1m,3.0,3.0,1.0,90.0,104,0.001,4m,3.5,3.0,1.3,328,,,,,,,,0.3,2,COMPLETE
120,120,6.08213467988164,2025-06-14 19:37:17.288755,2025-06-14 19:37:19.463791,0 days 00:00:02.175036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.0,0.003,1m,2.5,3.0,1.0,86.0,28,0.001,4m,3.5,3.0,1.3,176,,,,,,,,0.35000000000000003,2,COMPLETE
121,121,5.924891379989826,2025-06-14 19:37:19.551150,2025-06-14 19:37:21.708793,0 days 00:00:02.157643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.0,0.003,1m,2.5,3.0,1.0,90.0,78,0.001,4m,3.5,3.0,1.3,176,,,,,,,,0.35000000000000003,2,COMPLETE
122,122,6.419772126591316,2025-06-14 19:37:21.765149,2025-06-14 19:37:23.822537,0 days 00:00:02.057388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0,0.003,1m,2.5,3.0,1.0,84.0,36,0.001,4m,3.5,3.0,1.3,174,,,,,,,,0.35000000000000003,2,COMPLETE
123,123,3.211672014180739,2025-06-14 19:37:23.935272,2025-06-14 19:37:26.005435,0 days 00:00:02.070163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.0,0.003,1m,2.5,3.0,1.0,92.0,34,0.001,4m,3.5,3.0,1.3,172,,,,,,,,0.35000000000000003,2,COMPLETE
124,124,-0.3706958869656524,2025-06-14 19:37:26.077011,2025-06-14 19:37:28.228713,0 days 00:00:02.151702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0,0.003,1m,2.5,3.5,1.0,58.0,80,0.002,4m,3.5,3.0,1.3,128,,,,,,,,0.35000000000000003,2,COMPLETE
125,125,1.370321986103792,2025-06-14 19:37:28.311420,2025-06-14 19:37:31.150313,0 days 00:00:02.838893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.0,0.003,3m,2.5,3.0,1.0,42.0,116,0.001,4m,3.5,3.0,1.3,334,442.0,0.007,2m,1.5,3.0,1.9000000000000001,154.0,0.35000000000000003,3,COMPLETE
126,126,3.908295839197642,2025-06-14 19:37:31.256900,2025-06-14 19:37:33.412167,0 days 00:00:02.155267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.0,0.003,1m,2.5,3.0,1.0,82.0,34,0.002,4m,3.5,3.0,1.3,176,,,,,,,,0.35000000000000003,2,COMPLETE
127,127,3.254901626644372,2025-06-14 19:37:33.473114,2025-06-14 19:37:35.441736,0 days 00:00:01.968622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.0,0.003,1m,2.0,3.0,1.1,118.0,86,0.001,4m,3.5,3.0,1.2000000000000002,90,,,,,,,,0.4,2,COMPLETE
128,128,-0.0909674917393727,2025-06-14 19:37:35.504211,2025-06-14 19:37:36.581348,0 days 00:00:01.077137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0.002,4m,4.0,3.0,1.3,294,,,,,,,,0.35000000000000003,1,COMPLETE
129,129,-3.329522848372822,2025-06-14 19:37:36.637932,2025-06-14 19:37:39.653699,0 days 00:00:03.015767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.0,0.004,1m,2.5,3.5,0.9,190.0,142,0.001,4m,3.5,3.0,1.4,124,630.0,0.006,2m,3.0,1.5,2.0,310.0,0.35000000000000003,3,COMPLETE
130,130,0.48862055017868794,2025-06-14 19:37:39.723112,2025-06-14 19:37:41.750334,0 days 00:00:02.027222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.0,0.003,4m,2.5,3.0,1.0,46.0,20,0.001,4m,3.5,3.0,1.2000000000000002,258,,,,,,,,0.3,2,COMPLETE
131,131,5.641572960899414,2025-06-14 19:37:41.834572,2025-06-14 19:37:43.890174,0 days 00:00:02.055602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.0,0.002,1m,2.5,3.0,0.9,110.0,232,0.001,4m,3.5,3.0,1.2000000000000002,226,,,,,,,,0.3,2,COMPLETE
132,132,4.83926385372604,2025-06-14 19:37:43.998769,2025-06-14 19:37:45.971581,0 days 00:00:01.972812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.0,0.002,1m,2.5,3.0,0.9,110.0,192,0.001,4m,3.5,3.0,1.3,206,,,,,,,,0.3,2,COMPLETE
133,133,5.216686356005848,2025-06-14 19:37:46.094805,2025-06-14 19:37:48.296695,0 days 00:00:02.201890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.0,0.003,1m,2.5,3.0,1.1,106.0,192,0.001,4m,3.5,3.0,1.3,184,,,,,,,,0.3,2,COMPLETE
134,134,0.09015283371763078,2025-06-14 19:37:48.364659,2025-06-14 19:37:49.441486,0 days 00:00:01.076827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,0.001,4m,3.5,3.0,1.3,100,,,,,,,,0.35000000000000003,1,COMPLETE
135,135,0.514589528280194,2025-06-14 19:37:49.510091,2025-06-14 19:37:51.531966,0 days 00:00:02.021875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.0,0.003,1m,2.5,3.0,1.1,16.0,118,0.002,4m,3.5,3.0,1.4,176,,,,,,,,0.3,2,COMPLETE
136,136,-1.617651800976177,2025-06-14 19:37:51.610419,2025-06-14 19:37:54.463214,0 days 00:00:02.852795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.0,0.003,1m,2.0,3.0,1.1,76.0,62,0.001,4m,3.0,3.0,1.2000000000000002,150,546.0,0.008,3m,2.5,2.5,1.6,16.0,0.25,3,COMPLETE
137,137,2.988283868817767,2025-06-14 19:37:54.530585,2025-06-14 19:37:56.540422,0 days 00:00:02.009837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.0,0.004,1m,2.5,3.0,1.0,104.0,226,0.001,4m,3.5,3.5,1.3,194,,,,,,,,0.4,2,COMPLETE
138,138,2.968022202144484,2025-06-14 19:37:56.663709,2025-06-14 19:37:57.640994,0 days 00:00:00.977285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,0.001,1m,3.5,3.0,1.4,20,,,,,,,,0.3,1,COMPLETE
139,139,-1.4499656446453753,2025-06-14 19:37:57.723005,2025-06-14 19:37:59.666470,0 days 00:00:01.943465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.0,0.003,2m,2.5,3.0,1.0,130.0,172,0.002,4m,3.5,3.0,1.3,242,,,,,,,,0.35000000000000003,2,COMPLETE
140,140,5.946341715103731,2025-06-14 19:37:59.737634,2025-06-14 19:38:01.800714,0 days 00:00:02.063080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.0,0.002,1m,2.5,3.0,1.1,72.0,148,0.001,2m,4.0,3.0,1.2000000000000002,288,,,,,,,,0.05,2,COMPLETE
141,141,3.387804778574707,2025-06-14 19:38:01.862275,2025-06-14 19:38:03.816215,0 days 00:00:01.953940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.0,0.002,1m,2.5,3.0,1.1,74.0,116,0.001,2m,4.0,3.0,1.2000000000000002,288,,,,,,,,0.1,2,COMPLETE
142,142,-0.10881116169346283,2025-06-14 19:38:03.886754,2025-06-14 19:38:10.067478,0 days 00:00:06.180724,564.0,0.001,3m,2.0,3.0,0.9,870.0,188.0,0.009000000000000001,1m,3.0,2.0,1.6,850.0,,,,,,,,408.0,0.008,3m,2.5,3.5,0.5,810.0,912.0,0.002,2m,3.0,3.5,1.8,630.0,,,,,,,,,,,,,,,662.0,0.003,1m,2.5,3.0,1.1,58.0,72,0.001,2m,4.0,3.0,1.2000000000000002,318,970.0,0.009000000000000001,2m,3.0,3.5,0.5,718.0,0.35000000000000003,7,COMPLETE
143,143,2.5696912478252982,2025-06-14 19:38:10.151456,2025-06-14 19:38:12.217374,0 days 00:00:02.065918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.0,0.002,1m,2.5,3.0,1.2000000000000002,132.0,148,0.001,2m,4.0,3.0,1.3,186,,,,,,,,0.3,2,COMPLETE
144,144,-1.4564982118226262,2025-06-14 19:38:12.316427,2025-06-14 19:38:14.301841,0 days 00:00:01.985414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,0.001,1m,2.5,3.0,1.0,80.0,104,0.001,2m,3.0,3.0,1.4,212,,,,,,,,0.4,2,COMPLETE
145,145,-3.375413811073707,2025-06-14 19:38:14.373563,2025-06-14 19:38:17.316820,0 days 00:00:02.943257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.0,0.002,1m,2.5,2.5,0.9,252.0,140,0.002,2m,3.5,3.5,1.2000000000000002,344,74.0,0.001,4m,1.0,1.5,1.7000000000000002,246.0,0.05,3,COMPLETE
146,146,0.9954544001090607,2025-06-14 19:38:17.390441,2025-06-14 19:38:19.357831,0 days 00:00:01.967390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.0,0.003,1m,2.0,3.5,1.1,178.0,50,0.002,4m,3.5,3.0,1.3,140,,,,,,,,0.3,2,COMPLETE
147,147,2.8172317758347973,2025-06-14 19:38:19.424121,2025-06-14 19:38:21.558319,0 days 00:00:02.134198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.0,0.002,1m,2.5,3.0,1.2000000000000002,110.0,224,0.001,4m,4.0,3.0,1.4,238,,,,,,,,0.15000000000000002,2,COMPLETE
148,148,3.8971986884340333,2025-06-14 19:38:21.637609,2025-06-14 19:38:22.759863,0 days 00:00:01.122254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,0.001,4m,3.0,3.0,1.3,310,,,,,,,,0.05,1,COMPLETE
149,149,2.9265470263646822,2025-06-14 19:38:22.835303,2025-06-14 19:38:24.732604,0 days 00:00:01.897301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.0,0.002,1m,2.5,3.0,1.0,214.0,252,0.001,2m,3.5,3.0,1.2000000000000002,370,,,,,,,,0.3,2,COMPLETE
